-0.00800953-8.72987e-15j -0.0169359-1.93656e-15j -0.00186465+2.49772e-17j -0.00813576-2.77373e-17j -0.0086174+5.45609e-19j 0.012524+5.82063e-18j 0.00157311-1.14793e-17j -0.00953739+4.79782e-18j -0.00986214+4.41024e-17j -0.00310401-9.18774e-19j -0.00792116+1.46451e-17j -0.00533943+5.63014e-18j 0.00665589+3.20919e-18j -0.00532477+1.32675e-17j -0.00356968-2.05219e-17j 0.00836918+4.61866e-16j 0.0131998-5.60683e-17j -0.00170285+2.13228e-16j -0.0024455-2.80357e-17j -0.00848731+6.38783e-18j -0.0011898+5.3708e-17j -0.00930195+6.06384e-18j 0.00719986-2.06264e-17j 0.0106883-4.84395e-16j 0.00777526+1.94386e-16j 0.00272503-6.43514e-17j 0.00538863-2.48994e-17j 0.000318852+7.76394e-17j -0.005184-7.80756e-18j -0.0026054+9.49365e-18j -0.00590649+1.14665e-16j 0.0089004+2.36682e-15j 0.00587097-1.59663e-16j -0.00398964+1.98842e-16j -0.017209-2.42933e-17j 0.00545635+1.90734e-17j 0.00878476+9.00177e-17j 0.00620924+8.16289e-16j 0.00964316-2.05668e-15j 0.00639923+5.78377e-15j 0.00564161+6.38747e-17j -0.00919139-3.72989e-16j -0.00941525-6.46022e-17j 0.00362998-1.01001e-18j -0.00141724+2.94686e-17j 0.0072304+1.59474e-16j -0.0062315-7.62524e-17j -0.00477449+5.66474e-17j 0.00892221-2.05167e-17j 0.0039838-3.66001e-17j 0.000462545+3.47468e-18j -0.00476638-3.12587e-16j 0.00477992-5.17663e-18j 0.0166227-1.42826e-15j 0.00655051-8.34629e-17j 0.00596556-1.04679e-17j -0.0109233-3.83301e-17j -0.000860762-8.96158e-18j -0.00334885-3.51475e-17j -0.00496474-1.30463e-16j 0.00432255+1.23653e-17j 0.00937465+3.24925e-16j -0.00323676-4.13473e-17j -0.00782259+6.78335e-17j 0.0056062+9.15825e-18j -0.00326914+2.25547e-18j -0.0103747+1.09436e-17j -0.00131511-4.93266e-18j -0.00164767+1.77613e-17j -0.011618+1.24346e-17j 0.0118293-1.59294e-17j 0.00745003-6.49397e-17j -0.00274806+1.09022e-17j -0.00280973+4.58686e-18j -0.00994152+9.23069e-18j 0.0131012+7.99701e-15j -0.0126362-3.59723e-14j 
-0.00314553-3.06191e-15j -0.0042621-6.60914e-16j 0.00126098+7.59262e-17j -0.000853957-2.15489e-18j -0.00128884+1.99543e-17j 0.00185507+3.1661e-18j 0.00154614+7.0936e-17j -0.00450555+2.52663e-17j -0.00178103+5.53363e-17j -0.00194008+4.21477e-17j -0.00385396+2.45395e-17j -0.000787975+6.00412e-18j 0.00400932-6.28123e-17j -0.00389554+5.14435e-17j -0.00277694+4.57637e-17j 0.00148917+1.37369e-16j 0.00211146-4.25908e-17j 0.00205355-2.25866e-16j -0.00150249+8.28561e-17j -0.0018481+3.6527e-17j 0.00261257+5.26001e-17j -0.00392475+5.50805e-17j 0.00119125+2.52197e-17j 0.00266991-4.40159e-17j -0.00115981+3.73987e-17j -0.000649884-1.80717e-17j 0.00186007-1.03981e-16j -0.000160257+8.08095e-17j 0.00184333+4.03033e-17j 0.000379867+4.29013e-17j -0.00118421+1.8623e-17j 0.000836481+2.77558e-16j 0.00015416-6.28681e-18j 0.00191684-2.85861e-16j -0.00585212+1.10767e-16j -0.000747896-9.11736e-17j 0.000499866+4.63748e-17j 0.000500988-6.11254e-16j 0.00459399+7.07776e-17j 0.00229821+1.1087e-15j 0.000761997+5.11e-17j 0.000365301+3.00881e-17j -0.00646331+9.30497e-18j -0.00180591+1.09981e-16j -0.000436355-2.96832e-17j 0.000957691+6.81671e-17j -0.00111836-1.875e-17j 0.000152895+3.1263e-17j 0.000666693-8.52016e-17j -0.000273059-1.36895e-17j -0.0024333-3.71179e-19j -0.000132237+1.03606e-17j -0.000851361+9.61703e-17j 0.0022272-1.75026e-16j 0.00110357+2.11713e-17j 0.00412698-3.38617e-17j -0.0017091+6.75551e-17j -0.00250002-1.10608e-17j 0.00188846-1.94655e-17j -0.00154026+4.3769e-17j 0.00278598+6.57053e-17j 0.00130914+8.92079e-17j -0.00288159+4.6944e-17j -0.00374225+9.39663e-17j 0.00398567-5.53195e-17j -0.00102226-2.04915e-17j -0.00364366+4.20052e-17j -0.00207654+2.25667e-17j -0.00239759-1.55983e-17j -0.00431282+4.65943e-17j 0.000771474-2.65934e-17j 0.00224427+3.78034e-17j -0.00173318-3.04379e-17j -0.00126911-4.15068e-17j -0.000353972+4.4744e-17j 0.00454997+1.97508e-15j -0.00278375-8.76486e-15j 
0.00376533+3.69592e-15j 0.00531998+7.9178e-16j -0.00236488-9.26337e-17j 0.00349692-6.05938e-18j 0.00250843-3.54957e-17j -0.00602771+2.81819e-17j -0.00452675-5.25823e-17j 4.93599e-05+1.36468e-17j 0.000989318-5.47e-17j -0.00300535-1.89812e-17j 0.000193732+1.61123e-17j 0.00253743+9.94958e-19j 0.0040012+1.11976e-17j -0.00297294+2.60661e-17j -0.00392552+1.0824e-17j -0.00645873-3.12296e-16j -0.00351627+5.07894e-17j 0.00322318-3.55683e-16j -0.00530509+6.84916e-17j -0.00055482-9.82201e-17j 0.000440489-8.70543e-17j -0.00232486-5.18791e-17j -0.0050171+3.07787e-17j -0.00916234+3.52173e-16j -0.0101179-2.28147e-16j -2.65757e-05+7.91376e-17j 0.00310355-6.60165e-17j -0.00304465+5.79038e-17j 0.00137071-1.13053e-16j -0.000867859-7.48747e-17j 0.00389677-2.52257e-17j -0.00698187-1.85706e-15j -0.00345907+1.56644e-16j 0.00967968-8.02951e-16j -0.00153913+5.47659e-17j 0.00150241+1.74401e-16j -0.00676446-8.01994e-17j -0.00572395-2.73269e-15j 0.00156671+2.73488e-15j -0.00108223-3.65648e-15j -0.00670806-1.30452e-16j 0.00184662-2.0263e-17j -0.00164148+3.30298e-17j -0.00967353+6.34109e-17j 0.0032207+3.68905e-17j -0.00698285-1.68172e-16j 0.00379341+4.27269e-17j 0.00103333-7.70121e-18j 0.00120033+9.26294e-17j -0.00295227+1.36691e-17j -0.00327512+6.11736e-18j 0.000174343-3.56121e-17j -0.0100561+1.05574e-17j -0.00914945+8.36345e-16j -0.0048248+6.26614e-17j 0.00235251-1.74449e-17j -0.000163416-5.26166e-17j -0.000663736+5.69486e-17j 0.00538388-9.57002e-18j -0.00287413-2.07468e-17j -0.00336616-3.94978e-17j -0.00646299-1.67044e-16j -0.00396125+3.32873e-17j -0.00295324+1.81639e-17j 0.00394866-1.63764e-17j 0.00246924+1.05157e-17j 0.000270052-1.6385e-17j -0.00302848+7.77079e-18j 0.000828507+4.14061e-17j 8.97152e-05-1.56438e-17j -0.00473768+7.60681e-17j -0.0058995+5.66169e-18j 0.00237562+2.19627e-17j 0.0033825+2.70122e-17j 0.00260365-7.37549e-17j -0.00523375-2.60274e-15j 0.00385444+1.15823e-14j 
-0.00302412-3.16838e-15j -0.00566254-7.09331e-16j 0.000210384-5.08788e-18j -0.00301667-1.97442e-17j -0.00283847-6.99187e-18j 0.00482313+6.01345e-18j 0.00168677-2.21369e-17j -0.00228924+3.43086e-19j -0.00269218+2.21052e-19j 0.00014799-4.1775e-18j -0.00194407+3.57517e-18j -0.00204684-4.70198e-18j 0.000400726+6.61505e-18j -0.000375357-2.29163e-18j 0.000317145-1.50429e-17j 0.0039305+1.96123e-16j 0.00424999-1.61325e-18j -0.00139989+1.43902e-16j 0.000976283-5.07941e-17j -0.00189959+4.07352e-18j -0.000468188+2.71023e-18j -0.00154603+1.40191e-18j 0.003225-1.66267e-17j 0.00527384-2.4456e-16j 0.0049017+1.16761e-16j 0.00069155-1.67601e-17j 0.000388401+3.72876e-17j 0.000973049-1.1323e-17j -0.00171276-1.17531e-17j -0.000395399+7.7468e-19j -0.00257791+3.84002e-17j 0.00422617+1.12397e-15j 0.00245895-7.3866e-17j -0.00385246+2.95242e-16j -0.00369359-5.29972e-17j 0.000919501+6.68203e-19j 0.00413984+5.03856e-17j 0.0031996+1.00958e-15j 0.00184055-1.30536e-15j 0.00185586+2.47938e-15j 0.00334315+3.91556e-17j -0.00281518-1.29943e-16j -0.00172979-6.94234e-18j 0.00375998-2.99806e-17j -0.00128522+1.13201e-17j 0.00381225+7.81269e-17j -0.00262899-3.09885e-17j -0.00148341-5.99018e-18j 0.0018385+1.46198e-17j 0.00185232-3.75592e-18j 0.00111567+1.35962e-17j -0.00122489-8.95563e-17j 0.0041391-2.25649e-17j 0.00674217-5.80316e-16j 0.00300999-4.27872e-17j 0.00071112-2.42509e-18j -0.00261772-3.33439e-17j 2.56042e-05+3.11276e-18j -0.0024359-1.7915e-17j -0.000356563-4.95553e-17j 0.00200371-1.42672e-17j 0.00418299+1.28064e-16j 0.000411588-2.3962e-17j -0.00100016-2.15607e-18j 0.000157506+1.04999e-17j -0.00151192+5.49968e-18j -0.00257553-3.18104e-18j 0.000598573-1.71703e-18j -0.000607337+1.66637e-17j -0.00281784-2.63069e-18j 0.00429286+3.03702e-18j 0.00352675-3.61979e-17j -0.00134351+1.5187e-17j -0.00166168+1.16851e-17j -0.00320941-1.17051e-17j 0.00468603+2.68895e-15j -0.0041982-1.21288e-14j 
0.0018059+1.77649e-15j 0.00271569+4.0002e-16j -0.000277314+2.25027e-17j 0.000268872+3.26577e-18j 0.000809635+7.08335e-18j -0.000653338+6.45567e-18j -0.000191347+2.9093e-17j 0.00363209+1.02877e-17j 0.00154378+1.12266e-17j 0.00216086+2.51815e-17j 0.00306205+1.4058e-18j 0.000283456-1.06065e-17j -0.00400436-3.25675e-17j 0.00363537+8.3246e-18j 0.00296701+2.75329e-17j -8.97883e-05-5.64894e-18j -0.00140598-2.51699e-18j -0.00203755+2.03547e-16j 0.00231403+1.16451e-17j 0.0018504+4.80897e-17j -0.00185814+8.83246e-19j 0.00372311+4.08058e-17j -0.000130074+9.0289e-18j -0.000455397+5.99771e-17j 0.00257637+9.72437e-17j 0.000318443-2.44782e-17j -0.0022445+1.96916e-17j 0.000748206-3.20016e-17j -0.00131296+2.65455e-17j 5.57796e-05+1.91971e-17j 0.000298272-3.83365e-17j 0.000450853+1.27757e-16j 0.000329422-1.01039e-17j -0.0032077+2.62913e-16j 0.00531138+9.33989e-18j -8.25448e-05-4.0117e-17j 0.000645431+2.14801e-17j 0.000555138+1.01472e-15j -0.00404585-5.8385e-16j -0.00170562-3.01796e-16j 0.000613203+5.32952e-17j -0.000174455+4.23385e-17j 0.00535616+2.97344e-17j 0.00314753+1.15225e-17j -0.000312131-2.9089e-17j 0.000452986+3.89681e-17j 0.000291281-1.2629e-17j -8.07527e-05-3.88243e-18j -0.0011859-3.35719e-17j 0.000617139+2.17982e-17j 0.00237834+2.47013e-17j 0.000302216+4.61346e-17j 0.00250296+3.75879e-17j -0.000456624+5.19193e-17j -7.63644e-05+9.31796e-18j -0.00369729-1.62502e-17j 0.0017957+3.1215e-17j 0.00193371-7.43553e-18j -0.00230009-2.32912e-17j 0.00194988+4.5194e-17j -0.00144905+2.17847e-18j -1.52409e-05-4.3254e-18j 0.00303053+2.03846e-17j 0.00365359-4.30827e-18j -0.00392214-2.43309e-17j 0.000354399-9.11859e-18j 0.003026+1.38786e-17j 0.00216839+2.0219e-17j 0.00158302-1.78074e-17j 0.00359669+1.65884e-17j -0.000136782-4.11457e-18j -0.00068961+2.70601e-17j 0.000844164-1.27431e-17j 0.000307243-1.6461e-17j 0.0002047+1.24426e-17j -0.00273643-1.21673e-15j 0.00177398+5.51676e-15j 
-0.00091125-9.04692e-16j -0.00100426-1.24012e-16j 0.000470923+1.64778e-16j 0.000167319+9.65189e-17j -0.000106556+9.35279e-17j -5.27673e-05-1.06956e-16j 0.00030685+1.26044e-16j -0.00181917-6.64873e-17j -0.000425556+1.13857e-16j -0.00107114-1.58515e-17j -0.0015517-6.1671e-17j 2.11815e-05+5.03364e-17j 0.00202061+5.24601e-17j -0.0019267-8.4252e-17j -0.00153223-4.73804e-17j -0.000118911-1.73211e-17j 0.000256139-1.41004e-16j 0.00131134-1.11552e-18j -0.00107683+4.16924e-17j -0.000634608+7.94987e-17j 0.0013285+2.04228e-16j -0.00174779-9.16816e-18j -0.00010025-2.93101e-17j 0.000139352+2.82499e-17j -0.00167147-1.77867e-16j -0.000408282-9.97553e-17j 0.000961353-7.5138e-17j -0.000342148+4.53542e-17j 0.00117746+2.29383e-16j 0.000200181+1.00554e-16j -3.50912e-05+2.78873e-17j -0.000493475-1.94889e-16j -0.000420015-7.70594e-17j 0.00186506-7.17013e-17j -0.00232859+7.07983e-17j -0.000422752-2.05853e-16j -0.00063236-9.80271e-17j -0.000455047-6.11226e-16j 0.0019928+4.05479e-16j 0.000786099+3.81956e-17j -0.000392551-1.48291e-17j 0.000649742+2.3464e-16j -0.00290152-1.84809e-16j -0.00179891-6.63727e-17j 0.000109678-3.20042e-17j -0.000377291-3.31715e-17j -8.75851e-07+3.42801e-17j 0.000326061+1.18003e-16j 0.000108017-1.91635e-16j -0.000516276-8.66803e-17j -0.00145413-1.40771e-16j 0.000117577+1.06401e-16j -0.00141421-3.89177e-17j -0.000278463-1.17622e-16j -0.000103488-1.92639e-17j 0.00196327+9.84959e-17j -0.000450407+1.58456e-16j -0.00122175-1.35339e-16j 0.00147027+1.45046e-16j -0.000803939+5.39664e-17j 0.000901174+1.34654e-16j -0.000240493-5.65918e-17j -0.00159691-5.77957e-17j -0.00176456-2.84588e-18j 0.00204152+7.51214e-17j -0.000168857-2.059e-17j -0.00135908+9.97704e-18j -0.00120079-7.0039e-17j -0.00102063-1.26815e-16j -0.00165098-2.04643e-18j -0.0004393-1.79243e-16j 0.000321213+4.3751e-17j -0.000535053-8.03636e-17j -0.00022672-6.14183e-17j 0.000394958+1.89118e-16j 0.00128301+4.90767e-16j -0.000569268-1.90208e-15j 
0.00408612+3.26724e-15j 0.00155313+7.43728e-16j -0.00572866+2.83067e-17j -0.00112247+3.944e-17j -0.00124704+2.28148e-17j 8.98062e-05-1.00117e-17j -0.00559768+4.51155e-17j 0.0032199-5.09647e-18j -0.00216076+4.07498e-17j -0.000168224+1.23147e-17j 0.00302772-1.4682e-17j -6.8493e-05+5.23329e-18j -0.00112181-6.88342e-18j 0.00254456-1.23286e-17j 0.000632358+1.8622e-17j -0.00227344-1.06647e-16j 0.00185631-5.55797e-17j -0.00318958+4.04368e-16j -0.0023603+7.85928e-17j -0.00222169+4.31006e-17j -0.00609882+3.71475e-17j 0.000376773+1.66457e-17j -0.00136401+1.51507e-17j -0.00522963+2.46132e-16j 0.000308396+9.72814e-18j 0.00323345-7.38514e-17j 0.00196932-4.37919e-17j -0.00168965+3.76032e-17j -0.00647941+4.47961e-17j -0.00323309+5.82426e-18j 0.0014017-3.30979e-17j -0.000895829-2.85901e-16j 0.00111111-7.81014e-18j 0.000320137-2.85391e-17j -0.000287985+6.14964e-17j 0.00643553+4.71441e-17j -9.05536e-05-5.2904e-17j -0.00107837-6.83829e-17j -0.00214295+3.62905e-16j -0.00137863-1.1667e-15j -0.00275362-1.88882e-18j -0.00568187-9.34646e-17j 0.00625971-5.13079e-17j -0.000799011+1.26501e-17j 0.00235346-1.25822e-17j -0.00229483-2.91121e-17j 0.000962332-1.33939e-17j -0.00281747+8.50056e-17j 0.00553389-6.70128e-17j 0.00111806-6.31906e-19j 0.00312214-9.27445e-18j -0.0028344-1.21589e-16j -0.00234953+3.78555e-17j -0.000225536+2.11466e-17j -0.00147583+1.19391e-17j -0.00306405+3.5966e-18j -0.00389065+5.02957e-17j 0.00429479-3.4375e-17j -0.00235866-4.97389e-18j -0.00219808-1.48356e-18j -0.00553041+1.60027e-17j -0.0012047-3.26672e-17j 0.00105766+2.86073e-18j 0.000527914+1.77036e-17j -0.00182503-4.10632e-18j 0.00179506-1.19491e-17j 0.000960579+1.08013e-17j 0.00132674+5.70996e-18j 0.00464193-5.24733e-17j 0.00141801+1.05304e-17j 0.00289878-2.60839e-17j -0.00410874+3.44598e-17j 0.00360848-3.22626e-17j 0.00331378-2.37157e-17j -0.00408763+4.29949e-17j -0.00472063-6.38536e-16j 0.000222369+2.96121e-15j 
-0.000330847-6.02787e-16j -0.00143689-3.77003e-17j -0.0010803+2.98113e-16j -0.000212735+7.01381e-17j -0.000712956+1.101e-16j 0.000143093-2.61783e-17j -0.00125435+3.07388e-16j -0.0021327+5.46744e-17j -0.00155196+2.17358e-16j -0.00187422+1.50983e-16j -0.00172591+3.14941e-17j -7.28214e-05+2.03589e-17j 0.00308902-2.00732e-16j -0.0024582+1.07885e-16j -0.00238831+1.65709e-16j -0.000787528+1.15827e-16j 0.00122848-1.89017e-16j 0.001122-6.93418e-17j -0.00257277+3.24689e-16j -0.00189483+2.18182e-16j 0.000229938+2.1815e-16j -0.0029185+2.09127e-16j -0.0004852+8.9566e-17j -0.00126696+3.32166e-16j -0.00253923+1.16522e-16j 0.000401181-1.51914e-16j 0.00230447-3.04575e-16j -0.00109979+1.9546e-16j -0.000205536+2.52265e-16j -0.000743123+1.71959e-16j 0.000294344-5.59648e-17j -0.000958351-1.57037e-16j -0.00024505-8.46803e-18j 0.0031208-5.35947e-16j -0.00421805+3.8958e-16j 0.0014434-3.24543e-16j -0.000932723+4.80563e-17j -0.00099643-8.35322e-16j 0.00276519+5.30616e-16j 0.000962331-2.61762e-16j -0.00143704+1.78548e-16j -0.000887756+2.47763e-16j -0.00294945-1.57325e-17j -0.00317012+2.99684e-16j 0.000909743-1.46707e-16j -0.00123978+1.46339e-16j 0.000205414-4.26821e-17j -0.000437298+1.68146e-16j 0.00208872-3.79493e-16j -0.00043233-2.37184e-17j -0.00139952-2.10818e-17j -0.000787185+1.17563e-16j -0.00301066+3.27321e-16j -0.000264642+4.10832e-17j -0.000536704+9.97131e-17j 0.00236313-7.50112e-17j -0.00216234+3.23995e-16j -0.000662375-1.06579e-16j 0.00162343-3.06712e-17j -0.00211047+2.32467e-16j -0.000206218+2.29099e-16j -0.000631145+8.34011e-17j -0.0023541+1.49881e-16j -0.00287416+2.37941e-16j 0.00288221-1.62752e-16j 0.000241269-8.36335e-17j -0.0021069+1.38827e-16j -0.0015825+7.14233e-17j -0.00023178-1.53366e-16j -0.00246339+1.50211e-16j 0.000389665-1.47977e-16j -0.000660685+1.99303e-16j 0.000223231-1.53074e-16j 0.000637822-1.72424e-16j -0.000812068+2.26689e-16j 0.000824779+7.4798e-16j -0.00107344-2.82057e-15j 
0.00198129+2.58395e-15j 0.00674431+5.7527e-16j 0.00281223-1.2466e-17j 0.00403831+1.54578e-17j 0.00420889+3.01088e-18j -0.00562851-2.19177e-17j 0.00118724-1.13646e-17j 0.0026614-2.15938e-17j 0.0049588-2.76224e-17j 0.00110895-2.34335e-17j 0.00208455-1.88899e-17j 0.00240891+6.61533e-18j -0.00198747+3.42625e-17j 0.000966774-3.16704e-17j 0.00091838-2.51137e-17j -0.00303893-1.89866e-16j -0.00640123+2.7853e-17j 0.00218417-2.38486e-16j 0.0015163-3.21456e-17j 0.00430122-2.36677e-17j 0.00289329-9.50433e-18j 0.00348973-3.35466e-17j -0.00280342-1.08915e-17j -0.00304593+1.13611e-16j -0.00407839-1.53024e-16j -0.00237672+4.57884e-17j -0.00273855+3.23431e-17j 0.000294441-4.96905e-17j 0.00474963+1.53157e-17j 0.0022594-1.34854e-18j 0.00217317-2.57771e-17j -0.00383235-1.02855e-15j -0.00310254+5.93686e-17j 0.00224861-8.27194e-17j 0.00704967-2.76527e-17j -0.00462531-3.48566e-17j -0.00408157-5.34834e-17j -0.00256225-5.38065e-16j -0.00300047+9.36332e-16j -0.00216969-2.1906e-15j -0.00175299-5.41792e-17j 0.00611858+2.21755e-16j 0.00130025+1.19393e-18j -0.00191445-4.62397e-17j -8.89076e-05+6.4233e-20j -0.0026037-8.85574e-17j 0.00246941+5.15321e-17j 0.00313184-3.94837e-17j -0.00571851+2.48075e-17j -0.00229297-3.22346e-18j -0.00165343-3.13681e-17j 0.00306965+1.85492e-16j -0.00181199-5.16105e-17j -0.00742402+6.02586e-16j -0.00247907+1.97747e-17j -0.0010747+3.43e-17j 0.00597879+4.679e-18j -0.00136803-5.29312e-18j 0.00270043+5.53652e-17j 0.00267122+4.50719e-17j 0.000122351-1.06033e-18j -0.00386712-1.56411e-16j 0.000613764-1.09461e-17j 0.00277659-5.72419e-17j -0.00128765+3.13697e-17j 0.000830212+6.59041e-18j 0.00390018-2.0076e-17j -0.000207611-2.39991e-17j -0.00106674-4.52706e-18j 0.00421824-2.46996e-17j -0.00633789-1.11759e-17j -0.00190572+7.54268e-18j -9.58193e-05+2.14048e-18j 0.000120798+8.81645e-18j 0.00586374+3.24139e-18j -0.00393377-3.22407e-15j 0.0053875+1.44899e-14j 
-0.00648821-5.22199e-15j -0.00273289-1.19877e-15j 0.00849301-7.47182e-17j 0.00235087-6.92291e-17j 0.00203043-4.93345e-17j -0.00109539+2.60476e-17j 0.00777138-9.19904e-17j -0.00696403+1.40247e-17j 0.0027079-7.97565e-17j -0.00158382-2.75663e-17j -0.00632203+3.27218e-17j 0.000503931-5.38541e-18j 0.00480909+1.55471e-17j -0.00658143+3.35472e-17j -0.00346558-2.86729e-17j 0.00215441+1.09122e-16j -0.00286455+1.01214e-16j 0.00675489-8.25071e-16j 0.00121904-1.00122e-16j 0.00229649-1.1008e-16j 0.0105467-8.32735e-17j -0.0031367-4.74761e-17j 0.00108521-1.44765e-17j 0.00633567-3.24667e-16j -0.00410162-9.67022e-17j -0.00517992+1.46469e-16j -0.00113334+3.31214e-17j 0.00153638-2.19128e-17j 0.0110384-1.15212e-16j 0.00477841-3.52332e-17j -0.00148048+6.16785e-17j -0.000386843-2.1903e-17j -0.00265396+5.82276e-17j 0.0033813-2.97838e-16j -0.00281058-7.40939e-17j -0.00957631-1.36808e-17j -0.00169135+6.44419e-17j 0.000112615-1.0387e-15j 0.00587923+3.44865e-16j 0.00283284+1.1691e-15j 0.00245591-4.37153e-17j 0.00928342+1.12112e-16j -0.0129806+8.62493e-17j -0.00260652+9.84735e-18j -0.00276397+3.83677e-17j 0.00177469-1.79775e-18j -0.000819922+3.1951e-17j 0.00462588-1.33466e-16j -0.00764171+1.39151e-16j -0.00271226-1.76379e-18j -0.00684932+1.32831e-17j 0.00425403+1.54539e-16j 6.14906e-05-5.6215e-17j -0.00139741+1.34514e-16j 0.00127054-2.91904e-18j 0.00728319-1.31088e-17j 0.0049923-1.03123e-16j -0.00784786+7.60825e-17j 0.00608622+4.29372e-18j 0.00169905-1.88034e-17j 0.00861211-3.39241e-17j 0.00046017+2.61637e-17j -0.00416583+4.83143e-18j -0.00346932-8.15917e-18j 0.00583963+7.95872e-19j -0.0024311+2.31706e-17j -0.00308966-2.13435e-17j -0.0039043-8.36044e-18j -0.00786604+1.03351e-16j -0.00414996-2.05854e-17j -0.00544059+6.70017e-17j 0.00544368-6.0282e-17j -0.0055244+6.07586e-17j -0.00455383+4.78505e-17j 0.00677546-9.40388e-17j 0.00766022+1.08885e-15j -0.000477674-5.08478e-15j 
0.00311523+2.18044e-15j -0.00112286+4.19211e-16j -0.00666812-1.6032e-16j -0.00229736-6.1733e-17j -0.00269362-7.87187e-17j 0.00174868+9.3593e-17j -0.00616424-1.11126e-16j 0.00127783+5.29308e-17j -0.00415068-8.13854e-17j -0.00133825+4.67065e-18j 0.00144936+4.67619e-17j -0.000781933-3.57884e-17j 0.000939407-2.87288e-17j 0.000975611+6.52205e-17j -0.000771031+4.01417e-17j -0.00163205-5.91872e-17j 0.00412549+8.3573e-17j -0.00309226+2.72751e-16j -0.00383161+2.73776e-17j -0.00417942-8.10522e-17j -0.00643301-1.67809e-16j -0.00198573-1.212e-17j -0.000706716+3.58483e-17j -0.00462289+1.44403e-16j 0.000274546+1.16412e-16j 0.00389156+4.06489e-17j 0.00368825+1.15571e-17j -0.00217559+2.90141e-17j -0.00751811-2.14508e-16j -0.00401583-1.15927e-16j 0.000832877-1.95752e-17j -0.000194131-4.70131e-17j 0.00180954+6.76588e-17j 0.00110292-1.83712e-16j -0.0042201-1.95491e-17j 0.00801339+3.05893e-16j 0.000643414+2.89609e-17j -0.00074353-3.27336e-16j 0.000120216+3.64226e-16j -0.000231837-5.83937e-16j -0.00274738-3.35981e-17j -0.00747427-4.15627e-16j 0.00413694+1.00673e-16j -0.00166954+6.83497e-17j 0.00265176+5.01065e-17j -0.00198457-2.34444e-17j 0.000295778-4.37088e-17j -0.0037327-2.12629e-17j 0.0077766+1.56847e-16j 0.00149966+6.53154e-17j 0.00275014+1.11807e-16j -0.00389251-3.12301e-16j -0.00307858+4.28087e-17j 0.00177462-1.70892e-17j -0.000927445+1.66777e-17j -0.00147588-8.21407e-17j -0.006344-1.43009e-16j 0.00410889+1.08612e-16j -0.0022283-1.35199e-16j -0.00379399-1.12065e-16j -0.00531469-1.24132e-16j -0.000322696+5.09752e-17j -0.000270014+3.87244e-17j -0.00162104+2.94718e-17j -1.41078e-05-5.66065e-17j 0.00155852+1.75657e-17j -0.00118014-1.18891e-17j 0.000571873+5.82305e-17j 0.00454764+9.22116e-17j -0.00100627-2.36364e-18j 0.00469739+1.5962e-16j -0.00361585-3.94861e-17j 0.00351322+6.14121e-17j 0.00336691+5.45289e-17j -0.00587237-1.60265e-16j -0.00292748+5.55351e-16j -0.00181726-2.76052e-15j 
-0.0067004-5.90307e-15j -0.00574343-1.32626e-15j 0.00671825+1.68054e-18j -0.00127338-5.77489e-17j -0.000752496-2.01451e-17j 0.00392275+2.04506e-17j 0.00791426-2.82471e-17j -0.00430632+1.93529e-17j 0.00073302-2.14462e-17j 0.00119752+1.12677e-17j -0.00400617+2.65848e-17j -0.00162701-1.46821e-17j 4.35455e-05-2.57269e-17j -0.00181949+3.11086e-17j 0.000744516-2.28878e-18j 0.00609625+3.13343e-16j 0.00106121+4.59632e-17j 0.00163227-2.59993e-16j 0.00453792-9.78292e-17j 0.00163226-1.87881e-18j 0.00590683-2.2386e-17j -0.000311704+2.50564e-17j 0.00439791-1.76258e-17j 0.0105718-4.45916e-16j 0.00504072+1.58404e-16j -0.003006+4.64456e-17j -0.00284264+6.278e-17j 0.00312635-4.9545e-17j 0.00546081-2.88824e-17j 0.00341982+1.9619e-17j -0.00379823+4.80977e-17j 0.00497966+1.39752e-15j 0.00103157-6.07017e-17j -0.00509068+3.67755e-16j -0.000811056-7.41427e-17j -0.00667792-1.0554e-16j 0.0040475+1.26551e-16j 0.00432022+1.40141e-15j 0.00249165-1.8363e-15j 0.00256207+3.43282e-15j 0.00641392+8.3693e-17j 0.00401421+3.61335e-17j -0.00663882+7.24583e-17j 0.00553946-7.42877e-19j -0.00399804-4.61105e-18j 0.0062346+1.40923e-16j -0.00333701-2.37906e-17j 0.00191506-9.25109e-17j -0.00525959+3.90396e-17j 0.000599857+7.68907e-18j -0.00166954+3.67334e-17j 0.00231898+9.65222e-17j 0.00741489-9.0403e-18j 0.00607468-5.12788e-16j 0.00435797-3.62886e-17j 0.00269558-2.55133e-17j 0.00290674-4.24622e-17j -0.00417813+3.178e-17j -0.00035859-2.89625e-17j 0.00301749+3.82916e-18j 0.00761134-8.71934e-18j 0.00511159+1.62565e-16j 0.000360951+3.46182e-18j -2.94278e-05+1.83506e-18j 0.000675786-1.79083e-17j -0.00328356+5.86311e-18j -0.00218535+6.39453e-18j -0.00013219+1.14724e-17j -0.005285+5.48914e-17j -0.00270133+1.01397e-17j 0.000401995+2.00491e-17j 0.00762358-3.90665e-17j -0.0050392+3.0765e-17j -0.00519686+1.2971e-17j 0.00196768-3.52807e-17j 0.00853944+2.65215e-15j -0.00327726-1.19915e-14j 
