-0.00405637+6.72547e-16j -0.00854676+3.02918e-16j -0.00373353-2.00897e-17j 0.0113342+2.86279e-17j -0.000448338-5.1727e-20j 0.00779828-2.66329e-17j 0.00793434-1.34941e-18j 0.0053737+7.68879e-18j 0.00455262+1.07408e-17j -0.00231142+6.65005e-19j -0.0023624-7.23175e-18j 0.0070271+3.19415e-17j -0.00210915-7.32077e-18j 0.00545352-3.70331e-18j -0.0028545+3.64015e-17j 0.00144544-4.15671e-17j 0.00129208-1.0555e-17j -0.00835442+1.42927e-16j -1.56731e-05+3.2797e-17j 0.00397675+6.93102e-17j 0.010266-3.32314e-17j -0.00551117-1.05548e-16j 0.000500583+4.79042e-17j 0.0038894-8.54558e-17j 0.00510009+1.56773e-17j -0.000802376-4.69476e-17j 0.000829365+2.53029e-17j 0.000396265+4.57235e-18j 0.000987372+5.70444e-17j 0.00136157+6.87414e-18j 0.00641265+2.3363e-16j 0.00392712+9.3397e-18j -0.00519188+7.42671e-17j 0.00242805-6.57973e-17j 3.3662e-05-5.25617e-17j 0.00399077+8.84635e-17j -0.00418112-7.06334e-17j -0.00872295-1.22824e-16j -0.00399561+1.06937e-16j 0.00209407+6.83317e-17j -0.000523509+1.25719e-16j 0.00325336+3.74772e-19j -0.00125984+1.06225e-17j -0.00163605-1.31933e-16j 0.00556897-7.80298e-16j -0.00250479-6.49967e-17j -0.00545624-1.46599e-16j -0.00217117-9.29877e-18j 0.0131959-1.29432e-15j -0.00886718-6.34331e-17j -0.00106288-1.24735e-17j -0.00278786-1.06081e-17j 0.00439023+5.87199e-18j -0.00581892-6.77565e-16j -0.000960353-1.06822e-17j 0.00175027+1.24635e-15j -0.00354596-1.73395e-17j 0.0104023-3.21519e-17j -0.0052782+3.21743e-17j -0.00448822+2.53304e-17j 0.00402693+1.04557e-17j -0.00671145+1.40926e-17j 0.00544625-3.83742e-18j 0.00630848-1.61248e-17j -0.00456662-7.22947e-18j -0.00841397+4.12603e-18j 0.00881142-2.89344e-18j -1.3859e-05-2.55582e-18j 0.0114533+3.05705e-17j 0.00411241+2.11321e-17j -0.00858817+2.19015e-16j 0.00421881-5.05609e-16j 
-0.000194783+3.83347e-17j -0.00039189+2.85609e-17j -0.000199834+5.02972e-18j 0.000619633-1.69081e-17j -1.41701e-05+7.96048e-19j 0.00043331-1.41039e-17j 0.000470357-1.27491e-17j 0.000575119-6.36246e-18j 0.000469621-5.78753e-18j -6.71917e-06+4.29471e-18j -2.66757e-05+3.59078e-18j 0.000326056-1.01184e-17j -0.000145865+3.13206e-18j 0.000143465-1.04641e-17j -0.00041332+1.82622e-18j -0.000463044-4.63397e-18j -0.000315122-3.65125e-18j -3.83652e-05+1.685e-17j 0.000480494+2.86525e-18j -0.000489624-1.73678e-17j 0.000660827-1.9512e-17j -0.000625264-1.02272e-17j -8.41028e-05+4.02768e-18j 0.000515986-1.63817e-17j -0.000245852-6.51017e-18j -0.000268934-6.57133e-18j 0.000176291+5.00902e-18j -7.61544e-05+1.05332e-18j 0.000256603+5.84637e-18j 0.000385774+8.44309e-19j 0.00024846+2.19529e-18j 4.71533e-05-5.11379e-18j -0.000497321+1.09606e-17j -0.000342323-1.30458e-17j -0.000135892-1.0657e-16j 0.000717715+3.39792e-18j 0.000473699+1.96508e-17j -0.000356619+1.07505e-17j -0.000327388+8.40661e-18j -8.5571e-05+1.15807e-17j 0.000179576+2.34466e-17j 0.000121182-1.04653e-17j -0.000312236-4.8778e-19j 0.000700262+6.03899e-18j -5.33758e-05-2.28564e-17j -0.000248441+1.95386e-18j -5.61984e-05+4.59457e-18j -0.000476966-2.00345e-18j 0.000841965-1.0604e-16j 5.33945e-05+1.34611e-17j -0.000194206+9.42549e-19j 0.000161522+6.0208e-18j 0.00014233-7.96034e-18j -3.93092e-05+4.96513e-18j 8.36519e-05+5.99918e-18j 5.48035e-05+3.52029e-17j -0.000115266+5.92947e-18j 0.000546598-1.76234e-17j -8.35057e-05+1.1457e-17j -6.53431e-05+9.52773e-18j 0.000177058-6.04797e-18j -0.000332164+1.18332e-17j 0.000172887-9.74941e-18j 0.000386155-1.11037e-17j -0.000404655+5.9666e-18j -0.000440205+1.40108e-17j 0.000436418-1.4635e-17j -1.01278e-05-2.11086e-19j 0.000584616-1.73127e-17j 0.000206443-5.74218e-18j -0.00038464+2.44824e-17j 0.000196957-3.02126e-17j 
-4.30565e-17-4.23405e-18j -8.87042e-17-8.98754e-18j -4.18672e-17-3.82334e-18j 1.28513e-16+1.15603e-17j -3.95785e-18-4.9437e-19j 8.91809e-17+7.92879e-18j 9.39467e-17+7.96136e-18j 9.15562e-17+4.47175e-18j 7.56484e-17+3.85169e-18j -1.31836e-17-2.78668e-18j -1.56307e-17-2.77709e-18j 7.33508e-17+7.37572e-18j -2.72412e-17-2.04161e-18j 4.4997e-17+6.11711e-18j -6.03714e-17-1.98866e-18j -4.26194e-17+3.4186e-18j -2.7343e-17+2.70153e-18j -4.91838e-17-1.00217e-17j 5.22215e-17-1.74254e-18j -3.1876e-17+6.59212e-18j 1.27242e-16+1.01135e-17j -9.77554e-17-4.45905e-18j -6.45855e-18+9.10398e-19j 7.71228e-17+2.87889e-18j 7.12409e-19+7.08376e-18j -3.35984e-17-1.10835e-20j 2.36588e-17+3.76204e-19j -6.15528e-18+7.55032e-19j 3.32526e-17+2.80279e-19j 4.93299e-17+2.71992e-19j 6.15937e-17+6.90685e-18j 2.62895e-17+4.60641e-18j -8.21076e-17-4.5297e-18j -2.41843e-17+4.18048e-18j -1.46116e-17+5.28364e-19j 9.96288e-17+2.27856e-18j 2.90415e-17-6.78352e-18j -8.58138e-17-9.32831e-18j -5.71644e-17-3.68452e-18j 1.96618e-18+2.85341e-18j 1.67281e-17-1.28073e-18j 3.07184e-17+3.52155e-18j -4.07767e-17-4.12057e-19j 6.74158e-17-4.50126e-18j 2.41911e-17+6.96355e-18j -4.05389e-17-2.15479e-18j -3.55119e-17-6.43344e-18j -6.36185e-17-9.29407e-19j 1.62745e-16+1.30267e-17j -4.19574e-17-1.09744e-17j -2.6867e-17-5.95912e-19j 2.56415e-18-3.96951e-18j 3.91451e-17+4.82818e-18j -3.56272e-17-6.93505e-18j 3.93256e-18-1.46788e-18j 1.5395e-17+1.93182e-18j -3.16507e-17-3.89858e-18j 1.15542e-16+1.0689e-17j -3.75253e-17-6.11898e-18j -3.12924e-17-5.22349e-18j 4.09684e-17+4.26182e-18j -7.23152e-17-6.96996e-18j 4.81606e-17+6.00273e-18j 7.60217e-17+6.28627e-18j -6.86517e-17-4.10175e-18j -9.32484e-17-8.65276e-18j 9.49773e-17+9.14966e-18j -1.17716e-18+1.94744e-20j 1.25342e-16+1.18307e-17j 4.46277e-17+4.26037e-18j -8.81381e-17-9.0639e-18j 4.41683e-17+4.42378e-18j 
-0.00159791+2.60513e-16j -0.00325175+1.17366e-16j -0.00159844-8.54741e-18j 0.00493315+1.22112e-17j -0.000130893+4.33145e-20j 0.00343755-1.16249e-17j 0.00368072-4.68231e-19j 0.00408684+5.50531e-18j 0.0033529+3.22634e-18j -0.000262688-8.60278e-19j -0.00039155-5.89363e-18j 0.00269747+1.3257e-17j -0.00110786-1.46596e-18j 0.00141263-4.76705e-18j -0.00284079-4.87517e-18j -0.0027387+1.10299e-18j -0.00183433+3.06917e-18j -0.00103694+1.90689e-17j 0.00298379+3.67391e-18j -0.00266188-3.59741e-17j 0.00508698-2.42126e-17j -0.00441153-1.17804e-16j -0.000474677+3.86218e-17j 0.00357757-8.14273e-17j -0.00103996+3.12275e-17j -0.00174757-4.54247e-17j 0.00117457+3.72663e-17j -0.000435265+1.44611e-17j 0.00168864+4.45525e-17j 0.00252694+8.59726e-18j 0.00215664+1.04395e-16j 0.000668345+1.47551e-17j -0.0035861+3.03228e-17j -0.00189474-4.59277e-17j -0.00084107-6.61907e-16j 0.00484059+5.214e-17j 0.0025434+4.81356e-17j -0.00304946-3.73603e-17j -0.00241597+2.59504e-17j -0.000331481+1.06749e-16j 0.00106566+1.45002e-16j 0.00106388-3.0098e-17j -0.00206033-6.09727e-18j 0.00419431-1.96836e-17j 0.000200702-1.47607e-16j -0.00178298-1.54204e-17j -0.000870706-4.92009e-17j -0.0031709-2.25434e-17j 0.00649244-6.53492e-16j -0.000515853-3.11495e-17j -0.00130819-1.2398e-18j 0.000737042-2.93161e-18j 0.00130394-1.06487e-18j -0.000800441-1.02622e-16j 0.000427927+2.17097e-17j 0.000507795+3.56987e-16j -0.00105509-3.43981e-18j 0.00439031-6.67433e-18j -0.00102335+1.36388e-17j -0.000834991+9.86936e-18j 0.00148497+5.64407e-18j -0.00270524+5.81718e-18j 0.00159473-1.47249e-18j 0.00300217-8.25226e-18j -0.00295061-4.25546e-18j -0.00353924+1.72301e-18j 0.0035537-5.60607e-19j -6.42484e-05-1.36284e-18j 0.00472697+1.25613e-17j 0.00167572+8.55002e-18j -0.00321067+8.32501e-17j 0.00162695-1.92214e-16j 
1.93003e-17-8.0237e-19j 4.19781e-17-1.70318e-18j 1.63074e-17-7.24539e-19j -4.85859e-17+2.19072e-18j 2.65476e-18-9.36852e-20j -3.29336e-17+1.50254e-18j -3.14183e-17+1.50871e-18j -3.09428e-18+8.47415e-19j -3.87051e-18+7.29911e-19j 1.83884e-17-5.28087e-19j 1.739e-17-5.26271e-19j -3.42416e-17+1.39773e-18j 6.87525e-18-3.86894e-19j -3.43404e-17+1.15922e-18j -5.99819e-18-3.76859e-19j -4.46164e-17+6.47839e-19j -3.28805e-17+5.11952e-19j 6.54653e-17-1.89915e-18j 3.41843e-17-3.30219e-19j -6.71597e-17+1.24923e-18j -3.69476e-17+1.91655e-18j 6.62066e-19-8.45008e-19j -1.00465e-17+1.72524e-19j 4.82858e-18+5.45561e-19j -5.90498e-17+1.3424e-18j -1.25129e-17-2.10037e-21j 5.72627e-18+7.12922e-20j -8.63176e-18+1.43082e-19j 1.0129e-17+5.3114e-20j 1.62304e-17+5.15437e-20j -3.47265e-17+1.30888e-18j -2.87091e-17+8.72934e-19j 7.12452e-18-8.58396e-19j -4.40796e-17+7.92219e-19j -9.90643e-18+1.00127e-19j 1.82994e-17+4.31797e-19j 6.76989e-17-1.2855e-18j 4.5916e-17-1.76775e-18j 9.40565e-18-6.98232e-19j -2.31558e-17+5.40734e-19j 1.70006e-17-2.42703e-19j -1.79632e-17+6.67349e-19j -1.18484e-17-7.80864e-20j 6.29856e-17-8.53008e-19j -4.92343e-17+1.31962e-18j 2.83389e-18-4.08342e-19j 4.05479e-17-1.21916e-18j -1.60862e-17-1.76126e-19j -4.80218e-17+2.46862e-18j 7.6154e-17-2.07969e-18j -5.09015e-18-1.12928e-19j 3.42014e-17-7.52238e-19j -2.57428e-17+9.14959e-19j 4.4705e-17-1.31422e-18j 1.3767e-17-2.78169e-19j -1.04004e-17+3.66088e-19j 2.07705e-17-7.38798e-19j -4.61566e-17+2.02561e-18j 3.71593e-17-1.15957e-18j 3.19992e-17-9.89872e-19j -2.03163e-17+8.07633e-19j 3.12324e-17-1.32084e-18j -3.21957e-17+1.13754e-18j -2.41168e-17+1.19127e-18j 8.58947e-18-7.77298e-19j 3.74698e-17-1.63973e-18j -4.0982e-17+1.7339e-18j -6.04728e-19+3.69047e-21j -5.20395e-17+2.24196e-18j -1.89312e-17+8.07357e-19j 4.28299e-17-1.71765e-18j -2.04719e-17+8.38324e-19j 
-0.000502745+7.3145e-17j -0.000935843+2.38355e-17j -0.000599756-8.10579e-18j 0.00190725+1.9475e-17j -6.51062e-06-5.76321e-19j 0.0013588+5.71923e-18j 0.00157909+1.01791e-17j 0.00277983+9.38343e-18j 0.0022376+5.2258e-18j 0.000408659-4.71946e-18j 0.000285621-7.74877e-18j 0.000795085+1.42048e-17j -0.000558638-2.02173e-18j -0.000113455+3.8887e-18j -0.00219541-1.86733e-17j -0.00337045+1.8015e-17j -0.00235425+9.93425e-18j 0.0013832-3.51762e-17j 0.0032063-8.1055e-18j -0.00404424-5.07957e-17j 0.00239144-2.99558e-18j -0.00308715-1.00629e-16j -0.000658877+2.83055e-17j 0.00267681-5.81256e-17j -0.00263951+3.79691e-17j -0.00163544-3.47298e-17j 0.00101254+3.29135e-17j -0.000585423+1.51257e-17j 0.00151694+3.11252e-17j 0.00230466+7.52243e-18j 0.000398335+5.11374e-17j -0.000456072+1.89892e-17j -0.00229686+4.50156e-18j -0.00275843-2.42269e-17j -0.000912528-6.93844e-16j 0.00400175+3.24601e-17j 0.00397817+6.39932e-17j -0.000666143-1.54379e-17j -0.00139868-8.8588e-18j -0.000981274+9.78127e-17j 0.00129985+1.16376e-16j 0.000169621-2.78607e-17j -0.00183437-1.02478e-17j 0.00498927+1.24825e-17j -0.00144835+8.37173e-17j -0.00116485+8.93941e-20j 0.000695755-1.73029e-17j -0.00275376-2.26111e-17j 0.0030242-2.97709e-16j 0.00209551-2.86416e-17j -0.00108616+1.62675e-18j 0.00162371-5.10128e-18j 8.75719e-05+3.33652e-18j 0.000879497+8.33524e-17j 0.000746068+2.45908e-17j 2.19823e-05+1.32015e-17j -7.2777e-05-3.54406e-18j 0.00160319+1.62436e-17j 0.000478781-2.87728e-18j 0.000444886-3.72119e-18j 0.000390357+8.4347e-18j -0.000897726-6.96672e-18j 8.41117e-05+7.31618e-18j 0.00133671+4.07833e-18j -0.00180176-7.70187e-18j -0.00128399-1.05549e-17j 0.00118077+1.20754e-17j -6.47985e-05-6.73655e-19j 0.00165046+1.96194e-17j 0.000569488+8.3614e-18j -0.000879389+1.21963e-17j 0.000485375-4.94873e-17j 
-1.94401e-17+3.90248e-18j -3.67864e-17+8.28372e-18j -2.25261e-17+3.52393e-18j 7.13101e-17-1.0655e-17j -4.89909e-19+4.55656e-19j 5.06377e-17-7.30789e-18j 5.81679e-17-7.3379e-18j 9.72282e-17-4.12156e-18j 7.83997e-17-3.55006e-18j 1.24273e-17+2.56845e-18j 8.23628e-18+2.55962e-18j 3.11125e-17-6.79812e-18j -2.01584e-17+1.88173e-18j -5.54901e-19-5.63808e-18j -7.59513e-17+1.83292e-18j -1.13096e-16-3.15089e-18j -7.8827e-17-2.48998e-18j 4.17436e-17+9.2369e-18j 1.08406e-16+1.60608e-18j -1.34356e-16-6.07589e-18j 8.70392e-17-9.32151e-18j -1.07702e-16+4.10986e-18j -2.19775e-17-8.39104e-19j 9.28515e-17-2.65344e-18j -8.61813e-17-6.52903e-18j -5.57823e-17+1.02155e-20j 3.47363e-17-3.46743e-19j -1.95566e-17-6.95905e-19j 5.18867e-17-2.5833e-19j 7.87469e-17-2.50693e-19j 1.73275e-17-6.36597e-18j -1.30583e-17-4.24568e-18j -8.07879e-17+4.17498e-18j -9.18104e-17-3.85311e-18j -3.08352e-17-4.86987e-19j 1.37713e-16-2.10013e-18j 1.31999e-16+6.2523e-18j -2.7773e-17+8.5978e-18j -4.96979e-17+3.39598e-18j -3.192e-17-2.62996e-18j 4.36369e-17+1.18043e-18j 7.69296e-18-3.24578e-18j -6.2784e-17+3.79788e-19j 1.67718e-16+4.14877e-18j -4.56224e-17-6.41823e-18j -4.08943e-17+1.98605e-18j 2.02426e-17+5.92963e-18j -9.44197e-17+8.56624e-19j 1.10198e-16-1.20066e-17j 6.55205e-17+1.0115e-17j -3.7366e-17+5.49246e-19j 5.32252e-17+3.65865e-18j 5.60268e-18-4.45008e-18j 2.62373e-17+6.39196e-18j 2.46491e-17+1.35293e-18j 1.79642e-18-1.78054e-18j -4.59442e-18+3.59328e-18j 6.04679e-17-9.85197e-18j 1.30132e-17+5.6398e-18j 1.23424e-17+4.81443e-18j 1.56222e-17-3.92808e-18j -3.43932e-17+6.42414e-18j 6.12108e-18-5.53265e-18j 4.89943e-17-5.79399e-18j -6.36709e-17+3.78054e-18j -4.84783e-17+7.97516e-18j 4.52274e-17-8.43315e-18j -2.19938e-18-1.79493e-20j 6.26986e-17-1.09042e-17j 2.17306e-17-3.92674e-18j -3.49024e-17+8.35411e-18j 1.89505e-17-4.07735e-18j 
-0.000636546+1.01309e-16j -0.00132205+3.97917e-17j -0.000607138-6.41335e-18j 0.00185656+1.41883e-17j -6.27462e-05-4.0551e-19j 0.00128459+2.17544e-18j 0.0013375+6.36914e-18j 0.00117115+5.30918e-18j 0.000973977+4.69699e-18j -0.000254895-2.38221e-18j -0.000281-3.93349e-18j 0.00109096+1.12117e-17j -0.000377082-2.59772e-18j 0.000733354+3.91658e-18j -0.000733602+8.73089e-19j -0.000323762-7.92746e-19j -0.000187253+1.77603e-18j -0.000935855+7.9611e-18j 0.000495178+2.16977e-18j -7.97123e-05+5.78523e-18j 0.00178457+1.28055e-18j -0.00123775-3.29299e-17j -3.32695e-05+1.1556e-17j 0.000950779-1.89839e-17j 0.000292864+1.24758e-17j -0.000364165-1.18587e-17j 0.000271262+8.82465e-18j -3.62406e-05+3.44771e-18j 0.000371258+1.28581e-17j 0.000544969+2.2834e-18j 0.000944812+4.442e-17j 0.000470024+7.11065e-18j -0.00107119+8.09369e-18j -9.3524e-05-1.02053e-17j -0.000136909-1.14531e-16j 0.00117025+1.86406e-17j 4.1322e-05-4.03996e-18j -0.00130448-2.51379e-17j -0.00076715+1.10482e-17j 0.000136147+2.63647e-17j 0.000129535+3.45625e-17j 0.0004743-2.06888e-18j -0.000458015-3.84379e-19j 0.000548613-1.90445e-17j 0.000542193-9.01094e-17j -0.000525593-1.0283e-17j -0.000643407-2.68917e-17j -0.000726113-5.36862e-18j 0.00228617-2.16265e-16j -0.000895975-2.00367e-17j -0.000314836-1.83774e-18j -0.000132032-4.73305e-18j 0.00061812+4.34384e-18j -0.000664847-8.47066e-17j -1.65166e-05+1.42594e-18j 0.000244422+1.74878e-16j -0.000499569-5.37409e-18j 0.00168108+4.77315e-18j -0.000652545+1.59604e-19j -0.000549023-3.53994e-19j 0.000615059+5.41182e-18j -0.00106342-3.49645e-18j 0.000762997+4.35826e-18j 0.00107602+2.34127e-18j -0.000908301-4.75385e-18j -0.00135777-6.47722e-18j 0.00139649+7.19337e-18j -1.19594e-05-4.44258e-19j 0.00183313+1.46472e-17j 0.000654615+6.86968e-18j -0.001319+2.63851e-17j 0.00065622-7.45338e-17j 
-1.00539e-16-2.24877e-18j -2.08358e-16-4.77342e-18j -9.63954e-17-2.03064e-18j 2.95073e-16+6.13985e-18j -9.73079e-18-2.62568e-19j 2.0433e-16+4.2111e-18j 2.1343e-16+4.2284e-18j 1.92714e-16+2.37501e-18j 1.59959e-16+2.04569e-18j -3.77145e-17-1.48005e-18j -4.22649e-17-1.47496e-18j 1.72033e-16+3.91736e-18j -6.06459e-17-1.08433e-18j 1.12939e-16+3.24889e-18j -1.2261e-16-1.05621e-18j -6.41302e-17+1.81567e-18j -3.87798e-17+1.43483e-18j -1.38959e-16-5.32268e-18j 8.99547e-17-9.2549e-19j -2.9199e-17+3.50118e-18j 2.85958e-16+5.37144e-18j -2.04295e-16-2.36827e-18j -7.89377e-18+4.83526e-19j 1.58204e-16+1.52902e-18j 3.42798e-17+3.76229e-18j -6.31405e-17-5.88661e-21j 4.61745e-17+1.99808e-19j -8.04682e-18+4.01009e-19j 6.37431e-17+1.4886e-19j 9.38935e-17+1.44459e-19j 1.47776e-16+3.66833e-18j 7.07862e-17+2.44654e-18j -1.75241e-16-2.40579e-18j -2.59709e-17+2.22032e-18j -2.49797e-17+2.80622e-19j 1.97673e-16+1.21018e-18j 2.29864e-17-3.60283e-18j -2.04516e-16-4.95441e-18j -1.24474e-16-1.95691e-18j 1.69614e-17+1.51549e-18j 2.54551e-17-6.80215e-19j 7.40576e-17+1.87035e-18j -7.84841e-17-2.1885e-19j 1.05657e-16-2.39069e-18j 7.78075e-17+3.69845e-18j -8.61419e-17-1.14444e-18j -9.65997e-17-3.4169e-18j -1.23781e-16-4.93622e-19j 3.66171e-16+6.9187e-18j -1.2982e-16-5.82866e-18j -5.32203e-17-3.16498e-19j -1.36449e-17-2.10827e-18j 9.5957e-17+2.56432e-18j -9.91489e-17-3.68331e-18j 5.58143e-19-7.79613e-19j 3.78914e-17+1.02602e-18j -7.75614e-17-2.0706e-18j 2.66665e-16+5.67711e-18j -9.89181e-17-3.24988e-18j -8.30499e-17-2.77427e-18j 9.67468e-17+2.26352e-18j -1.68202e-16-3.70185e-18j 1.18348e-16+3.18814e-18j 1.71982e-16+3.33874e-18j -1.47984e-16-2.1785e-18j -2.15334e-16-4.59562e-18j 2.20892e-16+4.85953e-18j -2.11984e-18+1.03431e-20j 2.90376e-16+6.28345e-18j 1.03611e-16+2.26275e-18j -2.07651e-16-4.81398e-18j 1.03509e-16+2.34954e-18j 
-0.00371062+6.13261e-16j -0.00769332+2.80998e-16j -0.00355401-1.65001e-17j 0.0108768+1.94454e-17j -0.000360465+3.53573e-19j 0.00753069-3.09141e-17j 0.00786107-6.50749e-18j 0.00705543+6.72289e-18j 0.00585847+6.14957e-18j -0.00141073+1.25917e-18j -0.00157552-8.05922e-18j 0.00635136+2.50025e-17j -0.00223025-3.78683e-18j 0.00418963-1.10854e-17j -0.00447543+1.37626e-17j -0.00227094-2.13344e-17j -0.0013633-3.61813e-18j -0.00519399+9.70267e-17j 0.00323328+2.11283e-17j -0.000955024-9.75074e-18j 0.0105237-4.92651e-17j -0.00747503-1.76355e-16j -0.000271853+6.46633e-17j 0.00577959-1.31984e-16j 0.00135361+3.67987e-17j -0.00228884-7.21901e-17j 0.00167959+5.25451e-17j -0.000279836+1.7427e-17j 0.0023149+7.59782e-17j 0.00340764+1.25026e-17j 0.00546475+2.22509e-16j 0.00263802+1.74833e-17j -0.00642302+7.21352e-17j -0.000875826-8.47267e-17j -0.00089716-7.44893e-16j 0.0072008+9.81764e-17j 0.000726832+2.24444e-17j -0.00755937-9.41226e-17j -0.0045696+8.27255e-17j 0.00065954+1.47304e-16j 0.000902595+2.19568e-16j 0.00273959-3.4872e-17j -0.00285129-1.1742e-18j 0.00375917-8.25969e-17j 0.00292948-5.4492e-16j -0.00315618-4.69498e-17j -0.00360234-1.20502e-16j -0.00450127-2.839e-17j 0.0134769-1.34874e-15j -0.00487766-5.73552e-17j -0.00193843-7.02004e-18j -0.000556826-5.6858e-18j 0.00355387-1.53721e-18j -0.0037026-4.36712e-16j -2.78387e-06+1.93644e-17j 0.00140374+9.9329e-16j -0.00287251-9.56283e-18j 0.00983344-3.0076e-17j -0.00368144+3.45851e-17j -0.00309222+2.65579e-17j 0.00357362+8.36163e-18j -0.00620611+1.78567e-17j 0.00438388-7.49549e-18j 0.00633242-2.10324e-17j -0.00542833-5.38996e-18j -0.00794092+9.68622e-18j 0.00815015-8.15692e-18j -7.65328e-05-2.73776e-18j 0.0107108+2.05901e-17j 0.00382242+1.67172e-17j -0.00766886+2.03142e-16j 0.00382125-4.57924e-16j 
-6.55694e-18-2.48467e-18j -1.46507e-17-5.27417e-18j -5.10789e-18-2.24365e-18j 1.4921e-17+6.78394e-18j -1.05666e-18-2.90112e-19j 9.95108e-18+4.65286e-18j 8.79455e-18+4.67197e-18j -5.61712e-18+2.62416e-18j -3.9639e-18+2.26029e-18j -8.44003e-18-1.63531e-18j -7.73265e-18-1.62968e-18j 1.18722e-17+4.3283e-18j -1.39809e-18-1.19808e-18j 1.41567e-17+3.58971e-18j 7.84745e-18-1.167e-18j 2.63554e-17+2.00614e-18j 1.91026e-17+1.58534e-18j -2.98706e-17-5.88104e-18j -2.17344e-17-1.02258e-18j 3.71293e-17+3.86846e-18j 9.02199e-18+5.93492e-18j 7.35916e-18-2.61671e-18j 5.68737e-18+5.34249e-19j -8.56411e-18+1.68942e-18j 3.03819e-17+4.15697e-18j 9.09655e-18-6.50413e-21j -4.81535e-18+2.20768e-19j 4.93422e-18+4.43076e-19j -7.84051e-18+1.64476e-19j -1.2252e-17+1.59614e-19j 1.30484e-17+4.05315e-18j 1.27276e-17+2.70318e-18j 2.79539e-18-2.65817e-18j 2.46265e-17+2.45324e-18j 6.2574e-18+3.1006e-19j -1.72807e-17+1.33713e-18j -3.7184e-17-3.98078e-18j -1.69082e-17-5.47414e-18j -3.45291e-19-2.16219e-18j 1.17811e-17+1.67447e-18j -1.00809e-17-7.51571e-19j 6.83959e-18+2.06656e-18j 9.31952e-18-2.41807e-19j -3.77773e-17-2.64148e-18j 2.34729e-17+4.08643e-18j 1.73258e-18-1.2645e-18j -1.81036e-17-3.77534e-18j 1.33033e-17-5.45404e-19j 1.19337e-17+7.64449e-18j -3.59495e-17-6.4401e-18j 4.74016e-18-3.497e-19j -1.78315e-17-2.32943e-18j 1.01859e-17+2.83332e-18j -2.02373e-17-4.0697e-18j -7.40615e-18-8.61397e-19j 4.14835e-18+1.13365e-18j -8.21326e-18-2.28781e-18j 1.46906e-17+6.27265e-18j -1.61983e-17-3.5908e-18j -1.40295e-17-3.0653e-18j 7.24514e-18+2.50097e-18j -1.04027e-17-4.09019e-18j 1.2802e-17+3.52259e-18j 6.44293e-18+3.68898e-18j 9.80306e-19-2.40703e-18j -1.19689e-17-5.07771e-18j 1.36431e-17+5.3693e-18j 4.04443e-19+1.14282e-20j 1.69509e-17+6.9426e-18j 6.24289e-18+2.50011e-18j -1.51344e-17-5.31898e-18j 7.07327e-18+2.59601e-18j 
1.25506e-16+5.65174e-18j 2.60739e-16+1.19968e-17j 1.19627e-16+5.10352e-18j -3.65758e-16-1.5431e-17j 1.24005e-17+6.59901e-19j -2.53049e-16-1.05836e-17j -2.6336e-16-1.06271e-17j -2.29665e-16-5.96903e-18j -1.91049e-16-5.14135e-18j 5.06675e-17+3.71974e-18j 5.57457e-17+3.70695e-18j -2.15148e-16-9.84534e-18j 7.4173e-17+2.7252e-18j -1.4506e-16-8.16531e-18j 1.43555e-16+2.65452e-18j 6.17398e-17-4.56326e-18j 3.54358e-17-3.60609e-18j 1.85948e-16+1.33773e-17j -9.57391e-17+2.326e-18j 1.30381e-17-8.79937e-18j -3.51199e-16-1.34998e-17j 2.42624e-16+5.95207e-18j 6.13406e-18-1.21523e-18j -1.86167e-16-3.84283e-18j -5.96749e-17-9.45563e-18j 7.08948e-17+1.47946e-20j -5.29471e-17-5.02169e-19j 6.77087e-18-1.00784e-18j -7.23768e-17-3.74125e-19j -1.06189e-16-3.63064e-19j -1.86521e-16-9.21947e-18j -9.32302e-17-6.14878e-18j 2.10229e-16+6.04638e-18j 1.66338e-17-5.58024e-18j 2.64529e-17-7.05276e-19j -2.28665e-16-3.0415e-18j -5.49284e-18+9.05485e-18j 2.57447e-16+1.24517e-17j 1.50724e-16+4.91821e-18j -2.75763e-17-3.80882e-18j -2.47344e-17+1.70956e-18j -9.36545e-17-4.70068e-18j 8.93149e-17+5.50026e-19j -1.05104e-16+6.00843e-18j -1.08166e-16-9.29517e-18j 1.03126e-16+2.87629e-18j 1.27669e-16+8.58755e-18j 1.41699e-16+1.2406e-18j -4.4994e-16-1.73885e-17j 1.78543e-16+1.46489e-17j 6.1512e-17+7.95442e-19j 2.7195e-17+5.29862e-18j -1.22143e-16-6.4448e-18j 1.32031e-16+9.25712e-18j 3.76726e-18+1.95937e-18j -4.83073e-17-2.57866e-18j 9.87153e-17+5.20395e-18j -3.31269e-16-1.4268e-17j 1.2933e-16+8.1678e-18j 1.08841e-16+6.97247e-18j -1.21334e-16-5.68882e-18j 2.09633e-16+9.30371e-18j -1.50787e-16-8.01263e-18j -2.11829e-16-8.39111e-18j 1.78358e-16+5.47514e-18j 2.67566e-16+1.155e-17j -2.7529e-16-1.22132e-17j 2.32078e-18-2.5995e-20j -3.61297e-16-1.5792e-17j -1.29034e-16-5.68687e-18j 2.60173e-16+1.20988e-17j -1.29407e-16-5.905e-18j 
