-0.00405637+6.72547e-16j -0.00854676+3.02918e-16j -0.00373353-2.00897e-17j 0.0113342+2.86279e-17j -0.000448338-5.1727e-20j 0.00779828-2.66329e-17j 0.00793434-1.34941e-18j 0.0053737+7.68879e-18j 0.00455262+1.07408e-17j -0.00231142+6.65005e-19j -0.0023624-7.23175e-18j 0.0070271+3.19415e-17j -0.00210915-7.32077e-18j 0.00545352-3.70331e-18j -0.0028545+3.64015e-17j 0.00144544-4.15671e-17j 0.00129208-1.0555e-17j -0.00835442+1.42927e-16j -1.56731e-05+3.2797e-17j 0.00397675+6.93102e-17j 0.010266-3.32314e-17j -0.00551117-1.05548e-16j 0.000500583+4.79042e-17j 0.0038894-8.54558e-17j 0.00510009+1.56773e-17j -0.000802376-4.69476e-17j 0.000829365+2.53029e-17j 0.000396265+4.57235e-18j 0.000987372+5.70444e-17j 0.00136157+6.87414e-18j 0.00641265+2.3363e-16j 0.00392712+9.3397e-18j -0.00519188+7.42671e-17j 0.00242805-6.57973e-17j 3.3662e-05-5.25617e-17j 0.00399077+8.84635e-17j -0.00418112-7.06334e-17j -0.00872295-1.22824e-16j -0.00399561+1.06937e-16j 0.00209407+6.83317e-17j -0.000523509+1.25719e-16j 0.00325336+3.74772e-19j -0.00125984+1.06225e-17j -0.00163605-1.31933e-16j 0.00556897-7.80298e-16j -0.00250479-6.49967e-17j -0.00545624-1.46599e-16j -0.00217117-9.29877e-18j 0.0131959-1.29432e-15j -0.00886718-6.34331e-17j -0.00106288-1.24735e-17j -0.00278786-1.06081e-17j 0.00439023+5.87199e-18j -0.00581892-6.77565e-16j -0.000960353-1.06822e-17j 0.00175027+1.24635e-15j -0.00354596-1.73395e-17j 0.0104023-3.21519e-17j -0.0052782+3.21743e-17j -0.00448822+2.53304e-17j 0.00402693+1.04557e-17j -0.00671145+1.40926e-17j 0.00544625-3.83742e-18j 0.00630848-1.61248e-17j -0.00456662-7.22947e-18j -0.00841397+4.12603e-18j 0.00881142-2.89344e-18j -1.3859e-05-2.55582e-18j 0.0114533+3.05705e-17j 0.00411241+2.11321e-17j -0.00858817+2.19015e-16j 0.00421881-5.05609e-16j 
2.77133e-17-5.57727e-17j 6.08408e-17-1.18388e-16j 2.2789e-17-5.03627e-17j -6.74659e-17+1.52277e-16j 4.03635e-18-6.51205e-18j -4.5495e-17+1.04441e-16j -4.23886e-17+1.0487e-16j 5.22556e-18+5.89038e-17j 2.0963e-18+5.07361e-17j 2.95834e-17-3.67073e-17j 2.7616e-17-3.65811e-17j -4.95143e-17+9.71561e-17j 8.51261e-18-2.6893e-17j -5.29198e-17+8.05772e-17j -1.70364e-17-2.61954e-17j -8.03006e-17+4.50313e-17j -5.87138e-17+3.55857e-17j 1.05064e-16-1.3201e-16j 6.37596e-17-2.29535e-17j -1.17187e-16+8.68342e-17j -4.79343e-17+1.33219e-16j -1.00457e-17-5.87365e-17j -1.77233e-17+1.19921e-17j 1.69722e-17+3.79219e-17j -9.97538e-17+9.33103e-17j -2.49929e-17-1.45996e-19j 1.23836e-17+4.95552e-18j -1.52967e-17+9.9456e-18j 2.09229e-17+3.69195e-18j 3.30748e-17+3.5828e-18j -5.1677e-17+9.09799e-17j -4.55357e-17+6.06776e-17j 2.6675e-18-5.96671e-17j -7.72873e-17+5.50671e-17j -1.84176e-17+6.95983e-18j 4.23178e-17+3.00142e-17j 1.17775e-16-8.93554e-17j 6.78287e-17-1.22876e-16j 9.37309e-18-4.85341e-17j -3.89249e-17+3.75864e-17j 3.06533e-17-1.68703e-17j -2.68617e-17+4.63874e-17j -2.46894e-17-5.42778e-18j 1.14189e-16-5.92926e-17j -8.04772e-17+9.17269e-17j 1.61104e-19-2.83839e-17j 6.44981e-17-8.4744e-17j -3.44631e-17-1.22425e-17j -6.26025e-17+1.71594e-16j 1.23961e-16-1.44559e-16j -1.16745e-17-7.84961e-18j 5.81169e-17-5.2288e-17j -3.90523e-17+6.35988e-17j 7.15133e-17-9.13514e-17j 2.37249e-17-1.93355e-17j -1.58256e-17+2.54468e-17j 3.15017e-17-5.13538e-17j -6.48403e-17+1.408e-16j 5.85391e-17-8.06017e-17j 5.05269e-17-6.8806e-17j -2.96695e-17+5.61386e-17j 4.45451e-17-9.18112e-17j -4.89324e-17+7.90705e-17j -3.20914e-17+8.28054e-17j 6.68116e-18-5.403e-17j 5.26997e-17-1.13978e-16j -5.84403e-17+1.20523e-16j -1.15686e-18+2.56525e-19j -7.3667e-17+1.55839e-16j -2.69097e-17+5.61194e-17j 6.23456e-17-1.19394e-16j -2.95671e-17+5.82719e-17j 
0.00171992-3.61409e-16j 0.00371375-2.84484e-16j 0.00148326-5.77072e-17j -0.00443986+1.87334e-16j 0.000225819-8.42744e-18j -0.00302086+1.46717e-16j -0.00293042+1.37492e-16j -0.000739251+7.55525e-17j -0.000711841+6.08785e-17j 0.00148623-4.9067e-17j 0.00142286-4.70561e-17j -0.00303476+1.13786e-16j 0.000677854-3.08872e-17j -0.00288711+1.0415e-16j -0.000130699-6.46361e-17j -0.0031976+9.00524e-17j -0.00237876+5.65664e-17j 0.00530351-2.61986e-16j 0.0023428-5.10875e-17j -0.00498997+3.45023e-17j -0.00353793+1.7927e-16j 0.000586159-9.1464e-17j -0.000737204+1.07719e-17j -5.09633e-05+4.84075e-17j -0.00454476+1.34709e-16j -0.000778261-1.32646e-18j 0.000310803+1.70686e-17j -0.00063007+2.09333e-17j 0.000596836-2.11578e-18j 0.000977997+6.36293e-18j -0.00300768+2.93399e-17j -0.00235164+8.38866e-17j 0.000997437-1.0853e-16j -0.00325725+8.41354e-17j -0.000681789-4.69622e-16j 0.000861701+1.51745e-17j 0.00504696-2.73223e-17j 0.00400075-9.968e-17j 0.00103628-1.21323e-16j -0.00179142+8.24576e-17j 0.00121573-7.23449e-19j -0.00154954+3.67512e-17j -0.000687865-1.96215e-17j 0.00447439+3.7834e-18j -0.00391852+5.75402e-16j 0.000439888-1.52922e-18j 0.00331253-4.17649e-17j -0.00088868-2.67874e-17j -0.00458391+6.60535e-16j 0.00608589-1.66588e-16j -0.00024432-2.0855e-18j 0.00261601-6.27708e-17j -0.00219393+7.78762e-17j 0.00363283+2.96429e-16j 0.00103713-4.55893e-19j -0.000884076-5.99932e-16j 0.00177053-5.70226e-17j -0.00418203+2.02078e-16j 0.00306297-1.18085e-16j 0.00263204-1.00627e-16j -0.00178662+7.00271e-17j 0.00279769-1.25594e-16j -0.00273951+1.04856e-16j -0.0022708+1.13425e-16j 0.00103641-6.85511e-17j 0.00339196-1.5043e-16j -0.00367151+1.58979e-16j -4.00575e-05+1.1403e-18j -0.00468807+1.90834e-16j -0.00170014+6.44597e-17j 0.00377616-2.51053e-16j -0.0018161+2.95871e-16j 
2.15837e-16-9.24288e-17j 4.54705e-16-1.96197e-16j 1.98729e-16-8.34631e-17j -6.03342e-16+2.5236e-16j 2.38308e-17-1.0792e-17j -4.15141e-16+1.73085e-16j -4.22484e-16+1.73796e-16j -2.87006e-16+9.76177e-17j -2.43093e-16+8.40819e-17j 1.22636e-16-6.08328e-17j 1.25408e-16-6.06236e-17j -3.7387e-16+1.61011e-16j 1.12378e-16-4.45681e-17j -2.89777e-16+1.33536e-16j 1.52823e-16-4.34121e-17j -7.51063e-17+7.46277e-17j -6.74726e-17+5.89741e-17j 4.43304e-16-2.18772e-16j -7.97127e-19-3.80394e-17j -2.09294e-16+1.43905e-16j -5.46814e-16+2.20777e-16j 2.94468e-16-9.73404e-17j -2.62692e-17+1.98739e-17j -2.08069e-16+6.28457e-17j -2.69709e-16+1.54638e-16j 4.34749e-17-2.41951e-19j -4.45926e-17+8.21248e-18j -2.07624e-17+1.64822e-17j -5.32465e-17+6.11845e-18j -7.35342e-17+5.93756e-18j -3.41012e-16+1.50776e-16j -2.08481e-16+1.00557e-16j 2.77097e-16-9.88827e-17j -1.2764e-16+9.12594e-17j -1.32508e-18+1.15341e-17j -2.14129e-16+4.97408e-17j 2.20189e-16-1.48083e-16j 4.63932e-16-2.03636e-16j 2.13063e-16-8.04326e-17j -1.10794e-16+6.22896e-17j 2.71618e-17-2.79581e-17j -1.72991e-16+7.6875e-17j 6.78885e-17-8.99514e-18j 8.44133e-17-9.8262e-17j -2.95235e-16+1.52013e-16j 1.33713e-16-4.70389e-17j 2.89626e-16-1.40441e-16j 1.1679e-16-2.02888e-17j -7.02853e-16+2.84372e-16j 4.70194e-16-2.39569e-16j 5.70405e-17-1.30087e-17j 1.47339e-16-8.66538e-17j -2.33369e-16+1.05398e-16j 3.08808e-16-1.51391e-16j 5.066e-17-3.20436e-17j -9.30316e-17+4.21714e-17j 1.88492e-16-8.51056e-17j -5.5366e-16+2.3334e-16j 2.80274e-16-1.33576e-16j 2.38307e-16-1.14028e-16j -2.14215e-16+9.30351e-17j 3.57146e-16-1.52153e-16j -2.89491e-16+1.31039e-16j -3.35953e-16+1.37228e-16j 2.43616e-16-8.95406e-17j 4.47825e-16-1.88889e-16j -4.68896e-16+1.99736e-16j 7.69499e-19+4.25123e-19j -6.09539e-16+2.58262e-16j -2.18849e-16+9.30033e-17j 4.56878e-16-1.97864e-16j -2.24461e-16+9.65705e-17j 
0.00393777-7.02394e-16j 0.00830907-3.98371e-16j 0.00361081-2.48503e-17j -0.0109531+1.0621e-16j 0.000440081-5.66926e-18j -0.00753146+1.17572e-16j -0.00764342+9.35322e-17j -0.00500749+4.45946e-17j -0.00425398+3.40803e-17j 0.00231259-3.30424e-17j 0.00235054-2.54696e-17j -0.00682914+5.44961e-17j 0.00201808-1.63905e-17j -0.00537214+7.40977e-17j 0.00258887-6.04109e-17j -0.00175429+8.1804e-17j -0.00150302+4.23049e-17j 0.00834938-2.5878e-16j 0.000332562-5.3003e-17j -0.00430927+2.35607e-18j -0.00985509+1.48223e-16j 0.00511222+4.27231e-17j -0.000557257-3.38622e-17j -0.00355858+1.11233e-16j -0.00527458+6.94904e-17j 0.00062698+4.25881e-17j -0.000715126-1.73081e-17j -0.000447444+5.65048e-18j -0.000820556-4.97863e-17j -0.00111048-2.8976e-18j -0.00626436-1.45486e-16j -0.00390556+4.54645e-17j 0.00487652-1.24449e-16j -0.00265968+1.10172e-16j -0.000123354-1.09108e-17j -0.00352716-5.76492e-17j 0.00450363-1.94237e-18j 0.00850894+1.23539e-17j 0.00378941-1.48204e-16j -0.00215558-2.48098e-17j 0.000643196-1.26744e-16j -0.00318134+3.72157e-17j 0.001057-1.6176e-17j 0.00210178+7.93652e-17j -0.00561768+8.55098e-16j 0.00234704+3.92184e-17j 0.00543242+6.87021e-17j 0.00186191-3.74225e-18j -0.0126727+1.39212e-15j 0.0089239-6.61906e-17j 0.000937395+5.59635e-18j 0.00290113-3.5548e-17j -0.00430702+4.98654e-17j 0.00580711+5.94863e-16j 0.00101784-3.8816e-18j -0.00171837-1.20175e-15j 0.00347855-2.79645e-17j -0.0100671+1.55657e-16j 0.00523593-1.02007e-16j 0.00445602-8.51044e-17j -0.00391994+3.93762e-17j 0.00650869-9.43845e-17j -0.00534545+7.32583e-17j -0.00606914+8.82648e-17j 0.00431086-4.06414e-17j 0.00814409-1.04219e-16j -0.00854501+1.0885e-16j 7.21404e-06+2.66887e-18j -0.0110955+1.07412e-16j -0.00398625+2.88571e-17j 0.00835536-3.17918e-16j -0.00409916+5.42804e-16j 
-0.000287759+4.94841e-18j -0.00058487-6.78981e-17j -0.000288653-3.94134e-17j 0.000891314+1.1671e-16j -2.32858e-05-4.88854e-18j 0.000621336+7.64341e-17j 0.000666314+7.87733e-17j 0.000748302+4.52996e-17j 0.000613562+3.87257e-17j -4.32526e-05-2.7764e-17j -6.71393e-05-2.85875e-17j 0.00048533+7.5448e-17j -0.000201241-2.04773e-17j 0.00024979+5.97108e-17j -0.000522321-2.06958e-17j -0.000513895+3.41692e-17j -0.000344996+2.73566e-17j -0.000172633-9.60638e-17j 0.000556041-1.66561e-17j -0.00050582+5.84207e-17j 0.00092261+9.57443e-17j -0.000808465-6.58584e-17j -8.96856e-05+1.60962e-17j 0.000657062+1.35527e-17j -0.000206357+7.5945e-17j -0.000323667-8.45856e-18j 0.000216826+1.06082e-17j -8.20845e-05+1.0162e-17j 0.000312229+1.09375e-17j 0.000467517+4.27916e-18j 0.000386065+8.72895e-17j 0.000114861+4.83529e-17j -0.000655442-3.93993e-17j -0.000359053+3.30116e-17j -0.000156809-1.17977e-16j 0.000892165+3.2067e-17j 0.000484246-5.8047e-17j -0.00054674-9.90559e-17j -0.000440347-3.19231e-17j -6.69298e-05+4.79864e-17j 0.000199866+1.40244e-17j 0.000190226+2.92716e-17j -0.000380819-5.24377e-18j 0.000785604-4.79277e-17j 2.36733e-05+4.33919e-17j -0.000326068-2.40565e-17j -0.0001488-7.253e-17j -0.000585517-1.33836e-17j 0.00117729+1.04474e-17j -7.42697e-05-1.14349e-16j -0.000241149-6.10279e-18j 0.000144213-3.98381e-17j 0.000232157+4.76102e-17j -0.000134813-8.61443e-17j 8.21074e-05-1.04676e-17j 9.03091e-05+8.25841e-17j -0.000187867-3.92137e-17j 0.000792457+1.0471e-16j -0.000177682-5.81463e-17j -0.000144531-4.9962e-17j 0.000266786+4.32393e-17j -0.000487556-6.79881e-17j 0.00028374+5.91921e-17j 0.000543879+6.07675e-17j -0.000538564-4.1403e-17j -0.000638768-8.53947e-17j 0.000640484+9.053e-17j -1.1938e-05-5.47606e-20j 0.000852601+1.19448e-16j 0.000302119+4.37401e-17j -0.000577113-7.48048e-17j 0.000292769+9.24624e-18j 
-8.63458e-18-2.78189e-17j -1.75726e-17-5.90507e-17j -8.63604e-18-2.51205e-17j 2.66521e-17+7.59545e-17j -7.07797e-19-3.24815e-18j 1.85714e-17+5.20944e-17j 1.98834e-17+5.23084e-17j 2.20627e-17+2.93807e-17j 1.81011e-17+2.53067e-17j -1.42646e-18-1.83093e-17j -2.12162e-18-1.82463e-17j 1.4577e-17+4.84606e-17j -5.9835e-18-1.3414e-17j 7.64131e-18+4.01912e-17j -1.53322e-17-1.3066e-17j -1.47634e-17+2.24612e-17j -9.88684e-18+1.77498e-17j -5.62756e-18-6.58454e-17j 1.60911e-17-1.1449e-17j -1.43383e-17+4.33121e-17j 2.74771e-17+6.64486e-17j -2.38143e-17-2.92972e-17j -2.55775e-18+5.98157e-18j 1.93099e-17+1.89151e-17j -5.58672e-18+4.65423e-17j -9.42785e-18-7.28216e-20j 6.33781e-18+2.47177e-18j -2.34565e-18+4.96077e-18j 9.11082e-18+1.84151e-18j 1.36333e-17+1.78707e-18j 1.16577e-17+4.538e-17j 3.62098e-18+3.02654e-17j -1.93615e-17-2.97614e-17j -1.02078e-17+2.7467e-17j -4.53565e-18+3.4715e-18j 2.61217e-17+1.49708e-17j 1.36985e-17-4.45696e-17j -1.64824e-17-6.12897e-17j -1.3046e-17-2.42084e-17j -1.77874e-18+1.87477e-17j 5.74473e-18-8.41475e-18j 5.75119e-18+2.31376e-17j -1.11165e-17-2.70733e-18j 2.26124e-17-2.95746e-17j 1.10602e-18+4.57525e-17j -9.62602e-18-1.41576e-17j -4.71879e-18-4.22695e-17j -1.71095e-17-6.10647e-18j 3.5069e-17+8.55894e-17j -2.81959e-18-7.21048e-17j -7.05941e-18-3.91531e-18j 3.96294e-18-2.60808e-17j 7.05063e-18+3.17225e-17j -4.3414e-18-4.55653e-17j 2.30368e-18-9.64438e-18j 2.74591e-18+1.26926e-17j -5.70503e-18-2.56148e-17j 2.37206e-17+7.023e-17j -5.5412e-18-4.02034e-17j -4.52207e-18-3.43198e-17j 8.02539e-18+2.80014e-17j -1.46176e-17-4.57946e-17j 8.62332e-18+3.94397e-17j 1.62171e-17+4.13026e-17j -1.59317e-17-2.69497e-17j -1.91224e-17-5.68511e-17j 1.92021e-17+6.01159e-17j -3.46543e-19+1.27952e-19j 2.55407e-17+7.77309e-17j 9.0544e-18+2.79918e-17j -1.73512e-17-5.95524e-17j 8.79187e-18+2.90655e-17j 
1.57585e-17-6.7302e-17j 3.54825e-17-1.42861e-16j 1.19739e-17-6.07737e-17j -3.47525e-17+1.83756e-16j 2.64762e-18-7.85822e-18j -2.30511e-17+1.26032e-16j -1.98233e-17+1.26549e-16j 1.81584e-17+7.10804e-17j 1.32145e-17+6.12242e-17j 2.18162e-17-4.42954e-17j 1.98588e-17-4.41431e-17j -2.87e-17+1.1724e-16j 2.70499e-18-3.24523e-17j -3.57628e-17+9.72341e-17j -2.29187e-17-3.16105e-17j -7.11635e-17+5.43401e-17j -5.14511e-17+4.2942e-17j 7.71193e-17-1.59299e-16j 5.93054e-17-2.76984e-17j -9.92332e-17+1.04785e-16j -1.92164e-17+1.60759e-16j -2.29849e-17-7.08785e-17j -1.52574e-17+1.44712e-17j 2.54194e-17+4.57611e-17j -8.02279e-17+1.12599e-16j -2.52472e-17-1.76177e-19j 1.35779e-17+5.97992e-18j -1.3257e-17+1.20015e-17j 2.19168e-17+4.45515e-18j 3.41529e-17+4.32344e-18j -3.22332e-17+1.09787e-16j -3.26664e-17+7.32209e-17j -1.03621e-17-7.20015e-17j -6.5928e-17+6.64506e-17j -1.70589e-17+8.39857e-18j 4.92605e-17+3.62188e-17j 9.92747e-17-1.07827e-16j 4.15506e-17-1.48277e-16j -1.1613e-18-5.8567e-17j -3.10485e-17+4.53562e-17j 2.72354e-17-2.03577e-17j -1.69526e-17+5.59766e-17j -2.60965e-17-6.54981e-18j 1.02234e-16-7.15495e-17j -6.11262e-17+1.10689e-16j -6.04699e-18-3.42514e-17j 4.65326e-17-1.02262e-16j -3.7448e-17-1.47733e-17j -2.562e-17+2.07065e-16j 9.34387e-17-1.74442e-16j -1.34956e-17-9.47228e-18j 4.7195e-17-6.3097e-17j -2.54863e-17+7.67459e-17j 5.21647e-17-1.10236e-16j 1.9706e-17-2.33326e-17j -1.03995e-17+3.07071e-17j 2.05473e-17-6.19697e-17j -3.46143e-17+1.69907e-16j 4.14267e-17-9.72637e-17j 3.59238e-17-8.30295e-17j -1.76521e-17+6.77435e-17j 2.48559e-17-1.1079e-16j -3.20696e-17+9.5416e-17j -1.42616e-17+9.9923e-17j -5.07951e-18-6.5199e-17j 2.82337e-17-1.37539e-16j -3.25934e-17+1.45438e-16j -1.11103e-18+3.09553e-19j -4.02296e-17+1.88054e-16j -1.48719e-17+6.77204e-17j 3.67806e-17-1.44075e-16j -1.7082e-17+7.03179e-17j 
-0.000722499+1.23922e-16j -0.00166831+5.33016e-17j -0.000502919-4.11082e-18j 0.00142441+7.95528e-18j -0.000137881-2.62883e-19j 0.000924972-5.33125e-19j 0.000708593+2.46257e-18j -0.00154318-2.10343e-19j -0.00116843+4.53486e-18j -0.00123393+5.68562e-19j -0.00110495+1.60556e-18j 0.00134135+7.41189e-18j -2.40928e-05-3.81726e-18j 0.00190504+5.67772e-18j 0.00166993+3.01756e-17j 0.00445608-2.83908e-17j 0.00320427-1.01081e-17j -0.00434892+6.9211e-17j -0.00379764+1.6967e-17j 0.00607502+9.49609e-17j 0.000504815+1.17326e-17j 0.00186206+7.63869e-17j 0.000941896-1.62172e-17j -0.0019033+4.64074e-17j 0.0047782-2.65268e-17j 0.00167393+2.58146e-17j -0.000928374-3.00092e-17j 0.000821138-1.49896e-17j -0.00147369-1.7767e-17j -0.00228393-6.15527e-18j 0.00161112+2.83379e-17j 0.00181466-1.07836e-17j 0.00103094+1.02902e-17j 0.00405122+1.51367e-17j 0.00109031+8.04633e-16j -0.00343758-5.39362e-18j -0.00606323-1.1136e-16j -0.00204454-3.91287e-17j 0.000356981+3.82879e-17j 0.00184067-8.81537e-17j -0.00170751-9.92356e-17j 0.000855783+3.96855e-17j 0.00176069+1.47975e-17j -0.00643277-6.60533e-17j 0.0035215-3.39331e-16j 0.000564489-2.52551e-17j -0.0025947-3.921e-17j 0.00255225+2.19818e-17j 0.000707761-4.36962e-17j -0.00535798-7.31483e-18j 0.000939622-7.09289e-18j -0.00282585-4.86018e-18j 0.00132199+7.02118e-18j -0.0029298-3.31624e-16j -0.00119432-3.53105e-17j 0.000542338+3.92719e-16j -0.00106534-8.75482e-18j 0.00148147-9.59374e-18j -0.00228024+2.36739e-18j -0.00198363+2.82386e-18j 0.000845876+1.41635e-18j -0.00111744-2.63884e-19j 0.00166899+1.36535e-18j 0.000467339+1.73743e-18j 0.000648344-9.35156e-19j -0.00121339-2.41407e-18j 0.00146454+1.94827e-18j 7.21463e-05+3.4618e-21j 0.00176682+8.92269e-18j 0.000661749+4.96711e-18j -0.00174853+3.96809e-17j 0.00079579-9.73414e-17j 
-0.000873929+9.78995e-17j -0.00191276-3.91065e-17j -0.000725121-4.8852e-17j 0.00215127+1.414e-16j -0.000124966-5.85857e-18j 0.00145321+8.81137e-17j 0.00136487+9.32007e-17j -6.4877e-05+5.2654e-17j 1.29849e-05+4.81876e-17j -0.000900048-3.18984e-17j -0.000843522-3.22939e-17j 0.00155783+9.31137e-17j -0.000282491-2.64422e-17j 0.0016315+7.31196e-17j 0.000450194-3.59535e-18j 0.00236448+2.03598e-17j 0.00173268+2.49786e-17j -0.00319886-6.38345e-17j -0.001859-7.66748e-18j 0.00348102+1.31648e-16j 0.00156449+1.18557e-16j 0.00020316-2.7818e-17j 0.000524824+8.75833e-18j -0.000431478+4.50535e-17j 0.00299107+7.10506e-17j 0.000715543+6.4689e-18j -0.000347512-7.0711e-18j 0.000452386+1.99825e-18j -0.000593885+1.87867e-18j -0.00094205+1.02135e-18j 0.00161088+1.23805e-16j 0.00139139+4.92547e-17j -0.000162266-3.7877e-17j 0.00229263+4.73545e-17j 0.000537466+3.92825e-16j -0.00116871+3.50962e-17j -0.00350148-1.42053e-16j -0.00211934-1.42893e-16j -0.00033828-1.02085e-17j 0.00116884-1.30119e-18j -0.00090214-4.72159e-17j 0.000836036+6.02232e-17j 0.000699251+3.82876e-18j -0.00335552-1.01345e-16j 0.00243675-1.85462e-16j -4.54638e-05-4.56381e-17j -0.00196908-1.1247e-16j 0.000969346-1.20459e-18j 0.00203979-3.66816e-17j -0.00375808-1.3877e-16j 0.000323041-1.19683e-17j -0.00173962-4.96936e-17j 0.00120992+6.00834e-17j -0.00217949-3.29413e-16j -0.000707269-3.56312e-17j 0.000489843+3.74369e-16j -0.000976064-5.1641e-17j 0.00205956+1.1493e-16j -0.00179246-6.5553e-17j -0.00154603-5.5841e-17j 0.00093048+5.13743e-17j -0.00140783-7.90124e-17j 0.00151514+6.96695e-17j 0.00103822+7.1557e-17j -0.000269097-4.88717e-17j -0.00167327-1.00825e-16j 0.00184709+1.06508e-16j 3.34997e-05-1.0089e-19j 0.00233398+1.45252e-16j 0.000851416+5.4464e-17j -0.00195731-5.742e-17j 0.000930616-6.12791e-17j 
2.90844e-18+5.22007e-19j 2.71976e-18+1.10805e-18j 6.46039e-18+4.71372e-19j -2.20014e-17-1.42524e-18j -1.03305e-18+6.09498e-20j -1.64231e-17-9.77524e-19j -2.21373e-17-9.81539e-19j -6.22185e-17-5.51312e-19j -4.9468e-17-4.74866e-19j -1.75364e-17+3.43564e-19j -1.4277e-17+3.42382e-19j -2.94412e-18-9.09336e-19j 9.71924e-18+2.51706e-19j 1.78852e-17-7.54165e-19j 5.28966e-17+2.45177e-19j 9.69732e-17-4.21472e-19j 6.84994e-17-3.33066e-19j -6.07921e-17+1.23555e-18j -8.85729e-17+2.14834e-19j 1.22425e-16-8.12728e-19j -3.82603e-17-1.24687e-18j 7.03323e-17+5.49746e-19j 1.95467e-17-1.12241e-19j -6.33891e-17-3.54932e-19j 8.66771e-17-8.73342e-19j 4.29864e-17+1.36646e-21j -2.57143e-17-4.63814e-20j 1.72363e-17-9.30862e-20j -3.9214e-17-3.4555e-20j -5.99517e-17-3.35334e-20j 6.34853e-18-8.5153e-19j 2.32163e-17-5.67914e-19j 4.93747e-17+5.58457e-19j 8.27326e-17-5.15403e-19j 2.52873e-17-6.51408e-20j -9.96986e-17-2.80919e-19j -1.21154e-16+8.36325e-19j -5.20364e-18+1.15007e-18j 2.78109e-17+4.54257e-19j 3.27592e-17-3.51791e-19j -3.73068e-17+1.57898e-19j 4.11733e-18-4.34165e-19j 4.72417e-17+5.08016e-20j -1.42187e-16+5.54951e-19j 5.50559e-17-8.58522e-19j 2.53873e-17+2.6566e-19j -3.39707e-17+7.93165e-19j 7.0162e-17+1.14585e-19j -4.78058e-17-1.60604e-18j -8.18472e-17+1.35301e-18j 2.71152e-17+7.34688e-20j -5.23744e-17+4.89392e-19j 9.45821e-18-5.95256e-19j -4.00252e-17+8.55007e-19j -2.31979e-17+1.80972e-19j 4.12776e-18-2.3817e-19j -7.58285e-18+4.80648e-19j -1.61267e-17-1.31783e-18j -2.74981e-17+7.54395e-19j -2.44252e-17+6.43992e-19j 1.15104e-19-5.25431e-19j 6.6321e-18+8.59311e-19j 1.24104e-17-7.40064e-19j -1.98433e-17-7.75021e-19j 3.73958e-17+5.05696e-19j 1.26917e-17+1.06678e-18j -8.76665e-18-1.12804e-18j 1.75169e-18-2.40095e-21j -1.45888e-17-1.45858e-18j -4.59973e-18-5.25252e-19j 1.04897e-18+1.11747e-18j -1.98943e-18-5.45398e-19j 
-0.00128555+2.19736e-16j -0.00264618+1.14022e-16j -0.00125259+1.40827e-18j 0.00384638-1.49693e-17j -0.00011726+1.06803e-18j 0.00266999-2.58936e-17j 0.00281606-1.72999e-17j 0.00277287-5.71451e-18j 0.00228972-5.32102e-18j -0.000380726+5.51906e-18j -0.000455957+1.95196e-18j 0.00218866-5.17374e-18j -0.000818867+2.78541e-18j 0.00132884-1.59604e-17j -0.00183672+5.32488e-18j -0.00133839-1.0942e-17j -0.000863062-5.15734e-18j -0.0014236+4.63587e-17j 0.00161875+9.07359e-18j -0.00103595-2.6396e-17j 0.00381989-3.80484e-17j -0.00296335-6.53763e-17j -0.000206217+2.39745e-17j 0.00234342-5.91349e-17j -3.94566e-05+3.53006e-18j -0.00103167-2.94801e-17j 0.000723278+2.2045e-17j -0.000195559+6.72078e-18j 0.00101872+2.94748e-17j 0.00151251+4.79922e-18j 0.00183167+6.60885e-17j 0.000767435-8.07266e-19j -0.00248221+3.37355e-17j -0.000778867-4.05959e-17j -0.000453281-3.65988e-16j 0.00303975+3.25878e-17j 0.000950563+3.32706e-17j -0.00255447-1.31299e-17j -0.00172355+3.29312e-17j 3.5673e-05+5.89495e-17j 0.00052479+9.44127e-17j 0.000912836-2.37846e-17j -0.00124864-1.34202e-18j 0.00210923-1.47194e-17j 0.000682587-1.75316e-16j -0.00122624-1.04928e-17j -0.00103482-2.81563e-17j -0.0019456-1.12264e-17j 0.00488491-5.15859e-16j -0.00119344-1.44391e-19j -0.000819893-6.92559e-19j 0.000113111+5.74493e-18j 0.0011603-1.02265e-17j -0.00103402-1.1079e-16j 0.000133474+1.38065e-17j 0.000456035+3.18133e-16j -0.000938199+4.62502e-18j 0.0034556-2.96352e-17j -0.00109938+2.37147e-17j -0.000915725+1.90611e-17j 0.00122119-4.90838e-18j -0.00216036+1.94118e-17j 0.00142698-1.39422e-17j 0.00228011-1.94917e-17j -0.0020727+5.65483e-18j -0.00278863+1.97355e-17j 0.00283742-2.00325e-17j -3.63179e-05-1.0447e-18j 0.00374668-1.51532e-17j 0.00133358-2.22754e-18j -0.00262814+8.70155e-17j 0.00131805-1.65854e-16j 
