0.226809+0.0483292j 0.0483153-0.22737j -0.272052-0.0834388j -0.0844777+0.282364j 0.161262+0.08844j 0.112405-0.191943j 0.0457332-0.0955408j 0.145299-0.0324903j -0.183054-0.027708j -0.0719595-0.0710226j -0.0376684-0.0904362j -0.00994005-0.0545164j -0.0480954+0.0153266j -0.0687706-0.0488721j 0.0708994+0.0506682j 0.0466836+0.0529653j -0.057145+0.0522922j -0.0307662+0.00788377j -0.00749884-0.0239567j -0.0190258-0.121558j 0.062282+0.00152831j -0.0282323+0.0191164j 0.00922328+0.0238855j 0.058583+0.0652028j 0.0271432+0.0837166j 0.0214391-0.0192426j 0.00081174-0.0124006j -0.0194478-0.0724343j -0.0387738-0.0471383j -0.0265226-0.0206739j 0.00812679+0.0249613j 0.0311977-0.0223438j 0.0184316-0.00735325j 0.038686-0.0161027j -0.0626369-0.0179116j -0.0454742-0.0412517j 0.032297+0.0269068j 0.0464546+0.0206438j 0.0190661-0.0301398j 0.0078401+0.0126753j -0.0308343+0.0615799j 0.0210269-0.130657j 0.0027704-0.0348436j 0.0320465-0.0784799j -0.016202+0.0112496j 0.0199526-0.0467394j 0.000351988-0.00305241j 0.00580954-0.0228453j -0.00614638+0.00126157j -0.0148663-0.0282413j -0.00969772+0.0089026j 0.00284057-0.0035776j -0.0184524+0.0326965j -0.0292249-0.0277686j -0.00708379+0.120013j 0.0260384-0.0259145j -0.0115626+0.0905252j 0.0833402-0.0480821j -0.0780572+0.0349157j -0.0292695-0.0135702j -0.0758586+0.031412j 0.0553367-0.0270256j -0.0537344+0.0415762j -0.111372+0.0230554j 0.0466065-0.0429981j -0.0999009+0.0264183j 0.0999514+0.0395734j 0.0740083+0.0119784j 0.117377+0.13138j 0.0212222-0.17036j -0.0539363+0.070508j 0.0993276-0.0879634j 0.152338+0.0650417j 0.0136161-0.226121j -0.215601-0.011353j -0.0228613-0.186233j 0.186024-0.022862j 
-0.000780164+0.000446271j 0.000476193+0.000592299j 0.00195321+0.000261296j -8.65472e-05-0.00275222j 0.00227534+0.00161635j 0.000770911-0.00253907j -0.00170829-0.000401129j -0.000191237+0.000630002j 0.00165411-0.00257748j -0.0047708+0.00444152j 0.00273194+0.000661919j -0.0029667-0.000575647j -0.000580144+0.00154571j -4.42659e-05-0.000853878j -0.00033801-0.000608135j -7.94751e-05-0.00481784j 0.000871241-0.00237963j 0.00113374+0.000363274j -5.93081e-05-0.00123267j -0.000930608-0.000996374j 0.000736735+0.000286081j 0.00122873-0.00202688j -0.00439678-0.000954968j -0.000721269-0.00240601j -0.00340684+0.00203105j 0.00168188-0.000702322j 0.0025883+0.000940254j 0.00134848-0.00150841j -0.000237499+0.000684881j -0.000734408+0.000662619j 0.00368358+0.000632444j -0.00117906-0.0015284j -0.00331033-0.00266423j -0.00128084-0.00207386j 0.00317011+0.000718098j 0.000339284+0.000805159j 0.00381783-0.000710772j -0.00079602-0.00212192j -0.000813578-0.000523675j -0.00179587-0.001273j 0.000290479+0.00190296j -0.00257981+0.00182955j 0.00104546+0.00195505j -0.00194682+0.00114333j 0.00219019+0.00228232j -0.00232111-0.000589416j 0.0024478-6.9537e-05j 0.000410466-0.000806596j -0.00162519+0.00288539j -0.00164127+0.0016533j -0.00114035+0.00219308j 2.35288e-06-0.00213734j 0.00148814+0.00110044j -0.00151449-0.00212688j 7.79087e-05+0.00195884j -0.00173666+0.00160943j -0.000529303+0.00207539j -0.0010126+0.00284392j -0.00180742+0.00185042j -0.000528495-0.0021006j -0.000310941+0.00213971j 0.00151782-0.0026654j -0.00373592-0.000247688j -0.00192189-0.000770068j 0.00309733+9.48792e-05j 0.000841564+0.000937716j 0.0025065-3.18979e-05j -0.000326166+0.00215307j -0.00284125+0.000905691j 0.0011686+0.00186621j 0.000535824-0.00142345j -0.000630021+0.000962653j -0.00102597+0.000496697j -0.000427198+0.000618041j 0.000688848+0.000676942j -0.000551887+0.000344144j -0.000353083-0.000472192j 
-0.000789178-0.000368103j -4.22107e-05+0.000801388j -0.000759194+0.000337109j -0.000244953+0.000604423j 0.00121698+0.000155978j 0.000170593-0.00165809j 0.00209286+0.00187379j -0.00265401+0.00118193j -0.00106092-0.000446773j -0.0010038+3.14122e-05j 0.00157401+9.64882e-05j -0.00171867+0.00186781j -0.000736083+0.000330306j 0.00163556+0.000909773j -0.00174375+0.00124534j 0.000349788-0.000305781j -0.000597722+0.000838333j 0.00283761+0.000658152j -0.00133442-0.00101125j 2.47282e-06+0.00137377j -0.00069446+0.00203172j -0.0014695-0.00119186j -0.00110627+0.00274016j 0.00250778+0.00218753j 0.000106146-0.000955758j -0.000878351-0.00107012j -0.00134684+0.000469583j -0.000752821+0.0014705j -0.00133224+0.00171596j -0.00146095+0.00113906j 0.00159938+0.000618225j 0.00111767-0.000887171j -0.00155598-0.000169081j 0.00126659-0.000793477j -0.00054797+0.000846762j 0.00189253-0.0013758j -0.000785185+0.000914372j -0.0006393-0.00166549j -0.000199605+0.000733881j 0.000392231-0.000881881j -0.00137757-0.000851107j -0.00182266+0.000746355j 0.00100352+0.000482301j 0.00123327-0.000146922j 0.00123454+0.00155116j 0.000605233-0.000564394j -0.00126739-0.00218452j 0.00101974-0.000317991j -0.00158795-0.00266591j 0.0011039+0.000132134j -0.000547927+0.00177075j 0.000129773-0.00206811j 0.000453301+9.16213e-05j -0.00103189-0.000201858j -0.000630112+0.00168067j 0.000253128+8.08035e-06j 4.64161e-05+0.00198956j -0.00181557+0.000630207j -0.0019778-0.000232455j -0.00189345+0.00169756j -7.74059e-05-0.00169502j -0.00134159-0.00135781j -0.000684123+0.00112491j -0.000671244-0.00166709j 0.000223392+0.00141246j 0.00203441+0.000486171j 6.21264e-05+6.23392e-05j -0.00165119-0.000402138j 0.000888639-0.000289808j -0.00133826-0.000880777j -0.00195035+0.00210067j 0.000966235+0.00162884j -0.00155576-0.0011194j 0.000389434+0.000631676j 0.000553604-0.000635637j -0.000235415-0.000356352j 0.00023191-0.00034732j 
-0.000427911-0.000247867j -0.000100596+0.00069239j -0.00106142-0.00134495j -0.00116503+0.00121903j -0.00159525-0.000848849j -0.000506737+0.00121347j 0.00082797+0.00219148j -0.00298651-0.00231699j -0.00142911+0.00135738j 0.00160823-0.00363126j -0.000741894+0.00223073j -0.000940455+0.000670204j 0.000633902-0.000395067j -0.000103474+0.000643257j -0.000442923+0.00172524j 0.00146271+0.00130781j -0.00192323+0.000936273j 0.00216176+0.000186161j 0.00113162+0.000418586j 0.00046269+0.000461262j -0.00264391+0.000746288j -0.00143999-0.000558422j 0.000774759+0.000292207j 0.000702083+0.00318708j 0.00111046-0.00194294j -0.00194367-0.000578795j -0.00233287-0.000507552j -0.000797667+0.00105061j -0.000912565+0.000418755j -0.000303661+0.00137551j -0.000161653-0.000188745j 0.000509428+0.000990073j -0.000712953+0.000496605j 0.00160629-0.000579072j -0.00229034+0.000339441j 0.000699629+0.000923138j -0.00215544+0.000629176j 0.00167121-0.000326166j -0.000752126+0.000832714j 0.00114966-9.88688e-05j -2.81406e-05-0.00141109j 0.000185655-0.000953126j -0.000106546-0.0012152j 0.00159662+0.000437211j -0.00133634+2.13609e-05j 0.00252233+0.000570077j -0.00094887-0.00192811j 0.00155199+0.000582846j 0.00134234-0.00332039j 0.00152461-0.000576231j -0.000514641-0.000556091j -0.000381812+0.000246842j -0.000480949-0.00204319j -0.000131087+0.00165276j -0.00103744+0.000199835j 0.000712885-0.000793408j 3.82371e-05-0.000746542j -0.00158586-0.00257566j -0.000181548-0.00234483j -0.000849334+0.00133035j 0.000662674-0.00290626j -0.000728309-0.000441007j 0.00223177+0.000764458j 0.00182502-0.00205511j -0.000669119+0.000665945j 0.000292086+0.000706504j -0.00149198-0.000791446j 0.000550395-0.00113164j 0.0020302-0.000961396j -0.00149588-0.00234151j -0.00144303+0.00056498j -0.000818901-0.000568774j 0.000967701-0.0018797j 0.00123743+0.000880028j 0.000846914-0.00151917j -0.000201717-4.46908e-05j 2.56856e-05-0.000364007j 
0.00275397-0.0018663j -0.00165707-0.002938j 0.000435975+0.000972536j -0.000261382-0.00017639j 0.00195606+0.000690609j 0.00131838-0.000751329j -1.95915e-05+0.000269987j 0.000562925+0.0011316j -0.00134399-0.000962649j 0.00109039+0.00533932j -0.00137338-0.00189415j 0.000129469+0.00212173j -0.000177026+0.000420784j 0.00237516+0.00166576j 0.00021454+0.00156035j 0.000384673+0.000131013j -0.00093328+0.00160825j -3.08248e-05+0.000696456j -0.000587662-0.00144591j -0.00256653-0.00340965j 0.00274999+0.000153276j 0.00120212+0.00210903j 0.000459161+0.00127436j 0.00118231+0.000308588j 3.17001e-05+4.99204e-05j -0.000800939+0.0001547j 0.00196362-0.00136895j 0.000861514-0.00172943j -0.0010203-0.00213769j -0.000435344-0.000785193j -0.00178405-0.000334605j 0.00134471+0.0016241j 0.00171978-9.21625e-05j 0.000625053+0.00136667j -0.000761524-0.00222272j -0.000529399-0.00316714j -0.00154774+0.000651998j 0.000318024+0.000550983j 0.00028071+3.18397e-05j -0.000394129-0.000119561j -0.00109658-0.00177249j 0.00163976+0.00134269j -0.00266284+0.0019593j 0.000835736-0.000714469j 0.00126391+0.00117235j -0.00167918-0.000410147j 0.000822977+0.00238327j -0.00067722+1.50861e-05j 0.000912274+0.000187315j -0.000874488-0.000453675j 0.000219031+0.000343517j 0.00288864-0.00034037j -1.19706e-06-0.000365324j -0.000837985-0.00172365j 3.19337e-05+0.000390115j -0.000397745+0.000657901j 0.000322179+0.00166421j 0.00107691+0.00260142j -0.00062773+0.00122865j -0.000447801-0.00133051j 0.000234261+0.00247154j -4.95026e-05-0.00157721j -0.00180246+0.000184714j -0.00072041+0.000290631j 0.000921912-0.000734693j 0.00272836+0.00014499j 0.000677811+2.85913e-05j -8.74071e-05+0.00104989j -0.00122104+0.00331661j 0.00056122+0.000440005j -0.000599436+0.000984577j 0.000698169-0.000420344j 0.00125359-0.00129208j 0.000653095-0.00108717j -0.000531775-0.000963416j -0.000227206-0.000573317j 0.000520698-0.000264463j 
0.000171277-0.000698343j -0.000885347-0.000151601j 0.000399479+0.00019524j 0.000631941+6.03622e-05j 0.000554123+0.00175028j 0.00192029+0.00011783j -0.000627898+3.32698e-05j -0.000329335-0.000119683j 0.00175067+0.00206877j 0.000424356+0.00074955j -0.00243857+0.000939933j 0.001276-0.00211865j 0.000602314-0.00148394j -0.000892065-0.00162166j 0.00176733+3.83683e-05j -0.000229701-0.00110438j -0.000704627+0.00162182j -0.00125423-0.000214493j 0.00114422-0.00204469j -0.00038618-0.00182094j -0.00156268+9.98271e-05j 0.000660179+0.00148223j -0.00107593-0.00216556j 0.000795452-0.00164555j -0.000698754-0.00168178j -0.000392493+0.00161214j -1.34781e-05-0.000622032j 0.000460198-0.00155168j -0.000376998-0.000890617j 0.000816355+0.000571979j -0.00211269+0.00122296j 0.00188126+0.00125217j 0.000787195+0.000510002j 0.000928314+0.000835072j -0.000238752-0.0011478j -0.00116673-0.000426353j -0.0003826+0.00116003j 0.00112993-0.00064233j 0.000356624-0.0017291j -0.000987759+0.00133037j -0.0020073-0.00069658j 0.000505377-0.00117045j -0.000399526+0.000244411j -0.00143014+0.00176418j -0.000366372+0.000959572j -0.00159335-0.000974284j 0.000499863+0.000929905j -9.62447e-05-0.00032571j -0.000329228-0.000247551j -0.00114515+0.00028267j -0.000316935-0.000784204j 0.00198282+0.000152004j -0.00206507+0.000101325j 0.000393732+0.000130875j -5.93859e-05-0.001266j -0.0015657-0.00135857j -0.00108538-0.00120299j -0.0010912-0.000525738j -0.00114899+0.000455521j -0.000351671+0.000100342j -0.000260199+0.000571195j 0.000669333-0.00143913j 0.000284863-0.0014494j -0.000265485-0.00223608j 0.000661988-0.00160637j -0.00177761-0.00125615j -0.00134711+0.00119521j 0.00195322+0.001183j -0.00212751+0.000497312j -5.05576e-05+0.000449034j -7.06818e-05-0.00141315j -0.00215138+0.000177597j 0.000448448-0.00128803j -0.000193288-5.78163e-05j 1.00277e-05+9.97188e-05j -0.000444976+0.000197079j -0.000131598-0.000407747j 
0.000581424-0.002216j -0.00162116-0.000419716j -0.000949686-0.00434022j -0.00595058+0.000554661j -0.00449593-0.00104282j -0.00312118+0.00499013j 0.00188002+0.000209191j -0.00514656-0.000247652j 0.000263303+0.00433921j -0.00631647+0.0039483j -3.81243e-05+0.0015038j -0.000633699+0.002501j 0.00102748-0.00139874j -0.00121006+0.00146057j 0.00152927+0.00287587j 0.0031823+0.00234465j 0.000194756-0.00148113j 0.00515615-0.00212025j 0.00211266+0.00416912j -0.000206539-0.00468315j -0.00220485-0.00137462j -0.00233975+0.00102668j 0.00335779-0.00162221j 0.000161777+0.000632998j -0.00279555+0.0012443j -0.000578702+0.000284727j -0.000193833-0.00146075j 0.000666372-0.00278188j -0.00339815-0.00229263j -0.00101632+0.00821992j 0.00124428-0.0021115j -1.89439e-05+0.00268058j -0.00347007+0.00143031j 0.000338384-0.00370561j 0.00178883+0.000541178j -0.00144498+0.00307058j 0.00130529+0.00256193j 0.00401614-0.00294416j -0.00118068+0.00362833j 0.00031733+0.00103916j 0.00110587-0.000115321j 0.00185396+0.00392967j -0.00124242+0.00214367j -0.0019063-0.000236357j -0.00235739-0.00102836j 0.00119235-0.000849449j 0.00354473+0.000304477j 0.00369542+5.07917e-05j 0.00109491+0.00123497j 0.000327014-0.000301595j -0.000786764-0.00219631j -0.000948413-0.000294645j -0.00251455-0.00210661j -0.00133675-0.000813816j 0.000997475+0.00405218j 0.00090891-0.000968856j 0.00277662-0.000110616j 0.00169008-0.000841262j 0.00281625-0.00153715j 0.00280167-0.00286562j -0.00343731-1.47087e-05j 0.00347581+0.0012113j 0.00308314+0.00149615j 0.000157905-0.00344085j 0.00255153-0.00311332j 0.0018237-0.000741621j -0.00476328-0.000845167j 0.00214838+4.47425e-05j -0.000115874+0.00124157j -0.00138095-0.00182094j 3.82856e-05+0.000179164j -0.00215754-0.00464558j 0.00459719-0.00426481j 0.0030349+0.00256587j 0.0031969-0.00351715j -0.000918401+4.51204e-05j -0.000169163-0.0012087j 
0.000213228+0.000772348j 0.00101247-0.000547967j 0.00276729-0.000187753j -0.000993468-0.00166806j 0.000118833+0.00104656j 0.00146458-0.00105087j -0.000591469+0.00049725j -0.00152107+0.000121471j 0.000864836+0.000682206j 0.00231053+0.00334496j 0.000336297+0.0014839j 0.00157644+0.00119575j -0.00183751-0.00324439j 4.49177e-05-3.91277e-05j -0.00160662-0.00125598j 0.00161684+0.000253281j 0.00316175-0.000960404j -0.00029804+0.000410308j -0.00350426+0.000141859j -0.00166114+0.00110275j 0.00109046+0.00156905j -0.000794694-0.000360052j -0.00145889+0.000771167j 0.000984389+0.00423218j 0.0010616-0.00123998j -0.00132983-0.00261365j -0.00168745+0.00224503j -0.00274926+0.00125823j -0.00107956-3.24806e-05j -0.00270284+0.00125568j 0.0010765-0.000552749j 0.00214125-0.000789752j -0.000329488-0.000682783j 0.0033674+0.000464312j -0.000761096+0.0043318j 0.00260615+0.00306168j -0.00115704+0.000863546j 0.00223108-0.00244893j -0.00282818+0.00399805j 0.0012227+0.00181733j 0.000375768-0.000880992j -9.03866e-05+0.0023276j 0.000672759-0.000916652j 0.00385576+0.000690119j -0.00326082+0.00112779j 0.00335229-0.00102864j 0.00153069-0.00047127j 0.00217446+0.000916697j 0.00107401-0.00114393j 0.000671807+0.00188615j -0.000628557+0.000797722j 0.000523823-0.000509736j -0.00115355-0.000310774j 0.000654767-0.00327293j 0.00267973+0.000874865j 0.00122844+0.00298015j 0.000647334+0.00364341j -0.000800957-0.00169023j 0.000250979+0.00281857j 0.000533901+0.000597088j 0.000703563-0.000129289j -0.000323578+0.00172284j -0.00127753-0.00021208j -0.00068037-0.00148335j -0.00110827+0.00210813j 0.00180431-0.00138919j 0.0021916+0.00214676j -0.00135387+0.00014983j 0.0030136+0.00253645j 0.000628507+0.000657386j 0.00128288+0.00130245j -0.00140358+0.000342212j -0.0046674-0.00430789j -0.00121254+0.00209611j 0.00149434+9.01957e-05j -0.000196741-0.000847145j 0.000610713-0.000269739j 
0.00102408-0.000356637j -0.000296811-0.00099228j 0.00080331+7.45785e-05j 0.000468842-0.000768075j -0.000185681-0.000802378j -0.00032509-0.000604137j 0.00070496-0.000355564j 0.000366693-0.000278052j 3.45061e-05-0.000375253j 0.00114918-0.00242997j -0.000263693+0.00186147j -0.00107838-0.000898042j -0.00239605+0.00123555j 0.000200743+0.00146692j -0.000710244+0.00182475j 0.00155884+0.000556659j 0.000135889-0.000596196j 0.0013718+0.00125293j 0.000173153+0.000454155j 6.01961e-05-7.14707e-05j 0.00163621+0.0011306j 0.00116469+0.00100914j 0.000721559+0.000242749j 0.00109437+0.000996325j -0.000855415-0.00170183j -0.00142742+0.000608288j 0.000975605+0.000402902j 0.00081594+0.00174744j 0.000418941-0.000757819j -0.000459301-0.000534877j -0.000834986+0.000334252j 0.000352124-0.00104828j 0.00206611-0.00135275j 0.00115813-0.00146949j -0.00039368+0.000240109j -8.48931e-05-0.00177945j -0.000692613+0.00103327j -0.00015974+0.000219789j 0.000323366+0.00116307j 0.00155519-0.000801928j -5.73728e-05+9.46715e-05j -0.000179253+0.000264134j -0.00219468+6.37755e-05j 0.00193019-0.00129323j 0.000331936+0.0016047j 0.000244266-0.000189678j -0.000687188+0.00132611j 0.000382109+0.000266886j 0.000118152-0.000390251j 0.000515165-0.000939018j -0.000266919-0.000531555j 0.000862353+0.000333467j 0.000673909+0.000155144j -4.84358e-05-0.000282709j -0.00180334-0.00158259j 0.000132947+0.000248313j 0.000684665+0.000193867j -0.00157318+0.000571709j 0.00108499+0.000188468j 0.000697169-0.000198151j -0.000544565+0.000149615j 9.29028e-05+0.000492002j -0.000363237+0.000232494j 0.000877434-0.000253049j 0.000217205+0.00223358j 0.000583919+0.00167585j 0.00231801-7.91596e-05j -0.00057453+0.000961671j 0.000241025+0.000178491j -0.000153803+7.4806e-05j 0.000129545+0.000701899j 0.000769679+5.67666e-05j -0.000585968+0.000321409j 0.000335962+0.000303627j 0.000157412-0.000357762j -0.000424751+0.000266032j -0.000297415-0.000443595j 
0.000981534-0.00155011j -0.00123005-0.00085682j -0.00133304+0.00101012j -5.91924e-05+0.000793757j 0.00109007+0.000556879j 0.000606094-0.000564588j 0.00114724+0.000881009j -0.000782724+0.00076684j -0.00136026-0.000659644j -0.00241516+0.00287824j -0.000221441-0.00132955j -0.00172688+0.000261679j -0.00208824-0.000162805j 0.000909187+0.00241408j -0.00198257+0.00177557j 0.000746243+0.00144555j -0.000934587-2.0223e-05j 0.00176196+0.00266453j -0.000106484-0.000515714j -0.00072753-0.00225836j -0.000248966+0.00024054j 0.000522804+0.000738788j -0.000209714+0.00187967j 0.000713937+0.000711641j -0.000448836+0.00037304j 0.000690032-0.000598121j 0.00135992-0.000631158j 0.00015762-0.00062412j -0.0022507-0.0008444j -0.00146459+0.000856819j 6.73791e-05+0.0012491j 0.00133216+0.000877752j 0.000661259-0.000217722j 0.00141908+0.00020639j 0.000445865-0.00232413j 0.000336367-0.00298749j -0.000780328+0.00143031j -0.000149804-0.00067725j 0.000583539-0.000259258j 0.000810215-0.000401847j -0.00146058-0.00115356j -0.000599832+0.000948496j -0.00153645+0.00271547j -0.000870595+0.000159184j 0.00107656+0.00169319j -0.00197103-0.000571067j 0.000614009+0.000398235j -1.77293e-05+0.000251942j -0.000490413+1.36213e-05j 0.000309577-0.000251684j -0.000823581-0.000227552j 0.00224334-0.00139016j 0.000331156+0.00135661j -0.00176247-0.00190078j -0.00125541+0.000434476j -0.000871348-0.000851715j -0.000213251+0.002063j 0.000170902+0.00156539j -2.57001e-05-0.000710577j -0.000772938-0.00182455j -0.00104756+0.00117649j 0.00157359-0.0018093j -0.00168489+0.00108686j 0.000265431+1.08031e-05j 0.000570668+0.000344037j 0.000907217+0.00169087j -0.000158705+0.00114194j -0.00157203+0.000389227j -0.00158124+0.00175511j 0.000376736-0.000878575j -0.002209+0.00052603j 0.0011365+1.77362e-07j 0.00231764-0.000504297j 0.000932651+0.000329854j 0.000989992-0.000952858j -0.000625132-0.000633522j 0.000624703-0.000772246j 
0.000712194+8.77413e-05j -4.63427e-06-0.000762445j -0.000316619+0.000478175j 0.000555386+0.000768811j -0.000841746+0.000173213j 0.000430925+0.000966228j 0.000419552-0.000319562j 0.000524359+0.00029243j -0.000517517+0.0013785j 0.00108319-0.000905138j -0.00114448-0.00119228j 0.0027262-0.000138951j 0.00069071-0.00161341j -1.65051e-05-0.000792482j 0.000339199-0.000744429j -0.00100237+0.00111255j 0.000459775+0.000623463j -0.00185726-0.00104382j -0.00028094+8.41272e-05j 0.000824201+0.000973538j 0.000137423-0.000198658j -0.000987614+0.00111878j 0.00121268+0.000351619j 0.000843968+0.000204968j 0.00147373-0.00089577j -0.000883709+0.00105087j -0.000870692+0.00045953j -0.000276368+0.000235881j 0.000769303-0.000807488j -0.00013672-0.000751707j -0.002119-0.000646959j 0.000603707+0.00124265j 0.000848253+0.00179892j -0.000129125+0.00160273j 0.000325569+0.000184884j 0.000557232-0.000672243j -0.0018774-9.05716e-05j 7.67937e-05+0.00034609j 0.000805025+0.000488391j -0.000187341+0.00118019j 7.26882e-05-0.00106604j 0.000550159-0.000480687j -0.000501031-0.000996784j -0.00044211-0.000867366j -0.000951327-0.000891772j 0.00050859-0.00117554j -0.00135754+0.000623738j -0.000357707+6.30334e-07j -0.000522324-0.000601264j 0.000217717-7.21742e-05j 0.0014641-0.000911911j 0.000203232+0.00148168j -0.00165597-0.000349073j 0.0014946+0.000163691j 0.0011191-0.0011863j 0.00127763-0.00123931j -5.23985e-05-0.000923519j 0.000792683-0.000815953j 0.000628784+0.000674398j 0.000763579+0.00110776j -0.000608812-0.000789732j -0.000469686+0.00203785j 0.00103402-0.000468242j 0.000664364+0.00040179j -0.000725569-0.000321417j -0.000113945-0.00193189j -0.00175265-0.000218792j -0.000240786-0.000102231j 5.02907e-05-0.00119164j -0.000542817+0.000456689j 0.000770901+0.000386012j 0.000152004-0.000478943j -2.70775e-05+0.000245414j -6.39744e-05-0.00048487j -0.000549753+4.99756e-05j -0.000399512+1.46885e-05j -7.50319e-06-0.000361908j 
-0.00209306-0.00117506j -0.00119567+0.00259907j -0.00391299+0.000296011j 0.000607211+0.00168146j 0.00131121-0.000650565j -0.00143563-0.00123032j 0.000757916+0.000500274j 0.000548761+0.00017225j -0.00135058-0.00302903j -0.0063634-0.00314891j 0.00338812-0.00258743j -0.00357738-0.00173451j 0.000279946+0.00167465j -0.000540951+0.00205294j -0.00167023-0.00225642j -0.00326071+0.000746943j -0.00178436-0.000638338j 0.000243673+0.00107532j -8.38958e-06-0.000996217j 0.0019735+0.00142899j -0.0016013-0.00115649j 0.000981236-0.00206952j -0.00184799+0.00209571j -0.0021907-0.00302484j -0.000641098+0.00370814j 0.0050422+0.00154022j 0.00035968-0.00125191j 0.000440518-0.0013186j -0.00151722+0.00120328j 0.000829357-0.00168728j 0.0014621+0.0035733j -0.00149081-0.000688451j -0.000611724-0.000174337j -0.00324755+0.000342725j 0.00183788-0.00338826j -0.000228799-0.00260115j 0.00171871-0.00125728j -0.00361493+0.000407031j 0.00229388-0.00425082j 0.000168391-0.00145762j -0.0001511+0.000790439j -0.00299535-0.00158371j 0.00109338+0.00300167j -0.00427105+0.000229407j 0.00452135-0.000877249j -0.00405247+0.00104086j -0.000197828-0.00187051j -0.00298392-0.000673142j -0.00277232+0.000706477j 0.000502509-0.000167279j -0.000139971+0.000203193j 0.000277131-0.0018886j 0.00125067+0.00372907j -0.000698169+0.00113376j -0.00344963+0.000955115j -0.00108283-0.00249433j -0.00281312-0.00066286j 0.00188216+0.00302508j 0.00018303-0.00281096j -0.00166611-0.000390996j -0.000807585-8.81226e-05j -4.56465e-05-0.0010133j -0.000946287+0.00121096j -0.000993219+0.00280405j -0.00095855-0.00160012j -0.00204593+0.00175963j -0.00279811-0.00029232j -0.00104237-0.00266356j -0.00268181-0.001851j 0.00022966-0.000400234j -0.00339979-0.00128207j 0.00193699+0.00244872j 0.00293696+0.00358648j -0.000139039-0.00151983j -0.000857895+0.00119724j 0.000313485+0.000279658j -4.91291e-05+0.00026312j 
0.000818033-0.00128698j -0.000998013-0.000669444j -0.00179517+0.00119675j 0.000232213+0.00132475j 0.00043784+0.000257696j 0.000261922-0.000279633j 0.00244075+0.0010883j -0.00140035+0.00170541j -0.00190802+0.000745841j -0.00262763+0.00116512j 0.0002256-0.00169494j -0.0001787+0.000637357j -0.000984542-0.00231032j 0.000268497+0.00162349j -0.00177156+0.000834182j -0.00101573+0.00270961j 0.000794112+0.00154312j 0.00117626+0.00107821j -0.00235402-0.000412929j -3.92422e-06-0.000893524j -4.20881e-05-0.000121748j -0.00041428+0.00087109j 0.000275879+0.00288513j 0.00150551+0.000716002j -1.00995e-05+0.000357268j 0.000808166+0.000497809j -0.000376016-0.000445668j -0.000616987-0.000525623j -0.00211227-0.000717878j -0.00136078+0.00115161j -0.00100056+0.0014245j 0.00193195+0.000716996j 0.000595521+0.00108929j 0.00152903+0.00108186j 0.000652078-0.000725669j 0.000120799-0.00323497j -0.00129772+0.00211485j 0.00010891-0.00112255j 0.000408371+2.99107e-06j 0.000314655+0.000720564j -0.00189716-0.00114988j -0.000658799+0.000813367j -0.00113212+0.00226117j -0.000676326-0.00066002j 0.00113506+0.000636934j -0.00132901-0.000950811j 0.000118186+0.000282283j -0.00028757-6.12101e-05j -0.00209916-0.000893823j 0.00046106+4.96764e-05j 0.000456285+2.67122e-05j 0.00210835-0.00125388j -0.00153725+0.00170548j -0.000293373-0.00122954j -0.000577443+0.00071193j 0.0002801-0.000868233j -0.000123253+0.00189274j 0.000771587+0.00191465j -1.00755e-06+0.00105749j -4.46228e-05+0.000546998j -0.00224338+0.000111807j -0.00023745+0.000815424j -0.000579692+0.00110046j -0.00140195+0.00018758j -0.000718111-0.000801463j 0.000565873-0.000476641j -0.0022614+0.00149764j -0.00136594-0.00113663j -0.00081595+0.00173671j 0.000455446-0.000551664j -0.00217854+0.000699311j 0.00108763+0.000654581j 0.00125258-0.000763326j -0.000217843-1.44537e-05j 0.000474117+0.000105061j 2.25724e-05-0.000526851j 0.000511073-0.000125202j 
