0.226809+0.0483292j 0.0483153-0.22737j -0.272052-0.0834388j -0.0844777+0.282364j 0.161262+0.08844j 0.112405-0.191943j 0.0457332-0.0955408j 0.145299-0.0324903j -0.183054-0.027708j -0.0719595-0.0710226j -0.0376684-0.0904362j -0.00994005-0.0545164j -0.0480954+0.0153266j -0.0687706-0.0488721j 0.0708994+0.0506682j 0.0466836+0.0529653j -0.057145+0.0522922j -0.0307662+0.00788377j -0.00749884-0.0239567j -0.0190258-0.121558j 0.062282+0.00152831j -0.0282323+0.0191164j 0.00922328+0.0238855j 0.058583+0.0652028j 0.0271432+0.0837166j 0.0214391-0.0192426j 0.00081174-0.0124006j -0.0194478-0.0724343j -0.0387738-0.0471383j -0.0265226-0.0206739j 0.00812679+0.0249613j 0.0311977-0.0223438j 0.0184316-0.00735325j 0.038686-0.0161027j -0.0626369-0.0179116j -0.0454742-0.0412517j 0.032297+0.0269068j 0.0464546+0.0206438j 0.0190661-0.0301398j 0.0078401+0.0126753j -0.0308343+0.0615799j 0.0210269-0.130657j 0.0027704-0.0348436j 0.0320465-0.0784799j -0.016202+0.0112496j 0.0199526-0.0467394j 0.000351988-0.00305241j 0.00580954-0.0228453j -0.00614638+0.00126157j -0.0148663-0.0282413j -0.00969772+0.0089026j 0.00284057-0.0035776j -0.0184524+0.0326965j -0.0292249-0.0277686j -0.00708379+0.120013j 0.0260384-0.0259145j -0.0115626+0.0905252j 0.0833402-0.0480821j -0.0780572+0.0349157j -0.0292695-0.0135702j -0.0758586+0.031412j 0.0553367-0.0270256j -0.0537344+0.0415762j -0.111372+0.0230554j 0.0466065-0.0429981j -0.0999009+0.0264183j 0.0999514+0.0395734j 0.0740083+0.0119784j 0.117377+0.13138j 0.0212222-0.17036j -0.0539363+0.070508j 0.0993276-0.0879634j 0.152338+0.0650417j 0.0136161-0.226121j -0.215601-0.011353j -0.0228613-0.186233j 0.186024-0.022862j 
-0.000780905+0.000200333j -3.66931e-06+0.000730617j -0.000703295+0.00200438j 0.00216275+0.000472295j 0.00218698+0.00144402j 0.00266784-0.00105462j 0.000578534-0.000643015j 0.0035757+0.00231898j -0.000726081-0.00234594j 0.00141157+3.57139e-05j -0.000135824-0.00208462j 0.0010807-0.00104001j -0.00111817+0.000471867j 0.000682847+0.000795554j 0.00199371-0.000153024j 0.000329339-0.00222483j 0.000930343+0.00145215j -0.000994697-0.000596076j -0.00347015-0.00194734j -0.000431688-0.00188536j -0.000496438-0.000105107j 0.00121672-0.00203985j -0.00201423+0.00170167j -0.00121351-0.00455282j -0.002472+0.00150275j -0.00204746+0.00118179j 0.00114148+0.00214144j 0.00163439+0.00156799j 0.00497288-0.000518255j 0.00444035+0.000313215j -0.000927653-0.000646488j -0.00017484+0.000872823j -0.000234035+0.00176476j -0.00121358+0.00109183j 0.0021465-0.00130772j 0.00230273-0.00439243j 0.00143423+0.000250667j -0.000888857+0.000393612j 0.00456156-0.00147673j -0.000591291-0.00261567j 0.000963604+0.00142808j -0.00296926-0.00197532j -0.00377955-0.00115694j -0.00384664-0.00350589j 0.00197114+0.00170341j -0.00565949-0.00150155j -0.00150449-0.00127055j -0.00204924-9.48438e-05j -0.00274263+0.000202792j 0.000551457+0.00298626j 0.000399397+0.000773929j -0.000286883+0.00302074j -2.83778e-05+0.000569802j -0.00130333+0.000783362j 0.00166117-0.0073191j 0.00250383-0.000376285j 0.000235733-0.000993466j 0.000251947+0.00394469j -0.00297816-0.000157409j -0.0010648+0.000450679j -0.000261881+0.00175543j -0.000435008-0.00275293j -0.000877949-0.00134147j -0.000645611+0.00591744j -0.000479503-0.00202305j 0.00161962+0.000147055j -0.000400848-0.000378395j -0.00168193+0.00113919j -0.00527974+0.00204983j 0.000644076+0.00346391j -0.000765545-0.000646831j 0.00180414+0.00175361j 0.00195259+0.00231765j -0.00137563-0.00188487j -0.000991952+0.00194777j 8.13119e-06+0.000238761j -7.76481e-05+0.000153468j 
0.000850154+0.00132362j 0.00174334-0.000868883j 0.00130539+0.00223038j 0.00104048-0.00151655j -0.000924174-0.000293717j 0.000297454+0.000746769j -0.000216055-0.0023489j 0.0013562-0.00128476j -0.00126542+0.000157353j -0.00209105+0.00192303j -0.000542007+0.000121978j -0.000680687+0.00308858j 0.00196132-0.000681017j 0.00115737-0.000120172j 0.00107508+0.000810085j 0.00224295+0.00230635j 0.00146291+0.000546674j 0.00102128-0.00205419j -0.00162556-0.00327029j 0.00143633-0.00163538j -0.000504813+0.00166219j 0.00080529+0.000502227j -0.000431843+0.000260833j -0.00140632+0.00196446j 3.72939e-05-0.000665991j 0.0015613-0.00190511j -0.00267158-1.48696e-05j 0.00149128-0.000712542j 0.000864783-0.000364074j -0.00258326-1.54179e-05j 0.00109085+0.00261586j -0.000179615-0.000380804j 0.00136488-0.00173717j 0.000495718+0.00164097j -0.00413507-0.000764946j -0.00308171+0.000833546j -0.00127248-0.00108069j 0.00111684+0.00223787j -0.00175325-0.00157327j 0.000126767+0.000872723j 0.000150459-0.000315649j -0.00193565+0.00284418j 0.00158103-0.000145744j 0.000977897+0.003308j 0.000274928-0.00329089j 0.00165769+0.00199852j -0.000471172+0.00233519j -0.0010221+0.00174242j 0.000223702+0.00177638j -0.00076566+0.000922864j -0.000697901-0.0015531j 0.000823264+0.000178463j 0.00205702-0.0017674j 0.00275584-0.000863975j -0.00190366+0.00224853j -0.00174889+0.00136687j -0.00175894+0.00107489j 0.000470706+0.00136314j 0.000121695-0.000127031j -0.000201161+0.00207255j 0.000915939+0.00317218j -0.00091382-7.07979e-05j 0.00134171+0.000428333j 0.000624566-0.00124878j 0.000543794+0.000522255j 0.00150305-0.000163691j -0.000775749+0.00229724j -0.0012118+0.0014788j -0.00140117+0.00204799j -0.00108218+0.000591617j -0.000450749+0.0028715j 0.000640156-0.00127721j 0.00161543-0.00403204j -0.000741472+6.09957e-05j 0.000672755-3.70881e-05j 0.00057331-0.000672288j 0.000600283+0.000392975j 
-0.000306463-0.00066072j -0.000557701+0.000269527j 0.00113866-0.000577004j -0.0008641-0.000668837j -0.000830177-0.00161022j -0.000654989+0.000119348j 0.000139383-2.13508e-05j -0.000282745-0.00200788j -0.000561063+0.00169852j 0.00120404-0.000388529j -0.00121211+0.00218496j 0.000794444+0.000428565j 0.000391699-3.84735e-05j 0.000314379+0.000914952j -0.000480899-0.00171959j 0.000713212-0.0027078j 0.00137853-0.00448811j 0.00127327-0.00180555j -0.000380329+0.00324892j -0.00207298+0.00408717j -0.00426268+0.00247494j 0.00530836+0.00353344j 0.00389646+0.000947109j 0.000434979+0.00189438j 0.000545136-0.00188523j -0.00243407-0.00205398j -0.00213798+0.00273228j 0.00142754-0.00865139j 0.00523738+0.00191411j 0.000838712+0.00376889j 0.000456805-0.00153138j -0.00293936+0.00292463j -0.00161493-0.00330833j -0.00283268+0.00375073j 0.00104442+0.000648398j 0.00567765-0.00418572j 0.0020649-0.00145215j 0.00315655-0.00232034j -0.00127502+0.00576839j 0.0037066-0.00425885j -0.0028475+0.00498319j -0.00420987+0.0027324j -0.00217918-0.000434713j -0.00504054+0.00280301j -0.00172345-0.000341167j -0.00106601+0.00193971j 0.00302239-0.00148753j 0.00278527-0.000827917j -0.00272867-0.000895591j -0.00135561+0.00140925j 0.000832714-0.00451039j -0.0079558+0.00209477j -0.00182898-0.00243267j 0.000780208+0.000463821j -0.00780358-0.00472272j 0.00663073+0.00210488j 0.000639858-0.00482399j -0.00147382-0.00173852j -0.00214817-0.00064093j -0.000171766+0.00127157j 0.000976316-0.00164777j -0.00126526-0.00107969j 0.0022103-0.000140758j 0.00727757+0.00287664j -0.000830801-0.000328476j 0.000312312-0.00348843j -0.001808+0.00122244j -0.00127341+0.00388471j 0.00122955+0.00371664j 0.00216202+0.000322888j -0.00103905+0.0011695j 0.00136764-0.000841222j 0.000830901-0.00218426j -8.44387e-05+0.000429201j 0.000910253-0.000838012j -0.000240485+0.000195633j -0.000195505-0.000353404j 
-0.0011487-0.000846889j -0.000855369+0.00160716j -0.00274932-0.000786287j -0.000316845+0.0020275j 0.00135794-0.000309663j 0.000733658-0.000835296j 0.00200952+0.00271329j -0.000928402+0.0011727j 0.000408746-0.00195721j 0.00194344-0.00280472j 0.000752013+0.000765012j -0.00183944-0.00149599j -0.00111835-0.00108084j -0.000948953+0.00246974j -0.00115581-0.00126364j -0.00283002+0.00217057j 0.000280471+0.00248243j 0.000431794+0.00171067j -0.000504398-0.00130569j -0.000986913+0.00220062j -0.00117282+0.000219244j -0.00138402-0.00165448j -0.00211486+0.00161358j -0.00208256-9.91779e-05j 0.000878774+0.000625378j 0.000626641+0.00172825j -0.00164246-0.00184157j -0.00304002+0.00258226j -0.00122901-0.000323452j 0.00146404-0.00226558j -0.00221183+0.000697562j 0.0024359-0.000215037j 0.000479262+0.00264155j 0.000151611+0.000436451j 2.28314e-05-0.00156125j 0.00166519-0.000353914j -0.000362381-0.000184838j -0.00115026-0.000849489j 0.000770173+9.30518e-06j 0.000471713+0.00159745j 0.00128025-0.000367595j -0.00167607-0.00347208j -0.000836984+0.000217517j -9.60527e-06-0.000531687j 0.00127867+0.00127723j -0.00120219+0.00122035j -0.00137663-0.00298743j -0.00096351-0.000378755j 0.000269363-0.0027433j 0.0010037+0.00121843j 0.000675879+0.000779036j 0.000747915+0.000292836j -0.000306736+0.00230232j 0.000149154+0.00176633j 0.000323043-0.00245686j 0.000463795-0.000713197j -0.00154285-0.000215407j -0.000605153-0.000424195j 0.000448261+0.000119317j -0.00190431+0.000288888j -0.00105585-0.00125893j -0.00165465-0.000540735j -0.00108847+0.000430057j -0.000967802+0.00157021j -0.00332235-0.00109693j -9.08702e-05+0.00169657j -0.00207308-0.000472598j 1.6293e-05-0.00401302j -1.42389e-05+3.67026e-05j -0.00109135-0.0009439j -0.00353183-1.67776e-05j 0.000600323+0.00278858j 0.00109314+0.000253915j 0.000788571-0.000383941j -2.14033e-05-0.000491509j -0.000214732+0.000364829j -0.000221972-0.000331296j 
-0.00260668+0.00118457j 0.00086818+0.00264202j 0.000105265+0.000360569j 0.00172324+0.000565254j -0.000658549-0.00258834j -0.00236352-0.000723579j -0.000866369-0.000624291j 0.000343418-0.00233723j 0.00198376+0.00081164j 0.00386507-0.00291964j -0.000202122+0.00391532j -0.00183576-0.00112455j 0.00189365+0.00232364j -0.00162745-0.000806733j -0.000732878-0.00332061j -0.00531873-0.00216981j -0.00147645-0.00382943j -0.00111888-0.00353335j 0.00258402+0.00144225j -0.00037716+0.00987036j -0.00278121+0.00305709j 0.0060775+0.00682623j 0.00342746+0.00182614j 0.00213959+0.00144614j 0.00376305-0.00265877j 0.000702804-0.000613046j -0.00481553+0.000358577j 0.000336288-0.010478j 0.00322066+0.00585749j 0.000472939+2.28902e-05j -0.000751806-0.000284928j -0.00293961+0.000687073j -0.000111896-0.00450751j -0.00510472+0.00524602j 0.000337359-0.00141455j 0.00397153-0.00327749j 0.00169441-0.00435411j -0.000952373-0.00146551j -0.0031246+0.00489427j 0.00473531-0.00156135j -0.0058276+0.00512748j -0.00230294+0.00172686j 0.00316374-0.00205501j -0.00235253+0.00729335j 0.000235119-0.00112421j 0.000122841+0.00342128j 0.00159052-0.00153657j 0.00221953-0.00391434j -0.00261806-0.000844585j -0.0032582-0.00129863j 0.00266826-0.00437645j -0.00921887-0.000975273j -0.000493206+0.00077717j 0.00347776+0.0017842j -0.010192-0.00044758j 0.00363877+0.00205807j -0.000854968-0.00625895j -0.0037871-0.00387976j -0.000240469+0.000578698j -0.00113859+0.00334261j 0.00119053-0.00219626j -0.00277919+0.000445872j 0.00313958-0.000166679j 0.0056041-0.000942584j -0.0013382+0.000297149j -0.00388145-0.00312106j -0.000390504+0.000133001j 0.002137+0.00151071j 0.0052975-0.000653922j 0.00182528-0.00165964j -0.000527662+3.70764e-05j 0.000264254+0.00122764j -0.00340358+0.000628148j 0.000278943+0.000268415j -0.000585929-0.000734832j -0.000242024+0.000988107j -0.000964633-0.00020982j 
0.00036835-0.000326219j -0.000301864-0.000455258j 2.07761e-05+0.00122711j 0.00112476+1.99492e-05j 0.00145585+0.00149104j 0.00267557-0.00214537j -0.000292773+0.000726747j 0.000749682+0.000575907j -0.000646211-0.00171008j 0.00128541-0.0014327j 0.00193929-0.00146226j 0.00129699+0.000248388j -0.000127384-0.00152257j 0.00209995+4.95629e-05j -0.00181935-0.00430871j -0.00226492+0.000421442j 0.00225436+0.000235177j -0.00259651+0.000581464j -0.00162289-0.00228044j -0.000819596+0.00575277j 0.000744461+0.000139777j 0.000781656-0.0024729j -0.00255968-0.000123518j -0.00120705+0.00263897j 0.0026798+0.000160866j 0.00172021-0.00058017j -0.00243978+0.000640913j -0.00454783+0.00181474j 2.12168e-05+0.000456143j -0.00125713-0.00496022j -0.00206839+0.00147941j 0.00138531-0.000800793j 0.000635644-1.20238e-05j 4.87323e-05+0.00456375j -0.000566082+0.00149924j 0.00359233-0.000487618j 8.63803e-05-0.00183577j -0.000579658-0.000809902j 0.00137276+0.00238086j -0.000119605-0.000303384j 0.00210564-0.000392688j -0.00297907-0.00221392j 0.00125118+0.00175535j -0.000386016-0.000292764j -0.000154357+0.000261661j 0.00194147+0.000947091j -0.000289511-0.00295485j -0.00132658-0.000189634j -0.000690455-0.00367693j -0.000528522+0.00231491j 0.000395453+0.000590982j -0.000335246+0.00215368j -0.000807349+0.00225431j 0.00211192-0.000395786j -0.000820033-0.000916786j 0.00270081+0.000801844j -0.0031615+0.000867176j -0.000787965-0.0012506j -0.000748042+0.00140815j -0.00336819+0.000482044j 0.000351061-0.000108691j -0.00195262+0.000878877j -0.00255269+0.000544072j 0.00115906+0.00208962j -0.00340756+0.00219923j 0.000869191-0.00238569j -0.000262092+0.00109856j -0.00268116-0.0026114j 0.00373293+0.00136815j 0.00171367+8.74387e-05j -0.00173016+0.000821815j 0.00092565+0.00328653j -0.00363342-0.000884997j -0.00170229-0.000816685j -0.00104372+0.00123223j 0.000191699-9.93237e-05j 6.27538e-05+0.000174178j 
0.00019492-0.002038j -0.00195206-0.000171009j -0.00177098-0.00195497j -0.0024983+0.00140269j -0.00233303-0.000148809j -0.000663292+0.00197172j 0.00070896+0.00028033j -0.000690334-0.000685873j -0.002874+0.00124932j -0.00194125-0.00237733j 0.00165806-0.00123976j 0.000381352+0.00270514j 0.00353137+0.00129041j 0.00305549+0.000392111j 0.00148526-0.000449927j -0.0011933+0.00100474j 0.00141961+0.000971119j 0.000772499-0.00474583j -0.00232675+0.00223588j 0.00145216+0.00287652j 0.00172687-0.00377309j -0.000180918-0.00379258j 0.0024635+0.000990745j 5.39047e-05-0.000260633j 0.000233093+0.00100332j -0.000907667+0.00271103j -0.00278676-0.000775045j -0.000808281-7.99075e-05j 0.00153668-0.00342043j 0.00106137+0.00148506j -0.00279887-0.00184796j -0.00029487+0.000635168j -0.0042574-0.000565666j -0.00271214+0.00267658j 0.00226847+0.00060003j -0.000843019-0.003001j 0.000912211-0.000121799j 0.00148437+0.000256773j 0.0046012+0.00273552j -0.00148516-0.00288121j 0.0035776+0.000166368j -0.00136948+0.000431825j -0.00177585+0.00140494j -0.00410584-0.00444543j 0.00058781-0.000905097j -0.00058514+0.00195444j 0.000388923-0.00249896j 0.00106432-0.000773025j -0.000483877-0.0017393j -0.000288071+0.00230502j 0.00049667-0.000668064j -0.0014921+0.00366932j 8.29147e-05-0.00122319j 0.000991833+0.00069551j -0.00277665-0.000252737j 0.00678958-0.0020257j 0.000764003-0.00249761j 0.00161266-0.00050479j -0.000131738-0.000511572j -0.000349091+0.00109067j -0.00121227+0.00101055j 0.000270268+0.00217356j 0.00187143+0.000180805j 0.00200943+0.0014823j -0.000125674-0.00239605j 0.00301028-0.00462291j -0.0046174-0.00365875j 0.00161835-0.000455702j 0.0019724+0.00206546j 0.00131845-7.16825e-05j -0.00092029+0.000391565j 0.000979381-0.000418111j 0.00111082-0.00036581j -0.000300741-0.00101326j -0.000638169+6.87309e-05j -3.62529e-05+0.000308116j -0.000285886-8.97242e-05j 
-0.000123891+0.000145703j 7.98625e-05+0.000162949j -0.00086647-0.0019072j -0.00160186+0.000722073j -0.00306786-0.00121655j -0.00257101+0.00245386j 0.000485808+8.26747e-05j -0.00130389-0.000216296j -0.000434032+0.000107532j 0.000363299-0.00267842j 0.00254283+0.00118633j -0.00174894+0.00213304j 0.0034468+0.0025206j 0.00104368+5.94299e-05j 0.00177225+0.000660239j -0.00207871+0.00178853j -0.000712801+0.00252825j 0.00013198-0.00483601j -0.00123284+0.00124072j 0.00102786+0.0024101j 0.00435623-0.00453398j -0.00199149-0.00173196j 0.00199947+0.00300096j 0.00131568+0.000102395j 0.00130297+0.00108535j 0.000792906+0.0032448j -0.0033882-0.00362875j 0.00105833+0.000464559j -0.00271742-0.00111978j -0.000882375+0.000641728j -0.0010231-0.00113123j 0.000167727-0.00219528j -0.00283725-0.00193148j -0.00369773-0.00170097j -0.000348046+0.000478424j -0.00495425+0.00287532j -0.00157457+0.000268748j -0.000542522+0.0021653j 0.000393613+0.00029049j -0.000492869+0.00113491j 0.000294461-0.00211733j 0.00399877+0.000259187j 0.00252309-0.000735014j 0.00175529-0.00365818j 0.00119781-0.00245481j 0.0013843+0.00166417j 0.000154539+0.000696601j 0.00177418-0.00100273j 0.00299377+6.97676e-05j -0.000512042-0.00191523j 0.000523661+0.00061245j 0.00050856-0.00287462j 0.00214361-0.000754672j 0.00112236+0.000583676j 3.1482e-05+0.00495032j 0.00096223-0.000655414j 0.00297299-0.00146319j 0.00258209-0.00124135j 0.00322075-0.00150987j 0.00132439+0.00116515j 2.85039e-05+0.000202222j 0.000297965+0.00384405j 0.00336842-0.000179517j -0.00281653-0.00327659j 0.00165215-0.0031451j 0.00172189-0.00125254j -0.00218948-0.00566483j 0.0049164-0.0022927j 0.00296599-0.00236209j -0.00132119-0.00195085j 0.000786276-0.000146403j -0.000666346-0.000923392j -0.000523325+0.00132748j 0.000506561+0.00091166j 0.000327927-0.000142525j 0.000295165+0.000620345j -0.000655363+0.000327509j 
-0.000876318+0.00132076j 0.00100781+0.000918733j 0.000505368+0.00167697j 0.0028407-0.000528843j 0.00225836-0.000628477j 0.000800659-0.00231163j -0.00125378-0.000350872j 0.0027599-0.000862628j -0.000365223-0.003148j 0.00397791-0.00338403j 0.000661397+0.000608192j -0.000902726-0.000936902j 0.00101201+0.000654933j 0.000233772-0.000135534j 0.00201619-0.00321162j -0.00233528-0.000451671j 0.00075623+0.00269695j -0.00555804-0.00364531j -0.00610306-0.000967217j 0.00105403+0.00104436j 0.00154921+0.000542501j 0.00172151-0.0017053j -0.00115801+0.00505387j -0.00124806-0.00308563j 7.45222e-05+0.000254979j 0.000286134+0.00223029j -0.00289843+0.00354409j 0.000707813-0.000208775j 0.00258034-0.000937815j 0.00525124-0.00213753j 0.000159968+0.00131337j 0.000298685-0.00159404j -0.000816344-0.00055893j -0.00177615+0.00225787j -0.00130031-0.000949065j -0.000715702-0.00160006j -0.00161532-0.000916365j -0.00226019+0.00124954j 0.0022317-0.00423056j 0.00183901-0.000896095j -0.000373664+0.000812729j -0.000855474-0.00106343j -0.00172163-0.00379277j 0.00135362-0.000724737j 0.00192647-0.000322662j -0.00374987+0.00221552j -0.00266166-0.000926556j -0.00186056-0.000724893j -0.0011645+0.00054024j 0.00191519+0.002113j -0.000298632+0.000293242j 0.000880415-0.000103145j 0.00220719+0.000385744j 0.000751744+0.000113027j -0.00134329-0.00340733j 0.00105307-0.00115656j -0.00153095-0.00138872j 0.00113186+0.00201901j -0.00213733-0.00123565j 0.00138166+0.00464784j 0.00335868+0.00123109j -0.00180559-0.000428974j 0.00100328-0.00430579j -0.00261293+0.00298279j -0.00327055-0.00288604j -0.000318168+6.36344e-05j -9.16019e-05-0.000609554j 0.00311343-0.00160802j -0.00136312+0.00208765j -0.000841872+0.00223815j -0.000437128+0.0017393j 0.00212589+0.00258994j -0.00113131+0.00156137j -0.0016077-0.00102004j -0.00098576+0.00181638j 0.000273134-2.59656e-05j 0.000156154+0.000389861j 
-0.00144607+0.0015851j 0.0013982+0.00157j -0.000311916+0.00122341j 0.00227382+0.000637748j 0.000700503-0.00101017j -0.000452729-0.00084178j -0.000613714+4.13368e-05j 0.000114789-0.00085718j 0.0016044-0.000852774j 0.00364381-0.00151768j 6.1726e-05+0.00279945j -0.00114765-0.000737213j 0.000531387-0.00160282j -0.00314646-0.000211286j 0.000631614-0.00175308j -0.00145324+0.00103402j -0.000329231+0.000678948j -0.00400741-0.00174837j -0.00242548-0.000676949j 0.00062125+0.000193062j -0.00111979+0.00209297j 0.00156374+0.00233304j 0.000276031+0.0036735j 0.000607555-0.00043415j 0.00027716-0.000587469j 0.00110087+4.29073e-06j -0.00295726+0.00210446j 5.94743e-05-0.00344237j -7.9072e-05+0.0018779j 0.00252199+0.000179098j 0.00106152+0.00198591j -0.00020516-0.00129924j 0.000428269+0.000111677j -0.000104618+0.000962014j -0.00288713-0.000887584j -0.00128995+0.00183206j -0.00232897-0.00100466j -0.00143974-3.69456e-06j -0.0022884-0.00240176j 0.00287217+0.00150395j -0.00348691+0.00116462j 0.00192481+0.00073559j 0.00147452-0.00372413j 0.00355449+0.00359147j 0.000170698-0.00170708j 5.21892e-05+0.00117678j -0.00103571+0.000654148j -0.000613527-0.00139347j 0.0003464+0.00110058j 0.00124982-0.000336844j -0.000129662-0.000754501j -0.000716611-0.00255756j 0.000125577+0.000180116j 0.00102382-9.21046e-05j -0.00130978+0.00163144j -0.00194142+6.62431e-05j -0.000953765-0.00134865j -0.000381065+0.000246106j 0.000566239-0.000729706j 0.00186043+0.00357814j 0.00303528-0.000479646j -0.00175543+8.24143e-05j 0.00227186-0.00243153j -0.00297162-0.00125311j -0.00219775-0.00191379j -0.00334199+0.00109716j 0.000154255+0.00129532j 0.00321715-0.00242432j 0.00128169-0.000819292j -0.00139806-0.000528j -2.16444e-05+0.000919053j -3.67949e-05+0.00138687j -0.00203486+0.000431255j -7.62405e-05+0.000185283j -0.000420753+0.000118491j -5.54564e-05+0.000509755j -0.000488445-3.37734e-05j 
-0.000234475+0.000146664j 0.000239981+0.000316737j 0.000624927+7.20435e-05j 9.71193e-05-0.00026111j 0.000123178-0.000513812j -0.000215811-4.19248e-05j -0.00146846+0.000475287j -0.00140917-0.00242548j 0.00120184+0.00106651j 0.00123948+0.00259204j -0.00267138+0.00371558j -0.00216399-0.000844833j -0.00170912-0.00133838j -0.00372033+0.000505433j 0.000550626+0.00213041j 0.00306665-1.55677e-06j -0.00106114-0.000738853j 5.31934e-05+0.000568432j -0.00305741-0.00085485j 0.000481478-0.00569331j -0.00236167+0.00403058j 0.00174295+0.00231296j -0.000464068+0.00287958j 0.00113814+0.000647411j -0.00276356-0.00139301j -0.00208777-0.00259888j -4.31658e-05+0.00292406j 0.00191325-0.00318342j 0.00135658-0.000236715j 0.000700112+0.00508939j 0.00353967+0.00095709j -0.000215544+0.000570349j 0.000499317-0.00114082j 0.00330273-0.000699926j -0.00263905+0.000145949j -0.00104448+0.000774297j -0.00222962+0.000834001j 0.00143406-0.000765809j -0.00270593-0.00183397j 0.00302946+0.00047424j -0.00321388+0.00118227j 0.000951292+0.00385074j -0.00102963-0.00385558j 0.00362597+0.00445377j -0.00229381+2.90132e-05j -0.000635762-0.000656846j 9.79485e-05+0.00201232j 0.00139879+0.00114045j 0.000782595+0.00278597j 0.00164676+0.000597802j -0.00254363-0.00158625j 0.000641454-0.00104393j 8.88528e-05-0.00119989j -0.000765461-0.00208839j -0.000913416+0.000540415j -0.00258152+0.000879694j -1.45427e-05+0.00136335j -0.00131106+0.00114196j -0.000734273-0.00139309j 0.00237361+0.00198932j 0.00255297+0.000493144j 0.000567766-0.00219312j 0.00250802-0.00176678j -0.000401502-0.00226805j 0.000802452-0.00035893j -0.00268527+0.00344412j 0.00246316+0.00332293j 0.00159135+0.00210505j -0.00185918+0.0013181j -0.00118342-5.9651e-05j 0.000433559+0.00149667j 0.000119983-0.000951098j 0.000305708-0.00155159j 0.000500537+0.00151405j 0.00146619-0.000869298j -0.000377331-0.000526003j 0.000493539-0.000475111j 
-0.000257442-0.00103885j -0.00128681+0.000331117j 0.000259075-0.00158881j -0.00123817+7.78618e-05j 0.00106255-0.00116846j -0.00150113-0.000885897j -4.52396e-05+0.000818222j 0.000252959-0.000788952j -0.000554782+0.000373974j 0.00197085+0.000237537j -0.00180218+0.000227986j -0.000755206-0.00100741j 0.000674104+0.00017615j -0.00153525-0.00158018j 0.000518838+0.00225421j -0.00131533+0.000685298j -0.00128467+0.000885913j 0.000967851-0.00203138j -0.00370583-0.00251968j 0.00352393-0.000307778j -0.00108033-0.0011075j -0.000666272-0.000217619j -0.00236345+0.00393141j 0.00240039-0.00128739j -0.00107054-0.00185177j -0.00166305-0.00015839j -0.00279519-3.50485e-06j 0.00209189+0.00061231j 0.00161092+0.000194324j -0.00143886+0.00487673j 0.000330536+0.00106185j -0.00035336-0.000338688j -0.00230727-0.000421022j 0.000739739+0.000408997j 0.00039233-0.00102051j -0.000684645-0.00143047j -0.0021088-0.000383486j 0.000215798+0.000299614j 0.00244517-0.000968824j 0.000529055+0.00180291j -0.00174412-0.000669454j -0.000591777+0.00146645j 0.00160919-0.00391428j 0.00029148+0.000690437j 0.00108948-0.000417919j -0.0018367-0.00182592j -0.000970774-0.000938216j 0.000120855-0.000116147j -0.00121187-4.884e-05j 0.000395487+0.00265809j 0.000670523-0.000737926j 0.000403016-0.000344883j 0.0012207-0.000698142j -0.000487824-0.00064221j 0.00107108-0.000712972j 0.00132098-0.000605747j 0.00121084-8.79919e-05j -0.000976455+0.00166633j 0.00117626-0.000860294j -0.00121142+0.0044058j 0.00101532+0.00116833j 0.00019324-0.000586028j 0.00327019+0.00135506j -0.00182337-0.0015605j 0.00258101-0.00262893j -0.00123018-0.000654797j -0.000898938-0.00182324j 0.00240218+0.00236542j -0.00189534-0.001252j -0.00160655-0.00129084j -0.00139492+0.000664436j 0.000930731+0.000920825j 0.000502489+0.00174395j -4.87973e-05+0.000764027j 0.000759095+0.000341249j -0.000124842-0.000270985j 0.000356265-7.01153e-05j 
