-0.043496+8.82053e-14j 0.337882+4.52555e-14j 0.0836882-1.4006e-16j 0.0138274+4.09281e-16j -0.0783443-1.83384e-16j 0.150259+3.2733e-15j 0.138252+7.919e-16j 0.0934535-1.9527e-14j 0.140513+2.72671e-14j -0.16766-1.61916e-14j 0.0102258+1.49746e-15j 0.0730987-1.51213e-15j -0.0274768+5.59608e-15j 0.0844489-1.14539e-14j -0.00881236-3.26075e-15j 0.0551827+2.14551e-16j -0.0815278+1.20863e-14j 0.0572761-2.91228e-15j 0.0710196-4.08895e-15j -0.0652591+5.93666e-15j -0.0901408-3.73273e-17j 0.0143362+6.61554e-16j -0.0207489+9.70368e-16j -0.112549+1.53277e-14j -0.0177461+6.62994e-15j -0.086395-2.60674e-15j 0.0125042+1.14394e-15j 0.0641515+2.14938e-15j 0.00731123-1.31291e-14j -0.0283137+1.77361e-13j 0.0760706+4.56912e-13j -0.00983269+2.28539e-14j -0.00228125-8.61426e-16j 0.0486086-5.18834e-16j -0.080731-1.63448e-16j 0.0967054-1.19283e-15j 0.113742-1.38656e-16j -0.0546393+1.35373e-15j 0.117692+1.05885e-15j -0.115569-2.61282e-15j -0.117856+2.50436e-15j 0.103413-3.67906e-15j -0.000487702-3.9055e-15j -0.0252043+1.50883e-15j 0.00475457+7.81086e-16j -0.0130789-4.21465e-16j 0.065228+7.19531e-16j 0.0720814+1.66626e-15j 0.00870016+2.45398e-15j 0.00345791+3.82797e-16j -0.00637969-7.32103e-15j 0.0608497+5.65409e-15j 0.0385831+2.28728e-15j -0.00226103+2.27185e-15j -0.0367964+1.0675e-15j 0.00540622+1.17053e-15j -0.0362666+1.31475e-15j -0.0159652+4.89122e-16j -0.0328988-1.87502e-16j -0.0128586-4.41408e-17j -0.0678751-2.10684e-15j -0.0047768-1.90257e-15j -0.0666143-1.82944e-16j -0.0312247-7.42739e-16j -0.0613199-1.1297e-15j 0.085136-1.44518e-16j 0.0157165+5.418e-16j 0.066222+2.83784e-16j -0.126502-2.02155e-15j -0.0151979-2.01063e-15j 0.098215+4.60343e-14j 0.1196-1.37002e-13j 
-0.0318642-1.34604e-14j 0.0238249-7.22967e-15j 0.0186288-2.19429e-17j 0.0104067-2.3798e-16j 0.014261-3.80584e-16j 0.0209312-1.49705e-17j 0.0086087+3.24296e-17j -0.00437283+1.22708e-15j 0.0172779+2.50558e-15j -0.00912628-1.24045e-15j 0.0157448-5.2664e-16j 0.00504251+1.7767e-16j -0.00673838+7.06928e-16j 0.00368042-1.09609e-15j 0.0145989-5.09672e-16j 0.000120382-5.99661e-16j -0.0115553+1.31788e-15j 0.0085725-4.74975e-16j 0.0120838-8.19415e-16j 0.000578883+6.10156e-16j -0.0122674+2.89292e-16j 0.0111313+3.26151e-15j 0.00899339+6.6455e-16j -0.00693835+9.03498e-16j -0.000712878+6.19086e-16j -0.00175617+8.21342e-18j -0.00569933-3.06999e-16j 0.00286948-2.99132e-17j 0.00209582-3.70094e-15j -0.00810122+5.10103e-14j 0.0040042+1.98809e-14j -0.0139102+1.41109e-15j 0.00762432-5.37701e-15j 0.00572947-5.92039e-16j 0.0045777-1.8514e-16j 0.0157529-5.16701e-16j 0.010741-4.3687e-17j 0.00328452+5.54193e-17j 0.021993+5.8432e-17j -0.00860689+1.57389e-16j -0.00925462+6.05104e-16j 0.0117141-2.36651e-16j -0.00140374-5.64207e-15j -0.00489926+4.73791e-16j 0.00327439+1.20098e-16j -0.0055198-2.46187e-16j 0.00203472-8.68955e-17j 0.00837247+5.23262e-16j 0.00259789-3.10034e-16j -0.00950974-5.01546e-16j 0.00769612+2.07901e-15j -0.00733305-1.35908e-15j -9.26245e-05-2.34207e-16j -0.00400127+1.18644e-15j -0.011568+8.34378e-16j 0.00780799-3.77592e-16j -0.00412069-1.87958e-16j -0.0051382+2.37533e-16j -0.00660794-3.2378e-16j -0.000797913-7.94714e-17j -0.0162681-3.42995e-16j -0.0160984-8.94689e-16j -0.0246486+1.82425e-16j -0.00339486-1.07623e-16j 0.00366195-3.76669e-16j 0.0204513-1.72695e-16j 0.000867571-3.74226e-16j -0.00586637-9.50651e-17j -0.00551538-3.70098e-16j -0.00255286-2.71839e-16j 0.036121-7.02553e-15j -0.000466296+1.97905e-14j 
-0.0264413-3.24114e-14j -0.0397288-1.60327e-14j 0.0145618+1.25791e-16j 7.83893e-05+1.19026e-16j 0.0171523+2.16479e-16j 0.000229536+2.3324e-16j -0.0174767-3.64021e-17j -0.0176726+3.90135e-15j -0.00266792-1.64437e-15j 0.0229405+9.90031e-16j 0.0177972-6.86161e-16j -0.00625655+3.21671e-16j -0.00113662-6.91617e-16j -0.014039+1.47548e-15j 0.0149259+3.16515e-17j -0.00767151-5.64276e-16j 0.00506338-1.05227e-15j -0.00129533+3.65145e-16j 0.0034074+7.14624e-16j 0.0161555-7.85132e-16j 0.00540716-4.64544e-17j 0.00391646+1.33219e-15j 0.00598712+3.19179e-16j 0.0145701-1.54154e-15j -0.00594748-7.13661e-16j 0.0117446+2.11788e-16j -0.0118545-5.10596e-16j -0.00769765-5.35948e-16j -0.0068629-1.46227e-15j -0.0043934+2.42801e-14j -0.0133368-8.21609e-14j -0.0052242-4.05381e-15j -0.00585666+3.01119e-15j 0.0140352+3.06092e-16j 0.00110241-1.06843e-17j 0.00826472-7.32642e-17j -0.0121399+2.03108e-16j 0.00252618+2.08056e-16j 0.0123476+4.4677e-16j 0.0264053+1.5466e-16j 0.0174965+6.08457e-17j 0.00779628+1.56334e-16j -0.00314433-1.22334e-14j -0.00226608+4.28557e-16j -0.00273538-2.33265e-16j 0.00218934+7.8393e-17j -0.0148758+6.30611e-17j -0.0120941+1.12815e-17j -0.0126582-2.36789e-15j -0.00219981-5.65477e-16j 0.00105614+3.23428e-15j -0.027134-1.88985e-15j -0.00219574-1.03473e-15j -0.00869679+1.24372e-15j 0.00411508+4.949e-16j 0.0157842-1.42674e-15j 0.00867957-1.65193e-15j 0.00332607-3.16955e-16j 0.0056552-2.65567e-16j -0.00124227+6.95636e-17j 0.00924374+2.10233e-16j -0.0157877-5.91458e-16j -0.00688316-2.83792e-16j 0.0268443+1.46751e-16j 0.00921718-1.63968e-17j -0.00917784+3.16425e-16j 0.0184593+2.1868e-16j -0.0131718-1.37347e-16j 0.0119717-2.08128e-16j -0.0203531-1.56946e-16j -0.000681348-2.1765e-14j -0.0416991+6.567e-14j 
-0.00817695-7.01968e-17j 0.0170384+5.98429e-16j 0.0147732+3.8814e-16j -0.0078783+3.02122e-16j -0.00579958-2.84084e-16j 0.00731528+4.77001e-16j 0.00405575+2.56516e-16j 0.00427151-8.73906e-16j 0.0101764+1.96631e-15j -0.00576122-1.27234e-15j 0.00599268+3.80672e-17j 0.00607766+8.42989e-17j -0.00104238+1.62446e-17j 4.83504e-05+1.57434e-17j 0.00399396-3.10314e-17j 0.00286293-5.94128e-17j -0.00288598+4.19128e-16j 0.00265073+1.14101e-16j 0.00470136+9.36669e-17j 0.00197512+1.28795e-16j -0.00630867-9.40968e-17j 0.00328778+9.79025e-16j 0.00239586+4.28114e-16j -0.00494092+5.25482e-16j -0.00116698+2.00151e-16j -0.00562279-1.17999e-16j 0.000200849-7.55017e-17j 0.00474401+2.07061e-16j 0.00253821-1.78139e-15j -0.00359867+2.30587e-14j -0.00612003-3.80697e-14j -0.00409664-1.94169e-15j -0.0222275+1.30835e-14j 0.00130327+1.52942e-15j -0.0245106-7.58159e-16j -0.00216958+4.12837e-16j 0.00179728-9.37806e-17j -0.0139517-6.16441e-17j 0.0111925+6.72742e-16j 0.00190189+1.1293e-16j -0.00502256+4.894e-16j 0.0323223+2.34509e-16j -0.00246695-1.01154e-14j -0.00521376+1.53942e-16j -0.00814025-5.11384e-16j -0.00517958+4.64627e-17j -0.00338579-1.87235e-16j 0.00382465-1.64291e-16j -0.00975763-1.75327e-15j 0.00195441+5.99095e-16j -0.01503-3.82637e-15j 0.0106012+2.37308e-15j 0.00606593-6.72728e-17j -0.00788003+7.52887e-16j 0.00246728+2.99933e-16j 0.00768149-3.3963e-16j 0.00644791-6.53627e-16j -0.00488162-3.98972e-16j 1.86496e-05+1.04476e-17j -0.00383617-1.04761e-16j 0.0129662+6.28567e-16j -0.00224711-2.44392e-16j -0.00349474-3.75434e-16j 0.00348358+5.1979e-16j -0.0124634-1.6317e-16j -0.00236095+9.96391e-17j -0.00512201+2.94531e-16j 0.0191113+2.01305e-16j -0.02542-9.47266e-16j -0.0159719-9.87673e-16j -0.00154082+1.81811e-15j 0.00252809-5.10493e-15j 
-0.00082376-1.91242e-15j -0.0042838-1.18638e-15j -0.00446357+4.85313e-17j 0.0327814-3.71488e-17j -0.00961796-2.95826e-16j -5.15763e-06+7.12232e-18j -0.000645993-1.3875e-16j -0.00382815+1.13817e-15j 0.0087137+1.20455e-15j -0.00768819-7.07691e-16j -0.0115427+6.67461e-16j 9.81756e-05-2.83478e-16j -0.00419509+2.9116e-16j -0.000755093+1.22617e-16j -0.000784961+1.37543e-16j -0.00262207-2.75564e-16j -9.76084e-05+1.77574e-17j -0.000924121-1.55072e-16j -0.00546706-5.52377e-16j -0.00423405-2.17183e-16j 0.0013883-8.83814e-17j 0.00833786+2.84048e-15j 0.00805819+5.6978e-16j 0.00265647-4.07676e-16j 0.000748209-3.17359e-16j 0.00578333+4.08144e-16j -0.00105851-8.16472e-17j -0.00307052-1.24286e-16j 0.000973681-3.03864e-15j -0.0069776+4.35635e-14j 0.00382613+2.09734e-14j -0.00639257+1.22244e-15j 0.0221792-1.50938e-14j 0.02984-7.40124e-16j -0.013769-7.43966e-16j 0.00598635-1.69033e-16j 0.00117076-4.16207e-16j 0.0113172+5.71162e-17j 0.0150865+3.89317e-16j 0.00345429+4.13593e-16j -0.0218186+2.71782e-16j -0.00425066+3.09412e-16j 0.00182956+7.29534e-15j -0.00707281+2.15347e-16j 0.0011348-3.77997e-16j 0.00678892+7.06122e-18j -0.00495616-3.55744e-16j -0.00296502-1.90675e-16j -0.00360212-1.13546e-15j 0.00103392-2.85826e-16j 0.00739516+1.94874e-15j -0.00851192-1.0687e-15j -0.00170362-4.11538e-16j 0.00709805+3.71294e-17j -0.00621325+4.58963e-16j 0.0134035-1.03635e-15j 0.0126154-1.21086e-15j -0.00521618-6.1351e-16j 0.00886197+7.27212e-17j -0.0046782-5.60708e-16j -0.0117872+1.11912e-16j -0.0132483-2.57066e-16j -0.0111317+7.61185e-17j -0.00173233+2.24984e-16j 0.0253313+3.06886e-16j 0.00639926+4.38145e-17j 0.00698307-1.32858e-16j -0.0208952+3.86229e-16j 0.00917509+1.8117e-16j 0.0067466-6.86994e-17j 0.0143959-1.01695e-14j -0.0136423+2.91169e-14j 
-0.00675474-7.1311e-15j -0.00666696-3.52475e-15j 0.00655258+9.1581e-17j 0.00950986-4.40341e-17j 0.00446419+1.18892e-16j 0.00904263+3.22634e-16j -0.00679515-1.27083e-16j -0.000548+1.07051e-16j 0.00848191+8.16674e-16j 0.000973547-4.35858e-16j 0.00598449-8.48677e-17j -0.00209975+1.98319e-17j -0.00393574+1.55695e-16j 0.000322579-1.58548e-16j 0.00224566+2.53296e-16j -0.00395948-1.62143e-16j -0.0010126-2.01491e-18j -0.00133806-7.09497e-17j 0.0035224-1.30043e-17j 0.00299151-1.20532e-16j -0.000721174+5.65259e-17j 0.00643845+1.606e-15j 0.00206075+4.30305e-16j 0.00280083-2.34025e-16j -0.00256732-2.69888e-16j 0.00379187+1.53273e-16j -0.00236746-2.4605e-16j -0.00291895-1.24668e-16j -0.00638293+1.08275e-15j 0.00174028-1.3466e-14j 0.00400183+2.23309e-14j -0.0052136+1.16862e-15j 0.0106235-6.916e-15j 0.0150862-3.18344e-16j 0.00961231-8.29189e-17j 0.0156884-5.3138e-16j -0.0174863-2.604e-17j -0.00724084+3.87113e-16j 0.0147077+4.13374e-16j 0.00520623-8.15395e-17j -0.00589486-2.94146e-16j -0.00830046+1.41817e-16j -0.00355719-1.40788e-14j 0.00165239-9.61823e-17j 0.00836773-4.31903e-16j 0.0136695+4.81269e-16j 0.0092089+1.35864e-16j -0.01309+1.1276e-17j -0.000437102-3.98183e-16j -0.00689196-8.50675e-16j 0.011844+3.73545e-15j -0.0127873-1.92947e-15j -0.00473276-1.54284e-17j 0.0110647-1.34036e-15j 0.00342514-6.30318e-16j 0.0014537-1.54809e-16j 0.0081785-5.75551e-16j 0.000410849-4.05684e-16j -0.010198+1.30296e-16j -0.00375443+4.0536e-16j -0.00822635-6.37827e-16j -0.0139461-9.20458e-16j -0.00269787-2.34202e-16j 0.000966197-5.25617e-16j 0.0132336+1.44071e-16j -0.00976882-6.73281e-17j 0.0200407-1.09156e-16j -0.0194008-1.82839e-16j -3.57518e-05-8.60294e-17j 0.00453551+2.08373e-16j -0.0012636-5.61954e-15j -0.0113321+1.73103e-14j 
-0.00230357+4.67149e-15j 0.01831+1.2192e-15j -0.00687569+5.37651e-16j 0.0129071-5.72157e-16j 0.00894854+2.99547e-17j 0.00070386+3.58488e-16j 0.00269958-5.38232e-17j 0.00381163-1.02363e-15j -0.000737805+5.71372e-16j -0.00792823+3.91033e-16j -0.00359102+5.48417e-16j -0.00327232-2.85781e-16j -0.00603976+4.34936e-16j 0.00484816-1.04107e-15j -3.34545e-05-7.61639e-18j 0.00198642-6.80453e-17j -0.00240861+5.09919e-16j 0.00288752-4.0395e-17j 0.00138706-1.33895e-16j -0.00812976+6.31469e-16j -0.00322269+2.93367e-16j 0.00430367+1.42429e-15j 0.00377151+4.10222e-17j -0.00447727+9.42717e-16j 0.000706062+2.81919e-16j 0.00143064+2.23808e-16j 0.00308887+4.59344e-17j 0.00398464-4.69627e-16j 0.0133194-3.20155e-15j -0.00425328+3.23547e-14j -0.000543482-3.9965e-15j -0.00392203-1.53146e-16j 0.0215777-1.40552e-14j -0.00426749-1.15869e-15j 0.0242203-5.05101e-16j -0.0135941+7.94524e-16j 0.00539945-5.10783e-16j -0.00518379-2.32467e-17j 0.000172397-1.70316e-16j -0.0389866+1.6201e-15j -0.00557981+2.46141e-17j -0.0144354-3.7268e-16j -0.00137989-5.06648e-15j -0.0213723+2.25096e-15j 0.0240014-2.61973e-16j -0.00619352-2.96906e-16j 0.0221565-6.92314e-16j 0.00161521+2.49584e-16j 0.00691865+6.16894e-16j -0.00846059+2.09287e-16j -0.0046349+4.02575e-16j -0.00171076-9.15697e-17j 0.0124847+5.65769e-16j 0.0128443-1.83585e-15j -0.00830195+8.26213e-16j -0.000326072+1.31409e-16j -0.003519+8.04247e-17j 0.00164819+9.99457e-17j -0.0168193+8.16342e-16j -0.00639233+8.55635e-16j -0.0255287+5.95063e-17j -0.0067931-4.76095e-16j -0.0184216+1.02006e-15j -0.0298869+1.13415e-15j 0.01366-7.43697e-16j 0.00800471-9.00178e-16j -0.0111504+1.03543e-15j -0.00718005-3.24651e-16j -0.0104716+6.51793e-16j 0.0179611-8.16097e-16j 0.0306736+2.69254e-15j 0.018944-1.50792e-14j 
-0.00444511-3.18056e-15j -0.00381973-1.22133e-15j 0.00414507-1.29879e-15j 0.00343605-1.22211e-15j -0.00673788+2.67409e-15j -0.00398682+1.45714e-15j -0.000273764+1.93361e-16j -0.00396026+2.16778e-15j 0.00126291-3.33266e-16j 0.00120657-2.26284e-16j 0.00215475-5.90606e-16j 0.00427938-1.67499e-15j 0.00091743-4.43358e-16j -0.00279859+1.50881e-15j 0.00251227-9.64029e-16j 0.00334254-1.48991e-15j 0.000726514-6.37187e-16j -0.00229998+1.02241e-15j -0.00197917+8.25054e-16j 0.00418505-1.38567e-15j 0.00128351-4.69399e-16j -0.000411207-1.95545e-16j -0.00274806+9.93835e-16j 0.00152773-5.97387e-16j -0.000787394+3.84738e-17j -0.00206693+6.52793e-16j -0.00327247+9.4225e-16j 0.00315979-1.34639e-15j -0.000933792+9.1278e-16j 0.0018381-1.23289e-14j 6.64571e-05-1.89809e-16j -0.00204261+6.85937e-16j 0.0137584-1.42764e-14j 0.0243976-9.18389e-15j -0.0186348+6.68278e-15j -0.00145688+8.65825e-16j -0.000946279+6.21245e-16j 0.0163735-5.76618e-15j 0.00907831-3.13513e-15j 0.00682699-1.91324e-15j -0.0139974+5.63815e-15j 0.015476-6.29041e-15j 0.00522118+1.85292e-14j -0.0064728+2.74847e-15j -0.00952381+3.49988e-15j 3.53574e-05+4.04262e-16j -0.0132399+4.4844e-15j -0.00379403+1.31204e-15j -0.00216334+1.644e-16j 0.0045532-6.69155e-16j -0.00731793+1.51125e-15j -0.00237834+8.53063e-16j 0.000285171-3.99952e-16j -0.00230507+1.77093e-15j -0.00726812+3.55459e-15j 0.0141094-6.60976e-15j 0.0114814-5.88889e-15j -0.00678924+2.14312e-15j 0.0154655-5.48375e-15j -0.00371998+8.90655e-16j -0.00254712+8.77116e-16j -0.0126033+3.68198e-15j -0.0100993+3.55607e-15j -0.00300992+1.22691e-15j 0.0162975-5.62554e-15j 0.00773904-2.73208e-15j -0.00960201+3.55198e-15j -0.00497114+1.20144e-15j 0.00274727-8.22159e-16j -0.000606914-1.26326e-17j 0.0122856-1.18781e-14j -0.00988333+2.50358e-14j 
0.0250732+1.93037e-14j 0.00551298+9.59007e-15j -0.00520458-3.7769e-17j -0.0244565-1.54178e-16j -0.0100066-3.12858e-17j -0.00557485-3.05831e-17j -0.00382483-7.93355e-17j 0.0057737-1.57287e-15j -0.0118514-1.38845e-15j 0.00124063+7.25624e-16j -0.000692102-8.89469e-17j 0.00288873+7.98983e-17j 0.00719722-2.09504e-16j -0.000422079+1.95548e-16j -0.00840612+3.41859e-17j 0.00225779+2.39426e-16j 0.00633896-2.64245e-16j -0.0033427+2.4973e-16j -0.00395185+6.49632e-16j -0.00242271+6.30204e-17j 0.000743968-7.11387e-17j -0.0135967-4.5075e-15j -0.00825898-7.62391e-16j -0.00274409+3.7845e-16j 0.00144611-2.25536e-16j -0.00578408-1.31429e-16j 0.00853791+3.82565e-16j 0.00258138+1.55488e-16j 0.0046259+6.176e-15j 0.0149043-9.01939e-14j -0.00438933-2.56652e-14j 0.00309875-1.19433e-15j -0.0163665+1.01813e-14j -0.0132539+6.10062e-16j -0.0220731-2.74276e-16j -0.00398715-1.94093e-17j -0.0239042+4.86156e-16j -0.00524362-1.74556e-16j -0.0146383-4.13183e-16j 0.000537598+3.81673e-16j 0.00746742+4.75968e-16j 0.0225449-2.16417e-16j 0.00428815+1.6218e-14j 0.00251673-1.39544e-16j -0.0238066-8.72091e-16j -0.00166772+7.48306e-16j 0.00147888-2.46971e-16j -0.0131947-4.09335e-16j 0.0034182+7.43825e-16j -0.00432052+1.40083e-15j -0.0172776-6.48206e-15j 0.0350879+4.11643e-15j -0.00286167+5.01243e-16j 0.01017-2.09421e-15j 0.00565255-1.49809e-15j -0.00872534+8.3279e-16j -0.00245638+4.74795e-16j 0.00448338-1.89676e-16j -0.00484881+1.22476e-15j -0.0102089+6.51393e-16j 0.0112561+9.07894e-16j 0.0364197+1.6718e-15j 0.0294035+7.17462e-16j 0.00463394+5.8149e-16j -0.0151909-4.55527e-16j -0.0120092+3.77385e-17j -0.00951075+7.78601e-17j 0.0338759+2.22073e-16j -6.0351e-05+2.08979e-16j 0.00712339-2.05589e-16j -0.0321806+2.11735e-14j 0.0296882-6.42439e-14j 
0.00691188+2.76832e-15j -0.00471241+1.84354e-15j 0.00285633-1.47171e-16j 0.00663437-1.14387e-16j -0.00366541+1.38073e-16j 0.0111741-1.63181e-16j -0.0113295+3.79739e-16j 0.000401848-3.83133e-17j 0.0119047+7.40706e-16j 0.000886559-9.27297e-16j 0.000136709-2.50308e-18j -0.00245333+1.69843e-16j -0.000438338+5.43896e-18j -0.00207532+3.79027e-16j -0.00125353+5.29189e-16j -0.00796893+2.98054e-16j 0.0012289-3.80418e-16j -0.00346583+6.75503e-17j -0.000583498+4.13817e-18j 0.00278306-4.3035e-16j 0.000939668-1.72997e-16j 0.00526307+1.43596e-15j 0.00508837+3.55935e-16j 0.00314541-3.42204e-16j -0.00401162-4.14844e-17j 0.00655071+1.01286e-17j 0.00334389-3.74696e-17j -0.000933776+9.93476e-17j -0.00104535+3.298e-15j 0.00747007-4.71302e-14j -0.00432393-2.81182e-14j -0.00713555-9.70852e-16j 0.00114097-9.02811e-16j 0.00298025-1.95898e-16j -0.00361422+2.99372e-16j 0.0168611-1.5594e-15j -0.0224186+9.25038e-16j -0.0114547+5.66309e-16j 0.0176702-5.41989e-16j 0.00560896-5.19507e-16j -0.0102105+6.97088e-16j 0.000576506-3.10824e-16j 0.00395869+1.53249e-14j 0.0129628-1.40841e-15j 9.3874e-05-3.54632e-16j 0.0143793+9.66323e-17j 0.00484692+2.18126e-17j -0.0173143+2.5183e-16j 0.00478965+1.17428e-17j -0.0179871+6.24811e-16j 0.00777255-8.00435e-17j 0.0128847-8.38748e-16j -0.0220509+6.35711e-16j 0.0074401-1.53804e-15j 0.000913763-9.70924e-16j -0.00366384+6.66899e-16j 0.0031228-2.0892e-16j -0.0016449-1.61059e-16j -0.010613+9.59252e-16j -0.00819467+8.03147e-16j 0.00313413-4.53945e-16j -0.000246153-9.34025e-17j 0.0155667-5.30932e-16j 0.0105809-7.7944e-16j -0.000906437+4.76131e-17j -0.00488645-1.24142e-16j 0.0207703-1.144e-15j 0.000400858+4.84463e-18j 0.00210764-1.48683e-16j 0.00460633+7.65467e-17j -0.0193495+6.69826e-15j 0.00424278-1.70507e-14j 
0.00186715+2.75364e-15j 0.00450906+1.24635e-15j 0.00318589+4.13116e-16j -0.00532622-1.81436e-16j -0.0106444-5.30583e-16j -0.0152829-3.27211e-16j 0.000547788+2.4962e-16j 0.0063413-1.45737e-15j -0.00012821+9.23734e-16j -0.00733337-7.90752e-17j 0.00063312+2.93894e-16j 0.0072595-7.88276e-17j -0.00323224+1.56053e-16j -0.00209885-1.83438e-20j 0.00233491-3.35361e-16j 0.0098674-7.05947e-17j 0.00510682-6.76128e-16j -0.00712369+1.51537e-16j -0.00514373-9.59238e-17j 0.00182873+2.5259e-16j -0.00271259+7.12333e-18j 0.00418878+1.06636e-15j -0.00120461+3.8476e-16j 9.80321e-05-1.99568e-16j 0.0064977-3.79863e-16j -0.00931698-1.96239e-16j 0.000630694-5.71204e-17j 0.00629462+4.47493e-16j -0.00240888+8.78325e-16j 0.00247346-1.61598e-14j 0.00242788+1.44335e-14j 5.15768e-05+5.02628e-16j -0.00299273+1.64766e-15j 0.000562942+3.7408e-16j -0.00257319-5.09521e-16j -0.0350994+7.55077e-16j -0.0119659+3.19455e-16j -0.00609396-3.52369e-16j -0.00473953+3.3199e-16j -0.0155723+3.37813e-16j 0.00468699-7.05743e-16j 0.00728762-2.02371e-16j 0.00755197+3.03898e-14j -0.0285472+1.86271e-15j 0.0109942+5.0533e-16j -0.0090039-9.06486e-16j -0.00789648-1.9417e-16j -0.00638953+6.01556e-17j -0.0130836-2.08867e-15j -0.000221049+1.7385e-15j -0.0344794-6.68417e-15j 0.0092284+3.66979e-15j 0.0109587+2.89497e-16j -0.000583333+2.56394e-16j -0.00474006+8.11568e-16j 0.0137605-1.58206e-15j 0.0147-1.59518e-15j -0.00547308-1.01576e-15j 0.00487708+4.93812e-16j -0.0124703+1.82742e-16j 0.00863404+7.46348e-16j -0.00279418-5.07828e-16j -0.00412134-9.27829e-17j -0.0163408+7.81338e-17j 0.0121032-4.95724e-17j -0.00731931+1.38568e-16j -0.0276617+3.36997e-16j 0.0214256-1.00747e-16j -0.0165902-8.13164e-16j -0.000465813-8.82014e-16j 0.00684268+2.41597e-15j 0.00761781-9.06437e-15j 
-0.00386261-3.45142e-15j -0.00261183-1.39841e-15j 0.00616006-3.76871e-18j 0.00161134-6.9387e-17j -0.00897641-3.19143e-16j -0.00416306-8.07267e-16j 0.00483708+5.95128e-16j 0.000481701+2.60427e-16j 0.00511128+2.16077e-16j 0.00132058-5.4845e-16j -0.00123619-2.43863e-17j 0.00155451-1.82068e-16j -0.000418146-3.64679e-16j -0.00391631+6.17564e-16j 0.00517304-1.56289e-16j 0.00515363+4.8897e-16j 0.00159993-1.80676e-16j 0.000883132+2.53823e-16j -0.000885255-1.19873e-16j 0.00714892-2.34942e-16j 0.000956752-4.91211e-17j 0.00494287+1.74614e-15j 0.00356367+4.34758e-16j 0.000582493-2.93066e-16j 0.000797846+3.89311e-16j -0.000199575-2.16686e-16j -0.00242794+5.37015e-17j 0.00290943+2.3661e-16j -0.00164365-6.04243e-17j -0.000472417+2.258e-15j -0.00418888-2.65773e-14j -0.00476897-1.53386e-15j -0.00344038+1.7415e-15j 0.00322501+5.33245e-17j -0.0106611-4.52631e-16j -0.0135985-1.17873e-15j 0.0159924-3.74933e-17j -0.00651829-5.65782e-16j -0.000819114-4.90014e-16j 0.00179507-1.08489e-15j -0.011836+1.10149e-16j -0.00200951+2.70298e-17j -0.00323485-1.22579e-14j -0.0012005-9.70574e-16j 0.00738541+1.11229e-15j -0.00245244-8.14914e-16j -0.00347193-6.02049e-17j 0.012841+2.55132e-16j -0.0086881-1.74559e-15j 0.0133072+6.64342e-16j -0.00592224-2.27407e-15j -0.00760124+4.61304e-16j 0.0088144+6.86774e-16j -0.00684665+1.18382e-15j 0.00086181+4.54367e-16j 0.00339553-6.68328e-16j 0.0100055-4.69813e-16j -0.00329526-4.83275e-17j 0.0111951-8.40117e-17j 0.00403814-8.48222e-16j 0.0112739+7.23762e-16j -0.0170839-9.70893e-16j -0.00527209-3.05265e-16j -0.00578686-8.16027e-16j -0.00120654+2.32963e-16j -9.50845e-05-9.60382e-18j -0.00458625-1.05915e-15j -0.00589252+3.92792e-16j -0.0184148-1.64286e-15j -0.0126491-5.81009e-16j 0.000974579-7.25494e-15j -0.0139323+2.2762e-14j 
