-0.043496+8.82053e-14j 0.337882+4.52555e-14j 0.0836882-1.4006e-16j 0.0138274+4.09281e-16j -0.0783443-1.83384e-16j 0.150259+3.2733e-15j 0.138252+7.919e-16j 0.0934535-1.9527e-14j 0.140513+2.72671e-14j -0.16766-1.61916e-14j 0.0102258+1.49746e-15j 0.0730987-1.51213e-15j -0.0274768+5.59608e-15j 0.0844489-1.14539e-14j -0.00881236-3.26075e-15j 0.0551827+2.14551e-16j -0.0815278+1.20863e-14j 0.0572761-2.91228e-15j 0.0710196-4.08895e-15j -0.0652591+5.93666e-15j -0.0901408-3.73273e-17j 0.0143362+6.61554e-16j -0.0207489+9.70368e-16j -0.112549+1.53277e-14j -0.0177461+6.62994e-15j -0.086395-2.60674e-15j 0.0125042+1.14394e-15j 0.0641515+2.14938e-15j 0.00731123-1.31291e-14j -0.0283137+1.77361e-13j 0.0760706+4.56912e-13j -0.00983269+2.28539e-14j -0.00228125-8.61426e-16j 0.0486086-5.18834e-16j -0.080731-1.63448e-16j 0.0967054-1.19283e-15j 0.113742-1.38656e-16j -0.0546393+1.35373e-15j 0.117692+1.05885e-15j -0.115569-2.61282e-15j -0.117856+2.50436e-15j 0.103413-3.67906e-15j -0.000487702-3.9055e-15j -0.0252043+1.50883e-15j 0.00475457+7.81086e-16j -0.0130789-4.21465e-16j 0.065228+7.19531e-16j 0.0720814+1.66626e-15j 0.00870016+2.45398e-15j 0.00345791+3.82797e-16j -0.00637969-7.32103e-15j 0.0608497+5.65409e-15j 0.0385831+2.28728e-15j -0.00226103+2.27185e-15j -0.0367964+1.0675e-15j 0.00540622+1.17053e-15j -0.0362666+1.31475e-15j -0.0159652+4.89122e-16j -0.0328988-1.87502e-16j -0.0128586-4.41408e-17j -0.0678751-2.10684e-15j -0.0047768-1.90257e-15j -0.0666143-1.82944e-16j -0.0312247-7.42739e-16j -0.0613199-1.1297e-15j 0.085136-1.44518e-16j 0.0157165+5.418e-16j 0.066222+2.83784e-16j -0.126502-2.02155e-15j -0.0151979-2.01063e-15j 0.098215+4.60343e-14j 0.1196-1.37002e-13j 
-0.000716254-2.05213e-15j -0.00128444-3.63954e-16j 0.000149432-3.6647e-17j -0.00076633-8.07973e-16j 0.000217543+1.97393e-15j -0.00287296+2.34986e-16j -0.000807039-1.23325e-15j -0.00156783-6.82767e-17j -0.00152-3.37239e-17j -0.000421761+2.32051e-16j -0.0011235+5.10838e-16j -0.00018944+8.40019e-16j -0.00107046+5.44142e-16j 0.00178625-3.25397e-16j 0.00326142-1.08805e-15j 0.00387661-1.61404e-15j 0.0035929-1.38848e-15j 0.000454304-6.85874e-16j -0.000832534-2.58926e-16j -0.000475103-5.29791e-16j 0.00381369-6.99011e-16j 0.00136718+2.03865e-16j -0.000588855-2.70491e-16j -0.000266291-7.77726e-17j 0.00386446+6.15194e-17j -0.00158358-5.96504e-16j -0.000325897-2.87676e-16j -0.000347861-2.24584e-16j 0.000618936-1.5585e-16j -0.000855361+4.00323e-15j -0.000471136-2.92566e-15j 0.000142785+1.37329e-15j -0.00147973-4.72018e-16j -6.46277e-05-4.47247e-16j 0.000334712+2.68525e-15j -0.000495111+2.55413e-15j -0.00439967-1.28064e-15j 0.000732765-1.30511e-16j 0.000159183+1.20744e-15j 0.000501838+1.00128e-15j -0.000882176+1.64029e-15j 0.00145798+8.86307e-16j 0.0012658+4.25605e-15j -0.00222112+1.21134e-16j 0.000313591+7.38342e-17j -0.0046919-6.30453e-16j -0.00142025+1.84026e-16j -0.0015374-1.39788e-16j 0.00249386+5.57791e-16j -0.000374564-1.58013e-15j -0.00485957-5.88574e-17j 9.55386e-05+5.84461e-17j 0.00243004+8.16469e-17j -0.00062674-2.93056e-16j -0.000429524+3.71112e-16j 8.83315e-05-4.34287e-16j 0.00343479-1.58183e-15j 0.00255948+1.17389e-15j 0.00322096-1.09123e-15j -0.00221687-3.0963e-16j -0.00256839-2.72096e-15j 0.000732851+4.48873e-16j 0.00282061+2.35315e-16j -0.0052454-9.93699e-16j 5.58287e-05-1.22601e-15j -0.00256046-1.7088e-15j -0.00705437-1.75385e-15j 0.00579693+8.33708e-16j 0.00185158+1.11689e-15j 0.00226351+1.43602e-15j 0.000469764+2.60704e-15j 0.00317614-3.31851e-15j 
-0.00411961-3.57801e-15j -0.00122744-1.49185e-15j 0.00386204+1.47511e-16j -0.00176002+4.87379e-17j 0.00141616+1.55912e-16j 0.00394061+4.55211e-16j -0.000865439-3.24231e-18j -9.91657e-05-1.69186e-17j 0.00211496+4.15914e-16j 0.00190454+2.2697e-17j 0.00448522+2.58065e-18j 0.000547373+2.0116e-16j 0.00200877+1.10442e-16j -0.000232202-1.31418e-16j 0.000455675-8.45498e-18j -0.00385913-3.57286e-16j -0.00113-3.52423e-16j -9.84467e-05-1.89046e-17j 0.00306181+2.78045e-16j 0.00210816+7.52282e-17j -0.00101659-1.6389e-16j 0.00136577+3.71919e-16j 1.58123e-05+1.69333e-16j -0.000721496+1.69675e-16j -0.00160009-1.58036e-16j 0.00154615+2.19854e-16j -0.00103147+5.24766e-18j 0.00186157+2.49439e-16j -0.00203766-6.2577e-16j -0.00171278+9.51091e-15j -0.00105922-6.68093e-15j -0.00023444-2.98871e-16j -0.00101965+4.56748e-16j 0.00355913+1.35561e-16j -0.00152052-1.12149e-16j 0.00634806+2.45112e-16j 0.0046356+5.79054e-16j -0.00296235+1.02835e-16j 0.00650026+4.62439e-16j 0.00116698-1.14793e-16j 0.00540148+4.93379e-16j 0.000164868+3.83361e-16j 0.0032775+1.30998e-14j 0.00316143+3.46299e-17j 0.00485172+1.55554e-16j 0.00467963+2.91362e-16j -0.00157698-1.26767e-16j 0.000488629+2.59485e-16j -0.00486197-1.37782e-15j 0.000225521-2.23777e-16j -0.000407763+8.03716e-16j -0.00717461-5.76696e-16j -0.00541785-9.71301e-16j 0.00158038+4.08095e-17j -0.00614991-2.68603e-16j -0.00219394+3.28746e-16j -0.00188196-4.3779e-16j 0.000920737+1.11625e-16j -0.0020433-2.44464e-16j 0.00114935+3.69301e-16j 0.00493872-2.72566e-17j -0.00707633-4.35151e-16j 0.000153042-3.58286e-16j 0.0117729+8.25338e-16j -0.00289398-3.13674e-16j 0.00637618+4.45615e-16j 0.0122744+5.29821e-16j -0.00914385-7.51028e-16j -0.00188051-2.32652e-16j -0.00804854-4.33116e-16j -0.00126336-4.74816e-15j -0.0100076+1.47539e-14j 
-0.000939486-2.08548e-15j -0.00384653-1.02233e-15j 0.00112381+6.57329e-17j -0.00372932+1.83434e-16j 0.00314612+5.12559e-17j -0.00206957+6.45601e-17j -0.00268732-7.00703e-17j -0.00107799+1.73874e-16j -0.00503166-5.2259e-16j 0.000909368+2.58641e-16j 0.0047856-1.29163e-16j 0.00142323+1.4055e-16j 0.000297721-1.25603e-16j -0.000183657-1.24298e-16j 0.000761537-1.60051e-16j 0.000563075-1.01896e-17j 0.00351843-1.48651e-16j 0.000110931+7.21817e-17j 0.00235764+3.75834e-16j -0.00257656-2.64084e-16j 0.000430925+6.70209e-17j -0.00048426-2.24795e-16j -0.00190194-1.1821e-16j 0.00113675-2.35014e-16j 0.00422794-4.60144e-17j 0.000206353-1.87471e-17j 0.000404242+5.77137e-17j -0.000649637-1.10421e-16j -0.00345563+2.12974e-16j 0.00037083-3.82568e-15j 0.0030624+1.85986e-14j -0.000152063+8.77375e-16j -0.00070487+4.87504e-16j 0.00267604+3.946e-16j 0.00329264-7.15556e-17j 0.00323885+2.19802e-16j -0.0113941-2.51597e-16j -0.00178551+4.48419e-17j 0.00363399+6.04409e-16j 0.00506917+3.679e-16j -5.84653e-05-2.79996e-16j -0.00323769-2.06411e-17j 0.00164692+6.84792e-15j 0.00116543+4.10052e-16j 0.000957446+9.40516e-17j -0.00498162-3.89803e-16j -0.00183933-1.88171e-16j -0.00560321-3.11932e-16j 0.0024301+2.65145e-16j -0.00669084-6.38289e-16j -0.0027976+2.48981e-16j -0.001414-1.69084e-17j -0.00320496-8.21257e-16j 0.00174013-7.85092e-17j -0.00145743-5.14102e-18j 0.000827115-2.11123e-16j 0.00638535-4.20973e-16j 0.00424265-1.52678e-16j 0.0019442+2.64921e-16j -0.00569533-1.46338e-16j 0.000549974-2.86925e-16j -0.000796981-1.98281e-16j 0.00696252+1.50608e-16j -0.000931091+4.00565e-16j 0.00176988+3.25808e-18j -0.00234531+3.4818e-16j -0.00267616+1.98103e-16j 0.00483622-3.15715e-16j 0.004391+2.73441e-16j 0.00219115+1.23715e-16j -0.00322917+1.30332e-15j 0.00120014-3.76205e-15j 
0.00565662+3.05906e-15j -0.00257827+1.55282e-15j -0.000194862-2.34786e-16j -0.00125052-2.37329e-16j -0.00528477+7.71398e-17j -0.00325978-3.97388e-16j -0.00449741+2.79245e-16j 0.00270615-6.8809e-16j -0.000922699-1.8881e-16j -0.00302168+1.4951e-16j -0.00055504-1.54065e-16j 0.000587343+3.30577e-17j -0.00125067+2.85547e-16j 0.000611025-1.42254e-16j -0.000352485-1.71673e-16j -0.000280458+1.11342e-16j 0.00512134-6.98923e-16j -0.00502037+3.24409e-16j -0.00325029+1.45245e-16j -0.000852948-3.41928e-17j -7.68157e-05-2.03798e-17j -0.00228315-6.89699e-16j -0.000473461-9.7097e-17j 0.0017052-3.32034e-16j -0.000324521-8.27823e-17j -0.00344454+1.15036e-16j 0.0012218-3.3482e-17j -0.0021766+2.08772e-16j -0.000803665+1.16507e-15j 0.00266621-1.69545e-14j 0.00104304+6.4133e-15j 0.0008498+4.63756e-16j -0.00380954+2.054e-15j 0.00168931-1.7159e-16j -0.00570649+3.01479e-16j -0.00787984-3.5088e-16j -0.00869775-1.30103e-17j -0.00641023+3.18868e-16j -0.00249597-4.5028e-16j -0.00273134-7.24962e-18j 0.00343347-1.65038e-16j -0.00341993+4.03654e-16j 0.00553555+2.197e-14j -0.00615668+9.30991e-17j 0.00574754+6.27217e-17j -0.00618937-7.35054e-16j -0.000867812-1.64776e-16j -0.0054883+1.17028e-16j -0.00277123-3.43368e-16j 0.000972516+8.19983e-16j -0.0151848-2.5699e-15j -0.000554024+1.8714e-15j 0.00318233+6.49566e-16j 0.00700483-8.67745e-16j -0.00341517+4.38075e-16j -0.000626455-3.23899e-16j 0.0103415-1.28095e-15j 0.0049764-8.0549e-16j 0.00288669+5.56568e-16j -0.00798719+4.68405e-16j 0.0084503-9.17503e-17j 0.003236+4.96408e-16j 0.0107833-3.57168e-16j 0.00137694-8.62481e-16j 0.00208017+1.22881e-16j -0.00286157-4.83623e-16j 0.000206718-1.05355e-15j 0.00826703+4.78191e-16j -0.0013376-2.39798e-16j -0.00255907+2.95691e-16j -0.0099567+2.29009e-15j 0.000275455-5.24994e-15j 
0.00208989+3.67299e-15j 0.000820263+1.62631e-15j -0.00337089-2.83132e-15j -0.00179147-2.15324e-15j -0.000432246-4.39702e-16j -0.00558125-5.11906e-15j 0.00417835+3.30554e-15j -0.000588938-3.39388e-16j -0.00475367-4.89376e-15j 0.00128143+1.4826e-15j -0.00119162-8.26115e-16j 0.00300541+2.73715e-15j 0.00387327+3.23711e-15j -0.00280227-1.9805e-15j -0.00203104-1.67947e-15j -0.000554691-5.96143e-16j -0.00247779-1.89563e-15j 0.00168899+1.17601e-15j -0.00129468-1.38262e-15j 0.000288969+3.83435e-16j -0.00264452-2.35218e-15j -0.00155321-2.18807e-15j 0.00104152+5.93921e-16j -0.00195701-1.63993e-15j 0.00231181+1.77769e-15j 0.00221939+1.73299e-15j 0.000238209+2.29597e-16j 0.00184711+1.52607e-15j -0.000491384-1.70708e-16j 0.000221672-1.31668e-15j 0.000601149+3.77467e-15j -0.000379402+1.74235e-16j -5.6116e-05-4.88523e-16j -0.00437974-3.928e-15j 0.00162186+9.92466e-16j -0.00844152-8.04823e-15j 0.000196112-7.98796e-17j 0.00378973+2.79959e-15j -0.00752448-7.30985e-15j -0.00166143-1.95988e-15j 0.000235757+1.32784e-15j 0.00177003+1.75223e-15j -0.00185967-8.92237e-15j -0.00386593-4.9161e-15j -0.0030301-2.43927e-15j -0.00125249-1.50764e-15j -0.00136292-1.41401e-15j 0.00367599+3.36443e-15j -0.00053343-1.47569e-15j 0.00266049+3.06009e-15j -0.000293489-2.47341e-15j 0.00484893+4.68734e-15j 0.00385017+4.973e-15j -0.000558598+7.58439e-17j 0.00172669+1.28678e-15j 0.000313045+4.28222e-16j -0.000674679-1.87019e-16j -0.00516222-3.95836e-15j -0.000547652-6.62192e-16j 0.00268722+1.69848e-15j -0.000498764-7.2984e-17j 0.00360542+4.69742e-15j -0.0048427-3.62668e-15j -0.0084624-7.35517e-15j 0.00233287+2.10421e-15j -0.0013865-2.21251e-15j -0.0109934-1.01689e-14j 0.00284709+4.03883e-15j -0.00197763-1.48757e-15j 0.00413522+3.48797e-15j 0.00458326+5.40657e-15j 0.00524552-8.84814e-16j 
-0.00320805-2.13075e-15j -0.000676854-1.11646e-15j 0.00305372-3.02063e-16j -0.00596653+3.36851e-17j 0.00488389-3.34232e-16j 0.00391492-3.73638e-16j -0.0021129+3.16465e-16j -0.000370767+3.52677e-17j 0.000795929-4.32806e-16j 0.00456624+1.10205e-16j 0.00332513-5.17989e-16j -0.00293423+3.92924e-16j -0.0011592+4.3668e-16j 0.00124385-5.28617e-16j 0.000590048-2.62746e-16j 0.00177546-1.13389e-16j -0.000568962+6.64721e-17j 0.00168799-1.50517e-17j 0.00451273-1.16275e-16j 0.00112623+9.88351e-17j 0.00402593-1.67323e-16j 0.000781842-1.86097e-16j -0.0041758+1.79746e-16j 0.000677259-1.98586e-16j -0.00185904+1.53565e-16j 0.000899043+1.34622e-16j 0.000484551+4.13767e-17j 0.00112203+2.30399e-16j -0.000150656+5.35628e-16j 0.00118959-7.39651e-15j -0.00196127-1.14492e-14j 0.00152069-6.52226e-16j -0.00224034+1.47537e-15j -0.00124273-3.19202e-17j 0.000355743-2.10839e-16j -0.00144355-6.03491e-16j 0.00195198+1.59853e-16j -0.000334733+2.98953e-16j -0.0030925-5.97952e-16j -0.000239367-1.54667e-16j 0.00483072-4.73459e-16j -0.000760901+3.74769e-16j -0.00145955-5.99616e-15j -0.00667615+7.68021e-17j -0.000596268-2.60606e-16j -0.00194277-5.54835e-17j -0.00195297+1.13872e-16j 0.00374451+3.56772e-16j -0.00478959-5.24435e-16j 0.00484734+5.08196e-16j -0.00277466-5.87146e-16j -0.000493551+7.72857e-16j 0.00888456+8.54339e-16j 0.000514525-9.74e-17j 0.0013622+1.59733e-16j 0.000685091+2.03082e-16j -0.00315375+3.31383e-16j 0.000446075-2.85657e-16j 0.000237258+2.12355e-16j -0.00043697+3.19728e-16j 0.00144555+1.0169e-16j 0.00892078+4.71614e-16j 0.00158159-3.23556e-16j 0.00114013-8.03262e-16j -7.74254e-05+2.05413e-16j -0.00730289-1.91115e-16j -0.000611077-7.08991e-16j 0.00996503+1.39962e-16j 0.00430088-3.69086e-16j -0.00150976+3.01474e-16j -0.00288766+1.36281e-15j 0.00111648-2.95315e-15j 
-0.000472362+2.13568e-16j 0.00112502+2.10462e-16j 0.00180135+6.2084e-17j 0.00211715+1.0591e-16j -0.00155836-3.72769e-16j 0.0022345+8.41588e-19j -0.00152931+1.01747e-16j -0.0023646+4.73076e-16j 0.00197578+2.84146e-16j -0.00154149-3.27788e-16j -0.000788652-2.5981e-17j 0.0021323+2.209e-16j -0.0001578+1.66754e-16j 0.000244519+4.86033e-17j 0.00150146+3.085e-17j 0.000934093+5.04837e-17j 0.00079258+9.6425e-17j -7.35771e-05+1.4739e-16j -0.00232744-2.29962e-16j -0.000768595+1.64046e-17j 0.000737377-3.45286e-17j -0.00240663-8.53976e-16j -0.000495352-1.51853e-16j 8.01082e-05-2.62058e-16j 0.00110267+1.1762e-16j -0.00348002-3.37688e-16j -0.000225747-1.11193e-16j -0.00275431-2.18855e-16j 0.0032623-1.28096e-16j -0.000559288+4.95467e-15j -0.000286795-2.1185e-15j -0.00152442-2.7898e-16j 0.0016472-1.11156e-15j 0.00671551+2.86854e-16j -0.00610988-6.19599e-16j 0.00562973-2.83476e-16j -0.00172224+4.70453e-17j -0.00288399-1.79208e-16j 0.00727374+1.44778e-16j 0.00197725-6.64202e-17j -0.00634439-3.27999e-16j 0.00184498-1.2613e-16j -0.000253542-1.19915e-15j -0.000170706-1.31967e-16j -0.00164219-2.05719e-16j 0.00061702+1.57603e-16j -0.00086469+9.24217e-17j -0.00191582+4.75916e-17j -0.00101242-5.79997e-16j -0.00293164-2.93113e-17j 0.00298387+4.47811e-16j 0.00189939-1.53364e-17j -0.00213127+1.03966e-16j -0.000188734+2.72212e-16j 0.0024562-4.10178e-17j 0.00337715-1.28352e-16j 0.0034182-1.87381e-16j 0.000842961-2.39434e-16j 0.00096085+1.86837e-16j -0.00246541-2.5862e-16j -0.00233108+1.04615e-16j 0.00322547+2.90208e-16j 0.00193138+1.66674e-16j 0.00475748+9.25637e-17j 0.000180624+1.51604e-16j -0.00289975-1.27606e-16j 0.00508755+1.18715e-16j 0.00358972+1.14227e-16j 0.00299073-1.71636e-16j -0.000235699+2.51317e-18j -0.0030148+4.61225e-16j 0.000161764-1.83056e-15j 
0.00201287+2.737e-15j 0.00389798+1.54373e-15j -0.00219081+8.06688e-17j -0.00187264+2.47284e-17j -0.00257148+4.82896e-17j -0.00265782+9.27687e-17j 0.00511398-6.92175e-17j 0.00389396-8.94625e-16j -0.00627706-4.38206e-16j -0.00176907+1.97472e-16j -0.000553602-9.05695e-17j -0.0027648-3.23083e-18j 0.000269172-8.5481e-17j 0.00325363-5.47371e-16j 0.00151945-2.35731e-16j 0.0035414+1.20206e-16j 0.00539804-6.00054e-17j 0.00381256+5.5619e-17j 0.00405625+3.56641e-16j -0.00215075-1.10159e-16j 0.00178871+1.4756e-16j 3.10084e-05-1.49022e-16j -0.000622143-1.70929e-17j -0.00472434+5.76233e-16j 8.4769e-05+2.97834e-16j 0.00310401+2.69493e-17j -0.000505815+1.80712e-16j 0.00424285+1.64548e-17j -0.00113029-4.41755e-16j -0.00136381+7.93058e-15j -0.000945192-5.17444e-15j 0.00185726-3.30517e-16j -4.40579e-06+2.65623e-17j -0.00301689+8.26668e-17j 0.00424-2.51949e-16j -0.00213702+3.3473e-17j 0.00377402-1.01809e-16j -0.00204289-2.50843e-16j -0.00640411+2.35827e-17j -0.00904538-1.2926e-16j 0.00913907-1.92773e-16j -0.00233254+2.34908e-16j -0.00169859-6.68619e-15j -0.00354506-1.83754e-16j 0.00267661-6.65815e-17j -0.00192765-3.4854e-16j 0.0106611-1.64335e-16j -0.00330986+1.9402e-16j 0.00182412+1.34505e-16j 0.00344899-6.12723e-17j -0.0110226-1.11542e-15j -0.0063117+1.2397e-15j 0.0100312+3.58788e-16j 0.00517408-2.52205e-16j -0.00368234+1.71483e-16j -0.00190994+5.86517e-16j -0.00750004+6.30051e-16j 0.00963363+4.99462e-17j -0.00139429+5.57088e-17j -0.00493313+3.56165e-16j 0.000304171-1.89124e-16j -0.00418578+4.09186e-16j 0.00210788-1.21809e-16j -0.000787378+3.17829e-16j -0.000146745-5.31683e-17j 0.00474395-1.77167e-16j 0.00231213+2.40862e-16j -0.00634469+2.75413e-16j -0.00609999-3.87232e-17j -0.00275629-1.78133e-16j 0.00225035-1.44979e-15j -0.00172875+4.0156e-15j 
-0.00574174-4.29233e-15j -0.000431205-1.96664e-15j 0.00267872+6.6862e-17j 0.0016663-1.88505e-17j 0.00372592+1.29451e-16j 0.00340397+3.04028e-16j -0.000432104-2.62996e-16j -0.00227099+6.42144e-16j 0.00233176+3.19504e-16j 0.000551524-7.89863e-17j 0.00170991+4.80583e-17j -0.00172851-5.15249e-17j -0.000902412-1.10606e-16j 0.00260508-6.16402e-16j 0.00387611-2.49011e-16j 9.33355e-05-2.30813e-16j -7.86907e-05-5.44365e-17j 0.00177888-1.49136e-16j 0.00204661+8.14653e-17j 0.00126647-1.35494e-16j 0.00212935-7.54049e-17j 0.00313197+8.67599e-16j 0.000741275+1.55005e-16j -0.00106665+3.36094e-16j 0.000138362-2.57658e-16j 0.00095415+1.05583e-16j -0.00169072-8.77015e-17j -0.000293564+8.84574e-17j -0.000215296-7.71633e-16j -0.00209696+1.27456e-14j -0.000569653-3.99293e-15j -0.000933659+3.42795e-17j 0.000481723-5.24769e-16j 0.00221371-1.84446e-16j 0.00153784+1.69652e-16j 0.00593347+4.60745e-17j -0.00220626+1.607e-16j 0.00221+8.63613e-17j 0.00689531+6.02883e-17j -0.000627068-1.35753e-16j 0.00549084+3.35443e-16j 0.00505589+9.05488e-17j 0.00242244+9.46775e-15j -5.67224e-05-2.07795e-16j -0.000933583-2.86566e-16j 0.00340873-3.73351e-16j 0.000413098+3.58128e-17j -0.00862716+1.1017e-16j 0.00101722+1.54623e-16j -0.00545917+1.26608e-16j -0.00635452-3.80021e-16j -0.0022565+3.34071e-16j -0.00330793-5.71724e-17j -0.00373888+6.70261e-16j -0.00428186+5.01347e-16j 0.00438913-7.18862e-17j -0.00769649+1.40531e-16j 0.0063617-7.38642e-17j 0.00217422-2.79042e-16j -0.00539287+2.48063e-16j -0.00438836-4.26263e-16j -0.00739711+4.62296e-16j 0.00193911-3.80785e-16j 0.00567384+3.0555e-16j -0.000651726-1.3384e-16j 0.00378305-2.61751e-17j 0.00216164+3.60461e-16j -0.00411435+4.63014e-16j 0.0025477+3.14673e-16j -0.00156827-1.49759e-16j 0.00423093-2.63981e-15j -0.00375164+8.28546e-15j 
0.00507869+2.49801e-15j -0.00282114+1.33168e-15j -0.002485+1.52379e-17j 0.00185515+3.95364e-17j -0.00398798-1.38755e-18j -0.00260552+7.43695e-17j -0.000178652-3.11774e-17j -0.00156816+4.14831e-16j 0.00312958+3.7353e-16j -0.00078362-2.33119e-16j -0.00531654+2.74247e-16j 0.00366786-7.22143e-17j 0.00486951-2.27682e-16j 0.00290419+2.21622e-17j -0.000125924+2.26028e-16j -0.00428302+2.8382e-17j -0.00184264-4.33855e-16j -0.00301943-1.75391e-17j -0.0068428-3.84162e-16j 0.00359844-1.56276e-17j 0.000861293-1.88385e-16j -0.00165431-4.23902e-16j 0.00108311-3.81134e-17j -0.00327681+3.98661e-16j 0.00162313+1.88712e-17j -0.00122135-1.54248e-16j -0.000529878-1.8204e-16j -0.00290404-1.73567e-16j -0.00195235+1.14543e-15j 0.00248183-1.61512e-14j 0.00330943+1.99285e-14j -0.000209934+9.88075e-16j 0.00134147-9.24197e-16j 0.00295917-1.90111e-16j -0.00181072+1.16818e-16j -0.00280647+4.87627e-17j -0.00595544+1.61916e-17j 0.000843629-4.65422e-17j 0.00358084-2.60146e-16j 0.00679455-4.73773e-17j -0.0103941+1.99212e-16j -0.00216113-4.12794e-16j 0.00246261+9.69572e-15j 0.0034827-3.46778e-16j -0.00010266-1.82691e-17j 0.00485416-1.28321e-16j -0.00727745+1.63195e-16j 0.00110132+4.33679e-17j -0.000164314-7.53399e-18j -0.00136615+3.75402e-16j 0.00448653+1.36769e-16j 0.00747785-2.83579e-16j -0.00779314+1.74865e-16j -0.00111619+3.56563e-16j -0.000624482+2.59693e-16j 0.000379531-3.30735e-16j 0.00705539-5.82256e-17j -0.0137024-1.20792e-16j 0.00131416-3.85604e-16j 0.00174812-8.00569e-17j 0.00828193+3.79814e-16j -0.00237967+7.25659e-16j 8.17746e-05-6.74702e-17j -0.00519993+3.47772e-17j 0.00592178+2.77484e-16j -0.00113918-1.97836e-16j -0.00363765+2.38589e-16j 0.00530911+5.90342e-16j 0.000479084+4.27676e-16j 0.00333409+6.04364e-17j -0.00408188+2.15128e-15j 0.00299165-6.74034e-15j 
-0.00587797-5.86455e-15j -0.00335548-2.23616e-15j 0.00112927+5.20655e-16j -0.00419597+6.66903e-16j 0.00643071+1.58372e-16j -0.00395712+1.13449e-15j -0.00270473-1.4717e-16j -0.000592348+1.67918e-16j -0.00199398+7.37825e-16j 0.00344333+4.70489e-17j 0.0016605+8.34942e-17j -0.00124801-3.22444e-16j -0.00158767-3.7534e-16j -0.000414505+3.30529e-16j 0.00118732+2.72501e-16j 0.00335619-6.26636e-16j 0.000905577-5.64444e-16j -0.000511193-7.06266e-17j 0.00150379+1.91354e-16j 0.00105389+1.4663e-16j 0.00341686-1.60754e-16j 0.00565326+1.6775e-15j -0.00177084+6.39975e-16j 0.00185086-5.87269e-16j 0.00426243-1.11744e-15j -0.00070648+3.37138e-16j -0.00110926-2.80536e-16j 0.00378743-1.59545e-18j 1.51732e-05-2.53727e-15j -0.00528474+3.27779e-14j -0.00363412-2.08456e-14j 0.00375615-1.28909e-15j -0.00279571+2.06753e-15j -0.00322716+4.81999e-16j 0.0130082-1.78787e-19j 0.00426263+5.27583e-16j -0.00157082-5.13385e-17j -0.00110116+2.46528e-16j -0.000416627+9.16253e-16j -0.00155714-1.02128e-16j 0.00563954-7.0448e-16j 0.00171417-2.88191e-16j -0.00355689-1.35403e-14j -0.000444697-2.42542e-16j 0.00511532+3.04052e-16j -0.00431351-7.81389e-16j 0.00591402-3.65372e-16j -0.00177534+7.18719e-17j 0.00563999+1.5226e-15j 0.000505242-3.67204e-16j 3.82344e-05+1.27251e-15j -0.0106248-6.6195e-16j 0.00583475+5.14929e-16j -0.0034567-1.54367e-16j 0.00464312+1.08421e-16j -0.00315796+1.54171e-16j -9.00497e-05+1.43131e-16j 0.00874193-4.91527e-16j -0.00176665-3.78372e-17j 0.00340239-4.51488e-16j -0.0123627-1.07209e-16j -0.00653007+5.17375e-17j -0.00403334-2.09266e-16j -0.0091361+4.41992e-16j -0.0049145+4.33871e-16j -0.00649316+2.14334e-16j -0.00625828+1.22607e-15j -0.00519862+1.46262e-15j -0.00306349+9.75294e-16j 0.00194113-4.29323e-16j 0.00631153-1.71354e-15j -0.000986737+4.90902e-15j 
