0.0639989-9.08726e-15j -0.247277+1.22022e-14j -0.078775+9.0352e-15j -0.0452644-1.12855e-15j 0.074009+8.06239e-15j 0.193761-1.09978e-14j -0.101207+3.82227e-15j -0.0272557+2.42552e-15j 0.0664243-8.52833e-15j -0.217108-1.83647e-15j 0.14528-1.73208e-14j -0.0517878+1.22551e-14j -0.0505173+1.78194e-15j -0.0377882+2.03662e-15j 0.023066-1.00325e-14j -0.0442073+1.31901e-14j -0.0174818+1.14583e-14j 0.0475175-3.38324e-14j -0.0378932-1.63745e-15j -0.0253556-3.78063e-16j 0.0360451-2.8456e-15j -0.084904-7.77738e-16j -0.0475318+2.55857e-15j -0.0259952-6.3543e-15j -0.0053714-1.04126e-15j -0.00670108+3.50096e-15j -0.00715091+5.04781e-15j -0.0150692+3.3817e-16j -0.00492806-1.46882e-15j -0.00456885-1.6084e-15j -0.0170547+7.06672e-15j -0.0117269+6.11787e-15j -0.0243658+2.21094e-15j 0.0381849-2.54941e-15j -0.0299384+7.34201e-15j 0.000730845+1.30317e-15j -0.0264601+6.31939e-15j 0.0147018+3.8229e-14j 0.0488819+3.51276e-14j 0.0144771+5.73284e-15j -0.00760787+3.16053e-18j 0.00652701+1.99693e-14j -0.0326635+3.41735e-15j 0.078266-6.3047e-15j -0.0287043-2.5659e-15j -0.0314939-1.4862e-15j 0.0888523-8.13615e-15j -0.00248559+8.41358e-16j -0.0620508+3.20547e-15j 0.0550135-6.17779e-17j 0.0365131-4.12597e-15j 0.0368439-2.42797e-15j -0.0531518-1.34689e-15j -0.0699788+5.9726e-15j 0.118694-7.58506e-15j 0.00733238+7.72191e-15j 
1.56752e-06-1.21042e-15j -0.00949791+8.75694e-17j -0.000890005+4.94703e-17j 0.00503843+2.17607e-16j 0.0065204-4.46915e-16j -0.000708283+4.61756e-17j -0.00790397+2.126e-16j -0.000447263+2.22257e-16j -0.00468579+2.37431e-16j -0.00213292+2.2731e-16j -0.000296562+1.87379e-16j -0.00400425+1.36869e-17j -0.00730409+5.53338e-16j -0.00526748-3.31078e-17j -0.0012629+1.04349e-16j 0.00290197-9.70539e-16j -0.00245456+1.04193e-15j 0.00641381-3.777e-15j -0.00562516+9.9434e-17j 0.00478178-7.15639e-16j -0.00559824-3.25873e-16j -0.00717203-5.61688e-16j 0.000778998+3.35805e-16j -0.00371711-6.72671e-16j 0.000475819-1.36016e-16j -0.000617868-3.59979e-17j -0.00266005+8.23463e-16j 0.00139908-1.60041e-16j 0.00197492-4.42975e-17j -0.00469472+2.56066e-16j -0.00208347+4.90957e-16j -0.00096417+1.2769e-16j 0.00373389-4.11862e-16j -0.00195616-1.30588e-16j -0.00105979+9.16713e-16j -0.00145641-4.76921e-16j 0.00373842+3.97175e-17j -0.00301838+2.12904e-15j 0.00593726+1.16617e-15j -0.00432846-9.95668e-16j 0.000138171+1.16504e-15j -0.00185714-5.68839e-15j -0.000637827-8.2418e-16j 0.00779803-2.71475e-16j -0.00519074-2.95852e-16j 0.0033661-9.94809e-17j 0.000229248+1.75561e-16j 0.000239467+3.01209e-16j -0.00568508-1.46741e-16j 0.00740564-5.44853e-16j -0.00479625+8.87841e-17j 2.91613e-05+2.60693e-16j -0.000244691-3.23558e-18j -0.00400455+2.74165e-16j 0.00743066-2.34696e-16j 0.00118386+3.13608e-16j 
-0.0021045-5.15498e-16j -0.00260057+1.93884e-15j 0.00256321-1.26342e-15j -0.0025888+1.03189e-15j 0.003214-2.2549e-15j -0.00303189+1.24607e-15j -0.00336189+2.53721e-15j -0.00167064+1.22713e-15j -0.00489413+3.00163e-15j -0.000176447+3.22815e-16j -0.00308548+1.92856e-15j 0.00269711-1.18789e-15j -0.0036342+2.53018e-15j 0.000377429+8.31732e-17j 0.00073706-6.17408e-16j 0.000761526+1.10937e-16j -0.00818429+7.02537e-15j 0.00349192-4.78534e-15j -0.0044774+2.98649e-15j 0.00386706-2.37698e-15j -0.0021929+1.47572e-15j 0.00144774-7.7222e-17j -0.00361961+2.0199e-15j -0.0017893+9.52374e-16j 0.000932306-4.2426e-17j -0.00310342+1.1428e-15j -0.00674342+3.75682e-15j 0.00118943-1.40037e-15j -0.00536372+5.5012e-15j -0.00133026+1.47236e-15j -0.000994085+2.29493e-16j 0.00315186-1.70919e-15j 0.00360517-2.3549e-15j -0.000385631+8.16242e-16j -0.00590093+4.19692e-15j 0.00144233+3.46992e-16j 0.00112094-1.07748e-15j -0.00246057+4.52055e-15j 0.00702552-1.44057e-15j -0.0103655+1.37844e-15j -0.0047739+2.11389e-15j 0.000623617+3.54791e-15j 0.00872865-4.70383e-15j 0.0014832-1.64988e-15j 0.0018839-5.88613e-16j -0.00195758+1.09602e-15j 0.00356487-1.78788e-15j -0.000562306+5.57807e-16j 0.000975735+4.38892e-16j 0.00783431-5.08253e-15j -0.00221162+1.37723e-15j -0.00609136+3.77662e-15j -0.00286325+1.49917e-15j -0.00129369+1.11037e-15j 0.00513092-3.37239e-15j -0.00225654+1.73444e-15j 
0.00393885+1.78637e-15j -0.00511232+4.6559e-16j -0.00282758-8.70314e-17j 0.00444633+2.16465e-16j -0.00358036-6.56637e-17j 0.00419474+9.38844e-20j -0.00419214+4.58055e-17j -0.00684085+4.52126e-17j -0.000726863+1.87973e-16j -0.00226111+5.18006e-17j 0.00170582-1.0346e-16j -0.00715955-3.4287e-16j -0.000329491+1.42656e-16j 0.00109754-2.13658e-16j -0.00193189-1.2746e-16j -0.00379621+1.10863e-15j -0.00504617+1.63594e-15j 0.0015801-8.25374e-16j -0.00408412+2.67643e-16j -0.0031563+2.46762e-16j 0.0019856+1.37074e-16j -0.00156922+1.16299e-16j -0.00120299-4.56704e-17j 0.00367397+7.67249e-16j 0.000161438-1.08084e-16j -0.000686901+1.91114e-17j -0.00174163-1.4107e-16j 0.00418746+9.28503e-16j 0.0009269-1.10151e-15j 0.012735-2.08243e-16j 0.00140823-4.9888e-16j -0.00202801-6.31762e-16j 0.00588808+3.84239e-16j 0.00131174-5.24502e-17j 0.00483751-3.15936e-16j -0.000655976-3.53181e-17j -0.000472427+2.19714e-18j 0.000347984-1.1805e-15j -0.0027267-1.31812e-15j -0.00158583-7.10377e-16j -0.00541598+1.67799e-15j -0.0044303-1.03179e-14j -0.0062141-2.10601e-16j 0.00881612-1.92737e-16j 0.00393508-3.43944e-17j -0.00436051+7.08e-17j 0.000332928-4.8705e-17j -0.000852294+2.06884e-17j -0.00820205+4.40319e-18j -0.00183694-1.43239e-16j 0.0048656-1.18446e-16j -0.0061515+2.3433e-16j -0.0066141+1.52738e-16j -0.00425833-1.66821e-17j 0.000545771-2.56144e-16j -0.00465072+6.23143e-16j 
-0.00253485-1.83305e-15j -0.00467061+2.1317e-16j 0.00493918-4.95953e-16j -0.00256782+6.29718e-17j 0.00372778-4.53171e-16j -0.00193992+2.48064e-17j -0.00880247+1.24555e-15j 0.0039441-5.3338e-16j -0.00356803+2.71968e-16j -0.00173739+2.02078e-16j -0.00148217-2.76308e-16j -0.00152318+5.31811e-16j -0.00325101+2.79173e-16j 0.00278621-2.83389e-16j -0.00399606+1.04645e-15j -0.00297736+2.21481e-17j 0.00579224-2.2107e-15j -0.000536074+7.52302e-16j -0.00232469+1.54777e-16j 0.000186308+7.24949e-17j 0.00257582-6.60537e-16j -0.00179267+3.98678e-16j -0.00116391+2.09898e-16j -0.000366289-1.86351e-16j 0.000735696+1.53359e-16j 0.00151805-1.21477e-16j -0.00292816+2.1656e-16j -0.00153174-5.56247e-17j -0.00209183+1.1277e-15j -0.00158081+1.18971e-15j 0.00261715-7.72277e-16j -0.00374082+1.5377e-15j -0.00367446+6.06607e-16j 0.000392855+2.68106e-16j -0.00217672+8.61898e-17j 0.00254901-2.09931e-16j 0.00109693+2.06835e-16j -0.00173766+2.33491e-15j 0.00488877+9.94908e-16j 0.00420943+1.08433e-15j -0.0025459-1.62548e-15j 0.00417697+1.20614e-14j -0.00103689+6.46053e-16j 0.000935393+2.04722e-16j 0.00369315-7.17713e-16j -0.00129632+9.99179e-17j 0.00856464-1.46199e-15j -0.00295303+1.40261e-16j 0.00117002+1.50162e-16j 0.00931062-8.58096e-16j 0.00118838-1.96889e-17j -0.0110697+1.31392e-15j -0.00450239+7.09377e-16j -0.00168335+1.67145e-16j 0.00782698-1.07465e-15j -0.0042484+1.10634e-15j 
-0.0056098-4.6921e-15j 0.00110907-1.24614e-15j 0.00633302+1.20817e-15j -0.0110526+6.51943e-16j 0.00670167+3.00645e-18j -0.0059203-2.23848e-15j -0.00327769+5.46447e-16j 0.00409912+7.58108e-16j -0.00476385-1.54739e-15j -0.00201416+1.02808e-15j -0.00740679-6.80718e-17j 0.00502853-8.95722e-16j 4.18415e-05-1.81311e-15j 0.00447996-2.95165e-17j 0.0042945-2.30002e-15j -0.000461062+1.02333e-16j 0.00162236+1.98578e-15j -0.000667766-1.73898e-15j 0.00143056+1.2723e-17j -0.00235624+1.18293e-15j 0.000628583+8.71877e-16j -0.000994088-2.47452e-16j 0.00156068-2.76492e-15j -8.37867e-05-2.14468e-15j -0.00141829+3.28137e-16j 0.00434814+3.06925e-16j -0.000178751+2.19721e-15j -0.00275641-7.67046e-16j 0.000133841-2.21609e-15j 0.00794744-8.08138e-16j -0.00245543-4.64973e-16j 0.00965385-8.26095e-16j -0.00278499-1.5457e-15j 0.00626237+2.60532e-15j 0.000181706+7.73993e-16j -0.00400142+1.37178e-15j -0.000162048+4.8519e-17j 0.00463383+2.9206e-16j -0.00487314-2.2509e-16j 0.00600181+4.73544e-15j 0.00348806+2.43865e-15j -0.00565457-1.7068e-14j 0.00203124+8.62842e-16j -0.00121694-6.44041e-16j 1.78387e-05-1.84294e-15j 0.0011575+8.8373e-16j 0.00446965+9.4643e-16j -0.00652143+5.7734e-16j 0.00986585+1.09092e-15j 0.00881267+4.45847e-16j 0.00820447-2.30262e-15j -0.00911646+2.49485e-16j -0.00160986-9.30464e-16j -0.000702503+8.43044e-16j 0.002784+1.74891e-15j -0.00552235+2.28042e-15j 
0.00362158+8.19547e-15j 0.00105821+1.70385e-15j -0.00185489-4.28631e-15j -0.00497624-2.66678e-15j 0.00122279+3.18704e-17j 0.00561209+8.54925e-15j -0.00335562-3.19829e-15j -0.0013818-2.68493e-15j 0.00366388+5.72376e-15j -0.00471352-5.39118e-15j -0.00110007+9.28374e-16j 0.00304219+2.52496e-15j 0.00499728+6.2154e-15j 0.00184478+6.46721e-16j 0.00651783+6.04699e-15j 0.000269205+1.61328e-15j -0.00577839-6.28156e-15j 0.0057882+3.39306e-15j 0.000531285+1.84981e-16j -0.00362038-3.70313e-15j -0.0015516-2.64205e-15j -0.000581618-7.02304e-16j 0.00831109+9.9455e-15j 0.00601387+8.1101e-15j -0.00325077-3.79064e-15j 0.00203097+1.78709e-15j -0.00771702-8.74839e-15j 0.00227672+4.14186e-15j 0.0038146+2.54166e-15j 0.00123069-6.33577e-16j 0.000733706+1.36623e-15j 0.000277677-2.56935e-15j 0.00434592+6.46844e-15j -0.00740167-1.12701e-14j -0.00175254-1.46269e-15j -0.00591501-7.32041e-15j 0.00101276+1.8234e-15j 3.37803e-05-2.92204e-16j 0.000950756+3.08534e-15j -0.00361214-7.75498e-15j 0.00104585+1.22117e-15j -0.00223084-8.35756e-15j -0.00267257-4.03175e-15j 0.00243999+3.05306e-15j 0.00608408+7.45523e-15j -0.00296452-4.1687e-15j -0.00115525-2.91837e-15j -0.00454555-3.3967e-15j -0.000662296-3.72547e-15j 0.00131281-8.86346e-16j 0.00898009+8.04682e-15j -0.00448893-2.60425e-15j 0.0023139+3.39141e-15j -0.00285072-3.37869e-15j -0.00427618-6.56074e-15j -0.00684118-6.01757e-15j 
-0.00514613-3.01566e-15j -0.000408281-6.93817e-16j 0.00171337-3.80417e-18j 0.00650617+5.47145e-17j 0.00248187-1.38969e-16j -0.00418013+1.4048e-16j 0.000399667+9.20725e-17j 0.00280969+5.35573e-17j -0.00509915+4.37574e-17j 0.00636245+4.63296e-16j 0.00108745-3.01895e-16j -0.00383039-4.46871e-16j -0.00423853+4.58924e-17j -0.00249061+3.05584e-17j -0.00729337+6.56055e-16j -0.00343522-1.15431e-15j 0.00774226-1.37819e-15j -0.00241294+1.63551e-15j 0.00106201-3.21284e-16j 0.0026029-4.82412e-16j 0.00417608+2.60313e-16j -0.00053037+8.76494e-17j -0.00465046+1.06488e-17j -0.00369742-3.09222e-16j 0.00297523-2.4806e-16j 0.00165509+6.07863e-16j 0.0119076-2.04872e-16j 0.00115764+5.83371e-16j 0.00300129-8.74412e-16j 0.00599431-3.25624e-16j -0.000424785-5.08569e-16j 0.00441027-7.08005e-16j -0.00021089+6.81745e-16j 0.00638701-2.42194e-16j 0.00341385-6.26171e-16j 0.0026357+4.09372e-16j 0.00168283+6.93636e-16j 0.00332488+4.75288e-16j -0.0031704+5.69106e-16j 0.00498544+2.27035e-15j -0.0029225+1.00927e-15j -0.00376347-9.63027e-15j -0.00183816-3.89964e-17j 0.00428405+6.97291e-16j -0.00529404-3.19768e-17j -0.000637459-5.44652e-16j -0.00437365-4.40555e-16j 0.00100091-3.69398e-16j -0.0031888-1.34197e-16j 0.000821468+3.08256e-17j -0.00955944+2.61323e-16j -0.00202257-2.55424e-16j -0.00256053+1.78277e-16j 0.00353575+1.50128e-16j 0.00310131+1.75716e-16j 0.00546526-5.51708e-16j 
0.000861302+3.01797e-16j -0.00446364-3.20871e-16j 0.00247408+1.43449e-16j -0.00707136-2.75673e-16j -0.00262518-8.15035e-16j 0.0016997+1.14308e-15j 0.00211033+1.39718e-17j 0.00310621+7.81053e-18j 1.70198e-05+7.45387e-16j -0.00693834-7.6279e-16j -0.00294464+1.45068e-16j 0.00167771-2.09799e-16j -0.000828167+3.48516e-16j -0.000888987+2.33803e-16j -0.00241031-7.82091e-16j -0.0012368+4.69095e-16j -0.0076343+1.35777e-15j 0.00010159+4.53944e-16j -0.00338415+4.88298e-16j -0.00703568+3.06639e-16j -0.00469352+8.93743e-16j 0.00117635+2.27363e-16j -0.00548418-4.51386e-16j -0.000950838+9.70782e-16j 0.00376241+9.77882e-16j 0.00228595+1.55926e-16j -0.00597047-1.2749e-15j 0.00103053+8.32171e-16j -0.00417248+1.42335e-15j 0.00897811+8.04187e-16j -0.00430608+8.70864e-16j -0.00242727+5.31149e-17j 0.000469208+5.37686e-16j 0.00557223+7.23534e-16j -0.000758911+5.85758e-16j -0.00480341-3.60107e-16j -0.000147188-7.38762e-16j -0.00170353-3.47838e-15j -0.00345266-3.05503e-15j -0.00402751-2.42913e-15j -0.0123067-7.81336e-16j -0.00336579-4.8189e-15j 0.00302646-4.60823e-16j -0.0008918+8.65092e-16j -0.00761709-5.23141e-18j -0.0132872-1.54705e-15j 0.00368628-4.72572e-16j 0.00336809-4.51256e-16j 0.000738386-4.05395e-16j 0.000162787-3.97654e-16j -0.00465116+3.08649e-16j -0.000340531-4.67011e-16j 0.000741852+1.64307e-16j 0.0037179+4.86138e-16j 0.00680179+2.09569e-16j 0.00156594+2.96626e-17j 
0.00400699+2.7172e-15j -0.00184886-3.71119e-16j 0.000902765+3.85763e-16j -0.000696801-4.24638e-16j -0.00857318-1.44219e-15j 0.0101973+1.77847e-15j -0.00170764-1.65201e-16j -0.00193283+1.16938e-16j 0.00634032+7.68462e-16j -0.00254136-1.07864e-15j 0.00174163+6.78436e-17j -0.00266238-5.6871e-16j 0.00393229+4.31676e-16j 0.00432976+5.32525e-16j -0.000865876-9.95912e-16j -0.00312586-5.24277e-16j 0.000449589-4.98885e-16j 0.000497427-5.55752e-16j -0.00028126-5.52553e-16j -0.00198554-1.06693e-15j 0.00736517+9.01503e-16j 0.00096097+9.61648e-16j -0.00066777-1.11753e-15j 0.00586977+1.75377e-15j 0.00377206+1.43841e-15j -0.00305177-6.40704e-16j -0.00354828-3.71166e-16j 0.0030903+1.66121e-15j 0.0040039-2.50475e-15j 0.00654486+2.42801e-15j 0.00229251-5.08176e-16j 0.00140733-2.84901e-16j -0.000923918+6.70352e-17j -0.000220188+4.30795e-16j 0.000192807-9.21841e-16j 0.00676171+2.00512e-15j -0.00190574-5.5831e-16j -0.000367334-8.03922e-17j 0.000247303-8.31392e-16j 0.0020718+8.12613e-16j -0.00526748-3.05583e-15j 0.00103247+4.97895e-15j -0.00539383-4.37871e-16j 0.00639401+9.93876e-16j 0.00100459-5.12453e-16j -0.00648531-2.50479e-15j -0.00100074+2.41396e-16j -0.00305191-1.27952e-16j -0.00333692-6.55327e-16j -0.00453484-3.34982e-16j 0.00525968-5.8489e-17j -0.00496587-9.67473e-16j 0.00115444-9.65443e-18j 0.00268997+6.42175e-16j -2.60008e-05+7.81947e-16j -0.00118135+1.49551e-16j 
-0.00382175-2.23188e-15j 0.000782713-2.77133e-16j 0.000207172+6.95187e-17j -0.00673853+1.49571e-16j 0.00103653+1.86156e-16j 0.000652912-2.73673e-16j 0.0116046-3.85239e-16j -0.00081261+1.61174e-16j 0.00114626-1.3788e-16j 0.000958648-3.0289e-17j 0.000227645+1.28965e-16j -0.000397306+5.06507e-16j -0.00170906+1.63668e-16j 0.00390967-1.59933e-16j 0.00231612-1.55163e-16j 0.00164859-5.68806e-16j 0.00461823-1.21695e-15j -0.00194723+1.56123e-15j -0.000229143-1.98906e-16j 0.00629885-3.66158e-16j 1.80505e-05+4.06748e-16j 0.00493148+2.41539e-16j -0.0121269+5.68694e-16j 0.00448026+1.45815e-15j 0.00183498+3.35606e-16j -0.00334174+3.41365e-16j 0.0027653+2.97691e-16j -0.00166409+5.80412e-16j 0.00575669-3.06139e-15j -0.00499482-9.09911e-16j -0.0103512+2.10729e-15j 0.0106306-3.04757e-16j 0.000493099+4.24026e-16j 0.00848031-8.9764e-16j -0.00230813-4.07532e-16j 0.00969838+1.32356e-15j 0.00104886-1.43591e-15j -0.0065702-4.18711e-15j -0.000570079-4.93871e-15j 0.0039792+2.02917e-15j 0.00293653+9.96638e-16j -0.000783881-3.53531e-15j 0.0107309-2.47938e-16j 0.00602412-5.31817e-16j -0.00686272+3.1312e-16j 0.00307526-3.8552e-17j -0.00614148+8.25296e-16j -0.00957582+4.12275e-16j 0.00865939-2.03074e-16j -0.00510621+4.84619e-16j 0.00420185-4.92837e-16j 0.00501799-3.25781e-16j 0.00253352-1.30656e-16j 0.00381317-5.57951e-17j -0.00101893+1.15645e-16j 0.00380503-5.51678e-16j 
0.00161738+4.64886e-16j -0.00361808-1.00355e-16j 0.000200245+2.18651e-16j 0.00753838+3.99163e-16j -0.00287668+4.24796e-17j -0.00290826-4.15021e-16j -0.000888933-5.68603e-16j -0.00173319+2.34859e-16j -0.00449647-6.32803e-16j 0.0056165+6.02679e-16j -0.00592431-4.70603e-16j -0.0100752-3.89051e-16j -0.00724752-2.4122e-16j -3.61664e-05-4.5547e-16j -0.00243467-2.00627e-16j 0.000249852+8.87391e-18j -0.00402201+2.20884e-16j -0.00197076+2.04248e-15j -0.00510116+4.14838e-16j 0.00189658+5.20689e-17j -0.00750901-1.45719e-18j -0.000290467-8.27248e-16j -0.0050488+6.99444e-16j -0.00817982-2.15399e-15j -0.000634797-1.759e-17j -0.00226262-4.02859e-17j 0.00128932-8.74277e-16j 0.00238056+3.95613e-16j -0.00395883+8.40141e-16j 0.00989036+9.78256e-16j -0.00493102+1.19934e-15j -0.00313931+1.24509e-17j 0.00535924+7.72272e-16j 0.0112848+7.68226e-16j 0.000900489+6.19146e-16j 0.0007755-6.26852e-16j 0.00876937+9.61194e-16j -0.00106622+3.89982e-15j 0.0050237+3.08189e-15j -0.00640731-4.15047e-15j -0.00942203-2.13678e-15j 0.00244093+1.06901e-14j 0.00423203-2.87452e-16j 0.00688469+9.93666e-18j -0.00082432-3.01631e-17j -0.000201904-2.17697e-17j -0.00750427+1.93481e-16j 0.00293779+8.0038e-16j 0.000247416-2.65139e-18j 0.0013927+5.46107e-16j -0.00653631-2.18422e-16j 0.00334593-1.84088e-16j 0.00128552-3.41046e-17j -0.00192002-1.28242e-16j 0.00348908+3.81909e-16j 0.00190036-1.33196e-16j 
-0.000213356-2.86576e-18j -0.000213865-2.28703e-16j 0.00187211+8.07365e-17j -0.00911101-1.12964e-16j 0.00386969-3.06441e-16j -0.0043053+2.235e-16j 0.00125851-1.44905e-17j 0.00631379-1.06064e-16j -0.00423136+3.76176e-16j -0.00173738-2.00041e-16j 0.00131981-1.18977e-16j 0.00719526-2.25652e-16j -0.00315722-1.2648e-16j -0.00458402+1.66403e-16j -0.00159404+1.85191e-16j 0.0015898-4.46236e-17j -0.00459473+8.29813e-16j -0.00457915+3.08165e-15j 0.00435277+3.03424e-17j 0.000658204-4.093e-16j -0.00346078+4.07235e-18j -0.0015271+2.95607e-16j -0.00278149+5.67935e-18j -0.00200951-1.44187e-16j 0.00381717+1.79116e-16j -0.00100406-7.54857e-17j 0.0013374-4.41637e-16j -0.00450208-6.57436e-16j -0.00380726+1.71519e-15j 0.000421183+3.00132e-16j 0.00343215-1.49835e-15j -0.000429205-7.24696e-16j -0.00204604-2.10663e-16j 0.00393457+5.10268e-16j 0.00589747-3.78256e-16j -0.00574711-1.45725e-15j -0.00806992-1.32076e-15j -0.00561686-6.68723e-15j -0.00310277-5.67971e-15j -0.000232466-3.38005e-16j -0.00112644+1.13303e-15j -0.00419556-1.14047e-14j 0.000724195-1.72729e-16j -0.00737875+3.74567e-16j -0.0116252+4.39892e-16j 0.0033976-4.76966e-16j 0.00812624-3.16092e-16j 0.00364065-4.14453e-16j 0.00528815-4.22105e-17j -0.00319968+1.87625e-16j 0.000424695-3.21304e-17j 0.00315062-3.85728e-16j 0.00273126-5.76356e-17j 0.00150118+7.78677e-17j 0.00395766+2.13235e-16j -0.00127876+1.27114e-16j 
-0.00243473-9.33118e-16j 0.00181563-6.75383e-16j 0.000704006-2.355e-16j 0.0112263-1.35775e-15j 0.00254648-4.55217e-16j -0.00865555+1.39619e-15j -0.00473173+8.06425e-16j -0.000940558+8.30907e-18j -0.00930045+1.2986e-15j 0.00869253-6.50951e-16j -0.00416336+8.8182e-16j 0.00311824-1.12821e-15j -0.00442291+7.00853e-16j -0.00558229+9.18388e-16j -0.00375996+1.47552e-15j 0.00396251-1.88939e-15j -0.00452567+1.70133e-15j 0.0022367-2.05352e-15j 0.00342908-1.04228e-15j 0.0036996-1.13193e-15j -0.00687688+6.28727e-16j -0.010014+6.93872e-16j 0.00363196-1.4447e-16j -0.00886074-1.06288e-15j -0.00247974-2.45819e-16j -0.00117849-2.1646e-16j 0.00884732-1.22414e-15j -0.000194954-8.62311e-16j -0.00289856+2.94523e-15j -0.00103556+1.82197e-16j 0.00381868-1.67363e-15j -0.00244726+5.5532e-16j -0.00227772+2.73112e-17j -0.00358381+9.66496e-16j 0.00907574-1.6902e-15j -0.00705634-6.25789e-16j 0.00228509+3.22831e-16j 0.000789731+1.22072e-15j 0.000793461+1.44701e-15j -0.00595739-1.62875e-15j 0.0102219-5.0735e-16j -0.00141619-7.82624e-15j -0.00382006+4.9621e-16j -0.00453639+9.97449e-16j -0.00575536+1.03011e-15j 0.0146892-1.8412e-15j -0.00349936+3.14925e-17j 0.0137018-2.24311e-15j -0.000701933-9.82361e-17j 0.000817743-1.75689e-16j -0.00660158+1.14194e-15j 0.0103143-1.5497e-15j 0.00299655-5.77414e-16j -0.00234187+3.40585e-16j -0.00224467+4.35831e-16j 0.00578645-1.42468e-15j 
0.00994594+7.19168e-15j 0.0103207+1.52599e-15j 0.00272752-4.15403e-17j 0.000740387-5.96757e-17j -0.0184897+9.53353e-17j 0.0050952-1.04903e-16j 0.0043779-3.21289e-17j 0.000400077+3.52597e-17j 0.00793695-2.48697e-16j 0.0115297+1.62125e-16j -0.00656731+2.52633e-16j -0.00461347-1.99201e-16j 0.0018473+5.46709e-17j 0.00930302+8.69809e-18j 0.00460105+1.88048e-16j 0.0037766-4.16439e-16j 0.00213401-7.1628e-16j 0.000576105-8.80828e-16j 0.00270053-3.69688e-16j 0.00311457-9.53148e-17j -0.00483479-1.5538e-16j 0.00213646-7.16227e-17j 0.00431015-6.14752e-17j 0.00872722+1.45726e-15j -0.0033483+4.83438e-16j -0.00722441-1.00165e-15j -0.00402868+1.76778e-16j 0.00473072+1.18898e-15j 0.00781758-4.40507e-15j 0.00405451-3.01068e-16j 0.00152363+1.06795e-16j -0.00637892+1.56666e-16j 0.0037723+3.97828e-16j 0.00276144-3.21835e-17j 0.00279348-4.05059e-16j 0.00208818-5.1289e-17j 0.0118575+9.84591e-16j -0.00826059+2.9529e-15j 0.0122155+2.86942e-15j -0.00397752-1.81832e-15j 0.00447863-3.27851e-15j 0.00936526+2.51914e-14j -0.00709165+1.57217e-16j 0.00923106-1.47542e-17j 0.00757532-1.64407e-16j -0.00128217-4.90798e-17j -0.00726399+3.02213e-16j 0.00287962+1.5191e-16j 0.0124329+3.68591e-16j -0.00976876-1.57753e-16j 0.00320729+1.0489e-17j -0.00288703+1.3394e-16j 0.0107349-5.74206e-17j 0.00634717-2.8406e-17j -0.00365905-1.01348e-16j -0.0035138+2.47673e-16j 
0.00761084+3.59403e-15j -0.0029034+1.16722e-15j -0.0022318+1.96489e-16j -0.00235679+2.18404e-16j -0.00971212+6.01138e-16j 0.011101-3.9397e-16j -0.000808766+6.24803e-17j -0.00787529+4.52079e-16j 0.00407944-8.70303e-17j -0.00176291+3.79399e-17j 0.00366133-3.07489e-16j -0.00462633+3.50411e-16j 0.00383341-8.4355e-17j 0.00614185-4.47048e-16j -0.000246538+5.73285e-16j 0.00209463-6.57493e-16j -0.000836686+2.03186e-16j -0.000982693+6.16213e-16j 0.00145428-4.68102e-16j 0.00184384-5.88469e-16j 0.00526737-3.8575e-16j -0.00501591+1.085e-15j -0.00581238+2.31058e-17j 0.0104591+1.43747e-15j -0.0012931+6.48097e-16j -0.00836648-4.04765e-16j -0.00334343+9.60163e-16j 0.00141554+7.35517e-16j 0.0061788-3.97107e-15j 0.0029613-4.08496e-16j 0.00555413-1.16779e-15j -0.00113481-4.46689e-16j -0.00938062+3.21016e-16j -0.000517894-6.33765e-16j 0.00985465-2.59615e-15j 0.00641181-2.58109e-18j -0.00740843-1.84417e-15j -0.00953737-1.26451e-14j -0.0091284-1.17114e-14j 0.00329808+1.48224e-15j 0.00679943+1.00473e-15j -0.00217407-8.07795e-15j -0.0126731+8.02465e-16j 0.00633807-6.37601e-16j -0.00815197+5.51113e-16j 0.00762352-4.5369e-16j 0.00252405-1.22278e-16j -0.00669159+2.90526e-16j -0.00559844+1.21054e-16j -0.0146702+8.78127e-16j 0.0199993-1.69795e-15j -0.00336976+1.07855e-16j 0.000790417+1.0225e-16j -0.000954324+7.52451e-17j -0.00339316-1.32273e-16j -0.00630576+1.03387e-15j 
