0.0639989-9.08726e-15j -0.247277+1.22022e-14j -0.078775+9.0352e-15j -0.0452644-1.12855e-15j 0.074009+8.06239e-15j 0.193761-1.09978e-14j -0.101207+3.82227e-15j -0.0272557+2.42552e-15j 0.0664243-8.52833e-15j -0.217108-1.83647e-15j 0.14528-1.73208e-14j -0.0517878+1.22551e-14j -0.0505173+1.78194e-15j -0.0377882+2.03662e-15j 0.023066-1.00325e-14j -0.0442073+1.31901e-14j -0.0174818+1.14583e-14j 0.0475175-3.38324e-14j -0.0378932-1.63745e-15j -0.0253556-3.78063e-16j 0.0360451-2.8456e-15j -0.084904-7.77738e-16j -0.0475318+2.55857e-15j -0.0259952-6.3543e-15j -0.0053714-1.04126e-15j -0.00670108+3.50096e-15j -0.00715091+5.04781e-15j -0.0150692+3.3817e-16j -0.00492806-1.46882e-15j -0.00456885-1.6084e-15j -0.0170547+7.06672e-15j -0.0117269+6.11787e-15j -0.0243658+2.21094e-15j 0.0381849-2.54941e-15j -0.0299384+7.34201e-15j 0.000730845+1.30317e-15j -0.0264601+6.31939e-15j 0.0147018+3.8229e-14j 0.0488819+3.51276e-14j 0.0144771+5.73284e-15j -0.00760787+3.16053e-18j 0.00652701+1.99693e-14j -0.0326635+3.41735e-15j 0.078266-6.3047e-15j -0.0287043-2.5659e-15j -0.0314939-1.4862e-15j 0.0888523-8.13615e-15j -0.00248559+8.41358e-16j -0.0620508+3.20547e-15j 0.0550135-6.17779e-17j 0.0365131-4.12597e-15j 0.0368439-2.42797e-15j -0.0531518-1.34689e-15j -0.0699788+5.9726e-15j 0.118694-7.58506e-15j 0.00733238+7.72191e-15j 
-0.0102549-5.60597e-15j 0.0066233-1.22272e-15j -0.00838684+9.33104e-17j 0.0115065-8.76225e-18j 0.000225063+2.62193e-16j 0.00195938-4.26343e-16j 0.0233369+4.62141e-16j -0.0136307+5.07411e-16j -0.00188875-3.66178e-16j 0.0026249+1.56193e-17j -0.00485431+1.67617e-16j -0.000661323-4.60357e-16j 0.00418575-9.09111e-17j 0.000588396-4.17727e-16j 0.000174382+2.00788e-16j 0.00521741-9.69862e-16j -0.00167142-2.00481e-16j -0.00126586+1.67859e-15j -0.012831+8.61314e-16j 0.00138996+6.70697e-16j -0.00586227+5.55289e-16j 0.00608259+8.14061e-16j -0.00885716-7.20394e-16j 0.00452699+1.81722e-15j 0.00361463+1.06937e-15j 0.00341294+1.06242e-15j -0.00343218-6.73751e-16j 0.00229768+4.50704e-16j -0.00411004+1.79436e-15j -0.00420047-2.77825e-16j -0.0155178+2.79198e-15j 0.00219361+1.49671e-15j 0.00658854+1.50589e-15j -0.00111178+1.09524e-15j 0.00666584-3.76237e-16j 0.00654786+5.77931e-16j 0.014259+9.27927e-17j -0.00104024-4.55854e-15j -0.00889699-5.26828e-15j -0.0129455-5.90841e-15j 0.00788869-1.63952e-15j 0.00460409+1.01227e-14j 0.00887529+4.93234e-16j 0.00135352-1.66074e-16j -0.000349931-1.37186e-16j 0.00324185+3.72912e-17j -0.0264215+8.67386e-16j 0.00492269+5.98675e-16j -0.00273713+2.63124e-16j -0.0145336+1.15892e-16j 0.00416059-8.16492e-16j 0.0206112+4.01549e-16j -0.00132093-7.06251e-17j 0.00213702+1.39098e-16j -0.0227567+7.69669e-16j 0.0160849-1.89039e-15j 
-0.00589073-3.5924e-15j -0.00207928-7.17128e-16j 0.000876634-2.46563e-16j 0.011474-8.85414e-17j -0.0049814+3.01392e-16j -0.0101848+4.41985e-17j 0.00944329-2.23005e-16j -0.00722182-9.75791e-17j -0.000623881+2.79781e-16j -0.000989161+9.75972e-17j -0.00579259+1.30508e-16j -0.000110055-7.11695e-17j -0.00745057+1.60828e-16j -0.0090082-7.55101e-18j 0.00204294+3.71329e-16j 0.00668955-8.65543e-16j -0.00177104-3.43855e-16j -0.000752099+1.94332e-15j -0.0111766+1.09733e-15j 0.00132398+7.74945e-16j -0.00427931+2.82111e-16j 0.00146571+3.32921e-16j -0.0039702+1.04133e-16j -0.00153481+5.63255e-16j 0.00742775+1.91438e-16j 0.000247006+2.19127e-16j 0.0005876-8.41084e-16j -0.00114731-3.38884e-16j -0.00940048+4.95122e-15j -0.00238594+5.53666e-16j -0.00895395+1.74663e-15j -0.001842+1.15998e-15j 0.00825644+5.55564e-16j -0.000277338+3.74757e-16j 0.00190686+8.53939e-17j 0.00540723+5.01402e-16j 0.00371057+7.26596e-16j 0.00420919+4.67801e-15j 0.00171513+4.0038e-15j -0.00136596-5.45239e-16j 0.0038137+5.17315e-17j 0.000953253+1.02173e-15j 0.0040782+8.81269e-18j -0.00130901+7.14483e-17j -0.00650845+3.21068e-16j -0.00180548+6.74172e-16j -0.00268245-5.78076e-16j 0.0157862-4.05859e-16j -0.000155801-1.38132e-16j -0.00295047+2.53338e-17j -0.016088+1.09733e-15j 0.0178303+2.44476e-16j -0.00299336+3.41495e-16j 0.00385544-3.36377e-16j 0.00180561-6.09464e-17j 0.0177047-2.23732e-15j 
0.00315681-4.85068e-15j 0.00412207-8.43597e-15j -7.38985e-05+1.72957e-16j 0.00298316-6.38229e-15j -0.00627998+1.39969e-14j 0.0129296-2.84665e-14j 0.00398708-8.65831e-15j 0.00199897-4.59911e-15j 0.0155595-3.43214e-14j 0.00507602-1.12228e-14j -0.00853093+1.87052e-14j -0.0107723+2.40127e-14j 0.00682069-1.50252e-14j -0.000290148+7.39402e-16j 0.00931139-2.10988e-14j 0.00165248-2.78599e-15j 0.00576244-1.40454e-14j -0.000331147+5.98181e-16j 0.000810228-2.25227e-15j 0.00149756-2.88895e-15j 0.00493449-1.01039e-14j 0.0124854-2.75391e-14j 0.00147827-3.08539e-15j -0.000651377+1.81645e-15j 0.00299904-6.44218e-15j 0.00500543-1.03631e-14j 0.000914944-2.41885e-15j 0.00107939-1.55387e-15j 0.0032777-9.85689e-15j 0.00864336-2.00989e-14j -0.00511029+1.35876e-14j 0.00445069-9.2098e-15j -0.00974453+2.21538e-14j -0.00193353+3.76254e-15j -0.0109114+2.41125e-14j 0.00888251-1.67283e-14j 0.00653372-1.40222e-14j 0.00405072-8.80736e-15j -0.00543254+1.16296e-14j 0.000808427-1.20204e-15j -0.00319504+3.07077e-15j 0.00976271+8.30106e-15j -0.00350736+8.12857e-15j 0.00617042-1.38639e-14j 0.00156104-3.39965e-15j 0.00516208-1.15616e-14j -0.0180446+4.01925e-14j -0.0157469+3.53848e-14j -0.000676605+1.78332e-15j 0.0028421-6.54948e-15j 0.0149076-3.37673e-14j 0.00145004-2.63147e-15j 0.0161731-3.56309e-14j -0.000466051+1.10233e-15j -0.00985807+2.1431e-14j -0.00029481+8.76891e-16j 
-0.00222701-2.58366e-15j 0.00409314+3.99757e-15j -0.00247326-2.49788e-15j 0.0015011+1.81868e-15j 0.00343565+3.13008e-15j -0.00636425-6.08323e-15j 0.0035025+3.50024e-15j -0.00321924-3.33551e-15j -0.0102378-1.02342e-14j 0.0040387+5.4223e-15j -0.00175305-1.98955e-15j 0.00741999+7.50386e-15j -0.00510581-6.28062e-15j 0.00162908+1.56385e-15j 0.00288491+3.40969e-15j 0.00407246+4.42219e-15j -0.00650945-5.29351e-15j -0.000946971+3.40621e-16j -0.00239935-2.04173e-15j 0.00272516+3.8665e-15j -0.00815574-9.31178e-15j -0.00739947-8.05859e-15j 0.00286861+2.91151e-15j -0.00135289-2.35346e-15j -0.00599033-6.47188e-15j -0.00384107-4.96209e-15j -0.00656819-6.42491e-15j -0.00268847-3.97328e-15j -0.00925293-5.43521e-15j -0.00347144-2.1575e-15j -0.00223775-3.16203e-15j 0.000713505+1.07689e-15j 0.010077+1.03451e-14j 0.00215922+3.53513e-15j 0.00726796+7.89927e-15j -0.00404515-5.02415e-15j 0.00512313+6.5566e-15j 0.000232259+5.01125e-15j 0.00593049+1.09262e-14j -0.00877633-1.34893e-14j 0.00287406+3.26136e-15j -0.00196553-8.80876e-15j 0.00770183+8.10056e-15j -0.0059004-5.64677e-15j -0.000954287-1.76161e-15j 0.000328602+1.63583e-15j -0.00448596-5.8044e-15j 0.0103437+1.04191e-14j 0.00410659+4.70906e-15j -0.00746564-7.89535e-15j -0.00717738-7.082e-15j 0.00803184+9.27405e-15j -0.00159257-1.29191e-16j 0.00154869+1.61903e-15j -0.00520805-5.29065e-15j 0.00341137+3.21593e-15j 
-0.00242238-1.18355e-15j 0.00368371-8.14341e-16j -0.00395695+4.66922e-16j -0.000623056-1.51285e-16j 0.00272793-3.48058e-17j -0.00668335+9.85732e-16j 0.00293081-5.7692e-16j -0.00587967+8.62557e-16j -0.00242309+1.20441e-15j -0.00829641-1.17644e-15j -0.00297721+4.77602e-16j -0.00682215+3.54061e-16j 0.0106297+6.98427e-16j 0.00150128-8.53741e-16j 0.00849065-1.51456e-15j 0.00233255+8.15322e-16j -0.00262166+8.99041e-16j -0.00698288+5.90698e-15j -0.00251086+2.03503e-15j -0.0110153+6.94939e-16j 0.00232059+1.75734e-15j 0.00459455+3.18091e-16j 0.00750593+2.69752e-16j -0.00267165-9.4915e-16j -0.00556462+1.40297e-15j 0.00486238+1.31323e-15j -0.0132186+2.42195e-17j 0.00310685+3.88416e-16j -0.000698444+8.61495e-16j -0.00142119+3.32995e-16j -0.000553131+3.33855e-16j -0.00260586+7.93663e-16j 0.0066253-4.73306e-16j -0.00273217-8.45076e-16j -0.000201564-1.06954e-16j -0.00461138-2.22951e-16j 0.0034076+4.34397e-18j 0.00395272-2.51164e-16j -0.00574902-9.24781e-16j -0.00372113-1.0496e-15j 0.00561524-4.83252e-16j 0.00072577-1.1072e-16j -0.00241557-6.27208e-16j -0.00336586+2.09263e-16j 0.0149376-3.82596e-16j -0.00815442-6.22853e-16j 0.00258684+4.24834e-16j -0.000990668-1.73922e-16j -0.00403888-6.15851e-16j -0.0026356+1.15517e-15j 0.00603306-1.59529e-16j -0.0085032-2.98237e-16j -0.0137816+5.46741e-16j -0.0030318+2.85552e-16j -0.00751625+4.65914e-16j -0.00582052+1.04329e-15j 
-0.00338295-1.47563e-15j -0.00418917+9.77576e-16j 0.00230325-1.25928e-15j -0.00146276+5.03411e-16j 0.00308525-7.81527e-16j 0.00495056-2.47509e-15j -0.00504896+2.28083e-15j 0.00580784-2.41547e-15j 0.00635555-2.34841e-15j -0.0116815+2.9022e-15j 0.00454262-1.69655e-15j 0.00548807-2.62493e-15j 0.00765748-2.31966e-15j -0.00662988+2.44544e-15j -0.0024778+1.31127e-15j -0.00303773+1.24871e-15j 0.00185382-1.18321e-15j 0.00197385-3.19534e-15j 0.00266374-1.20215e-15j -0.00550352+8.61943e-16j 0.0092045-3.47484e-15j 0.00117691+5.81679e-16j 0.00767351-2.61915e-15j -0.00220578+3.11884e-17j 0.0124618-4.85152e-15j 0.00511364-1.26522e-15j -0.000839586+5.37435e-16j 0.000590972-1.97e-16j 0.00576703-4.74036e-15j -0.00654185+2.71101e-15j 0.00412315-2.69057e-15j 0.00253691-1.27071e-15j -0.00197574+1.05758e-15j -0.0107511+3.65126e-15j -0.00439355+1.30829e-15j 0.00138238-1.86236e-16j -0.0072318+2.7298e-15j 0.00418236+2.01655e-15j 0.00168535+1.81309e-15j 0.00441682+9.33384e-16j 0.00068712-5.39552e-16j 0.00181093+3.96391e-15j -0.00458666+1.64929e-15j -0.00250485+6.15226e-16j 0.00175836+4.40822e-16j -0.00396069+6.0218e-16j 0.00587323-1.69997e-15j 0.00320186-1.1492e-15j -0.00336669+9.65546e-16j 0.00722298-2.59919e-15j -0.0015508+6.23245e-16j 0.00106088-6.75499e-16j 0.000183534-1.50988e-15j 0.00112577-8.56889e-16j 0.00246992-9.33067e-16j 0.00509419-2.67132e-15j 
-0.00351789+4.29825e-15j -0.00304847+7.35709e-15j -0.000317029+2.01067e-15j 0.00171293-2.9664e-15j 0.00773594-1.70378e-14j -0.00945385+1.94731e-14j -0.00181925+4.31704e-15j 0.00560175-9.90013e-15j -0.00382257+9.29143e-15j -0.00571806+1.21526e-14j 0.00677809-1.74624e-14j 0.00956573-1.70278e-14j -0.00478768+1.06241e-14j -0.0103897+1.97393e-14j -0.00484945+1.14566e-14j -0.00233608+7.48876e-15j -0.00255186+4.74183e-15j 0.00285762-5.51027e-15j -0.000531139+3.67717e-16j -0.00298796+6.27408e-15j -0.00450433+7.30479e-15j -0.00302785+5.63389e-15j 0.00656438-1.03211e-14j -0.00444528+7.44215e-15j 0.00484238-7.6656e-15j 0.00479259-7.9669e-15j 0.00421954-1.21915e-14j -0.00361207+5.82266e-15j -0.00435857+1.13051e-14j -0.00955286+2.02185e-14j 0.00104924-4.29826e-15j -0.00358985+8.74154e-15j 0.00827836-1.75108e-14j -0.00579565+9.49063e-15j -0.0016002+3.39381e-15j -0.00916902+1.66408e-14j -0.00637555+1.50979e-14j 0.00535747-3.34189e-15j 0.00539788-4.35173e-15j 0.00270745-5.88645e-15j -0.000525934+2.75548e-15j -0.00444332-3.63605e-15j 0.00456088-9.49926e-15j -0.00943699+1.80948e-14j 0.000434458-2.91656e-15j -0.00359345+6.57183e-15j 0.0113482-2.60114e-14j 0.0133224-2.55238e-14j 0.00025364+1.45366e-16j 0.00868568-1.6703e-14j -0.0185356+3.69708e-14j 0.00868414-1.54751e-14j -0.00483015+1.38524e-14j -0.00127146+4.32917e-15j 0.00781336-1.67509e-14j 0.00650795-1.14356e-14j 
0.000916771+1.02075e-15j 0.00827582-7.42405e-16j 0.00379981-5.49831e-16j 0.00101289+4.10952e-16j -0.00582599+2.21039e-15j 0.00505215-2.40405e-15j 0.00408359-5.25916e-16j 0.00524823+1.26253e-15j 0.00416604-1.36384e-15j 0.00794692-1.2791e-15j -0.0157843+3.0258e-15j 0.00362119+1.54948e-15j 0.00306428-1.45011e-15j -0.00247382-2.68213e-15j 0.00759668-1.64954e-15j 0.0081162-1.2317e-15j -0.0066282-9.84302e-18j 0.00569883-3.66634e-15j -0.00068013-1.1318e-16j 0.00091267-7.06716e-16j -0.00731433-1.26431e-15j 0.000972033-9.32967e-16j 0.00637732+1.10142e-15j -0.00162654-1.41618e-15j 0.00340792+7.25532e-16j 0.00431078+1.15129e-15j -0.0109254+1.28819e-15j 0.0003431-5.41833e-16j -0.00327257-7.65942e-16j 0.00915239-2.5727e-15j -0.00636398+2.21993e-15j 0.00448599-1.0763e-15j -0.00313888+2.7848e-15j -0.00577793-5.78707e-16j -0.00236166+4.22822e-16j -0.00274728-2.7794e-15j 0.00928356-1.63931e-15j 0.000897187+8.82538e-16j -0.00281442+8.01938e-16j -0.0112116-4.54192e-15j -0.00361161-1.65814e-15j 0.00184944+5.56183e-15j -0.000484179+9.41086e-16j -0.00083987-2.24024e-15j -0.0098395+5.02747e-16j -0.00100576-9.86602e-16j -0.0164951+3.75698e-15j 0.000368729+3.35656e-15j 0.00287811-4.80646e-17j -0.000426753+1.77143e-15j 0.00227101-4.86778e-15j 0.00552525+2.02702e-15j 0.0195556-1.96469e-15j 0.00602555-7.33925e-16j -0.00796376+2.35643e-15j 0.00451444+3.96618e-16j 
0.00463177+1.78084e-15j -0.000306041+1.1054e-15j -0.0042414+1.34323e-15j -0.00114739+1.37922e-16j 0.00314237-1.4016e-15j 0.00561177-4.08066e-17j -0.000647643+4.07959e-16j 0.00284872-1.52143e-16j -0.0020459+5.05123e-16j 0.00574104-1.58197e-16j 0.00436606-1.79081e-15j -0.003504+9.78202e-16j -0.00406346+9.53962e-16j -0.001962+5.38914e-16j -0.00132506-2.18915e-16j -0.00628645+3.24438e-15j -0.00497408+2.52222e-15j -0.00127983+8.57191e-16j 0.00488432-1.3677e-15j 0.000560754-1.78176e-17j -0.00176487+8.44962e-16j 0.00229404-1.03236e-15j -0.00475849+1.02095e-15j 0.000667645+7.17227e-16j -0.0062844+1.56472e-15j 0.000351701+2.70501e-16j 0.00788025-2.89901e-15j 0.000620678-8.08142e-17j -0.00388669+2.46824e-15j 0.0105436-1.40431e-15j 0.00359583-1.20645e-15j -0.00304743+8.30204e-16j -0.00078797-6.46963e-16j 0.00301565-5.15935e-16j 0.0011114+4.23673e-16j -0.00633464+7.27661e-16j 0.000188589-1.53198e-16j -0.0022343-3.10456e-15j -0.00319694-2.70835e-15j -0.0061148-2.66951e-15j -0.00892033+1.61707e-15j -0.00233476-2.44633e-15j -0.00172444-4.0768e-16j 0.00132007-9.23828e-17j -0.00308911-6.28799e-16j 0.000373763-5.34946e-16j -0.00419263-3.40892e-17j -0.00439567+8.6602e-16j -0.00410176+9.18789e-16j -0.00203976-2.41773e-16j 0.00282717-2.88793e-16j -0.00385138+4.81538e-16j 0.00354705+5.253e-16j -0.00197936+1.4049e-15j -0.00143708-2.13506e-16j -0.00629204+2.33692e-15j 
-0.00196847-2.51808e-16j 0.0025364-9.11053e-17j 0.00357664-5.44928e-16j 0.00222545-2.49251e-16j -0.00381445+2.86724e-16j 0.00248174+3.25157e-16j 0.00435582-2.16722e-16j 0.00947975-5.35561e-16j 0.0014065-1.626e-16j 0.00262104+5.46516e-16j -0.0013116+8.32324e-18j 0.00448607-7.23245e-16j -0.00328085+3.64698e-16j -0.00298269+5.28401e-16j -0.00264056+4.59062e-16j 0.00200508-1.43207e-15j 0.00688545-2.18192e-15j 0.00138787-4.40508e-16j -0.00573318+8.0998e-16j 0.001963+2.08076e-16j -0.0017292-6.03806e-16j -0.00251542+7.3668e-16j 0.00714954-1.39673e-15j 0.00489023+2.37355e-16j 0.00963519-5.12919e-16j 0.00275061-1.61088e-16j -0.00791964+5.24926e-16j -0.00303292+2.84249e-16j -0.00143291+5.66158e-16j -0.00423185+1.24801e-15j -0.00212348+3.73029e-16j -0.000214707+1.41422e-16j 0.00290763-4.72697e-16j -0.0031764+9.19229e-16j 0.00108677+8.80453e-17j 0.00247126-5.07061e-16j 0.00442374+1.07622e-15j 0.00163459+3.59656e-15j 0.00439475+3.0348e-15j 0.00259918+5.26776e-16j -0.00119826-1.66149e-15j 0.0025651+7.57737e-15j -0.00388282+2.51847e-16j -0.000580597+4.24733e-16j -0.0074924+2.46378e-16j -0.00692384+4.47056e-16j -0.00250994-6.00054e-16j 0.00659342-1.10171e-15j 0.00273856-4.21324e-16j -0.000758386-3.26852e-16j -0.00970452+1.42397e-15j 0.00299601-5.25885e-16j 0.0074761-7.87587e-17j 0.00899494-7.42587e-16j 0.00211404-2.6649e-16j 0.00901283-2.23659e-15j 
0.0082814+4.40931e-15j -0.000583844+1.16165e-15j -0.00202435+3.99867e-16j -0.00198967+1.75927e-16j -0.00815343+5.62241e-18j 0.00298411+2.99605e-16j 0.00436714-1.83049e-16j 0.00373211+3.60806e-16j 0.00107334+7.23645e-17j 0.00272405+1.68432e-16j 0.0032479-2.55582e-16j -0.00658367+7.489e-16j -0.000994419-5.16533e-18j 0.00308126-2.35958e-16j -0.00798528+1.01382e-15j 0.000873282-1.15018e-15j 0.00136345-3.20484e-16j -0.00377836+3.14731e-15j 0.000652816+1.39109e-16j -0.00120461+6.91395e-17j -0.00684735+6.05732e-16j -0.00122632-6.74198e-16j -0.00673522+1.09002e-15j -0.00322888-3.71432e-17j -0.00054605+5.28846e-16j -0.00251595-1.21045e-16j -0.00132853-5.49487e-16j 0.000762714+2.78086e-16j 0.00260404-2.20415e-15j 0.00631162-1.13779e-15j -0.000355567+6.26467e-16j -0.00871415+4.27818e-16j -0.002981+3.01242e-16j 0.0131041-3.85674e-16j 0.00506357-3.27721e-16j -0.00426507-1.42545e-15j 0.000905733-9.65859e-16j -0.00790326-7.13651e-15j -0.00359187-6.63267e-15j -0.000208162-4.64619e-16j -0.00997554+1.21545e-16j -0.000522408+2.78116e-15j -0.00190239-3.44632e-16j 0.00124852-4.63927e-17j -0.00616958-6.55897e-18j -0.00659047-2.81638e-16j 0.00226449-3.19718e-16j 0.0018149+2.75973e-16j 0.000703329+5.0475e-17j -0.00872972+4.9628e-16j -0.00501119-1.5379e-16j -0.000900612+6.98954e-17j 0.00164704+3.68323e-16j 0.00297625+4.86627e-16j 0.00537836-1.21822e-16j -0.00321711+1.14381e-15j 
-0.00176187-1.52414e-15j -0.000346622+7.94056e-17j 0.00101584+5.32093e-16j -0.00624287+4.67854e-16j 0.00858602-1.47331e-15j -0.00360922-1.34947e-16j -0.00166721+1.32076e-15j 0.00420806+4.05323e-16j -0.00312615+5.96715e-16j -4.75546e-05+8.47005e-17j -0.000488052+1.47055e-16j 0.00503707-5.35464e-17j -0.00198931-4.89487e-16j -0.00484557-6.5131e-16j -0.0045356+1.32569e-15j -0.00178946-2.4441e-16j -0.0059634+1.56029e-15j 0.000897405-1.6523e-15j 0.00229555+2.98144e-16j 0.00112855-7.48495e-16j -0.00442509+1.41416e-15j 0.00403446+4.56277e-16j -0.00376906+1.48788e-16j -0.00208927+1.21715e-15j 0.00351434+2.22454e-16j 0.00265792+8.74218e-17j 0.00643626+8.53118e-16j 0.00052142-4.24777e-16j 0.000907059-1.06166e-15j 0.0032204-3.59134e-16j 0.0016563-8.59949e-16j -0.00028482+2.63898e-16j 0.000600435+2.2839e-16j 0.00144482-2.63184e-16j -0.000562626+1.79284e-16j -0.00695222+1.62864e-16j -0.00479628-1.31547e-15j -0.00455903-4.60603e-15j -0.00362307-4.60505e-15j -0.00370712-1.0623e-15j -0.00986785+3.07403e-15j -0.00540492-1.11464e-14j 0.00478452-8.98039e-16j -0.00146376-2.37975e-16j -0.0058505-3.53411e-16j 0.00230317-7.88308e-16j 0.000208854+2.38762e-16j -0.004755+1.65036e-15j -0.000842592+1.1363e-15j 0.00462469-7.40482e-16j 0.000807905-1.39091e-15j -0.000936314+1.18063e-15j 0.00348017+1.55548e-16j -0.00276196+1.58848e-15j 0.00181276+1.68156e-16j -0.00420971+2.61543e-15j 
-0.0017133-3.80384e-16j 0.000577946-8.85803e-16j 0.0054935-7.68718e-16j -0.000891301-1.07493e-15j -0.00606539+2.25153e-15j -0.00347241+4.48102e-16j 0.00582358-1.95114e-15j 0.00802476-6.8905e-16j 0.000936631-3.98297e-16j 0.00160081-3.58843e-16j -2.48155e-05+1.43076e-16j 0.00129128+2.56919e-17j -0.00737198+7.54544e-16j -0.00787653+9.4195e-16j 0.00436773-3.03149e-15j -0.00554673+2.60688e-15j -0.00283596+4.98733e-16j -0.0039002+3.65067e-15j 0.00306073+2.41621e-16j -0.00317477+1.14447e-15j 0.00247528-6.85861e-16j 0.00489483-5.75722e-18j -0.000822607-8.92929e-16j 0.00565606+4.02948e-16j 0.00311894+7.32177e-17j -0.000559826+5.65016e-16j 0.00765241-9.57844e-16j -0.00172499+3.69615e-16j -0.006555+5.09843e-15j 0.00250637+4.48666e-16j -0.000303073+3.92246e-16j 0.00220757-6.98935e-16j 0.00393389-1.11125e-15j -0.00216036+5.7943e-16j -0.00373667+4.3489e-16j 0.00170062-5.31863e-16j -0.00237294+5.32617e-17j 0.00408466+3.88038e-15j 0.00457395+4.49527e-15j 0.0033357+5.91254e-16j 0.000952987-1.34601e-15j -0.000607583-2.8022e-15j -0.00253318+7.63208e-16j -0.00134838+5.86057e-16j -0.00902954+8.6758e-16j -0.00648632+1.52104e-15j 0.0047004-5.28515e-16j 0.00849872-3.00035e-15j 0.00613617-1.17179e-15j 0.000134031+1.29154e-15j -0.0116182+3.10256e-15j 0.0043617-1.57205e-15j 0.00471012-2.3622e-16j 0.00927152-2.39094e-15j 0.00765988-2.22487e-16j 0.00975459-3.93279e-15j 
-0.000664315-7.22427e-16j -0.00108393+7.54185e-17j 0.000627309+2.56332e-16j -0.0043712+1.10531e-16j 0.00299475-4.43621e-18j -0.000797186+7.68497e-17j -0.000877269-8.71009e-17j 0.00200438+2.91229e-16j 0.00160158-1.48815e-16j -0.00314758-4.53347e-17j 0.003363-6.42553e-16j 0.00477904+1.41912e-16j -0.00244171+3.03143e-16j 0.0022034-3.55873e-16j -0.00240391-3.26705e-16j -0.00443016+1.9247e-16j 0.00437833-1.29063e-15j 0.000582392-3.19771e-16j 0.000532254-9.34941e-17j -0.00161382+4.2812e-17j -0.00122409+1.59793e-16j -0.000187033+1.81162e-16j 0.00130935-2.27333e-16j 0.00410517+6.19928e-16j -9.82842e-05+2.60464e-16j 0.0017536+6.75157e-16j 0.00717532-4.2727e-16j -0.00184769+4.53943e-16j 0.00261921-1.30176e-15j -0.00113756-1.88326e-16j -0.000756166+3.68574e-16j -0.00141566-1.63709e-16j 0.00367225-5.69601e-16j 0.00329998-9.93187e-16j 0.000321537-2.39296e-16j -0.00198226-5.15655e-16j -0.00171969+4.81543e-16j 0.00205154+2.90989e-15j 0.00298488+2.48453e-15j 0.00918818+3.40055e-15j -0.00204521+3.32498e-16j -0.00177609-4.49672e-15j 0.00299523-2.764e-16j -0.000410259-1.38332e-16j 0.0032792-6.45641e-16j -0.000931583-2.98572e-16j 0.00202037-2.15567e-16j -0.00105588-1.58805e-16j 0.00531656-7.51404e-16j 0.00234355+3.39399e-16j -0.00148438+1.38717e-16j 0.00325375-7.4571e-16j -0.00015588+3.72522e-16j -0.00141799+2.89438e-16j 0.00192743-9.49282e-17j -0.000367841+7.54758e-17j 
-0.00495476-2.33758e-15j 0.00512661-3.81324e-16j -0.00491068+7.08741e-17j 0.0055471-2.99401e-16j 0.000875553+2.07391e-16j -0.00574804+2.10338e-16j 0.0103329-2.4906e-16j -0.00584392-2.15997e-16j -0.00434289+1.69318e-16j -0.000516254+9.29999e-17j 0.00266812-3.21053e-16j 0.00425721+8.64524e-17j 0.00558807+4.92968e-16j -0.00425134+5.6579e-16j -0.00223332-1.59097e-16j 0.00198447+1.48086e-16j -0.00466405+8.71858e-16j -0.00379304+2.93046e-15j 0.00322898+1.9907e-16j -0.00339957+1.03422e-16j 0.000254181-5.21609e-17j -0.000418997+7.59311e-17j -0.00254724+3.13195e-18j -0.00438696-6.23515e-16j 0.00248303-1.16991e-16j 0.00107061+4.28423e-16j 0.00355114-5.96036e-16j 0.000496432+2.60284e-17j -0.000774344+1.26828e-15j -0.00119538-2.69262e-16j -0.00212726-3.50278e-16j 0.00236237-2.59662e-16j 0.00463503-3.33757e-16j -0.00166587+2.03766e-16j 0.00935594-5.36227e-16j -0.00274995-1.00085e-15j -0.00286335-4.19972e-16j 0.000572418-4.7481e-15j -0.00736393-4.43183e-15j -0.00410118-2.16313e-15j 0.00631032+1.83646e-15j -0.00434267-1.49487e-14j 0.00293502+1.48452e-16j -0.00690782+8.03552e-17j -0.00142465+4.57135e-16j 0.000983099+4.43899e-16j -0.00464866-3.81777e-16j 0.0118163-7.73746e-16j -0.0023219-2.69687e-16j -0.0116814+4.07186e-16j -0.00512772+9.02496e-16j 0.013336-5.6799e-16j -0.00604022+1.3528e-16j 0.00180917-2.78741e-16j -0.00990623-1.59887e-17j 0.00875826-1.75202e-15j 
