-0.923154+1.2258e-15j 0.285365-3.04608e-05j 0.00305997-0.00526753j 0.0679592+0.00238465j -0.0173474-0.00334524j -0.031217+0.00642931j -0.0274487-0.00219482j -0.0442925+0.000157001j -0.0453513+0.00811668j -0.0769582-0.000826368j 0.056261+0.00173911j 0.0123367-0.000517346j 0.0015942-0.000824116j 0.00986182+0.000788304j -0.0105983+0.00136504j -0.00802873-0.0014302j -0.0149225+0.000415345j 0.0116917-9.48424e-05j -0.0121997+3.67748e-05j -0.0100837+0.000349679j 0.0109372+0.000436668j 0.0123601+0.000136626j -0.0047759+5.2838e-05j -0.00221116+0.000103994j -0.02531+0.000422842j -0.0141108-6.78568e-05j 0.0191238+0.000274861j 0.0103541+0.000201171j -0.00121642+0.00100906j 0.028912-0.00102315j 0.0187023+0.000683487j -0.000571523+0.000941083j 0.0549165-0.000113418j 0.0275636-0.000635441j 0.0199271+2.79106e-05j 0.00823737+0.000492197j 0.0013028+4.00527e-05j 0.00505229-0.00140874j -0.00122142-8.05934e-05j 0.000118529+0.000530785j -0.0105458-0.000498167j 0.00621993+0.00093414j 0.00291994-0.000291814j 0.00492623-0.000249179j 0.00176422-5.26629e-05j -0.000792489+0.000354685j 0.0103087-0.000489964j -0.00512448+0.000424281j 0.00252298+0.000459649j 0.00338812+0.000238199j 0.00262565+0.00016404j -0.00391574+0.000508677j 0.00211379+0.000218282j -0.00936688-0.000154255j -0.0121668+0.000309091j -0.00339854+0.0018975j -0.00650149-0.0015323j 0.000365235+0.000278666j -0.00165232+0.000716357j 9.37422e-05+0.000456729j -0.00442483-3.52429e-06j -0.000279946+0.000101461j -0.0040094+0.000296545j -0.00161861+0.000967689j -0.000655134-0.000793269j 0.00023207+0.000126857j -0.00539765-0.000297087j 0.00370497+0.000422629j 0.00188263+3.67332e-05j 
-0.0141108+6.78568e-05j 0.00797374-0.000107748j -0.0262551-0.000961015j 0.00124414-0.000520427j 0.0381427-0.000448972j -0.0038856-0.00213848j -0.0119773+0.00128801j 0.00908322-0.00334714j 0.00263676+0.00190282j -0.00282941+0.000880663j 0.0163623+0.00434161j -0.0892649-0.00145141j 0.00188345+0.00358477j -0.109172-0.00302736j -0.0540221+0.00324621j 0.0149372-0.00431104j -0.0814258+0.00553235j -0.170746-0.00193829j 0.532639+0.00126157j 0.0314514-0.00178846j -0.173599-0.00442225j -0.0331365+0.0037271j -0.0358105-0.00068539j 0.130286+0.000661396j -0.0760728+0.000771952j 0.186348-3.52604e-15j 0.198736-0.00168164j -0.161965-0.000208022j -0.102066-0.0006929j -0.0814498+0.00196647j -0.14401-0.000102869j -0.0247235-0.00334881j -0.0302983-0.000962258j -0.158512+0.000728223j 0.156903+0.00265994j -0.0724185-0.00088372j 0.104922-0.00349011j 0.0199228+0.0050857j 0.00194536+0.00493138j 0.00135362+0.002311j 0.0438205-0.00178487j -0.00924586-0.00114679j 0.00079231+0.00538089j -0.0470899-0.00108347j -0.0665146+0.000466323j 0.00667751-0.000444539j 0.00929969+0.00184358j -0.0017884+0.00123357j 0.0547161+0.000534089j -0.0211572-0.00242664j 0.0148947+0.00203818j 0.0249894+0.000120007j -0.0674442+0.00220778j 0.00337834+0.0031982j -0.00861273+0.000840486j 0.00816899-0.00280707j 0.00637668+0.000830877j 0.0599052-0.00370692j -0.000936864-0.000659254j -0.0312504-0.000347079j -0.0173488+0.00104918j -0.000302451-0.000729285j 0.00340872-0.00278308j -0.00107481-0.00141855j -0.00185965-0.000965887j 0.00219317-0.000124053j -0.00046837-0.00147852j -0.0044582+0.000669622j 0.00756109+0.000245449j 
0.0191238-0.000274861j 0.02721-0.0011181j -0.00570876+0.00483183j -0.0290585+0.00240446j -0.00937276-0.00172373j -0.0538186+0.001911j -0.00164948-0.000294208j -0.00874921+0.00495746j 0.0311226-0.00173753j -0.00402629-0.003415j 0.00875683-0.0020075j -0.0181371-0.00029024j 0.0210272-0.000324232j 0.10081-0.000585192j 0.0169914+4.59737e-05j -0.190818-0.00247488j -0.0103034+0.00102399j -0.0873525-0.000693412j 0.04652+0.00271736j -0.706563+9.64918e-05j 0.259616-0.00118209j 0.0180377-0.0026226j -0.148757+0.00246913j -0.00739643-0.00127047j -0.0420066+0.0011824j 0.198736+0.00168164j 0.0226975+2.16125e-14j -0.0830269-6.8464e-05j -0.00929028+0.00141114j -0.0171136-0.000983829j -0.00515165+0.00231705j 0.00671553+0.00137244j 0.0491604-0.000348021j 0.0192308+2.05938e-05j -0.0302068+0.00136465j 0.00258259-0.000503851j -0.00503253+0.00180978j 0.0265225-0.00140992j 0.0304147-0.00113433j 0.000926057+0.00269567j -0.00373336+0.0030411j -0.00248773+0.00389257j -0.00311548+0.00226327j -0.0102606+0.00151506j -0.0276406+0.00194526j -0.0259442+3.42327e-05j 0.00149539-0.000946156j 0.00632238-0.000897136j -0.00801567+0.000979304j -0.0143325-0.00250271j -0.000646461+0.000214336j 0.00337768+0.00192172j -0.0049129+0.00194593j 0.00074604-0.000848934j -0.00483483+7.46197e-05j 0.0131389+0.00126613j 0.00487168-0.000513236j 0.00737994+0.00220082j 0.00709741-0.00014428j 0.00849719+4.88609e-05j -0.00105528+0.0003345j -0.000766503+9.00127e-05j 0.00370566-0.000277338j -0.00435587+0.00022071j 0.000608621+2.96688e-05j -0.0014206-0.00124978j -0.00123156+0.000151377j -0.00125784-0.000338079j -0.00188337-0.00021497j 
0.0103541-0.000201171j 0.00430771-0.00126193j -0.0171068+0.00292471j 0.014281-3.83494e-06j 0.0077779+0.000290113j -0.00848212+0.0025056j 0.0198577-0.00215686j 0.0315129+0.00123595j -0.0160629-0.00120005j -0.00152987-0.00141236j 0.0179758+0.00132713j 0.019899-0.000823371j 0.0709399+0.00188563j -0.0884496+0.00208822j 0.0859652+0.00282054j -0.145-0.00174897j -0.474401-0.00135883j -0.260074+0.000602854j 0.12399-0.0042915j 0.158764+0.00149958j 0.153904-0.00420046j -0.0471222-0.000592822j -0.100232-0.002798j -0.129705-0.00218774j -0.157458-0.00251447j -0.161965+0.000208022j -0.0830269+6.8464e-05j 0.0648802-2.5414e-14j 0.203962-0.000112767j 0.077343-0.0027681j -0.18948-0.00110881j -0.0203942-0.0037033j 0.069876-0.00134679j 0.0399891+0.00437091j 0.0147468+0.00210567j -0.0726855+0.000803177j 0.123555-0.00473082j -0.00315177+0.0046492j -0.0505756+0.00325037j -0.0917496+0.00344419j 0.0333491+0.00238473j -0.016024+0.00263732j 0.0385233+0.00370012j -0.066763-0.00530299j -0.0441024+0.00134439j 0.0151215+0.000162997j -0.0108654+0.0013343j 0.0152156-0.000447283j 0.0648404+0.00292591j -0.0103258+0.00057714j 0.00601259-0.00163j -0.000524206+0.00164796j 0.0305948+0.00237511j 0.0331393+0.00263654j 0.0181141-0.000626832j -0.020866-0.000253481j -0.0184895-0.000416138j 0.00882134+0.000208358j 0.0284269+0.00104691j 0.00525458+0.000874481j -0.014711+0.000431957j -0.00148949+0.00256354j 0.00900315-0.00153005j -0.00126568-0.000320531j 0.00197021+0.00322379j 0.00470864-0.00101088j 0.00373326-0.00107337j -0.00688734-6.8932e-05j 0.00165317+0.000168317j 
-0.00121642-0.00100906j -0.00459572-0.00134055j -0.0502118-0.00145613j 0.00314177-0.00137293j -0.0335619+0.00130067j 0.0146679+0.00166271j -0.0210279-0.00127089j -0.0276553+0.000575839j -0.0121492-0.000571313j 0.0268943+0.00171919j 0.0457338+0.000902689j -0.0473298+0.00163374j 0.156648+0.000130683j 0.108727+0.00210982j -0.438338-0.000788544j 0.0805946-0.00325276j -0.164564+0.0022448j -0.190758+0.00165716j -0.130035-0.00145598j -0.197519+0.00138347j -0.42313-0.00125576j 0.169575+0.0011923j 0.0344413-0.0038922j 0.0588298-0.00158617j 0.17943+0.000759491j -0.102066+0.0006929j -0.00929028-0.00141114j 0.203962+0.000112767j -0.17396+1.20245e-14j -0.0387011-0.000390747j -0.0886876+0.00206677j 0.145921-0.00123043j -0.14143+0.000231903j 0.03422+0.00136391j 0.155522-0.00140741j -0.0535256+0.00103827j 0.0141161-0.00253939j -0.202343+0.00506195j -0.0076093-0.00672216j -0.0402121+0.000769358j 0.0193034+3.78135e-05j -0.0240499-0.00172389j -0.0241882+0.000426792j 0.0318043-0.00375198j -0.0128258-0.00487129j -0.0216054-0.000807864j 0.0352305+0.000905395j -0.0364159-0.000798859j -0.0105856+4.92834e-05j -0.0016507+0.00225661j 0.00270937-0.000693157j -0.0134527-0.00351296j -0.00963016-0.000909613j -0.0394262-1.61882e-05j -0.0194484+0.00718512j 0.0037036-0.0043863j 0.019266-0.00159278j -0.00865016-0.00291955j 0.0293367+0.00122964j -0.0187799+0.000566133j -0.00586622+0.000512925j -0.00113109-0.00572749j 0.0043004-0.00440496j 0.0130358-0.00796762j -0.00733241-0.00549108j 0.00418914+0.000251562j 0.00589082-0.000608408j -0.00693331-0.000556991j -0.00161418+0.00028124j 
0.028912+0.00102315j 0.0725853+0.00316314j -0.0329769+0.00177641j -0.0286818-0.000459935j -0.0680557+6.82482e-05j -0.0320185-0.00204589j -0.0127676+0.00185688j 0.0201529-0.00194613j 0.00208846+0.00297111j -0.0428653+0.00261425j -0.0757768+0.00373932j -0.111552-0.00454795j 0.0533129+0.0041777j -0.119313+0.00550048j -0.107638+0.00257506j -0.325038-0.00167141j -0.198148+0.00312872j -0.275307-0.000989713j -0.0657119-0.00256303j -0.172611-0.000140928j 0.220524-0.00178816j 0.0726198+0.00301494j 0.0714956-0.00209634j 0.0761017-0.000364639j 0.0717314-0.0043521j -0.0814498-0.00196647j -0.0171136+0.000983829j 0.077343+0.0027681j -0.0387011+0.000390747j -0.0570394+1.60679e-16j 0.144389-0.00453186j -0.159913-0.00140658j 0.129086+0.0013427j -0.186115+0.00358244j -0.0456537+0.000875943j 0.0680007-0.00122204j 0.0887702+0.00290778j -0.0102058-0.00319859j -0.0409889+0.000179206j -0.0437582+0.00244941j -0.04913+0.00305071j 0.0422104+0.00190786j -0.0275033-0.00113853j 0.0107702+0.000369615j -0.0251848+0.00362858j 0.000360526+0.000150948j -0.00320412-0.0015792j 0.00781714+0.000199718j -0.00100449-0.00380325j -0.00143809+0.00356637j -0.0117885-0.00170467j -0.0176462+0.0044409j 0.0276154-0.00187813j -0.0111109-0.00327538j -0.00982129+0.000151706j -0.0210013-0.00157561j -0.0400927+0.00340783j 0.0336478-0.00262977j -0.0710666-0.00232678j -0.00925014-0.00141026j -0.00634876+0.0004859j 0.00340801-0.00380687j -0.0146366+0.000702365j 0.00448264-0.000751395j -0.00286125-0.00517652j 0.000261608+0.00501162j -0.0102069+0.00147259j 0.0138875+0.00257904j 0.0142492-4.60287e-05j 
0.0187023-0.000683487j 0.0302672-0.00207734j -0.0191734+0.000517997j 0.0068266+0.00227983j 0.0206159-0.0019236j 0.0131432+0.000760283j -0.00652292+0.00173514j -0.0080991+0.00191132j -0.0124772-0.00112697j 0.0206744+0.00245011j 0.0601107+0.00279751j -0.0950596-0.00362423j 0.050529+0.00587074j -0.338883-0.0105209j -0.145822+0.00329148j -0.0784503-0.00223392j -0.17544+0.00152768j 0.11145-0.000401364j 0.0823196+0.00347175j 0.0185325-0.000827397j -0.00334695-0.00423834j -0.0854745-0.00110382j 0.197367-6.80322e-05j -0.082797-0.00251835j 0.0167371-5.22546e-05j -0.14401+0.000102869j -0.00515165-0.00231705j -0.18948+0.00110881j -0.0886876-0.00206677j 0.144389+0.00453186j 0.233526-4.60569e-16j 0.0662386-0.00159553j 0.0224734+0.00178031j 0.0436712-0.00418329j 0.193682+0.00245378j -0.0620488-0.00334797j 0.147078+0.00170661j 0.0376299-0.000844262j -0.0110323-0.0046977j -0.0239651-0.000637439j -0.0413752+0.000748687j 0.0232066-0.00233984j 0.0479126-0.00386624j -0.0081295+0.000768185j 0.0316044-0.00220166j 0.0055247-0.00120486j -0.00312715+0.00255464j 0.0114679-0.00359561j -0.0520265-0.000779181j 0.00892018+0.000445871j -0.0125724-0.0017263j 0.00569738-0.00497846j -0.0228781-0.00265613j -0.00763688-0.00259546j 0.00618669+0.00318462j 0.0238902+0.00278373j 0.0762439-0.00242699j 0.0447733+0.00527188j 0.0234091+0.00253415j -0.0114206+0.00216512j -0.0308725+0.00119394j -0.00208311+0.000445109j 0.00953435-0.00407779j -0.00852814+0.000898684j 0.00266794-0.000468902j 0.00339498-0.00509954j -0.00787351-0.00217696j -0.0134136+0.000446805j 0.00359598-0.000297173j 
-0.000571523-0.000941083j 0.0467355-0.00299931j 0.0233931+0.00777512j 0.050567+0.00371134j -0.0102669+0.00172085j 0.00819722+0.00424218j 0.0186475-0.000898624j -0.00136201+0.0042887j -0.00117424-0.000233697j 0.00813915+9.85795e-05j -0.0379216+0.00475639j -0.313049-0.0022855j -0.140969-0.00677464j 0.00987577+0.00321766j 0.00718091+0.00354296j 0.240975+0.00315933j 0.0446559+0.00253126j 0.1506+0.00205627j 0.00982977-0.00394058j 0.09221+0.00044892j -0.0944784-0.000667226j 0.0131105+0.00107567j -0.0207777-0.0030471j -0.0370789-0.00160346j -0.000201932+0.0019093j -0.0247235+0.00334881j 0.00671553-0.00137244j -0.0203942+0.0037033j 0.145921+0.00123043j -0.159913+0.00140658j 0.0662386+0.00159553j -0.179895+2.4065e-15j 0.0651606-0.00404846j -0.205658+0.000513151j 0.149771+0.000795603j 0.111183-0.00280491j -0.0835535+0.0057309j -0.0194971-0.00254838j 0.00461347+0.000861017j 0.0140234-0.00224574j 0.0140375-0.000144435j -0.00977243-0.00502779j 0.010282-0.00119577j -0.000777984+0.0032857j 0.0246955+0.00276709j 0.00995428+0.000457445j 6.63077e-05-0.00211073j -0.00247653+0.00248907j -0.00801699-0.00677127j 0.0101276+0.00287578j 0.00404105+0.00115986j 0.0114197+0.00104963j 0.00863096-0.00365083j 0.0155398-0.00235501j 0.00940874-0.00159808j -0.0477312-0.00294488j -0.0421274+0.00377674j 0.0364665-0.00328152j -0.0580081-0.00285226j -0.0338989-0.0017067j -0.0124746+0.000855134j 0.00341141+0.00178618j -0.0145064+0.00249803j 0.00180281+0.00372897j 0.000912213+0.000881573j 0.00287064+0.00490271j -0.00517883+0.00102964j 0.0102574+0.00255896j 0.0157905+7.47048e-05j 
0.0549165+0.000113418j 0.0640919-0.00371499j 0.138166+0.00575755j 0.0379532+0.00157373j -0.0505778-0.000249976j 0.0135762-0.00255868j -0.0380351-0.00136079j 0.00714693-0.00161243j 0.0297423-0.000209884j 0.0192058-0.00166322j 0.106693+0.0124051j -0.33651-0.00271917j -0.149762-0.0108524j 0.155522+0.00285882j -0.0552374+0.0021183j 0.161235-0.00115747j -0.0601603-0.00506779j 0.238611-0.00126401j 0.0470015-0.000257711j -0.11399+0.000266563j 0.0244478-0.000793239j 0.0665184+0.00429929j -0.0602558-0.00274818j -0.0479145+0.00217047j -0.272272+0.00186003j -0.0302983+0.000962258j 0.0491604+0.000348021j 0.069876+0.00134679j -0.14143-0.000231903j 0.129086-0.0013427j 0.0224734-0.00178031j 0.0651606+0.00404846j 0.337805-6.03424e-15j 0.176878+0.00228232j 0.265864+0.00345845j 0.0552044-0.00462081j -0.0911624+0.00469887j 0.0421434-0.00445676j -0.0106042+0.00128327j -0.0253898-0.0031865j -0.013487-0.000659294j 0.00774465+0.00346082j 0.0254751-0.00133595j -0.0199218+0.00269083j 0.0172138+0.00268003j -0.0196948+3.56242e-05j 0.040301+0.000449477j -0.0285888-0.000802268j 0.0317455+0.00289148j -0.00710894-0.00222971j 0.0319933+0.000329456j -0.00332051+0.000793597j 0.000282793+0.0022785j -0.0193901+0.000409063j -0.010145-0.00394368j 0.00941135+0.00593361j 0.0819461-0.000333099j 0.0454516+0.00932605j 0.0480453+0.00270922j -0.00440108+0.00289451j -0.0160618-0.00151608j 0.00279207+0.00025196j -0.0163662-0.000597471j -0.00459573+0.00353336j 0.000883551-0.00102523j 0.000507294-0.00603285j -0.00923595-0.000979163j -0.0227204+0.000216605j 0.00048268-0.000508726j 
0.0275636+0.000635441j 0.0758136+0.00234461j 0.0267072-1.239e-05j 0.0261786-0.0014982j 0.0399484+0.000998376j 0.00837916-0.00131054j -0.020115+0.00163767j 0.0220378-0.00198245j 0.0254069-9.53264e-05j -0.0369057-0.000514008j -0.0472801+0.00571707j -0.332423-0.000407395j -0.0380028-0.00210703j 0.0421648-0.00185475j -0.0598042+0.00309019j 0.0451069-0.00793043j -0.0880716+0.00109152j -0.0237661-0.00251282j -0.0739874-0.00145317j -0.0624719+0.00236997j 0.0611436+0.00136371j 0.0907386+1.18636e-05j -0.0484041+0.000434418j 0.0411609+0.00177076j 0.0297509+0.00375933j -0.158512-0.000728223j 0.0192308-2.05938e-05j 0.0399891-0.00437091j 0.03422-0.00136391j -0.186115-0.00358244j 0.0436712+0.00418329j -0.205658-0.000513151j 0.176878-0.00228232j -0.229264-1.04409e-16j 0.0855361-0.00269133j 0.099093-0.00106334j -0.0759274+0.00824192j -0.021381-0.00456646j -0.0300484+0.000783789j -0.0327144+0.000392183j -0.024948+0.000923163j 0.0228946+6.03391e-05j -0.0120646-0.00065186j -0.00483471+0.00260522j 0.00409903+0.00333763j -0.00910241-7.01501e-05j -0.000865978-0.00237277j 0.000997412+0.00177619j -0.0122203-0.00542201j 0.00864874+0.00316891j 0.0251713-2.42134e-05j -0.0146525+0.00307144j 0.0463668-0.00279092j -0.0351837-0.0043538j -0.0150705-0.00367906j -0.0378552-0.00186146j -0.0384178-0.000710409j 0.0681141-0.00466748j -0.0644301-0.00426219j -0.032611-0.00299715j -0.00579675+0.00135774j 0.00445287-0.00244929j -0.0241526+0.00244662j -0.00211518+0.00377583j 0.000997958-0.00426102j -0.0106121+0.00407564j -0.0126463+0.000141257j 0.00993694+0.00221402j 0.0194517+0.000244832j 
0.0199271-2.79106e-05j 0.0259643+0.00108713j 0.0150853+0.000767536j 0.041582-0.000871826j 0.00913105-5.2586e-05j -0.000241357+0.0009707j -0.00331376+0.000324952j 0.0410599+3.56396e-05j 0.00506414+0.000319496j -0.0339673+0.000791493j -0.0756808+0.00107866j -0.0497324+0.00133593j -0.0286764+0.0031486j -0.0914875+0.000420862j -0.00447474+0.00136841j -0.086825-0.000522129j 0.0135721+0.00742079j -0.125255-0.000897619j -0.0172846-0.00531044j 0.0088391+0.00057098j -0.0922806+0.0041246j -0.0610111-0.00098394j 0.0144756+0.00071715j 0.00200803+0.00128013j 0.0976132+0.00320486j 0.156903-0.00265994j -0.0302068-0.00136465j 0.0147468-0.00210567j 0.155522+0.00140741j -0.0456537-0.000875943j 0.193682-0.00245378j 0.149771-0.000795603j 0.265864-0.00345845j 0.0855361+0.00269133j -0.0261054+4.68917e-16j 0.0718204+0.00032093j 0.0307584+0.00258693j -0.0336869+0.00136817j -0.0382091-0.00135435j -0.0302588+0.000185136j -0.0234218-0.00218751j 0.0331931+0.000545919j -0.0307035-0.00122454j 0.0128051+0.00231172j -0.0125302+0.00201176j 0.00468293-0.00184198j 0.00901544+0.00357456j 0.00437529-0.00276956j 0.0421708-0.00117129j -0.000416886+0.000178734j 0.0179149-0.00027369j 0.0913313-0.00107902j -0.0753443-0.001422j 0.0413091+0.000596571j -0.0162096+0.00104038j -0.068976-0.00192076j 0.148433+0.0010821j -0.00300552+0.00539109j 0.0604147+0.00236367j 0.090565+0.000112558j 0.0132192-0.0102917j 0.00694772-0.00086268j -0.0457429+0.00169906j 0.0342357-0.00471135j -0.0177801+0.00103873j 0.0149353-0.00833908j 0.0108231+0.00136835j -0.0387022-0.00676201j -0.0114551+5.71974e-05j 
0.00823737-0.000492197j -0.0154149-0.00260443j 0.0673591+0.000322678j 0.0259393-0.000885121j -0.0258457+0.000429336j 0.0208054-0.000224696j -0.0209876+0.000548771j -0.0216576-0.000388443j 0.0136197-7.78688e-05j 0.0394082+0.000912392j 0.0773581+0.00384264j -0.0170615+0.00611524j 0.0367244+0.00149402j -0.0518869-0.00162534j -0.048295+0.00192858j 0.00728032-0.00227996j -0.11835+0.000371677j 0.0017611+0.00162855j 0.0894463-0.0014126j -0.0131014-0.000780791j -0.023158-0.00153916j -0.0013603-0.000623274j 0.00245773+0.000654617j -0.0261368-4.48294e-05j -0.0591804+0.000148872j -0.0724185+0.00088372j 0.00258259+0.000503851j -0.0726855-0.000803177j -0.0535256-0.00103827j 0.0680007+0.00122204j -0.0620488+0.00334797j 0.111183+0.00280491j 0.0552044+0.00462081j 0.099093+0.00106334j 0.0718204-0.00032093j 0.0853867+3.10516e-16j 0.0723714-0.00687141j 0.0482381-0.00287942j 0.015287-0.00388886j 0.0519476-0.00436546j -0.000491758+1.6634e-05j -0.000840984+0.00142589j -0.0481233+0.00086314j 0.0330879-0.00363829j -0.0115105-0.00474233j 0.0183687+0.00142752j -0.0628234-0.000158789j 0.0459301+0.000866507j -0.033989+0.00642484j 0.0372-0.00215107j 0.0130279+0.000130608j -0.035859+0.00412635j 0.0302257-0.00342344j -0.0888052+0.00481603j -0.0788271+0.00306997j 0.0559958-0.00141475j -0.328864+0.0147035j -0.189522+0.00631937j -0.0934279+0.000767873j -0.1284+0.00767113j 0.0572456+0.00168697j -0.0057228-0.00125638j 0.0465698+0.00459785j -0.0272985+0.0037573j 0.0171459-0.00128328j 0.0202874+0.0156012j -0.0284087+0.0128191j 0.0747039+0.0111917j -0.0264717-0.00370818j 
0.0013028-4.00527e-05j 0.0190908+0.00171194j -0.00412628+0.000147816j 0.0170466+0.000904982j -0.00706114+9.02187e-06j 0.000285322-0.000340161j -0.00503972+0.000802286j -0.00399037+0.000726145j -0.0095448+0.000222195j 0.0228871-0.000543035j -0.034308+0.000435888j -0.127038-0.00527379j -0.055927-0.00089381j -0.0956869-0.00103684j -0.0365605+0.00038223j -0.0237104+0.000151563j -0.0485098+0.00289003j -0.00843955-0.00481079j 0.0594226+0.000783524j -0.0136691+0.00078873j -0.0697265-0.000167666j -0.0642916+0.000154491j 0.0600179-0.000967612j -0.0459287+0.000525749j -0.0273595+0.00211105j 0.104922+0.00349011j -0.00503253-0.00180978j 0.123555+0.00473082j 0.0141161+0.00253939j 0.0887702-0.00290778j 0.147078-0.00170661j -0.0835535-0.0057309j -0.0911624-0.00469887j -0.0759274-0.00824192j 0.0307584-0.00258693j 0.0723714+0.00687141j -0.0215024-1.0101e-15j 0.000642039-0.00114214j -0.00604976+0.000870125j 0.00299154+0.000516708j -0.0189653+0.00408249j 0.0130575-0.00239196j 0.0440788-0.00174935j -0.0727369-1.26066e-05j -0.0518345-0.00297305j 0.0332046+0.000851199j -0.0668532-0.00183834j 0.0649968+0.00154767j 0.0152432+0.00141699j 0.0197151-0.00069761j 0.0389684-0.00174271j -0.0185286+0.00121356j -0.0352292+0.00039494j -0.168555+0.00351199j -0.0782791+0.00175076j 0.0810046-0.000684413j 0.0678892-0.00470177j -0.132028-0.00314547j 0.0169434-0.0036145j 0.0247598-0.00275019j 0.0831062-0.00401607j -0.0148065-0.000191305j 0.0390448+0.0058202j -0.0163035+0.000614468j 0.00381646-0.00362913j -0.0183837-0.00995935j -0.0353936+0.0016172j -0.00508013-0.00839654j -0.0438145-0.000858213j 
0.00505229+0.00140874j 0.0275785+0.00178601j 0.0105729+0.00418157j 0.0020231-0.00245374j -0.00171202-0.00162303j 0.0168137+0.00306528j -0.00917949-0.0028371j 0.00602064-0.000551804j 0.00224578-0.00124246j -0.0247543-0.0019025j -0.012816+0.00647939j -0.0693446+0.000829464j -0.0229217+0.000128517j -0.0272039-0.000441004j -0.055539+0.00156986j -0.0529773-0.000609063j 0.0671026+0.00265203j -0.012138+0.00609002j 0.0467482-0.00238089j 0.0204044-0.000287333j 0.0729189+0.00563551j -0.0135857+0.00122312j 0.0221938+0.000787525j 0.022856+0.000887361j -0.0116878-0.00142137j 0.0199228-0.0050857j 0.0265225+0.00140992j -0.00315177-0.0046492j -0.202343-0.00506195j -0.0102058+0.00319859j 0.0376299+0.000844262j -0.0194971+0.00254838j 0.0421434+0.00445676j -0.021381+0.00456646j -0.0336869-0.00136817j 0.0482381+0.00287942j 0.000642039+0.00114214j 0.0441264-2.28463e-15j -0.0134058-0.000699422j -0.0973067+0.000746209j 0.160351-0.00224944j -0.0859192+0.000580918j 0.0183166+0.000594056j 0.0069744-0.000997766j 0.031475-0.000334867j -0.00242414-0.000390703j -0.0313751+0.000686017j 0.0179359-0.000557625j -0.112703-0.000758688j 0.00765553+0.00205794j 0.0235747+0.00408338j 0.129239-0.00332852j -0.0414027-8.42184e-05j 0.190556-0.0102421j 0.0927825-0.00266733j 0.183345+0.000203883j -0.0612566+0.00455949j -0.0656816+0.00488107j 0.0604102-0.00368141j 0.0643256-0.000564157j 0.00593165+0.000357543j 0.0150081-0.00573859j 0.0202545-0.00376337j -0.0273753-0.00652438j 0.0242574+0.0136776j 0.040681+0.000901882j 0.0069973+0.0049194j -0.0029431-0.00478992j -0.0179769-0.000682084j 
-0.00122142+8.05934e-05j 2.32528e-05-0.000344933j -0.00499646+0.000804268j 0.000306681+0.00066902j -0.0069024+0.00593971j 0.00206309+0.00142838j -0.00408559-0.0025396j -0.00880887-0.00485199j -0.000952033+0.000147576j 0.00366512-0.00402997j -0.000899429-0.00104637j -0.0199918-0.00253221j 0.00915355+0.00318455j -0.0274389-0.00456361j -0.0261936-0.00373354j 0.0108419+0.000479061j -0.0250124-0.00134426j -0.0190637+0.00138876j 0.0456252-0.00378547j -0.0206223-0.00385057j -0.0505826-0.00321434j 0.0144207-0.00112816j 0.0125522+0.00161533j 0.00412444-0.000325046j 0.0274889+0.00692166j 0.00194536-0.00493138j 0.0304147+0.00113433j -0.0505756-0.00325037j -0.0076093+0.00672216j -0.0409889-0.000179206j -0.0110323+0.0046977j 0.00461347-0.000861017j -0.0106042-0.00128327j -0.0300484-0.000783789j -0.0382091+0.00135435j 0.015287+0.00388886j -0.00604976-0.000870125j -0.0134058+0.000699422j -0.014265-3.96384e-15j 0.00156328-0.00067522j -0.0652485+0.00213289j 0.000302816+5.47798e-05j 0.10094-0.000584758j -0.109287+0.00158859j 0.0990669-0.00458972j -0.026257+0.000813502j -0.0128525+0.00110667j 0.00577783-0.000129973j 0.112153-0.00511799j -0.0129661+0.000353562j 0.0213487+0.000223302j -0.0998243+0.00575975j -0.0723854+0.00310061j -0.226324+0.00695473j -0.0321689-0.00271753j -0.00214114+0.00279986j 0.120728-0.00137441j 0.0140891+0.00166135j -0.0224139-0.00110296j 0.0710459-0.0013043j 0.0329578-6.39057e-05j -0.0158953+0.000625689j 0.03992+0.00310396j -0.00540261+0.00146942j 0.000239895-0.00853456j -0.0325557-0.0107729j -0.0289598-0.00381288j -0.0166514-0.00425402j -0.0118783+2.53943e-05j 
