-0.193465+1.55431e-15j 0.274383-0.0390992j -0.125857+0.839112j 0.58872-0.651079j -0.440576+0.465546j 1.27125-0.880016j -0.19503+0.301607j 1.58765-1.31088j -1.52672+1.27683j 0.300033-0.290591j -2.64705+2.12687j 1.20687-1.33921j 1.41171-1.15018j 2.35357-1.89128j 0.805127-0.644085j 4.83185-4.23297j -3.06497+2.69119j -0.290342+0.36328j 1.20559-1.15305j 0.848951-0.628415j 0.930852-0.829505j 5.32589-4.71305j -0.190373-0.201279j 4.15602-3.78269j 0.27341+0.0582719j -5.36081+0.0462518j -1.74416-1.54458j 0.17591-0.261805j -4.33346+3.83826j -0.00520584-0.0541712j 5.86288-5.21934j 1.02053-0.922156j -1.37385+0.982912j -1.58488+1.52157j 0.241932-0.265951j -3.29439+3.67094j 5.08433-5.60833j -0.61831+0.793849j 2.1043-2.94629j 1.32905-1.67465j 1.16542-1.54645j 2.11993-2.48579j -0.0656255-0.427281j 1.66293-1.7571j 1.29995-1.34657j 0.654767-1.2029j -1.53935+1.28953j 0.111987+0.980165j 0.774704-1.50093j 1.54781-0.104275j -1.49096-0.770895j 1.04097-2.36109j 
4.15602+3.78269j -30.2323-5.89314j 55.325-4.43711j -70.258-20.3612j 69.0005+16.9779j -179.107-25.7218j 24.8761+20.2699j -226.884-29.4038j 229.969+47.0376j -49.9364-10.6061j 367.408+19.4741j -180.632-21.4381j -206.955-10.6787j -333.109-30.2897j -121.793-12.1046j -704.628-37.3905j 455.908+23.5082j 42.1968+5.367j -185.801-4.18995j -145.674-16.4134j -135.228-4.23806j -776.383-20.1797j 15.1014+8.38116j -591.927-1.98148e-11j -29.1225-8.29842j 438.128+357.898j 45.5247+240.325j -29.0436+7.30985j 591.163-7.05273j -15.5429+8.28355j -776.61+31.4915j -136.07+4.70356j 146.049-19.0785j 185.152-6.17382j -42.7927+5.54196j 453.999-30.1728j -706.092+45.7988j 120.958-14.4212j -333.385+34.4971j -206.318+14.7978j -180.379+23.5536j -366.708+24.6983j -50.1517+10.8021j -229.981+51.0935j -226.92+31.9533j -24.6212+21.2732j 179.198-27.5792j 69.0391-17.9184j -69.9989+21.0972j -55.2631-3.58421j 30.0171-6.19067j -4.33346+3.83826j 
0.27341-0.0582719j -1.18483+0.234673j 2.5838-0.806151j -3.55808-0.289081j 3.74083+0.266099j -8.73081+0.761998j 1.08215+1.00312j -10.5785+1.20009j 11.4307-0.262113j -2.00194+0.0945163j 17.717-2.69147j -8.72997+0.669251j -10.3815+0.81837j -17.2546+2.71289j -5.62606+0.796475j -33.7622+6.2839j 21.8054-5.50657j 1.57866-0.751042j -9.32783+1.72616j -6.37126+0.789271j -6.93458+0.739985j -37.3913+8.46509j 1.29977+1.00418j -29.1225+8.29842j -0.510247+7.80709e-13j 24.7984+12.5359j 5.13606+11.7212j -2.17087+0.595248j 29.0436-7.30985j -0.292351+1.07299j -37.2296+10.8626j -6.70845+2.02957j 7.48838-2.6283j 8.26259-2.79623j -1.98547+0.596306j 22.2544-6.34158j -34.7772+10.3696j 7.0371-2.73091j -16.307+6.24559j -10.635+2.6376j -7.84352+3.13763j -17.9048+5.74518j -2.40645+1.30771j -10.9805+4.38747j -10.7484+3.9086j -2.06882+1.50964j 8.70818-3.64244j 3.36074-1.72187j -3.53212+2.19618j -2.92288+0.279497j 1.44236-0.78219j -0.17591+0.261805j 
-1.00077-5.29703j 18.5166+22.7961j -43.1246-30.5846j 39.6848+57.9947j -40.3209-54.6608j 115.543+129.103j -5.55009-30.717j 148.451+161.35j -140.633-176.812j 30.9086+38.9923j -257.821-240.569j 119.823+127.058j 145.121+134.771j 226.495+227.582j 80.8434+84.0696j 494.621+461.351j -319.583-297.503j -30.6619-29.6887j 134.169+117.869j 96.9353+101.145j 96.8915+86.3638j 555.806+492.41j -7.59385-16.0247j 433.511+362.891j 16.9025+22.4514j -101.346-531.185j 114.596-204.607j 24.7984+12.5359j -438.128-357.898j 17.3561+3.71197j 588.635+453.357j 103.227+79.1117j -117.658-76.4682j -139.919-109.998j 35.027+24.2799j -352.382-257.589j 546.302+399.26j -97.5268-63.8766j 266.257+179.049j 159.936+117.397j 147.816+93.7181j 284.856+207.716j 44.0468+22.6741j 200.054+104.422j 186.426+115.24j 31.246-0.39986j -148.377-89.0944j -61.1659-29.1721j 64.6019+27.8105j 38.2471+36.5575j -25.802-13.915j 5.36081-0.0462518j 
1.12545-1.95998j -0.122092+12.689j -5.54153-22.1618j -3.5276+29.9965j 1.87426-29.0424j 2.32711+74.7107j 6.84686-11.6216j 3.83788+94.5336j 3.09429-97.0465j -0.815057+20.9487j -17.7793-151.261j 3.34648+75.7376j 10.0916+85.6417j 10.727+137.719j 3.84814+50.6614j 34.6949+291.249j -22.267-187.217j -1.5178-18.0697j 13.4084+76.3093j 3.88586+61.038j 7.78726+56.0583j 45.6576+318.601j 2.77231-6.42482j 42.0442+241.839j 0.0979395+12.0876j 114.596-204.607j 95.0973-35.9911j 5.13606+11.7212j -45.5247-240.325j 3.42096+6.05852j 68.0474+313.568j 12.2975+54.627j -18.0024-57.9022j -16.6447-77.0939j 4.35144+17.7494j -44.0394-183.64j 69.5363+284.314j -14.9964-48.6636j 37.0271+133.615j 20.3608+82.9682j 22.4117+71.5104j 35.7585+148.234j 7.68771+20.0478j 36.3012+90.6875j 29.1167+90.2221j 10.3134+8.56959j -24.0891-71.2123j -11.8829-26.9642j 13.1057+27.0539j 2.32822+22.634j -4.7042-11.9187j 1.74416+1.54458j 
0.17591+0.261805j -1.44236-0.78219j 2.92288+0.279497j -3.53212-2.19618j 3.36074+1.72187j -8.70818-3.64244j 2.06882+1.50964j -10.7484-3.9086j 10.9805+4.38747j -2.40645-1.30771j 17.9048+5.74518j -7.84352-3.13763j -10.635-2.6376j -16.307-6.24559j -7.0371-2.73091j -34.7772-10.3696j 22.2544+6.34158j 1.98547+0.596306j -8.26259-2.79623j -7.48838-2.6283j -6.70845-2.02957j -37.2296-10.8626j 0.292351+1.07299j -29.0436-7.30985j -2.17087-0.595248j 16.9025+22.4514j 0.0979395+12.0876j -0.510247+4.88681e-12j 29.1225+8.29842j -1.29977+1.00418j -37.3913-8.46509j -6.93458-0.739985j 6.37126+0.789271j 9.32783+1.72616j -1.57866-0.751042j 21.8054+5.50657j -33.7622-6.2839j 5.62606+0.796475j -17.2546-2.71289j -10.3815-0.81837j -8.72997-0.669251j -17.717-2.69147j -2.00194-0.0945163j -11.4307-0.262113j -10.5785-1.20009j -1.08215+1.00312j 8.73081+0.761998j 3.74083-0.266099j -3.55808+0.289081j -2.5838-0.806151j 1.18483+0.234673j -0.27341-0.0582719j 
-4.33346-3.83826j 30.0171+6.19067j -55.2631+3.58421j 69.9989+21.0972j -69.0391-17.9184j 179.198+27.5792j -24.6212-21.2732j 226.92+31.9533j -229.981-51.0935j 50.1517+10.8021j -366.708-24.6983j 180.379+23.5536j 206.318+14.7978j 333.385+34.4971j 120.958+14.4212j 706.092+45.7988j -453.999-30.1728j -42.7927-5.54196j 185.152+6.17382j 146.049+19.0785j 136.07+4.70356j 776.61+31.4915j -15.5429-8.28355j 591.163+7.05273j 29.0436+7.30985j -433.511-362.891j -42.0442-241.839j 29.1225-8.29842j -591.927+1.24407e-11j 15.1014-8.38116j 776.383-20.1797j 135.228-4.23806j -145.674+16.4134j -185.801+4.18995j 42.1968-5.367j -455.908+23.5082j 704.628-37.3905j -121.793+12.1046j 333.109-30.2897j 206.955-10.6787j 180.632-21.4381j 367.408-19.4741j 49.9364-10.6061j 229.969-47.0376j 226.884-29.4038j 24.8761-20.2699j -179.107+25.7218j -69.0005+16.9779j 70.258-20.3612j 55.325+4.43711j -30.2323+5.89314j 4.15602-3.78269j 
-0.00520584+0.0541712j -0.890568-0.83452j 1.33963+0.917389j -1.95356-1.58593j 1.81384+1.53951j -5.1191-3.90485j 0.25975+0.818858j -6.07121-4.26211j 5.90361+4.75339j -1.21717-1.17957j 9.83351+5.30978j -4.10969-4.59511j -4.90686-3.14052j -8.85407-6.4024j -2.14973-1.51566j -19.5549-11.3101j 12.3368+7.71953j 0.49931+0.792519j -4.55782-2.76461j -3.86255-3.25832j -3.44136-2.30502j -19.8762-12.572j 1.15476-0.197886j -15.5429-8.28355j -0.292351-1.07299j 7.59385+16.0247j -2.77231+6.42482j -1.29977-1.00418j 15.1014+8.38116j -0.265897+1.60451e-12j -20.2266-10.2064j -3.90458-2.66081j 4.84015+2.58353j 4.83078+2.40383j -0.775222-0.697386j 11.2146+6.04121j -17.9106-9.61059j 2.95943+1.94879j -9.1549-3.91067j -5.05482-3.134j -4.5259-2.25586j -9.95703-4.65427j -1.42067-0.950494j -6.15635-2.1909j -5.9412-2.32573j -0.888159+0.212278j 4.74245+1.63252j 2.08173+0.7993j -1.67496-0.0610131j -1.13591-0.830695j 0.669833+0.730986j -0.190373-0.201279j 
5.86288+5.21934j -39.1849-9.44918j 72.7225-2.39367j -91.7016-30.0575j 90.8593+25.4436j -234.893-42.3108j 32.2371+29.2381j -297.63-50.5284j 301.282+74.9728j -66.5068-16.7436j 482.859+45.2034j -237.276-37.2388j -272.066-24.6268j -438.67-57.0603j -158.778-22.8844j -925.699-87.1288j 596.524+55.56j 55.236+8.2532j -243.889-15.6392j -192.334-29.43j -176.801-13.4355j -1018.22-68.588j 19.8762+12.572j -776.61-31.4915j -37.2296-10.8626j 555.806+492.41j 45.6576+318.601j -37.3913+8.46509j 776.383+20.1797j -20.2266+10.2064j -1019.73+6.39346e-11j -177.595+1.07295j 192.057-16.1987j 244.807+0.617055j -56.1545+5.04452j 596.858-14.9072j -925.552+24.5619j 159.438-13.4161j -437.63+28.0773j -271.76+7.15294j -237.94+21.1763j -482.915+12.7303j -65.4943+11.759j -302.604+53.8114j -298.714+30.4176j -32.3794+26.4129j 235.873-27.7651j 91.0567-20.1362j -92.4436+23.8497j -72.382-7.84897j 39.8698-6.26728j -5.32589+4.71305j 
1.02053+0.922156j -6.85746-1.62046j 12.5031-0.503484j -16.1173-5.44934j 15.8439+4.60595j -41.8095-7.81305j 5.9827+4.97848j -52.8191-9.33481j 53.045+13.5014j -11.2803-3.21289j 84.2943+8.90718j -41.3072-7.3046j -47.8407-4.75393j -75.7505-9.77188j -27.9398-3.79328j -162.902-16.137j 104.43+10.5518j 10.9173+0.859888j -42.7433-3.16476j -33.7329-5.09534j -29.7205-3.45672j -176.801-13.4355j 3.44136+2.30502j -136.07-4.70356j -6.70845-2.02957j 96.8915+86.3638j 7.78726+56.0583j -6.93458+0.739985j 135.228+4.23806j -3.90458+2.66081j -177.595-1.07295j -30.1436-1.0089e-11j 34.183-2.86707j 41.886+0.648997j -8.99725+0.329336j 104.235-1.64091j -161.548+4.191j 27.6195-1.9929j -75.8718+4.70904j -47.1245+0.829012j -41.553+3.69303j -83.796+1.96234j -11.8088+1.97765j -52.4856+8.97465j -51.8085+5.25954j -5.68909+4.555j 41.0139-4.53471j 15.7684-3.55145j -16.1449+4.25091j -12.7756-1.36913j 6.91354-1.22099j -0.930852+0.829505j 
-1.37385-0.982912j 7.28584+1.98253j -13.4571-0.467826j 16.4894+7.57301j -16.6934-6.60224j 43.9568+12.2139j -6.32142-6.74357j 55.5982+14.7636j -57.9811-19.344j 11.681+4.33838j -90.584-16.7564j 45.418+11.0994j 50.4745+7.90702j 82.6385+18.3016j 29.9493+6.57359j 174.611+32.2157j -111.874-20.5334j -9.65135-2.87048j 46.0633+6.80154j 34.4675+9.89048j 33.7329+5.09534j 192.334+29.43j -3.86255-3.25832j 146.049+19.0785j 7.48838+2.6283j -96.9353-101.145j -3.88586-61.038j 6.37126-0.789271j -145.674-16.4134j 4.84015-2.58353j 192.057+16.1987j 34.183+2.86707j -35.8693+8.17124e-14j -45.974-4.22682j 10.6988+0.0233736j -112.978-6.13725j 174.3+10.1363j -29.7579+0.332857j 82.0541+1.4756j 51.1371+3.58301j 44.7035-0.233541j 90.4245+5.67692j 11.925-0.858414j 56.2893-5.37076j 55.7483-1.03066j 6.30239-5.24907j -44.3826+1.63172j -17.3904+2.3806j 17.6147-3.19982j 13.9772+2.8162j -7.47691+0.873548j 0.848951-0.628415j 
-1.58488-1.52157j 9.36562+1.85897j -17.1889+0.939511j 22.0742+7.70202j -21.7016-6.15655j 57.0399+10.1161j -8.3308-7.06251j 71.8692+11.6117j -72.0691-18.1341j 15.7971+4.30658j -115.95-9.10496j 57.0089+7.98364j 65.1286+6.40226j 103.871+13.4665j 38.5207+3.63618j 220.569+19.4618j -143.279-12.8866j -13.307-1.3323j 58.9123+2.84231j 46.0633+6.80154j 42.7433+3.16476j 243.889+15.6392j -4.55782-2.76461j 185.152+6.17382j 8.26259+2.79623j -134.169-117.869j -13.4084-76.3093j 9.32783-1.72616j -185.801-4.18995j 4.83078-2.40383j 244.807-0.617055j 41.886-0.648997j -45.974+4.22682j -57.7954+9.89431e-13j 13.4031-0.823825j -142.622+4.51332j 221.875-6.87614j -38.3166+3.42113j 105.325-7.55007j 65.0814-1.75494j 57.2-5.52665j 115.653-2.91743j 15.8113-3.24632j 72.1228-13.5007j 71.5814-7.50676j 7.51535-6.39889j -56.3641+6.48325j -21.7136+4.91491j 22.3099-5.57946j 17.4901+1.56737j -9.56447+1.73792j 1.20559-1.15305j 
0.241932+0.265951j -1.88761-1.08031j 3.94438+0.310308j -5.31232-2.13425j 5.48495+2.10123j -13.7019-2.77663j 1.89167+1.57865j -16.0145-4.63447j 16.7756+6.33608j -3.48542-0.820863j 27.4766+5.82528j -12.5138-2.66224j -15.1431-2.29488j -23.8418-4.78857j -8.71385-2.58674j -51.5473-9.44989j 33.3703+5.59852j 2.77876+0.449452j -13.307-1.3323j -9.65135-2.87048j -10.9173-0.859888j -55.236-8.2532j 0.49931+0.792519j -42.7927-5.54196j -1.98547-0.596306j 30.6619+29.6887j 1.5178+18.0697j -1.57866+0.751042j 42.1968+5.367j -0.775222+0.697386j -56.1545-5.04452j -8.99725-0.329336j 10.6988-0.0233736j 13.4031+0.823825j -2.57375+1.90162e-12j 32.95+1.64112j -51.4116-2.92195j 8.86658+0.105066j -23.5797-0.0698296j -14.784-0.719143j -12.7552-0.176615j -26.7585-1.52883j -3.37081-0.00148476j -17.0621+1.29127j -16.5965+0.242324j -1.94096+1.14817j 13.1071-0.136123j 5.35863-1.08718j -4.896+1.05917j -4.05619-0.848847j 2.24123-0.0568501j -0.290342+0.36328j 
-3.29439-3.67094j 23.3251+6.33499j -42.7702+0.310482j 53.2505+18.9089j -53.3191-16.8956j 138.099+29.2244j -18.0038-17.908j 174.263+34.2551j -175.893-48.6719j 38.5805+10.5371j -282.602-34.7887j 139.697+25.8859j 158.788+18.4122j 255.533+41.6644j 93.5181+16.6535j 541.845+65.0863j -350.829-42.8265j -33.3703-5.59852j 143.279+12.8866j 111.874+20.5334j 104.43+10.5518j 596.524+55.56j -12.3368-7.71953j 453.999+30.1728j 22.2544+6.34158j -319.583-297.503j -22.267-187.217j 21.8054-5.50657j -455.908-23.5082j 11.2146-6.04121j 596.858+14.9072j 104.235+1.64091j -112.978+6.13725j -142.622-4.51332j 32.95-1.64112j -350.534+2.02469e-11j 542.644+0.220866j -93.5042+5.24006j 257.301-9.25384j 158.982+0.305102j 139.607-8.82163j 282.593-0.379847j 38.4137-6.46304j 177.279-27.2635j 174.396-13.6886j 18.5046-15.1091j -138.48+12.7487j -53.2004+10.3725j 54.1156-12.8001j 42.6401+5.63025j -23.2286+3.02157j 3.06497-2.69119j 
5.08433+5.60833j -35.7416-9.51256j 65.2354-0.760313j -83.8446-29.5636j 83.1902+26.1761j -213.682-45.7143j 28.9273+28.2012j -270.702-53.9449j 274.102+74.5648j -59.4499-16.6245j 437.723+51.9334j -216.377-39.3274j -246.559-29.739j -398.859-63.4691j -145.1-24.8904j -840.726-101.694j 541.845+65.0863j 51.5473+9.44989j -220.569-19.4618j -174.611-32.2157j -162.902-16.137j -925.699-87.1288j 19.5549+11.3101j -706.092-45.7988j -34.7772-10.3696j 494.621+461.351j 34.6949+291.249j -33.7622+6.2839j 704.628+37.3905j -17.9106+9.61059j -925.552-24.5619j -161.548-4.191j 174.3-10.1363j 221.875+6.87614j -51.4116+2.92195j 542.644-0.220866j -842.089-1.47296e-11j 145.875-7.77063j -398.506+15.0702j -246.742+0.0288122j -216.241+13.3212j -438.545+0.0307148j -59.9528+9.56869j -274.633+41.9842j -270.921+20.8521j -28.8119+23.1577j 214.082-19.1143j 82.5356-15.923j -84.1145+19.345j -65.936-8.46111j 36.0074-4.58937j -4.83185+4.23297j 
-0.61831-0.793849j 5.92674+2.41147j -11.6583+0.312285j 13.6782+6.03275j -14.1833-6.08626j 36.8076+10.3814j -5.04104-5.53597j 46.6502+12.5382j -46.615-16.2556j 12.0806+2.3472j -75.6977-11.6007j 36.867+9.18531j 42.8293+7.48819j 69.2979+14.0942j 24.9068+5.90428j 145.1+24.8904j -93.5181-16.6535j -8.71385-2.58674j 38.5207+3.63618j 29.9493+6.57359j 27.9398+3.79328j 158.778+22.8844j -2.14973-1.51566j 120.958+14.4212j 7.0371+2.73091j -80.8434-84.0696j -3.84814-50.6614j 5.62606-0.796475j -121.793-12.1046j 2.95943-1.94879j 159.438+13.4161j 27.6195+1.9929j -29.7579-0.332857j -38.3166-3.42113j 8.86658-0.105066j -93.5042-5.24006j 145.875+7.77063j -25.1174-3.53051e-13j 68.9466+1.07786j 42.3824+2.39364j 37.4631-0.673514j 75.7648+3.32428j 10.0617-0.771168j 47.2111-4.66584j 47.2142-1.53885j 5.08719-3.76839j -37.0355+1.40347j -14.2253+1.84041j 14.9175-2.75282j 11.1456+2.09898j -6.2092+0.307126j 0.805127-0.644085j 
2.1043+2.94629j -16.9059-5.13965j 30.4805+0.0691653j -40.2333-16.0355j 38.3407+14.2606j -101.916-25.0659j 13.2444+14.0254j -127.829-29.3893j 129.12+40.9978j -28.9363-9.35486j 207.882+32.8438j -102.419-23.4761j -116.961-17.1859j -188.692-36.7411j -69.2979-14.0942j -398.859-63.4691j 255.533+41.6644j 23.8418+4.78857j -103.871-13.4665j -82.6385-18.3016j -75.7505-9.77188j -438.67-57.0603j 8.85407+6.4024j -333.385-34.4971j -16.307-6.24559j 226.495+227.582j 10.727+137.719j -17.2546+2.71289j 333.109+30.2897j -9.1549+3.91067j -437.63-28.0773j -75.8718-4.70904j 82.0541-1.4756j 105.325+7.55007j -23.5797+0.0698296j 257.301+9.25384j -398.506-15.0702j 68.9466-1.07786j -188.574+2.28084e-11j -116.916-4.20673j -102.341+2.78557j -207.211-7.36106j -28.351+3.57027j -129.619+14.6796j -128.24+5.04766j -13.5487+10.39j 100.875-5.74054j 39.1411-5.79359j -39.5312+7.84433j -31.246-4.92165j 16.7328-1.37604j -2.35357+1.89128j 
1.32905+1.67465j -10.3455-2.83867j 18.9202-0.402287j -24.2175-9.03242j 24.3193+8.14949j -62.0862-13.7221j 8.37474+7.9134j -78.8782-13.2164j 80.0317+22.6198j -17.3278-5.31688j 129.061+15.7747j -63.1133-12.0516j -72.0118-8.5314j -116.961-17.1859j -42.8293-7.48819j -246.559-29.739j 158.788+18.4122j 15.1431+2.29488j -65.1286-6.40226j -50.4745-7.90702j -47.8407-4.75393j -272.066-24.6268j 4.90686+3.14052j -206.318-14.7978j -10.635-2.6376j 145.121+134.771j 10.0916+85.6417j -10.3815+0.81837j 206.955+10.6787j -5.05482+3.134j -271.76-7.15294j -47.1245-0.829012j 51.1371-3.58301j 65.0814+1.75494j -14.784+0.719143j 158.982-0.305102j -246.742-0.0288122j 42.3824-2.39364j -116.916+4.20673j -72.4092-1.23809e-10j -63.1067+3.6618j -128.694+0.0808319j -18.0348+3.01621j -80.5413+12.2845j -79.5519+6.24102j -8.4054+6.7872j 62.7204-5.52778j 24.0593-4.61594j -24.7464+5.64006j -19.1901-2.39751j 10.5521-1.27543j -1.41171+1.15018j 
1.16542+1.54645j -9.11059-3.06411j 17.2149+0.0214523j -21.3244-8.98062j 21.0785+7.63601j -53.7583-14.7788j 6.94243+7.87593j -70.0508-17.7173j 71.0693+23.7382j -16.1134-4.94807j 112.63+20.5325j -54.8664-12.8501j -63.1133-12.0516j -102.419-23.4761j -36.867-9.18531j -216.377-39.3274j 139.697+25.8859j 12.5138+2.66224j -57.0089-7.98364j -45.418-11.0994j -41.3072-7.3046j -237.276-37.2388j 4.10969+4.59511j -180.379-23.5536j -7.84352-3.13763j 119.823+127.058j 3.34648+75.7376j -8.72997+0.669251j 180.632+21.4381j -4.5259+2.25586j -237.94-21.1763j -41.553-3.69303j 44.7035+0.233541j 57.2+5.52665j -12.7552+0.176615j 139.607+8.82163j -216.241-13.3212j 37.4631+0.673514j -102.341-2.78557j -63.1067-3.6618j -55.4645+1.27658e-11j -112.347-7.06183j -15.215+1.64267j -70.4242+6.45117j -69.4392+0.78677j -7.43246+5.45425j 54.8948-1.56005j 21.0295-2.70518j -21.9757+3.53137j -17.2547-3.36648j 9.2184-0.683688j -1.20687+1.33921j 
2.11993+2.48579j -18.2339-4.63475j 33.4839-0.954573j -43.7816-16.0288j 42.0272+14.499j -110.394-23.1299j 15.6984+13.3922j -141.653-28.5682j 142.89+39.0425j -31.2794-8.45185j 228.202+29.2627j -112.63-20.5325j -129.061-15.7747j -207.882-32.8438j -75.6977-11.6007j -437.723-51.9334j 282.602+34.7887j 27.4766+5.82528j -115.95-9.10496j -90.584-16.7564j -84.2943-8.90718j -482.859-45.2034j 9.83351+5.30978j -366.708-24.6983j -17.9048-5.74518j 257.821+240.569j 17.7793+151.261j -17.717+2.69147j 367.408+19.4741j -9.95703+4.65427j -482.915-12.7303j -83.796-1.96234j 90.4245-5.67692j 115.653+2.91743j -26.7585+1.52883j 282.593+0.379847j -438.545-0.0307148j 75.7648-3.32428j -207.211+7.36106j -128.694-0.0808319j -112.347+7.06183j -228.307-1.18128e-12j -31.4619+4.84533j -142.917+20.9974j -141.231+10.475j -15.3547+11.8221j 111.396-9.94303j 43.1227-8.52159j -43.7643+9.82659j -34.3847-4.59326j 18.6817-2.38081j -2.64705+2.12687j 
-0.0656255+0.427281j -2.32165-1.77757j 3.73217+1.33579j -5.91517-3.25149j 6.44106+2.16158j -14.2587-5.09523j 1.3537+1.16723j -19.1704-7.49497j 19.8906+9.64164j -4.3464-1.75249j 31.2794+8.45185j -16.1134-4.94807j -17.3278-5.31688j -28.9363-9.35486j -12.0806-2.3472j -59.4499-16.6245j 38.5805+10.5371j 3.48542+0.820863j -15.7971-4.30658j -11.681-4.33838j -11.2803-3.21289j -66.5068-16.7436j 1.21717+1.17957j -50.1517-10.8021j -2.40645-1.30771j 30.9086+38.9923j -0.815057+20.9487j -2.00194+0.0945163j 49.9364+10.6061j -1.42067+0.950494j -65.4943-11.759j -11.8088-1.97765j 11.925+0.858414j 15.8113+3.24632j -3.37081+0.00148476j 38.4137+6.46304j -59.9528-9.56869j 10.0617+0.771168j -28.351-3.57027j -18.0348-3.01621j -15.215-1.64267j -31.4619-4.84533j -4.38989-5.00378e-13j -19.4893-0.138832j -19.4516-1.2052j -2.03417+0.763162j 15.5415+0.889916j 6.00452-0.153711j -5.7162+0.504339j -4.60732-1.30655j 2.46282+0.2828j -0.300033+0.290591j 
1.66293+1.7571j -10.9772-5.21962j 20.9554+2.33011j -26.554-14.8583j 27.6367+13.307j -70.2592-26.301j 9.48802+10.7224j -87.6923-30.8683j 91.3095+39.2545j -19.8906-9.64164j 142.89+39.0425j -71.0693-23.7382j -80.0317-22.6198j -129.12-40.9978j -46.615-16.2556j -274.102-74.5648j 175.893+48.6719j 16.7756+6.33608j -72.0691-18.1341j -57.9811-19.344j -53.045-13.5014j -301.282-74.9728j 5.90361+4.75339j -229.981-51.0935j -10.9805-4.38747j 140.633+176.812j -3.09429+97.0465j -11.4307+0.262113j 229.969+47.0376j -6.15635+2.1909j -302.604-53.8114j -52.4856-8.97465j 56.2893+5.37076j 72.1228+13.5007j -17.0621-1.29127j 177.279+27.2635j -274.633-41.9842j 47.2111+4.66584j -129.619-14.6796j -80.5413-12.2845j -70.4242-6.45117j -142.917-20.9974j -19.4893+0.138832j -89.4155+2.13163e-13j -88.1405-6.52944j -9.71186+5.96252j 69.929+4.35095j 27.0418-0.885935j -27.6753+1.94421j -21.5522-5.9216j 11.509+0.320178j -1.52672+1.27683j 
1.29995+1.34657j -11.1884-3.83807j 21.7193+0.646581j -25.8746-11.4985j 26.3405+10.0229j -69.3941-19.3732j 9.11984+9.69496j -88.8411-24.2072j 87.6923+30.8683j -19.1704-7.49497j 141.653+28.5682j -70.0508-17.7173j -78.8782-13.2164j -127.829-29.3893j -46.6502-12.5382j -270.702-53.9449j 174.263+34.2551j 16.0145+4.63447j -71.8692-11.6117j -55.5982-14.7636j -52.8191-9.33481j -297.63-50.5284j 6.07121+4.26211j -226.92-31.9533j -10.7484-3.9086j 148.451+161.35j 3.83788+94.5336j -10.5785+1.20009j 226.884+29.4038j -5.9412+2.32573j -298.714-30.4176j -51.8085-5.25954j 55.7483+1.03066j 71.5814+7.50676j -16.5965-0.242324j 174.396+13.6886j -270.921-20.8521j 47.2142+1.53885j -128.24-5.04766j -79.5519-6.24102j -69.4392-0.78677j -141.231-10.475j -19.4516+1.2052j -88.1405+6.52944j -87.1147+1.21503e-12j -9.59401+6.33837j 69.002-0.870257j 26.7316-3.13915j -27.2035+3.87031j -21.2261-4.43062j 11.4782-0.561496j -1.58765+1.31088j 
0.654767+1.2029j -0.346518-0.886055j 1.35436+1.18081j -3.6788-1.27629j 2.23459+4.02178j -6.7485-7.46634j 1.81525+2.55408j -9.11984-9.69496j 9.48802+10.7224j -1.3537-1.16723j 15.6984+13.3922j -6.94243-7.87593j -8.37474-7.9134j -13.2444-14.0254j -5.04104-5.53597j -28.9273-28.2012j 18.0038+17.908j 1.89167+1.57865j -8.3308-7.06251j -6.32142-6.74357j -5.9827-4.97848j -32.2371-29.2381j 0.25975+0.818858j -24.6212-21.2732j -2.06882-1.50964j 5.55009+30.717j -6.84686+11.6216j -1.08215-1.00312j 24.8761+20.2699j -0.888159-0.212278j -32.3794-26.4129j -5.68909-4.555j 6.30239+5.24907j 7.51535+6.39889j -1.94096-1.14817j 18.5046+15.1091j -28.8119-23.1577j 5.08719+3.76839j -13.5487-10.39j -8.4054-6.7872j -7.43246-5.45425j -15.3547-11.8221j -2.03417-0.763162j -9.71186-5.96252j -9.59401-6.33837j -1.071-3.17524e-14j 7.15745+5.09213j 2.7522+1.48499j -2.79789-1.85513j -2.64758-2.05484j 1.11306+0.727384j -0.19503+0.301607j 
-1.53935-1.28953j 9.43618+3.61262j -17.396-1.8519j 21.441+9.83846j -20.996-9.6818j 53.8705+14.2629j -6.7485-7.46634j 69.3941+19.3732j -70.2592-26.301j 14.2587+5.09523j -110.394-23.1299j 53.7583+14.7788j 62.0862+13.7221j 101.916+25.0659j 36.8076+10.3814j 213.682+45.7143j -138.099-29.2244j -13.7019-2.77663j 57.0399+10.1161j 43.9568+12.2139j 41.8095+7.81305j 234.893+42.3108j -5.1191-3.90485j 179.198+27.5792j 8.70818+3.64244j -115.543-129.103j -2.32711-74.7107j 8.73081-0.761998j -179.107-25.7218j 4.74245-1.63252j 235.873+27.7651j 41.0139+4.53471j -44.3826-1.63172j -56.3641-6.48325j 13.1071+0.136123j -138.48-12.7487j 214.082+19.1143j -37.0355-1.40347j 100.875+5.74054j 62.7204+5.52778j 54.8948+1.56005j 111.396+9.94303j 15.5415-0.889916j 69.929-4.35095j 69.002+0.870257j 7.15745-5.09213j -54.3101+1.79501e-12j -21.1256+2.06402j 21.2201-2.8338j 16.672+3.42238j -8.96378+0.300145j 1.27125-0.880016j 
