0.0930661-3.88578e-16j -0.0642325-0.15657j 0.00420431-0.108953j -0.092366+0.07941j 0.0130126-0.0407094j -0.0875303-0.139369j 0.0207524+0.109995j -0.0145959+0.0522085j 0.0307274-0.0117822j -0.0258541+0.0704177j -0.00142019-0.0583183j 0.0183617-0.166543j 0.00741777-0.0511699j 0.0149432-0.0425274j -0.00073735-0.144218j 0.021689-0.0239776j 0.00676659-0.0945089j 0.0166558-0.200007j -0.0191148+0.123313j -0.0219106+0.0282199j 0.00658548-0.029402j -0.0820728-0.223723j 0.00166249-0.00456013j 0.00850268+0.0065756j 0.0264179+0.0341667j 0.0252677-0.00181841j -0.00633353-0.0110346j 0.003749-0.0621159j -0.00925303+0.0438842j -0.0121869+0.0104482j 0.0145998-0.0293483j -0.00698215-0.0224496j 0.00310829-0.00317327j -0.00518922+0.0190959j 0.00527159+0.0365576j -0.00301608-0.0162847j -0.00592796+0.0125231j 0.00284101+0.0319068j 0.000532667-0.0310769j -0.012113+0.0176868j 0.00416591+0.0311029j -0.00722711-0.0195617j 0.027223-0.00313904j 0.0282441+0.0122483j -0.0156132-0.00322581j 0.0353798+0.0197028j 0.03515-0.0142546j 0.00724434+0.0300115j 0.061416-0.0362444j 0.0172119+0.056282j -0.0202935+0.0218562j 0.00219684-0.0634903j 0.0287885-0.155868j 0.0191363-0.0352743j 0.00254972+0.00751473j 0.0591257+0.0280762j 0.0297096-0.0501937j 0.0241034+0.0226451j 0.0495437+0.0841293j 0.0094488+0.0693402j -0.0022978-0.0846419j -0.00247241+0.0390097j 0.00579111+0.0241679j -0.0236932-0.0131369j 0.000215293+0.00339729j -0.0101666+0.0212511j 0.0219996+0.0117096j 0.0109507+0.0207585j -0.00750244-0.0323432j -0.0151146-0.00458843j 0.0130259-0.0121558j 0.00387743+0.0303751j -0.0125621+0.0134739j -0.00421724+0.0139012j 7.80665e-05-0.0130738j 0.0263295+0.0178908j 0.0313851+0.0442199j 0.0714198-0.0167j -0.0265877+0.0315678j 0.0158069-0.0513392j -0.0333459-0.123398j -0.00842037+0.0286404j 0.00186752+0.0203095j -0.0481244-0.00551184j -0.0210713-0.0596805j -0.0363099-0.0402238j -0.00115228+0.0310075j 0.0180042-0.0631988j -0.025343-0.0151195j -0.00591659+0.0421868j 0.0115155+0.0278899j 0.00114681+0.0100378j 
0.0130259+0.0121558j 0.0406856-0.00422839j -0.000334968+0.00215877j -0.00127665+0.00102273j -0.00213123-0.0307317j -0.0446533-0.0234979j -0.008319-0.0400005j 0.000698895-0.0658648j -0.0419075+0.0118809j -0.00916668+0.00114667j 0.0194566+0.0148513j 0.00965155-0.0147699j -0.0104516-0.0538989j 0.00419379-0.0283482j 0.0132896-0.00317391j -0.0063099+0.0129935j -0.0200281+0.0303296j 0.00292394-0.0195436j -0.0421272+0.0181445j 0.00817342+0.0180844j 0.0334148-0.0245064j 0.0439904-0.0160881j 0.000831862+0.0185837j 0.0281876+0.0525531j 0.00699924+0.0274455j 0.0176573-0.0377107j -0.00455517+0.0598932j -0.10206-0.0413374j -0.06444+0.0228045j -0.0384841+0.0234612j 0.0206363+0.0382724j -0.0136753-0.0269304j 0.065+0.100557j -0.0163767-0.0112649j 0.0385381+0.0138736j -0.0209343-0.0712945j 0.0210028-0.00435227j -0.00353107+0.0601508j -0.0191414+0.0551147j 0.0175661-0.0471597j 0.0322327-0.0551798j 0.03006+0.0517826j 0.0252953+0.0640642j 0.0215805+0.0049128j -0.0191634-0.0550908j 0.123728+0.0438814j 0.0602556+0.0752057j 0.0745577+0.0290423j -0.0274639-0.062823j 0.0253236+0.0226209j 0.0898248+0.0497199j -0.00443623+0.0161342j -0.104773-0.0321071j -0.0173945+0.0739048j -0.0230629-0.0505366j -0.0159642+0.0527627j -0.013975-0.0100927j -0.0193628+0.0934173j 0.0217473-0.0666192j 0.098837-0.0276414j -0.0228421+0.0233881j -0.153814-0.0295356j -0.053969+0.00552472j 0.00170724+0.0403726j -0.0088057+0.0326391j 0.0316997-0.0254137j 0.013721+0.00597762j -0.103761-0.0188976j 0.0905512-0.00919163j -0.020767-0.0552175j 0.055349-1.93179e-14j 0.0202819-0.032654j 0.00429056-0.0499622j 0.0233779+0.0120705j 0.031065-0.0279241j 0.00761799-0.0170325j -0.0766105+0.0808005j 0.0289698-0.00176699j 0.0600934-0.0449281j -0.047133+0.00355891j -0.0079581-0.0820136j 0.0110769+0.0398745j 0.0818714+0.0514178j -0.000227569-0.106805j 0.0209121+0.0326061j 0.053243+0.0590418j 0.00206264+0.0741457j 0.106553+0.0913282j -0.00386305+0.00527482j -0.0609647+0.0222653j 0.0559669-0.0847725j -0.103399+0.0376786j 
0.00387743-0.0303751j -0.00951732+0.000956501j 0.028888-0.0354298j -0.0206916-0.0191866j -0.00290005-0.00250181j 0.0100603+0.0187863j -0.0319471-0.0044874j -0.0644692-0.0120941j -0.0161121+0.0070489j -0.0521871+0.0321821j -0.0258171+0.0353647j 0.00687397+0.0215179j 0.0328231-0.0101316j -0.0196531-0.0333086j -0.0142771-0.00619989j 0.0473303+0.00886865j -0.0690455+0.0242863j -0.0710273-0.00938159j -0.0424973-0.00990279j 0.0256766+0.0028554j 0.0166398+0.0236925j 0.00922476-0.00246342j -0.0213269+0.011452j 0.0309502-0.0644345j -0.029807-0.0230098j -0.0130286+0.0323973j -0.0307794-0.026751j 0.0118349-0.0221082j 0.0972906-0.0446646j 0.0567352-0.0335393j -0.0864389+0.012468j 0.0465679-0.00414169j -0.0356251+0.0797747j 0.0884024+0.0665798j -0.0110271+0.0492508j 0.0175369-0.0921362j 0.0537296-0.0832714j 0.0141554-0.0203533j -0.0247881-0.00754625j 0.0146974+0.0253376j 0.0207649+0.0316559j 0.00926369+0.0273367j -0.00591776-0.0625944j -0.0290385+0.0245416j 0.00526575+0.00801036j -0.0016318-0.167076j 0.0468009-0.00854574j -0.0114143+0.00675252j 0.00383373-0.0969726j 0.0189876+0.0216905j 0.0504087+0.000280178j 0.071339-0.0785271j 0.0778756+0.0370079j 0.0306622+0.0660882j -0.0314746-0.0112117j -0.0459561-0.0154382j 0.0376358+0.0243237j -0.0241884-0.0693403j -0.00795654+0.0406927j -0.027695+0.0375625j -0.00289266-0.00245615j -0.0341552+0.0558626j -0.0456772+0.0909753j -0.0302115-0.0382678j -0.0947162+0.0302837j 0.0264148-0.098299j -0.147107+0.241246j -0.0678585+0.109892j -0.108291+0.027053j -0.0327046+0.0116475j 0.0202819+0.032654j 0.124565+1.07972e-12j 0.0568026-0.0177931j -0.0193951-0.0781982j 0.0177106-0.0378047j 0.0235947+0.021374j 0.0563467-0.0445921j -0.100428-0.0135803j 0.0294267+0.0564695j -0.0300502-0.0434482j -0.0453372-0.0524164j 0.0103478-0.078129j 0.0214863+0.0177584j -0.0217974-0.0189269j -0.000777072+0.00387415j -0.035999-0.0336239j -0.0226698-0.0213721j 0.00152933+0.0225416j -0.0281324-0.0218938j -0.0271284-0.0117164j 0.00343706+0.0121763j 0.0336499+0.00764516j 
-0.0125621-0.0134739j 0.0266593+0.00751604j 0.00977555-0.0190514j 0.0030051-0.0111988j 0.0153809-0.0101773j -0.0285265+0.0160057j -0.000909985-0.00362705j -0.0203054-0.0151675j 0.0309733+0.0054157j 0.00253115+0.0250705j 0.0113675+0.0315082j 0.0152466+0.0095701j 0.0147165+0.00108042j 0.00834141+0.0112536j 0.0204427-0.0194701j -0.0340822-0.0048169j -0.0351407+0.036847j 0.0164775-0.0251767j -0.0618933+0.0059509j 0.0122335-0.00773602j 0.0251331-0.0010591j -0.0424869-0.022758j -0.0621775-0.00694808j -0.0679692-0.00175809j -0.0634452-0.113812j 0.0106791-0.0793284j 0.072953+0.0647137j -0.0337146+0.016099j 0.0189668-0.0486701j 0.020331+0.0385129j -0.0133401+0.0833403j 0.0524454+0.0289025j -0.0491337-0.0165457j 0.04229+0.0275097j -0.0166397+0.0227113j 0.0615019-0.0351741j -0.00400101-0.0165634j -0.0639819+0.0775813j -0.069407-0.00432598j -0.00457857+0.00719483j -0.00857638-0.0263914j 0.0224459+0.0906324j 0.0144541+0.0179835j -0.0328589+0.0521153j -0.0537288+0.00747041j 0.045813-0.0354683j 0.0867479+0.0365167j -0.00149881-0.0157055j -0.0102499+0.0178371j -0.0239798-0.0296072j 0.0155268+0.0722572j -0.0376615+0.0194304j -0.011169-0.0199608j -0.0299405+0.050767j 0.0131139-0.084268j -0.00513264+0.0636152j 0.0842002+0.0724433j -0.0201268+0.0588768j 0.0444785-0.0237228j 0.022276+0.0501057j -0.0392771+0.0638505j 0.120067-0.0530649j 0.0346645-0.0689897j 0.0410955+0.00312079j -0.102657-0.0570147j -0.00906321-0.00342007j -0.084532+0.100897j 0.18766+0.0762836j 0.144215-0.0262228j -0.060019-0.0210105j 0.00429056+0.0499622j 0.0568026+0.0177931j 0.0295201+1.42872e-14j -0.0188441-0.000772062j -0.0827883-0.0293863j -0.0550641-0.0658443j -0.00149577+0.100728j -0.00232805-0.0526883j -0.0508792-0.0311965j -0.0679974+0.0422154j 0.0392265+0.00341814j 0.00733703+0.102721j 0.0842129+0.00810139j 0.00401323-0.0395967j -0.0211542+0.0421593j -0.0117526+0.0679113j 0.0152684-0.0503191j 0.0335843+0.00935704j 0.0239134-0.0237147j 0.0182131-0.010925j 0.0316426-0.0527727j -0.098055-0.0158647j 
-0.00421724-0.0139012j -0.00186277+0.00599673j -0.00328197+0.0173388j -0.0139546+0.00756925j -0.00694126+0.023137j -0.00134479+0.0105856j 0.0547662+0.052688j -0.0285025+0.0452432j -0.0196311+0.0144578j -0.00404021+0.00546235j 0.0432748-0.0072057j 0.0371279-0.0191301j 0.00356888+0.025194j 0.0327295+0.0247883j 0.00844622+0.00399405j 0.00165259+0.00850699j 0.0372901-0.0162456j 0.0159442+0.02013j 0.0513814-0.0246293j -0.00953995+0.0304185j 0.0462234+0.0133021j -0.00543547-0.00968131j -0.0437986-0.108771j 0.0156394-0.0561121j -0.101259-0.108123j -0.0996527-0.016387j 0.106144+0.0393985j 0.00993247+0.0939043j -0.0278219-0.142622j 0.103332+0.155355j -0.0159976-0.0351225j 0.0207183+0.0201165j 0.00226652+0.0344552j 0.0292074+0.0102458j -0.0224828+0.0616396j -0.0643699-0.011497j -0.0413214+0.0196168j 0.0337272+0.0142164j 0.0270054+0.0284086j -0.0415593-0.0783266j 0.0248352+0.0309515j -0.0314364+0.00477539j 0.0682782+0.0319773j 0.0128197-0.0598777j 0.0332722+0.0213419j -0.0391034-0.0787469j -0.0459476-0.0242137j -0.0382413-0.0210485j 0.0147417+0.102849j -0.0138798-0.0288449j 0.0320951+0.0441021j -0.00417671-0.0771578j -0.0782551-0.0381473j 0.0311424-0.000626891j -0.0123807+0.00463219j 0.0322195+0.0577063j 0.0130559+0.0451948j 0.00398422-0.0568798j 0.0087519+0.00779995j 0.0110348-0.0842154j 0.0411004-0.0219544j -0.0724209+0.120906j 0.00831683-0.0568398j -0.0760149-0.02418j 0.0483108-0.00130176j -0.062405-0.0260949j -0.0945823-0.0818281j 0.1118+0.0294399j -0.0575141+0.0280275j -0.171523-0.0322053j 0.0233779-0.0120705j -0.0193951+0.0781982j -0.0188441+0.000772062j 0.0961239+7.84095e-16j 0.105094-0.0289554j 0.0106309+0.0330563j -0.0179501-0.021039j 0.0556255-0.0347286j 0.00576547+0.138459j -0.0264746-0.0510218j 0.01016+0.0608365j 0.0291432+0.0377478j -0.0485939+0.00120492j 0.0147067+0.0389582j 0.056204+0.00214484j 0.0723628-0.039373j -0.0181217-0.00230471j 0.0113387+0.0446833j 0.0161778+0.00825637j -0.0087041-0.00242692j 0.0196832+0.00164307j 0.032772+0.0159838j 
7.80665e-05+0.0130738j 0.0529107-0.0279157j 0.0104948+0.0295227j -0.0110381+0.0175024j 0.0417556-0.030859j -0.0400647-0.0271922j -0.0793645-0.0134133j 0.00678213-0.0573496j -0.0531074+0.0227705j -0.045824-0.0256014j 0.0456159+0.00358051j -0.00785477+0.0361826j -0.0570113+0.00526717j -0.0307017+0.0266319j 0.000858057+0.00642013j -0.0126534+0.00305911j 0.0400609+0.0265145j 0.0322803+0.0160156j 0.0140249+0.016093j 0.0129922+0.035785j 0.0195899-0.0120967j -0.0487349-0.00206109j 0.0245306+0.105641j -0.034973+0.0334415j 0.0339532+0.0358173j 0.0412136+0.0861953j 0.0582085+0.0225741j -0.020244+0.0361374j 0.0513653+0.144704j -0.0850838-0.139696j 0.018141+0.0648972j 0.0873628+0.0262188j -0.0275092-0.0573729j -0.0345543-0.0624805j -0.0147644-0.0289808j 0.0214749-0.0284744j -0.0358063-0.0236168j -0.0936947-0.08892j -0.00379179-0.0140311j -0.00362873+0.0560258j -0.0805585+0.0176752j 0.0261752+0.0298938j -0.0481523-0.0411843j 0.017692-0.0112623j -0.0113492-0.0584917j -0.000982064+0.0550311j -0.053177-0.0552652j 0.0168905+0.0466029j -0.00597124+0.0235898j 0.0414547+0.0367782j -0.0149531-0.0227386j -0.00911416-0.0895541j -0.085668-0.00592973j -0.0169776-0.0505992j 0.0242901+0.0730023j 0.00954932+0.036715j 0.0868166+0.0253687j 0.0175556-0.078407j -0.0129699+0.0241281j -0.0715288-0.0386708j -0.0584842+0.00991231j 0.0682205+0.063867j 0.0913856+0.0144476j 0.0643108-0.0206338j -0.0965934-0.00624897j 0.0407164-0.0167294j 0.00534714-0.0693041j -0.0337889-0.0262826j -0.0401542+0.0374175j -0.0383727+0.105538j 0.031065+0.0279241j 0.0177106+0.0378047j -0.0827883+0.0293863j 0.105094+0.0289554j 0.00593963-1.8735e-15j -0.0876392+0.016388j 0.0268331-0.0154788j 0.117716-0.0419556j -0.126819+0.0509288j -0.048243-0.0120686j 0.097229+0.0359149j 0.0767933-0.0309456j 0.148349+0.0595352j -0.0526586-0.0409222j -0.00173293+0.0544799j -0.0040509+0.0270053j 0.000242155+0.0265595j 0.0595332+0.0567092j -0.0230637-0.0201234j -0.00471522+0.00160587j 0.0332894-0.0180815j -0.00493068-0.0142413j 
0.0263295-0.0178908j -0.0179487-0.0719568j -0.000798356+0.0244529j -0.0451808+0.00452628j -0.0585846-0.077488j -0.0872713-0.0471904j -0.0989663+0.00270066j -0.0225363+0.00503903j -0.0305362+0.0219143j -0.0359459+0.0202033j -0.00206501-0.00153012j 0.00581666+0.0246142j -0.0237751+0.0241283j -0.0533464-0.0445711j -0.0312983+0.0172361j 0.0131882-0.0200983j 0.0142932-0.000661145j -0.0131652-0.0542822j 0.0220062-0.00996804j 0.0182121-0.0335372j 0.0625402+0.0256887j -0.00581767+0.00430077j 0.0578983+0.131109j 0.0209716-0.0151696j -0.00273715-0.0639845j 0.0893128+0.146343j -0.0640572-0.0117037j -0.0554923-0.0204728j -0.0296906-0.0908039j -0.0471798-0.0566463j 0.0583183+0.104259j -0.0753501-0.00950824j 0.0651561+0.0976476j 0.0151419+0.0405378j 0.0181344+0.053282j -0.0303247-0.0121811j 0.0109715+0.00216326j -0.026731-0.0338811j 0.0744237+0.119812j -0.0409388+0.0242016j -0.0185848+0.0553134j 0.0398152+0.0950243j 0.0170217-0.051589j -0.0154146-0.0148156j 0.0246884+0.00744179j 0.0356465-0.0187902j -0.0119025-0.037521j 0.0226425+0.0301493j -0.0900754-0.00204107j -0.0152142-0.0385177j 0.00205099+0.0289516j -0.0189563-0.079129j 0.0626026+0.071696j -0.00829508-0.0667619j 0.0238839-0.0351693j 0.071324+0.0447799j 0.0412484+0.0169229j 0.0385395+0.0233117j -0.0410213-0.070851j -0.0238709-0.118398j 0.00823452+0.0357277j 0.0176978-0.098541j -0.0159359+0.0591184j 0.00788194-0.0104265j -0.0195848-0.10457j -0.115838+0.0157124j -0.0412416+0.0560521j -0.0712954-0.0719605j 0.0169886-0.0467644j 0.0546337+0.0167773j 0.00761799+0.0170325j 0.0235947-0.021374j -0.0550641+0.0658443j 0.0106309-0.0330563j -0.0876392-0.016388j -0.0452368-6.59195e-16j -0.0139478+0.0309463j -0.00230166-0.183821j 0.0263873-0.0505927j -0.0943517-0.0572134j 0.104465-0.00232646j -0.0413266+0.0232264j -0.0566205-0.000399699j 0.0353251+0.039963j -0.0208563+0.0244298j 0.0778154-0.0618258j 0.0522391+0.067528j 0.029801+0.0283989j 0.0176087-0.0437077j -0.0083428-0.041497j 0.0190768+0.040715j -0.0106701-0.0161824j 
0.0313851-0.0442199j -0.0545274-0.0069935j -0.0159241-0.00710314j 0.00647414-0.000673704j -0.0655602-0.0269028j -0.0621407+0.0182819j 0.0387027+0.0258403j -0.0130234+0.0290788j -0.0214479+0.00182981j -0.00212786+0.0167038j -0.00190656-0.0113578j -0.0217253+0.00936172j -0.00453491+0.0282717j 0.0276021-0.000457734j -0.0135596-0.0249699j 0.0231826-0.00128482j -0.0266446+0.00626846j 0.0179633-0.00678904j -0.0303218-0.0121778j -0.0212095+0.0148349j 0.0647798+0.0293065j -0.0186125-0.0229155j 0.0668864-0.0135884j 0.00247398-0.110329j -0.125201-0.0935291j -0.0792545-0.0714128j 0.0219286-0.00817474j 0.0172298+0.0419724j -0.0667205+0.10004j 0.0209897-0.0158265j -0.00565281+0.0592072j 0.078816+0.0886479j 0.0625708-0.0407374j 0.0331577-0.00557069j 0.020233+0.00704967j -0.0345442+0.0192291j -0.0318703-0.012371j -0.0562988-0.0514755j 0.0526305-0.0855931j -0.000321782+0.0433527j 0.0589693+0.0186557j -0.00528482-0.0233022j 0.0263748-0.0361209j -0.0251692+0.0555024j -0.000816654-0.0415013j 0.0318657+0.0144862j 0.0364508+0.00790283j 0.0465062-0.00347385j 0.0689037+0.0106416j -0.0652219-0.0442574j -0.0195003+0.054092j 0.0172573-0.0421803j -0.0211571-0.0481158j 0.020534+0.0222666j -0.00221448-0.0291242j -0.0275457+0.0148524j 0.044763+0.0162717j 0.0335006-0.0396634j 0.0227429-0.0231127j 0.0355724-0.0349672j -0.00868635+0.0273215j -0.0746107-0.0379542j 0.024059-0.0459357j 0.193848-0.0483893j -0.0836861+0.0212382j -0.038925+0.0313505j -0.0226838+0.0718619j 0.0681129+0.0458819j 0.0845417+0.0215724j -0.00050752+0.0176684j -0.0766105-0.0808005j 0.0563467+0.0445921j -0.00149577-0.100728j -0.0179501+0.021039j 0.0268331+0.0154788j -0.0139478-0.0309463j -0.114708+1.53211e-14j -0.115291-0.0093398j 0.00839532+0.0709128j -0.000651566+0.148106j 0.0225815+0.0837064j 0.0252774+0.0375124j 0.0260854+0.160593j -0.0218141+0.0210182j 0.0471898+0.00356316j 0.00550795+0.0800062j -0.00726204+0.0664789j -0.00530727-0.0438665j 0.00783336+0.0185479j 0.00963819+0.0761299j -0.0324418+0.0361267j -0.0474891-0.0899892j 
0.0714198+0.0167j 0.00342593-0.0541977j 0.0214688+0.0269579j 0.00522353+0.0374158j -0.00933317-0.063505j -0.0700917+0.0381537j 0.0493447-0.111716j -0.00699064+0.0351446j 0.00996836+0.10503j 0.0304149+0.0403128j 0.0272204-0.00822905j 0.034142-0.0476899j -0.0467582+0.0102509j -0.0599587+0.0609617j -0.0213416-0.017535j -0.0106734+0.0255328j 0.0387604-0.00534889j 0.0340496-0.018038j 0.00316627+0.0112094j -0.0274747-0.0260782j 0.035244-0.00070773j -0.00120302+0.00865034j -0.0553858-0.0356364j -0.0462836+0.0881556j 0.0674335-0.0357396j 0.0333625+0.0657026j 0.0447105+0.0902064j 0.0395255+0.120847j 0.00554467-0.0838056j 0.0166037-0.00233378j -0.040472+0.0907795j 0.0228021-0.0118477j 0.0365936-0.0260379j -0.0121124-0.0241771j 0.0317045+0.055562j 0.0934577-0.0759905j 0.0784533-0.0131983j 0.0663107+0.0593621j -0.0435081+0.0467803j 0.0140712-0.0382493j 0.0282523-0.0110825j 0.028239+0.0942718j 0.020004+0.0339914j -0.0262694-0.0328323j 0.0154324-0.0267827j 0.0138435-0.018808j 0.0465278-0.0577015j 0.014521+0.000493262j 0.0760764+0.0293745j -0.0648852-0.014713j -0.0663716+0.0116822j -0.0206637-0.0364545j 0.0595076-0.0510364j -0.0227038-0.0528226j 0.0316011-0.0431728j -0.0621395+0.00610217j -0.0439483+0.00119643j -0.0117786+0.0891339j 0.026696-0.00883854j -0.00152764+0.117228j -0.0459476+0.0851614j -0.0229358+0.150322j -0.0520292+0.0280124j 0.0122044+0.132139j -0.0481288+0.0383317j -0.0239996+0.0321893j 0.0273155-0.177082j -0.00180423-0.0421953j 0.0175352-0.00682411j 0.0322322+0.000983491j 0.0289698+0.00176699j -0.100428+0.0135803j -0.00232805+0.0526883j 0.0556255+0.0347286j 0.117716+0.0419556j -0.00230166+0.183821j -0.115291+0.0093398j -0.115335+8.6875e-14j 0.00525282+0.0208161j -0.0164364+0.0918987j -0.0325623+0.00990023j 0.0505432+0.0102823j -0.0292889+0.116566j 0.0231098-0.0224995j -0.0482484+0.00597161j -0.0984722-0.000262396j -0.013754-0.0846804j -0.0455543+0.0499974j -0.0173041-0.127956j -0.0547025-0.00109683j -0.00487978+0.0356j -0.0103329-0.0388156j 
-0.0265877-0.0315678j -0.00849844+0.0617346j -0.019413-0.00256122j 0.0027118-0.0106877j 0.00189508+0.0700563j 0.013003-0.0856838j -0.0120644+0.0364234j 0.0265757-0.00118433j 0.0704399+0.0259005j 0.034754+0.0421641j -0.0033434+0.00939871j 0.0122046+0.0215711j 0.0308507+0.0590526j 0.00790234+0.0327372j 0.0243954+0.0227991j -0.0228806-0.0497208j -0.00251954-0.00873528j 0.047994-0.0759831j 0.000536555-0.0371333j 0.0218858-0.0927821j 0.0214715+0.104405j -0.0732175-0.0612763j -0.0492884-0.0351958j -0.0655224+0.0318749j 0.0129119-0.0312104j -0.0196234+0.00863306j -0.0226635+0.0274842j -0.0377904-0.0379625j -0.0562798+0.0438057j 0.0214652+0.0863584j -0.0382713-0.0670832j -0.0773141+0.0253706j -0.028559-0.0596422j 0.0262153-0.0584783j -0.0284607+0.0560781j 0.0381377+0.00385933j -0.0269731-0.00177366j 0.0086979+0.0297727j 0.00283618-0.00925307j 0.0178195-0.0225458j -0.0348429+0.00301635j -0.0769047+0.0248268j -0.0543533-0.0185747j 0.0043074+0.00940627j -0.00150945+0.0782889j -0.010848-0.0137296j 0.0365515+0.00195642j -0.0276364+0.0239528j -0.13582+0.0422018j -0.00201456-0.0245175j -0.0311435+0.0302203j -0.00742044-0.0153525j -0.0506937+0.0297019j -0.0256953-0.0442434j 0.0428239-0.0453458j 0.0526715-0.0456461j 0.0738755+0.0237112j 0.0450243+0.0553456j -0.0242936+0.0127817j -0.00678481-0.0539258j -0.099573+0.077236j 0.0501104+0.0528079j -0.0942292+0.076095j -0.0162477-0.0652945j -0.0427572-0.0502129j -0.0283865-0.082318j 0.0495715-0.00489387j 0.00273273+0.0797366j -0.0461679-0.000712813j -0.0585239-0.0069718j 0.0600934+0.0449281j 0.0294267-0.0564695j -0.0508792+0.0311965j 0.00576547-0.138459j -0.126819-0.0509288j 0.0263873+0.0505927j 0.00839532-0.0709128j 0.00525282-0.0208161j -0.00950058-3.26128e-16j -0.136373-0.012077j -0.0577866-0.0279437j -0.075151-0.0324682j -0.0254618+0.0393817j -0.0437729+0.00613235j -0.0667597+0.0757272j 0.00786181-0.137308j -0.0876592-0.130673j 0.151486+0.0272869j -0.0171493-0.0409564j -0.0946924+0.0110713j 0.0624225+0.00982539j 0.0523128-0.0160163j 
0.0158069+0.0513392j -0.00497485+0.00577682j 0.00282323-3.01557e-05j -0.00804979+0.0183369j 0.0220612-0.0891265j 0.0208298-0.0149451j -0.0296223-0.070447j 0.049715+0.0548268j -0.0567019+0.0401748j 0.0351344+0.00240439j 0.0259725+0.0075018j -0.0135981-0.00743971j -0.00175018+0.0230418j 0.00189591+0.0378084j -0.00300555-0.00938251j -0.0227992+0.0101611j -0.00238912+0.0163811j 0.0134527-0.0156987j -0.0330881+0.0279933j -0.0336397+0.0561461j 0.0583644+0.0214653j -0.0172926-0.0122801j 0.0410081-0.0407342j 0.104403+0.0431006j -0.0466579+0.0700249j -0.0880518-0.0595212j -0.0556518+0.0604921j 0.00778049-0.00556742j -0.0240477-0.0789903j -0.00270152-0.00776842j -0.0151454+0.0700822j 0.0181582+0.0159028j -0.0258706+0.0757844j 0.0365449-0.00591719j -0.0320257+0.0297504j -0.0871684+0.0220664j -0.0213796+0.0555853j -0.0202761+0.0105449j 0.0464896-0.0148167j -0.0113473-0.00616263j -0.0148692+0.00800322j -0.0154391+0.00933169j 0.021425-0.0117916j 0.0252373-0.00789655j -0.0093182+0.035985j 0.0200982-0.0377549j -0.0229132-0.0268136j -4.13606e-05+0.0242363j 0.0223382+0.0654685j 0.0481582-0.0118311j 0.0288154-0.00439813j 0.0782953-0.000347775j -0.0645342+0.0118628j 0.0437723+0.0535633j 0.0491603+0.034664j -0.0386188-0.0491305j 0.0362572-0.0183234j -0.0111265-0.0904556j -0.0310142+0.010669j -0.117957-0.00423807j -0.0163633+0.044473j -0.0382572+0.107055j 0.0292286-0.0321617j -0.0667737+0.0794884j -0.027666-0.0144383j 0.0241669+0.0796118j 0.0124285-0.0177923j 0.0135231-0.0295992j -0.000578527-0.0577783j 0.0197215-0.0275394j -0.047133-0.00355891j -0.0300502+0.0434482j -0.0679974-0.0422154j -0.0264746+0.0510218j -0.048243+0.0120686j -0.0943517+0.0572134j -0.000651566-0.148106j -0.0164364-0.0918987j -0.136373+0.012077j -0.0736245+6.52256e-16j 0.0102789+0.023944j 0.0817284+0.0776305j 0.01673-0.0613362j -0.0397676-0.0697246j 0.0775604-0.202705j 0.00116137-0.0500797j 0.0274639-0.0316795j 0.0129803-0.0319041j -0.0233493+0.0227358j -0.0365136-0.0682826j 0.0191378-0.0989295j 0.0156499-0.0480252j 
