0.0930661-3.88578e-16j -0.0642325-0.15657j 0.00420431-0.108953j -0.092366+0.07941j 0.0130126-0.0407094j -0.0875303-0.139369j 0.0207524+0.109995j -0.0145959+0.0522085j 0.0307274-0.0117822j -0.0258541+0.0704177j -0.00142019-0.0583183j 0.0183617-0.166543j 0.00741777-0.0511699j 0.0149432-0.0425274j -0.00073735-0.144218j 0.021689-0.0239776j 0.00676659-0.0945089j 0.0166558-0.200007j -0.0191148+0.123313j -0.0219106+0.0282199j 0.00658548-0.029402j -0.0820728-0.223723j 0.00166249-0.00456013j 0.00850268+0.0065756j 0.0264179+0.0341667j 0.0252677-0.00181841j -0.00633353-0.0110346j 0.003749-0.0621159j -0.00925303+0.0438842j -0.0121869+0.0104482j 0.0145998-0.0293483j -0.00698215-0.0224496j 0.00310829-0.00317327j -0.00518922+0.0190959j 0.00527159+0.0365576j -0.00301608-0.0162847j -0.00592796+0.0125231j 0.00284101+0.0319068j 0.000532667-0.0310769j -0.012113+0.0176868j 0.00416591+0.0311029j -0.00722711-0.0195617j 0.027223-0.00313904j 0.0282441+0.0122483j -0.0156132-0.00322581j 0.0353798+0.0197028j 0.03515-0.0142546j 0.00724434+0.0300115j 0.061416-0.0362444j 0.0172119+0.056282j -0.0202935+0.0218562j 0.00219684-0.0634903j 0.0287885-0.155868j 0.0191363-0.0352743j 0.00254972+0.00751473j 0.0591257+0.0280762j 0.0297096-0.0501937j 0.0241034+0.0226451j 0.0495437+0.0841293j 0.0094488+0.0693402j -0.0022978-0.0846419j -0.00247241+0.0390097j 0.00579111+0.0241679j -0.0236932-0.0131369j 0.000215293+0.00339729j -0.0101666+0.0212511j 0.0219996+0.0117096j 0.0109507+0.0207585j -0.00750244-0.0323432j -0.0151146-0.00458843j 0.0130259-0.0121558j 0.00387743+0.0303751j -0.0125621+0.0134739j -0.00421724+0.0139012j 7.80665e-05-0.0130738j 0.0263295+0.0178908j 0.0313851+0.0442199j 0.0714198-0.0167j -0.0265877+0.0315678j 0.0158069-0.0513392j -0.0333459-0.123398j -0.00842037+0.0286404j 0.00186752+0.0203095j -0.0481244-0.00551184j -0.0210713-0.0596805j -0.0363099-0.0402238j -0.00115228+0.0310075j 0.0180042-0.0631988j -0.025343-0.0151195j -0.00591659+0.0421868j 0.0115155+0.0278899j 0.00114681+0.0100378j 
0.00724434-0.0300115j -0.0330424+0.00985203j -0.0261297-0.0132276j -0.0182622+0.000553776j -0.0183067+0.027219j -0.00625415+0.0137362j 0.0486869+0.0435896j 0.067588+0.193518j -0.0253801+0.0700848j -0.0405049+0.0566735j 0.100567+0.0362917j -0.0038763+0.025185j -0.0526494+0.0352009j 0.070449+0.140843j 0.00991865-0.00830949j 0.00189108-0.0299137j -0.0282677+0.032373j -0.0332429+0.066203j 0.042852+0.0691435j 0.00872335+0.0541783j 0.0254292+0.0518172j 0.0906039+0.0726724j 0.0228676+0.00259257j -0.0311839-0.0257866j -0.0691165+0.0691411j -0.0533908+0.00496778j -0.0304117+0.0305228j 0.068299+0.0259043j -0.0445655-0.0488005j 0.023789+0.0490464j -0.101061+0.0591888j -0.0330401+0.00607959j 0.084878+0.0110366j -0.121314-0.0868519j -0.24941-0.124146j 0.0092943-0.0139736j -0.0345613+0.0240453j -0.0609527-0.0129153j -0.01477+0.0274463j 0.0141491+0.0734422j 0.0389009+0.0297313j 0.094395+0.0537698j 0.0573773-0.0124118j -0.0341854+0.0237692j 0.0338648+0.020342j -0.00466645+0.00126964j -0.00661299-0.0232912j 0.0746346-2.6576e-15j -0.0457503+0.0588412j 0.0807349+0.0685533j 0.110353-0.0258875j -0.0239615-0.0924689j -0.0426973-0.0289411j -0.0111786+0.0152625j 0.00951238-0.00895724j 0.00624128+0.0367723j 0.0396738+0.0334557j 0.107587+0.0179534j -0.0493229+0.0349274j 0.0730972+0.00924489j -0.0746755-0.0353533j -0.0149782-0.0243938j -0.0358798-0.0167327j -0.00108898+0.0488574j -0.00632111-0.0450314j 0.0217111+0.0154952j -0.0106764-0.0116586j -0.0270275+0.080858j 0.0503743+0.0138076j -0.0514032-0.147796j 0.0745577-0.0290423j -0.0114143-0.00675252j -0.00149881+0.0157055j -0.0382413+0.0210485j 0.0168905-0.0466029j 0.0226425-0.0301493j 0.0465062+0.00347385j 0.014521-0.000493262j -0.0276364-0.0239528j -4.13606e-05-0.0242363j 0.0367144+0.033099j -0.0165549-0.0259345j 0.05+0.0124449j -0.00303169+0.0186103j 0.048924+0.00519497j 0.0489227-0.012616j -0.0469477-0.00384062j -0.0143512-0.000526407j -0.0177369+0.0191796j 0.00386574-0.0274272j -0.0210984-0.00273775j 0.012365+0.00470126j 
0.061416+0.0362444j 0.0141989+0.0498646j 0.0203591-0.0487182j 0.045865+0.0127844j -0.00294753-0.0430313j -0.046984-0.0179276j -0.049058-0.151696j -0.010457+0.00415162j 0.0150846-0.0484169j 0.00169001-0.0246032j -0.00850862+0.0214742j 0.0038365-0.0100998j 0.0533821-0.00515294j -0.078453-0.00611178j -0.00887446+0.0374273j -0.050519-0.0106392j 0.0353776-0.0165702j -0.0399815-0.0914585j -0.029679+0.0236492j 0.0698685+0.0155708j 0.0421723-0.0361899j 0.0869903-0.0951963j 0.00743197+0.0233206j 0.0344644+0.115701j 0.0504312-0.0577725j 0.0113835+0.0436052j -0.104176+0.0517386j 0.0236686+0.0714708j 0.012299-0.0300303j 0.00555578+0.00220154j 0.0694127-0.0203816j 0.135135+0.0910953j 0.196994+0.0968659j 0.0474711+0.0122576j 0.0763164+0.00128811j -0.114169-0.0400732j -0.0165681+0.0479516j -0.0436735+0.0121768j -0.0485457-0.0858401j 0.0664639-0.0134895j -0.0198174+0.00455813j -0.0109765-0.00257706j -0.109197+0.0573346j 0.026752+0.0157076j -0.0311667+0.00962549j 0.0209157-0.0201027j 0.0479774+0.0554146j -0.0457503-0.0588412j -0.076292-4.68375e-15j 0.00953829-0.0210447j 0.0235021-0.000427445j 0.0693199+0.0654474j 0.00226011+0.0816401j -0.0723092+0.157803j -0.050248+0.0147148j -0.0852517-0.00829018j 0.0293038-0.0433655j -0.0496071-0.00748198j -0.0272844+0.102603j 0.0277426+0.0664783j -0.0515308+0.0112761j -0.00970184+0.102691j -0.0338693+0.0706375j 0.016788+0.0290752j -0.03153+0.127128j -0.0781101-0.0160017j -0.0149425+0.0642586j 0.00194636+0.0481934j 0.0510155+0.0861419j -0.0238074+0.00727314j -0.0274639+0.062823j 0.00383373+0.0969726j -0.0102499-0.0178371j 0.0147417-0.102849j -0.00597124-0.0235898j -0.0900754+0.00204107j 0.0689037-0.0106416j 0.0760764-0.0293745j -0.13582-0.0422018j 0.0223382-0.0654685j -0.0018634-0.00783038j 0.0332311-0.0413106j 0.0153472-0.0257905j -0.068655-0.00423992j 0.00364194+0.0328969j -0.0164188+0.0483294j -0.0394172-0.0379184j -0.0150878-0.0308901j -0.0247458+0.00974194j 0.00469162+0.0402927j 0.0147683-0.0258901j -0.0372719-0.0209748j 
0.0172119-0.056282j -0.00999459+0.0381899j 0.00423803-0.0063237j 0.0267927-0.0318133j -0.0740467+0.0573576j 0.037476-0.113376j -0.0220963-0.0195252j -0.0146664+0.00697967j 0.082837-0.0670406j -0.0714849-0.0551448j -0.026763+0.0160193j 0.00864275-0.055253j -0.025395-0.032859j -0.108837+0.00506117j -0.0229419-0.016476j 0.0245052+0.0902503j 0.0499742-0.0219809j -0.00601244+0.0607433j 0.00503496+0.0138271j -0.00958646+0.00671645j -0.0232967-0.0283526j -0.0413073+0.0304841j -0.146912+0.0525434j 0.000599541+0.0613789j 0.140322-0.090337j 0.117323+0.0590103j -0.0804736-0.0101348j -0.0422867+0.0648591j 0.0104923-0.106881j 0.00648499+0.0186952j 0.0954607+0.0247342j 0.0600341+0.114098j 0.00272984+0.0349646j 0.0199129+0.00251975j -0.0388359-0.0154719j 0.0244655-0.0137036j 0.00621159+0.0245074j -0.0589294+0.0428689j 0.0376322+0.0466765j -0.0491842+0.0525744j -0.0484034+0.0365241j 0.0301337-0.114037j -0.0448478-0.0205723j -0.0253131+0.0317205j 0.0999-0.00569607j 0.0222817-0.0691515j -0.0250545+0.0383228j 0.0807349-0.0685533j 0.00953829+0.0210447j -0.0815895-5.46785e-15j 0.0492994+0.0182406j 0.0593771-0.01732j -0.00984399+0.00586206j -0.118528+0.0845941j -0.0123209-0.0794923j -0.0179311+0.0115293j -0.0782425+0.0576103j -0.0200878-0.0163379j -0.00604019-0.0295799j -0.0335811+0.0499552j -0.00811957+0.0751502j 0.114118+0.0315728j 0.0275277+0.00308378j -0.0817565-0.0284194j -0.0154432+0.0103547j -0.100376+0.0709193j -0.048981-0.0253123j 0.0865323+0.122137j 0.0754071-0.0366377j -0.0231905-0.0124793j 0.0253236-0.0226209j 0.0189876-0.0216905j -0.0239798+0.0296072j -0.0138798+0.0288449j 0.0414547-0.0367782j -0.0152142+0.0385177j -0.0652219+0.0442574j -0.0648852+0.014713j -0.00201456+0.0245175j 0.0481582+0.0118311j 0.00446839+0.0212769j 0.0160713+0.0176723j -0.00477816-0.0353375j 0.00147233-0.0231197j -0.0196857-0.0159063j 0.00628853-0.0521781j 0.0345244-0.0157477j -0.0287117+0.0152498j 0.0287682+0.0385788j -0.0251809-0.011156j 0.0138541-0.00310524j 0.0290835-0.00368503j 
-0.0202935-0.0218562j 0.0189658-0.00826242j -0.0087301+0.00856957j 0.0185993-0.0130798j -0.0125603-0.000307734j 0.0864711+0.0127703j 0.0623288+0.0529985j 0.0622723+0.0953048j 0.0602247+0.0756908j -0.0603831+0.007914j 0.0640215+0.0422242j 0.00700759-5.55142e-05j 0.0271741+0.0428272j -0.0132473+0.0651046j -0.0176974+0.0902739j 0.0113766+0.021939j 0.054271-0.0222475j -0.0264576-0.020935j -0.0526153+0.0165795j -0.0019067-0.0287069j -0.00027404-0.11175j -0.0298088-0.0388087j -0.10437+0.00608833j -0.038335+0.0782426j -0.055129-0.0613194j -0.0323765-0.0683802j 0.0853635+0.0221426j 0.0352709+0.0475317j 0.0378063-0.0262144j 0.0744898-0.0355598j -0.0407342-0.0566892j -0.244657-0.0611938j -0.000298131+0.0712612j -0.0462641-0.0770959j 0.124362+0.03373j -0.0332483-0.00564071j 0.0306518-0.0686441j -0.040877-0.0209742j -0.108177-0.00505788j 0.121706+0.0329092j 0.0373113+0.0564851j -0.0363988-0.0207315j -0.0282094-0.0309404j 0.0939804-0.0433271j -0.0528769-0.0433267j 0.114941-0.000858943j 0.020781+0.031602j 0.110353+0.0258875j 0.0235021+0.000427445j 0.0492994-0.0182406j -0.0247783+6.3699e-15j 0.0121166-0.00389088j -0.0436276+0.0118077j 0.0324612+0.000106274j 0.062615-0.0424521j -0.00148613-0.0539104j 0.0528325-0.0684268j -0.0374555-0.00750327j 0.0136558-0.0368566j -0.0242854+0.0117156j -0.0062345-0.00832848j -0.0602961+0.0267108j -0.0352494-0.0136997j 0.00828654+0.136216j -0.0793699+0.0265625j 0.0570852+0.0889486j -0.0560786+0.011488j -0.0817013-0.0048859j 0.0423077+0.0309367j -0.0227389-0.143968j 0.0898248-0.0497199j 0.0504087-0.000280178j 0.0155268-0.0722572j 0.0320951-0.0441021j -0.0149531+0.0227386j 0.00205099-0.0289516j -0.0195003-0.054092j -0.0663716-0.0116822j -0.0311435-0.0302203j 0.0288154+0.00439813j -0.013169-0.0695728j 0.0444991-0.0315913j 0.0352433+0.0177641j -0.00452341-0.00768693j 0.0331486-0.0447453j 0.0108487+0.0189728j -0.0716067+0.0137825j 0.016415-0.0173333j 0.0106232+0.0506612j 0.0105931-0.039175j -0.00519959+0.0059874j 0.0201422-0.0166305j 
0.00219684+0.0634903j 0.00997297+0.0306723j -0.0135393+0.00160966j 0.00430339-0.00431626j 0.0267493-0.0143202j 0.00431618-0.0612015j -0.0430384-0.0690865j 0.0617554-0.0378402j -0.0917331-0.0131784j 0.0192692+0.00603689j 0.0134198-0.0111284j -0.0288968+0.0325389j 0.0422287+0.0439996j -0.0637244-0.0896493j -0.00368371+0.00822911j 0.0489956+0.0387785j 0.00540224-0.0223027j -0.0683481-0.0615913j 0.0330017+0.00170465j 0.0620478+0.0974947j 0.00980661+0.0651994j 0.00762865+0.00590016j 0.010878-0.0496155j -0.00544447+0.115303j 0.100781+0.0579616j 0.00687828+0.0213412j 0.062806+0.0972093j 0.0314955-0.120719j 0.0857605-0.047735j -0.0374892+0.00278158j -0.0365822+0.0397544j 0.097455+0.019652j -0.0332007+0.0861637j 0.0540014-0.117037j -0.156503+0.0147981j 0.107686-0.00106584j -0.0763019-0.0822014j 0.0788254+0.0698085j -0.0475221-0.0309747j -0.000479192-0.0229502j -0.110975-0.0253145j 0.0105271+0.0980627j 0.0531463+0.0533331j 0.100885-0.0498942j -0.0377775-0.0189881j -0.0849636-0.112087j -0.00637226-0.0442118j -0.0239615+0.0924689j 0.0693199-0.0654474j 0.0593771+0.01732j 0.0121166+0.00389088j -0.0453776-3.76782e-15j 0.0710893-0.00431934j 0.0111822+0.0414203j 0.0367716-0.0206702j 0.0349016-0.0400546j 0.0623044+0.00154419j 0.0808299+0.044859j -0.00324824-0.0152365j 0.0432383+0.067435j -0.0441922-0.0490553j -0.00790438-0.0337675j -0.0788283-0.0339971j -0.0640127+0.0425j 0.00571092+0.0645731j -0.0281137+0.0495253j -0.100212+0.0677732j -0.0928334-0.0680836j -0.0733752+0.0196277j -0.00721595-0.0729425j -0.00443623-0.0161342j 0.071339+0.0785271j -0.0376615-0.0194304j -0.00417671+0.0771578j -0.00911416+0.0895541j -0.0189563+0.079129j 0.0172573+0.0421803j -0.0206637+0.0364545j -0.00742044+0.0153525j 0.0782953+0.000347775j -0.0329847-0.0242974j -0.00478412+0.0166516j 0.00358614+0.0247253j 0.039394+0.0461766j 0.00660189+0.0120037j -0.00415955+0.026774j -0.0734799+0.0110374j -0.0202232-0.034816j -0.0177729+0.0153911j 0.000934449+0.0177226j -0.0446127+0.0115451j 0.00923377+0.0019686j 
0.0287885+0.155868j 0.0392766-0.0548607j -0.0231857+0.0639136j -0.0445565+0.0146852j 0.0651196-0.136978j -0.11348-0.0225925j -0.0438983-0.0869321j 0.0689888+0.0432364j -0.00672667+0.103259j 0.0812298+0.0744781j 0.0742455+0.0302678j -0.0355477+0.0124963j 0.0481286-0.00177014j 0.10302-0.00354573j 0.0582968+0.00251608j 0.00169558-0.0635203j -0.0185407+0.0840941j 0.0167179+0.000685494j 0.0296442+0.0476257j -0.0322324+0.0814078j 0.0311516+0.03904j 0.0156494+0.0453998j 0.0583102-0.122875j 0.0917086+0.0981213j -0.069735+0.0505299j -0.0149885-0.0527824j -0.0761055+0.0749475j 0.0496898+0.113603j -0.0322901-0.154642j -0.0670376+0.0839631j 0.05752+0.0175249j 0.00410328+0.00228445j -0.050627+0.0205236j -0.0559011-0.0734202j 0.0243355-0.0543805j -0.0412361+0.122126j -0.0439734-0.0882365j -5.9213e-05-0.0375501j 0.0653925-0.0564043j -0.0451573+0.0810551j 0.0480463-0.0060242j -0.0969093+0.0132335j 0.0865553-0.0763897j -0.0647307-0.0718188j -0.00243308-0.0391075j -0.00666794-0.00346401j 0.0277664-0.0492276j -0.0426973+0.0289411j 0.00226011-0.0816401j -0.00984399-0.00586206j -0.0436276-0.0118077j 0.0710893+0.00431934j 0.0368111+3.38618e-15j 0.0098759-0.0662536j -0.0125038+0.00118116j -0.00781273-0.0205938j 0.0178109+0.0836385j 0.0232482-0.0845381j -0.0487624+0.0319225j 0.000179351-0.0233947j 0.0839235-0.0762607j 0.0325842+0.00888152j 0.0369535-0.0507432j 0.0569245-0.0386956j -0.0366629+0.0861069j 0.0759454-0.0397285j -0.0845264-0.0505107j 0.0575886+0.0349339j -0.0266114+0.0485411j -0.0317121-0.049617j -0.104773+0.0321071j 0.0778756-0.0370079j -0.011169+0.0199608j -0.0782551+0.0381473j -0.085668+0.00592973j 0.0626026-0.071696j -0.0211571+0.0481158j 0.0595076+0.0510364j -0.0506937-0.0297019j -0.0645342-0.0118628j 0.0280684+0.0215268j -0.0157884-0.0291124j -0.0573449+0.0381391j -0.0366724-0.00182177j -0.0550101-0.00241375j -0.0125311+0.0175335j 0.0288154-0.0485218j 0.0190187-0.0320431j 0.00276937-0.00780794j 0.0271734+0.00550103j 0.0177406-0.00630508j 0.00488771-0.016509j 
0.0191363+0.0352743j 0.000233912+0.0449043j -0.0125916+0.00296277j -0.0134672-0.000334825j 0.0653561-0.00488859j -0.0698509-0.087103j -0.0485397-0.00790333j 0.00264651+0.00667834j 0.0140054+0.0483192j 0.0359766+0.0692234j 0.00829818+0.0649543j -0.010782+0.000947091j 0.0248519-0.0491847j -0.00788868+0.0696174j 0.0550723+0.0230109j -0.0388313+0.0132423j 0.0515299-0.0139692j -0.0226383-0.0180328j -0.00225985-0.013431j 0.0771219-0.102965j 0.0719869+0.105326j -0.0021455+0.0729535j -0.0132691+0.0228776j -0.0464756+0.0108454j 0.00241108+0.0208986j 0.165327+0.0516149j -0.0821109+0.0046025j 0.0278881-0.103043j -0.0742808-0.0525935j -0.000255838+0.104108j 0.00909425-0.018929j 0.0416644-0.0408805j -0.00975819-0.0307105j -0.0462997-0.0234674j 0.00111748-0.0034032j 0.000938115+0.0276353j 0.0103196-0.0552923j -0.0237711+0.00945394j -0.0142503+0.0333808j -0.00555959-0.00759842j -0.0245515-0.0154901j -0.0133054-0.0937307j -0.00787022-0.0682334j 0.0028827-0.0897527j 0.0136779-0.02271j 0.0822179-0.0224754j -0.0743653-0.0651875j -0.0111786-0.0152625j -0.0723092-0.157803j -0.118528-0.0845941j 0.0324612-0.000106274j 0.0111822-0.0414203j 0.0098759+0.0662536j -0.194166-4.33403e-14j -0.0984496+0.0110814j -0.0270965+0.0123247j 0.0790045+0.070143j 0.0106928-0.0108556j -0.0120214-0.00213019j 0.048012+0.0252439j 0.105627+0.000745034j -0.0222509-0.0471897j -0.0111582-0.0506191j -0.0402743-0.0204383j 0.00717664+0.0268708j -0.0307928+0.0125875j -0.0330125-0.0323265j -0.0194588-0.0697522j -0.0454153-0.0879621j -0.0111851-0.058051j -0.0173945-0.0739048j 0.0306622-0.0660882j -0.0299405-0.050767j 0.0311424+0.000626891j -0.0169776+0.0505992j -0.00829508+0.0667619j 0.020534-0.0222666j -0.0227038+0.0528226j -0.0256953+0.0442434j 0.0437723-0.0535633j 0.0156693+0.0249668j -0.0165059-0.0419815j 0.0694922+0.0312554j 0.00695835+0.0411865j -0.0516881-0.0828355j -0.0068646-0.0194538j -0.0229782+0.0564995j 0.00985629-0.0682837j -0.0722075+0.00365042j 0.03889+0.0692468j 0.0158978-0.00865994j -0.000438714-0.0235045j 
0.00254972-0.00751473j 0.00754951-0.0302935j 0.00478587+0.0180945j -0.00637796+0.0490992j 0.0192383-0.06755j 0.0194066+0.137547j 0.0397913-0.131044j -0.0132925+0.0870962j -0.0485477+0.0684097j 0.0165316+0.0879031j -0.0218685+0.0348181j 0.0363417+0.08153j 0.000567881-0.0495214j -0.0436242+0.0767967j 0.0514876-0.0403748j -0.038362+0.00575693j 0.019887-0.0435206j 0.00728956-0.0954742j -0.0168404+0.0131141j -0.00526307+0.00643614j 0.00968421-0.0310658j 0.065352-0.0737875j -0.0465648+0.0502431j -0.135033+0.0853872j -0.0038671-0.122482j 0.0352551-0.0240199j 0.103239+0.0978957j -0.0114358+0.0667831j -0.0331566-0.0719079j -0.00746308-0.100283j -0.103709+0.113193j -0.111155-0.0815231j -0.0864506-0.0492965j 0.0469082+0.012585j -0.000523726+0.038081j 0.0561204+0.0191515j 0.00246702+0.0722009j -0.0188588+0.0914919j -0.0495513+0.0801638j 0.0633261+0.0123862j 0.0283727-0.0387248j 0.0136752-0.00217128j -0.0122501-0.0908139j 0.0604144+0.0543946j -0.0359219+0.0612322j 0.0204806-0.00444202j -0.00597896-0.0108482j 0.00951238+0.00895724j -0.050248-0.0147148j -0.0123209+0.0794923j 0.062615+0.0424521j 0.0367716+0.0206702j -0.0125038-0.00118116j -0.0984496-0.0110814j -0.101952-1.76942e-15j 0.0426762+0.0764996j 0.0697394+0.0607568j 0.0180262+0.00167971j 0.031876+0.0796552j 0.0903552+0.0262941j 0.0448976+0.0719268j 0.0171798+0.0283085j 0.0112125+0.00829093j -0.0325906-0.0331788j 0.106055+0.0197407j -0.0412902-0.105914j -0.0135765+0.00369413j 0.0237747+0.017215j -0.0188139-0.0333787j 0.000559386+0.0820397j -0.0230629+0.0505366j -0.0314746+0.0112117j 0.0131139+0.084268j -0.0123807-0.00463219j 0.0242901-0.0730023j 0.0238839+0.0351693j -0.00221448+0.0291242j 0.0316011+0.0431728j 0.0428239+0.0453458j 0.0491603-0.034664j -0.0336829+0.0333521j 0.00455195-0.0850065j 0.0421662-0.0845044j 0.0219416+0.0955935j 0.0483604-0.0309476j -0.0364205-0.00691409j 0.0885851-0.0487785j -0.0230239+0.0219953j -0.0138733-0.0527391j 0.0343528-0.0445313j -0.0163724-0.00984299j -0.00567479-0.00054025j 
0.0591257-0.0280762j -0.0553916-0.0622449j -0.0261422+0.0276596j -0.0212231+0.0242772j -0.109051-0.130067j -0.0438681+0.0283142j -0.048981-0.119237j -0.0821262-0.0722706j -0.109904+0.0668487j 0.0860862+0.0329269j 0.00179582-0.00936737j -0.0405527-0.0145955j -0.0454059-0.0654692j -0.00288106-0.0691299j 0.0114355-0.113168j -0.0279573+0.0390403j -0.0109771+0.0382534j 0.0100591+0.0321175j -0.000498058-0.0194473j -0.0547139-0.0511548j 0.00989581-0.0365495j 0.101421+0.0802076j 0.0491328+0.0733668j 0.0250753-0.00163966j 0.0210131+0.0405399j 0.0346911+0.0388396j -0.0677325-0.113932j 0.122102-0.0119766j -0.0789346-0.0397079j -0.161495-0.105783j 0.0196417+0.00387457j 0.178518+0.0766856j 0.0582657-0.00712179j 0.0321529+0.0246743j -0.0568584-0.046317j 0.0880535-0.0190432j -0.00156998+0.0263425j -0.00155927-0.0355205j 0.061248+0.0779508j 0.0403704+0.0141939j 0.0651934+0.0373002j -0.02343-0.0255733j 0.0355723+0.00650333j -0.0423342+0.0297752j 0.0320132+0.0323464j 0.0373532-0.000810283j -0.014281+0.0241325j 0.00624128-0.0367723j -0.0852517+0.00829018j -0.0179311-0.0115293j -0.00148613+0.0539104j 0.0349016+0.0400546j -0.00781273+0.0205938j -0.0270965-0.0123247j 0.0426762-0.0764996j 0.0563404-3.93435e-15j 0.066063+0.0385331j 0.0634315+0.0210957j -0.0129206+0.0215231j -0.0638968+0.0223895j -0.0413275-0.0209621j -0.0737627+0.0275239j 0.0309827+0.00886407j 0.0566261+0.0842571j 0.0234982-0.0163651j 0.0951007-0.0467678j 0.00614131+0.0428673j -0.0727883-0.0825302j -0.0185036-0.00900311j 0.0603988+0.126934j -0.0159642-0.0527627j -0.0459561+0.0154382j -0.00513264-0.0636152j 0.0322195-0.0577063j 0.00954932-0.036715j 0.071324-0.0447799j -0.0275457-0.0148524j -0.0621395-0.00610217j 0.0526715+0.0456461j -0.0386188+0.0491305j -0.0276931-0.011273j -0.0248881-0.0473912j -0.05016+0.00697433j 0.023645+0.00122388j 0.0946871-0.0419193j 0.0164474-0.0544585j 0.0358817-0.0484632j 0.0131098-0.0136293j 5.3892e-06+0.0204614j -0.0163758-0.0813876j -0.00262132+0.0222505j 0.0184043-0.00186567j 
0.0297096+0.0501937j 0.000111712-0.0292707j 0.000649946+0.0158652j -0.0123524-0.0295071j -0.0395337+0.0136943j -0.0287126-0.086138j -0.0223173-0.066542j 0.0842518+0.0933542j 0.0860007+0.0717725j -0.0104714+0.09425j -0.0239248+0.0309998j 0.0390249+0.0278869j -0.00671249+0.0421218j -0.0161515+0.00729065j -0.0102934+0.0573839j 0.0545562-0.0229806j -0.027917+0.0243415j 0.0204885+0.101186j 0.0594366+0.0421448j -0.000847928+0.103409j -0.00395264+0.00884905j -0.00602888-0.0270959j 0.0258973+0.0163779j -0.1246+0.100895j 0.148212+0.0149533j 0.0479484+0.04159j 0.0360738+0.0428705j 0.0268619+0.106312j -0.0408895-0.0460436j 0.0763561+0.0271644j 0.0293073-0.0490235j 0.055724+0.0139191j 0.0375464-0.0386276j 0.0110208-0.0833479j -0.0609305+0.0292049j 0.00514536+0.0496214j 0.0165721-0.04721j -0.000611865+0.0831298j 0.0638337+0.0600674j 0.0380709-0.0421287j -0.0647407-0.0312171j -0.0142396+0.0168367j -0.13718-0.0231387j 0.0513107-0.0531759j 0.0380535+0.023252j 0.00804597-0.03137j -0.0142595+0.0178505j 0.0396738-0.0334557j 0.0293038+0.0433655j -0.0782425-0.0576103j 0.0528325+0.0684268j 0.0623044-0.00154419j 0.0178109-0.0836385j 0.0790045-0.070143j 0.0697394-0.0607568j 0.066063-0.0385331j 0.0410719-2.77556e-16j 0.102087-0.0466657j -0.0252548-0.00854905j 0.130219-0.0104853j -0.0472173+0.05353j -0.00365907-0.0230244j 0.00268422-0.0428911j -0.00102681-0.0724544j 0.0231652+0.00133519j 0.0163829+0.0154521j 0.0110401-0.0239536j -0.0279225-0.022991j -0.0358729+0.0037933j -0.02971+0.0468532j -0.013975+0.0100927j 0.0376358-0.0243237j 0.0842002-0.0724433j 0.0130559-0.0451948j 0.0868166-0.0253687j 0.0412484-0.0169229j 0.044763-0.0162717j -0.0439483-0.00119643j 0.0738755-0.0237112j 0.0362572+0.0183234j 0.0295454+0.0246393j -0.00173462-0.00449014j -0.00945094+0.0194045j 0.0676124-0.0476814j 0.0849134+0.0617641j -0.0149721-0.0214233j 0.0137166-0.0163769j -0.0392057-0.049508j -0.0014682-0.0379942j -0.0379929+0.0121126j -0.0520034+0.0640622j 0.0342752+0.108426j 
