-0.045262+0.00115191j -0.0275697-0.000442579j 0.0231696+0.00116568j -0.0673494-0.000637645j 0.0152595-0.00698031j 0.00583431-0.00962987j 0.0368249+0.00159294j -0.0122158+0.000321703j -0.108103+0.00171765j -0.0132387-0.00900624j -0.0148547+0.00315392j 0.00135792-0.0054442j 0.027683+0.00910211j 0.0557818-0.00134035j 0.0201976+0.000358137j -0.0111007+0.00252378j -0.0766474+0.00457204j -0.0298245-0.00909779j -0.0139418+0.00786262j 0.0278939+0.00140022j -0.0292429-0.00746423j -0.0274692-0.00016898j -0.0582262-7.65026e-05j -0.00248147+0.00035264j -0.00225899+0.00363095j 0.0266187-0.00941788j -0.00481626+0.00698244j -0.00940216-0.0121862j 0.026569-0.00397327j -0.00336748-0.0170124j 0.00181146+0.00729273j 0.00999749-0.00847965j 0.0478212-0.00353087j -0.0343215-0.0140979j -0.0202432-0.00694655j -0.0052639+0.0133951j -0.0299101-0.00582799j 0.0409675-0.00640572j 0.0266518+0.00541388j -0.00596405+0.00580965j -0.0331947-0.00211853j 0.043968+0.00998289j 0.0699151+0.00556643j 0.0395565+0.00398133j -0.020027+0.0119927j -0.0130177+0.00252432j -0.0831277+0.00269158j 0.0147818+0.000605538j 0.0131904-0.00340026j -0.00392425+0.000633325j -0.034119-0.000110077j 0.0559492-0.00419412j 0.146652+0.0027976j 0.13462-0.00175317j 0.00714465-0.00553016j -0.0792423-0.00459104j -0.0553185+0.00530496j 0.00972924-0.00512175j 0.0301168+0.00548662j -0.0613366-0.00394946j 0.0281659-0.000666949j 0.0735922-0.000811757j 0.046136-0.00428854j 0.0638305+9.61484e-06j -0.0777884+0.00186053j 0.0292648-0.00720245j -0.141947+0.0155087j 0.0350033-0.0131444j 0.0976795-0.00450352j -0.226145-0.00883229j 0.000646528-0.0010135j -0.10048+0.00336748j 0.0196286+0.00844791j -0.0184819+0.00654074j 0.180876+0.00074369j -0.0115369-0.00423824j 0.0500897-0.000556466j -0.0819605-0.00338112j 0.0109857+0.0130049j 0.000255975-0.00410499j 0.0145161-0.0170454j 0.104786-0.000270736j -0.00109733-0.00759771j -0.0466501+0.0170914j -0.0165072+0.00711768j -0.008369+0.0175077j 0.0159026-0.0301394j -0.0676392+0.0132157j 0.0378718+0.0119889j -0.102241+0.0365056j 0.0784594+0.0180019j 0.00546522-0.00296944j -0.028098+0.00637924j 0.0481169+0.088988j 0.369267+0.0133504j 
-0.0163089-0.017882j 0.00541302-0.0115233j 0.0105161-0.00306859j -0.0118348-0.00803321j -0.00572187+0.0060554j -0.0293345+0.0265048j 0.0515768+0.000197288j -0.00670423-0.0169516j 0.0151863-0.0242301j -0.0314681-0.052274j -0.0378148+0.0374636j 0.0964604-0.0494687j -0.0259848+0.114147j -0.0430149+0.0386363j 0.0435202-0.149611j -0.00749528+0.00456884j -0.023148-0.105117j -0.0434596+0.053045j -0.0289001-0.0444304j 0.0258003+0.037448j -0.0148307-0.0040204j 0.00407721+0.075382j -0.0323654+0.0127356j 0.0695063-0.0571911j 0.0463212+0.019589j 0.124645-0.0305209j -0.056472-0.0801627j -0.115591-0.041414j 0.113146-0.0124111j -0.0738222+0.178607j -0.0533484-0.0275878j -0.0428364+0.0323484j 0.0705159+0.0766899j -0.0961043+0.0131238j -0.00946856+0.0139631j 0.0781327-0.132347j -0.0121442+0.0241166j -0.0528466+0.0861185j -0.00338609-0.0700628j 0.0313322-0.0185338j 0.126288-0.00314906j -0.0242084-0.0240395j -0.00933754-0.0312814j 0.038704-0.0310472j -0.0190127-0.0236726j 0.0524193-0.0185407j -0.0238434+0.0292013j 0.0300166+0.0435941j -0.0111004+0.00216684j 0.0370222-0.00859578j 0.0465723-0.00249067j 0.0365844-0.012872j 0.0585615-0.0138639j -0.038211+0.0226538j -0.0338895-0.0202629j 0.0433162-0.0119989j -0.0342497-0.00754089j -0.00138797+0.0138018j 0.062724-0.0224761j -0.0137028-0.00299257j -0.0398162+0.0153156j 0.000181179-0.0304568j 0.00991199+0.024012j -0.031404-0.0205615j 0.0126248-0.0127941j 0.0474804-0.00692648j -0.0147178-0.0225616j 0.0060662-0.0138309j -0.015211-0.0298595j 0.00840023-0.00235955j 0.000807824+0.00873814j 0.0225482-0.0468455j -0.0148823-0.0240617j -0.00836284-0.00285844j -0.0517992-0.00244465j -0.00548882+0.0235484j -0.0632438+0.0408409j -0.00973423-0.00816638j 0.0218323+0.0158293j 0.00817846+0.00914323j -0.0500037-0.00838139j -0.0467394-0.00406315j 0.0020096-0.0152613j 0.0069876-0.023676j -0.00305701+0.000861784j -0.00950792-0.0144759j -0.0554971+0.0229202j -0.00078908-0.00381511j -0.0125381+0.00386059j -0.0309904+0.000852664j -0.0164444+0.0544005j -0.00992665-0.0146222j 0.01323-0.00438206j 0.0270495+0.0263091j -0.00441914+0.0279346j 
0.00516539-0.00104671j 0.00925457-0.00970406j 0.0246566-0.0126476j -0.0162735-0.0174819j -0.0128135-0.0333627j -0.00615776+0.0305829j 0.0145548+0.011335j -0.0272947-0.00717195j 0.00870934+0.0347952j 0.0237472-0.0158318j -0.00678625-0.132497j -0.0638003+0.0540235j 0.00998595+0.0262977j -0.0110589-0.0475212j -0.0208964+0.0535362j -0.0164456-0.0951481j 0.0308985-0.0210261j 0.0232661-0.128163j 0.00961242-0.0574888j -0.0297264-0.0286484j -0.0355078-0.0256727j -0.0228898+0.0198432j 0.0510744-0.0628624j -0.0545424-0.133935j 0.0568858+0.0818073j 0.051731+0.134443j -0.0647385-0.163687j -0.0634269-0.0492417j -0.0411688-0.0522157j -0.0805086+0.00681966j 0.0502427-0.0905869j -0.00842799+0.0928699j 0.057503-0.112969j -0.0167556+0.0718018j 0.0591224+0.0207093j 0.038767+0.0156018j 0.0228419+0.0998123j -0.0206916-0.0791041j 0.00451287-0.00236656j 0.0399977+0.0658672j 0.0240559+0.0712j 0.0306575+0.00154306j 0.0234344-0.0206352j -0.0313692-0.0478784j -0.0199284-0.0234361j 0.0683811-0.0787865j -0.0392307+0.0259622j -0.0425502-0.0177999j -0.0338992-0.0174784j -0.0269283-0.00192844j -0.00331348+0.000395769j 0.000655989+0.00560881j -0.0264821+0.00012049j -0.000390802+0.00421671j -0.0211687+0.00116577j -0.0468698-0.0023448j 0.00388023-0.00944513j -0.0181674+0.00257608j 0.00408023-0.00507395j 0.0193303-0.0036867j 0.00215359-0.00428422j -0.0142459-0.0122143j -0.00977435-0.0130794j -0.0235682-0.019446j -0.0178055+0.00734065j 0.0242557+0.000151406j -0.0151783+0.00823942j 0.000992594-0.00434702j 0.000663749+0.0308366j 0.0123786+0.00718817j -0.0117021+0.029329j 0.0136928-0.000370855j 0.00357947+0.00140901j -0.0150001-0.0242369j 0.00943118-0.0118546j -0.0253133-0.0241119j 0.0273855+0.0408453j 0.000481097-0.0236907j 0.0393266-0.0130579j -0.0120391+0.0195072j -0.0379514-0.0078513j -0.00764326-0.023066j 0.0478331-0.00813032j 0.0188781-0.00103826j 0.0164391-0.0143001j -0.00572987+0.00297546j -0.00773102+0.0118524j 0.0237049-0.000373951j 0.0270799-0.0036554j -0.0160576+0.0414821j -0.00440543+0.00147304j 0.0172044-0.00541827j 0.0142424-0.00428183j -0.00947699+0.0162706j -0.0017486-0.0122066j 
0.0168972-0.0126432j -0.00939271-0.00529792j 0.00327589-0.0171905j -0.00710245-0.00280049j 0.00408337+0.0491569j 0.017077+0.0438044j -0.00799001+0.00318426j 0.00522457-0.0165922j -0.00527951+0.0152733j 0.00137566-0.0528115j -0.00286782-0.0728717j -0.0511799-0.0642149j 0.0259201+0.131137j 0.0133808+0.050041j -0.0548685-0.159308j 0.0131302-0.0867785j -0.0335282-0.115591j 0.0211018-0.0639534j 0.000736251-0.104149j -0.0176068+0.0187794j -0.0241317-0.0840895j 0.038762+0.13498j 0.00814+0.00182233j -0.0526911+0.072132j -0.0567333-0.0732412j -0.0198375+0.0561048j 0.0190215+0.208253j 0.0920742+0.171478j 0.00448265-0.0873763j 0.0179903+0.0830927j -0.0423024-0.0495329j 0.0642201+0.116222j -0.0975745-0.100987j 0.111237+0.138998j -0.0293725+0.0357854j -0.0540909-0.0640208j 0.00448398-0.0233951j -0.00787882+0.0159399j -0.0415388-0.0461183j 0.00690471-0.0558181j 0.00797932-0.0507345j 0.00281285-0.113094j -0.030157+0.0255277j -0.00120376+0.00567665j 0.0133548-0.0370582j -0.0655548+0.00771988j 0.0354479+0.0109586j -0.0245657-0.00857201j -0.0128393+0.0190341j 0.0036433-0.0354836j -0.0162351-0.0227679j -0.0102966-0.00944915j -0.0135476-0.0233414j 0.0265581+0.0579211j 0.0202968+0.0022355j 0.00247834-0.0164094j 0.0156768-0.0018916j 0.0159428+0.0040404j -0.034234-0.0215438j 0.0101091+0.0154219j 0.0240386+0.00206824j -0.0126831-0.017966j 0.00423223+0.0215876j 0.0121562-0.0211214j 0.00540983-0.000759085j 0.00703817+0.025266j -0.00662738-0.0333967j 0.0161199-0.0384778j -0.0144399-0.0219205j 0.0180513+0.00489597j 0.0407958+0.0328949j 0.000627733+0.00107711j -0.000248628-0.0305281j -0.00603663+0.0256481j 0.0129179+0.0172823j -0.000319562+0.000539228j 0.00690284-0.0119245j 0.00201785+0.0215996j -0.0216118-0.00134636j 0.00215655-0.0302097j 0.023841+0.0165956j 0.0328398-0.00484267j -0.0161492-0.000103238j 0.0203244+0.00138798j 0.00314925+0.0227734j 0.00584985-0.0313509j 0.024469+0.0213142j -0.0196868+0.0239123j -0.00782203-0.00763387j 0.00210951+0.00606646j 0.0321975+0.0510654j 0.0291119+0.0108534j 0.0052274-0.00797365j 0.00249239+0.0398854j -0.0124025+0.0030253j 
0.0263985-3.3328e-05j 0.000196382+0.00317458j -0.0115471-0.00147757j 0.0180847-0.00619557j 0.017622+0.0296314j 0.0193667+0.0073102j -0.0491068+0.00237222j 0.0603132-0.00277063j 0.0147318-0.0183471j -0.023641+0.0290799j -0.0413676-0.00601335j 0.0304468+0.0209274j -0.0201284-0.0322875j 0.0749151-0.00581893j -0.0189217+0.0693617j 0.022131+0.0122625j -0.0028948-0.00276981j -0.133678-0.000242669j 0.00871014-0.02132j -0.0178878-0.00265234j -0.0142765-0.0577451j -0.0287163-0.109307j 0.00876621-0.0286334j -0.199746+0.0548553j -0.0388005+0.0892321j -0.114521+0.018349j -0.038534-0.117028j -0.105331-0.0601094j -0.0285865+0.0503848j -0.00855689+0.0278564j -0.0417219-0.0542698j 0.0129724+0.0614818j 0.0699329-0.0259726j -0.0756226+0.0738607j -0.0507354+0.0314402j -0.075034-0.0306892j 0.143212+0.0272896j 0.0355409+0.00696011j -0.0158344-0.0613859j 0.107161+0.0257169j 0.0690263+0.0327069j 0.0949663-0.00105822j -0.079406-0.0337027j 0.0283311-0.0505668j 0.107764-0.0106677j -0.0680852-0.0205942j 0.00567994+0.00607358j 0.0977409-0.0127887j 0.0288159-0.00960785j -0.0832341+0.0123731j 0.0198226-0.00649804j -0.0700291+0.00909129j -0.0418434+0.0105244j 0.0058861+0.0155743j -0.0771099+0.00533986j 0.0252066-0.00735079j 0.0579918-0.00747583j -0.0476101+0.00304466j 8.95532e-05+0.0133236j -0.0160691+0.0112359j -0.0240858+2.17053e-05j -0.00552527+0.0185619j -0.0165975+0.0219979j -0.0468548+0.00837194j 0.0599089+0.0107646j 0.0136383-0.00332099j 0.0211238-0.0167915j -0.0013724-0.00058143j -0.0120761+0.00492145j -0.00870946-0.00567727j -0.0420186-0.0188886j 0.000978483-0.0167657j 0.00233357+0.0256722j 0.0309654-0.0153565j -0.0204912-0.022601j -0.00413703+0.0254138j 0.0184056+0.00485815j 0.0259004-0.000776503j -0.0569273+0.0120732j 0.0047884+0.0190757j 0.00461568+0.00965305j 0.0498018+0.00288252j -0.0150521-0.0100658j 0.0119227-0.0105668j 0.0212716-0.0192922j -0.0115085+0.0175392j -0.016931+0.0102645j 0.0278242+0.0238991j -0.019495+0.0176553j -0.0285019+0.0108405j -0.00910615+0.0123433j 0.0447573-0.0118845j 0.0188576-0.000638212j -0.0113725+0.0283657j -0.0302731+0.0112172j 
0.0144971-0.0131151j -0.00361543+0.00300438j -0.00614836+0.000380986j 0.00845804-0.00663662j -0.0149761+0.0281374j -0.00694438+0.00588801j -0.0140266-0.00114359j -0.0399066-0.0133345j 0.0225315-0.0471145j 0.00664177+0.00893849j 0.0758053+0.0636121j -0.14905-0.0544921j 0.0625666+0.0387518j 0.0177925+0.0247829j -0.138922-0.0808223j 0.0573513+0.0944103j 0.0403206-0.0625121j 0.133169+0.103431j 0.0489982+0.0124899j 0.00439906+0.0176027j 0.00102869+0.0123844j 0.0915762-0.00975998j 0.0140206-0.0100327j -0.00396154-0.0634294j -0.0622202-0.0137589j -0.0769592-0.134219j 0.0214774-0.095563j 0.0691681-0.0665963j -0.0853185+0.0865859j 0.0043496+0.111761j 0.0372652+0.0127172j -0.0256089-0.00877072j 0.0681099+0.11748j -0.00611711-0.00691001j 0.0120024-0.028432j -0.0501318-0.109867j -0.0436822-0.0138061j 0.0552833+0.134902j -0.00821545-0.0825113j -0.0573623+0.00363668j -0.0314131+0.0287459j 0.0291205+0.0227466j 0.0161999-0.0415782j -0.0601801-0.0177438j -0.000607594+0.00823393j 0.0734418-0.00665162j 0.00937908+0.0277699j -0.0733474+0.0402518j -0.0437055+0.0196873j -0.023303+0.0409985j -0.0748951+0.00401945j -0.0639519-0.0212331j -0.104126+0.0196113j 0.0283853+0.012808j 0.0353671+0.00972849j -0.0548401-0.0298794j 0.00319566-0.0183503j 0.022878+0.0231981j -0.0787199+0.00510807j 0.0184632-0.018554j 0.0494483+0.0179531j 0.00027142-0.00521471j -0.0417545+0.0259972j 0.0285086+0.0133132j -0.0840441-0.00779465j -0.00337993-0.005793j -0.022646+0.000811487j 0.0153675+0.00774999j 0.000230669-0.0186185j 0.0347957-0.0197366j 0.0140091-0.0267563j 0.00729361-0.00161432j -0.0221143-0.0134362j -0.0380662-0.0255495j -0.0272572+0.00329982j 0.00804019+0.0152702j 0.0411513+0.0382224j 0.0300354+0.0134203j -0.00145647-0.016573j -0.0102293+0.0200243j -0.0167184+0.000896336j 0.0177029+0.00617708j 0.0319674-0.0191658j 0.000376801-0.0185517j 0.0097829+0.00786485j -0.00388904+0.0302715j 0.0600166-0.0020745j 0.0359211-0.0167066j 0.0434362+0.0104221j -0.0147731-0.0270736j -0.0148427+0.0454218j 0.0273551-0.0248745j -0.0299964+0.0240971j 0.00528648+0.0206893j -0.018406+0.049526j 
-0.0068955-0.0214895j -0.00921687+0.000264523j -0.00632817+0.00167066j -0.00941439-0.0087259j 0.0151459+0.0613223j -0.00994088+0.00435114j 0.0192459+0.00809534j -0.00959489+0.0385672j -0.0119997-0.0209924j 0.0164745+0.0181323j 0.0100559-0.058384j -0.0103858+0.147754j 0.0198884-0.043683j -0.0143555+0.0647996j 0.0283632+0.0896446j -0.0664807-0.0731669j 0.0104937-0.0540835j -0.00245463-0.185799j -0.0247781-0.102807j -0.00888353-0.0474433j 0.0308835-0.041061j -0.0458996-0.10232j -0.0166226-0.00124647j 0.0556932-0.159653j 0.057456+0.0451904j -0.0238406-0.181605j 0.0252061+0.0902665j 0.0837339-0.0160526j 0.0215396+0.166968j 0.0510119-0.0104791j 0.0200982-0.0726783j 0.0135327+0.0527743j 0.00443761-0.0746537j 0.063245+0.0993662j 0.0310209-0.00377739j -0.0287385-0.0815484j -0.0254821+0.00882428j 0.0314136-0.0245257j -0.0163826-0.010032j -0.0485146+0.0264734j -0.0779645+0.0817575j -0.101393+0.0307633j 0.00310446-0.106321j -0.00921496-0.0241151j -0.0419444+0.019623j 0.00873262-0.0269331j -0.0205947-0.00445069j -0.00598002+0.0417429j 0.053084-0.00801842j -0.0195936+0.00721035j 0.0470059-0.0382756j 0.0301461+0.017784j 0.0119919+0.0444732j 0.0534259-0.0139296j 0.0091912-0.0179159j -0.0077988-0.0311646j 0.0204461-0.0162318j -0.00368913-0.0132114j 0.0188919-0.00505777j -0.025947+0.00629175j 0.00554324+0.00687794j -0.00502328-0.0303098j 0.0263544+0.0144707j -0.00334112-0.00789255j 0.0228372+0.017599j 0.0192773-0.0259863j -0.0368455-0.0221097j 2.87634e-05+0.0144072j -0.00703924+0.00132497j 0.0140415-0.0228908j 0.00312271-0.0024943j -0.015497-0.0067658j -0.0251364-0.0242476j 0.00660408+0.00878319j 0.0164292-0.0104774j 0.0170986+0.0015463j -0.00823498-0.00105786j -0.0201026+0.00282832j 0.00189761-0.00925416j 0.00619979+0.00653436j 0.0106673+0.0113586j -0.000788992-0.00765122j 0.00482353-0.0650805j 0.0144532-0.00278384j -0.016339-0.0169979j -0.0184926+0.0294132j -0.0291869+0.00323605j -0.0127681-9.88997e-05j 0.00874203+0.00741832j -0.0212527-0.0317648j 0.0236702+0.0167852j -0.00120503-0.0422019j -0.0205437-0.00642229j -0.00557378+0.0122835j 0.00732331+0.0263776j 
0.00565125-0.00406596j -0.0104935+0.00149047j 0.0196703+0.0155744j -9.89644e-05+0.00826645j -0.0470901+0.0176874j -0.0161542+0.00863212j -0.0149145+0.00927566j 0.0150166+0.0086745j -0.0287224-0.0095926j 0.0747758-0.00722485j 0.0625139+0.0216887j -0.00834524+0.0331682j -0.0887485-0.0222466j -0.0416881+0.0116527j 0.105371+0.0308363j 0.0754507-0.0374301j 0.110566-0.0147j 0.102829-0.0101966j 0.190967-0.0427587j -0.0576481+0.0317732j 0.0400998-0.00562384j -0.0664423-0.0246352j -0.10562+0.0252614j -0.0569689+0.00438683j -0.19478+0.0346408j 0.0527985-0.0519369j 0.0315633+0.0454786j 0.0747511+0.00231979j 0.00538224+0.037696j -0.126591+0.0267412j 0.0451079-0.0170833j -0.152964+0.00420635j -0.045758-0.0121424j 0.00719754+0.0265507j -0.0577392+0.00446736j 0.135194-0.0243144j -0.0120371+0.00101986j -0.128624+0.0063502j 0.0736448+0.0182077j 0.0528379-0.0400647j 0.0515479-0.0153945j 0.103431-0.0502325j -0.0637652-0.016072j 0.102412-0.00474982j 0.0683823-0.0217054j -0.0463063-0.00207878j 0.0623701-0.000136791j -0.0308756+0.00161007j 0.0346856-0.007144j 0.00487567-0.0212676j 0.0500891-0.0100765j -0.020975+0.00896496j -0.0642518+0.000408064j 0.00251879-0.00383459j 0.0278893+0.00576676j 0.0189703-0.00728959j 0.0517661+0.000671518j -0.0210427-0.00648001j 0.0100163-0.00523878j 0.0625187+0.0167045j 0.08243+0.00267726j 0.0489596+0.00863092j -0.0579214+0.00252537j 0.0695166-0.00960556j -0.0696534+0.0221945j -0.0308228-0.00541551j -0.0156911-0.00818938j 0.0117257-0.00308783j 0.0445764-0.0021815j -0.0506222-0.0159917j 0.0365035-0.0214365j -0.00910493+0.00629274j 0.0327713-0.033062j 0.00386979+0.00995514j -0.0319679-0.00106293j -0.0113424+0.0136525j 0.0295762+0.0141139j 0.0275057+0.00910116j -0.0283461+0.00585187j -0.022024-0.00813978j -0.0297561+0.0208769j -0.00240673+0.00685116j 0.00916659-0.015719j 0.0484392-0.00926814j 0.0371396+0.00217972j -0.0300254-0.00676072j 0.02873+0.00490851j -0.0246012+0.000169045j 0.00557418-0.00444887j 0.00816981+0.0149062j -0.0391803+0.0188253j -0.0247896+0.001567j -0.00644835-0.00876291j 0.0281237+0.00567577j 0.0175032+0.000485896j 
-0.00515114+0.0106869j 0.00902457-0.00493358j 0.0259064-0.00462091j -0.0024366-0.00123273j -0.00567383-0.0334953j -0.00171948+0.0192001j 0.00133721-0.018299j -0.00476495-0.000881857j -0.014029+0.00790971j 0.0211014+0.00814396j -0.0157422-0.029651j 0.0325624+0.0267696j -0.00111991+0.00488137j -0.0242758+0.00858801j -0.0195903-0.0139885j -0.00746172+0.0514397j 0.0161264-0.00610396j -0.058647+0.0222637j 0.047861+0.124483j -0.0273961-0.033445j -0.0247039-0.0402791j 0.0699041-0.00325988j -0.0829728-0.0857573j -0.0796152-0.299111j -0.0790716-0.213262j 0.0420815-0.163726j -0.00907687+0.0887796j -0.0691859+0.235342j -0.0553545-0.00583462j 0.0489413-0.0555817j -0.0170785-0.0253311j -0.0569834-0.0469988j 0.0141231+0.0231808j -0.00758529+0.0227732j 0.0167071-0.0811297j -0.0125593-0.0198207j 0.0508323-0.00593913j -0.0350561-0.00401456j -0.0285601-0.0317045j 0.0413802+0.0874875j 0.0678401+0.087181j 0.0552496+0.107202j 0.000974122-0.0423688j 0.043711+0.0192267j 0.0220946+0.0177503j 0.00625621-0.0143002j 0.00455682-0.00454708j 0.018305-0.0164929j 0.0218428+0.0186692j -0.00605977+0.00886422j -0.0135669-0.0023798j -0.0282514-0.0142152j 0.0212782-0.00546362j -0.0255712-0.020969j 0.00488976-0.00867525j 0.01802+0.010867j -0.016959+0.00278202j 0.0163844-0.00904698j 0.0103242+0.0123782j 0.0107266-0.0010166j 0.0463598+0.00468873j 0.00739267-0.00306024j -0.0133656+0.00519733j 0.0290133+0.0148097j -0.049275-0.0125427j -0.0324986-0.0226503j 0.0173299-0.0188402j -0.00191423+0.0312453j -0.0115552-0.0368315j -0.0499195-0.0142993j 0.0244459+0.023045j -0.00229745-0.0190218j -0.00840376+0.0246276j -0.00788972-0.00218237j -0.0282033+0.0144838j 0.00218271-0.038291j 0.0116422-0.00244985j 0.0268711+0.0226234j 0.0147593-0.0334682j 0.00292084-0.00820188j 0.00929765+0.0101224j 0.00607636-0.00955674j -0.0165962+0.00975055j 0.015405+0.00099301j 0.00985069-0.0171446j 0.0089607+0.0179175j -0.00326038-0.0333467j -0.00851164+0.0116376j 0.0120833+0.021891j 0.00212408-0.00633974j -0.0113337-0.013231j -0.00737931-0.0048445j -0.00913398-0.00675489j 0.0032593-0.01051j 0.00452783-0.00419405j 
-0.00297102+0.0114844j -0.009915-0.00157175j 0.0142906+0.00186779j -0.0150506+0.0102975j 0.0179278-0.0114382j 0.0148547-0.00808767j 0.0362413-0.00339248j -0.00805983-0.0106177j -0.0453509+0.0041204j 0.0102231-0.00232942j 0.0138871+0.011584j -0.00490675+0.0339321j -0.0342807-0.0168783j -0.0642019-0.000542684j -0.0559903+0.0482538j 0.0844879+0.0353301j -0.0515035+0.036068j -0.10036-0.0107324j 0.0409936+0.0258184j -0.0185423-0.00552492j 0.0026228-0.0815614j 0.0630037-0.0834545j -0.0368439+0.0115111j 0.108701+0.0283462j -0.153847+0.14801j 0.181651+0.0249349j 0.137625-0.166205j -0.00128704-0.124193j 0.0184814-0.0520896j 0.0851978+0.0167364j -0.0486611-0.0290032j 0.0661445+0.0225547j -0.143782+0.0514144j 0.0507677-0.0352289j 0.0259932+0.0451187j -0.0383815-0.00685788j -0.0349673+0.00470825j -0.0235084-0.0281667j -0.0630117-0.035016j -0.0592514+0.0206844j 0.0386933+0.0183163j -0.0275809-0.00394829j 0.0421267-0.0324726j 0.00779855-0.027601j 0.0254095-0.0035121j 0.00944216+0.00546201j 0.00738739-0.0191455j 0.00644863-0.00166553j 0.0309988-0.027011j 0.0624016+0.0180857j -0.00247543-0.013312j -0.0212008+0.0165385j 0.0517976-0.0260232j -0.030171-0.0011482j 0.0455707-0.00251877j -0.0174713+0.0216857j -0.0327211+0.00471169j 0.0605662+0.00737545j -0.0370383-0.00588939j 0.0982311+0.0109702j 0.0830882-0.00593108j -0.00408102+0.0193115j 0.00371308-0.00833835j 0.0765516+0.00728402j -0.0740633-0.0122848j -0.0513073+0.019087j 0.00524787+0.018035j 0.0178923+0.0110698j 0.0185794-0.00327094j -0.052659-0.00623245j 0.00458457-0.00875473j -0.032564+0.0241375j 0.0455414+0.0108374j 0.018958-0.0291865j 0.0291581-0.0158259j 0.00537682-0.00458158j -0.0024802+0.00225451j -0.00639878-0.0197496j 0.0152313+0.00772601j 0.0162465+0.014703j 0.0016174+0.0061584j 0.00147296+0.0123982j 0.00474246-0.030799j -0.015125-0.00734396j -0.0612095-0.0257545j 0.0620708+0.0024572j 0.0239488+0.0240953j -0.0373369+0.00604877j 0.0560845-0.0116461j -0.00198164-0.00739004j 0.0294391-0.00392898j -0.0114538-0.00195111j -0.0112713-0.0220042j 0.0129068-0.00424687j 0.0159513-0.0106346j 
-0.019376+0.00247849j 0.01331-0.00304241j 0.00962798+0.00471019j -0.0103855+0.0151747j -0.0265345-0.0245346j -0.0104811+0.0302011j -0.0345077-0.0382417j -0.0431184+0.0100851j -0.0183195-0.0148399j -0.0166634-0.0182374j 0.0407663+0.0128908j 0.0083708+0.0104626j 0.056869+0.0032976j -0.0251452+0.106459j -0.00141884-0.00926171j 0.00291114+0.0251546j 0.0150125-0.0302607j 0.0783635+0.0156366j 0.0383487+0.0246198j 0.070398-0.0105982j 0.0164103-0.0507879j 0.0685728-0.0550214j -0.00752923+0.124185j -0.124268+0.135455j 0.111271+0.0582206j -0.108627-0.0656579j -0.133616-0.0102314j -0.029418-0.051329j -0.0998283+0.0171241j 0.114699+0.0127268j 0.109081-0.0890602j -0.100874+0.0479986j 0.109289-0.0378913j -0.0514804-0.0180779j -0.0235596+0.0114164j 0.0153243+0.00519168j 0.0293793-0.0342787j 0.0366834-0.0531833j 0.0540471-0.0311724j -0.032587-0.00812919j -0.136223+0.000826109j 0.104549-0.00939598j 0.0983581-0.00707564j 0.0393168+0.00279845j 0.00884414+0.0377323j -0.0752867+0.0163976j -0.0892519-0.0189289j 0.0230668-0.000582712j 0.0220094-0.0104333j 0.0570183+0.0184838j -0.0321547-0.016588j 0.0493553+0.00977512j 0.0558665+0.000689924j -0.0901756-0.00326917j 0.0962788-0.0220394j 0.0560739-0.00294401j -0.00605685-0.00722984j 0.00591211+0.00148625j 0.000154132+0.00872817j -0.0275539+0.00767833j 0.00355895-0.00321997j -0.00347292-0.0278023j -0.00469041+0.00233866j 0.0141377+0.0066179j -0.0429173-0.0109729j -0.0248653+0.00615576j 0.0136795-0.0112156j -0.0019737-0.0134749j 0.00119624-0.0129069j 0.011136-0.00597786j 0.0287481-0.0176244j -0.0315055-0.00288204j 0.0549465+0.00194127j 0.0273077-0.00750784j 0.0451796-0.0126418j 0.000555195-0.00741051j -0.0158634+0.00550779j -0.0157111-0.00323842j -0.0159162+0.0140234j 0.0372917-0.0107221j 0.0356287-0.00193958j 0.0368136+0.0035871j -0.0232925-0.0175867j -0.0185385+0.0181886j -0.0589472-0.0329203j 0.0218816-0.0133832j -0.0123225+0.0099068j 0.000151145+0.0254639j 0.00968121-0.025443j 0.013863-0.00792349j 0.0131618-0.00599993j -0.0607272-0.00268319j 0.0229284-0.00114158j 0.0282299-0.00963981j 0.028198-0.00795936j 
