-0.045262+0.00115191j -0.0275697-0.000442579j 0.0231696+0.00116568j -0.0673494-0.000637645j 0.0152595-0.00698031j 0.00583431-0.00962987j 0.0368249+0.00159294j -0.0122158+0.000321703j -0.108103+0.00171765j -0.0132387-0.00900624j -0.0148547+0.00315392j 0.00135792-0.0054442j 0.027683+0.00910211j 0.0557818-0.00134035j 0.0201976+0.000358137j -0.0111007+0.00252378j -0.0766474+0.00457204j -0.0298245-0.00909779j -0.0139418+0.00786262j 0.0278939+0.00140022j -0.0292429-0.00746423j -0.0274692-0.00016898j -0.0582262-7.65026e-05j -0.00248147+0.00035264j -0.00225899+0.00363095j 0.0266187-0.00941788j -0.00481626+0.00698244j -0.00940216-0.0121862j 0.026569-0.00397327j -0.00336748-0.0170124j 0.00181146+0.00729273j 0.00999749-0.00847965j 0.0478212-0.00353087j -0.0343215-0.0140979j -0.0202432-0.00694655j -0.0052639+0.0133951j -0.0299101-0.00582799j 0.0409675-0.00640572j 0.0266518+0.00541388j -0.00596405+0.00580965j -0.0331947-0.00211853j 0.043968+0.00998289j 0.0699151+0.00556643j 0.0395565+0.00398133j -0.020027+0.0119927j -0.0130177+0.00252432j -0.0831277+0.00269158j 0.0147818+0.000605538j 0.0131904-0.00340026j -0.00392425+0.000633325j -0.034119-0.000110077j 0.0559492-0.00419412j 0.146652+0.0027976j 0.13462-0.00175317j 0.00714465-0.00553016j -0.0792423-0.00459104j -0.0553185+0.00530496j 0.00972924-0.00512175j 0.0301168+0.00548662j -0.0613366-0.00394946j 0.0281659-0.000666949j 0.0735922-0.000811757j 0.046136-0.00428854j 0.0638305+9.61484e-06j -0.0777884+0.00186053j 0.0292648-0.00720245j -0.141947+0.0155087j 0.0350033-0.0131444j 0.0976795-0.00450352j -0.226145-0.00883229j 0.000646528-0.0010135j -0.10048+0.00336748j 0.0196286+0.00844791j -0.0184819+0.00654074j 0.180876+0.00074369j -0.0115369-0.00423824j 0.0500897-0.000556466j -0.0819605-0.00338112j 0.0109857+0.0130049j 0.000255975-0.00410499j 0.0145161-0.0170454j 0.104786-0.000270736j -0.00109733-0.00759771j -0.0466501+0.0170914j -0.0165072+0.00711768j -0.008369+0.0175077j 0.0159026-0.0301394j -0.0676392+0.0132157j 0.0378718+0.0119889j -0.102241+0.0365056j 0.0784594+0.0180019j 0.00546522-0.00296944j -0.028098+0.00637924j 0.0481169+0.088988j 0.369267+0.0133504j 
0.00673626-0.00130958j 0.010056-0.00428683j -0.00734517-0.0385748j -0.00845784-0.0065475j -0.010977+0.00325205j -0.0105958+0.0177161j -0.00165347+0.000810856j -0.0125141-0.00911881j -0.0556347+0.0184407j -0.0389351-0.0597588j 0.0508269-0.0790734j 0.0456477-0.0473007j 0.00320472+0.00379971j -0.00311973-0.0109057j -0.00349695-0.00808342j 0.218927+0.00952237j -0.0442177-0.0211494j 0.0824539-0.0181522j -0.0624979-0.0324833j -0.0289351+0.0386474j 0.0352577+0.00973604j -0.0242394-0.0128998j 0.0365709+0.0100738j 0.031138+0.0266965j -0.114757-0.00866008j -0.00555489+0.037422j 0.145881-0.0228937j -0.0520119+0.0661981j 0.0663692-0.0154021j -0.0168423-0.0392002j 0.0170718-0.0017022j -0.00434381+0.0117102j 0.105279-0.0400706j -0.114687-0.00895712j -0.0568069-0.026261j 0.070697+0.03487j -0.055335-0.0195685j 0.0490452+0.00485549j -0.0985567+0.00439581j -0.0455359+0.0210089j -0.00742472-0.00401254j -0.0489418-0.000913782j -0.0912915+0.0100455j -0.0503111-0.0215849j 0.125679+0.0106083j -0.099287-0.00333026j 0.0174092+0.0207347j 0.083596-0.00674071j -0.0487767+0.0325313j 0.0546901+0.0167254j 0.16508+0.0118939j 0.0867209-0.00224897j -0.0108643-0.0031861j 0.0403318+0.0169636j -0.0792231+0.0111227j 0.0145413-0.0092046j 0.103978-0.0195876j -0.0349084+0.015059j 0.0770484+0.00728822j 0.00501006-0.0304843j -0.025768-0.00338783j -0.0036321-0.00714516j 0.0658184+0.0307856j -0.0610629-0.00459774j 0.0633497-0.0109476j 0.0435634+0.00498232j 0.00688741+0.0149341j -0.0150856-0.0054616j 0.0126818+0.00446668j -0.0539998+0.0140093j -0.0134263+0.022162j 0.0345055+0.00479937j 0.017019+0.0135866j 0.0212187-0.00430095j 0.0200818-0.00712229j 0.0360493-0.0169829j -0.0367872-0.00760959j -0.0245761-0.00269455j -0.0261993+0.00361014j 0.0262594-0.0128315j 0.0435699-0.0202409j -0.0415123-0.000822137j -0.0213495-0.0059339j 0.0396716+0.000226738j 0.0105801-0.00171837j -0.0200246-0.0205351j -0.0174306+0.00142294j -0.00996184+0.00810882j -0.0064884+0.0124149j -0.0258281-0.00231319j -0.00355127-0.0191726j 0.0117957+0.00775451j 0.019279+0.00151648j -0.00735186-0.0031724j -0.00791054+0.00198706j 
-0.0173266+0.0102428j 0.01109+0.0117989j -0.00908445-0.00681871j 0.00815308-0.000879203j 0.0202234-0.00277756j 0.0206584-0.0233969j 0.00457731+0.00637543j 0.00943634-0.00379539j 0.0408117-0.00558132j -0.0903029-0.00184988j -0.0637861+0.0208012j 0.0106569-0.00235873j -0.0523267-0.00486375j -0.0859365+0.0104468j -0.0453983+0.0156013j 0.00543586+0.00536411j -0.0588447-0.00380935j -0.00863075+0.0292136j 0.0552709-0.0184217j 0.0709654+0.0180121j -0.113617+0.010919j 0.00784667+0.000834549j 0.099809+0.0258731j -0.0302364+0.0402346j 0.0342593+0.00315689j 0.0505192-0.0492637j -0.016278+0.0473071j 0.0918735+0.0068882j -0.0666114+0.0186543j 0.0160463+0.0117311j 0.0722021+0.0291141j -0.041135-0.00228428j 0.023369+0.0200904j -0.000610131-0.0208939j -0.0558332-0.0220433j 0.0535044-0.00883298j -0.0633421-0.0148117j -0.0609471+0.0289975j -0.0554529-0.00934987j 0.0117713-0.00498223j 0.0475101+0.00182924j 0.0185286+0.0148316j 0.0153394+0.00197608j 0.113692+0.00987796j -0.00790631+0.0114842j -0.128066+0.0191975j -0.0941032+0.0122758j -0.0474759-0.000677035j 0.0917172+0.00809787j -0.100307+0.0261572j -0.069561+0.011993j -0.0488791-0.00469429j 0.0426602+0.00256663j 0.0415633-0.0104558j 0.0104209+0.00688539j -0.0626245-0.00105551j 0.00744842-0.00601579j -0.0195029+0.00266514j 0.13055+0.0228264j -0.00191009-0.0217655j -0.0500612+0.00574609j 0.0241688+0.000400568j 0.0609336+0.0112622j -0.132444+0.0144639j 0.135152-0.00472231j 0.12052-0.00689814j -0.0053882-0.000794223j -0.0575501-0.00959225j -0.0340303+0.0100562j 0.0108491-0.00385809j -0.0810219-0.00744572j 0.00865539+0.00553848j 0.0193992+0.00513894j 0.0405891-0.0212755j -0.0182458+0.00873324j -0.0330116+0.00074215j -0.0148227+0.0169236j 0.0146899+0.00554716j 0.0403072-0.00725855j 0.0557456+0.0107268j -0.0114575+0.00645172j 0.0203041-0.0120795j 0.0286804+0.00476419j -0.0382686-0.0317639j -0.0118215+0.00673742j -0.0428089-0.0430256j -0.0614577-0.00694665j -0.0815694+0.0119738j -0.0703498+0.00309567j 0.00194359-0.0234285j 0.00938227-0.0134639j -0.00322654+0.0039153j 0.0743618-0.0158517j -0.0162836-0.00254642j 0.0283754-0.00482929j 
0.0158041-0.0147164j -0.01645-0.0396222j 0.0148626-0.0428434j -0.0550756-0.0226374j 0.00632393+0.0297241j 0.0422417+0.0939534j 0.0148899+0.0216635j -0.0150116+0.00626233j 0.0617139+0.0214486j -0.0313274-0.122709j -0.0389158-0.0682563j -0.0460501-0.0919136j -0.056141-0.0520102j -0.00217935+0.0377731j -0.0399017-0.0276925j 0.0337257+0.0325917j 0.130567-0.0064596j -0.0538004-0.0610485j 0.0458028-0.0227451j 0.0838132+0.0235377j 0.00540129+0.119456j -0.129664-0.110763j -0.0417305+0.0440209j 0.0375628+0.164258j -0.096412-0.0691996j 0.058515+0.0271922j -0.137834-0.0704725j 0.0949495+0.141163j -0.159756-0.0123536j 0.0707492+0.0676747j -0.113089-0.0424918j 0.105945+0.00739182j -0.0556629-0.038539j -0.0297196-0.0260039j -0.0566018+0.0246431j -0.0460044+0.0104248j -0.0898695-0.00485908j 0.00738688-0.00457145j 0.107506-0.0665425j -0.107955+0.0790438j 0.017865+0.0741523j 0.0667772+0.0892788j -0.0214086-0.0190476j 0.0189834-0.0132483j -0.0410444+0.00502948j 0.0836949-0.0263503j -0.114878+0.0311875j -0.0225993-0.0245447j 0.0955347+0.00703507j -0.00629741+0.0253642j -0.0510564+0.0133462j -0.0257043-0.0202909j 0.0162165-0.0181243j -0.0415683+0.00726032j -0.0426834-0.00352175j -0.0210593-0.0159362j 0.0313998-0.0124552j -0.0448504+0.0114365j -0.0039121+0.0308085j 0.00539422-0.0294078j -0.0214811-0.0031777j -0.0178392-0.0313722j -0.00516236+0.0296251j -0.0227134+0.0236485j -0.0189437-0.00154085j 0.0269553-0.0183511j 0.0154627-2.97741e-05j 0.0323384-0.00601175j 0.00744254+0.00527055j 0.0554629-0.00284151j -0.0218634-0.00594817j 0.0490228-0.0176171j -0.0538962+0.0274827j -0.00729879-0.0104549j 0.00216874+0.0127137j 0.0392572-0.001561j -0.027729+0.00290851j 0.00749389-0.0126639j -0.022575-0.011616j -0.0451027-0.0267542j -0.0143492-0.00663349j 0.00821908+0.00597915j -0.0388362-0.0185465j -0.0342401+0.014557j 0.017982+0.00378785j 0.0151285+0.0183736j -0.0221101+0.00442024j 0.0263775+0.00705597j 0.0124105+0.0163661j 0.0147409-0.0095334j -0.0058434+0.021548j 0.00218032+0.000673694j -0.014283+0.00602322j 0.0138612+0.00475588j -0.0020878+0.0136784j 
0.00134541-0.0453044j -0.0144124+0.0169821j -0.0108164-0.0578272j -0.0332809+0.00971336j 0.0145887+0.126031j -0.0196555-0.00705299j 0.00997102+0.00944776j -0.0334962+0.0269893j -0.0306942+0.0539383j 0.0330308-0.0876794j -0.0852339-0.0653269j 0.0547209-0.106833j 0.00128321-0.0659851j -0.0898661-0.00777784j -0.00253635-0.0667009j 0.0043601-0.0118182j -0.0717198+0.0452206j 0.0723148-0.123021j 0.0136598+0.11412j 0.125708+0.135177j -0.104226-0.0903158j 0.0996382-0.176515j -0.0464951-0.116732j -0.0272382+0.0459888j -0.0861964-0.0410706j 0.111546-0.0477467j -0.0642742-0.104785j 0.0406438+0.0502959j 0.0728071+0.0917772j 0.046085+0.00571385j 0.0533613+0.0416363j -0.0479714-0.0420062j 0.123647+0.0123327j 0.0951283+0.0405974j -0.0773896-0.0105738j 0.0384937+0.0182334j 0.0731292-0.0273837j 0.106381-0.0129483j -0.00683538+0.0507441j 0.0281315-0.0313418j 0.0331308-0.0692669j -0.00757951-0.137332j 0.119827+0.0137647j -0.0439819-0.00445787j -0.0771685+0.0316451j 0.0588925+0.0243965j 0.0356394+0.00738697j 0.028805-0.0280246j -0.03726+0.0285117j 0.0591177-0.00239594j 0.0455734-0.00482539j 0.0539322-0.0217147j -0.00895573+0.0364329j -0.0579109-0.0096199j 0.00279391+0.00140819j 0.0197344-0.0422858j -0.0431068-0.0081017j -0.00519707-0.0266636j -0.0375463+0.0224543j -0.0362318-0.0206606j -0.00653718-0.00204427j 0.00124624+0.0355268j 0.0160489+0.0212307j -0.0225441+0.016261j 0.0484201+0.0334421j 0.0138512-0.00413574j 0.0250757+0.00759482j 0.0197455+0.000352344j -0.00139466-0.00209182j -0.00727408+0.00861135j -0.00528499-0.0331943j -0.0246421-0.000644482j -0.000285032-0.0114017j 0.00686248+0.00324048j 0.00426422+0.00239555j 0.00342027+0.00626251j -0.0265749-0.00430069j -0.0332257+0.0216673j -0.00564328-0.00736967j 0.0119536-0.00870077j 0.0156887+0.0213089j -0.0231082+0.00577188j -0.00908226-0.000798056j -0.0134073-0.00115747j -0.0117208-0.0146441j -0.0166405+2.03942e-05j 0.00176127+0.000998208j 0.0519982+0.00709479j -0.0246291-0.00544211j -0.00161919-0.0286713j 0.000763445-0.00330037j -0.0262785-0.00214499j -0.00656567+0.0240433j 0.00205904-0.0136343j 0.000380708+0.0127495j 
0.0112362-0.00145441j 0.00585619-0.00824117j 0.004469-0.0405009j -0.0345955-0.0118453j -0.0156029+0.0193338j -0.053571+0.0359457j 0.0517296+0.0154085j -0.0314594+0.00921606j -0.0192256+0.00569079j -0.00111419-0.0602553j 0.0655198-0.0350572j 0.0192288-0.0595513j -0.00855987-0.0391293j 0.00846163-0.00229406j 0.00362014-0.016898j -0.0126063-0.00331506j 0.00756513+0.0251854j -0.0491412-0.0676205j -0.0258297+0.0296121j 0.00458164+0.0152328j -0.0635626+0.0446305j -0.0340391-0.06734j 0.00765389-0.0155718j -0.0967123+0.0798022j 0.0607765-0.0431346j -0.128386+0.0202396j 0.0305714-0.0369673j -0.0900597+0.060925j 0.0997733-0.0129863j -0.0464963+0.0222347j -0.00405176+0.0162695j -0.100699-0.0206549j 0.0337921-0.0189042j -0.00430177-0.0276793j 0.0508055+0.00442874j -0.0221213+0.0250266j -0.0326706-0.0129567j -0.158077+0.00366322j -0.0404589-0.0368071j -0.0186794+0.0486109j -0.0596343+0.0191861j -0.261485+0.0285004j 0.00128346+0.0224647j -0.058369-0.0019978j 0.035369+0.0180573j 0.0349688+0.00236222j 0.000815406+0.00269369j -0.00650927+0.00205796j -0.0911366+0.00890188j -0.0203347+0.0205639j -0.0217079+0.0181047j 0.0159449-0.0211565j -0.040667+0.000445036j 0.0356199-0.012012j 0.0566579-0.0219985j -0.0343065+0.000132037j -0.0373524+0.00275427j 0.0124506+0.00962668j -0.0408575+0.00991347j 0.0803891-0.000214596j 0.046086-0.00094287j -0.0142553+0.0127366j -0.0473869-0.00493585j 0.0209825+0.0210038j -0.0514905-0.00814749j -0.00270086-0.00736123j -0.0293606+0.00479968j -0.0232709+0.00441211j -0.00579528-0.0120409j -0.0336151-0.00562053j 0.0260924-0.0307997j -0.00177229-0.00186491j 0.0328143+0.00183311j -0.00704492+0.00351691j -0.0566164+0.00791263j -0.037692+0.000692047j 0.0374241+0.00152085j -0.00900639+0.00858151j 0.0389734+0.00367698j -0.0107681-0.000132798j -0.0426388-0.0136326j -0.027935+0.010097j 0.0272532-0.0192126j 0.0383722-0.0151444j 0.0172913+0.0133625j 0.0103038-0.000768093j 0.0131409+0.00301568j -0.0144185-0.00546225j 0.0533684+0.0122809j -0.00804047-0.0088019j -0.0148564-0.00894209j 0.0254518+0.00201212j 0.0109062-0.00846651j -0.014659-0.00415199j 0.00906834-0.00369835j 
-0.0119459-0.0213307j -0.00785445+0.0134251j 0.000584676-0.0182722j -0.0114514-0.00424537j -0.0299221+0.0627181j -0.0477895-0.00617099j -0.0340796-0.00236097j -0.0312845-0.00390373j -0.0395616-0.00112367j 0.0561929+0.0302799j 0.0776164-0.0346693j 0.0301819-0.0273319j 0.113452+0.00476977j 0.0682385-0.0243087j -0.0209872-0.0723463j -0.00185608+0.00381168j 0.123012-0.00385144j 0.0160322-0.0266253j -0.0346656+0.0630888j -0.109243+0.0126518j -0.0758519-0.123329j 0.0738424-0.034943j 0.00291506-0.0439991j 0.0290312+0.0160991j 0.139571-0.0187343j -0.146533+0.00622719j 0.0760553-0.016924j -0.0661431-0.0222157j -0.0692004+0.0525109j -0.0712196-0.0111952j -0.0303313-0.000934374j -0.0229236+0.0167456j -0.0431265-0.0082405j 0.0570841+0.0761072j 0.150622+0.0184438j 0.0281442-0.0347799j -0.0312857-0.0367127j -0.0881899+0.0307068j -0.0250131+0.0284038j -0.00882945-0.0501318j -0.0752008-0.0608864j 0.0933601-0.09828j 0.0202466+0.00386982j 0.0451525-0.0111102j -0.0108781+0.000246376j 0.064024+0.0131083j -0.165033-0.00422337j 0.0254843-0.0142345j 0.0440619+0.0114345j -0.0424426-0.0186013j -0.0951927+0.00115065j -0.0420021-0.00331761j -0.030949+0.00264399j -5.19215e-05+0.00769179j 0.0382875+0.00553098j 0.0458796-0.0412235j 0.0345741-0.006656j -0.00363672-0.0140967j -0.035097+0.0211697j -0.0490704-0.0203432j -0.0326333+0.00986383j 0.0229602+0.0201094j -0.0428412+0.00884968j -0.00662091+0.00109059j -0.0472882+0.0042711j 0.0307806+0.00404902j -0.000778442+0.0102646j 0.0124061-0.0152702j 0.00224281+0.00509175j 0.0165204+0.0180191j 0.0155269+0.00232246j 0.0371502+0.000172465j -0.0371266+0.0128164j 0.0308527+0.0108256j 0.00898741+0.00357491j 0.00794986-0.0133976j -0.0150424-0.0277596j 0.0129595-0.0164671j 0.0161383+0.0065005j -0.0286431-0.00866909j 0.0229941+0.0158991j 0.0123852+0.0232178j -0.004204-0.00121345j -0.0230574+0.0240809j -0.0108394-0.01234j 0.0291103-0.0122861j -0.0227519+0.00754719j -0.0185501+0.0220875j 0.0160229-0.0127282j 0.0128342-0.0172746j -0.00527278+0.00998064j -0.00783492-0.000597841j 0.0290753-0.00245192j 0.0249575-0.00144726j 0.0210881+0.00449318j 
-0.0367901-0.0102831j -0.0204348+0.0698233j 0.0164426-0.0574633j -0.019345-0.00608445j -0.00912389+0.0358874j 0.0254787-0.13564j 0.0425298+0.0136732j 0.0345281-0.0249648j 0.0168365+0.00444638j -0.0517455+0.00531688j 0.064683-0.0996059j -0.0255939-0.0496195j -0.0584777+0.0748832j 0.0862826-0.0774486j -0.0614266+0.0539945j 0.000705563+0.0179374j -0.0435149-0.00591119j 0.00622272-0.00697105j 0.0573539-0.0349763j -0.0549521+0.034459j 0.0459511-0.0701454j -0.114008-0.0158915j -0.0100654-0.140721j 0.00733503+0.00223799j -0.0159576+0.0663177j 0.0564215-0.0285482j 0.0156969+0.0140372j 0.0376279-0.090159j 0.0804636+0.0973219j -0.00343324-0.0880715j -0.0508312+0.0906298j -0.0259621+0.0703858j 0.0543946-0.0700086j -0.105553+0.0424349j 0.0894197-0.0932555j -0.0134321-0.000621953j -0.0634561-0.0162857j -0.0102459+0.0372191j -0.0159702-0.0292608j -0.001283+0.00947561j 0.00886983-0.0652228j -0.0753355-0.0824478j -0.0463713+0.0568345j 0.0246397-0.0503979j 0.00839194+0.0970976j 0.00189105+0.0487838j 0.00508709+0.086995j -0.016716-0.057253j -0.0279565+0.0888344j 0.023782+0.0579913j 0.0160507+0.0608477j 0.0351957-0.0317885j 0.0134835+0.0859882j -0.0240781+0.00290933j 0.016143+0.0114068j 0.0104205-0.079144j -0.0373739-0.0323099j 0.0403583-0.00911493j 0.0113006+0.0756047j 0.0357588-0.08532j 0.016853+0.024265j -0.00782229+0.017542j 0.0131335+0.049695j 0.0496825+0.0118186j -0.0420334+0.00243894j -0.0503206-0.0170539j -0.00390756+0.00591699j 0.0156815-0.0193501j -0.0144142-0.000698051j -0.01421-0.00826242j -0.00127983-0.0142285j -0.00113655-0.00476639j 0.00697632-0.000502289j 0.0218212-0.038116j -0.0147909-0.00798211j -0.0155444-0.0109382j 0.0138576-0.0279867j -0.0282949-0.0085249j 0.0239044+0.0162404j -0.00823976-0.00169999j -0.0162033-0.00156069j -0.0305305-0.007145j -0.01966+0.0110995j -0.00358635+0.022531j -0.00164657-0.0360392j -0.0117135-0.0288287j 0.00379104-0.00622436j -0.0293095+0.0301188j 0.0313916-0.00197648j 0.00146662-0.0600154j -0.0124398-0.0227125j -0.00948927-0.0151186j -0.00166818+0.0556241j 0.00548889-0.0418249j 0.0130943+0.0303541j 
-0.00826933+0.0102543j 0.018831+0.00256605j 0.016426+0.0133038j 0.0121604+0.0198096j 0.0527172-0.0301193j -0.00137769+0.000896771j -0.0298224-0.0173277j -0.0342944+0.0139061j 0.0206812-0.00988203j -0.000723289-0.0448954j 0.0102163+0.0718265j -0.0795619-0.000824589j -0.0574143-0.0119117j 0.0562305+0.0614219j -0.0916468+0.0315806j 0.0587694-0.00773135j -0.0297848+0.00148937j -0.0658124+0.0055816j 0.0406283-0.0164134j 0.0192724+0.0235719j -0.0185724+0.0922384j -0.127071+0.00115457j -0.0243209+0.00394864j 0.032254+0.0461449j -0.0637896+0.00894229j -0.00313768-0.0728288j 0.051038+0.0271622j -0.00497831+0.0055962j -0.0299778-0.0126417j -0.0249293+0.069154j 0.0642902-0.0330233j 0.0310312-0.0161421j 0.0307121+0.0193706j 0.00630595-0.0445479j 0.173877+0.00276274j 0.0353095-0.000625542j 0.0897761+0.0186092j 0.0447588-0.0221991j -0.0606174-0.0231879j 0.0744631+0.0370959j -0.080212+0.055223j 0.00450977+0.0514397j 0.160354-0.0184294j -0.146175+0.00896432j 0.0777831+0.00327878j 0.0426694+0.00200151j -0.00541408-0.00283618j -0.0657075+0.0102069j -0.0663259-0.0220176j 0.0458683+0.0143712j -0.0553348+0.0111971j -0.00833866-0.0165501j 0.0592399+0.00104028j -0.020735-0.0160078j -0.00518523-0.0201741j -0.106971-0.015559j -0.106057+0.0053975j -0.00284439+0.00565802j -0.0607563+0.0123895j -0.0540437+0.0047365j -0.0556017+0.0188167j -0.00562442-0.0228586j 0.0400256+0.0110375j -0.0292869+0.0148833j 0.0401714-0.00105753j -0.00666801-0.0226653j 0.0568958+0.00481336j 0.00156284-0.0100246j -0.00178063-0.0211269j -0.0359546+0.00231748j -0.037865-0.0045108j 0.0280206-0.013635j 0.0397943-0.0139696j 0.00286612+0.026671j 0.0572946+0.0111414j -0.0238956-0.00762758j 0.0227635+0.0311654j -0.0400513-0.0183802j 0.0315747+0.0127102j -0.00491622+0.0060386j 0.0308478+0.0259744j -0.0167306+0.0302148j 0.0699453-0.0214368j -0.0448635-0.0126943j -0.0812449-0.00748237j 0.0184908-0.0282602j -0.0386867+0.0253318j 0.00945699-0.00325037j 0.000238881-0.0167844j -0.0276508-0.00189412j 0.00737304-0.0118973j -0.0263232-0.0019693j 0.0199842+0.00225551j -0.00244012-0.00428001j 0.0192184-0.00709782j 
-0.000266611-0.0226996j -0.0214846+0.00392204j -0.010638+0.00821027j 0.0065556+0.0293722j 0.0503711+0.0423141j -0.0276115-0.00809619j -0.024077+0.00696543j 0.0475658+0.011609j 0.0172553+0.0279232j -0.0230205-0.0711171j -0.0185569+0.0569713j 0.0147135-0.0300362j 0.0290382-0.0355684j 0.0158966+0.0373586j -0.0929645-0.00793905j 0.0544067-0.024337j 0.0814504+0.0403448j -0.0572731-0.0560278j 0.082143-0.0170347j -0.0444237+0.0587222j -0.0975735+0.0433757j 0.00481361-0.0541262j -0.141345-0.0600786j 0.177523+0.0866548j 0.0266936+0.00159663j -0.0693749-0.0301598j 0.0178228+0.0311901j -0.00288835+0.0595153j 0.0816656-0.0121868j -0.0616536+0.0414956j -0.0742702+0.00968768j -0.0750965-0.0117463j 0.0508249+0.0256711j 0.0433338+0.00379657j -0.0385907+0.0550519j -0.0822816+0.00422383j -0.0569416+0.0127353j -0.0266398-0.0408404j -0.0324206-0.0387189j 0.0716096+0.0347939j -0.117468+0.0712867j -0.1061+0.055835j -0.0806196-0.0351048j 0.16631+0.00861493j 0.109647-0.00426383j -0.119976-0.00327349j 0.0314436-0.0221294j 0.0730482+0.014268j 0.0389461-0.0217704j -0.0530046+0.00178937j 0.0732558-0.014726j -0.00429188+0.00902277j -0.00852086+0.00429812j 0.00511082-0.012224j -0.0300114-0.0133951j 0.0306566-0.000958199j 0.0346271+0.00698643j -0.00606589+0.0115021j 0.0577397-0.0216672j -0.0769036+0.0169178j -0.0151169-0.00617248j 0.0349343+0.0241797j 0.0230575+0.00561115j 0.0270113+0.0293207j 0.0135136+0.0179995j -0.0126044-0.00194528j -0.0256869-7.86639e-05j -0.00730426+0.0079766j -0.0225892+0.00935129j 0.0147071-0.00414477j 0.00810491-0.0118982j -0.0192373-0.00972772j -0.0475114+0.0153098j 0.0184157-0.00982397j -0.0599062+0.0181484j 0.00762843-2.84974e-05j -0.0220368-0.00591836j 0.0172772+0.00965712j -0.00593007-0.0117074j 0.0189911+0.00334729j 0.0198904+0.013621j -0.00851556+0.0204992j -0.0245098+0.00481547j 0.0352552+0.0103044j 0.0183952+0.0100951j -0.0133231+0.0160547j 0.00965605-0.00350103j -0.0654335+0.0204908j -0.00391963-0.00624287j -0.0140022+0.0096836j -0.00215956+0.00546439j 0.0126419-0.0123869j -0.0293763+0.009894j 0.0156636-0.00572276j -0.0276882+0.00958557j 
-0.000311763-0.0267694j -0.00904176+0.0116641j -0.0486986-0.0109662j 0.022071+0.0529599j -0.00094789+0.0712088j -0.021796-0.0220266j -0.0457414+0.0243944j 0.0211154-0.0221112j -0.00326708+0.040873j 0.00353498-0.118384j 0.0368019+0.0851422j -0.00961817-0.0488678j 0.0304116-0.0196569j 0.0261509-0.000967584j -0.00654697-0.0219542j -0.0561352-0.0569021j -0.0050288+0.0230603j -0.0248514-0.0371615j 0.0626916-0.115641j -0.092222+0.166269j 0.0356467+0.0513399j 0.116196-0.0438403j 0.0416698-0.0704226j 0.0694426+0.0834674j 0.146302+0.0563981j -0.053478-0.00344051j 0.0532537+0.0380377j 0.0561921+0.0738398j 0.04816-0.00874151j -0.0587745+0.018767j 0.0883991+0.0485727j -0.135724-0.0149875j 0.0220458+0.0717439j -0.0046793+0.00365348j 0.0780881+0.0621323j 0.0140583+0.00324167j 0.0214875+0.0242562j -0.0424287-0.0212232j -0.0622621+0.00229764j 0.11477+0.0476547j 0.0263625+0.113672j 0.0239332+0.105614j -0.00159435-0.0565759j -0.0877963+0.0101059j 0.0398154-0.0276749j -0.0504126-0.0184746j 0.0740812-0.00383815j -0.0699305+0.00951593j -0.150405-0.0336806j -0.0111093-0.00615915j -0.117194-0.00851413j -0.0325148+0.0382431j -0.0308553+0.000548106j 0.0453982+0.00208791j 0.112907+0.0357j 0.00264387+0.0159471j -0.0475939+0.0117948j 0.0755748-0.00550599j -0.00618034-0.02998j 0.0560935+0.0210295j 0.0411337-0.0121122j 0.0396761+0.000125282j -0.0140213+0.000275287j 0.0587042+0.00137241j -0.063831-0.00506086j -0.0511726+0.00274255j -0.0265883-0.0157166j -0.0236408-0.00873014j -0.0135213+0.00166094j -0.0290548+0.00389784j 0.0205857-0.0027805j -0.0302092+0.0112948j 0.0421422+0.00679219j 0.00566135+0.00433483j -0.0351619+0.00906949j -0.0261731+0.0159973j 0.057012+0.00216091j 0.00511166-0.00587554j 0.0183686-0.0148633j 0.0229794+0.0163796j 0.00392281-0.0128591j 0.00916213-0.0253017j 0.0391955-0.0144066j 0.0216798-0.00927651j -0.0124113-0.00594317j 0.0141309+0.0119772j 0.0517457-0.0242893j -0.0291592+0.00514466j 0.0173096-0.00321409j -0.00301297+0.00421935j -0.00170379-0.00299714j 0.0114182-0.0120639j 0.00461382-0.0148014j -0.00659553+0.00514381j 0.000460099-0.00202411j 
