0.00788854+0.000548454j 0.0245311-0.00361647j -0.0261137+0.00248779j 0.00699777+0.00208354j 0.0141484-0.00356508j 0.02454-0.00205931j 0.00818801+0.00522746j 0.0293814-0.00369843j -0.0235349+0.00215281j -0.00951077-0.00604569j 0.0399008+0.00859208j 0.00295759-0.00351087j 0.00901919+0.00233502j 0.0343956-0.00914281j -0.0147091+0.00889659j 0.0143385+0.00424744j 0.0136131-0.00105149j 0.0181101+0.00171776j 0.0169789-3.28098e-06j -0.00521932+0.000731711j 0.0225874+0.00336941j -0.0182112+0.00407419j -0.0158907+0.00698013j 0.0359295-0.0103665j -0.0162065+0.00604772j -0.0232379+0.000575526j 0.0308828-0.00647924j -0.0042232-0.00157842j -0.0135539+0.00452269j 0.0139264-0.00217493j 0.0028761+0.00535573j 0.0185247-0.000575552j 0.00452404-0.00185779j -0.0232797+0.00037905j -0.00641237-0.00259661j 0.00245852-0.00432037j -0.0361837+0.0121443j -0.0178675+0.000893542j -0.00973794-0.00256885j 0.0144207-0.0052652j 0.0168818-0.00852588j -0.0015463+0.00606035j 0.00485729+0.000619423j -0.00195786-0.00738756j -0.00745809+0.00361262j -0.0144813+0.00836143j -0.0141295+0.0120551j -0.020341+0.00170149j -0.0091024+0.00699588j 0.00827213+0.0044555j 0.0143249-0.00931896j 0.0103643-0.00127918j -0.0291103+0.00493704j 0.0011469-0.00436943j 0.0108139-0.00154474j -0.00606233-0.00107567j -0.0114604+0.00466941j -0.0304497-0.00316559j -0.00783323+0.00231368j 0.00484652-0.00597212j 0.0391585+0.00853094j 0.0256985+0.00125618j -0.0207158+0.00050472j 0.0079186-0.00218304j -0.0109646-0.00224516j 0.0395446-0.0141252j -0.0128765-0.0126416j 0.00351879+0.0131189j 0.0457457+0.00579797j -0.0229232+0.00312054j -0.0976901-0.00165104j -0.00544919+0.0252649j -0.0354799-0.0168609j 0.123967-0.00462367j 0.0326033+0.0328017j -0.0576497+0.0284458j 0.147561-0.0119551j 0.00739176-0.11565j 0.340189-0.0121584j 0.19775-0.0502781j 0.12384+0.0167504j 0.11461-0.0491654j 0.0658701+0.04746j 0.0963151-0.0190347j 0.0227573-0.00304879j -0.0050474+0.0301291j -0.053064+0.0157449j -0.049326-0.0102607j 0.00126758-0.0158498j 0.0161125-0.00474184j -0.00157888-0.00211193j -0.433266+0.00262359j 
0.0471911+0.00897713j 0.0238794-0.0173062j 0.0398736-0.00224899j 0.0171371-0.0214175j -0.0407325+0.0212565j -0.021375-0.00128225j 0.0256312-0.0490493j -0.0175271+0.00200615j 0.0748184+0.0123417j 0.0216276-0.0168365j 0.0120956-0.049331j 0.0162045+0.0466378j 0.0398244+0.0383462j -0.11738+0.107697j 0.00342461+0.0538019j -0.048459+0.000747201j 0.041326+0.124808j 0.0890568+0.050692j -0.050191+0.0431784j 0.00582088+0.0301411j 0.0100244+0.043596j -0.0145417+0.00702284j -0.0712698+0.0811868j 0.0816619+0.0990145j -0.045368-0.00341895j 0.00253758+0.107832j -0.0541737-0.0151564j -0.000802893+0.0431943j -0.0536428-0.0501616j -0.0408288+0.0652346j -0.0366047+0.0295002j 0.0722368-0.0104598j -0.00389255+0.02418j 0.0632149+0.102864j -0.0672422-0.100672j -0.0158123+0.0141819j -0.151683+0.0659527j 0.0231917+0.00840579j 0.016067-0.0977964j -0.0147895+0.0630562j 0.0699057-0.0659043j -0.0677238-0.0723306j -0.0729977+0.0800523j -0.0622684+0.027368j 0.0593505-0.0400811j -0.0380728-0.0433533j 0.0120134-0.0541588j 0.00901327-0.00207285j 0.00443683-0.00872778j 0.039956-0.0547136j -0.00883632-0.0338314j 0.0375256-0.000197884j 0.02491+0.0463695j -0.00360389+0.0557955j 0.0433921-0.0182785j -0.0731726-0.0185466j 0.0393586-0.0339697j -0.0848778+0.00661565j -0.0422637-0.116234j -0.0409596-0.0207119j 0.0535668+0.140427j -0.0447986-0.0677227j 0.0274533-0.00732898j -0.0540913-0.100451j -0.000602647-0.00208886j -0.0118059-0.0703114j 0.00942055+0.0139896j 0.0155056+0.00792523j 0.00996822-0.0371667j -0.0531132-0.0450963j 0.0466072-0.0121026j -0.0222446-0.00888156j -0.0201116+0.00247364j 0.0278676+0.0154835j -0.00434216+0.00927884j -0.00095788-0.00376933j 0.0291863-0.0104026j -0.00249616-0.00593587j -0.0136531+0.000496746j 0.0044029-0.00779658j -0.0101023-0.0114504j -0.00701638-0.028022j -0.0105808-0.0181952j -0.00911659+0.0180747j -0.00262438-0.00299501j 0.0225642+0.0263225j 0.0152422+0.011361j 0.0078177+0.00748479j -0.0192691-0.0125357j 0.00512933-0.00166933j 0.00525527+0.00254962j -0.00728556-0.00150132j 
0.00401404-0.00999417j -0.0234095+0.00283967j 0.0165036-0.0134609j -0.00132033-0.0135021j 0.0158421+0.0104184j -0.0328767-0.0066993j -0.0107128-0.0172669j 0.035453+0.0106571j -0.021789-0.0800874j -0.00610452-0.021071j -0.00180175-0.0415475j 0.0140774+0.0283566j -0.00200881+0.0124035j -0.0210133-0.0652246j 0.037177+0.0375517j -0.0728476+0.014751j -0.0301356-0.0280613j -0.125761-0.016305j 0.0131734+0.0588479j -0.0366902+0.0400579j 0.126951+0.0128192j -0.0123649+0.0207428j -0.0346978+0.0714567j -0.0640326+0.106217j -0.0648212+0.120127j -0.0232202+0.033165j 0.0487871+0.0841134j -0.0600776+0.168655j 0.104258+0.0254628j 0.0322588+0.0455816j 0.0402975-0.0888527j -0.0586277-0.0253489j -0.0409495-0.0399928j -0.0138071-0.0652772j 0.0865397-0.0920384j -0.043655+0.0863769j 0.0343515+0.0339473j -0.0222888-0.129645j -0.0826233+0.0468373j 0.0798476+0.043596j -0.0525344-0.00967328j -0.0819696-0.00847419j -0.0863777-0.0640254j -0.0598402-0.00546111j -0.0617566-0.0579698j 0.0833031+0.0767756j 0.015129-0.0248207j 0.0722144+0.0612606j 0.0304698+0.0250663j -0.00437945+0.0676943j 0.0281871+0.017047j -0.00639957-0.0339987j -0.0362789-0.0596104j 0.0427209-0.0106758j -0.0166912-0.00619368j -0.0121585+0.00395721j -0.0166713-0.0531044j -0.0448827-0.010742j 0.0693259-0.0681138j 0.117621+0.0271501j -0.0690466+0.159773j 0.102253-0.0547541j -0.0896663-0.00568756j 0.111178-0.0648468j -0.0211032+0.00294666j 0.0100473+0.0249564j -0.0606336+0.0396608j -0.0297985-0.0255991j 0.0226657-0.0328186j 0.0557738-0.0118543j -0.0500026-0.0228055j 0.0573661+0.03513j 0.00481774-0.0320776j -0.039811+0.0323151j 0.00343867-0.011035j 0.0102749-0.0287653j -0.0108296-0.0274821j 0.014008-0.0112802j -0.00375766-0.00971079j 0.0117415-0.0080575j -0.000875012-0.0093199j -0.0146284-0.0174511j -0.0191392-0.00253642j 0.0105009+0.0101014j 0.031522+0.00663068j 0.0049781+0.00221577j 0.000931226-0.013522j 0.00488576-0.00590058j -0.00437141-0.000620785j -0.00315228+0.00764063j 0.00493259-0.00105351j 0.00674789+0.00829j 
0.0191638+0.000263904j -0.00061963-0.00793204j 0.0279202-0.001991j -0.0132106-0.0141907j -0.00469105+0.0186425j 0.00154335+0.00904715j 0.0272369+0.00240492j -0.00618452+0.0115438j 0.0134689+0.0508012j 0.0065012+0.0319617j 0.0368924+0.0221913j 0.0184616+0.10099j 0.0336131-0.0245451j -0.0421558+0.0108954j 0.00708804-0.00381958j 0.00509979-0.0164445j -0.0114419+0.0110425j -0.139369+0.00539385j 0.133749-0.00798676j -0.0988559+0.0100407j 0.0346512-0.00096333j -0.0762971+0.0289642j -0.173236-0.058021j 0.0252582+0.0527076j -0.0686625-0.102538j 0.0481997-0.0196536j -0.0134258-0.149465j -0.000714427-0.136188j -0.0794932+0.0219766j 0.0186009-0.113708j -0.00916006+0.0852382j -0.0324651-0.0786987j -0.124885+0.0334443j -0.00377828+0.014049j -0.0176005+0.124958j -0.0439466-0.106906j 0.0906777+0.0135712j 0.001359+0.0731345j -0.0212906-0.115847j 0.00873293+0.0604916j -0.025997+0.0311478j -0.0289702-0.0915073j -0.144939+0.0347617j -0.125777+0.0238728j -0.105429+0.0685016j -0.0805474+0.00243072j 0.0627397+0.0424457j 0.0504496-0.00652966j -0.0153042+0.0125965j 0.0536084+0.0509084j 0.0554858+0.0242724j -0.0441051+0.0116j -0.0673857-0.031399j 0.024697-0.0335463j 0.0372866-0.0241233j 0.0278833+0.0116767j -0.0714114+0.0257148j 0.0488325-0.042275j 0.0238648+0.0114543j 0.0245628+0.0424014j 0.0134845-0.0372684j 0.0625133+0.0285968j -0.0714041-0.0143298j 0.0844632+0.0211046j 0.0412329-0.0507673j -0.11308+0.0520091j 0.00577311-0.0481496j -0.0539551-0.00837307j 0.0260085-0.00602925j 0.0400293+0.00398809j -0.0214908+0.000313247j -0.00834815-0.0066339j -0.00490093-0.00845184j 0.0159135-0.0207218j -0.0244373+5.66002e-06j 0.0325026+0.00539137j -0.039423+0.00938263j 0.00129991-0.00674773j -0.0187262-0.000732026j 0.0445728+0.00162763j 0.0215163-0.00186325j -0.0243832+0.00244542j 0.000967813+0.00711503j 0.00819645+0.0057364j 0.0239511+0.000132498j -0.00134879+0.00918648j 0.0233387+0.00247699j 0.00586666-0.000525649j -0.010108+0.00159373j 0.00493242-0.000844871j 0.00278081+0.000431908j -0.00599594+0.000426884j 
-0.0399499-0.00670593j -0.0305743+0.0128917j 0.0188628-0.0157079j 0.000942096-0.00257895j 0.0259403+0.0240029j 0.0128264+0.0239328j 0.00294781-0.0246514j -0.0527706+0.0507407j 0.00935554-0.00481183j 0.0543702-0.094387j 0.0547519+0.0328069j -0.0660073+0.0602354j -0.0334869-0.0597091j 0.0935459-0.0186844j 0.0478846+0.0216499j -0.00334662-0.0508684j 0.00636983+0.0383805j 0.117714+0.0255399j -0.0297208-0.00802245j 0.0447267-0.00467759j 0.0104804+0.0290798j -0.00612004+0.114113j 0.0768462+0.0767814j -0.0897401+0.157604j 0.0463579-0.0186443j 0.0023079+0.0832841j 0.00296693-0.100358j -0.0365669-0.0835735j 0.0839695+0.0524484j -0.0452335+0.0428169j -0.0137435+0.0288776j -0.0652872-0.0649641j -0.00107467+0.0767273j 0.0920555+0.00350759j -0.0104528+0.110312j 0.0517923-0.0655993j -0.00924679+0.0534813j -0.00382522+0.0186648j -0.0310495-0.100013j -0.065169+0.0450559j 0.00331094-0.0120809j 0.00907162-0.0470163j 0.105091+0.118129j 0.075739+0.0952221j 0.0194844+0.137405j 0.0275421+0.0823905j -0.0267581-0.0551778j -0.0620459-0.0202576j -0.00381531+0.00268592j -0.0942346+0.0172896j -0.0346425-0.0448365j 0.0184077-0.00037699j 0.05088-0.0279744j 0.0266073-0.0282999j -0.0282247-0.044618j 0.00770206+0.00186289j -0.00180958+0.00896074j -0.0354805-0.00751945j 0.0254947-0.0524303j 0.0209777+0.0566493j -0.0356246+0.0389778j 0.0217202-0.0301501j 0.0279108-0.00198558j 0.0105414-0.0692428j -0.0326225-0.0941064j 0.0609844+0.105992j -0.0165475-0.0523775j 0.00252528+0.0251316j 0.00355109-0.0458148j 0.0167882-0.044657j 0.0084482-0.0375943j -0.000811124+0.0191698j -0.0177869-0.0104328j -0.00612323+0.00428333j 0.0116337+0.0132198j 0.0138575-0.0433169j 0.0081224-0.0107387j -0.00734054+0.000845119j 0.00494388-0.0205686j -0.027822+0.000855035j -0.0117796-0.0237455j 0.0543774+0.018697j -0.0139104-0.00159801j -0.0139351+0.00671296j -0.0138896+0.00610984j -0.027445+0.0102374j 0.00717045-0.00777726j 0.0142293-0.00470622j 0.0203669+0.00118304j -0.0038622+0.0100832j 0.00868476-0.00902152j 0.0206585+0.00186011j 
0.0194427+0.00636747j 0.0149059-0.00708867j 0.00486176+0.00438487j 0.00195884-0.00683779j -0.0153159+0.00247948j -0.0113302+0.0308792j -0.0110732-0.0178105j -0.0026109-0.0255652j 0.0253822+0.0298071j -0.0276404+0.00991261j 0.0380052-0.0186477j -0.0442221+0.0268378j 0.141024+0.0297356j 0.0309058+0.0444049j -0.124658-0.0267294j -0.0562412+0.0345946j -0.157147+0.0465315j 0.052207+0.00970848j -0.118721-0.0677138j -0.0676097+0.0272672j -0.00586454-0.00602743j -0.0334289-0.0815839j 0.0937813-0.0398646j -0.10624-0.0275329j -0.0952054-0.017826j 0.015345+0.0454087j 0.0795131-0.0609967j -0.127052-0.0670172j 0.0337909-0.0383967j 0.0574332-0.0607253j -0.0503+0.0260898j 0.0832783-0.038122j 0.0596485+0.044603j -0.11797-0.00417441j 0.203305+0.0772494j 0.0837603-0.0101114j -0.0986926+0.0293651j -0.144965+0.00804629j 0.214222+0.0266954j -0.0310836-0.00056071j -0.107965-0.0501489j 0.0427083-0.0140713j -0.0226602+0.0430054j -0.0273776-0.0099805j 0.0600732+0.0161018j 0.0752791-0.0399281j -0.0778174+0.000324568j -0.0667354-0.0307075j 0.0840617-0.00199811j 0.0330866+0.0182677j -0.0283635+0.0143696j 0.0264903-0.00293673j -0.036337-0.0134404j -0.0280937-0.00681771j 0.00161215+0.00653142j -0.0704941+0.000240076j -0.0324393-0.0154734j 0.00413939-0.00330761j 0.0683572+0.0149915j 0.034046+0.00358562j -0.128064-0.00220737j 0.0698612+0.040417j -0.046447-0.0391546j 0.0886539+0.0131614j -0.0633516-0.0476567j 0.0367018-0.00890484j -0.0527042-0.0235721j 0.00776335-0.0124257j -0.0277509-0.019953j 0.00484743-0.018473j -0.0377445-0.0149802j 0.00488777-0.00421877j 0.0286272-0.0114181j -0.036006+0.00167758j 0.0281369+0.000199302j 0.0132913+0.00672083j -0.000409461+0.00181199j 0.00796376-0.00282912j -0.0090252-0.00196053j 0.000811431+0.000702092j 0.00387021+0.0019988j -0.00607425-0.00444368j -0.0073858+0.00110679j -0.00850154+0.00556201j 0.00331005-0.00121251j 0.0311233+0.0112864j -0.0100398+0.00362043j -0.00627889+0.00262286j -0.0124264-0.00849997j 0.00470441+0.00519073j -0.00495095-0.000408631j -0.0059606-0.00121966j 
-0.0289322+0.00375369j 0.0154374+0.0156358j 0.00998319+0.00384634j 0.0107204+0.00446461j -0.0233579+0.0132106j 0.0432591+0.00449358j 0.023159-0.0133636j 0.0306906-0.0244718j -0.0194576+0.0466959j -0.0395057+0.0121473j 0.00456168+0.0125346j 0.0304395-0.0414918j 0.0762219-0.0354431j 0.0328222+0.00553387j 0.0190618-0.00839487j -0.147784+0.0380774j 0.0620172+0.0278566j -0.0554933-0.0225422j -0.0429455-0.0243697j 0.191431+0.0131088j 0.186223+0.0824588j 0.0860748-0.108796j -0.0121761+0.0497103j 0.0487497+0.000745373j 0.0294445-0.0336958j 0.118517+0.00935843j -0.059381-0.0239466j -0.0832497-0.0467531j 0.0608555+0.0548248j 0.139241-0.0845393j 0.00733436+0.0422224j 0.0707944+0.0225909j 0.0367994+0.101725j -0.0514147-0.016775j 0.0366491-0.00971882j -0.142014-0.0296562j -0.0901364-0.0743421j 0.0950963+0.0746267j 0.0292247+0.0165842j 0.0585695+0.0513161j 0.0439372+0.0756755j -0.142039-0.00281098j -0.156884-0.0987604j -0.0203328-0.0246541j 0.0270604+0.00513029j 0.144242+0.0418051j -0.0372462+0.0649801j 0.00222336-0.00270063j -0.0239765-0.0239574j 0.0398697+0.0441247j -0.0187242-0.00139808j 0.00270922+0.0424153j 0.028576-0.012455j 0.0218861-0.0212561j 0.00542763+0.000886062j -0.029524-0.00838227j 0.0938231+0.0230514j -0.0199102-0.0176191j -0.00523654+0.0142534j 0.0579571+0.0191349j 0.00997843-0.0348857j -0.026256+0.00811402j 0.0785222-0.0117887j -0.080821+0.00595018j 0.0329918-0.0076369j 0.0569161+0.0283636j -0.0099915+0.00184702j 0.0313023+0.00396807j 0.0106009+0.000816335j 0.0114361-0.00861527j 0.0764947+0.0199606j -0.00607544-0.00298341j 0.0104978-0.00887517j 0.00306099-0.00905375j -0.00638881+0.00527455j -0.0192823+0.0145355j -0.00990475+0.00379285j -0.0387952+0.00100045j -0.0216082+0.00154545j -0.000907372+0.00752639j -0.0132814+0.012054j 0.0625779+0.01506j 0.0150148+0.000740408j -0.00322282+0.00581105j 0.0101589+0.00742557j -0.0440925-0.00242762j -0.000549197-0.000970832j 0.00860003-0.00608094j 0.00872311+0.00245636j 0.00294822+0.00672451j -0.00592644-0.0058734j 0.00635567-0.000240989j 
-0.00947228+0.00702697j 0.0184724-0.00729449j -0.0043511+0.013551j -0.0012315-0.00407895j -0.0942897-0.00282143j -0.0548214+0.0394444j -0.0304934+0.107343j -0.058833-0.0374914j -0.033045+0.00972453j -0.059081-0.0143198j -0.0132523-0.0336295j -0.0499049+0.0956319j 0.0727122+0.0272263j 0.00458849-0.0197083j 0.0935193+0.0831705j -0.0184317+0.140194j 0.0273752-0.186192j 0.0430421-0.0356541j 0.0368656-0.147423j 0.00554077+0.119188j -0.0035711-0.0977434j 0.0290404-0.0321838j -0.0266825-0.139829j 0.0327418+0.0164888j 0.0174831+0.148084j 0.0460036-0.00667479j 0.0169208-0.181366j 0.0747844+0.0659237j 0.0267476-0.0556211j 0.0699941+0.0327238j -0.00203697-0.080934j 0.0306052-0.0324296j 0.0268073-0.000659494j 0.0602348-0.123405j -0.0802442+0.186282j 0.0719255-0.0201081j -0.00662698-0.0288105j -0.0174114-0.0867112j 0.0378798+0.103449j -0.0135607-0.0163349j -0.0147645+0.0113857j -0.0343242-0.0585464j -0.0439655-0.00317046j -0.0132562+0.00151955j -0.0590292+0.0285165j -0.014087+0.00578381j -0.0284435-0.00524553j -0.00233597+0.0454366j 0.00461607-0.0044778j -0.047389-0.0383454j -0.0303327+0.029578j -0.0253002+0.00465025j 0.056134+0.0252319j 0.0405456+0.0190697j 0.00475322-0.0158343j -0.0172411+0.0385502j 0.0341689-0.00498271j -0.00786918-0.0231115j -0.00701402-0.0214166j -0.0157934+0.00024746j 0.0525836+0.00887343j -0.0128927-0.0630782j -0.00937359+0.039573j -0.0151684-0.0516358j 0.0189509+0.0112206j -0.00825669-0.0105494j 0.0575708-0.0403335j 0.0199605-0.0317082j 0.0118199+0.00107629j 0.00538485-0.0261799j 0.0225689+0.00688248j 0.0115133+0.00183568j -0.0121076-0.00657932j 0.0369913+0.0190149j -0.0159011-0.0175654j 0.00449636-0.00447731j -0.0101158+0.0259643j 0.00589378-0.000249354j 0.0185515+0.00827936j -0.0379788+0.00789j 0.00820675-0.00961943j 0.0274715+0.0122068j -0.0248363+0.00510548j 0.00989326-0.000428291j -0.0146415-0.00508404j -0.00116765-0.00650348j -0.0127753+0.0114403j 0.0140697+0.0104491j -0.0116768-0.00761401j 0.00119702+0.00754028j -0.00104871+0.00681725j 0.00916012-0.00514897j 
-0.00777381-0.00551205j -0.0128681+0.0109087j 0.00200998-0.00451905j -0.0201157-0.015991j 0.00707801-0.0185175j 0.0589118+0.0285841j -0.00158606-0.0846713j 0.0604496-0.0994885j -0.0584748+0.00133801j 0.00587907-0.0109514j -0.0209576+0.00482905j -0.0467755-0.0452732j -0.0120619+0.0268205j 0.0471576+0.0261125j 0.105055-0.0961498j 0.00728573+0.102696j 0.00611777+0.133039j 0.0607323-0.0512778j 0.023922-0.0213517j -0.0407578+0.020786j -0.0192727+0.0432609j 0.0490524-0.227836j 0.0439544-0.0411293j -0.0590342-0.0499553j 0.0116032+0.0342974j 0.0235106+0.114656j 0.0744051+0.0129397j 0.0294892+0.0639941j -0.0129038+0.101298j 0.0134267-0.113014j -0.0980589+0.107557j -0.0472621-0.0288757j -0.126493+0.215578j 0.106563-0.00805096j -0.151415-0.0297734j 0.0848761+0.0715973j 0.0712612+0.0143134j -0.00483457+0.0463195j -0.00992203+0.0677039j -0.0409245+0.0426144j -0.00858938+0.00442498j 0.00148176+0.00216848j 0.0585539-0.0590173j -0.0129251-0.0289421j -0.0385864-0.0887495j -0.0186682-0.0444328j 0.00266079+0.0314383j 0.0201657-0.0543012j 0.00215338-0.0110025j -0.0522215-0.0102095j -0.0234177-0.0121014j 0.00781702-0.0471052j 0.0303946+0.0151469j 0.0422412+0.0232146j -0.00410801+0.0025869j 0.00471592+0.000303179j -0.034161-0.0264293j 0.0361413+0.0155533j -0.0229409+0.02044j -0.0223531+0.00102952j 0.0474378+0.0998462j 0.00153762+0.0736906j -0.0111781-0.0990997j 0.0250663-0.000796108j 0.0228068-0.0670276j -0.022023-0.021147j 0.0176222+0.0190015j -0.00351164-0.024638j -0.00521963-0.0420568j -0.00449359-0.047859j -0.0256869-0.0270952j -0.0111803+0.0165824j -0.0211911-0.0518439j 0.0155269+0.0379778j -0.0185472-0.00361059j 0.0268423+0.0142628j -0.0113139-0.0184819j 0.016293-0.00422015j 0.00970756-0.00117847j -0.0232177-0.00836434j 0.003901+0.0182099j -0.00735874+0.0200494j -0.019151-0.0131195j 0.0131813+0.0218343j 0.000659501-0.00432172j 0.00797331+0.0164603j -0.000665632-0.00881091j 0.0204098+0.00544958j -0.0167218-0.0141887j 0.0171214+0.0243046j -0.00946167-0.00755598j 0.00555091+0.00961148j 
-0.0222671+0.0120303j -0.0113734+0.00657263j 0.00948287-0.000240854j -0.00728446+0.00920791j -0.055415+0.0375658j -0.0389639+0.104223j 0.113402-0.0141608j 0.0395392+0.0604303j -0.0316093-0.00013751j -0.0200194+0.00930797j 0.0613929-0.006124j -0.053604-0.0789628j 0.069672+0.0797719j 0.0984208+0.0456437j -0.00394446+0.0760424j 0.0462075+0.0187352j -0.0166806+0.123737j -0.00864899+0.0807376j 0.0572085-0.190911j -0.0157106+0.034137j -0.045954+0.159579j 0.0641188-0.00308595j -0.0751727+0.113523j -0.0236052-0.0774925j 0.00744646+0.0864539j 0.0106197+0.0813225j -7.43161e-05+0.0796243j 0.0369739-0.105041j -0.0202116-0.169731j 0.0954035+0.0636867j -0.0172996-0.115535j 0.0255945-0.0432692j -0.0836103-0.129825j -0.0145901+0.0364518j 0.0175818-0.0916074j 0.0142645-0.043255j 0.0449321+0.120437j -0.0209456+0.0733215j 0.00498598+0.0470752j -0.0273527+0.0111771j -0.0394151-0.075709j -0.020106-0.0582616j 0.021825+0.0500903j -0.00956202-0.10085j -0.0626703-0.00394434j -0.0320658+0.00358482j -0.0285436+0.0158025j 0.00353557+0.0744898j -0.0058866-0.0643592j -0.0453081+0.0219509j -0.00359141+0.030339j -0.00678239+0.0387927j 0.0206442-0.0247929j 0.0324243+0.00317024j -0.00832827+0.00108497j 0.0305832-0.013167j -0.0184525-0.0412822j 0.0418992+0.0706669j 0.0104393-0.0238474j -0.0211966+0.00648545j -0.0152313-0.0255673j -0.00581225+0.00473049j 0.0188765-0.0137573j 0.0118206+0.017018j 0.0364301+0.0158456j -0.0385334-0.0590185j 0.026943+0.00703199j 0.00285013-0.00704669j 0.0273086-0.0315219j 0.0404583-0.0158223j 0.0007329-0.0193259j -0.00507389-0.021984j 0.0166017+0.0124112j 0.0216021-0.00239281j -0.0182603-0.017163j -0.0210101+0.0127725j -0.0336689-0.0118584j -0.00655818+0.0154048j -0.002005-0.0084021j -0.00374022+0.0151379j -0.0102827+0.00326953j 0.0160112-0.0216074j 0.00689306+0.0102287j -0.0216603+0.00277182j -0.00721622+0.0158093j -0.0376491-0.00341731j 0.00517972+0.0166096j 0.00421516-0.0057166j 0.0117832-0.0059557j -0.0134429+0.0039355j 0.0104132-0.00931751j 0.00232694-0.0137887j 
-0.00657798-0.000615929j -0.0187492+0.00885049j -0.030085-0.00249335j 0.00985346+0.0305971j -0.00266774+0.102014j 0.0821771-0.043206j 0.00704617-0.00629161j -0.0234913-0.031352j -0.0143021+0.0217908j -0.0423264-0.0322176j -0.0926469+0.0282817j -0.0159086+0.0544938j 0.132503-0.0753156j -0.053507+0.0457921j 0.0638488+0.176469j 0.106009+0.0586083j -0.0530037-0.021956j 0.00253141-0.0678606j -0.0626657+0.022132j 0.04816-0.00172331j -0.032383-0.0336433j -0.0426563-0.146545j 0.0159692+0.308771j -0.047327+0.117929j 0.0794681-0.0931303j 0.0552415+0.0292977j 0.0349421-0.0122146j 0.115627+0.0295373j -0.0875326+0.0193395j 0.0204071+0.0759549j -0.0279221+0.0496131j 0.0147079+0.0572601j 0.0409788-0.00568954j -0.0809135-0.00932269j -0.0394849+0.0342065j 0.0853213-0.0276332j 0.0292699-0.0345567j -0.125931-0.0353862j 0.0750897-0.100144j 0.00941086-0.0157208j -0.0533757+0.0440178j -0.015534+0.0740642j -0.0506487-0.051632j -0.0443441-0.0179044j -0.0634981+0.0341569j -0.00237948+0.0060509j -0.0158161-0.0269685j 0.0298126+0.0066229j 0.0291986-0.0306677j 0.0266176-0.0227705j 0.0137297+0.0137219j -0.0164289+0.0635741j -0.0126891-0.0734146j 0.00181129-0.0306128j 0.00192434+0.00915298j -0.0116637-0.0565946j -0.0196703-0.0520508j 0.0383278+0.01243j -0.0290112-0.023408j -0.0304568+0.00594087j 0.0620522-0.0283299j -0.0422811-0.0512819j -0.0334516+0.00425323j -0.0312865-0.0113684j 0.014847+0.0162153j -0.0227701+0.0251513j 0.0378721+0.0455383j -0.0366683+0.0016518j -0.0166133+0.0107776j -0.00261091+0.0296845j -0.0264837+0.00296749j 0.0115586+0.00177242j -0.00234074+0.0277558j 0.0134575-0.0121648j -0.0105434+0.0323697j 0.000567214-0.0146602j 0.00154655-0.00448251j 0.0191642-0.00991923j 0.0163816-0.0179504j -0.00652259+0.00771691j 0.00124163-0.000762517j -0.0301719-0.0149788j -0.0117787-0.00484201j 0.0199618-0.0160481j 0.00115599+0.014395j 0.00120582-0.00443972j -0.00782216+0.00398072j -0.0101658-0.026599j 0.0040233+0.0205929j -0.00325027-0.0038063j 0.00172504-1.12274e-05j -0.00250911+0.00141145j 
