0.00788854+0.000548454j 0.0245311-0.00361647j -0.0261137+0.00248779j 0.00699777+0.00208354j 0.0141484-0.00356508j 0.02454-0.00205931j 0.00818801+0.00522746j 0.0293814-0.00369843j -0.0235349+0.00215281j -0.00951077-0.00604569j 0.0399008+0.00859208j 0.00295759-0.00351087j 0.00901919+0.00233502j 0.0343956-0.00914281j -0.0147091+0.00889659j 0.0143385+0.00424744j 0.0136131-0.00105149j 0.0181101+0.00171776j 0.0169789-3.28098e-06j -0.00521932+0.000731711j 0.0225874+0.00336941j -0.0182112+0.00407419j -0.0158907+0.00698013j 0.0359295-0.0103665j -0.0162065+0.00604772j -0.0232379+0.000575526j 0.0308828-0.00647924j -0.0042232-0.00157842j -0.0135539+0.00452269j 0.0139264-0.00217493j 0.0028761+0.00535573j 0.0185247-0.000575552j 0.00452404-0.00185779j -0.0232797+0.00037905j -0.00641237-0.00259661j 0.00245852-0.00432037j -0.0361837+0.0121443j -0.0178675+0.000893542j -0.00973794-0.00256885j 0.0144207-0.0052652j 0.0168818-0.00852588j -0.0015463+0.00606035j 0.00485729+0.000619423j -0.00195786-0.00738756j -0.00745809+0.00361262j -0.0144813+0.00836143j -0.0141295+0.0120551j -0.020341+0.00170149j -0.0091024+0.00699588j 0.00827213+0.0044555j 0.0143249-0.00931896j 0.0103643-0.00127918j -0.0291103+0.00493704j 0.0011469-0.00436943j 0.0108139-0.00154474j -0.00606233-0.00107567j -0.0114604+0.00466941j -0.0304497-0.00316559j -0.00783323+0.00231368j 0.00484652-0.00597212j 0.0391585+0.00853094j 0.0256985+0.00125618j -0.0207158+0.00050472j 0.0079186-0.00218304j -0.0109646-0.00224516j 0.0395446-0.0141252j -0.0128765-0.0126416j 0.00351879+0.0131189j 0.0457457+0.00579797j -0.0229232+0.00312054j -0.0976901-0.00165104j -0.00544919+0.0252649j -0.0354799-0.0168609j 0.123967-0.00462367j 0.0326033+0.0328017j -0.0576497+0.0284458j 0.147561-0.0119551j 0.00739176-0.11565j 0.340189-0.0121584j 0.19775-0.0502781j 0.12384+0.0167504j 0.11461-0.0491654j 0.0658701+0.04746j 0.0963151-0.0190347j 0.0227573-0.00304879j -0.0050474+0.0301291j -0.053064+0.0157449j -0.049326-0.0102607j 0.00126758-0.0158498j 0.0161125-0.00474184j -0.00157888-0.00211193j -0.433266+0.00262359j 
-0.00732111+0.00662879j 0.00150948+0.00536692j 0.00020367-0.00762929j -0.00619372-0.00256872j -0.00678083+0.000268785j 0.0192434-0.00614246j 0.00564275+0.0126745j 0.010141+0.00586014j 0.0018734-0.0178203j 0.041256+0.00491398j 0.00499394+0.00128149j -0.0243061+0.00180195j -0.0127096+0.000126977j -0.0205527+0.00966574j -0.0322803+0.0186924j 0.0177337-0.0151484j 0.0185238-0.0646838j 0.036006-0.0255529j -0.0153017+0.00597526j 0.0164938-0.0189431j 0.0384663+0.0145745j -0.0227877+0.0236929j 0.0238099-0.0662996j -0.0163348-0.0575058j -0.0238317-0.0559856j -0.0275034+0.0805221j -0.00441671+0.0284853j 0.0302089-0.018401j 0.00944938+0.048954j 0.0222376+0.117674j 0.0202144-0.0163325j 0.0129054+0.0829819j 0.00289542+0.00684287j 0.0535924+0.0715404j -0.00201045-0.00118323j -0.0340548-0.0448077j -0.016651-0.00917135j -0.0860953-0.0236056j 0.0352243+0.028258j 0.0251116-0.00713949j 0.00727174+0.0732804j -0.0287759+0.0101183j 0.0393586+0.104737j 0.0561681+0.0439401j 0.0484165-0.0295346j 0.0123501-0.0344382j -0.0228939+0.100142j 0.072185+0.0826698j 0.0395316-0.0600459j -0.0556185+0.00250249j 0.0679753+0.0602972j -0.0207163-0.0743945j -0.0323891-0.119112j -0.015477-0.022557j 0.0574617+0.0751882j -0.0178421+0.0273024j 0.0287768+0.0406325j -0.0443517-0.0513101j -0.0146268+0.0434792j -0.0312272+0.00123508j -0.0242377+0.0418872j 0.0144883-0.048567j 0.00146349-0.0554129j 0.0649541-0.017234j 0.0106751-0.0552024j -0.0229632+0.00752478j 0.00864012+0.00183858j -0.00109693+0.0396918j 0.0319869+0.015448j 0.00516208-0.00540577j -0.011781+0.0153385j 0.00230123+0.0516247j -0.00495525-0.0171493j 0.00949127+0.0412726j -0.0275648-0.00223933j -0.00215809-0.00244884j 0.0178237+0.0171843j 0.033762+0.0221976j -0.0439705-0.0288669j -0.000660319+0.0114266j 0.0588043+0.00180076j -0.0549041+0.00782315j 0.0499496+0.0152259j -0.0320364-0.00359752j 0.0109176+0.0155531j -0.0290873-0.00396682j -0.0108693-0.0165108j -0.00952484-0.00314261j -0.00355117-0.00431205j 0.0077511+0.00456697j -0.0116606-0.00784159j 0.00190638-0.00208842j 
-0.00574457+0.00283296j -0.00368582+0.0026704j -0.0129696-0.00106218j 0.00511184+0.00318195j 0.00275326-0.00217899j -0.00914826+0.00292375j 0.0103109-0.0181816j -0.0235541-0.00497456j 0.0141981-0.0057612j 0.0324694-0.00795534j 0.00643111-0.0154927j -0.00611359-0.0177744j -0.00926437+0.0275156j 0.00839038-0.0275011j 0.0254238-0.00925332j 0.02823-0.0260895j -0.0208564+0.00425986j -0.0550376+0.0323804j -0.00171381-0.0460723j -0.0495338+0.010307j -0.0182546+0.0382315j 0.0133206-0.0442401j -0.0190294-0.0123125j -0.0158687-0.0418416j -0.0134967-0.0295761j 0.0382582+0.0353739j 0.0228884+0.0337759j 0.0563441-0.0567515j 0.00221273+0.0430005j -0.0716717+0.0434592j 0.0176441-0.0872785j -0.0763066+0.103749j -0.0921875+0.106262j -0.0653753+0.0362034j 0.0429775-0.0139023j 0.0152645+0.00468638j 0.00314556-0.0721009j 0.067898-0.0787759j -0.0527523-0.0349562j -0.00220321+0.0123054j -0.0413322+0.0124188j 0.0295591+0.0368212j -0.00408566+0.0674439j -0.0714556+0.0260727j -0.083649-0.0592815j -0.0734619-0.0323954j -0.0428661+0.0853553j -0.0855036+0.0701559j -0.0211708-0.0500254j 0.0706047+0.0225753j -0.0373024+0.0607934j -0.0337985-0.0334965j -0.0153065-0.064217j 0.0110374+0.0211613j -0.0941929+0.0868612j 0.00152364+0.0514591j 0.00682097-0.00118513j 0.0298557-0.0813507j 0.0245854+0.0298095j -0.00156882+0.0207157j -0.0183559+0.000731499j -0.00674368-0.0659197j -0.00221562-0.0346597j -0.0710413-0.0114882j -0.0100582-0.0222315j 0.0336986-0.0138224j -0.054901+0.0317483j 0.0489194+0.0191089j 0.010208-0.00397874j 0.0107189-0.0146576j 0.0396399+0.00664312j -0.0133146+0.0380631j -0.0214476-0.0255183j -0.0276588+0.0195905j 0.0626127+0.0194617j -0.028184+0.00742894j -0.0184414+0.000555701j 0.0048119+0.00525309j 0.0235082-0.0382962j -0.00688381-0.00484064j -0.0280875-0.00876867j 0.0520789-0.0118462j 0.00305049+0.00448383j 0.0122178-0.0072517j -0.0159609+0.0142001j 0.0243533-0.0062067j 0.0010202+0.00400159j 0.0166109-0.00547613j 0.00860061-0.00564375j 0.00517494+0.00142744j 0.00532149-0.00170685j 0.00589588+0.00156393j 
-0.00627278+0.00260021j 0.00625929+0.00511104j 0.00546445-0.000632681j -0.00191889+0.000643073j 0.020347+0.00804543j 0.00433881-0.000704794j -0.00631234+0.0243874j 0.00478992+0.00547049j -0.0015758+0.0189154j -0.0165368-0.000919846j -0.00560684+0.00430664j 0.0108719-0.00608683j -0.00358792+0.019255j -0.0205887+0.0113533j 0.0267666+0.100358j -0.00970047+0.0399445j -0.0195564-0.0587297j 0.00849993-0.00982535j 0.00639418-0.130883j -0.0132859-0.00345995j 0.00146741+0.0335343j -0.00801217+0.0257031j -0.0324582-0.0308877j 0.000165293+0.00188994j -0.0452789-0.0337014j 0.0547189+0.0479866j 0.0138541+0.114892j -0.0106598+0.0281996j -0.0350371-0.0252381j -0.0096341+0.0028097j 0.00827808-0.03492j -0.0277527+0.00624052j -0.0288949-0.0108468j 0.0401768-0.0233098j -0.0179444+0.00889865j -0.0615902-0.0128522j -0.0120346-0.146409j -0.0259925+0.0564836j 0.0561015-0.0718557j 0.0440718+0.020001j -0.0520621+0.0324236j 0.0660116+0.0712613j 0.047843+0.0378549j -0.0606132+0.0353077j -0.0670737-0.0597894j 0.0105039-0.035162j 0.0270329-0.0870714j -0.0118368+0.0016994j 0.028483-0.0838057j -0.0480083+0.0351467j 0.0565721-0.0863965j -0.0175784-0.0526111j -0.0434851+0.0331151j -0.0340376-0.0782974j -0.101726-0.0267162j -0.0245838+0.0581232j 0.0415387+0.0812752j -0.0431015+0.0424571j -0.0722729-0.00948186j 0.024104+0.0270685j 0.0814693+0.0154325j 0.0316063+0.0468144j -0.0294899-0.0554518j 0.0208553-0.0142253j -0.00828636+0.00896946j 0.0167386-0.0596594j -0.0790853-0.0453092j 0.0103281+0.0811212j 0.0369424+0.0630998j -0.00584769-0.0116559j -0.0123559+0.00861153j -0.0331498+0.00550282j -0.0201437+0.0251491j -0.0244067+0.00258214j 0.0280372+0.0158085j -0.0365056-0.0175764j 0.0269057-0.0231914j 0.036187-0.000689369j -0.025502-0.0137301j -0.0447526+0.0106958j 0.00855451+0.00435194j -0.00669231+0.0203079j -0.037448+0.00735778j -0.000102048-0.000922501j 0.0188073+0.00805085j 0.0210265+0.00242976j -0.00859176-0.00227128j -0.0264306+0.00785476j 0.00256608-0.00543859j -0.0202887+0.00299246j -0.00826059-0.00575947j -0.00200369-0.00129755j 
-0.0105442+0.000358568j 0.00494511+0.00435946j 0.00664757-0.0065638j -0.011471-0.00138827j 0.0167885+0.0122812j -0.0351039+0.0160628j -0.0391428-0.00685757j 0.010693-0.00273886j -0.0126995-0.00256893j 0.00690869-0.00259907j -0.0139868+0.0250002j 0.0170167+0.00508259j -0.0403373-0.0216487j -0.00524067-0.00240174j -0.0582282+0.0259845j 0.0169876+0.0246015j -0.0174144+0.0247368j -0.0216781-0.0220556j 0.00885707-0.00319357j -0.0157187-0.0238183j -0.0131874+0.0122393j 0.0102846-0.0263021j 0.0304738+0.0224549j 0.0311147+0.0380612j -0.0240665+0.00931681j 0.0133017-0.0741107j 0.028194+0.0560414j 0.00439411-0.0144379j -0.0338684-0.0113176j -0.0343435-0.069322j -0.0212864+0.0707663j -0.019224-0.082971j 0.0222762-0.0375487j -0.0434542-0.03482j 0.0293954-0.00127561j -0.0219053-0.00669829j 0.0790896-0.00885397j 0.0231028+0.0600275j 0.0145563+0.0369304j 0.00481157+0.0655179j -0.0320944-0.0256373j 0.0756334+0.0392732j 0.0316529-0.0166511j -0.0106302-0.0258923j -0.00270512-0.0261243j -0.0457737+0.00931286j 0.0176451-0.0295159j 0.015477-0.0414423j 0.0104922-0.0312814j 0.0202836-0.0191141j 0.0174047-0.00389043j -0.0703597+0.0673293j -0.0356502-0.0110872j -0.0519141+0.113121j -0.087199+0.0545354j 0.0167927+0.0137671j 0.0526971-0.0633894j 0.0760172-0.0100902j -0.00757361-0.00282951j -0.0308795-0.0318038j -0.0311884-0.0487319j -0.00349614-0.0613612j 0.0220005-0.0458419j -0.0168647-0.0560865j -0.00731911-0.0449815j 0.000333669-0.07122j -0.0120737-0.0290063j 0.00603693+0.0334797j 0.000962326-0.0051474j -0.00854259-0.0548718j 0.0168737+0.0277772j -0.0144987-0.0218241j 0.0184939-0.00385229j -0.0319403-0.0231768j 0.037268+0.0393856j -0.027056+0.0234981j 0.0131993+0.00122282j -0.00311012+0.0230086j -0.0160402-0.0239382j 0.0067849+0.0170054j 0.0242557-0.0122623j 0.00332564+0.000329817j 0.0251011-0.0133437j -0.0047051+0.00406942j -0.010728+0.00623934j 0.0174065+0.00601353j -0.0385448+0.0121854j -0.0181752+0.00352199j 0.0156313-0.00465524j 0.00734743-3.06546e-05j -0.00961194-0.00562045j 0.0225745-0.000741995j 
-0.00480592-0.00396167j -0.00153767-0.00562366j 0.00266478-0.00414323j -0.00274406+0.00766028j -0.00734638-0.00541699j 0.0144145+0.00604104j -0.00568184+0.00921355j -0.0248634+0.0111823j 0.0202059-0.0135073j -2.56615e-05-0.00339966j -0.006724+0.0107697j 0.00675226-0.0164821j 0.00431644+0.0151742j -0.00885074-0.0148626j -0.00207286+0.0351241j 0.0133195-0.0147376j 0.0188689+0.0348296j -0.00123561-0.0359426j 0.0128161-0.0255089j 0.0288782-0.00794755j -0.00619422+0.00251913j 0.031013+0.0596087j 0.0185689-0.00520868j -0.0169466-0.0255111j 0.0562392-0.0119083j -0.0236718-0.0179352j -0.0654962+0.0839559j 0.00537485-0.0263747j -0.0365976-0.00269436j 0.0244731+0.0260625j -0.0180375+0.0840548j 0.0587366-0.0708236j 0.00725296-0.0401669j -0.0572935-0.024961j -0.0406183+0.0590135j -0.00697444+0.0698315j -0.0447567-0.0297268j 0.100061-0.000893704j -0.0447419+0.0154303j 0.0368649+0.0938308j 0.0188417+0.0704879j 0.00990661+0.0117419j -0.0692024-0.0033916j -0.0396364+0.0467377j 0.0240732-0.00603724j 0.0302408-0.103996j 0.0262507-0.0258499j -0.0453046+0.0677669j -0.0324193-0.0286139j -0.0196095+0.00731161j -0.100555-0.0263604j 0.0106886-0.0142933j -0.0235873-0.0362487j 0.0792313+0.0494215j 0.0916867+0.00299163j -0.0207487+0.115186j -0.0731594+0.000580002j -0.0452351-0.00599682j 0.0719591+0.0643256j 0.0275419-0.0480443j 0.00432918-0.0186817j -0.018796-0.124899j -0.02695-0.0370937j -0.0145867-0.0402381j -0.0317077+0.00375097j 0.0232457-0.0393372j -0.00688824-0.0426832j -0.0241621+0.0630345j -0.0625032+0.0264561j 0.0054837-0.0221587j -0.0098066+0.0391539j 0.0208515+0.0182907j -0.0401577-0.0211131j -0.000603412-0.000670099j 0.025001+0.0269895j 0.0884945+0.0339806j -0.00497137+0.00417153j 0.0207048-0.00154931j 0.00556878+0.0103603j 0.0106335-0.000330278j -0.0235848-0.0185416j 0.0279283-0.0247289j -0.00902099+0.027503j 0.0351142-0.000919287j -0.00709469+0.00838908j 0.00898056+0.00264224j 0.0369473+0.00963088j 0.0115618+0.00644294j -0.00702642-0.00851756j -0.00830671-0.00147347j 0.00694368+7.26693e-05j -0.01484-0.00193935j 
-0.00606375-0.00244838j -0.00355417-0.00122805j 0.0027849+0.00418393j 0.0104151+0.00105861j 0.0131097+0.00161876j -0.00212433+0.000665994j -0.0144019+0.00711073j 0.0233151-0.00496977j -0.00290673-0.0177245j -0.0274862+0.00704798j -0.0114608+0.0233537j 0.0198685+0.0136915j 0.0374369-0.0201004j -0.0136402+0.0125938j 0.0111159-0.01214j -0.0290766-0.0392675j -0.0174948-0.0356648j -0.0261115+0.0788424j -0.00174739-0.00621104j -0.0165613-0.0261934j 0.00762637+0.0502279j -0.00697295-0.0884884j -0.0146954+4.91758e-05j 0.0319844-0.0760737j -0.00184079-0.0321408j -0.00571168-0.0659789j 0.0223674+0.028802j -0.0766467-0.157095j -0.0265095+0.202093j 0.0376399-0.0439191j -0.0184611-0.15788j 0.0696592+0.0354949j 0.052776+0.0609752j 0.0175232+0.0333125j -0.0408886+0.0907034j 0.0114748-0.0586798j 0.0169577+0.0591171j 0.0184922-0.0754366j 0.0218971-0.0795529j -0.0339065-0.118994j 0.00723397-0.124263j 0.00652171+0.00888336j -0.0360268+0.00974622j -0.0207962-0.0433578j 0.0515189-0.0713021j -0.00589299-0.126216j 0.0495265+0.0172724j 0.034653+0.065577j -0.0309125-0.0114447j -0.0297933-0.0760151j -0.0144141+0.146764j -0.013801-0.0809138j -0.0316956-0.00320296j -0.000910884+0.0629338j -0.0288843-0.0429259j 0.0132708+0.0457166j 0.0434803+0.0702161j 0.00649929-0.0180511j -0.0366871-0.157243j 0.00263126-0.000212765j 0.0318743+0.0808837j -0.0438764-0.115439j -0.000567354+0.0132694j -0.00801536-0.0415105j -0.0318124+0.0253594j 0.0323905+0.0375693j -0.0119654-0.0271198j -0.0256511+0.00366876j -0.0418861-0.00494869j -0.0252185-0.00859622j 0.0232591+0.0448953j 0.00509389-0.0636305j 0.0156462-0.0244745j 0.01525+0.0231221j 0.0161198+0.0085385j -0.00898033-0.043391j 0.0378957+0.00619302j -0.0164695-0.00447296j -0.0140835-0.0177665j -0.0145852-0.0257923j -0.0226433-0.0186099j -0.0131923-0.00200551j -0.023858+0.0036422j 0.0149656-0.0161474j 0.04005+0.00290011j 0.00596648-0.00199527j -0.0121474+0.00893738j -0.0248964+0.0029072j 0.00718595+0.0045207j -0.00315589+0.0032766j 0.00254698+0.00486732j 0.00658731+0.000743965j 
-0.00861056-0.00205803j -0.00222256+0.00617973j 0.0198372-0.0137211j -0.0392169-0.00972348j -0.0134546+0.0139637j -0.00899747-0.0135782j -0.023055+0.0193293j 0.0529674-0.00220226j 0.0313962+0.0199637j -0.0349427+0.00160952j 0.00735707+0.0187672j 0.0141885+0.0186039j 0.0130884+0.0223733j -0.0127-0.0124533j -0.0428572+0.0803836j -0.00636355+0.0265422j 0.0125356-0.0724927j 0.0385469-0.0319593j -0.00416533-0.044773j -0.00439253+0.000107174j 0.011765+0.0183768j -0.00290252+0.0441775j 0.0135254-0.0264303j 0.0409712-0.0223928j -0.0312868-0.0798386j -0.0849806+0.0865473j 0.065593+0.0277647j -0.0569703+0.0271793j -0.0506309-0.0183967j -0.0526288+0.0418426j -0.0294532-0.00992228j -0.000123937+0.095709j -0.00606604+0.0878937j -0.0423906+0.0319863j 0.0360506-0.0349576j 0.0195326-0.0326974j -0.0159519-0.0444j 0.00683653-0.0407016j -0.0394736-0.02654j -0.0507602-0.0259236j -0.065052+0.117062j -0.0334265-0.0021294j -0.0468831+0.0547714j 0.0815978+0.0352822j 0.0574966-0.0161088j -0.0414673+0.0454336j -0.0348414+0.0742952j 0.0372541+0.0572489j -0.049776-0.0166642j 0.100789-0.0251784j -0.102361-0.0169748j -0.0563294-0.0346456j -0.00868492+0.023543j -0.0212416-0.0999332j 0.0633595-0.00962045j -0.0161587-0.0557799j 0.00133134-0.0116777j 0.0582781-0.0275241j 0.00175693-0.00576119j -0.0359922+0.0744263j -0.0331133+0.0416296j -0.070563+0.0910168j 0.0585474-0.00828197j -0.0564207+0.0137252j -0.0219087-0.000233431j -0.0589788-0.0423472j 0.0281034+0.0366509j 0.0214827-0.0180117j -0.0375977-0.000238939j 0.0051556+0.00572437j -0.0141873-0.016059j 0.0209225+0.0604779j 0.0238638+0.0255062j 0.0212066+0.0172224j -0.000664648-0.0326467j -0.0532338-0.0140658j -0.0352573-0.0021538j -0.0313348+0.00789194j 0.000651546-0.0319699j 0.0114421+0.00674077j -0.0310943+0.0084786j -0.0117214+0.0134041j 0.00938024-0.0220261j 0.044384+0.0140191j -0.0209793+0.00242459j 0.0153891+0.00242524j -0.000911672-0.0150418j 0.0216883+0.00369843j -0.0226406-0.00315981j -0.00614627+0.00107392j 0.00159857-0.0066631j 0.0100401+0.00502502j 
0.00647222+0.00284475j 0.00722693+0.00102913j 0.0207954+0.00352129j -0.00845485-0.017712j -0.00818817+0.00448568j 0.0172686-0.00546336j -0.0154949+0.00833539j 0.0262622+0.0178106j 0.00781388+0.0185336j -0.0279187+0.00883239j -0.0103646-0.0145172j -0.0145602+0.0199728j -0.00405476+0.00033193j -0.0148079+0.014847j -0.00458072+0.0120342j -0.00660944+0.00381106j 0.0424025-0.0346621j 0.0600802+0.013618j -0.00781521+0.0134356j 0.0223388-0.0239113j 0.00484836+0.0310324j -0.00134686+0.0873217j 0.0328399+0.0406091j 0.0187986+0.00244634j -0.0186488+0.0177823j -0.0677114+0.0130234j 0.0179313-0.0100053j 0.00902733-0.060938j -0.0049155+0.00521915j -0.0388191-0.0132131j 0.034882-0.0676007j -0.0596739-0.0240744j -0.0329679-0.015685j -0.021201-0.123139j 0.0310565+0.0373819j 0.0614154+0.0799223j 0.00471418-0.000380696j -0.0533052+0.0490076j 0.0108682-0.0165067j 0.0445286+0.0590642j -0.0753307+0.0131782j -0.0618267+0.0803948j -0.00933949-0.108039j 0.0294975-0.0665142j -0.00897051-0.0576569j 0.0303911-0.0690892j -0.0472191+0.0352149j 0.0404539-0.0647081j 0.0487713-0.0187454j -0.0296622-0.0409161j 0.0196996-0.138215j -0.0119066-0.0315582j 0.013927-0.114259j 0.0223625+0.196019j 0.0610489+0.0941386j -0.011263+0.064985j 0.0192635-0.0794842j 0.0399284+0.0580032j -0.0238568+0.0668275j -0.0476715-0.0849228j -0.0478051+0.00526305j -0.0338802-0.15509j 0.0144024-0.011278j -0.01764-0.0202111j 0.00293686-0.0793872j -0.0273972+0.0712176j 0.00854036-0.0784824j 0.0171407+0.0659001j 0.0144414-0.00799073j 0.0424092+0.0160819j -0.0210998+0.0331485j 0.00124376-0.00520413j -0.00613411-0.0121485j 0.0258587-0.00385932j -0.0167082+0.0441143j 0.00307594+0.0221417j -0.00367012+0.00847973j 0.00959952+0.0213639j 0.0206998+0.00658339j -0.021033+0.0173392j -0.0208401-0.036633j 0.00389143+0.0106372j 0.0207115+0.0150103j -0.00170325+0.0126064j -0.00798513+0.0165378j -0.016418+0.00185203j 0.015456-0.00528061j 0.0147288+0.00646415j -0.0131928-0.00452822j 0.0173657-0.00174799j -0.00130676-0.00154119j 0.00530473+0.000373385j 
-0.00462635-0.00482017j -0.008545-0.0036088j -0.016961-0.00886438j -0.00365753+0.00952321j -0.00235844-0.00591289j -0.00364949+0.00143241j 0.00772633-0.00475918j 0.00961426+0.00583953j -0.0325123+0.00189588j 0.0247391-0.0178358j 0.0167585+0.012843j -0.0286158+0.0120049j 0.0516474-0.00790053j 0.0283475-0.041043j 0.0303149+0.0136494j -0.0102882-0.0462117j -0.0267571-0.00566707j -0.0333363+0.0223022j 0.0152186-0.00598058j 0.00206107-0.0221259j 0.0520874-0.0623093j -0.0162248+0.0738247j -0.0163437-0.0190433j -0.0210953+0.0146508j 0.000855329-0.0323897j 0.0514314+0.0125583j 0.0199678-0.0106205j -0.0229044-0.0283469j 0.0230403-0.0459151j 0.0640483-0.03618j -0.0193015-0.0173267j 0.0677235-0.0385402j -0.0305599-0.0539517j 0.0422603+0.00377967j -0.0420061-0.01347j 0.0499332-0.0124225j -0.0649723-0.0349515j 0.0434729+0.0109398j 0.0295817+0.012989j -0.0127579+0.065102j 0.121155-0.0549122j -0.0176533+0.0548766j -0.0575794+0.0114259j -0.0273338+0.0040375j 0.0189197+0.00378373j -0.0801919+0.0231316j -0.0101792+0.00952382j -0.0165715-0.083454j -0.0745211+0.0500608j 0.143196-0.0895231j -0.0852684-0.00615712j 0.0561143+0.0176825j 0.0278086-0.0720674j 0.0219422+0.0823665j -0.0341013+0.0822515j 0.0253711-0.0540355j -0.064249+0.000104434j -0.0386901-0.0181104j 0.0734648-0.00867239j 0.0338011-0.0557763j -0.0398026+0.0292796j -0.00240612-0.00333461j -0.00613135-0.0700051j -0.0441495+0.0367407j 0.000179177-0.0880124j 0.0206735+0.00326981j -0.00433809-0.0418665j 0.039496-0.0179426j -0.0355156-0.0375381j -0.042064+0.0288165j 0.0435906+0.0226122j 0.0443511-0.0181826j 0.00103373-0.0100818j -0.0254571-0.00936982j 0.00394152+0.000746248j -0.0340637-0.00589965j -0.0205915-0.00837086j -0.0148449+0.0107724j 0.01316-0.00766166j 0.0336068-0.0136319j -0.0432934-0.00520574j -0.0525668+0.00729585j 0.0222383-0.00381738j -0.000227267-0.00503284j 0.00899177-0.00372745j 0.0117108+0.0134324j -0.0127438-0.00678174j 0.00641894+0.00406649j -0.0140845+0.00437222j -0.0196844+0.000541964j 0.00539853-0.000135772j -0.00674151+0.00123176j 
-0.0155959+0.00282941j -0.000679824+0.00428454j 0.0139686+0.000161344j 3.71571e-05-0.00146612j 0.00478464-0.00135321j 0.019763+0.017556j -0.0487606-0.00217145j 0.0192286+0.00549822j -0.00100692-0.025593j -0.0227023-0.00308754j -0.0162166+0.0234209j -0.0078185-0.0232766j 0.0138083-0.0047906j -0.0376697+0.0174941j -0.0114375-0.0235524j -0.0019154+0.00586126j 0.0433177+0.00900757j 0.0213743-0.0238153j 0.0447509+0.0308421j 0.0284209-0.0528515j 0.0291352+0.0312991j -0.00607493-0.0280951j 0.0496396-0.0092575j 0.0143273-0.0904138j -0.00973181+0.00315631j -0.0452971-0.105726j -0.037212+0.0711826j -0.0362513+0.00669408j -0.059614+0.0129453j 0.0315239+0.0252753j 0.0709399+0.0566277j 0.0362027-0.00596605j -0.016279+0.00979349j -0.00129187+0.0792696j -0.0296302+0.0183401j 0.0125726-0.0607718j -0.00683042+0.0776591j -0.0192463-0.0835184j 0.0902444+0.0839502j 0.0590581-0.105073j -0.00566075+0.0312091j -0.0129245-0.12896j 0.00490547+0.0167527j -0.0633765+0.0997165j -0.0403637+0.193375j 0.054445-0.00351812j -0.0179311-0.0839003j 0.0340138+0.0583138j 0.0314538-0.0101861j -0.0135292+0.0611888j 0.0577959-0.0562286j 0.0471809+0.0605769j 0.0469058+0.106298j 0.0192086+0.0428687j -0.00610147+0.0530043j -0.00164169-0.00830299j -0.0336177-0.149785j -0.00663635-0.05288j -0.0290597-0.00065549j 0.0115443+0.0369439j -0.0168609-0.0466328j -0.00769651-0.0450822j -0.00479311+0.0111553j -0.0160299-0.0409479j 0.0264577+0.0464094j -0.0189098-0.0818322j -0.0062228+0.0724825j -0.0064155-0.00550979j 0.0163898-0.0149803j -0.00757943-0.0909906j -0.0282849-0.0262281j 0.0148002-0.00245308j -0.00745758-0.0259977j -0.00332181+0.0338832j -0.0394716+0.0034351j 0.0372416+0.00894805j -0.00383212-0.0182757j 0.00831963+0.00227116j 0.00771063-0.0147542j -0.0191083+0.0278848j -0.0271703-0.0045739j -0.0237959-0.0113892j -0.00846302-0.00954389j 0.0219993+0.00224035j 0.0101612+0.00121564j -0.0100255-0.00424343j 0.0163423+0.0178464j -0.00254612-0.00566299j -0.00739073-0.000664356j 0.0203603+0.00973458j -0.000784081-0.00571142j 0.0135769-0.00325912j 
