0.0184417+0.0563232j -0.00980857+0.0205527j 0.0216537+0.0155327j -0.0134021+0.0479941j -0.0159816-0.0461262j -0.00374955-0.0022748j 0.061314-0.0500439j -0.00427855-0.0303503j 0.00171556+0.0249493j 0.0322097-0.0557606j 0.06045+0.0102395j 0.0290691-0.0249751j 0.0129796-0.0233417j -0.00150511-0.000164118j -0.0466935+0.0567163j 0.0142693+0.0179742j 0.0173226-0.00526728j 0.0179531+0.00448045j -0.0116863-0.00799906j 0.0323316-0.0246533j 0.0191387-0.0213635j 0.00102527-0.017499j 0.00591348+0.0056279j 0.0147018-0.0177799j -0.00307252-0.012414j -0.0264275+0.0198967j 0.0269386-0.0155522j 0.0319825+0.00814903j 0.0337672-0.0259098j 0.0035244-0.00172558j -0.00609759-0.00595362j -0.00530088+0.00112335j -0.00735805-0.0150997j 0.00296923-0.0133554j -0.00549192-0.00555487j -0.0332091-0.00573075j 0.00176259-0.00830666j -0.0042733+0.00199605j 0.0126361+0.00394554j -0.0169419+0.00361223j -0.0111733-0.0254961j 0.0334936-0.0436926j -0.0168143+0.0596278j 0.0188769+0.00581041j -0.0123922-0.0258042j -0.0386205-0.0124927j -0.0377366+0.0295578j 0.0220291-0.0161496j 0.0312326-0.0582655j 0.00689763-0.0550774j 0.0225151+0.0238403j -0.0133652-0.0403912j -0.0281946+0.0303586j 0.00112309-0.0680005j 0.0145793-0.0695172j -0.0431538+0.0683577j -0.0693141+0.0556944j -0.05243+0.0472283j -0.0409405+0.0739429j -0.107122+0.0774685j -0.00017471-0.00588904j -0.0477079+0.0622636j 0.0131511-0.0200719j 0.0555839-0.0151262j 0.0449012-0.00732433j -0.0752998+0.0734713j -0.00184685+0.105427j -0.079313+0.061428j 0.108831+0.0243456j 0.0903634-0.0956985j -0.11272+0.0986123j 0.153179-0.166271j -0.00394961-0.0835543j 0.0916756+0.00457066j 0.0334315+0.00335629j 0.116612-0.0735305j 0.068824-0.0672854j 0.0297544-0.0469385j 0.0328174-0.00430706j -0.0296671-0.00459832j 0.0526117-0.0700572j -0.0395215+0.0190081j 0.0218519-0.0308668j -0.04011+0.0203843j 0.0174478-0.00287381j 0.0307973-0.0411998j -0.0186114+0.0497833j 0.0160805-0.019238j -0.00491842+0.149109j 0.134275-0.0595645j -0.0777122+0.126709j -0.0828408+0.0538502j 
-0.000923057-0.0166608j 0.0123414-0.026474j -0.0441354+0.0206081j -0.0210536-0.0141123j -0.0172159-0.0295696j 0.0345036-0.00677224j 0.111077-0.00507258j -0.00197183-0.0151026j 0.0226267-0.040826j -0.0626927+0.0295858j 0.0474789+0.0430079j -0.0166114+0.029601j -0.0383682+0.0152424j -0.0084317-0.0250681j 0.0403998+0.0258881j -0.0429264+0.0121151j 0.0153619+0.0188092j 0.0247761-0.0276059j -0.0437365+0.020916j 0.0114701+0.0232435j 0.0156058+0.0223695j 0.0200964+0.000633637j 0.0440297+0.0136076j 0.119395-0.0389191j -0.095058+0.00632875j -0.126785+0.0806107j 0.0193461+0.00523062j 0.0578057-0.0263232j 0.0356987-0.0336129j -0.0311754-0.0102702j 0.0936213+0.00621713j 0.107221-0.00401653j -0.123955-0.00864853j 0.0187587-0.0739367j 0.0896601-0.0594532j -0.0182845+0.0540647j 0.0454523+0.0392698j 0.0917578+0.0388041j -0.0470544+0.0754143j -0.0206346+0.053365j -0.0391148+0.0858944j -0.0128299-0.0253052j -0.202344-0.0311174j 0.00469953+0.027291j 0.0581783-0.126376j 0.0630322+0.040471j 0.00227602-0.115828j -0.0354257+0.0557037j 0.0960953+0.00154905j 0.0299559+0.0525832j -0.00943262-0.0807086j 0.0484471+0.0163529j -0.0571143-0.0595119j -0.0576157+0.134954j -0.0283224+0.1241j -0.0350595-0.0407466j -0.0646842-0.00865884j -0.0570318-0.0542842j -0.021974-0.0435375j -0.106459-0.0479474j -0.0455064-0.018725j -0.0185975-0.0294834j 0.00882131+0.0139493j 0.0194171-0.017186j 0.0561251+0.00736949j -0.0263113-0.0381811j 0.0158546-0.0506802j 0.0123339-0.0133643j 0.0376347+0.00696477j 0.0508711+0.00951552j 0.00572683+0.0358133j 0.0211444-0.0125972j 0.0338082+0.0056781j -0.0141381+0.00808826j 0.00961531-0.0524525j 0.0225593-0.00128627j 0.00751862-0.0166113j 0.0153148-0.027754j 0.00478963-0.0125515j 0.0520812+0.0164885j -0.0123341-0.0296952j -0.00794014+0.00988577j 0.00691474+0.0124412j 0.011457-0.0316239j -0.0291148-0.000206614j -0.0401913+0.0171067j -0.0411587-0.0512949j 0.0261746-0.002674j 0.0331745-0.035881j 0.0512401+0.0352343j -0.0310572+0.00285929j -0.000312045+0.0154786j 
0.0108962+0.00712104j 0.00324472+0.0194681j 0.00199141-0.0145758j 0.0130317+0.00976364j 0.00928306+0.049037j -0.0420275+0.00949123j -0.0400597+0.00852481j -0.00358172+0.0288145j -0.0264337+0.0178565j 0.0245321+0.0059395j -0.0107844+0.0372424j -0.0318437-0.00575202j 0.0474049+0.0672502j 0.0246515-0.0223085j 0.0309173+0.00791156j -0.00257316-0.037206j -0.0440997-0.00453029j 0.0193081-0.0162071j 0.000677271-0.022193j 0.00106568+0.00370719j 0.0190035-0.019043j 0.107647+0.0371343j -0.0605338+0.00696418j -0.00861962+0.000325653j -0.0331039+0.0252502j 0.0133966-0.103293j -0.0243433+0.0628888j -0.0189469-0.034768j -0.0197852-0.0949069j -0.00646933-0.0116279j 0.00080381-0.0959673j -0.0020692-0.0396159j -0.0276586+0.0947457j -0.102805-0.103123j -0.144764-0.154242j -0.0107197+0.183009j -0.0249064-0.00205096j 0.0291911-0.104113j 0.0168526+0.206639j -0.128157+0.0254884j 0.0158534-0.0725859j -0.148471-0.0638087j 0.0376788+0.0520226j 0.0484216+0.0197165j -0.0734475+0.00400538j -0.0297513+0.0144113j 0.151883+0.0370147j 0.0903658+0.0224425j -0.0649212+0.0353074j -0.113692+0.031808j 0.0170464+0.0361935j 0.0139801+0.0839024j 0.0828737+0.0184773j -0.0248859-0.076034j -0.0436676-0.0189279j -0.0209137-0.00145885j 0.00562797-0.0311388j 0.0350135+0.00149542j -0.0124049+0.0297809j 0.00777945-0.0285111j 0.0106713-0.0128139j 0.0140112+0.0265261j -0.0189135+0.00625846j -0.0431708-0.0054973j -0.0305246-0.0109057j 0.0340424-0.0352523j 0.0137432-0.00127277j -0.0104588-0.0258345j -0.0209663-0.0072428j 0.0179366+0.0124539j 0.00814467+0.000196865j -0.0174821-0.00192837j -0.0248214+0.0169591j 0.0147207+0.00526137j 0.0220718+0.0299442j -0.0121269+0.0102397j -0.012912+0.0277784j 0.0145049+0.0150151j -0.0296044-0.0523885j -0.0417296-0.0059857j -0.00687067+0.0225284j -0.0273113-0.0123782j 0.0110881-0.00816611j 0.0229568+0.00736066j -0.00141485-0.00263239j -0.00674129-0.0126647j 0.0509735-0.0144328j 0.00667195+0.0301468j 0.00644216+0.00930917j -0.0195252-0.002683j 0.00707769-0.0206418j -0.0100932-0.00518428j 
0.0121066+0.0322603j 0.00945809-0.00429129j -0.0189233-0.027023j 0.0479233-0.0268957j -0.00396359-0.00510392j -0.0189467+0.0498933j -0.0254755+0.00827462j 0.0249598-0.0180273j 0.0245696+0.072943j 0.0309766+0.0509448j -0.0248628+0.0269981j -0.0721809-0.00256585j 0.0495269-0.0433221j -0.0236623-0.0251882j 0.00811745+0.0246873j 0.0651738-0.0477857j -0.0217438-0.0225477j -0.0232795-0.00449337j 0.0298873+0.0305329j -0.04953+0.0331062j -0.0509411+0.0682659j -0.0171197+0.0176912j 0.0146498-0.0427281j -0.0396748-0.0054342j -0.100099+0.0149267j 0.0509936-0.00843971j -0.0399308+0.0696125j 0.0362829+0.104104j 0.0067489+0.0435688j -0.0115656-0.00791282j -0.0833524+0.0122991j 0.0341134+0.0594477j 0.0378357-0.0558889j 0.0526789-0.0674775j 0.0565404+0.124392j -0.0761223-0.0382856j -0.116969-0.00653071j 0.059617+0.0875227j -0.0629425-0.00271096j 0.0677241-0.102772j 0.0182922+0.0488884j 0.00588564-0.0145559j 0.0637261-0.00189146j 0.00229544+0.00989629j -0.0401913+0.0531236j -0.0454091+0.0447807j 0.0382792+0.119577j 0.0562322+0.0880352j -0.0229265+0.036295j -0.0171222+0.0470407j -0.0933783+0.0122258j 0.0940878+0.0799753j 0.0706809+0.0471711j 0.0710066-0.00559337j -0.0377078-0.00119548j -0.0449512-0.0324723j -0.0205303-0.00459113j -0.0059373-0.0347192j -0.0827364-0.000941562j -0.0357628-0.0143935j -0.0258079-0.0196897j -0.0282423-0.00634225j 0.0353016+0.00378083j 0.00166964+0.00740767j 0.00360882-0.0151004j -0.0116978-0.0263658j -0.0260426+0.0194914j 0.0112971+0.0157701j -0.007909+0.0263781j -0.0268247+0.0410203j 0.0436198-0.0385279j 0.00923838+0.0368892j 0.0239284+0.0258079j -0.026697+0.0462649j 0.0127844+0.0136916j -0.0282073+0.0222511j 0.0198188+0.0245622j -0.0101161-0.00782742j -0.0132512-0.00905382j 0.0186095+0.00488108j -0.0177921-0.00617473j -0.00398847-0.0284515j -0.0203194+0.00352588j 0.00956987-0.023909j 0.00776801-0.0300935j 0.0284641-0.00102909j 0.0424559+0.00778478j 0.025261+0.0341351j -0.0268693-0.00601314j 0.00730812-0.0155113j 0.00266474-0.0144816j 0.0105507-0.0324705j 
-0.000673502+0.0114938j -0.0128307+0.00280689j 0.0333999-0.0186556j 0.0165924-0.00969352j 0.0228979+0.00943328j 0.0278024-0.00178873j -0.0307846-0.0117967j -0.0020463+0.032122j 0.0195444+0.014151j -0.0236416-0.00314628j -0.044764-0.000985068j 0.013021+0.0236497j -0.119697+0.0100361j 0.0364217-0.0419624j -0.0102206-0.00926864j -0.00793477-0.0302855j 0.0427947-0.00563269j 0.0490694-0.00402812j 0.0188154+0.0416094j 0.00824655-0.0627281j 0.0685048+0.000968006j -0.03248+0.0355853j -0.072398-0.099649j -0.0552487-0.0085044j 0.207472+0.0518269j -0.0324413-0.117618j 0.0401511+0.00436942j 0.0119458+0.0306482j -0.0730498+0.0259716j -0.0177144-0.0719665j 0.0813858+0.0300563j 0.0311439+0.00321816j -0.0504276-0.0934938j 0.0250616-0.0394216j 0.0909297-0.0416021j 0.00331931-0.0115442j 0.184416+0.00404257j -0.037152+0.0153771j -0.088598+0.0151331j 0.0802893-0.0989738j -0.0801318-0.155813j 0.000485173-0.0959799j 0.0004584+0.06362j -0.1338+0.0332502j 0.153009-0.0869338j 0.0278338+0.0484594j -0.0554567+0.017036j -0.0536534+0.00959635j -0.125345-0.0741225j -0.00166503-0.0643199j 0.00103054-0.0394404j 0.0531264+0.0854468j 0.0178556+0.0145377j 0.0708314+0.0245271j -0.0203541-0.0233196j 0.0162007+0.0525374j -0.000152828+0.0236027j -0.00831202+0.0200604j 0.00292607+0.0240859j 0.0158555+0.0396444j 0.000649513-0.0231578j 0.00159186+0.0498752j -0.00279369+0.00778253j -0.0187212-0.0355295j 0.0221428-0.0262939j 0.0288615+0.0569603j -0.0323072+0.00790135j 0.026077-0.0286386j -0.037998+0.0015565j -0.0282662+0.00227115j -0.022746-0.000618392j 0.0147592-0.0187331j 0.00527351+0.0300152j 0.0235818+0.0521621j 0.0221319+0.0371801j 0.00608675-0.0177788j -0.045881-0.00753181j -0.0174403+0.00808984j 0.00686986-0.0140057j 0.0233156-0.0304104j 0.0105711-0.00839586j 0.00963614+0.0161154j 0.00550933+0.00962314j 0.0282423+0.019458j -0.000195516-0.0384691j 0.0486175-0.00724486j 0.00724699+0.0160107j 0.00179985-0.0194158j -0.0362766+0.00849496j -0.0198584-0.0373973j 0.00941895+0.0104457j 0.00711584-0.00677002j 
-0.00183872-0.0211727j -9.4902e-05+0.0130648j 0.0232757+0.0191474j -0.0224855+0.012203j -0.0285758+0.0206858j -0.0175583-0.0128744j -0.038708+0.00981608j -0.0204284-0.00438025j -0.0365517+0.00461653j 0.0507818-0.0182704j 0.0478071+0.000396323j 0.0463228+0.0261966j 0.0764293-0.00380113j -0.0701275-0.0569556j 0.000657378+0.11313j -0.0333059-0.0197199j 0.0145814-0.0384953j -0.095743-0.00270178j 0.105098-0.0252599j 0.0258253+0.0633101j 0.00600451+0.114352j 0.010868+0.0966518j -0.0109141-0.124268j 0.01325+0.044144j -0.0565144-0.0404063j 0.0901663-0.0182927j 0.122238+0.0505559j 0.0967851+0.0382857j -0.0190171-0.0969611j 0.0690624+0.0147564j -0.0569779+0.0503269j 0.126535+0.00423428j -0.0303513-0.126264j 0.0391-0.114315j 0.094719-0.104927j -0.112533+0.0663612j -0.0929505+0.129499j 0.102436+0.130718j -0.0857554-0.0383773j -0.0912157-0.122555j 0.124481+0.0163648j -0.090408-0.106589j 0.0436016-0.0599878j 0.0618149-0.000224401j -0.0575458+0.0367075j -0.0673408-0.0264537j 0.0804706+0.00206291j 0.0909885+0.00277466j 0.0291236-0.0356985j 0.0179441-0.00747179j 0.041863+0.0677334j -0.0483771-0.0768078j 0.02266+0.00240619j -0.0253696-0.0137197j -0.0146409-0.0691737j 0.0312836-0.0395014j 0.043827-0.00911077j 0.0469607+0.0375893j 0.0200882-0.0112739j 0.0686184-0.0387157j -0.0020218-0.00235763j 0.0399217+0.0249907j -0.0111652-0.0232046j 0.0466749-0.0105936j -0.0127955+0.0182132j 0.0204645+0.0342902j 0.028884+0.00457157j 0.0397831+0.000145562j 0.00150769+0.0125406j 0.0273658+0.022362j -0.00552983+0.0161642j 0.0103494-0.00120224j -0.00433232-0.0091568j 0.000855065+0.000844807j -0.0114819-0.00947151j 0.0170012+0.00166133j 0.0044317-0.039803j -0.0143056+0.00958584j -0.0192582+0.00706015j -0.012333+0.0144771j -0.00221724+0.0286894j -0.0118678-0.00304233j -0.0110023+0.00290031j -0.0380012+0.00364163j 0.0170929+0.0299445j -0.0104293+0.00920764j 0.00981664+0.025787j -0.0100105+0.00107242j 0.0218394+0.0183791j -0.0269455+0.018533j -0.00394837+0.00451348j -0.00817153+0.0075298j 
-0.00842394+0.0102161j 0.00537022-0.00324224j 0.00292383+0.0147703j -0.0155649-0.0133155j -0.00158477+0.013506j -0.00211081-0.003295j 0.00508856-0.0384452j -0.00429626+0.00111821j 0.0120586+0.0549022j -0.0140732-0.00524605j 0.00919892+0.0792124j 0.0291309+0.0638703j 0.0564019+0.0191516j -0.015597-0.0351051j -0.0166799+0.0999359j -0.0365389-0.0637482j 0.046242+0.0937752j 0.0942671-0.0731629j -0.0117114+0.0186574j 0.0346044-0.0112517j 0.00535996-0.0186405j 0.03007-0.00877054j 0.0685493+0.0236471j -0.0871522-0.056756j 0.0363722+0.0483589j 0.002479-0.00653736j 0.0694866+0.0330089j -0.124073-0.0692164j 0.0568056-0.00527931j 0.00547736+0.047376j -0.152832-0.10141j -0.144378-0.0250938j 0.0944459-0.0879106j 0.0565008-0.0116483j -0.0317473-0.0055763j 0.0311932+0.050154j -0.053515-0.114308j -0.160393-0.14552j 0.119345+0.0616852j 0.125207+0.0314624j 0.0459742-0.0168369j 0.0272163-0.115919j 0.00520707-0.0560653j 0.00582609-0.099172j -0.00591404+0.0288805j 0.0115434+0.0122028j -0.00323064-0.100215j 0.133234+0.0391096j 0.00706187+0.0116708j 0.00814976+0.0529019j 0.0311904+0.0440033j 0.0908616-0.0124004j 0.0495462-0.102254j -0.0246891-0.00550974j 0.0337658-0.0243785j 0.0395974+0.0511749j 0.015871-0.00544488j -0.00388101+0.0242279j 0.0171878+0.0193821j -0.036266-0.0495673j -0.0111351-0.011546j -0.0159384+0.0102442j 0.00632281+0.0179151j 0.0144475+0.0471084j -0.00453655-0.00817022j -0.0246922-0.0163352j 0.0311775-0.047048j -0.00457057-0.0323271j -0.0274645-0.00874615j 0.013409+0.0231793j 0.00340346+0.0130581j 0.00104769-0.0159194j 0.016311+0.04407j 0.0228707-0.0217219j -0.00844181-0.00103383j -0.00538293+0.00175857j -0.00432582-0.0267142j -0.0146554-0.0127496j -0.0346565-0.0247383j 0.0132234+0.00141025j -0.00051602+0.0421354j -0.0248662+0.0272021j 0.0238264+0.0130676j -0.00902818+0.000474169j -0.0143364+0.00971123j -0.0177521+0.0156021j -0.0206501-0.0303018j 0.0307882-0.0030613j 0.00299881+0.0131113j -0.0126362+0.00139554j -0.0118002-0.0137804j 0.000160243+0.0147651j 
-0.00535406+0.0126049j -0.0161259+0.0149527j 0.0164434-0.029949j 0.0291731-0.0173119j 0.0197719-0.0348935j -0.00721134+0.00653862j 0.0683206+0.0417636j -0.013203-0.0269339j 0.0207672-0.0114252j -0.01367-0.0534873j 0.015684-0.0116263j 0.0280131-0.0755724j 0.0122103-0.0556095j -0.0345064+0.037434j 0.0305955-0.0664825j 0.0174037-0.033721j -0.0348161-0.0996581j 0.0563542+0.086482j 0.0411937-0.0259522j 0.0339529+0.0176515j 0.0600434-0.0461295j 0.0178425+0.110126j 0.02771+0.0206675j 0.10455+0.00761251j 0.0545635-0.0156756j -0.0885997-0.00901539j 0.0276517-0.0169892j -0.0988372-0.0376584j -0.0201659-0.0392781j -0.0020511-0.0245498j 0.0250315-0.0396104j -0.0576936-0.090436j -0.0308831-0.0233999j -0.0165861-0.0599725j -0.0737578-0.180677j -0.106763-0.119864j 0.0346472+0.0977432j -0.116936-0.0515685j -0.143873-0.106781j -0.00300914+0.0356694j 0.0783054-0.0670447j 0.0218202+0.0771378j -0.0509794-0.215884j -0.0352432-0.000253827j 0.0299959+0.00789858j 0.0149681+0.13131j -0.0420187-0.0133068j 0.130421+0.00497115j -0.00743628+0.0930577j 0.0296738+0.0183381j 0.0151457+0.0535173j 0.0369286-0.0398436j 0.0554435-0.0195233j 0.0396546-0.0194767j 0.0141905+0.13957j -0.0607869-0.00974914j 0.000895777+0.0276052j -0.0265778-0.0169134j -0.00428609+0.0154318j 0.012496+0.0350724j -0.00808912-0.0177227j 0.011582-0.0448377j -0.00918884-0.0102317j -0.0142523-0.0453383j -0.0450994-0.0175183j 0.0203241-0.0340702j 0.00479637+0.0207911j -0.0120913+0.0271191j -0.00337715-0.0139137j 0.00982431-0.00375342j -0.0367915-0.00550996j 0.0166955-0.024304j -0.0228547-0.0517125j -0.0155957-0.000144527j -0.00872943-0.00778466j 0.00603779+0.00188136j -0.0248612-0.0188037j 0.00682879-0.0121288j 0.0362408+0.00639403j 0.0139955-0.0101369j 0.00695266-0.000524453j 0.00307129+0.0149968j 0.0315462+0.0158137j -0.0199735+0.0163602j -0.0140873-0.014048j -0.00650997-0.0483375j 0.0229247-0.0310001j 0.0165951+0.00378642j -0.030894-0.0161111j -0.0101497+0.0117894j -0.00266108+0.0183224j -0.000312213+0.00236659j 
0.00820691-0.02228j -0.00332121-0.00715167j -0.00501886+0.00884162j -0.00933505+0.000449336j -0.0217954-9.66178e-06j -0.0119263+0.0352926j -0.00417859+0.0326285j -0.0176764-0.00068205j 0.00324409-0.023439j 0.0201651-0.0185919j 0.0657071-0.0464273j -0.00505491+0.0559694j -0.0176878-0.0177518j -0.0148637-0.0548241j -0.00135083+0.0298798j -0.0368335+0.020647j 0.000322244-0.0578245j -0.00771913+0.028194j -0.0349237+0.0269131j 0.0149497+0.0882304j 0.0476304+0.0762223j 0.0861713-0.0502437j 0.117429-0.0772105j -0.0110058-0.0337267j 0.0864332-0.0361803j -0.0597372+0.0186594j 0.116682-0.0245863j -0.189741+0.0590582j 0.00777382-0.0791463j 0.0676431-0.0251063j 0.00560526+0.0450526j -0.209533+0.00591505j 0.0524979-0.072904j -0.0430055-0.119004j -0.0171731+0.106009j -0.00668811+0.0364104j -0.0345643-0.0189044j -0.00737602-0.114877j 0.149359+0.113749j 0.0984849-0.138445j 0.176598-0.0720058j 0.0569269-0.0825926j 0.0736799-0.0313668j 0.0448063-0.0148469j -0.00102347-0.0928075j -0.163006-0.00942799j 0.073316+0.13007j 0.114981+0.0685603j -0.0581943+0.0453877j -0.0847539-0.0677294j 0.0232146-0.0490036j -0.0656183+0.00529853j 0.0841387+0.0744082j -0.0176327+0.00974696j -0.0673987+0.028386j -0.0238635-0.0481492j -0.0147314+0.00396238j -0.0410302+0.019669j 0.00437899-0.0140942j 0.0172528-0.0173034j 0.0307718-0.0467035j -0.00231217+0.0205462j -0.0181582+0.00371713j -0.0035956+0.0217176j -0.0177231+0.00590997j -0.00377918+0.0242669j 0.0228509+0.00413258j 0.00383684-0.023622j 4.89213e-05+0.0195415j 0.00954624+0.00192158j -0.0170329-0.000225336j 0.0257667-0.0025255j -0.00571104-0.00716081j -0.000433787+0.00500953j -0.011442+0.0105245j -0.024256+0.00111677j 0.0229522-0.0141042j 0.0178432-0.03459j 0.00422181+0.0101961j 0.0106243-0.00800935j -0.00296857+0.0213111j -0.032578-0.0140353j 0.00876245+0.0292608j -0.0488164+0.0249891j -3.41758e-05-0.0119486j -0.00853352-0.0262299j 0.0369242+0.0227465j -0.00864882+0.0085501j 0.0108901+0.000100553j -0.0131122+0.0178184j -0.00376931+0.00967971j -0.00104258-0.00652445j 
0.00783994-0.00283537j 0.00386391+0.0113402j 0.00819329+0.0323739j -0.0180251-0.00593872j -0.00379224+0.0357199j -0.0398167+0.000386139j -0.0232458-0.00602823j 0.013806-0.00836501j -0.0038992+0.0336226j -0.0294237-0.0164523j 0.064459-0.0118443j 0.0421471+0.0326294j 0.014454-0.034253j 0.00320297-0.0375263j 0.0148583-0.0359927j -0.0157716-0.047268j 0.0207385+0.0841321j 0.00010161+0.0543731j -0.0328374-0.0781735j -0.0419545-0.0191154j 0.031098-0.0237116j 0.113426-0.0254093j -0.0201313-0.042563j 0.0300133-0.0333298j 0.0324808+0.0184683j -0.00612515+0.0869366j 0.0153606-0.0514807j 0.046088+0.157176j 0.0788863-0.090446j -0.0559608-0.0656663j 0.0379831+0.0154973j 0.0840013+0.0538855j -0.02134+0.129299j -0.15793+0.191228j -0.169379+0.128326j 0.028806-0.0600023j 0.0727154+0.2071j 0.0983108+0.0878666j -0.0866714-0.167269j -0.0122749-0.0162115j -0.0357354-0.0278281j 0.077819+0.126836j 0.17765+0.0427956j 0.0443532+0.0136319j 0.0140347+0.117957j 0.0757321-0.0760591j -0.0591311-0.00203874j 0.0542348+0.00197742j -0.0278488-0.0188436j 0.0672718-0.0166374j 0.0320757+0.0425613j 0.0247464-0.0516266j -0.00615679+0.0352465j 0.00923603-0.0182665j 0.00603784+0.00986855j 0.0402072+0.000984593j 0.0288072+0.00751614j 0.0155837+0.0209246j 0.022775+0.018766j -0.0105063-0.053284j 0.00479147-0.00288931j 0.0149264+0.0183389j 0.00976128+0.0251613j -0.00504316-0.000555914j -0.00671386+0.0633522j 0.0217378+0.0139715j -0.00696069-0.0164736j 0.0123381+0.0115634j -0.00212165-0.00257166j -0.0174195-0.000955204j -0.00731489+0.00878469j 0.00557497+0.00980638j 0.0106544+0.00282905j 0.0045483-0.00203003j 0.0366347-0.0175858j 0.0247271-0.015456j -0.0179663+0.000618398j 0.00669035+0.0225077j -0.0177445+0.00543583j 0.0106557-0.01159j -0.0159405+3.61834e-05j 0.0131021+0.00622787j -0.00787904-0.000493065j -0.0316848-0.0158211j -0.00721013+0.0231877j -0.006032-0.00659949j 0.000120846+0.00948477j -0.0031406+0.00349252j 0.0113277+0.0156306j -0.0188869+0.0187449j -0.00423562-0.00888164j -0.00497618+0.00438629j 
-0.00986353+0.0226933j 0.0035601+0.00941633j -0.00986375-0.00355976j -0.0382562-0.0195081j -0.0578684-0.0330678j -0.044719-0.0214846j 0.0203161+0.0299726j 0.0015653-0.0617741j -0.00280419+0.0753929j 0.0364953-0.0476042j -0.0184718-0.000583661j -0.0187756+0.0830112j 0.0861213-0.0312447j -0.0764148-0.00523438j -0.105887-0.065229j -0.0102733+0.0116862j -0.0918387-0.0534249j -0.0122264-0.097032j -0.0056023+0.0216139j 0.0618428-0.113584j -0.0432039-0.0212265j 0.09273-0.079954j 0.0180349-0.103405j 0.0366386-0.171783j -0.0844979-0.0437659j -0.024082+0.0146573j -0.000166805-0.0253619j -0.115468+0.101714j -0.0266148+0.032963j 0.00831313-0.0442397j 0.0391797+0.0246256j -0.0475361+0.0585706j -0.0801055+0.000335483j -0.097341-0.0147538j -0.146913+0.0184254j -0.0115305+0.105924j 0.0654619+0.166123j 0.0390857-0.0106539j -0.0032914+0.0425241j 0.00288076+0.00528516j 0.0702063+0.0352521j -0.013622+0.0524569j 0.0048176-0.0389336j 0.0572299-0.0216956j -0.0284719-0.0138099j -0.0885815-0.160533j -0.0878036+0.0581924j -0.0400933+0.0366936j -0.0110873-0.0301009j 0.037599-0.0611813j -0.0052898-0.0328164j -0.0273618-0.0858486j 0.0382117+0.0235933j 0.0198041+0.066233j -0.0163037-0.00218644j -0.0277958-0.00863407j -0.0433325+0.017018j 0.0198291+0.0204039j -0.0289226-0.075171j 0.0162323-0.0622312j 0.0377026-0.00995397j -0.0190264-0.0207121j -0.0231359+0.0290654j -0.0355915-0.00111259j -0.0161935+0.0188638j -0.00632607-0.0120299j -0.00958711-0.0439055j 0.00217991+0.00923909j 0.0293507-0.00786174j 0.0183031-0.00755827j 0.0135935+0.0233139j 0.0125459-0.00718059j 0.00836311-0.0118719j -0.00819803-0.0132795j -0.00835974-0.00119662j -0.00543782-0.0555383j -0.0446838-0.0128727j 0.0250214-0.0001182j -0.00354077+0.00243379j 0.014909+0.0328856j -0.00184479-0.0075195j -0.00255023-0.00235343j -0.0116399+0.0304445j -0.0325094-0.00809091j 0.0146444-0.000153674j 0.0206647-0.00661863j 0.00941497+0.0263758j -0.00362035-0.0118097j 0.00409195+0.00365041j 0.00424589+0.0372416j -0.00795307+0.00305037j 0.00543662+0.0252147j 
