-0.016385-0.06494j -0.0049655-0.0126327j 0.000734416-0.0342175j 0.0143272-0.0370376j -0.00302483-0.0431981j 0.0170757-0.0276285j 0.0311266-0.0423843j 0.0119012-0.0400495j 0.0137786+0.0427133j 0.0285003-0.066512j -0.0293716-0.015601j -0.0129164+0.0140559j -0.0105281+0.0261202j -0.00545128-0.0288283j 0.0402653-0.0232119j 0.0130938-0.0177153j 0.0266454+0.00914551j -0.016639+0.0392998j -0.00290936-0.00516792j -0.0112369+0.0332891j 0.0100061-0.00422905j -0.00786029+0.0106827j -0.0444459-0.00327892j 0.046718-0.0429235j 0.0264725-0.00583674j 0.00321758-0.00353846j -0.00766648+0.0131068j -0.0139582+0.0380821j 0.0394046-0.0509798j -0.0514675+0.0131554j -0.0291229+0.0107131j 0.0273665+0.0002774j -0.00862859-0.020054j -0.0400247+0.0122102j 0.0138819-0.0126455j 0.011274-0.0647606j -0.00654209+0.0589404j 0.0232011-0.072892j -0.0184162+0.0392043j 0.00762978-0.000846474j -0.0325596+0.0616739j -0.000911805-0.0307965j 0.0316035-0.055393j 0.0180734-0.0129785j 0.0274847-0.0199139j 0.0507284-0.0395882j -0.0743023-0.0058283j -0.0674811+0.0764642j -0.0641883-0.0222165j -0.099673+0.0845166j 0.120182-0.0472351j 0.045882-0.0657951j -0.0070862+0.060375j -0.228128+0.227033j 0.115453+0.0695752j -0.0418944+0.0228767j -0.175522+0.079044j 0.12833-0.116578j -0.00131225-0.0732226j -0.0349783-0.0238214j 0.018237+0.00395152j -0.0152621-0.01268j 0.0547276-0.0733832j 0.0579361-0.0657435j 0.0350447-0.0188517j -0.0428323+0.157718j 0.139292-0.0626884j -0.0966464+0.152042j 0.130408-0.0560402j 
-0.00607446+0.0292429j 0.00798774+0.0160147j -0.010237+0.0115848j -0.0591349-0.00894146j 0.0117321+0.0123012j -0.0149394-0.0281713j -0.0236632-0.0536315j -0.0194407+0.020914j -0.0293403-0.0795732j -0.0512858+0.0495018j -0.023985-0.0103809j -0.00546629+0.0197944j -0.00856651-0.00293647j -0.0785965+0.0967167j -0.0592603+0.0571425j -0.0361839-0.132659j 0.040893+0.0130906j 0.0379691-0.0055506j -0.00314934-0.0805347j -0.00733177-0.0176991j 0.0594864+0.06588j 0.0677268-0.0448003j 0.0220744+0.0583524j 0.0171038-0.00498036j -0.0195954+0.08395j -0.00690001-0.0924697j 0.0907836-0.0828135j 0.0157684-0.049623j -0.0378071-0.0168475j 0.0740469-0.0449244j -0.032738+0.0589254j -0.0981448+0.0849103j -0.109867+0.146831j -0.0217583+0.0375705j -0.134673+0.0437572j -0.0213522+0.0466308j 0.0990544-0.028849j 0.058974+0.0156525j 0.0182545+0.0621747j -0.036129+0.0289346j -0.00925379-0.0482093j 0.0538347+0.0980009j -0.0127288-0.0294258j -0.00865199+0.0619704j 0.0485397+0.0081312j 0.00590354-0.115507j 0.0248864+0.0958489j 0.0110079+0.0272438j 0.0337834-0.0328127j -0.0228007+0.0177674j -0.0314756-0.0657655j -0.00237781-0.0317184j -0.023727+0.0115279j -0.0354013-0.0126933j 0.0465038+0.0373272j -0.00897837-0.0163715j -0.0619569-0.0729728j 0.053161-0.0122914j 0.0281349-0.00427944j 0.0190105-0.00633865j -0.00663617-0.00223091j -0.0191291+0.0127512j 0.00514036-0.00346276j 0.00127111-0.00591022j -0.000454545+0.04066j -0.00502635-0.00390056j -0.00771846-0.0476231j -0.00861197-0.0124881j 0.0271844+0.0289311j 
-0.00986466+0.00822587j 4.10239e-05+0.0146609j -0.0122052-0.0101524j 0.0106982-0.00500692j -0.0292772+0.03806j -0.00236371+0.0110237j -0.0241048-0.00497817j 0.000878184+0.0362061j -0.0306663-0.0454393j -0.0043247+0.0231864j 0.0566308-0.0557348j 0.0195814+0.0559525j -0.0134122-0.0720369j -0.041347+0.0461206j 0.0588458-0.0772975j -0.0379371+0.00519497j 0.0259267+0.068449j 0.0262357-0.085981j 0.120262+0.0682366j 0.048687-0.117535j -0.125623+0.0608382j 0.0158364+0.0630953j 0.0109889+0.0256741j 0.037875-0.00925197j -0.0534794+0.0560664j -0.0317454-0.0229981j -0.0178979+0.107796j -0.0229282+0.0112748j -0.0546671-0.0682095j -0.0471699-0.139981j -0.0600352-0.141168j 0.100039+0.0112856j -0.0561692-0.0177145j 0.112152+0.0296566j -0.064756+0.0195889j 0.0523157+0.0172001j 0.156538+0.0276497j 0.0445586+0.119265j 0.0516107-0.0893894j -0.0033625+0.0321179j 0.0507128-0.0691269j -0.00464499+0.076484j 0.0127742+0.00593349j 0.0653212+0.0548175j -0.139084-0.093395j -0.0186975-0.062045j 0.0932399+0.0228436j -0.0477578+0.044228j 0.0117615-0.0366366j -0.0481908-0.0352967j -0.0157559-0.0449853j -0.0351549-0.0561533j -0.00415361-0.0346748j 0.0102999-0.0285095j 0.0522053+0.0103441j -0.00748884-0.00843246j -0.019085-0.017663j 0.0143404-0.00520358j 0.0492817-0.00580979j -0.00186197-0.0026135j -0.0172575-0.0416237j 0.00875103+0.021448j 0.00283549-0.0171671j -0.033812-0.0310673j 0.00370845+0.00835708j -0.00836925-0.0189363j 0.0132893+0.00824577j 0.00728705-0.0114735j 0.0173754+0.00757245j 
0.000100928+0.00523327j 0.0352752-0.017913j 0.0222321+0.0129053j -0.0112997+0.0141193j 0.0580331-0.0709288j -0.0615014-0.0217685j -0.0332659-0.0643367j -0.01329+0.0633986j 0.0893387-0.0146984j -0.0860572-0.00814369j 0.105591+0.033331j -0.0709949-0.0315549j -0.0440479+0.105847j 0.0272537-0.0338299j -0.186171+0.05779j -0.0525443-0.0456104j -0.107563+0.0187067j -0.0369717+0.119669j -0.04733+0.0729872j 0.109285+0.00750947j 0.022996+0.0450822j -0.0216241-0.0916619j -0.101336-0.00161263j -0.00391591-0.0342863j 0.049023-0.074588j 0.0718137+0.106599j 0.0641981-0.13117j -0.00601343+0.0767173j 0.1366+0.0172031j 0.0784081-0.0841546j 0.0491715-0.0217117j 0.0231294+0.0580883j 0.00238644-0.0381879j -0.175224+0.060765j -0.059795-0.0344103j 0.0424635+0.0289805j -0.00241306+0.0284874j 0.105696-0.0274393j -0.0343278-0.0280321j -0.132835-0.0425674j -0.0229203+0.0673378j 0.0153262-0.00907806j -0.0921682+0.0170397j -0.0481517-0.00816794j -0.0337647-0.0681241j 0.0346596+0.0246273j 0.105935+0.087685j -0.0661899-0.0182934j -0.099355+0.00196539j -0.024147-0.0117398j 0.0225693-0.0548564j 0.0769811-0.0021549j 0.015064-0.0195044j 0.015818-0.0245249j -0.0383521-0.0139515j -0.0237031-0.0419951j 0.0237898-0.00609328j 0.0106121-0.00713187j 0.00641036+0.0428673j 0.00300306+0.00490374j -0.0111443+0.0112405j 0.00952766+0.0156415j 0.0211965+0.0274463j 0.0477926+0.00389127j 0.00396706-0.0137558j -0.0101767-0.00397842j 0.0122487-0.038991j 0.00195844-0.00910698j -0.0155237-0.00253405j 
0.00220387-0.0181616j -0.00571963-0.0243444j -0.0238855+0.0340058j -0.00953545-0.044939j 0.0252202+0.00515126j 0.0710114-0.0892236j 0.0490153+0.0728937j 0.0442796-0.0827642j 0.0100732-0.0386016j -0.0574005+0.0445219j -0.0460719-0.080843j -0.0486181+0.0304643j -0.0283371-0.0783973j -0.0917872+0.0127454j -0.00510695+0.00122948j 0.0571524-0.0449956j -0.0399778+0.102011j 0.0151491+0.0311949j 0.00177827-0.113202j -0.0495216-0.00637242j 0.00848445-0.0615206j -0.00889494+0.165778j 0.0664628+0.0376662j -0.0417363+0.0590488j -0.114185-0.0149754j -0.0864386-0.0812177j 0.0349961-0.00612794j 0.137091-0.0382145j 0.0217068+0.0656008j 0.0267062+0.0566303j -0.0136588+0.147655j -0.0794174+0.148315j 0.00428407+0.144565j 0.150404+0.0559964j -0.0575782-0.0334901j 0.141326-0.0496391j 0.0616378-0.0361354j 0.0424575+0.00774357j 0.132865+0.0515823j -0.043833-0.102252j 0.0264985-0.0831583j 0.0607702+0.00965595j 0.0262244-0.118984j 0.0777909-0.00809782j 0.0311049+0.0391101j 0.0461132-0.0318579j 0.10034-0.0149652j -0.093797-0.0503744j -0.0313502-0.0212552j -0.0194841+0.0547922j 0.0228639+0.0555964j 0.0294407+0.0143848j -0.00156255-0.00991751j 0.0260163-0.0220844j -0.0195413-0.00333741j 0.020284+0.00250878j 0.0126716+0.00532604j -0.0411215-0.0334818j 0.0618924+0.0158937j 0.0594733+0.0371575j 0.0423706-0.0223603j -0.011266+0.0168813j -0.0202179+0.013131j 0.015963+0.0622884j 0.0478864-0.000625823j -0.00530525+0.0121347j -0.00423727-0.00150016j -0.0105686-0.0129664j -0.0100599+0.00472082j 
-0.021776-0.0165065j -0.000242366+0.00903935j 0.0090053+0.00590485j 0.0081465+0.0169463j 0.0110646-0.0275835j -0.0358028+0.0108866j -0.0160389-0.0449712j 0.00227944+0.00848199j -0.0138859+0.022199j 0.0511811+0.0442615j -0.117767-0.015262j 0.0488644+0.057774j -0.0588869+0.0260377j 0.111143+0.00876252j -0.0136427-0.0705029j -0.101133-0.0956312j 0.065941-0.0913734j 0.0615306+0.0328776j -0.0653369-0.00397531j -0.148481+0.00766268j -0.0078267+0.0100179j 0.0370018-0.0252008j 0.116644+0.0528353j 0.052223+0.0564755j 0.0586772+0.0484209j -0.0394937-0.157856j 0.0104919+0.0309872j -0.0118345-0.190677j -0.125265-0.00984006j -0.0920984-0.0044543j -0.107523-0.089331j -0.0275254-0.170286j -0.050821-0.042896j 0.0968446+0.0736116j 0.00480845-0.0357375j 0.0884125+0.113962j -0.00263541-0.0389695j 0.0338558+0.0264693j -0.043105-0.0587036j 0.0331724-0.0224335j -0.0196538-0.0870905j 0.0695266+0.0452083j 0.053825-0.0356751j 0.0468023+0.0221661j 0.0465811+0.0368671j -0.00643129+0.0474702j -0.0529291-0.0404545j 0.0377249+0.0655829j -0.0122687-0.035039j -0.100487-0.0237669j -0.0246219-0.00370958j -0.0223659+0.0149247j -0.0250344-0.0244266j 0.027435-0.0083557j -0.000398546-0.00940839j 0.0350479-0.00386179j 0.0354014+0.0288442j 0.00383852+0.0307423j 0.00274813-0.00765531j 0.001195-0.0469679j -0.0198099+0.00137898j 0.0133741+0.0173037j -0.0312516-0.01319j -0.0243467+0.0360485j 0.0314452+0.00937352j -0.0207927-0.0216813j 0.0318834+0.00961023j 0.00622083-0.00425148j -0.00509455+0.00462371j 
0.00833544-0.0532189j -0.0287669-0.00304356j 0.0321191+0.0448496j -0.0403007-0.0404796j -0.0470105+0.023786j 0.0218837-0.00972405j -0.047405-0.0053402j -0.0955454-0.0191726j -0.0162517+0.0316895j 0.0365607-0.0852785j 0.0430519-0.0862441j 0.00562143-0.0157496j 0.0823733-0.0327645j 0.00529893-0.0416799j 0.0378731-0.149964j 0.00196226+0.0234944j -0.0134292+0.00193819j 0.163749+0.111235j -0.0212411-0.157148j 0.00132668-0.0764527j -0.0908476+0.122195j 0.000356055-0.000167267j 0.145925-0.0074751j -0.140781+0.044457j -0.0367151-0.00493001j 0.0902878+0.0239759j -0.0447352+0.00972638j 0.170662+0.071946j 0.0976693+0.0225366j -0.164376+0.0875177j 0.109571-0.0759353j -0.083632-0.146436j -0.0902761+0.0133939j -0.0841728-0.0024469j -0.134039+0.0546074j -0.0822943-0.100331j 0.0611809+0.0218036j -0.025019+0.0437365j -0.0233624-0.0165994j 0.0341629-0.0105629j 0.00801683+0.0196061j 0.0428396-0.0378557j 0.050511-0.0359602j 0.0450885+0.00349176j -0.0593518-0.0509281j 0.00989459+0.0314251j 0.0712771+0.0192958j -0.0531168-0.0194403j 0.0502089-0.00365414j -0.0136449+0.0183669j -0.0614994-0.0196113j 0.0410672+0.00869839j 0.0397331-0.0463389j 0.0601134-0.0188151j 0.00546542-0.0609432j 0.000405612-0.0144733j 0.00540438-0.0394729j -0.00160522-0.0349988j 0.0106439+0.00426871j 0.052762+0.0246354j -0.00582044+0.0122939j -0.00667309+0.0283747j -0.0100212-0.0211271j -0.0311524+0.0174069j 0.0191364-0.0306304j -0.010926+0.010138j -0.0137288-0.0231475j 0.0171762-0.0223733j -0.0161745+0.00429591j 
-0.0330552-0.00338806j -0.0105912+0.0340361j -0.015849+0.00303818j -0.0363747-0.0208873j 0.0385481+0.0233428j 0.114485-0.0143726j 0.0261294+0.0575641j -0.0300654+0.0177796j 0.0620222+0.0296147j 0.0162327-0.0614469j -0.0334222+0.0424933j -0.0127368+0.0260492j 0.025414-0.016602j -0.0763352+0.0696561j -0.067966+0.154547j 0.242451+0.12432j -0.0186805+0.064989j 0.0216081-0.0353626j -0.0446994+0.0114118j -0.0655347+0.121963j -0.00783774-0.0276599j -0.107177-0.0131386j 0.0478179-0.0231199j -0.0151164-0.053299j -0.145898-0.0251947j 0.0359442+0.146253j -0.0642237-0.168835j 0.0276318+0.0539504j -0.00759626-0.0698434j -0.107001+0.139819j 0.104215+0.0183193j -0.0494098+0.062912j -0.00600617-0.0863588j -0.0346559+0.0216525j 0.107597+0.210956j -0.0312091+0.0297484j 0.0251913-0.111207j -0.0689534+0.0413076j -0.0591539+0.102702j 0.0473411+0.105831j -0.052808-0.0270192j 0.055738+0.0551891j -0.0084168+0.0724463j -0.0249404+0.0252188j -0.0616564+0.035088j -0.0398872+0.0839256j 0.0212657-0.0516564j -0.0429439+0.0125774j -0.0155289+0.00856626j -0.0304659-0.0168675j 0.0319596-0.0101531j -0.0246303+0.0148819j 0.0078311+0.00441318j 0.0147093-0.0199599j 0.0327531-0.0144567j -0.022675+0.0509973j -0.0555413-0.0224411j -0.00503197+0.0157834j -0.0383134-0.0316189j -0.00384567-0.00994219j -0.0290189+0.0255136j -0.0212943+0.0125939j -0.00140383-0.0146034j -0.0228399+0.0234903j 0.0241267+0.0376667j 0.00630772-0.0331856j 0.00777198+0.00201523j 0.00561569-0.00793816j 0.025221+0.0105596j 
0.0103426-0.0101574j -0.0454149-0.0344816j 0.042733+0.0267125j -0.0297988+0.0392862j 0.0237494+0.0274267j 0.0561845-0.0683521j 0.0357568-0.0122656j -0.0669418+0.00764343j 0.0137175+0.0785835j 0.100677+0.072873j -0.0124992+0.0958233j -0.0112409-0.00870358j -0.0025726-0.0426046j -0.0564953+0.0653576j -0.0497867-0.0725848j 0.0770952-0.0592001j -0.0082981-0.00725114j 0.0476219-0.0605916j -0.0143832+0.113544j 0.17858+0.12277j -0.153706+0.00734712j 0.0889206+0.0584198j 0.103562-0.0929164j -0.0923573-0.102527j -0.0167258+0.0661767j -0.100473+0.0749842j 0.0256491-0.0182889j 0.0428906-0.0821214j 0.0305471+0.0465059j 0.0896386-0.0862059j 0.0196745-0.000217188j 0.0638258+0.00984295j 0.00940209-0.172737j 0.0525641+0.0356345j 0.0792586-0.00810774j 0.0198105-0.0300064j -0.0107312-0.0556j -0.0132268-0.0188852j 0.0368708+0.123753j -0.00745623+0.0381682j -0.015683+0.0784342j -0.0562231+0.0266371j -0.041755+0.0357698j 0.00656921+0.0106956j -0.013915-0.0117554j 0.076616+0.016499j -0.0473152+0.0306023j -0.0898827-0.0223014j 0.022823-0.0374967j -0.047469-0.0216593j 0.0598791+0.0042897j 0.0368878-0.0248302j -0.00995889+0.0152077j -0.074579-0.0215416j -0.0586821+0.0170944j -0.00408776-0.00188623j 0.0161049-0.039795j -0.0219746+0.0228136j 0.0240109-0.00790279j 0.0225716-0.000836738j 0.0118821+0.0276399j 0.000314897+0.0353809j 0.00302403-0.00123034j 0.0299502+0.0166691j -0.00573331+0.00462234j -0.013313+0.00868976j 0.0306826-0.0082571j -0.016915-0.00214804j -0.00224936+0.0143766j 
-0.0100626-0.0381206j -0.00903595+0.00639949j 0.0220659-0.0271129j 0.0224411+0.00347765j -0.00173232+0.0224937j 0.0634289-0.0249397j 0.0158185+0.0435728j 0.064116-0.0394285j 0.0447367+0.0847062j -0.0063692-0.045123j 0.0230484-0.0099838j -0.0580328+0.00465714j 0.00871437-0.0946884j -0.0015416-0.0377571j 4.62615e-05-0.0523584j -0.0210852-0.0137406j 0.0185893-0.111452j 0.0331698-0.0690572j 0.0164935+0.00563265j 0.0886883+0.0935958j -0.00921825-0.0686179j -0.118684+0.0783505j -0.055546+0.0132579j -0.0288686+0.0173591j 0.014481+0.0210247j -0.00124673-0.104793j -0.0540204+0.111966j 0.0591063+0.0262443j -0.0170958+0.132958j 0.117104+0.0490707j -0.0288762-0.0423707j 0.0125014+0.0182394j 0.124037-0.00146895j -0.127032-0.0882435j 0.0972565-0.041153j 0.0439654-0.0330046j 0.0394281+0.0118779j 0.0289034-0.0160705j -0.074798+0.060265j 0.00254892+0.0582475j -0.0323124+0.0208704j -0.00896848-0.0783802j 0.0392751-0.0321434j -0.00196377+0.0525253j 0.0940672-0.0674794j 0.0132935+0.0414168j -0.0761594+0.0641118j 0.0290426-0.0818675j 0.0129619-0.0128202j -0.0652219+0.00219232j 0.065331+0.032579j 0.00694248+0.0124419j -0.0408239-0.0240344j 0.0255595+0.0161307j -0.0584309-0.0862514j 0.0181592+0.0112801j 0.0371093+0.0329911j -0.0142621-0.0340215j 0.00350561+0.00592838j -0.00963493+0.0494521j 0.0110562+0.00734152j -0.0185273+0.00279334j -0.0293113-0.0142194j -0.0305994+0.0203114j 0.015973-0.00899908j -0.00340418-0.00262468j 0.0307249+0.00733047j -0.00917413-0.00699785j -0.013297-0.0321355j 
-0.0515246+0.028211j 0.00562741-0.00193187j 0.0173856+0.0654308j -0.0322704+0.0452225j 0.00683238-0.0108801j -0.0389258-0.0355198j 0.0096855+0.00884811j -0.024622+0.0241371j 0.110151-0.0295842j -0.0139445+0.0790316j 0.070204+0.114434j 0.0973424-0.0459171j 0.026858-0.090098j 0.0435269-0.0316242j -0.0275441+0.129991j 0.0317296+8.43084e-05j 0.101754-0.0137614j 0.0771012+0.0866249j 0.0742583-0.0152067j 0.0727577-0.0974594j -0.100845-0.123659j -0.00902016-0.0330135j -0.0612443+0.0115705j 0.0492532+0.0580276j -0.0950224-0.0109199j 0.0464138+0.144404j -0.0712935+0.00309964j -0.0706524+0.0625081j 0.0516684+0.0205885j -0.133636+0.100276j 0.0457795-0.0348952j 0.0483587-0.0385538j -0.00687048+0.0101325j 0.0662021-0.0678196j 0.0170693+0.0205997j 0.0481833-0.0491557j -0.00374199+0.00581578j -0.0207459+0.000609947j -0.00867961-0.0167245j 0.0637968+6.09127e-05j 0.0102227-0.0218787j 0.0355801-0.0228095j 0.146455-0.0618058j 0.013038+0.0305223j -0.0913421+0.024046j 0.048281-0.00112943j 0.0338149+0.0396583j -0.0305087-0.00836403j 0.0600943-0.0212889j -0.0959843+0.024275j 0.020443-0.052288j 0.0171341+0.0430458j -0.0263763+0.0378561j 0.00513877+0.0019056j -0.0301819+0.0610418j 0.00872656-0.000300094j 0.0135225-0.0343828j -0.00345142+0.00398712j -0.0153408-0.018243j 0.0271653-0.0322697j -0.0183436+0.00517704j 0.0376095-0.00651782j -0.00546169-0.0182381j -0.0305164+0.0353128j 0.0170185+0.0112094j -0.038491-0.00141691j 0.0279976-0.0258072j 0.00700212+0.000564985j -0.001926+0.0284056j 
-0.020994+0.0312334j 0.0281931+0.0403317j -0.00237085+0.0151692j -0.00303845-0.00660829j -0.0413239-0.00697078j 0.0101851-0.00254567j -0.027383-0.0467391j -0.046016-0.0612357j -0.0250955-0.037484j -0.0166788+0.00448939j -0.0169822+0.111111j 0.0740392+0.0170296j 0.037645+0.0074065j 0.0669685+0.0710287j 0.0577078-0.0374882j 0.0230971+0.0166574j -0.0546639-0.0560194j 0.0949031-0.0643987j 0.0668627-0.0980853j 0.0877056-0.0059269j -0.0797563-0.113547j -0.01073-0.0297438j 0.166001-0.0212327j -0.0800733+0.0320884j -0.0517947+0.134172j -0.0252655-0.00807741j -0.0751626+0.0665474j 0.00950639-0.0610778j -0.0426115-0.0294124j -0.0910545+0.0322348j -0.016423+0.057138j 0.0261451+0.0713146j -0.058743+0.0553835j 0.0726612-0.0532701j 0.0437716-0.000852712j -0.0626581+0.0758521j -0.0239701+0.0272701j -0.056415-0.00284002j 0.0256294-0.0391516j 0.0444975-0.0463206j 0.000553599-0.0479425j -0.00951847-0.0569932j -0.0165752-0.0656982j 0.0377048+0.0134017j -0.0512585-0.0121127j 0.0315988-0.0259983j -0.0817149+0.0470339j -0.0484246-0.0203335j 0.0219787+0.0292487j 0.00400669+0.0211716j 0.0186314-0.0154803j -0.03361+0.0201538j -0.00758459+0.0159674j -0.0298568+0.0264381j -0.0266775-0.00855828j 0.0235989-0.00441578j 0.0140095-0.00185331j -0.00651899-0.0211203j 0.017405-0.000717014j 0.0260494-0.0428202j -0.00636681-0.00906329j 0.00800808-0.025705j -0.0364266+0.0233432j 0.0139014+0.0138862j -0.0159607+0.0079982j 0.0135239-0.00904509j 0.0227624-0.00378817j -0.00942745-0.00401056j 0.000570664-0.0106967j 
-0.0270015-0.0597666j -0.057658+0.0048914j -0.0737328+0.0420141j -0.0125908-0.0522666j -0.0244962+0.00488894j -0.0787052+0.0130079j -0.012171-0.0818263j -0.0541559+0.0542358j 0.0350717+0.0363149j 0.0314996-0.00667127j -0.104826-0.0187415j -0.0368839+0.030553j 0.0439261+0.0070369j 0.0404316-0.00579695j 0.18653-0.0931329j -0.0176453-0.0543866j 0.074834+0.0468016j 0.0514399+0.0928127j -0.18611+0.0702806j -0.0566613+0.171745j 0.135575-0.0688173j -0.0326519+0.0161294j 0.0361619-0.0270791j -0.00250165-0.114598j 0.0471614-0.0130891j 0.0648286-0.0927849j -0.188481+0.0301146j 0.0224433+0.0910127j -0.126697-0.00584872j 0.113925+0.0285911j 0.102269-0.0986878j 0.0939543+0.0541433j 0.00510147+0.047023j -0.00153732-0.0737986j 0.000324304+0.0881339j 0.107125-0.0376302j -0.0361952+0.0108928j 0.0647977+0.00905056j -0.0274403+0.0133706j -0.043086-0.0413326j -0.038497-0.00171043j 0.0647769-0.0479366j 0.0146486-0.0233929j -0.0725979-0.00524835j 0.0485007+0.0267387j -0.00272614+0.00267931j -0.0153464-0.045714j 0.0600577+0.0152636j 0.0719227+0.0283769j 0.00897029+0.00487592j -0.106319+0.0137782j 0.0337552+0.0144025j 0.0326111-0.0401752j 0.0276964-0.0332542j 0.0965208-0.0153887j -0.00558926-0.00970896j -0.0293727-0.0197006j 0.0228214-0.0252538j -0.00884112-0.0081019j -0.0306319-0.00242435j -0.0118656+0.00982722j 0.0043063-0.00145676j 0.024801-0.0168068j -0.0189971+0.00858117j 0.020796-0.00341277j -0.0415979+0.0137086j -0.0408531-0.0156267j 0.0360656-0.00403153j 0.0073046+0.0276324j 
-0.0106094+0.0391746j 0.0195915+0.0138397j 0.0171262+0.0130064j -0.0682001-0.00385816j 0.00676809-0.0285074j -0.0411657-0.104283j 0.0722243-0.0396374j -0.0668498-0.000665194j -0.0699144-0.0754573j -0.078921-0.0179449j -0.0686733+0.0790252j -0.00437758+0.0223991j 0.0601703+0.0493084j 0.0348175+0.0995266j -0.00415583+0.0622678j -0.102095-0.0958556j 0.0881234-0.0177154j 0.0608417+0.0113416j -0.140785+0.0299603j -0.0419291+0.0506659j -0.000557331+0.0495578j 0.0889139+0.00384988j -0.0306499-0.0379839j 0.102693+0.0143201j -6.52016e-06+0.0243646j 0.0333129+0.0465897j -0.0263906-0.0849986j -0.0540906-0.0975039j -0.00127332-0.0284737j 0.0461581+0.0338184j 0.0373366-0.0557786j -0.0771805+0.0193871j -0.0338596-0.0546571j 0.0478956+0.0172948j -0.0329691+0.000525175j -0.0322426-0.0173693j 0.0706729-0.0753783j -0.0395446+0.0103593j 0.0495738+0.0030342j 0.0149612+0.030502j -0.0410837-0.00642457j 0.0224012+0.00840745j -0.0243127-0.0132904j 0.0743228-0.024408j 0.0663315-0.0188293j 0.0479771+0.0173346j -0.0819056+0.00530873j 0.0389772+0.0428289j -0.0150589-0.00216118j -0.0272522+0.0431142j 0.0499656-0.0730652j -0.0364656-0.00471483j -0.00636281-0.00266801j -0.0133719+0.00978028j 0.000929923+0.0145669j 0.0213961+0.00670973j 0.0206034+0.0124053j 0.0118626+0.0161885j 0.00534229-0.0164827j 0.0270386-0.0116789j 0.0276258-0.0151941j -0.0204952+0.0172953j -0.0401902-0.00372435j 0.00419939+0.0235359j 0.0172967-0.000447852j 0.0119132-0.0233231j 0.0221795-0.0241407j 8.40729e-06+0.00904312j 0.00971347-0.000839655j 
-0.00251717+0.0437272j 0.0399132+0.00693718j 0.101103-0.0328618j 0.0304387+0.0669298j 0.0333783-0.0541897j 0.0172032+0.0605534j -0.0459379+0.0168841j 0.0419494+0.0645482j -0.0389994-0.0135425j 0.0171161-0.0172346j 0.0689012+0.0650388j -0.0219066-0.0396769j -0.103969+0.124492j -0.013455-0.00738024j -0.0459301+0.198409j -0.0866756+0.0705517j -0.0246171-0.0793758j 0.149425-0.0305576j -0.00259738+0.155741j -0.0892482+0.101094j -0.159249+0.0142928j -0.0553244-0.0814498j -0.0196055+0.0505669j 0.126862-0.0467447j -0.14486+0.0478628j -0.0314765+0.0464605j 0.00947394-0.0460137j 0.00138963-0.0214892j 0.0301361-0.0350774j 0.0407799+0.0533448j -0.0757265-0.0852968j -0.0262776-0.00624388j 0.132261-0.102066j 0.0422878+0.0566841j 0.0436546+0.0719249j 0.00514742+0.0460082j -0.00265701-0.0206462j -0.0854342-0.000754754j -0.030604+0.0013056j -0.0741541+0.0712169j 0.00366082+0.0469122j -0.0651148-0.000770485j -0.0307581+0.0383999j 0.0363378+0.0344497j 0.0543622+0.0151425j -0.0454104+0.049948j 0.0612789-0.0487189j -0.0292684+0.00307684j -0.0355305-0.0139253j 0.0366052+0.00246032j 0.0474362+0.0317883j 0.0617075-0.0100896j -0.0518009+0.010601j 0.0111158+0.00607114j -0.0709433-0.0548757j -0.0232666+0.0200961j 0.0439431+0.0189488j -0.0744557+0.021954j 0.0142552+0.00911976j 0.0165496+0.00338593j 0.0253922+0.0184941j -0.0306516+0.00460323j -0.00330228+0.00810438j 0.0423934+0.0066324j 0.00526823-0.00688855j 0.0235038+0.00316152j 0.00226174+0.0238956j -0.0298663-0.0103767j -0.00582393-0.0337103j 
