0.00960303-0.00174945j -0.0593645+0.0408034j -0.060535-0.0135621j -0.0172202-0.000857568j -0.0184892-0.00712754j -0.0336792-0.00220966j -0.0112216+0.00772208j 0.0379651+0.0531234j 0.00443186+0.000982138j 0.00529817+0.00877557j 0.0115851+0.0118189j -0.00792213+0.0261841j 0.00708813+0.0290913j -0.0013376-0.00287461j -0.0029867+0.00669563j 9.07506e-05+0.00614408j -0.00891912-0.00368468j 0.0117154-0.0295414j -0.0100416-0.00832659j 0.00544388-0.00315164j 0.00496933+0.0136882j -0.00366823-0.00553367j 0.0173322-0.0179699j 0.0016554+0.00961724j 0.00178604-0.0045605j -0.0059768+0.0298635j 0.0108117+0.0202976j -0.00665286+0.00237257j -0.00766099-0.00940534j 0.0141926+0.00512541j 0.0133227+0.00541543j -0.00793034+0.0191914j 0.0201364-0.0395303j -0.00694685+0.0168148j -0.00948798+0.0392445j 0.00517351-0.00443915j -0.00110708-0.00470252j -0.0113973-0.0238917j 0.0134251-0.0165408j -0.00339181-0.00465472j 0.0734973-0.0161969j 0.0396529-0.0663345j -0.0883125-0.0546581j -0.0133165+0.0649809j -0.0589371-0.00295963j -0.0210335+0.0152932j -0.00362305+0.0728919j -0.00917805+0.00502679j 0.0550198-0.00628036j 0.00776265+0.0812899j 0.0178173-0.0173195j 0.0738226-0.119077j 
-0.0410761+0.0272829j -0.0114163-0.00613301j -0.0259207-0.00671233j 0.0266564-0.0630369j 0.0284621+0.0168419j 0.0471934-0.0312748j 0.00500913-0.0202591j 0.0589327-0.00946977j 0.0630898-0.0443755j -0.0314843+0.11195j 0.0138467-0.0374961j -0.07498-0.125037j -0.0448926+0.0559124j -0.0436793-0.0365625j 0.0990216-0.0588157j -0.0510595+0.101019j 0.0636783-0.0474488j -0.00303605-0.100655j -0.11414-0.0327234j -0.102452+0.020874j -0.000925622+0.200177j -0.0465687-0.00382805j -0.0531614+0.087611j -0.16307-0.0503955j 0.0910832-0.00108688j -0.100105+0.0775125j -0.0266938+0.0417418j 0.0683638+0.074496j -0.0233252-0.00412391j -0.0721493-0.172477j 0.00849426-0.0363544j -0.0576726-0.00534901j -0.0356552-0.0802085j -0.0154047+0.0646829j 0.0665906-0.0975005j -0.188622+0.0338024j -0.00933841+0.0408689j -0.0368942+0.00950678j 0.0385073+0.00355054j 0.00875492+0.0408207j 0.0205159-0.0598838j -0.0255995+0.0146777j -0.0230366+0.0731902j 0.046617-0.0269806j -0.000587243+0.0217071j -0.00510875+0.0253858j 0.0203704-0.0331259j 0.00963601-0.00890872j -0.0551666-0.0346472j -0.0680584+0.0100026j 0.0229314-0.0225812j -0.00171847+0.000429665j 
-0.0123194-0.0313756j -0.0305413+0.0148441j 0.0369435+0.0258792j 0.0106498+0.0243656j 0.00131788-0.0285502j -0.0497446-0.00166184j 0.050395+0.0339002j -0.0169988+0.0322272j -0.0489532+0.0807401j -0.118615+0.115065j 0.0631758+0.0955539j 0.0533449-0.0933776j 0.042278+0.0339176j 0.0129231-0.0692525j -0.00933262+0.0263182j 0.0100864-0.0221555j -0.111094-0.0513254j 0.0504765-0.0442678j -0.0560531+0.0309642j -0.00983755+0.0249651j -0.113167+0.045j -0.0295062-0.0723329j 0.144776-0.00780186j -0.063958-0.141468j 0.0899337+0.190846j -0.00219892+0.0166396j -0.0484828+0.0442645j -0.0848788-0.101417j 0.0409725+0.0818692j 0.0371521-0.0940331j 0.0427864-0.0948902j -0.00808116+0.108467j 0.0128532-0.00501984j 0.0596684-0.135272j 0.00460769-0.0233816j -0.0376804-0.158031j -0.00223188+0.0464327j 0.00498731+0.0443381j -0.0415396+0.0160466j -0.030467-0.00719138j -0.0198951+0.00898259j -0.000948149+0.0914305j -0.0113074+0.0119582j -0.075829-0.0801895j -0.057307-0.0402434j -0.0102171-0.0331578j -0.0401303+0.00352655j 0.0357012-0.00229494j 0.00168477+0.0280846j 0.0292201-0.0207368j 0.0172927-0.0250707j -0.0286559-0.0239228j 
-0.042118-0.0147505j -0.004318+0.0253925j 0.0167268+0.0655979j -0.0646358+0.0544984j -0.000454706+0.0508328j 0.010085-0.0225721j -0.0884757+0.0688427j 0.0117662+0.0146064j 0.0674966+0.0215764j -0.0749171+0.166418j 0.00614256-0.0124813j -0.0412406-0.0961625j -0.0535031-0.140616j 0.110821+0.00397566j 0.100164-0.0734089j 0.0454039-0.0597999j -0.0588521-0.0848004j 0.00574354+0.127501j 0.054615+0.000597991j 0.0352994+0.0690815j 0.061321-0.0153742j 0.0984817+0.0866333j 0.0618566-0.0673595j 0.00145226+0.0577883j -0.133356+0.0588716j 0.0896649+0.0980633j -0.0320032-0.0231173j 0.0167217+0.0359074j 0.0225526+0.00991084j -0.0996854-0.0407195j -0.118287+0.093401j 0.0156912+0.114084j -0.0601858+0.0017885j -0.0397652+0.0086414j 0.0382015-0.0125162j 0.0299568-0.00261979j -0.0543644-0.00577511j 0.0298864+0.0202684j 0.0593897+0.0349645j -0.0072829-0.0158285j 0.024977-0.0141323j 0.0111843+0.0402331j -0.0614875-0.0486661j -0.0179565-0.0626211j -0.0624567+0.0143325j 0.0165062-0.048373j -0.0398603-0.0452239j 0.00596169-0.0250769j 0.0149286+0.0147046j 0.0186881+0.0450682j -0.00563817-0.0315628j 0.00550274+0.00823033j 
-0.0164517-0.0475179j 0.00669164+0.0363789j -0.0162036+0.00515908j 0.000471757+0.063001j 0.0303698-0.0348324j 0.0389712+0.0456459j 0.00541227+0.00077969j 0.0415565-0.0133758j 0.105909-0.0164997j 0.083363-0.00443655j 0.0244348-0.000833527j -0.028957-0.0443245j -0.114026-0.0828731j 0.155694-0.121602j 0.0377621+0.0976457j 0.00312248-0.0205144j 0.0962163-0.130475j 0.0385989+0.0437128j -0.105954+0.00413557j 0.108467+0.152321j -0.00967027+0.0144221j -0.140199+0.101388j -0.0663665+0.0193358j 0.108218-0.0564114j -0.0250488+0.0304714j -0.154461+0.0710941j 0.0144061-0.0298194j -0.00895052+0.000607559j 0.0952914+0.0719366j -0.0334346-0.00621066j -0.0707134-0.0356007j -0.0810161+0.0784386j -0.0233746+0.0798727j 0.00992332-0.12218j 0.0460024-0.00480393j 0.0420494-0.0789123j -0.00783763-0.0144729j -0.0305172-0.0423558j 0.011397-0.0887235j -0.0272193-0.0532558j 0.0270207+0.00313628j 0.0281137-0.0303807j -0.0474624+0.0132769j 0.00312851+0.0392061j -0.0586739+0.036833j -0.00569119+0.0385692j 0.0517005-0.0310891j 0.0288769+0.0381343j 0.0542487+0.0315488j 0.0185423+0.0482234j -0.00403626-0.00838699j -0.0226514-0.024241j 
0.0334644-0.0164079j -0.00308724-0.0251818j -0.0354684+0.0307196j 0.00463918-0.0399838j 0.0731776+0.00197946j 0.0179054-0.0463581j -0.0455976-0.0115586j -0.0238766-0.0763895j -0.0483969+0.0612235j 0.0249112-0.0413037j -0.028222-0.114521j -0.0509917+0.133911j 0.0325662-0.00450991j -0.0150334-0.0660947j -0.181528-0.056745j -0.0911198+0.00356512j -0.0764128+0.0850911j -0.062017-0.0059303j 0.0468837-0.0188454j -0.00481505-0.140978j -0.0763942-0.0340557j 0.0320532-0.075088j -0.0608162+0.0614069j 0.194532-0.0180061j -0.0482357-0.0513669j -0.0669874-0.0546466j -0.0755825+0.161147j -0.0097614-0.0490107j 0.0985722-0.0327174j 0.0100708-0.104456j 0.0308057+0.0708402j -0.105787-0.0195696j 0.0930109-0.0420533j -0.00913432-0.00194101j -0.0361632+0.005169j 0.0865603+0.0430932j 0.0169871+0.0498692j 0.0426909+0.0601657j 0.035494+0.0323142j -0.0470501+0.0202512j 0.00218905+0.0277957j -0.0068613+0.118849j -0.0872991-0.0302996j 0.0447871+0.0263379j 0.0173853+0.0280411j 0.000242964-0.0540022j -0.0129502+0.0109117j 0.0387458-0.00898235j -0.0288461-0.0191435j -0.00142232+0.0158733j 0.0185013+0.019908j -0.0128097-0.0131809j 
0.0150829+0.0173156j 0.0116058+0.0351989j -0.0356496-0.0384468j 0.0196997+0.00644128j -0.0278415-0.00992949j -0.0401027-0.0355888j 0.028755-0.0129436j -0.0368422+0.0760844j -0.0638326-0.0396714j 0.106802+0.0495062j -0.0663819+0.00280277j 0.0657575-0.0434064j -0.00954692-0.0115018j 0.0968762+0.00984052j -0.0491973-0.00843013j 0.0917908+0.0350855j 0.254258-0.0293609j -0.0412021-0.0656296j -0.0907589-0.0530487j -0.00923742+0.126975j -0.00797732-0.0102445j -0.0601771+0.122799j -0.00585126-0.00529255j 0.175845-0.00588455j -0.0938831-0.0269301j -0.0684564+0.0460759j 0.0125118+0.0224671j 0.0908962+0.178966j 0.0895809+0.025272j -0.0873419+0.0106653j 0.0541506+0.0398993j 0.00431712-0.0573714j -0.0576138+0.0774894j 0.0189588-0.0273626j -0.00648192-0.0676941j -0.0511235-0.00885623j 0.0364955+0.0221546j 0.0059686-0.0576786j 0.030489+0.0569436j 0.117944+0.00408303j -0.00786601+0.010953j -0.0287364+0.00986792j 0.0391273-0.00862615j 0.00374537-0.0371342j 0.0618918-0.0487796j -0.0121704+0.0203192j -0.0185185-0.0171384j -0.0136467+0.0223874j 0.0240455-0.00555731j -0.020831-0.0182998j -0.024994+0.00525511j 0.00619074-0.0166567j 
0.0469562-0.0362662j -0.00948389+0.035093j -0.0210294-0.0190668j 0.045766-0.00046966j -0.0797532-0.0154213j 0.0317334-0.0640375j 0.000278448-0.00067459j 0.00490483+0.0298539j 0.0517911-0.00332029j 0.144978+0.00319689j -0.00598794-0.0182799j -0.109033+0.033637j -0.0307895-0.0256689j -0.187291+0.0175713j 0.0427052-0.0190366j -0.0126594-0.0353594j -0.18602-0.0337965j -0.0233773+0.0580263j -0.00778096-0.123425j 0.00729138+0.0373628j 0.0427225-0.153591j 0.0493684-0.0533832j -0.198079+0.0859055j -0.0481618-0.0482469j 0.135349-0.0879823j -0.162786+0.0302105j -0.167006-0.0465258j -0.0694931+0.0213104j -0.0130092+0.0419029j -0.0591833-0.037137j -0.0209996+0.0507473j 0.0941899+0.0394342j -0.0124822+0.0482389j -0.0136688-0.000800957j -0.0134231+0.0235274j 0.0127921-0.00215561j 0.0446936+0.0406872j 0.0792221-0.0213899j 0.0271614+0.0244141j 0.053047-0.0023484j 0.0085313+0.0293765j 0.0174262-0.0226615j 0.0264195+0.0185572j -0.0543988-0.00312237j 0.0303152-0.0105485j -0.0115457+0.0142247j 0.00195873-0.06438j 0.00102267+0.000475746j 0.0389666-0.0298402j 0.00970264-0.0010817j -0.0207897+0.0256211j -0.0145543-0.0338325j 
0.0357896-0.0523199j -0.0462759+0.0165596j 0.00665651-0.0431432j 0.0268079+0.0400513j -0.110416-0.00724805j -0.098716+0.0240266j 0.0815805-0.0426313j -0.0467935+0.0437643j -0.066958-0.0389065j 0.0189734-0.0336327j -0.0308459+0.0965807j 0.139138-0.00746515j 0.0851443+0.132046j 0.0158462+0.00919176j 0.0159142+0.0829535j -0.0391016+0.000519476j 0.0260575+0.156523j 0.0992414+0.0249374j 0.0601497+0.0365931j 0.0425452-0.039887j 0.0935621-0.0501441j 0.00624111+0.0380212j 0.0710601-0.0385883j 0.05699+0.123238j 0.126191-0.108138j -0.0407778-0.060805j 0.0627742-0.14575j -0.163442+0.0897144j 0.00822587+0.0590391j 0.0795198+0.1547j 0.0106561+0.0116993j 0.0515855+0.00231425j -0.0305788+0.0391242j 0.0362764-0.0122317j -0.0250284+0.0285178j -0.0190661+0.0389263j -0.00931109+0.0103699j 0.00480014+0.0646639j -0.0647899-0.00242568j 0.024513-0.0782617j -0.0514754+0.00343148j 0.00504768-0.00727083j 0.0648593+0.0579508j -0.0844161+0.00386101j 0.0326164-0.0308997j 0.016813+0.0239587j 0.0421775-0.00156176j -0.0101195+0.0286192j 0.019381+0.0348518j 0.0607882-0.0344516j 0.00104873-0.0181736j -0.0337226-0.0487185j 
-0.0359392-0.00592434j 0.00812722+0.0227301j 0.0289989+0.0634235j -0.120228+0.0900927j 0.101032-0.00150091j -0.0169081+0.0121458j -0.0448995+0.0609707j -0.0487311-0.0117898j -0.0325461+0.0540926j 2.08866e-05-0.0346963j -0.107625+0.00786564j -0.062395+0.0741203j -0.0900856-0.0600994j 0.0336181-0.0453548j -0.0189488-0.0412009j 0.0778301+0.0330448j 0.0581488+0.0513351j -0.0708315-0.0350334j 0.0828262+0.0857645j -0.0750948-0.0160463j 0.0266477-0.0203862j -0.0220014-0.0131747j -0.0548141+0.000622496j -0.00612743+0.11422j 0.111862-0.13202j 0.0219508-0.0428072j 0.0129019+0.0274386j -0.0199498-0.0266136j 0.0419473+0.00522309j 0.0307819+0.0281706j -0.129175+0.119994j 0.036516-0.0697321j 0.0216796+0.0229047j -0.0264505-0.000208047j 0.0124701+0.0187286j -0.0199794+0.0104848j -0.01511-0.0720133j 0.000552362+0.020596j 0.0138977+0.0205907j -0.101875-0.00152573j 0.0326989-0.0208282j -0.0119893+0.0668787j -0.0727803-0.0403398j 0.0427679+0.0155557j -0.0546124+0.00543328j -0.00274498-0.0331489j -0.0443227+0.0425325j 0.0676329+0.022022j 0.0160724+0.0639832j -0.0199529+0.0469428j 0.0483405-0.0392371j -0.00968216-0.0180436j 
-0.0119076+0.0423716j 0.0605757-0.031905j 0.0937239-0.0765692j 0.0306674+0.0741562j 0.0304331-0.0442783j 0.00279395-0.041625j -0.0762427+0.0131206j 0.00884893+0.0622725j 0.047361-0.114645j 0.0361133+0.0610273j -0.0291974-0.199346j -0.00469369+0.0183909j -0.0380547-0.0634941j -0.00180149+0.118406j 0.0987339+0.0400901j 0.00839915-4.48008e-05j -0.0928677-0.0179667j -0.115021-0.0143583j 0.0367006-0.0839637j 0.0225544+0.0205182j 0.00213668-0.0201589j -0.0531853+0.135423j -0.123761+0.0441301j -0.0864534-0.015988j -0.150814+0.0578578j 0.0452924-0.0309504j 0.00118832-0.0339462j -0.134917-0.0517024j 0.0703276-0.089931j -0.00149837-0.0184168j -0.000193362+0.0339128j 0.0439557-8.02312e-05j 0.0149996-0.103755j -0.0622928-0.00571294j 0.00935222+0.0383772j -0.0191865+0.0396284j -0.0467099-0.000795495j -0.0104611-0.00276835j 0.043905+0.0220116j -0.00651905+0.00947533j 0.0255274-0.00953887j 0.0234307-0.0068895j 0.039782+0.0166219j 0.0246649+0.00571672j 0.00569569-0.00893366j 0.0554123-0.0186985j -0.0321622+0.0444742j 0.00656158+0.0207003j 0.00847687+0.0755236j 0.0303557-0.00550032j 0.0326277+0.00602j 0.0202903+0.024996j 
-0.015861+0.00297178j -0.0422843-0.0257845j -0.0690864+0.0247792j 0.0151228-0.0151913j -0.0677946+0.0203971j -0.0744521+0.132814j 0.0959495-0.101683j 0.0623133+0.029967j 0.0510321-0.011352j 0.141003-0.0372068j 0.00653782+0.0235622j -0.000443133-0.0200607j -0.0102912+0.11181j -0.246206+0.0699414j 0.0201685-0.0678078j 0.0301202+0.165726j -0.0865943+0.0511513j 0.0606548-0.111014j 0.0657388-0.161448j -0.0603974+0.0869889j -0.0109072+0.0247405j -0.111676-0.109276j 0.0339193+0.0633775j -0.0919369+0.00292961j 0.0153369-0.02352j -0.112245+0.0684674j 0.0615265-0.00573333j -0.0501113-0.0903911j -0.0133019+0.00436519j -0.0256009-0.0252402j 0.0173059+0.0301974j 0.00891495+0.0708606j 0.0631693+0.00713477j 0.0246785+0.0163951j 0.0706931-0.008776j 0.050457+0.0263439j 0.0388743-0.0228473j -0.0370503+0.0185921j -0.0238703+0.00278709j 0.025675+0.0553748j -0.00947447+0.0340759j 0.000682481+0.0132778j -0.039514-0.0185127j 0.0420151+0.0244718j -0.0292946-0.0341743j -0.0283474+0.0107392j 0.0219955+0.0589234j -0.0211985+0.0208495j -0.0213557-0.0018507j 0.0217265-0.034113j -0.0158751-0.0212055j 0.00842647-0.00768476j 
0.0534914+0.0153017j 0.0319956-0.0287036j 0.0394899-0.00862045j -0.070767-0.00603853j 0.046901+0.0185055j 0.0332992-0.0285079j 0.0135242+0.0646512j -0.00129213-0.04852j -0.0216161+0.0648327j 0.036544-0.0431588j -0.0872115+0.0581743j -0.032281+0.0234272j 0.0144964-0.0963598j 0.0566021-0.0615314j 0.0221593-0.018894j 0.10351+0.0334187j 0.0658756+0.0151232j -0.00813916-0.0378694j -0.0435252+0.096742j 0.0105482-0.054376j 0.000432541-0.0808519j 0.0281107+0.0812794j -0.0395581+0.0143751j 0.0349773+0.0221728j 0.191532-0.0362528j -0.00266622+0.0158672j -0.0708748+0.00369478j 0.0184512+0.0117657j 0.0281084+0.040812j 0.0109991-0.0208423j -0.0190658-0.0236078j -0.0249564-0.0592846j -0.000888707+0.0063796j 0.0612189-0.00937499j -0.0898682+0.0156599j -0.00309672-0.00957261j 0.0297777-0.0233461j 0.0153063+0.0541336j -0.00848962-0.0168196j -0.00582588-0.0117345j 0.0221576-0.0319125j 0.0419781-0.00506775j -0.00603342+0.0134084j -0.0693343-0.00396327j 0.0064181+0.0235751j -0.0150785+0.000894196j -0.0006403-0.0335492j -0.00878921-0.00404205j 0.00740913+0.0016852j -0.040612+0.0272547j -0.00507725+0.0239248j 0.0115223+0.0201321j 
0.0406768+0.0126585j 0.0622344-0.0613804j -0.0747562-0.0924082j 0.125499-0.119225j 0.0947305+0.0332084j 0.00747548-0.0389927j -0.0518586+0.0738898j 0.0952276-0.0243247j 0.0273153+0.0339704j -0.0521756+0.0156284j 0.03085+0.027006j -0.0292616-0.0124108j 0.109387-0.0703784j 0.00577835+0.103626j 0.0456651+0.037881j -0.141049+0.0312965j -0.0401212+0.00102341j -0.0166235+0.0856123j 0.0033983+0.00790699j -0.0244708-0.114547j 0.00638387+0.0485412j 0.0372253+0.0220461j 3.04682e-05+0.00170741j -0.00352009+0.0442042j -0.0379156-0.00927923j 0.0543839-0.0246897j -0.0225461-0.0908697j -0.0537345-0.00499823j 0.00316001+0.0216027j -0.0484041+0.0177027j -0.00344265-0.0918081j -0.0813027-0.00310533j 0.0346983-0.095609j 0.0222093+0.0996505j -0.0254603+0.0190514j -0.00884676-0.0171647j 0.0252725+0.0108206j -0.0113527-0.0360849j 0.00107621-0.00283205j 0.0741654-0.0398851j 0.0109806-0.0561953j 0.0920552-0.0570765j 0.01612+0.0205522j -0.0289054-0.0337151j 0.0432577+0.0284961j 0.0230828-0.00961694j 0.0618551+0.00254877j -0.0561929-0.0477016j -0.0190901-0.0220948j 0.038012-0.00133742j -0.0092069+0.0673021j 0.0284675+0.00811649j 
-0.0045574+0.0108446j 0.0818655+0.0798931j 0.0227616-0.119837j 0.116575+0.0218617j 0.144212-0.1482j 0.0722944-0.0627611j -0.00562877+0.105647j 0.0164504+0.0709756j -0.0426255+0.0393589j -0.0140386-0.0534203j 0.057682+0.0292487j -0.116049+0.0866616j 0.0363593-0.020861j 0.0667979+0.150868j -0.14321-0.0211083j -0.0233291-0.17911j -0.0146017+0.0546552j -0.0376772-0.00508473j -0.0489123+0.0575703j 0.0195783+0.0554496j -0.0756044+0.159375j -0.0604227+0.0284863j -0.000465878+0.0810019j -0.0114258+0.0420179j 0.0314598+0.0185569j 0.00173794-0.168799j -0.0429723-0.0869875j -0.0329458-0.0075667j 0.0152627+0.0317103j -0.0705128+0.0943201j 0.0304287-0.0330318j 0.0341188+0.0141271j 0.0581038+0.0627982j 0.0278138+0.0528705j 0.0417232-0.00752406j -0.00639946-0.0119563j -0.0286605+0.0302337j -0.0386875-0.0614971j -0.0436558+0.00334738j 0.0310675-0.0309524j 0.0147659+0.0898153j -0.0116947-0.00296967j 0.00214797-0.0257307j 0.0144288-0.0105422j 0.0647614-0.0175246j 0.0177101+0.0231627j -0.00124834+0.0153142j 0.00964932+0.0318052j 0.0331307+0.0513759j -0.00983493+0.0144544j 0.00656067+0.0124555j -0.0288598-0.0192938j 
0.0383816-0.0272261j -0.0293982+0.00900231j -0.0646153+0.0301676j 0.013905+0.0423704j -0.139817-0.0163774j 0.0365051-0.0326374j 0.0481652-0.0979249j 0.0108035-0.0303945j 0.0889858-0.0130176j -0.106292+0.125985j 0.0941986+0.0448652j 0.0620017-0.0584364j -0.188872+0.106801j 0.0303719+0.0432444j -0.0787605-0.11504j -0.0132438-0.241345j -0.105831-0.0429845j -0.0388939+0.0608869j -0.0314368-0.0903912j 0.113464+0.087247j 0.0189149+0.0230211j 0.0722527-0.0688617j 0.0943563-0.127194j -0.0220965+0.0418694j -0.0132634+0.0414588j 0.0340658+0.0516266j 0.00398516+0.00608368j 0.0281001+0.0591209j -0.0671501+0.0403636j 0.0362215-0.080804j -0.00207585+0.0658794j 0.0164661-0.024207j -0.0143066+0.0662837j -0.0398242+0.0607064j 0.052275-0.0548884j -0.00596021+0.00355459j -0.0452166-0.00622646j -0.0114367+0.0126057j -0.0039639-0.0255156j -0.0466969+0.0142749j -0.0265569-0.0392284j 0.00756945-0.0105878j 0.0276435-0.00516363j 0.0204304-0.00782579j -0.0142313+0.0272125j -0.00112291+0.00894082j 0.0545355-0.0565443j 0.0106853-0.00309828j 0.050225-0.0161673j 0.0407284+0.00335504j -0.0167798+0.0100005j 0.00505218-0.0629791j 
-0.0540481-0.0450271j -0.040893+0.00850076j -0.200774+0.0646441j 0.0318075-0.0990316j 0.0548323+0.0789092j -0.0739982+0.0148295j -0.12225-0.000933498j 0.0334362+0.000469723j -0.00815046+0.0739394j -0.0036267+0.038592j 0.0748798+0.0543637j 0.00129907-0.0600493j 0.0216621+0.0244373j 0.0370846-0.083641j -0.0557636+0.0756667j -0.171059+0.00482133j 0.0229035+0.077199j -0.0365287+0.0995877j 0.0254549+0.0683783j -0.00316488+0.0811685j -0.021232-0.00546928j 0.0323559-0.0812193j 0.00532974-0.0330163j 0.0242706+0.0407702j -0.134129-0.0472904j 0.0289715+0.000734103j 0.0775077+0.00878831j -0.103178-0.0037149j 0.0313074-0.0136716j 0.00622828+0.0534857j -0.0782189+0.0340963j -0.00665062-0.0402687j 0.0261264+0.0203168j -0.0979883-0.00529767j 0.0302775-0.0157014j 0.0510233-0.00233701j 0.0527259+0.0206057j 0.0659761-0.0202475j 0.00712158-0.0693513j -0.00482146-0.0211027j -0.00909441-0.0454909j 0.0772404+0.0219074j -0.00140487-0.0221726j 0.0224706-0.0487095j -0.0693811+0.00552144j -0.0299121-0.0443035j 0.0114831+0.0202063j -0.0170467-0.0637824j 0.0345976-0.0348171j 0.0671625-0.029272j -0.00220115+0.00418609j 0.0134234-0.0385073j 
0.0692542+0.056637j 0.0426393+0.000908834j -0.162525-0.0819229j -0.000765266-0.102996j 0.000151022-0.0053094j 0.00936846+0.00783561j 0.0605665-0.0721063j 0.00960861-0.074838j -0.0302477+0.0082296j -0.00725934-0.0195235j -0.0356343+0.0961152j -0.0127345-0.054477j -0.061771-0.0224276j -0.148806+0.00124917j -0.0378306-0.112342j 0.105954+0.00557436j 0.0430633-0.101349j -0.0547793-0.13477j 0.00726447-0.0897587j -0.00886499-0.0296292j 0.0143222+0.070585j 0.0600573-0.00464611j 0.0512869-0.0668903j 0.0612494-0.0166028j 0.0722848-2.80536e-05j 0.016458+0.0231595j -0.0177059-0.0327388j -0.0114988+0.00734673j -0.028421+0.00229032j -0.0855341-0.0292511j 0.0227305-0.0050779j -0.0104563+0.0606785j 0.010339-0.0252445j 0.061385+0.0106867j 0.0126823-0.0220038j -0.0367787-0.0244882j -0.00749678+0.00980401j -0.00827092-0.0242675j -0.041285-0.0155376j 0.0337401-0.0207468j -0.0600684+0.0168272j 0.034015-0.0167015j -0.0126257-0.0198378j 0.00258629-0.0388379j 0.10317+0.0177405j -0.0195874+0.00632995j 0.0938474-0.001539j -0.0309552-0.0220518j 0.03554-0.0228712j -0.0324522-0.0239074j -0.0224066-0.000857676j 0.000288278-0.0162041j 
0.0928389-0.0152356j -0.0241339-0.0468298j -0.16206-0.0652407j -0.0247835-0.168108j 0.0498236-0.0617502j 0.000143151+0.0218987j -0.0340059-0.044848j 0.0369577-0.0588308j -0.0215832+0.033852j 0.0680949-0.0737563j 0.0685135-0.0672895j -0.0697122-0.00910043j 0.0264817-0.120145j -0.169483-0.0375867j -0.0538055-0.181952j 0.132615+0.0268854j -0.0513318-0.048141j -0.10142-0.126486j 0.0293163+0.0138831j 0.00135559+0.075801j -0.0868661-0.0456977j 0.052317-0.0325254j -0.0713283+0.0587823j 0.0751841-0.0102171j 0.0245918+0.00906582j 0.0172375+0.00387763j -0.0480497-0.0211377j -0.0057698-0.0617367j 0.0544903-0.0463058j -0.00719614-0.00922589j -0.042824-0.0118914j 0.00731512-0.0502727j 0.025565-0.00175602j -0.0404729-0.0160552j 0.0534737-0.0140066j 0.0412714-0.00182324j 0.0548151+0.0195053j -0.0252076+0.0472514j -0.0488204+0.0118356j -0.00811669-0.0232439j 0.0108177-0.0226548j 0.0384444+0.020632j 0.0228526+0.0219602j -0.0150773+0.00415141j 0.0226556-0.0367757j 0.00569589-0.0301623j 0.0892745+0.0121546j -0.0747379-0.029349j 0.0199077+0.0138348j 0.031479-0.0281231j 0.00810855-0.0301528j -0.0120969-0.0389614j 
0.193099-0.0416498j 0.0075786-0.145533j 0.0582123-0.138738j 0.0233566-0.000483858j 0.0312207-0.0054699j -0.0426801-0.00209014j -0.0332964+0.0558457j 0.0584053-0.0186671j 0.229451+0.00167602j 0.0262121+0.0878979j -0.049083-0.0783651j 0.0286802+0.00159836j 0.0489251-0.222527j 0.0133499+0.0559232j 0.00362899-0.0347657j 0.0455315-0.00147006j 0.0134265+0.0468194j -0.000464453+0.0981976j 0.0174321-0.0721867j 0.0769497+0.0682154j 0.00201941+0.0400343j -0.160553+0.0422258j 0.0268504+0.0103716j 0.00849216+0.0758516j -0.0335599+0.00207961j 0.0199869+0.0466746j -0.0116531-0.0711731j 0.0664734-0.0320681j 0.0420898-0.0335744j -0.0304171-0.0486391j 0.0288342+0.00974558j -0.0237317-0.00906616j 0.037006+0.0017392j 0.0269101-0.0227787j -0.0136119-0.00927331j 0.0570624+0.0242229j -0.0486411+0.0133351j 0.0445138-0.0133315j -0.00944123+0.00303843j -0.0389233+0.0462379j -0.0377173-0.0207558j 0.0554118-0.00963691j 0.00510946-0.024584j -0.0360646-0.038065j 0.00817957+0.0261928j -0.017651-0.0311886j 0.0900508+0.033128j 0.0295022-0.0178628j 0.000237966+0.0352525j -0.0269754-0.00367015j 0.0394086+0.0507333j -0.0156482-0.0240507j 
-0.06402+0.124759j 0.113416+0.019848j -0.123606+0.0240267j -0.049911+0.0144234j 0.0584759+0.0405815j -0.0116014-0.0346589j -0.0079558-0.0695543j -0.0141772+0.000829243j -0.0963196-0.00468844j 0.00282309-0.0106397j -0.0763922+0.0477771j 0.0366099-0.0714939j -0.128376+0.0744613j 0.0622743-0.0427447j -0.0579004+0.0446347j -0.0197507-0.00311661j 0.0430017-0.0242212j -0.0512541-0.108868j 0.0018654+0.00419648j -0.0656576-0.00841276j -0.0190761+0.0010859j 0.0177555-0.00631304j -0.06085-0.041371j 0.00718257-0.0105773j 0.00769116+0.0288721j 0.000305042-0.0116478j 0.0320589+0.0279375j -0.052955-0.00213163j 0.00971188+0.0290736j -0.0186299+0.0127641j -0.0531355+0.00867889j 0.00379427+0.00911605j -0.0130605-0.0101042j -0.0456956-0.020615j -0.0105196+0.00751727j -0.0502615-0.0489944j 0.0115377-0.00350392j 0.00808628-0.0218126j -0.0254555-0.0146615j 0.0217005-0.0500241j 0.0164152-0.0076606j 0.0348502+0.0079766j 0.00611379-0.0106681j 0.026616-0.0202617j 0.0308941-0.0273107j 0.00910562+0.0100213j -0.0136836+0.0201256j 0.0175473+0.011923j 0.0253448-0.00202581j -0.0157102+0.0122739j -0.00591331-0.00957722j 0.0276888+0.0211795j 
