0.413586-0j -0.00123336-0j 6.07115e-07-0j -8.79057e-11-0j 4.42039e-15-0j -6.85776e-19-0j -0.000100499-0j 4.08879e-08-0j -4.58572e-12-0j 1.64823e-16-0j 1.18039e-20-0j 1.09114e-09-0j -1.09738e-13-0j 2.79253e-18-0j -1.1812e-15-0j -4.13409e-20-0j -6.52629e-06-0j 1.63672e-09-0j -1.16395e-13-0j 2.42896e-18-0j 4.9295e-11-0j -3.06882e-15-0j 3.75499e-20-0j -3.00188e-17-0j 8.84734e-13-0j -3.18398e-17-0j -2.85423e-19-0j -3.4046e-07-0j 5.39999e-11-0j -2.3771e-15-0j -4.80337e-20-0j 1.29224e-12-0j -4.6505e-17-0j -2.94784e-19-0j 2.5553e-14-0j -4.42176e-19-0j 2.73814e-16-0j -1.43656e-08-0j 1.44477e-12-0j -3.67654e-17-0j 2.69353e-14-0j -4.66095e-19-0j 3.95216e-16-0j 3.88101e-18-0j -4.90597e-10-0j 3.05417e-14-0j -3.73707e-19-0j 4.22504e-16-0j 4.01723e-18-0j -1.345e-11-0j 4.84039e-16-0j 4.3391e-18-0j 
2.04947e-08-0j -3.13525e-07-0j 1.66562e-06-0j -1.5024e-06-0j 2.90493e-09-0j -4.32945e-13-0j -0.000445165-0j 0.00187669-0j 0.000113687-0j -6.26369e-08-0j 3.59664e-12-0j -0.00644624-0j 2.49281e-05-0j -5.87428e-09-0j 1.35186e-06-0j -1.55249e-10-0j 0.00412011-0j -0.00643692-0j 1.76013e-05-0j -3.38661e-09-0j 0.281218-0j -0.000268364-0j 2.17924e-08-0j -1.45307e-05-0j -0.000268162-0j 8.93674e-08-0j -3.32016e-07-0j 9.06763e-05-0j 7.76832e-06-0j -5.24194e-09-0j 3.47559e-13-0j -0.000146348-0j 4.87717e-08-0j 1.49125e-09-0j -1.29666e-05-0j 1.48909e-09-0j 1.6663e-09-0j -0.000245522-0j 9.49449e-07-0j -2.23737e-10-0j -1.02361e-05-0j 1.17553e-09-0j -5.53441e-07-0j 5.67982e-11-0j -7.05762e-05-0j 6.73502e-08-0j -5.46916e-12-0j -4.43097e-07-0j -1.35286e-08-0j -8.83889e-06-0j 2.94564e-09-0j -1.09436e-08-0j 
2.65267e-12-0j 8.70639e-09-0j -2.34299e-07-0j 2.00828e-06-0j -3.10832e-06-0j 3.59307e-09-0j -1.62374e-07-0j -0.000266039-0j 0.00219586-0j 0.000154774-0j -3.98738e-08-0j -2.49281e-05-0j -0.00662496-0j 1.94499e-05-0j 9.66366e-06-0j 4.2749e-07-0j 2.51864e-06-0j 0.00285152-0j -0.00939639-0j 1.68441e-05-0j -0.0236048-0j 0.21976-0j -0.000120538-0j -0.00020908-0j -0.000622123-0j -0.000147306-0j -7.98066e-06-0j 1.1221e-07-0j 7.46966e-05-0j 8.62262e-06-0j -2.8878e-09-0j -0.00033952-0j -8.03912e-05-0j 3.58452e-08-0j -9.26904e-05-0j -4.10033e-06-0j 2.39761e-08-0j -9.49449e-07-0j -0.000252329-0j 7.408e-07-0j -7.3172e-05-0j -3.2369e-06-0j -7.96336e-06-0j 1.36526e-09-0j 5.92401e-06-0j -5.51524e-05-0j 3.02509e-08-0j -6.37564e-06-0j -3.25188e-07-0j -2.05058e-05-0j -4.85535e-06-0j -2.6305e-07-0j 
8.2541e-17-0j 8.75723e-13-0j 2.50385e-09-0j -1.08742e-07-0j 1.56921e-06-0j -5.08069e-06-0j -1.08517e-11-0j -7.52734e-08-0j -0.000118971-0j 0.00192678-0j 0.00012822-0j -5.87428e-09-0j -1.94499e-05-0j -0.00680394-0j -5.23566e-07-0j 7.99416e-06-0j 2.35991e-10-0j 1.34978e-06-0j 0.00156632-0j -0.0118711-0j -1.12132e-05-0j -0.0239166-0j 0.127985-0j -0.00064128-0j -9.09262e-07-0j -0.000907563-0j -7.42959e-05-0j 1.58054e-11-0j 7.1277e-08-0j 5.32816e-05-0j 6.1773e-06-0j -4.96224e-07-0j -0.000495297-0j 3.33701e-07-0j 5.02186e-06-0j -7.66772e-05-0j 7.35384e-08-0j -2.23737e-10-0j -7.408e-07-0j -0.000259146-0j 3.96438e-06-0j -6.05308e-05-0j -2.44248e-05-0j 1.27099e-08-0j 2.81412e-09-0j 6.00227e-06-0j -3.21198e-05-0j -1.95551e-05-0j -3.02733e-06-0j -2.99702e-08-0j -2.99142e-05-0j -2.44887e-06-0j 
-3.88655e-14-0j 1.43281e-12-0j -2.6915e-11-0j 2.57007e-10-0j -9.18597e-10-0j -3.14764e-11-0j 7.16785e-09-0j -1.54141e-07-0j 1.27754e-06-0j -2.23571e-06-0j 1.31809e-09-0j -0.000189484-0j 0.00135451-0j 7.33856e-05-0j -0.00830743-0j 9.79552e-06-0j -6.65774e-08-0j 1.10113e-06-0j -5.56588e-06-0j -2.46217e-07-0j 0.00316014-0j -0.00957874-0j 7.98646e-06-0j 0.181528-0j 8.47982e-05-0j 6.49728e-06-0j -0.000121677-0j -3.71307e-09-0j 4.35213e-08-0j -9.32801e-08-0j 6.35023e-11-0j 9.28247e-05-0j 7.11227e-06-0j -4.68183e-05-0j -0.00023074-0j 2.72071e-07-0j 1.21145e-07-0j 4.20002e-08-0j -3.00235e-07-0j -1.62664e-08-0j -0.00036536-0j 4.30806e-07-0j -4.02368e-05-0j 1.03776e-08-0j -3.95397e-07-0j 1.19849e-06-0j -9.99267e-10-0j -6.46159e-05-0j -2.47181e-06-0j 2.79503e-06-0j 2.14157e-07-0j -4.01058e-06-0j 
-8.07299e-19-0j -5.2133e-15-0j 3.37715e-13-0j -1.02023e-11-0j 1.63607e-10-0j -1.20464e-09-0j 2.92894e-13-0j 1.34954e-09-0j -5.6431e-08-0j 9.11241e-07-0j -4.62101e-06-0j -2.17605e-08-0j -5.99191e-05-0j 0.0011205-0j -9.79552e-06-0j -0.00852951-0j -3.63033e-12-0j -1.44861e-08-0j 4.94583e-07-0j -5.64728e-06-0j 6.06615e-07-0j 0.00129386-0j -0.0139692-0j -0.012045-0j 3.27457e-08-0j 4.93869e-05-0j -0.000924885-0j -2.83781e-13-0j -9.57029e-10-0j 2.53097e-08-0j -1.6685e-07-0j 3.58452e-08-0j 5.40615e-05-0j -0.000355874-0j -2.72071e-07-0j -0.000236908-0j -8.03842e-09-0j 4.82335e-12-0j 1.32814e-08-0j -2.48366e-07-0j -4.30806e-07-0j -0.000375127-0j 2.66986e-06-0j 7.88816e-08-0j -7.58998e-11-0j -1.61887e-07-0j 1.74783e-06-0j 4.2875e-06-0j -1.87886e-05-0j 1.07933e-09-0j 1.62784e-06-0j -3.04851e-05-0j 
-5.29394e-10-0j 1.13616e-08-0j -1.01189e-07-0j 2.85655e-07-0j 1.19886e-08-0j -3.60186e-12-0j -1.17251e-07-0j 1.00121e-06-0j -1.32488e-06-0j 2.26325e-09-0j -2.17224e-13-0j -3.54574e-06-0j -2.97621e-07-0j 1.41381e-10-0j -1.62194e-08-0j 3.11346e-12-0j -0.000501693-0j 0.00245306-0j 0.000145596-0j -5.64718e-08-0j -0.00656875-0j 1.94356e-05-0j -2.63809e-09-0j 7.00966e-07-0j 0.25411-0j -0.000170712-0j -4.60427e-06-0j -8.33672e-06-0j 1.56014e-05-0j -3.2641e-08-0j 3.61751e-12-0j 3.50469e-06-0j -2.35446e-09-0j -4.49029e-11-0j -0.000161834-0j 3.10653e-08-0j 1.38627e-08-0j 4.66818e-05-0j 3.91837e-06-0j -1.86137e-09-0j 3.6986e-07-0j -7.09977e-11-0j -9.22864e-06-0j 5.91174e-10-0j -0.000141741-0j 4.19382e-07-0j -5.69248e-11-0j 2.13906e-08-0j -2.82233e-07-0j -3.6478e-05-0j 2.4506e-08-0j 6.60953e-10-0j 
-4.1223e-14-0j -1.74093e-10-0j 6.56913e-09-0j -9.42279e-08-0j 4.49378e-07-0j 1.92562e-08-0j -2.19942e-11-0j -5.41819e-08-0j 9.02049e-07-0j -2.37133e-06-0j 1.86541e-09-0j -3.38366e-09-0j -2.77085e-06-0j -3.01553e-07-0j -4.91629e-08-0j -6.64072e-09-0j -1.41539e-07-0j -0.000268166-0j 0.00272283-0j 0.000180936-0j -1.94356e-05-0j -0.00674864-0j 1.13027e-05-0j 6.49728e-06-0j -0.0206516-0j 0.181265-0j -8.57269e-05-0j -3.9383e-09-0j -5.28804e-06-0j 2.27668e-05-0j -2.32822e-08-0j -2.84828e-07-0j 2.50002e-06-0j -8.36046e-10-0j -0.000490536-0j -6.62595e-05-0j 1.28494e-07-0j 4.4548e-08-0j 3.64799e-05-0j 3.97013e-06-0j 1.12109e-06-0j 1.51432e-07-0j -8.55406e-05-0j 1.10071e-08-0j -4.19382e-07-0j -0.000145622-0j 2.43891e-07-0j 1.98271e-07-0j -5.25489e-06-0j 2.96458e-06-0j -2.6021e-05-0j 1.23063e-08-0j 
-6.05475e-19-0j -7.85408e-15-0j -2.88882e-11-0j 1.7582e-09-0j -4.23845e-08-0j 4.16524e-07-0j -6.35497e-16-0j -5.88181e-12-0j -1.39646e-08-0j 4.54301e-07-0j -3.46324e-06-0j -2.7477e-13-0j -1.5198e-09-0j -1.61369e-06-0j -4.09906e-11-0j -7.16971e-08-0j -5.45733e-12-0j -4.37429e-08-0j -8.47971e-05-0j 0.00195065-0j -2.63809e-09-0j -1.13027e-05-0j -0.00692878-0j -3.04846e-07-0j -5.63906e-06-0j -0.0170838-0j -0.000460768-0j -2.12836e-13-0j -1.44181e-09-0j -2.165e-06-0j 2.87538e-05-0j -7.77741e-11-0j -2.35621e-07-0j -4.49361e-09-0j -4.08994e-07-0j -0.000715377-0j -6.02882e-09-0j 3.61751e-12-0j 2.00091e-08-0j 2.12452e-05-0j 9.34728e-10-0j 1.63495e-06-0j 4.01349e-06-0j 5.91612e-08-0j -5.69248e-11-0j -2.43891e-07-0j -0.00014951-0j -9.30267e-09-0j -2.82442e-05-0j 8.09499e-10-0j 2.45242e-06-0j 6.61442e-08-0j 
6.27408e-16-0j -2.89274e-14-0j 7.25174e-13-0j -1.04067e-11-0j 7.487e-11-0j -1.45236e-10-0j -8.24855e-11-0j 2.48648e-09-0j -3.44568e-08-0j 1.84395e-07-0j 6.11764e-09-0j -4.46514e-08-0j 6.42481e-07-0j -1.97059e-06-0j -3.97971e-06-0j -2.64068e-07-0j 3.59541e-09-0j -8.93674e-08-0j 9.09262e-07-0j -2.27708e-06-0j -0.000170837-0j 0.00158349-0j 7.42959e-05-0j -0.00977014-0j 0.00158694-0j -0.00688352-0j 0.129669-0j 1.2014e-10-0j -2.35446e-09-0j 1.54316e-08-0j 5.91174e-10-0j -3.77188e-06-0j 1.63609e-05-0j 2.53652e-06-0j 7.65099e-05-0j 5.0767e-06-0j 5.58978e-07-0j -1.70067e-09-0j 2.44705e-08-0j -7.50549e-08-0j 3.01339e-05-0j 1.99949e-06-0j -0.000372121-0j 9.66098e-08-0j 2.13906e-08-0j -1.98271e-07-0j -9.30267e-09-0j -0.000148641-0j -4.61225e-05-0j -2.27808e-07-0j 9.88143e-07-0j -1.86143e-05-0j 
-3.75777e-18-0j 2.11832e-16-0j -6.83139e-15-0j 1.37385e-13-0j -1.65116e-12-0j 9.72176e-12-0j -3.94411e-15-0j 1.58638e-13-0j -3.30232e-12-0j 3.54989e-11-0j -1.34916e-10-0j -1.70531e-12-0j 4.09906e-11-0j -3.81601e-10-0j -2.54401e-10-0j 1.93374e-09-0j -5.08417e-11-0j 1.77096e-09-0j -3.01006e-08-0j 2.288e-07-0j -2.4577e-08-0j 4.576e-07-0j -2.45952e-06-0j -2.84001e-06-0j -0.000105451-0j 0.00138833-0j -0.00861643-0j -1.32093e-12-0j 3.88871e-11-0j -5.11972e-10-0j 2.24681e-09-0j -4.82692e-10-0j 6.35493e-09-0j -2.78889e-08-0j -3.81028e-06-0j 2.89626e-05-0j -3.74168e-08-0j 2.24514e-11-0j -5.39666e-10-0j 5.02401e-09-0j 5.80123e-09-0j -4.40961e-08-0j 3.73905e-05-0j 3.67174e-07-0j -3.53294e-10-0j 6.57798e-09-0j -3.53556e-08-0j -5.77354e-08-0j -0.000263129-0j 5.02401e-09-0j -6.61442e-08-0j 4.10513e-07-0j 
6.37829e-05-0j -0.000385876-0j 0.000317525-0j -1.05343e-06-0j 3.21983e-10-0j -1.90806e-14-0j 0.00156387-0j 0.000137294-0j -1.47796e-07-0j 2.40735e-11-0j -6.56339e-16-0j 1.30759e-05-0j -7.99334e-09-0j 7.48957e-13-0j -1.72521e-10-0j 9.40724e-15-0j -0.00341329-0j 1.96138e-05-0j -8.47822e-09-0j 6.48616e-13-0j 1.58876e-06-0j -4.48224e-10-0j 1.72822e-14-0j -8.05104e-12-0j 6.44444e-08-0j -8.53942e-12-0j -1.31365e-13-0j 0.329115-0j -0.000501041-0j 9.99529e-08-0j -3.14669e-12-0j -2.70981e-05-0j 3.59073e-09-0j 3.90588e-11-0j -1.07446e-06-0j 5.85882e-11-0j -4.23567e-08-0j -0.000172152-0j 1.05237e-07-0j -9.86048e-12-0j 3.93409e-09-0j -2.14518e-13-0j 1.05997e-10-0j -5.14233e-10-0j -1.58117e-05-0j 4.46084e-09-0j -1.71997e-13-0j 1.13315e-10-0j 1.84891e-12-0j -9.79705e-07-0j 1.29819e-10-0j 1.99705e-12-0j 
2.24508e-08-0j 3.93441e-05-0j -0.00041986-0j 0.000568895-0j -1.4677e-06-0j 2.73547e-10-0j 2.82971e-06-0j 0.00136656-0j 0.000166291-0j -1.37629e-07-0j 1.05446e-11-0j 2.04287e-05-0j 9.04977e-06-0j -4.28376e-09-0j -2.85335e-09-0j -3.75378e-11-0j -1.96138e-05-0j -0.00351032-0j 1.92813e-05-0j -5.57283e-09-0j 7.76832e-06-0j 8.49226e-07-0j -1.38525e-10-0j -2.00117e-10-0j 6.3691e-07-0j 2.43151e-08-0j -4.57583e-12-0j -0.0285963-0j 0.280646-0j -0.000380404-0j 3.7888e-08-0j -0.000267813-0j -1.02242e-05-0j 1.36053e-09-0j -1.77706e-05-0j -2.33785e-07-0j -1.05282e-06-0j -0.000268956-0j -0.000119146-0j 5.63984e-08-0j 6.50664e-08-0j 8.55993e-10-0j 2.63466e-09-0j -1.79122e-08-0j -7.73124e-05-0j -8.45173e-06-0j 1.37863e-09-0j 2.81657e-09-0j 6.44031e-11-0j -9.68252e-06-0j -3.69646e-07-0j 6.95633e-11-0j 
2.05475e-12-0j 1.35468e-08-0j 2.06993e-05-0j -0.000357442-0j 0.000831655-0j -1.28311e-06-0j 7.29833e-10-0j 2.402e-06-0j 0.00112569-0j 0.000159849-0j -6.19065e-08-0j 5.58607e-08-0j 2.9821e-05-0j 4.971e-06-0j -1.44228e-08-0j -1.28161e-09-0j -8.47822e-09-0j -1.92813e-05-0j -0.00360751-0j 1.30284e-05-0j -4.61073e-07-0j 8.62262e-06-0j 2.68535e-07-0j -2.03607e-09-0j 1.04482e-06-0j 4.96944e-07-0j -7.77741e-11-0j -2.50226e-05-0j -0.0334598-0j 0.219305-0j -0.00014797-0j -0.000439335-0j -0.000208959-0j 2.31246e-08-0j -8.98251e-05-0j -7.98184e-06-0j -1.07118e-05-0j -7.3544e-07-0j -0.000392612-0j -6.54462e-05-0j 3.28891e-07-0j 2.92252e-08-0j 2.68061e-08-0j -3.0445e-07-0j 4.58872e-06-0j -8.58146e-05-0j -2.67253e-06-0j 2.8657e-08-0j 1.09464e-09-0j -1.58837e-05-0j -7.55471e-06-0j 1.18235e-09-0j 
5.22035e-17-0j 8.31987e-13-0j 4.79243e-09-0j 7.80931e-06-0j -0.000227711-0j 0.00110912-0j 3.98252e-14-0j 4.14975e-10-0j 1.32135e-06-0j 0.000802934-0j 0.000107967-0j 1.0748e-11-0j 5.34576e-08-0j 3.76748e-05-0j 6.38019e-10-0j -1.46337e-08-0j -6.48616e-13-0j -5.57283e-09-0j -1.30284e-05-0j -0.00370483-0j -1.78834e-10-0j -5.72985e-07-0j 6.1773e-06-0j -5.09897e-09-0j 1.24683e-09-0j 1.86946e-06-0j -5.91174e-10-0j -2.8778e-09-0j -1.9495e-05-0j -0.0293596-0j 0.127714-0j -5.2428e-07-0j -0.000786087-0j 1.75774e-07-0j 3.97358e-06-0j -9.11388e-05-0j -2.68258e-05-0j -1.41504e-10-0j -7.03802e-07-0j -0.000496012-0j -1.45491e-08-0j 3.33701e-07-0j 6.71311e-08-0j -2.31417e-06-0j 1.77981e-09-0j 5.7025e-06-0j -6.14781e-05-0j 7.17662e-08-0j 8.32056e-09-0j -1.89548e-08-0j -2.84202e-05-0j 8.98723e-09-0j 
-7.7323e-10-0j 1.65947e-08-0j -1.47796e-07-0j 4.17226e-07-0j 1.75105e-08-0j -5.26085e-12-0j 2.95131e-05-0j -0.000252013-0j 0.000333484-0j -5.69679e-07-0j 5.46773e-11-0j 0.00179017-0j 0.000150263-0j -7.13802e-08-0j 1.22951e-05-0j -2.36015e-09-0j 1.58876e-06-0j -7.76832e-06-0j -4.61073e-07-0j 1.78834e-10-0j -0.00358485-0j 1.06069e-05-0j -1.43972e-09-0j 7.67315e-07-0j 3.50469e-06-0j -2.35446e-09-0j 1.09436e-08-0j 0.0035055-0j -0.0065602-0j 1.37252e-05-0j -1.52112e-09-0j 0.253965-0j -0.000170614-0j -6.52659e-06-0j -0.000147541-0j 2.83217e-08-0j -1.16785e-05-0j 6.81831e-05-0j 5.72314e-06-0j -2.7187e-09-0j -9.30971e-05-0j 1.78708e-08-0j 2.92252e-08-0j -2.48582e-07-0j -0.000207025-0j 6.12547e-07-0j -8.3144e-11-0j -5.38421e-06-0j 8.93771e-10-0j -5.32795e-05-0j 3.57934e-08-0j -1.66368e-07-0j 
-6.02101e-14-0j -2.54279e-10-0j 9.59483e-09-0j -1.37629e-07-0j 6.56358e-07-0j 2.81254e-08-0j 5.53613e-09-0j 1.36381e-05-0j -0.000227054-0j 0.000596884-0j -4.69541e-07-0j 1.70834e-06-0j 0.00139894-0j 0.000152248-0j 3.72679e-05-0j 5.03398e-06-0j 4.48224e-10-0j 8.49226e-07-0j -8.62262e-06-0j -5.72985e-07-0j -1.06069e-05-0j -0.00368302-0j 6.16839e-06-0j 7.11227e-06-0j -2.84828e-07-0j 2.50002e-06-0j 2.03758e-07-0j 1.65601e-06-0j 0.00222356-0j -0.0095732-0j 9.78988e-06-0j -0.0206398-0j 0.181162-0j -0.000121518-0j -0.000447214-0j -6.04077e-05-0j -0.000108248-0j 6.50664e-08-0j 5.32823e-05-0j 5.79874e-06-0j -0.000282188-0j -3.81167e-05-0j 2.70889e-07-0j -4.62835e-06-0j -6.12547e-07-0j -0.000212695-0j 3.56225e-07-0j -4.99065e-05-0j 1.66411e-08-0j 4.33005e-06-0j -3.80061e-05-0j -3.0976e-06-0j 
-8.84352e-19-0j -1.14716e-14-0j -4.21939e-11-0j 2.56801e-09-0j -6.19065e-08-0j 6.08373e-07-0j 1.5996e-13-0j 1.4805e-09-0j 3.51503e-06-0j -0.000114352-0j 0.000871729-0j 1.38725e-10-0j 7.67315e-07-0j 0.000814719-0j 3.10728e-08-0j 5.43499e-05-0j 1.72822e-14-0j 1.38525e-10-0j 2.68535e-07-0j -6.1773e-06-0j -1.43972e-09-0j -6.16839e-06-0j -0.00378134-0j -3.33701e-07-0j -7.77741e-11-0j -2.35621e-07-0j 1.09517e-06-0j 8.94949e-11-0j 6.06264e-07-0j 0.000910356-0j -0.0120906-0j -5.63584e-06-0j -0.0170741-0j -0.000653142-0j -3.72873e-07-0j -0.000652197-0j 5.0789e-06-0j 5.28371e-12-0j 2.92252e-08-0j 3.10307e-05-0j -2.35279e-07-0j -0.000411531-0j -1.27099e-08-0j -2.48766e-05-0j -8.3144e-11-0j -3.56225e-07-0j -0.000218373-0j 2.34156e-06-0j 8.94433e-08-0j 1.18235e-09-0j 3.58199e-06-0j -1.66491e-05-0j 
6.47984e-16-0j -2.98761e-14-0j 7.48957e-13-0j -1.0748e-11-0j 7.73254e-11-0j -1.49999e-10-0j -1.70876e-10-0j 5.15094e-09-0j -7.13802e-08-0j 3.8199e-07-0j 1.26732e-08-0j 7.92416e-06-0j -0.000114019-0j 0.000349714-0j 0.0014194-0j 9.4182e-05-0j -8.05104e-12-0j 2.00117e-10-0j -2.03607e-09-0j 5.09897e-09-0j 7.67315e-07-0j -7.11227e-06-0j -3.33701e-07-0j -0.00375932-0j 1.54765e-08-0j -6.71311e-08-0j 2.53652e-06-0j -3.57211e-08-0j 7.00054e-07-0j -4.58829e-06-0j -1.75774e-07-0j 0.0022495-0j -0.00975743-0j 0.129593-0j 4.93227e-05-0j 3.27273e-06-0j -0.00033298-0j -1.75644e-09-0j 2.52731e-08-0j -7.75163e-08-0j 6.24249e-05-0j 4.14211e-06-0j 8.33275e-07-0j -2.8725e-05-0j 2.20921e-08-0j -2.04773e-07-0j -9.60775e-09-0j -0.000307923-0j 1.0328e-07-0j -2.35279e-07-0j 1.02055e-06-0j -3.8561e-05-0j 
2.20879e-11-0j -6.32839e-10-0j 8.47822e-09-0j -4.83768e-08-0j 5.61159e-08-0j -5.18715e-11-0j 7.84547e-09-0j -1.1221e-07-0j 4.61073e-07-0j 2.16342e-08-0j -4.17714e-12-0j 6.00485e-07-0j -1.39309e-06-0j 2.03607e-09-0j -1.55041e-07-0j 5.98705e-11-0j 2.09719e-05-0j -0.000207267-0j 0.000340012-0j -4.05753e-07-0j 0.00114052-0j 9.26904e-05-0j -2.53097e-08-0j 5.03647e-06-0j -0.00518021-0j 1.07072e-05-0j 3.85603e-07-0j -0.000268984-0j 0.00156308-0j 8.98251e-05-0j -2.00265e-08-0j -0.00472271-0j 9.76156e-06-0j 2.48582e-07-0j 0.222193-0j -8.58022e-05-0j -0.000115149-0j -7.90575e-06-0j 1.83409e-05-0j -2.68061e-08-0j 3.53547e-06-0j -1.36526e-09-0j -6.63082e-05-0j -3.27273e-06-0j 4.93273e-05-0j 4.00884e-06-0j -1.09464e-09-0j 3.08053e-07-0j -2.70773e-06-0j -0.000170745-0j 3.52919e-07-0j 1.27099e-08-0j 
9.71976e-16-0j 5.13371e-12-0j -2.58515e-10-0j 5.57283e-09-0j -5.34963e-08-0j 1.29774e-07-0j 7.41505e-13-0j 2.56057e-09-0j -7.1277e-08-0j 5.72985e-07-0j 2.53647e-08-0j 2.00117e-10-0j 3.29856e-07-0j -2.03227e-06-0j 1.18793e-08-0j -9.02964e-08-0j 2.77895e-09-0j 7.91277e-06-0j -0.000161718-0j 0.000608372-0j 7.66205e-07-0j 0.000813571-0j 7.66772e-05-0j 2.18462e-05-0j -1.07072e-05-0j -0.00532037-0j 5.0767e-06-0j -5.35817e-08-0j -0.000120293-0j 0.00158373-0j 9.11388e-05-0j -9.76156e-06-0j -0.00485049-0j 3.27273e-06-0j -0.0170245-0j 0.129406-0j -0.00049947-0j -2.63466e-09-0j -4.34276e-06-0j 2.67561e-05-0j -2.70889e-07-0j 2.05907e-06-0j -0.000287619-0j -4.30875e-05-0j 3.31382e-08-0j 3.51868e-05-0j 3.31628e-06-0j 1.33621e-06-0j -3.56489e-05-0j -3.52919e-07-0j -0.000175364-0j 1.67333e-07-0j 
-9.5065e-18-0j 5.35898e-16-0j -1.72822e-14-0j 3.47559e-13-0j -4.17714e-12-0j 2.45943e-11-0j 1.71952e-12-0j -6.91619e-11-0j 1.43972e-09-0j -1.54765e-08-0j 5.88199e-08-0j 1.49125e-09-0j -3.58452e-08-0j 3.33701e-07-0j 3.34023e-07-0j -2.53896e-06-0j -4.27496e-11-0j 1.48909e-09-0j -2.53097e-08-0j 1.92384e-07-0j 3.56132e-06-0j -6.63082e-05-0j 0.000356396-0j 0.000825449-0j 3.85603e-07-0j -5.0767e-06-0j -0.00542982-0j 9.62042e-10-0j -2.83217e-08-0j 3.72873e-07-0j -1.63637e-06-0j -6.05834e-05-0j 0.000797618-0j -0.00702107-0j 0.000922346-0j -0.00701091-0j 5.45966e-05-0j 5.67982e-11-0j -1.36526e-09-0j 1.27099e-08-0j -2.52918e-06-0j 1.92247e-05-0j 3.14394e-05-0j -0.000267415-0j -8.93771e-10-0j 1.66411e-08-0j -8.94433e-08-0j 2.51711e-05-0j -0.000221249-0j 1.27099e-08-0j -1.67333e-07-0j -0.000178972-0j 
-3.54508e-13-0j 1.30692e-11-0j -2.45502e-10-0j 2.34427e-09-0j -8.37889e-09-0j -2.87109e-10-0j -1.89144e-10-0j 4.06746e-09-0j -3.37115e-08-0j 5.89955e-08-0j -3.47816e-11-0j -2.90986e-08-0j 2.08009e-07-0j 1.12697e-08-0j -4.22788e-07-0j 4.98522e-10-0j 2.63907e-09-0j -4.36479e-08-0j 2.20627e-07-0j 9.75982e-09-0j 3.62388e-07-0j -1.09844e-06-0j 9.15843e-10-0j -1.21145e-07-0j -1.67702e-06-0j -1.28494e-07-0j -6.96148e-09-0j 1.95345e-05-0j -0.000228967-0j 0.000490749-0j -3.34087e-07-0j 0.00141278-0j 0.000108248-0j 4.14691e-06-0j -0.00527539-0j 6.22036e-06-0j 0.183166-0j 3.83101e-07-0j -2.73856e-06-0j -1.48372e-07-0j 9.64106e-06-0j -1.1368e-08-0j 1.59495e-06-0j -5.45966e-05-0j -3.60658e-06-0j 1.09319e-05-0j -9.11471e-09-0j 1.70508e-06-0j 9.79802e-08-0j 2.54946e-05-0j 1.95341e-06-0j 1.05831e-07-0j 
-7.3637e-18-0j -4.75526e-14-0j 3.08044e-12-0j -9.30597e-11-0j 1.49233e-09-0j -1.0988e-08-0j -7.72884e-15-0j -3.56115e-11-0j 1.48909e-09-0j -2.40457e-08-0j 1.21938e-07-0j -3.34171e-12-0j -9.20165e-09-0j 1.72073e-07-0j -4.98522e-10-0j -4.34091e-07-0j 1.43903e-13-0j 5.74217e-10-0j -1.96048e-08-0j 2.23853e-07-0j 6.95633e-11-0j 1.48372e-07-0j -1.60191e-06-0j 8.03842e-09-0j -6.47599e-10-0j -9.76705e-07-0j -5.29154e-08-0j 1.49298e-09-0j 5.03495e-06-0j -0.000133155-0j 0.000877804-0j 5.45562e-07-0j 0.000822813-0j 3.15213e-05-0j -6.22036e-06-0j -0.00541642-0j -0.0121537-0j 4.39957e-11-0j 1.21145e-07-0j -2.26545e-06-0j 1.1368e-08-0j 9.8988e-06-0j -1.05831e-07-0j -0.000414998-0j -6.92312e-10-0j -1.47664e-06-0j 1.59427e-05-0j -1.13138e-07-0j 7.44764e-07-0j 9.84502e-09-0j 1.48482e-05-0j 8.04437e-07-0j 
-4.08166e-06-0j 4.14713e-05-0j -0.00010854-0j -5.44493e-06-0j 3.36899e-09-0j -3.00127e-13-0j -0.000255137-0j 0.000340933-0j -1.1561e-06-0j 3.15316e-10-0j -1.20494e-14-0j 6.75861e-05-0j -8.36363e-08-0j 1.17807e-11-0j -2.2597e-09-0j 1.72703e-13-0j 0.00116677-0j 0.000101379-0j -8.87097e-08-0j 1.02023e-11-0j 1.24277e-05-0j -5.87087e-09-0j 3.17277e-13-0j -1.26638e-10-0j 6.74298e-07-0j -1.3432e-10-0j -2.41167e-12-0j -0.00283884-0j 1.36138e-05-0j -4.54756e-09-0j 2.00663e-13-0j 9.84875e-07-0j -1.96187e-10-0j -2.49076e-12-0j 4.88848e-08-0j -3.73615e-12-0j 1.15512e-09-0j 0.307578-0j -0.000380622-0j 5.36127e-08-0j -1.78119e-05-0j 1.36132e-09-0j -5.7632e-07-0j -1.13353e-08-0j -0.000123683-0j 5.84285e-08-0j -3.15762e-12-0j 1.78239e-09-0j 3.39434e-11-0j -1.02509e-05-0j 2.04198e-09-0j 3.66631e-11-0j 
