0.000201772+0.00237498j 0.0333224-0.00252747j 0.0435937-0.00165074j 0.0153669-0.00466832j -0.0102543-0.00454718j 0.000526479-0.0054674j -0.0218402+0.00404785j -0.0454634+0.00426257j -0.0120251-0.00865633j -0.0194277-0.0096789j -0.00222556+0.00939963j 0.015483+0.00857837j 0.0345055-0.0101696j 0.0179076+0.01375j 0.0174692+0.000841684j 0.0218307+0.00421755j -0.0471895-0.00527655j -0.0537831+0.00431845j -0.0334009+0.00191167j -0.0934589+0.00982064j 0.00886372+0.0257456j 0.0884521-0.0164404j 0.0919091+0.00794868j 0.104411-0.0130832j 0.00443012-0.0495647j 0.0329665-0.00678348j 0.0357768-0.0148395j -0.0173443+0.0132584j -0.0339544+0.00896444j 0.0217814-0.00613818j -0.0380566+0.00139119j -0.0166277-0.0113739j 0.00740333-0.025332j 0.0176246-0.0058869j 0.0461066+0.0128776j 0.0039517+0.00611585j -0.0333281-0.00110123j 0.000807464-0.00339532j 0.061458-0.0148719j 0.0119957-0.0139609j -0.0183833+0.00972798j 0.00515887-0.0044392j -0.00913968+0.00824752j -0.00757498-0.0124659j 0.0106376+0.00992282j 0.0199412+0.000115147j 0.00243223-0.00395182j -0.0420663+0.0254993j 0.0144565-0.00071842j 0.0229199-0.0138517j -0.0586717-0.00689834j 0.00370257-0.00721627j 0.00337176+0.00109018j -0.0104307-0.00612491j -0.042369-0.00259901j 0.0367999-0.0193608j 0.0358835+0.00639747j 0.079019-0.0154008j -0.0445934+0.0440805j 0.0397746-0.0375121j 0.0862549-0.0281556j 0.0860993-0.0178481j 0.306146+0.0509982j -0.101979+0.00774675j -0.124014+0.046242j -0.0618513+0.0198935j -0.118994+0.0197375j 0.0272941+6.39517e-05j -0.0495345+0.0169599j 0.141454-0.0711333j 0.0372179-0.0174419j -0.0237073-0.0157016j 0.0369149-0.00582718j -0.00329492-0.00833556j -0.00741389-4.73605e-05j 0.0284201+0.0153903j 0.017956+0.00117262j 0.050666+0.00939402j 0.058304+0.00250511j -0.00122298-0.0102738j 0.00847592-0.00755292j 0.0266941+0.0131018j 0.0110314-0.00394552j -0.017405+0.0106796j -0.0261879+0.00276599j -0.00737367+0.0185983j -0.037173-0.0101823j -0.0347356+0.0103449j -0.0205998+0.0125451j -0.0706364+0.00404765j 0.0197878+0.0110731j 0.349233-0.00111674j 
-0.0156902-0.00297734j 0.00646964-0.000319667j 0.0397131+0.0137882j -0.0166028-0.00815967j -0.028398+0.0115211j 0.0145078-0.00503665j 0.0202007+0.0126702j 0.0148267-0.00216854j -0.00145843+0.00559654j -0.0366312-0.0342538j 0.0240988-0.000284579j 0.0478172+0.038405j -0.0475916-0.0252881j -0.021711-0.00493871j -0.0143505-0.00798395j 0.142713+0.042279j -0.0508038-0.00467158j 0.000723506+0.0127207j 0.0210598+0.00138306j -0.0118722-0.0154498j 0.0271938-0.00805031j 0.0627923+0.0015344j -0.107295-0.0066409j -0.0190552+0.0152001j -0.0184617+0.00278174j 0.10577+0.0247412j 0.0455465+0.0306966j 0.0232489+0.0323619j 0.0177223-0.0328754j -0.0212249+0.00751483j -0.000527965-0.0634544j -0.0953901-0.0220255j -0.00982222+0.0246313j -0.12328-0.0266739j 0.00995307+0.00471096j -0.0130737+0.0103464j 0.0134964+0.0213149j -0.118221-0.195851j 0.137493-0.00919879j -0.0289257-0.132864j 0.264614+0.05971j 0.00583689+0.0399521j -0.0816964+0.0212461j -0.161365-0.000729638j -0.225942-0.183082j 0.0481997-0.0117826j 0.1415+0.0719547j 0.0287219+0.0330425j 0.0318003+0.0329124j -0.0553821-0.0161078j 0.0193524+0.0384355j 0.0267208+0.0231101j -0.105632-0.051266j 0.0194345-0.0260863j 0.026354-0.00387303j 0.0390279+0.0254287j -0.0500664-0.00918557j 0.0475945+0.0139501j -0.0105793+0.0101246j -0.0290016+0.00760759j -0.0174764-0.0319694j 0.0137697+0.0603327j -0.0109862-0.0201766j 0.0146555-0.000775553j 0.0180851-0.00335287j 0.0221485+0.00411654j -0.0381074+0.00856572j -0.0633351+0.00189791j -0.0284715-0.0161821j 0.0195589-0.0119014j 0.00337226-0.0136714j -0.0149768-0.00961459j -0.0656012-0.00796125j 0.0241938+0.00153938j 0.00145428-0.00411855j -0.0815099+0.000629726j 0.0260149+0.00786868j -0.0171489+0.0023353j 0.0219495+0.0111003j 0.00972572-0.00661016j 0.0699858+0.00351151j -0.0278841+0.0147253j -0.011602-0.00504547j -0.00847937-0.00618959j 0.0175253-0.00964493j 0.00288231+0.00731634j 0.0205382+0.00247263j -0.00805424-0.00228324j 0.0210577+0.00198781j -0.00196374-0.00372316j -0.00463466-0.00198096j -0.0135811+0.00343676j 
-0.00441597-0.00621031j 0.00036305+0.00416463j 0.0149152+0.0155703j 0.00139138-0.00584316j -0.0241034+0.0142944j 0.0312552-0.00820124j 0.0128288-0.0563865j -0.015996-0.0332513j -0.0125014-0.0445897j -0.0103827+0.0311995j -0.0179752-0.00971027j -0.0533341+0.0657115j -0.0387337+0.0359341j 0.0474476-0.00997309j -0.0497382+0.0563008j 0.0436014-0.0387358j -0.0154619-0.0666001j -0.0141315-0.0164677j -0.00688021+0.0326377j 0.0312566-0.00188083j -0.000503649+0.0252908j 0.00188493+0.0325652j -0.0382634+0.0162063j -0.0301376+0.0522692j -0.0266445-0.00916311j 0.00233085+0.0558849j 0.00391696+0.0549165j -0.0296704-0.0576061j -0.019416+0.0495593j 0.0168884+0.0189729j 0.00654587+0.0140198j -0.0191786-0.0866256j 0.00767898-0.0637859j -0.00722623-0.0275415j -0.01576-0.0851011j -0.0169828+0.0746201j -0.0237957-0.02891j -0.0850112+0.0787681j 0.0625802+0.0314669j -0.0249144+0.473036j 0.0297402+0.107484j 0.0448303-0.197133j 0.0248792+0.122846j -0.135208-0.00892228j -0.0607578+0.0399228j 0.0023083+0.0263034j 0.0413969+0.0110212j -0.0741666+0.0844402j 0.00252773+0.000630898j 0.0050909-0.0386065j 0.000969866+0.0319804j -0.0073479+0.0429744j 0.0257063-0.0239059j -0.00634139+0.125961j 0.0212852-0.0335557j 0.0204433-0.0851024j -0.0287051-0.0404744j 0.0167611+0.041668j 0.00131969+0.0165732j -0.00674542+0.002564j -0.00542737+0.0224776j -0.0011953-0.0145981j 0.00134957-0.0384613j -0.00612087+0.0238435j -0.00482499+0.0497215j 0.0143481+0.00844791j -0.00888564-0.00196081j -0.0113601+0.0106599j 0.00132267-0.00555187j -0.00178983-0.0071765j 0.0062501-0.0096263j 0.0100062+0.0205247j -0.0157394-0.0234517j 0.00818891-0.00849418j 0.00284478-0.013412j -0.01644+0.0134493j 0.0304335-0.0031187j -0.0138075-0.0023446j -0.00479253-0.0124386j 0.0221777-0.00212567j 0.00218782-0.00928859j 0.0224152+0.00364305j -0.0201809-0.00453301j 0.000532317+0.00518579j -0.00111837-0.00677558j -0.00527396+0.0117983j -0.00639904+0.0167j -0.010227-0.00349191j -0.0017682+0.00339892j 0.00037903+0.00628067j 0.00140079-0.00121401j -0.00174558-0.00217185j 
-0.00170895+0.00919049j -0.00952055+0.00572552j 0.00108515-0.0447204j 0.038317-0.047604j -0.00468471+0.00465488j -0.00979788+0.0260068j -0.0197204+0.153275j 0.0185204-0.0571102j -0.015887+0.0717775j -0.0138272+0.101299j 0.00644423+0.0535189j 0.0241172+0.0205335j 0.0429796-0.0362582j 0.0242928+0.0163271j 0.0580659-0.0131434j -0.0364981-0.0434974j -0.0106733-0.00607403j 0.0325766-0.0144858j -0.00568101-0.0163734j 0.00625663-0.0186617j 0.0225846-0.114027j 0.0177035-0.0563173j 0.0153803-0.0533256j 0.0135023+0.0114623j 0.0124982-0.088668j -0.0111272-0.0704608j -0.00279438+0.000442461j 0.0246219+0.015644j 0.0383373-0.0952804j -0.0550719+0.00938422j 0.0419655-0.0677015j 0.0477131-0.118385j 0.00857178-0.0426285j -0.0304347-0.0216528j 0.0114278-0.0178401j -0.0351031-0.051242j -0.032537+0.0949794j 0.0662422-0.0751538j 0.00963308-0.165161j 0.0277197+0.193806j 0.0309902-0.000248547j 0.0184752-0.124238j 0.0507845+0.0205254j 0.0653348-0.0574495j 0.0468364-0.286256j -0.0521338-0.00794435j -0.0439319-0.102817j 0.0314703-0.0583818j -0.0264727+0.106207j 0.0284546-0.0340563j 0.0129798-0.0712124j 0.0121378-0.0509343j -0.0105515+0.079666j 0.0434658-0.114301j -0.0147049+0.114149j -0.0208412+0.0587549j 0.0249401+0.0884467j -0.0141777-0.0318019j -0.0128136-0.0340207j 0.00926231-0.0576503j 0.0110725-0.0179648j 0.0146764+0.026525j 0.00367528+0.0391558j -0.00709599-0.0364753j -0.000446012-0.0455628j -0.00900481-0.0696978j 0.0225658+0.0494338j -0.0105583-0.0780166j 0.0081146+0.0230047j 0.00180795+0.0269224j 0.00369664+0.0025109j 0.0108967+0.00959758j 0.00191332-0.033157j -0.00335162+0.05599j -0.0116938-0.0269915j 0.00299788-0.00501242j -0.0260626+0.0210893j -0.00618611+0.0323209j -0.00109176+0.0412209j -0.00604718+0.0215839j 0.00909746+0.0388186j -0.0204853+0.00511193j 0.00183967+0.0107455j -0.000349559-0.0129767j -0.0011842-0.0142865j 0.0108719+0.00735498j 0.00618877-0.0131156j -0.00422406-0.0138486j 0.00294701-0.000358675j -0.0182707-0.012043j 0.00729001+0.00245031j -0.00396557+0.00433702j 
0.00128799-0.00399247j -0.00426753+0.0240521j -0.00456892+0.00368196j -0.00347203-0.067081j 0.00666437+0.0160051j -0.0469195+0.0257284j -0.00735314-0.0229307j 0.0327129-0.0300563j -0.0145027+0.0143462j -0.0271826+0.0542999j -0.0545186+0.00495252j 0.0399037+0.102009j 0.00465401-0.0925133j -0.0551121+0.0128199j -0.0464886+8.88895e-05j 0.0183936+0.0294772j 0.0292553-0.0248573j 0.0231203-0.0447407j 0.0139757-0.00183653j -0.035651+0.00851596j -0.0162593-0.00458063j -0.00343518+0.0451345j 0.0036974-0.0558213j -0.0277513+0.0168304j -0.0155312-0.0802008j 0.00348581+0.032554j 0.0427861-0.0162372j 0.0540436-0.136879j -0.0125795+0.00355181j 0.0482038-0.0824235j -0.0352591+0.0382463j -0.0739613-0.0276945j -0.00012882-0.0545516j -0.0364791+0.0139276j 0.00397639+0.190273j -0.0011385-0.22825j 0.0463296-0.0688943j -0.0939757+0.364178j 0.0441798-0.0475866j -0.0138228-0.0890693j -0.0458031-0.00617757j -0.0211988-0.0305453j -0.0235803+0.0154774j 0.0306699+0.0531734j -0.0800219-0.120842j 0.0556835+0.0735575j 0.0784716-0.0493077j 0.0248023-0.127552j 0.0330878+0.0435513j -0.0419565+0.0655391j 0.0390208-0.0229656j 0.00215142+0.0365431j -0.0318733+0.0510013j -0.0244583+0.0809948j -0.00967482+0.0302734j 0.03728-0.0120785j -0.0104349-0.0692861j 0.0163379+0.0663921j 0.0265356-0.00685753j 0.00294111-0.0162765j -0.00415024+0.0577887j -0.000974786-0.0530051j 0.00104053-0.0196194j 0.000105143+0.029965j 0.0107317+0.0403652j 0.000676846+0.000738071j -0.000934278+0.0346061j -0.00116846-0.0446864j -0.00702441+0.00421374j -0.00167878+0.0206806j 0.00735444-0.0204662j 0.00509009-0.0145803j 0.00211688-0.0425842j -0.00786337+0.0348612j 0.00176702-0.0128675j -0.023374-0.0483423j 0.0218102+0.0133689j 0.0052228+0.0114517j 0.00413688-0.00652137j 0.00277369+0.00330446j -0.00860708+0.00167008j 0.000466898-0.0209659j 0.0148953+0.0179117j 0.000682919+0.0180679j -0.0159664+0.0165705j -0.0136806-0.00692806j 0.00597357+0.00436592j -0.0030175+0.00358146j 0.00441125-0.0107675j -0.0017571+0.00444512j -0.00173904+0.0023081j -0.000274923-0.00425732j 
-0.0169248-0.00365108j 0.0413968-0.0132623j 0.0267924-0.00196904j -0.0210692+0.0288381j 0.032925+0.0198351j -0.0983284-0.066745j -0.110917+0.0629645j 0.0271218+0.0160521j -0.0772354+0.00701118j -0.0438391-0.0458786j -0.115347-0.0337007j 0.0336316-0.0568928j -0.0431415+0.0146916j -0.133304-0.0164575j -0.119547-0.0505191j -0.00882013-0.0129076j 0.0663297+0.0553155j -0.00453487-0.0123294j 0.0502817+0.0132749j -0.0451574+0.00783572j -0.0359669-0.0800167j -0.0289683-0.0287346j -0.00424481+0.0226647j -0.0484333-0.0341446j -0.0478734-0.00728587j 0.0701218+0.0108551j 0.0341806+0.0147238j -0.0669139-0.0120165j 0.0215564+0.00215583j 0.130566+0.0657559j -0.065146-0.00568064j -0.161858-0.039547j -0.0406383+0.0169994j 0.0149237-0.004152j -0.0058075-0.107564j 0.0226786+0.0898233j 0.0647574+0.0601434j -0.0531473+0.000906884j 0.0251339-0.00267323j 0.0446714+0.0550688j -0.191711-0.104216j -0.122581-0.016393j -0.0578084+0.00762834j 0.0284294-0.0821415j 0.00390449+0.0214292j 0.189624+0.0422434j 0.123372+0.0352016j 0.00865709+0.0342522j 0.0710283+0.0883831j -0.0861625-0.139113j 0.0395657-0.00525986j -0.0214537-0.0707494j -0.00503808+0.044162j -0.0434791-0.113779j -0.00577598+0.00929793j 0.0510767+0.0482029j -0.0218444+0.0487522j 0.0303889+0.0164093j 0.0795027+0.0576291j 0.0400733+0.0386983j 0.00102943-0.0188644j -0.0335418+0.0354347j -0.0152294+0.0319596j -0.0130376-0.0378925j 0.0380798-0.0141861j 0.00144866-0.019866j -0.00424923+0.0333843j 0.0637066+0.00587897j 0.00138495+0.0215936j -0.00719796+0.00717952j 0.0309833-0.000329901j 0.0139572+0.020597j 0.0260797+0.000215548j -0.0494487-0.0148985j 0.0321012+0.0213513j -0.00823382+0.01997j 0.0248028-0.044072j 0.000488821-0.00468108j 0.000728143+0.0110466j 0.0031074-0.00564847j -0.0735369+0.0170787j 0.0277573+0.0122858j 0.0257473-0.00398951j -0.0149894-0.0165174j -0.0516189-0.0149372j -0.0282547+0.00478112j -0.00618888-0.00945432j -0.0227325-0.00788391j 0.00980237+0.00662584j -0.0057563-0.00394595j 0.0118873-0.00232897j -0.00329885-0.000429309j 
0.00433708+0.0061958j 0.00515274-0.0173521j -0.00344715+0.0163124j -0.0273103+0.0598977j 0.0437346-0.0569865j -0.0536704-0.0299609j -0.0377174+0.0797785j 0.0205007+0.0618027j 0.0452418+0.034659j 0.0347044-0.0776936j 0.00698415-0.0283314j 0.118231+0.00470471j 0.014964+0.079041j -0.0252105+0.00821664j 0.0590662+0.0701892j 0.00909529+0.0896928j -0.0146961+0.0516425j 0.0280112-0.0123447j -0.00610766-0.0106216j -0.0274097-0.006654j 0.0206375-0.0115529j 0.0476996+0.00424233j -0.000996655+0.00296307j 0.0315493-0.0563765j 0.0320576+0.059567j 0.024999-0.015392j -0.00872686+0.0108346j 0.0623894-0.0136021j 0.0118792+0.0579546j -0.0730582+0.101395j 0.00481705-0.00202289j 0.0579164+0.0128294j 0.0154363-0.0250551j -0.0511368+0.131435j 0.0588378-0.0606748j -0.0139093+0.113053j -0.0334502+0.188927j 0.0333437+0.367387j -0.0241569+0.0252203j -0.0998538-0.00228018j 0.0694423+0.152873j 0.0405182-0.026271j 0.0395734+0.0494898j 0.149008-0.043227j -0.0537462-0.000445523j -0.0178548+0.00917975j -0.0091128+0.0490912j 0.0870619+0.0993294j 0.0106909-0.0148616j -0.0142751-0.0386277j -0.00331681+0.0263263j 0.0144387+0.0142063j -0.0748239-0.0485388j 0.0393511-0.0290693j -0.0343196-0.0618441j -0.0331239+0.0476479j 0.0025311+0.0096886j 0.0013046-0.0508675j -0.0222047+0.0421217j -0.0117179+0.019643j -0.00365035-0.0695525j 0.0069511+0.0890343j 0.00069905+0.00140726j 0.0156603-0.0349473j 0.00198799-0.00803565j -0.00460253-0.0457196j 0.00808653+0.0114766j -0.0197207+0.0101927j -0.0155425-0.00393135j 0.0157798+0.00151759j -0.00960698+0.00333999j -0.00423915-0.0285186j -0.0168541+0.0307891j 0.0152682-0.0179913j -0.0160729-0.000501331j -0.0242188+0.02595j -0.0281748+0.0188872j 0.00163669-0.00140542j 0.00628286+0.0150067j -0.025066-0.00472133j 0.0299475-0.0052232j -0.0376293+0.0210324j 0.0118827-0.0199766j -0.00710908-0.0147938j 0.016088-0.0206113j 0.0189137+0.00707574j 0.00881418+0.00125688j -0.00373702-0.00291774j 0.0161842+0.00900324j -0.00412808-0.00833278j -0.000905635-0.0010625j -0.00611785+0.00565699j 
-0.0211855-0.00350353j 0.00424373+0.00128335j 0.00724708+0.00573729j 0.00560724+0.0146889j -0.0445079-0.032172j 0.0539509+0.0212618j 0.0450753+0.0118549j -0.103828+0.0100039j -0.105278+0.0295503j 0.0452508-0.0266064j 0.0621687+0.00909278j -0.0421851-0.0305085j 0.064249-0.0241125j 0.052645-0.000461161j 0.0777327-0.00720652j -0.0263572+0.0439283j -0.079463+0.0213828j -0.0571274-0.028954j 0.0250576-0.0118477j 0.0361454+0.0287194j 0.0152325-0.000840411j -0.0149601-0.0195054j -0.0368717-0.0362995j 0.0444981-0.0173589j -0.00913304-0.00466355j 0.0829049-0.00531879j 0.054348-0.0293j -0.0987046-0.053745j 0.0970479+0.0345619j 0.0218066+0.0607144j 0.0243976+0.0163214j -0.0979665+0.00837972j -0.0703751-0.0139915j 0.0145158+0.106371j -0.157113-0.00741133j 0.0712618+0.0487861j -0.0123725+0.0407986j 0.0830244+0.142806j 0.0274213+0.016837j 0.372659-0.0214489j 0.150779+0.0118398j -0.156169-0.00882696j 0.0548636-0.00665886j -0.200875-0.121541j 0.0619254+0.0206106j -0.0312035+0.0721786j -0.030629-0.00375599j 0.00242945-0.0791495j -0.0346633+0.00706785j -0.0216454+0.023663j -0.0302929-0.0297297j 0.0117452-0.0147939j 0.0402331+0.0433303j 0.0572346-0.0170671j 0.0494916+0.0097399j -0.0373753+0.0354453j 0.00297833-0.0401476j -0.0167145+0.0188569j -0.0152048+0.0271335j 0.0112652+0.0190071j 0.0197461+0.0230747j -0.0111984-0.0036202j -0.0141165+0.0248467j 0.00583384-0.0120992j 0.0295976+0.00369433j -0.00010053+0.00917556j -0.0149235+0.0336381j -0.0155821-0.0165793j 0.0182086+0.0165972j 0.01344+0.0100401j 0.00900355+0.00136214j 0.00188609-0.0159682j -0.030548+0.0135755j 0.0064909-0.0086781j -0.00461637+0.0152327j 0.010491-0.0131271j -0.00455673-0.016867j 0.00377613-0.00415376j 0.0013159-0.0119278j 0.00908191-0.0066024j 0.00532737-0.00973698j -0.00131024-0.0151839j -0.00777925+0.0120068j 0.00231412+0.00850966j 0.00498421+0.00932657j -0.0112035-0.0142625j -0.00243609-0.00752229j -0.0043813+0.00909744j -0.0030069-0.00184736j 0.0215964-0.0018391j -0.00609797+0.000904146j -0.00825064-0.00334993j 
0.00543395+0.010966j -0.0132434+0.0110575j -0.0330063-0.0307388j -0.0176708-0.0246724j 0.041798-0.0578861j -0.0937115+0.118141j 0.0742906-0.0601257j 0.0019663+0.00977631j 0.0469216+0.0151368j 0.0111714+0.0737887j -0.0258048+0.0349775j 0.10926+0.0639495j 0.054574+0.00363172j -0.045942-0.0722003j 0.0207356+0.0336523j -0.0507061-0.0073261j 0.0318569-0.00807693j 0.0406579+0.0494945j 0.0122536-0.0115417j -0.0656433-0.0219659j -0.0350238+0.0781575j -0.0152126-0.0314096j 0.0562872-0.0175053j 0.0277718+0.0172017j 0.0200624+0.014066j 0.00377033-0.0657184j 0.0429931+0.00299778j 0.101151+0.0362506j -0.0311936+0.0166991j 0.0413407+0.0753934j -0.0929101-0.0698004j -0.108747+0.0318924j -0.029804-0.0783337j -0.0225113+0.136011j -0.0391407+0.0139995j 0.0360301+0.122699j 0.113781+0.0719916j -0.0284751-0.188479j -0.0871206+0.0538589j 0.0860542+0.0827656j -0.0420409+0.0288325j -0.0881004-0.11589j 0.0611402+0.0069696j 0.121739+0.0526344j -0.101238-0.0649895j 0.0238682+0.0469566j 0.0138538-0.0177834j 0.106256-0.0307069j 0.0516813-0.119916j -0.0522943+0.109488j 0.015378+0.0477072j 0.0096312+0.0670912j -0.0356061-0.0633178j -0.0371695+0.0372324j -0.0167052-0.0308903j 0.01089+0.0347084j 0.0358737-0.0734961j -0.0134997-0.0563238j 0.00185447+0.0208708j 0.00947401-0.0639594j -0.02449+0.0877429j 0.0039003-0.0662355j -0.0124455+0.0282289j 0.00549865-0.00932122j 0.0109627-0.0179851j -0.0144272+0.00968921j -0.0175578+0.00795787j 0.013535-0.00909765j -0.0143627-0.0116572j 0.00321032+0.00727304j -0.0235618+0.00408765j -0.00592279-0.00656011j 0.00788253+0.0101159j 0.00407961+0.0104485j -0.0126196-0.0401021j 0.0349792-0.0111067j -0.0268506+0.013263j 0.0580176-0.0366656j 0.0231948-0.0437099j -0.0320716+0.0116281j 0.00411443-0.0480831j -0.0187156-0.0270129j 0.0361638+0.0318913j 0.00250942+0.0382818j 0.00760123+0.0378437j -0.0288154-0.0397945j 0.0266592-0.00959708j 0.0380906+0.0379714j -0.00129473-0.0104041j 0.0279297+0.000177099j -0.017837+0.00651424j 0.0103209-0.00200004j 
-0.0146909+0.0129282j -0.00922612+0.0027032j 0.0251408+0.0536189j 0.0154907+0.0492499j 0.0157224-0.0410321j -0.0658427+0.083068j -0.0367048-0.048114j 0.0427187-0.0181975j -0.0590264-0.041763j -0.0242028-0.084484j 0.00592325-0.128716j -0.00849102-0.0472089j 0.0625617+0.020596j -0.0243363+0.0410673j -0.0332772+0.0836321j 0.0335755+0.0147095j 0.0356654-0.055877j -0.0284986+0.0509677j -0.00485493-0.00965918j 0.0208826-0.0888632j 0.0317197+0.0679051j -0.00949301+0.0340416j 0.0140559+0.046289j -0.013697+0.0336359j 0.0078233+0.0192267j -0.0104816-0.00661989j 0.0425596-0.0153552j -0.0317612+0.00737202j 0.0641403-0.0177183j 0.0474426-0.0139306j 0.0597347-0.0969333j 0.0700926-0.119175j 0.0183247-0.0382441j 0.0632671-0.0256242j -0.0775707+0.0475666j 0.108631-0.252028j -0.0260657+0.190732j 0.0960034-0.0674118j 0.116402-0.128234j 0.0297426+0.00843339j -0.0219328+0.0374717j -0.00603205-0.0100905j -0.0347174+0.0141726j -0.000524526+0.012014j 0.0482007+0.0459152j -0.0095401-0.0971844j 0.0467516+0.094757j 0.0205911+0.0288852j 0.0109319-0.131652j -0.0406741+0.0140526j -0.000774745+0.0927076j -0.015818+0.0890941j -0.0133631+0.0725861j 0.0149935+5.36845e-05j -0.0320842-0.056565j -0.0157623+0.0083066j -0.0352567-0.065632j 0.00899158-0.107681j 0.0280574+0.124456j 0.00739795-0.0271979j 0.00721044-0.00499351j 0.00146518-0.0604974j 0.0200918-0.0786352j -0.00585835-0.0476523j 0.0105736-0.00249954j -0.00181149+0.0177294j 0.0441858+0.0316788j 0.0226144-0.0204544j 0.0113508-0.0235626j 0.0131557+0.0726831j 0.0239277-0.00459695j 0.0231128+0.0026338j 0.0206029+0.0163041j -0.0420811+0.0104192j 0.0153415-0.00324882j -0.0175807+0.0299029j -0.00228737-0.00296978j -0.0160409+0.0346131j -0.0117807+0.0358283j -0.00609795-0.0215744j -0.0298887+0.0164942j 0.0318255+0.0426293j 0.000472166-0.0512072j -0.0115278-0.0383473j -0.00736987-0.0463528j -0.00621739+0.0359289j -0.0188241+0.0105158j -0.0149782-0.0354628j 0.0071135+0.000365245j 0.0132862+0.00110124j -0.00364423+0.00564017j 0.00598761+0.0139084j 
0.0329198-0.0139749j 0.00296003+0.00693195j -0.0287688+0.0137558j 0.00290917-0.0402958j 0.0238784+0.0709939j -0.0259964-0.0722993j -0.0825678-0.00782692j 0.0461147-0.0492817j 0.016035-0.110152j 0.0723029-0.00951182j 0.0088242+0.00489736j 0.215471+0.0184165j 0.11847+0.00358098j -0.0587978+0.0126541j 0.123601-0.0199175j -0.0106794-0.0513596j -0.0215567-0.0676951j -0.00476461-0.0354835j 0.00753026+0.0200588j -0.0600592-0.00554678j 0.0197254-0.0302886j 0.0412361+0.0502012j 0.035572+0.0369237j 0.0693652+0.040211j 0.0277284-0.0112876j 0.0401307+0.0413634j 0.0389247+0.0177281j 0.0316472-0.000576051j 0.109267-0.019198j -0.00341529-0.0849968j 0.000784013+0.0434786j -0.038582-0.0073844j -0.0495153+0.0517125j 0.0156358-0.171792j -0.0394411-0.00953931j 0.0677379-0.0622063j 0.0393619-0.166987j 0.117644-0.0132994j -0.00512668+0.053363j 0.126794+0.0990556j 0.0867239-0.0125424j -0.123192+0.0384525j 0.0894313-0.00484539j 0.174668+0.0474868j -0.059036+0.0675426j 0.0141755-0.105102j -0.0104961+0.00691175j 0.144261+0.0606532j 0.00925731+0.0356266j -0.0303972-0.0788465j 0.00716235+0.00874775j 0.0508312-0.00398196j -0.0856743+0.00646698j 0.0737753+0.0358927j -0.0373011+0.00666637j -0.0457908-0.0862072j -0.0285598+0.042499j -0.0150194+0.033841j -0.0138311-0.0336127j -0.00991903+0.0169063j 0.0131808-0.051655j -0.0129497+0.00469982j -0.00722067-0.0631791j 0.0437274+0.0425072j 0.0360547+0.0371021j -0.0165078+0.0107242j -0.0069582-0.0535027j -0.0105974+0.0357804j -0.017686+0.00203828j 0.0114018-0.0281132j 0.00336808-0.00260098j 0.00798361+0.0209712j -0.0288789-0.0295691j -0.00434182-0.00451294j -0.0247161+0.0117502j -0.0301359+0.013302j -0.0155676-0.0026246j 0.0197001+0.0188831j 0.0106266+0.0144534j -0.0198798+0.00185881j 0.019128+0.0193361j -0.0406574+0.0128944j 0.0371441-0.0205823j -0.00152797-0.0156755j -0.00924034-0.0202461j 0.0174436+0.0236131j -0.0133918+0.0137851j -0.00335853-0.0155185j 0.0207691+0.00748073j 0.0212778+0.00705244j -0.00858929-0.00424234j -0.00563307+0.00304838j 
