0.000201772+0.00237498j 0.0333224-0.00252747j 0.0435937-0.00165074j 0.0153669-0.00466832j -0.0102543-0.00454718j 0.000526479-0.0054674j -0.0218402+0.00404785j -0.0454634+0.00426257j -0.0120251-0.00865633j -0.0194277-0.0096789j -0.00222556+0.00939963j 0.015483+0.00857837j 0.0345055-0.0101696j 0.0179076+0.01375j 0.0174692+0.000841684j 0.0218307+0.00421755j -0.0471895-0.00527655j -0.0537831+0.00431845j -0.0334009+0.00191167j -0.0934589+0.00982064j 0.00886372+0.0257456j 0.0884521-0.0164404j 0.0919091+0.00794868j 0.104411-0.0130832j 0.00443012-0.0495647j 0.0329665-0.00678348j 0.0357768-0.0148395j -0.0173443+0.0132584j -0.0339544+0.00896444j 0.0217814-0.00613818j -0.0380566+0.00139119j -0.0166277-0.0113739j 0.00740333-0.025332j 0.0176246-0.0058869j 0.0461066+0.0128776j 0.0039517+0.00611585j -0.0333281-0.00110123j 0.000807464-0.00339532j 0.061458-0.0148719j 0.0119957-0.0139609j -0.0183833+0.00972798j 0.00515887-0.0044392j -0.00913968+0.00824752j -0.00757498-0.0124659j 0.0106376+0.00992282j 0.0199412+0.000115147j 0.00243223-0.00395182j -0.0420663+0.0254993j 0.0144565-0.00071842j 0.0229199-0.0138517j -0.0586717-0.00689834j 0.00370257-0.00721627j 0.00337176+0.00109018j -0.0104307-0.00612491j -0.042369-0.00259901j 0.0367999-0.0193608j 0.0358835+0.00639747j 0.079019-0.0154008j -0.0445934+0.0440805j 0.0397746-0.0375121j 0.0862549-0.0281556j 0.0860993-0.0178481j 0.306146+0.0509982j -0.101979+0.00774675j -0.124014+0.046242j -0.0618513+0.0198935j -0.118994+0.0197375j 0.0272941+6.39517e-05j -0.0495345+0.0169599j 0.141454-0.0711333j 0.0372179-0.0174419j -0.0237073-0.0157016j 0.0369149-0.00582718j -0.00329492-0.00833556j -0.00741389-4.73605e-05j 0.0284201+0.0153903j 0.017956+0.00117262j 0.050666+0.00939402j 0.058304+0.00250511j -0.00122298-0.0102738j 0.00847592-0.00755292j 0.0266941+0.0131018j 0.0110314-0.00394552j -0.017405+0.0106796j -0.0261879+0.00276599j -0.00737367+0.0185983j -0.037173-0.0101823j -0.0347356+0.0103449j -0.0205998+0.0125451j -0.0706364+0.00404765j 0.0197878+0.0110731j 0.349233-0.00111674j 
0.00669014+0.00479932j -0.00401721+0.00800827j -0.0188419-0.0451991j -0.000867958-0.0229573j 0.0658356+0.190523j 0.0245427+0.0928116j -0.00134921-0.0137952j 0.0109994+0.0322854j 0.0146423-0.040954j -0.0435061-0.0799644j -0.0172205-0.00214171j -0.0176584+0.0172392j -0.0134528+0.00392833j 0.0341753+0.0553364j 0.0205105+0.0125783j 0.0460939+0.0307097j -0.00338582-0.0241578j -0.0119805-0.0194227j 0.00739689+0.00348826j 0.00511837-0.0385146j 0.0333977+0.0440905j 0.00368732+0.0333108j 0.0478494-0.0179018j 0.00692126+0.0167193j -0.0707863+0.0860711j 0.00344773+0.0473312j 0.00449557-0.00155685j 0.00713348-0.0174588j -0.00213697-0.0158573j 0.0013053+0.0256836j -0.0186553-0.0211416j -0.0196252-0.0148188j -0.000162299+0.0225155j -0.0113484+0.011791j -0.0176916+0.00889723j -0.0188885+0.00895849j 0.0160583-0.0231383j -0.00668621+0.00288575j -0.0306184+0.0125261j 0.0206031+0.0180412j -0.0222019-0.0130664j -0.00944513-0.00461062j -0.000458952-0.00568196j 0.0138283+0.00755043j 0.0152897-0.019585j -0.0121889-0.0101721j 0.00174156+0.0147662j -0.00103624-0.044232j -0.0396423+0.0136875j -0.0108845-0.000146911j 0.00695555+0.0304425j -0.00314566-0.00877771j 0.014725+0.0042047j -0.00899458+0.00440065j -0.00110896+0.00667442j -0.016256+0.0179954j 0.0276723+0.0369963j -0.0216112+0.0161799j -0.0129472-0.0140372j 0.00664278+0.0136462j -0.0154672+0.0144941j -0.0277635+0.0157959j -0.0134113+0.0786325j -0.0106093-0.0153238j 0.0212416-0.0269897j 0.00439697-0.0248922j 0.0144075-0.0165119j -0.00762264-0.013186j 0.00724064+0.00397728j 0.0112054+0.0180996j -0.0172031+0.00130195j -0.0252276-0.011754j 0.000589784-0.00635077j -0.0072611+0.0242119j -0.000452425-0.0207581j 0.0542886-0.0163383j 0.00292608+0.00887585j 0.0500595+0.0165139j 0.052003+0.00741854j -0.0149347+0.00100072j 0.00533299+0.00302201j 0.0144146+0.00735115j -0.0273836+0.0219047j -0.0146323+0.0108633j -0.014602+0.0218121j -0.0122117+0.00176581j 0.00200922-0.0205891j 0.0124922+0.000629035j -0.0141423-0.00606953j 0.0332395-0.0151467j -0.0682472+0.00344739j 0.0205251+0.00738537j 
-0.00891448+0.00166667j -0.00132525+0.00529263j 0.00913832-0.00820681j 0.0085347-0.00172083j -0.0118025+0.0467176j 0.00634205+0.0179841j -0.00315069-0.00601318j -0.0105597+0.00620489j -0.00594017-0.0128287j 0.0153673-0.0254911j -0.00167714-0.0124604j -0.00966376+0.00481607j -0.0111574+0.00231093j -0.00622208+0.0142596j -0.00583296+0.0120914j -0.00288604+0.00859205j -0.00349779-0.00687258j -0.00254866-0.0107864j 0.00258218-0.00127787j 0.00632963-0.023873j 0.00703108+0.00132586j 0.0195468+0.0314105j 0.00808769+0.00125939j 0.0226418+0.0134546j 0.0115645+0.0467865j -0.000578914+0.0173188j 0.00450807+0.00462549j 0.0109652-0.00397978j -0.00921841-0.0152603j -0.00315637-0.00353856j -0.0174997+0.00447524j -0.00186096-0.00813486j 0.00241203+0.0132248j 0.00294007-0.00680604j 0.00554917+0.0203343j -0.00907513-0.0378486j 0.0217193-0.0134883j 0.0015226+0.00910917j -0.030229+0.00704621j -0.0127398-0.0127453j 0.0487418-0.0250824j -0.00230427+0.0129294j 0.00647696-0.00901807j 0.0260809+0.00717732j 0.0131464+0.0465071j -0.00403336-0.00838962j 0.0039846-0.0217542j 0.0222339-0.017817j -0.0122952+0.00680637j 0.00460379+0.00998979j 0.00830703+0.0161705j 0.0167393+0.00335806j -0.0206073+0.00508086j 0.0191407-0.0121769j 0.000843746-0.00227507j -0.00414443+0.00329199j 0.00269997+0.0204509j -0.00669334+0.00099428j 0.00349525-0.00551721j -0.00343641+0.0137886j 0.00873009+0.0107645j -0.00186846+0.0154575j -0.00399567+0.0322693j 0.0160549-0.0151896j 0.0114514-0.0227549j -0.0351278-0.0149504j -0.00271424-0.0168416j 0.00970301-0.000353766j 0.0176212-0.00511171j 0.00209651+0.0253772j -0.00255+0.00538977j 0.0140473-0.00484893j -0.00177125-0.00265377j -0.00584289+0.00958668j -0.0202061-0.00699681j 0.0114754-0.00296335j 0.00679047+0.00182946j 0.0140202+0.00899977j 0.0103718+0.00720236j -0.0292358+0.00102645j 0.00609712+0.00318928j -0.00858262+0.00403906j 0.015618+0.00703965j -0.00827706+0.00244266j -0.0165469+0.00339561j 0.00899489-0.00299443j -0.000403523-0.00987732j 0.0100183-0.00592705j -0.0106472-0.0072372j 0.0119416-0.00973403j 0.00251374+0.00216903j 0.00153761+0.00409474j 
0.0198371-0.0189611j -0.00134639-0.00843487j -0.0684032+0.0587277j -0.0195192+0.0193656j 0.175555-0.171664j 0.0370066-0.0836733j -0.00410455-0.00110384j 0.0378119-0.0504935j 0.00478719+0.0360711j -0.129524+0.0646712j 0.019311-0.0102995j 0.0126032-0.0110036j 0.0401848-0.0210299j 0.0506354-0.0643291j 0.0207356-0.0328915j 0.0502103-0.0355681j -0.00980359+0.0220823j 0.00126794+0.0141001j 0.0120812-0.00370204j -0.0957854+0.078295j 0.00685716-0.0376053j -0.0303751-0.0282857j 0.0566882-0.0269616j -0.0771983-0.0064853j -0.0767028-0.0278941j 0.00169759-0.0210532j -0.0158823+0.0132829j -0.0197618-0.0127459j 0.0165965+0.0111698j -0.0255798-0.02196j -0.0485063+0.0239742j 0.000628188+0.0126242j -0.0370689+0.0312304j 0.00498745-0.0197602j -0.00693209-0.0358476j -0.0202652-0.011869j -0.00259944+0.0292354j 0.000194189-0.00128814j 0.0428795-0.0189985j 0.0262663-0.0168044j -0.00150837+0.0109913j 0.00250977+0.00683613j -0.00790439+0.0051669j -0.00320799+0.00804167j 0.0150774+0.00601184j -0.0231816+0.00577986j 0.00490678-0.0137272j -0.0189101+0.0285238j -0.0638829-0.00548856j 0.0404367-0.00411566j -0.0388787+0.00883787j -0.00835642+0.00465996j 0.0176117-0.00586499j 0.0245972+0.0135174j -0.0461913+0.0116402j -0.00748977+0.00862192j -0.0125449-0.0220555j 0.00104924-0.0224835j -0.0218995-0.00428544j 0.0246946+0.00650589j -0.00581107-0.0201936j -0.0371575-0.0294132j -0.015063-0.143927j -0.00891264+0.0433231j 0.0148446+0.0378959j -0.00221747+0.0285545j 0.0189948+0.0495044j 0.00497649-0.0172377j -0.0130674+0.0149489j 0.0496664-0.0450248j -0.011703-0.00222706j -0.00644948+0.020416j -0.0080988-0.000555984j -0.00880927+0.000383436j -0.0121627+0.00218922j 0.0278602-0.0296856j 0.0115499-0.00838128j -0.027165-0.0339377j 0.00116871-0.0366978j 0.0335874-0.00216199j -0.0102869-0.00358312j -0.00758888-0.0137108j -0.0127255-0.0115151j 0.0219846-0.00184135j 0.00894483+0.00834173j 0.000398002+0.001564j -0.0382488+0.0300338j -0.0204025+0.0174241j 0.0355371+0.000285739j 0.00378486+0.0322992j -0.0348727+0.00052098j 0.0232174-0.0138666j 
0.00887962-0.00330675j -0.00384765-0.00716539j -0.0111609+0.00450847j -0.00290091+0.0117769j 0.00690142-0.0386261j -0.00744826-0.00926771j 0.00174263+0.00693844j 0.00305556-0.00965766j -0.002997+0.00563755j -0.0140801+0.0210954j -0.00105948+0.00426983j -0.000558191-0.0144792j 0.0118227+0.0105739j -0.0201095-0.0161394j -0.0225306+0.00167046j -0.0223753-0.0095225j 0.0173942+0.0030936j 0.0179199+0.00787475j -0.0054648+0.00705505j -0.0223815+0.0265745j -0.0090516-0.00623872j -0.0420206-0.0241479j 0.0108273-0.0200394j -0.0322922-0.0237808j -0.0394111-0.0101476j -0.0179802-0.0126323j -0.0199391-0.0172949j -0.00937339+0.00505829j -0.00288458+0.0122609j -0.00241085-0.0169099j -0.00145197+0.0193413j -0.00231841+0.00547373j -0.0283979-0.00319367j 0.00341685-0.0103443j -0.0109439-0.000141432j 0.00241979-0.0149734j -0.0066425+0.000265779j -0.00108451+0.00482312j -0.00672924-0.0125242j 0.0122799-0.00848918j -0.0400305+0.000809786j -0.00271239-0.000309183j -0.00861084-0.00600386j -0.0452608-0.00518582j -0.0189903+0.0255799j 0.000780744-0.0058355j -0.00255397-0.0347128j -0.0337529+0.016324j 0.0390359-0.000810514j -0.00949074+0.000412769j -0.0278696-0.0029155j -0.0217755+0.0175419j 0.0589323-0.00481866j -0.0107626+0.00373381j -0.00128386+0.00169593j 0.00749369-0.0180759j -0.0122229-0.0256216j 0.0281708-0.00525639j 0.0201556+0.0029933j 0.0018892-0.0111329j -0.00913964-0.00420563j -0.006083-0.0113576j 0.00472028-0.0418372j -0.00044741+0.0189031j 0.00152081+0.0204676j -0.0289601+0.0132902j -0.000836453+0.00967242j 0.00543092-0.000616867j 0.0155476+0.000216559j 0.0222345-0.0176884j -0.00654118-0.00660249j 0.01155+0.00260185j 0.00142228-0.00910313j 0.0091504+0.0061461j -0.00711836+0.00233691j 0.0136407-0.0012184j 0.00739512+0.00407893j -0.0183066-0.00380003j -0.0123719-0.00663309j -0.00077524+0.00237178j -0.0111673+0.00118528j 0.000623702-0.00689215j 0.00376413-0.00534607j 0.00531046-0.000900964j 0.0229358-0.00581506j -0.00469401+0.00252476j -0.0074028+0.0137098j -0.0288634+1.45079e-05j 0.0273512+0.00483225j -0.000809858+0.0103578j -0.00480534-0.00154952j -0.00261993-0.00388453j 
-0.0022158-0.00125135j -0.00169028+0.000551531j -0.0161812+0.0126009j -0.0150006+0.00346216j 0.0360042-0.0593389j 0.0164028-0.0215081j 0.0048131+0.0103458j 0.000184899-0.0257994j 0.0206383+0.00209792j -0.015318+0.0519275j 0.0419098-0.00789511j -0.0117024+0.0046653j 0.0321564-0.0111414j 0.00240317-0.0129272j -0.0209997+0.000583096j -0.000787477-0.00891985j 0.0305413-0.019636j -0.0296879-0.0102058j 0.00632228-0.00104412j 0.0333219-0.0253721j 0.00596491+0.00401027j 0.060274-0.0331763j -0.00247382-0.00346214j 0.0309063-0.0245489j -0.0366778+0.00356861j -0.0369892-0.010276j 0.0282774-0.00712714j 0.00653619-0.00202307j 0.00805341+0.00377623j 0.0352926-0.0157805j -0.0155565+0.00688786j -0.0174387+0.00747065j 0.0139298-0.0112293j 0.029034-0.0074258j -0.0182325-0.00214694j 0.00676554-0.00134659j 0.0539097-0.00564754j -0.00850853+0.00457828j 0.0261967-0.0106161j -0.0218331-0.00047745j -0.0160785+0.0100726j -0.00733598-0.00286826j 0.0194551+0.00289058j 0.00784763-0.00527269j -0.0295523-0.0246734j -0.0103721-0.00137229j 0.0115626-0.00498148j 0.0202704+0.00683658j 0.00649131+0.0112706j -0.00518487-0.000879119j 0.0606125-0.0031709j -0.00619492+0.00529541j 0.00865857-0.000496578j -0.00394958+0.00452157j -0.0507143+0.00474386j 0.000136892-0.0114615j -0.0248831-0.0117203j -0.0067812+0.00565603j 0.046216-0.00561387j 0.0215015-0.0106656j 0.0196682-0.0100495j 0.00998584+0.00520023j -0.00923037-0.0251905j -0.00941295+0.0184211j -0.00834258+0.00181113j -0.010841-0.00225286j 0.000438989-0.00460176j -0.0173169-0.0199168j -0.00503985-0.00610676j -0.00564166-0.00762617j -0.0063973-0.0194466j 0.0192772-0.0172501j -0.00200427-0.0490836j -0.0185234+0.0492225j 0.0173705-0.0188091j -0.000577533-0.0204169j 0.00876025+0.0295341j 0.00831946+0.0089285j 0.000272319+0.00274613j 0.00463937+0.010804j -0.00690186+0.0105821j 0.00440868-0.0106055j 0.0183813+0.000507125j -0.0224182+0.00238037j -0.027791+0.00255127j -0.0232362+0.00406378j -0.00981064+0.00731766j 0.0176095-0.00275166j 0.0289747-0.000666204j 0.00125101+0.00532079j 0.0147745-0.000134605j 0.0011977-0.00172573j 
0.00846114+0.00126883j 0.0356462-0.00219086j -0.0442358-0.043145j 0.0100142-0.0237255j 0.0894668+0.0957358j 0.0267589+0.0327943j -0.00378311+0.00208922j 0.0259295+0.026804j 0.0278654-0.023807j -0.0691042-0.0402978j -0.00908522+2.32634e-05j 0.0280671+0.0107455j -0.0107678+0.0271311j 0.00777281+0.0522225j 0.0595977+0.0021499j 0.0430361+0.0259935j -0.0569633-0.00385074j -0.0348381-0.0407307j 0.00361932+0.0185321j -0.137563-3.71893e-05j 0.0132001+0.0170085j -0.0595336+0.0205726j 0.0439675+0.0277164j -0.0335307+0.0236134j 0.0271771-0.0506236j 0.069639+0.0221964j -0.0350931-0.00476018j -0.0384879-0.00357201j 0.0023608-0.0154977j -0.00652798+0.00655573j -0.0360845-0.025728j -0.0225233-0.0311871j -0.0191272+0.00146407j 0.00339027-0.00115538j 0.0139498+0.0294113j 0.0363904+0.010084j -0.0330483-0.0129725j -0.000152824+0.00552889j 0.0507178+0.0144995j -0.00594958+0.00395132j 0.0165572-1.03523e-05j -0.0113407-0.00911634j 0.00123959+0.000987097j -0.0180852+0.00114131j -0.0301835+0.00839621j 0.00611267+0.00761901j -0.0323541+0.00460192j -0.0229419-0.00440214j 0.00708471-0.00946777j 0.0146636+0.00535908j -0.0502118-0.0159774j -0.0513682-0.00816111j -0.010268-0.00172575j 0.00799419+0.00988224j -0.0591926-0.0256015j 0.0272211+0.0179918j 0.0536588+0.0353884j -0.016219-0.00127732j -0.0267464+0.0178685j 0.0323119-0.00757361j -0.0336602+0.0029944j -0.0288881-0.0200169j 0.0370689+0.0885067j 0.00315761-0.0131389j 0.0278226+0.0136976j 0.0074642+0.00235893j 0.0219211+0.011236j -0.0151549-0.0111275j 0.00755187+0.01093j -0.00463469-0.0176862j -0.00650885-0.00715629j 0.0154383-0.0207288j -0.00712852+0.00424858j 0.00125893+0.000242926j -0.00883295-0.0165626j -0.0453321+0.0124289j -0.00705421-0.00248749j -0.0765632+0.0203226j -0.0874371+0.0197788j 0.0195538-0.0125485j -0.0512079+0.00450548j -0.0383319+0.0147931j 0.021273-0.00113076j 0.0710937+0.00195261j 0.0725739+0.00589453j 0.00114679+0.0030968j 0.0328309-0.0185532j -0.033205+0.00574745j 0.015968+0.00872998j -0.150991-0.0186307j 0.0317109-0.00202919j 0.0102164-0.00228718j 
-0.00491171+0.00703755j -0.00479652+0.0038896j 0.0460541-0.00547509j 0.0109492-0.00565453j -0.0639124+0.0160202j -0.0162367+0.006739j -0.0226862+0.00428341j 0.00626556+0.00324069j -0.00124799-0.00679666j 0.00715421+0.00737853j -0.015047-0.0126539j -0.0280511+0.00940817j -0.0378611+0.000710891j 0.042773+0.0158962j 0.0132456+0.0366866j -0.0556158-0.00948469j -0.0121386-0.0147357j 0.0326902-0.0162396j 0.00104497+0.00358644j 0.0478849-0.0168841j -0.00575597+0.00166715j 0.0293889+0.0109187j -0.0207205+0.00249199j 0.0265292-0.0109326j 0.0312489+0.0193346j 0.0104974+0.0121682j 0.0191294+0.00249318j 0.015487-0.0105577j 0.0175156-0.012609j 0.00637046+0.00335752j 0.0546657-0.0105512j 0.026413-0.0111232j 0.0140876-0.0031537j -0.0293616+0.000996834j -0.00265199+0.00970563j 0.015209-0.0142512j -0.0357186-0.000331021j 0.0076232+0.00799992j 0.0849864-0.00656119j 0.00335389+0.0115399j 0.00658426-0.00951984j 0.0154273-0.00567826j 0.00894871-0.00437653j 0.00484801+0.00201495j -0.055568-0.00110527j -0.00532075-0.00216446j 0.00654334+0.00151742j 0.00466525-0.0170676j 0.0201852+0.00494056j -0.00725561+0.00144635j 0.0261673+0.0110866j 0.0194008-0.00132645j -0.0225045+0.00838112j -0.0221653+0.00436896j 0.0367908+0.00127715j 0.00996635+0.0102081j -0.0178899+0.0125036j -0.00954929+0.00898278j -0.003913-0.00375294j -0.0148938+0.00384121j -0.00986623+0.00459683j -0.0117029+0.00385027j 0.00122111+0.0240422j 0.00781972-0.00725097j 0.0149206-0.00781501j 0.000696579-0.00666942j -0.0179126-0.000524496j 0.00451064-0.00714358j 0.0109926+0.000360999j -0.0163948+0.00919807j -0.0023962+0.00320651j 0.00114036-1.07188e-06j 0.00900539-0.00477323j -0.0050661+0.00178106j 0.0044585-0.00459146j 0.000653621-0.0067841j 6.66516e-05+0.000259128j 0.0249999+0.00423111j 0.017417+0.000350723j -0.0163814-0.000418831j 0.0097623+0.00153188j 0.0188376+0.00168324j -0.0090073+0.0067033j -0.019374+0.00357777j -0.0209266+0.00672046j 0.00271324+0.00172268j 0.0206698-0.00549049j 0.0172627+0.00227293j -0.0553435-0.00224047j 0.023695-0.00412089j -0.0326239+0.000379997j -0.0150426+0.00408354j 
-0.000863463-0.000880637j -0.00210456+0.00512561j -0.047039+0.00678204j 0.0132438+0.0193119j 0.0481186+0.0131765j 0.0197441+0.0264527j -0.00927547-0.0240451j -0.0346368+0.0108731j -0.0203146+0.0141628j -0.0172423-0.0292228j 0.0113452-0.0169754j 0.00309415-0.0118621j 0.0327312-0.00113433j -0.023298+0.0259378j -0.0631754+0.0302479j -0.00784126+0.00506241j 0.00801294-0.0292041j 0.00460193+0.00895825j -0.0353612-0.00107797j -0.0426341-0.0179093j 0.0308897+0.0132096j -0.00515294+0.0206535j 0.0483603+0.00546006j -0.00914445+0.0328316j -0.087414+0.0629621j -0.0545046+0.0353556j 0.00649794+0.0112449j 0.0283793-0.00782988j 0.0202502-0.01534j -0.0163851+0.0241419j 0.0039814+0.0178513j 0.0275977-0.00675693j -0.0214503+0.0216006j -0.0116675+0.0182069j 0.00229771+0.000178854j -0.0341146-0.012506j -0.0307867+0.0234406j 0.00333441-0.00328884j 0.0434946-0.0129112j 0.0303991+0.00570302j -0.0119659+0.00560105j 0.0441244-0.0059424j -0.00985616+0.00333563j 0.00873562+0.00533605j 0.0312838-0.00482977j -0.103732+0.0127998j 0.0547928+0.000675816j 0.0125199-0.0212325j -0.0317769-0.00109712j -0.0114008+0.0125105j 0.0232801+0.00213402j -0.00244667+0.00543046j 0.0512748-0.0109354j 0.00779235-0.00366391j 0.00190142+0.0145364j -0.0187345+0.0149096j -0.0096442+0.00602563j -0.00838325-0.0190873j 0.0115116-0.0128144j 0.0289389-0.0142351j 0.0107785-0.00339405j 0.0242587-0.000892183j -0.0480217-0.000795326j -0.00070847-0.00536858j -0.0275225+0.000498143j -0.0101524-0.00755919j 0.00380771+0.00189467j -0.004147-0.000904208j -0.000702138+0.0081527j 0.0114943-0.00594506j 0.00532672+0.00547337j 0.0215274-0.00935379j 0.00144165+0.0158621j -0.00190133-0.00217889j -0.00629267-0.00947315j -0.0291022+0.00360826j 0.00531364-0.00201753j -0.039775+0.0112127j -0.0416119+0.011138j 0.0212078-0.00599602j -0.0128404+0.00219272j -0.00223575+0.0117869j 0.0141965+0.000442733j 0.0187207-0.0134718j 0.0389707+0.00266011j 0.00636852+0.0068228j -0.0180119-0.00582631j 0.0111613-0.00839316j 0.0797614-0.00165161j -0.0245343-0.00521815j 0.0873205+0.00111845j -0.0218-0.00168936j 
0.00370995+0.000864543j -0.000143145+0.00268433j 0.0140601+0.0113074j 0.010163+0.00557311j -0.0151077-0.0151327j -0.00170467+0.0100957j -0.0239637-0.0178288j 0.0362572+0.007686j -0.00907158+0.0269063j 0.0124332-0.0110311j -0.00793475+0.00899396j -0.00954589+0.0158613j -0.0170958-0.00926872j 0.0431686+0.00143794j -0.0175938+0.0260346j 0.0297671+0.0273723j -0.00814098+0.0121862j 0.00805198-0.00331544j 0.0438872-0.00882833j 0.0220546-0.0242251j 0.0107234+0.0240662j 0.0219746+0.0147172j -0.0129601-0.0266674j 0.00992307-0.00646422j 0.0509633+0.0261092j -0.051237+0.0234465j 0.0189927+0.00747628j 0.0392551-0.0254759j 0.0104002-0.0196512j -0.0164274+0.0169819j 0.0352841-0.00593392j 0.0558043-0.0126958j -0.0255943+0.0143396j -0.0128166+0.0144246j -0.00491271-0.0141889j 0.0265069-0.0017749j -0.0574039+0.0107243j -0.00978291+0.00599263j 0.115365-0.0153525j 0.00449167-0.00116581j -0.0437475-0.00937578j 0.0518978-0.0157331j -0.00720096-0.00584223j 0.0063709-0.00228181j 0.0128017-0.00439682j -0.0454066+0.0160489j 0.0343701-0.0118192j -0.00317816-0.022365j -0.010045+0.00984624j -0.00187813+0.00925286j 0.0165105+0.0158097j -0.0169661-0.000735175j 0.0303218+0.00335257j -0.0338977+0.000285707j 0.0296875-0.00955415j 0.00829029+0.0125046j 0.00188387+0.00859851j -0.0253611+0.00535142j 0.0155882-0.0062784j -0.0202123+0.0168781j -0.0146125+0.00306462j -0.0243257-0.00330362j 0.0101425-0.00456182j -0.00714956-0.00152577j -0.00720665-0.00208963j -0.0107426-0.00169631j -0.00308428+0.0185964j 0.00088716-0.0143811j 0.0159655+0.00533262j -0.0285723+0.0023129j 0.0032684-0.000142653j 0.00597226+0.00399721j -0.00575101+0.00217626j -0.00263678+0.00504251j 0.000206618-0.00368776j -0.0241977-0.00839248j 0.017271-0.00588608j -0.0170785+0.00241853j -0.0217569-0.00140143j -0.00271911-0.00411889j -0.0295663+0.00475295j 0.0046765+0.00327161j 0.00345192+0.00115737j 0.0220982+0.00204219j 0.00428551+0.00386399j 0.00987519+0.003508j 0.040255-5.71039e-05j 0.0134078+0.00194359j -0.0280086-0.00455065j -0.0396994-0.00211314j -0.0233297+0.000391355j -0.0396936-0.000336691j 
0.00426889-0.00148287j 0.00263632-0.00174189j -0.0253686+0.00265948j -0.022147+0.00353302j 0.0246778+0.0181459j 0.0590461-0.0259608j 0.005062+0.00721871j 0.0027819+0.0128286j 0.0415732-0.0151921j -0.00605899-0.0479072j 0.0956868-0.00904122j 0.0615607+0.00947999j 0.029923+0.0285459j 0.0364447+0.0104543j 0.0522346+0.00114158j 0.0848358+0.013231j 0.0624387+0.014707j -0.115579-0.0109518j -0.0810009+0.0203516j 0.145025+0.0252788j 0.0936246-0.0235166j 0.201484+0.00419285j -0.0851145+0.0332152j 0.0836476-0.0180147j -0.0672452-0.030565j -0.0181825+0.0183838j 0.0503016-0.00917545j -0.0144494+0.0120403j -0.0408733+0.00245739j -0.00186452-0.000699986j -0.0042617-0.00830181j -0.0709359-0.0114972j 0.0356165-0.00654504j -0.0414119-0.00189916j -0.0179345+0.0152395j -0.0212789+0.00681424j -0.0226746-0.00676771j -0.0178938+0.00648056j -0.0051288+0.0158581j -0.00157064+0.00332661j -0.0345018+0.0132479j 0.00379534+0.00457204j 0.0204368+0.00751382j 0.00141317+0.000957603j 0.0797374+0.00761492j 0.0492064-0.00773278j 0.019379-0.0041885j 0.00266084+0.0239809j -0.0347063-0.00670753j -0.0644317-0.00144906j 0.0537262-0.0259196j -0.0781475+0.00655459j 0.00552405-0.00943217j -0.0159988-0.00655695j 0.00373295-0.016015j -0.0118473-0.0044937j 0.0432575+0.00700078j -0.0197999-0.00946481j 0.0312077+0.00377212j 0.0341807-0.00662508j 0.101875+0.00440946j 0.023191+0.000871718j -0.0274652+0.0051867j 0.00419389-0.00547469j -0.0204156+0.00163365j 0.0112977+0.000409617j 0.0210005-8.79079e-05j -0.00476008+0.00200368j -0.00713686-0.001754j -0.00765772-0.00604042j 0.00848886-0.00146422j -0.00424565-0.00622172j 0.00489342-0.00115741j -0.0266064+0.00423984j 0.00560655-0.00595932j 0.0175822+0.0054665j 0.0353777+0.00939195j 0.0282305-0.00311719j 0.0164596+0.00156834j 0.00868291+0.00332133j -0.0199857-0.0108066j -0.0278417-0.00429534j 0.00291661-0.00596663j -0.0175808-0.00324864j -0.0683003-0.000193035j -0.0494845-0.00703545j 0.0527902-0.00150354j 0.0742145+0.00443975j 0.061716+0.00150876j -0.0184632-0.00044537j 0.0200283+0.00105718j 0.0301887-0.000108783j 
