0.0606867+0.145287j -0.190189-0.119708j -0.080895-0.188014j 0.0250144-0.26048j 0.0555346+0.0171613j -0.0847716-0.130997j 0.0442505-0.0708109j 0.09007+0.0402267j -0.182505+0.00771214j 0.207482+0.164666j 0.156197-0.199365j 0.0544551-0.0333746j -0.0928042-0.198124j 0.27915+0.0631864j 0.0626477-0.0201152j -0.0450799-0.00965957j 0.0623762+0.105607j -0.00500795+0.0449106j 0.00726473-0.0499463j 0.033507-0.0373908j 0.00729885+0.0368533j -0.0521142+0.0057061j -0.0179547+0.0134651j -0.00709016+0.0190874j -0.0220873-0.0297386j -0.0165594+0.0294486j -0.0447826-0.0196909j 0.0249698-0.0425408j 0.0336725-0.00293245j 0.00785435-0.00583212j -0.092312-0.00837243j -0.0099834-0.0202455j -0.00371378+0.0723581j -0.0607825-0.0228026j -0.0121223-0.0339836j 0.0448889+0.0136161j -0.0369199-0.0431913j -0.0104994+0.0121005j -0.0287583-0.0213812j -0.0285528-0.0282675j 0.00878614-0.00323007j -0.00137795+0.00427187j -0.0103497+0.020328j -0.0115126+0.020905j 0.0221826-0.00801936j 0.0115769-0.0141576j -0.00590174-0.00456723j 0.00438276+0.0110012j 0.0110217-0.00644429j 0.0147533-0.00310471j 0.0425549-0.00120053j 0.00107727-0.00444969j -0.00150033-0.00245261j 0.00916434+0.00395448j 0.017075-0.00552019j -0.00165816-0.0115303j -0.0201952-0.00282184j -0.0210265-0.00263455j 0.0162958+4.33186e-05j 0.0220999+0.00427034j 0.00693762+0.00213615j -0.000548289-0.00325706j -0.0216693-0.00340314j 0.00991923-0.00746794j 0.011249-0.010486j -0.0159314-0.0101142j -0.00598139-0.00285576j 0.0176866+0.0102744j -0.00367381-0.00153137j -0.00455421+0.0159356j 0.025247-0.00498191j -0.00704156-0.0197843j -0.0118692-0.00644618j 0.00103817+0.0154195j 0.0409153+0.0222648j 0.0050406-0.000900487j -0.00503216+0.0278934j -0.00357479+0.0374475j -0.010179-0.0170694j -0.0164268+0.0132178j 0.0268654-0.0157059j 0.00401862-0.0163046j -0.0276219+0.0187473j 0.0286711+0.0112264j -0.00873477+0.00315751j 0.0218053-0.0164663j 0.01635+0.0551867j 0.0643238+0.00559597j 0.00399122+0.0106339j -0.0130136+0.0318272j -0.000801628-0.017306j 0.00532407+0.00260802j 0.0595063+0.0477834j -0.0161344-0.000775911j -0.0521492-0.0661855j 
0.013094-0.00932171j 0.100304+0.0671059j 0.0331943+0.103437j -0.0201393+0.0881445j -0.0356171-0.0170357j 0.0344496+0.102423j -0.0519271+0.0343808j -0.0290901-0.019615j 0.0905715+0.00506283j -0.0546931-0.0977473j -0.0973187+0.0503938j -0.0201757+0.0333345j 0.00585348+0.077695j -0.119655-0.0367762j -0.0249013-0.052862j -0.102465-0.105706j -0.0405733+0.00699345j -0.0138765-0.0414243j 0.0171231-0.15919j 0.0674593-0.0364639j 0.0108565+0.0677973j -0.0766777+0.108997j -0.000858651+0.0949125j -0.00373829+0.0478644j -0.0234771-0.00425192j -0.0343527+0.0409947j -0.0204196+0.0357596j 0.0339268-0.056057j 0.0676488+0.0701298j 0.044236+0.0067385j -0.15983-0.0666995j 0.063815-0.0130085j -0.0709938+0.120918j -0.0509455-0.0651105j -0.0711789-0.0813027j -0.0472548+0.0464578j -0.107886-0.0412415j -0.0370268-0.0321317j -0.0357229-0.0770156j 0.0197994-0.0258415j 0.00821982-0.0201954j -0.000333401+0.00447984j -0.0160762+0.0938532j -0.024606+0.0331068j 0.0199974+0.0241499j 0.0168051-0.0509218j -0.0126172+0.000366754j 0.0261514-0.0307554j -0.00543053+0.00394718j 0.00182599+0.00423257j 0.0341963-0.0191682j -0.00148027-0.0211239j 0.00649714+0.00976368j 0.0437526+0.00328196j 0.0125865+0.00364418j -0.00185245-0.0139362j -0.00622113-0.0171226j -0.0176909-0.00881514j 0.0355626+0.011894j -0.0124308+0.0134383j 0.0100708+0.00853586j 0.000804257-0.0109163j -0.00526299+0.0145842j -0.0255394-0.00719545j -0.00635033-0.0103176j 0.0122789+0.00547835j 0.0173947+0.00594027j -0.00697171+0.00653699j 0.0198464+0.00347097j -0.0127532+0.0211446j 0.00278516+0.0163323j -0.00608073-0.00388027j 0.00588113-0.0212345j 0.025391+0.008099j 0.0686006+0.0374443j 0.0308113+0.0245421j -0.0127959+0.0308628j -0.0216072+0.107501j -0.00506571-0.0183384j -0.0101208+0.0609713j 0.0283662+0.0314635j 0.0236031-0.00930616j -0.0904231+0.00449976j 0.0577009+0.0301147j 0.0150032+0.0181467j 0.047456+0.0426486j -0.0261448+0.0823916j 0.140372+0.033702j 0.00755273+0.0202405j -0.0278568-0.00338398j 0.0205036-0.00679086j -0.040598-0.00474976j 0.11877+0.0704081j -0.0724791-0.0510786j -0.0803811-0.105676j 
-0.117797-0.0349503j -0.0202389-0.026642j -0.0414875-0.0154422j 0.000847043+0.0574875j 0.00290365-0.0451528j -0.0426273+0.0184469j -0.065321+0.00507955j 0.0831145-0.0710586j 0.00322719+0.0616586j 0.0850035-0.0622927j -0.0576858-0.133967j -0.0323741+0.0259329j -0.0873438+0.0330532j 0.0712899+0.0262676j -0.0871496-0.00233009j -0.0459894+0.0421925j 0.134681+0.113446j 0.0414196+0.122458j 0.0257916+0.0257495j 0.0285867-0.0280863j -0.0500383+0.0694294j -0.0614097-0.0437113j -0.0430073+0.0587736j -0.0142055+0.0382795j 0.0329499-0.0229212j -0.0693071-0.00706867j -0.0818798+0.00154732j 0.051235+0.0268883j -0.172907+0.0662793j 0.0196118+0.0101111j 0.0441454-0.134481j 0.0680833+0.0658639j -0.105878-0.121219j 0.0414805+0.0117973j 0.0504772-0.107704j -0.094814-0.0385287j 0.0487896-0.0507196j 0.0540295+0.0764501j -0.0371183-0.0367414j 0.0099034-0.0125131j -0.0201266+0.0287957j 2.17666e-05-0.0545464j -0.0201352+0.0236253j 0.0230595-0.00560743j -0.0191494+0.028712j 0.0197229+0.0012894j 0.00920337-0.0317853j -0.0152552+0.0203388j -0.0508722+0.0106162j -0.0131176+0.00331787j -0.0136356+0.0177198j -0.0129729-0.00194907j 0.0260901-0.00134111j -0.0238419+0.0265707j -0.0146653+0.00959433j 0.0564296-0.00913288j 0.0261056-0.000888528j 0.0283678-0.00420944j -0.0311213+0.0148925j 0.0124017-0.0099041j 0.0154462+0.00404135j -0.0161054+0.00122101j -0.0272373-0.00147569j 0.0411983-0.00622681j -0.0129427-0.00921465j -0.0189058+0.00610103j -0.0018393+0.0169709j -0.00617883-0.00565289j 0.0302167+0.0251755j -0.00207803-0.0172669j -0.0186701+0.00127963j -0.00137231-0.00669706j 0.0262457+0.00337891j 0.0151865+0.0255231j 0.0039854+0.0583274j 0.0120446+0.0289863j -0.00633372-0.0172752j -0.0600663-0.0580053j 0.00055566+0.00234416j -0.0557486+0.0152933j -0.0649816+0.0722575j 0.0588657-0.0145884j -0.0060801-0.0778828j 0.00941085+0.0251696j -0.021796+0.0126058j -0.0244399+0.0510708j -0.154511-0.00540392j -0.00809604+0.0719553j -0.0223759-0.089113j -0.00828425+0.00438327j -0.0228974+0.0123986j -0.0788757-0.0324173j -0.0735904+0.0284787j -0.0729639-0.106202j 0.0810589+0.0360016j 
0.023185-0.0148283j -0.0499322+0.0056455j 0.0120019-0.0175646j -0.00642215+0.0068115j -0.00586106+0.00416173j 0.0355587-0.0153518j -0.017082-0.0098944j 0.0221772-0.0279981j -0.015597-0.0408364j -0.0140914-0.041629j 0.0193235-0.0396403j 0.00781302+0.0606771j 0.071624-0.0446088j 0.00947384-0.0463591j 0.0500794-0.000597633j 0.0378076-0.0464181j -0.164899+0.00390771j -0.127066+0.0160099j -0.102813-0.0642719j -0.00465781-0.210019j 0.0245045+0.0323316j 0.0607778+0.0509397j 0.19139-2.97824e-05j 0.115731-0.0314189j 0.0360616-0.03318j -0.0954695+0.079656j 0.0204435-0.121303j 0.0465933-0.0388364j -0.0236537+0.234552j 0.0371619-0.0748882j 0.0245935+0.113441j 0.0136103+0.207328j -0.0186529-0.280348j -0.141915+0.00406144j -0.0619011-0.252941j 0.358709-0.168928j 0.0869612-0.295058j -0.0585066+0.0163705j -0.0206762+0.0432922j -0.0408861+0.0270773j 0.0141517+0.0119672j -0.00356981+0.00301464j 0.0638973-0.019914j -0.00257777-0.0132392j 0.046295-0.0341536j -0.0256919+0.0433407j -0.00113744+0.0121904j -0.00551091-0.0126199j -0.0171163+0.00619473j 0.00181834+0.0024437j 0.0465535+0.00416302j -0.0381924+0.0411075j 0.0108878-0.0391276j 0.0572844-0.0195698j 0.0190412+0.0135364j 0.00509909-0.0544964j -0.000619065-0.0188872j -0.00892292+0.00310558j 0.0455801-0.0325612j 0.00336998+0.0150605j 0.00723897-0.0153793j 0.00206041-0.0127004j -0.0182455+0.0517319j -0.0299335+0.0167489j 0.00619568-0.0146526j 0.0150366+0.0109427j 0.00804182+0.0240315j 0.0133099+0.0319916j -0.00701679+0.0294444j 0.00639657-0.00142192j 0.016495+0.0107298j -0.0136072+0.0150395j 0.0160764+0.0397171j -0.00745836+0.0259481j 0.0445801+0.0346925j -0.0121781+0.0529198j -0.0426534+0.00388417j 0.000732451-0.0368357j 0.0324858+0.00295329j -0.0357429-0.0214266j -0.0277155+0.0281174j -0.0449527+0.0514623j 0.0307072+0.0164098j -0.0199926-0.0317264j -0.013307+0.0117582j 0.0104922-0.0228996j -0.0147881-0.0153541j -0.0156976-0.0311546j -0.0723845-0.0631423j 0.0166686-0.0104872j -0.0118351+0.0321797j 0.0184578-0.0255396j 0.0289936+0.0893255j 0.0801995-0.184095j -0.168278-0.01594j 
-0.0627748-0.00329615j -0.03288+0.023279j -0.0125883-0.0050151j -0.00169297+0.0240997j -0.0167907-0.0229761j 0.0257885+0.00437691j -0.00802585-0.0230116j 0.0321857-0.0121448j -0.038415+0.0203604j -0.0613439+0.0172524j 0.0185139-0.0166459j -0.0314596+0.0515203j -0.0390731+0.041841j 0.0104373+0.00626567j 0.00732638-0.0128101j 0.146108-0.0855663j -0.0748192+0.0106058j -0.13446+0.107519j -0.0837064-0.0521716j -0.0512028-0.145732j -0.0116619+0.058117j 0.00417278-0.0753954j 0.0393512+0.0259353j 0.0237919+0.0285426j -0.0550761+0.0996609j 0.18529-0.0504024j -0.0225533-0.0961956j -0.0313543-0.0682745j 0.155377-0.061545j -0.0445513+0.196585j 0.148725-0.138388j 0.228713-0.0497671j -0.0626288+0.116388j -0.306809+0.111533j -0.0596957-0.115668j -0.276842+0.32628j 0.326925-0.0654057j -0.064518+0.108603j 0.0077552-0.0360159j -0.0531192+0.0307534j -0.0158482+0.0519717j -0.000149331-0.0189404j 0.0716974-0.0429156j -0.00534219+0.0255931j 0.0382251-0.0152811j -0.0322828+0.0778149j -0.00218872+0.00375847j -0.000585355-0.00534022j 0.00594579-0.0204733j -0.00168168-0.00190816j -0.00139723+0.0222038j -0.00831964+0.0339357j -0.0090055-0.0236205j 0.0119709-0.00387284j -0.00585525+0.0285798j 0.00317014-0.00643414j 0.00440115+0.00857029j 0.0336265-0.00607766j -0.00643993-0.00194587j 0.00753506-0.0185345j -0.0110011+0.000921432j 0.00205474+0.0245668j -0.00874123-0.0108617j 0.0064521+0.00677674j -0.00209032+0.015932j 0.00207493-0.0153132j 0.00412241-0.0101528j 0.00481788-0.0174009j 0.0107705+0.00385484j 0.0195398+0.00573736j 0.0165056+0.00379168j -0.00417007+0.0118259j 0.00827544-0.031033j 0.00102066+0.00998364j -0.00573848-0.0134999j 0.0695376+0.0322199j 0.0560973+0.0462948j -0.00394471-0.0127615j 0.0292734-0.0568685j 0.00813589+0.0209415j -0.0177455-0.00127952j 0.0119652+0.0819225j 0.0285967-0.0291202j 0.0352963-0.0211998j 0.0120702+0.0105325j -0.000482533+0.0151015j 0.0146851+0.0554099j -0.0228351+0.0611964j 0.00816573+0.0126633j -0.0339722+0.0242623j -0.00468837-0.00687585j -0.0478253-0.00734536j 0.0914736-0.0539701j 0.13478-0.033279j 0.0356951-0.14492j 
0.0107172-0.0004872j 0.0333413+0.0134086j 0.00729727+0.0188291j -0.00171103+0.0135965j -0.0102056-0.0166886j 0.00285904+0.0207472j -0.0115114-0.0471407j -0.0271197-0.0312119j 0.0103437+0.0219774j 0.0108161-0.0602965j 0.0422142-0.00558749j 0.0177118+0.0175542j -0.0089637-0.0234907j 0.00312278+0.0388335j -0.047608+0.00477413j -0.0494742-0.00604953j 0.0554055+0.0209243j 0.0291936+0.0785552j -0.0649023-0.0249477j -0.0698723-0.12103j 0.046849+0.00652245j -0.0503608-0.0302347j 0.0436324-0.0553681j -0.0469352-0.0926631j 0.166627-0.213038j 0.16899+0.0996451j 0.0560483-0.272954j 0.00177882+0.27009j 0.184273+0.227215j -0.0527501+0.188604j -0.150151-0.0503579j -0.1681+0.0363323j 0.245903+0.1348j 0.0623864-0.22072j -0.0102844-0.168561j -0.0713563-0.0585421j -0.110281+0.0391307j 0.0369508+0.0399727j -0.024452-0.0385182j 0.00752168+0.00376729j 0.0168931+0.0299849j -0.0179385-0.0338177j -0.000865533-0.00886331j -0.00372779-0.0263678j 0.0105223-0.0138954j 0.0308808+0.051566j -0.0143567-0.00836026j 0.00667387+0.0128874j -0.0265003+0.0137226j -0.00527081+0.0245845j 0.0298149+0.0247892j 0.00615553+0.0177539j -0.005675-0.0194922j 0.0367555+0.0266992j 0.000709374-0.0133759j -0.000960363-0.00201452j -0.0198848-0.000409648j 0.000101206+0.032233j 0.0133683-0.0200872j 0.000229746+0.00952069j 0.0280282-0.0485723j 0.0040392-0.00776201j 0.00633181-0.0133749j -0.0143844+0.0225216j 0.0115846+0.0176736j -0.0162632+0.0133733j -0.00840636+0.00517442j -0.0199576-0.015561j 0.00286192+0.0150493j -0.00793294+0.00596326j -0.0258259-0.0191663j 0.0206984-0.000301477j 0.0187835+0.00563233j -0.00458936+0.00545234j -0.0120294+0.0446565j 0.00975506+0.0441255j 0.00079333+0.00238269j -0.032692+0.00252256j -0.0196205+0.0158894j -0.0168387-0.0316883j 0.0098336-0.0526093j 0.00868744+0.0372295j -0.0195795+0.0219698j 0.00810135+0.0117906j 0.00361212+0.0107591j 0.0108111-0.00387983j 0.00911272+0.00561384j -0.00136734-0.0151803j 0.0159918+0.00463443j 0.0031981-0.00798384j 0.0112343+0.0106537j 0.0195437-0.0409136j 0.0263825+0.0401021j -0.0155407-0.0239052j -0.00563968-0.00510736j 
0.0120078+0.0418552j 0.0134795-9.2804e-05j -0.0138526+0.0195236j -0.0461095+0.00314483j -0.0236257-0.0133308j 0.0302779+0.00504123j 0.0046671+0.00738617j -0.0173008-0.0154418j -0.0344643+0.0348149j 0.0057756-8.76672e-05j 0.00830824+0.0356662j 0.0519417+0.011635j 0.0268241-0.0187995j -0.0240606-0.0111693j -0.0152224-0.0206636j -0.0171123-0.0714656j 0.00344527-0.0370122j -0.0937973+0.0358199j -0.144722-0.0357208j -0.0315369+0.0700971j 0.151497+0.02701j -0.0532149-0.183191j 0.0830608+0.0481983j 0.0490071+0.000250177j -0.0849121-0.175692j -0.0192782-0.161986j -0.0584382+0.0875349j 0.0584988-0.117651j 0.182344+0.0242384j 0.293054+0.131777j 0.229785-0.215174j -0.293304+0.0755173j 0.0858544-0.0334939j -0.0677929-0.160787j 0.130379-0.032754j 0.0774675-0.0337846j -0.17283+0.0685894j -0.0213578+0.0107529j -0.00691452-0.117264j -0.0227894-0.0175875j 0.0121318+0.0179768j -0.0264824-0.0118344j 0.0415543+0.0224449j -0.0203215+0.0701661j 0.0316388+0.0108029j 0.0317274+0.0389011j -0.0192316+0.0035647j 0.0257613-0.012325j 0.0141802-0.00364637j -0.00810211+0.0227713j 0.00237021+0.0148721j 0.0270862+0.0130591j -0.0325575-0.00614041j 0.0033574+0.0104385j 0.00111849-0.0147714j -0.00642867+0.0160465j -0.00409771-0.0248599j 0.00183492-0.0364781j -0.00616515+0.0164387j 0.0161339-0.0165998j -0.0239799+0.00944968j -0.0113869+0.00227599j -0.00374101-0.00158598j 0.0109666-0.0154548j 0.0421499+0.00590834j 0.00530396+0.00678288j 0.00974521+0.0136776j -0.0439804-0.00963155j -0.00796902-0.000707939j -0.0250396-0.0175441j -0.0232355+0.00527563j -0.0416141-0.0469979j -0.0193752-0.0246237j 0.00754602+0.00258182j 0.0119095+0.0150061j -0.0199068-0.0306887j -0.0169384+0.00602834j 0.0214802+0.0235473j -0.021171+0.0014006j -0.00602802-0.00167398j -0.0221351+0.0273506j 0.0157894-0.0174729j 0.0236831-0.00225672j -0.0412226+0.0305605j -0.00888867-0.00202494j -0.0233694-0.00505466j -0.00964087-0.0142896j -0.0308891-0.0252937j -0.0108972+0.0260757j 0.0134168-0.00252473j 0.00615489+0.00144348j 0.0588125-0.0293434j 0.0410103+0.0532381j 0.0178966+0.0264824j 0.0105738-0.039481j 
-0.0495387+0.0487853j 0.0136277-0.0109805j -0.037266+0.0113712j -0.0251257+0.018576j 0.0199372-0.0277186j -0.013615-0.0139915j -0.0210325+0.0036942j 0.00761792+0.0157863j -0.0223838-0.00318042j -0.00500753+0.023101j -0.0190911-0.0260655j -0.00764907+0.0157839j 0.0328883-0.00585283j 0.0323593-0.0126397j -0.00609409+0.0180669j 0.128265-0.131443j 0.0119933-0.0767087j -0.164372+0.0955857j -0.0724782-0.0158326j 0.0854387+0.0263823j 0.0171204-0.012659j 0.121651+0.0594145j -0.0028422-0.0750371j -0.0586795-0.0736299j 0.173446+0.041945j -0.115687+0.0926586j -0.0780302+0.00559792j -0.256512+0.0175936j 0.0513205-0.154914j 0.167316-0.175469j -0.152206-0.186129j -0.117391+0.167336j -0.019139+0.187173j 0.0178656+0.025009j 0.101739-0.143886j -0.0463185+0.00563717j -0.0995434+0.0883657j -0.0347468+0.0641461j 0.0861311-0.119567j -0.0356264+0.0128152j -0.0302822+0.0367652j 0.00887601+4.85793e-05j 0.0506603-0.0377085j 0.0131303+0.0628888j 0.0330749+0.0265906j -0.0144377+0.00658192j -0.0015784-0.00828787j -0.000166149-0.012326j 0.00521643-0.0168693j -0.00530131-0.00244032j -0.00901821-0.0188122j -0.00901696-0.00839833j 0.0194792+0.00805688j -0.00264181-0.0149413j 0.00269537+0.00994803j -0.0369167+0.0099054j -0.0144535+0.00597896j 0.0160962-0.0207705j 0.000696694+0.0001747j 0.0169405-0.00940451j 0.0400869+0.00136491j 0.0105085+0.00114805j 0.0249182+0.00239749j 0.00518717-0.0100103j 0.000326829-0.0171735j -0.0312759+0.00616763j -0.020744-0.0015792j 0.00450581+0.0149106j 0.00534564-0.0126446j -0.00864104+0.0153845j -0.00285515+0.00355536j 0.0204438+0.0219014j 0.0168489+0.00319839j 0.00902193-0.0320164j -0.032587-0.00544929j 0.0158323+0.00222681j 0.0193884+0.009522j -0.0636158+0.000800772j -0.0521291+0.0284238j -0.012854-0.0179271j 0.017305-0.0150019j 0.0376757-0.014671j -0.0161953+0.0319164j -0.0233796+0.010859j -0.0143551-0.00200176j -0.0138595-0.00721399j -0.0174457-0.00250545j 0.000281655-0.0273471j 0.00551107+0.0327895j -0.00432503-0.00336935j 0.00556537-0.0038554j 0.0281729-0.0522908j 0.05519-0.00498877j 0.0338445+0.00645871j 0.018936-0.0395169j 
0.0126479+0.0348435j 0.000184504+0.0101387j -0.0153334-0.0107736j -0.0355323-0.0426302j -0.0214866+0.0100425j -0.0154078+0.0365535j -0.0154408-0.00149778j -0.0452321+0.0190424j -0.0025022+0.0336824j 0.0258657+0.0128118j -0.00856166-0.00733628j -0.00166343-0.023714j -0.00399159+0.0111619j 0.00269563-0.00867658j -0.000784094-0.0136922j 0.000709656-0.0829483j -0.0227289-0.0216468j -0.0757441-0.0418018j -0.106393-0.120278j -0.0312398-0.0115559j -0.111646+0.107845j 0.0620142-0.0586818j 0.0512312-0.0950479j -0.125318+0.175613j 0.260134+0.244277j -0.13145+0.0719451j -0.0951289+0.0170965j 0.2174-0.0351556j 0.0410756-0.0921011j -0.100594+0.162862j -0.0133498+0.237938j -0.0255282+0.0455372j 0.0228927+0.0236423j -0.0892354+0.0663786j -0.0105948+0.0543909j 0.0758362+0.00237172j -0.15779+0.011665j -0.010397+0.03606j -0.00832583-0.0781774j -0.014395-0.014551j 0.0141561+0.0211531j -0.0174396-0.0157867j 0.0206599+0.0473938j -0.0239402+0.0392683j 0.0280096-0.00594614j -0.0323187+0.023333j -0.00704759+0.00173929j 0.00972792-0.0129487j 0.0297845-0.0234578j 0.00726239-0.0146019j 0.00729208-0.00345203j 0.00165541-0.000561728j -0.00497641+0.0166651j 0.0187967-0.00237207j -0.0351925+0.0166912j -0.0106157-0.0264801j -0.0383811-0.00861941j 0.019851-0.0251238j -0.0171043+0.0227991j -0.00910506+0.00880058j 0.0349818+0.0103063j -0.00881887-0.00144158j 0.015797+0.0044766j 0.00531713-0.0182889j -0.0206358+0.0413003j -0.0303014+0.000107358j -0.00835436+0.00822012j 0.0166966-0.0469656j -0.0048546-0.0223386j 0.0323004-0.0354168j -0.00583732+0.0112511j 0.0206526-0.0273341j -0.00441857-0.0198003j 0.0113868-0.0142459j -0.0108875-0.0325298j -0.013066-0.0106901j 0.0114114+0.0192384j 0.019769-0.0189312j -0.0102729+0.00586356j 0.00702865+0.0192536j 0.0168059+0.026581j -0.0124168-0.018192j -0.000296314-0.0157901j -0.00203016+0.0194918j -0.000483223-0.00661862j -0.00977897+0.0102462j -0.00243396+0.00701623j -0.0126706+1.84254e-05j 0.00887137+0.021717j 0.00733473+0.000821335j 0.00575428-0.000389535j 0.000936893-0.0106388j 0.0263036+0.0039931j 0.00448081-0.00130146j -0.0110132-0.0283207j 
0.0250327+0.0266986j -0.0187584+0.00769497j -0.00217417+0.0373883j -0.0237353-0.0234936j 0.0070072-0.0209537j -0.0286404-0.000522577j -0.0261033-0.0287434j -0.0079717+0.0136592j -0.0252236-0.00832595j -0.00939172+0.0241812j 0.0384272-0.00290444j 0.00723948-0.0300964j -0.00472796+0.00299347j -0.0143568+0.00250201j 0.00717453-0.0149933j -0.0641956-0.0101461j -0.0378017+0.0345527j -0.0373916+0.0411477j -0.0311762-0.0723378j 0.111525+0.0145627j 0.172445+0.00278014j 0.131943-0.0336494j 0.162543+0.0955791j 0.0528924+0.139159j -0.231245-0.0269891j 0.065895-0.165812j -0.022121+0.381382j 0.135199+0.0400811j -0.0650019+0.0850907j -0.0501278-0.124425j 0.105165+0.0290088j -0.0264556-0.102222j -0.122957+0.0386103j -0.0220548-0.0181352j -0.0275166+0.089883j 0.0705006-0.0256473j -0.102509-0.0459458j -0.0211089-0.0180005j -0.0456852-0.012143j -0.0104081-0.00725154j 0.0111906+0.0016376j -0.00991895-0.0168148j 0.0250382+0.0156163j 0.0115804+0.0274956j 0.0572037+0.03371j 0.0237702+0.00117771j -0.0219767-0.00558123j 0.027791+0.00145505j 0.0240417+0.0095265j 0.0218097+0.0174491j 0.0260724+0.0316665j -0.00150116+0.00815668j -0.0369894-0.00149848j 0.032891+0.0389618j -0.0311318+0.0193938j 0.0259942-0.0257868j 8.2747e-05-0.0139237j 0.0214079-0.0361736j 0.000499765+0.0456867j -0.0122677-0.0126075j -0.0117715+0.0159272j -0.00872639+0.0260366j -0.00889636+0.0126538j 0.00140144-0.0441633j 0.00503963-0.0327666j 0.000888581-0.00234769j -0.0252293-0.0189193j -0.0109785+0.0428273j -0.00920457-0.00999036j 0.0133457+0.0267372j -0.00129205-0.00775806j 0.0198295+0.0372591j -0.00333414+0.00571997j -0.0183042-0.00517809j -0.0262461+0.00227834j 0.0200333+0.000536166j 0.0148495-0.00246434j -0.0260677+0.0188763j 0.00689126+0.00123067j -0.0108473+0.00110007j -0.0147608-0.0115605j 0.0125335+0.00896374j 0.0190004+0.0207177j -0.0194944-0.027041j 0.00432406-0.0037937j -0.00814011-0.00705276j 0.00350655+0.00997955j -0.0106334+0.00610384j -0.0182506+0.0169898j 0.0109945-0.00105891j 0.00217955+0.00389288j 0.015158+0.00620804j -0.00166586+0.034345j -0.00980383+0.00447872j -0.00330029-0.0111181j 
-0.0234613-0.016505j 0.034426-0.00266785j -0.00332136-0.036048j 0.0270949-0.0026077j 0.0229364+0.00515902j -0.0233276-0.022767j 0.0469038-0.010518j -0.0127504-0.0112616j 0.00853722-0.00405768j 0.0124332+0.0124497j 0.000603493+0.0271147j 0.00395075-0.023242j 0.0015714+0.00423962j 0.00197817+0.0109742j -0.0115724-0.00094209j 0.029822+0.00833614j 0.0568924-0.00362702j 0.00519167-0.068239j 0.0315521-0.0103949j 0.0743517-0.00135732j -0.0858057-0.00341901j -0.0335891+0.154898j -0.134702-0.204136j 0.0922046+0.205626j 0.328574+0.0859037j -0.127397+0.0144714j -0.0128257+0.015227j 0.283759-0.197267j 0.00302407-0.0516996j 0.10068+0.190681j -0.137647+0.0669407j 0.0673593+0.145026j -0.1326+0.0223308j 0.00749269+0.0988693j 0.048961-0.0446862j -0.0522853-0.0114251j -0.0481976+0.025483j 0.0258623+0.0214964j 0.0401931-0.0046218j 0.0103366-0.0127362j -0.0169915+0.00426815j 0.0104378-0.0052125j -0.013043+0.0277861j 0.0337788-0.0117692j -0.0161397+0.0313562j -0.016019-0.024439j 0.0117161-0.0251929j -0.016125+0.0167564j 0.000182119-0.0453416j -0.000729102-0.076235j -0.0308765+0.00403486j -0.0183511+0.034401j 0.0494192-0.0150581j -0.0223238-0.0235679j 0.0422641+0.0360483j -0.0547261-0.00615542j 0.0188987-0.00443024j -0.0208687-0.0180205j 0.0164811+0.000591508j 0.0268999-0.0211139j -0.00717113+0.053843j 0.00530231+0.0260864j 0.00939901+0.0256108j -0.00343792-0.0175665j -0.00879335-0.0418088j 0.00794166-0.0272028j -0.0043252+0.0047391j 0.0201715+0.0317097j 0.00634779-0.00113503j 0.0014635+0.00592709j 0.00245028+0.00825638j 0.0259641-0.000163239j 0.0167978+0.0121451j 0.00912845-0.00269143j 0.00451236-0.00111743j 0.0101611-0.00512321j -0.00109804-0.00268602j -0.033571+0.000230797j 0.0100213+0.00262583j -0.0121437-0.0133824j 0.000955573-0.00998598j 0.00571467-0.00236193j -0.00925114+0.00842312j 0.0115113+0.00104206j -0.0067156-0.00474229j 0.00493649-1.18768e-06j -0.00571933-0.0213717j 0.01262+0.00528705j 0.0210556-0.00798139j -0.00634902-0.000510932j 0.00386875-0.00345052j -0.00575153-0.00918911j -0.00202123-0.0127706j -0.000194298-0.0025583j 0.0147389-0.000462654j 
