0.0606867+0.145287j -0.190189-0.119708j -0.080895-0.188014j 0.0250144-0.26048j 0.0555346+0.0171613j -0.0847716-0.130997j 0.0442505-0.0708109j 0.09007+0.0402267j -0.182505+0.00771214j 0.207482+0.164666j 0.156197-0.199365j 0.0544551-0.0333746j -0.0928042-0.198124j 0.27915+0.0631864j 0.0626477-0.0201152j -0.0450799-0.00965957j 0.0623762+0.105607j -0.00500795+0.0449106j 0.00726473-0.0499463j 0.033507-0.0373908j 0.00729885+0.0368533j -0.0521142+0.0057061j -0.0179547+0.0134651j -0.00709016+0.0190874j -0.0220873-0.0297386j -0.0165594+0.0294486j -0.0447826-0.0196909j 0.0249698-0.0425408j 0.0336725-0.00293245j 0.00785435-0.00583212j -0.092312-0.00837243j -0.0099834-0.0202455j -0.00371378+0.0723581j -0.0607825-0.0228026j -0.0121223-0.0339836j 0.0448889+0.0136161j -0.0369199-0.0431913j -0.0104994+0.0121005j -0.0287583-0.0213812j -0.0285528-0.0282675j 0.00878614-0.00323007j -0.00137795+0.00427187j -0.0103497+0.020328j -0.0115126+0.020905j 0.0221826-0.00801936j 0.0115769-0.0141576j -0.00590174-0.00456723j 0.00438276+0.0110012j 0.0110217-0.00644429j 0.0147533-0.00310471j 0.0425549-0.00120053j 0.00107727-0.00444969j -0.00150033-0.00245261j 0.00916434+0.00395448j 0.017075-0.00552019j -0.00165816-0.0115303j -0.0201952-0.00282184j -0.0210265-0.00263455j 0.0162958+4.33186e-05j 0.0220999+0.00427034j 0.00693762+0.00213615j -0.000548289-0.00325706j -0.0216693-0.00340314j 0.00991923-0.00746794j 0.011249-0.010486j -0.0159314-0.0101142j -0.00598139-0.00285576j 0.0176866+0.0102744j -0.00367381-0.00153137j -0.00455421+0.0159356j 0.025247-0.00498191j -0.00704156-0.0197843j -0.0118692-0.00644618j 0.00103817+0.0154195j 0.0409153+0.0222648j 0.0050406-0.000900487j -0.00503216+0.0278934j -0.00357479+0.0374475j -0.010179-0.0170694j -0.0164268+0.0132178j 0.0268654-0.0157059j 0.00401862-0.0163046j -0.0276219+0.0187473j 0.0286711+0.0112264j -0.00873477+0.00315751j 0.0218053-0.0164663j 0.01635+0.0551867j 0.0643238+0.00559597j 0.00399122+0.0106339j -0.0130136+0.0318272j -0.000801628-0.017306j 0.00532407+0.00260802j 0.0595063+0.0477834j -0.0161344-0.000775911j -0.0521492-0.0661855j 
-0.0121094-0.00238191j -0.0048834-0.0230999j 0.00439828-0.00491616j 0.00148009+0.0150006j 0.0109916+0.00273025j -0.00778537+0.00654598j 0.000318498-0.00698562j -0.00725492-0.0067224j 0.00203064+0.00266543j 0.000736507-0.00368668j -0.00979191+0.00014983j 0.00604352-0.0014165j -0.00695932-1.61152e-05j 0.0106935+0.00357536j 0.00306897-0.000108381j 0.00303396+0.00513598j 0.00282701-0.00732004j 0.00914466+0.000796938j -0.00653633-0.00370676j 0.00985286-0.0101835j 0.00594323-0.00173942j -0.00173162-0.0090246j -0.0107929-0.000108795j 0.00307667+6.24996e-05j 0.00452542+0.00050822j 0.00589525+0.000428379j 0.00712267-4.76846e-05j -0.00412047+0.00225751j -0.00895925-0.00247476j 0.00143519+0.00329929j -0.00384596+0.00394167j -0.00333895+0.00117064j -0.000874879-0.00274345j 0.00111053-0.000532223j 0.000368234+0.000827045j 0.00145795-0.00397328j 0.00126586-0.00307713j -0.000218404+0.00241615j 0.00184962-0.00275444j 0.00254791-0.00623767j -0.00857203-0.0111896j 0.0102403+0.0138686j 0.00291863+0.00405274j -0.00382837-0.00105107j 0.00269571-0.00660468j -0.00819093+0.0110206j 0.000198952-0.00748701j -0.0185507-0.0117228j 0.00796809+0.0182358j 0.0169328-0.00819729j 0.00763556+0.00813595j 0.000894385+0.00805421j 0.00639894+0.0127905j 0.00312735+0.00366931j -0.0125247+0.000374334j -0.00162545-0.0212507j -0.00132068+0.000460207j -0.0318844+0.0063642j -0.00686505+0.0168257j -0.0201118+0.000179046j -0.00741237+0.0108606j -0.00435523-0.00280702j 6.51011e-05+0.0189634j -0.014917+0.00280854j -0.0054316+0.0100563j -0.00137716+0.00291718j -0.00659624+0.00510132j 0.0083577+0.00324919j 0.00652647+0.00853094j -0.000257505-0.00818536j 0.00317166+0.00164947j 0.00611761+0.00958929j 0.00399947-0.00677806j -0.00120543+0.00106665j -0.00379297-0.00186722j -0.00721631-0.00415514j -0.0108261-0.00150091j -0.00148862+0.00732422j 9.41943e-05-0.00198963j -0.000867755+5.96812e-05j 0.0017088-0.00179935j -0.00324321+0.00524641j 0.00537392+0.00598489j -0.00189963+0.0084455j -0.000616441-0.00747168j 0.00461276-0.00388571j 0.00680585-0.00971252j -0.00433997-0.00641938j -0.00152352+0.00264634j 0.000517471-0.00303339j -0.00203642+0.00547321j 0.0033006-0.000980294j 0.00385002+0.00255844j -0.00162297-0.000190364j -0.00199859+0.00523884j 
-0.0116877-0.00155621j 0.0116908+0.00214112j -5.63128e-05+0.00141774j -0.00480332+0.00727979j 0.00525032-0.00917867j 0.00472444+0.0130554j -0.00304827-0.0116634j -0.00914531+0.00176146j -0.000626201-0.00300962j 0.00243118-0.00826603j 0.00513455+0.00354707j 0.00207929+0.0130296j -0.000309786-0.0010579j -0.0065978+8.77852e-05j -0.00630631-0.000349307j -0.00505634+0.00669738j 0.0124747+0.00436799j -0.00771799+0.00907546j 0.000967771+6.54506e-05j 0.00227763-0.00919366j 0.00446035+0.00912427j 0.0050755-0.00567492j -0.00654709+0.00970492j 0.00946012-0.00173513j 0.00477112-0.00420867j 0.00195185-0.00943731j 0.00307882-0.00253776j -0.00531288+0.000780704j -0.0079194+0.00411272j 0.00619034-0.000439795j -0.00445163+0.000447213j -0.00575452-0.00110571j -0.0012228+0.000471336j -0.00250946-0.00489324j -0.00225506-0.00658976j -0.000550733+0.000690264j -0.00374827-0.00540541j -0.0124034-0.012599j 0.00926168-0.00643141j 0.00695591-0.00189567j 0.0113629-0.00753806j -0.00740256-0.0123568j 0.00362292+0.0210564j 0.00760454+0.0400284j -0.00294103+0.0293549j -0.0139856+0.0177556j 0.00741768+0.00321585j -0.00783359+0.00480487j -0.0140589-0.0185378j 0.010784-0.000756542j -0.00559811-0.015225j -0.0315063-0.00298035j 0.0350996-0.000371608j 0.0106398-0.001906j -0.010541+0.0139459j 0.0107138-0.00416814j -0.00542727+0.0049762j 0.00623735-0.00696915j -0.000769718+0.000436115j 0.0134975-0.0103942j 0.0125421+0.0102601j 0.000575044-0.000300065j -0.00363333-0.0030705j 0.0145247+0.00385471j -0.00797615-0.0172989j -0.0174391+0.0127996j -0.0057783+0.0131367j 0.000200937+0.0118729j 0.01432+0.00499492j -0.000456952-0.00450482j 0.000739786+0.02374j 0.0128621+0.00371319j -0.00210042-0.00518988j 0.00459998-0.000335339j 0.0205233+0.00259152j 0.0124565+0.013063j 0.00421013+0.00028153j 0.0107889-0.0290407j 0.00772972-0.0040926j 0.00590508+0.00951276j -0.00175591+0.0189187j -0.00378496-0.00692485j 0.00847228+0.00323739j 0.00485066-0.0209991j -0.00123531+0.0058551j 0.00118473+0.00151717j -0.00479344+0.00676859j -0.00392922-0.00250806j -8.92686e-06-0.00480897j -0.0042052+0.00714244j -0.00534822+0.000260036j -0.00152078+0.00811928j 0.00384254-0.00744785j -0.00833261+0.00130761j 0.00101601-0.00131118j 
-0.00289203+0.0102186j -0.0044601+0.00123146j 0.00280444-0.00655661j -0.00369951+0.00935834j -0.001314-0.000734467j -0.0121837+0.0101327j 0.0126308-0.0130774j -0.00263815+0.00667438j -0.00271613+0.00217284j 0.00499243+0.00624495j -0.000424493+0.0041988j 0.00103735+0.00748198j -0.00859634-0.00219846j 0.000471441+0.00665562j -0.00780284-0.000473316j -0.0144274+0.000776957j 0.00853004+0.00861109j 0.0026363-0.0101714j 0.00840324-0.000641284j -0.00363283+0.00445538j -0.00905068+0.0116524j 0.00542644+0.00920608j -0.000311407-0.00417826j -0.00518849-0.00272406j -0.013235-0.00877178j -0.00252698+0.0093778j -0.0042262-0.00303744j 0.0126694-0.0097129j 0.00174499+0.00646728j 0.000133528+0.00216154j -0.00176991-0.00129854j -0.000775903+0.000552648j -0.00217584+0.0071832j -0.00583513-0.000294557j 0.00195975-0.00251874j -0.00161+0.00341391j -0.000977902+0.000153841j -0.00225229-0.00664284j -0.000205653+0.00627414j 0.0116714+0.00310887j -0.00083386+0.00724744j -0.0131085-0.0123694j -0.000245382-0.00756978j 0.0121149+0.00410857j 0.00256725-0.00885558j 0.007337-0.0306931j -0.0153776+0.00442957j 0.00825404-0.00505957j -0.0109628-0.0062153j -0.0202819-0.00561391j -0.00786899+0.0126824j 0.0232201-0.000727996j -0.0163439-0.0187647j -0.00330836+0.00655949j 0.0192176-0.00804942j -0.00326952+0.0310453j 0.00848945-0.0202226j 0.0166606-0.0153412j -0.0162561-0.0238195j -0.00102276+0.000232808j -0.0166395-0.0185833j 0.0153555-0.00314597j -0.000218288-0.00154307j 0.00925244-0.0259978j -0.00270014+3.71339e-06j 0.025138-0.00483295j 0.0113982-0.00967741j -0.00448693+0.00345088j -0.0067567-0.00697558j 0.01198+0.00273756j -0.00581982-0.00309795j -0.0149502-0.0093858j -0.0075039+0.00123093j -0.00396977+0.0045374j -0.00453879+0.00874558j 0.00309253-0.00140588j 0.00137599-0.0111964j -0.0113037+0.012163j -0.00222768-0.00102687j -0.00291907-0.00318477j 0.000651171-0.0064461j 0.00533325-0.00108674j -0.00744187-0.00685515j -0.000821812+0.0106548j -0.00138873+0.00125853j -0.00152194+0.00115012j 0.000734119+0.00717496j 0.0118381+0.00830785j 0.0109975+0.00073062j 0.000992483-0.00588471j 0.00315136-0.000400643j -0.00365864+0.00185208j 0.00415436-0.00578277j 0.000229665+0.00398834j -0.00127284+0.000201553j 
0.00169647+0.00464842j -0.00472909+0.00134909j -0.0113974-0.00708398j 0.00886298-0.0101171j 0.00135436+0.00700383j 0.00787751+0.0136614j 0.00427215-0.0152383j -0.000392692+0.00398015j -0.00730856+0.00219394j 0.0039845-0.00638048j 0.000695252+0.00411448j 0.00414077-0.00629593j -0.00830508-0.00258329j 0.00186038+0.00532723j -0.00496468-0.000980894j -0.0124668+0.00526778j 0.00325845+0.0152736j 0.00235419+0.00913036j -0.0131875-0.00561547j -0.00255222-0.0143363j 0.0215588-0.00169596j -0.00843372+0.014282j 0.0114215-5.49908e-05j -0.0122054-0.00151647j 0.000942152+0.0109613j -0.0144994+0.00862359j -0.011485-0.00136901j 0.00606121+0.002096j 0.00281183-0.00342605j 0.00207315-0.00105395j -0.00747856+0.00697448j 0.00532458-0.00285012j 0.00190772-0.00602263j 0.0069662-0.00474216j -0.000354218+0.000871664j 0.00472961+0.00354326j 0.000997105-6.86742e-05j -0.00200823+0.00659336j 0.00522457+0.00125243j -0.00299308+0.000549078j 0.00516391-0.00876719j 0.0196578-0.00220649j 0.0128628+0.0103251j 0.00137998-0.0037034j 0.00732589-0.0151927j -0.0102158-0.0155295j -0.0051141+0.00283177j -0.00899533-0.0062515j -0.0112242-0.010339j -0.00699588-0.00937521j -0.00348382-0.00392014j 0.00110261-0.00156029j -0.0230987-0.00791505j -0.00211052-0.00795132j 0.013289-0.00719268j -0.00352362-0.0257806j 0.00747962-5.02495e-05j -0.0136382-0.00939816j 0.00782695+0.0123256j -0.00457252+0.00653011j 0.00131705+0.0168125j -0.00699301+0.0124712j -0.00318839+0.0219322j -0.0149312-0.0142708j -0.0098521-0.0030302j 0.0116927-0.0157494j 0.000143263+0.0102883j -0.00439771+0.0231156j -0.00405022-0.00695578j -0.0118199-0.00769671j -0.00115021-0.00384589j -0.00181654-0.00263561j -0.00115172+0.00447455j -0.000341352+0.00716816j 0.0018151+0.00848321j 0.00926293+0.000907433j -0.00526996+0.00707378j -0.0223621+0.00609957j -0.00253118+0.00428721j -0.0215153+0.00545442j -0.00184553+0.00226531j -0.00401713-0.00997835j -0.00135419+0.00823272j 0.014798+0.00551143j -0.0020581-0.00086425j 0.00875378+0.00263983j 0.00131222-0.000948157j 0.0147809+0.00424956j -0.00549243+0.00412715j 0.000160621+0.00779786j 8.28121e-05-0.00228923j 0.00364968-0.000598155j 0.00536045+0.00187757j -0.0056156+0.00108104j -0.00398666-0.00131536j 
0.00464733+0.00815488j -0.00389455+0.00301814j 0.00846539+0.000636102j -0.00194203+0.00437242j -0.00102036+0.00333077j -0.003376-0.0082507j -0.000488681+0.00294703j 0.00765256-0.00617437j 0.00265731+0.00120371j -0.00225019+0.00430866j -0.00187531-0.00487634j -0.00139263+0.00153332j 0.00321304-0.00226299j -0.00245349+0.000131591j 0.000259214-0.000151523j -0.0132459-0.00543783j 0.00710045+0.00881479j -0.00274728-0.0101283j 0.00679536+0.00663903j -0.00221979-0.0211845j 0.00381478-0.0152026j -0.0205472-0.00934189j -0.00552682+0.0138303j -0.000124364-0.00263512j -0.000245968-0.0031831j 0.00654773+0.000971402j 0.00695895-0.00817854j -0.00908875-0.000614517j -0.0100329-0.00121038j 0.00963771-0.000634548j 0.00731131-0.00146517j -0.00469098+0.00308087j -0.00130677+0.00033216j -0.0106779-0.00644812j -0.00179314-0.00477801j -0.00135496+0.00258173j -0.000852018-0.00351087j -0.0167598-0.00802471j 0.000997216-0.00485899j -0.00367002-0.00160815j 0.00448746+0.0160316j -0.00582776-0.00291577j 0.00803315+0.00831705j 0.00979605-0.00153434j 0.0118319+0.0115466j -0.00541913-0.00286562j -0.0116904+0.00616408j 0.00405619-0.0191359j -0.00813253-0.0239714j -0.0509013-0.0209774j 0.000300281-0.00942943j 0.00668042-0.00231232j 0.0043549-0.00696922j -0.00722753-0.0180239j 0.00861303-0.00438499j -0.0216074-0.008199j 0.00701975+0.00257761j 0.0211845-0.00543026j -0.00250038+0.030124j 0.00015377-0.00433151j 0.00464024+0.0200378j -0.00177722+0.00174883j 0.000738732+0.0266876j 0.00324857-0.0187559j 0.0297401-0.0259389j -0.00674693+0.000198119j 0.00361091+0.0194686j -0.0105374+0.0124264j 0.00563021-0.00700378j -0.015871-0.00220962j 0.00721664+0.0297709j -0.0147092+0.010905j 0.0152243+0.000431919j -0.00709086-0.00313895j -0.000574994+0.0106435j 0.00201769+0.00982076j 0.00649946-0.010447j -0.0276928-0.0079644j 0.00948323+0.00856445j -0.00743183+0.00379388j -0.0123217+0.0102232j -0.00674473-0.000791269j -0.0102788-0.00877679j 0.00867198-0.00663924j 0.00145369+0.00684234j 0.00208395+0.00766176j 0.00380522+0.0124782j 0.00998206+0.00811128j 0.000786109+0.00114776j -0.00283797+0.00122521j -0.00651345+0.00720359j 0.00249278+0.0078163j 0.00157207+0.00710572j -0.00413546+0.0108748j -0.000360587+0.00437282j 
-0.0126062-0.00877411j -0.00255413+0.0032254j 0.0138674-0.00280426j -0.0071066+0.00761977j 0.00278462-0.00294593j -0.0099956-0.00142429j 0.00645859-0.00536549j -0.00898005-0.0110887j 0.00573216+0.00328271j 0.00494101-0.0036766j 0.00552456-0.00175373j -0.00874391+0.00557424j 0.00329495+0.00145437j -0.00187382-0.000465453j -0.00244648+0.000630005j 0.0146455+0.00735109j -0.00972224-0.0111376j 0.00455905+0.0181089j -0.0254316-0.00352756j 0.00878522-0.00960086j 0.013432+0.00839525j -0.00113659+0.00479415j 0.0110046-0.00425816j -0.00655994+0.00114207j 0.000828288+0.0122975j 0.000831373-0.00455807j -0.00943118+0.0108173j 0.000174169+0.00891356j 0.00537-0.00417039j -0.000908119-0.00240487j 0.000405349+6.37526e-05j 0.0019816+0.000612705j -0.00155442-0.00242673j 0.00859425+0.000933544j -0.000141048+0.00218507j 0.00211625-0.00167651j 0.000902861+0.000200296j 0.00706371+0.0200624j -0.00697414-0.00434699j -0.00523529-0.0181455j -0.00963868-0.00750507j 0.00519288+0.00789538j -0.00204869-0.00764215j -0.00466379-0.024842j 0.00674629-0.012201j -0.00369746-0.000567619j 0.00393415+0.00625058j -0.000431461-0.0113239j 0.0108986+0.00937357j 0.00160853+0.00680511j -0.00447372+0.00157014j -0.00187235-0.00188558j -0.0186056-0.00572753j 0.0099607-0.00393412j 0.0151779-0.0137986j 0.0266509-0.0110134j 0.00283929+0.000973606j -0.00821013+0.00106606j 0.00934912+0.00784237j -0.00539986+0.000620612j 0.00136476+0.00701409j -0.00994934-0.00528656j -0.0108202-0.0044765j -0.00383462-0.0125263j -0.0111383+0.00788407j 0.00807025-0.00275927j -0.00388345+0.00444396j 0.00563956+0.0095484j -0.00799917-0.00398441j -0.00374203+0.00215789j -0.000872171-0.0126738j -0.00278467-0.00546966j 0.00362307+0.00653433j 0.00162284+0.00333085j 0.00462323-0.00276313j 0.000855924-0.0041466j -0.00162945+0.0120969j -0.00108597+0.00288763j -0.000676849-0.00140504j 0.00613337+0.00215485j 0.00175835-0.00464866j 0.00318236-0.00499393j 0.00350795+0.00721179j -0.0036467+0.00285522j -0.00176826-0.00384127j 0.00413199-0.00409894j -0.00180555-0.00458562j 0.00352746+0.00330921j -0.00923321+0.000800819j 0.00113993+0.00386474j 0.00228651-0.00234813j 0.00485333-0.00537492j -0.00105717-0.00208895j 0.00160604-0.00809975j 0.00553396-0.005531j 
-0.0108499+0.00104697j -0.000332636-0.00785617j -0.00202362+0.00321768j 0.00125228-0.00308077j 0.00333609+0.000738129j 0.00484816+0.00490614j -0.00654725+0.00103989j -0.00323839-0.00331732j 0.00162237-0.000890912j 0.00584418-0.00528269j 0.000158562+0.000433736j 0.000563299-0.00335681j -0.00187437+0.00140042j -0.00149281+0.000150757j -0.000814722+0.00107207j 0.00556989-0.00301868j -0.00226047-0.00249224j 0.00177151-0.00356083j 0.00871667+0.00992148j -0.00343727-0.0126624j -0.0238151+0.0181094j -0.00114719+0.000348154j 0.00631963-0.0135272j 0.00613364-0.00772401j 0.0144534+0.00326033j 0.00235702+2.11974e-05j -0.00236213-0.00132063j -0.00742241+0.010891j -0.000470093-0.00305859j -0.00792731+0.00287637j 0.00056724-0.00959637j 0.00191961-0.00171592j 0.00654152-0.00711335j -0.00137453+0.000470784j -0.00491092-0.0024842j 0.00405461-0.00917059j -0.00538647-0.00879703j 0.00575695+0.0175221j -0.00828055+0.000709022j -0.00307636+0.00465211j 0.00969866+0.002621j -0.0145524-0.00350609j 0.00207916+0.00679829j 0.0112861+0.0233344j 0.0193007-0.00338155j -0.000901003-0.0501595j 0.00868499+0.016531j -0.013633-0.0366565j -0.0110835+0.029758j -0.00243495+0.0266835j 0.0057885+0.0389076j -0.00137638+0.019693j -0.0236573-0.0088992j -0.00534458+0.0124999j -0.0178642-0.013665j 0.051732+0.0140559j 0.0360264-0.0205816j 0.00606387-0.0337969j 0.000643117+0.0195508j -0.0136353+0.00554888j -0.032471+0.00619717j -0.018252-0.0123006j -0.00564873+0.00725545j -0.00557237-0.00512061j -0.00924734-0.00950262j -0.0068338+0.0148514j -0.000762964+0.0119702j -0.00181986+0.0217356j -0.00473013+0.0081645j -0.000844363+0.00112681j 0.00486851-0.0057981j -0.00232162+0.00182027j 0.00507662+0.00449282j 0.000913457-0.00787403j -0.000408955+0.0175945j 0.00709043-0.00106312j -0.0091295+0.00781692j -0.000133179-0.00483803j 0.0017299+0.00162797j 0.0137867+0.0112775j -0.00942748-0.00341403j 0.00863561+0.00214666j 0.00643519-0.00425851j -0.00912091-0.00275982j -0.00612589-0.00218306j 0.00409114-0.0141387j -0.0051926-0.0100689j 0.0241479+0.0177656j 0.00740736-0.00306721j -0.00016954-0.00639046j -0.00271905-0.00258001j -0.00438754-0.00621648j 0.0196931-0.0145662j 6.49717e-05-0.0041257j 0.00871695-0.012741j 
0.00108018+0.0135588j -0.00716581+0.00203558j -0.000952876+0.0143754j -0.00343643-0.00175401j -0.000258057-0.00242642j 0.0022734+0.00164861j -0.00899769+0.00146773j 0.00159964+0.00781004j -0.00279504+0.00159835j -0.000334978+0.00517185j -0.000127514+0.00178279j 0.0115107-0.00168245j -0.00709564-0.00697273j 0.00223773+0.00749097j -0.00576647-0.00066049j -0.00655519-0.0129081j -0.00519483+0.00458455j 0.00534055+0.00453004j 0.0136443-0.025767j 0.000496478+0.0037347j 0.00356401-0.00512078j 0.014151-0.0162044j 0.0047442-0.00592417j 0.00396894-0.00713253j -0.000389632-0.00378419j 0.00511266+0.00665863j -0.000142245+0.00381759j -0.0043328+0.00438873j 0.000433067+0.00535411j -0.00302585-0.00225868j -0.00301442+0.00194911j 6.75911e-05-0.00242885j -0.0144191-0.00453272j -0.00171926+0.00454383j 0.00516249+0.00055987j 0.0112008+0.00495836j 0.00099984-0.00576446j -0.0140301-0.00263103j 0.00313853-0.00892864j -0.00820984-0.0134027j -0.0142144+0.00528915j -0.00641542-0.0154807j 0.00765572-0.000463439j 2.23558e-05+0.0337508j -0.0307476-0.00753372j -0.0196173-0.0215326j -0.00977117+0.0230472j 0.0246859+0.0213342j -0.0218704-0.026383j 0.0108106+0.0197966j 0.01991+0.013427j -0.0197114-0.0056723j -0.0114677+0.00686898j 0.00130134-0.0054398j -0.000350914-0.0148515j -0.00117346-0.0236662j 0.000349978+0.000643638j -0.0110397+0.00933016j -0.00977501+0.0134981j 0.00555437-0.0150863j 0.0108647-0.00654941j -0.0189793+0.0106065j -0.00877162-0.00600707j -0.0032438+0.00931235j -0.019111-0.00778238j -0.00433989-0.00433057j 0.00491384-0.000254263j -0.000286393-0.00559248j 0.0102891+0.00741149j -0.00665499-0.00749642j 0.00641944-0.0124455j -0.00655683+0.00772404j -0.00129197+0.00741184j 0.00553087+0.00366052j -0.00305631+0.000548332j 0.00550908-0.00400834j -0.00150872+0.00479926j -0.00215613+0.00321686j 0.00172738+0.00283842j 0.00273628+0.0104153j 0.00511519+0.0121332j -0.00211303+0.00156785j 0.00387637+0.0101495j 0.0101947+0.00248577j -0.00462977-0.00475321j -0.00832456-0.0074702j 0.00676793+0.00434836j 0.000588611-0.00214006j 0.000193199-0.0048789j 0.000679146+0.00479821j 0.00406979-0.0099433j -0.000364185+0.0038904j 0.0121596+0.00276659j -0.00407969+0.000916112j -0.00828816-0.00460958j 
0.00411647-0.0041213j 0.00628614+0.00464509j 0.00151661-0.00647889j 0.00206664+0.00412491j -0.00368167-0.00739004j -0.00357982+0.00467176j 0.00685472+0.000369087j -0.00688934+0.00582219j -0.000104881+0.00232559j -0.0062713-0.0045266j -0.00302856+0.00403588j -0.00501473+0.00212455j 0.00595926+0.00222571j 0.0036446-0.0013312j 0.00917345-0.00140692j 0.0118967-0.00637905j -0.00315641-0.000462986j -0.00364893+0.00940694j -0.000774879-0.00363949j -0.00369939+0.0170894j -0.00442489+0.00770872j -0.000129236-0.00206091j -0.000244181+0.00918929j 0.00219353-0.00372634j 0.000673024-0.00469462j -0.00717351-0.0117612j 0.00133169+2.99194e-05j -0.00260061+0.00614752j 0.00215295-0.000936362j -0.00337516-0.00162157j 0.00220884-0.00609775j 0.00516263+0.000717259j -0.00112433-0.00344912j 0.00660075+0.000532208j 0.0024741+0.00535725j -0.00106254+0.00342401j 0.00211812+0.0040664j 0.00229894+0.00549978j -0.00749306+0.00681041j -0.000185676-0.00509283j 0.00263925+0.000616046j -0.00870502+0.00747599j -0.0236414-0.013167j -0.0107352-0.00658121j 0.0216358-0.00320388j 0.000685262-0.0312155j -0.0210793-0.00310659j 0.0273291+0.00746788j -0.0352587-0.0164137j -0.0132479-0.045156j 0.0175105-0.00945675j -0.000844158+0.0232894j 0.0014943+0.00148285j 0.023657-0.031516j 0.017517+0.0207188j 0.000964971+0.0090691j 0.0156245+0.0100594j -0.00572652-0.0287185j 0.00443207-0.000794545j 0.0246205-0.0168418j -0.0383631+0.0280051j -0.0142039+0.00751135j -0.0177696-0.00566345j 0.00504805+0.00189702j 0.0145969-0.00409489j 0.0204132+0.00173113j 0.00280822+0.00894882j -0.00103726-0.00751364j -0.000957245+0.0148503j -0.00398055-0.021338j -0.00193215-0.00693625j 0.0176859-0.00342869j 0.0120055+0.0106306j -0.000353484+0.00500311j 0.000315292+0.0140521j -0.00138728-0.00137255j -0.00674297-0.0183865j -0.0164642-0.0195653j 0.00078846+0.0135378j -0.00373807-0.00489785j -0.000157882+0.00294033j 0.0130825-0.00451449j -0.00390611-0.00703084j -0.00433237+0.0118661j -0.00170843-0.00534528j -0.0103946+0.00229984j -0.0132742+0.00485096j 0.00756006+0.0269979j 0.00960532+0.0115022j 0.00331972-0.00314889j 0.00424667-0.00306969j -0.0050843-0.0157545j -0.0100152-0.00330702j 0.00167342-0.000551028j 0.00892253-0.00403828j 
-0.00164823+0.00906015j 0.003389-0.00154212j 0.00525358+0.0102384j -0.00352009+0.000884609j 0.00134467+0.00331942j -0.00211796+0.000864273j -0.000964645-0.000267649j -0.00558185-0.00319504j 0.00336755-0.00477035j 0.00479574-0.000328288j 0.00217443-0.000136083j 0.00117802+0.00110514j 0.00218763-0.00115885j -0.0066393-0.000363675j 0.000376636-0.0020639j -0.015482-0.00688833j 0.00868458+0.00524799j -0.0102577-0.00109263j 0.00755506-0.0196248j 0.00539463+0.00399871j -0.000788466+0.0168972j -0.00188862+0.0013018j -0.00860666+0.00374613j -0.00406122+0.000479324j 0.00576286-0.00728724j -0.0028434-0.00623808j -0.00509468+0.00858737j -8.34571e-05+0.00627852j -0.00557825-0.00686163j 7.20678e-05-0.000288529j 0.000713428-0.00700154j 0.00488098-0.00365693j -0.00278377-0.00141227j 0.00315992+0.00272387j -0.00245434+0.00669854j -0.00341565+0.00889276j 0.000594316+0.00331565j -0.0125355-0.0222772j 0.018467+0.00221066j -0.00455184+0.0125574j -0.000233905-0.00241491j 0.0196442-0.00345074j 0.0122896-0.0268792j -0.0420883-0.0268775j -0.0137284+0.0171007j 0.00668325-0.0244326j 0.00373811+0.0368872j 0.0368419+0.0181557j 0.016626-0.0212745j -0.00400712+0.0125055j 0.0160656-0.00400077j 0.0114821-0.0266887j -0.0222676+0.0215714j 0.0122586+0.00262887j 0.00786352+0.0161051j -0.00489164-0.0137916j -0.0261245-0.00309335j -0.0132486+0.00343063j 0.0257482+0.00713156j 0.0138275+0.00774861j -0.00930962+0.0383012j -0.00314078+0.00175661j 0.00583163-0.0025992j -0.00363759+0.0014941j 0.00986921-0.00709242j 0.001356-0.0131867j 0.00132054-0.00211475j 0.00239624+0.00329828j -0.010461+0.0102712j -0.015232+0.00406148j 0.0038513-0.0145803j -0.00475269-0.00463824j 0.00994982+0.010321j 0.00127496+0.00509298j -0.00368886+0.0128836j -0.00353396-0.00542462j -0.000380868-0.00130565j -0.00891771+0.0194131j -0.000748926+0.00425009j -0.00535191-0.0122972j -0.00149893-0.00822668j 0.00541012-0.000348853j -0.0176089-0.00457237j 0.00169225+0.0277652j 0.006773+0.00431955j -0.00454274+0.0217008j -0.0064402+0.0088292j 0.00500271-0.00778147j 0.0109043+0.00467051j -0.00200361+0.0126295j -0.00278483+0.00528139j -0.00568286-0.00213991j -0.0169826+0.00106495j -0.00268695+0.0102464j -0.00404636+0.0137825j 
