0.00887174+0.00315024j 0.00815053-0.0514434j -0.00975123-0.0124032j 0.0380466+0.0260662j 0.00747566-0.00486304j -0.0215332-0.0340737j -0.0124734-0.0568658j -0.0132029-0.0226025j 0.00332904-0.0204425j 0.00801919-0.0156559j -0.00273271-0.00511656j -0.00838083+0.0217193j -0.0103949-0.0260887j 0.00471731-0.0156722j 0.0158348-0.0080086j -0.00571981+0.0455152j -0.0190031+0.00575888j -0.0260581-0.0069191j 0.00734541+0.00208964j 0.0043147+0.0300281j 0.00139128+0.0064672j -0.0109029+0.00401219j 0.00813431+0.00763417j 0.00339699+0.00832987j -0.0131128-0.000542263j 0.00763612-0.00420133j -9.25342e-05+0.0215871j -0.0210346-0.00617996j -0.00950814+0.0264004j -0.00685533+0.0129822j 0.0113003+0.00576658j 0.00463346-0.0132003j -0.00876351+0.00710931j -0.0192876-0.0111885j -0.0087028-0.0205644j 0.00663715-0.0103773j 0.0100819+0.00556856j -0.0203337+0.0265398j -0.00429511-0.00861795j 0.0014971-0.010416j 0.0129359+0.0193163j 0.0162612-0.0359683j -0.00140875+0.00779529j 0.001185-0.0073506j -0.00565471+0.0102523j 0.0249885-0.0123328j -0.0172245+0.00933919j -0.00144565+0.00561194j -0.00405403+0.0500861j 0.00357093+0.0100591j 0.0294197-0.0195547j 0.0132888-0.0194532j 0.0149398-0.00443139j 0.0190848+0.00585399j 0.0129318-0.00859665j -0.00412951+0.048129j -0.0130861+0.0643062j 0.0385405+0.00284169j 0.00574661-0.0102132j 0.0140425+0.0355988j 0.00942528+0.0174226j 0.0340638-0.0347144j 0.0428669-0.0301726j 0.0158385-0.00128071j 0.00366927-0.0210344j 0.0354857-0.052025j -0.00324922+0.0173017j -0.0634911+0.00135115j -0.0568483+0.0735956j 0.0352779-0.00392688j -0.0875426+0.141446j -0.0494943-0.00617683j 
-0.0894808-0.102905j -0.030948+0.0482385j 0.0519931+0.0264959j 0.0519268-0.0366983j 0.042853+0.0279513j 0.0244256+0.0215531j -0.0196447-0.0273497j -0.0117506+0.0375907j 0.0044412+0.00454446j 0.00956302-0.00481333j -0.00705683-0.0263468j 0.0160597-0.0453925j -6.64416e-05+0.00197934j 0.0136518+0.00486849j -0.00586666-0.00520062j -0.0284308-0.0443424j -0.00493888-0.00256376j 0.0208793+0.0340333j 0.00145864-0.00823818j 0.018466-0.00122945j 0.0315159+0.0313236j 0.0180636-0.00745333j -0.0125555-0.0323722j -0.00548749+0.0283949j 0.0145654-0.0198411j 0.0293816+0.0200977j -0.00962973-0.0272612j 0.00779271-0.0283308j -0.00560779-0.0400329j 0.00547717-0.0400792j 0.00602253-0.00585651j 0.00636183-0.0135441j 0.00821143-0.00942271j 0.0148049-0.00138943j 0.00455803+0.0110149j -0.012826+0.0089828j -0.020224+0.00228653j 0.00399699-0.0330849j 0.00554492+0.0089805j -0.011126+0.00889587j 0.00170322-0.0223238j 0.031364+0.0133926j 0.00300812+0.0131788j -0.00289046-0.014537j -0.0137085-0.0216601j 0.00832717+0.022709j -0.00767854-0.0297995j -0.00343761+0.0103003j 0.00680894-0.031121j 0.0147335-0.0268384j 0.00129633+0.0117467j 0.00764301+0.0331791j 0.010657-0.0331559j -0.0166171+0.0178522j -0.00598032+0.00198607j 0.00445756-0.0415934j 0.012948-0.05066j -0.0107982+0.0279299j -0.0126221+0.0243918j 0.00450065-0.0152672j 0.0171409+0.00487701j 0.0140238+0.0381745j -0.0132856+0.019177j 0.00399587+0.000486422j -0.0205463-0.00782231j 0.000184425+0.0399523j 0.0103652-0.0112547j -0.00309689+0.0126632j 0.00220978-0.0182009j 0.0203693-5.09828e-05j -0.00919308-0.0141112j 0.0165694+0.0246469j 
-0.0183706+0.0121153j 0.0512433+0.0479388j 0.0511748-0.002553j -0.0186155-0.0238229j 0.0584562-0.0196788j -0.015549-0.00196846j -0.0358919+0.0109135j 0.00394338-0.0196403j -0.0158887-0.0740709j 0.0522171+0.0208943j 0.001217-0.0563033j -0.000552745+0.00857983j 0.0671736-0.0565534j -0.0527771-0.0147134j 0.0141897+0.00494728j 0.0277592-0.0409271j 0.00245509-0.0302437j -0.0217982+0.0782091j 0.0228305+0.00421388j -0.0120635+0.0180175j 0.0106289+0.00152653j -0.0224591+0.0121474j -0.00547769-0.00236948j -0.035812-0.0135111j -0.0015214+0.0235647j -0.0133922+0.0227939j -0.0156033-0.0102553j -0.00847462+0.0105769j 0.0133442+0.0148286j -0.00202176-0.0224122j 0.0177037-0.0220292j 0.00260749+0.0152218j 0.00414239+0.0162319j -0.0275468-0.00551199j 0.00881973+0.0119601j -0.00379307-0.0240385j -0.0208291-0.0164698j 0.0117941+0.0030946j -0.00994361+0.00371137j -0.0264718-0.00376867j 0.00750801+0.000260483j 0.00797664-0.0211536j 8.78245e-05+0.0164805j 0.00887665-0.0174077j 0.000986744+0.022872j 0.0198457-0.0249999j 0.00621858-0.00506887j -0.014783+0.0355155j -0.0081089+0.0163151j 0.0141672-0.000309628j 0.022911-0.0249188j 0.00686791-0.0219373j -0.00639243-0.00468408j -0.0069798+0.0198799j -0.0124557-0.00344792j 0.0116958+0.0103607j -0.00255337+0.00436678j 0.0321934+0.0121976j 0.00254121-0.0133835j 0.00212426+0.0327717j 0.0342205-0.0142323j 0.0140414+0.0249832j 0.0194048+0.0138478j 0.028973+0.045915j -0.0167042+0.0255116j 0.0213498+0.0187409j 0.0217537+0.0524799j -0.00136703+0.0168795j 0.00910894+0.0203801j 0.023215+0.00733027j -0.0172169+0.0156463j -0.0284643+0.0096172j 
0.0071601+0.0125567j -0.00527874-0.00367025j -0.00544008+0.00431443j -0.00608927+0.0156504j -0.0303927+0.0339141j 0.0235927-0.00612041j 0.0286324+0.0446003j 0.0188429-0.0383452j -0.014197-0.0171353j 0.0195865+0.00495961j 0.0169285+0.0104484j 0.00307831-0.0148848j -0.019546+0.0250617j -0.0407715-0.00109232j 0.0228918+0.011572j -0.0205458+0.0162483j 0.0330927+0.0368847j 0.00340558-0.001872j 0.00888709+0.00476462j 0.0049493-0.0144157j -0.0371707-0.0143759j -0.0119262-0.026664j -0.0158634+0.0313165j 0.00273706-0.0278681j -0.0223355-0.00250275j -0.0185451+0.037586j 0.00180182+0.0127102j -0.0049322+0.0224275j 0.00111139+0.0057583j 0.0112986+0.0340803j 0.00466105-0.00146924j 0.00709745-0.0193695j -0.0326467-0.0116211j -0.0163549-0.00998944j 0.0252115-0.0148335j 0.0112418-0.0310461j 0.0544549+0.0292974j 0.0110716+0.0112364j 0.00683315+0.0110351j -0.0241878+0.0150837j 0.00278432+0.0160152j -0.0119473+0.0121689j -0.00480827+0.00691345j -0.0170634+0.00732519j -0.00883601-0.00556318j 0.0074469+0.007802j -0.0149259+0.0204121j -0.0208499+0.000383579j -0.0181033+0.0144259j 0.00750338+0.0253899j 0.00718043-0.0160163j 0.0115018-0.0039869j -0.0161981-0.0111737j -0.0131491+0.00391592j 0.00718207+0.00616296j -0.00894125-0.0106867j 0.0171676+0.00778495j 0.000656732+0.00946036j 0.0161466-0.0321451j 0.010841-0.0053777j -0.0119087+0.0190381j 0.013749+0.0129562j 0.007941+0.00741875j -0.0216684+0.0192505j 0.0021201-0.00528718j 0.004341-0.0157233j 0.00585946+0.00510634j 0.0153732+0.0115919j -0.00613583-0.00353339j -0.00156224-0.0104435j 0.0049521+0.000140007j -0.0166353-0.00179231j 
-0.0465157+0.0235962j 0.0683284+0.0901515j 0.00579906-0.0155266j -0.0541222-0.0425383j 0.0470286-0.00572911j -0.0059132-0.00802253j 0.0571995+0.0249697j 0.0166826+0.0200923j 0.0223245+0.07064j -0.00736125+0.0334134j 0.00481593+0.0117289j 0.0202823-0.00948197j 0.00696138+0.0214814j -0.00622161-0.0495244j -0.00859741-0.0196142j -0.0009371-0.0175135j -0.05106+0.00956756j 0.00118735+0.050351j -0.00841433-0.0393172j 0.0211684+0.0252491j -0.00793356+0.01089j 0.0206117+0.0297617j 0.0252256+0.00760195j -0.00038822-0.00210848j 0.0462242+0.0318324j 0.0259202+0.000948154j 0.0121928+0.0103362j 0.0141372-0.0257553j -0.00107798-0.00718165j 0.0247412+0.0144047j 0.00479325-0.0354524j 0.00298809-0.0147477j 0.00734561+0.0191352j 0.0163999+0.0244263j -0.0044054+0.00320142j -0.00553835+0.0055191j -0.00225824-0.0265107j 0.00393796-0.0051454j -0.00913389+0.00743941j 0.00182102-0.00591936j 0.00524645-0.0097571j 0.00702444+0.0130346j 0.00985632+0.0396765j -0.00342967+0.0170239j 0.0054882-0.0108888j -0.0150094-0.00696838j -0.0450962-0.0286272j -0.00218712-0.0147608j 0.0194865-0.0222641j -0.00143268-0.00842302j -0.0118696-0.00690442j -0.0244244+0.00793966j -0.0212835-0.0221882j 0.000165908-0.0436857j -0.0265619-0.0124605j 0.0167267-0.014139j 0.0185168-0.00810324j -0.034608-0.0232719j 0.0111451-0.003475j -0.0197288+0.0195196j -0.0178603-0.0313473j -0.0225937+0.0142176j 0.0042396+0.0205192j -0.0186348-0.00738742j -0.00353456+0.0143558j -0.0165827+0.0210167j -0.0202635+0.00800196j 0.0139075-0.0214919j 0.012749-0.0209707j -0.0230005+0.00297918j -0.00608888-0.0355105j 0.00852063-0.021653j 
-0.014104-0.0284663j -0.0186575-0.0336325j -0.0266577+0.00388925j 0.0121528-0.00158736j -0.0253469+0.0121718j 0.0119096-0.0211062j 0.00350172-0.0194456j -0.0471176-0.0129062j -0.0210668-0.0259884j 0.00460259-0.0555744j -0.0266315-0.0209223j 0.029346-0.0205894j -0.0356967-0.0389553j -0.00790998+0.0461093j -0.000417777-0.00222964j 0.0190352-0.0368877j 0.0152142+0.00508888j -0.0281642-0.00398296j -0.0274516-0.00545747j 0.0030194-0.0115543j 0.0180604-0.02045j -0.00279444-0.00967397j -0.0348422-0.00773457j 0.0266716-0.00602093j 0.000687517-0.0331893j -0.00354892-0.0254504j -0.0125906-0.0234571j 0.00475987+0.00314283j -0.00790324-0.0117287j -0.0154755-0.00326395j 0.00972806-0.00508849j -0.00924968-0.0151738j 0.00777394-0.0257223j -0.0241646-0.023388j -0.00518165+0.00630098j 0.0150902-0.00982972j 0.00170697+0.0161533j -0.0207773-0.0039987j -0.000620774-0.00636792j 0.0158899-0.0121362j 0.0129712-0.013045j -0.00822275-0.00243487j 0.0175668-0.0147772j 0.00527166+0.0108912j -0.00559793+0.0125113j -0.00880866+0.013134j 0.0147934-0.00677636j -0.00916813-0.0181593j 0.0165887-0.0281655j 0.0302084-0.00257582j 0.0272428-0.000284786j 0.0313334+0.00824614j 0.0361835+0.00326995j -0.00473384+0.00994659j -0.0189786-0.0195176j 0.0364712-0.0330857j -0.0240394+0.00702111j -0.00671508-0.00373511j -0.00897965+0.0170674j 0.00755174-0.00298695j -0.00531246-0.00578494j -0.00496809+0.000946392j -0.0142193-0.0329385j -0.00781014-0.0302917j 0.0400886-0.0183129j -0.0339222-0.0130014j -0.0170205-0.0429456j -0.00705585-0.0106892j -0.0273559-0.00509746j 0.0218122-9.79768e-05j -0.0120971+0.0122195j 0.0203048-0.00943845j 
-0.0139269-0.00668624j -0.021704-0.024896j -0.0216867+0.035229j 0.0418052-0.0155288j -0.0339518+0.0376761j 0.00920441-0.0277203j 0.0170138+0.0122173j -0.0296007-0.0667915j 0.025347-0.0345767j 0.0180886+0.0207924j -0.00831257-0.0168121j 0.00575331-0.028315j -0.017553-0.0242299j -0.0386348-0.0141678j -0.00102775-0.019878j 0.00943464-0.0391304j 0.00479889+0.0283687j -0.0227383+0.0562685j 0.00874505-0.0246806j 0.0202977-0.00110637j -0.00571015-0.00228553j -0.027663-0.00824198j -0.0304684-0.0152107j 0.0360324+0.03599j -0.0148494-0.00535319j 0.0153154+0.0123433j -0.00400334+0.0105193j -0.0033384+0.0051232j -0.0109308-0.00962898j -0.0464312+0.00875293j 0.056032+0.00468782j 0.000444962-0.0404852j 0.0299058-0.0259972j -0.0231127+0.0261259j -0.0229864+0.0137642j 0.0270959-0.0151498j 0.0244473+0.007594j 0.0121214+0.00903412j 0.00266365+0.00290764j -0.0127836-0.00244858j 0.000261163-0.0102086j 0.00285899+0.023207j -0.0203942+0.00351688j -0.0135156-0.00736274j 0.00334293-0.0105562j 0.0457801-0.0153516j 0.00863929-0.00264499j -0.0150928+0.0107242j -0.00448895-0.0290171j 0.0135399-0.0150707j 0.0077748-0.0205329j 0.0516629-0.0100145j 0.0161704-0.0280749j 0.0123891-0.00954874j -0.0058965-0.00699536j 0.0406514-0.0331726j -0.00446992+0.00835032j 0.00920085-0.00349314j 0.0154558+0.00714995j 0.0341276-0.0314809j 0.0123727-0.0223761j 0.0250785+0.0138539j 0.0209842-0.00764126j 0.0111328+0.0152286j 0.0287294-0.0109106j -0.00291328-0.0031822j -0.0168067+0.00193201j -0.00505293-0.00920644j -0.0388464-0.00487079j -0.00703411+0.00862452j -0.0122784+0.00283625j 0.0191311-0.040355j 
-0.00255977-0.0133305j -0.00305941-0.0153601j 0.0227868+0.0127944j -0.0102174-0.0204795j -0.0061863+0.00965824j 0.0218928-0.01073j 0.00956063-0.00291866j -0.0134816+0.000657624j -0.0162381-0.0238458j 0.00560639-0.0334439j 0.00632521+0.0109177j 0.00612584+0.0075276j -0.00433804+0.0153958j 0.0179715+0.0326806j -0.0364666+0.00327291j -0.000371116-0.00988521j 0.0340937+0.0165955j 0.00614576-0.00458497j -0.0402891+0.00252126j 0.0235946-0.0140934j 0.0111581+0.00544969j 0.00333244+0.0104626j -0.0159643-0.0111034j -0.00867742-0.010967j 0.00425282-0.00717397j 0.00809739-0.00596697j -0.026594-0.0143048j 0.00550065+0.0154885j -0.0154022+0.00788512j 0.0125321-0.00733273j -0.0191358+0.00421734j -0.00713598+0.000619935j 0.00596167-0.0013819j -0.0203982+0.00986801j -0.00910157-0.00831064j -0.00233448-0.00271502j 0.015105+0.00967171j -0.00814797+0.0275281j 0.0112954-0.00519867j 0.00026139-0.0103421j 0.01288-0.015305j 0.00140475-0.00310633j 0.0208518-0.0225127j 0.00521783+0.00944263j -0.0234212+0.00162797j -0.0286575+0.0308798j 0.00323298+0.00272307j -0.0234382-0.0106242j 0.00311829+0.00967484j -0.00422141+0.012068j 0.0124988-0.0115243j -0.00346113+0.00224668j 0.021418+0.0197032j 0.00861791+0.0264796j -0.00645149-0.0276709j -0.0109834+0.0260669j -0.0244074+0.0157942j 0.0039086-0.0220363j -0.0241744+0.00573422j -0.00827485+0.0109516j -0.0167569+0.00562111j -0.00501102-0.0167604j -0.00735377-0.0133209j 0.00243048+0.00761857j 0.0114832-0.00948547j -0.0172353+0.00122233j -0.000541086-0.0155481j -0.00497717+0.007408j 0.00787649+0.00799292j 0.00578025-0.0171704j 0.00822331+0.0111588j -0.00937166+0.0138627j 
0.0484584+0.0811648j 0.0728857+0.0358094j -0.0211297-0.0396638j -0.0950137-0.010649j 0.00292465-0.0265224j -0.037249-0.0402181j 0.0546864+0.0292033j -0.00221065-0.0258299j -0.0281808-0.00919029j -0.0164702-0.0183392j 0.00402777+0.0083331j 0.0305945-2.88069e-05j -0.0153319-0.0420546j -0.0547891+0.0363808j 0.00053337-0.0179873j 0.101287+0.00886783j 0.0158642+0.0062036j -0.08922-0.00336251j -0.0152516+0.00791118j -0.0082651-0.00389373j -0.00361914-0.00777865j -0.0191523+0.00586359j -0.0132322-0.00037167j 0.00955573-0.0200893j 0.00398117-0.0151519j -0.0124402-0.018169j 0.0236432+0.010984j -0.00738535+0.0116948j 0.0112355+0.00445955j 0.0101693+0.0162799j 0.00936994-0.0111328j 0.0235137+0.000371747j 0.0123794+0.0124581j -0.0246811+0.00711312j 0.000669095+0.0067217j -0.00196634-0.0146076j -0.0145697-0.00298486j 0.0095101-0.00500341j -0.0411624-0.020588j 0.0159339+0.0054339j 0.0303431-0.00223461j -0.0244613+0.00999113j 0.0031095+0.00901026j -0.0138914+0.0113141j 0.00969604+0.0181681j -0.00369216-0.0188087j 0.000154475+0.0169892j -0.0162848+0.012831j 0.0231703+0.0105395j 0.00870262+0.0182603j 0.0246837+0.0110119j -0.00989851-0.0160149j 0.0028082+0.0160293j 0.0175174+0.024584j -0.013561+0.000119085j 0.0233229-0.0147023j 0.00408981+0.00894223j 0.00576524+0.0011922j 0.00936158-0.0282207j -0.0171533+0.0118072j -0.0177703-0.0124999j -0.0188941-0.0112877j 0.0167249+0.000526949j -0.0148426-0.00114263j -0.00155145+0.0122351j -0.0315282+0.00555555j -0.0325665+0.0242163j 0.00812301-0.00149336j 0.027502-0.0108963j -0.0259214-0.00231876j 0.0250905-0.0188441j -0.0119862+0.00383698j 
0.0339235+0.00861612j -0.0442191-0.065096j -0.061031-0.00238912j 0.0549952+0.0251771j -0.00406248+0.00159838j -0.0395145-0.0106857j -0.0149017-0.0456193j -0.0135983-0.00603564j 0.0165109+0.0095001j -0.0341549+0.000370356j 0.0140098+0.0236781j -0.0245778-0.00547509j -0.00410148+0.0439452j 0.0430555-0.00957001j -0.00471385+0.0128683j -0.0135894+0.0381815j -0.0161039+0.0240819j 0.00530563-0.0220203j 0.0203742-0.0119608j 0.0145099-0.0124622j -0.018871+0.0299215j -0.0119162-0.0155604j 0.00175571-0.0113963j 0.0103301+0.0493449j -0.0189874-0.0320284j -0.0106684+0.00754939j 0.0065966-0.00233656j -0.00427457-0.0263301j 0.0159417+0.00519971j -0.00375536-0.00364533j 0.0115351+0.00846369j 0.0115211-0.0160999j -0.00831728-0.0258313j -0.00581244+6.31751e-05j -7.6462e-05-0.00846622j 0.00501244+0.00944912j 5.84798e-06+0.00047264j 0.000574394+0.00282918j 0.00669741-0.000961571j 0.0118999+0.00727866j 0.00910336-0.00239305j -0.00793135+0.00301867j -0.0324404-0.0109973j -0.0171999-0.0110173j -0.00126144-0.0168975j 0.0133054+0.0104129j 0.0208426+0.0105765j -0.00865625+0.0040083j 0.0094811+0.00328176j -0.00355413-0.0211324j -0.0292959-0.000516523j 0.00266187+0.00598016j -0.018398+0.0095766j 0.0175836+0.0160667j 0.0250878+0.0119894j 0.00411661+0.0210275j 0.0273059-0.0145141j 0.029884+0.0147004j 0.0112599+0.0141808j 0.0215252-0.0229975j 0.0144176+0.0263735j 0.00526761-0.0127316j -0.0344412+0.00786978j 0.00342415-0.0255937j -0.00711725-0.019492j 0.0469238+0.00522366j -0.0246395+0.00317186j -0.0162423-0.0191388j -0.038921+0.0106806j -0.0226484+0.0179728j -0.00649124+0.0035032j 0.0348168-0.0290993j 
-0.0564777-0.0204745j 0.0409387+0.0245047j 0.0280161+0.0134419j 0.0112599-0.0523228j 0.0424653+0.0237177j -0.00321374-0.0400381j 0.0616618-0.00460142j -0.0172968+0.00264467j 0.0312137+0.00175882j -0.00184775-0.0186358j 0.0547113-0.0123166j -0.00579294-0.0250769j 0.0322256-0.00634389j -0.00528544-0.05718j -0.0256122+0.0112757j -0.00414739-0.00727008j -0.0296825+0.0237731j 0.0259468+0.0183977j -0.0217473-0.00976603j 0.0188685+0.00201381j 0.0218406+0.0188474j 0.00890815-0.013207j 0.00613463+0.00514112j 0.00442444+0.00264239j 0.0454505+0.0460924j 0.0206455-0.00349592j -0.0244978+0.0111064j 0.00827698-0.000665103j 0.00358562-0.00706688j 0.0283223-0.00436548j -0.0165279-0.0199363j -0.0191536-0.00581539j 0.00635343+0.0199054j -0.0188349-0.00268183j -0.000176173+0.00343445j -0.015428+0.00929997j 0.00552912+0.0162652j 0.00126716-0.00719982j 0.00903779+0.0224799j -0.0347609+0.00468383j -0.00441229-0.00358778j 0.0085445-0.0268219j 0.0505944+0.0168606j 0.00638226-0.00577563j 0.0154163+0.0277551j -0.0388748-0.00955039j -0.0269378+0.0016914j 0.003734-0.00900014j 0.0346627+0.0158099j 0.0187002+0.00223325j -0.00640114-0.0224279j -0.0219957+0.018632j -0.00866238+0.00346782j 0.00856894-0.0252945j -0.0102378-0.0490941j 0.0118163+0.00935925j 0.00257746+0.0312838j -0.00826088-0.0266413j 0.00466775+0.0197j 0.00831363+0.00630069j -0.00371204-0.012177j 0.0104534+0.0108797j 0.015324-0.0142131j -0.0290235+0.0165889j 0.00170627+0.0081951j -0.01616+0.0204465j -0.000517563-0.00957266j -0.0181103-0.0137525j -0.0010826-0.000999458j 0.0186373+0.00808829j -0.0149805+0.0288139j -0.0153131-0.0178388j 
-0.0504904-0.0588081j -0.022746-0.0104728j 0.0207008+0.0441796j 0.0622445-0.0215755j -0.00411428+0.0536261j 0.049318-0.0361001j -0.011443-0.0109205j -0.0262282-0.026489j 0.039503-0.00950959j 0.0272547+0.0245239j 0.00513512-0.00133191j -0.00272864-0.023729j -0.00396118-0.00303088j -0.011817+0.00105705j -0.0173297+0.00884396j -0.0530337+0.00747163j 0.00270032+0.0279461j 0.0585501+0.00248322j 0.0111554+0.0201321j 0.0156641-0.0423412j -0.00586565-0.0143035j 0.00151033-0.040222j -0.0493083+0.00297486j 0.0226591+0.0119486j 0.0193981+6.41662e-05j -0.00148542+0.0167248j -0.040751-0.000353937j 0.0113352+0.0152827j -0.0140434+0.00833716j 0.00640184-0.0217586j -0.0237819+0.0238697j 0.0158715-0.016843j 0.00967813+0.00638396j -0.00104672+0.0203064j 0.00494461-0.00297141j 0.000776929+0.00467563j -0.00575412+0.0206442j 0.008312+0.0149655j 0.00698741+0.0022925j -0.0048433+0.00188566j -0.0148232-0.0208631j 0.0304354+0.0121496j 0.0145735-0.0096488j 0.0152894-0.0176417j 0.00171948-0.0105957j -0.0183335-0.0155165j -0.000409642+0.00964683j 0.00768942-0.00682892j -0.00170996-0.00348983j 0.000171548-0.01962j -0.00716136+0.00421364j 0.010446+0.020744j 0.00346287-0.000529159j -0.00533239-0.011881j 0.00954613-0.00935908j 0.00112727-0.00300971j 0.00197869+0.00492307j -0.00522504-0.0159972j -0.011176+0.0494817j -0.00187401-0.0107188j -0.00815506-0.00545313j 0.0101315+0.0112768j 0.0183533-0.0217934j -0.0101667+0.0286434j -0.000759034-0.0178233j -0.00735479+0.00824747j 0.0175273-0.0249556j -0.020009+0.00207103j -0.0162742+0.00895857j 0.031551-0.00322132j -0.00758815+0.0207181j 0.00426441+0.0109067j 
-0.0506242-0.021791j 0.0300331+0.0594916j 0.0514476-0.00333211j -0.0046172-0.0615722j 0.0540149-0.00589019j 0.0253974-0.0345941j 0.0476031-0.0297416j -0.0228473+0.0231386j 0.0052032-0.0536727j 0.0374929+0.0131001j 0.0307708-0.00675286j 0.0248437+3.96939e-05j 0.0223851+5.41826e-05j 0.00503873-0.00347367j -0.0417622+0.0100061j 0.0228778-0.0242191j 0.00431325-0.0111596j 0.0290142+0.0347147j -0.0183185-0.0255075j 0.0250138-0.0180249j -0.00992061-0.00590795j 0.0344059-0.00189942j 0.00261691-0.0185268j -0.0119956+0.0303072j 0.00902428+0.0110272j -0.0294819+0.00891221j -0.0181053-0.0548038j -0.00175368+0.0255527j 0.0150761+7.37338e-05j 0.0170031-0.00585801j -0.0152031-0.0183054j -0.0130417+0.00484301j -0.0199734-0.00698603j -0.0474396-0.0304351j 0.00672617-0.00348587j 0.0017189-0.0034694j -0.00666221-0.00815547j -0.00269892+0.0145096j 0.00900294+0.0182316j -0.0127657-0.0227463j 0.00548747-0.007344j 0.0167657-0.0144523j 0.0259212+0.0158992j -0.00508355+0.000202601j -0.00181935+0.0176561j -0.0101261+0.0189056j -0.000803753-0.0161434j -0.0136417+0.0024333j 0.00448026+0.0064442j 0.00644779+0.00841079j -0.00427308-0.00511061j -0.014033+0.00294416j 0.00486534-0.0139223j -0.0168044+0.00334158j -0.00430752-0.0423491j 0.00658755-0.0101103j -0.013335-0.0134076j -0.0106678-0.0213601j 0.0157472+0.0157796j -0.00345841+0.0275374j -0.013222-0.0132657j 0.00887071+0.0113113j -0.00222685-0.0163237j 0.00709012+0.0133896j -0.0150601+0.0203875j -0.00895536+0.0396058j 0.000517399+0.0153988j -0.0173259+0.00944303j 0.026146-0.00829277j 0.0149609+0.00183679j -0.0172682-0.00422881j -0.00739884-0.00134068j 
0.0347379-0.00350436j 0.0198363-0.0363676j -0.0159154-0.0180962j 0.0256251-0.0401702j 0.0200348+0.0168386j -0.0341257-0.0440491j 0.0276135-0.0720503j -0.0542447+0.0297394j -0.00441561+0.0305779j -0.0520019-0.00247238j 0.0148542+0.0175847j -0.0085299+0.00963628j -0.0431977-0.00656471j 0.043642+0.0417731j -0.0339444-0.0235693j 0.00501119+0.0101009j -0.0174371+0.0265487j 0.000911845-0.0162015j 0.00823227+0.00299771j 0.00838505-0.0132539j -0.00167642-0.00351788j 0.00354961-0.0341955j -0.0236951-0.0227036j 0.0127445+0.0378495j 0.0139019-0.0162731j -0.00345347+0.00418317j 0.0168215-0.0171219j 0.00297136-0.000297704j -0.000172187-0.00926202j -0.0136836-0.0060366j -0.005423+0.0210466j 0.0137891-0.00236652j 0.0161782-0.00602791j -0.0167847-0.00139695j -0.00497074+0.00402179j 0.00704728+0.0243873j -0.0360755+0.0112323j -0.000633912+0.000463319j -0.0178904-0.0139045j 0.0194766-0.00384685j 0.000774096-0.0020317j -0.000441669+0.0214099j 0.0109225+0.00565411j -0.0194596-0.00238587j 0.00409447+0.00989579j 0.00379831+0.00308202j 0.00642935-0.00162497j -0.00258786-0.0116048j 0.0138353+0.0205634j 0.0234552-0.0229686j -9.32029e-05+0.029661j 0.00703026+0.0147573j 0.0112803+0.0160168j 0.0106345+0.00991318j 0.00918424-0.0116409j -0.00356111-0.00807273j -0.00708235-0.0148684j 0.000745932+0.00724176j -0.0166546+0.027051j 0.00130787-0.0239176j -0.00874877-0.00450308j -0.00160036-0.0117701j -0.00927998-0.00647985j -0.00663037-0.0182037j -0.00159186-0.00552698j -0.0119821+0.0110817j -0.0167324-0.011926j -0.0246768-0.00335662j 0.00371192-0.00445065j 0.00647877+0.0102213j 0.0121285+0.00396822j 0.0106557+0.00489438j 
-0.00527101+0.030707j 0.0419804+0.00560908j -0.0281739-0.0184641j 0.042777-0.018372j 0.0576034-0.0343073j -0.0885062-0.0613594j 0.0338515-0.100823j -0.0389513+0.01681j 0.00556283+0.052195j -0.0473696+0.00365121j 0.0425464+0.0190236j -0.0246561+0.0178588j -0.0197452-0.0174917j 0.0217198-0.016596j 0.0076606-0.016898j 0.00991449+0.04469j -0.0278062+0.030349j -0.0197104+0.0165807j 0.0214372-0.00486025j 0.0231563+0.0199776j -0.0013476+0.026598j -0.00913626-0.0187621j 0.0186914+0.00110387j 0.020926+0.0399861j 0.00459114-0.000723824j 0.0139055+0.0261544j 0.024347+0.0183767j -0.0288027-0.0297379j 0.0159698+0.009417j -0.0152796+0.0078185j 0.00822202-0.00313956j 0.00891552-0.011383j -0.0081089+0.013464j -0.0061137-0.00423906j -0.0181214-0.00982539j 0.000599121+0.000896724j -0.0165455+0.00517146j 0.00274908-0.010564j -0.000479456-0.00841621j 0.00348116-0.00604332j 0.010467+0.0164588j -0.0148935-0.0101923j -0.00556752+0.0381437j -0.00222812-0.00723933j -0.00486441+0.0196794j 0.0188041-0.00852905j -0.0273922-0.00616908j 0.00635119+0.00521091j 0.0190918+0.0495296j 0.0239532-0.0090981j 0.00351617-0.0114802j 0.00735491+0.0171777j -0.018223+0.0333568j 0.0322881+0.00852911j 0.03132-0.014597j -0.00521255+0.0320047j -0.0146651+0.0116525j 0.013408+5.03083e-05j -0.0147003-0.0206403j 0.0402724-0.00164514j 0.0101593+0.0227223j 0.0257507-0.031806j 0.00183391-0.000920917j 0.029129-0.0059875j -0.0153932+6.5501e-05j 0.0375833+0.00697934j -0.00228334+0.0199472j -0.0420926-0.00365069j -0.0131909+0.0198284j 0.00630708+0.0239113j -0.0147545+0.0516229j -0.0195485-0.00394994j 
