0.00887174+0.00315024j 0.00815053-0.0514434j -0.00975123-0.0124032j 0.0380466+0.0260662j 0.00747566-0.00486304j -0.0215332-0.0340737j -0.0124734-0.0568658j -0.0132029-0.0226025j 0.00332904-0.0204425j 0.00801919-0.0156559j -0.00273271-0.00511656j -0.00838083+0.0217193j -0.0103949-0.0260887j 0.00471731-0.0156722j 0.0158348-0.0080086j -0.00571981+0.0455152j -0.0190031+0.00575888j -0.0260581-0.0069191j 0.00734541+0.00208964j 0.0043147+0.0300281j 0.00139128+0.0064672j -0.0109029+0.00401219j 0.00813431+0.00763417j 0.00339699+0.00832987j -0.0131128-0.000542263j 0.00763612-0.00420133j -9.25342e-05+0.0215871j -0.0210346-0.00617996j -0.00950814+0.0264004j -0.00685533+0.0129822j 0.0113003+0.00576658j 0.00463346-0.0132003j -0.00876351+0.00710931j -0.0192876-0.0111885j -0.0087028-0.0205644j 0.00663715-0.0103773j 0.0100819+0.00556856j -0.0203337+0.0265398j -0.00429511-0.00861795j 0.0014971-0.010416j 0.0129359+0.0193163j 0.0162612-0.0359683j -0.00140875+0.00779529j 0.001185-0.0073506j -0.00565471+0.0102523j 0.0249885-0.0123328j -0.0172245+0.00933919j -0.00144565+0.00561194j -0.00405403+0.0500861j 0.00357093+0.0100591j 0.0294197-0.0195547j 0.0132888-0.0194532j 0.0149398-0.00443139j 0.0190848+0.00585399j 0.0129318-0.00859665j -0.00412951+0.048129j -0.0130861+0.0643062j 0.0385405+0.00284169j 0.00574661-0.0102132j 0.0140425+0.0355988j 0.00942528+0.0174226j 0.0340638-0.0347144j 0.0428669-0.0301726j 0.0158385-0.00128071j 0.00366927-0.0210344j 0.0354857-0.052025j -0.00324922+0.0173017j -0.0634911+0.00135115j -0.0568483+0.0735956j 0.0352779-0.00392688j -0.0875426+0.141446j -0.0494943-0.00617683j 
-0.0142003+0.00530635j -0.000621766-0.00122598j 0.00364484-0.00514836j 0.00101812+0.0114595j -0.00875229+0.0252035j 0.0190903-0.0172908j 0.0211462+0.014024j 0.00786421+0.0073301j 0.013801+0.00798955j 0.00384621-0.0072755j 0.0252695+0.029325j -0.0181204+0.0134455j 0.00474445+0.015536j -0.0108225-0.00535954j -0.0242315+0.0113594j 0.00554187+0.0435544j 0.025279-0.00728995j 0.0198843-0.0579408j -0.0114122-0.0148938j -0.00242192-0.0243924j 0.0322743-0.0256938j -0.0299335-0.0231387j -0.0231134-0.0248518j 0.0172079+0.0592381j 0.0167223+0.0288406j 0.0220346-0.00284348j -0.01566-0.0111606j 0.0077564-0.0128107j -0.00112429-0.010919j -0.0164301+0.0154309j -0.0031852+0.0229215j -0.00726724+0.0560682j 0.00958938-0.00132489j 0.0110734-0.0358515j -0.000182806+0.00939518j -0.00231549-0.0129791j -0.0212322-0.0286535j 0.00187189+0.0191427j 0.0349426-0.0304206j -0.0666615+0.0252308j -0.0177009+0.0406835j 0.0449631-0.0109226j 0.0378769+0.0104549j 0.052289+0.0320624j 0.0221022-0.00801002j 0.00836419-0.00373935j -0.0211739+0.00299504j -0.00349603+0.00953241j -0.0167067+0.0624567j 0.0340449+0.0262469j 0.0352876+0.0111459j -0.0121476+0.00869355j -0.0265611+0.00870201j -0.035856+0.00802552j 0.017177+0.0191787j -0.0478141-0.0325856j 0.0123674-0.0188151j -0.000229646-0.0185115j 0.031652-0.00824743j 0.00514415-0.011543j -0.0321653-0.0035088j 0.0278976-0.00812564j 0.0157029+0.00236934j -0.0216345+0.00165348j 0.00582464+0.00350671j -0.0038611-0.0202117j 0.0100763+0.0123902j -0.00131871+0.0108741j 0.00528305+0.00955553j 0.0123006-0.00700921j 0.00801409+0.00767862j -0.0166339+0.00108093j 
-0.0129425-0.0158409j -0.0150747-0.00168251j 0.0135965+0.0235419j 0.00758987-0.00635917j -0.0217462+0.00182154j 0.0126114+0.0289556j -0.0520426+0.0331195j 0.0090924-0.0168949j 0.00648557-0.0160976j 0.0427833+0.0303306j -0.0480791-0.00196689j -0.00168655+0.0207124j -0.00190295-0.0360983j -0.0195946+0.0211196j -0.0216497-0.0261256j -0.0651649-0.0219068j 0.0129723-0.013608j 0.0582664+0.0309528j 0.0154653-0.00250355j -0.00755766-0.00667246j -0.0302977-0.0434462j -0.0212988-0.00125536j -0.0314693+0.0172699j -0.0215974-0.0262416j 0.0215283+0.0406138j 0.0098389+0.0221665j -0.0586806-0.0295475j 0.0272814+0.0100766j -0.0193894+0.0239672j -0.0038375-0.0100915j -0.0213874+0.0125995j 0.00971204-0.0173083j 0.00287471+0.0102041j -0.0244953+0.0313948j -0.0117227+0.0077188j 0.0197333-0.000909672j -0.0160546+0.00855837j 0.00317189+0.0551482j 0.00966092-0.01852j 0.0155044-0.0269784j -0.00690293-0.012206j 0.00734063+0.0415298j -0.00877591+0.0172971j 0.0264634-0.0104748j 0.00422405-0.00905894j -0.0424244-0.0280096j 0.00799415-0.0281367j -0.0307384-0.00930366j -0.0447005-0.00595585j -0.0162702-0.0167454j -0.0410725-0.017634j 0.0280416-0.0458302j 0.0148298-0.0334808j -0.0112068-0.0250893j 0.00475884+0.00928895j -0.0336049-0.0198816j -0.0172017+0.0185247j 0.00577456+0.00137998j 0.00716565+0.048636j -0.0155908-0.0102719j 0.00570017-0.024393j -0.0146884-0.00330158j 0.0377659+0.000463838j -0.00216378+0.013264j 0.00978977+0.0150076j -0.0365287-0.0454561j 0.0299513-0.0403732j 0.0483947-0.00186708j -0.0192678-0.0199519j 0.00192362-0.00756282j 0.004516-0.00956665j 0.00684526+0.0055289j 
-0.0279259+0.0151454j 0.0203314+0.0242336j 0.0195835-0.00766529j -0.0347446-0.0410358j 0.047961-0.0101199j -0.0457448-0.0199362j 0.0351847-0.0157638j 0.0174682+0.0348075j 0.0428315+0.080159j -0.00580564-5.13152e-05j 0.0166468+0.0391565j -0.0230789+0.021684j -0.0131293+0.000270963j -0.0135638+0.0100791j -0.0703462-0.0452626j -0.0254417+0.00667033j -0.0362044+0.0417087j 0.0157427+0.0360159j 0.0344415-0.0143919j 0.0765018-0.0177475j -0.0298299-0.0217696j -0.0300849-0.00913173j -0.0232755+0.0471044j -0.00796485+0.0132479j 0.064016+0.0148578j 0.0126951+0.0789739j -0.053699+0.0299078j 0.0398939-0.0119055j -0.0355876+0.0205731j 0.0991078-0.00871544j -0.0282722+0.0206922j -0.0236098-0.0461191j 0.0448152+0.0161593j -0.0777832-0.00444062j 0.0169759-0.00929485j -0.000636297+0.0377699j 0.0285099-0.0191469j 0.0421278+0.00738757j 0.00788355-0.00374893j -0.0566816+0.0226414j -0.019275-0.00212651j 0.0478413+0.0424942j 0.056496+0.0476896j 0.0482036+0.0167975j -0.00198503+0.0474697j -0.044285-0.014474j -0.0555566-0.0190719j -0.0177638-0.0437128j 0.0346476-0.0134815j 0.0151787-0.0223351j -0.0385614-0.0355924j -0.0186954-0.00209433j -0.0307213+0.0182575j 0.0338795+0.00228931j -0.00175774-0.0588709j -0.0115681+0.00994598j 0.0435601-0.043982j 0.00825457-0.020229j 0.00418003+0.0125213j -0.0173164-0.0298879j -0.000811982-0.0119682j -0.018709-0.02853j 0.00944478+0.0523658j -0.010373-0.0171845j -0.00886576+0.0159874j -0.00478569-0.0282512j 0.0140808-0.0162414j 0.0377977-0.0138626j -0.00864903-0.0153364j -0.0212639+0.00613915j 0.00916676-0.0143617j 0.00465699-0.0132216j 
0.0383591+0.0214637j 0.00332259-0.0460122j -0.0348825-0.00541106j -0.0172176+0.04798j -0.0605776+0.00930025j -0.00630367+0.0214167j 0.00881964+0.0209914j -0.0223649-0.0201707j -0.0252327-0.015076j -0.0137125-0.00223817j 0.00555099+0.0234532j 0.0197553+0.00223262j -0.0617445+0.019135j -0.0178627+0.047102j -0.0787419+0.0321937j 0.108333+0.025471j 0.0431023-0.0115981j -0.0632-0.0377467j 0.00392919+0.0181105j 0.00500866-0.0884042j 0.00380605-0.0104441j -0.0236351-0.069554j -0.047826+0.0184174j -0.0233305+0.0531698j 0.00422044-0.0675717j 0.0019794+0.0248349j 0.0549211+0.033633j 0.0306698-0.0232452j 0.0152458+0.0304247j 0.00225336-0.00142574j 0.0604864+0.0292793j 0.00654532+0.0152152j 0.0501101-0.0800031j -0.0577388+0.0313488j -0.00757001+0.0128961j 0.0263464+0.0196672j -0.0423649+0.00546147j 0.0407687+0.00438446j -0.0413724-0.0486132j -0.0248696+0.0333445j -0.000261527+0.0154264j -0.010956+0.0399835j 0.0374547-0.0600226j -0.0439411-0.0412323j 0.00943575+0.0263383j 0.067054-0.000310331j 0.0318772+0.0183758j -0.0299157+0.0462726j -0.00314003+0.022885j 0.111277+0.0151464j 0.0229831+0.0183982j -0.00674088-0.029802j 0.0119228+0.0039631j 0.00121831+0.0418215j -0.0317508+0.0595727j -0.030869-0.0176726j 0.0522374-0.0152494j 0.0487677+0.0466209j 0.00515841+0.0280096j -0.0110484-0.0628271j -0.00522434+0.0180741j -0.0350359+0.00996543j 0.0113218+0.0311678j -0.0979965+0.0111681j -0.0123139-0.00910803j -0.0189593-0.0456797j -0.0108275-0.0337245j 0.0327711+0.000697245j -0.0180326-0.00717397j -0.000147264-0.0138665j 0.0125154-0.01617j 0.0186849-0.00227765j 
0.0155212+0.0181557j 0.00793232-0.00615033j -0.0312878-0.00919571j -0.0110851+0.00618113j -0.00757782-0.00795375j -0.0215612-0.02653j 0.0251813-0.0254774j -0.0484812+0.0162216j -0.0222813-0.00835765j -0.0181189-0.0133141j -0.00759967+0.015185j 0.0079461-0.0141538j -0.0185555-0.00496604j -0.00532218+0.0384029j 0.00530891-0.0141885j 0.0525987+0.0174031j 0.0279025+0.0350426j -0.0174651-0.039965j -0.0132092-0.00409579j -0.00636967-0.0158795j 0.00196816+0.00973144j -0.0010635-0.0101791j -0.0128779-0.0202557j 0.0317209-0.00118697j -0.0269753-0.00626775j -0.0143731-0.012586j 0.0347985-0.0220484j -0.0376545+0.0235649j 0.0136107-0.0165666j -0.0351877-0.00146479j 0.00631723-0.0017162j 0.00269146-0.0126772j -0.0031777-0.022102j -0.0166214-0.0102279j -0.0366357+0.0127754j 0.0317136+0.021489j -0.0143027+0.00745661j -0.00663417+0.00222862j 0.0247146-0.00138867j 0.0251984-0.0283071j 0.0159775-0.0168076j -0.0288437+0.0171454j -0.00169636+0.02052j 0.00460015+0.0202689j -0.0140206+0.00298236j 0.0177767+0.00945467j 0.0145024-0.00882798j -0.0195294+0.0147111j -0.0107719+0.0223485j 0.00845798+0.0263641j -0.00294212+0.0413065j 0.00411086+0.00723273j 0.0302924+0.0281994j 0.0233081+0.00505304j 0.00305266-0.00505694j -0.0234248-0.00862058j -0.0533094+0.00547173j -0.00720104+0.00433279j -0.0163126-0.0416231j 0.0301838-0.0267299j -0.0276267-0.00113948j 0.0270945-0.0439144j 0.006414-0.0288489j 0.0392706-0.0146266j 0.0234481+0.00658444j -0.0120492-0.00908807j -0.00347846-0.00113321j -0.00769817+0.00916968j 0.0145237-0.0133892j -0.0118196-0.00652237j 0.0192251-0.00424641j 0.00541202+0.00297462j 
0.0189845+0.0156353j -0.00207128-0.00392022j -0.00859939-0.00664784j -0.027924+0.026612j -0.0538447-0.00273047j 0.0274411+0.0314635j 0.00171252+0.0795132j -0.00349288-0.0583859j -0.0104191-0.0150337j 0.0344985+0.0190683j -0.0135126-0.0128451j 0.00143823-0.0188076j 0.00897194-0.0202154j -0.115153+0.0448934j 0.0372137-0.00223073j -0.00799013-0.000187154j 0.0661916-0.00682521j -0.0501518+0.00857037j 0.00314501+0.05221j -0.0234188-0.0463426j -0.00031197-0.0147692j -0.0259945-0.0181208j -0.0442543+0.0397817j 0.0015043-0.0583311j -0.0258552+0.0143655j -0.0170835-0.0223229j -0.0227853+0.0251373j -0.00824652+0.0304762j 0.0258687+0.0244951j 0.000564075+0.00387323j -0.044148+0.0154752j 0.064602-0.0107822j -0.0104036+0.00852302j 0.0301232+0.0113585j 0.00547747-0.0200695j -0.00970788-0.0884962j 0.0304483+0.0277888j -0.00854117+0.00383702j -0.0488527-0.0448942j 0.0106063+0.0274148j -0.00137978-0.0213229j -0.013657-0.00235354j -0.0143021+0.0153518j -0.0489656-0.0210675j 0.00141288-0.0368833j 0.0372145-0.035765j -0.00140229+0.0397275j 0.000504296+0.010898j -0.019321-0.00599279j 0.0250811+0.0125891j 0.0588621-0.00375124j 0.0209987-0.0252807j -0.0355589+0.00219841j -0.0169835+0.0092377j 0.000941899+0.0278492j 0.0085913-0.0383557j 0.0212374+0.00255432j 0.0171778+0.01995j -0.00331032-0.03987j 0.0087962-0.00546589j -0.0144432-0.018224j -0.00328209+0.00971919j 0.0210446+0.00816612j -0.0109941+0.0234219j 0.00588171+0.00110428j -0.0279085-0.015084j 0.0040326-0.0045682j 0.0223361+0.000144049j 0.00970603-0.00449688j 0.000787529-0.0151519j 0.0209764-0.0105046j -0.0052857+0.00572008j 
-0.0211748-0.0114396j 0.0130218+0.00591353j 0.020479-0.0109441j -0.00405502-0.0214824j 0.0187892+0.00866076j -0.00414256-0.0470826j 0.0433307-0.0318712j -0.0388039+0.00512415j -0.00715914+0.00259053j -0.0127696-0.0458213j 0.0188863+0.0108478j -0.00864761-0.012407j -0.0161816-0.0317174j -0.0272883+0.0120348j -0.0159815-0.00191833j 0.0420493+0.0444279j 0.0146188+0.0297827j -0.0065853-0.0838152j -0.0272071+0.0244478j -0.024602-0.0239832j 0.0460184-0.00917652j -0.00435547-0.0276245j -0.036393-0.00408811j 0.0119603-0.0193056j -0.00413724+0.0153529j -0.0127753-0.00101017j -0.0229459-0.00672152j -0.029847+0.0337926j 0.0158157-0.0361492j 0.0349441+0.00897108j -0.0252229-0.0284724j -0.00137996+0.00976074j -0.00592371+0.00335936j -0.0201561-0.0300026j 0.0320106+0.024137j -0.016044+0.0368367j -0.0470953+0.00899282j 0.00134354-0.0151869j 0.0185759+0.0597158j -0.0244716+0.00147225j -0.00285457+0.00985045j 0.0235246-0.00958803j 0.0547974+0.0442114j 0.0304023+0.0270446j -0.00675725+0.053817j -0.000310393-0.0425598j 0.00580418-0.0268165j 0.00503663+0.00951427j 0.0422275+0.0349582j 0.0271116+0.00854879j 0.0532231+0.0370848j 0.0067908+0.024565j 0.0116894+0.037923j 0.0209427+0.0164331j -0.000961974-0.00848576j -0.0230513-0.040883j -0.0168393-0.00890066j 0.021345-0.0109068j 0.00192806-0.000971729j 0.00954067-0.00976926j -0.0114995+0.00216004j 0.0423124-0.0202931j 0.00904962-0.0145285j 0.00303674+0.0107485j 0.00378871+0.0168258j -0.0212315+0.00208739j -0.000344532-0.00878425j -0.025659-0.0069446j 0.00974182+0.0062663j 0.0235345+0.00316426j 0.00382989+0.0201134j -0.0131515+0.0171189j 
0.00561606-0.0193671j -0.0101068-0.0175446j -0.0213506-0.00266837j 0.0315803+0.016255j -0.00448499+0.0133422j -0.0029016-0.0262415j -0.00543366-0.0499777j -0.0360719+0.0353172j 0.0237141+0.0283601j -0.0211642+0.0237739j 0.0227096+0.0484608j 0.00657348+0.0101698j -0.0373392+0.0311408j 0.0484619+0.00504724j -0.025732+0.00892738j -0.0348142+0.0743636j -0.0213112+0.039512j 0.0696151-0.108206j 0.00619536-0.0132319j -0.0165783-0.0136207j 0.00281995-0.0277111j 0.0360655-0.0310564j -0.00158093-0.00940734j 0.0193074+0.0172114j -0.00830285+0.00815473j -0.04672-0.0228257j 0.0317142-0.0323467j -0.00314054+0.022961j 0.0290354-0.010956j 0.0196319+0.00966085j -0.0390795+0.0272977j 0.00106861+0.0389765j -0.0265719-0.0204615j 0.0077707-0.017132j -0.0155051-0.016585j 0.0298091+0.0344143j -0.0354368+0.00375115j -0.00556664+0.024054j -0.0117221-0.0279423j 0.0503123-0.0497415j -0.00997184+0.0508557j -0.00684746+0.012497j -0.00298001+0.0258371j -0.00173294+0.0472351j 0.0349515-0.00409253j -0.0134585+0.0182114j 0.0155918-0.0218392j 0.033377-0.0224906j -0.00734865+0.0579405j 0.0119318-0.000374009j 0.00380527+0.0373773j 0.0105762+0.0138613j 0.00505606-0.00286291j 0.0190336-0.05021j 0.0205654+0.0238726j -0.0385198-0.00664544j -0.047351-0.00294632j -0.00970564-0.010117j 0.0129633+0.0187805j 0.0204662+0.00590014j -0.0169559+0.0183623j 0.0215893-0.0164326j 0.00608148-0.0206633j -0.00966198-0.00135665j -0.00813293+0.0016089j -0.0136185+0.000361771j 0.00144689-0.030437j -0.02649-0.0166614j 0.00109143+0.00635305j 0.0116338-8.93911e-05j 0.002614+0.0120353j 0.00425133+0.0145986j 
-0.0393327-0.0162919j 0.00127966+0.0172019j 0.0155894+0.00257924j 0.0341537-0.0335244j 0.0514638+0.0233375j -0.00561017-0.0731886j 0.0469292-0.0449285j -0.0224109-0.0134268j 0.0432001-0.0277171j 0.0155729+0.0264719j 0.0611125-0.0146534j -0.0150138-0.00834616j 0.0398437-0.00422473j 0.00316227-0.0452342j -0.0139729+0.00974695j -0.0149983-0.00604271j -0.0386855+0.0166127j 0.0472587+0.0349409j -0.00249511+0.00302733j 0.0233238+0.00572261j -0.0051412-0.0209159j 0.0122492-0.0481881j -0.0147054+0.00694343j 0.0339776+0.0388801j 0.0168881+0.0183819j -0.0094149+0.0315995j -0.0142367-0.0251959j -0.0125771+0.0169474j 0.0175026+0.0209316j 0.0146288-0.022696j -0.0105271-0.0134887j -0.0102002-0.0273168j -0.0372175+0.00546148j -0.0392216-0.0294022j 0.0389966-0.0158246j -0.0248181-0.0074472j 0.00316575+0.00278912j 0.000858288+0.00604973j 0.0232+0.0192325j -0.0152448-0.00523229j 0.00166903+0.0108861j -0.00199208-0.00492955j 0.0416974+0.00606953j 0.0142789-0.0313942j -0.0148644+0.0393694j -0.0142984-0.013426j -0.0136606-0.0188018j 0.0219747+0.00981505j 0.023465+0.017596j 0.0220376-0.00791558j -0.0446401-0.00257347j -0.0279047+0.0166395j -0.0227576-0.0175489j -0.0301062+0.000225726j 0.0167472-0.0432475j 0.0218535+0.0292212j -0.0107131+0.001785j -0.0245541-0.0145348j 0.0326135+0.00327903j 0.0169124+0.0206673j -0.0012846-0.00266233j 0.0382134-0.0100257j 0.0106161-0.0115038j 0.0202472+0.0398149j -0.0202763+0.0236774j 0.031387+0.0133848j 0.0140148+0.0262147j -0.0269276+0.0060544j 0.00360499+0.00724004j 0.0107231+0.00705271j -0.00233418+0.023262j -0.00583062-0.00330815j 
0.0434458+0.0267294j -0.00911163-0.0208301j -0.044516-0.0170223j -0.0208379+0.067338j -0.0689201-0.00518358j 0.0173255+0.031737j -0.0183636+0.0509201j -0.000551929-0.013076j -0.0220879+0.00835733j -0.0102094-0.00512772j -0.0374079+0.0205092j 0.00220102-0.0147482j 0.00592909+0.0297899j -0.0383836+0.0123737j 0.0965134+0.0291571j 0.00496853+0.0392791j 0.0549335-0.000503727j -0.0175303-0.0975311j -0.0412004+0.0494604j -0.0450822+0.00150109j 0.0105807-0.00264586j 0.0242761+0.0300024j 0.0159838+0.0239362j 0.0262378-0.0621777j -0.0798444+0.0179351j -0.0217074-0.0474391j 0.0359295-0.00859872j -0.0411118+0.0258572j 0.0420938-0.0240236j -0.0412346+0.0335722j -0.0155021+0.0129618j 0.0584143+0.0450884j -0.0145164+0.0217394j 0.0596542-0.0134078j 0.0367679-0.0185569j -0.0133977-0.0121222j 0.0225828+0.0190494j -0.0234714-0.0354072j -0.0141371+0.0277854j 0.0561289-0.00540003j 0.0136326-0.00205547j -0.0532811-0.0300553j -0.0326857+0.00900751j -0.0114243+0.00474651j -0.000215198-0.0152453j 0.0251001-0.0234475j 0.0457231+0.0519936j 0.0135018+0.0299881j 0.0297156+0.0204363j -0.0196577+0.0306482j 0.00950099+0.0419496j 0.00516897-0.00494905j 0.00398648+0.0103506j -0.0171495-0.0185345j 0.00662029+0.0527648j -0.00777399-0.0151767j -0.0189546+0.0058433j -0.0354333+0.00149455j 0.0063963-0.0507352j 0.0178403+0.00167244j -0.0198335+0.00637603j 0.0046695-0.0238447j -0.0129226-0.0241407j 0.0141938-0.00619799j 0.0177506-0.00981633j -0.0180631-0.00439215j -0.0214204-0.00408089j 0.00139726-0.013877j 0.00432085-0.011453j -0.0201253-0.0010748j 0.0137012-0.00680614j 0.007346-0.0035759j 
-0.00114042+0.0108804j -0.00209493+0.000999881j -0.00724628-0.00849242j -0.00211536+0.00763617j -0.00312173+0.0170345j 0.0111094-0.0424452j 0.040083+0.0035523j -0.00939701-0.0329319j 0.0134177-0.0142659j -0.0130589-0.00455593j 0.013739-0.0182894j -0.0347437-0.00129404j 0.0611273-0.0204946j -0.018733-0.028743j 0.0359202+0.0398691j 0.0348433+0.00251321j 0.00551912-0.0292455j 0.0274033-0.0105328j -0.0384903+0.0580694j -0.0388326+0.00377412j -0.0105031+0.0189359j -0.0174935+0.00351965j -0.00557154-0.0267919j 0.00906298-0.024174j -0.0363109+0.0156095j 0.0140333-0.00196102j -0.0421353-0.0200852j -0.00123805-0.0164359j 0.0120479+0.0367845j 0.0131012-0.0245409j -0.0726006-0.00821937j -0.00485888+0.0248355j 0.00515624+0.0297431j 0.0167889+0.0196359j -0.006199+0.0440336j -0.0370218-0.0411349j -0.0500009+0.00172733j 0.00867764+0.0408133j 0.00619619+0.0249497j -0.00833247+0.00582544j -0.00270029-0.0555907j 0.00128652-0.0211563j 0.0146607-0.0355552j 0.0110798-0.00399797j 0.00815918+0.00402375j -0.0300581-0.0291078j 0.0322779+0.0285791j 0.0119122+0.0160616j 0.0329377-0.0176985j -0.0494897+0.00905719j -0.0111872-0.0227902j -0.0308745-0.0140902j 0.0153977+0.0570988j -0.0173721+0.0180977j 0.0224925-0.0334954j 0.035479+0.0634409j -0.000404413+0.0213457j 0.0324376-0.0397013j 0.0111237+0.0170742j -0.00479561+0.0225655j -0.00473977-0.0236215j 0.0210942-0.0126107j 0.000765668-0.024339j 0.00848631+0.0292149j -0.0267906-0.00956737j 0.0228137+0.0367427j -0.0325812+0.0382097j -0.0345538-0.000956213j 0.0128062+0.0105655j -0.0110575+0.00307794j 0.00204015+0.0186133j -0.0102191-0.00673758j 
-0.0143426-0.0234999j 0.00102782-0.0219677j 0.0119026+0.0145307j 0.0296725-0.0225041j 0.012388+0.0353309j 5.07258e-05-0.0488556j 0.0385422-0.0456706j -0.0398383+0.0383469j -0.000897018+0.03126j -0.0323633-0.0293686j 0.0111767+0.0352436j -0.00104654-0.00162864j -0.058455+0.00717053j 0.0533278+0.0194641j -0.0499028-0.00271184j -0.00867803+0.0346584j -0.00688572+0.060821j 0.00943907-0.0750822j -0.0260435-0.00225993j 0.0329642-0.0435756j 0.0257174+0.0157583j 0.00480021-0.00556809j -0.0260266-0.0317988j 0.0387287+0.021099j 0.0326436+0.00344511j 0.00797331-0.0254135j -0.0127156-0.0118197j -0.00533857-0.0234053j -0.0219312-0.00323102j 0.0312236-0.0239385j -0.0477975+0.0147432j -0.0145663-0.0137877j 0.00880979-0.00373454j -0.0376892-0.026886j -0.0328664-0.0170786j 0.0136398+0.055838j 0.000430882+0.0250484j -0.0125341-0.0179636j -0.010812-0.00839588j 0.0163212-0.00425837j 0.00531629-0.00250123j 0.014141+0.0308106j 0.033107+0.0207676j 0.0449948+0.0520975j -0.0205919+0.00420576j -0.0140152+0.0376288j -0.012278-0.0278268j 0.00217896-0.0216393j 0.0104594+0.022665j 0.0448658-0.0169178j 0.000841665+0.0533147j -0.017878+0.0478596j 0.0378554+0.0107447j 0.0205458+0.00218195j 0.00534388+0.00240969j -0.042801-0.0318077j -0.0159623-0.0243084j -0.0175239-0.0217791j -0.0141058+0.0308058j 0.000832997-0.0285626j -0.0264384+0.0141204j 0.0167093-0.0265245j -0.000716535-0.0176917j -0.016679-0.0231046j 0.0068778-0.0193206j -0.0287878-0.012302j 0.00941697-0.0356688j -0.013615+0.00583011j 0.00576803-0.00292145j 0.0245177-0.00492215j 0.00525998+0.00654766j 0.00519182+0.0122842j 
0.0390506+0.0506117j 0.00395126+0.013496j -0.0224139-0.0331699j -0.0547056+0.0588277j -0.0482328-0.0309094j 0.0142379+0.0677996j -0.0579904+0.08168j 0.0655427-0.0169684j 0.0123915+0.0243528j 0.0176435+0.0499929j -0.0197217+0.0339506j -0.00509678+0.0267057j 0.0538609+0.0391707j -0.0405144-0.016857j 0.068271+0.00829972j -0.0297936+0.0513143j 0.00753868-0.0620263j 0.0233538-0.00669741j 0.0546401+0.0182197j -0.0946027+0.0470809j -0.0411278-0.0106937j -0.00891032+0.026561j 0.0134336+0.0421504j -0.0466314-0.0602837j -0.0800575+0.0336022j -0.0607311+0.011775j -0.0144985+0.0352094j -0.00302874+0.0404649j 0.0392927+0.0149961j 0.0160148+0.0157333j -0.0111502-0.00054032j 0.0146068+0.052726j -0.0135027+0.00521027j 0.0322929+0.0257564j -0.0101696+0.00145215j 0.0231707-0.0143533j -0.0110664+0.00324112j -0.0108885+0.0332244j -0.0262087-0.0032758j -0.0076837-0.00575006j -0.0135363+0.0211482j -0.0107451-0.0193218j -0.0357152+0.0136087j -0.011212+0.00997608j 0.0581265-0.0219606j 0.00982221-0.018003j 0.0046712+0.030904j 0.000769274+0.00896656j -0.0445043+0.0114969j -0.0588512+0.0552659j -0.0108694+0.0116545j 0.0141289-0.0625941j -0.0237476+0.0280835j -0.00766117-0.0540684j -0.00735665+0.0398472j -0.0121633+0.004752j 0.0189402+0.0395579j 0.0304069+0.000238821j -0.0088879-0.0216246j -0.0190417+0.00973135j 0.0225993-0.0283508j -0.0187742-0.00301365j 0.0160514+0.0240226j 0.0136641+0.00508532j -0.00412208+0.00360911j 0.0147923-0.0108271j -0.0105486+0.0273121j 0.0220275-0.012656j 0.00911274+0.0104084j -0.0277854-0.000153048j -0.00436953-0.0065217j -0.0170057-0.0185442j 
-0.0171387-0.0309705j -0.00270868+0.0192533j 0.0149438+0.0182477j 0.0232262-0.0382525j 0.0260355-0.000653841j 0.00912877-0.018726j 0.00406722-0.0221146j -0.026988-0.00946994j -0.0133772-0.0283287j -0.00244616-0.000735533j -0.0230592-0.0339294j -0.00227854-0.0373479j -0.0308203-0.0471952j 0.0101862+0.0225695j 0.0125796-0.0348483j 0.0116743-0.0656761j 0.0241864-0.000990829j -0.0297427+0.0192531j -0.000931217-0.00173223j -0.00985049-0.0041898j -0.00764861+0.00458447j -0.00554064+0.00103912j -0.0287634-0.0668238j 0.0299182-0.00160123j -0.0322552-0.0438491j 0.0268722-0.0175024j 0.00732089-0.0492039j -0.00746394-0.00431308j -0.00731141-0.0286281j -0.0379543-0.0186187j 0.0178615-0.0139623j -0.0224717-0.0364939j 0.042151+0.00341655j 0.0255566-0.0359232j -0.0387402+0.0235569j 0.0229803-0.0158451j -0.025301-0.023887j 0.0300983-0.0132084j -0.00349667+0.00295226j 0.0345547-0.00530051j 0.0131073-0.0411124j 0.0142046+0.0045778j -0.0254296+0.0384082j 0.00296162+0.0237037j -0.0195211-0.0338067j 0.04938-0.00627368j 0.0153002-0.021672j -0.00301941+0.0165268j 0.0152427-0.0350725j -0.00207533-0.0200195j 0.0104244+0.0184092j 0.0162681+0.0282836j 0.0263926-0.0327881j -0.00843933+0.020794j -0.00226622+0.00413105j 0.0240111-0.0447726j -0.0296103-0.0467172j -0.00924673+0.0061036j 0.00193008+0.00864086j 0.00109726-0.00925899j 0.00183783-0.0134661j 0.013844-0.00232373j -0.00554403-0.0216519j 0.0259681-0.0176327j 0.00474658-0.00500231j -0.0179112+0.0301735j -0.0165011+0.003434j -0.0137228+0.0105956j 0.00659071-0.0226659j 0.00383512+0.00492327j -0.00860912-0.01253j 0.0143171+0.00475162j 
