-0.0159973+0.0111808j 0.101306-0.122751j -0.108667+0.000608676j -0.0197138-0.039589j -0.0144283-0.00808869j -0.0332603-0.00362927j 0.00109704-0.015343j 0.0270021-0.0349258j 0.0176072+0.0204923j -0.0481029+0.0367151j -0.0129874-0.00115864j -0.0119788+0.0121879j 0.0160346-0.0658276j 0.00926599+0.0584118j 0.041531-0.00997346j 0.0897866-0.030404j 0.0393813+0.00352823j 0.0960975-0.0262601j 0.0391697+0.0291784j -0.0582933+0.0428656j 0.0326357+0.00832586j -0.0429352-0.00182605j -0.0226238+0.0235916j -0.0428819+0.0304864j 0.0320416-0.0277943j 0.00554867+0.0267217j 0.0485917+0.0299102j 0.019622+0.0039008j -0.00264404+0.0130327j 0.012422-0.0115808j -0.00878281-0.00334283j 0.00925399-0.0261428j 0.0135076+0.00270672j 0.00539432-0.00991696j -0.00612883+0.00302079j -0.00181893+0.00475308j 0.00833956+0.0187132j 0.0270629-0.000174968j -0.050507+0.0842689j -0.0131794+0.00807995j -0.00834672+0.0642308j -0.0413456+0.0222546j 0.0201841-0.102239j -0.00122233+0.0804601j 0.118195-0.0304442j 0.0941108-0.0892251j -0.0456618-0.0992384j -0.00694408-0.0250578j -0.0153032-0.0396844j -0.039677+0.0385375j -0.0210617-0.0456576j -0.00836089-0.0205983j 0.0173679+0.0244218j 0.0448542-0.00552805j -0.0108431+0.0722266j 0.0345069-0.00465175j -0.0674061-0.0358674j -0.0333837+0.0147357j -0.0108318-0.049129j -0.0214567-0.0636679j -0.0650286+0.0199912j 0.0150961-0.10529j -0.0504606-0.164696j -0.218401+0.254221j -0.0506596+0.0574945j -0.0338135-0.0262808j 0.0445773+0.0179794j -0.125241-0.0221778j 0.103182+0.197246j 
0.0349658+0.0345475j -0.0393258-0.00513289j 0.0285726-0.0939552j 0.0699082+0.0231993j 0.0215372+0.0712634j 0.0703937+0.0216204j -0.0239073-0.0189013j 0.0190653-0.0123527j -0.0403742-0.00696192j 0.102693-0.0370366j -0.0194384+0.0668033j 0.126599-0.00960558j -0.10311-0.0152323j -0.0528594+0.0817571j 0.0144205-0.059681j 0.00656931+0.0661037j 0.0311566-0.00131658j 0.021428+0.0444932j 0.00186102+0.0404846j -0.0557812+0.0138304j 0.0909511-0.0141684j -0.0422111+0.0120996j -0.117036+0.0255912j 0.0309459+0.0595664j 0.0516745-0.042626j -0.0406237+0.0725754j -0.0202889+0.0470074j -0.00742895+0.0412981j 0.0457995-0.0223649j -0.112458-0.0317064j 0.0619423-0.00467459j 0.0231949+0.0772633j 0.0186701-0.0438j -0.0300567-0.0314935j 0.0288233+0.0285964j 0.00764431+0.0147942j -0.0682252-0.0384177j 0.0250388-0.0116716j 0.0204377+0.0638193j 0.0196819+0.106878j 0.13747+0.085025j -0.114917+0.0784506j 0.0276098+0.0259328j -0.028943-0.115384j 0.0192289+0.0993864j 0.0123213-0.0187954j 0.0267014+0.0582795j 0.00670514+0.0023071j -0.020848+0.0264055j 0.0348381+0.0628129j -0.0269008-0.00244176j -0.0144603+0.0251772j 0.00697347+0.0535215j -0.0439117+0.0775341j -0.0482502-0.0567768j 0.0349448+0.00245255j -0.0210133-0.00500516j 0.0412479+0.00190273j 0.0316922-0.0262917j 0.00136229+0.0811914j -0.0261667+0.0225422j -0.041974+0.0391856j 0.0358621+0.0871828j 0.0810428-0.0134991j -0.0326208+0.00706307j 0.0390951-0.0393423j 0.0721386-0.000817603j 0.153961+0.087355j -0.124224+0.0532162j 
-0.00157198-0.0395391j -0.063251+0.0135459j -0.0856825-0.0816817j 0.0905617+0.0675172j 0.0282944+0.152459j -0.0232667-0.046987j -0.0412899+0.0215554j -0.0304388-0.120393j -0.100847-0.0509771j 0.112381+0.0600487j 0.0264079-0.0863396j 0.0298284-0.0335804j 0.0544835-0.0214111j 0.0823215+0.106317j -0.0179609-0.0640808j 0.0406285+0.0136302j 0.0697134+0.0231971j -0.0446206+0.0632121j 0.025284+0.00460328j 0.0425689-0.0994172j -0.0392883-0.0323727j -0.0271751+0.0292335j -0.0393932-0.0105664j -0.00359121+0.0952149j 0.103127+0.0662492j -0.0703859+0.00146135j 0.0149781+0.0418378j 0.0196513-0.0559388j -0.0097596-0.0504374j 0.00475589+0.0220914j 0.0896557+0.124549j 0.0223021+0.0108445j -0.0243155+0.0987486j -0.0313896+0.0154836j -0.0298987+0.00931687j 0.0150528+0.0117686j 0.00818306-0.0456636j -0.04826+0.0234322j 0.00214703-0.0100979j 0.0136759-0.000527255j -0.0192777-0.0498592j 0.0922603-0.0496592j 0.114952+0.0175197j -0.0681783+0.0224052j 0.0295391-0.0520798j 0.0124521-0.0582799j 0.043616+0.115262j 0.00990802+0.0149442j 0.0320014+0.11137j -0.0355032-0.0485664j 0.0111591+0.101051j 0.0464117+0.023798j -0.00991033-0.121269j 0.0381671-0.0749657j 0.035812+0.0239834j -0.00265523-0.0814714j 0.0214316-0.0833047j -0.105081+0.0609476j -0.0472733+0.00333185j 0.0644872+0.00689773j -0.0343876+0.0122901j 0.0761947-0.0457656j -0.00424635-0.025309j -0.00137466+0.0807067j 0.0502215-0.0479202j 0.00729935+0.0700325j -0.0532607+0.0399244j -0.0260077+0.0617666j 0.0142055-0.0574607j 
-0.0739466+0.0724847j -0.00228419+0.0106037j -0.00389421+0.00340025j 0.0165368+0.0746007j 0.0504558+0.0174663j -0.00352022+0.040562j 0.039174+0.0141124j 0.00675161+0.00567112j -0.00518988+0.0175208j -0.0101449+0.0098072j -0.0340444-0.0751j -0.00206925+0.00197628j -0.00655136-0.0941658j -0.0198049+0.0693676j -0.0399338-0.00866618j 0.0230057+0.0186404j -0.0121083-0.000992647j 0.0172316-0.0152429j -0.0436353+0.0251705j 0.00212809-0.0393037j -0.0242276-0.0823037j -0.00559172-0.0117823j -0.0787351-0.0210328j -0.0503688-0.0270518j -0.0620758-0.00962553j 0.0410422-0.013893j 0.00210611-0.103103j 0.0385294+0.00318499j 0.0200461-0.0347705j -0.0753185-0.00859458j 0.0832558+0.0666337j -0.00647564+0.00988406j -0.0576824+0.00979013j -0.00947669+0.0239557j 0.0195416-0.124536j -0.00254975+0.0253383j -0.0528469-0.0222113j 0.0615572-0.0106449j 0.025968+0.00371803j 0.0912656+0.0266505j -0.00451966-0.0285315j -0.0753869-0.0339767j 0.0450763-0.0585325j 0.00745934-0.0371941j 0.013241+0.122316j 0.00104013-0.0181194j -0.0743001-0.198652j 0.0148268-0.0211262j 0.0122435-0.0143268j -0.0438043+0.020775j -0.0467059-0.00545271j 0.0329249+0.016464j -0.123584+0.066286j -0.11135-0.0642775j 0.0133679-0.0275709j -0.0118235-0.0403038j 0.0641698-0.130539j 0.0225351+0.0915908j 0.00742841+0.0226229j 0.131271-0.0164288j -0.0386567+0.0335651j -0.0552163-0.0865275j 0.00413923-0.0624966j 0.0503258+0.00734439j 0.001315-0.012738j -0.0455937+0.0643922j -0.0104882+0.0377795j 0.0211373+0.0422544j 0.00721261-0.00761034j 
-0.0247871+0.00144495j -0.0140594+0.0101378j 0.0620902-0.00658234j 0.0345856-0.0088962j -0.0188542-0.00512223j 0.0287177-0.0125315j 0.0935537+0.0167983j 0.0391336+0.0621531j 0.0131596+0.0155548j 0.0790135-0.060865j -0.0726606+0.00473724j 0.0936317+0.0249632j -0.0154963-0.11379j -0.0176327+0.0475471j 0.0440057-0.0429478j -0.00100729-0.0222948j 0.0509503+0.00657128j 0.0571068-0.0109732j -9.92911e-05-0.0252284j 0.0170111-0.0201582j 0.0161956+0.0550549j 0.00843282+0.0122799j 5.05875e-05+0.00770656j -0.0707551-0.101052j 0.0137528-0.0224132j -0.039746-0.0641656j 0.00287027+0.0130911j 0.00275032+0.0292294j -0.00434838+0.0114341j -0.0239201+0.0151603j 0.138882-0.0293528j 0.0433821+0.0261124j 0.00237049-0.0231162j 0.0261229-0.00972091j -0.00469413+0.0554188j -0.00930074-0.030914j -0.102524+0.0325264j -0.0457416-0.0301871j -0.0176141+0.0169989j 0.0390301+0.0380179j -0.0688585-0.0543122j 0.0188241+0.0105235j -0.00429363-0.0480165j 0.0937268+0.011333j -0.00239669+0.015434j -0.020241-0.121661j -0.174645-0.02884j -0.00426823-0.00779688j 0.0257324-0.0176643j -0.0264621+0.0357172j 0.037483+0.0185388j -0.0507506-0.0316448j -0.00193405-0.018066j -0.0584532+0.0332447j -0.0413411+0.0229947j -0.112658+0.103181j -0.0797775+0.0799963j -0.0358305+0.162331j 0.0691714-0.0488633j -0.0195395+0.0524228j -0.107211+0.0602225j -0.0282319-0.0732677j 0.0318294+0.118574j -0.070903-0.152804j -0.00846489-0.0447653j 0.0194297-0.00727825j -0.0263341-0.0332153j 0.00998524-0.141937j 0.172484-0.112028j 
0.00661323-0.0261045j 0.00653134+0.024759j 0.0126782+0.0905662j -0.0206936-0.00787288j -0.00328085-0.118042j 0.017427-0.044187j -0.00388793-0.0708372j -0.0144099-0.102468j -0.00761991+0.00973407j -0.0497305+0.035288j 0.103626-0.0687857j -0.0416305+0.0673468j 0.0163278+0.0301673j -0.0565697+0.0152878j 0.00642673+0.00679265j 0.0532076-0.0897087j 0.0235018+0.00768447j 0.0403822-0.00694763j -0.0311452-0.0407764j -0.0383532+0.00466364j 0.00263954-0.126333j 0.0401232+0.0590571j 0.0710221-0.000913559j 0.0137216+0.0665216j -0.0446005+0.00876235j 0.0876901-0.0022435j 0.0342403-0.132753j -0.0919631-0.0170615j -0.0202047+0.0319462j -0.0123411+0.0353704j -0.0792001-0.0267789j -0.0620558-0.0829813j -0.0366361-0.0573156j -0.0503253+0.0196853j -0.0205616+0.0290425j -0.00111613-0.00124767j -0.0707804-0.079695j 0.0252952+0.044036j 0.0707855+0.0233584j 0.0703819-0.0148018j 0.00316047+0.0175674j 0.153297+0.0484104j 0.0317497-0.0358535j -0.0302294-0.0479843j -0.0144603+0.0438956j -0.0377643+0.0603311j -0.0154391+0.11134j -0.0426802+2.67413e-06j 0.0347835+0.0328657j -0.0133067-0.0828678j 0.0150151+0.028405j -0.0307426+0.0565983j 0.0106314+0.00684305j -0.0336797+0.0813571j 0.0215165-0.0560979j 0.0341676-0.0394372j -0.0797805-0.00847272j -0.0211273+0.0496964j 0.116363-0.12973j 0.03608-0.0123641j 0.105794-0.0692418j -0.0260292+0.0205265j 0.0912196-0.0557938j -0.0228685-0.0286719j 0.0547677-0.0592918j 0.05794-0.034296j 0.0189429+0.0519039j -0.05156+0.0293021j -0.105996+0.0454709j 
-0.0639807+0.000584286j -0.0299894-0.000426694j 0.041811+0.022439j -0.0690265-0.106257j 0.0164864-0.0628859j 0.00959434+0.00171306j -0.00180312+0.100877j 0.00805636+0.122084j -0.0197385-0.0404325j 0.0156485+0.0392209j 0.0355645-0.00354821j 0.0237583+0.0556128j -0.0227941+0.0105299j -0.0116491-0.0441178j -0.0442717-0.00314303j -0.0230682+0.0581834j -0.0576568+0.0516562j -0.0491938-0.0389654j 0.0271521+0.0238488j 0.0408761-0.0712213j -0.0956518+0.0820993j -0.0571298+0.0103826j 0.0271269+0.0347461j 0.0250099-0.03075j 0.0121769+0.00225839j -0.00240342-0.0228576j -0.00799364-0.0682918j 0.0660044+0.019961j 0.0839158+0.0694998j 0.114586+0.0103814j 0.0410073-0.0397658j 0.0669055+0.0362642j -0.101235+0.123431j -0.0196926+0.0948682j -0.0706197+0.0180743j -0.0228996+0.0365824j -0.0141421+0.0101627j 0.0128876-0.0453085j -0.0780183-0.0778432j -0.125825-0.0738817j 0.165249-0.044116j -0.00381049+0.0829989j 0.00426351+0.0267005j -0.0410375-0.0129959j -0.0649511-0.0598072j -0.00581299-0.0105701j 0.00617792+0.0681068j -0.00796451+0.0703622j 0.00247292+0.00958913j -0.0124384-0.0624904j -0.000776811-0.0244918j 0.00560158-0.0683591j -0.0155243+0.032169j -0.0232583+0.0541837j 0.0560779+0.0277069j 0.0450489-0.0370526j 0.13517-0.0659525j -0.0897812-0.0324466j -0.0281006+0.0498152j 0.0541239+0.0718462j 0.0352386+0.0128676j 0.0166007-0.00990369j 0.00694679+0.0957358j 0.00371813-0.0543822j -0.0289855+0.0642072j 0.0400278+0.0475537j -0.0704996+0.047491j -0.0374743+0.0983457j -0.0299283-0.0455966j 
0.0612801+0.0158376j -0.0166575-0.0213121j 0.0107875+0.0628366j 0.0580343-0.00467213j 0.0576919+0.0658294j 0.00216429+0.0779687j 0.00102964+0.0174906j 0.0108963-0.0285229j -0.00809283-0.0386452j 0.046432-0.0803426j -0.100089-0.102767j 0.0254353+0.0816351j 0.0647889+0.0133884j -0.01498+0.116682j 0.0141901-0.0651689j -0.0101774+0.0134808j -0.0116776-0.033247j 0.095098+0.00644964j -0.0628757+0.00840591j -0.103533-0.0376641j 0.00137662+0.00575632j -0.0125357+0.0861285j 0.0393327-0.000921765j -0.00142234-0.0250157j -0.016933-0.0476932j 0.0308578+0.0105687j 0.0942416-0.0560792j -0.0163057-0.0170377j 0.0269125+0.0150759j 0.0392195-0.00716882j -0.00604455+0.0460692j -0.032727-0.0150234j -0.0751757+0.0453168j 0.0884643+0.0146788j 0.023964-0.024974j 0.0146641-0.0457463j -0.130466-0.0189912j -0.0264483-0.0319921j -0.0179652+0.116129j -0.0399274+0.0361288j 0.0589112-0.0377205j 0.09606+0.0184481j -0.0098957+0.0227812j -0.0565928-0.0380683j 0.0633929+0.0637674j -0.0760353+0.0809972j 0.025203-0.107118j 0.0278905+0.0190496j 0.136427-0.0204559j 0.0104248-0.0624603j 0.0683426-0.0359556j -0.00670166-0.0548109j -0.0229271-0.0584781j -0.0442131-0.0474648j -0.0409164+0.123941j 0.00698709-0.0170021j 0.0608646-0.0347712j 0.0171982+0.0777911j -0.0345157+0.0318498j -0.129452+0.00794139j 0.0927053-0.0469385j 0.0731141+0.0413188j -0.0963481+0.0163941j 0.105692-0.0183261j -0.0195564+0.0422633j 0.0357467+0.0432248j 0.0236914+0.0407085j -0.137678-0.0258462j -0.022576-0.106929j 
-0.0155223-0.0236062j 0.027307+0.0241841j 0.0102421-0.0233757j 0.0319687-0.0870749j -0.00401984-0.0835162j -0.0300006+0.00322548j -0.0384127+0.0756557j 0.0646339+0.0304793j 0.00839375+0.0306421j 0.0147971-0.0404515j -0.0680368+0.0708671j -0.0630706+0.0297668j 0.0390609+0.0225399j -0.0363255-0.030197j 0.0123226+0.0702449j 0.0547403-0.0871474j 0.00205157-0.0305181j -0.0154939-0.0734028j 0.0145517+0.0203594j -0.02541+0.00156441j -0.105966+0.0207472j -0.0293582+0.0320173j 0.0204449+0.0269911j 0.0238144-0.0631964j -0.0150608+0.000425308j 0.0690382-0.0471963j 0.0559855+0.0622237j 0.0693031-0.0491813j 0.115759-0.0452189j 0.0183171-0.0269854j -0.00329256+0.0155958j -0.0689365+0.0119519j -0.00777499+0.0897714j 0.065923-0.0269377j 0.111606-0.0531379j -0.00964801-0.00828642j -0.085577+0.0244117j 0.0698229+0.017923j -0.0479273+0.0873155j 0.0657735-0.00519815j -0.0129348-0.0319079j 0.0460824+0.0241733j 0.0354518-0.0953396j -0.0250861-0.0731594j 0.0855887-0.0436308j 0.0744543-0.050929j 0.0219658+0.0990131j -0.0150787+0.011728j 0.111036-0.0129174j -0.031956+0.049394j -0.0251682+0.0143349j 0.0122692+0.0073665j 0.00372674+0.0452197j 0.11377+0.0681763j 0.0685666+0.0200103j 0.0025618-0.0420612j 0.0440425+0.0463567j -0.093971-0.00609555j -0.0496139-0.00214109j 0.226833+0.137577j -0.202897+0.185567j -0.0694119-0.0536917j -0.0435843+0.0262228j -0.111098+0.0114711j -0.122072+0.0793052j -0.00345052-0.0643399j -0.0235712+0.0216876j 0.0131036+0.0836134j -0.0126372-0.0287217j 
-0.0101525-0.0257046j -0.0231262-0.0310637j -0.0659188-0.0022212j -0.0243477-0.0276915j -0.0485524+0.0492885j -0.0349876-0.00235466j -0.0118563-0.0157105j -0.0551669+0.0887839j 0.0697348-0.0869816j 0.0221364-0.0427367j -0.0295184-0.106969j -0.0454985+0.0900887j -0.0163389+0.0743922j 0.00181955-0.0227866j -0.0591961-0.00414762j -0.0257651+0.115473j -0.0371093-0.0376976j -0.133449+0.00117749j 0.0111067+0.0841546j -0.0257674+0.051341j 0.0724658+0.0011123j -0.00343421-0.00393026j -0.0464659+0.0484101j -0.0994024-0.0648646j -0.0319519+0.0637783j 0.00604248-0.0226723j -0.00984001+0.00683588j 0.0512059-0.0184456j -0.064784+0.0582892j -0.0452236-0.0235685j 0.01271-0.130839j -0.0265366+0.0149911j 0.0834179+0.0205588j -0.0485188-0.0347039j -0.125158+0.0308051j 0.0227304-0.0745783j -0.0905556+0.0200219j -0.065297-0.15736j -0.0406516+0.0116617j 0.0234833+0.0402502j 0.0380461-0.153736j 0.070496-0.0164589j -0.0346549+0.0669966j -0.0446489+0.0302828j 0.121658+0.130601j -0.0682571-0.0923592j 0.00147929-0.0436829j -0.011315+0.00472753j -0.00946451+0.0223847j -0.016427+0.0236071j -0.0488865+0.011387j 0.00593002-0.0436598j 0.0260876+0.0600867j -0.00554918-0.0190576j -0.0621749+0.132478j -0.0154156-0.0479239j -0.0512771+0.154021j 0.0289933+0.00234413j -0.0255281-0.0309969j 0.118475-0.0452405j -0.0572923-0.0172449j 0.032294-0.0311182j 0.0642107-0.0867542j 0.0236455-0.0167334j -0.0243416-0.0125813j -0.0443485-0.03739j -0.00437421-0.0362892j 0.001364-0.0232615j 0.0442813+0.0711606j 
0.00766041+0.0362076j -0.0169085+0.00429496j -0.0191567-0.0395153j 0.0351971-0.0251828j -0.0877248+0.0668332j -0.0463452+0.0528186j 0.0118915+0.014209j -0.0106727+0.00487683j -0.0302918+0.00559714j -0.0187658-0.0301206j -0.0340332-0.124356j -0.0122024-0.0940793j 0.0035464-0.0520639j 0.039441+0.0648314j -0.0564275-0.0217545j 0.00176018+0.0130185j -0.00932851-0.00176681j -0.0396036-0.0359743j 0.0165782+0.019552j 0.0701254-0.0203137j -0.0104273+0.129227j -0.0343633+0.000821972j -0.0749087-0.0296343j 0.033069-0.00536338j 0.0289427+0.059192j -0.0021096+0.102059j 0.0181359+0.0100833j -0.0304561-0.0465192j 0.0105817-0.0092416j -0.0470333+0.0143605j 0.0618389+0.105655j 0.0918316-0.00482755j 0.0241355+0.0230049j 0.0455943+0.00432984j 0.049676-0.104594j 0.0715266+0.0415649j -0.156918+0.161163j 0.0649237+0.0302557j -0.107675+0.0470149j -0.0126738-0.0223063j -0.0208156-0.0539344j -0.00700645-0.0586218j -0.106828-0.0550064j -0.111828-0.0181507j -0.0437144+0.0468873j 0.10671+0.00274717j -0.00582945-0.0205124j 0.0538986+0.0259479j -0.00134995+0.054j -0.0109362-0.00485074j 0.0241002-0.016934j -0.0896388+0.0118237j 0.117405+0.0655746j 0.0577345+0.0387179j -0.0551077+0.018102j 0.00787386+0.00647682j -0.0727892+0.00157017j 0.0475292+0.0829495j -0.0316027-0.0703602j 0.0478177+0.0549188j 0.0156409+0.00343009j -0.0951396+0.106834j -0.0811731-0.108072j 0.0278643-0.0677129j -0.0697855+0.0581869j -0.00474775-0.0292813j 0.00825751+0.0393877j -0.0161133-0.00896616j 0.0132841-0.0267218j 
-0.0253247+0.0202268j -0.0095104+0.0511163j 0.0226105+0.0777806j -0.0821695+0.0183384j -0.00239417+0.0578382j 0.00566097-0.108487j 0.0593357+0.098736j 0.011489+0.0943358j -0.042614-0.035092j 0.0254113+0.00219075j -0.000288845+0.00234463j -0.00963655-0.0206403j 0.0215991-0.122735j -0.0248588+0.110102j 0.0318204-0.032763j 0.024675-0.0276087j -0.0406976-0.0428359j -0.00794413+0.101288j -0.00870766-0.0566653j 0.0414814-0.0263641j 0.00399702-0.111153j -0.0358471-0.0178381j 0.0661963+0.00869912j 0.000787663-0.0839076j 0.0557564+0.0376303j -0.0215291+0.00131791j 0.0578546-0.0166671j 0.0647622+0.0274566j 0.0448713-0.00103073j -0.0496893+0.021064j 0.0142245+0.0332235j 0.0380832+0.0415458j -0.00625256-0.0842959j 0.0253947-0.0412593j -0.0519401+0.0841235j -0.0170742-0.0874188j -0.0508218-0.0216569j 0.042724+0.0899056j 0.029998-0.0201087j 0.0944215+0.0148704j -0.0107211+0.0679635j -0.0163396+0.0405007j 0.168247+0.0813791j 0.0682111+0.00274292j 0.0643567-0.00404938j -0.0482642+0.00253159j 0.129802+0.0651607j -0.0396688-0.0866858j 0.0776116+0.013031j -0.0158829+0.000570527j -0.0705234+0.0557739j -0.00945967+0.0231456j 0.00266034+0.0794421j 0.0430742+0.103937j 0.0184949+0.0394893j 0.0378263+0.0768266j 0.125788+0.0274291j 0.051696-0.0401176j 0.071642-0.097774j -0.095144-0.0672709j 0.0230611-0.0889546j -0.0969654-0.00418378j -0.0368603+0.0387987j -0.00918129-0.0426023j 0.0532204-0.0132132j -0.000770753-0.150347j 0.0569133-0.0501179j 0.0112623+0.0607106j -0.0452252+0.00839059j 
0.0155485+0.0178088j 0.0547727+0.0122492j -0.0068603+0.0330553j 0.0135438-0.0142565j -0.00799185+0.00320301j 0.0243168-0.0591126j -0.0717598+0.00161402j 0.012587-0.0104608j -0.0592114-0.00672919j -0.0300259+0.0483317j 0.00854599+0.0191055j -0.0571742+0.00612306j 0.0450621+0.096389j 0.0517215-0.0485937j 0.0456525-0.00545014j -0.0180809+0.0762927j 0.0500272-0.0559595j -0.00837472+0.0737771j -0.109658-0.0153538j -0.0531382-0.0729952j 0.0859916+0.0408457j -0.114717+0.0778197j -0.013771-0.0215737j -0.114293+0.00209312j 0.0377663-0.027699j -0.0162751-0.0882924j -0.0297809-0.027904j 0.0568354-0.0667757j 0.0358442-0.0342792j 0.0851874-0.028164j 0.0872875+0.113045j 0.000642663+0.0872084j -0.0169363-0.00433987j 0.104971+0.0465893j 0.00478916-0.072412j -0.0402138-0.0393129j -0.0326935-0.0159211j -0.174476-0.0787723j -0.0160817+0.00535543j 0.0664883+0.0646005j 0.116191+0.0440913j 0.0392404+0.0951869j 0.0077687-0.0802261j -0.0459665-0.00344458j -0.042696-0.139526j 0.0750218-0.0687037j 0.0152108+0.0103961j -0.0360061-0.0485468j 0.0583619+0.0113153j -0.072417-0.0243062j 0.0400041+0.0114365j -0.0266726-0.139473j 0.0148934+0.00839249j -0.0733359-0.0635612j -0.0547106+0.181793j 0.0125983+0.159966j -0.115903+0.0109825j -0.0320947+0.114514j 0.124047-0.0741398j -0.0148109-0.00546361j 0.0222628-0.0981595j 0.0694991-0.0197025j 0.0442465+0.12111j -0.0183365+0.0242061j -0.0255433+0.000992585j -0.029717-0.0172058j -0.000719967+0.0676619j -0.00793445-0.0471384j -7.26719e-05-0.0283455j 
-0.0510082+0.0289894j 0.037371-0.0145032j 0.0468082-0.0436396j -0.039007+0.00192124j 0.0195916-0.0373139j -0.0377694+0.138821j -0.00683919-0.00323608j -0.0280456+0.112647j -0.00907698-0.0410746j -0.0179632-0.0284622j 0.0851164-0.10889j 0.00296615-0.0318029j -0.0106031+0.030149j 0.00736909+0.0500977j -0.0140199-0.0260629j -0.00804031-0.00919858j -0.0129156-0.0810471j -0.0159966-0.0932324j 0.0374933-0.0291661j -0.00684042+0.00062251j 0.00491132+0.012261j 0.0642505+0.0104642j -0.0758757+0.0404372j 0.0734077+0.0754744j 0.103433-0.000805353j -0.077722+0.0575941j 0.109809+0.0620129j 0.0618075+0.12514j 0.0369326-0.00651963j -0.0641617+0.0086119j -0.0372582-0.00645663j 0.0806231-0.00465596j 0.0570436-0.00875549j -0.0345989+0.0235036j 0.03752+0.0691431j 0.0341944-0.0249053j 0.0354664-0.00569169j 0.0605557-0.0218902j -0.00919642-0.0549382j 0.116263-0.0365209j -0.0104575+0.00443871j -0.0384594+0.224102j -0.0504896-0.0337473j -0.0744632+0.00567542j -0.0293773+0.0884253j -0.0676234+0.0238616j -0.0689091-0.0616902j 0.0472662-0.00727264j -0.015844-0.0132566j 0.110575-0.00324959j 0.030663-0.00965774j 0.0877281+0.0747056j -0.0716264-0.0888786j 0.0619778+0.0633894j 0.00856085+0.0568314j -0.000621348+0.0296402j 0.0931735-0.0139151j -0.134913+0.0259906j 0.0173388+0.172376j 0.105237-0.0220536j -0.15594+0.049779j 0.0433529-0.214987j 0.100355+0.00759576j -0.103422+0.0651986j 0.00627115+0.0156137j 0.134028+0.161512j 0.0131341-0.0234827j -0.0145018-0.0200661j 0.00724421-0.00850658j 
0.00290802-0.00454696j -0.0117713+0.00818207j -0.0169404-0.0458766j 0.0288045-0.0703654j -0.0204113+0.00274923j 0.0480425-0.115863j -0.146045+0.0222462j 0.098539-0.0095318j 0.126828-0.0819728j 0.0680791+0.0225184j -0.0477907+0.223599j -0.0489461+0.0111105j -0.0181897+0.0934793j -0.0066833-0.222931j -0.0415795+0.0159641j 0.0820206-0.0520011j 0.0304634-0.00777163j 0.0193296-0.0259628j -0.0424514-0.0169986j 0.0327816-0.0336954j -0.0673688-0.000301716j 0.019422-0.0703184j 0.0880161-0.0342273j -0.0170412-0.052981j 0.0318171-0.0128688j -0.0318095-0.00171123j -0.0307719+0.00442175j 0.00833358-0.0250624j -0.000215802+0.070912j 0.027973-0.0752911j -0.117067+0.0354694j 0.0414117-0.0668149j 0.0308989+0.0486542j 0.040966-0.0151647j -0.0110462+0.0472041j -0.0977966+0.0714435j 0.0534032-0.0429462j 0.10753+0.00937273j -0.0779417+0.0262189j 0.0318115-0.0570957j 0.00608491-0.00632058j -0.0249106+0.0427885j -0.00241719+0.0316506j -8.10752e-05+0.00168504j -0.0117344+0.0376309j 0.0209073-0.015143j -0.0528889-0.00367136j -0.0149901-0.0175429j -0.0215802+0.0173378j 0.0180894+0.00166136j 0.00636075+0.0167671j 0.0896797-0.026489j 0.0145238-0.101919j -0.0294935+0.0375199j 0.0232761-0.0364734j 0.0499543-0.0320441j 0.0732484-0.0343805j -0.010899+0.0593672j 0.0208488+0.0136549j -0.0248776-0.0458725j -0.0335653+0.00943098j -0.0171862-0.0959621j 0.0249587-0.0284868j -0.0532243-0.0281819j 0.00873702+0.00308066j 0.0394483+0.0495087j 0.0436724-0.00196099j -0.00287142+0.00326838j 0.00709782-0.010158j 
