-0.0159973+0.0111808j 0.101306-0.122751j -0.108667+0.000608676j -0.0197138-0.039589j -0.0144283-0.00808869j -0.0332603-0.00362927j 0.00109704-0.015343j 0.0270021-0.0349258j 0.0176072+0.0204923j -0.0481029+0.0367151j -0.0129874-0.00115864j -0.0119788+0.0121879j 0.0160346-0.0658276j 0.00926599+0.0584118j 0.041531-0.00997346j 0.0897866-0.030404j 0.0393813+0.00352823j 0.0960975-0.0262601j 0.0391697+0.0291784j -0.0582933+0.0428656j 0.0326357+0.00832586j -0.0429352-0.00182605j -0.0226238+0.0235916j -0.0428819+0.0304864j 0.0320416-0.0277943j 0.00554867+0.0267217j 0.0485917+0.0299102j 0.019622+0.0039008j -0.00264404+0.0130327j 0.012422-0.0115808j -0.00878281-0.00334283j 0.00925399-0.0261428j 0.0135076+0.00270672j 0.00539432-0.00991696j -0.00612883+0.00302079j -0.00181893+0.00475308j 0.00833956+0.0187132j 0.0270629-0.000174968j -0.050507+0.0842689j -0.0131794+0.00807995j -0.00834672+0.0642308j -0.0413456+0.0222546j 0.0201841-0.102239j -0.00122233+0.0804601j 0.118195-0.0304442j 0.0941108-0.0892251j -0.0456618-0.0992384j -0.00694408-0.0250578j -0.0153032-0.0396844j -0.039677+0.0385375j -0.0210617-0.0456576j -0.00836089-0.0205983j 0.0173679+0.0244218j 0.0448542-0.00552805j -0.0108431+0.0722266j 0.0345069-0.00465175j -0.0674061-0.0358674j -0.0333837+0.0147357j -0.0108318-0.049129j -0.0214567-0.0636679j -0.0650286+0.0199912j 0.0150961-0.10529j -0.0504606-0.164696j -0.218401+0.254221j -0.0506596+0.0574945j -0.0338135-0.0262808j 0.0445773+0.0179794j -0.125241-0.0221778j 0.103182+0.197246j 
-0.0182286+0.103839j -0.0432327+0.0170531j 0.0165237+0.0295124j -0.0461446-0.0356407j 0.00242312+0.0177594j 0.041621-0.00240329j -0.00451566+0.0165561j -0.0335337-0.0372684j 0.00198114+0.0557771j -0.00618806-0.0542987j 0.043116-0.0198213j -0.0603647-0.0626769j 0.00451286+0.00329585j -0.0201581-0.0251194j -0.00558125+0.0397085j 0.00137316-0.0371496j -0.0157889-0.0483416j 0.0150179-0.0281902j -0.0349216-0.0316668j 0.0203213-0.188721j -0.107309-0.162993j -0.0135032+0.0689487j -0.0607636-0.0291537j 0.0401224-0.109638j -0.0459158-0.0759393j 0.0254735-0.130442j -0.016157+0.0235991j 0.0611941+0.0297328j 0.0113106-0.00542955j -0.0107121-0.000861332j -0.0143569-0.0149253j -0.0790841-0.0748654j 0.0596268-0.00146578j 0.00393065+0.0551457j -0.0113412-0.0117981j 0.0240493-0.0626147j 0.0170943+0.0103596j -0.0821525-0.0809929j 0.0268583+0.00198578j 0.0222982+0.191114j 0.0322624-0.0684044j 0.0351291-0.169463j 0.044309-0.012077j 0.030232-0.0216125j -0.0164246-0.124145j 0.0023903-0.143535j -0.0278569+0.107166j -0.0480212+0.0145232j 0.144156-0.107018j -0.0371639+0.006023j 0.0571229+0.00286735j 0.0626402-0.00798261j -0.0767936+0.0323941j -0.0137275-0.0123313j -0.0955337+0.0241424j -0.0741438-0.0613458j 0.0193574-0.0130552j 0.146535-0.0258925j 0.036336-0.0343332j -0.00110903-0.0126471j -0.0919051+0.0797592j 0.0701987-0.0530568j 0.125391+0.0243884j -0.100415+0.00414911j 0.0659819-0.0467703j -0.147417+0.0176206j -0.00569413-0.0099578j -0.0221905-0.0577963j 0.0238773-0.0554041j 
0.0535117+0.0415909j -0.032156+0.0237917j 0.0727495-0.00523085j 0.0467466+0.0104405j -0.0402043+0.0330709j -0.0477213-0.0307575j -0.00536869+0.00394788j -0.0369338-0.046485j 0.0187039+0.0341735j 0.0120582+0.0468049j -0.00870833+0.0323985j -0.0409436-0.0492188j -0.022716+0.00659877j -0.0020318-0.0298409j -0.0519202-0.0419608j 0.032004-0.0301463j 0.0988192+0.0583984j -0.0327985+0.0301676j 0.0740463+0.0553132j 0.0933382+0.0279313j -0.0439565+0.0376672j 0.0124067+0.0958111j 0.0789221+0.0827431j 0.0318917-0.0586967j 0.0134474+0.0255203j 0.0052198-0.0522198j 0.00770328+0.0828525j -0.0787205-0.00149129j -0.0101931-0.0956848j -0.000758252-0.0125636j -0.025524+0.0223482j 0.0507389+0.041604j 0.0574181+0.0385716j 0.00115464-0.078902j 0.0166881+0.0338884j 0.00845886+0.0196547j -0.10487-0.0765728j -0.0316784-0.0201765j 0.00607237-0.0737987j -0.017882-0.0211856j -0.0172368-0.00143946j 0.12189+0.00692932j -0.0793813-0.0107766j 0.000181595-0.000446343j 0.0236745+0.0353112j 0.100924+0.0427034j 0.010809-0.119436j 0.0160853+0.0326846j 0.0256963-0.0379052j -0.048733-0.0323747j -0.0831409-0.0140967j -0.0121788+0.00437038j 0.045557-0.0190398j -0.0220703+0.144904j -0.0527361+0.0623863j -0.0279439+0.0243784j 0.0388804-0.0339738j -0.0734382+0.0511301j -0.044887+0.0101127j -0.0184899-0.0488544j -0.0172422-0.0609245j -0.00295763-0.124066j 0.0763701-0.0246833j 0.0545008+0.0776274j 0.0613698+0.0358771j 0.218721-0.0954859j -0.00774797+0.0042398j -0.136356-0.0513425j 0.0356099-0.0599337j 
0.00808514+0.0400262j -0.0469657+0.0368525j -0.0317868-0.0225824j -0.0575983-0.0393803j 0.0181132+0.000779999j 0.00905247+0.0341246j -0.0170939-0.00192852j 0.00652415+0.0331658j 0.0210746-0.00214459j 0.0122084+0.00048606j -0.0225225-0.010995j 0.0109114+0.0152988j 0.0399766+0.0436778j -0.00248154-0.0137679j 0.00883459+0.0764096j -0.0303937-0.0355557j -0.00418061-0.0682474j 0.0444045-0.0386497j -0.0558031+0.137765j -0.0323594-0.0364904j 0.0752654-0.0788917j -0.0438834+0.0712121j -0.0263254-0.0422919j 0.0275685-0.0415024j -0.0260025-0.034833j 0.0345903+0.00648225j 0.0364279-0.021809j -0.049223-0.0104939j 0.0121387+0.0864949j -0.0136494-0.0542795j 0.0167407-0.143634j 0.0553985-0.0405384j 0.0620628+0.0696916j 0.00109817+0.0312645j 0.0603847+0.0826227j 0.0407237+0.0243777j -0.00385041-0.00337836j 0.00585821+0.0929393j -0.0945986+0.000911275j -0.0484676+0.0753082j 0.057198+0.142123j 0.00838834+0.0912682j -0.00527974-0.113936j 0.0361208+0.0493461j 0.0504063+0.0174521j 0.0423225-0.0155488j -0.083101-0.0649642j 0.129131+0.10492j 0.0208966-0.0157637j -0.0392621+0.0455243j -0.0125592+0.0695024j -0.0968912+0.0595545j 0.130513-0.0784579j -0.139457+0.0334036j -0.0556276+0.00691637j -0.0625551+0.0383038j 0.0943484-0.0156624j -0.00634009-0.0795266j -0.0125253+0.0172034j 0.0080208+0.0492048j -0.027552+0.0138971j -0.0559782-0.0790433j 0.0516577+0.00222612j 0.106161+0.0724388j 0.00578512-0.0216487j 0.156513-0.186521j -0.135131+0.0461065j 0.0263822-0.0268062j 0.0132271-0.00164938j 
-0.0106485+0.0330294j -0.0238719+0.0190018j 0.0506382+0.000521472j -0.00729066-0.022626j 0.0117131-0.0112818j -0.132934-0.0344565j 0.0306225-0.0196473j -0.0357919+0.00828706j 0.00754954-0.018473j 0.0475668+0.0161766j 0.0194453-0.00369032j 0.00855357+0.0162712j -0.0821275-0.0224625j -0.000412133-0.018059j 0.0497384-0.0341932j 0.096442-0.00252559j -0.0496441+0.0182509j 0.0295949-0.0124829j -0.0290238+0.00700526j 0.0101047-0.0676353j -0.0708116-0.0775354j 0.0450095+0.0244311j 0.0217218-0.0310629j -0.0177073+0.0428207j 0.0096761+0.00819391j -0.0408762-0.0232825j 0.0352625-0.0301145j -0.0712515+0.0171665j -0.0730481+0.0201887j 0.0165079-0.00954562j 0.0719033-0.035281j 0.0928065-0.0372492j 0.0139984-0.00158974j -0.0341411+0.0222724j -0.0203562+0.0552884j 0.0120288-0.00580373j -0.0344809+0.00722815j 0.0121663-0.0155838j -0.0232741-0.0501544j -0.077828-0.0303931j -0.0191666-0.0341466j 0.0368417-0.0218027j -0.0840744+0.00358839j -0.0151075+0.00583861j 0.10139+0.112517j -0.00989948-0.0105517j -0.0746807+0.0966301j -0.00297144-0.14987j 0.0785573-0.0399916j -0.0364147-0.0669251j 0.00257191-0.00562928j 0.0375821+0.0720321j -0.048243-0.0623144j 0.0472466-0.0427018j -0.0612141-0.0303348j -0.0344615+0.00708577j 0.0552001-0.00868859j -0.180403+0.0877813j 0.00181181-0.0426418j -0.0214395-0.208348j -0.00663551+0.112272j 0.0142474+0.110475j 0.0347252+0.00189381j -0.0271066+0.0218184j 0.0563449-0.0721197j -0.0745691+0.00283688j 0.0166827+0.000122917j -0.0107464+0.0101415j -0.0371852-0.0534321j 
0.015333+0.0406956j 0.0771485+0.00138977j -0.00604137-0.00287894j -0.00438112+0.0387396j -0.0668222+0.0257795j 0.0441332-0.0284371j 0.0125165+0.0303021j -0.0174579+0.0303647j -0.0161134-0.00439082j 0.0137731+0.00666059j 0.0474144-0.00336187j 0.022068+0.0175495j -0.00788418-0.000408677j 0.0124175+0.0273841j -0.0330174+0.0265171j 0.0331666-0.0380483j -0.0842797+0.0559319j -0.0791276+0.0312025j -0.0828608+0.0927214j 0.00290761+0.041944j -0.0371163-0.0238124j -0.0896334-0.0200351j -0.0200559+0.0281751j -0.0263732-0.0762278j -0.0828147+0.0324501j 0.026853-0.0247195j -0.0398969-0.146824j 0.0308553-0.0711359j -0.0180201+0.0556414j 0.00404557+0.0223538j 0.0594159+0.0136434j -0.0484712+0.043486j -0.0398993-0.0341605j -0.0379005+0.00317511j -0.0342586-0.00443696j -0.0178486-0.0147253j -0.0497068-0.0496037j 0.0099457+0.0494605j -0.0484466-0.0640288j -0.0543509-0.0183157j 0.0436866+0.045499j -0.0430311-0.0272357j 0.140784+0.033706j 0.0518612+0.0470088j -0.0573023+0.0288513j 0.047227+0.0393416j -0.0459361-0.0252164j 0.0346523+0.059555j -0.0456853+0.0147931j 0.035978-0.0676282j 0.0144518-0.0194583j -0.0388386-0.0419338j -0.0158126+0.125268j -0.1092-0.154048j 0.0810264-0.120298j 0.0547949-0.0469922j -0.0325937+0.0657177j -0.102053-0.0480527j 0.0847832+0.000389148j 0.0124822-0.112501j -0.156594+0.184569j 0.00227463-0.0382848j -0.0108219-0.0129027j -0.0294836+0.0434164j 0.0369882+0.101132j 0.0253704-0.0202843j 0.011344+0.0573505j 0.069279+0.00990886j -0.0271583-0.0283893j 
0.00649913-0.0308164j 0.0945622+0.046008j 0.0459779+0.117534j 0.0721903+0.0676911j 0.0322481+0.0282914j -0.0715836-0.052477j 0.0120147-0.00578378j -0.0188134-0.0288061j -0.013259+0.0152073j 0.0281809+0.038052j -0.0567842-0.0271733j -0.00932111-0.00429621j -0.00183317+0.00713771j 0.0242019+0.0241814j -0.0330923+0.0556748j -0.0451707+0.121315j 0.0404031-0.113191j 0.131997+0.0626633j 0.0100156+0.0378007j 0.00960627+0.0451465j -0.0951773-0.0159161j 0.00626723-0.00989403j 0.00451533+0.0511882j -0.0582854+0.139442j -0.120051+0.0257133j -0.0255539+0.0385938j 0.0227749-0.0329996j -0.036318+0.0215088j -0.0232809+0.0522132j -0.00951881-0.0110654j 0.0398113-0.098769j 0.0314645-0.0233408j -0.00360005-0.00750471j 0.0202966+0.018565j 0.0124963+0.0491476j 0.00161101-0.0382332j 0.0325191-0.028601j -0.033143+0.0492034j 0.065041+0.0148103j -0.0111364-0.0366185j -0.0640421+0.0516126j -0.0487975+0.0805577j -0.0216715+0.0239295j -0.0429426+0.0102616j 0.0550637-0.135909j 0.0403099-0.124028j 0.158652+0.174322j 0.0536535+0.0114495j -0.0346329+0.0823512j 0.0864859+0.0211559j -0.00861346+0.0346485j 0.0716566+0.00835955j -0.034164-0.0107913j 0.00387548+0.0514408j 0.0366648+0.0202695j -0.0918706+0.0717292j -0.0344407-0.00423173j -0.110684-0.0416602j -0.040795-0.00308069j 0.0136731-0.0753727j 0.0737524-0.0150602j 0.000377692-0.0558659j -0.0874206-0.00635044j -0.0393182+0.100688j -0.186249-0.0603621j 0.0222793-0.0767806j -0.0450357-0.000767741j 0.0173426-0.0139267j -0.00871177-0.00341328j 
0.00416728+0.021737j 0.114678+0.0179129j 0.0309759+0.0149859j -0.000278128-0.0126614j -0.0577976-0.0364636j 0.011495+0.00628036j -0.0124584+0.0027516j -0.0216937+0.0642382j -0.0173382-0.0635547j 0.0102269-0.0601776j 0.0391301+0.0184856j 0.0272481+0.0837763j 0.0287648-0.0106333j 0.00871762+0.0703644j -0.0343254-0.0391466j 0.0479722+0.0281409j 0.0471155-0.0397876j 0.0552216-0.0538636j 0.0225862-0.0869767j -0.112799-0.0490492j -0.0357414-0.0244304j -0.0394431+0.00751037j -0.123525-0.0174839j 0.0396131+0.120339j -0.042978+0.0520086j -0.014771-0.0433289j -0.136131+0.0940674j -0.026717+0.0696405j 0.0753667+0.0574255j 0.00111556+0.0597312j -0.00376692+0.00539555j -0.0741853-0.075523j -0.0169124+0.0461547j 0.0289804-0.0452664j 0.0101092+0.0762197j -0.0168653-0.00314063j 0.0257677+0.00271172j 0.0907297-0.038456j -0.109534-0.0481306j 0.00600126-0.0990561j 0.0378929-0.0558144j -0.0644399-0.0415645j -0.0465561+0.0366632j -0.035412-0.00962363j 0.0522955-0.044903j -0.0313312+0.00274922j 0.0116885-0.0129634j 0.0656727-0.0243629j 0.0317469-0.0312915j -0.0480692+0.0157923j -0.0351487+0.146752j 0.0449901+0.0263033j -0.0189207-0.0828155j 0.00799066+0.0675079j 0.00285115+0.0720014j -0.0475444+0.0386714j 0.0419472-0.18271j 0.0503991+0.0708975j -0.119158+0.00313087j -0.0532737-0.00687561j 0.0484885-0.0359234j -0.0224612-0.00519496j 0.0329854-0.0748158j -0.0238069+0.00778387j 0.271347+0.115962j 0.0272476+0.00648122j 0.00869483+0.107006j 0.127687-0.0388733j -0.0111285+0.00330549j 
0.00167441-0.0119923j -0.003502-0.0142271j -0.0416609+0.0513258j 0.0411213-0.0265739j -0.0840499+0.00534843j 0.029605-0.00541575j -0.0609026+0.000821346j -0.0486219+0.0639956j 0.0385538-0.0568292j -0.0172974-0.0252067j -0.00472915-0.00513536j -0.0135353-0.0613643j -0.000270896+0.00706051j 0.0581667+0.0153915j 0.0319596-0.0113588j -0.0148269-0.0778667j 0.00861593+0.0296273j 0.0525687-0.0994341j -0.0434826-0.00312493j 0.016441-0.0109672j -0.0337356+0.00542855j -0.0415244+0.0266856j -0.0323002+0.0291158j 0.0441432-0.0747454j -0.111414-0.0605408j -0.121324+0.113597j 0.0644156+0.0154884j -0.124693-0.0141146j 0.0451101+0.111097j -0.0701749+0.00128975j -0.0894575-0.0575422j 0.0874041-0.117605j 0.0353206+0.0875578j -0.0345123+0.0292884j 0.00215979+0.160971j 0.0623059+0.0611086j 0.0282142-0.0327746j 0.00269007+0.103365j -0.0306815-0.00903621j -0.0563719+0.09878j -0.00564989+0.0369837j -0.0439104+0.0328454j 0.0924277-0.0241785j 0.0354922+0.0239905j -0.105302+0.021069j -0.0741448-0.0184933j 0.0787911-0.0495212j -0.00976528-0.131062j -0.0252655+0.0331342j -0.049773+0.0517728j 0.0558728-0.0159053j 0.0124157-0.0340628j -0.0459159+0.0464742j 0.027692-0.0301152j 0.00481535-0.00148477j 0.0289147-0.0084128j -0.0762229+0.0444637j -0.0746369+0.0207901j 0.0524388+0.00875704j 0.0544742-0.00806582j 0.0924606-0.00988822j -0.0368517+0.077656j -0.0126007+0.0506472j -0.102732-0.0202568j 0.0217469+0.0390191j -0.146309-0.0502009j 0.0991691-0.0699127j -0.0430812+0.0536389j -0.0321573-0.0436857j 
0.00955458-0.00337511j -0.0312942-0.0249209j 0.0657799-0.0303065j 0.00602141+0.0960326j -0.107821-0.0136832j 0.0625547-0.0855921j -0.014278+0.00631327j -0.0351973+0.0914788j -0.0190977-0.0974675j -0.0262744-0.0642792j 0.196678+0.0336517j -0.0450417+0.0193481j 0.0593948-0.0295679j 0.0730163+0.0504049j 0.0439871-0.0800193j -0.0252298-0.0186899j 0.0494681-0.0338065j 0.0616667+0.0322965j 0.0277793+0.117215j 0.0643434+0.0384424j 0.0190204+0.00633782j 0.0121803-0.00817584j -0.0116565+0.0179641j 0.00430251+0.0242687j -0.000207285-0.0784405j -0.0797928-0.00646103j 0.0189751-0.0108315j -0.0286577+0.00429386j -0.0493011+0.177132j 0.0197871+0.102823j 0.0313678+0.0891867j -0.0625308+0.0673122j 0.0470615+0.00199471j -0.00057065-0.0662895j -0.0889001-0.0886965j -0.102837+0.000605476j 0.0291444+0.00388382j -0.0298207-0.0228559j -0.00155399+0.0705325j 0.0239173+0.0391173j -0.0503362+0.0568052j 0.105981+0.0373869j -0.0753923-0.0166769j -0.00751299-0.00136182j 0.0420701+0.00919894j 0.0428157+0.000308652j 0.000537244+0.0318752j -0.00588465+0.0500799j -0.0284157+0.0242941j 0.00760945-0.00443003j -0.0206175-0.0408211j -0.0153274-0.00119831j 0.0128169+0.0120107j 0.0067125+0.0207j -0.0476987-0.00682224j -0.0035711+0.00640083j 0.0164962+0.0381568j -0.00103489-0.0163794j 0.0248546+0.0103769j -0.0153034-0.00800132j -0.0252645-0.00130383j 0.0180858-0.000826824j -0.0227176+0.0300444j 0.0223179+0.00302744j -0.217216-0.0465716j 0.016826-0.00537734j -0.0552376-0.0367967j -0.0548725+0.0133062j 0.0188588+0.00046016j 
-0.0102333+0.00822574j -0.0149219+0.00670285j 0.0556139-0.0377833j 0.0160759-0.112584j -0.0293803+0.00729946j 0.0296202-0.0393153j -0.0215423-0.0140777j 0.000178339+0.0274272j 0.0121484+0.0118966j 0.00340696+0.0145768j -0.06354+0.0416439j -0.0434489+0.0394221j 0.0551499-0.0744958j -0.00140171+0.050807j -0.120053+0.0711804j -0.00589238+0.0100527j 0.12138-0.0484913j 0.00732066+0.162178j -0.0590457-0.161921j 0.0437812+0.0213645j -0.00628128-0.0599786j -0.055585-0.06786j 0.0105555+0.105855j 0.0561608-0.158012j -0.0305528+0.0435569j -0.0173463-0.00680015j 0.0758504+0.00797998j -0.0234708-0.0708052j 0.0518934+0.00493124j -0.0302092+0.060515j -0.052008+0.119008j 0.0733597-0.0197864j 0.0594294+0.00907464j 0.0206054+0.0899883j 0.0288717-0.00644876j 0.0742815+0.0635655j -0.0335084-0.00739j -0.0968207+0.0295615j -0.0890909+0.0207945j 0.00418381-0.0742119j 0.0925271-0.0347042j -0.0726557-0.0455003j -0.0282195-0.0109778j 0.0213621-0.0781058j -0.00205286-0.0830174j -0.0997151+0.00379765j -0.0587566-0.0263193j -0.00324402-0.0450213j 0.02409-0.0311724j 0.0878689-0.0403005j -0.0505818+0.0239575j 0.00781901+0.0146423j 0.0252234-0.0102616j 0.0158247-0.0460022j -0.0986226-0.0301936j 0.0368386-0.0213466j 0.0859123+0.0120498j 0.0548544-0.0213954j 0.0110303-0.00864446j -0.00338967-0.00473946j -0.0312266+0.086266j 0.0333283+0.00114106j -0.0163801-0.0820955j 0.097447-0.0570021j -0.0748159-0.047539j -0.00507232+0.118927j 0.0180171+0.0839099j 0.0390965-0.0499294j 0.0793615+0.0851187j 
-0.0152169+0.0109104j -0.0313569+0.00431113j 0.0187588-0.0423022j -0.0385166-0.010274j -0.0134908+0.0229933j 0.0318079+0.045613j -0.000799224+0.0131833j -0.00812258+0.0261089j 0.0212554-0.00695339j -0.00767078+0.0105566j -0.0282451-0.012144j -0.0107833+0.0255454j -0.0149117+0.0403476j -0.0227558+0.0110733j -0.0847295-0.0457354j 0.0348353-0.0262136j 0.062351-0.00313065j -0.0532752+0.115838j 0.118323+0.0587497j -0.026814+0.101867j -0.0346978-0.0514861j 0.00507167-0.0457739j -0.0662844+0.105812j -0.0136065-0.0452543j -0.141708-0.026731j 0.0576687+0.0385608j 0.0458137-0.0494356j -0.0693416-0.0312491j 0.0114119+0.0012062j -0.0270076+0.00495112j -0.0202152+0.0190889j -0.00481403-0.0251655j 0.00196757-0.0123544j -0.0159659+0.0422786j 0.0620589-0.0710201j -0.0111254+0.0155383j -0.0839566-0.0286128j 0.0698105-0.0825794j 0.00648664+0.0592875j 0.0581544+0.0763944j -0.112197+0.0850652j -0.0384053-0.0434013j -0.0692025+0.056592j -0.0469761+0.0822426j -0.0477696+0.015621j 0.0928524-0.0153613j 0.0148352-0.0170061j -0.00808685+0.0136844j -0.0240695-0.0263716j -0.0177846+0.117905j -0.0351294-0.0480917j -0.00435909-0.00366093j 0.035393+0.00499873j 0.00545539+0.0576939j 0.21784+0.0680212j -0.114283+0.0208208j -0.0362912-0.0449462j -0.128911+0.025071j 0.0167623+0.0434871j -0.0628374+0.000488783j 0.0708867-0.0426707j 0.0963414+0.00574434j -0.10628+0.00707625j 0.0137075-0.0542987j -0.0257497-0.00756528j -0.0349968+0.0529766j -0.177343+0.02001j 0.0172621+0.00932838j -0.100446+0.00541373j 
-4.41963e-05+0.0161201j 0.0150058+0.158442j -0.0211316+0.00729433j 0.00531473+0.0108555j 0.0217126+0.0279198j -0.0105914+0.0376076j -0.0081207-0.0334415j 0.0199287-0.041744j -0.00733995+0.0485196j 0.000543512+0.0353637j -0.0434685-0.0155831j 0.00735602+0.00240614j 0.00140196+0.0466358j -0.0255268-0.0169398j -0.0080866-0.0849199j -0.0173702-0.0304526j -0.0138053-0.0608535j -0.0505422-0.0517998j 0.00727105+0.138428j -0.0605848+0.0588134j -0.0222619+0.0458386j 0.0283668-0.0874177j 0.0277126+0.0331248j 0.0236547-0.0806368j 0.03079+0.0670679j -0.0136086-0.0134795j -0.0480802-0.0441502j -0.0318011-0.103477j 0.0461338+0.0204864j -0.0119465-0.0105695j 0.00534377-0.0404755j 0.0370544+0.0286268j 0.00482643-0.0681099j 0.03596+0.0757932j 0.00574898-0.0982671j 0.0241103+0.0505085j -0.0234477-0.0220944j 0.0285678-0.00724147j 0.0294153+0.0591759j 0.0167837+0.0267998j -0.000545049+0.0621106j 0.0448865+0.0516209j -0.0036086+0.00195152j 0.0228959+0.00765285j 0.0242417-0.0665706j -0.0599685+0.00502583j 0.0123542-0.00914781j -0.0210854-0.0242037j -0.038494+0.0388019j -0.150865-0.0413778j 0.00331958+0.0915557j 0.00456226+0.013481j -0.0285508-0.0386686j -0.012932+0.072533j -0.105959+0.0601384j 0.0586994+0.0689475j 0.0483432-0.0831961j 0.0973046+0.0871191j -0.00945021+0.00148737j -0.0305175-0.0772326j -0.0622815+0.00796761j -0.0131708+0.0499051j -0.00764936-0.0103259j -0.0366872-0.00355477j -0.443121+0.0581559j -0.0116406+0.00625014j -0.042387+0.0013259j -0.0164648+0.0115423j 0.0473015+0.000978866j 
0.0591227-0.0400602j 0.0481824+0.0981518j -0.0267028+0.0473457j -0.0196416-0.0267203j -0.048307-0.0681987j 0.058103-0.0745495j -0.0252843+0.00726331j -0.00859945-0.00235083j 0.00600857-0.0318155j -0.0305559+0.0576397j 0.0195835+0.00111219j 0.0158254+0.0357357j -0.00262976-0.0455002j -0.00671533+0.0390731j -0.0933765-0.0171944j -0.0231143+0.147802j -0.124828+0.026367j -0.101561-0.043438j -0.065735-0.073852j -0.00257297+0.0576504j 0.0834412+0.0715615j -0.0771925+0.00214659j 0.0462102+0.103871j 0.0104953-0.056216j 0.00807956-0.0309741j 0.00637724+0.0306318j 0.0679681+0.0807151j -0.122039-0.0987061j -0.0361228-0.106902j 0.00708766+0.0215321j 0.0309764+0.0964581j 0.0434742+0.0894109j -0.0296017+0.0155937j -0.0392399+0.0183723j 0.0454095+0.0207719j 0.0100631-0.00100766j 0.0442507-0.026797j -0.0525992-0.0624845j -0.00629785+0.0409295j -0.0160928+0.0372169j -0.0268468-0.0873434j 0.0331499+0.0222053j 0.0067252-0.0678776j 0.0680637+0.0222123j 0.012445+0.111855j -0.0766214-0.0228697j -0.0135396+0.0889045j -0.0383562+0.00737681j 0.00192069+0.0389044j -0.0221857+0.131139j 0.0543918+0.0463203j -0.0649898+0.0499102j 0.0228917-0.0710453j 0.088075-0.0112835j 0.0208176+0.00505828j 0.138842+0.0731644j 0.0940892-0.0327119j 0.152924-0.029274j -0.0116292-0.00922848j -0.0282051-0.000411821j -0.101135-0.0658824j -0.0829136+0.0276873j 0.0132045-0.00430652j -0.0390009-0.0246107j -0.0325032-0.0569611j 0.0653624+0.0546166j -0.00399615+0.0383462j 0.0304802-0.0144615j -0.0313385-0.0161282j 
0.144546-0.00273819j -0.0564799+0.0570634j 0.0822387+0.0291093j 0.0541134-0.0718275j 0.0333636+0.0370122j -0.10539-0.0173818j 0.00942709-0.0430999j -0.0865487-0.00975719j 0.0652137+0.0011646j 0.0305322+0.0299282j -0.00227207+0.0126727j -0.0457163+0.0276498j -0.00302957+0.0128388j 0.00870395+0.0311633j 0.00693073-0.119377j -0.0639264+0.000591359j -0.0352439-0.0150524j 0.0853629+0.0500827j 0.0454434-0.0421003j 0.0438662-0.0138833j 0.0392029+0.0170029j -0.00444836+0.0231832j -0.0233951+0.0473854j 0.00954158+0.0803494j -0.0869656+0.100812j 0.0728282+0.00842462j -0.0178122+0.0817399j -0.0179543-0.0679739j 0.0141413-0.00211743j -0.0107079+0.0260086j -0.00449249+0.0234046j -0.01797-0.062274j -0.00421849+0.00356562j 0.0300717+0.0175538j 0.0407562+0.051822j -0.026521+0.0194004j 0.0350458+0.0307875j -0.0713752-0.0381413j 0.0314903-0.00597236j 0.0292485-0.00324606j -0.120937-0.0142649j 0.0834455+0.00518178j -0.0524839+0.0156652j 0.0812375+0.0518146j -0.0833456+0.121895j -0.0789935+0.0251872j -0.0160659-0.0588401j -0.0394784-0.0526628j 0.0628176+0.0127941j -0.0711414-0.299636j -0.072414-0.0139295j -0.014428-0.0381969j -0.0356694+0.0158424j 0.0672473-0.00437378j 0.0880461-0.0108134j -0.0625115-0.0568012j 0.0148737+0.0345594j 0.0432089+0.009085j 0.0226498+0.0245715j -0.119217+0.0245058j -0.106568+0.132403j -0.0943014+0.0218701j 0.0194032+0.0431099j -0.0534966+0.00664311j -0.0162428+0.00875596j 0.067824+0.0302526j -0.072429-0.0554561j -0.0541764+0.0213866j -0.102046+0.0250225j 
