-0.0121355+0.0143971j 0.00207576+0.032972j 0.00268993-0.0428513j 0.00943769-0.0101441j -0.000748767+0.0283655j 0.00787897+0.0252533j -0.00711423+0.0285748j 0.00145523-0.0459702j -0.00200907-0.00895752j -0.00131506-0.0333706j -0.00613848+0.0203838j 0.000439019-0.0109355j -0.00136665-0.00801224j -0.00620429+0.00257137j 0.00121813+0.0829084j -0.000484964-0.0152592j 0.000220496-0.00472428j 0.000859841+0.0193978j -0.00330753+0.0356996j -0.000536437-0.00269803j 0.000346967+0.0216772j -0.00151474-0.0263093j -0.00210077-0.00254941j -0.00334173-0.0397353j 0.00161185+0.00467621j -0.000483935-0.0243115j 0.000748699-0.00406518j 0.000636215+0.0260606j -0.0039902+0.0236959j -0.0011779+0.0344643j 0.002534-0.0425776j 0.000476999+0.0382128j -0.00178189-0.0345392j 0.000779711-0.0100073j 0.000479908-0.0016061j -0.000109235-0.0153579j 0.000866047+0.0277347j 0.000153502-0.0101448j -0.000437307+0.0197964j 0.000748931+0.00762838j 0.000700512+0.0570414j 0.00291677+0.0254249j -0.000168712-0.00300539j -0.000768117+0.0015342j 0.00209856+0.0331439j -0.00182345+0.0447803j -0.00122691-0.0334143j -0.00183116+0.0352747j -0.000918248-0.0365929j 0.00195727+0.00738645j -0.00109703-0.00297517j 0.000360365-0.0446709j 0.00161412-0.016738j 0.000497819-0.00530299j -0.00333017+0.0346577j 0.000206059-0.038984j 0.00401869-0.0368053j -0.00172331-0.01315j -0.00234756+0.00460913j -0.00293309-0.0334462j -0.00398657-0.129659j -0.00317632-0.00809957j -0.00482685-0.0135063j -0.0024802+0.0435516j -0.00253708-0.0192617j 0.000164562+0.0487545j -0.00110447-0.0222842j 0.00158615-0.0791782j 0.00597532-0.00756644j 0.00518564+0.103033j -0.00103453+0.0590149j -0.00370156-0.00674675j 0.00395545-0.0397123j -0.00384305-0.070189j 0.000161387-0.151295j -0.00047174+0.115059j 0.00397064+0.281511j 0.000952342+0.100464j 0.00227983+0.0132639j 0.000850764+0.0221695j -0.00199841-0.0738029j 0.00225288-0.0183041j 0.0047613+0.587581j -0.00324358-0.163515j 0.00340282-0.197209j 0.00262148-0.105982j -0.00799339-0.0771839j 0.0044485+0.152222j 0.00572775-0.0533209j -0.00971009-0.0866247j 0.0018929-0.038661j -0.0277996+0.0186384j 0.00243906+0.111665j -0.0288652+0.0506584j -0.0262591+0.0306129j 0.013694+0.0787221j -0.0491077+0.0222692j 0.00936677-0.359213j 
0.000619296-0.00420912j 0.000967589+0.000540852j -0.00056498-0.000481183j -0.0120024+0.00497145j -0.00197066+0.00343978j 0.00561385-0.00271741j 0.00853597-0.0117392j -0.00890337+0.000150485j 0.00768241-0.0109401j 0.0019937-0.0155964j 0.00738249-0.0130464j -0.00376906-5.10387e-06j 0.000248976+0.000247483j 0.0113266-0.0195537j 0.00355314-0.0113898j 0.00279809+0.00718622j -0.00598851+0.0154817j 0.000979748-0.0226341j -0.000572334-0.0181513j -0.0060246-0.0304647j 0.010972-0.0252035j 0.00455256+0.0364276j 0.00130278-0.0477056j 0.0203983+0.0634868j -0.00350126+0.0277119j 0.00572273-0.00954797j 0.00470465-0.0376976j -0.00727076+0.000217007j 0.00545945-0.0173676j 0.0110026-0.0605123j -0.000128026+0.0992885j 0.00278129-0.0302792j 0.00491472+0.0567505j 0.00908469+0.181968j -0.00326041+0.110686j 0.0051351+0.0362101j -0.00727994+0.00361585j 0.00485971+0.0470735j -0.00203688+0.0089069j 0.0103459-0.0404276j -0.00394057-0.109956j 0.000749561+0.0242665j 0.00634546-0.012335j 0.00560693-0.0962032j -0.0110087-0.0258096j -0.00250617-0.00432772j 0.00574467+0.0583139j -0.00078688-0.0291869j -0.00149315-0.156348j -0.000945126-0.0520542j 0.0122193+0.105662j -0.0140612+0.0916803j -0.0137076-0.0140501j 0.00273932-0.0413472j 0.00933788+0.120026j 0.00668872-0.111329j -0.0243552+0.057527j -0.00312995-0.187486j -0.0185735+0.106394j 0.000127445-0.0603588j -0.0102825-0.129203j 0.00356542-0.0310589j -0.0220112+0.0607564j -0.041381+0.00992604j -0.024293+0.0395487j -0.0125788-0.0235213j 0.0124561+0.0300296j 0.00481847-0.0654119j -0.00497199+0.0391596j -0.00954845+0.0296107j -0.0140961-0.0149171j 0.00673593-0.0107783j -0.0256078-0.0030228j 0.00336151+0.0539554j 0.0120843+0.0131459j -0.000215889+0.0125189j -0.032812+0.00986027j -0.0210257+0.0268759j -0.00590469-0.0155227j -0.0322998+0.023497j -0.02427-0.0517225j 0.0126808+0.012601j 0.0273668-0.0050821j 0.0194921-0.0194277j -0.011168-0.00350636j -0.0270807-0.0176277j 0.00816839+0.0596073j -0.00839875+0.0079553j 0.00493624+0.0441603j -0.0153521-0.0305798j 0.0058268+0.00326942j -0.0207794-0.0298201j -0.00611706-0.000657824j 0.0149655+0.0102344j -0.0326204-0.0135749j -0.0200533-0.0349378j 0.00849139-0.000917388j -0.00545849-0.0101083j 
0.00404515+1.45959e-05j 0.00708163-0.00673346j -0.00402609+0.00859201j -0.00330309-0.0025552j 0.00677306-0.0111463j -0.00484615-0.00101674j -0.00273472-0.0082209j -0.00680622+0.00777801j -0.0011966+0.00120343j 0.00338753+0.0143078j 0.00619367+0.00757444j -0.00374711+0.00682765j 0.0100368-0.00203904j 0.0106267-0.0111807j -0.0112872-0.0290461j -0.0100594+0.0186359j -0.0055819-0.0129512j -0.00578991+0.00171218j 0.000795193-0.00531308j 0.0158509-0.0093287j -0.00921689-0.0372561j -0.00830036+0.0299882j -0.0116058-0.0259992j -0.00412525+0.0194113j 0.0110148+0.00871195j -0.00378964+0.019359j 0.000185881+0.0348751j 0.000683421-0.00350754j -0.00265738+0.00989875j -0.00372191+0.0034383j -0.00490023+0.00707096j 0.00795425+0.0440911j 0.00743423-0.0109499j 0.00330093-0.0303126j 0.00408082-0.0857321j -0.00973238+0.0408797j 0.000480171+0.0869924j -0.00606387+0.00468615j 0.00164435-0.0013659j -0.00848442+0.0508301j 0.00627582-0.0490769j -0.00311039+0.0744713j 0.0091812+0.0323439j -0.0142812+0.00555532j -0.00128572-0.00237073j -0.00315716+0.0873452j 0.00673045+0.0247851j -0.00932087-0.0326618j 0.000871204+0.0685425j 0.00161184+0.108322j -0.00906132-0.0109105j -0.00470008-0.110852j -0.00160489+0.0619688j -0.00400107-0.0340462j -0.00228799+0.126017j 0.00319357+0.140418j -0.000105177-0.0832113j -0.022863+0.126027j 0.00814376+0.0325245j 0.0231334-0.0800172j -0.00373604+0.0240443j 0.0133113-0.0532086j -0.0214184-0.0829559j 0.00648618+0.0778956j -0.0175379+0.0997588j -0.0185998-0.0234402j 0.00434985+0.00566121j 0.00296602-0.0143316j -0.02409-0.0341833j 0.00962889+0.00831411j 0.0203299+0.0129245j -0.0283647-0.0190182j 0.0103347-0.000491212j 0.0183741-0.034208j -0.0277433+0.00918342j -0.0292531-0.00606641j 0.037182-0.00235763j -0.039088-0.0230053j -0.00683446-0.0171192j -0.0196994+0.032094j 0.011759-0.00369729j 0.0378485-0.00447921j -0.00633456-0.00317262j 0.0163938+0.0220791j -0.0149287-0.00432266j 0.0229771+0.00244221j 0.0342737-0.0558507j 0.00548823-0.0192163j -0.00735871-0.00968528j -0.0315618-0.06369j -0.0280304-0.0338746j -0.0335355-0.0171644j 0.00519923+0.0557362j -0.00830847-0.0243256j -0.0169338-0.00528264j -0.00855132-0.0206014j 0.00360796-0.00251738j -0.000528145+0.00372029j 
-0.0020665-0.00263026j 0.00334663+0.000847705j -0.0062644+0.000920051j 0.0031285-0.00204052j 0.00247886-0.00176672j 0.0086363-0.00592389j 0.00402061+0.00381857j -0.00339768+0.00574604j -0.00849024+0.0191592j 0.00658976+0.00374846j -0.000415449+0.0122905j -0.00266712-0.0138816j 0.0136868-0.00817039j -0.00238939-0.0210972j -0.000203479-0.00545715j -0.00140978-0.00165425j 0.00190961+0.00555844j -0.00300026+0.00304469j 0.00723903+0.0446809j -0.00892755-0.0432112j -0.00913798-0.00143981j -0.0100173+0.00533073j -0.00683196-0.000363345j -0.0121824-0.00404994j 0.010812-3.28256e-05j 0.000746689+0.0217646j -0.0159767+0.0114011j 0.0241988+0.0229689j 0.00627438+0.0134704j 0.00537042+0.0408724j 0.00823552-0.0908137j -0.00233567+0.022302j -0.00177802+0.01765j -0.00610847-0.0711757j -0.000373871-0.0615527j -0.00094451-0.0508681j 0.00574472+0.0474753j 0.00725649-0.0392825j -0.00964405-0.0756579j -0.0274936+0.106008j 0.00645115-0.0465768j 0.00632981-0.0793943j 0.013011+0.122806j -0.00496488+0.0330201j 0.0148377+0.0888887j 0.00974888-0.0361732j -0.00913264-0.029366j 1.989e-05+0.00576737j -0.00700406-0.00428912j -0.00285945-0.23696j -0.0214634-0.0576876j 0.0209518+0.0111782j 0.0170802-0.0110512j 0.0161818+0.130375j -0.00658809+0.0633907j -0.0117224-0.0777998j -0.0180752+0.252177j 0.00675442-0.164534j 0.0462593+0.0119625j 0.00454899+0.0542434j 0.0135673-0.0446927j -0.00497203+0.0381037j 0.000942119-0.00843204j -0.00510453-0.0563579j -0.00221392-0.00103204j -0.0293031+0.0103886j -0.00190988+0.0401903j -0.0105767-0.00503212j -0.0242235+0.028348j -0.00105092+0.0185492j 0.0120094+0.00390266j -0.00728822+0.0215068j 0.0247148-0.0167132j 0.00806473+0.051837j -0.00780472+0.0138934j 0.0110904+0.0147744j 0.0149758-0.0169251j 0.016501+0.0286515j 0.0406563-0.0165879j -0.000614029-0.0179706j -0.0167428-0.00195759j -0.00576678-0.00916196j -0.00215041+0.00451706j 0.00255946+0.0442907j 0.0298049-0.0265902j -0.0150217-0.026049j -0.0100223+0.0226188j -0.0177927+0.0423049j 0.00245401+0.0584864j 0.00396621-0.00030981j 0.00649682+0.0202569j 0.00730924+0.00813178j -0.00822625-0.0242741j 0.0124427+0.0112969j -0.00775495-0.00868257j -0.000747176-0.00883051j -0.000648924-0.00716397j -0.0127389-0.00648569j 
-0.00435674+0.0044111j -0.000297343-0.00176796j 0.0115466-0.00467881j 4.11942e-05-0.00335223j -0.00281728-0.00158901j 0.00706496-0.0121382j 0.00121093-0.0044112j 0.00623285-0.00621992j 0.00705395-0.0167881j -0.00424269-0.0240502j -0.0102852-0.00243634j 0.0132915+0.0060359j -0.00936034+0.00934501j -0.0150406+0.015623j 0.00910348+0.0311202j 0.00557184-0.0181492j -0.000851617+0.0213741j 0.00836338-0.0236505j -0.000575539+0.000700147j -0.0239315+0.0135202j -0.000122996+0.0409239j -0.00936886+0.00458819j 0.000110805+0.0396474j 0.00968019-0.0184947j -0.000972894-0.0253818j 0.00589266-0.0391472j -0.0018584+0.00647376j -0.000825177+0.0381092j 0.00446411+0.00903744j -0.00418898+0.0706218j 0.00300626+0.00058474j -0.00797546+0.0159085j -0.00544377+0.0547552j 0.00617612+0.0415544j -0.0173817+0.0450212j 0.00393685-0.038844j 0.000356156-0.113023j 0.00203001-0.00977597j -0.00939207-0.0443003j 0.00676088+0.0199629j -0.00795999-0.12392j 0.0203215+0.0394258j 0.00587186+0.0372998j 0.0108468-0.0632548j 0.00129931-0.0748876j 0.0074487+0.0251157j 0.0010793+0.0285224j -0.00183817-0.08732j 0.00458836-0.0502993j -0.0119394-0.00771541j 0.00746455+0.0443918j 0.00963537-0.066053j 0.00181987+0.0339163j 0.0112866+0.0689825j 0.0021291-0.156027j 0.0119862+0.00695839j -0.0306866-0.0264502j -0.015222-0.060809j 0.0256003-0.00526433j -0.0130023-0.0188511j 0.0271081+0.0799054j 0.0132796-0.0779003j -0.0110708+0.00282566j -0.0424642+0.0751514j -0.0286393+0.0209006j 0.0505461+0.0187288j 0.0261914-0.0408195j -0.0351035-0.0107611j -0.00514615+0.00173878j 0.0155117+0.0424838j -0.0291644-0.00921111j -0.0197279-0.00740633j 0.0181306-0.0225869j -0.0127346+0.0125161j -0.0233065+0.0254179j -0.0108032-0.00847523j -0.0189882+0.0161034j -0.0156042-0.00349961j -0.0134763+0.0322841j -0.00315562-0.00588851j -0.0218645-0.0159186j 0.0208486-0.0211022j 0.0114412-0.00752025j -0.00949427-0.00681721j 0.0245205-0.00195685j 0.00977068-0.0146359j 0.0277612+0.0241243j 0.00334576-0.0237013j -0.0143281+0.0147844j -0.0163451+0.0643382j -0.00773716-0.00048279j -0.023421-0.00419703j 0.00583702+0.058565j -0.017926-0.0169885j -0.00433595+0.00255511j 0.00464172-7.23039e-05j -0.00722638+0.000773688j 0.00882319+0.00955814j 
-0.000985943+0.00363824j 0.00570468-0.00408187j -0.00284844+0.000937928j 0.00201116-0.00488734j 0.00309473-0.00882349j 0.00422603-0.0161895j 0.011323-0.00121292j 0.000506327+0.00765174j 0.00159226+0.00419833j -0.00415708+0.00776763j 0.000449161+0.00861628j 0.0156719+0.00488146j -0.00620921+0.000711176j -0.00367382+0.00954761j 0.0057102-0.0284693j 0.00948264-0.0183451j -0.00107742+0.00205562j 0.00861242-0.0121229j 0.00407438+0.00137197j -0.0131736+0.000631949j -0.0160639+0.0291129j -0.00437604+0.0117282j 0.0114724+0.0640124j 0.00441978+0.0116099j -0.0032458-0.0461248j -0.00352689+0.0198072j -0.0107139+0.0288945j -0.00537178+0.0104773j -0.00339687-0.0104649j -0.00428814+0.0477593j 0.00138565+0.0444314j -0.00257756-0.0554281j -0.00906925-0.0728522j -0.00477072-0.00772619j -0.00393965+0.0558427j 0.0109341+0.0164903j 0.00567963-0.00980901j -0.0120435-0.00853764j 0.00171847+0.0288063j -0.00878085+0.0551929j 0.000610479-0.0121931j 0.014789-0.0684896j -0.0137097-0.1145j 0.0169156-0.00890706j -0.0162477-0.00873345j 0.0103945-0.0125505j 0.0190435+0.00962621j -0.00497506-0.0198891j -0.0258023+0.0193745j -0.00615825-0.0139202j 0.0111503-0.135491j 0.000209963+0.0285516j -0.0135724-0.0493566j 0.00857403+0.196211j 0.0144087+0.0824137j -0.00682973-0.0341634j 0.0366758-0.00520881j 0.0342603-0.0542204j -0.00805189+0.00611442j -0.0194273-0.019858j 0.0139746-0.0414749j -0.00475015+0.000601389j 0.0396344-0.029844j -0.0377283+0.0560469j 0.0127054-0.0261989j -0.015593-0.000500758j -0.0516248-0.00661095j 0.0157315-0.0294565j -0.0212468+0.0195092j 0.0548361+0.0376504j 0.0632968+0.0121018j 0.0223727+0.00245943j -0.0147728-0.00629289j -0.0163277+0.0238501j 0.0181856+0.0196551j 0.00262309-0.0131398j -0.0175497-0.00518147j -0.00811468-0.0151923j 0.0110203+0.00543215j -0.00450075+0.0148103j 0.0092866-0.0121923j 0.0263068+0.0068761j 0.0131385-0.0146485j 0.0122846+0.0118111j 0.00973521-0.0128066j 0.00971171+0.0077197j 0.0233763+0.00112064j 0.0024524+0.0602277j 0.002162+0.0219357j -0.00722627+0.0036709j -0.00427022-0.00754591j -0.021383-0.00124368j 0.0196438+0.0533315j 0.000106886+0.0076102j -0.00768845+0.00426993j -0.0110104-0.0127653j 0.00289584+0.000425564j 0.000152672+0.00457456j 
-0.00822788+0.00107885j 0.00334734+0.00156381j -0.00355936+0.00190498j 0.00123065-0.00743033j -0.000862772+0.000830949j 0.0219438-0.00300103j -0.00804983+0.0143184j -0.00455369-0.000511535j -0.000216977-0.000350271j -0.0179562-0.000551589j 0.00112751+0.0369189j -0.0177696-0.0205366j -0.0255672+0.0253034j 0.00794087+0.0189052j 0.00855711+0.00381319j 0.00965744-0.0201603j -0.00707172-0.0199985j 0.00784062-0.0230146j 0.00288264+0.0174311j -0.0189555-0.0503882j -0.0115336+0.00835343j 0.000765516-0.00910035j 0.00354086+0.0169541j -0.00532401+0.0184468j -0.0118049-0.0332863j 0.0115469-0.0458676j -0.000178506-0.037887j -0.0069299+0.00880416j 0.00519815+0.0274642j 0.00881547+0.0186701j 0.00685956-0.0249448j -0.0191242+0.0254708j -0.0143569+0.0590457j 0.00674405+0.0620763j 0.00125298+0.0292536j -0.00117462+0.0262269j 0.0107517-0.00989735j 0.0018706-0.00673896j -0.00902806-0.0229048j 0.0011169-0.0339367j 0.00247308-0.105583j -0.00130791+0.0477244j -0.00698686+0.12657j -0.00331375+0.0266876j 0.00933549-0.0157871j 0.0110262-0.07569j -0.0055533+0.0174942j -0.00406287-0.0357076j 0.00687191-0.141992j -0.0111866+0.00279044j 0.000990669-0.0924041j 0.0202389+0.0716217j -0.0177262+0.0926117j -0.00762911-0.257409j -0.0146981+0.115224j -0.0106429+0.0812913j 0.0141223+0.0210006j 0.012564-0.0156932j 0.0218377-0.00616868j -0.010769-0.102217j 0.0223059-0.0717988j -0.0137046-0.0190043j 0.0119195+0.018183j -0.00540164-0.00962278j 0.00477235+0.00266967j 0.0257946-0.0214498j -0.0094002+0.0114019j -0.0139542-0.0462906j -0.0102851-0.0362035j 0.0205453-0.0079397j 4.49049e-05-0.00572467j -0.00535527-0.00297819j 0.0290221+0.017936j -0.0322919-0.00957975j -0.0208252+0.000365477j -0.00788512+0.0144633j 0.0313384-0.00462628j 0.0174296+0.0113964j -0.0210732-0.00641617j -0.0382643+0.00145251j -0.00265927+0.00655826j 0.00279712-0.00478831j -0.0294208-0.0320737j 0.0245971-0.00544761j -0.0334284-0.00317161j 0.000121544-0.0231052j -0.00701375+0.0609541j 0.00527462+0.00233219j 0.0111559-0.0582761j -0.0111939-0.0739202j -0.0144077-0.0239959j -0.0109337-0.005463j -0.019413-0.0113782j 0.00264862-0.0121497j -0.0155661-0.0155339j -0.00230321-0.0149216j -0.00357738-0.00592312j -0.0123609-0.00208331j 
-0.00139232+0.00456776j 0.00237823-0.00316555j -0.00863338+0.00367615j 0.00855555-0.00482977j 0.00497883-0.00648255j -0.0131968-0.0076199j 0.00272659+0.00990859j 0.00801012+0.00509823j 0.000125106+0.0188038j 0.00780378+0.0217748j -0.0105738+0.0130894j 0.00266512+0.0111885j -0.00324456+0.0132608j -0.0131683+0.0158179j -0.000128988-0.0150359j -0.000568165+0.00468177j 0.0140511-0.0125129j -0.00615789+0.0330377j 0.00392538+0.0117168j 0.00163392+0.0466371j 0.0207464+0.0245578j 0.00495171-0.0388061j -0.0121478+0.0314849j -0.00223353+0.000677746j 0.00170405+0.030205j 0.00614709-0.0192551j 0.0183194-0.00971805j -0.00507679-0.00559005j -0.00098195-0.0261038j -0.0103522-0.0105361j -0.00366252-0.032412j 0.00248296+0.0187684j -0.00408358+0.00094321j -0.00486621-0.0437277j -0.00433742-0.0392757j -0.00934924-0.0364591j -0.00772689-0.0546098j 0.00698896+0.0323712j 0.00255056-0.00887896j 0.0179511-0.0127949j -0.0032683+0.114659j -0.00684411+0.00314074j -0.00550792-0.0803035j -0.0127841-0.0367376j 0.0187776-0.0641709j -0.00985196-0.0172207j -0.00451559+0.0120753j 0.00588584+0.0625052j 0.010818+0.151835j -0.00637398-0.138091j 0.00975542-0.192473j 0.000882548+0.196044j 0.00111497-0.175275j -0.0222376+0.129035j 0.00395141+0.157555j 0.0180345-0.0682527j -0.0247988+0.0906499j -0.0260077+0.0460846j -0.0110909-0.045481j -0.00416327-0.0110319j -0.0105023-0.0682242j 0.0159861+0.0564571j -0.0091177-0.00584268j 0.0339084+0.00872514j -0.0150325-0.0867389j 0.0329113-0.0129214j 0.0292047+0.058995j -0.0194904-0.0248973j 0.0154294+0.0108729j -0.0128877-0.0116577j -0.0147235+0.00243056j 0.0110479+0.0270948j 0.00735666+0.0366538j -0.00221224+0.00496705j 0.0115028-0.00259454j 0.0319572-0.00467511j -0.0262177-0.0173036j 0.0028809+0.029675j 0.0197042-0.010636j -0.00418325-0.00574892j 0.0180544+0.00464516j 0.00927775+0.0488376j 0.00495948-0.0270558j 0.0161173+0.0263372j -0.00317536-0.00428184j 0.000122325+0.0208376j -0.00420308-0.000635843j 0.0185114+0.0994263j 0.028435+0.00409582j 0.00878892-0.036515j 0.00687473-0.0135646j 0.00362542-0.00399379j 0.0246662+0.0165997j 0.00670729+0.0224691j 0.00708962+0.0155857j -0.0147314-0.00485455j -0.000326419+0.00311368j 0.00300998+0.0089295j 
0.00110779-0.00090987j -0.00479811+0.00250643j -0.00798452+0.00205479j 0.0027358+0.00497019j -0.00126835+0.00760565j 0.00394611-0.000947653j 0.00476324+0.00146174j 0.00270759-0.00657721j -0.00414052+0.0369611j 0.0133536+0.00444035j 0.0068748+0.00944188j -0.0166085+0.0140659j 0.0076464+0.0046371j 0.000569711+0.0178513j -0.000657083-0.0169979j 0.00862884+0.0102341j 0.00563896+0.000698553j -0.00706383+0.0142604j 0.0154439+0.0301045j 0.0103761+0.0145051j -0.0171356+0.0202107j 0.0266402-0.00139782j 0.00323881+0.0241469j -0.0186904+0.0445888j -0.00140497+0.0263289j 0.0144991+0.00148534j 0.0180505-0.0326337j -0.00399641-0.0386693j -0.0057518-0.166077j 0.0019959-0.0578193j -0.00863758+0.0911351j 0.00109244-0.0619451j 0.0032529-0.0356155j -0.0290853-0.068208j 0.0098353-0.092626j -0.017966-0.0211055j 0.0216494+0.0453929j -0.00790635+0.0592711j 0.00528061-0.0703348j 0.0143541+0.0198325j 0.00775494+0.0387744j -0.0132467-0.046142j -0.0252145-0.0613332j -0.0169131+0.0903274j -0.0146567+0.0768908j -0.00975278+0.0536611j 0.0159723-0.00363852j -0.0251548-0.0621364j -0.0165121-0.108366j 0.00832145+0.221611j 0.0148575+0.134206j -0.00675265+0.0717736j -0.00185068-0.115767j -0.0231732+0.0372881j -0.00321574-0.0984299j -0.0200593-0.00348222j 0.0256717-0.10155j 0.0246758-0.0548282j -0.0091956+0.0265894j 0.00208561-0.0477703j 0.00161761-0.0397042j -0.00855724-0.00211287j -0.0180245-0.0282528j 0.0175035-0.0165206j -0.0200443+0.0792346j -0.0134946-0.0044571j -0.00209008-0.0277817j -0.0242709-0.00249389j -0.0251511+0.0187906j 0.00185265-0.0223622j -0.0261291+0.00868776j 0.00782333-0.0271833j -0.0142722-0.0145143j 0.0147926+0.03609j 0.0219754+0.0045276j 0.0159253+0.00865486j 0.00564128-0.0058775j 0.0114441-0.00756568j 0.00849281-0.0131847j 0.00378321+0.00641871j 0.00518243-0.000198163j 0.00725946-0.0144685j 0.00129852+0.0358994j 0.00448144-0.0118174j 0.00461696+0.0248409j -0.00368978+0.0583274j 0.0253655+0.0341545j 0.0164898-0.0280513j 0.00308507+0.0342777j 0.0173493+0.0166528j 0.017531-0.0169875j -0.0146851-0.00254698j 0.0201905+0.0149j 0.0134277+0.0349663j 0.000444577+0.00661564j -0.00907515-0.00138938j 0.00157253-0.000363824j 0.000590962-0.0022947j 
-0.00553886+0.00451067j -0.0107109+0.00408247j 0.00520674+0.00129751j 0.00551526-0.0037787j -0.00143422+0.0105359j 0.0183819-0.00496417j -0.0117907+0.0141017j 0.0109865-0.0175076j -0.0153496+0.0455578j 0.0240075-0.0114773j -0.00539452+0.0140428j -0.0212808+0.00730961j 0.00614612+0.031871j -0.0179017+0.0339496j -0.020224+0.0425928j 0.0137993+0.0151814j 0.0162146-0.00800309j 0.0149339-0.0499112j -0.00613332+0.0492013j -0.0104312-0.025577j 0.00451165+0.0048129j -0.0117788-0.00490055j -0.00308608-0.0664229j -0.0118636-0.0530889j -0.00150049+0.0443606j -0.000286855+0.0292935j -0.00427358-0.0536732j 0.00616798+0.00341334j -0.00167282-0.0692533j 0.0110032-0.0539033j 0.00905906+0.0132112j -0.0137396-0.0440398j -0.00379131-0.0110223j -0.0122038+0.0371637j -0.00680924+0.0891032j 0.00333309-0.0401578j -0.0189333-0.0221604j 0.0191493-0.0122773j -0.0131505-0.0920077j -0.013939-0.024828j -0.00271386-0.0681373j -0.000691861+0.00742048j 0.0159283+0.0533298j 0.00349645+0.0865011j 0.00955567-0.00305509j 0.014737-0.107175j -0.0110636+0.0815998j 0.0324174-0.0711189j 0.00440706+0.140143j -0.0155192+0.0391055j -0.0116727+0.0281496j -0.0213885-0.0308723j -0.0139735-0.0145436j -0.000422328+0.010864j 0.00232731+0.00389227j -0.0273505+0.00974769j -0.018629-0.0161484j -0.0133851+0.0291736j 0.0205997+0.017643j -0.0216653-0.117473j 0.00387666-0.0258114j -0.0275226+0.017591j -0.0230925-0.0251023j -0.0215208+0.00479893j 0.00161253+0.0467838j -0.00576634-0.0122499j -0.0484621+0.00241849j 0.00931736-0.00103413j 0.00110635-0.0348194j -0.0101281+0.00487336j -0.013182-0.00498551j -0.0206819-0.0160495j 0.0291576-0.0138321j -0.0152689+0.000273693j 0.0158578+0.00791865j -0.00287529+0.0175247j 0.00735701-0.0100575j -0.0018187+0.0276458j -0.0289506+0.00628155j 0.0022651-0.0123928j -0.0148133+0.0201536j -0.00148522+0.00940698j -0.00686538-0.00480072j -0.00606255+0.0102917j -0.0180823-0.0110152j 0.0113049+0.0241074j 0.0220177+0.0195703j 0.0160385-0.0377427j 0.0209414+0.0473581j 0.00739619-0.0283111j -0.00689998-0.0516474j -0.024099-0.00268604j 0.00915309+0.0214524j 0.00111256+0.0085831j -0.000482532-0.00286485j 0.00277684+0.0071647j -0.00618063+0.00263785j 0.0113883+0.0111424j 
0.00501479-0.00231124j -0.0007269-0.00327655j -0.00465735+0.00446735j -0.0114779+0.0151872j -0.000257755+0.0129781j -0.0180008+0.0101642j 0.00927026-0.0200869j -0.0101762-0.000345136j 0.0258715-0.0260827j 0.00958493+0.00301677j -0.0045087-0.0379633j 0.0301046+0.00133005j 0.00880365-0.00460537j -0.0236376-0.019229j 0.0164156-0.0522858j 0.0192134-0.0225757j 0.00460588+0.0369026j 0.00482512-0.0191274j 0.0120671-0.0401036j -0.0353226+0.00835549j 0.00471477-0.00414578j 0.00400168+0.00907314j 0.0061491+0.0361326j 0.00220307+0.0500404j 0.00958916-0.00970419j 0.0038532+0.00671828j -0.00333469-0.0130609j 0.013969+0.0310293j 0.0175363+0.00110461j 0.000613096+0.0556609j 0.000829197-0.0683481j -0.0044453+0.00911275j -0.00267526-0.0103914j -0.00877538-0.0264459j -0.00215887+0.154285j 0.00302803-0.0462261j -0.00725387-0.0396226j 0.018288-0.0015951j -0.0116178+0.0341863j 0.00568477-0.0656763j -0.00538975-0.00593613j 0.0232187+0.101365j -0.00416683-0.0210206j 0.0102793-0.11191j -0.0134594-0.0563914j -0.00121821-0.0626649j -0.000185222-0.0565649j 0.00595494+0.0166414j -0.0220918+0.108875j -0.00553171+0.228575j -0.000603418-0.0298569j 0.00912706-0.00893217j 0.020955-0.0802717j 0.0430598-0.0748853j 0.00467867+0.0313435j -0.0193005+0.0470612j -0.0182082-0.0692617j 0.0119058+0.101302j 0.00987306+0.019779j 0.00429016-0.0131616j 0.0225272-0.00960919j -0.00493715+0.00112861j 0.0260453+0.0318362j -0.0262439-0.0583322j 0.0053006-0.00119121j -0.0253353+0.0080931j -0.000239076+0.00535825j -0.009922-0.00963824j -0.0237906-0.0263501j -0.0391106-0.0103715j 0.0169351+0.0117659j -0.0119065-0.0139432j 0.0366939+0.0112879j -0.0270065-0.0246423j -0.0080023-0.0131393j -0.00640286+0.000541665j 0.00801135+0.028952j -0.0083095+0.0255167j -0.0251749+0.0225328j 0.022376+0.034125j 0.00440602+0.00963303j -0.00921229+0.0111861j -0.00448733-0.00335155j -0.0109559-0.0142475j -0.0366295+0.0283812j 0.0166824+0.0153916j -0.0166916-0.0622982j 0.00637319-0.0134867j 0.0194447-0.00657937j 0.00906541-0.0287694j 0.0139301-0.0083754j 0.00604821-0.0206055j -0.000633424-0.0323168j 0.00674498+0.0200111j 0.00273083+0.0157339j -0.0151699-0.00764476j 0.00100085-0.00398591j -0.000990457-0.00282967j 
