-0.0121355+0.0143971j 0.00207576+0.032972j 0.00268993-0.0428513j 0.00943769-0.0101441j -0.000748767+0.0283655j 0.00787897+0.0252533j -0.00711423+0.0285748j 0.00145523-0.0459702j -0.00200907-0.00895752j -0.00131506-0.0333706j -0.00613848+0.0203838j 0.000439019-0.0109355j -0.00136665-0.00801224j -0.00620429+0.00257137j 0.00121813+0.0829084j -0.000484964-0.0152592j 0.000220496-0.00472428j 0.000859841+0.0193978j -0.00330753+0.0356996j -0.000536437-0.00269803j 0.000346967+0.0216772j -0.00151474-0.0263093j -0.00210077-0.00254941j -0.00334173-0.0397353j 0.00161185+0.00467621j -0.000483935-0.0243115j 0.000748699-0.00406518j 0.000636215+0.0260606j -0.0039902+0.0236959j -0.0011779+0.0344643j 0.002534-0.0425776j 0.000476999+0.0382128j -0.00178189-0.0345392j 0.000779711-0.0100073j 0.000479908-0.0016061j -0.000109235-0.0153579j 0.000866047+0.0277347j 0.000153502-0.0101448j -0.000437307+0.0197964j 0.000748931+0.00762838j 0.000700512+0.0570414j 0.00291677+0.0254249j -0.000168712-0.00300539j -0.000768117+0.0015342j 0.00209856+0.0331439j -0.00182345+0.0447803j -0.00122691-0.0334143j -0.00183116+0.0352747j -0.000918248-0.0365929j 0.00195727+0.00738645j -0.00109703-0.00297517j 0.000360365-0.0446709j 0.00161412-0.016738j 0.000497819-0.00530299j -0.00333017+0.0346577j 0.000206059-0.038984j 0.00401869-0.0368053j -0.00172331-0.01315j -0.00234756+0.00460913j -0.00293309-0.0334462j -0.00398657-0.129659j -0.00317632-0.00809957j -0.00482685-0.0135063j -0.0024802+0.0435516j -0.00253708-0.0192617j 0.000164562+0.0487545j -0.00110447-0.0222842j 0.00158615-0.0791782j 0.00597532-0.00756644j 0.00518564+0.103033j -0.00103453+0.0590149j -0.00370156-0.00674675j 0.00395545-0.0397123j -0.00384305-0.070189j 0.000161387-0.151295j -0.00047174+0.115059j 0.00397064+0.281511j 0.000952342+0.100464j 0.00227983+0.0132639j 0.000850764+0.0221695j -0.00199841-0.0738029j 0.00225288-0.0183041j 0.0047613+0.587581j -0.00324358-0.163515j 0.00340282-0.197209j 0.00262148-0.105982j -0.00799339-0.0771839j 0.0044485+0.152222j 0.00572775-0.0533209j -0.00971009-0.0866247j 0.0018929-0.038661j -0.0277996+0.0186384j 0.00243906+0.111665j -0.0288652+0.0506584j -0.0262591+0.0306129j 0.013694+0.0787221j -0.0491077+0.0222692j 0.00936677-0.359213j 
0.017583-0.00484075j -0.000124556+0.0233539j -0.0116857+0.0104216j 0.0110425+0.0026624j -1.27731e-05+0.000947107j -0.0131048+0.0353404j 0.00536528+0.0212766j 0.00530722+0.0147079j 0.00140556-0.120309j -0.0021016-0.214159j -0.00210434+0.0502915j -0.00224045-0.257159j -0.00568657-0.225774j -0.00472544+0.337982j 0.00840347+0.0582571j 0.00392265-0.0672817j -0.00197201-0.0137729j 0.00313559+0.0510984j 0.00488931-0.068499j -0.00238521+0.0741648j -0.00295184-0.130791j 0.00755335+0.0658456j 0.0063042-0.224138j 0.00370161+0.0477784j -0.00422212+0.113433j 0.00539201+0.0301945j 0.00177956+0.0925023j -0.00103417-0.015234j -0.0024875-0.0596069j 0.00347175-0.119401j -0.00265844-0.178751j -0.000248689-0.00539061j -0.00563553-0.0696256j 0.00721232-0.259853j -0.00138177-0.0525017j 0.00257227+0.320269j 0.0020406-0.216369j -0.00555355+0.0202561j -0.0057531-0.0639191j 0.00248028-0.0452031j -0.00329416-0.197021j -0.00535059+0.0843888j -0.00566192-0.148399j -0.00245348+0.019495j -0.000413962+0.00206985j 0.00448781-0.0730832j -0.00547451-0.0304174j -0.00314575+0.0366751j 0.00997628-0.0943754j -0.00080272-0.0642684j 0.00846119-0.0758314j 0.00423465+0.0585245j -0.00632815+0.116805j -0.00935886+0.0571653j -0.00276531-0.0212258j 0.00343927+0.00164788j 0.00423222-0.0544496j 0.000166984+0.00817514j -0.00290981-0.0231632j 0.00105436-0.0258712j 0.00323009+0.00819722j 0.00176159+0.0243086j -0.000865284+0.0076138j 0.000647006-0.0568206j -0.00455463+0.0399083j 0.00685437+0.0175267j 0.00380987+0.0536584j -0.00513899+0.0179932j 0.000539732-0.00991659j 0.00754028-0.00135487j 0.00445384+0.00790251j 0.00460703-0.000233614j 3.8239e-06-0.0406834j -0.00308247+0.00383326j 0.000785594-0.00991166j -0.00223037-0.0126087j -0.00316548+0.0294747j -0.00162217-0.0318003j -0.0055243+0.0317454j -0.00131186+0.00558085j -0.0053311-0.0287228j 0.00268848-0.00603705j 0.00239144-0.0043397j 0.00212483-0.0042477j -0.0032747-0.00230756j 0.000715664-0.024447j 0.00137891+0.0214628j -0.006042-0.0179734j 0.00495839-0.0152966j -0.0012692+0.0124543j -0.00563273-0.0112833j -0.003026+0.00826109j -0.00396059-0.00929616j 0.00041089+0.00147629j -0.00619849-0.0159245j 0.00386145+0.0197359j -0.000683888+0.00604481j -0.00706278-0.0115502j 
0.00977047-0.00453231j -0.000650139+0.0129381j -0.0056605+0.0248079j 0.0167058+0.0083421j -0.0075205+0.00368304j -0.0152116+0.00101708j 0.00671726-0.0403674j 0.000225041-0.0366938j -0.000780541-0.0179201j -0.00682216-0.317272j -0.00491685+0.021687j 0.00173084+0.418703j -0.00560091-0.110497j -0.00889163-0.00567657j -0.00559736-0.0456254j -0.00469123-0.0560349j 0.000905178+0.106894j -0.00599244-0.14372j 0.00140751-0.0367331j 0.00287532-0.0123262j 0.00222536-0.014175j 0.00467767-0.131101j 0.001749+0.187294j -0.00726417+0.0527245j -0.00221179+0.0477181j -0.0068095+0.376258j -0.00337135-0.0500615j -0.00506618+0.0911107j -0.00213137-0.214737j -0.00729938+0.145038j -0.00674534+0.034331j -0.00441527+0.188636j 0.00593234+0.12275j -0.00400101-0.085318j 0.00117271+0.0238379j -0.00287275+0.194868j 0.000967951+0.0744383j -0.00431344+0.112947j 0.00467636+0.0941662j 0.00195627-0.0115182j 0.00148143-0.0765066j 0.00502193-0.0513611j -0.00706876+0.012621j 0.00689282-0.110905j -0.00761598+0.0269407j 0.00305321-0.0573328j 0.00535022+0.0740066j -0.00130546+0.0642776j -0.00441942-0.00702743j 0.000472168-0.0717725j 0.0055354-0.0426214j -0.00180962-0.0604316j 0.00218525-0.106384j 0.0019573-0.0823876j 0.000515443-0.0798713j 0.00275843-0.0584798j 0.00560248-0.0285664j -0.00151361+0.0190005j -0.00795658+0.0401905j -0.002436+0.00523792j -0.00425586-0.00245907j 0.000672268-0.0315973j -0.000653752-0.0248627j -0.00270025+0.00427598j -0.00131378+0.0269319j -0.00278222+0.00116881j 0.006562+0.0275799j -0.00199459+0.00255834j -0.00216146+0.0224711j 0.000770167+0.0205233j 0.00456096+0.0111088j -0.00146553+0.0112656j -0.0015764+0.0167938j -0.00392677+0.0141945j 0.000943734-0.00528422j -0.00112192+0.00972689j -0.00230649+0.0357882j -9.63497e-05-0.0150925j 0.00128274-0.0162369j 0.00388385+0.0207245j 0.00353282-0.00541122j 6.06977e-05+0.0469495j 0.000117991-0.0185936j -0.00131529-0.00206491j -0.000146009-0.00437914j -0.00243472-0.035738j -0.00229795+0.00663164j -0.00233531-0.0348536j 0.00684943-0.0010415j 0.00127623+0.0345547j -0.00293367-0.0238518j 0.003391-0.00173242j 0.00216663+0.012088j -1.39598e-05+0.00924657j -0.000694894+0.00451174j 0.00420526+0.0034278j -0.002716-0.00641679j 0.0029831-0.00247666j 
0.00359126-0.0148473j 0.0107289+0.000809204j 0.0107705-0.0159688j -0.00315509-0.0239434j 0.00415561-0.0352958j 0.00166393-0.0128289j 0.00917801+0.0121272j -0.0170462+0.00951481j 0.00721478+0.441707j 0.00694222-0.0913868j 0.00142213+0.0694645j 0.00192646-0.0830424j 0.0107793-0.185208j -0.00498029-0.0725851j -0.00461108+0.0270175j -0.00298912+0.0684149j -0.00702085-0.255214j -0.000728353-0.116894j 0.00746727+0.0109303j -0.00263237+0.086705j -0.0114892+0.104173j 0.00178031-0.122028j -0.000858249+0.0205945j -0.00126441-0.249161j 0.00328306-0.284389j 0.00194137+0.0472073j 0.0039797+0.0624858j -0.0024901+0.00918324j -0.0028174+0.070477j 0.000872094-0.0503438j -0.00514358+0.291821j 0.00816988+0.207921j 0.00705271+0.135039j 0.00199809-0.187736j -0.000828544+0.0552272j 0.00159485+0.0739591j 0.00559658-0.193285j -0.00262294-0.110586j -0.00406824-0.0671249j -0.000586992-0.0933749j -0.00224035+0.0150282j -0.00164485-0.0113279j -0.00742665+0.0405851j -0.000214575+0.0841418j -0.00636301+0.0940102j -7.388e-05+0.0232481j 0.00362305-0.0139207j -0.00246283-0.0146563j 0.00533107+0.00315982j 0.00188445+0.0247761j 0.000296065+0.0612716j -0.00192239+0.0134466j 0.00221427+0.0341152j 5.93747e-05-0.0169166j -0.000873991+0.104123j 0.00249792-0.0989334j -0.00409576+0.0229393j -0.00961616+0.00797095j -0.00742665+0.0299324j 0.00480752-0.0412306j -0.00352937+0.0512299j 0.000340992+0.0380454j 0.00494415-0.0546995j -0.000697177-0.0108069j -0.00300256-0.0227501j -0.00311688+0.0198697j 0.00136861+0.00227615j -0.00147104+0.00866154j -0.00393723+0.00351591j -0.00257074+0.0113386j 0.00275801-0.00907772j -0.000944374+0.0129017j -0.000321585+0.0045423j 0.00129343-0.00780052j 0.000990317+0.0113405j 0.00037457-0.00297738j -0.00204633-0.0229962j 0.00291732+0.00127724j 0.00145463-0.00558941j -0.000489223-0.00741417j 0.00703913+0.0144816j -0.0017699+0.0166588j 0.00134476+0.0236181j 0.00272937+0.00853788j 0.00192566-0.0086241j -0.00186166+0.0332325j -0.00669368+0.00790542j 0.002984-0.00284406j -0.00287883+0.0359465j -0.00396197-0.0310402j 0.00469258+0.00966662j 0.00411835+0.0297268j 0.000419614+0.00592182j -0.000856099-0.0127754j -0.000769923-0.0212837j -0.00833517-0.0111444j 0.00133047+0.00265572j -0.00347793-0.00235055j 
-0.00362371-0.0103369j 0.00635696-0.00533223j -0.00214951-0.0250149j -0.000480578+0.0216401j 0.0184025+0.0560516j 0.00362899-0.00470989j -0.0185444-0.0564667j 0.00278259-0.46024j -0.00874178+0.0132649j 0.00750671+0.0101496j -0.00147162+0.0214666j -0.0240392-0.0694761j 0.000620068-0.063026j 0.00778863-0.0553449j 0.00260981-0.087893j -0.0144368-0.241907j -0.00732204+0.188078j -0.00671684+0.0975032j -0.000341547-0.325827j 0.010295-0.0556207j 0.000153411-0.0699975j -0.00386644+0.325968j 0.00534479+0.0854463j -0.0041476-0.0375495j 0.00337837-0.0562586j 0.00885909+0.11906j 0.00281674-0.0910616j -0.000459294+0.214487j -0.00717306-0.059881j 0.0020652-0.113597j -0.00344138+0.177147j -0.00110814+0.0681443j 0.0113024+0.020318j 0.003841-0.00406407j -5.6707e-05+0.0165254j 0.0012877-0.104391j 0.00814382-0.0618478j -0.00130711-0.0679416j 0.00326712-0.168235j 0.00158452+0.0646291j 0.00458065+0.053322j -0.00541755+0.0497333j 0.00131777-0.0278034j -0.00678288+0.085118j 0.00526795-0.0256566j 0.00270414-0.102716j 0.00443964+0.0140376j -0.00340385+0.0465326j 0.0062595-0.0860122j 0.00122296-0.0634477j 0.00118802+0.0189481j -0.00279339+0.00224729j -0.00293987-0.0488176j -0.00442811+0.0144358j -0.00170981+0.00477685j 0.00210374+0.0582814j -0.000637145-0.0299441j -0.00127797+0.0436079j -0.00723641+0.0396164j -0.00231248+0.0640119j -0.00327087-0.0140063j -0.000844895-0.000373531j 0.000589448+0.00317551j 0.00151451+0.0049454j -0.00580084-0.00803746j -0.00340257+0.010059j -0.000555431-0.000728974j -0.00317489-0.00345372j 0.00232255-0.00815446j 0.00483514+0.000483277j -0.00230407+0.00230474j 0.00249916+0.0106302j -0.000350998-0.0185382j 0.00821193-0.0369525j 0.0048928-0.0394875j 0.000952556-0.0207114j 0.00402268-0.0525687j 0.000338248+0.0122452j 0.00113514-0.0184302j 0.00124607-0.0507459j -0.00297341+0.0284803j -0.00803778+0.00626757j 0.0013346+0.0238695j 0.00272416+0.0210716j 0.00722775+0.00352584j -0.000173799+0.0108735j -0.00600337+0.0155416j 0.00175422-0.0353977j 0.000564089-0.00987316j 0.00129175+8.70128e-05j 0.0047131+0.00400817j -0.000269004+0.00839482j -0.00708296-0.00767258j -0.00426837+0.0153524j 0.0019198+0.0152735j 0.00631736-0.0143212j -0.00711381-0.00867638j -0.000349306-0.0113385j 
0.00808568-0.00311496j 0.00463223+0.0206401j -0.00786902-0.0179469j -0.000215563-0.0122103j 0.00561681+0.0496678j 0.00887224-0.00510159j 0.00451501+0.467362j -0.0184262-0.0556367j -0.0033584-0.0313927j 0.000651247+0.0450486j 0.0107882-0.0329734j 0.00838619+0.132587j 0.00128063-0.0640835j 0.00250607-0.0763071j -0.0124942+0.110197j 0.00490879-0.0771922j -0.000758973+0.0386672j -0.00332412+0.231766j -0.00241208-0.23139j -0.0133084+0.167978j -0.00273311-0.0393422j -0.0121529-0.126351j -0.000520409+0.0462899j -0.00377504-0.0960062j -0.00206272+0.269629j -0.00826308+0.162592j 0.00373821+0.0744399j -0.00324617-0.313136j 0.00556495+0.0454789j -0.00625336+0.180743j 0.000557036+0.0614009j -0.00818761-0.195584j -0.00365136+0.132064j -0.00761186+0.0500924j 0.00187028-0.0231526j -0.00126809-0.0929463j 0.000377376-0.0743728j 0.00211415-0.0524322j 0.00295147-0.166251j -0.00420652-0.0175662j -0.00475797+0.0105542j 0.0110304-0.124639j 0.00331039-0.00743609j 0.00757622-0.0120648j -0.00174881+0.0510698j 0.00495935-0.00553262j -0.00423351+0.0295045j 0.00910899-0.0450736j -0.00040536-0.0166541j -0.00340325+0.0205525j -6.60048e-05-0.0700642j 0.00129474+0.0126185j -0.00250196+0.0869333j 0.000733973-0.026015j -0.00278112+0.0291319j -0.0039931-0.0462317j 0.00059198+0.00795786j 0.000631496+0.0418563j 0.00341286-0.000394456j 0.00254764-0.0103049j 0.000977084+0.0170445j -0.00253318+0.0135764j -0.00083315-0.00971091j 0.00302731+0.0368349j 0.00349713-0.000671988j -0.000850583-0.0121984j 0.00098917-0.0149331j -0.00153484+0.0163659j -0.00104419-0.0364526j 0.00384981-0.0446815j 0.00168989-0.0160889j 0.00167744-0.0119283j -0.000550696-0.0176649j -0.00015952-0.0274886j -0.000596031+0.0256591j -9.20513e-05+0.0180088j 0.00416891-0.0182601j -0.00321023-0.0129385j -0.00353746+0.0171298j -0.00330986-0.000559135j -0.00538994+0.00806965j 0.000584979-0.03487j 0.000328572+0.00295066j 0.00367774-0.00330249j 0.00217006-0.0302994j 0.00147366+0.0192663j -0.00078858+0.0234287j -0.005169+0.0181585j -0.00735121-0.0113906j -0.00232397-0.0275332j -0.000178563-0.000961745j -0.00365727+0.0181492j -0.00779645-0.0139532j -0.00183936+0.00533936j -0.00308299-0.0168729j -0.000307301+0.00990581j -0.0014688+0.0155247j -0.011286-0.0152008j 
-0.00493123-0.0206967j 0.00799325-0.00607879j 0.00816038+0.00377385j 0.00382693+0.00140357j -0.00651105-0.0191509j 0.0116786+0.475203j -0.0118371+0.0102565j -0.00764888-0.00299287j 0.00862268-0.0165926j -0.010532-0.00672912j 0.0122618+0.0926839j -0.0095573+0.0536426j -0.00497881+0.0503021j 0.0100623-0.113548j -0.00555849-0.108738j 0.00647812+0.173571j -0.00440209-0.00599355j 0.0104937-0.0543147j -0.011456+0.153556j 0.00785465+0.36808j -0.010392+0.0428593j -0.00695659+0.0482437j -0.00137166+0.128831j 0.00162998+0.0733833j 0.00547826-0.0851996j -0.00271104+0.293283j -0.00867432-0.213376j -0.00526083+0.07241j -0.00234201+0.0946881j 0.00457294-0.195433j 0.00281482-0.18144j 0.00406397-0.287666j -0.00311972+0.0166221j 0.00503953+0.0285357j -0.00389956-0.00593734j -0.0052224+0.00935163j 0.0098575-0.104249j -0.000983221-0.0462834j 0.00725799+0.0133913j -0.00834324+0.0327973j -0.00255131-0.0208503j 0.000131787+0.0687319j 0.00583886+0.0158622j 0.00209615+0.000474451j -0.00771921+0.102252j 0.00311793+0.0335168j 0.00783463-0.0489065j -0.00134524+0.0275948j 0.00291656-0.0458757j 0.00882302-0.0647833j -0.00682316+0.0729758j -0.00684703+0.0331024j -0.00290439-0.0164494j -0.000464126+0.00522573j -0.00135465+0.024708j 0.00113116+0.0504022j 0.00911444-0.0177131j -0.00667374+0.0196303j 0.00224945-0.0328848j 0.00429339+0.0229237j 0.00201829+0.0029589j 0.00218995+0.0345481j 0.00170703-0.000706653j -0.00480863+0.037717j -0.00814242+0.0206754j 0.00961697-0.0191852j -0.00380585+0.0203657j 0.00101946+0.00420794j 0.00540038-0.0277766j 0.0127047-0.022592j 0.00168341+0.0278127j -8.21814e-05-0.0039336j 0.00364544-0.0157599j 0.00198522-0.0473969j -0.001384-0.00289123j -0.000445533-0.0406223j 0.000479443+0.0208296j -0.00231282-0.0167275j -0.00237428+0.01131j -0.00328688-0.0264127j -0.00223332-0.0414311j 0.0078571-0.0222592j 0.00436106-0.00488144j 0.00353906+0.0127012j 0.00863344+0.00657953j 0.00304679+0.00544465j -0.000229394+0.00679555j -0.00333445-0.0278735j -0.00114629-0.0119806j -0.00206623-0.0193037j 0.000312058-0.000958178j -0.00271617-0.0108466j 0.00767514-0.0184181j -0.00871866-0.0276884j -0.00426831-0.0240757j -0.00601971-0.0046098j -0.00725524-0.0127494j 0.00238076-0.0087327j 
-0.00354197+0.0111146j -0.00449104-0.0100495j -0.00385263+0.0109773j -0.0129026-0.0262826j -0.00897915-0.464355j -0.014888-0.0132574j -0.0058877+0.0442989j -0.0210806-0.0761775j 0.00763803-0.00730449j -0.0058782-0.0434548j -0.000986702+0.00396944j 0.00507058+0.0984414j -0.0046926+0.12811j -0.00190762+0.108194j -0.00652865+0.0826713j 0.00408234-0.269371j 0.00352084+0.078586j -0.0104823+0.144207j 0.0087773+0.126066j 0.0119396-0.0230298j 0.00484702-0.0191605j -0.00512343+0.104468j 0.00142058-0.274083j 0.00456996-0.12376j 0.00564237-0.324768j -0.0104261+0.120971j 0.00541881-0.289459j -0.00360553-0.151593j 0.00268267-0.0809692j -0.00382869+0.17098j -0.00439301-0.0159295j -0.000355423-0.0246798j 0.00506397-0.0110603j 0.00237777-0.0527352j -3.74659e-05-0.0892559j 0.000220821-0.0732785j -0.0022158-0.0280891j -0.00158521+0.114478j 0.00154295+0.120814j 0.000473965-0.0261147j 0.00470252-0.0600346j -0.00733559+0.00265076j -0.00250787-0.0421909j -0.0022376-0.0184909j -0.00281175-0.00756095j 0.000283204+0.0644275j 0.00900225-0.0190373j -0.00281137+0.053291j -0.00271352+0.0350079j 0.00247693-0.0258464j -0.00568404+0.0149858j -0.00571818-0.00938415j 0.00531493+0.0424996j 0.00182795-0.0455292j 0.000859058+0.0301984j 0.00719042-0.0453996j 0.00217193-0.00167812j -0.00179381-0.0422415j 0.00481199-0.043745j 0.00136076-0.0427813j -0.00437281+0.0455398j 0.00324739+0.0168409j 0.00198367+0.006938j -0.00530282+0.00702176j 0.00613254-0.0153955j 0.0020221-0.00985194j 0.00363731+0.0214431j 0.00169903+0.0369157j -0.00140162+0.01739j -0.0014589+0.0221983j -0.000105535+0.010743j -0.0016397-0.0299214j -0.00291527+0.0352663j -0.00106189-0.00364313j -0.00397219+0.0337485j 0.0042536+0.0138282j -0.00372067+0.0389088j 0.00150482-0.0245411j 0.00178051+0.00247266j 0.0023127+0.0160741j 0.00748377-0.0252271j 0.00596377+0.0119713j -0.00112967-0.00238297j -0.00252412+0.00302708j -0.00195334+0.0138135j -0.00106377+0.0256929j 0.00184256-0.0136942j 0.00242866+0.0358435j -0.00141679-0.00242723j 0.00624004-0.00780794j 0.00412263+0.025282j 0.00444714-0.00295765j 0.00838277+0.0301378j 0.00500037-0.0315003j 0.00576967-0.010592j -0.00743292-0.0135215j 0.00402594+0.00495915j -4.07254e-06+0.0087028j 
-0.00678391-0.0124177j -0.00125816-0.0171879j 0.0336821+0.0411254j 0.00255102+0.438998j -0.0151474-0.0275852j 0.0153951-0.0101327j 0.0190044+0.0526013j -0.00400148+0.138079j -0.00812253+0.11979j -0.00154174-0.0411534j -0.00317561+0.0103884j 0.0130747+0.0248388j -0.00669019-0.0577824j -0.0102604+0.084671j -0.00952744-0.291763j 0.0128292-0.151144j -0.000693268-0.230263j -0.00930642+0.454767j 1.08139e-05+0.232425j -0.00776877-0.08193j -0.00493859+0.185474j -0.000618819+0.091916j -0.00336277+0.0449232j -0.00056933-0.0294896j -0.00275507+0.218017j -0.0100349+0.071956j 0.00844502-0.00507961j 0.00309694+0.0386365j -0.00121655+0.0711117j -0.00440874-0.0267575j 0.00443182+0.000793789j 0.00208035+0.0788006j -0.00644077+0.00190586j -0.00337491-0.0457316j -0.000284886+0.107938j -0.000835359+0.0154235j 0.000141315+0.0337897j 0.0015682+0.0447772j -0.00334758+0.0168878j -0.00038995-0.0243418j -0.00485324-0.0181062j 0.00143589+0.0225719j -0.00352341-0.0371751j 0.000247215-0.0470175j -0.00435808+0.0401178j -0.00201759-0.0196141j -0.00234204+0.00803104j 0.00174083+0.000316795j 0.000870108-0.0449803j -0.00014805-0.00680757j -0.00269025+0.0181928j -7.02209e-05-0.0354418j 0.000674942-0.0223905j -0.00338216-0.000844414j -0.00669213-0.00768498j -0.00436643+0.0364902j 0.00347783+0.0137002j 0.000116471+0.0110602j -0.000603766+0.0334418j -0.00241471+0.0303414j -0.000772718-0.0286346j -0.0036862-0.0101512j -0.00199919-0.0155512j -0.00230567+0.0156191j -0.00237461-0.0049326j 0.00108761-0.0182399j 0.000462135-0.0240085j 0.000153449-0.0146869j 0.0026224-0.00402946j -0.000262953+0.0221064j 0.00301435-0.0333228j -0.000211679+0.00137855j 0.00423961-0.0288496j 0.000179424-0.0218484j 0.000201482-0.0125118j -0.00436529+0.0213402j -0.00043135+0.0112925j -0.0010095+0.024274j -0.00268782+0.00356965j 0.000192405+0.004185j -0.00327229+0.000951556j 0.000240131+0.0159451j 0.00152854-0.0181622j 0.000577543-0.0158098j 0.000880346-0.00740702j -0.00269618-0.0151692j -0.00254653-0.0101933j -0.00122119-0.0451762j 0.00305723+0.0168013j -0.00670967+0.0262794j -0.00598818-0.0229606j -0.00316036-0.027841j 0.00250765-0.0333502j -0.00502801+0.0168454j -0.00237786+0.0167855j 0.00256761-0.00105774j -0.000204456-0.0235481j 0.010003+0.00943167j 
0.00253176+0.0132292j -0.00646575-0.0129322j 0.00912294+0.439329j -0.0361155-0.0388652j 0.00499826+0.000257861j 0.00734359+0.00926842j -0.0204919+0.0837818j -0.0107475-0.089535j 0.0107234+0.149223j -0.00544611+0.0980282j 0.0153904+0.0954246j 0.00257774-0.103753j 0.00471047-0.057202j 0.00432677+0.0634274j -0.00991016+0.113531j -0.00316094-0.111158j -0.0134485+0.469053j 0.00624215+0.212504j -0.000244388+0.210033j -0.00399283+0.106282j -0.00613302-0.026406j -0.00202002-0.3033j -0.00587465+0.0831082j 0.00506209-0.00447951j 0.00568137-0.096178j 0.00176319+0.0295097j -0.000801128+0.127766j -0.00947338+0.0325375j 0.00463007+0.0403025j 0.0049585-0.140048j -0.000841919+0.0554211j -0.00388815+0.0537023j 0.00269566-0.0328004j 0.00353817+0.00909195j -0.00156687+0.0598472j -0.00109574+0.0509621j 0.0021856+0.0279562j -0.00255935-0.0409504j -0.00215601+0.00574612j -0.00392498+0.0300135j -0.0047215+0.0339703j -0.000828715+0.0461657j 0.00438793-0.00849295j 0.000366031-0.0389413j -0.00237415+0.00814521j 0.000630649+0.00381048j 0.000469639-0.0224836j -0.0049862-0.0200271j 0.00204717+0.0170041j 0.00585745+0.0200037j -0.00241857-0.0106025j 0.00119744+0.00284662j -0.00519165+0.000123113j 0.00267227+0.00155358j 0.00317553-0.0431393j -0.00370411+0.0363107j -0.00295842+0.0570462j -0.00241972-0.00406937j -0.00353959+0.0196386j 0.00429897-0.0331391j 0.00860223-0.0436452j 0.00447803-0.0400053j 0.00418304-0.0388029j 0.000179304-0.0286937j -0.00542953+0.045475j 0.00188797-0.000667941j -0.00256746+0.0339227j 0.00144699-0.0249172j 0.00060596+0.004604j -0.00177319-0.0172745j 0.0016382+0.0421719j 0.00199681+0.0185818j 0.000891472+0.00723311j 0.00260923+0.0245003j -0.00247131-0.0410646j -0.00654218-0.0530064j -0.00539356-0.0195611j -0.000147501+0.0157097j 0.000840073-0.024211j -0.00550083+0.0113778j 0.00207028-0.0266401j -0.00196938+0.00627575j 0.00527718+0.00144811j 0.00271179-0.0078307j 0.0025885-0.00202517j 0.000430756-0.0604538j 0.00249994-0.0343921j 0.00104976-0.0257476j -0.00139179+0.0166164j -0.00733372-0.0252511j -0.000586766-0.0408123j 0.00579184-0.022183j 0.00552338+0.00141713j 0.0001312-0.00894167j -0.00133594+0.00461416j 7.24277e-05+0.0140687j 0.00925409+0.00699731j 0.00117968+0.0230463j 
-0.0398967-0.0507629j 0.00431702+0.425376j 0.0176962+0.0405286j -0.008242+0.0845691j 0.00329397-0.0889433j 0.0323872+0.0370956j -0.00110865-0.140547j 0.000649914-0.0223205j -0.00135816+0.0844508j -0.0110868+0.474455j -0.00391227-0.229124j -0.00240318+0.273952j -0.00122795-0.30435j -0.00247199+0.357825j 0.0023104-0.0158028j -0.00541022+0.00780253j -0.00756678-0.0413712j 0.00120974-0.0632155j -0.00254545+0.0152165j -0.00788883+0.0638925j 0.00256268-0.0872009j 0.00115863+0.0417967j -0.00340831+0.0275362j -0.00268728-0.0252972j 0.00352207-0.0126274j -0.00420718-0.00456594j 0.000180968+0.00274009j 0.000588734+0.0671383j -0.00240419+0.0388979j 0.00570466+0.00717338j 0.00230662-0.0145594j 0.00244661-0.0317311j -0.000449235+0.0267754j 0.00301291+0.0178409j 0.00183229-0.0236384j -0.00138953-0.0328703j 0.00289743+0.00757103j 6.34131e-05-0.00230736j -0.000613546-0.0132675j 0.000452287-0.0194837j 0.00352545-0.00763754j 0.00181885-0.0330307j 0.0023652+0.00967339j 0.00204563+0.0129808j 0.00164477-0.00532984j -7.17351e-05+0.0251765j -0.00239898+0.00818538j -0.000112614+0.0159689j -0.00113205+0.0152154j 0.00176948-0.00393425j 0.000183612-0.0148275j 0.00166522-0.0165139j -0.00267052+0.00155962j 0.00204587-0.0139636j 0.000413275-0.0065561j -0.00172568-0.0511275j -0.000561593-0.0312571j -0.000142702+0.00607482j -0.00212297+0.00572802j 9.68587e-06-0.0258997j -0.000888341-0.0154113j 0.000595862-0.0195543j -0.00188443+0.0296423j 0.00170472-0.015608j -0.00153055+0.0208594j -0.000807444+0.0242685j 0.00139519+0.0245244j 0.00243778-0.0254021j 0.000487727+0.00661908j 0.00296588-0.0301489j 0.00057436+0.018986j -0.00253806+0.019342j -0.00164487-0.0190236j -0.00351994+0.0161887j -0.0022759+0.0123781j -0.00125988-0.0243435j 0.000457548+0.0155271j 0.00200332-0.0110346j 0.00115939+0.0360706j -0.0036756-0.014363j -0.0024496+0.016441j 0.000697801-0.0135449j 0.00119328-0.0153401j 0.000124092-0.00200808j 0.00176838-0.0112695j 0.00622334-0.00310668j -0.00130444+0.060981j -0.00309095-0.0200348j 0.0028085+0.00256622j -0.00160551-0.0108304j 0.00545954+0.00743576j -0.00353721+0.0515415j -0.00375591-0.0252765j -0.00749337-0.00308209j -0.0024875-0.043636j -0.00766745-0.00423007j -0.0107459-0.0150458j 0.00177775-0.0328005j 
