-7.1377e-13-0.221649j -4.35633e-14+0.191763j 3.07514e-15-0.10553j 2.90032e-15-0.183779j 2.55259e-15+0.0750578j 1.30912e-15-0.0557643j -1.10017e-15+0.0318248j -7.5659e-16-0.0162848j 1.64995e-15-0.0838409j -1.39113e-14-0.144112j 1.62394e-16-0.00848093j 1.95822e-15+0.049725j -2.70097e-15+0.150215j -3.22391e-15+0.140017j -1.19741e-15+0.00641913j 3.14092e-15+0.0425919j -1.72753e-14+0.0832968j -1.69501e-14-0.0723952j 2.29147e-14-0.208971j -1.84231e-14-0.0252898j -5.9939e-14-0.173541j -3.87186e-15+0.0270576j -5.06002e-15+0.169254j 9.73216e-15+0.0391338j 2.0678e-15-0.147838j -2.34885e-14-0.108271j 1.1053e-14-0.0572889j -9.64233e-14+0.146855j -1.77462e-14+0.00894277j -6.38662e-14-0.136335j 3.81921e-14+0.057958j -5.06002e-14-0.192739j 6.79598e-13-0.0785091j -4.20472e-14+0.0788708j -1.01742e-13+0.203267j 8.70035e-15+0.0014208j 1.54726e-14+0.0234448j -4.42944e-14+0.0684904j 8.81269e-14-0.042435j 8.76862e-16+0.00180857j -1.05183e-14+0.0701494j -7.17705e-14+0.0808264j 1.9508e-14+0.088079j -3.6792e-15-0.102689j -1.14671e-14+0.146436j 2.04363e-14-0.0529715j -1.9639e-14-0.00875069j -1.11643e-14+0.127358j -8.46634e-15-0.274954j -8.87733e-16+0.0207918j -1.83947e-14-0.112779j -2.39385e-14-0.0684978j 4.21213e-15+0.0794012j -7.3916e-15+0.00193463j -3.97937e-15+0.0451215j 1.89767e-15+0.0400549j -6.90148e-13-0.0737295j -1.84684e-15+0.00502064j 7.10315e-15+0.0478258j -1.88073e-15+0.0353828j -9.80993e-15+0.113592j -2.88064e-15-0.0715054j -2.24345e-15-0.0535886j 4.09073e-15+0.0612724j -9.89384e-16+0.0837428j -4.61134e-15+0.1563j 3.28132e-15-0.0248547j -5.46333e-15-0.00833799j -3.8708e-16-0.0530087j 1.0447e-15-0.0942649j -2.24507e-15-0.00665459j 1.66184e-15-0.0845531j -1.27622e-15+0.0420089j 5.26973e-15-0.0566254j -1.65838e-14-0.241596j 1.98608e-14+0.204234j -2.5627e-13-0.139815j 
5.6768e-15+0.00153681j 1.66404e-16+0.00247676j -2.78302e-17+0.000171735j -3.70335e-16+0.00443437j -2.76641e-16+0.00337338j -8.77634e-17+0.000962813j 1.62581e-16-0.00118764j 1.95341e-16-0.0022293j -1.55716e-16+0.00196406j 1.49494e-16+0.0022191j 6.82864e-17+0.00247916j 1.00721e-16-0.00171031j -1.73485e-16+0.00276391j 2.33563e-16-0.00239073j 6.74209e-17+0.000127413j -1.93974e-16+0.00291392j -1.25841e-17+0.000194294j -1.40922e-16+0.000337996j -3.64497e-16+0.00325638j -3.96358e-17+0.00171594j 1.1405e-16+0.000581369j -2.79733e-16+0.000756924j -9.27145e-16+0.00488316j 9.34203e-17-5.58742e-05j 5.55714e-16-0.00195228j -2.26531e-16+0.00264821j -1.16918e-16-0.00225965j 2.64995e-15-0.00486247j 6.47344e-16+0.00172675j -2.88548e-16-0.000617337j 3.15601e-16-0.00224612j 2.21285e-15-0.00227348j -3.58114e-14+0.0034455j -5.37083e-16+0.00212654j -1.46842e-16-0.000154535j -2.86068e-14-0.00355471j -6.36684e-16-0.00237266j -2.33242e-16-0.00287236j 2.20714e-15-0.00253305j -7.10547e-16+1.50458e-05j 1.12194e-15-0.00425998j -8.80366e-16+0.000583509j -1.79573e-16-9.19067e-05j 5.0217e-16-0.00219717j 1.51109e-16-0.00271089j 4.11048e-16-0.00239522j -1.1235e-15+0.00258627j -4.46729e-16+0.000777666j 1.41217e-18-0.000491615j 4.73456e-17-0.000620678j 3.12838e-16+0.00278388j 9.76809e-16+0.00302442j 3.75318e-17-0.000836029j -4.54083e-16+0.000850326j -1.31604e-16+0.0014033j -5.0865e-17-3.69041e-05j 2.68301e-15+0.000306279j 1.5481e-16-0.00231299j -6.04407e-17+0.00214901j 1.42321e-16-0.00152177j -1.09804e-16+0.00112399j 1.26036e-16+0.00206339j -4.1296e-17-0.000489275j -1.58777e-16+0.00145634j -1.31483e-16+0.000180057j -1.09558e-16+0.000571178j 4.6478e-16-0.00141825j -1.77903e-15-0.00338998j -8.95493e-17+0.000658343j -2.92706e-16+0.00342929j 2.36659e-17-0.00108812j -1.87788e-16+0.00243559j 1.4459e-16-0.00190036j -2.63119e-16+0.00307011j -6.78057e-17+0.00134868j -2.98489e-16+0.00198385j 1.82392e-15+0.00128433j 
-7.51343e-15-0.00214961j -4.88827e-16-0.00113557j 1.34784e-16-0.00214369j -9.13732e-18-0.00199774j 4.45584e-18-0.00119918j 5.01171e-17-0.000410181j 8.16559e-17-0.00158143j 9.39353e-17+0.000127441j 6.57823e-17-0.000950318j -2.52156e-16-0.00260361j -7.05028e-17-0.000505625j 2.93051e-17+0.00121966j -1.36624e-16+0.00155862j -1.08918e-16+0.00113992j -6.43025e-17+0.000438315j 1.19843e-17-0.00159454j 2.69858e-17-3.19935e-06j 3.74725e-17-0.000797689j 1.21625e-16-0.00240828j -1.41592e-16-0.00133754j -3.22817e-16-0.00113651j 5.41271e-17-0.000303887j -3.91302e-17+0.00018052j -3.39171e-17-0.000788679j 7.87937e-17-0.00128617j -4.31378e-16-0.00134765j 2.93497e-16-0.000887186j -1.67998e-15+0.00301977j -4.03371e-16-0.00164714j 7.15474e-16+0.000567769j -1.53431e-16-0.00145018j -1.13228e-16-0.00222006j 4.88358e-15-0.000630137j -4.37151e-16+0.00170269j -1.34554e-15+0.00220398j 9.4876e-15+0.00116401j 2.56755e-16+0.000994331j -6.13258e-17+0.00174152j -1.06083e-15+0.00107664j 3.29121e-15-0.00237845j -2.68571e-16+0.0031297j 3.22935e-16-0.000460163j 2.60634e-16+0.00226969j -3.11737e-16-0.00032995j -2.37318e-16+0.0024978j 3.29632e-16-0.00053048j -1.21183e-16-0.000186885j -8.06174e-18+5.23702e-05j 5.90819e-17-0.0010428j 1.25483e-16+0.000184131j -2.07302e-16-0.000935935j -5.39264e-16-0.0012921j 1.91838e-16+0.00194293j 6.76962e-16-0.00168841j 1.43699e-16-0.00134805j 2.97315e-17+0.00168774j -9.58049e-15-0.00102986j -2.22133e-17+4.4485e-05j 3.16645e-18+0.000732085j -2.02841e-17+0.00082988j -5.84096e-17+3.15832e-05j -1.46692e-16-0.00177286j 4.85858e-17-0.000678566j -2.25576e-18+0.000874322j -4.70461e-17-0.000164993j -9.21723e-17+0.000900373j 6.39365e-18-0.000191045j 6.74126e-16+0.00104782j 4.82887e-17+0.000371739j -2.26285e-17-0.00106315j -3.1153e-17+0.00147741j 2.76278e-17-0.000989795j -3.90573e-17+0.0026779j -4.17204e-17-0.000573126j -8.3821e-17-0.00204939j 2.11429e-16-0.000980094j -3.08269e-15-0.00195541j 
-4.50041e-16-6.30372e-05j -2.04742e-16-0.00128273j -1.01052e-18-0.000621138j 1.62574e-17+0.000372674j -1.69048e-16-0.0017584j 5.35091e-18-0.000415734j -9.48682e-17-0.00184807j 3.60826e-18-0.00077114j -1.28475e-17-0.000370559j -9.93166e-17-0.000557474j -1.81736e-16-0.00106582j 1.7463e-17-0.000317998j -6.34786e-17+0.000419748j 1.66399e-17+0.00117275j -4.99652e-17-0.000337595j -7.58903e-17-0.00107741j -1.6142e-17-4.19269e-05j 7.87041e-17+4.4424e-05j -6.30226e-17+0.000258917j -3.72736e-17-0.000907834j -1.06005e-16-0.00028341j -1.25152e-17-0.000348566j -7.27731e-17-0.000776683j -8.73672e-17-0.000304023j 1.48057e-16+0.000658239j 9.12565e-17+0.000747593j 1.07489e-16-0.000729078j -3.59852e-16+0.0010038j -2.02471e-16-0.00126541j 8.26828e-16+0.00131197j -3.41466e-16-0.000642637j 7.44187e-16-0.000129004j -1.08796e-14+0.00109866j 1.55896e-16-3.95931e-05j 8.26176e-17-0.000310718j 1.52019e-15+0.000184254j 3.63995e-17+0.000623419j 6.76853e-16-0.00037609j -2.15581e-15+0.00129028j 3.3426e-15-0.00264906j -4.7557e-17+0.00172972j -2.95633e-16+0.000283479j 1.53285e-17+0.000497757j -1.10877e-16+0.0014996j 4.18312e-17-4.87135e-05j 2.35625e-16-0.00106375j 3.37716e-16-0.000609875j 3.46501e-17-0.000713464j 1.69654e-16+0.00052239j -5.10754e-16-0.000507244j -2.3261e-17+0.000313621j 7.17312e-17+0.000141139j 5.41363e-17+0.00020494j 1.97388e-16-0.000708816j 3.28532e-17-1.81145e-05j 4.09168e-17+0.000525264j -1.06359e-14-0.00114201j 3.69951e-17+0.000515464j 5.45806e-17+0.000636152j 7.22879e-17+0.000857735j 7.62271e-18-0.000740565j -6.74971e-17-0.000171792j 1.53598e-17-0.000243544j 3.94526e-18+0.000553244j -5.72958e-18+0.000566228j -5.23366e-17+0.000308566j -2.23792e-17+0.000301226j 8.23952e-16+0.00116669j 6.4373e-17+0.000339776j 4.10251e-17+0.000773703j 2.35409e-16+0.00212126j -2.71802e-18-0.000222159j 1.13262e-16+0.0013021j -7.03015e-18+0.000591875j 1.00282e-16+0.000401843j -1.4127e-16-0.00116745j -4.00593e-16-0.000325721j 
-4.84879e-15-0.0012944j -2.08221e-16-0.00196038j 1.18906e-16-0.00364884j -4.55535e-17+0.00371562j 5.27908e-17-0.000824115j 7.1349e-18-0.0015328j 1.8872e-16-0.00411859j 6.68306e-17-0.00438485j 2.14742e-17-0.000680639j 1.07735e-16-0.000234124j -4.32405e-17-0.000406532j 5.22036e-17-0.000338375j -3.71401e-17+0.0017131j 5.67828e-17+0.00133078j -1.98958e-17-0.000240887j 9.42224e-17+0.00132705j 3.38411e-16-0.000891366j 6.24628e-17-0.000104245j -2.48952e-16+0.00158334j 5.22175e-17-0.000597261j -2.16713e-16-0.000351185j -1.11162e-16+0.000102545j -2.31156e-16+0.00172326j 5.90827e-17+0.000402142j 4.48626e-16-0.00092347j 1.07341e-16+0.00373246j 2.55103e-16-0.00286815j 6.00811e-17+0.000400977j 2.75436e-16-0.0033903j 1.23639e-15+0.00326181j -2.6731e-16-0.000780084j 2.41368e-15-0.00394775j -3.92312e-14+0.00374604j -9.37503e-17+0.00213968j -9.43906e-17-9.67601e-05j -9.64024e-15-0.00116502j -4.15607e-16-0.000399349j 1.93159e-15-0.00428151j -4.66706e-15+0.00118103j 6.02755e-15-0.00474443j 2.32715e-16-3.42397e-05j -2.39427e-15+0.00245642j -6.10799e-17+0.00349248j -3.07113e-16+0.00165521j -1.49008e-17+5.1746e-05j 8.98467e-16-0.00427406j 4.919e-16-0.000534815j 1.93574e-16-0.00206817j -7.73042e-17-0.00112845j -3.28773e-15-0.00283479j -4.09555e-16+0.00108353j 1.49537e-15+0.00385552j 1.0967e-16+0.00116854j 4.55667e-16-0.00101711j 2.37559e-16+0.000249506j -1.06358e-16+0.000947426j -4.37434e-15-0.000491069j 7.56025e-17+0.000378817j 5.12237e-16+0.00441609j 2.76224e-16+0.00208713j 1.35869e-16-0.001037j -2.21745e-17-0.000291439j -5.04266e-18-0.000748565j -6.53186e-17+0.00122392j -8.97537e-17+0.000415113j -9.52527e-17+0.00229241j 1.83881e-16-0.000443854j -8.44588e-16-0.0013793j -5.65735e-18-0.000421202j -1.68574e-17+0.00344998j 9.28005e-17+0.00416127j -1.26398e-18+0.000274637j -1.00222e-16+0.00201761j -3.53606e-17+0.00488931j -1.19199e-16-0.000119289j 3.63301e-16-0.00184924j -3.82074e-15-0.00242452j 
1.17293e-14+0.00298687j 1.19938e-15+0.00617677j 3.42789e-16+0.00660883j -2.3863e-16-0.0031175j 2.16717e-17-0.000204809j 9.60821e-17+0.00228642j 1.86479e-16+0.00185626j 1.9866e-16+0.00325909j 6.49147e-17+0.00137925j -2.07089e-19-8.65326e-05j -1.58676e-16-0.000638943j -3.06203e-16-0.00359276j -2.37267e-18+0.000862728j 7.63048e-19+0.00188443j -4.71541e-17-0.00115066j -1.28231e-16-0.000605821j -5.8724e-16+0.00244949j -2.42797e-16+0.00188277j 1.55096e-16+0.000453499j -1.07262e-16-0.000517155j -1.1066e-15-0.00278166j 7.32895e-18+0.000102553j 1.98459e-16+0.000156463j 2.86267e-16+0.000200337j -1.22086e-16+0.00266284j -1.7115e-18-0.00228864j -3.92001e-16+0.00220736j 1.07564e-15-0.00345263j 6.68808e-16+0.00536177j -2.6712e-15-0.00506079j 6.52058e-16+0.000628641j -3.91682e-16+0.00570846j 9.46706e-15-0.000654935j -1.24668e-16-0.00288019j 4.26716e-16-0.000878156j -1.38071e-14-0.00172183j 2.29114e-16+0.00201337j -6.01537e-16+0.00203972j 1.00091e-15+0.000343393j -2.08151e-15+0.00187254j -4.46146e-16+0.000273848j 1.03316e-15-0.000943324j -9.09553e-16-0.00634225j 3.77997e-16-0.000990128j 1.13384e-17-0.00268039j -3.85702e-16+0.00242434j -5.39945e-16+0.00132136j -1.10565e-17+0.00340216j 7.83634e-17+0.00164006j 4.6817e-15+0.00325277j 8.99341e-16+0.000713406j -1.46191e-15-0.00336292j -5.88292e-16-0.00302671j -1.23461e-15+0.0035828j -2.43217e-16+0.00240839j -1.20373e-16-0.00193548j -3.35299e-14-0.00353523j -1.2299e-16+0.00103787j -1.13995e-15-0.00562955j -6.64797e-16-0.0025545j 5.72186e-17+0.00255547j 6.38808e-16+0.0021859j -1.89117e-17+7.01418e-05j 1.28949e-16+0.00249407j 3.29571e-16+0.00353277j -5.13246e-17-0.00093254j 1.11916e-16-0.000540761j 2.45457e-15+0.00359855j 3.29564e-17+0.00147236j -9.92592e-17-0.00104495j -3.01244e-16-0.00244349j 1.80098e-17+0.000965193j -2.31523e-16-0.00246018j -4.30212e-16-0.00585628j 3.12888e-16+0.00162671j -1.17711e-16+0.0058637j 8.69551e-15+0.00538516j 
2.3746e-15+0.000977302j -1.45071e-16-0.00407666j -2.46751e-16-0.00192388j 1.70598e-16+0.00246835j -3.32856e-17-0.00101559j -4.10341e-17+0.000935096j -1.30088e-16-0.00353821j -1.16454e-16-0.000916484j 2.63418e-17+0.000642839j -1.31573e-16-0.000945493j 2.01763e-16+0.00153268j 1.06075e-16+0.000617539j 2.73088e-17+0.000959762j -1.15014e-16-0.00225725j 4.45315e-17+0.000839146j 5.23047e-17-0.000567701j 3.64385e-16-0.00204796j 2.70481e-16+0.000292415j -2.15673e-16+0.00164769j 9.83452e-17-6.65056e-05j 5.07545e-16+0.00106437j -6.59853e-19-0.000553188j -8.88609e-17+0.000164657j -2.35782e-16-0.0022115j 8.91345e-17-0.00106779j -1.76834e-16+0.000885841j -1.28318e-16-0.00115952j 4.28011e-16-0.000432262j -2.13131e-16-0.00209005j 2.11838e-15+0.00262744j -8.72616e-16-0.00397119j 1.24051e-15-0.00204341j -2.16377e-14+0.00205204j 1.02374e-16+0.00328389j -5.69623e-16+8.77721e-05j 3.27966e-15+0.000379015j 8.10926e-18+0.000596081j 2.2001e-16+2.07967e-05j -2.16092e-15+0.00103822j 4.2135e-15-0.00351749j 3.95416e-16+0.000409592j 1.3404e-15-0.00178166j 4.62049e-16+0.00265601j -2.68385e-16-0.00063245j -5.49662e-17+0.000544329j 1.53226e-17-0.00111638j -1.99571e-16+0.000818515j -1.26184e-16-0.00227997j 1.00504e-16+0.00271419j -3.8671e-17-0.000517258j 4.07443e-16+0.00233236j 7.08292e-16+0.00133542j 4.90371e-16+0.00164044j 8.21333e-16-0.00213534j 1.6667e-16-0.00269443j 1.20162e-16+0.00181466j 8.17423e-15+0.000865056j -8.94871e-18-0.000930245j 3.72378e-16+0.00145024j 1.22684e-16-0.000522917j -8.97329e-17-0.000850482j -3.0589e-16-0.00156115j 2.55702e-17-0.000312724j -3.15036e-17+0.000945123j -2.24989e-16-0.00180666j 4.32336e-17-0.000814688j 1.59641e-16-0.00133349j -5.95325e-16-0.000766672j 3.71966e-17+0.00144354j 1.11464e-16+0.00149905j 1.97662e-16+0.00177877j 3.97509e-17+0.00131463j 1.93858e-16+0.0027548j 2.1611e-16+0.00190886j 5.23181e-17+0.00138938j -2.95386e-16-0.00438333j -3.31681e-16-0.000390065j 
5.66138e-15+0.00144328j 4.23152e-16+0.00318646j 7.27187e-18+0.00336263j -4.39115e-17-0.00125324j -3.91819e-17-0.00167376j 3.71992e-17+0.000281507j -4.80708e-17-0.000343457j 8.60055e-18+0.000695281j 2.5762e-18+0.000663538j -2.29685e-17+0.000304132j -2.73623e-16-0.00248186j -8.04283e-17-0.00295336j 3.75237e-17+0.000814976j -4.06177e-17+0.00309896j -2.92226e-17-0.00118271j -4.31279e-17-0.00154771j -5.74741e-16+0.00200516j -2.02383e-16+0.00123322j -1.8406e-18+0.000298731j -4.16945e-17-0.00211384j -6.75515e-16-0.00143578j 1.38415e-17+0.000131365j 1.89735e-16-0.000595217j 1.56766e-16+0.00127937j -1.01981e-16+0.0028487j 3.52098e-16+0.000382399j -2.03274e-16+0.000296139j 4.64003e-16-0.00126256j 2.23518e-16+0.00185423j -7.07322e-16-0.00110437j -6.3365e-17+0.000514741j 1.92364e-16+0.00362299j -4.40806e-15+0.000648869j 3.2437e-16-0.00279545j 8.79745e-16-0.00121909j -1.40745e-14-0.00172109j -3.50484e-16+0.000593681j 1.05299e-15-0.000895309j -2.55246e-15+0.00163778j 9.43879e-16-0.000799368j -6.08822e-16+0.0021731j -5.66732e-16+0.000787153j -4.64557e-16-0.00343293j 1.00955e-16+0.0017699j 1.49458e-16-0.00194688j -9.06696e-17+0.000132133j -1.57878e-16+0.000671275j -1.09381e-16+0.00172215j 5.75307e-17+0.000868917j 1.0339e-15+0.00085738j 1.5255e-16-0.000508251j -5.76946e-16-0.00142632j -2.85886e-16-0.00188917j -8.77661e-16+0.00206287j -2.78047e-16+0.00221061j 4.09758e-17-0.0010281j -3.67178e-14-0.00391701j -1.30741e-16+0.00134186j -3.69884e-16-0.00209206j -2.06585e-16+0.000472878j 1.72335e-16+0.000206587j 4.12764e-16+0.00262949j -6.57515e-17-0.000207856j 9.83447e-17+0.00209406j 9.60551e-17+0.00266032j -9.36826e-18+0.00023706j -1.16535e-16+0.000727842j 2.14939e-15+0.00338021j 5.83131e-17+0.000939204j 2.60438e-17+0.000673121j 6.92905e-17+0.000585064j 1.38331e-17+7.51008e-05j 2.78056e-17-0.000904516j -9.68994e-17-0.00237041j 1.46426e-16+0.0011135j -2.27356e-16+0.00325852j 4.21491e-15+0.00269955j 
-3.72548e-15-0.00102597j -3.61296e-16-0.000631116j -9.54693e-17-1.71345e-06j -3.41389e-17-0.00173005j 9.30969e-18-0.000609814j -3.91334e-17-0.00109247j 4.81071e-18+0.00240476j -1.75245e-18+0.00058973j -7.94286e-17-0.00137833j -6.13697e-17-6.07068e-05j -6.54599e-17-0.00100288j 1.45394e-16+0.00105514j -8.80323e-17-0.00313299j -9.36195e-20+0.00118629j 4.30486e-17-0.000195581j -6.33984e-17+0.000508504j 8.01869e-19-0.000440735j -1.21458e-17+1.2158e-05j 2.3636e-18-0.00129229j -6.89195e-18+7.54012e-05j 3.2684e-17-6.42371e-05j 4.31935e-17+4.95085e-06j 1.91032e-16-0.00269189j -4.68465e-18+0.00129215j -2.78423e-16+0.00127267j 1.99683e-16-0.000733355j 1.90182e-16+0.00211309j -5.23256e-16+0.00186119j -3.20638e-16-0.000744377j -5.01347e-16-6.7193e-06j 3.14835e-16+0.00385206j -1.51988e-15+0.00149408j 2.43118e-14-0.00235471j 3.50473e-16-0.00198415j 7.04703e-16-0.000732484j 1.46936e-14+0.00179811j 5.38166e-16+0.000782367j 7.37822e-16-0.000177959j -7.77717e-16+0.000696402j -2.5745e-15+0.00233672j -2.31056e-16-0.000141383j -6.68032e-16+0.000975762j 7.95913e-17-0.000154828j 1.47711e-17+0.00127456j 2.66517e-16+0.00119697j -1.21611e-16+0.0015751j 7.14821e-16-0.00206135j 2.25165e-16-0.000796452j -4.96761e-17-0.00061124j -1.25724e-15-0.000400504j -5.88898e-16-0.00201983j -1.54763e-16-0.000227214j -3.6745e-17-9.49893e-05j -2.98046e-16+0.000771574j -2.03147e-16-7.59367e-05j -2.00352e-17-0.00129127j 1.3474e-14+0.00141118j 1.13936e-16+0.00190068j 7.97383e-17-0.000970372j 9.955e-17+0.00101803j -5.36518e-17-0.000488226j -2.75359e-16-0.000880679j 6.00893e-17+0.000757861j -9.69472e-17-0.00193688j -2.00575e-17-0.00022863j 8.65062e-18+1.6884e-05j -1.67877e-16+0.000840336j 1.69273e-16+0.000399776j -6.54215e-17-0.00171131j -9.12484e-17-0.00185529j -9.72374e-18-0.000299718j -6.88713e-17-0.00142857j 2.27248e-17-0.000507747j 4.40788e-17-0.000804407j -1.14598e-16-0.000875121j -4.74963e-18-0.000314958j -1.7844e-15-0.00101692j 
-2.18635e-16-0.000237678j 2.24183e-17+0.00243412j 1.41737e-17+0.000860829j 8.23626e-17+6.49406e-05j -4.93559e-17+0.000974723j 1.67732e-17-0.00069621j -1.71692e-16+0.00146594j -7.14358e-17-0.00048304j 2.89332e-17+2.90402e-05j 1.81698e-16+0.00133963j -1.16775e-16-0.000821621j -1.04575e-16-0.000877929j 1.5934e-16-0.000263181j 7.67464e-17+0.00112903j -1.51684e-18-0.000535503j -8.47979e-17+0.000937937j -2.13013e-16+0.00109151j -1.63036e-16+5.12019e-05j 1.40048e-16-9.27759e-07j -8.29405e-17-4.75224e-06j -1.4125e-16-0.000166671j -5.48635e-17+0.000552767j 3.4345e-17+0.000615916j 1.17324e-16+0.00175338j 1.40062e-17+0.000625911j 3.82617e-16+0.000831328j -1.38685e-16+4.63573e-05j 3.15758e-16-0.000779998j 2.13645e-16+0.000995997j -8.45303e-16-0.000814882j 1.81549e-16+0.00209323j -2.29975e-16+0.000757858j 2.02634e-15-0.000132629j 9.94656e-17-0.00172104j 5.93196e-16-0.000537457j -9.75219e-15-0.00116638j -3.76132e-16-0.00112848j 2.9075e-16-0.00170346j 5.1311e-16-0.000689064j -2.55514e-15+0.00175343j -2.6515e-17-0.000997862j -1.39171e-15+0.00165217j -2.33302e-16-0.0012605j 2.60072e-16+0.000617779j 1.24932e-17-0.000989044j -9.15663e-17-0.000202153j 7.35623e-17+2.11006e-05j -4.95238e-17+0.00105604j -8.69107e-18-0.00153119j -8.68093e-16-0.000375436j -1.95967e-16-0.00102246j 1.68451e-16+0.000473319j -2.42672e-16-0.00111655j -6.76448e-16+0.00149613j -1.4581e-16+0.00192677j 2.00042e-17-0.00116745j -5.06594e-15-0.000529385j -5.31916e-17+0.000355927j 7.12721e-17+0.000129713j 6.16369e-17+0.000622728j 3.43766e-17+0.000200639j 3.00866e-16+0.00170959j -8.83326e-17+0.00011241j 1.19429e-16-0.000244455j 7.1762e-17+0.000953174j -3.58031e-18+0.000761021j -6.91734e-17+0.000715856j -9.56768e-17-0.000256341j 6.29021e-17-0.000826889j 1.21194e-16+0.00037086j 7.68827e-17-0.000723632j 3.55485e-17-0.000295967j 1.49382e-17-0.00192419j 5.45121e-17+0.000218898j 3.54719e-17-0.000332428j 2.4446e-17+0.00256962j 2.19375e-16+0.000268692j 
-2.19447e-15-0.000589573j -1.46878e-16-0.000615864j -2.55232e-17-0.00096691j 1.11328e-17+0.00153835j -7.92062e-17-0.00199518j -6.21967e-17-0.00144972j -3.26587e-17-0.00192108j -5.9857e-17-0.0028758j -5.22928e-17-0.00185982j 9.32889e-19-0.000449688j -2.09086e-16-0.00115353j 4.40622e-17-0.000794516j 1.56544e-17-0.00043575j 1.42291e-16+0.00295212j -1.80479e-17-0.00137351j -5.95221e-17+0.00155845j 1.70972e-16-0.000264246j -6.54023e-18+0.000184562j -1.47171e-16+0.00160749j -8.33231e-17+0.000702543j -7.07673e-16-0.00205804j -1.00329e-16-0.00044914j 8.05912e-17-0.000738741j 4.55591e-17+8.16703e-05j 2.08408e-16+0.00105959j 4.118e-16+0.00200007j 1.21586e-16-0.000564516j -2.16126e-16+0.00112764j -5.71279e-17-0.00177935j -1.8021e-16+0.000649904j 2.39815e-16+0.00255729j 1.31758e-15-0.000570958j -2.47089e-14+0.00251512j 4.39752e-16-0.000701344j 7.45363e-16-0.00130742j 3.07252e-15+0.000374129j 4.39216e-16+0.00203739j 1.04887e-15-0.00206459j -3.11281e-15+0.00126263j 5.01824e-15-0.00363753j 2.36788e-16-0.000466724j -2.20732e-15+0.00260186j -7.14106e-17+0.000201796j -1.68542e-16+0.00278052j 3.42888e-16-0.000918246j 6.27871e-16-0.00270749j 1.72726e-15-0.00328886j 5.21902e-16-0.00169381j -1.7599e-17-0.000996108j -1.75969e-15-0.00171782j -1.09849e-16+0.00146799j 9.64158e-16+0.00213685j -8.77289e-17-0.000739626j -1.93205e-16+0.000266444j 9.22599e-17+0.00175637j -7.66598e-17-0.000766054j -4.40792e-15-0.000486152j 1.25638e-16+0.00211008j 3.11084e-16+0.00127973j 1.59681e-16+0.00104772j -4.81968e-17-0.000103478j -1.29855e-16-0.00115319j 1.15845e-17-6.19217e-05j -2.77908e-17-6.13771e-05j 6.82592e-17+0.00274854j -2.94349e-17+0.00169454j 1.20959e-16+3.42725e-05j 3.73698e-16+0.000498294j -1.09523e-17-0.00135647j 6.01447e-17+0.00165961j 3.05067e-16+0.00390569j -4.57757e-17-0.000514187j 8.32463e-18+0.000735254j 5.33186e-17+0.00218014j -5.66886e-18+0.00055481j 1.05735e-16-0.000378399j -1.51057e-15-0.000900997j 
-2.76948e-15-0.00084996j -1.01115e-16+0.000766457j 8.70903e-18-0.00116174j -4.17837e-17+0.00144347j 9.98784e-17+0.00310247j 1.73111e-17-0.00066814j 3.35725e-17+0.00222335j 2.78013e-17-0.000882169j 1.17395e-17+0.000421868j 2.31562e-16+0.0019148j 1.98519e-16+0.00115277j 1.44498e-17+0.000862115j 9.95591e-17-0.000968212j 5.91081e-17-0.00171785j 8.76304e-17+0.00067726j 1.23049e-17+0.00242553j 1.23043e-16-0.000424828j -5.74695e-17-0.000334068j 8.86632e-19-5.72775e-05j 3.39379e-17+0.000931452j 5.19931e-16+0.00169074j -5.87136e-17+0.000960006j -1.55779e-16+0.00159088j 8.69654e-17+0.00183694j -4.95056e-18-0.00130324j 6.08739e-17+0.00112481j 1.91408e-19+2.64154e-05j 7.71452e-16-0.00131429j 3.49274e-16+6.79137e-05j -4.13009e-16+0.000314624j 2.10266e-16+0.00157513j -5.08245e-16-0.00151256j 7.76039e-15-0.000872813j -1.83617e-16+0.000302095j 1.95048e-16+8.89543e-05j -7.72051e-15-0.000923118j -4.60458e-16-0.00268074j 2.8874e-16-0.00253663j 1.62664e-15-0.00188401j -5.28709e-15+0.00386259j 3.02386e-16-0.00319088j -1.13645e-15+0.00117736j -1.5534e-17+0.00124559j 2.24064e-16-0.00120652j -4.43478e-17+0.00032297j -9.85356e-17+0.000182832j -5.04248e-16+0.00101655j -1.452e-16+5.24879e-05j -1.53003e-16-0.00175681j -2.01529e-15-0.00111072j -5.24221e-16-0.00137066j 6.5986e-16+0.00206246j -1.07475e-17+0.000288043j -2.44909e-16+0.000809131j -1.23637e-16+0.000105717j -3.663e-17-0.000732167j 2.26799e-14+0.00242087j 4.03318e-17-0.000793333j 2.59155e-16+0.00170527j 1.90836e-16+0.000484702j 4.41717e-17-0.000136972j 6.34014e-17+0.00100644j -5.21608e-17+0.000336797j 1.71743e-17-0.00134182j -9.00011e-17-0.00187905j 8.06514e-18+0.000454727j -1.96517e-17+8.03044e-05j -2.07912e-15-0.00328183j -2.91952e-17-0.00130718j -6.09633e-17+0.000256514j -2.01395e-16-0.00227881j 9.84149e-19+0.000125892j -4.00855e-17-0.00196153j -7.15898e-19+0.00206563j -1.89526e-16-0.00103166j 2.17075e-16+0.000761337j -2.23271e-15-0.00126921j 
