-7.1377e-13-0.221649j -4.35633e-14+0.191763j 3.07514e-15-0.10553j 2.90032e-15-0.183779j 2.55259e-15+0.0750578j 1.30912e-15-0.0557643j -1.10017e-15+0.0318248j -7.5659e-16-0.0162848j 1.64995e-15-0.0838409j -1.39113e-14-0.144112j 1.62394e-16-0.00848093j 1.95822e-15+0.049725j -2.70097e-15+0.150215j -3.22391e-15+0.140017j -1.19741e-15+0.00641913j 3.14092e-15+0.0425919j -1.72753e-14+0.0832968j -1.69501e-14-0.0723952j 2.29147e-14-0.208971j -1.84231e-14-0.0252898j -5.9939e-14-0.173541j -3.87186e-15+0.0270576j -5.06002e-15+0.169254j 9.73216e-15+0.0391338j 2.0678e-15-0.147838j -2.34885e-14-0.108271j 1.1053e-14-0.0572889j -9.64233e-14+0.146855j -1.77462e-14+0.00894277j -6.38662e-14-0.136335j 3.81921e-14+0.057958j -5.06002e-14-0.192739j 6.79598e-13-0.0785091j -4.20472e-14+0.0788708j -1.01742e-13+0.203267j 8.70035e-15+0.0014208j 1.54726e-14+0.0234448j -4.42944e-14+0.0684904j 8.81269e-14-0.042435j 8.76862e-16+0.00180857j -1.05183e-14+0.0701494j -7.17705e-14+0.0808264j 1.9508e-14+0.088079j -3.6792e-15-0.102689j -1.14671e-14+0.146436j 2.04363e-14-0.0529715j -1.9639e-14-0.00875069j -1.11643e-14+0.127358j -8.46634e-15-0.274954j -8.87733e-16+0.0207918j -1.83947e-14-0.112779j -2.39385e-14-0.0684978j 4.21213e-15+0.0794012j -7.3916e-15+0.00193463j -3.97937e-15+0.0451215j 1.89767e-15+0.0400549j -6.90148e-13-0.0737295j -1.84684e-15+0.00502064j 7.10315e-15+0.0478258j -1.88073e-15+0.0353828j -9.80993e-15+0.113592j -2.88064e-15-0.0715054j -2.24345e-15-0.0535886j 4.09073e-15+0.0612724j -9.89384e-16+0.0837428j -4.61134e-15+0.1563j 3.28132e-15-0.0248547j -5.46333e-15-0.00833799j -3.8708e-16-0.0530087j 1.0447e-15-0.0942649j -2.24507e-15-0.00665459j 1.66184e-15-0.0845531j -1.27622e-15+0.0420089j 5.26973e-15-0.0566254j -1.65838e-14-0.241596j 1.98608e-14+0.204234j -2.5627e-13-0.139815j 
-4.35097e-15-0.00118081j -4.67294e-16-0.00027651j -2.97935e-16-0.00130016j -2.2762e-16-0.000808962j -2.45613e-18+0.000616556j 3.46099e-17-4.16309e-06j -1.57742e-16-0.00012753j 7.28182e-17+0.000210039j 6.29732e-18+0.000171686j -4.67137e-16-0.000963481j 1.26457e-16+0.000369958j 2.12483e-16+0.000821081j 1.28122e-16+0.000582806j -5.17072e-17-0.000346794j 1.74418e-16+0.000865473j -8.62912e-17-0.000110339j -1.09331e-16-0.000433124j -3.84959e-18-5.18776e-05j -2.67791e-16-0.00151567j -3.13024e-16-0.00108855j -3.42534e-17+0.000176067j 3.33997e-17+0.000373948j 7.01636e-18+0.000800856j 1.4067e-17+0.000487664j -2.45026e-16-0.00111778j -4.05075e-16-0.000498161j 1.89547e-17-0.000119257j -1.77706e-17+0.000471586j -3.07367e-16-0.000744803j 6.02557e-16+0.000605184j -4.02104e-16-0.000827647j -8.02888e-16-0.00148816j 9.00605e-15-0.0010324j 9.60164e-18+0.00151063j -5.06244e-16+0.00135519j -6.51283e-18-1.0873e-05j -1.28193e-19-0.000479344j 5.7812e-16-0.000342497j -8.1286e-16+0.000441125j -1.09432e-15+0.000620682j 2.00543e-16+0.000765346j 4.13256e-17-0.000267204j 6.00046e-16+0.00192397j -2.35296e-16-0.00127523j 2.63114e-16+0.00192588j -2.48461e-17+0.000374844j -6.3859e-16+0.00133577j -2.94827e-16+6.53238e-05j -6.9889e-17-0.000434003j -5.13056e-16-5.39698e-05j -5.02564e-16-0.00138708j -1.51499e-16-2.09961e-05j 5.57777e-16+0.00157074j 5.83671e-17-0.00027854j -4.1986e-16-0.00147172j 2.48123e-16+0.000732474j 2.05288e-15+0.000217011j 2.38017e-17-0.000185399j 1.89928e-16+0.000605254j 1.57444e-16+0.00057038j -1.58833e-17-1.76766e-05j -2.79639e-16-0.000381398j -7.92961e-17-0.00027386j 2.20997e-16+0.000693982j -3.26666e-16-0.00145549j 7.96189e-17+0.00043299j -1.17836e-16-0.000490794j -3.45303e-16-0.000523165j 8.79777e-17+0.000186066j -1.68236e-16-0.00059508j -4.32496e-17-0.000587924j -2.98115e-17-0.000142902j 3.90537e-16+0.00100668j -5.40874e-17-0.000101345j -4.23477e-16-0.00149181j -8.13987e-17-0.000296429j -2.20319e-15-0.00117387j 
-4.32547e-15-0.00166576j -3.06238e-16+0.00584233j 2.06948e-17+0.00151779j 1.3245e-16-0.00429691j 4.61631e-17+0.00317379j -3.01999e-17+0.00096123j 4.88893e-18+0.00290399j -2.98068e-17+0.00249059j 6.06783e-17+0.00112433j 1.65471e-17-0.0013723j 1.90439e-17+0.000591534j -6.35873e-17-0.000399101j -6.06547e-17+0.00201646j -1.52801e-16+0.000625865j -1.38686e-17+0.00106778j -1.20626e-16+0.000607471j -5.37881e-16+0.0015848j -4.62515e-16+0.000520743j 5.15071e-16-0.00384423j -2.04558e-16-0.00197718j -5.39686e-16-0.00165239j -6.11282e-17+0.00143185j -1.98347e-16+0.00332226j 3.10803e-16+0.00230553j -1.67278e-16-0.0015428j -2.83925e-16-0.00278682j -3.4392e-16+0.00108615j 2.88721e-16-0.00142957j 1.65133e-16+0.00299083j -1.50535e-15-0.00346199j 4.93373e-16+0.000205559j -2.05667e-15-0.000144269j 3.45084e-14-0.00352333j -1.11663e-15+0.000826515j -1.68334e-15+0.0030499j -1.45264e-14-0.00178669j -3.68007e-16-0.000978231j 5.43688e-17+0.000260515j 9.25561e-16-0.000500464j -6.88603e-15+0.0049552j -4.41996e-16+0.00042251j 1.66461e-16-0.000153146j -1.14459e-16-0.000383293j 6.47192e-16-0.00420019j -5.29308e-16+0.00236476j -6.14121e-16+0.00244779j -2.45477e-15+0.00391187j -7.82191e-16+0.00374359j -1.93162e-16-0.00228641j 1.36967e-15+0.00198923j -1.87008e-16-0.00358342j -1.00368e-15-0.00218849j -1.13731e-16+0.00101803j -9.93596e-16+0.00255988j -3.21636e-16-0.000316867j 6.44215e-17-0.00029846j -1.39164e-14-0.00146771j -1.9879e-16-0.000174246j -1.76976e-16-0.00200379j -1.6061e-16-0.000396525j -2.34929e-16+0.0024012j 4.38273e-16+0.00134395j -6.08892e-17-0.000541953j -3.28297e-17+0.00249485j -2.58307e-17-0.000509821j -8.04858e-17+0.0011166j 2.39673e-16-0.00108702j -1.33565e-17+2.02187e-05j -2.70929e-17+0.000416198j 4.92779e-17-0.00244662j -2.49644e-16-0.0044362j 5.67624e-18-0.000103245j -1.24816e-16-0.00113258j 1.47871e-16-0.00396043j -1.02327e-16-0.0034973j -2.25854e-17+0.00567733j 1.77581e-16+0.0004674j 
2.7501e-15+0.000734974j -7.22793e-17+0.00129447j -1.66592e-16+0.00128868j -1.78735e-19-0.000946396j -1.11104e-16+0.000163146j -1.27425e-17+0.00108594j -1.20072e-16-0.000288144j -2.82371e-17+0.00104262j -3.43181e-17+0.00128116j -2.09166e-16-0.000699954j 2.49641e-17+7.81133e-05j 5.17407e-17-0.00106334j -4.51296e-17+0.000687801j -7.51538e-17+0.000120972j 4.14328e-17+0.000599843j -7.6479e-17-0.000306596j -2.97208e-16-0.000108156j -7.12291e-17+0.00141613j -7.81961e-18-0.000489863j -4.71333e-17-0.00203044j -2.10637e-16-0.000294008j -4.40756e-17+0.000539614j -1.1794e-16+0.000607131j 4.13731e-17+0.000933132j -1.23701e-16+0.000498129j -6.79498e-17-0.000355126j -2.58145e-16+0.000773508j 1.0806e-15-0.00190159j 5.41988e-17+0.000773182j 2.40236e-16-0.000111777j -3.07785e-16-0.00116937j -4.15619e-16+0.00105991j 6.65163e-15-0.000647049j -1.45361e-16+0.000703874j -3.29598e-16+0.000280026j -9.78847e-15-0.00123023j -9.30914e-17+0.000124835j 1.36006e-15-0.00115475j -2.87473e-15+0.00153583j -1.74067e-15+0.000947537j -1.82397e-16+0.000849046j 4.84223e-16-0.000626946j -9.91123e-18-9.36701e-05j 2.43819e-16-0.00136677j -3.38483e-17+0.000728422j -4.00243e-16+0.00119972j -1.43992e-15+0.00262702j -5.37104e-16+0.000584673j 3.53423e-17+0.00154599j 5.51026e-16+0.000750086j 5.97252e-17-0.000990985j -2.1272e-16-0.000369726j 1.68404e-16+0.000600851j -5.07528e-16+0.00139336j -3.55831e-16-0.00116245j 1.0537e-16-5.12973e-05j -1.12236e-14-0.00120002j 1.49369e-18+0.000532771j -9.64341e-17-0.00130893j -6.58034e-17-5.2524e-05j -4.01338e-17+0.000366889j 1.81599e-17+0.000973913j -2.64241e-17-0.000206117j 2.75739e-17+0.00231354j -1.00836e-16-0.000750258j 4.3659e-18-0.000135543j 7.82053e-17-0.000980378j 5.2906e-16+0.000846713j 1.45079e-17+0.001169j -1.82882e-17-8.90097e-05j 6.77212e-17-0.00114488j -1.01045e-17+0.00081201j 1.95261e-16+0.000424844j 4.03617e-17-0.00174724j 8.16593e-18-5.92411e-05j -3.89088e-16+0.00106704j 1.89757e-15+0.00126902j 
-1.79161e-14-0.00500934j -1.07851e-15-0.00315094j 8.31917e-18-0.0066862j 1.11641e-16+0.00106454j 9.63099e-17+0.00207568j -1.35767e-16-0.0032421j 7.20916e-17+0.000891205j -1.18664e-16-0.00285722j -5.16707e-17-0.00175798j 2.61244e-16+0.000355713j -7.32713e-17+4.64154e-06j 1.20276e-16+0.00396193j 1.85818e-17-0.00101577j 2.14975e-16-0.000682341j -8.17516e-17+0.00127319j 7.489e-17+0.00147649j 5.88983e-16-0.00125021j -4.35969e-17-0.00236888j 7.80017e-17-0.00287122j 5.83877e-18-1.4403e-06j 8.07764e-16+0.00231219j 5.73324e-18+0.0007698j -2.01669e-16+0.000933466j 5.68866e-17+0.00210112j 1.75578e-16-0.00321309j 2.7604e-17+0.00157461j 4.6734e-16-0.00174603j -1.56222e-15+0.00405846j -3.37329e-16-0.00448053j 1.24743e-15+0.00363244j 1.04588e-16+0.00191449j -7.13823e-16-0.00604867j 1.26598e-14-0.0015954j -6.03919e-16+0.00181559j -7.54151e-16+0.00204353j 9.19012e-15+0.00119704j -5.67174e-16-0.00339056j 7.5497e-16-0.00281566j 1.49262e-16-0.00127711j -2.28832e-15+0.00161145j 1.51276e-16-0.00058773j -2.13611e-15+0.00245244j 4.39918e-16+0.00626532j -4.58974e-19+0.000276067j -3.70581e-16+0.00380697j 3.10329e-16-0.00163495j -3.08258e-17-0.000819617j 1.01618e-16-0.00159624j -4.2106e-16-0.00468588j -5.54342e-15-0.00323654j -1.58919e-15-0.00366779j 9.88546e-16+0.00285659j 1.51998e-16+0.00311737j 8.60372e-16-0.00221246j 4.19465e-16-0.00135217j -4.86852e-17+0.00113347j 3.23575e-14+0.00343128j 9.69336e-17-0.000752784j 1.03539e-15+0.00567422j 7.17775e-16+0.00353818j -6.52138e-20-0.00190769j -1.82584e-16-0.00119204j -1.61659e-17-7.85742e-05j -1.53373e-16-0.00289084j -4.05543e-17-0.00349532j 5.5217e-17+0.00218268j -3.03725e-17+0.00117776j -2.68833e-15-0.00417682j -1.11272e-16-0.00270987j 5.66677e-17-0.000328155j 3.14359e-17+0.000471811j -9.22173e-17-0.00207994j -1.68869e-16+0.000891216j 2.94448e-16+0.00503688j -4.80751e-16-0.00415582j 8.11016e-16-0.00260919j -1.06716e-14-0.00646686j 
-3.3669e-16+0.000231926j -6.50937e-17-0.00599636j 2.33842e-16-0.00186289j -5.22187e-17-0.00146936j -8.8038e-17-0.00170131j 1.50534e-16+0.00179735j -2.79056e-17-0.00169138j 1.59197e-16+0.00206306j 1.39326e-16+0.00039145j -5.51397e-16-0.00369859j 2.71366e-16+0.00212534j -1.15903e-16+0.00248207j -8.21516e-17-0.00198395j -8.43942e-17-0.00272736j -5.77734e-18+0.00243269j -9.32496e-17-0.000825707j 6.51093e-16-0.0043j 6.19698e-16+0.00172181j -4.01371e-17-0.00133668j -1.39515e-17-0.00205482j 2.8219e-16+0.000952813j 9.56959e-17-0.000348828j 7.88525e-17-0.00268301j -2.5861e-16-0.00145708j -1.04819e-16-0.000535283j -6.29825e-16-0.00217537j 5.86268e-17+0.00271629j -9.3837e-18+0.000640645j -1.87338e-16-0.00313011j 2.1003e-15+0.00299256j -1.01067e-15-0.00284148j -7.92252e-16-0.000536508j 2.41525e-14-0.00252926j -3.14284e-16+0.00436708j -1.4275e-15+0.000899908j 2.3437e-14+0.00282488j 1.21792e-15+0.0027953j 2.09528e-15+0.000844518j -6.08799e-15+0.00398259j 1.23025e-16-0.000110865j -2.42178e-19+0.00177767j 2.91101e-15-0.00353594j 1.43623e-16+0.00450651j -2.28586e-16-0.00260595j -3.92868e-16+0.00500857j -5.19451e-16+0.00316564j -1.14797e-15+0.00172856j -1.01885e-16-0.00363523j 3.06459e-16+0.00501829j 4.19161e-16+0.000513479j 9.8243e-17-0.00073039j -2.47224e-16-4.75323e-05j 5.54398e-16+0.00414342j 1.12914e-15-0.00127016j 4.35222e-17-0.00709221j -2.20639e-17+0.00158988j 2.60524e-14+0.0027863j 2.67801e-16+0.00136198j -2.18793e-16-0.00150455j -1.62026e-16-0.000320843j -7.39527e-17-0.000869813j -5.71854e-16-0.00403325j 1.53767e-16+0.000310058j 1.52605e-16+0.00125353j -9.5338e-18-0.00493538j -1.89658e-17-0.00183841j 1.08198e-16-0.00264119j 1.92449e-16+0.000160768j 1.3724e-16+0.00139756j -3.25225e-17-0.00217371j -9.5485e-17-0.00023516j 1.25153e-16+0.000757864j 8.25969e-17+0.00478261j -2.18664e-16-0.00168798j 1.55598e-16-0.000264546j 5.25201e-19-0.0063823j -7.85796e-16-0.00102493j 
-5.31428e-15-0.00169192j -2.85222e-16+0.00202407j 5.16865e-17-0.00149032j -3.30957e-18+0.0022209j -2.55526e-17+0.00195102j 1.96248e-17-0.00240882j -7.75276e-17+0.00132724j -2.5354e-19-0.00279422j 3.59828e-18-0.00083505j 3.96117e-16+0.00295625j -1.48467e-16-0.001109j -8.10847e-18-6.15833e-05j 1.41561e-16+0.000396418j 1.46553e-16+0.00102276j 1.00399e-17-0.00105506j -3.03783e-17+0.00153063j -1.19944e-16+0.00184419j -2.11274e-16-0.00185795j 4.33984e-17+0.000462915j -7.92183e-17+0.00164805j 2.23068e-16+0.000726511j -8.82329e-17+0.000510614j -1.84893e-16+0.00187639j 9.0727e-17+0.00173707j 2.65967e-16-0.000752453j 4.06376e-16+0.0025635j 2.1617e-16-0.00234087j -4.40364e-16+0.000698437j 1.63432e-16+2.04097e-05j -7.55388e-16-4.22798e-05j 4.16862e-16+0.00268409j 6.61093e-16-0.00194805j -1.42446e-14+0.00137954j 1.32702e-16-0.00205529j 8.54569e-16-0.000326851j -1.17426e-14-0.00137663j -8.59517e-16-0.00322387j -7.80977e-16-0.00224549j 3.83748e-15-0.00306605j -1.12648e-15+0.000734775j 3.10861e-16-0.00208073j -2.95077e-15+0.00329297j -6.17585e-17-0.000331466j 7.08647e-17+0.00197048j 1.38895e-16-0.00205342j 5.69872e-16-0.00278553j 1.01878e-15-0.00155222j 1.64328e-16+0.00113339j -4.60043e-17-0.00457905j -2.64612e-15-0.00193014j -5.87468e-16-0.000556726j 7.04116e-16+0.00184133j -2.86171e-16-0.00155853j -3.06025e-16-1.46557e-05j 2.11635e-17+0.00390892j -2.88145e-18-0.000756512j 1.17043e-15+0.000126772j -5.45444e-17-0.00113428j 3.65914e-16+0.00342149j 3.13081e-16+0.00153974j 1.02214e-16-0.000442783j 2.8459e-16+0.00213401j -1.12856e-16-7.38568e-05j 5.51612e-17-0.00221015j -1.75667e-17+0.0015187j -6.16954e-17+0.00182476j -1.773e-16+0.0020763j -1.27174e-15-0.0021922j 4.4408e-17-0.00206292j 3.83063e-17+0.00169869j 6.24306e-17+0.000444612j -5.47532e-18-0.00103395j -1.22061e-17-0.00286297j 1.59478e-17+0.00370305j -1.30029e-16-0.000908554j 2.82064e-16+0.00244515j -3.24026e-15-0.00179061j 
6.81883e-15+0.00189798j 4.80433e-16+0.00139906j -9.6617e-18+0.00282405j 4.18323e-18-0.000851952j 3.4079e-17-0.000874191j 1.19562e-17+0.00124316j 2.35198e-17-1.23772e-05j 1.53885e-17+0.00144879j 3.56744e-17+0.000599579j -2.24949e-18-0.000136757j -2.24818e-17-0.000174048j -5.5423e-17-0.00146682j 9.64215e-18+0.000320899j -1.02233e-16+0.000365087j 1.06975e-17-0.00056863j -3.37201e-17-0.00088269j -2.07232e-16+0.000732114j -4.74659e-17+0.000759532j -5.46513e-19+0.000845126j 9.97412e-18+5.03839e-05j -2.46675e-16-0.000929626j 3.605e-17-0.000361052j 1.6204e-16-0.00058348j 2.27417e-17-0.000887342j -1.16827e-16+0.00134057j 3.317e-17-0.000964117j -2.28088e-16+0.000782261j 3.96437e-16-0.00126832j 1.06515e-16+0.0019756j -6.0405e-16-0.00170606j 2.65535e-17-0.000611241j 5.79781e-17+0.00264068j -1.68811e-15+0.000313065j 1.84164e-16-0.00106078j 3.0228e-16-0.000725244j -2.1002e-15-0.000275822j 1.10706e-16+0.00133751j -6.091e-16+0.00165559j 4.51023e-16+0.000333682j 7.5431e-16-0.00042663j -1.49284e-16+0.000479357j 1.01895e-15-0.00107803j -1.91441e-16-0.00278728j 2.63962e-17-2.26798e-05j 8.39793e-17-0.00151588j -1.84574e-16+0.00087053j 9.50021e-17+0.000145649j 3.82969e-17+0.000892913j 7.69973e-17+0.00168048j 2.39517e-15+0.00148502j 5.88901e-16+0.00127776j -5.58284e-16-0.00159961j -1.31289e-16-0.00136774j -3.38507e-16+0.000798414j -7.02674e-17+0.000695238j 1.73166e-17-0.000463413j -1.37328e-14-0.00145478j -1.20893e-16+0.00023168j -3.78014e-16-0.00249286j -2.67953e-16-0.00144159j -2.51057e-17+0.000782358j 1.82362e-16+0.000487882j 6.39891e-18+6.37369e-05j 7.0871e-18+0.000903165j 3.48936e-17+0.00150856j -2.49987e-18-0.000966309j 4.23457e-17-0.000230811j 1.16069e-15+0.00189115j 2.01676e-17+0.00103357j 1.28519e-17-0.000210298j -6.21183e-17-0.000357527j 1.78768e-17+0.00061392j -3.4312e-17-0.000502225j -4.91875e-17-0.00236139j 1.77554e-16+0.00152838j -2.4421e-16+0.00122425j 4.24859e-15+0.00259532j 
2.78978e-15+0.000682455j 1.19197e-16+0.00203575j -8.86175e-18+0.00100424j -7.01405e-17+0.000877239j -4.67621e-17+0.00101313j 1.15851e-17+0.000350645j 1.1218e-17+4.89966e-05j 7.36386e-17-0.000455682j 2.03231e-17+0.000621599j 9.29128e-17+0.000793341j 5.32894e-18+0.000378545j 4.33014e-18-0.00117327j 5.33562e-18+0.000947185j -1.95643e-17+9.59005e-06j 5.6322e-17-0.000304879j -1.18007e-16+0.000970096j -1.56564e-16+0.000643012j -1.19498e-16+0.000315821j -5.57346e-17+0.0010007j -7.42391e-17+0.000442727j -1.1338e-16-0.00042031j -8.50529e-17+0.000306331j -1.94711e-16+0.0015707j 7.85942e-17+0.000324882j 1.09289e-16-8.73734e-05j 3.33938e-17+0.000673561j -1.33052e-16-0.000445261j 8.57629e-16-0.00185464j 2.75511e-16+0.00131371j -5.51975e-16-0.00102587j 1.18409e-16-6.37868e-05j 5.54023e-16+0.000142711j -1.00542e-14+0.00101687j -6.97314e-17-0.000116233j 1.4725e-16-0.000242394j -1.17854e-14-0.00145404j -2.79324e-16-0.000509585j -9.71814e-17-0.000903393j 7.53885e-16-0.000769694j -5.68468e-16+0.000310859j 2.63534e-16-0.00130972j -5.66441e-16+0.000508196j -1.37123e-16-0.00108926j 1.72902e-16-0.000508406j 8.72916e-17-0.00134524j 1.08301e-16-0.000601753j -1.94871e-16+0.000735018j -1.27795e-16+0.000861794j 5.04701e-17-0.000376829j 4.05945e-16+0.000115176j 1.59457e-16+0.000763596j 1.64191e-16+0.000555409j -6.62248e-17-0.000877952j -4.73421e-16+0.000979538j -1.64923e-16+0.00122832j 2.1e-17-0.000484342j -5.68129e-15-0.000597342j -5.09023e-17-0.000373623j -8.86087e-17-1.29382e-05j -3.04204e-17-0.000592389j -5.63997e-17+0.000734227j 1.94378e-16+0.00113094j -3.73584e-17-0.000148375j 8.30637e-19+0.000736429j -8.52572e-17+0.000920369j -7.61e-17+0.000332395j 1.30089e-16-0.000328818j -2.13804e-16-0.000475642j 3.11525e-17+0.000163654j -5.02729e-17+0.000982909j -4.46827e-17-0.000529417j -1.52639e-17+0.000705699j 3.65063e-17-0.00116549j -7.42079e-17+0.000231101j 2.76843e-17+0.000490272j -1.61203e-16+0.00189812j 1.54644e-15+0.00104685j 
6.09069e-15+0.00185412j 4.4666e-16-0.00113534j -1.53416e-18+0.00141838j -6.35904e-18+0.000555606j 1.92314e-17-0.00104327j 2.07069e-17+0.000745513j -3.27032e-18-0.000269547j -1.47006e-17+0.000701874j -7.39457e-18+0.000555889j -2.72658e-18+0.000477921j 4.25947e-17-3.74408e-05j -5.21471e-17-0.000583047j 3.37256e-17-0.00106773j -2.12326e-18-0.000643737j 1.38414e-18-0.000138054j 5.74268e-17-0.000644327j 5.70252e-17-0.000523016j 1.48815e-16+0.000780045j -1.07462e-16+0.00133564j 1.47953e-16-5.45871e-06j 1.75517e-16+0.000668922j 5.0941e-17-0.000342369j 1.7691e-16-0.00160762j -7.72288e-17-0.000579017j -1.00638e-16+0.00142239j 1.26264e-16+0.000139024j -1.04656e-16+0.00086668j 5.48144e-16-0.000995902j 1.13802e-16+0.000283814j 2.32762e-16+0.000453848j -2.33721e-16-0.000471417j 1.73741e-16+0.00208209j -2.12117e-15+0.000325927j 3.763e-16-0.00070016j 6.70386e-16-0.00143502j 2.05671e-15+0.000243105j 1.36025e-16+0.000650258j 2.30662e-16+0.00023033j -9.40912e-16+0.000756544j 3.90681e-16-0.000240477j -9.69675e-17+2.54316e-06j 9.03903e-16-0.000959654j -1.62423e-16-0.0011753j -5.45158e-17+0.000641551j 9.16839e-17-0.000973979j -2.27109e-16+0.000820054j 1.66946e-16-3.82327e-05j 1.00779e-16-0.000764892j 7.06678e-17+0.00245172j 7.49226e-16+0.000363854j 3.2843e-16+0.000948367j -3.33382e-17-0.000182543j -3.943e-17-0.000671741j 4.15862e-17+0.000176956j 1.20013e-17-0.000449828j -2.98745e-17-0.000345262j 9.54213e-16+0.000102576j 2.37087e-17+0.000327651j -1.87603e-16-0.00126327j -1.24275e-16-0.000594053j 1.07751e-16-0.000511953j -2.38219e-17+0.00021453j 2.33174e-17+0.000383868j 2.55729e-17-6.78492e-05j 7.02234e-17-0.000197588j 6.26278e-17-0.00131229j -7.46986e-17-1.9292e-05j 4.95004e-16+0.00084932j 7.07651e-20+0.000640277j 9.2473e-18+0.000247193j 5.23895e-18+7.36819e-05j 2.58023e-17+0.000611889j 3.59602e-18-4.12586e-05j -5.57355e-17-0.000619789j 1.54392e-16+0.0018651j -1.39024e-16-0.00125759j 2.73763e-15+0.00153359j 
2.3251e-14+0.00700143j 1.66723e-15-0.00245237j -1.56012e-16+0.00513978j -9.84851e-17+0.00403611j 9.28128e-17-0.00177951j -3.99929e-17+0.00253455j 5.0286e-17-0.00057923j -3.75679e-17+0.00141357j -3.11416e-17+0.00266939j 3.08884e-16+0.00363727j 8.30945e-17+0.000519635j -1.04892e-16-0.002683j 2.11731e-16-0.00278576j 5.253e-17-0.00329116j 6.88802e-17-0.000728729j 3.5272e-17-0.00115088j 2.23426e-16-0.00107502j 3.00035e-16+0.00225833j -5.9178e-16+0.00605831j 4.40659e-16+0.00125768j 1.03539e-15+0.00312799j 1.25979e-16-0.000848805j 3.89499e-16-0.0035743j -1.3578e-16-0.00178328j -2.27659e-16+0.00421158j 5.54207e-16+0.00185266j -5.54657e-16+0.00172699j 2.84802e-15-0.00523487j 6.36826e-16+0.00212289j 5.5135e-16+0.00108747j -6.96255e-16-0.00194822j 1.26828e-15+0.00649668j -2.16653e-14+0.00252863j 1.19654e-15-0.00261599j 2.72603e-15-0.00531484j -6.04638e-15-0.000759491j -3.43236e-16+0.000308614j 1.77364e-17-0.000211889j -5.90061e-16+0.000515159j 2.75632e-16-0.000159743j 2.02299e-16-0.00214012j 2.5038e-15-0.00269948j -5.52776e-16-0.00483575j 4.52272e-17+0.00191955j 4.24934e-16-0.00531027j -6.69052e-16+0.00167481j 5.55984e-16+0.000498105j 3.2781e-16-0.00180898j 7.49696e-17+0.00745666j 2.33926e-15+0.000869212j 1.03866e-15+0.00427599j 2.53471e-16+0.000473554j -1.89869e-16-0.00339503j -1.84387e-16+0.000856157j 5.47308e-17+8.62621e-05j -3.28525e-17-0.00146892j 5.08256e-15+0.000560591j -7.23704e-17-0.000353988j -4.37074e-16-0.00313367j -2.05854e-16-0.00254912j 2.85537e-16-0.00153609j 2.46807e-16+0.00235025j 2.81922e-18+0.00125414j -3.89872e-18-0.000620301j 9.10672e-17-0.000318256j 2.24454e-16-0.00437614j -6.13005e-17+0.000200663j 7.00544e-16+0.00125861j -2.04743e-17+0.00209485j -1.22723e-17+0.00235303j -4.73707e-17-0.000541247j -2.34676e-17+0.0028062j -2.42531e-18-0.00201589j -1.40559e-16-0.00044982j 4.0077e-16+0.00708555j -5.22876e-16-0.00296617j 9.98587e-15+0.00579935j 
1.03069e-14+0.00238462j 4.60917e-16+0.00909866j -2.03286e-17+0.00398079j 9.31406e-17+0.00305908j -9.9099e-17+0.00482613j 3.2446e-17+0.00162297j -1.87843e-17+0.000381079j 2.20064e-17-0.00159689j 2.42235e-17+0.00292678j 4.81108e-16+0.00292307j 2.11459e-16+0.00176609j -8.93351e-17-0.00479352j -2.1859e-17+0.00445652j -1.26448e-16-5.57832e-05j 1.19959e-16-0.000833305j -9.34333e-17+0.00406877j -7.81303e-16+0.00270943j -5.23986e-16+0.00145534j 2.20972e-16+0.00334319j 1.59684e-17+0.0011276j -6.46243e-16-0.0017867j -3.86364e-16+0.00161341j -7.36577e-16+0.00729179j 2.92259e-16+0.00186532j 4.10199e-16-0.000866027j 2.57413e-16+0.00248514j -6.43199e-16-0.0018322j 3.4419e-15-0.0079767j 1.21905e-15+0.00558885j -2.3786e-15-0.00435139j 6.65404e-16-0.000677945j 1.90011e-15+0.00011639j -3.57332e-14+0.00360905j -5.20275e-16+0.000156728j 3.11032e-18-0.000276389j -5.24562e-14-0.0064618j -1.17332e-15-0.00252182j -2.79627e-16-0.00409735j 2.52968e-15-0.00305277j -3.67577e-15+0.00205726j 5.24258e-16-0.00516584j -2.11999e-15+0.00201523j -6.47557e-16-0.00393523j 8.54265e-16-0.00304106j -4.53847e-17-0.00477706j 8.915e-17-0.00214239j -1.71795e-15+0.00418458j -8.67722e-16+0.00404359j 9.61384e-17-0.00183658j 1.4977e-15+0.000655253j 9.35491e-16+0.00231641j 9.06741e-16+0.00216928j -4.06267e-16-0.00302182j -1.95393e-15+0.00435566j -5.23584e-16+0.00457187j -3.22143e-17-0.00180378j -2.52668e-14-0.00267553j -1.90504e-16-0.00167311j -2.50548e-16-2.79475e-05j -2.691e-16-0.00229015j -1.35413e-16+0.00327686j 7.71098e-16+0.00493233j -1.44608e-16-0.000791154j -6.21696e-17+0.00374199j -1.44141e-16+0.00321998j -2.46031e-16+0.00164544j 4.75198e-16-0.00169133j -1.24562e-15-0.00217431j -5.30544e-18+0.000893087j 2.79129e-17+0.00379002j -8.34488e-17-0.00293113j 5.19033e-17+0.00299635j 5.83367e-18-0.00467086j 8.47753e-18+0.000552303j 2.5339e-16+0.00124831j -6.03945e-16+0.00848098j 6.04607e-15+0.00412942j 
