9.75395e-15-0.106775j -3.63631e-14+0.312657j 1.90485e-15-0.0569335j 5.0716e-15-0.106503j -1.31816e-15-0.115223j 3.75956e-17-0.0449625j 1.00315e-15+0.109059j -2.39191e-15+0.0645381j -5.99124e-16+0.0336133j 4.70192e-16-0.125388j 1.32822e-15-0.00742589j -4.52944e-16+0.0198816j -2.96228e-15-0.205727j 2.34419e-15+0.0928517j -1.74226e-14+0.0527922j -6.1123e-14+0.197192j -1.01563e-14-0.115831j 1.04425e-14+0.00954048j -1.85429e-12-0.0167318j -2.09825e-14-0.145923j -8.25912e-15-0.141728j 1.45337e-14+0.0754838j 2.56116e-13-0.184807j -3.57974e-14-0.000491364j -3.53131e-15-0.150957j 4.08844e-15-0.0360482j -2.67704e-14-0.0160959j 1.87043e-14-0.0728093j -4.7481e-13-0.171568j -1.77625e-14+0.0226279j -2.9833e-15+0.16626j -9.28826e-15+0.100294j -9.03392e-15+0.0383003j -1.24303e-14-0.00230593j -1.73641e-14-0.229748j -1.09593e-14-0.00252421j 5.99224e-15-0.0567547j 1.3197e-14+0.00528964j 5.24018e-15-0.0722888j -6.62661e-14-0.120955j -7.60655e-14-0.0584329j -6.38885e-14-0.115019j 4.23283e-15-0.114371j 6.80428e-15-0.167765j 4.31827e-15-0.120767j 2.64279e-15-0.0288416j 3.59204e-15-0.0249856j -1.60231e-15-0.012644j -7.2099e-16+0.0707572j 9.82923e-16+0.127962j -2.39853e-15+0.058701j -2.02038e-15-0.00214831j -3.20272e-15+0.0361195j -3.93283e-15+0.179537j -1.75291e-13-0.296081j -4.01858e-14+0.0732402j 
-4.19692e-17+0.00024755j 3.15267e-17-3.28644e-05j -6.15268e-17+0.000568228j 2.7153e-17-0.000622374j -3.15395e-17+0.00101413j -4.37607e-17+0.000108782j -1.26455e-18-0.00011725j -3.39625e-17+0.000869612j 1.00635e-17+0.000630937j -7.10167e-18-0.000203325j -2.96315e-17-0.00130414j 4.72858e-17-0.000454722j -5.50175e-17+2.67288e-05j 2.68699e-17+0.00102862j 7.51214e-17-8.1507e-05j 1.16409e-16+7.1271e-06j 2.09511e-16+0.00135885j 1.6121e-16-0.000873357j 1.86177e-13+0.00167699j 1.44196e-16+0.000925569j 2.26761e-17-0.000468528j -1.29286e-17+7.01589e-06j -1.87537e-15+0.00126292j 8.82661e-17+2.91546e-05j -7.10695e-17-0.000318314j 2.92106e-17+0.000656312j 4.25026e-17+0.000790689j -2.48023e-16+0.000809548j 2.95951e-15+0.0010575j 5.10955e-16-0.00183685j 3.81961e-17-0.000756284j 7.44474e-17+0.000246574j 6.98353e-18+0.000823252j -1.87896e-16-0.00175518j -8.44429e-17-2.17743e-05j -1.25536e-16+0.000233588j 1.22976e-16-0.000872354j -2.04394e-17-0.000729749j -9.51976e-17+0.000551258j 3.1802e-16+0.000476676j 1.135e-16+0.000816716j 3.8463e-17-0.000603774j -3.5059e-17+0.000741032j -9.16103e-18-0.000557566j -3.73144e-17+0.000348369j -2.1783e-17-0.000801441j 1.85536e-17-0.00135065j -2.31095e-17+0.000217052j -3.58598e-17+0.000482782j 1.27798e-18-0.000447013j 1.99229e-17+0.000253137j 4.68725e-19-0.000112102j -4.8271e-17+0.000642543j 5.44409e-17-0.000476659j -1.38688e-16-0.000114163j 1.72543e-17-0.000386989j 
-4.91097e-18+1.61311e-05j 3.00449e-17-0.000334703j 7.04654e-18-0.000100595j -2.5252e-17+0.000177004j 3.52828e-17+2.59364e-05j 1.35916e-17-2.36027e-05j -4.1582e-17-0.000204948j 1.1062e-17-0.000225728j 1.8498e-17-4.12799e-05j -5.13979e-17+8.60934e-05j -1.43203e-17+7.91786e-05j -1.82147e-17+5.28925e-05j -5.26552e-17+4.26485e-05j 1.88305e-17-0.000102533j -2.09276e-17-4.79771e-05j 4.2877e-17-0.000237776j -8.93617e-18-9.69758e-05j -1.55828e-17+7.29605e-05j -1.52114e-14-0.000137128j 2.52586e-17+9.15288e-05j 3.42475e-18+0.000201216j -4.59843e-17-0.000154784j -1.40935e-16+0.000117829j 6.75539e-17-5.90263e-06j 5.59402e-21+0.000116473j -6.21843e-17-0.000241491j -1.94908e-17-0.000102808j 1.23032e-17-0.000107918j 2.90714e-16+8.99321e-05j -4.80468e-17+6.75464e-05j -4.32124e-17-0.000132708j 8.6102e-18-0.000153949j 2.89024e-17-6.32245e-05j 4.75562e-17+0.000270067j 3.85479e-17+0.000209965j 2.96388e-17-9.81902e-05j -1.95061e-17+0.000198675j 1.06542e-17-1.65315e-05j 4.30362e-17-3.38345e-05j -9.05757e-18+1.24979e-05j 1.53743e-16+0.00010093j 1.28337e-16+0.000202727j -2.99944e-17-7.63832e-06j -5.67486e-17+6.7884e-05j -1.68962e-17+3.86877e-05j 8.30783e-18+7.75373e-05j -5.52798e-17+0.000145151j 2.83686e-17-1.87809e-05j 1.01026e-17-0.000205165j -4.23125e-17-0.000185409j 3.41536e-18-4.70936e-05j 2.63511e-17+7.70506e-05j 2.71927e-17-0.000160302j -8.6258e-18-6.30713e-05j 2.225e-16+0.000339833j 3.82125e-17+3.28722e-05j 
4.69033e-17-0.00108206j -2.204e-16+0.00172427j -3.60221e-18-0.000771503j 1.22844e-17-0.00152351j 1.52208e-17-7.12e-05j 5.53206e-18-0.000401538j -6.7492e-18+0.000147022j 1.91572e-17+0.00118248j 2.64527e-17+0.000938681j -7.92692e-17-0.00179122j -2.96601e-17-0.000906164j -6.1398e-18+0.000151644j -4.44231e-17-0.00151295j 1.93666e-17+0.00118097j -1.06561e-16+0.000147813j -2.75934e-16+0.00106947j 1.31752e-17-0.000323041j 3.38823e-16-1.66093e-05j 1.60376e-13+0.00144256j -1.14701e-16-0.000570539j -1.17967e-16-0.00152058j -4.35806e-17-6.01895e-05j 1.53359e-15-0.00114689j -1.00599e-16+0.000160251j -8.30228e-17-0.0014378j -8.29788e-18-0.000885685j 8.78861e-17-0.000287228j -8.13739e-17+0.000427355j 7.63633e-16+0.000295846j 2.30137e-16-0.00119259j -1.55351e-17+0.00120317j -3.57448e-17+0.000599045j -1.0286e-16+0.00100793j -1.59286e-16-0.000529115j -1.42673e-16-0.00161001j -9.94163e-17-9.68642e-05j 7.69151e-17-0.000579955j -2.42807e-17+5.09571e-05j -5.83618e-17+6.54497e-05j -6.92409e-16-0.00125619j -1.08015e-16+0.00077427j 2.40708e-18-0.000902432j 1.431e-17-0.000511349j 5.41186e-17-0.00141442j 3.48892e-18-0.00101333j 2.28262e-17-0.000557913j -2.81556e-17-0.00113392j 1.11786e-17+0.000232809j 3.26567e-17+0.00103925j -1.59777e-17+0.000167425j 3.5271e-19+0.000884346j 1.38125e-17+0.000636237j -3.47884e-18+0.000735366j -1.69858e-17+0.00149034j -9.06399e-16-0.0016219j -2.06925e-16+0.000715165j 
3.39549e-16+0.000534076j -1.36919e-16-0.000297245j 3.47251e-16+0.000497272j 4.62012e-16+0.000834927j -9.30736e-17-0.000243914j 1.08652e-16+0.000135251j 1.50756e-16+0.000302208j -3.68181e-16-0.000668456j -3.34754e-16-0.000563492j 6.67951e-16+0.00111603j 2.83334e-16+0.00048349j -8.78088e-17-0.000101064j 3.26917e-16+0.000551703j -2.48146e-16-0.000439447j 5.89226e-17+0.000133008j -9.72518e-17-0.00014827j 8.50554e-17+1.49135e-05j -3.19681e-16-0.000165164j -1.11676e-13-0.000999406j 1.52104e-16+0.000114452j 4.70192e-16+0.000688325j 2.80213e-16+0.00032124j -4.18101e-16+0.00057401j -1.2869e-16-0.000216873j 3.98301e-16+0.000594284j 4.84008e-16+0.000711844j -2.8957e-18+0.000426671j -1.46397e-16-0.000608579j -2.55662e-15-0.000815517j 2.19354e-16+0.000760141j -3.4828e-16-0.000490293j -3.62084e-17-0.000128763j -2.43752e-16-0.000581937j 7.02914e-17+0.000118443j 3.45949e-16+0.000462291j 9.2368e-17+6.11515e-05j 2.70716e-17+0.000144112j -2.10903e-17-0.000273697j -3.16928e-17-0.000311735j 8.31188e-16+0.000700107j -5.73802e-16-0.000729565j -1.15988e-16+0.000219835j 1.04687e-16+0.000200944j 2.3772e-16+0.000480478j 3.02571e-16+0.000495216j 9.44153e-17+0.000164693j 3.65016e-16+0.000719018j -1.31824e-16-0.000278263j -3.408e-16-0.000612097j 1.44487e-16+0.00029065j -2.89527e-16-0.000472127j -3.59741e-16-0.000608696j -2.1769e-16-0.000457475j -4.21196e-16-0.000637186j 2.50739e-16+0.000247865j -2.28635e-16-0.000358056j 
3.60628e-16+6.51422e-05j 2.51498e-15+0.000718442j 1.42823e-15+0.000357904j -1.59151e-15-0.000460917j 1.26005e-17+1.06752e-05j 8.17827e-16+0.000208074j 1.65473e-15+0.000424782j 2.26013e-15+0.000620446j 1.82885e-17+3.16001e-05j -1.11509e-15-0.00034806j 3.61417e-17-1.51875e-05j -7.00331e-16-0.000185807j 8.51226e-18-5.08844e-05j 1.37594e-17+3.80909e-05j -2.10932e-16-5.65899e-05j 1.65589e-15+0.000483422j 1.42118e-15+0.00034737j 1.09639e-16+1.44683e-05j 2.63007e-14+0.000229962j -1.08177e-15-0.000281923j -1.54177e-15-0.000435642j 1.68453e-15+0.000410072j -1.10666e-15-0.000485365j 6.63123e-16+0.000195756j -5.61824e-16-0.000175194j 2.77838e-15+0.000675868j 1.01228e-16-9.91805e-06j 1.91075e-15+0.0005147j -1.75716e-16-1.25687e-05j 2.20716e-16+2.16322e-05j 8.65453e-16+0.000243734j 1.53825e-15+0.000419357j 2.16647e-16+9.33032e-05j -2.09161e-15-0.000537748j -1.19241e-15-0.000336805j 1.36593e-15+0.000365663j -1.685e-15-0.000461606j 1.38842e-15+0.000382895j 8.71409e-16+0.000263992j 1.27391e-16-5.89408e-06j -1.68461e-15-0.000335745j -1.76217e-15-0.000402118j -3.69297e-16-0.000118296j 9.99245e-17-2.75779e-05j -3.31192e-16-0.000116507j 1.10689e-16+1.8433e-05j -1.49599e-15-0.000433674j 6.86846e-16+0.000192546j 2.36457e-15+0.000644119j 1.58579e-15+0.000407184j 3.71909e-17+3.20293e-05j -5.22941e-16-0.000114902j 1.92854e-15+0.000530279j -7.19687e-17+1.5065e-05j -3.13503e-15-0.000731661j -9.08095e-16-0.000195441j 
1.04369e-16+0.00048046j 1.00122e-16-0.000492541j 1.67901e-16+0.000443354j 3.33256e-17+0.000514241j -1.49629e-17-8.68296e-05j 7.80824e-17+0.000238669j 1.31296e-16+0.000258916j 4.07358e-17-0.000250219j -9.97292e-17-0.000472355j 1.58258e-16+0.000785097j 9.13063e-17+0.000488934j -5.16134e-17-7.15915e-05j 1.94785e-16+0.000934007j -1.12863e-16-0.0006577j 3.23712e-17+8.78747e-06j 9.32379e-17-0.000230485j 1.35026e-16+0.000196666j -1.35468e-16+3.25192e-05j -6.30009e-14-0.000566055j 1.6487e-19+4.16264e-05j 6.99176e-17+0.000473583j 1.89113e-16+0.000205726j -2.28991e-16+0.000174747j -6.26478e-18-9.28557e-05j 1.11373e-16+0.000644919j 3.40604e-16+0.000782534j 2.61105e-17+0.000210512j 1.46891e-16+3.37064e-05j -7.4573e-16-0.000254076j -1.9959e-17+0.000703981j -1.75466e-17-0.000194886j 6.60916e-17-0.000156769j -3.3236e-17-0.000518118j -6.82188e-17+8.99153e-06j 8.85002e-17+0.000549323j 1.24283e-16+0.000189033j -1.02393e-16+9.95114e-05j 6.01212e-17+0.000180199j 2.73808e-17+4.49901e-05j 4.20947e-16+0.00052543j -2.91057e-16-0.000599776j -1.95901e-16+0.000244363j 4.22807e-17+0.000295036j 1.30992e-16+0.000904999j 8.33239e-17+0.000441013j 2.67885e-17+0.000266012j 4.09913e-17+0.000517786j 1.63914e-18-9.86489e-05j 5.17384e-17-0.000165966j 1.26923e-16+0.000251048j -7.52879e-17-0.000376018j -1.18827e-16-0.000375956j 5.27889e-17-0.000152665j -1.27018e-16-0.000599766j 1.83059e-16+0.000450748j -6.05197e-17-0.000352788j 
2.74958e-17+0.000260664j 7.23711e-17-0.000386586j 4.51129e-17+0.000123602j 4.97573e-17+0.00111602j -1.90791e-17+0.000178937j -1.4242e-18-0.000526736j -6.24416e-18-0.000312457j -9.41753e-17-0.00135343j -4.88053e-17+0.000102382j 8.18868e-17+0.00149071j 3.70622e-17-0.000948087j -3.75626e-18-0.000135925j -8.25426e-17-0.000712372j 2.99332e-17+0.00127344j 1.12748e-17+0.000516687j 6.10197e-17-0.000307858j 2.25012e-17+1.90651e-06j -2.68481e-16-0.00132814j -3.2094e-14-0.000285476j 2.7314e-16+0.0012318j 1.67449e-16+0.000817708j -4.95416e-17-0.000148265j -3.82569e-15+0.00273543j -5.64175e-18-0.000746139j 1.20647e-16-8.1289e-05j -5.9238e-17-0.000388804j -6.83773e-16+0.00145294j 3.39251e-17-0.00196554j -2.51849e-15-0.00100289j 2.94818e-16-0.00114789j -6.04001e-17-0.00154837j 6.37586e-17-0.000334495j 9.39471e-17+0.000213479j -6.23521e-17-0.000427086j 2.8207e-17+0.000121417j -3.9598e-17-0.000676176j 7.00609e-17+5.39386e-05j 4.28324e-16-0.00244078j 4.24454e-16-0.00103205j 5.62569e-16+0.000913389j 2.1661e-16+0.000543945j 1.54564e-16-4.13618e-05j -4.74914e-17+0.000631035j -5.65414e-17-0.00135065j 5.11559e-19+0.000664643j 1.76929e-17-0.000982321j 1.83929e-17+0.000322463j -1.95029e-17-0.000722692j -9.24371e-17-0.00177491j 1.45076e-18-0.000563413j -3.23223e-17-0.000131321j -5.52249e-17-0.000731543j -2.32617e-17-0.00115514j -3.41617e-17-0.000468148j 1.39393e-16+0.00026947j 6.74147e-18-3.24607e-05j 
-7.16447e-17-7.06566e-05j -1.12993e-15-0.00143095j -4.28997e-16-0.000518735j 4.56907e-16+0.000513705j -6.86602e-17-0.000117911j -2.02381e-16-0.000236243j -1.48786e-16-0.000127139j -3.83745e-16-0.000401993j -1.61626e-16-0.000185641j 7.71479e-16+0.00084426j 1.45272e-16+0.000187198j 3.51542e-16+0.000437725j 1.37127e-15+0.00157041j -5.78909e-16-0.000680773j 2.76479e-16+0.000301779j -4.77872e-16-0.000687332j -3.62551e-16-0.000353045j 1.29599e-17+3.16516e-05j 1.71553e-14+0.000153344j 2.81582e-16+0.000237461j 4.03613e-16+0.00041474j -6.77834e-16-0.000623896j -2.35716e-17+0.000244461j -5.34025e-16-0.000555908j 5.87963e-16+0.000653799j -2.58912e-16-0.000261022j 2.51038e-16+0.000347095j -2.41438e-17-3.57227e-05j 8.71402e-16+0.000233193j 1.75833e-16+0.000269468j 3.6764e-16+0.00048764j -7.18087e-16-0.000851482j -2.80493e-16-0.00040863j 3.92321e-16+0.000341262j 5.83441e-16+0.000605051j -3.05883e-16-0.0003673j 4.86503e-16+0.000607019j -1.77545e-16-0.000159904j -3.08628e-17-9.98611e-05j -4.97447e-17-1.55375e-05j 5.78762e-16+0.00023693j 8.69513e-16+0.000584996j 7.50051e-16+0.000870916j 1.18196e-15+0.00146033j 3.94449e-16+0.000436504j -3.2603e-17-1.27489e-05j 8.47761e-16+0.000983326j -3.23649e-16-0.000374253j -4.17704e-16-0.000437903j -1.62047e-16-0.00013879j 8.48926e-19+7.3209e-06j 7.80157e-17+9.39716e-05j -5.26711e-16-0.000600616j -6.54809e-17-3.8576e-05j 2.23875e-15+0.00144797j 4.41647e-16+0.000289778j 
2.58339e-17+0.000265916j -4.46839e-16+0.000550792j -1.04855e-16+0.000535821j 1.77288e-16-0.000195279j -8.16073e-18+0.000277018j -4.87476e-17+0.000260305j -6.03412e-17-1.15052e-05j -1.40076e-16+0.00022288j -5.71224e-17+6.29912e-05j 2.3667e-16-0.000333675j 4.51416e-17-0.000141374j 1.03664e-16-0.000371917j 3.58899e-16-0.000713411j -1.61275e-16+0.000341337j 6.88697e-17-0.000276758j -2.24975e-16+0.000210671j 2.58914e-17+0.000507501j -2.83442e-17-9.22553e-05j -6.35199e-15-5.70382e-05j 1.16286e-16+8.11126e-05j 1.6364e-16-8.04038e-05j -7.30897e-17+0.000376789j -1.27195e-16+0.000169636j -4.28631e-17+0.000375297j 1.80504e-16-0.000203088j -3.94771e-17+0.00038596j 1.57333e-16-0.000133814j -8.19916e-17+0.000167104j 2.70007e-16+7.36758e-05j 1.15437e-16-0.000239834j 3.01702e-17-0.0006242j -2.16882e-16+0.000468274j -1.34575e-16+0.000219962j 3.37393e-17-0.000356196j 2.02242e-16-6.83947e-05j -9.6124e-17+0.000302097j 1.86531e-16-0.000401595j -8.03763e-17+7.55468e-05j -8.06353e-17+0.000197765j 2.37627e-16+0.000268498j -1.01589e-16-0.000127641j -2.33355e-17-0.000276982j 2.12335e-16-0.000375826j 3.64318e-16-0.000727921j 1.28731e-16-6.97316e-05j 6.17917e-18+2.5171e-05j 2.34368e-16-0.000672356j -9.04166e-17+0.000274931j -1.55043e-16+0.000225389j -6.82123e-17-5.04053e-05j -2.46969e-17-0.000114035j 7.68111e-18-0.000128768j -1.73085e-16+0.000395041j -5.89685e-17-0.000310376j -3.25912e-17-0.000599092j -4.52208e-17-0.00036905j 
-4.09585e-18-0.000487545j -3.43733e-17+0.000936419j -1.27068e-17-0.000273758j -4.99009e-17-0.00117482j 3.48375e-17+0.000414899j 1.20663e-17+0.000168495j -3.23882e-17-0.000663299j 5.28021e-17+0.000822003j 7.03426e-17+0.000637353j -1.85697e-16-0.0021278j -6.83577e-17-0.000260412j -2.66336e-17-0.000172567j -2.00279e-16-0.00186428j 8.51327e-17+0.000567612j -5.25006e-17-0.000700399j 1.92303e-17+0.000275893j -1.67353e-20+0.000104797j 2.14711e-16+0.000642841j 6.59671e-14+0.000591855j -1.23627e-16-0.000391361j -1.34067e-16-0.000783077j -2.76532e-17-7.98155e-05j 1.61116e-15-0.00115635j 2.43772e-16+0.000951952j -1.20155e-16-0.000937803j -1.39213e-16-0.0010107j 4.71691e-16-0.00140702j -2.42121e-16+0.000859011j 2.86384e-15+0.00110556j 5.14315e-17-0.000619022j -6.72058e-17+7.34096e-06j -1.65292e-17+0.000662147j -9.98417e-17+0.000799142j -1.87758e-17+0.000339173j -5.16044e-17-0.000542885j 2.99041e-17+0.000212712j -1.17115e-17-0.000251526j -2.44723e-16+0.000978905j -2.1461e-16+0.000590033j -4.93274e-16-0.000877752j 1.25175e-16+0.000661032j 1.59306e-16-0.000266743j -5.51629e-17-0.00124896j -9.63333e-17-0.00146655j -5.66349e-17-0.000997817j 1.11521e-17+0.00028102j -1.32911e-16-0.00144001j 4.53814e-17+0.00079308j 4.53708e-17+0.000952574j -4.56085e-17-0.000531515j 2.15897e-17+0.000382445j 4.59549e-17+0.000911683j 3.66152e-17+0.00093382j 2.69305e-17+0.000621801j -5.94786e-16-0.000863611j -1.06962e-16+0.000160864j 
-3.66558e-17+3.72591e-05j 1.99594e-16-0.00113599j 1.3543e-17-0.000257688j -6.52562e-17+0.000617687j 3.24314e-17-0.000454979j 3.88676e-18-0.000352992j -5.10235e-17+0.000837531j 1.88865e-17-0.000166978j 2.00756e-17-0.000370849j -6.07523e-17+0.00180849j -1.15059e-17+4.77494e-05j -3.02654e-17+0.000491868j -9.75791e-17+0.00271835j 4.59686e-17-0.00073731j -4.63737e-17+0.000921352j 9.87112e-18-0.000196035j 3.08614e-17-0.000227418j 2.72371e-17-0.000544832j 4.59654e-14+0.000414698j 5.72539e-17+0.000192439j 3.41158e-18+0.000205411j -2.08431e-17-0.00027193j -7.56992e-16+0.000498148j -2.23621e-16-0.00118743j -7.50517e-17+0.000849721j 6.53184e-17+0.000883605j -4.96604e-16+0.00150093j 2.34711e-16-0.000156305j -1.33781e-15-0.000562029j -7.90361e-17+0.000354336j -6.63722e-18+0.0011034j 1.38033e-16-0.000907543j 2.06403e-16-0.000664199j 6.78346e-18-0.000633851j -8.93787e-17+0.000275683j -5.13122e-17-0.000288145j -3.85366e-17+0.000239488j 1.92012e-16-0.00069532j 1.65269e-16-0.000342278j 9.39469e-17+0.000319519j 4.94474e-17-0.000299137j -7.09912e-17+0.000180342j -1.13373e-16+0.0017564j -1.95158e-16+0.00228987j -5.23939e-17+0.000890229j -1.28369e-17-0.000461507j -6.50738e-17+0.00147414j 4.38847e-17-0.000827196j 4.02991e-17-0.000361685j -3.17829e-17+0.000690893j 1.69417e-17+2.02989e-05j 3.35118e-17-0.000563963j 5.80371e-17-0.000714024j 2.02086e-17-7.08874e-05j 6.52488e-16+0.00110968j 1.50891e-16+0.00023517j 
4.56999e-17+0.00114271j 5.74852e-17-0.000454853j 8.49676e-17+0.000934328j 3.26214e-18+0.00210383j 3.10436e-17-0.000337469j 4.56369e-17+0.000399939j -2.54436e-17-0.000589064j -3.42539e-17-0.00238761j -4.11545e-17-0.00115351j 7.19088e-17+0.00140024j 5.29814e-17+0.00136757j -3.63458e-17-0.000430675j -2.98351e-17-0.00131587j 2.0431e-18-0.000546083j 1.54714e-17-0.000498399j 1.10755e-16-0.00075084j -9.43534e-17-0.000403749j -6.56214e-16+0.000256844j -3.81259e-13-0.00343049j 1.28709e-16+0.000277747j 1.8603e-16+0.00209226j 1.24988e-16+0.000556437j -1.63252e-15+0.00130196j 2.44439e-16+0.000397502j 2.13107e-16+0.000867307j -1.11841e-16-8.34892e-05j -2.7142e-16-0.000558073j 2.00408e-16-0.00212742j -4.36398e-15-0.00162417j -5.04692e-16+0.00178592j -1.30527e-16-0.00246943j -4.77178e-17+3.47072e-05j 5.07463e-17-0.00101414j 2.24766e-16+0.00187496j 2.77465e-16+0.00125877j 2.14208e-16-5.88288e-05j -1.09821e-16+0.000826115j 2.03814e-16-0.000346419j 2.86726e-16-0.000855561j 7.96522e-16+0.00132163j -7.88307e-17-0.00121487j -1.59469e-16+0.000946332j -3.10772e-18-0.00123796j -4.44383e-17-0.000996388j 2.88862e-17+0.000408033j 2.78012e-17+0.000964691j -3.77594e-17+0.00105798j 1.71871e-17-0.000139657j -5.92769e-17-0.00202266j -2.56089e-17-0.000394714j -4.44033e-17-0.0012552j -3.11417e-17-0.000776122j 3.3354e-17-0.00117822j -7.3302e-17-0.00141762j 1.48586e-16+0.000401553j -2.77725e-17-0.000799378j 
7.75206e-17+0.000250686j -6.53776e-17+1.74545e-06j 6.77962e-17+0.000465764j 9.74597e-17-0.000346327j 3.67966e-17+0.000294204j 3.20506e-17+0.000225746j -4.97231e-17+0.000396316j -8.03825e-17+0.000707816j -4.37191e-17+4.77021e-05j 7.36938e-17+0.000102767j 2.94837e-17-0.000244986j -2.79029e-17-0.000187947j -7.64169e-18+0.000836605j -3.06759e-17-7.29127e-05j -2.25091e-17+2.32278e-05j -6.63599e-17+0.000145892j 2.00613e-16+0.000731404j 9.47966e-17-0.000242934j 7.9657e-14+0.000718246j 8.29665e-17+0.00013063j 1.08956e-16-0.000310382j 8.96319e-17+0.000217777j -2.58804e-17+6.06819e-05j 1.41502e-17-2.36698e-05j 8.97898e-18+0.000151226j 1.46406e-16+0.00100586j 4.09041e-17+0.000427761j -7.10492e-17+0.000818006j 1.12786e-15+0.000401099j 1.56163e-16-0.000301528j -1.51853e-16+0.000133701j 4.95276e-17+0.000127283j -1.27192e-17+7.41684e-05j -5.69055e-17-0.000991127j 6.42162e-17+5.10275e-05j -3.51606e-17+0.000360168j 4.96839e-17-0.000491236j -6.79463e-17+0.000153538j -1.11732e-16+0.000444586j 2.8783e-16+0.00028232j -1.83288e-16-0.000122848j -1.47482e-16-0.000305552j -4.13972e-17+0.00054839j -2.36699e-17+0.00061727j 4.05719e-17+0.000285813j 2.6857e-17-0.000173424j 1.07562e-17-0.000378664j 1.39902e-17+0.000106676j -6.71299e-17+0.000613428j -4.8512e-17+0.000262267j -6.16644e-17+2.08052e-05j -3.36072e-17-0.000202117j -3.49038e-17+0.00048833j -1.10316e-16-0.000324853j -2.33579e-17-6.87263e-05j -8.1189e-17-0.000310493j 
2.89674e-17+5.75519e-05j -6.19827e-18-0.00013308j 3.92823e-17-2.76566e-05j 1.07893e-17+0.000290016j 2.48502e-18-8.99469e-05j 2.13449e-17-1.9799e-05j 2.34353e-17-0.000130574j 4.55814e-18-0.000372409j -2.55069e-17-0.000125861j 4.4564e-17+0.000170745j 2.55479e-17+0.000176572j -1.21513e-17+2.06791e-05j 6.47865e-17-0.000168156j -3.47416e-17-7.60181e-05j 2.20259e-18-2.77114e-05j 1.54454e-17-0.000137857j -1.63162e-17-0.000187089j -8.00226e-17+6.23652e-05j -4.79105e-14-0.00043109j 1.03371e-17+2.17348e-05j 2.83265e-17+0.000274767j 6.34438e-18-2.62886e-05j -1.5862e-16+0.000134104j 1.53163e-17+1.68326e-06j 6.292e-17+9.44373e-05j 3.07075e-17-0.000199274j -2.18659e-17-9.68582e-05j 4.98471e-17-0.000347532j -5.73634e-16-0.000209461j -3.83283e-17+0.000229785j -9.41436e-18-0.000223167j -1.55236e-17-7.4107e-05j -1.78744e-17-0.000131548j 1.96252e-17+0.000363569j 5.68319e-17+0.000144449j 4.73694e-17-9.37956e-05j -2.51345e-17+0.000199518j 4.61758e-17-7.81928e-05j 6.44856e-17-0.000166616j 6.46056e-17+7.45964e-05j 8.14223e-18-7.41394e-05j 4.40513e-17+0.000176245j 2.94001e-17-0.000150616j 5.51983e-17-0.00011024j 2.91832e-17+1.81229e-05j 1.27207e-17+0.000113746j 1.39603e-17+0.000227458j -1.42331e-18-5.84897e-05j 4.11834e-18-0.000326452j 2.01282e-17-9.11527e-05j -1.9688e-17-0.000118706j -2.47665e-17-3.36804e-05j 1.07062e-17-0.000235636j -3.8796e-17-7.72355e-05j 1.05558e-16+0.000140504j -8.82338e-18-8.77763e-07j 
8.65243e-18+4.72758e-05j 2.12475e-16-0.000675639j 1.06339e-16-0.000293855j -1.48111e-16+0.000761514j -5.14409e-17+0.000597965j 6.72553e-17-0.000216173j 2.59417e-16-0.00173618j 2.40074e-16-0.00150186j -3.44071e-17+0.000316115j -6.53677e-19-0.000340464j 3.38381e-17-0.00042779j -1.44123e-17-0.000197077j 2.54068e-16-0.00246535j -9.74897e-17+0.00105182j 1.117e-16-0.000579178j 4.45946e-16-0.000974062j -3.12808e-17-0.000266897j -2.32794e-16-8.74182e-05j -9.02953e-14-0.000813568j 2.07006e-17+0.000965243j -1.05531e-16+0.00100958j -7.49525e-17-0.000611938j -2.49727e-15+0.00167785j 3.1608e-16+0.000435543j 1.70141e-16-0.000371873j 8.59666e-17-0.00210714j 1.30031e-16-0.00073451j 5.52053e-17-0.00144473j 8.83475e-16+0.000332176j 2.63626e-16-0.00089478j 2.33086e-16-0.00219755j 5.47791e-18-0.000136312j -1.01833e-16+0.00051667j -1.47125e-16+0.0013055j 5.56132e-17+0.000592793j 2.37877e-16-0.000645601j -1.45551e-16+0.00064599j 2.63957e-16-0.00103185j 3.31735e-16-0.000478918j 1.12299e-16+0.000191695j 5.09527e-16+0.00116601j 5.80993e-16+0.000615091j 1.45766e-16-0.00100582j 3.1215e-16-0.00242079j 2.15913e-17-0.000225254j 1.57872e-17-2.6985e-06j -4.40008e-17-0.000462869j 1.44727e-18+0.000142935j 2.19933e-16-0.00155155j 2.32443e-16-0.00169766j 1.65824e-17-0.000164029j -8.57858e-17+0.000433193j 1.6403e-16-0.000755597j 1.1847e-17-0.000310521j 2.77561e-16+0.000658494j 4.32608e-17+5.0604e-05j 
