9.75395e-15-0.106775j -3.63631e-14+0.312657j 1.90485e-15-0.0569335j 5.0716e-15-0.106503j -1.31816e-15-0.115223j 3.75956e-17-0.0449625j 1.00315e-15+0.109059j -2.39191e-15+0.0645381j -5.99124e-16+0.0336133j 4.70192e-16-0.125388j 1.32822e-15-0.00742589j -4.52944e-16+0.0198816j -2.96228e-15-0.205727j 2.34419e-15+0.0928517j -1.74226e-14+0.0527922j -6.1123e-14+0.197192j -1.01563e-14-0.115831j 1.04425e-14+0.00954048j -1.85429e-12-0.0167318j -2.09825e-14-0.145923j -8.25912e-15-0.141728j 1.45337e-14+0.0754838j 2.56116e-13-0.184807j -3.57974e-14-0.000491364j -3.53131e-15-0.150957j 4.08844e-15-0.0360482j -2.67704e-14-0.0160959j 1.87043e-14-0.0728093j -4.7481e-13-0.171568j -1.77625e-14+0.0226279j -2.9833e-15+0.16626j -9.28826e-15+0.100294j -9.03392e-15+0.0383003j -1.24303e-14-0.00230593j -1.73641e-14-0.229748j -1.09593e-14-0.00252421j 5.99224e-15-0.0567547j 1.3197e-14+0.00528964j 5.24018e-15-0.0722888j -6.62661e-14-0.120955j -7.60655e-14-0.0584329j -6.38885e-14-0.115019j 4.23283e-15-0.114371j 6.80428e-15-0.167765j 4.31827e-15-0.120767j 2.64279e-15-0.0288416j 3.59204e-15-0.0249856j -1.60231e-15-0.012644j -7.2099e-16+0.0707572j 9.82923e-16+0.127962j -2.39853e-15+0.058701j -2.02038e-15-0.00214831j -3.20272e-15+0.0361195j -3.93283e-15+0.179537j -1.75291e-13-0.296081j -4.01858e-14+0.0732402j 
2.58524e-17-0.00232896j 1.89991e-16-0.00116693j 9.92148e-17-0.00356885j -4.06719e-17+0.000215528j -3.53605e-17-0.00146226j 3.92302e-17-0.00186157j 9.83551e-17-0.000575038j 2.16314e-17-0.00116305j -2.43287e-17+0.000553899j -1.30771e-17+2.11172e-05j 3.71794e-17-0.000130696j -9.36288e-17+0.00193125j -1.97572e-19+0.000512095j 6.79889e-19-5.1395e-05j -1.25528e-16+0.00132482j 3.24434e-19-0.000389594j -5.59366e-16-0.00333187j 2.12729e-16+0.000417017j 6.66928e-14+0.000599599j -2.06918e-16-0.000620649j -1.62185e-16-0.000335816j -4.28739e-16-0.00209342j 1.54436e-15-0.00108327j -4.01161e-16-0.00156243j 3.35768e-17-0.000560206j -1.52768e-16-0.00393615j -3.55582e-16+2.43811e-05j 1.31519e-16-0.00176035j -1.74471e-15-0.000570895j -5.43527e-18+4.90579e-06j 5.07547e-17+0.00307353j -2.58198e-17-0.00178855j -1.21568e-17-6.40796e-05j 1.8892e-16+0.00229313j -1.47573e-16-0.00100968j 4.03217e-17-0.0020198j -1.27065e-16+0.00191417j 2.12927e-16-0.00101562j 3.9202e-16-0.00152061j -1.55037e-15-0.00239415j 8.31186e-16+0.00165895j 1.13634e-15+0.000871025j 1.00709e-17+0.000620282j -5.97736e-17+0.000787946j 1.80189e-17-0.000782472j 2.85925e-17-0.000577777j 1.59667e-17+0.00238284j -7.98592e-18-0.00122711j 5.69891e-17-0.00127949j 9.42586e-17-0.000282134j -1.40572e-17+0.00120588j -5.63876e-17+0.00129179j 5.51623e-17-0.00193993j -2.78507e-17+0.00287535j 1.18592e-15+0.00151736j 2.31299e-16+0.00258772j 
5.46214e-17-0.000205524j -3.96201e-16+0.0025027j -3.90993e-17+0.000390225j 2.91925e-17-0.000557075j 3.95018e-17-0.000826289j -1.09901e-17+5.00053e-05j -7.92e-17+0.00124694j -1.51352e-17+0.000546347j 1.87518e-17-0.000131097j -8.79342e-18-0.000435513j -6.64121e-18+0.000258382j 2.7932e-17-0.000177508j 2.71488e-17-0.00111984j 9.12874e-19+0.000370051j -1.34559e-16+0.000301354j -5.60984e-16+0.00159938j 3.71132e-17-0.000322121j -6.0836e-18-2.90121e-05j -6.68684e-14-0.000602409j -8.76552e-17-0.00108762j -7.56276e-18-0.000824952j 1.73597e-16+0.00112176j 1.6742e-15-0.00120411j -2.52187e-16+0.00011512j -1.36274e-17-0.000741633j 2.8164e-17+0.000904691j -2.81612e-16+0.000112707j 2.64631e-16-0.000367488j -4.26517e-15-0.00160841j -2.92929e-16+0.000648213j -3.24993e-17+0.000811527j -9.44763e-17+0.00100729j -8.2606e-18-2.96866e-05j -8.69994e-17-0.000445435j -5.38292e-17-0.00143549j -1.04622e-16+0.000410462j 8.27598e-17-0.000733151j 1.21314e-16+0.000237001j 2.98993e-17-0.000382855j -1.24456e-16-0.000255955j -7.825e-16-0.00118144j -8.12547e-16-0.000971026j 4.71162e-17-0.000787727j 8.34111e-17-0.000896534j 3.31195e-17-0.000556704j 1.5026e-17-2.63081e-05j 1.55304e-17-0.000189071j 6.75555e-18-3.00819e-05j -1.00165e-17+0.000654068j -7.47591e-17+0.00134152j -1.26214e-18+5.44927e-05j 4.78798e-17-0.000532208j -2.76392e-17+0.000471187j -2.64929e-17+0.000656612j -1.41661e-15-0.00245036j -3.26126e-16-2.34095e-05j 
-1.66787e-16-0.000630363j 1.29194e-16-0.00590229j -1.43359e-16-0.00213452j -8.19831e-17-0.000438792j 1.86004e-16+0.00192172j 2.65094e-17-0.000188471j -1.92973e-16-0.00293635j 1.02726e-16+0.000514831j 9.27086e-17+0.000936148j -1.36085e-16-0.000975241j -9.30169e-17-0.000565479j 1.25335e-17+0.00102674j 3.98632e-16+0.00360064j -2.08876e-16-0.00156303j 1.53437e-16-0.000859057j 8.19371e-16-0.00354829j -6.86718e-17+0.000406805j 6.71696e-16+0.00116058j 3.6858e-13+0.00331256j 1.81055e-16+0.00154889j -6.50475e-17+0.00044814j -9.41171e-16-0.00334089j -9.16578e-18+9.16515e-05j 5.44003e-16+2.07832e-05j 6.8785e-17+0.00131328j -3.69189e-16-0.00287392j 1.19561e-15-0.00142329j -4.76844e-16+0.00308698j 1.53618e-14+0.00558432j 5.40905e-16-0.00161915j 7.06893e-17+0.000602966j -1.22113e-16-0.00250401j -5.94784e-17+0.000465184j 3.78508e-16+0.00118414j 4.21966e-16+0.00277006j 1.23866e-16-0.000831179j -1.53086e-18+0.00178337j -5.98791e-16+0.00136188j -2.46129e-16+0.00192269j -8.23598e-16-0.00114672j 2.44967e-15+0.00349805j 2.56644e-15+0.00222296j 1.39272e-16+0.0018748j 2.25025e-16+0.00351067j 8.58272e-18+0.00042011j 9.93746e-18+0.00037065j -5.74622e-17-4.41066e-05j 7.44705e-17+0.000609974j 9.10627e-17+0.000416373j -2.27395e-16-0.00298829j 7.71099e-17+0.000742211j 2.13414e-16+0.00260957j 4.34166e-17-3.10983e-05j -1.59096e-17-0.000128801j 4.34372e-15+0.00595386j 8.9748e-16+0.0008871j 
3.98035e-17+0.00292464j 2.68947e-16-0.00207408j 1.15513e-16+0.00312268j 8.64024e-17+0.00215201j 6.11654e-18+0.00139872j 4.73399e-17+0.0016003j 1.2489e-17-0.000608598j -8.21518e-17-0.00135904j -1.04792e-16-0.00138792j 2.14397e-16+0.00226168j 8.33556e-17+0.000959699j -9.14247e-18-0.00148506j 5.40516e-17+0.000920829j -6.71538e-17-0.0010815j 2.25066e-16-0.00125497j 5.43347e-16-0.00169283j 3.965e-16+0.00255091j -6.63301e-16-0.000356318j -2.59233e-13-0.00232995j 3.73346e-16+0.00169522j 3.63476e-16+0.00261885j 3.40915e-16+0.00102677j -4.09703e-15+0.00304781j 5.75648e-16+0.000892048j 2.09752e-16+0.00215618j 2.09789e-16+0.00280231j 1.71851e-16+0.000175304j -1.06511e-16+0.000114811j 1.05671e-15+0.000355095j -5.36674e-17+0.000990763j -1.63643e-16-0.00443281j 1.13539e-16+0.000175183j 6.12635e-17-0.00101878j 7.36324e-17-0.00037577j 4.04995e-16+0.00311007j 2.20794e-16+0.00111516j -6.61711e-17-0.000189312j -5.43657e-17+7.87526e-05j -7.76734e-17+0.000769736j 2.10159e-15+0.00327742j -1.727e-16-0.00141268j -3.63526e-16+0.000918755j -4.6311e-17+9.63047e-05j -2.22824e-17+0.000551424j 4.15597e-17+0.00183561j 3.98677e-18+0.0010082j 1.51907e-17-0.000248517j -5.93766e-19+0.000520302j -1.15377e-16-0.00116865j 1.54614e-17-0.000846344j -8.31218e-17-0.00194773j -9.85128e-17-0.00143587j -1.14811e-17-3.87323e-05j -1.08842e-16-0.00396598j 7.18781e-16+0.00169649j 7.66058e-17-0.00255302j 
-1.69538e-16+0.000455369j 2.50752e-16-0.000712294j -1.35714e-16+0.000342909j -1.51719e-16+0.000460626j -8.92793e-17+0.000430811j -7.34533e-17+0.000269021j 1.08232e-16-0.000682139j 1.3001e-16-0.000520476j 6.66488e-17-0.000145933j -9.72934e-17+6.9227e-05j -5.72536e-17+0.000181856j 7.42104e-17-0.000247733j 9.06804e-18-0.000365219j 4.81657e-17-0.000122091j 1.55824e-16-0.00048337j 3.53923e-16-0.000666423j -1.08217e-16+0.000329989j -1.35106e-16+0.000151273j -6.08261e-14-0.000548896j -4.90017e-17+0.000446535j -1.39589e-16+0.000679399j -4.15453e-17-0.000102301j -1.03921e-15+0.000638856j 1.5084e-16+0.000380129j -6.70659e-17+0.000326303j -1.19685e-16-0.000217952j 2.06752e-16-0.000451186j -6.90901e-17-8.00287e-05j 1.14855e-15+0.000447823j -4.52537e-17+5.3914e-05j 2.79852e-16-0.00117859j 4.29883e-18-6.16271e-05j 3.50066e-17-5.88617e-05j 1.19886e-17+0.000478493j -9.77745e-17+0.00079431j 4.66089e-17+4.98031e-05j -6.27734e-17+0.000243353j -5.6438e-17+8.88183e-05j -4.48072e-17+0.000170444j 1.04753e-16+0.000450358j 2.62573e-16+0.000129734j 1.13457e-16+0.000443932j 3.42239e-17-0.000325324j 1.63835e-17-0.000317737j -9.19499e-17+0.000166795j -7.3557e-17+0.000338006j -4.69246e-18-0.000181094j -3.52984e-17+0.000239545j 9.98856e-17-0.000439232j 1.09415e-16-0.000670482j 1.09974e-16-0.000350778j 4.06419e-17+6.96375e-05j 3.83756e-17-0.000106168j 2.20058e-16-0.000705866j 2.17202e-16+0.000663612j 2.05664e-16-0.000378002j 
2.6736e-16+0.000208492j 4.32034e-16+0.000628515j 3.65561e-16+0.000236131j 4.9244e-16+0.000911654j -4.23341e-16-0.000867548j -1.66691e-18-0.000165102j 4.81605e-16+0.000750838j -4.74868e-16-0.000933484j -3.91747e-16-0.000621224j 7.63531e-16+0.00124673j 3.23388e-16+0.000560225j -8.40756e-17+5.97187e-05j -9.39738e-17-4.69748e-05j -2.12998e-17-0.00015172j 1.91804e-16+0.000526462j 1.09675e-16+0.000465611j -2.57254e-16-0.000666051j -5.0293e-16-0.000288655j -1.65046e-13-0.0014768j -1.2816e-16-0.000311976j 3.4183e-16+0.000505199j 5.83928e-16+0.00056674j -1.50746e-16+0.000304751j -4.14211e-16-0.00048825j 1.87998e-16+0.000222635j 5.62731e-16+0.000525689j -1.14578e-16+0.000670339j -4.51789e-16-0.0014656j -6.28065e-15-0.00193745j 2.4451e-16+0.00105411j -1.82296e-16-7.61798e-06j 1.31104e-16+3.13179e-05j -2.65473e-16-0.000663189j 2.21301e-17+0.000306838j -1.49275e-16-0.000266481j 2.80461e-17-0.000140551j -7.52312e-17+0.000145095j -9.54268e-17-0.000676576j -2.15224e-16-0.000927914j 6.26297e-16+0.000446863j -1.1161e-15-0.00107365j -5.89381e-16-5.33719e-05j -5.99118e-17-5.51459e-05j -1.40073e-16-4.142e-05j 1.98201e-16+0.000247975j -2.68505e-18-5.6395e-06j 5.11297e-16+0.00112921j -2.89362e-16-0.000598063j -4.44895e-16-0.000876877j 5.01017e-16+0.000805367j -2.8113e-16-0.000374819j -5.86128e-16-0.000839579j -3.20815e-16-0.000771345j -1.93688e-16-6.17628e-05j -9.08756e-16-0.000620978j -2.66802e-16-4.3727e-05j 
-1.76917e-17-0.00202924j -2.37513e-17-0.000293058j -7.01048e-18-0.00291496j -8.07482e-17-0.0001102j 1.15497e-17-0.0017329j 8.97161e-18-0.00138043j 9.13759e-18+0.000180849j 6.5489e-17-0.000530705j 3.4791e-17+0.000178307j -7.88564e-17-0.000205615j -6.15719e-18+0.00053241j -4.38928e-17+0.00170364j 6.81903e-17+0.000820106j -9.05828e-18-0.000678138j -1.5633e-16+0.00116032j -2.36163e-16+0.000208914j -5.048e-16-0.00303761j 2.40703e-16+0.000812083j 1.70966e-14+0.000151359j -2.83558e-16-0.00133848j -2.07049e-16-0.000635581j -3.42656e-16-0.00134402j 3.12557e-15-0.00222688j -4.66203e-16-0.00119619j -2.25956e-17-0.000409477j -1.71898e-16-0.00269711j -2.58145e-16-0.000282327j 2.89499e-16-0.00105635j -2.54524e-15-0.000900138j -3.37179e-16+0.0009751j 9.95678e-17+0.00351715j -1.0186e-16-0.00124094j 1.45928e-17-0.000410263j 2.05555e-16+0.00204427j -1.3789e-16-0.00119405j -4.58443e-18-0.00136664j -9.71871e-17+0.00150286j 1.08238e-16+5.24915e-05j 2.42802e-16-0.00115492j -1.54192e-15-0.00229499j 4.27959e-16+0.000590627j 6.22449e-16+0.000575632j 5.54318e-17+0.00025317j 8.00607e-19+0.00133822j 9.24134e-18-0.000891556j 9.38934e-18-8.46733e-05j 5.86268e-18+0.00226814j 9.89974e-18-0.000947548j 9.22021e-17-0.000419903j 8.74382e-18+0.000556011j 3.33079e-17+0.000969101j 4.57601e-17+0.00102144j 5.17449e-17-0.00129112j 2.13653e-17+0.00269547j 7.14298e-16+0.000646562j 1.60891e-16+0.00217386j 
1.43634e-17-0.000135314j -1.79241e-17+0.000224777j 3.18695e-17-0.00054533j -4.70566e-17+0.00133085j 1.91394e-18-0.0012233j 2.04143e-17-0.000250893j 1.44644e-17-0.000205906j 2.34714e-17-0.00191184j -4.61051e-18-0.000809362j 1.01303e-17+0.000565079j 3.03099e-17+0.00144621j -2.77322e-17+0.000377349j 1.83997e-17-0.00122225j 6.85511e-18-0.000655861j -5.91502e-17+6.50043e-05j -1.02781e-16-0.000100228j -3.44039e-16-0.00181177j -3.98505e-16+0.00074757j -3.11868e-13-0.00280792j -1.11957e-16-0.000763232j -2.7246e-18+0.00108902j -6.80171e-18+8.61032e-05j 8.82582e-16-0.000544502j -6.99796e-17-1.99054e-05j 1.27478e-16+0.000215655j -1.66586e-16-0.0012601j -2.66577e-16-0.000855266j 3.01982e-16-0.00211738j -5.28771e-15-0.0019189j -6.27962e-16+0.00204324j 1.68973e-18-0.000145274j -1.16244e-16-0.000200832j 1.47636e-17-0.00092544j 2.45047e-16+0.00248037j 9.44618e-17+6.62149e-05j 1.49747e-16-0.000528255j -1.28877e-16+0.00117711j 1.74518e-16+5.76349e-05j 2.77241e-16-0.00119737j -2.1326e-16-0.000213725j -6.27148e-17-0.000926056j -3.36321e-17+0.000791061j 5.0525e-17-0.00131317j 8.99041e-19-0.000572305j 2.25811e-17-0.000392092j 1.32149e-17+0.000844042j -6.57676e-18+0.00165483j 8.48228e-19-0.00040846j 1.19989e-17-0.00149265j 1.38306e-17+0.000184483j -1.81683e-18-0.000510323j -8.13802e-19-0.000113167j 4.0733e-17-0.0012731j -7.31775e-18+0.00035277j -9.32006e-18-7.50392e-05j -1.41863e-17+0.000373604j 
8.30707e-18-0.000358933j 3.705e-16-0.00219936j 9.76688e-17-0.000966068j 6.40444e-17-0.000437078j -6.17329e-17+0.0011276j 3.48237e-17+5.60812e-05j 1.13698e-16-0.00200912j -5.25133e-17+0.000120139j -4.77618e-17+0.000644969j 4.26041e-17-0.0014897j 2.22664e-17-0.000254297j -6.84196e-17+0.000239955j -8.87027e-17-7.39549e-05j -2.69491e-18-0.000278986j 1.35353e-16-0.000949836j 6.28701e-16-0.00164704j -1.19358e-16+0.000161681j 1.94484e-16+0.00089843j 1.26968e-13+0.00114264j -4.16962e-17+0.00064306j -1.87892e-17+0.000215027j -2.09782e-16-0.00149696j 3.67324e-16-0.000167666j 4.2135e-16+0.000693511j 1.39374e-18+0.000112643j -6.62474e-17-0.00213636j 9.03605e-16-0.00162501j -6.24743e-16+0.00131625j 7.39179e-15+0.00288283j 4.13584e-16-0.000928839j -8.47451e-17-0.000458639j 3.99881e-17-0.000714194j -1.87607e-16+0.000588268j 1.62343e-16+0.00117371j 9.20105e-17+0.00118326j 1.5905e-16-0.000331632j -9.7307e-17+0.000841198j -4.81202e-16+0.00095695j -3.27137e-16+0.000988742j -3.65192e-16-0.000759422j 9.33697e-16+0.00188743j 1.18224e-15+0.00104553j -4.6468e-17-0.000242373j -9.62039e-17+0.000168153j 1.89448e-18-0.000357006j 8.56509e-18+0.00047238j 8.06832e-18-0.000775523j -2.63449e-17+0.000731864j -5.76733e-17+0.000200515j 9.372e-17-0.00192317j -5.02578e-17+0.000321183j -1.10026e-16+0.00160196j -2.72426e-17+0.000246495j -3.94121e-17+1.96201e-05j 1.30988e-15+0.0022505j 2.67649e-16+0.000347673j 
-9.86593e-17-6.82379e-05j 1.0069e-16-0.00147746j -7.79531e-17-0.000475358j -1.04824e-16-0.000104227j 2.5664e-17+0.000738264j -4.4511e-18+0.000180205j 5.42096e-18-0.00145691j 1.18208e-16-0.000139701j 6.34685e-17+0.000264951j -1.154e-16-0.0010034j -5.63218e-17+0.000113798j 2.11624e-17+6.80999e-05j 1.03662e-16-0.000296953j -3.46464e-17-0.000353496j 9.18962e-17-0.000818849j 3.76339e-16-0.00119749j -9.26529e-17+9.9042e-05j 1.07619e-16+0.000781671j 2.97426e-14+0.000264869j -2.95534e-17+0.000374403j -1.1388e-16+0.000387069j -2.60832e-16-0.000888438j 2.16974e-16-0.000160237j 3.27957e-16+0.000661717j 2.19365e-18+0.00018873j -1.88978e-16-0.0014215j 6.01856e-16-0.00137524j -1.91325e-16+0.000775009j 4.94517e-15+0.00183703j 5.45044e-17-0.000279507j 1.19903e-16-0.000630546j -6.97501e-17-0.000396419j -6.38755e-17+0.00025645j 1.2475e-16+0.00111538j 1.06853e-16+0.000987796j 1.15708e-16-0.000140877j -5.87233e-17+0.000660668j -2.48901e-16+0.000850207j -1.21162e-16+0.000666522j -3.11993e-16-0.000380775j 7.77094e-16+0.00104876j 7.824e-16+0.000841422j 7.1053e-17-0.000480613j 9.79222e-17-1.5741e-05j -3.27938e-17-0.000263841j -1.59611e-17+0.000576746j -5.48201e-17-0.000483244j 1.91218e-17+0.000587194j 9.5272e-17+1.52333e-05j -1.2182e-17-0.0013454j 6.51557e-17+2.60251e-05j 7.7156e-17+0.00104469j 5.2901e-17+0.000141695j 7.61475e-17-0.000192078j 1.01921e-15+0.00151113j 2.64306e-16+7.89229e-05j 
1.84691e-17+4.17768e-05j -1.12138e-16-5.87773e-05j -1.24429e-17+7.58289e-05j 6.76083e-17-0.000197824j -1.37682e-17+0.000416951j -4.42437e-18+0.000113264j 1.68497e-17-0.000498824j -3.83013e-17+8.29813e-05j -3.17865e-17+0.000232351j 9.23635e-17-0.000550291j 2.17177e-17-0.000235057j 2.73896e-17-0.000181228j 1.43497e-16-0.00068614j -7.13631e-17+0.000313357j 5.44169e-17-0.000356065j 4.3837e-17-0.000203583j 1.34685e-17+0.000296367j 1.85035e-17+7.01891e-05j 2.25113e-14+0.00020256j 4.38033e-17+0.00023767j 4.8824e-17+5.45262e-07j -6.0373e-17-0.00010963j -2.28034e-16+0.000194359j 9.71009e-17+0.000365406j 8.1531e-17-0.000198956j -1.05732e-17-0.000368649j 2.38544e-16-0.000404467j -1.42791e-16+0.000223644j 1.58866e-15+0.000599512j 1.69565e-16-0.000471776j 1.19357e-17-0.000573621j -7.53716e-17+0.000151901j -1.01058e-16+0.00033321j 2.86857e-18+5.33272e-05j 9.59296e-17+0.000141103j 5.64903e-18+4.89524e-05j 5.18391e-17-6.49773e-05j -8.85255e-17+9.16507e-05j -6.44583e-17+0.000247778j 4.90201e-17-1.3453e-05j 1.38993e-16+0.000414624j 2.175e-16+2.56102e-05j 8.73823e-17-0.000336273j 1.60989e-16-0.000660236j 5.25089e-17-0.000155875j 8.20144e-18+4.51599e-05j 8.12951e-17-0.000622034j -3.60013e-17+0.000300382j -4.66662e-17+7.61946e-05j 6.90958e-18-0.000509628j -1.79693e-17+2.68583e-05j -2.23856e-17+0.000267892j -5.51165e-17+0.000236548j -3.33015e-17-0.000133799j 1.28194e-16+4.0853e-05j 4.95327e-18-0.00011093j 
-5.46041e-17+0.00136148j 2.39294e-16-0.000909708j -6.72397e-18+0.00153679j -2.80676e-17+0.000708734j -5.85258e-17+0.00137678j -1.41113e-17+0.000767298j 9.43673e-17-0.00110831j 3.3997e-17-0.000599416j -1.52181e-17-0.000116111j 2.9426e-17+0.000276619j -5.53913e-19-0.000295912j 3.63979e-17-0.00100998j -6.56517e-18-0.000990848j 6.37588e-18+0.000456623j 1.95435e-16-0.00101547j 4.8578e-16-0.00102804j 1.87559e-16+0.00167749j -2.82464e-16-0.000384401j -6.40336e-14-0.000575221j 1.82611e-16+0.00139083j 7.50654e-17+0.00117892j 1.03636e-16+0.00027772j -3.15081e-15+0.00221866j 4.49378e-16+0.000850839j 5.25409e-17+0.000477592j 2.45837e-17+0.000577062j 2.74472e-16-0.00023735j -2.47988e-16+7.37892e-05j 2.61221e-15+0.000964915j 2.64099e-16-0.000752637j 7.03416e-17-0.00317641j 6.84204e-17+0.000342343j -1.601e-17+0.000256298j -7.54561e-17-0.000337544j 9.60301e-17+0.00148526j 1.03693e-16+0.00045526j -1.79521e-17-0.000298688j -4.25706e-17-0.000367601j -5.84187e-17+0.000558509j 9.69136e-16+0.00156798j 1.89414e-16+0.00023186j 6.069e-17+0.000310785j -3.89477e-18-0.000380167j 3.1289e-17-0.00127318j -3.53016e-17+0.000641041j -2.72445e-17+0.000223115j -9.31992e-18-0.00122805j -2.4318e-17+0.000597693j 1.61729e-18-0.00064681j 8.869e-17-0.00130239j 1.48261e-17-0.000772173j -4.6853e-17-0.000337564j 1.15635e-17+0.000231891j 6.31009e-17-0.00199236j 1.44576e-16+0.000686511j 7.82962e-17-0.00130175j 
-1.56261e-17+0.00021403j 2.48664e-17-0.00117321j -2.62305e-17-0.000110035j 7.14791e-17+0.000697411j 4.35259e-17+0.000385263j -1.31927e-17-0.00012675j -1.43586e-16-0.000796957j -1.45874e-16-0.000854183j 3.30504e-18+1.45632e-05j 9.53111e-18+0.000537369j -8.82131e-18-0.000219836j -8.10773e-18-1.13242e-06j -1.4766e-16-8.81528e-05j 4.52181e-17+0.000176359j 1.0989e-17-0.00011461j 1.36058e-16-0.00085892j -6.81917e-17+3.67955e-05j -1.14502e-16-0.000231717j -2.18559e-14-0.000195366j 2.06473e-16+0.000790752j 1.57607e-16+0.000766931j -1.91661e-16-0.000504331j -1.64638e-15+0.0012909j 1.76886e-16-0.000118635j 6.97106e-17+0.000299131j -2.67668e-16-0.000703541j -1.18063e-16+0.000108136j -1.83158e-16-0.000593278j 9.86673e-16+0.000329542j 8.34025e-17-0.000427475j -1.66821e-16-0.00104936j -2.25233e-17-0.000483193j 4.72634e-17+2.64102e-05j 1.904e-16+0.000412759j 1.63053e-16+0.000747584j -4.20897e-18-0.000384421j 6.25475e-17+0.000452753j 5.72566e-18-0.000719595j 1.04199e-16-0.000188415j 2.27807e-16+0.000391177j 5.51852e-16+0.000608975j 5.15181e-16+0.000525626j -6.81807e-17+0.000216199j -1.53671e-16-0.000265132j -1.40373e-17+0.000348429j 1.49803e-17-0.000104354j -1.32862e-17+0.000189929j 3.41535e-18-0.000133141j -1.54231e-16-0.000953926j -1.40943e-16-0.00085967j -1.89582e-17-0.000161193j 3.15336e-17+5.93541e-05j -6.7521e-17-0.000606446j -3.19294e-17-0.000478743j 8.06088e-16+0.00112633j 1.57528e-16-3.88437e-05j 
8.78224e-17+0.000134611j 7.25268e-17+0.001094j 1.86461e-16+0.000714987j -2.3666e-16-0.00106107j 2.07433e-17-0.000100037j 1.30623e-16+0.000403665j 2.99438e-16+0.00145266j 4.51975e-16+0.00174824j -2.03874e-17-4.00678e-05j -7.25774e-17-0.000186326j 2.85912e-17-1.7464e-05j -4.35297e-17-0.000190796j 4.32505e-16+0.0014948j -1.78427e-16-0.000415486j -3.06902e-17+0.000244671j -5.87802e-17+0.00105653j 4.90942e-16+0.000866042j 2.67158e-16-0.000107277j 1.20818e-13+0.00108499j -2.43742e-16-0.000657682j -2.8829e-16-0.0011363j 4.1003e-16+0.000802968j 1.30436e-15-0.00123285j -1.66164e-16-3.10523e-05j -8.52515e-17+1.64762e-05j 8.01249e-16+0.00216644j 1.47755e-16+0.000588306j 5.55669e-16+0.00163434j 2.96422e-16+6.27346e-05j 7.58237e-17+0.000185831j 3.05711e-16+0.00137514j 1.9156e-16+0.000568389j -1.26295e-17-5.33294e-05j -5.64866e-16-0.00173501j -2.13293e-16-0.000653572j 1.1467e-16+0.000847312j -1.9289e-16-0.00106036j 1.84099e-16+0.000904441j -3.55824e-17+0.000722151j 8.03714e-17+1.82221e-05j -9.09621e-16-0.000892198j -9.05028e-16-0.00089928j 1.19921e-16+0.000654789j 3.99653e-16+0.00136502j 3.99569e-17+0.000115998j 1.1098e-17-0.00012491j -1.19515e-16-0.000474786j 9.44038e-17+0.000181543j 4.80795e-16+0.00172596j 2.85772e-16+0.00133743j 1.43851e-17+0.000162434j -5.9855e-17-0.000409335j 3.02007e-16+0.00116661j -4.75191e-17+4.06852e-05j -9.57744e-16-0.00113407j -2.82228e-16-0.000355995j 
2.57e-17-0.000412425j -1.80563e-16+0.000452945j -3.04457e-17-0.000585472j 9.24806e-17+0.000666727j 1.74951e-17-0.000560831j -2.82325e-17-0.000711426j -1.23952e-16-6.13804e-06j -1.6483e-16-0.00112513j -1.27942e-17+8.40353e-05j 5.39696e-17+0.000718549j 1.43977e-17-0.000396074j 8.35699e-18+0.00026205j -1.06654e-16-0.00108492j 4.56797e-17+0.000918303j -8.4665e-17+0.0006374j -2.53284e-16+0.000253499j -1.83101e-16-0.000987836j -1.67284e-16-0.00064207j -6.62978e-14-0.000594835j 1.47276e-16+0.000198457j 1.39943e-16+0.000280467j -1.48873e-16-0.000135963j -1.31473e-15+0.00102087j -1.62511e-16-0.000669295j 1.01128e-16-0.000465416j -2.56607e-16-0.000998373j -6.31788e-16+0.000748181j 6.6344e-17-0.0019674j -3.79666e-15-0.0014516j -1.66811e-17-0.000328557j -1.2123e-16-0.000183364j -7.8825e-17-0.000204067j 5.57142e-17+7.04356e-05j 1.08643e-16+0.000390453j 4.46006e-17-0.000625881j -9.72489e-17-0.000757555j 1.13754e-16+0.000305615j 2.99239e-16-0.00163144j 3.47015e-16-0.00120861j -5.4971e-17-5.84509e-05j 1.46204e-16+0.000235744j 1.45272e-16-9.14982e-05j -1.74902e-17-1.9685e-05j -7.5109e-17-0.00125331j 1.73367e-17-4.40514e-05j 2.40372e-17-0.000627582j 4.79422e-17+0.000700404j -2.48409e-17-0.000704569j -1.61845e-16-0.00132145j -1.15595e-16-1.82864e-05j -2.3028e-17+0.000132319j 1.54438e-17-0.000332677j -8.91404e-17-0.00107079j -3.62145e-17+0.000570617j -6.3847e-17-0.00041781j -3.32455e-17+0.00053999j 
