-6.87756e-15-0.0940107j -3.60726e-15-0.23473j -3.71293e-16-0.115374j 1.19612e-15+0.120846j -1.0191e-14-0.191901j -1.26045e-15+0.0815614j 3.73859e-15+0.245897j 5.13154e-15-0.244223j -8.74763e-15+0.154982j -1.12107e-14+0.0209826j 3.73841e-14-0.309908j 1.94802e-15+0.0784754j -1.62629e-14-0.0484402j 1.03956e-14-0.197642j -5.97672e-15+0.170559j 8.38898e-15+0.277198j -5.73853e-13+0.116714j 1.69467e-14+0.166175j 1.6905e-14-0.143505j -1.26938e-14-0.238288j 3.13915e-14+0.0467315j -1.32166e-14-0.175076j -1.75577e-14-0.0729266j -8.22811e-14-0.285615j -1.63923e-15+0.0833066j -1.42377e-15+0.0182058j 1.56412e-15+0.206376j 1.87906e-15-0.0890421j 1.28619e-13+0.0721576j -3.55867e-13-0.153323j 2.41145e-13-0.0769943j 4.06843e-14-0.339938j 6.9061e-16+0.0331631j -2.11375e-16+0.0071345j 1.45407e-16-0.0303197j -4.63319e-16-0.0087204j 3.57998e-16+0.00825716j -1.15096e-16-0.00234934j 3.49301e-16+0.000804108j -2.3195e-16-0.00419552j 6.42853e-16+0.0144147j -6.65332e-16+0.0137045j 1.20648e-15+0.00748582j -4.73159e-15-0.014133j 1.17228e-16+0.00062495j -2.22744e-15+0.0114657j -8.38517e-16+0.00666728j -4.48989e-16-0.0133237j -6.39779e-16-0.000353815j -2.2992e-15-0.0157287j -3.16612e-13+0.00561642j -8.91888e-16+0.00542701j -4.14223e-15+0.00803402j -8.73517e-16+0.00517648j 2.52039e-16-0.0237987j 4.64731e-16+0.00348142j 2.53753e-16+0.00876899j -5.61098e-16-0.00849042j -9.98452e-16-0.000887699j -6.65433e-16-0.0165366j -4.89923e-16+0.00209783j -3.22326e-16+0.0227617j 2.18241e-16-0.0152398j 2.55599e-16-0.0081633j 6.48497e-17+0.00719473j 3.15401e-16+0.0457488j -9.26838e-17+0.00462833j -5.25587e-16-0.0115055j 3.23685e-17-0.0357339j -1.48543e-16+0.00478952j -1.42528e-15-0.0829636j 1.8573e-15+0.00852148j 
1.53075e-16-0.000216023j 2.52054e-16+0.00354083j 1.86605e-17-0.00160372j -2.7271e-17-0.00130241j 6.32571e-17-0.00051412j 8.54573e-17+0.000685784j -1.60943e-16-0.00148164j 2.4209e-17+0.000497168j -3.01609e-17-0.00038367j 2.33638e-16+0.000372964j 2.98407e-17+0.000507156j 2.74078e-17+0.000647513j 3.20244e-16+0.000928227j 5.89402e-17+0.000133007j -1.77387e-17-0.00071225j -8.65219e-17-0.000841998j 1.7216e-15-0.000354695j -6.55514e-18+5.64422e-05j 5.72635e-17-9.44215e-05j 9.92965e-17+0.000136328j -3.02412e-16-0.000539936j 5.00772e-17+0.000489656j 5.42289e-17+0.00109688j 3.56577e-17-0.000133727j -7.19988e-18+7.18829e-05j -5.70959e-17-0.000126457j 2.01474e-17-0.0003789j 6.34169e-19-0.000448142j -1.14286e-15-0.00267886j 2.83563e-15+0.000478278j 5.73785e-16-0.000172002j 1.1254e-16-0.00057648j 3.04521e-17-0.00264003j -1.39284e-17-0.00199146j -9.91262e-17+0.000919712j 6.78636e-17-0.000980262j 7.0421e-17+0.00307164j -1.16844e-16-0.000510275j 2.78144e-17-7.10035e-05j -3.50579e-17+0.000899254j 1.09659e-16+0.0011444j 2.42275e-17-0.000160449j -2.56849e-16-0.00266425j 1.01218e-15+0.00169711j -3.08963e-16-0.00119556j -5.68254e-16+0.00205875j -1.64841e-16+0.00447058j -3.14978e-16-0.00208975j -9.26251e-17-0.00127032j 6.50465e-16+0.00453255j 8.88625e-14-0.00157815j 2.49092e-16+0.000891558j 2.37664e-16-0.000909098j 7.98927e-17-0.00100353j 1.31281e-16-0.000241701j -8.43713e-17+0.0033867j -9.88096e-17+0.0021502j -5.97768e-17+0.0035521j -3.0519e-16-0.00320628j 3.88905e-18+0.000754039j -7.52262e-17+0.00109454j -1.25312e-16-0.00148683j -2.12315e-17+0.000813626j 3.8958e-17-0.000455792j -9.77278e-17-0.0019493j -1.69499e-16-0.00172476j -2.91358e-17+0.0018242j 1.79461e-17+0.00319149j 3.18515e-17-0.000653195j -9.06457e-17+0.00256216j 3.61297e-16+0.00372747j -1.66074e-16-0.00263446j 
-1.98856e-16-0.00279887j -2.28766e-16-0.0027781j -3.72104e-18-0.00158901j 2.28767e-17-0.000633214j -9.00915e-17-0.00144039j 7.64369e-17+0.00133084j 6.42313e-17+0.00110951j -3.02346e-17-0.00126073j 2.09596e-19+0.00045638j 3.14771e-18+0.000172477j 1.1056e-16-0.0015277j -8.92765e-18+0.000176826j -1.25753e-16-0.000191887j 1.17818e-18-0.000996839j -1.01142e-17+0.000370119j 8.35141e-17+0.000959034j -1.14528e-15+0.000233197j 1.84094e-16+0.000870095j 8.03938e-17-0.000131206j -7.24288e-17-0.000833461j -5.05471e-17-0.000179959j -5.42016e-17-0.000616855j -4.75878e-17+0.000322291j -2.72234e-16-0.000958875j 1.86483e-17+0.000245653j 5.27766e-17+0.000863366j -3.44042e-17-0.000791897j -1.8969e-17+0.000993346j -3.4314e-16+0.0012499j 1.21378e-15+0.00105283j 4.2864e-15-0.00231876j 7.22005e-16-0.000633374j -6.98322e-18-0.0028262j 1.23436e-17-0.00123465j 4.21738e-17+0.00298644j -3.9983e-19-0.00208985j -8.21597e-17+0.000447287j 7.43238e-17+0.00274759j -2.78103e-18-0.000831869j 2.76938e-18+0.00207895j -2.46331e-17-0.00147677j -8.32699e-17-0.000628245j 3.29262e-16+8.95066e-05j -1.1784e-15-0.00289465j 3.05845e-16+0.00209199j -9.23833e-16+0.00401687j -1.49296e-16+0.00494649j -2.51399e-16-0.000651309j -3.3187e-16-0.00283917j -9.59426e-18+0.000667374j -5.32758e-14+0.000947962j -1.18638e-16+3.36096e-05j -1.73497e-15+0.00404551j 1.91647e-16+5.31222e-05j 1.78654e-17-0.00291439j 8.36035e-19+0.00409298j -2.03005e-18+0.00270796j -1.39221e-16+0.00126415j -1.43273e-16+0.000210475j -2.11209e-16-0.00315489j -3.3106e-17+0.00195262j 3.75862e-17+0.00155618j -5.90497e-17+0.000118485j -1.76595e-17-0.00133941j 6.24106e-17+0.000911757j 1.15987e-16+0.00290104j 1.60129e-17+0.0023119j -1.10312e-17+0.00238256j -3.26552e-17-0.00143727j 3.60703e-17+0.00426718j -2.05032e-16-0.0037598j 5.56082e-17-0.00145779j 
-3.26608e-16-0.00276165j -5.22163e-16-0.00645579j 4.25049e-17+2.22249e-05j 4.22808e-17+0.00036929j -9.78401e-17-0.000914503j -1.33963e-17+0.00070624j 1.55368e-16+0.0020909j -3.92637e-17-0.00156822j -9.6566e-18+0.000569548j -2.19725e-17+0.000108563j 9.7345e-17-0.00169358j -3.65306e-17-0.000328773j -3.70261e-16-0.000891336j -3.51727e-17-0.00102763j -2.34885e-17+0.0006579j 8.45476e-17+0.00128784j -1.15094e-15+0.000229678j 1.73845e-16+0.000803774j 3.67092e-17-5.88894e-05j -8.03956e-17-0.000581947j 3.98004e-17-3.31787e-07j -6.32865e-17-0.000964741j -3.67469e-17-0.000424997j -1.18016e-16-0.000424775j -2.01728e-17-0.000113706j 6.7752e-17+0.000766193j -5.91181e-17-0.000619665j -3.48945e-18+0.00186097j 5.2549e-16+0.00423995j -6.17782e-16+0.0011703j 3.47367e-15-0.00212383j 6.81177e-16+0.000759635j 4.90918e-17-0.00023151j 9.5749e-17+0.00071706j 1.06878e-16+0.00240067j -2.36934e-17-0.00143481j -2.63645e-16-0.00315028j 2.00325e-16+0.00339231j -3.00464e-17-0.000603817j 2.74281e-18+0.00120072j -1.71711e-16-0.00280876j -1.10255e-16-0.000900018j 7.23595e-16+0.0028899j -2.50082e-15-0.00523462j 7.31247e-16+0.00399792j -5.25449e-16+0.00225058j -1.39442e-16+0.000429587j 1.45663e-16+0.00148134j -1.9407e-16-0.00145598j -8.67021e-16-0.00446774j -1.5856e-13+0.00281872j -4.51408e-16-0.00108191j -2.3935e-15+0.00586622j 2.62524e-16+0.000808178j -8.07914e-17-0.00286302j -5.01108e-17+0.00114011j 2.73174e-17+0.000666841j -1.86208e-16-0.00271741j 2.67394e-16+0.00395756j -2.16546e-16-0.00430476j 7.16437e-18+0.000678957j 2.0216e-16+0.00316071j -6.38309e-17-0.000565431j -3.89465e-17-0.000728317j 2.19525e-16+0.00284317j 3.22872e-16+0.00526096j -2.09864e-17+0.000538714j -1.32858e-16-0.000853972j -2.9835e-17-0.000985036j 3.35415e-17+0.00203628j -6.6467e-16-0.00815611j 3.20107e-16+0.00118915j 
-1.27009e-16-0.00171556j 1.12226e-17-0.00520311j -1.07669e-17+0.000136758j -3.97838e-17+0.000986366j -5.46118e-17-0.000894607j -6.07192e-17+0.000409332j -1.99667e-17+0.00236463j 9.13101e-17-0.00165179j -6.86574e-17+0.000852771j -1.32596e-16-5.408e-05j 2.69875e-16-0.00195172j 1.71317e-18-0.000199693j -2.85995e-16-0.000957537j 6.02028e-17-0.00114727j -1.0127e-16+0.00110444j -1.86051e-17+0.00178583j -3.02743e-15+0.000606859j 9.36734e-17+0.000851182j 5.55596e-17-0.000355351j -5.07603e-17-0.00106624j 2.02e-16+0.000346951j -8.36546e-18-0.0011941j -2.39327e-17-0.000844518j -2.59704e-16-0.00100559j -2.06223e-17+0.000199721j 7.03218e-18+0.000583785j -4.32914e-17+0.000306931j -6.78218e-17+0.000883964j 7.62841e-16+0.00322524j -2.23283e-15+1.06951e-05j 2.6204e-15-0.00138149j 4.78659e-16-0.00043772j -4.97259e-17+0.000738151j -1.63537e-17+0.000893552j 2.03167e-17+0.000978465j 1.3118e-17-0.000651387j 5.25435e-17-0.0026391j 1.63364e-17+0.00184309j -2.41716e-17-0.000147057j 1.53221e-18+0.000293193j 2.27595e-18-0.00171784j -1.41175e-17-0.00060267j 2.99492e-16+0.00224055j -1.42763e-15-0.00343431j 2.955e-16+0.0026977j -1.87199e-16+0.00071565j 8.76026e-17-0.00107641j 7.18042e-17+0.00126376j -7.60537e-17-0.000253229j -3.5885e-16-0.0038629j -1.12691e-13+0.00200023j -2.54489e-16-0.000900318j -1.75098e-15+0.00365407j 1.47775e-16+0.000532554j 2.19837e-17-0.00151192j 1.35279e-17-0.000132367j 7.52562e-17-0.000193694j 1.33037e-16-0.00261984j -1.85e-17+0.00313071j 6.79588e-17-0.00257054j 5.32502e-17-0.000108523j -5.21319e-18+0.00210377j 3.15947e-18-0.0004719j -3.4837e-17-0.000140999j 8.62233e-18+0.00193572j -4.34571e-17+0.00357469j 2.58176e-17-0.000218698j 4.39183e-17-0.00141865j 1.35852e-17-0.00055625j 2.84395e-17+0.000434785j -4.29506e-17-0.00571574j 1.12407e-16+0.00137762j 
-7.72005e-17-0.00142329j -1.24383e-16-0.000783061j 1.52474e-17-0.00080179j 2.25404e-17-0.00101542j -1.38857e-17-0.000490631j 7.3227e-17+0.00071003j 3.78284e-18-0.000401063j -3.54672e-17-0.000358779j -4.87325e-18-3.98689e-05j 1.69088e-16+0.000346124j 2.08228e-18-0.000206933j -1.72783e-19+0.000230993j 6.58357e-17+0.000347169j -6.39801e-18-0.000213528j 1.68783e-17-0.000419394j 1.46448e-17-0.000296347j 1.56997e-15-0.000320676j 8.64377e-17+0.000345783j 5.12756e-17-2.36615e-05j 1.22898e-17+0.000139188j -2.43327e-16-0.000478429j -4.92037e-18+0.000174826j 2.3051e-17+0.000805608j 2.45965e-17+3.36905e-06j -1.36097e-18-0.000197467j 1.53477e-17+0.000140341j -8.36595e-18-0.000705659j -1.35474e-17+0.000719869j -6.31285e-16+0.000559141j 1.9263e-15+0.00116965j 1.60602e-15-0.000980156j 2.85108e-16+0.00044881j 3.46915e-17-0.00202326j 2.20081e-17-0.000538247j 1.01447e-18+0.00178648j 7.73829e-18-0.000729056j -9.00333e-17+0.000850879j 1.37806e-17+0.00218339j 2.58632e-17-0.00119474j -2.56228e-17+0.00170214j -3.65175e-18-0.0012063j -6.3896e-17+0.000471909j 1.83522e-16+0.00029478j -4.96301e-16-0.00122216j 8.79676e-17+0.000306289j -5.28247e-16+0.00229451j -1.99033e-16+0.00350629j -1.74764e-16-9.81343e-05j -1.8911e-16-0.00255202j 2.32404e-17+0.00125206j -2.21047e-14+0.000393368j -1.63724e-17+0.000411956j -5.44568e-16+0.00144875j -1.6801e-16+0.000853659j 3.09588e-17-0.00186576j -7.26405e-18+0.00177528j -5.48104e-17+0.00160947j -1.47811e-16+0.00153592j -7.04989e-17-0.000460222j -1.35841e-16-0.00187895j -7.54363e-17+0.00199037j 2.79557e-18+0.00119007j -3.2425e-17-0.000319621j 1.96833e-17-0.00146153j 2.31484e-17+0.00117275j 7.26513e-17+0.00103518j -2.02773e-17+0.00151956j -4.38699e-17+0.00174204j -1.65899e-17-0.000357649j -1.98599e-17+0.00250149j -1.13844e-16-0.00177528j 4.65365e-17-0.000900723j 
3.42465e-16+0.000988839j 8.29027e-16+0.00345106j -1.12555e-16-0.000583962j -2.25078e-17-0.000300463j 3.81962e-17+4.27453e-05j 1.07077e-17-3.75914e-05j -1.7881e-16-0.000937263j 1.13402e-16+0.000652201j -2.06807e-17-0.000248094j 1.59679e-17+2.09846e-05j 4.36393e-17+0.000585326j 6.26994e-17+0.000329394j 2.50588e-16+0.000500278j 6.50329e-17+0.000300001j 6.17168e-18-0.000264267j -6.06432e-17-0.00047363j 2.68842e-16-4.70486e-05j -9.57377e-17-0.000226637j -7.88869e-18-6.22795e-05j 1.56746e-18+3.6628e-05j -1.44227e-17-5.69653e-05j 4.69496e-17+0.000318469j 8.45452e-18+0.000294617j -7.4089e-17-9.39299e-05j 7.14058e-17+0.000188325j -5.70604e-17-0.000247962j 1.01011e-16+0.000268169j -1.86361e-16-0.000950717j -8.42806e-16-0.0025229j 5.50539e-16-0.000532346j -8.32868e-16+0.000692685j -4.0721e-16-0.000793498j -6.95597e-17-0.000541986j -2.18342e-16-0.0010169j -2.21655e-16-0.000725965j 2.87589e-17+3.31531e-05j 4.46786e-16+0.00194855j -4.77631e-16-0.00188031j 1.53202e-16+0.000599617j -1.24844e-16-0.000469368j 4.19976e-16+0.00170414j 5.8873e-18-0.000124839j -7.52423e-16-0.00216646j 1.67517e-15+0.0024649j -5.88286e-16-0.00155351j -4.92608e-17-0.00026628j 1.3038e-16+0.000896183j -3.90049e-16-0.00141487j 2.39856e-16+0.000679214j 9.6974e-16+0.00282871j 8.89305e-14-0.0015851j 3.05056e-16+0.000523587j 4.50932e-16-0.0022414j -1.59671e-16-0.00108898j 3.03844e-16+0.00121002j 1.38521e-16+0.000913725j 1.93826e-17+0.000380813j 3.43522e-16+0.00182733j -5.77584e-16-0.00234157j 4.75438e-16+0.00204891j -1.26679e-16-0.000386172j -4.66079e-16-0.0019409j 1.53185e-16+0.000699128j 1.48491e-16+0.000519829j -5.13949e-16-0.00213971j -5.83415e-16-0.00239222j 2.49896e-17+0.000259074j 2.32193e-16+0.0011831j 1.84021e-18-3.92469e-05j -7.5308e-17-3.91846e-05j 1.1278e-15+0.0043699j -3.91271e-16-0.00130385j 
-1.65486e-16-0.00140466j -9.7602e-17-0.007521j -1.57269e-17+0.00121594j 2.32007e-17+0.00232149j -1.17744e-16-0.000556332j -1.76195e-16-0.000142641j 1.33641e-16+0.00408315j 9.12885e-17-0.00210019j -1.40221e-17+0.00136276j -5.39146e-16-0.000740197j 2.69428e-16-0.00264272j -1.1301e-17-0.000896423j -6.12243e-16-0.00195843j 1.21182e-17-0.00131828j -8.1692e-17+0.00212525j 9.7459e-17+0.00297987j -6.38073e-15+0.00129759j 9.45568e-17+0.000738707j -3.29423e-17-0.00015744j -1.86345e-16-0.00160802j 6.69597e-16+0.00118754j -7.8717e-17-0.00173935j -1.42894e-16-0.0021285j -4.42089e-16-0.00130794j 1.07942e-17+0.000522199j 3.84196e-17+0.00104465j -1.57191e-18+0.000673208j -9.555e-17+0.000775458j 1.88495e-15+0.00465096j -5.32219e-15-0.00100926j 2.77727e-15-0.00139606j 4.22004e-16-0.000938344j 1.70297e-18+0.00264086j 9.9403e-19+0.00211814j 6.32869e-18+5.90358e-05j -5.32468e-18+6.83852e-05j 9.77689e-18-0.00439977j -1.31559e-17+0.00174447j 5.42019e-18+9.91418e-05j -4.04675e-17-0.000550666j -1.36774e-18-0.00210744j -3.6822e-17-0.000504398j 3.82762e-16+0.00369051j -1.82684e-15-0.00410377j 4.27799e-16+0.00321708j 1.59177e-16-0.000892864j 9.50453e-17-0.00423334j 2.71555e-16+0.00243923j 1.0882e-16+0.000906623j -7.6038e-16-0.00659977j -1.57661e-13+0.0027983j -3.98789e-16-0.00145412j -1.78277e-15+0.00377752j 6.93192e-17+0.00100651j 1.11246e-17-0.00105548j 1.27707e-17-0.00244471j 8.71408e-17-0.00171365j 1.43312e-16-0.00487347j 1.70717e-16+0.00495064j 1.64637e-16-0.002622j 3.1542e-17-0.00106743j 1.1567e-17+0.00277617j 3.73337e-17-0.000913816j -2.73819e-18+0.000349904j 1.82591e-18+0.0028771j -1.9625e-18+0.00433316j -6.51152e-18-0.00153721j -1.61038e-17-0.00359591j 3.64187e-18-0.000139178j -3.46355e-18-0.00155972j -1.51193e-16-0.00756976j 2.2526e-16+0.00307898j 
-3.27436e-16-0.000534229j -8.49115e-16-0.00122348j 1.21974e-16+0.000184529j -1.85072e-17-0.000258397j 8.97226e-19+5.26051e-05j 4.35987e-17+8.33851e-05j 1.30232e-16-9.42205e-05j -1.48854e-16-0.000117713j 2.79516e-17-7.01985e-05j 1.0862e-16+0.000150884j -1.05453e-16+4.82865e-05j -6.68564e-17-5.93367e-05j -8.13952e-17+1.6357e-05j -5.96608e-17+1.03543e-05j 9.31971e-19-0.000227352j 2.56247e-17-0.000224987j 1.0892e-15-0.000230782j 7.31317e-17+5.37333e-05j 2.85763e-17+6.36046e-05j 5.94457e-17+0.000286782j -1.44384e-16-0.000210969j -1.18873e-17+9.71377e-05j 4.27703e-17+0.000224589j 1.68293e-16+0.000318266j -8.46703e-17-0.000257578j 5.0126e-17-2.0467e-05j -1.2782e-16-0.000344392j 2.43746e-16+0.00060202j 4.44365e-16+0.00106501j 7.52673e-16+0.00064684j 8.04534e-17-0.000285648j 3.25951e-16+0.000805627j 1.56593e-17-0.000159105j 2.44409e-16+0.000365956j 2.6324e-16+0.000598927j 2.90625e-18-4.56881e-05j -4.09851e-16-0.000610534j 6.08228e-16+0.00119354j -2.51226e-16-0.000537777j 2.18158e-16+0.000532338j -5.01398e-16-0.00095146j 9.84852e-17+0.000233737j 6.93945e-16+0.000974626j -1.10992e-15-0.00113088j 4.04623e-16+0.00055807j 6.17729e-17+0.000443666j -5.20716e-17+0.000247282j 3.63351e-16+0.000624812j -4.00613e-16-0.000799935j -6.93592e-16-0.000845864j -3.84191e-14+0.000688983j -1.49053e-16-9.85618e-05j 1.04132e-16+0.00101423j 2.69305e-16+0.000695365j -3.82753e-16-0.000790177j -1.88217e-16-0.000199313j -2.05733e-17+8.55185e-05j -3.2105e-16-0.000400005j 5.11693e-16+0.000818806j -5.96601e-16-0.00113077j 2.3848e-16+0.00058767j 5.51674e-16+0.00100524j -2.19963e-16-0.000385007j -2.459e-16-0.000532106j 6.35725e-16+0.00114813j 5.91313e-16+0.00102193j 1.34521e-17+0.000146709j -1.93197e-16-0.000157286j 3.09953e-17+5.84662e-05j 1.16938e-16+0.000405213j -1.1686e-15-0.00195324j 3.29593e-16+0.000383626j 
-1.74483e-16-0.00223341j -1.12218e-16-0.00430762j -6.31913e-18-0.000282157j -2.40351e-17-0.000361441j -2.87353e-17-0.000856688j 5.33845e-17+0.000751511j -1.92867e-17+0.000524783j 2.29503e-18-0.000993435j -6.55393e-17+7.71494e-05j 3.35022e-16+0.00072544j 9.89095e-17-0.000843723j -5.9221e-18+0.000253317j -6.21978e-17-6.7275e-05j 2.02594e-17-0.000730382j -2.96117e-17-0.000226206j -3.40994e-17+0.000150874j 1.95624e-15-0.000405628j 1.14943e-16+0.000762151j 9.36167e-17-0.000320633j 2.11127e-17+4.10882e-05j -3.21269e-16-0.000674532j 1.7149e-17-0.000496224j 7.70616e-17+0.000461837j 5.07894e-17+3.56305e-05j -2.15996e-17-0.000500076j 2.47537e-17+4.42106e-05j -5.14663e-17-0.000493936j -8.19072e-17+0.00175825j -3.89268e-16+0.0031368j 1.17329e-15+0.00169574j 2.03753e-15-0.00139595j 3.82142e-16+0.00144161j -4.72987e-17-0.000533769j -1.08127e-18+0.00030278j 4.51661e-17+0.00217373j 7.98353e-18-0.00141582j -1.13018e-17-0.0024432j 7.2001e-17+0.00260699j -3.15356e-17-0.000388918j 1.27926e-17+0.00106746j -3.38529e-17-0.00214837j -4.29286e-17-0.00100345j 4.19485e-16+0.00198506j -1.78574e-15-0.00421824j 4.24754e-16+0.00338026j -5.12462e-16+0.00215402j 2.55146e-17+0.000836731j -9.04896e-18+0.000930503j -1.98191e-16-0.00119819j -3.61071e-16-0.00325712j -1.21137e-13+0.00215151j -2.88211e-16-0.000855726j -2.27681e-15+0.0049825j 2.69813e-16+0.00032712j 8.76366e-18-0.00232265j 2.57763e-18+0.00156512j 6.78933e-17+0.00083912j 4.949e-17-0.00191666j -3.39453e-17+0.00300472j -4.30397e-17-0.00346301j 4.54609e-17+0.000548924j 3.90572e-17+0.00228217j -2.81981e-17-0.000247994j -4.63551e-17-0.00051527j 5.91373e-17+0.00190335j 4.0409e-17+0.00421287j 3.05769e-17+0.000670767j 2.60129e-17-0.000249673j -3.60973e-18-0.000938503j 4.65203e-17+0.00212938j -1.72161e-16-0.00614758j 1.24931e-16+0.000565619j 
-2.87321e-17-0.00213943j 8.44578e-17-0.000499826j 2.73666e-17-0.00246485j -5.13335e-17-0.000649636j -9.8563e-18-0.00219238j 1.0353e-16+0.00159913j -1.5529e-16+0.000412215j 6.31644e-17-0.00137751j -1.3164e-16+0.00045931j 3.79914e-16+0.000903378j 3.09283e-16-0.00174208j 2.52938e-17+0.00119794j 1.54127e-16+0.000495832j 1.33041e-16-0.00143844j -9.58377e-17+0.000179289j -8.5459e-17+0.000879227j -5.41425e-16+9.67993e-05j 1.48894e-16+0.00140294j 2.05811e-16-0.00104024j 6.43381e-17-0.00122707j -3.11634e-16-0.0006491j -8.00993e-18-0.000933885j 1.28942e-17+0.000788346j -3.57802e-16-0.00168922j -4.67979e-17+0.00028255j -5.02261e-17+9.66492e-05j -3.49607e-17+0.000425528j 7.10436e-18+0.000200192j -5.75136e-16-0.000414516j 1.56549e-15+0.000612291j 3.31473e-15-0.00155173j 6.74678e-16-0.00158088j 4.31659e-18-0.00257641j -1.5825e-18-0.00202206j -2.82641e-17+0.0021285j 4.6069e-17-0.00239086j 8.32616e-19+0.00111023j -1.8371e-17+0.000473771j -5.16931e-19+0.000378004j -1.21801e-17+0.00110348j 4.11594e-17+0.000260752j -3.01586e-17-0.00156106j 6.54505e-17-0.00175909j -3.49324e-16-0.00132783j 1.26688e-16+0.00172802j -9.20102e-16+0.00354032j -1.24461e-16+0.004565j -2.64787e-16-0.00191617j -1.95587e-16-0.00117258j 2.75366e-16+0.00180972j 8.43445e-15-0.000148368j -1.2076e-17+4.31938e-05j -1.50574e-15+0.00303374j 5.15232e-16-0.00163695j 1.01312e-16-0.00158476j -8.65608e-17+0.00508847j -3.02436e-17+0.00274756j -7.40847e-17+0.00170576j -2.39757e-16-0.000915165j -7.29087e-17-0.0013593j -3.08611e-17+0.000649615j -4.51562e-17-0.000360243j -4.19824e-17+0.00101891j 4.69363e-18-0.000151772j -1.49612e-17-0.00147908j -5.28509e-17+0.00159372j -5.99078e-18+0.00215569j 1.08789e-17+0.0027981j 1.72631e-17-0.00184588j -3.12716e-17+0.00399399j 1.14286e-16-0.000567042j -5.72253e-17-0.00232744j 
-7.35555e-18-0.00116021j 1.46672e-16-0.00428153j 3.74786e-17+0.000472473j -5.64163e-17+0.00127862j -6.37555e-18-0.000254852j -1.64891e-16+2.50683e-05j -1.00199e-16+0.00290152j 1.86623e-16-0.00127319j -4.97811e-17+0.000991088j -5.75699e-16-0.00101131j 3.37429e-16-0.00175419j 9.0363e-18-0.000953261j -3.71495e-16-0.00145859j 8.26794e-17-0.00069465j -1.8377e-16+0.00162366j -8.44652e-17+0.00216333j -5.70992e-15+0.00114472j 6.16539e-18+0.000247399j -4.7166e-17+0.000337189j -1.73073e-17-0.00121909j 5.47527e-16+0.00115359j 4.08271e-17-0.000929438j -4.40529e-17-0.0015217j -1.96309e-16-0.000981442j -3.78365e-17+0.000673575j -3.90359e-17+0.00126143j -4.08962e-17-0.00012577j -1.97905e-17+0.000255427j 1.1129e-15+0.00228569j -3.27666e-15-0.000866916j 3.02567e-15-0.00141465j 6.31207e-16-0.00128422j 3.59881e-17+0.000463633j 1.09224e-17+0.00085483j -4.97117e-17+0.000540608j 4.42434e-17+6.8325e-06j 2.847e-18-0.00130625j -8.7575e-17+0.00179117j 3.24021e-17-0.000624244j -6.57502e-17+0.000447646j 5.29181e-17-0.00145261j -3.01505e-17+0.000379431j 1.79936e-16+0.00189465j -7.91688e-16-0.00204836j 9.66364e-17+0.00111135j -1.54443e-16+0.000308949j -1.03743e-16-0.000535397j 3.98543e-17+0.00115702j 2.54176e-17-0.000805969j -2.49699e-16-0.00224647j -7.57877e-14+0.0013443j -1.43499e-16-0.00036192j -8.71941e-16+0.00171626j -1.78315e-16+0.0011567j 9.50145e-17-0.0012239j -4.0096e-17-0.000870484j -2.86102e-17-0.000256153j 3.33011e-17-0.00140603j -9.80236e-18+0.00180909j 1.17984e-16-0.00181745j -5.31567e-17+0.000516473j -7.55424e-17+0.00188766j 2.08766e-17-0.000734108j 3.75912e-17-0.000628413j -5.46827e-17+0.00206457j -9.81568e-17+0.00208494j -4.45422e-17-0.000155348j -2.64933e-17-0.00106191j 3.74429e-17-4.45837e-05j -7.75512e-17-3.64237e-05j 8.78822e-17-0.00410656j 1.12167e-16+0.00119856j 
