-6.87756e-15-0.0940107j -3.60726e-15-0.23473j -3.71293e-16-0.115374j 1.19612e-15+0.120846j -1.0191e-14-0.191901j -1.26045e-15+0.0815614j 3.73859e-15+0.245897j 5.13154e-15-0.244223j -8.74763e-15+0.154982j -1.12107e-14+0.0209826j 3.73841e-14-0.309908j 1.94802e-15+0.0784754j -1.62629e-14-0.0484402j 1.03956e-14-0.197642j -5.97672e-15+0.170559j 8.38898e-15+0.277198j -5.73853e-13+0.116714j 1.69467e-14+0.166175j 1.6905e-14-0.143505j -1.26938e-14-0.238288j 3.13915e-14+0.0467315j -1.32166e-14-0.175076j -1.75577e-14-0.0729266j -8.22811e-14-0.285615j -1.63923e-15+0.0833066j -1.42377e-15+0.0182058j 1.56412e-15+0.206376j 1.87906e-15-0.0890421j 1.28619e-13+0.0721576j -3.55867e-13-0.153323j 2.41145e-13-0.0769943j 4.06843e-14-0.339938j 6.9061e-16+0.0331631j -2.11375e-16+0.0071345j 1.45407e-16-0.0303197j -4.63319e-16-0.0087204j 3.57998e-16+0.00825716j -1.15096e-16-0.00234934j 3.49301e-16+0.000804108j -2.3195e-16-0.00419552j 6.42853e-16+0.0144147j -6.65332e-16+0.0137045j 1.20648e-15+0.00748582j -4.73159e-15-0.014133j 1.17228e-16+0.00062495j -2.22744e-15+0.0114657j -8.38517e-16+0.00666728j -4.48989e-16-0.0133237j -6.39779e-16-0.000353815j -2.2992e-15-0.0157287j -3.16612e-13+0.00561642j -8.91888e-16+0.00542701j -4.14223e-15+0.00803402j -8.73517e-16+0.00517648j 2.52039e-16-0.0237987j 4.64731e-16+0.00348142j 2.53753e-16+0.00876899j -5.61098e-16-0.00849042j -9.98452e-16-0.000887699j -6.65433e-16-0.0165366j -4.89923e-16+0.00209783j -3.22326e-16+0.0227617j 2.18241e-16-0.0152398j 2.55599e-16-0.0081633j 6.48497e-17+0.00719473j 3.15401e-16+0.0457488j -9.26838e-17+0.00462833j -5.25587e-16-0.0115055j 3.23685e-17-0.0357339j -1.48543e-16+0.00478952j -1.42528e-15-0.0829636j 1.8573e-15+0.00852148j 
7.57619e-17+0.0002456j -1.50172e-16+0.000192048j 8.27103e-17+0.000846746j 9.36245e-17-0.00011598j 4.26833e-17+0.00111803j -9.00852e-17-0.000549883j 1.4401e-16-0.000375508j -1.22664e-16+0.00134957j 1.78866e-16-0.000767596j -2.20084e-16-0.000601311j -3.23155e-16+0.00147427j -3.16222e-17-0.000943499j -1.42904e-16-0.000347201j -1.30382e-16+0.00108527j 1.12282e-16-0.000441796j 1.16541e-16-0.000973543j 1.42647e-15-0.000274792j -5.70405e-17-0.00112577j -2.08471e-16+0.00118356j -6.25472e-17+0.00106586j 1.35015e-16+0.000201634j 2.11577e-17+0.000695753j -8.28112e-18-0.000303286j 3.20212e-16+0.00156041j 5.79596e-17-0.000203555j 1.43847e-17+0.000485082j 1.19632e-16-0.00150011j -1.05393e-16+0.000673676j -2.95978e-16+3.85632e-05j 9.69662e-16+0.000571736j -3.02322e-16-9.19938e-05j -2.17854e-16+0.00170277j 1.54351e-16+0.000100861j 1.90326e-16-0.000144417j -1.63548e-16+0.000411871j 2.39256e-16-0.000523719j 1.21241e-17-0.000913078j 8.73302e-17-0.000174152j -1.55312e-16+0.000603077j -2.70492e-19-0.000326759j -8.35637e-17-6.88188e-05j 2.60218e-16-0.000958754j 2.52907e-16+2.34804e-05j -2.4241e-16-0.000852058j -1.02084e-16+0.00124143j -3.14746e-16+0.00016077j -1.74238e-16-0.000626569j 2.21615e-16-5.04564e-06j -4.5137e-17+0.000703759j -1.46697e-16-0.00116275j -2.24221e-14+0.000398708j -3.39766e-17-0.00052468j -9.88741e-16+0.0013579j 5.35757e-16-0.000706788j 4.62102e-17+4.61177e-05j -4.83311e-16+0.000616677j -1.5326e-16-4.9838e-05j 9.57533e-18-0.000981704j 1.77808e-17+0.000958118j 7.98153e-17-0.000264648j 1.21743e-16-0.000755543j 1.33997e-16-9.29252e-05j -1.59578e-16+0.000411674j -1.22111e-16+0.000627076j 2.4692e-16-0.000336474j -1.37854e-16+0.000798898j -1.17376e-16-0.000161765j -1.64337e-16-0.000379362j 1.65799e-16-0.00027482j -2.68954e-16+9.98492e-05j -5.6424e-17-0.000629602j 1.96113e-16+0.000142817j 
2.46494e-17-0.00186715j -7.93218e-17+0.00151681j 6.89027e-17-0.0028574j 5.37832e-17-0.00141631j 2.90702e-18-0.00214673j 1.63059e-16+0.0016989j -2.13571e-17-0.00116198j -1.09456e-16-0.000513611j -3.83486e-17-0.000277466j 7.19609e-16+0.00150413j 2.64701e-17-0.0006474j 1.21061e-17+0.00166452j 3.05501e-16+0.00124607j 4.55772e-17-0.0010182j 6.98789e-17-0.000829766j 4.12378e-17-0.000454322j 3.15497e-15-0.000636993j 1.73585e-16+0.00119587j 1.81309e-16-0.00107738j 2.39961e-17-0.000428247j -6.15905e-16-0.00138634j -5.42449e-17-0.000456918j 2.51188e-18+0.00163322j -2.51915e-16-0.000923083j -1.72245e-19-0.000147797j -3.82686e-17-0.000461203j 8.36394e-17+0.000125653j -6.42322e-17+0.000436947j -1.35076e-15-0.00150827j 3.87121e-15+0.00145317j 2.16319e-15-0.00110006j 3.07727e-16-0.000460098j 1.19014e-16-0.00303455j 1.17375e-16-0.00287788j -1.37802e-16+0.0023706j 1.84867e-16-0.00317758j -1.10018e-17+0.00125926j 4.12567e-17-0.000635281j -9.04782e-17+0.00125759j -9.82197e-18+0.000753912j -1.04946e-17+0.0011026j 1.28365e-16-0.00273936j 1.36184e-16-0.00304347j -1.62164e-16-0.00108092j 5.38313e-17+0.00234503j -1.21966e-15+0.00403498j -2.50903e-16+0.00504605j -1.81926e-16-0.0028799j -2.12513e-16-0.000323571j 3.13415e-16+0.00237292j 3.40277e-14-0.000601509j 1.78161e-17-0.000140328j -1.99826e-15+0.00361723j 1.05094e-15-0.00308853j 1.26931e-16-0.00113796j -4.06071e-16+0.00682499j -1.36114e-16+0.0032761j -1.24772e-16+0.00194891j -2.45074e-16-0.00130202j -6.30468e-17-0.000787353j 3.29419e-17-0.000138714j 5.24505e-17-0.00151599j -1.50287e-16+0.0018678j -6.23934e-17+0.000657938j 1.42859e-16-0.00313436j -1.03506e-16+0.00140685j -8.12845e-17+0.00244414j -1.06896e-16+0.00350386j 1.04372e-16-0.00239929j -2.01495e-16+0.00472293j 6.93103e-17+0.000985632j 1.41367e-17-0.00323137j 
5.42709e-17-0.000183583j 1.50072e-16+0.00221207j -2.548e-17-0.00108267j -2.13247e-17-0.000767479j 1.07761e-17-0.000395444j 7.39795e-17+0.00046575j -7.81958e-17-0.000837295j 1.49608e-17+0.000293253j -2.10205e-17-0.000228741j 1.33981e-16+0.000221958j 1.0474e-17+0.000254474j 1.53147e-17+0.000411975j 1.82825e-16+0.000548774j 2.84162e-17+3.9579e-05j -5.94347e-18-0.00039356j -3.81287e-17-0.000452179j 8.864e-16-0.000181562j 2.30242e-18+5.47562e-05j 4.37354e-17-6.51611e-05j 4.35989e-17+1.42786e-05j -1.73139e-16-0.000316099j 1.61509e-17+0.000243366j 2.43764e-17+0.000638085j -8.34418e-18-0.000148293j 7.97039e-18+8.78938e-05j -1.17254e-17-3.29008e-05j -1.08542e-17-0.000231146j 1.2831e-17-0.000292019j -7.21674e-16-0.00174132j 1.75366e-15+0.000260295j 4.66713e-16-0.000174615j 7.83292e-17-0.00046041j -3.1998e-17-0.00168112j -6.42695e-17-0.00136826j -1.07446e-17+0.000622468j -2.83318e-17-0.000774951j 5.00352e-17+0.00188496j -8.34748e-17-0.000463518j 5.16499e-17+0.000117328j -1.47755e-17+0.00049205j 8.66307e-17+0.000827403j -5.387e-17-0.000316458j -2.13747e-16-0.00182228j 5.69062e-16+0.000998374j -1.01311e-16-0.000559249j -3.07816e-16+0.0013926j -1.70718e-17+0.00283404j -2.52493e-16-0.00144909j -4.83705e-17-0.000640502j 4.22555e-16+0.00279962j 5.64633e-14-0.0010026j 1.32905e-16+0.000495269j 1.41915e-16-0.000360831j 5.01369e-17-0.000864237j 5.89202e-17-0.000128041j 7.9401e-17+0.00241048j 1.94337e-18+0.00142822j -2.52627e-17+0.00216843j -1.95729e-16-0.00197877j -2.1326e-17+0.000494882j -6.17371e-17+0.000530572j -9.99876e-17-0.00105232j 2.63416e-17+0.000636722j 4.72964e-17-0.000143347j -1.20108e-16-0.00144374j -5.47608e-17-0.000980058j 2.43778e-17+0.00117798j 6.38534e-17+0.00204758j -3.43477e-17-0.000544866j 3.1985e-17+0.00171922j 2.15186e-16+0.00237336j -1.59972e-16-0.00174465j 
2.65431e-16+0.00210748j 4.63096e-16+0.00479823j -2.86162e-17+0.000384887j -5.71979e-17-0.000411071j 1.13832e-16+0.0011543j -6.09837e-18-0.000759672j -1.80797e-16-0.00204022j 7.23127e-17+0.00197927j -1.18635e-17-0.00101996j 1.09396e-16-9.03135e-05j -1.30265e-16+0.00220013j 2.33622e-17-5.32106e-05j 2.9027e-16+0.00064259j 1.85648e-17+0.00131517j -1.57642e-17-0.000986758j -1.59562e-16-0.00176598j 2.73705e-15-0.000560813j -2.06219e-16-0.00112576j -7.98026e-17+0.000537818j 1.43458e-16+0.00118672j -1.62413e-16-0.000184264j 1.11987e-16+0.00105021j 1.14095e-16+0.000351656j 4.30547e-16+0.00133336j 1.19896e-19-0.00021903j -6.23536e-17-0.000542863j 1.05812e-17-0.000304442j -2.38305e-18-0.000757039j -8.42919e-16-0.00294493j 1.64567e-15-0.00021876j -3.03964e-15+0.00160679j -5.11842e-16+0.000846418j -2.94422e-17+0.000449677j -1.03284e-16-0.0007133j -7.62295e-17-0.00144881j -2.50945e-17+0.000373977j 1.56717e-16+0.00116787j -2.20449e-16-0.00297083j 8.45962e-17+0.00128724j -4.8824e-17-0.00137178j 1.67507e-16+0.00217825j -1.13589e-17-0.000589677j -5.30096e-16-0.00222661j 1.42239e-15+0.00289579j -2.89075e-16-0.00142731j 3.0047e-16-0.00149567j 1.17567e-16-0.00115019j -9.17913e-17-0.00122229j 2.78412e-16+0.00211705j 4.69537e-16+0.00188036j 9.38048e-14-0.00166762j 1.87814e-16+0.000174754j 1.01699e-15-0.00269098j 7.60676e-17-0.00162703j 1.06865e-16+0.00225044j 8.20445e-17+8.54193e-06j 1.74022e-17-0.000539921j 1.27438e-16+0.000788683j -1.41237e-16-0.0018002j 2.35374e-16+0.00295661j -6.10067e-17-0.00154977j -1.97359e-16-0.00259357j 1.00868e-16+0.000959262j 9.46841e-17+0.00140268j -2.51674e-16-0.00274801j -2.20644e-16-0.00286804j 8.24772e-18-0.000605533j 9.59326e-17+0.000202928j -1.08409e-17+0.000260288j -1.18303e-17-0.00134153j 5.27108e-16+0.00534207j -2.43822e-16-0.000784468j 
-8.87548e-17+0.000435512j -2.08566e-16-0.00254951j 1.38528e-17+0.00182356j 1.74924e-17+0.000892084j -1.62572e-17+0.00118303j -1.17811e-16-0.000896409j 1.20918e-16+0.00112007j -1.63562e-17+6.5279e-05j 8.09398e-17+0.00020512j -4.51625e-16-0.000898015j -8.52648e-17+0.000152036j -2.88369e-17-0.00116108j -3.05178e-16-0.000977485j -7.47562e-17+0.000476109j 5.32597e-18+0.000565754j 6.26212e-17+0.000434254j -1.78906e-15+0.000366745j -4.39343e-17-0.000628544j -1.35868e-16+0.00074559j -6.97322e-17+0.00027023j 3.95613e-16+0.000808501j 3.80248e-18+0.0001251j -2.96938e-17-0.00107104j 1.29371e-16+0.000655611j 8.81352e-18-6.25358e-07j 4.31046e-17+0.000484028j -1.22235e-17-0.000401201j 7.55051e-18+0.0003242j 9.57791e-16+0.00203701j -2.31906e-15-0.000447419j -5.06336e-16+0.000130005j -8.95675e-17+0.000745729j 1.73036e-18+0.00177891j 6.12008e-17+0.00192049j 5.35676e-17-0.000749479j 5.16844e-18+0.0014931j -5.84558e-17-0.00169895j 1.28015e-16+0.00127053j -6.29254e-17-0.000866164j 3.99131e-17-0.000164406j -1.18756e-16-0.00142682j 5.22863e-17+0.00132157j 2.49311e-16+0.00261456j -5.712e-16-0.00082127j 4.99569e-17-0.000233223j 4.94914e-16-0.00182981j 4.48868e-17-0.00300231j 2.66149e-16+0.0021423j -1.01393e-17-0.000124274j -4.5217e-16-0.00273698j -6.49312e-14+0.00115265j -1.03123e-16-0.00025405j 3.61832e-16-0.000494469j -3.63514e-16+0.0020147j -1.14087e-16-6.35405e-05j -1.20808e-17-0.00376827j 1.20071e-17-0.00181195j 2.91736e-17-0.00199656j 2.29266e-16+0.00193753j -3.63492e-17-0.000694091j 7.75919e-17+0.000192823j 1.27678e-16+0.00174372j -2.77948e-17-0.0012388j -6.76895e-17-0.000530695j 1.48129e-16+0.00261856j 1.03342e-16+0.000618848j -1.96712e-18-0.00135188j -4.63657e-17-0.0023783j 1.99799e-17+0.00117173j 1.57661e-17-0.00230215j -3.04655e-16-0.00280957j 1.76646e-16+0.00228172j 
5.08649e-16+0.000636977j 1.32418e-15+0.00148549j -1.26189e-16-4.1585e-05j -3.01564e-17+0.000103644j 7.67448e-17+0.000151447j -8.52338e-17-0.000180192j -3.99905e-16-0.000347099j 3.81546e-16+0.000536959j -1.91798e-16-0.000257481j 6.01864e-17-4.02211e-05j 3.06959e-16+0.00047225j 1.11854e-16+3.33983e-05j 2.13576e-16+0.000101754j 1.66206e-16+0.000257142j -1.53586e-16-0.000123049j -2.95485e-16-0.000291862j 1.30791e-16-4.1485e-05j -1.98838e-16-0.000270884j -1.98754e-17+8.77773e-05j 1.27772e-16+0.000132056j -5.56745e-17+1.63506e-05j 1.0922e-16+0.000102186j 6.58649e-17-7.34224e-05j 1.63093e-16+0.00018687j 2.07567e-17+5.54697e-05j -1.47955e-16-9.86745e-05j 8.64526e-17+6.1281e-05j -2.47886e-16-0.000333037j -9.96244e-16-0.00108693j 6.72381e-17-0.000278786j -3.91114e-16+0.000421101j -1.86888e-16-7.12425e-05j 8.09506e-17+0.000288864j -4.14141e-16-0.000472056j -3.48123e-16-0.000505022j -1.77111e-16-0.000242487j 2.94898e-16+0.000136442j -1.09588e-15-0.00150953j 6.25267e-16+0.000946646j -4.90823e-16-0.000783595j 8.17401e-16+0.00107496j -5.06758e-16-0.000808841j -1.01715e-15-0.00110051j 1.06726e-15+0.00081254j -1.02512e-16+5.77899e-05j -1.61744e-16-0.00041794j -1.76751e-16-0.000638764j -5.72393e-16-0.000726346j 9.29861e-16+0.00132693j 5.61311e-16+0.000305351j 3.17771e-14-0.000572747j -2.03662e-17-0.000162873j -2.89408e-16-0.000388638j -5.92976e-16-0.00121073j 6.60473e-16+0.0009332j 4.90406e-16+0.000585003j 1.61223e-17-0.000118132j 1.65915e-16-9.17267e-05j -4.68331e-16-0.000397323j 8.99909e-16+0.00113848j -6.6709e-16-0.00109504j -9.35618e-16-0.001224j 4.86899e-16+0.000658911j 6.26974e-16+0.000958181j -1.17403e-15-0.00154352j -6.42793e-16-0.000684415j -9.32268e-17-0.000251426j 1.68653e-16+3.36355e-07j -1.74042e-16-0.000252147j -1.5664e-16-0.000359161j 1.61799e-15+0.00187235j -4.50947e-16-0.00038842j 
-1.18757e-17-0.000523751j 6.32419e-17-0.00066128j -1.31795e-17-0.000129395j -9.13653e-18-0.000998366j 1.68554e-17-0.000193104j 8.36404e-17+0.000359663j -9.12934e-17-0.000964084j 2.02421e-17-0.000753049j -8.77515e-17+0.000234519j 3.36978e-16+0.000724285j 1.05428e-16-0.000269226j 2.66598e-17+0.000622831j 2.22397e-16+0.000733361j 5.04317e-17-0.000295503j -5.2978e-18-0.000582213j -6.45151e-17-0.000448225j 2.43276e-15-0.000502031j 5.66362e-17+0.000642416j 1.27587e-16-0.000630361j 6.67701e-17+0.000257061j -3.76331e-16-0.000679413j 1.32828e-17+0.000324788j 6.13724e-17+0.00114811j 2.44653e-17-0.000146863j -3.71129e-17-0.000488942j -2.00956e-17-0.000696611j -1.481e-17+0.00034934j -1.57541e-17+0.000270702j -3.92524e-16+0.00107903j 9.60828e-16+0.000862149j -3.97232e-16+0.000149496j -2.63167e-17+0.000491808j -2.39774e-18-0.000841459j -4.9649e-17+0.000980192j 9.80886e-18+0.00039307j -5.62551e-17+0.00134121j -4.04569e-17+0.00108369j -8.94144e-17+0.00272707j 1.00615e-16-0.00247768j -5.16187e-17+0.00177559j 6.65512e-17-0.00177204j -1.14987e-16+0.00271043j 2.35482e-18+0.00173392j 4.90193e-17+0.00015131j -1.55921e-16-0.00205474j 7.23272e-17+0.000230299j -1.56643e-16+0.00180964j -1.63291e-16+0.00135635j -7.23198e-17-0.00319722j 6.83993e-17+0.00137518j -1.54873e-14+0.000273218j 8.75709e-17+0.00101931j 9.54652e-16-0.0016124j -9.69747e-16+0.00305273j 3.29774e-17-0.0013334j 1.83701e-16-0.00207271j -4.08324e-17+0.000112606j -7.95137e-17+0.00168013j -4.54083e-17-0.00079322j -4.83121e-17-0.00125698j -1.43336e-16+0.00289854j -1.04464e-16+0.00194375j 5.47751e-17-0.00159661j 8.30212e-17-0.00244122j -1.15605e-16+0.00300451j 1.91355e-17-0.000561847j -2.63711e-18+0.000553333j 1.30322e-17+0.000596822j -4.81046e-17+0.00119579j 2.18844e-17+0.000267146j 3.91701e-17-0.00133583j -2.69753e-18+0.000407359j 
-3.9473e-16-0.000160036j -2.61046e-15-0.00101866j 5.95468e-16+0.000219763j 2.91692e-16+9.57477e-05j 4.50035e-17+1.06693e-05j -5.23323e-17-2.52349e-06j 1.32098e-15+0.000495892j -1.59102e-15-0.000638895j 1.20931e-15+0.000475197j -6.09768e-16-0.000166766j -1.4557e-15-0.000605542j -2.83946e-16-9.6711e-05j -5.20795e-16-0.000169778j -6.0243e-16-0.000249494j 9.68697e-16+0.000371683j 1.46782e-15+0.000557032j -6.01562e-16+0.000265163j 6.32865e-16+0.000248762j -2.93096e-16-0.000135784j -8.90731e-16-0.000334055j 7.75769e-16+0.000241158j -2.4051e-16-8.77117e-05j -3.78716e-16-0.000114108j -1.25508e-15-0.000444938j 2.91498e-16+0.000107967j 2.58325e-16+8.73078e-05j 6.98748e-16+0.000279435j -4.33928e-16-0.000162663j 2.28003e-15+0.000745189j -1.89134e-15-0.00028933j 9.11273e-17-0.000101639j -1.33357e-15-0.00053496j -7.92441e-18-2.09925e-05j 2.05646e-15+0.000802313j -4.13461e-16-0.000149381j 2.63723e-15+0.00103019j 1.26577e-15+0.000505877j 3.55139e-15+0.00141252j -3.42259e-15-0.00135889j 1.89054e-15+0.000759398j -2.39184e-15-0.000949182j 4.35464e-15+0.001715j 3.05522e-15+0.00118779j 7.14509e-16+0.000241342j -3.58251e-15-0.00134769j -7.95816e-16-0.000350906j 7.12392e-16+0.0003352j 2.41643e-15+0.000954968j -3.9426e-15-0.00154625j 1.10126e-15+0.000443288j -1.00446e-14+0.000185584j 1.42003e-15+0.000536976j -2.63668e-15-0.00129038j 4.2612e-15+0.00189036j -1.39161e-15-0.000556643j -4.65594e-15-0.00183123j -8.64022e-16-0.000313301j 1.54423e-15+0.000627259j -7.70428e-16-0.000307045j -1.28982e-15-0.000509476j 3.62318e-15+0.00145127j 2.95465e-15+0.00117379j -2.61383e-15-0.00102982j -3.27021e-15-0.00129809j 4.73392e-15+0.00186672j -1.10594e-15-0.000427362j -5.74107e-17-7.46757e-06j -4.37373e-16-0.000153031j 2.08506e-15+0.000815611j -1.25686e-15-0.000468976j -2.2154e-15-0.00087184j 1.59929e-15+0.000604808j 
-1.57726e-17+4.97386e-05j -2.79162e-17-3.42547e-05j -1.18848e-17-0.000180401j 1.40572e-17+0.000655353j -4.0724e-17-0.000238162j -3.49438e-17-1.09103e-05j 6.05844e-17+0.000905144j 6.45497e-18-5.55304e-05j 2.47396e-17+0.000163688j -2.02496e-16-0.00035465j 1.19467e-17-0.000412612j -7.60909e-18-0.000192343j -1.42146e-16-0.000447596j -1.13847e-17-0.000188561j -5.25933e-18+0.000591493j 5.26369e-17+0.000711772j -2.27435e-15+0.000466708j 2.69115e-18-3.76161e-05j -3.33317e-17+9.32336e-05j -6.30955e-17-0.000551233j 2.4776e-16+0.00043541j -3.95542e-17-0.000439584j -6.9887e-17-0.000680067j -1.6144e-16-0.00043714j 2.23153e-17+0.000407998j 1.64866e-17+0.000420612j 3.62495e-18+0.000130435j 1.62455e-17-0.000299787j 3.78609e-16-0.000461511j -1.04105e-15-0.000685445j 7.16835e-16-0.000263097j 9.63585e-17-0.000883548j -2.40874e-18+0.000320933j -1.19261e-17-0.000519126j 9.4467e-18-0.000173649j -2.25223e-17-0.000677601j -9.29701e-19-0.000352429j -4.68093e-18-0.00123732j 6.08472e-18+0.00112185j -7.46148e-19-0.000769944j 4.02516e-18+0.000861712j -1.81536e-17-0.00121684j -4.688e-17-0.000872568j -3.01602e-17-5.29575e-05j 1.27937e-16+0.000906753j -3.42547e-17+2.11406e-05j 6.54057e-17-0.000610722j 2.18111e-17-0.000722907j 7.55959e-17+0.00138481j -3.56304e-17-0.000482468j 9.26921e-15-0.00016377j -5.5823e-17-0.00042354j -3.71506e-16+0.000742089j 3.70952e-16-0.00141274j -3.42668e-18+0.000531404j 4.11366e-19+0.0011014j 3.74986e-17+6.23929e-05j 5.60345e-18-0.000641321j 2.5727e-17+0.000242167j 2.16292e-17+0.000547315j 1.12164e-17-0.00126128j 8.71771e-18-0.00088118j 1.30278e-17+0.000730314j 9.2244e-18+0.00106956j -1.51658e-17-0.00141198j 2.40664e-17+0.000293754j 8.30678e-18-0.000160804j 3.5814e-18-0.000165074j -1.78559e-17-0.000641484j 2.06599e-17+3.5095e-06j -6.47553e-18+0.000561644j -2.55883e-17-0.000271262j 
-2.59076e-17+0.000330348j -2.17581e-16-0.000143731j 7.48433e-17+0.000824093j -8.16922e-18+0.000168807j 4.45439e-17+0.000926232j -7.89558e-17-0.000522265j 4.60796e-17+0.000189549j -4.50203e-17+0.000719574j 9.51854e-17-0.000258077j -3.09331e-16-0.000730742j -1.31769e-16+0.000749019j -3.2701e-17-0.000875759j -1.42708e-16-0.000483686j -5.87718e-17+0.000717665j -3.51264e-18+5.46841e-05j 1.3108e-17-0.000251163j -5.03243e-16+0.000101697j -5.61219e-17-0.00080333j -1.31642e-16+0.000888494j 8.9745e-18+0.000494227j 2.13308e-16+0.000482008j 4.99255e-17+0.000435924j 2.0466e-17-0.000518791j 2.3264e-16+0.000837388j -8.19958e-18+4.50262e-05j 8.00104e-18+0.000519248j -8.79564e-18-0.000904018j 4.44503e-17+0.000187291j 2.73428e-16+0.000147286j -1.95432e-16-6.50805e-05j -1.25727e-16-4.59755e-05j 3.54275e-17+0.000663039j 3.82577e-17+0.00023662j 1.52198e-16+0.000305531j 8.76466e-18-5.07877e-05j 1.26633e-16+0.000280155j -5.47649e-17-0.000267693j 2.31061e-16+0.000264297j -1.7537e-16-0.000134364j 9.22334e-17-4.97307e-05j -1.89026e-16-0.000291148j 1.96379e-16+0.000213929j 2.62851e-16+0.000453508j -1.55812e-16-0.000121504j -7.62603e-17-3.69707e-05j 3.50065e-17-0.000356211j -3.5343e-17-0.000569482j 2.20458e-16+0.00040843j -1.68818e-16-1.68762e-05j -1.6284e-16-0.000474622j -1.16095e-14+0.000207558j 1.4372e-17-7.9631e-05j 1.25848e-17-0.000112203j 1.77121e-16+0.000363491j -1.06587e-16+2.80061e-05j -2.66953e-16-0.000698766j -7.03503e-17-0.000355163j -1.89252e-17-0.000365478j 1.16903e-16+0.000353672j -1.2269e-16-8.32656e-05j 1.68388e-16+1.0353e-05j 2.15167e-16+0.000299016j -1.42597e-16-0.000183407j -1.59522e-16-6.69237e-05j 3.06205e-16+0.000494382j 5.07305e-17+1.08368e-05j -3.16826e-17-0.00026764j -9.08992e-17-0.000464477j 1.07818e-16+0.000288079j -7.48294e-17-0.000490725j -2.93587e-16-0.000381995j 1.59911e-16+0.000438659j 
1.40966e-15+0.000213778j 8.33109e-15+0.00125502j -3.00896e-15-0.000441841j 6.28124e-16+9.69019e-05j -1.40171e-15-0.000196511j 5.50967e-16+7.41464e-05j -4.02841e-16-5.98183e-05j 2.08972e-15+0.00032977j -1.03587e-15-0.000163523j -1.29876e-16-3.08803e-05j 8.11161e-16+0.00014015j 7.56378e-16+0.000100619j 3.51034e-16+4.34445e-05j 1.33446e-16+3.25779e-05j 1.83975e-16+2.6974e-05j -7.35038e-17-1.78531e-05j 1.30198e-16+7.38739e-05j -6.14645e-16-0.000104263j 1.03393e-16+3.20514e-05j -9.68437e-16-0.00013689j 1.94439e-16+3.21976e-05j -6.96747e-16-9.64587e-05j -6.47769e-16-0.000103213j -8.27409e-16-0.000104562j 1.22815e-15+0.000184315j 5.01568e-16+8.4565e-05j 1.92406e-16+1.24127e-05j -1.89591e-15-0.000285357j -7.75267e-15-0.00115289j -1.37611e-15-0.000254424j 2.2728e-16+1.95359e-05j -2.88471e-15-0.000424781j -1.16917e-15-0.000173689j -5.95846e-15-0.000896795j -4.37615e-16-6.45947e-05j -5.24294e-15-0.000790656j 1.72238e-15+0.000252839j -9.75897e-15-0.00147191j 7.44978e-15+0.00112727j -4.20688e-15-0.000638471j 7.64929e-15+0.00115165j -8.24896e-15-0.00124831j -9.80398e-15-0.0014622j 3.23851e-15+0.000451032j 3.73463e-15+0.000560746j 1.83709e-15+0.000290972j 1.13103e-15+0.000155814j -7.51551e-15-0.00112831j 8.12479e-15+0.00122307j 3.46614e-15+0.00049961j 2.77125e-14-0.000557047j -1.48367e-15-0.000227837j 2.22908e-15+0.000376167j -1.04968e-14-0.00164608j 4.20222e-15+0.000634329j 1.10718e-14+0.00167238j 2.77172e-15+0.000412373j 7.05582e-16+9.96522e-05j -3.1116e-15-0.000459732j 5.68613e-15+0.000856073j -7.22109e-15-0.00109617j -8.71123e-15-0.00131404j 6.0808e-15+0.000918606j 6.81087e-15+0.00103052j -1.26168e-14-0.00190103j -1.70927e-15-0.000254953j 9.68754e-16+0.000142155j 3.20533e-15+0.000476905j -4.50625e-15-0.000678212j 2.78443e-15+0.000414878j 1.10595e-14+0.00165801j -5.50956e-15-0.000818397j 
