-0.169339-0j -0.178702-0j -0.132529-0j -0.133902-0j 0.221774-0j -0.141145-0j -0.0823347-0j -0.104773-0j -0.100182-0j 0.237665-0j -0.0698488-0j -0.0748536-0j -0.106956-0j -0.0441171-0j -0.113168-0j -0.109331-0j 0.179658-0j 0.181519-0j -0.0808511-0j -0.0864335-0j -0.0666987-0j -0.0598829-0j 0.281695-0j -0.0873292-0j -0.0213106-0j -0.0605034-0j 0.150312-0j 0.196063-0j -0.0305588-0j -0.035652-0j 0.11437-0j -0.0956643-0j -0.062391-0j 0.311779-0j -0.0558042-0j -0.0363947-0j 0.120064-0j 0.107388-0j -0.00949446-0j -0.0378146-0j 0.153444-0j 0.246483-0j -0.0540322-0j -0.0394595-0j 0.0632924-0j 0.147891-0j 0.249037-0j -0.0222871-0j -0.0398684-0j 0.121308-0j -0.0180145-0j 0.266018-0j -0.0155977-0j 0.100074-0j -0.00397182-0j 0.101669-0j 0.155177-0j -0.0315188-0j 0.0319741-0j 0.177921-0j -0.0225181-0j 0.0353815-0j 0.103787-0j -0.00830765-0j -0.00287726-0j 0.0412784-0j 0.0270754-0j -0.00158627-0j -0.00712085-0j 0.0228434-0j -0.00656778-0j 0.00712269-0j -0.00342673-0j 0.00119942-0j -0.00113329-0j -0.000241393-0j -3.00214e-05-0j 
0.00681601-0j -0.00690814-0j 0.00533437-0j -0.00538543-0j 0.0045911-0j -0.0054563-0j 0.00292826-0j 0.00421719-0j -0.0157803-0j -0.0047253-0j 0.00281146-0j 0.00301291-0j -0.00430168-0j 0.00832472-0j -0.00437478-0j 0.0165396-0j 0.00371921-0j -0.00375481-0j -0.00312549-0j 0.00347901-0j 0.00237216-0j -0.0212753-0j 0.00231934-0j -0.00351231-0j 0.00893282-0j 0.021479-0j -0.0121773-0j -0.00389817-0j 0.00123001-0j 0.00143502-0j 0.00209205-0j 0.0144722-0j -0.00250931-0j 0.0096481-0j -0.00776684-0j 0.00686754-0j -0.00238713-0j -0.00869989-0j 0.00690244-0j 0.00152207-0j 0.0124213-0j 0.00202942-0j -0.00217313-0j 0.00596946-0j -0.024038-0j 0.000552338-0j -0.00204884-0j 0.00420549-0j -0.0055489-0j -0.00241187-0j -0.0295506-0j -0.00131286-0j 0.00062782-0j 0.00183055-0j -0.0172866-0j 0.000837093-0j 0.000704577-0j -0.00126766-0j 0.00689326-0j -0.00146377-0j 0.00424908-0j -0.000703462-0j 0.00400607-0j 0.00603963-0j 0.000115812-0j 0.000755061-0j 0.00402642-0j 0.00249787-0j -0.000286394-0j 0.00492478-0j 0.00123931-0j 0.00407423-0j 0.00249122-0j 0.00130442-0j 0.00178456-0j 0.000659427-0j 0.000126036-0j 
-0.000181441-0j -3.78973e-06-0j -0.000142-0j 0.000137792-0j -0.000122214-0j -2.99327e-06-0j 0.0001712-0j -0.000112261-0j -0.000107342-0j -2.59224e-06-0j 0.000808242-0j -8.02032e-05-0j 0.000110063-0j 0.000138068-0j -2.39995e-06-0j 1.13604e-05-0j -9.9005e-05-0j 9.60712e-05-0j -1.71461e-06-0j 0.000453769-0j 0.000138688-0j -6.41625e-05-0j 0.000302513-0j -0.000440323-0j 8.90747e-05-0j 6.22613e-05-0j -8.28335e-05-0j 1.04781e-05-0j -3.27428e-05-0j 0.00018717-0j -0.000599294-0j -2.02875e-06-0j -0.000314582-0j -1.3525e-06-0j 0.000116034-0j -0.000558082-0j -1.30955e-06-0j -5.91791e-05-0j -0.000243307-0j -4.05172e-05-0j 8.12119e-05-0j -5.40229e-05-0j 5.5602e-05-0j -8.36818e-07-0j 0.000101875-0j -1.47032e-05-0j 5.24221e-05-0j 6.97492e-05-0j 8.2899e-05-0j -1.32313e-06-0j 7.52975e-05-0j -7.20218e-07-0j -1.67125e-05-0j 0.000107022-0j 2.49444e-05-0j -2.22833e-05-0j 4.11928e-05-0j 3.24345e-05-0j 6.87369e-05-0j 3.74521e-05-0j 7.04721e-05-0j -3.85911e-07-0j 6.64417e-05-0j 4.34498e-05-0j -3.08289e-06-0j 4.41444e-05-0j 2.89666e-05-0j 1.16283e-05-0j 7.32773e-06-0j 4.9108e-05-0j 2.05543e-05-0j 2.3007e-05-0j 1.79221e-05-0j 5.17002e-06-0j 8.30768e-06-0j 2.27661e-06-0j 3.46196e-07-0j 
-0.00615832-0j -0.00649881-0j -0.00481965-0j -0.00486959-0j 0.00806522-0j -0.005133-0j -0.00299425-0j 0.0111573-0j -0.00364331-0j 0.00864311-0j -0.00254018-0j -0.00272219-0j -0.00388965-0j -0.0016044-0j 0.0120513-0j -0.00397601-0j 0.00653358-0j 0.00660128-0j -0.0029403-0j 0.00920433-0j -0.00242562-0j -0.00217775-0j 0.0102443-0j 0.00929971-0j -0.000774998-0j -0.00220032-0j -0.0160068-0j 0.0071302-0j 0.0119853-0j -0.00129655-0j 0.00415928-0j 0.0101873-0j -0.00226896-0j 0.0113384-0j 0.0059426-0j -0.00132356-0j -0.0299376-0j 0.00390537-0j -0.000345283-0j 0.00942898-0j 0.00558026-0j -0.026248-0j 0.0134728-0j -0.00143502-0j 0.00230174-0j 0.00537832-0j -0.02652-0j 0.00555724-0j -0.00144989-0j -0.0129181-0j -0.000655129-0j 0.00967422-0j 0.00166101-0j -0.0106569-0j -0.000144442-0j 0.00369738-0j 0.0056433-0j 0.00335644-0j -0.00340494-0j 0.00647041-0j 0.00239796-0j 0.00128671-0j 0.00377441-0j 0.000884685-0j -0.000104637-0j 0.00150116-0j 0.000984647-0j 0.000168922-0j -0.000258962-0j 0.000830743-0j -0.000238849-0j 0.000259029-0j -0.000124619-0j 4.3619e-05-0j -4.1214e-05-0j -8.77871e-06-0j -1.09178e-06-0j 
1.06915e-05-0j 2.23312e-07-0j 8.36745e-06-0j -8.1195e-06-0j 7.20155e-06-0j 1.7638e-07-0j -1.0088e-05-0j 6.61505e-06-0j 6.32519e-06-0j 1.52749e-07-0j -4.76261e-05-0j 4.72602e-06-0j -6.48555e-06-0j -8.13572e-06-0j 1.41419e-07-0j -6.6942e-07-0j 5.83392e-06-0j -5.66105e-06-0j 1.01034e-07-0j -2.67386e-05-0j -8.17225e-06-0j 3.78081e-06-0j -1.78257e-05-0j 2.59463e-05-0j -5.24878e-06-0j -3.66878e-06-0j 4.88101e-06-0j -6.17427e-07-0j 1.92939e-06-0j -1.10291e-05-0j 3.53137e-05-0j 1.19545e-07-0j 1.85369e-05-0j 7.96969e-08-0j -6.83739e-06-0j 3.28853e-05-0j 7.71662e-08-0j 3.48716e-06-0j 1.4337e-05-0j 2.3875e-06-0j -4.78546e-06-0j 3.18333e-06-0j -3.27638e-06-0j 4.931e-08-0j -6.00306e-06-0j 8.66392e-07-0j -3.089e-06-0j -4.11001e-06-0j -4.88487e-06-0j 7.79659e-08-0j -4.43695e-06-0j 4.24393e-08-0j 9.84792e-07-0j -6.30634e-06-0j -1.46986e-06-0j 1.31306e-06-0j -2.42731e-06-0j -1.91122e-06-0j -4.05036e-06-0j -2.20689e-06-0j -4.15261e-06-0j 2.27401e-08-0j -3.91511e-06-0j -2.56031e-06-0j 1.81661e-07-0j -2.60123e-06-0j -1.70687e-06-0j -6.85206e-07-0j -4.31791e-07-0j -2.89372e-06-0j -1.21118e-06-0j -1.3557e-06-0j -1.05607e-06-0j -3.04646e-07-0j -4.89535e-07-0j -1.34151e-07-0j -3.79845e-08-0j 
0.00112435-0j 0.00118652-0j -0.000846195-0j 0.000889062-0j 0.000757335-0j -0.000901211-0j 0.000546673-0j 0.000695656-0j -0.00260308-0j 0.000811599-0j 0.000463771-0j -0.00145288-0j -0.000682913-0j 0.000292922-0j 0.000751395-0j -0.00284078-0j -0.000589981-0j 0.000619869-0j -0.00156929-0j -0.000551877-0j -0.000425871-0j 0.00337492-0j 0.000382591-0j 0.000579834-0j 0.000141495-0j -0.00354589-0j -0.00200873-0j -0.000643857-0j 0.0002029-0j -0.00115635-0j 0.000390562-0j 0.00239035-0j -0.00121099-0j -0.00165712-0j -0.00144998-0j -0.00023238-0j 0.000410005-0j 0.00419525-0j 6.30398e-05-0j -0.000733968-0j 0.00197194-0j -0.000321928-0j -0.000344995-0j 0.00500849-0j -0.000845822-0j 9.11122e-05-0j 0.000338237-0j 0.000147979-0j 0.00302829-0j -0.00121099-0j 0.000450125-0j -0.000216843-0j -0.000709056-0j -0.000328635-0j -0.000103201-0j -0.000674535-0j 0.000131537-0j -0.00102229-0j 0.000109188-0j -0.000706408-0j -0.000437068-0j -0.000827232-0j -0.000135555-0j -5.30443e-05-0j -0.000205747-0j -0.000688588-0j 3.67732e-05-0j 1.05323e-05-0j -0.000416452-0j -0.00022804-0j -0.000298564-0j -2.33903e-05-0j -0.000111144-0j 4.09588e-06-0j -2.19966e-05-0j -1.5413e-06-0j 1.99331e-07-0j 
0.00762053-0j 0.000159169-0j -0.00573527-0j -0.00578728-0j 0.005133-0j -0.000120896-0j -0.00719039-0j -0.0138065-0j 0.00450837-0j 0.000108874-0j 0.00314331-0j -0.00984722-0j 0.00444537-0j -0.00579884-0j -0.000295159-0j 9.73801e-05-0j -0.00399873-0j -0.00403499-0j -0.000210517-0j 0.0109529-0j 0.00560148-0j -0.00259147-0j 0.0025931-0j 0.0110523-0j -0.00374114-0j -0.00261497-0j -0.0101873-0j -8.6372e-05-0j -0.0148311-0j -0.00783739-0j -0.00513706-0j 0.000239938-0j 0.00788282-0j 5.68051e-05-0j 0.0142706-0j 0.00460033-0j -0.000377114-0j -0.00726591-0j -0.00208559-0j 0.0341083-0j 0.00328008-0j 0.00638922-0j -0.0153977-0j -0.000171688-0j -0.00427876-0j 0.000617533-0j 0.00644716-0j 0.0200858-0j 0.0101782-0j 0.000475694-0j 0.00304121-0j -2.9089e-05-0j 0.0140724-0j -0.0126574-0j -0.00104767-0j -0.00457181-0j -0.0017301-0j -0.0194859-0j 0.00845365-0j 0.00459831-0j -0.0253363-0j -0.000110971-0j 0.00268353-0j -0.00513876-0j -0.0013945-0j 0.00905699-0j -0.0012166-0j 0.00143012-0j 0.00271086-0j 0.0060294-0j 0.00591054-0j 0.000929235-0j 0.00367704-0j -0.000217141-0j 0.00102-0j 9.19506e-05-0j -1.45403e-05-0j 
0.000688521-0j 0.000726589-0j -0.000518187-0j 0.000544437-0j 0.000463771-0j -0.000551877-0j 0.000334768-0j 0.000426001-0j -0.00159405-0j 0.000497001-0j 0.000284001-0j -0.000889704-0j -0.000418197-0j 0.000179377-0j 0.000460133-0j -0.00173962-0j -0.000361288-0j 0.000379591-0j -0.00096099-0j -0.000337954-0j -0.000260792-0j 0.00206671-0j 0.000234288-0j 0.000355075-0j 8.66474e-05-0j -0.0021714-0j -0.00123009-0j -0.00039428-0j 0.00012425-0j -0.000708114-0j 0.000239169-0j 0.00146378-0j -0.000741574-0j -0.00101478-0j -0.000887929-0j -0.000142303-0j 0.000251076-0j 0.00256905-0j 3.86039e-05-0j -0.000449462-0j 0.00120756-0j -0.00019714-0j -0.000211265-0j 0.00306706-0j -0.000517958-0j 5.57946e-05-0j 0.000207127-0j 9.0618e-05-0j 0.00185444-0j -0.000741574-0j 0.000275644-0j -0.000132789-0j -0.000434206-0j -0.000201247-0j -6.31976e-05-0j -0.000413067-0j 8.05493e-05-0j -0.000626021-0j 6.68638e-05-0j -0.000432585-0j -0.000267648-0j -0.000506574-0j -8.30102e-05-0j -3.24829e-05-0j -0.000125994-0j -0.000421672-0j 2.25189e-05-0j 6.44966e-06-0j -0.000255024-0j -0.000139645-0j -0.000182832-0j -1.43236e-05-0j -6.80612e-05-0j 2.5082e-06-0j -1.34701e-05-0j -9.43847e-07-0j 1.22065e-07-0j 
-0.001136-0j 0.00115136-0j -0.000889062-0j 0.000897572-0j -0.000765183-0j 0.000909384-0j -0.000488044-0j -0.000702865-0j 0.00263005-0j 0.00078755-0j -0.000468577-0j -0.000502151-0j 0.000716946-0j -0.00138745-0j 0.000729129-0j -0.0027566-0j -0.000619869-0j 0.000625802-0j 0.000520915-0j -0.000579834-0j -0.000395361-0j 0.00354589-0j -0.000386556-0j 0.000585384-0j -0.0014888-0j -0.00357983-0j 0.00202955-0j 0.000649695-0j -0.000205002-0j -0.000239169-0j -0.000348675-0j -0.00241203-0j 0.000418219-0j -0.00160802-0j 0.00129447-0j -0.00114459-0j 0.000397855-0j 0.00144998-0j -0.00115041-0j -0.000253678-0j -0.00207021-0j -0.000338237-0j 0.000362188-0j -0.00099491-0j 0.00400633-0j -9.20564e-05-0j 0.000341474-0j -0.000700916-0j 0.000924817-0j 0.000401978-0j 0.0049251-0j 0.000218809-0j -0.000104637-0j -0.000305091-0j 0.0028811-0j -0.000139516-0j -0.00011743-0j 0.000211276-0j -0.00114888-0j 0.000243961-0j -0.000708179-0j 0.000117244-0j -0.000667678-0j -0.00100661-0j -1.93019e-05-0j -0.000125844-0j -0.000671071-0j -0.000416311-0j 4.77324e-05-0j -0.000820797-0j -0.000206552-0j -0.000679039-0j -0.000415204-0j -0.000217404-0j -0.000297427-0j -0.000109904-0j -2.1006e-05-0j 
0.00508036-0j 0.000106112-0j 0.00397601-0j -0.00385819-0j -0.0167289-0j 8.38115e-05-0j -0.00479359-0j 0.00314331-0j 0.00300558-0j -0.000354831-0j 0.00209554-0j 0.00224569-0j -0.00308178-0j -0.0038659-0j 6.71987e-05-0j 6.49201e-05-0j -0.013552-0j 0.0131504-0j 4.8009e-05-0j 0.0025931-0j -0.00388325-0j 0.00179655-0j 0.0113418-0j -0.00251626-0j -0.00249409-0j -0.00174332-0j -0.0113384-0j -0.000292721-0j 0.000916799-0j 0.0010696-0j 0.0167422-0j 5.68051e-05-0j -0.0017977-0j 0.000248456-0j -0.00324896-0j -0.0031892-0j -0.000179254-0j -0.00810055-0j -0.00139039-0j 0.00113448-0j 0.0111164-0j 0.00992408-0j -0.00155686-0j 2.34309e-05-0j 0.0139449-0j 0.0335418-0j -0.00963-0j -0.00195298-0j -0.00232117-0j -0.000181112-0j -0.00210833-0j 0.000712836-0j 0.000467949-0j 0.0146494-0j -0.000698444-0j 0.00409347-0j -0.0407706-0j -0.000908166-0j 0.00940884-0j -0.00688001-0j -0.00197322-0j -5.28243e-05-0j -0.0122054-0j -0.0012166-0j 8.63208e-05-0j 0.00604257-0j -0.00532119-0j -0.000325593-0j -0.000205177-0j 0.006722-0j -0.000575522-0j 0.00314925-0j -0.00050182-0j 0.000707682-0j -0.000232615-0j -6.37452e-05-0j -9.6935e-06-0j 
0.00102639-0j 0.00108314-0j 0.000803275-0j 0.000811599-0j -0.0013442-0j 0.000855501-0j 0.000499042-0j -0.00185955-0j 0.000607219-0j -0.00144052-0j 0.000423363-0j 0.000453698-0j 0.000648275-0j 0.0002674-0j -0.00200855-0j 0.000662668-0j -0.00108893-0j -0.00110021-0j 0.00049005-0j -0.00153405-0j 0.00040427-0j 0.000362958-0j -0.00170739-0j -0.00154995-0j 0.000129166-0j 0.000366719-0j 0.0026678-0j -0.00118837-0j -0.00199755-0j 0.000216092-0j -0.000693214-0j -0.00169789-0j 0.00037816-0j -0.00188973-0j -0.000990434-0j 0.000220593-0j 0.0049896-0j -0.000650895-0j 5.75472e-05-0j -0.0015715-0j -0.000930044-0j 0.00437467-0j -0.00224546-0j 0.000239169-0j -0.000383624-0j -0.000896386-0j 0.00442001-0j -0.000926207-0j 0.000241648-0j 0.00215302-0j 0.000109188-0j -0.00161237-0j -0.000276835-0j 0.00177615-0j 2.40737e-05-0j -0.00061623-0j -0.000940549-0j -0.000559407-0j 0.000567489-0j -0.0010784-0j -0.00039966-0j -0.000214452-0j -0.000629068-0j -0.000147447-0j 1.74394e-05-0j -0.000250194-0j -0.000164108-0j -2.81537e-05-0j 4.31604e-05-0j -0.000138457-0j 3.98082e-05-0j -4.31716e-05-0j 2.07699e-05-0j -7.26983e-06-0j 6.869e-06-0j 1.46312e-06-0j 1.81964e-07-0j 
-0.00444531-0j 0.00910364-0j -0.00347901-0j -0.00310589-0j -0.00299425-0j 0.00719039-0j -0.00826055-0j 0.00805379-0j -0.00262988-0j 0.00622706-0j -0.0018336-0j -0.00196498-0j -0.00248087-0j -0.00141706-0j -0.0168816-0j 0.00556965-0j -0.00242562-0j -0.00216548-0j 0.00411881-0j 0.00664403-0j -0.00669181-0j -0.00157198-0j -0.00151264-0j 0.00593148-0j 0.00702753-0j -0.00140339-0j 0.0059426-0j 0.00513706-0j 0.00865146-0j -0.000935899-0j -0.00590162-0j -0.0142706-0j -0.00144717-0j 0.00324896-0j 0.0163945-0j -0.00116902-0j -0.021569-0j -0.00144989-0j 0.0107636-0j 0.0068062-0j -0.00183055-0j 0.00387569-0j 0.00859312-0j 0.00201019-0j -0.0010456-0j -0.000360228-0j 0.00346003-0j 0.00490835-0j -0.00399996-0j -0.00930707-0j 0.00594059-0j 0.0017301-0j 0.00119898-0j 0.0151211-0j 0.0100405-0j -0.000545941-0j -0.00198759-0j 0.00214078-0j -0.0158797-0j -0.000844184-0j 0.00211796-0j 0.000927032-0j -0.000681926-0j -0.0275785-0j -7.55307e-05-0j -0.00213001-0j 0.00627877-0j -0.0216496-0j -0.00016517-0j 0.00387437-0j -0.00021096-0j 0.00926065-0j 0.00388479-0j 0.00473819-0j 0.00528211-0j 0.00283304-0j 0.000709276-0j 
-0.000695656-0j 0.000705059-0j -0.000544437-0j 0.000549648-0j -0.000468577-0j 0.000556882-0j -0.000298864-0j -0.000430415-0j 0.00161057-0j 0.000482274-0j -0.000286944-0j -0.000307504-0j 0.000439038-0j -0.000849638-0j 0.000446499-0j -0.00168807-0j -0.000379591-0j 0.000383224-0j 0.000318994-0j -0.000355075-0j -0.000242108-0j 0.0021714-0j -0.000236716-0j 0.000358473-0j -0.000911702-0j -0.00219219-0j 0.00124284-0j 0.000397855-0j -0.000125538-0j -0.000146461-0j -0.000213519-0j -0.00147706-0j 0.000256106-0j -0.000984705-0j 0.0007927-0j -0.000700916-0j 0.000243636-0j 0.000887929-0j -0.000704477-0j -0.000155345-0j -0.00126774-0j -0.000207127-0j 0.000221794-0j -0.000609255-0j 0.00245336-0j -5.63728e-05-0j 0.000209109-0j -0.000429221-0j 0.000566332-0j 0.000246161-0j 0.00301599-0j 0.000133993-0j -6.40766e-05-0j -0.000186829-0j 0.00176431-0j -8.54355e-05-0j -7.19106e-05-0j 0.00012938-0j -0.00070354-0j 0.000149395-0j -0.00043367-0j 7.17968e-05-0j -0.000408868-0j -0.000616418-0j -1.182e-05-0j -7.70631e-05-0j -0.000410945-0j -0.000254938-0j 2.923e-05-0j -0.000502633-0j -0.000126487-0j -0.000415825-0j -0.000254259-0j -0.000133132-0j -0.000182136-0j -6.73025e-05-0j -1.28635e-05-0j 
-0.000140544-0j -0.000148314-0j 0.000105774-0j -0.000111133-0j -9.46668e-05-0j 0.000112651-0j -6.83341e-05-0j -8.6957e-05-0j 0.000325384-0j -0.00010145-0j -5.79714e-05-0j 0.00018161-0j 8.53641e-05-0j -3.66152e-05-0j -9.39243e-05-0j 0.000355097-0j 7.37477e-05-0j -7.74836e-05-0j 0.000196161-0j 6.89846e-05-0j 5.32339e-05-0j -0.000421865-0j -4.78239e-05-0j -7.24793e-05-0j -1.76868e-05-0j 0.000443236-0j 0.000251092-0j 8.04821e-05-0j -2.53625e-05-0j 0.000144543-0j -4.88203e-05-0j -0.000298794-0j 0.000151373-0j 0.00020714-0j 0.000181248-0j 2.90475e-05-0j -5.12506e-05-0j -0.000524406-0j -7.87998e-06-0j 9.1746e-05-0j -0.000246492-0j 4.0241e-05-0j 4.31244e-05-0j -0.000626061-0j 0.000105728-0j -1.1389e-05-0j -4.22796e-05-0j -1.84973e-05-0j -0.000378536-0j 0.000151373-0j -5.62656e-05-0j 2.71054e-05-0j 8.8632e-05-0j 4.10794e-05-0j 1.29002e-05-0j 8.43169e-05-0j -1.64421e-05-0j 0.000127786-0j -1.36485e-05-0j 8.8301e-05-0j 5.46335e-05-0j 0.000103404-0j 1.69444e-05-0j 6.63054e-06-0j 2.57184e-05-0j 8.60735e-05-0j -4.59665e-06-0j -1.31653e-06-0j 5.20565e-05-0j 2.8505e-05-0j 3.73205e-05-0j 2.92379e-06-0j 1.38929e-05-0j -5.11985e-07-0j 2.74958e-06-0j 1.92662e-07-0j -2.49164e-08-0j 
0.00439972-0j 0.00464298-0j -0.0100658-0j 0.00347901-0j -0.00576207-0j -0.0107203-0j 0.0021392-0j 0.00272219-0j 0.00260291-0j -0.00617494-0j 0.00181479-0j 0.00165219-0j -0.00812354-0j 0.00114624-0j 0.0029403-0j 0.0028406-0j 0.0136454-0j -0.00471618-0j 0.00178457-0j -0.00656481-0j -0.00506592-0j -0.00454823-0j -0.00731891-0j 0.00226896-0j 0.000553685-0j 0.00157198-0j -0.00390537-0j 0.0148914-0j 0.000793971-0j 0.0114106-0j -0.00297154-0j -0.00726591-0j 0.00137711-0j -0.00810055-0j 0.00144989-0j -0.00276426-0j -0.00311946-0j -0.0023703-0j 0.000246682-0j 0.000834654-0j 0.0116544-0j 0.0187209-0j -0.00410386-0j 0.0126292-0j -0.00164444-0j -0.00384245-0j -0.00647041-0j 0.000579058-0j 0.000879986-0j -0.00267754-0j -0.00136824-0j 0.0202046-0j 0.0127589-0j 0.00760084-0j 0.000103195-0j -0.0325397-0j -0.00403177-0j 0.0100877-0j -0.000830743-0j -0.00392711-0j 0.000497025-0j -0.0289419-0j 0.00788286-0j -0.000630984-0j 0.00694499-0j -0.0132114-0j -0.000703466-0j 4.1214e-05-0j 0.0107945-0j -0.000504206-0j 0.00537242-0j 0.000540984-0j 0.00109674-0j -3.11629e-05-0j 2.50142e-05-0j -1.83344e-05-0j 7.80007e-07-0j 
0.000628531-0j 0.000663282-0j 0.000491903-0j 0.000497001-0j -0.000823153-0j 0.000523885-0j 0.0003056-0j -0.00113874-0j 0.000371844-0j -0.000882134-0j 0.000259256-0j 0.000277832-0j 0.000396985-0j 0.000163748-0j -0.00122998-0j 0.0004058-0j -0.00066683-0j -0.000673741-0j 0.000300093-0j -0.000939413-0j 0.000247564-0j 0.000222266-0j -0.00104556-0j -0.000949148-0j 7.90979e-05-0j 0.000224569-0j 0.00163369-0j -0.000727723-0j -0.00122325-0j 0.000132328-0j -0.000424505-0j -0.00103974-0j 0.000231575-0j -0.00115722-0j -0.000606515-0j 0.000135085-0j 0.00305549-0j -0.00039859-0j 3.52403e-05-0j -0.000962342-0j -0.000569533-0j 0.00267893-0j -0.00137506-0j 0.000146461-0j -0.000234921-0j -0.000548922-0j 0.00270669-0j -0.000567183-0j 0.000147979-0j 0.00131845-0j 6.68638e-05-0j -0.000987371-0j -0.000169526-0j 0.00108767-0j 1.47421e-05-0j -0.000377362-0j -0.000575967-0j -0.000342566-0j 0.000347515-0j -0.000660384-0j -0.000244741-0j -0.000131325-0j -0.000385224-0j -9.02928e-05-0j 1.06794e-05-0j -0.000153212-0j -0.000100495-0j -1.72406e-05-0j 2.64302e-05-0j -8.47873e-05-0j 2.43774e-05-0j -2.64371e-05-0j 1.27189e-05-0j -4.45184e-06-0j 4.20638e-06-0j 8.95973e-07-0j 1.1143e-07-0j 
0.000142-0j -0.00014392-0j 0.000111133-0j -0.000112196-0j 9.56479e-05-0j -0.000113673-0j 6.10055e-05-0j 8.78582e-05-0j -0.000328756-0j -9.84437e-05-0j 5.85721e-05-0j 6.27689e-05-0j -8.96183e-05-0j 0.000173432-0j -9.11412e-05-0j 0.000344575-0j 7.74836e-05-0j -7.82253e-05-0j -6.51144e-05-0j 7.24793e-05-0j 4.94201e-05-0j -0.000443236-0j 4.83195e-05-0j -7.3173e-05-0j 0.0001861-0j 0.000447478-0j -0.000253694-0j -8.12119e-05-0j 2.56253e-05-0j 2.98962e-05-0j 4.35844e-05-0j 0.000301503-0j -5.22773e-05-0j 0.000201002-0j -0.000161809-0j 0.000143074-0j -4.97319e-05-0j -0.000181248-0j 0.000143801-0j 3.17097e-05-0j 0.000258776-0j 4.22796e-05-0j -4.52735e-05-0j 0.000124364-0j -0.000500791-0j 1.1507e-05-0j -4.26843e-05-0j 8.76145e-05-0j -0.000115602-0j -5.02473e-05-0j -0.000615637-0j -2.73512e-05-0j 1.30796e-05-0j 3.81364e-05-0j -0.000360138-0j 1.74394e-05-0j 1.46787e-05-0j -2.64095e-05-0j 0.000143609-0j -3.04951e-05-0j 8.85224e-05-0j -1.46555e-05-0j 8.34597e-05-0j 0.000125826-0j 2.41274e-06-0j 1.57304e-05-0j 8.38838e-05-0j 5.20389e-05-0j -5.96655e-06-0j 0.0001026-0j 2.5819e-05-0j 8.48798e-05-0j 5.19005e-05-0j 2.71755e-05-0j 3.71784e-05-0j 1.37381e-05-0j 2.62575e-06-0j 
8.28162e-06-0j 8.73951e-06-0j -6.23282e-06-0j 6.54856e-06-0j 5.5783e-06-0j -6.63805e-06-0j 4.02663e-06-0j 5.12399e-06-0j -1.91735e-05-0j 5.97799e-06-0j 3.416e-06-0j -1.07015e-05-0j -5.03013e-06-0j 2.15757e-06-0j 5.53455e-06-0j -2.09243e-05-0j -4.34562e-06-0j 4.56577e-06-0j -1.15589e-05-0j -4.06496e-06-0j -3.13684e-06-0j 2.48586e-05-0j 2.81805e-06-0j 4.27088e-06-0j 1.04221e-06-0j -2.61179e-05-0j -1.47957e-05-0j -4.74245e-06-0j 1.4945e-06-0j -8.51729e-06-0j 2.87676e-06-0j 1.76066e-05-0j -8.91975e-06-0j -1.22059e-05-0j -1.06801e-05-0j -1.71164e-06-0j 3.01997e-06-0j 3.09009e-05-0j 4.64332e-07-0j -5.40619e-06-0j 1.45247e-05-0j -2.37123e-06-0j -2.54113e-06-0j 3.6891e-05-0j -6.23007e-06-0j 6.71105e-07-0j 2.49135e-06-0j 1.08997e-06-0j 2.23055e-05-0j -8.91975e-06-0j 3.31548e-06-0j -1.5972e-06-0j -5.22269e-06-0j -2.42063e-06-0j -7.60149e-07-0j -4.96842e-06-0j 9.68858e-07-0j -7.52986e-06-0j 8.04247e-07-0j -5.20319e-06-0j -3.21931e-06-0j -6.09314e-06-0j -9.98457e-07-0j -3.90708e-07-0j -1.51547e-06-0j -5.07193e-06-0j 2.7086e-07-0j 7.75774e-08-0j -3.06746e-06-0j -1.67967e-06-0j -2.19913e-06-0j -1.72286e-07-0j -8.18649e-07-0j 3.0169e-08-0j -1.62021e-07-0j -1.13527e-08-0j -1.21528e-08-0j 
-0.00127009-0j -2.65281e-05-0j 0.000955879-0j 0.000964547-0j -0.000855501-0j 2.01493e-05-0j 0.0011984-0j 0.00230108-0j -0.000751395-0j -1.81457e-05-0j -0.000523885-0j 0.0016412-0j -0.000740895-0j 0.000966474-0j 4.91932e-05-0j -1.623e-05-0j 0.000666455-0j 0.000672499-0j 3.50861e-05-0j -0.00182549-0j -0.00093358-0j 0.000431912-0j -0.000432183-0j -0.00184204-0j 0.000623523-0j 0.000435829-0j 0.00169789-0j 1.43953e-05-0j 0.00247185-0j 0.00130623-0j 0.000856177-0j -3.99897e-05-0j -0.0013138-0j -9.46751e-06-0j -0.00237843-0j -0.000766722-0j 6.28523e-05-0j 0.00121099-0j 0.000347599-0j -0.00568472-0j -0.00054668-0j -0.00106487-0j 0.00256628-0j 2.86146e-05-0j 0.000713127-0j -0.000102922-0j -0.00107453-0j -0.00334763-0j -0.00169637-0j -7.92823e-05-0j -0.000506868-0j 4.84817e-06-0j -0.00234541-0j 0.00210956-0j 0.000174611-0j 0.000761968-0j 0.00028835-0j 0.00324765-0j -0.00140894-0j -0.000766385-0j 0.00422272-0j 1.84952e-05-0j -0.000447254-0j 0.000856459-0j 0.000232416-0j -0.0015095-0j 0.000202766-0j -0.000238353-0j -0.000451811-0j -0.0010049-0j -0.00098509-0j -0.000154872-0j -0.00061284-0j 3.61901e-05-0j -0.000170001-0j -1.53251e-05-0j 2.42338e-06-0j 
