-0.169339-0j -0.178702-0j -0.132529-0j -0.133902-0j 0.221774-0j -0.141145-0j -0.0823347-0j -0.104773-0j -0.100182-0j 0.237665-0j -0.0698488-0j -0.0748536-0j -0.106956-0j -0.0441171-0j -0.113168-0j -0.109331-0j 0.179658-0j 0.181519-0j -0.0808511-0j -0.0864335-0j -0.0666987-0j -0.0598829-0j 0.281695-0j -0.0873292-0j -0.0213106-0j -0.0605034-0j 0.150312-0j 0.196063-0j -0.0305588-0j -0.035652-0j 0.11437-0j -0.0956643-0j -0.062391-0j 0.311779-0j -0.0558042-0j -0.0363947-0j 0.120064-0j 0.107388-0j -0.00949446-0j -0.0378146-0j 0.153444-0j 0.246483-0j -0.0540322-0j -0.0394595-0j 0.0632924-0j 0.147891-0j 0.249037-0j -0.0222871-0j -0.0398684-0j 0.121308-0j -0.0180145-0j 0.266018-0j -0.0155977-0j 0.100074-0j -0.00397182-0j 0.101669-0j 0.155177-0j -0.0315188-0j 0.0319741-0j 0.177921-0j -0.0225181-0j 0.0353815-0j 0.103787-0j -0.00830765-0j -0.00287726-0j 0.0412784-0j 0.0270754-0j -0.00158627-0j -0.00712085-0j 0.0228434-0j -0.00656778-0j 0.00712269-0j -0.00342673-0j 0.00119942-0j -0.00113329-0j -0.000241393-0j -3.00214e-05-0j 
-0.00580977-0j -0.00613099-0j -0.00454686-0j -0.00459398-0j 0.0191308-0j -0.00484248-0j -0.00282478-0j -0.00359461-0j -0.00343711-0j 0.0205016-0j -0.00239641-0j -0.00256811-0j -0.0036695-0j -0.00151359-0j -0.00388262-0j -0.00375097-0j 0.0154977-0j 0.0156583-0j -0.00277388-0j -0.0029654-0j -0.00228834-0j -0.00205449-0j -0.0129702-0j -0.00299613-0j -0.000731134-0j -0.00207578-0j 0.0129663-0j 0.0169129-0j -0.00104843-0j -0.00122317-0j 0.00986587-0j -0.0032821-0j -0.00214054-0j -0.0143554-0j -0.00191456-0j -0.00124865-0j 0.010357-0j 0.00926359-0j -0.000325741-0j -0.00129736-0j 0.0132365-0j -0.0113489-0j -0.00185376-0j -0.0013538-0j 0.00545976-0j -0.0383576-0j -0.0114665-0j -0.000764638-0j -0.00136783-0j 0.0104643-0j -0.00061805-0j -0.0411864-0j -0.000535135-0j 0.00863264-0j -0.000136267-0j -0.00468119-0j -0.0240254-0j -0.00108136-0j 0.00275817-0j -0.00819209-0j -0.000772562-0j 0.0030521-0j -0.00477872-0j -0.000285023-0j -9.87144e-05-0j 0.00356078-0j -0.00124665-0j -5.44225e-05-0j -0.000244306-0j 0.00197053-0j -0.000225331-0j 0.000614421-0j -0.000117566-0j 0.000103465-0j -3.88813e-05-0j -8.28185e-06-0j -1.02999e-06-0j 
0.00880496-0j -0.00892397-0j 0.00689098-0j -0.00695693-0j 0.00593081-0j -0.00704849-0j 0.00378275-0j -0.0159524-0j 0.00520909-0j -0.00610417-0j 0.00363186-0j 0.00389209-0j -0.00555693-0j 0.0107539-0j 0.0165485-0j -0.00545973-0j 0.0048045-0j -0.00485049-0j -0.00403753-0j -0.01316-0j 0.00306437-0j 0.00311367-0j 0.00299613-0j 0.013286-0j 0.0115395-0j -0.00314348-0j -0.0117707-0j -0.00503568-0j -0.0171362-0j 0.00185376-0j 0.00270252-0j 0.0139889-0j -0.00324154-0j -0.00318484-0j -0.00750751-0j 0.00887153-0j 0.0211433-0j 0.00287184-0j 0.00891661-0j -0.0134813-0j -0.00410026-0j -0.00767669-0j 0.0192478-0j -0.00197052-0j 0.00793494-0j 0.000713514-0j 0.00775017-0j -0.0372489-0j 0.0018317-0j 0.00912339-0j 0.00975466-0j -0.00169596-0j -0.00237486-0j -0.00692441-0j 0.00570632-0j 0.00108136-0j 0.000910177-0j 0.00479517-0j -0.0260751-0j -0.0018909-0j -0.016073-0j -0.000908737-0j 0.00517506-0j -0.0228461-0j 0.000149606-0j 0.000975393-0j 0.00520136-0j -0.00944869-0j -0.000369966-0j 0.00636186-0j 0.00160095-0j 0.00526312-0j 0.00321818-0j 0.00168506-0j 0.00230531-0j 0.000851852-0j 0.000162814-0j 
0.00154055-0j 0.00162572-0j -0.00115943-0j 0.00121816-0j 0.00103768-0j -0.00123481-0j 0.000749033-0j -0.00279109-0j 0.0009114-0j 0.00111203-0j 0.000635444-0j -0.00199069-0j -0.000935705-0j 0.000401352-0j -0.00301472-0j 0.000994627-0j -0.000808373-0j 0.000849324-0j -0.00215019-0j 0.00221422-0j -0.000583515-0j -0.000523886-0j 0.000524214-0j -0.00232639-0j 0.000193871-0j 0.000550425-0j -0.00205944-0j -0.000882191-0j -0.00299821-0j -0.00158439-0j 0.000535135-0j 0.00245069-0j -0.00165925-0j 0.000580199-0j -0.00148659-0j -0.0003184-0j -0.00385179-0j -0.00146886-0j 8.63751e-05-0j 0.00689526-0j -0.000690424-0j 0.00129163-0j 0.00324105-0j -0.00175359-0j 0.000296143-0j 0.000124839-0j -0.00135706-0j -0.00139018-0j -0.00106028-0j 0.00485867-0j -0.0001576-0j -0.000297111-0j 0.00284485-0j 0.00131854-0j 3.61333e-05-0j -0.000924226-0j 0.000180227-0j 0.00410158-0j -0.000438081-0j -0.000967897-0j 0.00175359-0j -0.00113345-0j -0.000185733-0j 0.000212822-0j -0.000281908-0j -0.00094348-0j 5.03855e-05-0j -4.22571e-05-0j -0.000570609-0j -0.000312453-0j -0.000409082-0j -3.20487e-05-0j -0.000152285-0j 5.61204e-06-0j -3.01391e-05-0j -2.11183e-06-0j 2.73117e-07-0j 
0.0101671-0j 0.000212358-0j -0.00765184-0j -0.00772123-0j -0.0133153-0j -0.000161295-0j -0.00959321-0j 0.00629057-0j 0.00601494-0j -0.000282426-0j 0.00419371-0j -0.0131379-0j 0.00593089-0j -0.00773665-0j 0.000134482-0j 0.000129922-0j 0.0103729-0j 0.010467-0j -0.000280866-0j -0.00499043-0j 0.00747334-0j -0.00345747-0j -0.0169129-0j -0.00503568-0j -0.00499132-0j -0.00348882-0j -0.00902474-0j 0.000224054-0j 0.00183475-0j -0.0104564-0j 0.0133258-0j -0.000109322-0j 0.010517-0j -0.000370499-0j -0.00650201-0j 0.00613763-0j -0.000142676-0j 0.0188482-0j -0.00278254-0j -0.00663701-0j -0.00850872-0j 0.0142312-0j 0.00299617-0j -0.000229061-0j 0.0110994-0j -0.00887935-0j 0.0143603-0j -0.00390841-0j 0.0135795-0j 0.000421407-0j 0.00405749-0j 0.000303995-0j -0.00641174-0j -0.0112129-0j -0.00139777-0j 0.0298186-0j 0.0180804-0j 0.00887825-0j 0.00748891-0j -0.0299915-0j 0.0115438-0j 0.000287866-0j -0.0175027-0j 0.00234134-0j -0.0018605-0j -0.0234944-0j 0.00793498-0j -0.000651596-0j 0.00361676-0j -0.0156406-0j 0.00788568-0j -0.00241049-0j 0.0049058-0j 0.000563275-0j 0.00136086-0j 0.000122678-0j -1.93992e-05-0j 
0.00102703-0j 0.00108382-0j 0.00080378-0j 0.000812109-0j -0.00338188-0j 0.000856038-0j 0.000499356-0j 0.000635444-0j 0.0006076-0j -0.0036242-0j 0.000423629-0j 0.000453983-0j 0.000648682-0j 0.000267568-0j 0.000686358-0j 0.000663084-0j -0.00273964-0j -0.00276803-0j 0.000490358-0j 0.000524214-0j 0.000404524-0j 0.000363186-0j 0.00229283-0j 0.000529647-0j 0.000129247-0j 0.00036695-0j -0.00229214-0j -0.00298981-0j 0.000185338-0j 0.000216227-0j -0.00174406-0j 0.000580199-0j 0.000378398-0j 0.0025377-0j 0.000338449-0j 0.000220732-0j -0.00183088-0j -0.00163759-0j 5.75834e-05-0j 0.000229344-0j -0.0023399-0j 0.00200623-0j 0.000327702-0j 0.00023932-0j -0.000965158-0j 0.00678073-0j 0.00202702-0j 0.00013517-0j 0.0002418-0j -0.00184985-0j 0.000109257-0j 0.0072808-0j 9.45995e-05-0j -0.00152605-0j 2.40889e-05-0j 0.000827526-0j 0.00424713-0j 0.00019116-0j -0.00048758-0j 0.00144817-0j 0.000136571-0j -0.00053954-0j 0.000844766-0j 5.03855e-05-0j 1.74504e-05-0j -0.000629463-0j 0.000220378-0j 9.62063e-06-0j 4.31875e-05-0j -0.000348344-0j 3.98332e-05-0j -0.000108615-0j 2.07829e-05-0j -1.82902e-05-0j 6.87331e-06-0j 1.46404e-06-0j 1.82078e-07-0j 
-0.00155651-0j 0.00157755-0j -0.00121816-0j 0.00122982-0j -0.00104843-0j 0.00124601-0j -0.000668701-0j 0.00282001-0j -0.000920845-0j 0.00107907-0j -0.000642029-0j -0.000688031-0j 0.000982336-0j -0.00190104-0j -0.00292538-0j 0.000965154-0j -0.000849324-0j 0.000857453-0j 0.000713741-0j 0.00232639-0j -0.00054171-0j -0.000550425-0j -0.000529647-0j -0.00234866-0j -0.00203991-0j 0.000555693-0j 0.00208079-0j 0.000890191-0j 0.00302928-0j -0.000327702-0j -0.000477743-0j -0.00247292-0j 0.000573029-0j 0.000563006-0j 0.00132715-0j -0.00156828-0j -0.00373765-0j -0.000507674-0j -0.00157625-0j 0.00238317-0j 0.000724831-0j 0.00135706-0j -0.00340257-0j 0.000348342-0j -0.00140271-0j -0.000126133-0j -0.00137005-0j 0.00658475-0j -0.000323801-0j -0.0016128-0j -0.0017244-0j 0.000299805-0j 0.000419819-0j 0.00122407-0j -0.00100874-0j -0.00019116-0j -0.000160898-0j -0.000847675-0j 0.00460948-0j 0.000334267-0j 0.00284133-0j 0.000160643-0j -0.00091483-0j 0.00403866-0j -2.64469e-05-0j -0.000172427-0j -0.000919479-0j 0.00167031-0j 6.54014e-05-0j -0.00112463-0j -0.000283011-0j -0.000930396-0j -0.000568898-0j -0.00029788-0j -0.000407525-0j -0.000150588-0j -2.87817e-05-0j 
-0.000128379-0j -0.000135477-0j 9.66191e-05-0j -0.000101514-0j -8.64729e-05-0j 0.000102901-0j -6.24195e-05-0j 0.00023259-0j -7.595e-05-0j -9.26689e-05-0j -5.29536e-05-0j 0.000165891-0j 7.79754e-05-0j -3.3446e-05-0j 0.000251226-0j -8.28855e-05-0j 6.73644e-05-0j -7.0777e-05-0j 0.000179182-0j -0.000184518-0j 4.86262e-05-0j 4.36571e-05-0j -4.36845e-05-0j 0.000193866-0j -1.61559e-05-0j -4.58687e-05-0j 0.00017162-0j 7.35159e-05-0j 0.000249851-0j 0.000132032-0j -4.45946e-05-0j -0.000204224-0j 0.000138271-0j -4.83499e-05-0j 0.000123882-0j 2.65333e-05-0j 0.000320982-0j 0.000122405-0j -7.19792e-06-0j -0.000574605-0j 5.75353e-05-0j -0.000107636-0j -0.000270088-0j 0.000146133-0j -2.46786e-05-0j -1.04032e-05-0j 0.000113088-0j 0.000115849-0j 8.83565e-05-0j -0.000404889-0j 1.31333e-05-0j 2.47593e-05-0j -0.000237071-0j -0.000109878-0j -3.01111e-06-0j 7.70188e-05-0j -1.50189e-05-0j -0.000341799-0j 3.65067e-05-0j 8.06581e-05-0j -0.000146132-0j 9.44539e-05-0j 1.54778e-05-0j -1.77352e-05-0j 2.34924e-05-0j 7.86234e-05-0j -4.19879e-06-0j 3.52143e-06-0j 4.75508e-05-0j 2.60377e-05-0j 3.40902e-05-0j 2.67072e-06-0j 1.26904e-05-0j -4.6767e-07-0j 2.51159e-06-0j 1.75986e-07-0j 4.60336e-08-0j 
0.00359461-0j 0.00379336-0j -0.0137425-0j 0.00284238-0j 0.00242124-0j -0.0146359-0j 0.00174774-0j 0.00222405-0j 0.0021266-0j 0.00259473-0j 0.0014827-0j 0.0195733-0j -0.0110907-0j 0.000936487-0j 0.00240225-0j 0.0023208-0j -0.00958147-0j 0.00198176-0j 0.0211416-0j -0.00896265-0j -0.00691627-0j -0.0062095-0j 0.00122317-0j 0.00185376-0j 0.000452366-0j 0.00128432-0j 0.00164105-0j -0.0104564-0j 0.000648682-0j 0.00553902-0j 0.00124865-0j -0.00991983-0j 0.0163145-0j 0.0013538-0j 0.00118457-0j -0.00377392-0j 0.00131081-0j 0.0144425-0j 0.000201542-0j 0.00988808-0j -0.00818344-0j -0.00522821-0j -0.00560282-0j 0.00613057-0j 0.000691001-0j 0.000291291-0j 0.00108136-0j 0.000473096-0j 0.0104251-0j 0.0163145-0j -0.001868-0j -0.00352159-0j -0.0215791-0j -0.00533713-0j 8.4311e-05-0j 0.00323109-0j 0.00042053-0j 0.00489686-0j 0.000349081-0j 0.00951679-0j 0.00588821-0j -0.0251757-0j -0.00220145-0j -0.000861455-0j -0.0362677-0j 0.00329841-0j 0.000117566-0j 3.36722e-05-0j -0.0378576-0j 0.00307217-0j -0.00908638-0j -0.000379866-0j 0.000532389-0j 1.30948e-05-0j 0.000296341-0j -2.50311e-05-0j -1.28894e-06-0j 
-0.00593081-0j 0.0121458-0j -0.00464159-0j -0.00414379-0j 0.00776726-0j 0.00959321-0j -0.011021-0j -0.0036695-0j -0.00350871-0j -0.0161533-0j -0.00244633-0j -0.00262162-0j -0.0033099-0j -0.0018906-0j 0.00769168-0j 0.00743087-0j 0.0062922-0j 0.00561737-0j 0.0054952-0j -0.00302718-0j -0.00892803-0j -0.00209729-0j 0.00986587-0j -0.00270252-0j 0.00937593-0j -0.00187236-0j 0.00526443-0j -0.0133258-0j -0.00107027-0j -0.00124865-0j 0.0153091-0j 0.00650201-0j -0.00193078-0j -0.0211907-0j -0.00746972-0j -0.00155967-0j -0.00816037-0j 0.00376109-0j 0.0143605-0j -0.00132439-0j 0.00474854-0j 0.00863264-0j -0.0016721-0j 0.00268194-0j 0.00271235-0j 0.00517962-0j 0.00770681-0j -0.000955098-0j -0.00533663-0j -0.00824494-0j 0.00792576-0j -0.0180804-0j -0.000546284-0j 0.0133955-0j 0.0133957-0j 0.00356078-0j 0.0207714-0j -0.000975393-0j -0.0140675-0j 0.00550601-0j -0.000964996-0j -0.00240477-0j 0.00444772-0j 0.0125654-0j -0.000100771-0j 0.00552536-0j -0.0409519-0j 0.00986408-0j -0.000220365-0j -0.0100503-0j -0.000281457-0j -0.0240226-0j 0.00518298-0j -0.0122911-0j 0.00704724-0j 0.00377976-0j 0.000946296-0j 
-8.5586e-05-0j -9.0318e-05-0j -6.69816e-05-0j -6.76758e-05-0j 0.000281823-0j -7.13365e-05-0j -4.1613e-05-0j -5.29536e-05-0j -5.06334e-05-0j 0.000302016-0j -3.53024e-05-0j -3.78319e-05-0j -5.40568e-05-0j -2.22973e-05-0j -5.71965e-05-0j -5.5257e-05-0j 0.000228303-0j 0.000230669-0j -4.08631e-05-0j -4.36845e-05-0j -3.37104e-05-0j -3.02655e-05-0j -0.000191069-0j -4.41372e-05-0j -1.07706e-05-0j -3.05792e-05-0j 0.000191012-0j 0.000249151-0j -1.54448e-05-0j -1.80189e-05-0j 0.000145338-0j -4.83499e-05-0j -3.15332e-05-0j -0.000211475-0j -2.82041e-05-0j -1.83943e-05-0j 0.000152573-0j 0.000136466-0j -4.79862e-06-0j -1.9112e-05-0j 0.000194991-0j -0.000167186-0j -2.73085e-05-0j -1.99433e-05-0j 8.04299e-05-0j -0.00056506-0j -0.000168918-0j -1.12642e-05-0j -2.015e-05-0j 0.000154154-0j -9.10473e-06-0j -0.000606733-0j -7.88329e-06-0j 0.000127171-0j -2.00741e-06-0j -6.89605e-05-0j -0.000353928-0j -1.593e-05-0j 4.06317e-05-0j -0.000120681-0j -1.13809e-05-0j 4.49617e-05-0j -7.03972e-05-0j -4.19879e-06-0j -1.4542e-06-0j 5.24553e-05-0j -1.83648e-05-0j -8.0172e-07-0j -3.59896e-06-0j 2.90287e-05-0j -3.31943e-06-0j 9.05128e-06-0j -1.73191e-06-0j 1.52418e-06-0j -5.72776e-07-0j -1.22003e-07-0j -6.00224e-08-0j 
0.000129709-0j -0.000131463-0j 0.000101514-0j -0.000102485-0j 8.7369e-05-0j -0.000103834-0j 5.57251e-05-0j -0.000235001-0j 7.67371e-05-0j -8.99229e-05-0j 5.35024e-05-0j 5.73359e-05-0j -8.18613e-05-0j 0.00015842-0j 0.000243782-0j -8.04295e-05-0j 7.0777e-05-0j -7.14544e-05-0j -5.94784e-05-0j -0.000193866-0j 4.51425e-05-0j 4.58687e-05-0j 4.41372e-05-0j 0.000195721-0j 0.000169992-0j -4.63078e-05-0j -0.000173399-0j -7.41826e-05-0j -0.00025244-0j 2.73085e-05-0j 3.98119e-05-0j 0.000206076-0j -4.77525e-05-0j -4.69172e-05-0j -0.000110596-0j 0.00013069-0j 0.000311471-0j 4.23062e-05-0j 0.000131354-0j -0.000198598-0j -6.04026e-05-0j -0.000113088-0j 0.000283548-0j -2.90285e-05-0j 0.000116893-0j 1.05111e-05-0j 0.000114171-0j -0.000548729-0j 2.69834e-05-0j 0.0001344-0j 0.0001437-0j -2.49838e-05-0j -3.49849e-05-0j -0.000102006-0j 8.40621e-05-0j 1.593e-05-0j 1.34082e-05-0j 7.06396e-05-0j -0.000384123-0j -2.78556e-05-0j -0.000236777-0j -1.3387e-05-0j 7.62359e-05-0j -0.000336555-0j 2.20391e-06-0j 1.43689e-05-0j 7.66232e-05-0j -0.000139192-0j -5.45011e-06-0j 9.3719e-05-0j 2.35843e-05-0j 7.7533e-05-0j 4.74082e-05-0j 2.48233e-05-0j 3.39604e-05-0j 1.2549e-05-0j 2.46645e-06-0j 
-0.00179731-0j -3.754e-05-0j 0.00135267-0j 0.00136493-0j 0.00235383-0j 2.85133e-05-0j 0.00169586-0j -0.00111203-0j -0.0010633-0j 4.99263e-05-0j -0.000741351-0j 0.00232247-0j -0.00104844-0j 0.00136766-0j -2.37732e-05-0j -2.29671e-05-0j -0.00183369-0j -0.00185032-0j 4.96505e-05-0j 0.000882191-0j -0.00132111-0j 0.0006112-0j 0.00298981-0j 0.000890191-0j 0.000882349-0j 0.000616742-0j 0.00159536-0j -3.96075e-05-0j -0.000324341-0j 0.00184845-0j -0.0023557-0j 1.93255e-05-0j -0.00185917-0j 6.54956e-05-0j 0.0011494-0j -0.00108499-0j 2.52219e-05-0j -0.00333192-0j 0.000491888-0j 0.00117327-0j 0.00150414-0j -0.00251575-0j -0.000529654-0j 4.04926e-05-0j -0.00196211-0j 0.00156966-0j -0.00253856-0j 0.000690916-0j -0.00240053-0j -7.4495e-05-0j -0.00071727-0j -5.37393e-05-0j 0.00113345-0j 0.00198218-0j 0.000247093-0j -0.00527124-0j -0.0031962-0j -0.00156947-0j -0.00132387-0j 0.0053018-0j -0.00204068-0j -5.0888e-05-0j 0.00309407-0j -0.000413895-0j 0.000328893-0j 0.00415325-0j -0.00140272-0j 0.000115187-0j -0.000639359-0j 0.0027649-0j -0.001394-0j 0.000426118-0j -0.000867232-0j -9.95739e-05-0j -0.000240568-0j -2.16866e-05-0j 3.42932e-06-0j 
-0.00629057-0j 0.00637559-0j 0.0143918-0j 0.00497027-0j -0.00423717-0j -0.0147208-0j -0.00270252-0j -0.00389209-0j -0.00372155-0j 0.00436103-0j -0.00259473-0j -0.00236224-0j -0.0116057-0j -0.00768297-0j 0.00403753-0j 0.00390062-0j 0.0100342-0j 0.00346536-0j 0.00245051-0j 0.00938615-0j 0.00639995-0j 0.00650291-0j -0.00214054-0j 0.00324154-0j -0.00824419-0j 0.00224581-0j -0.00287184-0j -0.010517-0j -0.00113519-0j -0.0163145-0j -0.00193078-0j -0.00997733-0j 0.0019674-0j 0.00227536-0j -0.0018317-0j 0.0185282-0j 0.00220311-0j -0.00174302-0j -0.00637034-0j -0.00119336-0j -0.00856341-0j 0.00547525-0j -0.00586297-0j 0.0173421-0j -0.005669-0j -0.000509759-0j 0.0018909-0j -0.0038813-0j -0.00111172-0j 0.00189101-0j 0.0203726-0j -0.00354201-0j -0.0182422-0j 0.0049387-0j -0.00407679-0j -0.00951679-0j -0.000650262-0j 0.0144118-0j -0.00636186-0j 0.00114765-0j -0.00333145-0j 0.0204401-0j 0.0108081-0j 0.0162946-0j -0.00992971-0j -0.00858418-0j -0.00371603-0j -0.00230531-0j 0.0154215-0j -0.00386123-0j -0.0360101-0j 0.010992-0j -0.0283223-0j -0.00120387-0j -0.00139917-0j 0.00177909-0j -0.00011632-0j 
-0.000635444-0j -0.000670577-0j 0.00242935-0j -0.000502467-0j -0.000428019-0j 0.00258729-0j -0.000308961-0j -0.000393161-0j -0.000375934-0j -0.000458687-0j -0.000262107-0j -0.00346011-0j 0.00196058-0j -0.000165549-0j -0.000424662-0j -0.000410263-0j 0.00169378-0j -0.000350328-0j -0.00373734-0j 0.00158439-0j 0.00122264-0j 0.0010977-0j -0.000216227-0j -0.000327702-0j -7.99678e-05-0j -0.000227039-0j -0.000290099-0j 0.00184845-0j -0.000114672-0j -0.000979169-0j -0.000220732-0j 0.00175359-0j -0.00288402-0j -0.00023932-0j -0.000209405-0j 0.000667141-0j -0.00023172-0j -0.00255309-0j -3.56279e-05-0j -0.00174798-0j 0.00144664-0j 0.000924226-0j 0.000990448-0j -0.00108374-0j -0.000122153-0j -5.14934e-05-0j -0.00019116-0j -8.36323e-05-0j -0.00184292-0j -0.00288402-0j 0.000330218-0j 0.000622536-0j 0.00381469-0j 0.00094348-0j -1.49042e-05-0j -0.000571182-0j -7.43398e-05-0j -0.000865651-0j -6.17093e-05-0j -0.00168235-0j -0.0010409-0j 0.00445047-0j 0.000389166-0j 0.000152285-0j 0.00641128-0j -0.000583081-0j -2.07829e-05-0j -5.95246e-06-0j 0.00669234-0j -0.000543088-0j 0.00160626-0j 6.71515e-05-0j -9.4114e-05-0j -2.31485e-06-0j -5.23861e-05-0j 4.42491e-06-0j 2.27855e-07-0j 
0.0036695-0j -0.0113106-0j -0.00276169-0j 0.0136028-0j 0.00247168-0j 0.00859089-0j 0.00218308-0j 0.00227039-0j 0.00217091-0j -0.00773665-0j 0.00151359-0j -0.00474171-0j -0.0104486-0j -0.0131559-0j -0.00716275-0j -0.00691987-0j -0.0019255-0j 0.00948407-0j 0.0149594-0j -0.00180114-0j -0.00170067-0j -0.00124787-0j 0.00124865-0j 0.00887153-0j -0.00857036-0j 0.00614638-0j 0.00167524-0j 0.00613763-0j 0.000662196-0j -0.00377392-0j 0.00155967-0j 0.00582267-0j -0.0185282-0j -0.00403659-0j 0.00147963-0j 0.0104368-0j -0.00390841-0j -0.00349874-0j 0.00631519-0j -0.00239542-0j -0.00770969-0j -0.00105066-0j -0.00527846-0j 0.0122002-0j -0.0097073-0j 0.000297359-0j 0.00517506-0j -0.00664614-0j -0.00309021-0j 0.0115438-0j 0.00696693-0j 0.00206708-0j -0.00231412-0j -0.00131237-0j 0.0172152-0j -0.00220145-0j 0.000525277-0j -0.0156411-0j -0.00661355-0j -0.0108081-0j 0.01963-0j 0.00788568-0j 0.00608816-0j -0.00531386-0j -0.00067149-0j -0.0027498-0j 0.00368386-0j 0.0198539-0j -0.00637177-0j 0.0138124-0j 0.0134093-0j -0.0152691-0j -0.0111341-0j 0.0170268-0j -0.041465-0j -0.012178-0j 0.00435868-0j 
0.00104843-0j -0.0021471-0j 0.000820525-0j 0.000732526-0j -0.00137307-0j -0.00169586-0j 0.00194825-0j 0.000648682-0j 0.000620259-0j 0.00285554-0j 0.000432455-0j 0.000463441-0j 0.000585114-0j 0.000334215-0j -0.00135971-0j -0.0013136-0j -0.00111231-0j -0.000993021-0j -0.000971424-0j 0.000535135-0j 0.00157827-0j 0.000370753-0j -0.00174406-0j 0.000477743-0j -0.00165745-0j 0.00033099-0j -0.000930629-0j 0.0023557-0j 0.000189199-0j 0.000220732-0j -0.0027063-0j -0.0011494-0j 0.000341316-0j 0.00374602-0j 0.00132047-0j 0.000275713-0j 0.00144256-0j -0.000664873-0j -0.0025386-0j 0.000234122-0j -0.000839431-0j -0.00152605-0j 0.000295589-0j -0.000474105-0j -0.00047948-0j -0.000915636-0j -0.00136238-0j 0.000168839-0j 0.000943391-0j 0.00145751-0j -0.00140109-0j 0.0031962-0j 9.65703e-05-0j -0.00236801-0j -0.00236805-0j -0.000629463-0j -0.0036719-0j 0.000172427-0j 0.00248681-0j -0.000973334-0j 0.000170589-0j 0.000425108-0j -0.000786253-0j -0.00222128-0j 1.7814e-05-0j -0.000976755-0j 0.00723934-0j -0.00174374-0j 3.89553e-05-0j 0.00177666-0j 4.9755e-05-0j 0.00424664-0j -0.000916229-0j 0.00217278-0j -0.00124579-0j -0.000668174-0j -0.000167283-0j 
0.000149775-0j 3.12833e-06-0j -0.000112722-0j -0.000113744-0j -0.000196153-0j -2.37611e-06-0j -0.000141321-0j 9.26689e-05-0j 8.86084e-05-0j -4.16053e-06-0j 6.17792e-05-0j -0.000193539-0j 8.73702e-05-0j -0.000113972-0j 1.9811e-06-0j 1.91393e-06-0j 0.000152808-0j 0.000154193-0j -4.13754e-06-0j -7.35159e-05-0j 0.000110093-0j -5.09333e-05-0j -0.000249151-0j -7.41826e-05-0j -7.35291e-05-0j -5.13952e-05-0j -0.000132947-0j 3.30062e-06-0j 2.70284e-05-0j -0.000154038-0j 0.000196308-0j -1.61046e-06-0j 0.000154931-0j -5.45796e-06-0j -9.57837e-05-0j 9.04158e-05-0j -2.10182e-06-0j 0.00027766-0j -4.09906e-05-0j -9.77724e-05-0j -0.000125345-0j 0.000209646-0j 4.41378e-05-0j -3.37439e-06-0j 0.000163509-0j -0.000130805-0j 0.000211547-0j -5.75764e-05-0j 0.000200044-0j 6.20792e-06-0j 5.97725e-05-0j 4.47827e-06-0j -9.44539e-05-0j -0.000165182-0j -2.0591e-05-0j 0.00043927-0j 0.00026635-0j 0.000130789-0j 0.000110322-0j -0.000441816-0j 0.000170057-0j 4.24067e-06-0j -0.000257839-0j 3.44912e-05-0j -2.74077e-05-0j -0.000346105-0j 0.000116893-0j -9.59891e-06-0j 5.32799e-05-0j -0.000230408-0j 0.000116167-0j -3.55098e-05-0j 7.22693e-05-0j 8.29783e-06-0j 2.00474e-05-0j 1.80722e-06-0j -3.66036e-07-0j 
5.29536e-05-0j 5.58814e-05-0j -0.000202446-0j 4.18722e-05-0j 3.56683e-05-0j -0.000215608-0j 2.57467e-05-0j 3.27634e-05-0j 3.13278e-05-0j 3.8224e-05-0j 2.18423e-05-0j 0.000288342-0j -0.000163382-0j 1.37958e-05-0j 3.53885e-05-0j 3.41885e-05-0j -0.000141148-0j 2.9194e-05-0j 0.000311445-0j -0.000132032-0j -0.000101886-0j -9.14746e-05-0j 1.80189e-05-0j 2.73085e-05-0j 6.66398e-06-0j 1.89199e-05-0j 2.4175e-05-0j -0.000154038-0j 9.55599e-06-0j 8.15974e-05-0j 1.83943e-05-0j -0.000146133-0j 0.000240335-0j 1.99433e-05-0j 1.74504e-05-0j -5.55951e-05-0j 1.931e-05-0j 0.000212758-0j 2.96899e-06-0j 0.000145665-0j -0.000120554-0j -7.70188e-05-0j -8.25373e-05-0j 9.03118e-05-0j 1.01794e-05-0j 4.29112e-06-0j 1.593e-05-0j 6.96936e-06-0j 0.000153577-0j 0.000240335-0j -2.75182e-05-0j -5.1878e-05-0j -0.000317891-0j -7.86234e-05-0j 1.24202e-06-0j 4.75985e-05-0j 6.19499e-06-0j 7.21376e-05-0j 5.14245e-06-0j 0.000140196-0j 8.67416e-05-0j -0.000370873-0j -3.24305e-05-0j -1.26904e-05-0j -0.000534274-0j 4.85901e-05-0j 1.73191e-06-0j 4.96039e-07-0j -0.000557695-0j 4.52573e-05-0j -0.000133855-0j -5.59596e-06-0j 7.84283e-06-0j 1.92904e-07-0j 4.36551e-06-0j -3.68743e-07-0j 2.52204e-06-0j 
