0.00302215-0j -0.0468069-0j 0.026819-0j -0.108166-0j -0.0785322-0j 0.0579526-0j -0.0211587-0j 0.165286-0j -0.142946-0j -0.0152122-0j 0.0290373-0j 0.0709749-0j 0.181553-0j -0.126819-0j -0.306851-0j -0.07148-0j 0.0879064-0j -0.145732-0j 0.0732112-0j 0.22393-0j -0.0274178-0j -0.147502-0j 0.107922-0j -0.114679-0j 0.115697-0j -0.0568039-0j -0.257925-0j -0.0893113-0j 0.208574-0j 0.073405-0j 0.11525-0j -0.202054-0j -0.00978351-0j -0.0411665-0j 0.049774-0j 0.00142976-0j -0.0306447-0j -0.0140446-0j -0.00683347-0j 0.00604665-0j 0.0423208-0j 0.0109063-0j 0.0907715-0j 0.0605299-0j 0.237034-0j 0.0307575-0j -0.096179-0j 0.0841124-0j 0.268596-0j 0.0356012-0j -0.150783-0j 0.0609695-0j -0.0917696-0j 0.0583281-0j -0.122175-0j -0.163139-0j -0.00144442-0j 0.184395-0j -0.0764138-0j 0.133025-0j -0.0544432-0j 0.0611429-0j 0.231172-0j 0.10719-0j -0.113826-0j 0.0425258-0j -0.0120505-0j 0.00125473-0j -0.127491-0j 0.142694-0j -0.019797-0j 0.0481733-0j -0.0708144-0j 0.0990736-0j 0.0251009-0j 0.044335-0j 0.00301217-0j 
-1.40743e-18-0j 2.17982e-17-0j -1.24898e-17-0j 5.03737e-17-0j 3.65729e-17-0j -2.69889e-17-0j 9.85372e-18-0j -7.69746e-17-0j 6.65709e-17-0j 7.08439e-18-0j -1.35228e-17-0j -3.30534e-17-0j -8.45505e-17-0j 5.90604e-17-0j 1.42902e-16-0j 3.32886e-17-0j -4.09385e-17-0j 6.78683e-17-0j -3.40949e-17-0j -1.04285e-16-0j 1.27686e-17-0j 6.86926e-17-0j -5.02598e-17-0j 5.34067e-17-0j -5.38806e-17-0j 2.64539e-17-0j 1.20117e-16-0j 4.15928e-17-0j -9.7134e-17-0j -3.41851e-17-0j -5.36725e-17-0j 9.40977e-17-0j 4.55624e-18-0j 1.91715e-17-0j -2.318e-17-0j -6.65849e-19-0j 1.42714e-17-0j 6.54064e-18-0j 3.18238e-18-0j -2.81596e-18-0j -1.9709e-17-0j -5.07911e-18-0j -4.22728e-17-0j -2.81891e-17-0j -1.10388e-16-0j -1.43239e-17-0j 4.47911e-17-0j -3.91716e-17-0j -1.25087e-16-0j -1.65797e-17-0j 7.02206e-17-0j -2.83938e-17-0j 4.27376e-17-0j -2.71637e-17-0j 5.68974e-17-0j 7.59746e-17-0j 6.72676e-19-0j -8.58737e-17-0j 3.55863e-17-0j -6.19506e-17-0j 2.53545e-17-0j -2.84746e-17-0j -1.07658e-16-0j -4.9919e-17-0j 5.30095e-17-0j -1.98045e-17-0j 5.61199e-18-0j -5.84334e-19-0j 5.93735e-17-0j -6.64533e-17-0j 9.21959e-18-0j -2.24346e-17-0j 3.29787e-17-0j -4.61392e-17-0j -1.16896e-17-0j -2.06471e-17-0j -1.40279e-18-0j 
2.91687e-06-0j -4.51762e-05-0j 2.58847e-05-0j -0.000104398-0j -7.57963e-05-0j 5.59337e-05-0j -2.04216e-05-0j 0.000159528-0j -0.000137966-0j -1.46822e-05-0j 2.80257e-05-0j 6.85023e-05-0j 0.000175229-0j -0.000122401-0j -0.000296161-0j -6.89898e-05-0j 8.48439e-05-0j -0.000140655-0j 7.06607e-05-0j 0.000216128-0j -2.64627e-05-0j -0.000142364-0j 0.000104162-0j -0.000110684-0j 0.000111666-0j -5.4825e-05-0j -0.000248939-0j -8.61999e-05-0j 0.000201308-0j 7.08477e-05-0j 0.000111235-0j -0.000195015-0j -9.44268e-06-0j -3.97324e-05-0j 4.804e-05-0j 1.37995e-06-0j -2.95771e-05-0j -1.35553e-05-0j -6.5954e-06-0j 5.836e-06-0j 4.08464e-05-0j 1.05263e-05-0j 8.76093e-05-0j 5.84212e-05-0j 0.000228776-0j 2.96859e-05-0j -9.28283e-05-0j 8.11821e-05-0j 0.000259238-0j 3.4361e-05-0j -0.00014553-0j 5.88454e-05-0j -8.85725e-05-0j 5.62961e-05-0j -0.000117918-0j -0.000157455-0j -1.3941e-06-0j 0.000177971-0j -7.37517e-05-0j 0.000128391-0j -5.25465e-05-0j 5.90128e-05-0j 0.000223118-0j 0.000103456-0j -0.000109861-0j 4.10443e-05-0j -1.16307e-05-0j 1.21102e-06-0j -0.00012305-0j 0.000137723-0j -1.91073e-05-0j 4.6495e-05-0j -6.83474e-05-0j 9.56221e-05-0j 2.42265e-05-0j 4.27905e-05-0j 2.90724e-06-0j 
-5.96578e-19-0j 9.23975e-18-0j -5.29412e-18-0j 2.13522e-17-0j 1.55024e-17-0j -1.14399e-17-0j 4.17676e-18-0j -3.26277e-17-0j 2.82178e-17-0j 3.0029e-18-0j -5.73201e-18-0j -1.40106e-17-0j -3.58389e-17-0j 2.50343e-17-0j 6.05728e-17-0j 1.41103e-17-0j -1.73529e-17-0j 2.87677e-17-0j -1.4452e-17-0j -4.4204e-17-0j 5.41232e-18-0j 2.91172e-17-0j -2.13039e-17-0j 2.26378e-17-0j -2.28387e-17-0j 1.12132e-17-0j 5.09148e-17-0j 1.76302e-17-0j -4.11728e-17-0j -1.44903e-17-0j -2.27505e-17-0j 3.98858e-17-0j 1.93128e-18-0j 8.12633e-18-0j -9.82546e-18-0j -2.82238e-19-0j 6.04931e-18-0j 2.77242e-18-0j 1.34894e-18-0j -1.19362e-18-0j -8.35419e-18-0j -2.15291e-18-0j -1.79184e-17-0j -1.19487e-17-0j -4.67909e-17-0j -6.07157e-18-0j 1.89859e-17-0j -1.66039e-17-0j -5.30212e-17-0j -7.02774e-18-0j 2.97648e-17-0j -1.20355e-17-0j 1.81155e-17-0j -1.15141e-17-0j 2.41175e-17-0j 3.22038e-17-0j 2.85132e-19-0j -3.63998e-17-0j 1.50842e-17-0j -2.62594e-17-0j 1.07472e-17-0j -1.20697e-17-0j -4.56336e-17-0j -2.11595e-17-0j 2.24695e-17-0j -8.39465e-18-0j 2.37879e-18-0j -2.47685e-19-0j 2.5167e-17-0j -2.8168e-17-0j 3.90796e-18-0j -9.50949e-18-0j 1.39789e-17-0j -1.95573e-17-0j -4.95496e-18-0j -8.75181e-18-0j -5.94608e-19-0j 
1.01313e-18-0j -1.56913e-17-0j 8.99068e-18-0j -3.62612e-17-0j -2.63268e-17-0j 1.94278e-17-0j -7.09313e-18-0j 5.54097e-17-0j -4.79206e-17-0j -5.09965e-18-0j 9.73433e-18-0j 2.37933e-17-0j 6.08631e-17-0j -4.25142e-17-0j -1.02867e-16-0j -2.39626e-17-0j 2.94693e-17-0j -4.88545e-17-0j 2.4543e-17-0j 7.5069e-17-0j -9.19142e-18-0j -4.94479e-17-0j 3.61792e-17-0j -3.84445e-17-0j 3.87856e-17-0j -1.90427e-17-0j -8.64654e-17-0j -2.99403e-17-0j 6.99213e-17-0j 2.46079e-17-0j 3.86358e-17-0j -6.77356e-17-0j -3.27978e-18-0j -1.38005e-17-0j 1.6686e-17-0j 4.79307e-19-0j -1.02732e-17-0j -4.70823e-18-0j -2.29082e-18-0j 2.02705e-18-0j 1.41874e-17-0j 3.65616e-18-0j 3.04298e-17-0j 2.02918e-17-0j 7.94621e-17-0j 1.0311e-17-0j -3.22426e-17-0j 2.81974e-17-0j 9.00427e-17-0j 1.19348e-17-0j -5.05478e-17-0j 2.04391e-17-0j -3.07644e-17-0j 1.95536e-17-0j -4.09572e-17-0j -5.46898e-17-0j -4.84222e-19-0j 6.18156e-17-0j -2.56166e-17-0j 4.45947e-17-0j -1.82513e-17-0j 2.04972e-17-0j 7.74968e-17-0j 3.59339e-17-0j -3.81585e-17-0j 1.42561e-17-0j -4.03975e-18-0j 4.20629e-19-0j -4.27396e-17-0j 4.7836e-17-0j -6.63666e-18-0j 1.61494e-17-0j -2.37395e-17-0j 3.3213e-17-0j 8.41471e-18-0j 1.48627e-17-0j 1.00979e-18-0j 
7.512e-06-0j -0.000116345-0j 6.66626e-05-0j -0.000268863-0j -0.000195203-0j 0.00014405-0j -5.2593e-05-0j 0.000410842-0j -0.000355314-0j -3.7812e-05-0j 7.21765e-05-0j 0.000176419-0j 0.000451278-0j -0.000315227-0j -0.000762722-0j -0.000177674-0j 0.000218504-0j -0.000362238-0j 0.000181977-0j 0.00055661-0j -6.8151e-05-0j -0.000366638-0j 0.000268255-0j -0.000285052-0j 0.000287581-0j -0.000141194-0j -0.00064111-0j -0.000221996-0j 0.000518441-0j 0.000182459-0j 0.00028647-0j -0.000502235-0j -2.43183e-05-0j -0.000102325-0j 0.000123721-0j 3.55389e-06-0j -7.61719e-05-0j -3.49098e-05-0j -1.69856e-05-0j 1.50298e-05-0j 0.000105195-0j 2.71091e-05-0j 0.000225626-0j 0.000150456-0j 0.000589182-0j 7.64521e-05-0j -0.000239067-0j 0.000209074-0j 0.000667634-0j 8.84921e-05-0j -0.000374794-0j 0.000151549-0j -0.000228107-0j 0.000144983-0j -0.000303683-0j -0.000405505-0j -3.59033e-06-0j 0.00045834-0j -0.000189938-0j 0.000330653-0j -0.000135327-0j 0.00015198-0j 0.000574611-0j 0.000266436-0j -0.000282931-0j 0.000105704-0j -2.99533e-05-0j 3.11881e-06-0j -0.000316899-0j 0.000354686-0j -4.92084e-05-0j 0.000119742-0j -0.00017602-0j 0.000246262-0j 6.2392e-05-0j 0.000110201-0j 7.4872e-06-0j 
3.82455e-06-0j -5.92344e-05-0j 3.39396e-05-0j -0.000136885-0j -9.93829e-05-0j 7.33394e-05-0j -2.67764e-05-0j 0.00020917-0j -0.000180899-0j -1.92511e-05-0j 3.67469e-05-0j 8.98192e-05-0j 0.000229757-0j -0.00016049-0j -0.000388321-0j -9.04583e-05-0j 0.000111246-0j -0.000184425-0j 9.26491e-05-0j 0.000283384-0j -3.46974e-05-0j -0.000186665-0j 0.000136576-0j -0.000145127-0j 0.000146415-0j -7.18856e-05-0j -0.000326405-0j -0.000113024-0j 0.000263951-0j 9.28944e-05-0j 0.000145849-0j -0.0002557-0j -1.23811e-05-0j -5.20964e-05-0j 6.29893e-05-0j 1.80937e-06-0j -3.8781e-05-0j -1.77735e-05-0j -8.64779e-06-0j 7.65207e-06-0j 5.35572e-05-0j 1.38019e-05-0j 0.000114872-0j 7.6601e-05-0j 0.000299968-0j 3.89237e-05-0j -0.000121715-0j 0.000106445-0j 0.000339909-0j 4.50536e-05-0j -0.000190817-0j 7.71572e-05-0j -0.000116135-0j 7.38145e-05-0j -0.000154613-0j -0.000206453-0j -1.82793e-06-0j 0.000233353-0j -9.67021e-05-0j 0.000168344-0j -6.88982e-05-0j 7.73766e-05-0j 0.000292549-0j 0.00013565-0j -0.000144048-0j 5.38166e-05-0j -1.525e-05-0j 1.58786e-06-0j -0.000161341-0j 0.00018058-0j -2.50532e-05-0j 6.09636e-05-0j -8.9616e-05-0j 0.000125378-0j 3.17653e-05-0j 5.61062e-05-0j 3.81192e-06-0j 
-8.29396e-06-0j 0.000128456-0j -7.36018e-05-0j 0.00029685-0j 0.000215523-0j -0.000159044-0j 5.80676e-05-0j -0.000453609-0j 0.0003923-0j 4.1748e-05-0j -7.96896e-05-0j -0.000194783-0j -0.000498253-0j 0.00034804-0j 0.000842117-0j 0.000196169-0j -0.000241249-0j 0.000399945-0j -0.00020092-0j -0.000614549-0j 7.52451e-05-0j 0.000404803-0j -0.000296179-0j 0.000314724-0j -0.000317516-0j 0.000155892-0j 0.000707845-0j 0.000245105-0j -0.000572407-0j -0.000201452-0j -0.00031629-0j 0.000554514-0j 2.68497e-05-0j 0.000112977-0j -0.000136599-0j -3.92382e-06-0j 8.41009e-05-0j 3.85437e-05-0j 1.87537e-05-0j -1.65943e-05-0j -0.000116145-0j -2.9931e-05-0j -0.000249112-0j -0.000166118-0j -0.000650512-0j -8.44103e-05-0j 0.000263952-0j -0.000230837-0j -0.00073713-0j -9.77036e-05-0j 0.000413807-0j -0.000167324-0j 0.000251851-0j -0.000160075-0j 0.000335294-0j 0.000447715-0j 3.96406e-06-0j -0.00050605-0j 0.000209709-0j -0.000365072-0j 0.000149413-0j -0.0001678-0j -0.000634424-0j -0.000294171-0j 0.000312383-0j -0.000116707-0j 3.30712e-05-0j -3.44346e-06-0j 0.000349886-0j -0.000391607-0j 5.43307e-05-0j -0.000132206-0j 0.000194342-0j -0.000271896-0j -6.88866e-05-0j -0.000121672-0j -8.26657e-06-0j 
-5.84822e-19-0j 9.05768e-18-0j -5.1898e-18-0j 2.09315e-17-0j 1.51969e-17-0j -1.12145e-17-0j 4.09445e-18-0j -3.19847e-17-0j 2.76617e-17-0j 2.94373e-18-0j -5.61906e-18-0j -1.37345e-17-0j -3.51327e-17-0j 2.4541e-17-0j 5.93792e-17-0j 1.38322e-17-0j -1.70109e-17-0j 2.82008e-17-0j -1.41672e-17-0j -4.3333e-17-0j 5.30567e-18-0j 2.85434e-17-0j -2.08841e-17-0j 2.21917e-17-0j -2.23886e-17-0j 1.09922e-17-0j 4.99114e-17-0j 1.72828e-17-0j -4.03614e-17-0j -1.42047e-17-0j -2.23022e-17-0j 3.90998e-17-0j 1.89322e-18-0j 7.96619e-18-0j -9.63184e-18-0j -2.76676e-19-0j 5.93011e-18-0j 2.71779e-18-0j 1.32235e-18-0j -1.1701e-18-0j -8.18957e-18-0j -2.11049e-18-0j -1.75653e-17-0j -1.17132e-17-0j -4.58688e-17-0j -5.95192e-18-0j 1.86117e-17-0j -1.62767e-17-0j -5.19764e-17-0j -6.88925e-18-0j 2.91783e-17-0j -1.17983e-17-0j 1.77585e-17-0j -1.12872e-17-0j 2.36422e-17-0j 3.15692e-17-0j 2.79513e-19-0j -3.56825e-17-0j 1.4787e-17-0j -2.57419e-17-0j 1.05354e-17-0j -1.18319e-17-0j -4.47344e-17-0j -2.07425e-17-0j 2.20267e-17-0j -8.22923e-18-0j 2.33191e-18-0j -2.42804e-19-0j 2.46711e-17-0j -2.76129e-17-0j 3.83095e-18-0j -9.32209e-18-0j 1.37034e-17-0j -1.91719e-17-0j -4.85732e-18-0j -8.57934e-18-0j -5.82891e-19-0j 
-6.07981e-06-0j 9.41637e-05-0j -5.39532e-05-0j 0.000217604-0j 0.000157987-0j -0.000116586-0j 4.2566e-05-0j -0.000332514-0j 0.000287572-0j 3.06031e-05-0j -5.84158e-05-0j -0.000142784-0j -0.00036524-0j 0.000255128-0j 0.000617307-0j 0.0001438-0j -0.000176846-0j 0.000293176-0j -0.000147283-0j -0.00045049-0j 5.51578e-05-0j 0.000296737-0j -0.000217111-0j 0.000230706-0j -0.000232753-0j 0.000114275-0j 0.00051888-0j 0.000179672-0j -0.000419598-0j -0.000147672-0j -0.000231854-0j 0.000406482-0j 1.9682e-05-0j 8.28167e-05-0j -0.000100133-0j -2.87633e-06-0j 6.16495e-05-0j 2.82541e-05-0j 1.37472e-05-0j -1.21643e-05-0j -8.51389e-05-0j -2.19407e-05-0j -0.00018261-0j -0.000121771-0j -0.000476853-0j -6.18763e-05-0j 0.000193488-0j -0.000169213-0j -0.000540347-0j -7.16208e-05-0j 0.000303338-0j -0.000122655-0j 0.000184617-0j -0.000117341-0j 0.000245785-0j 0.000328194-0j 2.90582e-06-0j -0.000370956-0j 0.000153725-0j -0.000267613-0j 0.000109526-0j -0.000123004-0j -0.000465059-0j -0.000215639-0j 0.00022899-0j -8.55512e-05-0j 2.42426e-05-0j -2.5242e-06-0j 0.000256481-0j -0.000287064-0j 3.98266e-05-0j -9.69126e-05-0j 0.000142461-0j -0.000199311-0j -5.04968e-05-0j -8.9191e-05-0j -6.05974e-06-0j 
-5.10464e-20-0j 7.90603e-19-0j -4.52993e-19-0j 1.82701e-18-0j 1.32647e-18-0j -9.78863e-19-0j 3.57386e-19-0j -2.7918e-18-0j 2.41447e-18-0j 2.56944e-19-0j -4.90462e-19-0j -1.19882e-18-0j -3.06657e-18-0j 2.14207e-18-0j 5.18293e-18-0j 1.20735e-18-0j -1.4848e-18-0j 2.46152e-18-0j -1.23659e-18-0j -3.78233e-18-0j 4.63107e-19-0j 2.49142e-18-0j -1.82288e-18-0j 1.93701e-18-0j -1.9542e-18-0j 9.59459e-19-0j 4.35654e-18-0j 1.50853e-18-0j -3.52296e-18-0j -1.23986e-18-0j -1.94665e-18-0j 3.41284e-18-0j 1.65251e-19-0j 6.95332e-19-0j -8.40719e-19-0j -2.41498e-20-0j 5.17612e-19-0j 2.37223e-19-0j 1.15422e-19-0j -1.02132e-19-0j -7.14829e-19-0j -1.84215e-19-0j -1.5332e-18-0j -1.02239e-18-0j -4.00367e-18-0j -5.19516e-19-0j 1.62453e-18-0j -1.42072e-18-0j -4.53678e-18-0j -6.01331e-19-0j 2.54684e-18-0j -1.02982e-18-0j 1.55006e-18-0j -9.85204e-19-0j 2.06362e-18-0j 2.75553e-18-0j 2.43974e-20-0j -3.11456e-18-0j 1.29068e-18-0j -2.24689e-18-0j 9.19586e-19-0j -1.03275e-18-0j -3.90466e-18-0j -1.81052e-18-0j 1.92261e-18-0j -7.18291e-19-0j 2.03542e-19-0j -2.11933e-20-0j 2.15342e-18-0j -2.4102e-18-0j 3.34386e-19-0j -8.13682e-19-0j 1.19611e-18-0j -1.67343e-18-0j -4.23973e-19-0j -7.48851e-19-0j -5.08778e-20-0j 
3.61364e-06-0j -5.59678e-05-0j 3.2068e-05-0j -0.000129336-0j -9.39023e-05-0j 6.9295e-05-0j -2.52998e-05-0j 0.000197635-0j -0.000170923-0j -1.81894e-05-0j 3.47204e-05-0j 8.4866e-05-0j 0.000217087-0j -0.00015164-0j -0.000366907-0j -8.54699e-05-0j 0.000105111-0j -0.000174254-0j 8.75399e-05-0j 0.000267756-0j -3.2784e-05-0j -0.000176371-0j 0.000129044-0j -0.000137124-0j 0.00013834-0j -6.79214e-05-0j -0.000308405-0j -0.000106791-0j 0.000249395-0j 8.77716e-05-0j 0.000137806-0j -0.000241599-0j -1.16983e-05-0j -4.92235e-05-0j 5.95156e-05-0j 1.70959e-06-0j -3.66424e-05-0j -1.67933e-05-0j -8.1709e-06-0j 7.23008e-06-0j 5.06037e-05-0j 1.30408e-05-0j 0.000108537-0j 7.23767e-05-0j 0.000283425-0j 3.67772e-05-0j -0.000115003-0j 0.000100575-0j 0.000321164-0j 4.2569e-05-0j -0.000180294-0j 7.29023e-05-0j -0.000109731-0j 6.97439e-05-0j -0.000146086-0j -0.000195068-0j -1.72712e-06-0j 0.000220484-0j -9.13693e-05-0j 0.00015906-0j -6.50987e-05-0j 7.31096e-05-0j 0.000276416-0j 0.000128169-0j -0.000136104-0j 5.08488e-05-0j -1.4409e-05-0j 1.5003e-06-0j -0.000152444-0j 0.000170621-0j -2.36716e-05-0j 5.76017e-05-0j -8.4674e-05-0j 0.000118464-0j 3.00136e-05-0j 5.30122e-05-0j 3.60171e-06-0j 
9.59268e-06-0j -0.000148571-0j 8.51269e-05-0j -0.000343333-0j -0.000249271-0j 0.000183949-0j -6.71602e-05-0j 0.000524638-0j -0.000453729-0j -4.82852e-05-0j 9.2168e-05-0j 0.000225283-0j 0.000576273-0j -0.000402539-0j -0.000973981-0j -0.000226886-0j 0.000279026-0j -0.000462571-0j 0.000232381-0j 0.000710779-0j -8.70275e-05-0j -0.00046819-0j 0.000342557-0j -0.000364005-0j 0.000367235-0j -0.000180302-0j -0.000818684-0j -0.000283485-0j 0.000662039-0j 0.000232996-0j 0.000365817-0j -0.000641344-0j -3.10541e-05-0j -0.000130667-0j 0.000157989-0j 4.53824e-06-0j -9.727e-05-0j -4.45792e-05-0j -2.16903e-05-0j 1.91928e-05-0j 0.000134331-0j 3.46178e-05-0j 0.00028812-0j 0.000192129-0j 0.000752374-0j 9.76279e-05-0j -0.000305284-0j 0.000266983-0j 0.000852555-0j 0.000113003-0j -0.000478604-0j 0.000193525-0j -0.000291288-0j 0.00018514-0j -0.000387797-0j -0.000517822-0j -4.58478e-06-0j 0.000585291-0j -0.000242547-0j 0.000422238-0j -0.000172809-0j 0.000194075-0j 0.000733766-0j 0.000340234-0j -0.000361298-0j 0.000134982-0j -3.82498e-05-0j 3.98266e-06-0j -0.000404673-0j 0.000452927-0j -6.28381e-05-0j 0.000152908-0j -0.000224774-0j 0.000314472-0j 7.96734e-05-0j 0.000140725-0j 9.56101e-06-0j 
7.57072e-20-0j -1.17255e-18-0j 6.71838e-19-0j -2.70965e-18-0j -1.96729e-18-0j 1.45176e-18-0j -5.30041e-19-0j 4.14054e-18-0j -3.58091e-18-0j -3.81076e-19-0j 7.27407e-19-0j 1.77798e-18-0j 4.54805e-18-0j -3.17691e-18-0j -7.68684e-18-0j -1.79063e-18-0j 2.20212e-18-0j -3.6507e-18-0j 1.834e-18-0j 5.60961e-18-0j -6.86838e-19-0j -3.69504e-18-0j 2.70352e-18-0j -2.8728e-18-0j 2.89829e-18-0j -1.42298e-18-0j -6.46121e-18-0j -2.23732e-18-0j 5.22493e-18-0j 1.83885e-18-0j 2.8871e-18-0j -5.0616e-18-0j -2.45084e-19-0j -1.03125e-18-0j 1.24688e-18-0j 3.58167e-20-0j -7.67673e-19-0j -3.51827e-19-0j -1.71184e-19-0j 1.51473e-19-0j 1.06017e-18-0j 2.7321e-19-0j 2.2739e-18-0j 1.51632e-18-0j 5.93788e-18-0j 7.70498e-19-0j -2.40936e-18-0j 2.10708e-18-0j 6.72853e-18-0j 8.91839e-19-0j -3.77723e-18-0j 1.52733e-18-0j -2.2989e-18-0j 1.46116e-18-0j -3.06057e-18-0j -4.08675e-18-0j -3.61839e-20-0j 4.61923e-18-0j -1.91422e-18-0j 3.33238e-18-0j -1.36384e-18-0j 1.53168e-18-0j 5.79102e-18-0j 2.68519e-18-0j -2.85143e-18-0j 1.0653e-18-0j -3.01874e-19-0j 3.14319e-20-0j -3.19376e-18-0j 3.57459e-18-0j -4.95931e-19-0j 1.20678e-18-0j -1.77396e-18-0j 2.48187e-18-0j 6.28797e-19-0j 1.11063e-18-0j 7.54573e-20-0j 
9.90752e-07-0j -1.53447e-05-0j 8.79208e-06-0j -3.54602e-05-0j -2.57452e-05-0j 1.89986e-05-0j -6.93645e-06-0j 5.41857e-05-0j -4.6862e-05-0j -4.987e-06-0j 9.5193e-06-0j 2.32677e-05-0j 5.95187e-05-0j -4.15751e-05-0j -0.000100595-0j -2.34333e-05-0j 2.88183e-05-0j -4.77753e-05-0j 2.40008e-05-0j 7.34108e-05-0j -8.98838e-06-0j -4.83556e-05-0j 3.538e-05-0j -3.75952e-05-0j 3.79288e-05-0j -1.8622e-05-0j -8.45554e-05-0j -2.92789e-05-0j 6.83767e-05-0j 2.40643e-05-0j 3.77823e-05-0j -6.62393e-05-0j -3.20733e-06-0j -1.34956e-05-0j 1.63174e-05-0j 4.68719e-07-0j -1.00463e-05-0j -4.60423e-06-0j -2.24021e-06-0j 1.98227e-06-0j 1.3874e-05-0j 3.5754e-06-0j 2.97576e-05-0j 1.98435e-05-0j 7.77068e-05-0j 1.00832e-05-0j -3.15303e-05-0j 2.75745e-05-0j 8.80537e-05-0j 1.16712e-05-0j -4.94312e-05-0j 1.99876e-05-0j -3.00848e-05-0j 1.91217e-05-0j -4.00525e-05-0j -5.34817e-05-0j -4.73525e-07-0j 6.04501e-05-0j -2.50507e-05-0j 4.36096e-05-0j -1.78481e-05-0j 2.00445e-05-0j 7.57849e-05-0j 3.51401e-05-0j -3.73156e-05-0j 1.39412e-05-0j -3.95051e-06-0j 4.11337e-07-0j -4.17955e-05-0j 4.67793e-05-0j -6.49005e-06-0j 1.57926e-05-0j -2.32151e-05-0j 3.24793e-05-0j 8.22883e-06-0j 1.45343e-05-0j 9.87481e-07-0j 
-1.03115e-05-0j 0.000159704-0j -9.15057e-05-0j 0.00036906-0j 0.000267949-0j -0.000197733-0j 7.21928e-05-0j -0.000563951-0j 0.000487728-0j 5.19034e-05-0j -9.90744e-05-0j -0.000242164-0j -0.000619455-0j 0.000432703-0j 0.00104696-0j 0.000243888-0j -0.000299934-0j 0.000497233-0j -0.000249794-0j -0.00076404-0j 9.35488e-05-0j 0.000503273-0j -0.000368226-0j 0.000391281-0j -0.000394753-0j 0.000193813-0j 0.000880031-0j 0.000304727-0j -0.000711647-0j -0.000250456-0j -0.000393229-0j 0.000689402-0j 3.3381e-05-0j 0.000140459-0j -0.000169827-0j -4.87831e-06-0j 0.000104559-0j 4.79196e-05-0j 2.33156e-05-0j -2.0631e-05-0j -0.000144397-0j -3.72118e-05-0j -0.00030971-0j -0.000206526-0j -0.000808752-0j -0.000104943-0j 0.00032816-0j -0.000286989-0j -0.00091644-0j -0.00012147-0j 0.000514468-0j -0.000208026-0j 0.000313115-0j -0.000199014-0j 0.000416856-0j 0.000556624-0j 4.92833e-06-0j -0.000629149-0j 0.000260721-0j -0.000453877-0j 0.000185759-0j -0.000208618-0j -0.00078875-0j -0.000365729-0j 0.000388371-0j -0.000145097-0j 4.11159e-05-0j -4.28109e-06-0j 0.000434997-0j -0.000486867-0j 6.75468e-05-0j -0.000164366-0j 0.000241617-0j -0.000338036-0j -8.56435e-05-0j -0.00015127-0j -1.02774e-05-0j 
-1.31303e-18-0j 2.03361e-17-0j -1.1652e-17-0j 4.69948e-17-0j 3.41197e-17-0j -2.51786e-17-0j 9.19277e-18-0j -7.18114e-17-0j 6.21055e-17-0j 6.60919e-18-0j -1.26158e-17-0j -3.08363e-17-0j -7.88791e-17-0j 5.50988e-17-0j 1.33317e-16-0j 3.10558e-17-0j -3.81925e-17-0j 6.33159e-17-0j -3.18079e-17-0j -9.72901e-17-0j 1.19122e-17-0j 6.40849e-17-0j -4.68885e-17-0j 4.98244e-17-0j -5.02664e-17-0j 2.46795e-17-0j 1.1206e-16-0j 3.88029e-17-0j -9.06186e-17-0j -3.18921e-17-0j -5.00723e-17-0j 8.77859e-17-0j 4.25062e-18-0j 1.78855e-17-0j -2.16252e-17-0j -6.21186e-19-0j 1.33141e-17-0j 6.10191e-18-0j 2.96892e-18-0j -2.62707e-18-0j -1.8387e-17-0j -4.73842e-18-0j -3.94373e-17-0j -2.62983e-17-0j -1.02984e-16-0j -1.33631e-17-0j 4.17867e-17-0j -3.65441e-17-0j -1.16696e-16-0j -1.54676e-17-0j 6.55104e-17-0j -2.64893e-17-0j 3.98709e-17-0j -2.53417e-17-0j 5.30809e-17-0j 7.08785e-17-0j 6.27555e-19-0j -8.01136e-17-0j 3.31993e-17-0j -5.77951e-17-0j 2.36538e-17-0j -2.65646e-17-0j -1.00437e-16-0j -4.65706e-17-0j 4.94538e-17-0j -1.84761e-17-0j 5.23555e-18-0j -5.45139e-19-0j 5.53909e-17-0j -6.19959e-17-0j 8.60117e-18-0j -2.09297e-17-0j 3.07666e-17-0j -4.30443e-17-0j -1.09055e-17-0j -1.92621e-17-0j -1.30869e-18-0j 
