0.00302215-0j -0.0468069-0j 0.026819-0j -0.108166-0j -0.0785322-0j 0.0579526-0j -0.0211587-0j 0.165286-0j -0.142946-0j -0.0152122-0j 0.0290373-0j 0.0709749-0j 0.181553-0j -0.126819-0j -0.306851-0j -0.07148-0j 0.0879064-0j -0.145732-0j 0.0732112-0j 0.22393-0j -0.0274178-0j -0.147502-0j 0.107922-0j -0.114679-0j 0.115697-0j -0.0568039-0j -0.257925-0j -0.0893113-0j 0.208574-0j 0.073405-0j 0.11525-0j -0.202054-0j -0.00978351-0j -0.0411665-0j 0.049774-0j 0.00142976-0j -0.0306447-0j -0.0140446-0j -0.00683347-0j 0.00604665-0j 0.0423208-0j 0.0109063-0j 0.0907715-0j 0.0605299-0j 0.237034-0j 0.0307575-0j -0.096179-0j 0.0841124-0j 0.268596-0j 0.0356012-0j -0.150783-0j 0.0609695-0j -0.0917696-0j 0.0583281-0j -0.122175-0j -0.163139-0j -0.00144442-0j 0.184395-0j -0.0764138-0j 0.133025-0j -0.0544432-0j 0.0611429-0j 0.231172-0j 0.10719-0j -0.113826-0j 0.0425258-0j -0.0120505-0j 0.00125473-0j -0.127491-0j 0.142694-0j -0.019797-0j 0.0481733-0j -0.0708144-0j 0.0990736-0j 0.0251009-0j 0.044335-0j 0.00301217-0j 
5.40421e-20-0j -8.37e-19-0j 4.79577e-19-0j -1.93423e-18-0j -1.40431e-18-0j 1.03631e-18-0j -3.78359e-19-0j 2.95564e-18-0j -2.55616e-18-0j -2.72023e-19-0j 5.19245e-19-0j 1.26917e-18-0j 3.24654e-18-0j -2.26778e-18-0j -5.4871e-18-0j -1.2782e-18-0j 1.57194e-18-0j -2.60598e-18-0j 1.30916e-18-0j 4.0043e-18-0j -4.90285e-19-0j -2.63763e-18-0j 1.92985e-18-0j -2.05069e-18-0j 2.06888e-18-0j -1.01577e-18-0j -4.6122e-18-0j -1.59706e-18-0j 3.72971e-18-0j 1.31263e-18-0j 2.06089e-18-0j -3.61312e-18-0j -1.74949e-19-0j -7.36138e-19-0j 8.90057e-19-0j 2.5567e-20-0j -5.47988e-19-0j -2.51145e-19-0j -1.22196e-19-0j 1.08126e-19-0j 7.5678e-19-0j 1.95026e-19-0j 1.62317e-18-0j 1.08239e-18-0j 4.23863e-18-0j 5.50004e-19-0j -1.71987e-18-0j 1.5041e-18-0j 4.80302e-18-0j 6.36621e-19-0j -2.6963e-18-0j 1.09025e-18-0j -1.64102e-18-0j 1.04302e-18-0j -2.18472e-18-0j -2.91724e-18-0j -2.58291e-20-0j 3.29734e-18-0j -1.36643e-18-0j 2.37875e-18-0j -9.73552e-19-0j 1.09336e-18-0j 4.1338e-18-0j 1.91677e-18-0j -2.03544e-18-0j 7.60445e-19-0j -2.15487e-19-0j 2.2437e-20-0j -2.2798e-18-0j 2.55165e-18-0j -3.5401e-19-0j 8.61434e-19-0j -1.2663e-18-0j 1.77163e-18-0j 4.48854e-19-0j 7.92798e-19-0j 5.38636e-20-0j 
1.00181e-18-0j -1.5516e-17-0j 8.89023e-18-0j -3.5856e-17-0j -2.60326e-17-0j 1.92107e-17-0j -7.01388e-18-0j 5.47906e-17-0j -4.73852e-17-0j -5.04267e-18-0j 9.62557e-18-0j 2.35275e-17-0j 6.01831e-17-0j -4.20392e-17-0j -1.01718e-16-0j -2.36949e-17-0j 2.91401e-17-0j -4.83087e-17-0j 2.42687e-17-0j 7.42303e-17-0j -9.08873e-18-0j -4.88955e-17-0j 3.57749e-17-0j -3.80149e-17-0j 3.83522e-17-0j -1.88299e-17-0j -8.54994e-17-0j -2.96058e-17-0j 6.91401e-17-0j 2.4333e-17-0j 3.82041e-17-0j -6.69788e-17-0j -3.24313e-18-0j -1.36463e-17-0j 1.64996e-17-0j 4.73952e-19-0j -1.01584e-17-0j -4.65563e-18-0j -2.26522e-18-0j 2.0044e-18-0j 1.40289e-17-0j 3.61531e-18-0j 3.00898e-17-0j 2.0065e-17-0j 7.85743e-17-0j 1.01958e-17-0j -3.18823e-17-0j 2.78824e-17-0j 8.90367e-17-0j 1.18014e-17-0j -4.99831e-17-0j 2.02108e-17-0j -3.04207e-17-0j 1.93352e-17-0j -4.04996e-17-0j -5.40788e-17-0j -4.78811e-19-0j 6.11249e-17-0j -2.53304e-17-0j 4.40964e-17-0j -1.80474e-17-0j 2.02682e-17-0j 7.6631e-17-0j 3.55324e-17-0j -3.77322e-17-0j 1.40968e-17-0j -3.99462e-18-0j 4.15929e-19-0j -4.22621e-17-0j 4.73015e-17-0j -6.56251e-18-0j 1.59689e-17-0j -2.34742e-17-0j 3.28419e-17-0j 8.32069e-18-0j 1.46966e-17-0j 9.98505e-19-0j 
-1.62386e-06-0j 2.51502e-05-0j -1.44104e-05-0j 5.81198e-05-0j 4.21968e-05-0j -3.1139e-05-0j 1.1369e-05-0j -8.88112e-05-0j 7.68077e-05-0j 8.17378e-06-0j -1.56023e-05-0j -3.81362e-05-0j -9.75521e-05-0j 6.81422e-05-0j 0.000164877-0j 3.84075e-05-0j -4.72337e-05-0j 7.83045e-05-0j -3.93377e-05-0j -0.000120321-0j 1.47321e-05-0j 7.92557e-05-0j -5.79884e-05-0j 6.16192e-05-0j -6.21659e-05-0j 3.05218e-05-0j 0.000138588-0j 4.79886e-05-0j -0.000112071-0j -3.94419e-05-0j -6.19259e-05-0j 0.000108567-0j 5.25686e-06-0j 2.21195e-05-0j -2.67445e-05-0j -7.68238e-07-0j 1.6466e-05-0j 7.54641e-06-0j 3.67175e-06-0j -3.24898e-06-0j -2.27398e-05-0j -5.86014e-06-0j -4.87732e-05-0j -3.25239e-05-0j -0.000127363-0j -1.65266e-05-0j 5.16787e-05-0j -4.51951e-05-0j -0.000144321-0j -1.91292e-05-0j 8.10186e-05-0j -3.276e-05-0j 4.93095e-05-0j -3.13408e-05-0j 6.56467e-05-0j 8.76574e-05-0j 7.76116e-07-0j -9.90787e-05-0j 4.10586e-05-0j -7.14769e-05-0j 2.92533e-05-0j -3.28532e-05-0j -0.000124213-0j -5.75952e-05-0j 6.11609e-05-0j -2.28499e-05-0j 6.47496e-06-0j -6.74188e-07-0j 6.85035e-05-0j -7.6672e-05-0j 1.06373e-05-0j -2.58844e-05-0j 3.80499e-05-0j -5.32341e-05-0j -1.34872e-05-0j -2.3822e-05-0j -1.6185e-06-0j 
2.73604e-19-0j -4.23755e-18-0j 2.428e-18-0j -9.79259e-18-0j -7.10973e-18-0j 5.24661e-18-0j -1.91555e-18-0j 1.49638e-17-0j -1.29413e-17-0j -1.3772e-18-0j 2.62883e-18-0j 6.42555e-18-0j 1.64365e-17-0j -1.14813e-17-0j -2.778e-17-0j -6.47127e-18-0j 7.9584e-18-0j -1.31935e-17-0j 6.628e-18-0j 2.02729e-17-0j -2.48221e-18-0j -1.33538e-17-0j 9.77044e-18-0j -1.03822e-17-0j 1.04743e-17-0j -5.14261e-18-0j -2.33506e-17-0j -8.08559e-18-0j 1.88827e-17-0j 6.64555e-18-0j 1.04339e-17-0j -1.82925e-17-0j -8.85727e-19-0j -3.72691e-18-0j 4.50617e-18-0j 1.2944e-19-0j -2.77435e-18-0j -1.27149e-18-0j -6.18652e-19-0j 5.47419e-19-0j 3.83142e-18-0j 9.87373e-19-0j 8.21779e-18-0j 5.47994e-18-0j 2.14593e-17-0j 2.78455e-18-0j -8.70734e-18-0j 7.61492e-18-0j 2.43167e-17-0j 3.22308e-18-0j -1.36508e-17-0j 5.51973e-18-0j -8.30815e-18-0j 5.2806e-18-0j -1.10608e-17-0j -1.47694e-17-0j -1.30768e-19-0j 1.66937e-17-0j -6.91794e-18-0j 1.20431e-17-0j -4.92889e-18-0j 5.53543e-18-0j 2.09286e-17-0j 9.7042e-18-0j -1.0305e-17-0j 3.84997e-18-0j -1.09096e-18-0j 1.13594e-19-0j -1.15421e-17-0j 1.29184e-17-0j -1.79228e-18-0j 4.36126e-18-0j -6.41102e-18-0j 8.9694e-18-0j 2.27245e-18-0j 4.01377e-18-0j 2.727e-19-0j 
9.93115e-07-0j -1.53813e-05-0j 8.81305e-06-0j -3.55448e-05-0j -2.58066e-05-0j 1.90439e-05-0j -6.95299e-06-0j 5.43149e-05-0j -4.69738e-05-0j -4.9989e-06-0j 9.54201e-06-0j 2.33232e-05-0j 5.96606e-05-0j -4.16742e-05-0j -0.000100835-0j -2.34892e-05-0j 2.88871e-05-0j -4.78893e-05-0j 2.40581e-05-0j 7.35859e-05-0j -9.00982e-06-0j -4.8471e-05-0j 3.54644e-05-0j -3.76849e-05-0j 3.80193e-05-0j -1.86664e-05-0j -8.47571e-05-0j -2.93488e-05-0j 6.85398e-05-0j 2.41218e-05-0j 3.78724e-05-0j -6.63973e-05-0j -3.21498e-06-0j -1.35278e-05-0j 1.63563e-05-0j 4.69837e-07-0j -1.00702e-05-0j -4.61521e-06-0j -2.24556e-06-0j 1.987e-06-0j 1.39071e-05-0j 3.58393e-06-0j 2.98286e-05-0j 1.98909e-05-0j 7.78921e-05-0j 1.01073e-05-0j -3.16055e-05-0j 2.76403e-05-0j 8.82637e-05-0j 1.1699e-05-0j -4.95491e-05-0j 2.00353e-05-0j -3.01566e-05-0j 1.91673e-05-0j -4.0148e-05-0j -5.36093e-05-0j -4.74655e-07-0j 6.05943e-05-0j -2.51105e-05-0j 4.37136e-05-0j -1.78907e-05-0j 2.00923e-05-0j 7.59657e-05-0j 3.52239e-05-0j -3.74046e-05-0j 1.39745e-05-0j -3.95994e-06-0j 4.12318e-07-0j -4.18952e-05-0j 4.68909e-05-0j -6.50554e-06-0j 1.58303e-05-0j -2.32705e-05-0j 3.25568e-05-0j 8.24846e-06-0j 1.4569e-05-0j 9.89836e-07-0j 
3.04332e-06-0j -4.71347e-05-0j 2.70069e-05-0j -0.000108924-0j -7.90822e-05-0j 5.83585e-05-0j -2.13069e-05-0j 0.000166444-0j -0.000143947-0j -1.53187e-05-0j 2.92407e-05-0j 7.1472e-05-0j 0.000182825-0j -0.000127707-0j -0.000309-0j -7.19806e-05-0j 8.8522e-05-0j -0.000146753-0j 7.37239e-05-0j 0.000225498-0j -2.76098e-05-0j -0.000148535-0j 0.000108678-0j -0.000115482-0j 0.000116507-0j -5.72017e-05-0j -0.000259731-0j -8.99368e-05-0j 0.000210035-0j 7.39191e-05-0j 0.000116057-0j -0.000203469-0j -9.85203e-06-0j -4.14548e-05-0j 5.01226e-05-0j 1.43978e-06-0j -3.08593e-05-0j -1.41429e-05-0j -6.88132e-06-0j 6.08899e-06-0j 4.26172e-05-0j 1.09826e-05-0j 9.14073e-05-0j 6.09538e-05-0j 0.000238694-0j 3.09729e-05-0j -9.68526e-05-0j 8.47014e-05-0j 0.000270477-0j 3.58506e-05-0j -0.000151839-0j 6.13965e-05-0j -9.24123e-05-0j 5.87366e-05-0j -0.00012303-0j -0.000164281-0j -1.45454e-06-0j 0.000185686-0j -7.6949e-05-0j 0.000133957-0j -5.48245e-05-0j 6.15711e-05-0j 0.000232791-0j 0.000107941-0j -0.000114623-0j 4.28236e-05-0j -1.21349e-05-0j 1.26351e-06-0j -0.000128384-0j 0.000143693-0j -1.99357e-05-0j 4.85107e-05-0j -7.13103e-05-0j 9.97675e-05-0j 2.52767e-05-0j 4.46455e-05-0j 3.03327e-06-0j 
1.01774e-19-0j -1.57627e-18-0j 9.03157e-19-0j -3.64261e-18-0j -2.64465e-18-0j 1.95161e-18-0j -7.12539e-19-0j 5.56616e-18-0j -4.81385e-18-0j -5.12284e-19-0j 9.77859e-19-0j 2.39015e-18-0j 6.11399e-18-0j -4.27075e-18-0j -1.03335e-17-0j -2.40716e-18-0j 2.96033e-18-0j -4.90767e-18-0j 2.46546e-18-0j 7.54104e-18-0j -9.23321e-19-0j -4.96728e-18-0j 3.63437e-18-0j -3.86193e-18-0j 3.89619e-18-0j -1.91292e-18-0j -8.68586e-18-0j -3.00764e-18-0j 7.02392e-18-0j 2.47198e-18-0j 3.88115e-18-0j -6.80436e-18-0j -3.29469e-19-0j -1.38632e-18-0j 1.67619e-18-0j 4.81486e-20-0j -1.03199e-18-0j -4.72964e-19-0j -2.30123e-19-0j 2.03627e-19-0j 1.42519e-18-0j 3.67279e-19-0j 3.05682e-18-0j 2.0384e-18-0j 7.98234e-18-0j 1.03579e-18-0j -3.23892e-18-0j 2.83256e-18-0j 9.04521e-18-0j 1.19891e-18-0j -5.07777e-18-0j 2.05321e-18-0j -3.09043e-18-0j 1.96425e-18-0j -4.11435e-18-0j -5.49385e-18-0j -4.86423e-20-0j 6.20967e-18-0j -2.57331e-18-0j 4.47975e-18-0j -1.83343e-18-0j 2.05904e-18-0j 7.78492e-18-0j 3.60973e-18-0j -3.8332e-18-0j 1.4321e-18-0j -4.05812e-19-0j 4.22541e-20-0j -4.29339e-18-0j 4.80535e-18-0j -6.66683e-19-0j 1.62228e-18-0j -2.38474e-18-0j 3.3364e-18-0j 8.45297e-19-0j 1.49302e-18-0j 1.01438e-19-0j 
-2.56214e-06-0j 3.96822e-05-0j -2.27368e-05-0j 9.1702e-05-0j 6.65785e-05-0j -4.91315e-05-0j 1.7938e-05-0j -0.000140127-0j 0.000121188-0j 1.28967e-05-0j -2.46175e-05-0j -6.01716e-05-0j -0.000153919-0j 0.000107515-0j 0.000260144-0j 6.05998e-05-0j -7.45258e-05-0j 0.00012355-0j -6.20674e-05-0j -0.000189844-0j 2.32445e-05-0j 0.00012505-0j -9.14946e-05-0j 9.72234e-05-0j -9.8086e-05-0j 4.81576e-05-0j 0.000218665-0j 7.57169e-05-0j -0.000176826-0j -6.22318e-05-0j -9.77072e-05-0j 0.000171299-0j 8.29433e-06-0j 3.49004e-05-0j -4.21977e-05-0j -1.21213e-06-0j 2.59802e-05-0j 1.19068e-05-0j 5.79332e-06-0j -5.12627e-06-0j -3.5879e-05-0j -9.24618e-06-0j -7.69549e-05-0j -5.13165e-05-0j -0.000200954-0j -2.60758e-05-0j 8.15392e-05-0j -7.13093e-05-0j -0.000227712-0j -3.01823e-05-0j 0.000127832-0j -5.16891e-05-0j 7.7801e-05-0j -4.94497e-05-0j 0.000103578-0j 0.000138307-0j 1.22456e-06-0j -0.000156327-0j 6.47826e-05-0j -0.000112777-0j 4.61562e-05-0j -5.18361e-05-0j -0.000195984-0j -9.08742e-05-0j 9.65003e-05-0j -3.60528e-05-0j 1.02163e-05-0j -1.06374e-06-0j 0.000108085-0j -0.000120974-0j 1.67836e-05-0j -4.08407e-05-0j 6.00355e-05-0j -8.39933e-05-0j -2.12802e-05-0j -3.75866e-05-0j -2.55368e-06-0j 
-3.022e-19-0j 4.68046e-18-0j -2.68177e-18-0j 1.08161e-17-0j 7.85283e-18-0j -5.79498e-18-0j 2.11576e-18-0j -1.65278e-17-0j 1.42939e-17-0j 1.52114e-18-0j -2.90359e-18-0j -7.09714e-18-0j -1.81544e-17-0j 1.26813e-17-0j 3.06835e-17-0j 7.14764e-18-0j -8.7902e-18-0j 1.45725e-17-0j -7.32075e-18-0j -2.23918e-17-0j 2.74165e-18-0j 1.47495e-17-0j -1.07916e-17-0j 1.14673e-17-0j -1.15691e-17-0j 5.68011e-18-0j 2.57912e-17-0j 8.93069e-18-0j -2.08563e-17-0j -7.34013e-18-0j -1.15244e-17-0j 2.02044e-17-0j 9.78302e-19-0j 4.11645e-18-0j -4.97715e-18-0j -1.42969e-19-0j 3.06432e-18-0j 1.40439e-18-0j 6.83313e-19-0j -6.04635e-19-0j -4.23187e-18-0j -1.09057e-18-0j -9.0767e-18-0j -6.05269e-18-0j -2.37022e-17-0j -3.07559e-18-0j 9.61742e-18-0j -8.41082e-18-0j -2.68582e-17-0j -3.55995e-18-0j 1.50776e-17-0j -6.09664e-18-0j 9.1765e-18-0j -5.83252e-18-0j 1.22169e-17-0j 1.63131e-17-0j 1.44435e-19-0j -1.84386e-17-0j 7.641e-18-0j -1.33018e-17-0j 5.44405e-18-0j -6.11398e-18-0j -2.3116e-17-0j -1.07185e-17-0j 1.1382e-17-0j -4.25236e-18-0j 1.20499e-18-0j -1.25466e-19-0j 1.27485e-17-0j -1.42687e-17-0j 1.9796e-18-0j -4.81709e-18-0j 7.08109e-18-0j -9.90687e-18-0j -2.50997e-18-0j -4.43328e-18-0j -3.01203e-19-0j 
-1.03365e-05-0j 0.000160092-0j -9.1728e-05-0j 0.000369957-0j 0.0002686-0j -0.000198213-0j 7.23681e-05-0j -0.00056532-0j 0.000488913-0j 5.20295e-05-0j -9.93151e-05-0j -0.000242753-0j -0.00062096-0j 0.000433754-0j 0.00104951-0j 0.00024448-0j -0.000300662-0j 0.000498441-0j -0.000250401-0j -0.000765897-0j 9.3776e-05-0j 0.000504495-0j -0.00036912-0j 0.000392232-0j -0.000395712-0j 0.000194284-0j 0.000882169-0j 0.000305468-0j -0.000713376-0j -0.000251064-0j -0.000394184-0j 0.000691076-0j 3.34621e-05-0j 0.0001408-0j -0.00017024-0j -4.89016e-06-0j 0.000104813-0j 4.8036e-05-0j 2.33722e-05-0j -2.06811e-05-0j -0.000144748-0j -3.73022e-05-0j -0.000310462-0j -0.000207028-0j -0.000810717-0j -0.000105198-0j 0.000328957-0j -0.000287686-0j -0.000918666-0j -0.000121765-0j 0.000515717-0j -0.000208531-0j 0.000313876-0j -0.000199497-0j 0.000417869-0j 0.000557976-0j 4.9403e-06-0j -0.000630677-0j 0.000261355-0j -0.00045498-0j 0.00018621-0j -0.000209124-0j -0.000790666-0j -0.000366617-0j 0.000389315-0j -0.000145449-0j 4.12158e-05-0j -4.29149e-06-0j 0.000436053-0j -0.00048805-0j 6.77109e-05-0j -0.000164765-0j 0.000242203-0j -0.000338857-0j -8.58516e-05-0j -0.000151637-0j -1.03024e-05-0j 
-2.54538e-07-0j 3.94227e-06-0j -2.25881e-06-0j 9.11022e-06-0j 6.61431e-06-0j -4.88101e-06-0j 1.78207e-06-0j -1.39211e-05-0j 1.20395e-05-0j 1.28123e-06-0j -2.44564e-06-0j -5.9778e-06-0j -1.52912e-05-0j 1.06812e-05-0j 2.58442e-05-0j 6.02034e-06-0j -7.40384e-06-0j 1.22742e-05-0j -6.16615e-06-0j -1.88603e-05-0j 2.30924e-06-0j 1.24232e-05-0j -9.08961e-06-0j 9.65875e-06-0j -9.74445e-06-0j 4.78426e-06-0j 2.17235e-05-0j 7.52217e-06-0j -1.75669e-05-0j -6.18247e-06-0j -9.70681e-06-0j 1.70178e-05-0j 8.24008e-07-0j 3.46721e-06-0j -4.19217e-06-0j -1.20421e-07-0j 2.58102e-06-0j 1.18289e-06-0j 5.75543e-07-0j -5.09274e-07-0j -3.56443e-06-0j -9.18571e-07-0j -7.64515e-06-0j -5.09808e-06-0j -1.9964e-05-0j -2.59052e-06-0j 8.10059e-06-0j -7.08429e-06-0j -2.26222e-05-0j -2.99848e-06-0j 1.26996e-05-0j -5.1351e-06-0j 7.72922e-06-0j -4.91263e-06-0j 1.02901e-05-0j 1.37402e-05-0j 1.21655e-07-0j -1.55305e-05-0j 6.43589e-06-0j -1.12039e-05-0j 4.58543e-06-0j -5.14971e-06-0j -1.94702e-05-0j -9.02799e-06-0j 9.58691e-06-0j -3.5817e-06-0j 1.01494e-06-0j -1.05678e-07-0j 1.07379e-05-0j -1.20183e-05-0j 1.66739e-06-0j -4.05735e-06-0j 5.96428e-06-0j -8.34439e-06-0j -2.1141e-06-0j -3.73408e-06-0j -2.53698e-07-0j 
-1.64976e-18-0j 2.55513e-17-0j -1.46402e-17-0j 5.90468e-17-0j 4.28698e-17-0j -3.16357e-17-0j 1.15503e-17-0j -9.02277e-17-0j 7.80327e-17-0j 8.30414e-18-0j -1.58511e-17-0j -3.87444e-17-0j -9.9108e-17-0j 6.92291e-17-0j 1.67506e-16-0j 3.90201e-17-0j -4.79871e-17-0j 7.95534e-17-0j -3.99651e-17-0j -1.22241e-16-0j 1.49671e-17-0j 8.05198e-17-0j -5.89132e-17-0j 6.2602e-17-0j -6.31574e-17-0j 3.10086e-17-0j 1.40798e-16-0j 4.8754e-17-0j -1.13858e-16-0j -4.00709e-17-0j -6.29135e-17-0j 1.10299e-16-0j 5.34071e-18-0j 2.24723e-17-0j -2.7171e-17-0j -7.80491e-19-0j 1.67286e-17-0j 7.66677e-18-0j 3.73031e-18-0j -3.3008e-18-0j -2.31024e-17-0j -5.9536e-18-0j -4.95511e-17-0j -3.30426e-17-0j -1.29394e-16-0j -1.67901e-17-0j 5.2503e-17-0j -4.5916e-17-0j -1.46623e-16-0j -1.94343e-17-0j 8.23108e-17-0j -3.32825e-17-0j 5.0096e-17-0j -3.18406e-17-0j 6.66937e-17-0j 8.90555e-17-0j 7.88494e-19-0j -1.00659e-16-0j 4.17134e-17-0j -7.26169e-17-0j 2.97199e-17-0j -3.33772e-17-0j -1.26194e-16-0j -5.85138e-17-0j 6.21364e-17-0j -2.32143e-17-0j 6.57823e-18-0j -6.84941e-19-0j 6.95961e-17-0j -7.78949e-17-0j 1.0807e-17-0j -2.62972e-17-0j 3.86568e-17-0j -5.40832e-17-0j -1.37023e-17-0j -2.4202e-17-0j -1.64431e-18-0j 
-4.26598e-19-0j 6.60711e-18-0j -3.78569e-18-0j 1.52684e-17-0j 1.10854e-17-0j -8.18041e-18-0j 2.98669e-18-0j -2.33312e-17-0j 2.01778e-17-0j 2.1473e-18-0j -4.09882e-18-0j -1.00186e-17-0j -2.56275e-17-0j 1.79014e-17-0j 4.33141e-17-0j 1.00899e-17-0j -1.24086e-17-0j 2.05711e-17-0j -1.03343e-17-0j -3.16092e-17-0j 3.87021e-18-0j 2.08209e-17-0j -1.52339e-17-0j 1.61877e-17-0j -1.63314e-17-0j 8.01826e-18-0j 3.64078e-17-0j 1.26069e-17-0j -2.94416e-17-0j -1.03616e-17-0j -1.62683e-17-0j 2.85213e-17-0j 1.38101e-18-0j 5.81093e-18-0j -7.02594e-18-0j -2.01821e-19-0j 4.32571e-18-0j 1.98249e-18-0j 9.6459e-19-0j -8.53526e-19-0j -5.97387e-18-0j -1.53949e-18-0j -1.2813e-17-0j -8.54421e-18-0j -3.34589e-17-0j -4.34162e-18-0j 1.35763e-17-0j -1.1873e-17-0j -3.79141e-17-0j -5.02536e-18-0j 2.12841e-17-0j -8.60626e-18-0j 1.29539e-17-0j -8.23341e-18-0j 1.72458e-17-0j 2.30281e-17-0j 2.0389e-19-0j -2.60286e-17-0j 1.07863e-17-0j -1.87774e-17-0j 7.68503e-18-0j -8.63074e-18-0j -3.26314e-17-0j -1.51306e-17-0j 1.60673e-17-0j -6.0028e-18-0j 1.70101e-18-0j -1.77113e-19-0j 1.79963e-17-0j -2.01422e-17-0j 2.79448e-18-0j -6.79999e-18-0j 9.99594e-18-0j -1.39849e-17-0j -3.54317e-18-0j -6.25819e-18-0j -4.25189e-19-0j 
4.02453e-06-0j -6.23316e-05-0j 3.57143e-05-0j -0.000144043-0j -0.000104579-0j 7.71741e-05-0j -2.81765e-05-0j 0.000220107-0j -0.000190358-0j -2.02577e-05-0j 3.86683e-05-0j 9.45156e-05-0j 0.00024177-0j -0.000168882-0j -0.000408626-0j -9.51882e-05-0j 0.000117063-0j -0.000194068-0j 9.74935e-05-0j 0.000298201-0j -3.65116e-05-0j -0.000196425-0j 0.000143717-0j -0.000152715-0j 0.00015407-0j -7.56443e-05-0j -0.000343472-0j -0.000118934-0j 0.000277753-0j 9.77516e-05-0j 0.000153475-0j -0.00026907-0j -1.30285e-05-0j -5.48204e-05-0j 6.62828e-05-0j 1.90398e-06-0j -4.08088e-05-0j -1.87028e-05-0j -9.09996e-06-0j 8.05217e-06-0j 5.63576e-05-0j 1.45236e-05-0j 0.000120878-0j 8.06062e-05-0j 0.000315652-0j 4.09589e-05-0j -0.000128079-0j 0.00011201-0j 0.000357682-0j 4.74093e-05-0j -0.000200794-0j 8.11916e-05-0j -0.000122207-0j 7.76741e-05-0j -0.000162697-0j -0.000217248-0j -1.9235e-06-0j 0.000245554-0j -0.000101758-0j 0.000177146-0j -7.25007e-05-0j 8.14225e-05-0j 0.000307845-0j 0.000142742-0j -0.000151579-0j 5.66305e-05-0j -1.60474e-05-0j 1.67089e-06-0j -0.000169777-0j 0.000190022-0j -2.63632e-05-0j 6.41512e-05-0j -9.43018e-05-0j 0.000131934-0j 3.34263e-05-0j 5.90399e-05-0j 4.01124e-06-0j 
1.19764e-05-0j -0.000185489-0j 0.00010628-0j -0.000428649-0j -0.000311212-0j 0.000229658-0j -8.3849e-05-0j 0.000655005-0j -0.000566476-0j -6.02837e-05-0j 0.000115071-0j 0.000281264-0j 0.000719471-0j -0.000502566-0j -0.00121601-0j -0.000283265-0j 0.000348361-0j -0.000577516-0j 0.000290126-0j 0.000887402-0j -0.000108653-0j -0.000584531-0j 0.000427679-0j -0.000454457-0j 0.00045849-0j -0.000225106-0j -0.00102212-0j -0.000353928-0j 0.000826549-0j 0.000290894-0j 0.000456719-0j -0.000800712-0j -3.87707e-05-0j -0.000163137-0j 0.000197247-0j 5.66596e-06-0j -0.000121441-0j -5.56567e-05-0j -2.70801e-05-0j 2.3962e-05-0j 0.000167712-0j 4.322e-05-0j 0.000359715-0j 0.000239872-0j 0.000939332-0j 0.000121888-0j -0.000381144-0j 0.000333326-0j 0.00106441-0j 0.000141083-0j -0.000597533-0j 0.000241614-0j -0.00036367-0j 0.000231146-0j -0.000484161-0j -0.000646496-0j -5.72405e-06-0j 0.000730731-0j -0.000302817-0j 0.00052716-0j -0.000215751-0j 0.000242301-0j 0.000916101-0j 0.000424779-0j -0.000451077-0j 0.000168524-0j -4.77545e-05-0j 4.97231e-06-0j -0.000505231-0j 0.000565476-0j -7.84529e-05-0j 0.000190904-0j -0.000280628-0j 0.000392615-0j 9.94715e-05-0j 0.000175694-0j 1.19368e-05-0j 
-1.57751e-18-0j 2.44323e-17-0j -1.3999e-17-0j 5.64608e-17-0j 4.09923e-17-0j -3.02502e-17-0j 1.10444e-17-0j -8.62761e-17-0j 7.46152e-17-0j 7.94046e-18-0j -1.51569e-17-0j -3.70476e-17-0j -9.47675e-17-0j 6.61971e-17-0j 1.6017e-16-0j 3.73112e-17-0j -4.58855e-17-0j 7.60694e-17-0j -3.82148e-17-0j -1.16887e-16-0j 1.43116e-17-0j 7.69934e-17-0j -5.63331e-17-0j 5.98603e-17-0j -6.03914e-17-0j 2.96506e-17-0j 1.34632e-16-0j 4.66188e-17-0j -1.08872e-16-0j -3.8316e-17-0j -6.01582e-17-0j 1.05468e-16-0j 5.10681e-18-0j 2.14881e-17-0j -2.59811e-17-0j -7.46309e-19-0j 1.5996e-17-0j 7.331e-18-0j 3.56694e-18-0j -3.15624e-18-0j -2.20907e-17-0j -5.69286e-18-0j -4.7381e-17-0j -3.15955e-17-0j -1.23727e-16-0j -1.60548e-17-0j 5.02036e-17-0j -4.39051e-17-0j -1.40202e-16-0j -1.85832e-17-0j 7.8706e-17-0j -3.18249e-17-0j 4.7902e-17-0j -3.04461e-17-0j 6.37728e-17-0j 8.51553e-17-0j 7.53962e-19-0j -9.62506e-17-0j 3.98866e-17-0j -6.94366e-17-0j 2.84183e-17-0j -3.19154e-17-0j -1.20667e-16-0j -5.59512e-17-0j 5.94151e-17-0j -2.21976e-17-0j 6.29013e-18-0j -6.54944e-19-0j 6.65481e-17-0j -7.44835e-17-0j 1.03337e-17-0j -2.51455e-17-0j 3.69638e-17-0j -5.17146e-17-0j -1.31022e-17-0j -2.3142e-17-0j -1.5723e-18-0j 
