-0.0165693-0.00117437j -0.00520377-0.01448j 0.0126622+0.0002701j 0.0243325+0.00791626j 0.0153994-0.0198415j 0.00576819+0.0267631j -0.00503495-0.00546562j 0.0208227-0.0158737j -0.00255021-0.0020221j 0.0115317+0.0109931j 0.00797518+0.0105611j 0.0246597+0.000898409j -0.0250715-0.0116893j -0.00633149-0.003828j -0.0138317-0.0106669j 0.00546631-0.00552682j -0.0169665+0.023149j 0.00250824+0.00652518j 0.00848817-0.0190905j 0.0133815-0.00281984j -0.0010319-0.00484372j 0.00516202+0.00310732j 0.00452376-0.0211349j 0.00150122+0.0150633j -0.00761332+0.00468961j 0.00563119-0.00520434j 0.00645608+0.0013522j -0.000748047-0.0178724j -0.0109974-0.00125659j 0.00531117-6.04668e-05j 0.00746586+0.00689697j 0.017048-0.0122585j 0.0108047+0.00550632j -0.005882+0.0107146j -0.00113711+0.00928538j 0.0109102-0.0152357j -0.0039515+0.000315043j 0.0313116+0.00167503j 0.00315444+0.000381639j -0.0306286-0.0129209j 0.00876383-0.0163541j -0.0218557-0.00442078j -0.0151654-0.00883374j -0.00377796-0.00281944j -0.023611-0.0106355j 0.00486361-0.0124923j -0.016244-0.00673156j 0.00902996+0.0101038j -0.0117198+0.00133712j -0.00375944+0.0233101j -0.0117405+0.0259419j 0.0395133-0.00849494j 0.00455043+0.00966771j 0.0113403+0.0260098j -0.00752455-0.0130269j 0.0104914+0.0345516j 0.00725621+0.0156986j 0.0185633-0.00245761j -0.00532201-0.0315182j 0.0121221-0.0372801j -0.0133016-0.00109149j -0.00178245-0.0198282j -0.00769104+0.00211019j 0.0248955+0.00174141j 0.0043902-0.00522665j 0.020313-0.00342477j -0.00499385-0.00288095j -0.00948394-0.0208408j 0.0215864+0.0295063j 0.042607-0.0291872j 0.0307642-0.0288975j 0.0240631-0.0347082j 0.0443749+0.0515613j 0.0315305-0.0261552j -0.026861-0.0662898j -0.0120507-0.00452043j -0.012486-0.00316141j 
0.0101054+0.00291851j -0.0017767+0.00229039j 0.0030177+0.0309085j 0.017407+0.000332762j 0.0368729+0.0537018j -0.000354505-0.014904j 0.000766104-0.0145025j 0.0268441+0.0181064j 0.0163274-0.00587228j 0.0295587+0.0352013j 0.10259+0.00702102j 0.0293371+0.00598781j -0.0129914-0.0164158j -0.0035157-0.0617888j 0.015968+0.0373108j -0.100058+0.0129061j 0.084874+0.0155887j 0.00589894-0.019646j 0.0404809+0.0427513j -0.0163993-0.00639071j 0.00974852-0.012403j 0.0280873-0.0138583j 0.0905496+0.0229354j 0.0439096+0.00457202j 0.00407363+0.0523174j 0.00412389+0.03148j 0.0379762-0.0426037j -0.0277324+0.0142814j 0.0631045-0.0118884j 0.0466976-0.10522j -0.0515817-0.00381048j -0.0435477+0.00262446j -0.00110481-0.0516562j -0.018247-0.0395269j 0.014151-0.00770786j -0.0718648+0.0383718j -0.0416474-0.03633j -0.0321763+0.0393903j -0.0307746-0.0311562j 0.0103467+0.0311751j -0.0530596+0.0207927j -0.0378088+0.02116j 0.018532-0.0143266j -0.0496938-0.0153607j 0.0369602+0.036461j -0.0216552+0.015036j 0.0776606-0.00438936j 0.0495972+0.01359j 0.0633414+0.0690341j -0.00259786-0.0318228j -0.0195274-0.0293244j -0.0323534-0.0409382j -0.0211695-0.0151714j 0.00486489-0.0237145j 0.0698408-0.0244034j 0.0361528-0.0206629j 0.0392667+0.0180826j -0.0586809+0.0330859j 0.00831382+0.0803387j 0.0115233+0.0400359j -0.0424032+0.0241806j -0.0762045+0.0110272j -0.0323375-0.0368163j -0.0865541+0.0889358j -0.0999308+0.0289065j 0.00833495-0.0139152j 0.101781-0.00904197j 0.0295342-0.0233859j -0.00899129+0.036747j -0.0387797+0.0487376j -0.0122863-0.00465684j 0.0106574+0.0318073j -0.102827-0.0154034j -0.00727137+0.0364675j 0.0249273-0.00686425j -0.0055145-0.00202339j -0.00463339+0.0125216j 
0.00932978+0.00948252j -0.0096423+0.0110446j -0.011533-0.033591j -0.0111851-0.0180335j -0.00867154-0.00789977j 0.0449719+0.000278337j 0.0029681+0.0268498j 0.0184339-0.00347488j 0.0250131-0.0220038j -0.00898986+0.000576288j -0.0221526-0.0424589j -0.0401782+0.0381331j 0.0204342+0.00436714j 0.0245723-0.0189769j 0.0651729-0.00600423j 0.00416029+0.00798768j 0.0547877+0.00230856j -0.0156407-0.00337578j 0.00566123+0.0237749j 0.00508228-0.0572505j 0.00622837-0.0265513j 0.0300497-0.00749273j 0.0855173+0.0188977j -0.0724348-0.0127461j 0.0293619-0.0178865j 0.0125397+0.0559332j -0.0250464+0.0081384j -0.0134064-0.0301997j 0.00897998+0.0200939j 0.0128322-0.0212879j -0.0300729-0.0546198j -0.0410261+0.0353172j -0.00756224-0.0274391j 0.0339735-0.0147248j -0.00569093+0.0377489j 0.0391039+0.0528547j 0.0268377-0.0141575j -0.0911637+0.0289716j -0.0409518+0.0441543j 0.00363239-0.0168507j 0.0166065-0.0351925j 0.012087-0.0105685j 0.0408535-0.0546155j -0.0659118+0.0355296j 0.0191554+0.00877928j 0.0759084+0.0125396j 0.0836605-0.00431374j 0.0445494-0.119359j 0.0680488-0.00911404j -0.0110665+0.00202846j -0.00454178+0.0277403j -0.197485-0.0792593j 0.0787145+0.0625026j 0.0762927+0.031143j -0.0449035+0.100478j 0.0601637-0.120823j 0.0361507-0.0846131j -0.0200858+0.0660687j -0.0825277+0.0861065j -0.0116041+0.0316515j 0.0314651-0.0764561j -0.0310504+0.0401312j -0.0010395-0.11065j -0.106211-0.0777336j 0.0536642-0.0620426j -0.0535665-0.0266288j 0.0127561-0.0413575j -0.0641037-0.00422697j -0.0508375-0.0624434j -0.026278+0.112029j -0.0411361+0.0478678j 0.0327607+0.0759846j -0.0755974-0.0299125j -0.0128324+0.0372852j 0.0425464+0.0142504j -0.0187024+0.00698501j 0.00694869+0.0218746j 
-0.0017708-0.00645993j 0.00883904-0.00404834j 0.0105343-0.013689j -0.010769+0.0205163j 0.0193187-0.00766291j -0.0189498+0.00984387j -0.0252574-0.00204643j -0.0147187+0.0256277j -0.00115613-0.0100992j 0.0137815-0.0267844j -0.0135791+0.00482165j -0.0424916-0.011875j 0.0124264-0.0186551j 0.00874196-0.0249726j 0.0211656-0.0414751j 0.0400862-0.0589948j 0.0146712+0.0237086j -0.00173817-0.0632334j 0.070635-0.0115089j -0.00948632-0.0260511j -0.00643526+0.0019621j 0.0335409-0.0147582j 0.0224339-0.0231626j -0.0435688+0.00445169j 0.0407757+0.0277881j 0.0448233+0.0200183j -0.0591169-0.076009j -0.00805566-0.0134293j 0.0341261+0.0603647j 0.0569832-0.0230011j -0.0247819-0.0835634j -0.05455+0.00251076j -0.0132234-0.0546272j -0.0369007-0.0116233j -0.0279968+0.0238654j 0.0270789+0.0224712j 0.00431539-0.0315798j -0.0122115+0.0254575j -0.035223-0.0176643j -0.0687025-0.0402362j -0.0127197+0.0244142j 0.0530473-0.0341562j -0.00365263-0.0705361j -0.0787168+0.0156787j 0.0308595-0.000604767j 0.0829625+0.089328j 0.0240493-0.0224485j 0.00846771+0.0245405j 0.0400752-0.0448103j -0.0578901+0.0591922j -0.0451074+0.0608174j -0.0139053-0.0203462j 0.0461394+0.0170441j 0.0314566+0.0471339j 0.0198722+0.0434782j -0.00999614-0.0293869j 0.0687719-0.0149281j -0.0156687-0.00744087j -0.0983279+0.068747j 0.0229368-0.0518964j -0.00992407-0.0518973j -0.0274834+0.0605613j 0.00136053-0.0532502j -0.0671723-0.0160605j -0.00641625-0.034619j -0.0412938-0.0234779j 0.0323058+0.00293048j -0.0493186+0.00519437j -0.0706883-0.0142742j 0.00765703+0.0385909j -0.0355449+0.0435549j 0.0287459+0.020485j 0.0393068-0.0590319j 0.00503578-0.0093296j 0.0151807+0.0285528j -0.0116465+0.00799317j 0.00843301+0.0106601j 
0.00608446-0.0110463j 0.0180445+0.00951068j -0.0153879-0.0114575j -0.00312142-0.0105708j -0.0396368-0.0109072j -0.0253935-0.0177413j -0.0258869-0.0233381j -0.0456231-0.00717059j 0.0152645+0.0115741j -0.0318653-0.0505905j -0.0640313+0.0254185j -0.0475426-0.0100914j 0.0309968+0.0234965j 0.00877212-0.0198102j 0.0620472+0.0123472j 0.0200616-0.0177268j -0.0171812-0.040758j -0.00192249-0.0747969j 0.0231987-0.0435269j -0.0778019-0.00147453j -0.0353965+0.00553498j -0.000240186-0.00372463j -0.0499689+0.0650238j -0.00230779+0.00827053j 0.0244226-0.014616j -0.01636+0.0368514j 0.00827549+0.0437532j 0.00708347+0.0340938j -0.0799065+0.00502592j 0.00380571+0.0114549j 0.0348256-0.0490871j -0.0705793+0.0383069j -0.0515147+0.0071021j 0.0342877+0.0160935j -0.0117388-0.0500111j 0.0409088+0.0365661j 0.0846517-0.0406779j 0.0422553-0.102842j -0.000146261+0.00920901j 0.00462273-0.00805626j -0.0208507+0.0402273j 0.0675069+0.0260525j -0.0344249-0.00676481j 0.00719567-0.00378904j -0.0331251+0.0140651j 0.0766512+0.0739016j -0.0405994+0.0489737j -0.0648887+0.0491125j 0.0570589-0.152576j -0.117203+0.00768254j 0.0263965-0.0370265j 0.0301808+0.0589235j 0.00742211+0.073889j -0.0176268-0.0474376j 0.0500552+0.0300729j -0.112981+0.0329755j -0.0309857+0.078399j -0.0205308-0.0222572j 0.023397+0.0172051j -0.054884-0.0364743j 0.066931-0.0404338j 0.0136604+0.0268038j -0.0238981-0.0530709j 0.0727756-0.0179998j -0.0109822+0.042334j -0.0294774+0.0341718j -0.040035+0.0311788j -0.00433551-0.00242256j 0.037765+0.0459484j -0.036167-0.0625975j -0.0181671+0.009745j -0.0717694+0.0218756j 0.0343262-0.124105j 0.00140763-0.0106348j -0.00639076+0.0894116j -0.00885094+0.0142216j 0.00176947+0.00924584j 
-0.000319237+0.0107678j -0.0109278+0.000474374j 0.00927348-0.0276014j -0.03097-0.0129976j -0.0213886-0.00901139j 0.0056859+0.00217602j -0.00265103+0.0427029j -0.0330993+0.0339451j -0.00956073-0.0263645j -0.0248703-0.0655034j -0.0141142+0.0166213j 0.0261737-0.0357436j 0.0330213+0.0840918j 0.00596107+0.00825869j 0.028756+0.0432736j 0.012176+0.0472911j -0.00411044-0.0411346j 0.00720398-0.0105115j -0.0408413+0.0690375j 0.0760143+0.00507811j -0.00615842+0.000101082j -0.0982825-0.0334479j 0.00390852+0.0505159j -0.0119742+0.026102j -0.0281614-0.0703125j 0.0621352-0.0813333j -0.0270324-0.0395567j -0.00817364-0.0102058j -0.0113773-0.0507262j 0.0167299+0.0974307j -0.0181509+0.0415046j 0.0600716-0.0796951j -0.0447466-0.017034j 0.0266175-0.0257287j 0.0226833+0.0132237j -0.0376086-0.0299073j -0.044306-0.0230664j -0.02117+0.101045j 0.0440297-0.00675261j 0.00577966-0.0285204j 0.0719966-0.0133878j -0.00722485+0.0350676j 0.0496431+0.00841436j 0.0451003+0.0970118j -0.0302685-0.00889154j -0.0453096-0.0712545j 0.0546699+0.0578884j -0.0115692-0.087594j 0.0266693+0.0912974j 0.00669479-0.0693945j -0.0269456-0.0112173j -0.0486122-0.131977j -0.0675916+0.0130485j 0.0385676+0.018434j -0.0450068-0.0532555j 0.148251-0.0704941j 0.122494-0.0407367j -0.0603884-0.0293508j 0.0637501-0.0280545j -0.0238515+0.0326511j 0.00768805-0.0148278j 0.0740997-0.0409349j 0.042591-0.0169341j -0.0796325-0.0277841j -0.00346303-0.118445j 0.0282562-0.00411776j -0.0514163-0.0529735j 0.0235128+0.120208j -0.0103805-0.0176652j 0.0396082+0.0793684j 0.00662288+0.0497088j 0.0436374-0.0232654j -0.016752+0.0462545j 0.0396604+0.0129753j 0.0170999-0.0132547j 0.00582273-0.013529j -0.0117646-0.0104674j 
0.0143595-0.011714j 0.0114818+0.0207809j -0.0226516-0.0527971j 0.00341146+0.00685626j 0.0278874-0.0542863j 0.031148-0.0147218j 0.0187617-0.00522915j 0.0409968-0.0203082j 0.0232744-0.0429234j -0.00292951+0.00161067j 0.0338803-0.0188311j -0.028974+0.00999163j -0.0514861-0.00172985j 0.006728-0.00168288j -0.0192983+0.111756j -0.076502+0.0161783j -0.030476-0.0332565j -0.0363674+0.0089694j -0.0134984-0.0378504j 0.0188078+0.0475574j -0.018666-0.0275578j 0.0456461+0.0287464j 0.0307474+0.0659895j 0.0194574+0.0423955j -0.0599334-0.0474774j -0.0174593+0.0389824j 0.0390121-0.0334557j 0.0775164-0.0189246j 0.0718562-0.00147108j -0.0436997-0.0378865j -0.0239852+0.116965j -0.0216457+0.0434035j 0.0107157+0.00220879j 0.0497207+0.0332761j -0.000600944-0.0365816j -0.0243873-0.059021j 0.0122798-0.0284964j -0.0399056-0.13689j 0.0339313+0.051247j 0.0632023+0.103528j 0.0189342+0.0724292j 0.012215+0.0423375j 5.73513e-05-0.00285141j 0.0894524-0.00721803j -0.00894106+0.0663795j 0.0338084+0.00335502j -0.0467907+0.0107008j -0.0250479+0.0612281j 0.00799061+0.00736872j 0.0222053-0.0136293j -0.0308653-0.0783012j -0.0866691+0.157767j -0.0285736-0.010354j 0.00165424-0.139412j 0.0360325-0.0169861j -0.0992086-0.0456086j -0.14759-0.0264348j 0.0603912+0.00694721j 0.0428882-0.0302858j -0.0461051+0.116236j -0.00882708+0.00286365j -0.0686687-0.000627566j 0.113073-0.0685394j 0.0612805+0.0491241j 0.0347998+0.0513056j 0.00971649-0.0381683j 0.0430952-0.00216443j 0.0351738-0.0225724j 0.0662705-0.0119082j -0.0853024-0.0464352j -0.0237624-0.0230525j -0.0636873+0.0233783j -0.0404084-0.0372073j -0.0221306+0.00607613j -0.0130572+0.0365846j -0.0078144+0.0110751j 0.00301321+0.00556561j 
0.0118701+0.0122664j -0.00943268-0.000374999j 0.00759214+0.0404796j 0.00334264+0.0151871j 0.039417+0.0847467j -0.0282718+0.00573892j -0.0152867+0.00247577j -0.00921368+0.0397859j -0.0228341+0.0657238j -0.0067633+0.0134348j -0.0161374+0.0116827j -0.0013632+0.071329j 0.078259+0.0433276j -0.0199771+0.0454207j 0.0981479-0.019298j 0.0347157+0.0197971j 0.0537938+0.0462758j 0.0475506-0.0914044j -0.0989343+0.0622443j -0.0148999+0.0816658j -0.0931105+0.0909952j -0.112091-0.0772603j -0.101836+0.0481228j 0.0447262-0.0300778j -0.0447069+0.0825923j 0.0518617-0.0202696j 7.46245e-05-0.0125451j -0.14399+0.0121951j -0.0327937-0.123026j -0.0387769+0.00424863j 0.0334553-0.0232801j 0.107235-0.0420244j 0.00383238-0.0658952j 0.0593909+0.00435208j -0.0704306-0.00991587j -0.070326-0.0565206j 0.004255+0.0419422j 0.0207818-0.0155039j 0.0614132+0.00802192j 0.000579859+0.179293j -0.0375209+0.0112661j -0.0895397+0.0553559j -0.0104445+0.0949195j 0.126323+0.0347561j 0.0804091-0.00104244j -0.177159-0.0279867j -0.0343805+0.120247j -0.0943258-0.00488593j 0.031189+0.0491048j 0.0330946-0.061306j 0.0499883-0.159101j -0.0604195+0.0234536j -0.150265-0.120827j -0.0555617-0.0788256j -0.0601848+0.043997j -0.0514727+0.0332568j -0.010185-0.0444295j -0.136905+0.0240756j 0.0439363-0.0883207j -0.0216108+0.0273939j 0.0812685+0.0404862j -0.00833619-0.00537063j -0.0348781+0.0611138j 0.0408831-0.0692396j -0.00603667+0.0418463j 0.0572242-0.0188086j 0.0196268+0.00531915j 0.0822561-0.0662597j -0.0218282+0.00725442j -0.0275404+0.0049074j -0.0463646+0.00483151j -0.0122304-0.0131759j -0.0604159-0.0280929j 0.0369597+0.0380148j 0.0107214+0.0312j 0.0233633-0.00478968j -0.00191269-0.0162427j 
-0.00306607+0.00384025j -0.00679513-0.00484469j -9.83405e-05+0.0211997j 0.0149753+0.017011j 0.0399586+0.0261662j 0.0262715+0.029472j -0.00889588-0.0179118j 0.0998899-0.0184334j 0.0666606-0.0139224j 0.0176954-0.00285582j -0.0174971+0.00655247j 0.0365593+0.112608j -0.101283-0.00301337j -0.0150717-0.0428782j 0.0517079+0.0303236j -0.0124462+0.0214963j -0.00266781+0.021138j -0.0261303+0.0260871j 0.128246-0.0235792j -0.00915198-0.0673004j 0.0468318-0.0765422j 0.00971753+8.70227e-05j 0.158979-0.0255329j 0.117878-0.0274297j -0.0151992-0.0231411j -0.00594659-0.0302271j 0.101867-0.0477261j 0.0263866-0.10992j 0.163733+0.0462834j 0.0132738-0.09728j -0.00902606+0.0371392j -0.00783742-0.00334542j -0.0705872-0.121841j 0.0204681-0.0846426j -0.0844706-0.0622013j 0.0153243-0.104458j 0.0976463+0.0322244j -0.00965398-0.0246651j 0.00623694+0.0726949j -0.00915585+0.0557108j -0.0505808+0.089902j -0.0693965+0.0530565j -0.0979069-0.0951537j 0.0128101-0.0796736j -0.0244579-0.00722929j 0.00869436-0.0194706j -0.0818534+0.0108456j 0.0833619-0.046611j -0.0618757+0.0807673j 0.017452+0.0223091j -0.03233-0.000757958j -0.113475-0.00405196j 0.0239841+0.104518j 0.0213467-0.0702705j 0.0663102-0.00975262j 0.0456127+0.101734j -0.0225235+0.00833849j 0.00920307+0.0543619j -0.0710132-0.0052168j 0.0726259+0.0457911j -0.0162561-0.112385j -0.173992-0.0625267j 0.0418627-0.110635j 0.0234606+0.0952267j -0.0365326-0.0182266j 0.0428323+0.00334122j 0.0735212-0.0644522j -0.0791289-0.105903j -0.0142581+0.0612773j -0.0242377-0.0320599j 0.000266804-0.041353j 0.0428027+0.00989861j 0.0415942-0.0187656j -0.00373565-0.0210365j -0.0138809+0.00429671j 0.00248998+0.0150539j 0.0203011+0.00206862j 
0.00204024-0.0155535j 0.010968+0.00490345j 0.000843289-0.0232127j -0.000158874+0.032486j 0.0560994-0.0317403j -0.0140868-0.0108623j 0.00490688-0.00845813j 0.0159557+0.0074353j -0.0108222-0.0716393j 0.0186276+0.0112363j 0.0902436-0.00821666j -0.0125718-0.0515003j -0.086888-0.0206613j -0.0342137-0.0586345j -0.0604432+0.0324909j -0.0725812+0.00193533j 0.0432641+0.0140625j 0.0181559-0.0342267j -0.048204-0.0289434j 0.0697171+0.0601088j -0.0224416-0.018689j -0.0182203+0.0344895j 0.026998+0.028375j -0.0537862+0.0320381j -0.0502748-0.011804j 0.0401957-0.0254627j -0.0206922-0.0828341j -0.0115352-0.032837j 0.000770009-0.0619105j 0.0652308+0.0473089j -0.0855734+0.0367238j 0.0512315-0.0154817j 0.0419799-0.00016494j -0.0588277+0.103345j -0.000781818+0.0191261j -0.0435734-0.0343898j -0.117103-0.0207806j -0.0235042+0.0163285j 0.0513369-0.0178357j -0.0153768+0.0207401j 0.00966751-9.55181e-05j 0.000680818-0.0419799j 0.0231606-0.0556456j 0.0160804+0.0906735j 0.0224295+0.0525574j 0.081608+0.0677255j 0.033205-0.020162j -0.02106+0.11326j 0.110068+0.00625134j 0.0292322-0.00224844j -0.121488+0.00811926j 0.0195219+0.0731646j -0.0140557-0.107752j 0.0842689+0.0290601j 0.0720131+0.0319715j -0.0168359-0.0581329j 0.0290937+0.00357786j 0.0497467-0.0570625j 0.0288876-0.0466699j 0.00416181-0.00115622j -0.115599+0.0234875j -0.082965-0.0125833j 0.0576105-0.0243329j -0.0274509+0.00239724j 0.0059165-0.00758188j 0.0342278-0.0418235j 0.0661658+0.00722511j 0.0560516-0.0376608j 0.0380858-0.0662081j -0.0646695+0.0089466j -0.0435407-0.000215058j -0.0587667-0.0183729j -0.0153227+0.0511301j -0.0408349-0.0125999j -0.00277315-0.0296871j 0.000480846-0.000215104j -0.00201722-0.00453573j 
-0.00469219+0.0129194j -0.0123382-0.00574062j 0.0085036+0.00805528j 0.00223213-0.0112793j -0.00465319+0.0070424j 0.0169667-0.0185491j 0.0386347+0.0100809j -0.00065852+0.0101244j -0.00777341+0.0388337j 0.0460305+0.0231124j -0.0183384-0.0206367j 0.0209573+0.0567571j -0.00298854-0.0188977j -0.0448188+0.0228952j 0.0360773-0.0586541j 0.0069448+0.0181115j -0.00683141+0.0100405j -0.0130243+0.0459543j 0.00608921-0.0254192j -0.0126472-0.0478575j 0.0889338+0.00781025j 0.0160471+0.000479894j -0.0306556+0.0469977j -0.0374707-0.0170561j -0.0422217+0.0872768j -0.111505+0.0839895j 0.0593666+0.145592j 0.0261155+0.00887015j -0.0655095-0.0658944j -0.126714-0.0408526j 0.044903+0.0265459j -0.0102363+0.097363j 0.0807633+0.0948278j 0.0999993-0.0464498j -0.0115546+0.0082507j 0.0639666+0.0546295j 0.0581049-0.00349274j -0.00751342-0.0252109j -0.106103+0.0126002j 0.0925726+0.0105693j -0.0751645-0.0212651j -0.0718235+0.00694118j -0.0272016+0.0497296j -0.0623828-0.0595704j -0.02759+0.0208588j 0.000402479-0.0791245j 0.0140694+0.0168902j 0.0862778-0.0467529j -0.00843665-0.0656298j 0.0462705+0.0232556j 0.12503-0.0969212j -0.107033-0.0245499j 0.0418266+0.0442895j 0.0167573-0.0120179j -0.0502486+0.0520202j -0.0468132-0.0365648j -0.134869-0.0825947j -0.0191342+0.0898309j -0.0240547-0.00273003j -0.0379123+0.0185024j 0.00215316+0.0236195j 0.0359916+0.0294726j -0.0673727-0.0299844j 0.089535-0.0281741j 0.0553068+0.0237004j -0.0580554+0.0528557j 0.0166098+0.0233934j -0.0331397+0.0238839j 0.0197177+0.0147095j -0.016214+0.00316093j 0.0483655+0.0167154j 0.0137794+0.0215017j -0.0504161+0.000335981j 0.000962496+0.025111j 0.00515946-0.00165244j -0.0100593+0.00349074j 0.0070857+0.0115332j 
0.0104103+0.00354964j -0.00375436+0.001757j 0.00285295+0.0432854j 0.00445731-0.0163576j -0.0107329+0.0251655j -0.047789+0.0418297j -0.0573676-0.0180677j 0.00145844-0.0280129j 0.01163-0.0245195j -0.0802338+0.0263726j 0.000883195+0.0354274j 0.00308126+0.0104777j 0.0228705-0.0191187j 0.0503491-0.0849876j 0.0422542+0.0527315j -0.0335547+0.0492741j -0.00908631-0.036491j 0.00877331-0.0152154j -0.0161648-0.0455762j -0.0791109+0.0621235j -0.0699857+0.0159705j -0.0175018+0.0306793j 0.0104224+0.0232718j 0.00551095+0.0543025j 0.0645929-0.113586j 0.0496556+0.00839086j -0.0369462+0.0850841j -0.0182877+0.0530674j -0.139246-0.0321212j 0.0751372+0.0572366j 0.0983143-0.0464544j -0.0287958-0.0554866j -0.0719207+0.0249842j 0.0149484+0.061966j 0.0287471+0.00112801j -0.000392986+0.0231522j -0.00877015-0.0513065j 0.0473393-0.0507788j 0.0254689+0.06318j -0.0224489-0.0298071j 0.0625617-0.0258983j 0.0241841+0.0356283j 0.0141395+0.0311064j 0.038223+0.063959j -0.0389255-0.0271922j 0.0191375+0.00404885j -0.0228554+0.0810604j -0.0451767+0.0343057j 0.0590107-0.0976686j -0.0963999-0.0285762j -0.0150463+0.040423j 0.0517679-0.00918324j 0.0128114+0.0607604j 0.0502423+0.0352851j 0.0769895+0.0107791j -0.0647985+0.0537907j 0.0891906+0.0687964j -0.00059479-0.0297738j 0.133558+0.0771959j -0.0657511-0.119875j 0.103135-0.0206417j 0.017934-0.0334367j -0.0629973+0.0100834j 0.0307748+0.000856924j -0.0647418+0.0334923j 0.0138314-0.0434118j -0.0404139-0.0038819j 0.00148479+0.00876507j 0.0377386+0.039442j -0.0400334-0.0190862j 0.0315691+0.00505988j 0.00982621+0.0224317j -0.0234628+0.0163966j 0.000663068+0.010545j 0.00823959-0.016184j 0.015426-0.00629055j -0.000122948-0.00390293j 
0.00574867+0.00688964j -0.00579787+0.00499083j -0.0125336+0.00804462j 0.00645442-0.0146565j -0.0239079+0.0306017j 0.035953+0.00784676j -0.0140753+0.00311697j 0.00941897-0.0151181j 0.0240052+0.0465815j -0.0278857-0.00605472j -0.0560781-0.0199862j -0.0152504+0.00563955j 0.0731868+0.0118916j 0.0882385+0.129776j -0.0414208+0.00681855j 0.0715998-0.00489525j -0.0505329+0.0153192j -0.0596685+0.0681791j 0.0278981+0.0684508j -0.0176862+0.00320358j -0.0500522+0.00911746j 0.0792633-0.0236517j -0.0192053-0.117056j 0.0922802-0.0617057j 0.0479098-0.0296888j 0.0333851-0.0248149j -0.0394151-0.0765916j 0.000491519-0.00170686j 0.100258+0.170512j -0.0241811+0.0122987j 0.0347703+0.0476609j -0.0351667-0.0496373j -0.0405604-0.0248587j -0.0217544-0.0453897j -0.0117481+0.0269456j -0.0515231-0.0763852j 0.0452915+0.0771136j -0.0182042-0.022415j 0.0457997+0.04407j 0.0124488-0.0129961j -0.00790644+0.0260967j 0.0638992-0.014966j 0.0486135-0.00952761j 0.0917487-0.0646749j 0.0341466-0.0841904j -0.113384+0.00106244j -0.056671-0.0276195j -0.032053-0.102542j -0.195186+0.133878j 0.0517446-0.0307185j 0.00493578+0.125702j 0.0163879+0.0343764j -0.031383+0.0010899j -0.110262-0.0145833j -0.103695-0.0273659j 0.0986221+0.0184277j 0.0120786-0.0419192j -0.0164371+0.0241877j -0.0868997+0.0365262j 0.0470426+0.00721807j 0.0456571-0.0167971j 0.0455318-0.0139481j 0.07255+0.055091j -0.0327651+0.0270385j 0.00218336-0.00567543j -0.00364416-0.0395857j -0.0624935-0.0180452j -0.00774928-0.0176624j -0.0366217+0.00708269j 0.0358583-0.0181385j -0.013321-0.0101816j 0.0260522+0.0103453j 0.0341992-0.0301832j 0.0169119-0.00753478j 0.00211028+0.00658335j 0.00610826-0.00277078j -0.00373285-0.00801999j 
0.00257981-0.00478814j 0.004328-0.0021363j 0.0236928+0.00738j 0.00606684+0.0154738j 0.0568571+0.0267753j 0.00716789-0.0167239j 0.0178834+0.0313969j -0.010665+0.0563593j 0.0183364+0.0244849j 0.0151091-0.0428098j 0.0665431+0.00783468j 0.0104029-0.0754548j 0.0508162-0.00257382j 0.0150095+0.0793562j -0.101457+0.0788831j -0.057125+0.0297259j -0.0438785-0.0380954j -0.11359+0.027456j 0.0684744+0.00688238j -0.000598535+0.04693j -0.0123015+0.0504533j 0.0655258-0.0417893j -0.0662419-0.00538466j 0.0425979+0.0490354j 0.00265522-0.0255533j 0.0477182+0.0371213j -0.0139961-0.000873669j 0.0430946+0.0464973j 0.0283066+0.0335051j -0.045436+0.081339j -0.0372867+0.128228j -0.0783274-0.0279532j 0.0108407+0.114577j 0.0249801-0.0614384j 0.0369523-0.0040087j -0.0439491+0.0708262j -0.0182983+0.00499504j 0.031404-0.0235729j -0.0252449+0.0297465j 0.0357214-0.00557429j -0.0207882-0.0343002j 0.0550417-0.0739697j 0.026465+0.0342163j 0.0269686-0.03628j -0.0319033-0.0331499j 0.0122601+0.00503677j 0.0754659-0.0132554j -0.0176537-0.0376342j -0.0890073+0.0496326j 0.0113459-0.0290848j 0.0306665+0.105077j 0.0730846+0.0783085j -0.0581654+0.0433129j -0.0826881-0.0504896j 0.0181825-0.167506j 0.014664-0.0389578j -0.0678191+0.0460874j 0.00981113-0.00292783j -0.00467331+0.0469757j -0.0568886+0.00453515j -0.0738869+0.0611487j 0.0464532-0.0800548j 0.0291937+0.00475171j 0.0122884+0.0304482j -0.0109158+0.020246j -0.0280348+0.00453707j -0.0121897+0.0685766j 0.0220439+0.102874j 0.0659943+0.0194956j -0.0232989-0.00433321j 0.026206+0.0467573j -0.0469949+0.00485871j -0.0593089+0.00762861j -0.00369337+0.0190073j 0.0135947+9.44959e-06j 0.000574673-0.00455743j -0.00206792-0.000150739j 
