-0.0070671+0.000779612j -0.00440262-0.00911296j -0.0110366-0.0067086j 0.0109022+0.00879987j -0.0176435+0.00225101j 0.0066723-0.01783j 0.00542334+0.00196346j -0.0176631+0.00431872j 0.00595403+0.00341816j -0.00475034-0.0154936j 0.00498565+0.0061236j -0.0100357-0.0119842j 0.00450811+0.00531266j 0.0112086+0.00970574j -0.000379999-0.00979647j 0.0121992-0.0118301j 0.0147589+0.00374073j -0.00170285-0.0051185j -0.0135626+0.00554343j 0.000744103+0.00171388j -0.00268794+0.00253926j 0.00425225+0.00927387j 0.012667-0.0106257j -0.00661949+0.0028656j -0.00427651+0.00531715j -0.0138415-0.00856924j -0.0119445+0.00447984j -0.0100238-0.00915821j -0.0036099+0.00116662j -0.0161365+0.00394284j 0.00135202+0.0134478j 0.00476031-0.00829421j 0.00465917-0.0110566j -0.00742897-0.0109156j 0.0145497+0.00945402j 0.00221755-0.00535811j 0.00761807-0.0125951j 0.00719221+0.0105709j -0.00703794-0.0183353j 0.0127098+0.0108308j 0.00522846-0.0122993j -0.00366184-0.00614257j 0.00368482+0.00598763j 0.00973647-0.000646904j -0.00467962+0.00492053j -0.00339026-0.00409283j 0.00346936+0.00924325j 0.00458592+0.00948491j 0.0164141-0.010408j 0.0107148-0.0110181j 0.0112025-0.0106938j -0.0201166-0.03047j 0.0109731-0.00666271j 0.011678+0.0389762j -0.000838137-0.000671j -0.00141558-0.00324684j 
0.0133611-0.00246162j -0.00136971+0.0124368j -0.000495344+0.0167572j 0.0212881-0.017716j 0.0456217+0.0696746j 0.0370504-0.0551019j -0.0093108+9.375e-05j -0.0131329-0.0240656j -4.11905e-05-0.0403055j 0.102373-0.090046j -0.00605528+0.00434093j 0.00426949-0.00222891j 0.00607262-0.0795096j -0.00750394+0.0595788j 0.0707683+0.0654398j -0.0174191+0.0594683j -0.0612499-0.00780547j 0.00556749-0.0112329j 0.099194+0.0144222j -0.00743202+0.00951896j 0.0275679+0.0419191j 0.049013-0.107447j 0.0774044-0.0684201j 0.0688448+0.012669j -0.00482906+0.0278605j -0.00894513-0.00553172j 0.0025082+0.000673825j 0.0174968-0.00734581j 0.0846908+0.00137853j -0.0543985-0.0130485j 0.00227127+0.00584772j -0.0466337+0.00386753j -0.0307271+0.038699j -0.0249862-0.00296706j 0.0636557+0.0415917j 0.023971-0.0567772j 0.0457065-0.0173068j -0.0139422-0.0388549j 0.0219074-0.0339221j -0.0640371-0.00576339j -0.00908835-0.0104611j 0.0681727+0.0546221j -0.0184315-0.0326764j -0.02127+0.030861j 0.00773656+0.0274366j 0.0685222-0.0205245j 0.0560202-0.0140727j 0.0131643+0.00518732j 0.00957427-0.0120322j 0.0337666-0.0532029j 0.0567304+0.0122398j -0.0188272-0.00358152j 0.0337168-0.0109661j 0.00320161-0.0119873j 0.00547576+0.00310153j -0.000975588-0.00414744j 
-0.00924216+0.0163294j -0.0130572-0.0177432j -0.0099662-0.0625852j 0.0112855-0.0016859j -0.00451152-0.0703292j 0.0451601+0.00196675j 0.0317659-0.00721265j 0.0513026-0.0676159j 0.00481899-0.0513683j 0.0367591-0.00823344j -0.0311405+0.0601461j 0.00458232-0.000511087j 0.0484017-0.0535388j -0.018667-0.0165805j -0.00527847+0.0393218j 0.0262069+0.0131368j 0.0180867+0.0327139j 0.0185597+0.0220171j -0.0299779+0.0107181j 0.0309533+0.00660899j 0.0220965+0.0119252j 0.0677583-0.0413802j 0.0123032-0.00176188j 0.0235159-0.00407685j 0.000888507+0.122405j -0.0160184+0.00808964j 0.0335214+0.0477125j -0.0123974-0.0513524j -0.0197078-0.017912j -0.0171919+0.0125671j 0.0141027+0.0145838j 0.0134175-0.0137034j -0.0815411+0.0179225j 0.0338644+0.0024842j -0.00650064-0.0407217j 0.00368641-0.0435698j -0.0521973+0.0468768j 0.0533691+0.0219857j 0.0383972-0.0842515j -0.0545388+0.0316583j -0.0541454-0.0373899j -0.058026-0.0326693j -0.026159-0.0277243j 0.00396875-0.00639716j 0.0225286+0.0595975j -0.0241374+0.00188538j 0.0352239+0.00769823j -0.00159539+0.0522839j -0.0308561+0.00563139j 0.0346857+0.0103834j 0.0347765+0.0497704j 0.0224036-0.00173711j 0.00787911+0.00167956j -0.0192299+0.00519111j 0.00813095-0.0105982j -0.00317472-0.00171176j 
0.0142248-0.00977539j 0.00962422+0.016883j 0.00402976+0.0295861j 0.0222303-0.00347799j 0.0226435+0.0395249j -0.0526354+0.0130887j -0.0449692-0.0241595j 0.00884542-0.0262029j -0.0240841-0.0329909j 0.00728137+0.00173091j 0.0133117+0.00130179j 0.00467652+0.0579295j 0.0183314-0.062382j 0.00493281+0.00174224j -0.0388431+0.111485j 0.0299584+0.0666263j -0.0613935-0.00984309j -0.00103995+0.01415j 0.00863481-0.0217703j 0.0174641+0.00551178j 0.0460633+0.111719j -0.0317056-0.0370222j 0.0262766-0.0176609j 0.0992946+0.0496586j 0.0238596+0.0599438j 0.0512602-0.0137054j 0.00230915-0.0187292j 0.021957+0.00269637j 0.0390332+0.00127981j 0.00301388-0.0658209j -0.0614505-0.00685414j 0.000992883+0.0410401j -0.00496147-0.0362772j 0.00519944-0.0184681j -0.0229225-0.031968j -0.0174257-0.0029601j -0.0134728+0.00571474j 0.0195796+0.0050587j 0.0525235+0.0033295j -0.0224764+0.00204902j -0.0343423+0.00625304j -0.0220117+0.0305536j -0.0409197+0.00364017j 0.00936375+0.0276041j 0.0287817+0.0360904j 0.0271936-0.0237163j -0.0435493-0.0722868j 0.0537807+0.0155234j -0.0386139-0.0320475j -0.0122156+0.0101654j -0.0642869+0.00973526j 0.0185916+0.0332374j 0.00674061+0.00987552j 0.00323571-0.0416676j -0.0135929+0.0126211j 0.00399893+0.0125156j 
-0.0228965-0.00203248j 0.000370559-0.0233012j -0.0193046-0.00689765j -0.0459867+0.0155651j -0.051405-0.0520848j 0.0463715+0.0209301j 0.0330674+0.00477505j 0.0357961-0.0175379j 0.0163896+0.0220272j -0.0324517+0.0858598j -0.0366959+0.0242851j -0.011487+0.00344629j 0.0228813+0.0520974j -0.0132123-0.020959j -0.0216567-0.0787521j 0.0274059-0.0454685j 0.139268+0.0162804j -0.0214985-0.00397232j -0.0884131+0.0269835j 0.0151773+0.0150962j -0.0323486-0.0535924j -0.00161775+0.0935373j -0.0260807+0.0123482j -0.111934-0.0612644j -0.041417-0.00713504j -0.0382821-0.0213154j -0.0188263+0.0476499j -0.0227729-0.0311681j -0.0786666+0.00436405j 0.00143394+0.0301913j 0.00265769+0.0306556j 0.0445966-0.0275608j -0.00924866+0.0105239j 0.0160558-0.0292922j 0.0179055+0.00179488j -0.00374226-0.00474335j -0.0775792+0.0046369j 0.0259948+0.0458896j -0.0402603+0.0339815j 0.0563065+0.0292602j 0.00883743+0.0110845j -0.0079313-0.0460694j -0.00841848+0.0124091j 0.0159891-0.0698074j -0.0110456-0.0301049j -0.020656+0.0208581j 0.0139188+0.04387j -0.0103012-0.0148508j 0.0293277+0.0263364j -0.006927+0.033502j -0.00990549+0.00369187j -0.0298361+4.65641e-05j -0.0207205-0.0255219j 0.00212424+0.012214j 0.0099461+0.00172961j 0.00208864-0.01139j 
0.0193856-0.00248445j -0.00159108+0.0147472j 0.00563534+0.0125741j 0.031618-0.00803715j 0.0233724+0.059451j 0.00920063-0.0790479j 0.0136117+0.00254816j -0.0772129+0.00586211j -0.0475438-0.017001j 0.0864355-0.0217559j -0.00113004-0.0317389j 0.0332276-0.0773229j -0.0345936-0.0330555j -0.0186483+0.0522983j 0.0135069+0.0743283j 0.0474403+0.0159228j -0.0863017-0.0255117j -0.0414068-0.0705523j 0.10468+0.00173716j -0.0320884+0.00531693j 0.0344632+0.00932986j 0.0269401-0.0970146j 0.0723473-0.0587457j 0.0663938+0.0420596j -0.0147732+0.00850522j 0.026046+0.0161861j 0.0112657-0.0474437j -0.00929817+0.0166732j 0.053527-0.0283477j -0.076725-0.0389742j -0.0538237-0.0161955j -0.010183-0.0848192j 0.0500174-0.0524074j 0.0368478+0.00301464j 0.0440133+0.0760746j -0.040333-0.0076091j 0.0194066-0.013289j -0.0444138-0.0443651j 0.00531691-0.043327j -0.0136193+0.0227108j -0.0051067+0.0772887j 0.016202-0.0416283j 0.0212955-0.0248638j -0.0309696-0.0027936j 0.0202144+0.0145692j 0.0467422+0.0351333j 0.0735333+0.00253407j 0.0124623+0.00517579j 0.00489227+0.00689008j 0.0147275-0.024006j 0.0551923+0.00683096j -0.0214778-0.00852848j 0.0110142-0.00421713j 0.00414691+0.00555678j 0.00365215-0.000368735j 0.00135365-0.00418069j 
0.00171011-0.00139891j 0.00403176+0.0104997j 0.00785442+0.0485877j -0.0227516-0.0203425j 0.0483225+0.0248717j -0.0362351+0.017582j -0.0095567+0.0154012j 0.0287019+0.0532874j -0.0204493-0.00606391j -0.0392561+0.080382j -0.0863812-0.0222868j -0.015375+0.00643525j -0.0506525+0.0341019j -0.0490703-0.0542902j 0.0769264-0.0607855j -0.0597642-0.00537969j 0.0177274-0.0237888j 0.00842165+0.0313349j -0.00551432-0.00579324j -0.0499456-0.0596794j -0.0345611-0.0481652j -0.00267098-0.0100232j -0.0694678-0.00941258j -0.0429551-0.0479841j -0.0181342-0.0573441j 0.0271975+0.0438913j -0.000844862+0.00267484j -0.00488641+0.0697987j -0.0289079+0.0148008j 0.0321358-0.0260472j 0.0165289-0.0169753j -0.0147807+0.0415134j 0.00532751-0.0133607j 0.0263143+0.0476199j -0.0431407-0.0202385j -0.0259845+0.0267579j -0.00792137+0.00389015j -0.0103579-0.0153338j -0.0128321+0.0149188j -0.0141193-0.0126606j 0.0329813+0.0734837j 0.0199563-0.0221471j 0.0167982-0.00586303j 0.000200284-0.00895044j -0.058257-0.08105j 0.0133237+0.00831208j 0.00138793+0.0164397j -0.0245446+0.0217249j 0.0553518-0.0227291j -0.0550539-0.0114075j 0.0066348-0.0141054j -0.0331971+0.073793j 0.0302133-0.0122823j -0.00650402-0.0562161j -0.0142976+0.0141441j 0.00251937+0.0117587j 
0.00455386-0.00384662j 0.00633827+0.00865474j -0.000700537+0.0511046j -0.0180557-0.0210219j 0.0418443+0.0430202j -0.00102093+0.0221684j -0.0330226+0.0186044j 0.058756+0.00798614j 0.0167223+0.00131859j 0.0057331+0.00662067j -0.0269844+0.0193936j -0.033161+0.054379j 0.0265297-0.0114964j 0.00954625-0.0190502j 0.0275514+0.0193443j -0.0249257+0.0888802j -0.0104858+0.00434885j 0.00403816+0.0242386j -0.0300244+0.0238999j 0.00696637-0.0181108j 0.0188149+0.0168912j -0.00932843-0.0236989j 0.0103446+0.00698613j 0.0358666-0.00116915j -0.000297667+0.0145381j 0.00809253-0.00419622j 0.0403782-0.0283024j -0.0198674+0.0588462j -0.0127377+0.00622481j 0.0297137-0.0226746j -0.031177+0.0194164j -0.0389947+0.0439412j -0.0232065+0.04774j -0.0124362+0.0602716j -0.0180064+0.0290936j 0.00915833+0.00511505j 0.0177735+0.0196384j 0.0201242-0.000271747j 0.0197794-0.0138083j -0.018956-0.0340671j 0.018902+0.0066946j 0.0458564+0.00525469j -0.0288901+0.0269198j 0.0383784+0.0196454j -0.00146238+0.00212861j 0.050697-0.0311443j 0.00391636-0.0632442j 0.0297727+0.00734664j -0.0114099-0.0351409j 0.00454589+0.00079478j -0.011653+0.0226683j -0.0160898+0.0563258j 0.0224021-0.00381854j -0.00322334-0.0533509j -0.0148893+0.0122737j 0.00552567+0.0131645j 
0.0070568-0.0155229j 0.0140148+0.00630072j -0.00549634+0.0229104j 0.0095398+0.0191707j -0.00942563+0.0478585j 0.00754429-0.0360963j -0.0103872+0.000280626j -0.0372569+0.00713778j 0.00994632+0.0166489j 0.0125438-0.0366476j 0.015543-0.0261513j 0.0317977-0.00152051j 0.0173636+2.95449e-05j -0.00356131+0.0443519j 0.0127191-0.0373064j -0.0146002-0.0376727j 0.0117384-0.0346124j -0.0179421-0.017109j 0.0739388+0.0352913j -0.0576088+0.0362925j -0.012059+0.0634377j -0.0142235-0.0129707j 0.0127689-0.0549071j 0.042739-0.023512j -0.00868312-0.078453j 0.0172079-0.0390844j -0.0347068-0.0547726j 0.0138327-0.0274358j 0.0316053-0.0316528j -0.0473464-0.0262526j -0.0474171-0.0133219j 0.0445661+0.00218845j 0.0798543+0.0081933j -0.0277083-0.0204499j 0.0148169+0.0527599j 0.022038+0.0428515j 0.0349721-0.0193134j 0.0339239-0.012367j -0.0317952+0.0281284j 0.0266782-0.00927007j 0.0378115-0.0113231j 0.0387109+0.00806242j 0.00310295-0.0120987j -0.0270612-0.0148331j 0.0177082-0.00464169j 0.00487068-0.00115829j 0.0048026+0.0604944j -0.0126537-0.0155081j 0.021472-0.000265001j -0.0224745-0.0157858j -0.0157399-0.0133601j -0.0414578+0.00421141j -0.00931164-0.0109234j 0.0111418+0.0124774j -0.00106126+0.0102938j 0.00743573-0.00590177j 
-0.0173007-0.0183112j 0.0137897-0.0179742j -0.0539556+0.049039j -0.062594+0.0128006j -0.066296+0.0404425j 0.0958859-0.0404567j 0.0228149+0.00392121j 0.0364898-0.0506243j 0.0166978+0.0196663j 0.0515973+0.0334415j -0.0667415+0.0466289j -0.0207876+0.00899001j 0.0161133+0.0187867j -0.0116515+0.018124j 0.0355591-0.0102436j 0.0293443+0.0772655j 0.147881+0.0125596j -0.0219976-0.00179059j -0.0985644+0.0514387j 0.0877988+0.0689536j 0.0375207-0.0673653j -0.0113002+0.0213435j 0.0470621-0.0457885j -0.102098-0.0560077j -0.0503499+0.0351344j -0.0168525-0.00772655j -0.0272143+0.0423875j -0.0262754+0.0318644j -0.0443695+0.0136391j -0.0588293+0.00224762j -0.017795+0.0995724j 0.0089111-0.0476678j -0.0280045+0.0534537j -0.0117008-0.0290563j 0.036915+0.093084j 0.00571162-0.0649269j -0.0266979-0.0188081j 0.0457152+0.0159979j 0.00808851-0.0189599j 0.0304363-0.0352133j 0.0284301+0.0223718j 0.0369205-0.0430735j -0.0525021+0.052948j 0.0411747-0.028787j 0.0171855-0.00758015j 0.0553151+0.00595661j 0.0774283-0.0627845j 0.0233784-0.0208216j 0.081705+0.0134321j 0.0464779+0.00189309j 0.0255125+0.0100152j -0.075427-0.00206996j 0.0268521-0.0488095j -0.00217685-0.00856374j 0.0126361+0.00990907j 0.00892116-0.0230967j 
-0.00839524+0.0027008j 0.000115318-0.00974838j -0.0143962-0.00364882j -0.0326799+0.00424508j -0.0281199-0.0220334j 0.0548072+0.0095433j 0.0179111+0.0180243j 0.0273518+0.00057433j 0.0293481+0.0511841j 0.0172578-0.0020368j 0.0279426+0.0269333j -0.0144463+0.0372598j -0.0177722+0.0477596j 0.0413306-0.0124018j -0.0108288+0.0109417j -0.00168382+0.0444967j 0.0284093+0.00630947j 0.0142369-0.0048438j -0.108788+0.00676571j 0.0409598+0.037568j 0.0294629-0.070473j -0.0182432+0.0322652j -0.006404+0.0131664j -0.0482548-0.00188193j -0.0299572-0.00442244j -0.0308867+0.0178796j -0.010221+0.00607207j -0.00219462+0.0444878j -0.00289526+0.0242376j 0.0213687+0.0211568j 0.0360779+0.0367409j -0.0516049+0.0118244j 0.00339439+0.00168852j -0.0198037+0.000285688j 0.00414192+0.0135228j 0.0279471-0.0541866j 0.0133078-0.015192j -0.0130614+0.000117504j -0.0156411+0.0297977j 0.0465316-0.0300947j 0.0139977-0.0159686j 0.0352524+0.0053066j -0.0245024+0.0407574j 0.0505609+0.0124526j 0.00524853+0.0283249j 0.0239763+0.0199679j -0.0144593-0.0106323j 0.0328688-0.00299884j -0.0154376+0.000150975j 0.0413302+0.00669048j 0.008889+0.0125409j 0.0126238-0.020874j -0.00417196-0.00186037j -0.00865899+0.0206256j 0.00891451-0.00795045j -0.00559325-0.00600152j 
-0.0038543-3.45754e-05j -0.00240734-0.00545841j -0.00710953-0.0166803j 0.012008+0.00128716j -0.00719765-0.000588707j 0.0162548-0.0135263j -0.000575239-0.00321843j 0.00244811-0.0331117j 0.00177817-0.0497849j 0.0178062-0.031452j -0.015238+0.00462725j 0.00384503-0.0111892j 0.0176633-0.0263562j -0.0256941+0.014414j 0.0828024+0.00684421j -0.0102958-0.0153817j 0.0071145-0.0131721j 0.0197738+0.0376553j 0.0443209+0.00647083j -0.0292169+0.00101059j -0.0214107+0.0141323j 0.0293829-0.0240293j -0.00908522-0.032111j 0.0323938-0.0163921j -0.0463527+0.0190136j -0.0379479-0.0206727j -0.0145373+0.0381671j -0.0319124-0.0444186j 0.00590048+0.0107391j -0.00352638+0.00479209j 0.00304784+0.00500649j 0.0203066+0.0135351j -0.0312206+0.0227288j -0.0108611-0.0240119j 0.00938465-0.0110028j 0.0137531-0.0213287j 0.00183756+0.0113381j 0.0303277-0.00446879j -0.0200971-0.0532134j -0.0376473+0.00792562j 0.0349476-0.0121796j 0.0126732+0.0242383j 0.00760757-0.0171656j -0.0227693-0.0109949j 0.00372506-0.00730904j -0.020663-0.0127951j 0.0369727+0.0147449j -0.0194352+0.0300783j 0.0085405-0.00820381j 0.0150357-0.0115992j 0.0226141-0.00243875j -0.0145328-0.00255287j 0.0154932-0.00614214j 0.00100799-0.00447278j 0.00456812+0.00270721j 0.0020063-0.00412057j 
0.00737546+0.00705092j -0.00711424+0.00374658j 0.0174574+0.000310024j 0.0152634-0.00117915j 0.0148865-0.00533059j -0.0105964+0.00282893j -0.00232678+0.0319036j -0.0377502+0.0522658j -0.0018324+0.0442575j -0.0107346-0.0172202j 0.0486201-0.0222683j -0.0211377-0.0118499j -0.0355052+0.038567j 0.0461532+0.0250773j -0.0303613-0.0158276j 0.0203398-0.00591633j -0.0665448+0.000795251j -0.0122452-0.0366675j -0.0278437-0.00946927j -0.0369294-0.0326967j 0.0157491-0.00995016j -5.82438e-05+0.0122976j 0.0216689+0.0251725j 0.00312166+0.0255348j 0.0156151-0.0355463j -0.00263936+0.0209604j 0.00201089-0.034614j 0.00369766+0.039721j 0.0200414+0.0184717j 0.0104266+0.0429688j 0.0164028-0.00110757j -0.0164196-0.010935j 0.0237117-0.0351173j 0.0190731+0.02503j 0.0338631+0.017821j -0.0154178+0.00751553j 0.02374-0.00932162j -0.0503068+0.00158367j -0.0149986+0.0347796j 0.0391162-0.00453519j -0.0196123+0.000415009j 0.0217904+0.0110479j 0.0110864+0.0177558j 0.00437648+0.0519362j -0.0303873+0.0265676j 0.0157558+0.0235897j -0.0182784+0.023044j 0.00984547-0.0112535j -0.0311813-0.0166785j 0.00717926-0.0120396j 0.0044192-0.00290143j 0.00925333-0.016162j -0.0167092+0.0116483j 0.00938689+0.0314747j -6.49499e-05-0.00320058j -0.00417047+3.7486e-05j 
-0.00617575+0.0007893j -0.00346457-0.0100767j 0.00415434-0.0112696j 0.0134436+0.00428909j -0.0118938-0.0178931j -0.0166096+0.00599366j -0.0181272-0.0151772j -0.00585384-0.0072389j 0.0140063-0.0320887j -0.0347943-0.0227001j -0.0215407+0.0210275j -0.00798969-0.018641j 0.00930549-0.00590709j -0.0023033+0.00501908j 0.0240855-0.0425653j -0.010342-0.0300029j 0.0237806+0.0166364j 0.0247233+0.0510977j -0.0253181-0.00923769j 0.0154867-0.0190995j -0.0122755-0.00642271j 0.00440008+0.0176276j -0.011749+0.0065137j -0.00152045+0.0102373j 0.00655079+0.0239899j -0.00513247-0.016934j -0.00985519+0.0248874j -0.031254-0.0170283j -0.0226233+0.00115267j 0.0346397-0.000823396j -0.0033835-0.00614957j 0.0316066+0.0303353j -0.0242612-0.0161584j 0.018789-0.0114864j -0.00917458-0.0466494j -0.024146+0.0119627j 0.011806+0.0171738j 0.036168+0.0170399j 0.00283486-0.0274048j -0.0149795+0.0166495j 0.000968131-0.0530908j -0.0435709+0.0185903j -0.00338162-0.0250204j 0.0174376-0.0111675j -0.00156114-0.0164955j -0.0228084-0.0099736j 0.000759717-0.000350408j -0.0154061+0.018561j 0.0121518-0.010822j 0.00198465-0.00485814j -0.0120032-0.00915699j -0.005326-0.0161686j -0.00250717+0.00291648j 0.00464243+0.0103544j 0.00258344+0.00103786j 0.00204033-0.00516908j 
0.000822383+0.00761466j -0.00496045+0.00495487j 0.00685562+0.00977961j -0.0191585-0.016952j 0.042211+0.00540026j 0.0140529+0.00981027j 0.0150028+0.031233j 0.0263763+0.0400899j 0.00445954+0.0353536j 0.0193137+0.0317747j -0.0228707-0.0311191j -0.0170531+0.0134609j -0.0143793+0.0336188j 0.0177317-0.00294807j -0.00114079-0.0264785j 0.0070171-0.0202951j 0.0391747+0.0325681j -0.0184676-0.0572178j 0.00652396-0.00242427j -0.0136812-0.0084678j -0.0164661-0.0306392j 0.0226891+0.00481356j 0.00957541+0.0150636j -0.0512099-0.0116974j 0.00510707-0.00708228j 0.000130725+0.0234378j 0.0216896-0.0141232j 0.00855821+0.0278467j 0.0155051+0.00129754j -0.00246362+0.0385895j 0.00420559-0.00563574j 0.013157-0.0476734j -0.0124356+0.0213132j 0.0255017+0.0247603j 0.0341129+0.0253118j 0.00563543+0.0275217j 0.00956623-0.0318774j -0.00728255-0.00769638j -0.0254668+0.0114646j -0.0105195+0.011987j -0.0106595+0.0222778j 0.0507702+0.00865928j 0.00831894-0.0159627j -0.0191979-0.0141297j -0.0492981+0.00377443j 0.0520527+0.0152652j -0.0102526+0.013426j 0.0140403-0.0154435j 0.0054827+0.00621619j -0.00361951-0.0103779j 0.0145464+0.00825744j -0.0112242+0.0137355j -0.00608111-0.0002464j -0.00819288+0.000748171j 0.00185146-0.00399638j -0.00428813+0.00148609j 
0.00468509-0.000999809j 0.00667361+0.0107114j -0.00540639+0.0392885j -0.033985-0.0174023j 0.0232025+0.0272029j 0.0192964+0.0115976j -0.00144134+0.0154099j 0.0545702-0.000225655j 0.02934+0.0145985j 0.0303556+0.0228978j -0.0213726-0.0293211j 0.0243794+0.0422176j -0.012943-0.00123303j -0.0211715+0.000653835j 0.0251487-0.0114507j -0.0732242-0.00758271j 0.0437455-0.0369363j -0.018963-0.0124503j 0.0514065+0.00543682j -0.0246933+0.00525678j -0.0227103-0.0350895j -0.0230829-0.00950016j -0.0483126+0.0107859j -0.0313033-0.0561739j 0.00156795-0.0438041j 0.00171841+0.0131116j 0.0222991-0.0282518j 0.00999633+0.0203148j 0.01184-0.0144762j 0.010159+0.00316408j 0.0108-0.00886646j -0.000146523+0.0149318j -0.00585417+0.0501221j 9.34644e-05+0.0373602j -0.0145569+0.0504435j -0.0231635-0.00512749j 0.0025255-0.000860807j 0.0267705-0.026043j -0.00984842+0.0776898j -0.0288621-0.0247747j 0.057275+0.0265552j 0.0723676+0.0312012j -0.0231549-0.0156333j -0.00944713-0.012303j 0.00257182-0.0118349j 0.0394652+0.00774352j 0.00780295+0.0210459j -0.0188131-0.0416565j 0.0253449+0.0367763j -0.0227467+0.00996045j 0.0186414+0.0180189j 0.0126419+0.0386436j 0.00489748-0.0013268j -0.0183926-0.0381306j -0.00871878-0.00218129j -0.00591921+0.0159401j 
0.00318722-0.000828647j 0.00109941+0.00297548j -0.00877486+0.0112105j 0.00259471+0.000254487j -0.00697236+0.013218j 0.00512709+0.00156901j 0.00620838-0.00107834j 0.00333707-0.0154071j -0.00537211+0.00433148j 0.0221806+0.00107367j -0.00977206-0.0153575j 0.00326478+0.0139163j 0.00151874-0.0225566j 0.0118797+0.0105458j 0.016519-0.00212405j -0.0466231-0.000406421j -0.0130751-0.0116295j 0.016146-0.00751038j 0.0232486+0.00434822j -0.0128108-0.00756757j 0.00226298-0.0140302j -0.0015631-0.0125497j 0.0011363+0.00964105j 0.00663519-0.0100813j 0.0055166+0.00476075j 0.0122415-0.00883907j -0.00147013-0.0230944j 0.0178956+0.00149557j 0.00911224-0.00450647j -0.00947614-0.00439653j 0.0197373-0.00935844j -0.0247964+0.020118j -0.00766017+0.00134493j -0.0181951+0.00171148j -0.0050325+0.017038j 0.00638779-0.0276319j 0.00877177+0.00736806j 0.00345472-0.00120151j 0.00970037+0.0236863j -0.0287292-0.0103433j 0.00187852+0.0167745j 0.0347868+0.00497846j -0.00926719-0.0151272j -0.00103026+0.0180676j 0.0179671-0.00938261j 0.0095747+0.00158816j 0.00286671-0.0082945j -0.0146881-0.00713435j 0.00961504+0.0184311j 0.00272936+0.00230278j 0.0242183+0.00174788j 0.00792532+0.00596725j 0.0123927+0.00324827j -0.00973282-0.0104606j -0.00266005-0.00245723j -0.00412852+0.00332454j 
-0.000937085+0.0114682j -0.00888325-0.00273216j 0.0122063-0.0261927j 0.0034986-0.00976212j 0.036714-0.0309187j -0.00311525+0.0204891j 0.00323083-0.00799936j 0.00820165+0.0153849j -0.0104307+0.0197109j 0.00706373+0.0318692j 0.0105966+0.00437442j -0.0151554+0.00701035j 0.000991062-0.0277369j 0.0222584-0.0176115j -0.0634028+0.0314668j 0.0296783-0.0174824j 0.00318535+0.0520226j 0.00576062-0.0706194j -0.00434807-0.0109461j 0.0109857-0.0182688j -0.00637697+0.00828593j -0.00378384+0.0408323j -0.00550213+0.0421229j 0.0138103+0.0489258j 0.0133851+0.0397436j 0.0265226+0.00716367j 0.0291413-0.000110836j 0.0139741-0.019636j 0.00659819-0.0288637j 0.00134968+0.0123914j -0.00458735-0.0105091j 0.0138216-0.0391871j 4.08004e-05-0.025703j 0.026411+0.0249985j 0.019484-0.0229136j -0.00410182+0.0296848j 0.0077843+0.000810326j -0.00901464+0.0258741j -0.0124249-0.0321246j 0.0170646+0.0256383j -0.0471601-0.02256j -0.0169328-0.0131179j -0.00301359+0.00409838j -0.0130972-0.0108385j -0.0220353+0.0245149j 0.010526+0.00981751j -0.0156697-0.0138912j 0.0353885-0.0010888j -0.0308352-0.00249011j 0.011397+0.0152498j -0.0143425+0.00449505j 0.000387884-0.0109331j -0.0167702+3.67526e-05j 0.00399983+0.0284653j 0.0028637-0.00607607j -0.00657239-0.000455727j 
0.0102303+0.0168639j -0.010509+0.0118156j 0.0252632-0.00182435j -0.00306202-0.03552j 0.0902841-0.00818427j 0.0184655+0.00901795j 0.03041+0.0404317j 0.0351595+0.0491138j -0.0109258+0.0162097j 0.0459838+0.0422113j -0.0387452+3.27801e-05j -0.00969667+0.00322616j -0.0431627+0.022678j -0.00952425-0.0370814j 0.020888+0.0125387j -0.020004+0.0185018j -0.0511272-0.00308033j -0.00358033-0.0596986j 0.0153289+0.0136558j -0.0679052-0.0550601j 0.0269072-0.0375663j 0.0456528-0.0687379j 0.00330525+0.00372956j 0.00455062+0.0243233j -0.00293872+0.00767447j 0.00396524+0.062261j 0.0514523-0.000652408j -0.00198841+0.0626798j 0.0145298+0.00329791j 0.0155064-0.0129284j -0.00715934-0.00254627j -0.0374881-0.0131459j 0.00234331-0.010079j 0.0433637+0.0637348j 0.00113024+0.0343032j -0.020055+0.0131858j -0.0206499+0.00178544j -0.0798428-0.0316494j 0.0045319-0.0240167j -0.0119154+0.00194527j -0.0307+0.0450341j 0.055352+0.0177731j 0.0416666-0.038321j 0.0212002+0.0124551j -0.04369+0.0432411j 0.024439+0.0220107j 0.0243714+0.0158013j -0.00509729+0.00146926j -0.0287671-0.018536j -0.00252966-0.0192706j 0.0322403+0.0363544j 0.000833631+0.0587659j 0.0121107+0.0017006j -0.00316364-0.0267813j -0.00685788-0.00428676j -0.00698188+0.0157603j 
