-0.0070671+0.000779612j -0.00440262-0.00911296j -0.0110366-0.0067086j 0.0109022+0.00879987j -0.0176435+0.00225101j 0.0066723-0.01783j 0.00542334+0.00196346j -0.0176631+0.00431872j 0.00595403+0.00341816j -0.00475034-0.0154936j 0.00498565+0.0061236j -0.0100357-0.0119842j 0.00450811+0.00531266j 0.0112086+0.00970574j -0.000379999-0.00979647j 0.0121992-0.0118301j 0.0147589+0.00374073j -0.00170285-0.0051185j -0.0135626+0.00554343j 0.000744103+0.00171388j -0.00268794+0.00253926j 0.00425225+0.00927387j 0.012667-0.0106257j -0.00661949+0.0028656j -0.00427651+0.00531715j -0.0138415-0.00856924j -0.0119445+0.00447984j -0.0100238-0.00915821j -0.0036099+0.00116662j -0.0161365+0.00394284j 0.00135202+0.0134478j 0.00476031-0.00829421j 0.00465917-0.0110566j -0.00742897-0.0109156j 0.0145497+0.00945402j 0.00221755-0.00535811j 0.00761807-0.0125951j 0.00719221+0.0105709j -0.00703794-0.0183353j 0.0127098+0.0108308j 0.00522846-0.0122993j -0.00366184-0.00614257j 0.00368482+0.00598763j 0.00973647-0.000646904j -0.00467962+0.00492053j -0.00339026-0.00409283j 0.00346936+0.00924325j 0.00458592+0.00948491j 0.0164141-0.010408j 0.0107148-0.0110181j 0.0112025-0.0106938j -0.0201166-0.03047j 0.0109731-0.00666271j 0.011678+0.0389762j -0.000838137-0.000671j -0.00141558-0.00324684j 
-0.00309799+0.00530281j -0.00570885-0.0118549j -0.0014599-0.041317j 0.0114584+0.0147385j -0.040217-0.0500857j 0.0207489+0.00234712j 0.0220736+0.00878645j -0.0234369-0.0082609j 0.0107529+0.0139943j -0.00115611-0.0213026j 0.0435397+0.00234634j 0.0015424-0.0191205j -0.00678594+0.032076j 0.025406-0.00496091j -0.0363345-0.000630049j -0.00600507-0.0109861j -0.0237648+0.00208759j -0.00142694-0.00416493j -0.0267671+0.00206186j -0.0151398-0.00572833j 0.00340563-0.0460579j 0.00196142+0.0129926j -0.00179556+0.0243399j -0.0108547+0.0262938j 0.00863045+0.00187676j -0.0323578+0.0121437j -0.00553098+0.0156959j -0.00461156-0.00622239j -0.00213961+0.00873374j -0.00315363+0.018275j 0.0335984+0.00170224j -0.000567976-0.0040456j -0.00672277-0.016089j -0.00750963-0.00712177j 0.0142939-0.0010423j 0.0132883-0.0345831j -0.000316056+0.00203883j -0.0252855+0.0123578j -0.00864092-0.00136633j 0.0367504-0.00408113j 0.00985587-0.0212881j -0.0206306-0.00523626j 0.0208275+0.00339266j 0.00426098+0.0252171j 0.000708208+0.0282202j -0.0408444-0.00209597j -0.00568467+0.0314989j -0.00890506+0.00676177j -0.0263331+0.00410608j 0.0215517-0.00688871j 0.00731755+0.00475439j 0.0411303-0.0392019j -0.0161218+0.0139291j -0.0059337+0.0440755j 0.00748634-0.0121948j -0.00469319-0.00903312j 
0.00139725+0.000913054j 0.00315664+7.8949e-05j -0.00937875-0.00472776j -0.000108086+0.0159418j -0.0179249+0.00848878j -0.00654885-0.00851798j 0.00797104-0.0109556j -0.023382-0.00279869j -0.0315025+0.00936577j -0.00625486+0.00536205j 0.00293225-0.00426281j 0.0047775-0.0147631j -0.0040295-0.0180883j 0.00957567+0.0294683j -0.0142529-0.000100441j 0.0459757-0.000762683j 0.00646021-0.0101888j -0.0159459-0.00623485j 0.00899711-0.00667342j 0.0145113+0.00769273j 0.0202483+0.0222496j -0.00264125+0.0123477j 0.0316082+0.0108621j 0.0178054+0.0442308j 0.00489839-0.001972j 0.00253091-0.00885028j -0.0158474-0.0105536j 0.0140556-0.0180073j -0.0089368+0.0165832j -0.0250505-0.00448593j -0.0084091-0.00524331j 0.00679903-0.0244741j 0.0281594-0.0360128j -0.00181487-0.0146647j 0.0302624+0.0111486j -0.0093531+0.00182348j -0.00423888+0.0160814j 0.00450123+0.0174737j -0.00302012-0.0107801j 0.0224785+0.00440652j -0.0172182+0.00711261j -0.0144876-0.0303569j -0.00855145-0.00332254j -0.00021494-0.00881357j 0.0141846-0.00312687j -0.0155074-0.00292221j 0.0190788-0.00165864j 0.0163621-0.0148766j -0.00856289+0.00768123j -0.000187759+0.0105829j -0.0060236-0.00436901j -0.00824773-0.0117685j -0.0118868-0.00111257j 0.0013536+0.0101589j 0.00307615+0.0027719j 0.00532614-0.0010516j 
-0.00200537+0.00761633j -0.00233331-0.00409051j -0.003638-0.028795j -0.0158518-0.00361113j -0.00515382-0.0289232j 0.0223484+0.00315969j 0.0321447+0.00697235j 0.0193885-0.00737595j -0.00663481+0.00983122j 0.0125997+0.00417197j 0.00322971+0.0280942j 0.00485817-0.000453364j -0.0124283+0.00698025j 0.00946777-0.031496j -0.0112614+0.0411316j -0.00071582+0.0152184j -0.0044833-0.0179068j 0.00719318-0.0101519j -0.0413822+0.0153081j 0.0135321+0.00990584j -0.00871308-0.0172677j 0.00639039-0.0192731j -0.0124111+0.00287676j -0.000198369-0.00361227j -0.025355+0.0288319j -0.0114839+0.0180993j 0.0162213+0.0196155j -0.00598105+0.0169978j -0.00282961+0.0255645j 0.00738315-0.00629533j 0.0121118+0.0177961j -0.0328492+0.00834105j -0.0298157+0.00105578j 0.0201511+0.00393899j -0.0058032-0.00599156j -0.0203936-0.0429513j -0.0371137+0.0393267j -0.0342656-0.00495569j 0.00170971-0.0141601j -0.00977497-0.0109746j -0.0271274+0.000117325j 0.00166451+9.70598e-05j 0.00577113+0.013099j 0.0120621+0.0288534j -0.0010574+0.0212994j -0.00890768+0.00560609j 0.0157663-0.00101049j 0.00627863+0.0243687j -0.0106307-0.00450265j 0.0293864-0.00124693j 0.0200893+0.027272j 0.0324341-0.00143078j 0.00583221+0.0105189j -0.0174543+0.00220349j 0.000790708-0.0102519j -0.00541022-0.00160025j 
0.000319452-0.000178683j 0.000194107+0.00304755j -0.000197617+0.0048868j -0.0108967-0.00911607j 0.00415392+0.0125309j 0.00658053-0.00683313j 0.00755061-0.000434063j 0.000117894+0.00496434j -0.00488103+0.0126334j 0.0184614-0.00125404j 0.000182684+3.83544e-06j 0.00365609-0.0019657j -0.0132166+0.00281666j -0.00511722-0.0112098j -0.0068559+0.012353j -0.0101243+0.0108174j 0.00513484+0.00676764j 0.00149831-0.0159307j 0.0154601+0.01402j 0.00473821-0.00203321j 0.00136299-0.0189799j -0.000437549-0.0110147j 0.0087913+0.000129548j -0.0126714+8.34377e-05j 0.00753633+0.00759925j -0.00740202+0.0170941j -0.00659623-0.0189259j 0.00702352+0.0163002j 0.001936-0.00660784j -0.00455446+0.0350091j -0.00506665+0.010985j -0.0254052-0.00412911j 0.0146538+0.00947849j -0.0119454+0.00682629j -0.00201237-6.32251e-05j 0.00393393-0.0152669j 0.00189098-0.00299304j -0.0244352+0.00111744j 0.00230766+0.0116999j 0.00321618-0.018604j -0.00444972+0.00803624j 0.0188372-0.00415284j -0.013346+0.00247755j -0.00474661-0.00743115j 0.00220088-0.00503447j 0.0198088+0.0167161j 0.00535299-0.0142429j -0.00226229-0.00876556j 0.0187668+0.0139068j -0.00197877-0.00201327j 0.0200851+0.0072915j 3.70207e-05-0.00764225j 0.0055406-8.6236e-05j -0.00662001+0.000694547j 0.000811043-0.00420259j -0.00300519-0.00208699j 
-0.00162246+0.00795297j -0.0032304-0.00423956j 0.00964052-0.020879j -0.00755014-0.00885397j 0.00811855-0.0332973j 0.0131149+0.0175066j 0.0257184+0.0231341j 0.0236792+0.0168446j 0.00209737+0.0267167j 0.00556214+0.0264436j 0.00904366-0.00407833j 0.00742177+0.0249399j 0.00066881+0.0205586j 0.00869342-0.0132374j -0.00429381-0.0228461j -0.012996-0.0220087j 0.0109185-0.00280463j -0.00298962-0.033721j -0.0272643+0.00505385j -0.0290719-0.000499082j -0.0150118-0.0161651j 0.0279786+0.0189094j -0.0191004+0.02535j -0.0166446+0.00853353j -0.00491333-0.0127477j -0.00431404+0.0171242j -0.0067565+0.0018963j 0.027762-0.00353151j -0.0062651+0.0186265j 0.0180462+0.0310781j 0.024385+0.00151236j -0.00891135-0.0275882j 0.00557356-0.00540239j 0.0082181+0.00714826j 0.00394466+0.00245379j 0.0176814-0.0115015j -0.00633583-0.00616609j 0.00479563-0.00459657j -0.00318193+0.0131306j 0.0209894+0.018646j 0.00576898+0.0065394j 0.0283386-0.0109487j 0.0188057-0.011183j 0.00589558-0.0147015j -0.0163751+0.0176426j -0.00766995+0.00987989j -0.0129825+0.0274113j 0.00347833-0.00573961j -0.0180873+0.00549522j -0.00483909+0.00170678j 0.00349716+0.0188539j 0.0199551+0.0137343j -0.0163897+0.00289535j -0.00560389+0.0115056j -0.00232204-0.0089436j -0.00594702+0.00306956j 
0.00229676-0.0016654j 0.00180552+0.00541725j -0.00156851+0.0161219j -0.00325864-0.00358745j -0.00420478+0.0030521j -0.00568069+0.00623396j -0.00411275-0.0182281j -0.00196463-0.00912007j -0.00575945+0.00159606j -0.00653919+0.0106252j -0.00289679+0.00765199j 0.00261744+0.00973576j 0.0202428-0.00576139j -0.0062409-0.0269447j -0.00127338+0.0313468j -0.00102008+0.0452598j -0.0277669-0.00427003j 0.00394048+0.00839983j -0.0125974-0.0105902j 0.022403+0.000984643j -0.00251777-0.0144857j -0.021127-0.0142368j -0.00922468+0.0178341j 0.0125474+6.07381e-05j 0.000280819+0.0142011j 0.00335181+0.0105085j 0.0139204+0.00493443j -0.00459553+0.00871799j 0.00235304+0.00194699j 0.0129067-0.00244074j 0.00196902-0.0105092j -0.0269038+0.0112784j -0.00308619+0.00911364j 0.000259111+0.0050062j -0.0201734-0.0133181j -0.012547-0.00582874j -0.0129588+0.0208592j -0.0202389-0.00127833j 0.00871185+0.00696363j -0.00228423-0.00978006j -0.0190257+0.0137191j -0.00859928-0.0170746j -0.0171275+0.0151265j -0.0084314+0.0181242j 0.00656566-0.00490967j 0.000114352-0.00473066j -0.000628877-0.0296759j 0.0110508+0.00160226j -0.0116608+0.0140301j 0.00025389+0.00828537j -0.00329835+0.00212103j 0.0306472+0.00449852j 0.00464162+0.00925103j -0.0126374-0.0208015j -0.00472664-0.000865073j -0.00264496+0.00543387j 
-0.00430268+0.00295648j 0.000340358-0.00906829j -0.00772085-0.0252133j -0.00779716+0.0117957j -0.0247402-0.0250155j 0.0329887-0.00192364j 0.00623871+0.00618039j 0.00334591-0.0126772j 0.0192673+0.0103002j 0.00263891-0.023308j 0.0179615+0.0156458j 0.00646217-0.00277525j 0.00400127+0.00686101j 0.0016718+0.00829444j -0.00415698-0.0184045j -0.012757-0.0103518j 0.015852+0.00470618j -0.00685326+0.0127319j -0.0184351+0.0109628j 0.0078153+0.00584878j -0.0116236-0.0336063j 0.00959837+0.0268608j -0.00925557+0.00328439j -0.00173401+0.00625781j -0.0230255+0.00778113j -0.0340916-0.00494749j -0.0176289+0.0271218j -0.010677-0.01847j -0.000623786+0.0135706j 0.0205118+0.0179181j 0.00955501+0.0234987j 0.0077165-0.0121796j 0.00762024+0.00362803j 0.00190341-0.00865703j 0.0104128+0.0209215j 0.0123356-0.0185689j 0.0222799-0.00651771j 0.0146045+0.0080003j -0.00656394+0.00341811j 0.022481-0.00950355j 0.00714456-0.0142791j 0.0118108+0.00890814j -0.0032327-0.00922783j 0.00798418-0.00274681j 0.0126687+0.0130873j -0.0138039+0.00210355j -5.06598e-05+0.0230547j -0.00399359-0.00382894j -0.00896198+0.00578107j 0.0142348+0.00258216j 0.0064958+0.0101161j 0.0119952-0.0215967j -0.0139054+0.00295296j -0.00279917+0.0224582j 0.00675023-0.00663861j 0.000372959-0.00646495j 
-6.56516e-05+0.0108205j -0.00907493-0.00207367j 0.0170966-0.0304177j 0.0128048-0.00351691j 0.0219719-0.0114563j 0.00180112-0.000156112j 0.00883044+0.0266323j -0.0175894+0.0264879j -1.71154e-05+0.000653747j 0.0056781-0.050652j -0.00649409-0.00962608j -0.00841707-0.0331322j 0.00897755+0.00491943j 0.0201546+0.0297571j 0.0409209-0.0260147j 0.00139338-0.0280661j -0.0204185-0.00687j 0.00402618-0.0240756j 0.0180434-0.00215724j -0.0435182-0.0269164j -0.00724797+0.010069j 0.0261001-0.0401691j 0.0140845-0.00543637j 0.029656+0.00702777j 0.0124013+0.0111805j -0.000712844-0.00409099j 0.030025+0.00121484j -0.00923482-0.00934586j -0.0150677-0.00784281j -0.00591642-8.94722e-05j 0.0187415-0.0183244j -0.00150343+0.00891862j 0.0178088-0.0189962j 0.0148481+0.0226747j 0.0217213+0.0227858j 0.00801796+0.0128751j 0.0345775-0.00329246j 0.0243605-0.0162031j 0.00931078-0.0289628j 0.0135769+0.021094j 0.00307002-0.0269913j -0.000248973+0.0104613j 0.025977-0.0349954j 0.00622368-0.00299261j -0.000830623+0.0185462j -0.0135013-0.0108017j 0.0172035+0.0585985j -0.00868587+0.0132017j -0.0281723-0.0206619j 0.00832372-0.0288844j 0.0155928+0.0114886j -0.014694-0.000279557j -0.0109153+0.00254236j 0.0110553+0.0229207j 0.00394632-0.000376872j 0.00228962-0.00189444j 
-0.00283807-0.0081316j 0.00483598-0.00521771j -0.0125728+0.00544757j 0.00836829+0.0125533j -0.038687-0.0075769j 0.00858217-0.0108841j 0.00137598-0.0103622j -0.00794579-0.0280333j 0.00819294-0.0178291j -0.0065198+0.00278502j -0.0154487+0.0120423j 0.0199314-0.00816759j 0.0099186+0.0145766j -0.0254085-0.0174334j 0.0148224-1.07234e-05j 0.000809375+0.00735665j 0.000597101-0.0106575j -0.00181782+0.030633j -0.00775558+0.0190298j -0.0117792+0.0153978j -0.0124487-0.0202011j -0.00937403-0.0207894j -0.0222583+0.00760721j 0.013421+0.0011741j 0.00162495-0.0104613j 0.0011847+0.00649624j -0.0154428+0.0306841j -0.00907264-0.00735833j -0.0197935+0.00468145j 0.0192961-0.00141137j 0.00579973+0.0133448j 0.0112998+0.021107j 0.00998132-0.0100143j -0.00583623-0.0269563j -0.0215069+0.00427155j 0.00981045-0.0162463j -0.00996256+0.0133731j -0.0105156-0.00992237j 0.0104687-0.000895582j 0.00841875-0.00644074j 0.0109654+0.00878095j -0.012003+0.00141613j 0.00830095+0.00999536j -0.00210112+0.00514709j 0.0226152-0.0165859j -0.015058-0.0127199j 0.00960155+0.0127765j -0.00922256+0.0185839j -0.00190567+0.00407353j 0.00371641+0.00551726j 0.00499685-0.000605145j 0.0133016+0.00294608j 0.00620455+0.000417772j -0.0044462-0.0120212j -0.00121899+0.00120723j 0.00101372+6.09346e-05j 
0.00496826-0.000788522j -0.000502515+0.00826675j 0.00682305+0.0296637j -0.0154307-0.0134987j 0.0277866+0.0318145j 0.0117423-8.95458e-05j 0.0105211-0.0136611j -0.00274449+0.000636233j -0.00161398-0.000408643j 0.0275845+0.0122121j -0.0152038-0.0101158j 0.00974451-0.00249979j -0.0278462-0.0083674j 0.000933935-0.00784483j 0.0389931+0.0110745j -0.00328897+0.0222157j -0.0148007-0.0323104j -0.0131862+0.00725128j 0.0116051-0.00320115j 0.00578625-0.0095891j -0.000883747-0.0153543j -0.0224442-0.031658j -0.0010162+0.00112673j 0.00490893-0.0256091j -0.012805+0.00654207j 0.00523487+0.0224735j 0.0108788-0.00179439j -0.00650363+0.0329833j 0.0385278+0.00203873j -0.00484335-0.00177128j -0.00243662-0.00564882j -0.0364703+0.0110059j -0.0111782+0.0160005j 0.00809883+0.0121872j -0.00235469+0.0151987j -0.0189879-0.0262304j -0.00315455+0.0250633j -0.031725-0.0283306j 0.00500361+0.00713561j -0.024775-0.0112594j 0.00476913+0.0266915j 0.0195374+0.00307437j -0.0146144+0.00515749j -0.00736003+0.0143678j 0.00338963-0.0168475j 0.0388954+0.0234163j 0.0151255-0.019771j -0.00826288-0.00246066j 0.0219544+0.0136735j 0.0075224-0.00668609j 0.026927+0.00586001j 0.0121315+0.0120932j 0.0225928+0.0031136j -0.0138029-0.0228767j -0.00570375-0.00279821j -0.00340115+0.00203048j 
0.00186385+0.0022725j -0.000102134-0.00262992j -0.0100728-0.00169545j -0.0123733-0.00168549j 0.00712775+0.00310987j 0.047079-0.0116034j 0.0119911+0.0113802j 0.0148412+0.000159249j 0.0231782+0.0208297j 0.0439719-0.0191254j -0.00393931+0.00647736j -0.0126096+0.00531801j 0.00695783+0.00617244j 0.00109856-0.00805242j 0.0109662+0.00184114j -0.0191563+0.00740041j 0.0223917-0.00216018j 0.0125582-0.0335381j -0.00590075+0.0103522j 0.00420118+0.0170892j -0.00562986-0.0275975j 0.0189334+0.00158762j 0.00519851-0.0197393j -0.0243775-0.0117976j -0.0059222-0.00983617j -0.0223557+0.00617053j 0.00420113+0.0176252j 0.000987676+0.00170843j 0.0154351+0.0105341j -0.019028+0.000976219j 0.0219379+0.0190675j -0.00700384+0.00426695j -0.0209896+0.0246673j -0.0128181+0.021461j 0.0352846+0.0390084j 0.0179374-0.0232196j 0.013056-0.00934539j -0.00578936-0.0164463j -0.0125388+0.012772j -0.0124621+0.00425734j 0.0139573+0.0115941j 0.0384992+0.0135726j -0.00690776+0.000403323j 0.00892356+0.0111765j -0.00757326+0.0140916j 0.0230156+0.0152036j 0.0100827+0.0118285j -0.00626695-0.00318523j 0.015515+0.00285166j 0.0188468-0.0149867j 0.0286909+0.0131437j -0.00430791-0.00875413j 0.00721543-0.000907348j -0.00881262+0.0111665j 0.00328192-0.00653277j -0.00342683-0.0075901j 
0.000820437+0.00233859j -0.00162897+0.00563838j 0.0202158-0.00782798j 0.00687562-0.00307068j 2.21e-05-0.00270711j -0.0333201+0.0278694j -0.00964747+0.00632804j -0.0104867+0.0116771j 0.00167089-0.00350867j -0.0426863-0.0371152j 0.0297188-0.0185428j 0.00971661+0.00730041j 0.000465319+0.0110871j 0.0202433+0.00829009j 0.00946294-0.0196601j -0.0237905-0.00526207j -0.0541004-0.0292108j -0.00968144+0.0530235j -0.0035763-0.00932552j -0.0115625-0.0262382j -0.0202459+0.00548768j -0.00205804-0.0113491j -0.0324441+0.0242662j 0.0283935-0.00236825j 0.00678661-0.0143649j -0.0188493-0.0112086j 0.00356558-0.0113059j -0.021114+0.00262194j 0.00141998+0.0054693j 0.0464223+0.00142459j 0.00345201-0.0165284j 0.00251518+0.0567934j 0.0131676-0.0196563j -0.000979272-0.00325196j -0.0309356-0.0092063j 0.0033328+0.00335019j 0.0206986+0.0211962j 0.00725664+0.00122726j 0.0126956+0.00527157j 0.00299876-0.0253708j 0.00903055-0.0093691j -0.00940476+0.0183992j 0.00839137-0.00722332j -0.00161772+0.0225778j 0.0159595-0.00539854j -0.0272-0.0159707j -0.0195442+0.0148795j -0.0156788+0.00785269j -0.0260191-0.00987737j -0.00828028+0.000940267j -0.014415-0.0050532j 0.0302097+0.0100425j -0.00704633+0.0141041j 0.00289405-0.0055332j -0.00693632+0.000816066j 3.10596e-06+0.00946411j 
0.00654452-0.000584359j 0.00369193+0.0106868j 0.00712045+0.0111654j -0.00413371-0.0121324j 0.0150791+0.0173928j -0.0219618+0.010371j -0.0178664+0.00995174j 0.0307396+0.00303403j 0.0105426+0.0113844j 0.00375388-0.00623446j 0.0332023-0.00902987j 0.000910259+0.0270068j 0.0023012+0.00422282j 0.0196957+0.00373281j -0.0408597+0.0340448j 0.00986707+0.014262j -0.00845225-0.00595292j -0.00878953+0.00937929j 0.0146147-0.00810768j 0.021678+0.00949155j 0.0276731+0.0299425j -0.0203752-0.00336788j 0.0107869+0.0241042j 0.0114172+0.0094805j 0.0409636-0.0137792j 0.0205873+0.00991747j 0.0181677-0.0306887j 0.0193551+0.00440722j 0.0097861-0.00422833j 0.0106447-0.000106989j -0.0159777-0.00794466j -0.0040858+0.019186j -0.000685184+0.0127499j -0.0103881+0.0265155j -0.000416745-0.00437841j 0.00185735+0.0141408j 0.0101251+0.00508713j 0.00612228+0.00014645j 0.0103484+0.0270349j -0.00774138-0.0223008j 0.00458621-0.0145843j 0.0141506+0.0192101j -0.0315506+0.00350511j -0.00283541+0.0076723j 0.013949+0.0182269j 0.0153736+0.000554757j -0.022379-0.0256754j 0.0149064-0.0208733j -0.0182831+0.00737268j -0.00714108+0.00925407j -0.0212138+0.0105776j 0.0201246+0.0141102j -0.00803665+0.00832953j -0.00402454-0.0140281j -0.00875097-0.00169165j -0.00231411+0.0109334j 
-0.00158919+0.00770168j -0.00122075-0.00087924j 0.0143515-0.00547506j -0.00150525-0.0114706j 0.0278146-0.00249652j -0.0262906+0.0214836j 0.00648528+0.00721966j 0.00856576+0.0241256j -0.0308298+0.00185192j -0.0270457+0.0372311j -0.0360087+0.00221594j -0.0177639+0.00192371j -0.00158717+0.0204127j -0.00513439-0.0258572j 0.00235973+0.00594631j 0.0193737-0.0102391j -0.007619-0.00782914j -0.00970939+0.00458631j -0.0134935-0.0216051j -0.0244472-0.0287476j -0.00170588+0.000197003j 0.000437009+0.0161187j 0.00955077-0.00649781j -0.00738604+0.00542916j 0.0012765+0.0273981j 0.0218579+0.0122621j 0.0199814+0.0307445j -0.00658883+0.0103497j -0.0179911-0.000570731j -0.00305938-0.0293672j -0.0167379+0.00477684j 0.00596936+0.00214788j 0.00231276-0.0166783j 0.0201521+0.0110695j -0.0100028-0.0237108j 0.00155702+0.016816j -0.0189253-0.00393229j -0.00573914+0.0117737j 0.000595188-0.0199202j -0.00426855+0.0221219j -0.019634+0.0192984j -0.0173167-0.0227757j 0.0118919+0.00134645j 0.0107971-0.00906503j -0.0278289-0.00986574j -0.00827249-0.00620055j -0.00303954-0.00438605j 0.011838+0.019342j -0.00416663-0.0240793j -0.00904047-0.00469783j -0.0130693-0.00659201j -0.0220374+0.0217763j 0.00726579-0.00709253j 0.0110273-0.00816767j -0.00312722+0.00431285j 0.000456609+0.00455447j 
-0.00741661-0.00844521j 0.00447045-0.00965021j -0.00467917-0.00883263j -0.00604057+0.00791884j -0.0324028-0.0264995j 0.0309465+0.00616977j 0.00257965-0.00170607j 0.0107687-0.0204522j 0.0263094-0.00467467j -0.000923593+0.0177916j 0.0231467+0.0173858j 0.00960386+0.0100252j 0.00738032+0.0157181j 0.0134927-0.0026596j -0.0179635-0.0250229j -0.00790587+0.00488095j 0.0448758+0.00824361j 0.000766716+0.00563872j -0.0515177+0.0245244j 0.0139452+0.0110447j 0.00301664-0.0167381j -0.00492467+0.0186284j -0.0171105-0.000366857j -0.0339693-0.000960417j -0.0115726-0.0129135j -0.0156538-0.00539725j -0.0225292+0.00799146j 0.00483791-0.0107762j -0.0105447+0.0101948j -0.0137561+0.0130011j 0.0138375+0.0172569j 0.0132267-0.00266799j -0.0252512+0.0126696j -0.0177423-0.0133444j 0.000448293+0.00588387j 0.0130835-0.027434j -0.0172551-0.0105818j 0.0262581+0.0273431j -0.00720909+0.0117496j 0.0297025-0.00600695j 0.010633-0.0153985j 0.0110604-0.00339077j -0.00191263-0.00130456j 0.0183678-0.000268906j 0.00345521+0.0149824j -0.0188381-0.0106878j -0.0147678+0.0120771j 0.0069967-0.00260047j 0.00271895-0.00201332j 0.00843546+0.00658887j -0.0115269-0.000385714j -0.00269517-0.00916932j -0.00972808-0.00748871j 0.000108667+0.0151604j 0.00648711-0.00138102j -0.00087547-0.00775834j 
-0.00407532-0.00843402j -0.000635768-0.00148188j -0.00104335+0.0266956j -0.00286511+0.00286266j -0.00689663+0.00525675j -0.0128502+0.025177j -0.0152513-0.0086546j 0.00816352-0.00592663j 0.00698022+0.0038125j -0.0315412+0.0121488j -0.00477049-0.00843415j -0.00984772+0.0196476j 0.0124107-0.00147578j 0.015708-0.00308608j 0.00249105-0.0301778j -0.0107337+0.00941564j 0.0187913-0.0056099j 0.00722008+0.0402849j -0.0223873+0.00246055j 0.00751608-0.030669j -0.0139969-0.00326056j -0.0282243+0.0236078j -0.0179517+0.0352436j 0.00767756-0.01296j 0.00478233-0.000290706j 0.00768484-0.0182464j -0.00161936-0.00718046j -0.00986865+0.00086301j -0.0159594-0.00647948j 0.0258598-0.00305193j -0.000508121-0.00561841j -0.000268318+0.030192j 0.000942047+0.0104665j -0.000281145+0.00870661j -0.00942718+0.000912291j 0.000162525+0.00383203j 0.0057107+0.0185268j 0.0246928+0.0157447j 0.00810404+0.0170065j 0.00510489-0.010706j 0.0192067-0.00408005j -0.0104067-0.000229369j -0.0138688+0.0089738j 0.0111446+0.00290119j 0.010133-0.0258665j -0.00424663-0.0142611j -0.0152593-0.020986j -0.00168529-0.00801699j 0.00995728+0.000446126j -0.00958924+0.00857028j -0.0185755-0.0050156j 0.00503165+0.0107885j 0.0018766+0.00060998j -0.000514789-0.0111528j -0.00715199+0.00514414j 0.000448351+0.0054084j 
-0.00544529+0.0054828j -0.00315326-0.0123072j -0.00867405-0.037539j 0.0116255+0.0201692j -0.0165581-0.0501852j 0.0236844-0.000486585j -1.67531e-05-0.00398528j 0.00655016-0.0251328j 0.00228463-0.0192827j -0.0111921-0.00319422j -0.00899523+0.0290422j 0.00372595-0.0137796j 0.0122875-0.0115454j -0.00910357+0.0130256j 0.00110014+0.00113479j 0.00135563-0.00549205j 0.00471341+0.0152791j 0.0116563+0.0216479j 0.00103195+0.00114638j -0.0200086-0.0183615j 0.0130227-0.0117139j 0.00505373-0.00300966j -0.0010658-0.000633999j 0.0175158+0.0202143j -0.00630412+0.0318176j -0.00280031-0.00671345j 0.0111987+0.0205804j -0.0092655-0.0274395j -0.0265188-0.00342414j 0.0158732-0.0218536j 0.00553654-0.00836344j 0.00462736+0.000494911j -0.0086648-0.0195028j 0.0168325-0.00557653j 0.000835949-0.0126433j -0.000120826-0.00837613j -0.00944842+0.0056002j 0.0215463+0.0122368j 0.0120883-0.0188286j 0.0131634+0.00932746j -0.00889406-0.0263663j -0.0297321-0.0054876j 0.0107446-0.0248962j 0.00873809-0.00426644j 0.0200257+0.0196952j -0.0379555-0.020628j 0.0124334+0.0265507j -0.00478998+0.00942542j -0.033449-0.00243114j 0.00318331+0.00232976j -0.00640036+0.0153302j 0.0131907+0.00147615j -0.0172047+0.00172292j 0.00272451+0.00559017j 0.00547004-0.00195357j 0.00473809-0.000984502j 
-0.00368537+0.00520946j -0.00233811-0.00968496j -0.00866233-0.012538j -0.00413509+0.00716244j 0.00761843-0.0112045j 0.0201779+0.0173977j -0.00289632+0.000314995j 0.0243179-0.0189241j 0.0269002-0.0043881j -0.00303015-0.00810722j -0.000618567+0.00964522j -0.0202009+0.0178135j 0.0143469-0.0325224j 0.0232745+0.0206537j -0.00258799-0.0169082j 0.0111269-0.00677504j 0.0118419+0.0188333j 0.0130167-0.0181426j -0.0224808-0.00457336j 0.00445692-0.0125819j -0.0149943-0.00299122j 0.00181078+0.00751564j -0.00549547+0.0107482j 0.0024742+0.00404311j 0.00150569+0.021286j -0.0192887-0.00420288j -0.00291106+0.00431204j -0.0102219-0.014858j -0.0107585-0.00637527j 0.0119617+0.0250432j 0.00978669-0.000138388j -0.0015783+0.00879529j -0.0290751+0.0190445j -0.0139367-0.000689959j 0.0161492-0.0141863j 0.0148802-0.00674694j 0.00503513-0.011894j 0.0236962+0.00241719j 0.00133234-0.00661714j -0.0191711+0.00767134j 0.0122411-0.031577j 0.000743127+0.0361312j -0.0141566+0.00235238j 0.00854546+0.00215685j -0.00340201+0.0102654j 0.00358998-0.00735394j -0.0057053-0.01105j 0.000926652+0.00153243j 0.00176758-0.00712001j 0.0130682+0.0030472j 0.00252626+0.00244185j -0.00659545-0.0150031j 0.00244109-0.00158088j 0.00126963+0.013775j 0.00523512-0.0026427j -0.0027769-0.00483623j 
