2.91803e-14-0.080297j 6.28463e-15+0.143808j -3.40635e-16+0.139435j 4.2237e-16+0.187095j 3.12691e-16-0.19564j 4.75273e-16-0.0062471j 8.0881e-19+0.107577j 1.60497e-15+0.138546j -1.78729e-15-0.185967j 5.73553e-15-0.151937j 7.52341e-16-0.0033352j -1.5498e-15+0.0930597j -1.77156e-16-0.249133j 1.6499e-16+0.0363759j 3.81919e-15+0.104099j 2.05249e-14+0.0427346j 3.0067e-14+0.174828j 1.14375e-13+0.156613j 6.70642e-16-0.159382j -2.08677e-14-0.183108j -5.60275e-15+0.251323j 3.70152e-15+0.0626221j 4.39592e-17-0.150505j 1.58584e-14-0.121715j 1.01429e-14-0.0442154j -2.08777e-14+0.15672j -7.59343e-15-0.0488607j 1.49671e-14+0.0271493j 4.46121e-15+0.00217917j -2.46411e-16-0.0369319j 5.91206e-14+0.168565j 3.14437e-14+0.0557536j 2.03879e-14-0.113112j -6.98206e-17+0.133749j -1.1734e-14+0.0415416j 4.83336e-14-0.26235j -9.43618e-15-0.148132j -1.13586e-13-0.0125897j -1.1565e-13+0.219583j 6.84653e-14-0.122077j -1.89045e-14+0.0731557j 1.50108e-13-0.0389278j 3.96401e-15+0.0591065j 1.61541e-15+0.199263j 3.64021e-15+0.0492357j 5.9587e-15-0.0684379j -3.08236e-16+0.145845j 2.90229e-15-0.173218j 9.25807e-16-0.129001j -8.79819e-17-0.100925j -3.62496e-16+0.0106182j 2.43721e-16+0.175896j -4.69474e-16+0.173195j -4.15339e-16-0.130787j 1.15894e-15-0.136912j -5.27496e-15-0.0768406j 
-3.24212e-17+8.92151e-05j -6.98263e-18-0.00015978j 3.78468e-19-0.000154921j -4.6928e-19-0.000207875j -3.4742e-19+0.000217368j -5.28058e-19+6.94093e-06j -8.98639e-22-0.000119525j -1.78322e-18-0.000153934j 1.98579e-18+0.000206621j -6.37255e-18+0.000168812j -8.35899e-19+3.70562e-06j 1.72192e-18-0.000103395j 1.96832e-19+0.000276802j -1.83314e-19-4.0416e-05j -4.24337e-18-0.00011566j -2.28045e-17-4.74809e-05j -3.34064e-17-0.000194245j -1.27078e-16-0.000174007j -7.45127e-19+0.000177084j 2.31854e-17+0.000203444j 6.22502e-18-0.000279236j -4.11263e-18-6.95772e-05j -4.88415e-20+0.000167221j -1.76197e-17+0.000135234j -1.12694e-17+4.91262e-05j 2.31964e-17-0.000174126j 8.43679e-18+5.42874e-05j -1.66294e-17-3.01646e-05j -4.95669e-18-2.4212e-06j 2.73779e-19+4.10337e-05j -6.56868e-17-0.000187286j -3.4936e-17-6.19459e-05j -2.26523e-17+0.000125674j 7.75752e-20-0.000148604j 1.30372e-17-4.61554e-05j -5.37017e-17+0.000291487j 1.04842e-17+0.000164584j 1.26202e-16+1.39879e-05j 1.28495e-16-0.000243971j -7.60693e-17+0.000135635j 2.10042e-17-8.12807e-05j -1.6678e-16+4.32512e-05j -4.40427e-18-6.56711e-05j -1.79483e-18-0.000221394j -4.04451e-18-5.4704e-05j -6.6205e-18+7.60389e-05j 3.4247e-19-0.000162043j -3.22463e-18+0.000192456j -1.02863e-18+0.000143328j 9.77536e-20+0.000112134j 4.02756e-19-1.17975e-05j -2.7079e-19-0.000195432j 5.21616e-19-0.00019243j 4.61468e-19+0.000145312j -1.28765e-18+0.000152118j 5.86081e-18+8.53748e-05j 
-9.75715e-17+0.000268492j -2.10142e-17-0.000480858j 1.139e-18-0.000466234j -1.4123e-18-0.000625599j -1.04556e-18+0.000654169j -1.58919e-18+2.08887e-05j -2.70445e-21-0.000359711j -5.3666e-18-0.000463263j 5.97623e-18+0.000621825j -1.91781e-17+0.000508038j -2.51564e-18+1.1152e-05j 5.18212e-18-0.000311168j 5.92366e-19+0.000833035j -5.51683e-19-0.000121632j -1.27704e-17-0.000348079j -6.86301e-17-0.000142893j -1.00536e-16-0.000584579j -3.82441e-16-0.000523672j -2.24245e-18+0.000532932j 6.97763e-17+0.000612265j 1.87342e-17-0.000840361j -1.23769e-17-0.000209392j -1.46988e-19+0.00050325j -5.30265e-17+0.000406985j -3.39153e-17+0.000147845j 6.98095e-17-0.00052403j 2.53905e-17+0.000163378j -5.00462e-17-9.07803e-05j -1.49171e-17-7.28658e-06j 8.23937e-19+0.000123491j -1.97684e-16-0.000563637j -1.0514e-16-0.000186426j -6.81719e-17+0.000378217j 2.33462e-19-0.000447223j 3.92354e-17-0.000138905j -1.61615e-16+0.00087723j 3.15522e-17+0.000495314j 3.79803e-16+4.20966e-05j 3.86704e-16-0.000734231j -2.2893e-16+0.000408193j 6.32119e-17-0.000244614j -5.01922e-16+0.000130164j -1.32546e-17-0.000197637j -5.40153e-18-0.000666285j -1.21719e-17-0.000164631j -1.99244e-17+0.000228839j 1.03066e-18-0.000487668j -9.70452e-18+0.000579195j -3.09566e-18+0.000431346j 2.94189e-19+0.000337467j 1.21209e-18-3.55045e-05j -8.1494e-19-0.000588152j 1.5698e-18-0.000579118j 1.38879e-18+0.000437317j -3.87519e-18+0.000457798j 1.76381e-17+0.000256935j 
-8.88815e-17+0.00024458j -1.91426e-17-0.000438031j 1.03755e-18-0.00042471j -1.28651e-18-0.000569881j -9.52437e-19+0.000595907j -1.44765e-18+1.90283e-05j -2.46358e-21-0.000327674j -4.88863e-18-0.000422003j 5.44396e-18+0.000566443j -1.74701e-17+0.000462791j -2.29158e-18+1.01588e-05j 4.72058e-18-0.000283454j 5.39608e-19+0.000758842j -5.02548e-19-0.000110799j -1.1633e-17-0.000317078j -6.25176e-17-0.000130167j -9.15822e-17-0.000532514j -3.48379e-16-0.000477032j -2.04273e-18+0.000485468j 6.35618e-17+0.000557735j 1.70656e-17-0.000765515j -1.12746e-17-0.000190743j -1.33897e-19+0.000458429j -4.83038e-17+0.000370738j -3.08947e-17+0.000134677j 6.35921e-17-0.000477358j 2.31291e-17+0.000148827j -4.55889e-17-8.26951e-05j -1.35886e-17-6.63762e-06j 7.50554e-19+0.000112492j -1.80078e-16-0.000513438j -9.57756e-17-0.000169822j -6.21003e-17+0.000344532j 2.12669e-19-0.000407392j 3.57409e-17-0.000126533j -1.47221e-16+0.000799101j 2.8742e-17+0.0004512j 3.45977e-16+3.83473e-05j 3.52263e-16-0.000668838j -2.08541e-16+0.000371838j 5.75821e-17-0.000222828j -4.57219e-16+0.000118572j -1.20741e-17-0.000180035j -4.92045e-18-0.000606943j -1.10879e-17-0.000149969j -1.81498e-17+0.000208458j 9.38868e-19-0.000444234j -8.8402e-18+0.00052761j -2.81995e-18+0.000392929j 2.67987e-19+0.000307411j 1.10414e-18-3.23424e-05j -7.42359e-19-0.000535769j 1.42999e-18-0.00052754j 1.2651e-18+0.000398368j -3.53005e-18+0.000417025j 1.60672e-17+0.000234052j 
-5.95225e-17+0.000163791j -1.28195e-17-0.000293342j 6.94833e-19-0.000284422j -8.61556e-19-0.00038164j -6.37832e-19+0.000399069j -9.69469e-19+1.27429e-05j -1.64982e-21-0.000219438j -3.27384e-18-0.000282609j 3.64574e-18+0.000379338j -1.16994e-17+0.000309923j -1.53464e-18+6.80319e-06j 3.1613e-18-0.000189825j 3.61367e-19+0.000508185j -3.36549e-19-7.42002e-05j -7.79045e-18-0.000212342j -4.18671e-17-8.71707e-05j -6.13312e-17-0.000356616j -2.33304e-16-0.000319461j -1.36799e-18+0.00032511j 4.25663e-17+0.000373506j 1.14286e-17-0.000512653j -7.55042e-18-0.000127738j -8.96687e-20+0.000307002j -3.23483e-17+0.000248277j -2.06897e-17+9.01913e-05j 4.25866e-17-0.000319679j 1.54892e-17+9.96669e-05j -3.05301e-17-5.53796e-05j -9.10004e-18-4.44511e-06j 5.02634e-19+7.53343e-05j -1.20595e-16-0.000343841j -6.41394e-17-0.000113727j -4.15876e-17+0.000230727j 1.42421e-19-0.000272824j 2.39351e-17-8.47373e-05j -9.85917e-17+0.000535145j 1.92481e-17+0.000302161j 2.31695e-16+2.56806e-05j 2.35905e-16-0.00044791j -1.39657e-16+0.000249014j 3.85618e-17-0.000149224j -3.06193e-16+7.94055e-05j -8.08585e-18-0.000120566j -3.29515e-18-0.00040646j -7.42536e-18-0.000100432j -1.21547e-17+0.000139601j 6.28745e-19-0.000297497j -5.92014e-18+0.000353332j -1.88848e-18+0.000263138j 1.79467e-19+0.000205868j 7.39424e-19-2.16592e-05j -4.97146e-19-0.000358796j 9.57641e-19-0.000353285j 8.47215e-19+0.000266781j -2.36402e-18+0.000279275j 1.07599e-17+0.000156741j 
-1.48225e-16+0.000407879j -3.19236e-17-0.000730493j 1.7303e-18-0.000708278j -2.14548e-18-0.000950376j -1.58836e-18+0.000993779j -2.41421e-18+3.1733e-05j -4.10846e-21-0.000546454j -8.15265e-18-0.000703764j 9.07876e-18+0.000944643j -2.91344e-17+0.000771784j -3.82162e-18+1.69416e-05j 7.8724e-18-0.000472709j 8.9989e-19+0.0012655j -8.38088e-19-0.000184776j -1.94001e-17-0.000528783j -1.04259e-16-0.000217076j -1.52729e-16-0.000888061j -5.80984e-16-0.000795535j -3.40662e-18+0.000809603j 1.06e-16+0.000930121j 2.84599e-17-0.00127663j -1.88024e-17-0.000318097j -2.23297e-19+0.00076451j -8.05551e-17+0.00061827j -5.15224e-17+0.000224598j 1.06051e-16-0.000796079j 3.85719e-17+0.000248195j -7.60274e-17-0.000137909j -2.26613e-17-1.10694e-05j 1.25168e-18+0.000187601j -3.00311e-16-0.000856247j -1.59723e-16-0.000283208j -1.03563e-16+0.000574567j 3.54663e-19-0.000679398j 5.96043e-17-0.000211016j -2.45517e-16+0.00133264j 4.79324e-17+0.000752455j 5.76977e-16+6.39509e-05j 5.87461e-16-0.0011154j -3.47779e-16+0.000620106j 9.60282e-17-0.000371604j -7.62494e-16+0.000197739j -2.01357e-17-0.00030024j -8.20572e-18-0.00101218j -1.8491e-17-0.000250099j -3.0268e-17+0.00034764j 1.56573e-18-0.000740839j -1.47426e-17+0.000879882j -4.70276e-18+0.000655277j 4.46916e-19+0.000512662j 1.84135e-18-5.39366e-05j -1.23801e-18-0.000893489j 2.38476e-18-0.000879766j 2.10977e-18+0.000664349j -5.88698e-18+0.000695462j 2.67949e-17+0.000390322j 
-6.69929e-17+0.000184348j -1.44284e-17-0.000330158j 7.82039e-19-0.000320118j -9.69687e-19-0.000429538j -7.17883e-19+0.000449155j -1.09114e-18+1.43423e-05j -1.85689e-21-0.000246979j -3.68473e-18-0.000318078j 4.1033e-18+0.000426947j -1.31678e-17+0.000348821j -1.72724e-18+7.65703e-06j 3.55806e-18-0.000213649j 4.0672e-19+0.000571965j -3.78788e-19-8.35128e-05j -8.7682e-18-0.000238992j -4.71216e-17-9.81111e-05j -6.90286e-17-0.000401374j -2.62585e-16-0.000359555j -1.53968e-18+0.000365913j 4.79086e-17+0.000420383j 1.28629e-17-0.000576994j -8.49804e-18-0.000143769j -1.00923e-19+0.000345533j -3.64082e-17+0.000279437j -2.32864e-17+0.000101511j 4.79315e-17-0.000359801j 1.74332e-17+0.000112176j -3.43619e-17-6.23301e-05j -1.02421e-17-5.00299e-06j 5.65718e-19+8.47891e-05j -1.35731e-16-0.000386995j -7.21893e-17-0.000128001j -4.6807e-17+0.000259685j 1.60296e-19-0.000307065j 2.69391e-17-9.53723e-05j -1.10965e-16+0.000602309j 2.16638e-17+0.000340084j 2.60774e-16+2.89037e-05j 2.65513e-16-0.000504125j -1.57184e-16+0.000280267j 4.34015e-17-0.000167953j -3.44621e-16+8.93713e-05j -9.10067e-18-0.000135698j -3.70871e-18-0.000457473j -8.35729e-18-0.000113037j -1.36801e-17+0.000157121j 7.07656e-19-0.000334834j -6.66316e-18+0.000397677j -2.12549e-18+0.000296163j 2.01991e-19+0.000231706j 8.32226e-19-2.43775e-05j -5.59541e-19-0.000403827j 1.07783e-18-0.000397625j 9.53546e-19+0.000300263j -2.66072e-18+0.000314325j 1.21104e-17+0.000176413j 
-3.95608e-17+0.000108861j -8.52029e-18-0.000194966j 4.61811e-19-0.000189037j -5.72621e-19-0.000253652j -4.23926e-19+0.000265236j -6.44343e-19+8.46941e-06j -1.09653e-21-0.000145846j -2.17591e-18-0.000187832j 2.42309e-18+0.000252122j -7.77586e-18+0.000205986j -1.01997e-18+4.52164e-06j 2.10111e-18-0.000126164j 2.40177e-19+0.000337758j -2.23682e-19-4.93161e-05j -5.17781e-18-0.00014113j -2.78263e-17-5.79367e-05j -4.07629e-17-0.00023702j -1.55062e-16-0.000212325j -9.09212e-19+0.00021608j 2.82911e-17+0.000248245j 7.59584e-18-0.000340728j -5.01828e-18-8.48989e-05j -5.9597e-20+0.000204045j -2.14998e-17+0.000165014j -1.37511e-17+5.99443e-05j 2.83046e-17-0.00021247j 1.02947e-17+6.62421e-05j -2.02914e-17-3.68072e-05j -6.04821e-18-2.95437e-06j 3.34068e-19+5.00698e-05j -8.01518e-17-0.000228529j -4.26293e-17-7.55871e-05j -2.76406e-17+0.00015335j 9.46581e-20-0.000181328j 1.59081e-17-5.63194e-05j -6.55275e-17+0.000355677j 1.2793e-17+0.000200827j 1.53993e-16+1.70682e-05j 1.56791e-16-0.000297697j -9.28207e-17+0.000165504j 2.56295e-17-9.91797e-05j -2.03506e-16+5.27757e-05j -5.37414e-18-8.01327e-05j -2.19007e-18-0.000270148j -4.93516e-18-6.67505e-05j -8.07842e-18+9.27836e-05j 4.17886e-19-0.000197727j -3.93474e-18+0.000234837j -1.25515e-18+0.000174891j 1.1928e-19+0.000136827j 4.91448e-19-1.43954e-05j -3.30421e-19-0.000238468j 6.36482e-19-0.000234806j 5.63089e-19+0.000177312j -1.57121e-18+0.000185616j 7.15144e-18+0.000104175j 
5.18555e-17-0.000142693j 1.11682e-17+0.000255557j -6.05333e-19+0.000247786j 7.50581e-19+0.000332482j 5.55674e-19-0.000347666j 8.44593e-19-1.11015e-05j 1.43731e-21+0.000191173j 2.85214e-18+0.000246207j -3.17614e-18-0.000330476j 1.01925e-17-0.000270003j 1.33696e-18-5.92689e-06j -2.7541e-18+0.000165374j -3.1482e-19-0.000442726j 2.93199e-19+6.46426e-05j 6.78698e-18+0.000184991j 3.64743e-17+7.59424e-05j 5.34312e-17+0.000310681j 2.03253e-16+0.000278312j 1.19178e-18-0.000283233j -3.70834e-17-0.000325396j -9.95649e-18+0.00044662j 6.57787e-18+0.000111284j 7.81186e-20-0.000267458j 2.81816e-17-0.000216297j 1.80247e-17-7.85739e-05j -3.71011e-17+0.000278502j -1.34941e-17-8.6829e-05j 2.65976e-17+4.82463e-05j 7.92788e-18+3.87254e-06j -4.37891e-19-6.56306e-05j 1.05062e-16+0.000299552j 5.58777e-17+9.90782e-05j 3.62308e-17-0.000201008j -1.24076e-19+0.000237682j -2.08521e-17+7.38224e-05j 8.58923e-17-0.000466214j -1.67688e-17-0.00026324j -2.01851e-16-2.23727e-05j -2.05519e-16+0.000390216j 1.21668e-16-0.000216939j -3.35947e-17+0.000130003j 2.66753e-16-6.91774e-05j 7.04433e-18+0.000105036j 2.87071e-18+0.000354105j 6.46892e-18+8.74953e-05j 1.0589e-17-0.000121619j -5.47758e-19+0.000259177j 5.15758e-18-0.00030782j 1.64523e-18-0.000229244j -1.5635e-19-0.000179351j -6.44181e-19+1.88693e-05j 4.3311e-19+0.00031258j -8.34289e-19+0.000307779j -7.38087e-19-0.000232417j 2.05952e-18-0.000243302j -9.37397e-18-0.000136551j 
9.86121e-17-0.000271356j 2.12383e-17+0.000485986j -1.15114e-18+0.000471207j 1.42736e-18+0.000632271j 1.05671e-18-0.000661146j 1.60614e-18-2.11115e-05j 2.73329e-21+0.000363547j 5.42383e-18+0.000468203j -6.03996e-18-0.000628457j 1.93827e-17-0.000513456j 2.54246e-18-1.1271e-05j -5.23738e-18+0.000314486j -5.98683e-19-0.000841919j 5.57567e-19+0.000122929j 1.29066e-17+0.000351791j 6.9362e-17+0.000144417j 1.01609e-16+0.000590813j 3.86519e-16+0.000529257j 2.26637e-18-0.000538616j -7.05205e-17-0.000618795j -1.8934e-17+0.000849323j 1.25089e-17+0.000211625j 1.48556e-19-0.000508617j 5.3592e-17-0.000411325j 3.4277e-17-0.000149422j -7.0554e-17+0.000529619j -2.56613e-17-0.00016512j 5.05799e-17+9.17485e-05j 1.50762e-17+7.36429e-06j -8.32724e-19-0.000124808j 1.99792e-16+0.000569648j 1.06261e-16+0.000188414j 6.88989e-17-0.00038225j -2.35952e-19+0.000451993j -3.96538e-17+0.000140386j 1.63339e-16-0.000886586j -3.18886e-17-0.000500596j -3.83854e-16-4.25456e-05j -3.90828e-16+0.000742061j 2.31372e-16-0.000412547j -6.38861e-17+0.000247223j 5.07275e-16-0.000131553j 1.3396e-17+0.000199745j 5.45914e-18+0.00067339j 1.23017e-17+0.000166387j 2.01369e-17-0.000231279j -1.04165e-18+0.000492868j 9.80802e-18-0.000585372j 3.12867e-18-0.000435946j -2.97326e-19-0.000341066j -1.22502e-18+3.58832e-05j 8.23631e-19+0.000594424j -1.58654e-18+0.000585294j -1.4036e-18-0.000441981j 3.91652e-18-0.00046268j -1.78262e-17-0.000259675j 
3.37546e-17-9.28841e-05j 7.26979e-18+0.000166351j -3.94032e-19+0.000161292j 4.88579e-19+0.000216424j 3.61707e-19-0.000226308j 5.49775e-19-7.22638e-06j 9.35596e-22+0.000124441j 1.85656e-18+0.000160264j -2.06746e-18-0.000215118j 6.63462e-18-0.000175754j 8.70276e-19-3.85801e-06j -1.79274e-18+0.000107647j -2.04927e-19-0.000288186j 1.90853e-19+4.20781e-05j 4.41788e-18+0.000120417j 2.37423e-17+4.94335e-05j 3.47802e-17+0.000202233j 1.32304e-16+0.000181163j 7.7577e-19-0.000184366j -2.41389e-17-0.000211811j -6.48102e-18+0.00029072j 4.28176e-18+7.24385e-05j 5.08501e-20-0.000174098j 1.83444e-17-0.000140795j 1.17329e-17-5.11465e-05j -2.41504e-17+0.000181287j -8.78375e-18-5.652e-05j 1.73133e-17+3.14052e-05j 5.16053e-18+2.52077e-06j -2.85038e-19-4.27212e-05j 6.83881e-17+0.000194988j 3.63727e-17+6.44934e-05j 2.35838e-17-0.000130843j -8.07654e-20+0.000154715j -1.35733e-17+4.80536e-05j 5.59102e-17-0.000303475j -1.09154e-17-0.000171352j -1.31392e-16-1.45632e-05j -1.33779e-16+0.000254005j 7.91977e-17-0.000141213j -2.1868e-17+8.46234e-05j 1.73638e-16-4.50299e-05j 4.58539e-18+6.83719e-05j 1.86864e-18+0.000230499j 4.21084e-18+5.69537e-05j 6.89277e-18-7.9166e-05j -3.56554e-19+0.000168707j 3.35725e-18-0.000200371j 1.07093e-18-0.000149223j -1.01774e-19-0.000116746j -4.19319e-19+1.22827e-05j 2.81926e-19+0.000203469j -5.43068e-19+0.000200344j -4.80446e-19-0.000151288j 1.34061e-18-0.000158374j -6.10184e-18-8.88859e-05j 
6.63556e-17-0.000182594j 1.42912e-17+0.000327018j -7.74599e-19+0.000317073j 9.60462e-19+0.000425452j 7.11054e-19-0.000444882j 1.08076e-18-1.42058e-05j 1.83922e-21+0.000244629j 3.64967e-18+0.000315052j -4.06426e-18-0.000422886j 1.30425e-17-0.000345502j 1.71081e-18-7.58419e-06j -3.52421e-18+0.000211616j -4.02851e-19-0.000566524j 3.75184e-19+8.27183e-05j 8.68479e-18+0.000236719j 4.66734e-17+9.71778e-05j 6.83719e-17+0.000397556j 2.60087e-16+0.000356135j 1.52503e-18-0.000362432j -4.74529e-17-0.000416384j -1.27406e-17+0.000571505j 8.4172e-18+0.000142402j 9.99625e-20-0.000342246j 3.60618e-17-0.000276779j 2.30649e-17-0.000100545j -4.74755e-17+0.000356378j -1.72673e-17-0.000111109j 3.4035e-17+6.17371e-05j 1.01447e-17+4.9554e-06j -5.60336e-19-8.39825e-05j 1.34439e-16+0.000383314j 7.15025e-17+0.000126783j 4.63618e-17-0.000257214j -1.58771e-19+0.000304144j -2.66828e-17+9.4465e-05j 1.0991e-16-0.000596579j -2.14577e-17-0.000336849j -2.58293e-16-2.86287e-05j -2.62987e-16+0.000499329j 1.55689e-16-0.000277601j -4.29886e-17+0.000166355j 3.41343e-16-8.85211e-05j 9.01409e-18+0.000134407j 3.67343e-18+0.000453121j 8.27779e-18+0.000111961j 1.355e-17-0.000155627j -7.00924e-19+0.000331649j 6.59977e-18-0.000393894j 2.10527e-18-0.000293346j -2.0007e-19-0.000229502j -8.24309e-19+2.41456e-05j 5.54218e-19+0.000399985j -1.06758e-18+0.000393842j -9.44474e-19-0.000297407j 2.63541e-18-0.000311335j -1.19952e-17-0.000174734j 
-4.24895e-17+0.000116921j -9.15106e-18-0.000209399j 4.96e-19-0.000203031j -6.15013e-19-0.00027243j -4.5531e-19+0.000284871j -6.92045e-19+9.09641e-06j -1.17771e-21-0.000156644j -2.337e-18-0.000201737j 2.60247e-18+0.000270786j -8.35152e-18+0.000221236j -1.09549e-18+4.85639e-06j 2.25666e-18-0.000135504j 2.57958e-19+0.000362762j -2.40242e-19-5.29671e-05j -5.56113e-18-0.000151578j -2.98864e-17-6.22259e-05j -4.37806e-17-0.000254567j -1.66542e-16-0.000228044j -9.76523e-19+0.000232076j 3.03855e-17+0.000266623j 8.15818e-18-0.000365952j -5.38979e-18-9.11841e-05j -6.40091e-20+0.00021915j -2.30915e-17+0.00017723j -1.47691e-17+6.43821e-05j 3.04e-17-0.0002282j 1.10568e-17+7.11462e-05j -2.17936e-17-3.95322e-05j -6.49597e-18-3.17309e-06j 3.588e-19+5.37766e-05j -8.60856e-17-0.000245447j -4.57852e-17-8.1183e-05j -2.96869e-17+0.000164702j 1.01666e-19-0.000194753j 1.70858e-17-6.04888e-05j -7.03786e-17+0.000382008j 1.374e-17+0.000215695j 1.65393e-16+1.83318e-05j 1.68398e-16-0.000319736j -9.96924e-17+0.000177756j 2.75269e-17-0.000106522j -2.18572e-16+5.66828e-05j -5.772e-18-8.60651e-05j -2.35221e-18-0.000290147j -5.30052e-18-7.16922e-05j -8.67647e-18+9.96526e-05j 4.48823e-19-0.000212365j -4.22603e-18+0.000252222j -1.34807e-18+0.000187838j 1.28111e-19+0.000146957j 5.2783e-19-1.54612e-05j -3.54883e-19-0.000256123j 6.83602e-19-0.000252189j 6.04776e-19+0.000190439j -1.68753e-18+0.000199357j 7.68087e-18+0.000111888j 
-7.44597e-17+0.000204895j -1.60365e-17-0.000366957j 8.69202e-19-0.000355797j -1.07776e-18-0.000477413j -7.97896e-19+0.000499216j -1.21276e-18+1.59408e-05j -2.06385e-21-0.000274506j -4.09541e-18-0.00035353j 4.56063e-18+0.000474533j -1.46354e-17+0.000387699j -1.91976e-18+8.51046e-06j 3.95463e-18-0.000237461j 4.52052e-19+0.000635714j -4.21006e-19-9.28208e-05j -9.74547e-18-0.00026563j -5.23736e-17-0.000109046j -7.67223e-17-0.00044611j -2.91852e-16-0.00039963j -1.71128e-18+0.000406697j 5.32484e-17+0.000467238j 1.42966e-17-0.000641304j -9.4452e-18-0.000159793j -1.12171e-19+0.000384045j -4.04661e-17+0.000310582j -2.58818e-17+0.000112825j 5.32737e-17-0.000399903j 1.93762e-17+0.000124678j -3.81917e-17-6.92771e-05j -1.13837e-17-5.56061e-06j 6.2877e-19+9.42394e-05j -1.50859e-16-0.000430128j -8.02352e-17-0.000142267j -5.2024e-17+0.000288628j 1.78162e-19-0.000341289j 2.99417e-17-0.000106002j -1.23333e-16+0.00066944j 2.40784e-17+0.000377989j 2.89839e-16+3.21252e-05j 2.95106e-16-0.000560313j -1.74703e-16+0.000311505j 4.82389e-17-0.000186672j -3.83032e-16+9.93323e-05j -1.0115e-17-0.000150823j -4.12207e-18-0.000508462j -9.28876e-18-0.000125635j -1.52049e-17+0.000174634j 7.86529e-19-0.000372154j -7.40581e-18+0.000442001j -2.36239e-18+0.000329173j 2.24504e-19+0.000257531j 9.24983e-19-2.70945e-05j -6.21905e-19-0.000448836j 1.19796e-18-0.000441942j 1.05982e-18+0.000333729j -2.95727e-18+0.000349359j 1.34602e-17+0.000196075j 
-6.64313e-17+0.000182802j -1.43074e-17-0.00032739j 7.75483e-19-0.000317434j -9.61557e-19-0.000425937j -7.11865e-19+0.000445389j -1.08199e-18+1.4222e-05j -1.84132e-21-0.000244908j -3.65383e-18-0.000315411j 4.0689e-18+0.000423368j -1.30574e-17+0.000345896j -1.71276e-18+7.59284e-06j 3.52823e-18-0.000211858j 4.0331e-19+0.00056717j -3.75612e-19-8.28126e-05j -8.69469e-18-0.000236989j -4.67266e-17-9.72886e-05j -6.84499e-17-0.000398009j -2.60384e-16-0.000356541j -1.52677e-18+0.000362846j 4.7507e-17+0.000416859j 1.27551e-17-0.000572157j -8.4268e-18-0.000142564j -1.00077e-19+0.000342636j -3.6103e-17+0.000277095j -2.30912e-17+0.00010066j 4.75296e-17-0.000356785j 1.7287e-17+0.000111235j -3.40738e-17-6.18075e-05j -1.01563e-17-4.96105e-06j 5.60975e-19+8.40783e-05j -1.34593e-16-0.000383751j -7.1584e-17-0.000126927j -4.64146e-17+0.000257508j 1.58952e-19-0.000304491j 2.67133e-17-9.45727e-05j -1.10035e-16+0.00059726j 2.14822e-17+0.000337233j 2.58588e-16+2.86614e-05j 2.63287e-16-0.000499899j -1.55866e-16+0.000277917j 4.30376e-17-0.000166545j -3.41732e-16+8.8622e-05j -9.02437e-18-0.000134561j -3.67762e-18-0.000453638j -8.28723e-18-0.000112089j -1.35654e-17+0.000155804j 7.01723e-19-0.000332027j -6.6073e-18+0.000394343j -2.10767e-18+0.00029368j 2.00298e-19+0.000229764j 8.25249e-19-2.41731e-05j -5.5485e-19-0.000400441j 1.06879e-18-0.000394291j 9.45551e-19+0.000297746j -2.63841e-18+0.00031169j 1.20088e-17+0.000174934j 
-7.68312e-17+0.00021142j -1.65473e-17-0.000378644j 8.96885e-19-0.000367129j -1.11209e-18-0.000492618j -8.23308e-19+0.000515115j -1.25138e-18+1.64485e-05j -2.12958e-21-0.000283249j -4.22585e-18-0.000364789j 4.70589e-18+0.000489647j -1.51015e-17+0.000400047j -1.9809e-18+8.78151e-06j 4.08058e-18-0.000245024j 4.66449e-19+0.000655961j -4.34414e-19-9.5777e-05j -1.00559e-17-0.00027409j -5.40417e-17-0.000112519j -7.91658e-17-0.000460318j -3.01147e-16-0.000412358j -1.76579e-18+0.000419649j 5.49443e-17+0.000482119j 1.47519e-17-0.000661729j -9.74602e-18-0.000164883j -1.15744e-19+0.000396276j -4.17549e-17+0.000320474j -2.67061e-17+0.000116418j 5.49704e-17-0.00041264j 1.99933e-17+0.000128649j -3.94081e-17-7.14835e-05j -1.17463e-17-5.73771e-06j 6.48796e-19+9.72409e-05j -1.55663e-16-0.000443827j -8.27906e-17-0.000146798j -5.36809e-17+0.000297821j 1.83836e-19-0.000352159j 3.08953e-17-0.000109378j -1.27261e-16+0.000690761j 2.48453e-17+0.000390027j 2.9907e-16+3.31483e-05j 3.04504e-16-0.000578159j -1.80268e-16+0.000321426j 4.97752e-17-0.000192617j -3.95231e-16+0.000102496j -1.04371e-17-0.000155626j -4.25335e-18-0.000524656j -9.5846e-18-0.000129637j -1.56891e-17+0.000180196j 8.11579e-19-0.000384006j -7.64168e-18+0.000456078j -2.43763e-18+0.000339657j 2.31655e-19+0.000265733j 9.54443e-19-2.79575e-05j -6.41712e-19-0.000463131j 1.23612e-18-0.000456018j 1.09358e-18+0.000344358j -3.05146e-18+0.000360486j 1.38888e-17+0.00020232j 
