2.91803e-14-0.080297j 6.28463e-15+0.143808j -3.40635e-16+0.139435j 4.2237e-16+0.187095j 3.12691e-16-0.19564j 4.75273e-16-0.0062471j 8.0881e-19+0.107577j 1.60497e-15+0.138546j -1.78729e-15-0.185967j 5.73553e-15-0.151937j 7.52341e-16-0.0033352j -1.5498e-15+0.0930597j -1.77156e-16-0.249133j 1.6499e-16+0.0363759j 3.81919e-15+0.104099j 2.05249e-14+0.0427346j 3.0067e-14+0.174828j 1.14375e-13+0.156613j 6.70642e-16-0.159382j -2.08677e-14-0.183108j -5.60275e-15+0.251323j 3.70152e-15+0.0626221j 4.39592e-17-0.150505j 1.58584e-14-0.121715j 1.01429e-14-0.0442154j -2.08777e-14+0.15672j -7.59343e-15-0.0488607j 1.49671e-14+0.0271493j 4.46121e-15+0.00217917j -2.46411e-16-0.0369319j 5.91206e-14+0.168565j 3.14437e-14+0.0557536j 2.03879e-14-0.113112j -6.98206e-17+0.133749j -1.1734e-14+0.0415416j 4.83336e-14-0.26235j -9.43618e-15-0.148132j -1.13586e-13-0.0125897j -1.1565e-13+0.219583j 6.84653e-14-0.122077j -1.89045e-14+0.0731557j 1.50108e-13-0.0389278j 3.96401e-15+0.0591065j 1.61541e-15+0.199263j 3.64021e-15+0.0492357j 5.9587e-15-0.0684379j -3.08236e-16+0.145845j 2.90229e-15-0.173218j 9.25807e-16-0.129001j -8.79819e-17-0.100925j -3.62496e-16+0.0106182j 2.43721e-16+0.175896j -4.69474e-16+0.173195j -4.15339e-16-0.130787j 1.15894e-15-0.136912j -5.27496e-15-0.0768406j 
-1.1531e-16+0.000317305j -2.48346e-17-0.000568279j 1.34607e-18-0.000550997j -1.66905e-18-0.000739334j -1.23564e-18+0.000773099j -1.87811e-18+2.46863e-05j -3.19613e-21-0.000425108j -6.34226e-18-0.000547485j 7.06272e-18+0.000734874j -2.26648e-17+0.000600401j -2.97298e-18+1.31795e-05j 6.12424e-18-0.000367739j 7.00059e-19+0.000984483j -6.51981e-19-0.000143745j -1.50921e-17-0.000411361j -8.11072e-17-0.000168872j -1.18814e-16-0.000690857j -4.51969e-16-0.000618877j -2.65014e-18+0.000629821j 8.24618e-17+0.000723577j 2.21401e-17-0.00099314j -1.46271e-17-0.00024746j -1.73711e-19+0.000594742j -6.26669e-17+0.000480976j -4.00812e-17+0.000174723j 8.25011e-17-0.0006193j 3.00065e-17+0.00019308j -5.91447e-17-0.000107284j -1.76291e-17-8.6113e-06j 9.7373e-19+0.000145942j -2.33623e-16-0.000666108j -1.24254e-16-0.000220319j -8.05657e-17+0.000446978j 2.75906e-19-0.000528529j 4.63684e-17-0.000164158j -1.90997e-16+0.00103671j 3.72884e-17+0.000585363j 4.48852e-16+4.97499e-05j 4.57008e-16-0.000867716j -2.7055e-16+0.000482404j 7.4704e-17-0.000289085j -5.93173e-16+0.000153829j -1.56643e-17-0.000233568j -6.38354e-18-0.000787417j -1.43848e-17-0.000194562j -2.35467e-17+0.000270442j 1.21804e-18-0.000576327j -1.14688e-17+0.000684494j -3.65846e-18+0.000509765j 3.47673e-19+0.00039882j 1.43245e-18-4.19593e-05j -9.63098e-19-0.000695079j 1.85519e-18-0.000684403j 1.64127e-18+0.000516822j -4.57971e-18+0.000541026j 2.08447e-17+0.000303647j 
-2.76345e-16+0.000760432j -5.9517e-17-0.0013619j 3.2259e-18-0.00132048j -3.99994e-18-0.00177184j -2.96126e-18+0.00185276j -4.50095e-18+5.91616e-05j -7.65962e-21-0.00101878j -1.51994e-17-0.00131207j 1.6926e-17+0.00176115j -5.43169e-17+0.00143888j -7.12485e-18+3.15851e-05j 1.46769e-17-0.000881298j 1.67771e-18+0.00235935j -1.56249e-18-0.000344489j -3.61687e-17-0.00098584j -1.94376e-16-0.000404707j -2.84742e-16-0.00165566j -1.08316e-15-0.00148316j -6.35114e-18+0.00150939j 1.97622e-16+0.00173407j 5.30594e-17-0.00238009j -3.50543e-17-0.000593046j -4.16304e-19+0.00142532j -1.50183e-16+0.00115267j -9.6056e-17+0.000418731j 1.97717e-16-0.00148417j 7.19116e-17+0.000462723j -1.41742e-16-0.000257111j -4.22487e-17-2.06373e-05j 2.33358e-18+0.000349754j -5.59886e-16-0.00159635j -2.9778e-16-0.000528001j -1.93078e-16+0.0010712j 6.61218e-19-0.00126664j 1.11123e-16-0.000393409j -4.57731e-16+0.00248452j 8.93629e-17+0.00140284j 1.07569e-15+0.000119227j 1.09524e-15-0.00207951j -6.48383e-16+0.0011561j 1.79031e-16-0.000692802j -1.42156e-15+0.000368655j -3.75401e-17-0.000559753j -1.52984e-17-0.00188707j -3.44737e-17-0.000466274j -5.64303e-17+0.000648124j 2.91907e-18-0.00138119j -2.74854e-17+0.00164041j -8.76762e-18+0.00122167j 8.3321e-19+0.000955784j 3.43292e-18-0.000100557j -2.3081e-18-0.00166578j 4.44603e-18-0.0016402j 3.93336e-18+0.00123858j -1.09754e-17+0.00129659j 4.99551e-17+0.000727699j 
-7.38017e-18+2.03084e-05j -1.58948e-18-3.63714e-05j 8.6152e-20-3.52653e-05j -1.06824e-19-4.73194e-05j -7.90844e-20+4.94804e-05j -1.20204e-19+1.57999e-06j -2.04561e-22-2.7208e-05j -4.05922e-19-3.50405e-05j 4.52033e-19+4.70339e-05j -1.45061e-18+3.84272e-05j -1.90279e-19+8.43524e-07j 3.91968e-19-2.35363e-05j 4.48057e-20+6.30095e-05j -4.17285e-20-9.20005e-06j -9.65934e-19-2.63282e-05j -5.19108e-18-1.08082e-05j -7.60442e-18-4.42167e-05j -2.89272e-17-3.96098e-05j -1.69616e-19+4.03102e-05j 5.27778e-18+4.63108e-05j 1.41702e-18-6.35636e-05j -9.36173e-19-1.58381e-05j -1.1118e-20+3.80651e-05j -4.01085e-18+3.07837e-05j -2.56531e-18+1.11828e-05j 5.28029e-18-3.96369e-05j 1.9205e-18+1.23576e-05j -3.78542e-18-6.86649e-06j -1.12831e-18-5.51146e-07j 6.23213e-20+9.34065e-06j -1.49525e-17-4.26327e-05j -7.95261e-18-1.4101e-05j -5.15642e-18+2.86078e-05j 1.76587e-20-3.38273e-05j 2.9677e-18-1.05065e-05j -1.22243e-17+6.63524e-05j 2.38656e-18+3.74648e-05j 2.87278e-17+3.18413e-06j 2.92497e-17-5.55361e-05j -1.73159e-17+3.08751e-05j 4.78126e-18-1.85022e-05j -3.79647e-17+9.84544e-06j -1.00256e-18-1.4949e-05j -4.08564e-19-5.03968e-05j -9.20667e-19-1.24525e-05j -1.50705e-18+1.7309e-05j 7.79578e-20-3.68864e-05j -7.34036e-19+4.38094e-05j -2.34151e-19+3.26263e-05j 2.2252e-20+2.55255e-05j 9.16808e-20-2.68551e-06j -6.16409e-20-4.44869e-05j 1.18737e-19-4.38036e-05j 1.05046e-19+3.3078e-05j -2.93114e-19+3.46271e-05j 1.33412e-18+1.94342e-05j 
-5.70908e-17+0.0001571j -1.22958e-17-0.000281358j 6.66447e-19-0.000272802j -8.26359e-19-0.000366049j -6.11774e-19+0.000382766j -9.29863e-19+1.22223e-05j -1.58242e-21-0.000210473j -3.14009e-18-0.000271063j 3.4968e-18+0.000363841j -1.12215e-17+0.000297262j -1.47194e-18+6.52526e-06j 3.03215e-18-0.00018207j 3.46604e-19+0.000487424j -3.228e-19-7.11689e-05j -7.47219e-18-0.000203667j -4.01567e-17-8.36095e-05j -5.88256e-17-0.000342048j -2.23773e-16-0.00030641j -1.3121e-18+0.000311828j 4.08274e-17+0.000358247j 1.09617e-17-0.00049171j -7.24196e-18-0.000122519j -8.60054e-20+0.00029446j -3.10268e-17+0.000238134j -1.98445e-17+8.65067e-05j 4.08468e-17-0.000306619j 1.48564e-17+9.55952e-05j -2.92829e-17-5.31172e-05j -8.72827e-18-4.26351e-06j 4.821e-19+7.22566e-05j -1.15668e-16-0.000329794j -6.15191e-17-0.000109081j -3.98886e-17+0.000221301j 1.36603e-19-0.000261678j 2.29573e-17-8.12755e-05j -9.45639e-17+0.000513283j 1.84617e-17+0.000289817j 2.2223e-16+2.46315e-05j 2.26268e-16-0.000429611j -1.33951e-16+0.000238841j 3.69864e-17-0.000143128j -2.93684e-16+7.61615e-05j -7.75552e-18-0.000115641j -3.16053e-18-0.000389855j -7.12201e-18-9.63288e-05j -1.16581e-17+0.000133898j 6.03059e-19-0.000285343j -5.67829e-18+0.000338897j -1.81133e-18+0.000252388j 1.72135e-19+0.000197458j 7.09216e-19-2.07743e-05j -4.76836e-19-0.000344138j 9.18518e-19-0.000338852j 8.12604e-19+0.000255882j -2.26744e-18+0.000267865j 1.03204e-17+0.000150337j 
-1.00095e-16+0.000275437j -2.15578e-17-0.000493296j 1.16846e-18-0.000478294j -1.44883e-18-0.000641781j -1.0726e-18+0.00067109j -1.6303e-18+2.1429e-05j -2.77441e-21-0.000369016j -5.50542e-18-0.000475246j 6.13081e-18+0.00063791j -1.96742e-17+0.000521179j -2.58071e-18+1.14405e-05j 5.31616e-18-0.000319217j 6.07688e-19+0.000854583j -5.65954e-19-0.000124778j -1.31007e-17-0.000357083j -7.04053e-17-0.00014659j -1.03137e-16-0.0005997j -3.92333e-16-0.000537218j -2.30046e-18+0.000546718j 7.15812e-17+0.000628103j 1.92188e-17-0.000862098j -1.26971e-17-0.000214809j -1.5079e-19+0.000516267j -5.43982e-17+0.000417512j -3.47926e-17+0.000151669j 7.16153e-17-0.000537585j 2.60473e-17+0.000167604j -5.13407e-17-9.31285e-05j -1.5303e-17-7.47506e-06j 8.45249e-19+0.000126685j -2.02797e-16-0.000578217j -1.07859e-16-0.000191248j -6.99353e-17+0.000388j 2.39501e-19-0.000458791j 4.02502e-17-0.000142498j -1.65796e-16+0.000899921j 3.23683e-17+0.000508126j 3.89628e-16+4.31855e-05j 3.96707e-16-0.000753223j -2.34852e-16+0.000418752j 6.4847e-17-0.000250941j -5.14905e-16+0.000133531j -1.35975e-17-0.000202749j -5.54125e-18-0.000683519j -1.24868e-17-0.00016889j -2.04397e-17+0.000234758j 1.05732e-18-0.000500282j -9.95555e-18+0.000594177j -3.17574e-18+0.000442503j 3.01799e-19+0.000346197j 1.24344e-18-3.64229e-05j -8.3602e-19-0.000603365j 1.61041e-18-0.000594098j 1.42471e-18+0.000448629j -3.97543e-18+0.000469639j 1.80943e-17+0.000263581j 
-3.88883e-17+0.000107011j -8.37545e-18-0.000191651j 4.53961e-19-0.000185823j -5.62887e-19-0.00024934j -4.16719e-19+0.000260727j -6.3339e-19+8.32544e-06j -1.07789e-21-0.000143367j -2.13892e-18-0.000184639j 2.38189e-18+0.000247836j -7.64368e-18+0.000202485j -1.00264e-18+4.44478e-06j 2.06539e-18-0.00012402j 2.36094e-19+0.000332016j -2.1988e-19-4.84778e-05j -5.08979e-18-0.000138731j -2.73533e-17-5.69519e-05j -4.00699e-17-0.000232991j -1.52426e-16-0.000208716j -8.93757e-19+0.000212407j 2.78102e-17+0.000244026j 7.46672e-18-0.000334936j -4.93297e-18-8.34557e-05j -5.85839e-20+0.000200576j -2.11343e-17+0.000162209j -1.35174e-17+5.89253e-05j 2.78234e-17-0.000208858j 1.01197e-17+6.51161e-05j -1.99465e-17-3.61816e-05j -5.94539e-18-2.90415e-06j 3.2839e-19+4.92187e-05j -7.87893e-17-0.000224644j -4.19047e-17-7.43022e-05j -2.71707e-17+0.000150743j 9.3049e-20-0.000178246j 1.56377e-17-5.5362e-05j -6.44136e-17+0.00034963j 1.25755e-17+0.000197413j 1.51375e-16+1.67781e-05j 1.54126e-16-0.000292636j -9.12428e-17+0.00016269j 2.51939e-17-9.74937e-05j -2.00047e-16+5.18786e-05j -5.28279e-18-7.87705e-05j -2.15284e-18-0.000265556j -4.85127e-18-6.56158e-05j -7.94109e-18+9.12064e-05j 4.10783e-19-0.000194366j -3.86785e-18+0.000230845j -1.23381e-18+0.000171918j 1.17252e-19+0.000134502j 4.83093e-19-1.41507e-05j -3.24804e-19-0.000234415j 6.25663e-19-0.000230814j 5.53517e-19+0.000174298j -1.5445e-18+0.000182461j 7.02987e-18+0.000102405j 
2.26901e-17-6.24374e-05j 4.88681e-18+0.000111822j -2.64871e-19+0.000108422j 3.28426e-19+0.000145482j 2.43142e-19-0.000152126j 3.69563e-19-4.85762e-06j 6.28914e-22+8.36501e-05j 1.24799e-18+0.000107731j -1.38976e-18-0.000144604j 4.45984e-18-0.000118143j 5.85006e-19-2.59338e-06j -1.20509e-18+7.23614e-05j -1.37753e-19-0.000193721j 1.28293e-19+2.82852e-05j 2.96973e-18+8.09451e-05j 1.59598e-17+3.32296e-05j 2.33795e-17+0.000135943j 8.89358e-17+0.000121779j 5.21478e-19-0.000123932j -1.62263e-17-0.000142381j -4.35659e-18+0.000195424j 2.87823e-18+4.86937e-05j 3.41818e-20-0.00011703j 1.23312e-17-9.46435e-05j 7.88694e-18-3.4381e-05j -1.62341e-17+0.000121862j -5.9045e-18-3.79931e-05j 1.16381e-17+2.11108e-05j 3.46895e-18+1.69448e-06j -1.91605e-19-2.87175e-05j 4.5971e-17+0.000131073j 2.445e-17+4.33529e-05j 1.58532e-17-8.79535e-05j -5.42911e-20+0.000104001j -9.1241e-18+3.2302e-05j 3.75833e-17-0.000203998j -7.33739e-18-0.000115184j -8.83225e-17-9.78948e-06j -8.99273e-17+0.000170744j 5.32373e-17-9.49245e-05j -1.46998e-17+5.68844e-05j 1.16721e-16-3.02695e-05j 3.08234e-18+4.59601e-05j 1.25611e-18+0.000154943j 2.83056e-18+3.82847e-05j 4.63337e-18-5.3216e-05j -2.39678e-19+0.000113406j 2.25677e-18-0.000134691j 7.19889e-19-0.000100309j -6.8413e-20-7.84773e-05j -2.81869e-19+8.2565e-06j 1.89513e-19+0.000136773j -3.65054e-19+0.000134673j -3.22959e-19-0.000101697j 9.01167e-19-0.00010646j -4.1017e-18-5.97497e-05j 
4.18974e-17-0.000115291j 9.02352e-18+0.000206481j -4.89087e-19+0.000200202j 6.06442e-19+0.000268633j 4.48964e-19-0.000280901j 6.824e-19-8.96964e-06j 1.1613e-21+0.00015446j 2.30443e-18+0.000198926j -2.5662e-18-0.000267013j 8.23512e-18-0.000218152j 1.08022e-18-4.7887e-06j -2.22521e-18+0.000133616j -2.54363e-19-0.000357706j 2.36894e-19+5.22288e-05j 5.48363e-18+0.000149466j 2.94698e-17+6.13586e-05j 4.31704e-17+0.000251019j 1.64221e-16+0.000224866j 9.62913e-19-0.000228842j -2.9962e-17-0.000262908j -8.04448e-18+0.000360852j 5.31467e-18+8.99133e-05j 6.3117e-20-0.000216096j 2.27697e-17-0.00017476j 1.45633e-17-6.34848e-05j -2.99763e-17+0.000225019j -1.09027e-17-7.01546e-05j 2.14899e-17+3.89812e-05j 6.40543e-18+3.12887e-06j -3.538e-19-5.30271e-05j 8.48858e-17+0.000242027j 4.51471e-17+8.00515e-05j 2.92731e-17-0.000162407j -1.00249e-19+0.000192038j -1.68477e-17+5.96458e-05j 6.93978e-17-0.000376684j -1.35485e-17-0.000212689j -1.63088e-16-1.80763e-05j -1.66051e-16+0.00031528j 9.8303e-17-0.000175279j -2.71433e-17+0.000105038j 2.15526e-16-5.58928e-05j 5.69155e-18+8.48656e-05j 2.31942e-18+0.000286104j 5.22665e-18+7.0693e-05j 8.55555e-18-9.82637e-05j -4.42568e-19+0.000209405j 4.16714e-18-0.000248707j 1.32928e-18-0.00018522j -1.26325e-19-0.000144909j -5.20474e-19+1.52457e-05j 3.49937e-19+0.000252553j -6.74075e-19+0.000248674j -5.96347e-19-0.000187784j 1.66401e-18-0.000196579j -7.57382e-18-0.000110328j 
3.15866e-17-8.69183e-05j 6.80287e-18+0.000155667j -3.68724e-19+0.000150933j 4.57199e-19+0.000202523j 3.38476e-19-0.000211772j 5.14464e-19-6.76224e-06j 8.75505e-22+0.000116448j 1.73732e-18+0.000149971j -1.93467e-18-0.000201302j 6.20849e-18-0.000164466j 8.1438e-19-3.61022e-06j -1.67759e-18+0.000100733j -1.91765e-19-0.000269676j 1.78595e-19+3.93755e-05j 4.13413e-18+0.000112683j 2.22174e-17+4.62585e-05j 3.25464e-17+0.000189244j 1.23807e-16+0.000169527j 7.25944e-19-0.000172525j -2.25885e-17-0.000198207j -6.06476e-18+0.000272048j 4.00675e-18+6.7786e-05j 4.75841e-20-0.000162916j 1.71661e-17-0.000131752j 1.09793e-17-4.78614e-05j -2.25993e-17+0.000169643j -8.21959e-18-5.28898e-05j 1.62013e-17+2.93881e-05j 4.82908e-18+2.35887e-06j -2.66731e-19-3.99773e-05j 6.39957e-17+0.000182465j 3.40366e-17+6.03511e-05j 2.20691e-17-0.000122439j -7.55781e-20+0.000144778j -1.27016e-17+4.49672e-05j 5.23192e-17-0.000283983j -1.02143e-17-0.000160347j -1.22953e-16-1.36278e-05j -1.25187e-16+0.000237691j 7.4111e-17-0.000132143j -2.04634e-17+7.91882e-05j 1.62486e-16-4.21378e-05j 4.29088e-18+6.39805e-05j 1.74862e-18+0.000215695j 3.94039e-18+5.32957e-05j 6.45006e-18-7.40814e-05j -3.33654e-19+0.000157871j 3.14162e-18-0.000187501j 1.00215e-18-0.000139638j -9.5237e-20-0.000109247j -3.92387e-19+1.14938e-05j 2.63818e-19+0.000190401j -5.08188e-19+0.000187476j -4.49588e-19-0.000141571j 1.2545e-18-0.000148202j -5.70993e-18-8.31769e-05j 
3.37468e-17-9.28628e-05j 7.26813e-18+0.000166313j -3.93942e-19+0.000161255j 4.88467e-19+0.000216374j 3.61624e-19-0.000226256j 5.49649e-19-7.22472e-06j 9.35382e-22+0.000124412j 1.85613e-18+0.000160228j -2.06698e-18-0.000215069j 6.6331e-18-0.000175714j 8.70077e-19-3.85713e-06j -1.79233e-18+0.000107623j -2.0488e-19-0.00028812j 1.90809e-19+4.20685e-05j 4.41687e-18+0.000120389j 2.37369e-17+4.94222e-05j 3.47723e-17+0.000202187j 1.32274e-16+0.000181121j 7.75592e-19-0.000184324j -2.41334e-17-0.000211763j -6.47954e-18+0.000290653j 4.28078e-18+7.2422e-05j 5.08385e-20-0.000174058j 1.83402e-17-0.000140763j 1.17302e-17-5.11348e-05j -2.41449e-17+0.000181245j -8.78174e-18-5.6507e-05j 1.73093e-17+3.1398e-05j 5.15935e-18+2.52019e-06j -2.84973e-19-4.27114e-05j 6.83725e-17+0.000194944j 3.63644e-17+6.44786e-05j 2.35784e-17-0.000130813j -8.07469e-20+0.00015468j -1.35702e-17+4.80426e-05j 5.58974e-17-0.000303405j -1.09129e-17-0.000171313j -1.31362e-16-1.45599e-05j -1.33748e-16+0.000253947j 7.91795e-17-0.000141181j -2.18629e-17+8.4604e-05j 1.73599e-16-4.50196e-05j 4.58434e-18+6.83562e-05j 1.86821e-18+0.000230446j 4.20988e-18+5.69407e-05j 6.89119e-18-7.91479e-05j -3.56473e-19+0.000168668j 3.35648e-18-0.000200325j 1.07069e-18-0.000149188j -1.0175e-19-0.000116719j -4.19223e-19+1.22799e-05j 2.81861e-19+0.000203423j -5.42943e-19+0.000200298j -4.80336e-19-0.000151254j 1.3403e-18-0.000158337j -6.10044e-18-8.88655e-05j 
-1.16072e-17+3.19402e-05j -2.49987e-18-5.72034e-05j 1.35497e-19-5.54638e-05j -1.68008e-19-7.4422e-05j -1.24381e-19+7.78208e-05j -1.89052e-19+2.48495e-06j -3.21725e-22-4.27917e-05j -6.38418e-19-5.51103e-05j 7.10939e-19+7.39731e-05j -2.28146e-18+6.04369e-05j -2.99263e-19+1.32666e-06j 6.16471e-19-3.70169e-05j 7.04686e-20+9.90989e-05j -6.56289e-20-1.44695e-05j -1.51918e-18-4.14079e-05j -8.16432e-18-1.69988e-05j -1.19599e-17-6.95423e-05j -4.54956e-17-6.22967e-05j -2.66765e-19+6.33983e-05j 8.30068e-18+7.28358e-05j 2.22864e-18-9.99704e-05j -1.47238e-18-2.49096e-05j -1.74859e-20+5.98672e-05j -6.3081e-18+4.84155e-05j -4.03461e-18+1.75878e-05j 8.30463e-18-6.23393e-05j 3.02048e-18+1.94356e-05j -5.95355e-18-1.07993e-05j -1.77456e-18-8.66821e-07j 9.80165e-20+1.46906e-05j -2.35167e-17-6.7051e-05j -1.25076e-17-2.21775e-05j -8.10981e-18+4.49931e-05j 2.77729e-20-5.32022e-05j 4.66749e-18-1.65243e-05j -1.92259e-17+0.000104356j 3.75348e-18+5.89232e-05j 4.51819e-17+5.00787e-06j 4.60028e-17-8.7345e-05j -2.72338e-17+4.85592e-05j 7.51977e-18-2.90996e-05j -5.97093e-17+1.54845e-05j -1.57679e-18-2.35111e-05j -6.42573e-19-7.92621e-05j -1.44799e-18-1.95848e-05j -2.37023e-18+2.7223e-05j 1.22609e-19-5.80135e-05j -1.15446e-18+6.89018e-05j -3.68264e-19+5.13134e-05j 3.49971e-20+4.01455e-05j 1.44192e-19-4.22366e-06j -9.69463e-20-6.99673e-05j 1.86746e-19-6.88926e-05j 1.65212e-19+5.20238e-05j -4.60997e-19+5.44602e-05j 2.09825e-18+3.05653e-05j 
1.41371e-16-0.000389018j 3.04474e-17+0.000696714j -1.65029e-18+0.000675526j 2.04627e-18+0.000906429j 1.51491e-18-0.000947824j 2.30257e-18-3.02656e-05j 3.91847e-21+0.000521185j 7.77566e-18+0.000671221j -8.65894e-18-0.000900961j 2.77872e-17-0.000736095j 3.6449e-18-1.61582e-05j -7.50836e-18+0.00045085j -8.58277e-19-0.00120698j 7.99333e-19+0.000176232j 1.8503e-17+0.000504331j 9.9438e-17+0.000207038j 1.45667e-16+0.000846995j 5.54118e-16+0.000758748j 3.24909e-18-0.000772165j -1.01099e-16-0.00088711j -2.71439e-17+0.0012176j 1.79329e-17+0.000303388j 2.12971e-19-0.000729158j 7.683e-17-0.00058968j 4.91399e-17-0.000214212j -1.01147e-16+0.000759267j -3.67882e-17-0.000236718j 7.25118e-17+0.000131531j 2.16134e-17+1.05575e-05j -1.1938e-18-0.000178925j 2.86424e-16+0.000816653j 1.52337e-16+0.000270112j 9.87741e-17-0.000547998j -3.38263e-19+0.000647981j -5.6848e-17+0.000201258j 2.34164e-16-0.00127102j -4.57159e-17-0.00071766j -5.50296e-16-6.09937e-05j -5.60295e-16+0.00106383j 3.31697e-16-0.000591431j -9.15876e-17+0.000354421j 7.27234e-16-0.000188595j 1.92046e-17+0.000286356j 7.82627e-18+0.000965379j 1.76359e-17+0.000238534j 2.88684e-17-0.000331564j -1.49332e-18+0.000706581j 1.40609e-17-0.000839194j 4.4853e-18-0.000624976j -4.2625e-19-0.000488956j -1.7562e-18+5.14424e-05j 1.18077e-18+0.000852172j -2.27448e-18+0.000839083j -2.01221e-18-0.000633628j 5.61475e-18-0.000663302j -2.55558e-17-0.000372273j 
-6.60963e-17+0.000181881j -1.42353e-17-0.00032574j 7.71572e-19-0.000315834j -9.56709e-19-0.000423789j -7.08275e-19+0.000443143j -1.07654e-18+1.41503e-05j -1.83203e-21-0.000243673j -3.63541e-18-0.000313821j 4.04838e-18+0.000421233j -1.29915e-17+0.000344152j -1.70413e-18+7.55455e-06j 3.51044e-18-0.000210789j 4.01277e-19+0.00056431j -3.73718e-19-8.23951e-05j -8.65085e-18-0.000235794j -4.6491e-17-9.6798e-05j -6.81047e-17-0.000396002j -2.59071e-16-0.000354743j -1.51907e-18+0.000361016j 4.72674e-17+0.000414757j 1.26908e-17-0.000569272j -8.3843e-18-0.000141845j -9.95719e-20+0.000340908j -3.59209e-17+0.000275697j -2.29747e-17+0.000100152j 4.729e-17-0.000354985j 1.71999e-17+0.000110674j -3.3902e-17-6.14958e-05j -1.01051e-17-4.93603e-06j 5.58146e-19+8.36543e-05j -1.33914e-16-0.000381816j -7.12231e-17-0.000126287j -4.61806e-17+0.000256209j 1.5815e-19-0.000302955j 2.65786e-17-9.40959e-05j -1.0948e-16+0.000594248j 2.13739e-17+0.000335533j 2.57284e-16+2.85168e-05j 2.61959e-16-0.000497378j -1.55081e-16+0.000276516j 4.28206e-17-0.000165705j -3.40009e-16+8.81752e-05j -8.97887e-18-0.000133882j -3.65907e-18-0.000451351j -8.24544e-18-0.000111524j -1.3497e-17+0.000155019j 6.98185e-19-0.000330353j -6.57398e-18+0.000392355j -2.09704e-18+0.0002922j 1.99288e-19+0.000228605j 8.21088e-19-2.40512e-05j -5.52052e-19-0.000398422j 1.06341e-18-0.000392303j 9.40784e-19+0.000296245j -2.62511e-18+0.000310118j 1.19483e-17+0.000174051j 
-2.51308e-17+6.91536e-05j -5.41247e-18-0.000123851j 2.93363e-19-0.000120085j -3.63755e-19-0.000161131j -2.69297e-19+0.00016849j -4.09316e-19+5.38015e-06j -6.96566e-22-9.26482e-05j -1.38224e-18-0.000119319j 1.53925e-18+0.000160159j -4.93957e-18+0.000130852j -6.47934e-19+2.87235e-06j 1.33472e-18-8.01452e-05j 1.52571e-19+0.000214559j -1.42093e-19-3.13278e-05j -3.28918e-18-8.96522e-05j -1.76765e-17-3.6804e-05j -2.58944e-17-0.000150566j -9.85024e-17-0.000134878j -5.77573e-19+0.000137263j 1.79718e-17+0.000157697j 4.82522e-18-0.000216446j -3.18783e-18-5.39316e-05j -3.78587e-20+0.000129618j -1.36577e-17+0.000104824j -8.73532e-18+3.80793e-05j 1.79803e-17-0.000134971j 6.53964e-18+4.208e-05j -1.289e-17-2.33816e-05j -3.84209e-18-1.87675e-06j 2.12215e-19+3.18066e-05j -5.0916e-17-0.000145172j -2.70801e-17-4.80163e-05j -1.75585e-17+9.74145e-05j 6.01311e-20-0.000115188j 1.01056e-17-3.57766e-05j -4.1626e-17+0.000225942j 8.12666e-18+0.000127574j 9.78231e-17+1.08425e-05j 9.96006e-17-0.00018911j -5.89639e-17+0.000105135j 1.6281e-17-6.30034e-05j -1.29276e-16+3.35255e-05j -3.4139e-18-5.09039e-05j -1.39123e-18-0.00017161j -3.13504e-18-4.24029e-05j -5.13177e-18+5.89403e-05j 2.6546e-19-0.000125605j -2.49952e-18+0.000149179j -7.97326e-19+0.000111099j 7.57721e-20+8.6919e-05j 3.1219e-19-9.14463e-06j -2.09898e-19-0.000151486j 4.04322e-19-0.000149159j 3.577e-19+0.000112636j -9.98104e-19+0.000117912j 4.54291e-18+6.61769e-05j 
