1.95577e-14-0.0521745j 9.98052e-15+0.0465741j 1.1345e-16+0.0661617j -1.55763e-16+0.0481208j -2.43858e-16-0.0508094j -2.27293e-16-0.000938166j 9.75532e-17-0.00071944j 4.80097e-15+0.0196948j -2.52208e-15+0.0237554j 1.85023e-15+0.00302975j 6.45982e-16+0.0159252j 1.84307e-16-0.00452547j 1.3997e-17+0.00213707j -8.69855e-16-0.0158466j 3.79882e-16+0.035956j 1.30296e-15-0.0122624j -6.6248e-16-0.00237915j 3.18784e-16-0.00122388j -6.97758e-16+0.0169317j -3.93568e-17+0.0110426j 1.54959e-17-0.00185962j 2.95138e-15-0.00611377j 1.82341e-17-0.0124968j -1.45072e-15-0.00186914j -6.41625e-16-0.0115318j 1.27267e-15-0.0302575j 2.37861e-15-0.0459893j 1.41152e-15-0.00826909j -2.27414e-15+0.0446154j 3.55433e-14+0.00875681j 6.00069e-13-0.0985912j 2.86081e-14-0.0162589j 4.67168e-14+0.0664843j 3.18259e-15+0.165326j 2.61549e-16-0.0452351j -1.75698e-15-0.138549j 3.20983e-15+0.124204j -4.6959e-15-0.245359j -2.12096e-15+0.288137j -1.19359e-15+0.141707j 2.36369e-15+0.205906j -6.24141e-15-0.131217j -5.70799e-13+0.143818j -2.97904e-15+0.0107996j -6.87954e-15-0.207449j 3.45526e-15-0.166744j -1.70478e-15-0.289259j 4.95038e-15-0.168269j -8.43298e-15+0.0539125j 3.03388e-16-0.00997607j 1.86029e-15+0.00188807j 1.9063e-15-0.0168785j -2.35334e-15-3.31908e-05j 7.43851e-15-0.0678104j 1.13813e-14+0.19933j -2.45648e-14-0.232671j -3.23724e-14-0.227132j -9.94416e-15+0.16469j 1.36034e-16-0.0720455j -6.07802e-15+0.145191j -9.0255e-15+0.171689j -7.11935e-15+0.196071j 1.6066e-15+0.0782357j -2.71435e-16-0.277784j -3.72091e-15+0.211313j -5.71251e-16+0.0511101j 1.1715e-15+0.0299882j 2.91152e-16-0.153928j 4.08595e-17-0.135695j -1.12156e-16+0.117818j -1.89831e-14+0.0711854j 5.64786e-14+0.0596305j 
-9.9346e-17+0.000265028j -5.06974e-17-0.00023658j -5.76287e-19-0.000336078j 7.91221e-19-0.000244436j 1.23871e-18+0.000258093j 1.15456e-18+4.76554e-06j -4.95535e-19+3.6545e-06j -2.43872e-17-0.000100043j 1.28112e-17-0.000120669j -9.39849e-18-1.539e-05j -3.28136e-18-8.08943e-05j -9.36212e-19+2.29877e-05j -7.10999e-20-1.08555e-05j 4.41855e-18+8.04952e-05j -1.92966e-18-0.000182644j -6.61854e-18+6.22884e-05j 3.36516e-18+1.20852e-05j -1.6193e-18+6.21688e-06j 3.54436e-18-8.60069e-05j 1.99918e-19-5.60925e-05j -7.87133e-20+9.44617e-06j -1.49919e-17+3.10557e-05j -9.26228e-20+6.34792e-05j 7.36913e-18+9.49455e-06j 3.25922e-18+5.85775e-05j -6.4647e-18+0.000153697j -1.20825e-17+0.000233609j -7.17001e-18+4.20039e-05j 1.15518e-17-0.00022663j -1.80547e-16-4.44814e-05j -3.04813e-15+0.000500808j -1.45319e-16+8.25895e-05j -2.37304e-16-0.000337716j -1.61664e-17-0.000839798j -1.32857e-18+0.000229778j 8.92484e-18+0.00070378j -1.63048e-17-0.000630912j 2.38535e-17+0.00124633j 1.07737e-17-0.00146363j 6.06301e-18-0.00071982j -1.20067e-17-0.00104593j 3.17041e-17+0.000666535j 2.89945e-15-0.000730543j 1.51324e-17-5.48581e-05j 3.49456e-17+0.00105377j -1.75514e-17+0.000846997j 8.65967e-18+0.00146933j -2.51461e-17+0.000854743j 4.28365e-17-0.000273856j -1.5411e-18+5.06748e-05j -9.44959e-18-9.59073e-06j -9.68332e-18+8.57367e-05j 1.19541e-17+1.68597e-07j -3.77849e-17+0.000344452j -5.78127e-17-0.00101252j 1.2478e-16+0.00118189j 1.6444e-16+0.00115375j 5.05127e-17-0.000836563j -6.91005e-19+0.000365965j 3.08741e-17-0.000737518j 4.58463e-17-0.000872116j 3.61637e-17-0.000995971j -8.16093e-18-0.000397409j 1.37879e-18+0.00141104j 1.89009e-17-0.00107339j 2.90175e-18-0.000259621j -5.95078e-18-0.000152329j -1.47894e-18+0.0007819j -2.07551e-19+0.000689281j 5.6971e-19-0.00059847j 9.64273e-17-0.000361596j -2.86891e-16-0.000302901j 
-4.4901e-17+0.000119784j -2.29135e-17-0.000106926j -2.60462e-19-0.000151896j 3.57605e-19-0.000110477j 5.59855e-19+0.000116649j 5.21824e-19+2.15387e-06j -2.23965e-19+1.65171e-06j -1.10222e-17-4.52159e-05j 5.79025e-18-5.45383e-05j -4.2478e-18-6.95577e-06j -1.48306e-18-3.65615e-05j -4.23136e-19+1.03897e-05j -3.21348e-20-4.90634e-06j 1.99703e-18+3.63811e-05j -8.72142e-19-8.25488e-05j -2.99136e-18+2.81522e-05j 1.52094e-18+5.4621e-06j -7.31871e-19+2.80982e-06j 1.60193e-18-3.88723e-05j 9.03563e-20-2.53519e-05j -3.55758e-20+4.26935e-06j -6.77585e-18+1.40362e-05j -4.18624e-20+2.86905e-05j 3.3306e-18+4.29122e-06j 1.47306e-18+2.64751e-05j -2.92183e-18+6.94659e-05j -5.46088e-18+0.000105583j -3.2406e-18+1.89844e-05j 5.22103e-18-0.000102429j -8.16013e-17-2.01041e-05j -1.37765e-15+0.000226348j -6.56791e-17+3.73277e-05j -1.07254e-16-0.000152636j -7.30667e-18-0.00037956j -6.00471e-19+0.000103852j 4.03373e-18+0.000318085j -7.3692e-18-0.000285151j 1.0781e-17+0.0005633j 4.86936e-18-0.000661512j 2.74028e-18-0.000325334j -5.42662e-18-0.000472725j 1.43292e-17+0.000301251j 1.31046e-15-0.000330181j 6.83936e-18-2.4794e-05j 1.57942e-17+0.000476268j -7.93266e-18+0.000382814j 3.91388e-18+0.000664089j -1.13652e-17+0.000386315j 1.93606e-17-0.000123774j -6.96525e-19+2.29033e-05j -4.2709e-18-4.33469e-06j -4.37653e-18+3.87501e-05j 5.40285e-18+7.62003e-08j -1.70775e-17+0.000155681j -2.61294e-17-0.000457627j 5.63966e-17+0.000534173j 7.43212e-17+0.000521455j 2.283e-17-0.000378098j -3.12311e-19+0.000165404j 1.39541e-17-0.000333333j 2.0721e-17-0.000394167j 1.63448e-17-0.000450146j -3.68847e-18-0.000179615j 6.23168e-19+0.000637744j 8.54255e-18-0.000485138j 1.31149e-18-0.00011734j -2.68955e-18-6.88475e-05j -6.68433e-19+0.000353393j -9.38061e-20+0.000311532j 2.5749e-19-0.000270488j 4.35819e-17-0.000163429j -1.29665e-16-0.000136901j 
-2.6515e-17+7.07348e-05j -1.35309e-17-6.31421e-05j -1.53809e-19-8.96977e-05j 2.11174e-19-6.5239e-05j 3.30607e-19+6.8884e-05j 3.08148e-19+1.2719e-06j -1.32256e-19+9.7537e-07j -6.50883e-18-2.6701e-05j 3.41927e-18-3.22061e-05j -2.50842e-18-4.10754e-06j -8.7578e-19-2.15904e-05j -2.49871e-19+6.13534e-06j -1.89763e-20-2.8973e-06j 1.17929e-18+2.14838e-05j -5.15019e-19-4.87468e-05j -1.76646e-18+1.66245e-05j 8.98147e-19+3.22549e-06j -4.32186e-19+1.65926e-06j 9.45975e-19-2.29549e-05j 5.33573e-20-1.49709e-05j -2.10083e-20+2.52114e-06j -4.00129e-18+8.28865e-06j -2.47206e-20+1.69424e-05j 1.96679e-18+2.53406e-06j 8.69873e-19+1.56341e-05j -1.7254e-18+4.10211e-05j -3.22477e-18+6.23492e-05j -1.91365e-18+1.12107e-05j 3.08313e-18-6.04866e-05j -4.81873e-17-1.18719e-05j -8.13535e-16+0.000133664j -3.87849e-17+2.20428e-05j -6.33356e-17-9.01351e-05j -4.31475e-18-0.000224139j -3.54591e-19+6.13268e-05j 2.382e-18+0.000187836j -4.35167e-18-0.000168388j 6.3664e-18+0.000332641j 2.87546e-18-0.000390637j 1.61819e-18-0.000192117j -3.20454e-18-0.000279154j 8.46169e-18+0.000177896j 7.73852e-16-0.000194979j 4.03879e-18-1.46414e-05j 9.32683e-18+0.000281246j -4.68441e-18+0.00022606j 2.31123e-18+0.000392159j -6.7114e-18+0.000228127j 1.14329e-17-7.3091e-05j -4.11313e-19+1.35249e-05j -2.52206e-18-2.55973e-06j -2.58444e-18+2.28828e-05j 3.1905e-18+4.4998e-08j -1.00846e-17+9.19329e-05j -1.543e-17-0.000270239j 3.33034e-17+0.000315441j 4.38883e-17+0.00030793j 1.34816e-17-0.000223275j -1.84427e-19+9.76745e-05j 8.24018e-18-0.000196841j 1.22362e-17-0.000232764j 9.65195e-18-0.000265821j -2.17812e-18-0.000106067j 3.67994e-19+0.000376601j 5.04456e-18-0.000286485j 7.74464e-19-6.92917e-05j -1.58824e-18-4.0656e-05j -3.94724e-19+0.000208686j -5.53946e-20+0.000183966j 1.52053e-19-0.000159729j 2.57361e-17-9.65085e-05j -7.657e-17-8.08431e-05j 
3.47554e-17-9.27179e-05j 1.77361e-17+8.27655e-05j 2.0161e-19+0.000117574j -2.76802e-19+8.55141e-05j -4.33353e-19-9.02919e-05j -4.03915e-19-1.66719e-06j 1.73359e-19-1.2785e-06j 8.53166e-18+3.49991e-05j -4.48191e-18+4.22151e-05j 3.28799e-18+5.38408e-06j 1.14796e-18+2.83002e-05j 3.27527e-19-8.04209e-06j 2.48738e-20+3.79773e-06j -1.54579e-18-2.81606e-05j 6.75077e-19+6.38965e-05j 2.31544e-18-2.17911e-05j -1.17728e-18-4.22791e-06j 5.66501e-19-2.17493e-06j -1.23997e-18+3.00889e-05j -6.99398e-20+1.96235e-05j 2.75373e-20-3.30467e-06j 5.24481e-18-1.08646e-05j 3.24034e-20-2.22077e-05j -2.57803e-18-3.3216e-06j -1.14021e-18-2.04929e-05j 2.26163e-18-5.37698e-05j 4.22697e-18-8.17262e-05j 2.50837e-18-1.46948e-05j -4.04131e-18+7.92847e-05j 6.31631e-17+1.55615e-05j 1.06637e-15-0.000175204j 5.08386e-17-2.88933e-05j 8.30191e-17+0.000118147j 5.65569e-18+0.000293797j 4.64791e-19-8.03861e-05j -3.12229e-18-0.000246212j 5.70409e-18+0.00022072j -8.34496e-18-0.00043602j -3.76911e-18+0.00051204j -2.1211e-18+0.000251823j 4.20045e-18+0.000365911j -1.10914e-17-0.000233182j -1.01435e-15+0.000255575j -5.29397e-18+1.91917e-05j -1.22254e-17-0.000368652j 6.14024e-18-0.000296315j -3.02952e-18-0.000514034j 8.79718e-18-0.000299025j -1.4986e-17+9.58063e-05j 5.39142e-19-1.77282e-05j 3.30587e-18+3.35524e-06j 3.38763e-18-2.99943e-05j -4.18205e-18-5.89825e-08j 1.32188e-17-0.000120504j 2.02253e-17+0.000354224j -4.36535e-17-0.000413474j -5.7528e-17-0.000403629j -1.76715e-17+0.000292665j 2.41743e-19-0.00012803j -1.08011e-17+0.000258015j -1.6039e-17+0.000305103j -1.26516e-17+0.000348433j 2.85504e-18+0.00013903j -4.8236e-19-0.000493642j -6.61232e-18+0.000375519j -1.01515e-18+9.08263e-05j 2.08183e-18+5.32911e-05j 5.17397e-19-0.000273542j 7.26102e-20-0.00024114j -1.99309e-19+0.00020937j -3.37344e-17+0.000126502j 1.00367e-16+0.000105968j 
6.60933e-17-0.000176319j 3.37282e-17+0.000157393j 3.83395e-19+0.000223587j -5.26387e-19+0.00016262j -8.24094e-19-0.000171705j -7.68113e-19-3.17044e-06j 3.29672e-19-2.43128e-06j 1.62244e-17+6.65568e-05j -8.52312e-18+8.02792e-05j 6.25267e-18+1.02387e-05j 2.18303e-18+5.38177e-05j 6.22847e-19-1.52934e-05j 4.73017e-20+7.22203e-06j -2.93959e-18-5.35522e-05j 1.28377e-18+0.00012151j 4.40321e-18-4.14395e-05j -2.23879e-18-8.04009e-06j 1.0773e-18-4.13599e-06j -2.35801e-18+5.72191e-05j -1.33002e-19+3.73175e-05j 5.23668e-20-6.28439e-06j 9.9739e-18-2.06609e-05j 6.16205e-20-4.22318e-05j -4.90257e-18-6.31658e-06j -2.16831e-18-3.89707e-05j 4.30086e-18-0.000102252j 8.03829e-18-0.000155416j 4.7701e-18-2.79446e-05j -7.68524e-18+0.000150773j 1.20115e-16+2.95928e-05j 2.02788e-15-0.000333179j 9.66782e-17-5.49455e-05j 1.57875e-16+0.000224677j 1.07553e-17+0.000558704j 8.83879e-19-0.000152868j -5.93756e-18-0.000468214j 1.08473e-17+0.000419736j -1.58693e-17-0.000829166j -7.16759e-18+0.000973731j -4.03362e-18+0.000478885j 7.98786e-18+0.000695841j -2.10922e-17-0.000443435j -1.92896e-15+0.000486019j -1.00674e-17+3.64963e-05j -2.32488e-17-0.000701055j 1.16767e-17-0.000563494j -5.76115e-18-0.000977523j 1.67293e-17-0.000568647j -2.84984e-17+0.000182192j 1.02527e-18-3.37132e-05j 6.28667e-18+6.38056e-06j 6.44216e-18-5.70393e-05j -7.95288e-18-1.12165e-07j 2.51377e-17-0.000229159j 3.84619e-17+0.000673617j -8.30145e-17-0.000786291j -1.09399e-16-0.000767569j -3.36053e-17+0.000556552j 4.59715e-19-0.000243471j -2.05401e-17+0.000490659j -3.05008e-17+0.000580205j -2.40592e-17+0.000662604j 5.42934e-18+0.00026439j -9.17289e-19-0.000938744j -1.25744e-17+0.000714112j -1.93049e-18+0.000172722j 3.95896e-18+0.000101342j 9.83919e-19-0.000520186j 1.38081e-19-0.000458568j -3.7902e-19+0.000398153j -6.41516e-17+0.000240564j 1.90864e-16+0.000201515j 
2.26235e-17-6.03533e-05j 1.1545e-17+5.38749e-05j 1.31235e-19+7.65331e-05j -1.8018e-19+5.56641e-05j -2.82084e-19-5.87741e-05j -2.62922e-19-1.08523e-06j 1.12845e-19-8.32218e-07j 5.55355e-18+2.27821e-05j -2.91743e-18+2.74793e-05j 2.14026e-18+3.50468e-06j 7.47245e-19+1.84216e-05j 2.13198e-19-5.23487e-06j 1.61912e-20+2.47207e-06j -1.00621e-18-1.83307e-05j 4.39431e-19+4.15924e-05j 1.5072e-18-1.41846e-05j -7.66329e-19-2.75209e-06j 3.68755e-19-1.41573e-06j -8.07137e-19+1.95859e-05j -4.55262e-20+1.27736e-05j 1.79249e-20-2.15112e-06j 3.41403e-18-7.07215e-06j 2.10925e-20-1.44558e-05j -1.67813e-18-2.16214e-06j -7.42204e-19-1.33395e-05j 1.47217e-18-3.50006e-05j 2.75148e-18-5.31984e-05j 1.63279e-18-9.56532e-06j -2.63063e-18+5.16091e-05j 4.1115e-17+1.01295e-05j 6.94135e-16-0.000114046j 3.30926e-17-1.88076e-05j 5.404e-17+7.69062e-05j 3.68148e-18+0.000191242j 3.02549e-19-5.23261e-05j -2.0324e-18-0.000160268j 3.71299e-18+0.000143674j -5.43202e-18-0.00028382j -2.45344e-18+0.000333304j -1.38069e-18+0.00016392j 2.73422e-18+0.000238184j -7.21979e-18-0.000151786j -6.60276e-16+0.000166363j -3.44603e-18+1.24925e-05j -7.95796e-18-0.000239969j 3.99689e-18-0.000192882j -1.97202e-18-0.000334603j 5.72639e-18-0.000194646j -9.7549e-18+6.23636e-05j 3.50946e-19-1.15399e-05j 2.1519e-18+2.18404e-06j 2.20513e-18-1.95243e-05j -2.72224e-18-3.83937e-08j 8.60455e-18-7.84401e-05j 1.31654e-17+0.000230577j -2.84156e-17-0.000269144j -3.74469e-17-0.000262736j -1.1503e-17+0.000190506j 1.57359e-19-8.33391e-05j -7.0308e-18+0.000167951j -1.04403e-17+0.000198602j -8.23536e-18+0.000226807j 1.85844e-18+9.04997e-05j -3.13985e-19-0.000321329j -4.30419e-18+0.000244438j -6.60798e-19+5.91219e-05j 1.35514e-18+3.4689e-05j 3.36792e-19-0.000178058j 4.72645e-20-0.000156966j -1.29737e-19+0.000136286j -2.19589e-17+8.23443e-05j 6.5332e-17+6.89779e-05j 
4.44739e-17-0.000118644j 2.26955e-17+0.000105909j 2.57985e-19+0.000150451j -3.54203e-19+0.000109426j -5.54529e-19-0.00011554j -5.1686e-19-2.13338e-06j 2.21835e-19-1.636e-06j 1.09173e-17+4.47857e-05j -5.73517e-18+5.40195e-05j 4.20739e-18+6.8896e-06j 1.46895e-18+3.62137e-05j 4.19111e-19-1.02909e-05j 3.18291e-20+4.85967e-06j -1.97804e-18-3.6035e-05j 8.63845e-19+8.17635e-05j 2.9629e-18-2.78844e-05j -1.50647e-18-5.41014e-06j 7.24909e-19-2.78309e-06j -1.58669e-18+3.85025e-05j -8.94967e-20+2.51108e-05j 3.52374e-20-4.22874e-06j 6.71139e-18-1.39026e-05j 4.14641e-20-2.84176e-05j -3.29891e-18-4.2504e-06j -1.45905e-18-2.62232e-05j 2.89403e-18-6.88051e-05j 5.40893e-18-0.000104579j 3.20978e-18-1.88038e-05j -5.17136e-18+0.000101455j 8.0825e-17+1.99128e-05j 1.36455e-15-0.000224195j 6.50543e-17-3.69726e-05j 1.06233e-16+0.000151184j 7.23716e-18+0.00037595j 5.94758e-19-0.000102864j -3.99535e-18-0.000315059j 7.2991e-18+0.000282438j -1.06784e-17-0.000557942j -4.82304e-18+0.000655219j -2.71421e-18+0.000322239j 5.375e-18+0.000468228j -1.41929e-17-0.000298386j -1.29799e-15+0.00032704j -6.77429e-18+2.45582e-05j -1.5644e-17-0.000471737j 7.8572e-18-0.000379172j -3.87665e-18-0.000657771j 1.12571e-17-0.00038264j -1.91765e-17+0.000122596j 6.89899e-19-2.26854e-05j 4.23027e-18+4.29345e-06j 4.3349e-18-3.83815e-05j -5.35146e-18-7.54754e-08j 1.69151e-17-0.0001542j 2.58808e-17+0.000453274j -5.58601e-17-0.000529091j -7.36142e-17-0.000516494j -2.26129e-17+0.000374501j 3.0934e-19-0.00016383j -1.38213e-17+0.000330162j -2.05238e-17+0.000390417j -1.61893e-17+0.000445863j 3.65338e-18+0.000177907j -6.17239e-19-0.000631677j -8.46129e-18+0.000480523j -1.29902e-18+0.000116224j 2.66397e-18+6.81926e-05j 6.62074e-19-0.000350031j 9.29138e-20-0.000308568j -2.5504e-19+0.000267915j -4.31673e-17+0.000161875j 1.28432e-16+0.000135599j 
-2.8478e-17+7.59714e-05j -1.45327e-17-6.78166e-05j -1.65195e-19-9.63382e-05j 2.26807e-19-7.00688e-05j 3.55082e-19+7.39837e-05j 3.30961e-19+1.36607e-06j -1.42047e-19+1.04758e-06j -6.99069e-18-2.86777e-05j 3.6724e-18-3.45903e-05j -2.69412e-18-4.41162e-06j -9.40616e-19-2.31887e-05j -2.6837e-19+6.58955e-06j -2.03811e-20-3.11179e-06j 1.2666e-18+2.30743e-05j -5.53146e-19-5.23556e-05j -1.89723e-18+1.78552e-05j 9.64639e-19+3.46428e-06j -4.64181e-19+1.7821e-06j 1.01601e-18-2.46543e-05j 5.73075e-20-1.60792e-05j -2.25636e-20+2.70779e-06j -4.29751e-18+8.90228e-06j -2.65508e-20+1.81966e-05j 2.1124e-18+2.72166e-06j 9.34271e-19+1.67915e-05j -1.85314e-18+4.4058e-05j -3.4635e-18+6.6965e-05j -2.05532e-18+1.20406e-05j 3.31138e-18-6.49645e-05j -5.17547e-17-1.27508e-05j -8.73762e-16+0.000143559j -4.16563e-17+2.36747e-05j -6.80244e-17-9.68079e-05j -4.63418e-18-0.000240732j -3.80842e-19+6.5867e-05j 2.55835e-18+0.000201742j -4.67384e-18-0.000180854j 6.83771e-18+0.000357267j 3.08834e-18-0.000419557j 1.73799e-18-0.00020634j -3.44177e-18-0.000299821j 9.08813e-18+0.000191065j 8.31142e-16-0.000209414j 4.33779e-18-1.57253e-05j 1.00173e-17+0.000302067j -5.0312e-18+0.000242796j 2.48234e-18+0.000421191j -7.20826e-18+0.000245016j 1.22793e-17-7.8502e-05j -4.41763e-19+1.45262e-05j -2.70877e-18-2.74923e-06j -2.77577e-18+2.45768e-05j 3.4267e-18+4.83292e-08j -1.08312e-17+9.87388e-05j -1.65723e-17-0.000290245j 3.57689e-17+0.000338793j 4.71374e-17+0.000330727j 1.44797e-17-0.000239805j -1.9808e-19+0.000104906j 8.85022e-18-0.000211413j 1.3142e-17-0.000249996j 1.03665e-17-0.0002855j -2.33937e-18-0.000113919j 3.95237e-19+0.000404482j 5.41802e-18-0.000307693j 8.31799e-19-7.44215e-05j -1.70582e-18-4.36658e-05j -4.23946e-19+0.000224135j -5.94955e-20+0.000197586j 1.6331e-19-0.000171554j 2.76413e-17-0.000103653j -8.22386e-17-8.6828e-05j 
-4.99055e-17+0.000133134j -2.54674e-17-0.000118844j -2.89492e-19-0.000168826j 3.97463e-19-0.00012279j 6.22255e-19+0.000129651j 5.79985e-19+2.39393e-06j -2.48927e-19+1.8358e-06j -1.22507e-17-5.02555e-05j 6.43561e-18-6.0617e-05j -4.72124e-18-7.73104e-06j -1.64836e-18-4.06365e-05j -4.70298e-19+1.15477e-05j -3.57164e-20-5.45318e-06j 2.21962e-18+4.0436e-05j -9.69348e-19-9.17494e-05j -3.32476e-18+3.129e-05j 1.69046e-18+6.07089e-06j -8.13443e-19+3.12299e-06j 1.78048e-18-4.32048e-05j 1.00427e-19-2.81776e-05j -3.95409e-20+4.7452e-06j -7.53106e-18+1.56006e-05j -4.65282e-20+3.18882e-05j 3.70181e-18+4.7695e-06j 1.63724e-18+2.94259e-05j -3.24748e-18+7.72084e-05j -6.06953e-18+0.000117351j -3.60179e-18+2.11003e-05j 5.80295e-18-0.000113845j -9.06963e-17-2.23448e-05j -1.5312e-15+0.000251576j -7.29995e-17+4.14881e-05j -1.19208e-16-0.000169649j -8.12105e-18-0.000421865j -6.67397e-19+0.000115427j 4.48331e-18+0.000353537j -8.19055e-18-0.000316933j 1.19826e-17+0.000626084j 5.41208e-18-0.000735242j 3.0457e-18-0.000361595j -6.03145e-18-0.000525413j 1.59263e-17+0.000334828j 1.45651e-15-0.000366982j 7.60165e-18-2.75575e-05j 1.75546e-17+0.000529351j -8.81681e-18+0.000425481j 4.35011e-18+0.000738105j -1.26319e-17+0.000429372j 2.15185e-17-0.000137569j -7.74157e-19+2.5456e-05j -4.74692e-18-4.81782e-06j -4.86433e-18+4.30691e-05j 6.00504e-18+8.46934e-08j -1.89809e-17+0.000173032j -2.90417e-17-0.000508633j 6.26823e-17+0.00059371j 8.26048e-17+0.000579574j 2.53746e-17-0.00042024j -3.4712e-19+0.000183839j 1.55093e-17-0.000370486j 2.30305e-17-0.000438099j 1.81665e-17-0.000500317j -4.09957e-18-0.000199635j 6.92624e-19+0.000708824j 9.49467e-18-0.00053921j 1.45767e-18-0.000130418j -2.98932e-18-7.6521e-05j -7.42934e-19+0.00039278j -1.04261e-19+0.000346254j 2.86189e-19-0.000300636j 4.84394e-17-0.000181645j -1.44117e-16-0.00015216j 
-4.45246e-17+0.000118779j -2.27214e-17-0.00010603j -2.58279e-19-0.000150622j 3.54607e-19-0.000109551j 5.55162e-19+0.000115672j 5.17449e-19+2.13581e-06j -2.22087e-19+1.63786e-06j -1.09298e-17-4.48368e-05j 5.74171e-18-5.40811e-05j -4.21219e-18-6.89746e-06j -1.47063e-18-3.6255e-05j -4.19589e-19+1.03026e-05j -3.18654e-20-4.86521e-06j 1.98029e-18+3.60761e-05j -8.6483e-19-8.18567e-05j -2.96628e-18+2.79162e-05j 1.50819e-18+5.41631e-06j -7.25736e-19+2.78626e-06j 1.5885e-18-3.85464e-05j 8.95987e-20-2.51394e-05j -3.52775e-20+4.23356e-06j -6.71904e-18+1.39185e-05j -4.15114e-20+2.845e-05j 3.30268e-18+4.25524e-06j 1.46071e-18+2.62531e-05j -2.89733e-18+6.88836e-05j -5.4151e-18+0.000104698j -3.21344e-18+1.88252e-05j 5.17726e-18-0.00010157j -8.09172e-17-1.99355e-05j -1.3661e-15+0.000224451j -6.51285e-17+3.70147e-05j -1.06354e-16-0.000151357j -7.24542e-18-0.000376378j -5.95436e-19+0.000102981j 3.99991e-18+0.000315418j -7.30742e-18-0.000282761j 1.06906e-17+0.000558578j 4.82854e-18-0.000655966j 2.7173e-18-0.000322607j -5.38112e-18-0.000468762j 1.42091e-17+0.000298726j 1.29947e-15-0.000327413j 6.78202e-18-2.45862e-05j 1.56618e-17+0.000472275j -7.86616e-18+0.000379605j 3.88107e-18+0.000658521j -1.12699e-17+0.000383076j 1.91983e-17-0.000122736j -6.90686e-19+2.27113e-05j -4.23509e-18-4.29835e-06j -4.33984e-18+3.84252e-05j 5.35756e-18+7.55615e-08j -1.69343e-17+0.000154376j -2.59104e-17-0.000453791j 5.59238e-17+0.000529695j 7.36982e-17+0.000517083j 2.26386e-17-0.000374929j -3.09693e-19+0.000164017j 1.38371e-17-0.000330539j 2.05473e-17-0.000390862j 1.62078e-17-0.000446372j -3.65754e-18-0.00017811j 6.17943e-19+0.000632397j 8.47094e-18-0.000481071j 1.3005e-18-0.000116356j -2.667e-18-6.82703e-05j -6.62829e-19+0.00035043j -9.30197e-20+0.00030892j 2.55331e-19-0.000268221j 4.32165e-17-0.000162059j -1.28578e-16-0.000135753j 
-5.1495e-17+0.000137374j -2.62785e-17-0.000122629j -2.98713e-19-0.000174202j 4.10121e-19-0.000126701j 6.42073e-19+0.00013378j 5.98457e-19+2.47017e-06j -2.56856e-19+1.89427e-06j -1.26408e-17-5.18561e-05j 6.64058e-18-6.25476e-05j -4.87161e-18-7.97727e-06j -1.70086e-18-4.19308e-05j -4.85276e-19+1.19155e-05j -3.68539e-20-5.62686e-06j 2.29031e-18+4.17239e-05j -1.00022e-18-9.46715e-05j -3.43065e-18+3.22865e-05j 1.7443e-18+6.26424e-06j -8.3935e-19+3.22246e-06j 1.83718e-18-4.45808e-05j 1.03626e-19-2.9075e-05j -4.08003e-20+4.89633e-06j -7.77092e-18+1.60974e-05j -4.80101e-20+3.29038e-05j 3.81971e-18+4.92141e-06j 1.68938e-18+3.0363e-05j -3.35091e-18+7.96674e-05j -6.26284e-18+0.000121089j -3.7165e-18+2.17723e-05j 5.98777e-18-0.000117471j -9.35849e-17-2.30565e-05j -1.57997e-15+0.000259589j -7.53244e-17+4.28095e-05j -1.23004e-16-0.000175052j -8.3797e-18-0.000435301j -6.88653e-19+0.000119103j 4.6261e-18+0.000364797j -8.45141e-18-0.000327027j 1.23642e-17+0.000646024j 5.58445e-18-0.000758658j 3.1427e-18-0.000373111j -6.22355e-18-0.000542147j 1.64335e-17+0.000345492j 1.5029e-15-0.00037867j 7.84375e-18-2.84352e-05j 1.81137e-17+0.00054621j -9.09762e-18+0.000439032j 4.48865e-18+0.000761613j -1.30342e-17+0.000443048j 2.22038e-17-0.00014195j -7.98814e-19+2.62668e-05j -4.8981e-18-4.97126e-06j -5.01925e-18+4.44408e-05j 6.19629e-18+8.73908e-08j -1.95854e-17+0.000178543j -2.99667e-17-0.000524832j 6.46787e-17+0.000612619j 8.52357e-17+0.000598033j 2.61828e-17-0.000433624j -3.58176e-19+0.000189694j 1.60033e-17-0.000382285j 2.3764e-17-0.000452052j 1.87451e-17-0.000516252j -4.23014e-18-0.000205993j 7.14683e-19+0.0007314j 9.79707e-18-0.000556383j 1.50409e-18-0.000134572j -3.08453e-18-7.89582e-05j -7.66596e-19+0.00040529j -1.07582e-19+0.000357282j 2.95304e-19-0.000310211j 4.99821e-17-0.00018743j -1.48707e-16-0.000157006j 
