0.0017925-0.0058045j 0.00178048-0.0017115j 0.00319564-0.00377979j 0.000259836+0.00127477j -0.00209658+0.0045122j 0.00466145+0.00220251j -0.000514307+0.00237421j -0.00279473+0.0039047j -9.8437e-05-0.00102309j 0.000406619+0.00079081j -0.000513111+0.00163901j -0.00478607-0.00125427j -0.000504285-0.00332937j 0.00220878-0.000282621j -0.00109918+0.00137347j 0.00105709-0.000879411j 0.00311661-0.00128519j -0.0011562-6.08199e-05j 0.00209848+0.00113371j 0.0015314+0.000968186j 0.00107158-0.000673031j 0.000705191+0.0012734j -0.00435419-0.00107809j 0.000211124+0.000120571j -0.000249376+0.000318132j -0.00155063+0.000550855j 0.000901954+0.0010736j 0.000514853+0.00155781j 0.00136221-0.00209809j -0.000673281+0.000140726j 0.00170057+0.000488014j -0.00164299-0.000277498j -0.000643979+0.000758346j -0.00090265+0.000897864j -0.00290343-0.000934267j -4.8511e-05-0.000877826j -0.00204989+0.000150659j -0.000180389-0.00125268j 0.000395691+5.82046e-05j -0.0051913-0.0015883j -0.0017933-0.00108053j -0.00125306-0.000372385j 0.000835112-0.000785784j -0.000627446-0.00272423j -0.00462852+0.000442825j -0.000440877+0.00317824j 0.00196505-0.000910427j 0.0034206-0.00207143j -0.00870153-0.00188448j -0.00298142-0.00937032j 0.0241398+0.00254297j 0.0161259+0.0106007j -0.0103365-0.00721027j 0.0840861-0.00437315j -0.0627425-0.0067206j -0.291689+0.00574486j 
-0.00275133-0.00155561j -0.000559765+0.000971378j -0.00089372+0.00193297j 0.00227115-0.000312166j -0.00307478+0.0044261j -0.00545997+0.000338399j -0.00149361+0.00730248j -0.00103386-0.00460052j -0.00487389-0.0116456j 0.00900995-0.00492506j 0.00287398-0.000588583j 0.00227942-0.00735369j -0.00135822+0.00975049j -0.00164764-0.0144507j -0.01138+0.0200331j 0.00813549+0.00289093j -0.00673311-0.00478998j 0.00842894+0.00308989j -0.00431808+0.0198269j 0.00183627-0.0202844j -0.00757812-0.0122052j -0.0167921+0.0128726j 0.0115088-0.00257645j 0.015376+0.0128059j -0.0170906-0.0229906j -0.012213+0.0223533j 2.55004e-05+0.0122981j -0.00279878+0.0049041j -0.0231751+0.0244992j -0.0202467+0.0270126j -0.0253577+0.052144j -0.0471888-0.00229435j 0.00758089-0.00323096j -0.0203026-0.0300174j 0.000737701+0.00530413j 0.00500307+0.0156006j -0.0599224-0.0124267j -0.0448614-0.0162132j 0.0346423-0.00895527j -0.0229062+0.00397805j 0.0384847+0.025024j 0.00695499+0.00712325j -0.0198003-0.0165548j 0.00930498-0.00594604j -0.0180054-0.0222244j 0.0086447-0.00659468j -0.0146867+0.0103183j 0.00661065+0.00692484j 0.00136717+0.00735338j 0.0106723-0.0062063j -0.00426758-0.00609422j 0.000576772-0.00637853j -0.00207047-0.00869172j 0.00715525+0.00149581j -0.00336967+0.000790841j -0.00119727-0.0024153j 
0.00563518-0.00501785j -0.00438639-0.00446328j -0.00779951+0.0057402j 0.00472117+0.0039302j -0.00912987+0.00829864j -0.00105041-0.00339666j -0.00685092-0.0014992j -0.0113854+0.00602322j 0.00838765-0.00752399j 0.00803075-0.00937507j -0.00481814+0.0307261j 0.0229782+0.00358644j 0.00758462-0.0157926j -0.00739122+0.0128431j 0.00415943+0.00938904j 0.00961365+0.0272094j 0.0106415+0.00497201j 0.0061035+0.0149138j -0.00420296+0.022103j 0.0020133+0.0151065j 0.00510878+0.0269084j -0.0171981-0.00696493j 0.0179417+0.00718578j -0.007869-0.00353166j 0.0028901+0.0290937j -0.0257056+0.0203729j 0.00498094+0.0345041j -0.0248072+0.00522445j -0.0122831+0.0217753j 0.0157139-0.00205243j 0.0191654+0.0345748j 0.041056+0.0475709j -0.0276174-0.00131291j -0.0205661+0.00104992j -0.0182322-0.00114591j 0.0118415-0.0242012j 0.0176021-0.019783j 0.0285812+0.00669689j 0.0243761-0.00466685j -0.0151026-0.00231607j 0.0393264+0.0143871j -0.00479381+0.000886777j -0.00926579-0.00374134j 0.0016868-0.00369522j -0.00629879+0.00737413j 0.000967033-0.000544465j -0.00857925-0.0217507j -0.0061537+0.0152139j 0.0269777-0.0100509j 0.00143236+0.00170541j 0.00363258-0.0120736j -0.0228972-0.00761496j 0.0111827+0.00150206j 0.00122047+0.00646488j 0.00020516-0.00374143j 0.00683816+6.32319e-06j 
-0.000485811+0.0013099j 0.00418091+0.000203191j 0.000584005+0.00321691j 0.00364168+0.00161932j -0.00953779+0.00205583j 0.000526821-0.0106388j -0.0108766+0.0032171j -0.00964405+0.00831314j -0.00559442-0.00122588j 0.00299453-0.000550466j -0.0149228+0.00375381j 0.0147258+0.00363049j 0.00354624+0.00432029j -0.00389919-0.00841823j 0.00251409-0.00421973j 0.00286774-0.0229743j -0.00691943-0.00100715j 0.0154992-0.00190774j -0.0141992+0.0251721j 0.000162756+0.020195j -0.0117094+0.00410006j 0.000908874+0.0173241j 0.0218249+0.00448874j -0.0111653+0.0273665j -0.0147177-0.0009559j 0.00392435-0.0346788j 0.00238238-0.0468468j 0.0146668+0.0187498j 0.00612016-0.0114788j -0.0123768-0.0106737j 0.0296913-0.017371j 0.00595542-0.000798042j 0.0358661-0.0078454j 0.039928-0.00383221j -0.0140732-0.01481j -0.0057955+0.00234737j 0.00548216+0.0239595j -0.0334456+0.0431854j 0.0171008-0.00759228j -0.00866784-0.0311073j -0.0166632-0.00458944j 0.0414576+0.00556738j 0.00913163-0.0187908j -0.000799276+0.0120937j -0.0213206+0.00927783j -0.043215-0.0283712j -0.00927899-0.0153613j -0.00433199-0.0098063j 0.0185138+0.00546866j 0.0180895-0.00939188j -0.00976122-0.0195262j -0.0150651-0.00992112j 0.00055536-0.000770274j 0.000368367+0.000390231j 0.00200693+0.00257043j -0.00147705-0.000103679j 
0.00602408+0.00333986j 0.00767898-0.00748868j 0.00478274-0.00647439j -0.0127146+0.000521177j 0.0044398+0.00776811j -0.00197794-0.000939454j -0.0119434+0.00559818j -0.00966475+0.0159713j -0.0132028+0.00205833j 0.00640817+0.00635064j -0.0071245-0.000123974j 0.0106208+0.00761164j 0.0119498+0.0027514j -0.002377-0.00994425j -0.0219141+0.0118543j 0.0044036-0.00440505j 0.0238978-0.0188804j 0.00748571+0.00304648j 0.0163865+0.0256381j 4.79594e-05-0.00391858j -0.0232065-0.00585491j 0.00305832-0.0356447j 0.0100317-0.019868j -0.0160927+0.0178271j 0.00982285+0.0479091j -0.0410097-0.00646962j -0.00183763+0.0141529j 0.00948168-0.00498663j 0.0178168-0.0167398j -0.01552+0.0173718j 0.0283292-0.0143475j -0.0312157+0.0144692j -0.00994937+0.0145278j -0.0136247+0.00416244j 0.0388997-0.00503926j -0.0164539-0.0129781j 0.00863363-0.00373442j -0.00992912+0.00467949j -0.0277778-0.00805857j 0.0218696+0.0109012j -0.0236826-0.0237354j -0.0318767-0.00453661j 0.0185204+0.010244j 0.012749+0.0044034j -0.0390967-0.0105602j -0.00936428-0.0269023j -0.00836331+0.00301231j 0.00289348-0.00142481j 0.011173+0.0191894j 0.0207488-0.0123184j -0.0160328-0.00750368j 0.00744139+0.00278681j -0.0131209-0.00203145j -0.00667438-0.00958824j 0.0100364+0.0015602j -5.75028e-06+0.00511922j 
0.000498936+0.00345681j 0.00704826-0.00117649j 0.00496704+0.000134528j 0.00158842-0.000954843j -0.00398481-0.000288372j 0.00324892-0.000645135j -0.00279917-0.00436017j -0.00228145+0.00659868j -0.0026373+0.00940459j -0.000774141+0.00231098j -0.0123132-0.00854075j -0.0136496+0.0138491j 0.0138681+0.00600039j 0.00306885-0.00447031j -0.0182758-0.00570477j 0.0116767-0.0353909j 0.00299494-0.0215234j 0.0101787-0.0115165j 0.00597336-0.0103269j -0.0134956+0.00747807j 0.00567539-0.00665897j -0.0220552+0.00347739j 0.0109638-0.0101764j -0.00686126-0.0261441j 0.0162162+0.0162484j -0.00802679+0.0110677j -0.0140588+0.0265715j -0.00543075+0.00130697j 0.00320927+0.00380232j 0.0265627+0.00401568j -0.0287369+0.00885974j -0.000893427-0.0063941j 0.0144852-0.0416292j 0.0409002-0.0293405j -0.0189413+0.0117543j -0.0192722-0.00303675j 0.0124695-0.0157515j 0.0177721-0.0164888j -0.000692616+0.0124481j -0.0237957+0.00677896j 0.0535513+0.0439601j -0.0364915-0.0362722j -0.0159661-0.0134565j 0.0292486+0.0185274j 0.00652225+0.0155774j -0.0297655-0.00404522j 0.00355797+0.0185363j 0.00321142-0.0131988j -0.00569338-0.000846832j 0.0143106+0.00456359j -0.0093047-0.0134602j -0.00411907+0.00031404j -0.00133992+0.00347239j -0.00222875+0.000239528j 0.00440068+0.00578337j -0.00752472+0.000669307j 
0.000616748+0.000586526j -0.000248271-0.000112758j 0.000803796+0.00466947j 0.00703985-0.00248491j -0.00950619-0.00231209j 0.0054496-0.0165217j -0.00225793-0.00805956j -0.00380981-0.000640557j 0.00650531+0.00695426j -0.00669234+0.00503106j -0.00883137+0.0214242j 0.00395606-0.00945206j -0.00561525+0.00934357j -0.00503249-0.00388376j 0.0147327-0.0122336j -0.00774564+0.00183872j -0.0130406+0.0156815j -0.00393802-0.0122425j 0.0234324-0.00764201j 0.0010916-0.0117919j 0.00295271+0.0242545j 0.0152441-0.000289861j -0.00876867+0.0214865j 0.00999176-0.0453493j -0.00107564+0.00187473j -0.00731221+0.0209731j -0.000694809+0.0167407j 0.026353-0.0133822j -0.0202718-0.00112674j -0.0199538-0.0195944j 0.0231044-0.0291847j -0.0329397+0.00975581j -0.0146537-0.0383498j -0.00207668+0.0226925j -0.0191128-0.0044323j 0.0163995-0.029538j -0.0163084+0.00399103j -0.0519558-0.0106705j 0.000753161-0.00171387j -0.0163413-0.0125322j -0.0190417-0.0091767j -0.0281045-0.0091885j 0.0156053+0.00333321j -0.00838847+0.00111805j -0.0101104-0.0114805j -0.0106338-0.0152823j 0.0123751+4.11848e-05j 0.00160422-0.0154037j 0.00221976-0.00158977j -0.000719079-0.00967161j -0.00596392-0.0109696j -0.0107396+0.00558566j 0.00926972+0.00160207j -0.00107963+0.0041849j 0.000788995-0.00218974j 0.00126003+0.0012027j 
0.00558788-0.000579945j -7.37807e-05-0.00344864j -0.00270173+0.00611657j 0.00687116-0.000670182j -0.00569227-0.00113521j 0.00743084-0.00146329j 0.00674923-0.0129639j -0.00616191-0.00125571j 0.0144266+0.0158161j -0.0141995-0.00326162j -0.0169268+0.0327302j 0.00508006+0.0179871j 0.0110924-0.0137763j -0.00247136-0.00133663j -0.00384939+0.00611991j -0.00978873+0.0244493j 0.00505979+0.0156513j -0.00915613-0.00614755j 0.0265653+0.0252116j 0.00805377-0.0516331j 0.00342355-0.0180915j -0.011176-0.01956j 0.00584048-0.00742685j 0.00574328-0.00940507j -0.0010365-0.0202017j -0.017707+0.0321089j 0.0292797-0.013851j -0.00778829+0.00298174j 0.00889618+0.00738382j 0.0226216+0.0531048j 0.036557+0.00904819j 0.0269664-0.00686897j -0.0319865+0.0124438j 0.000472238+0.00303794j 0.031664-0.0111524j 0.00581372+0.0130201j 0.0359436+0.0261883j -0.00869508+0.00459504j -0.0136412+0.000372415j -0.00474068-0.00182866j -0.0133111-0.0025144j 0.0029668+0.000784891j 0.00133604+0.00547066j 0.0194696+0.00449161j 0.00241942+0.0103406j -0.0136644-0.0122081j 0.0227806-0.00861872j 0.00594108-0.0138571j 0.00985833-0.00783105j -0.0128032-0.01226j -0.00917145-0.000552742j -0.00967246+0.00427609j 0.010734+0.00505989j -0.00127934+0.00529591j 0.00143468-0.000688519j 2.89039e-05+0.000301939j 
0.000606577-0.000352246j 0.000437412-0.00231214j 0.00597767-0.0130689j -0.0190164+0.00300009j 0.0130834+0.0114846j -0.00566213-0.000131489j -0.0154402+0.00414353j 0.0053306+0.0132363j -0.0275784-0.000490847j 0.0160435-0.018081j -0.00973378-0.00610191j 0.00960154-0.00268704j -0.0224654-0.0305002j -0.00200238-0.0102925j -0.019351+0.0233712j 0.00660585-0.0111811j -0.0171701+0.0436308j 0.0274617+0.0221356j 0.0103602+0.000412519j -0.0146272-0.00782785j 0.0101806+0.0139389j 0.0124245-0.00754702j -0.0152022-7.42092e-05j 0.00287363-0.0224062j 0.00679199+0.00795484j -0.00911115-0.000808179j 0.00274028-0.00596598j -0.0121736+0.00142917j 0.0200504-0.0111617j 0.0149581+0.0198494j 0.0114303-0.00244996j -0.00200163-0.0243465j -0.0278989+0.00751503j -0.00508478+0.00779284j -0.0382402+0.0200001j 0.00364276-0.0256195j -0.0157864-0.0042177j 0.00934704-0.00177058j 0.0288943-0.00910644j -0.0457772-0.0201904j 0.00263509-0.00581408j -0.00370102+0.00622049j 0.0127764-0.0136757j -0.0323694+0.0239631j -0.0155404-0.0134348j -0.00508988+0.00881001j -0.0196984-0.00804345j -0.0283217-0.00324522j -0.0148675+0.0130387j 0.0161496+0.00226859j 0.000350327+0.000861368j 0.0172181+0.000845035j -0.0149084-0.00749255j -0.00487695-0.0103305j 0.00683147-0.00343083j 0.0061984+0.00488216j 
0.00218646+0.00487766j 0.00353511-0.00416653j 0.00195324+0.00658705j 0.00298058-0.00405662j -4.54995e-05+0.00229717j -0.00234795+0.00440431j 0.0137388+0.000798763j -0.000690949-0.00894523j 0.00339962+0.00479019j -0.00815037+0.000662629j -0.00448345-0.00629771j -0.0209875+0.0115449j -0.0112606+0.0334702j 0.00967098-0.008555j -0.030931+0.0174258j -0.0170224+0.0027841j 0.0207459+0.00849162j 0.0132237-0.00509527j 0.0069926+0.0290905j -0.0315033+0.00130905j -0.0239427-0.00319873j 0.0190252+0.00501917j 0.0243694+0.0269784j -0.000887659+0.0313988j 0.0123964-0.00369049j -0.000983813-0.000900522j 0.0147438+0.0167969j -0.0149241-0.00546369j -0.0623044+0.00468064j 0.0410768+0.0268322j 0.0114009+0.0242552j -0.00887262-0.0244317j -0.0188974+0.0121302j -0.0258269+0.0144395j -0.0540768+0.0174935j -0.055605-0.00410817j -0.0209259-0.022711j 0.0477393+0.0107709j -0.0181341-0.0032483j -0.022109-0.0303599j -0.0293546-0.00953426j -0.0302865-0.0157932j -0.0029032-0.0020446j -0.0141112+0.00524549j 0.000670541+0.00767194j -0.0187793-0.00700657j 0.0126567+0.0108269j 0.00980399-0.012217j -0.00896647-0.00661674j -0.00306166+0.00107636j -0.00622041-0.00304567j 0.00229347+0.00789908j 0.00116417+0.00277376j 0.000151918+0.00300329j -0.000372122+0.000874688j -0.00341253+0.0016407j 
0.00536837-0.00731602j -0.00884415-0.00277112j -0.0087157+0.015849j 0.0184106-0.00388808j -0.0184339+0.00619941j -0.00833817+0.00173661j 0.0136532+0.0124049j -0.00455287-0.0235062j 0.0215146-0.000568463j -0.0172731+0.0156873j -0.0181145+0.00929923j -0.00506264+0.0248628j 0.0232479+0.0018704j 0.0143191-0.0146194j -0.00830554+0.0130588j 0.028506-0.0520199j 0.000471946+0.0100731j 0.0201729+0.0170687j -0.0228423+0.00394928j -0.0155954+0.022102j -0.00514106+0.0104648j 0.00241754+0.0237648j 0.0203655-0.0239767j -0.0261704-0.0336243j -0.020227+0.0155105j -0.0161915-0.0329684j 0.00098119-0.0164439j -0.0190582-0.00834925j -0.0681764-0.0194228j -0.00920035-0.00889101j 0.00614392-0.00480641j 0.0160993-0.00202888j 0.0122748-0.00426033j -0.0380373-0.00420913j 0.040982+0.00971798j 0.00462252+0.00832166j -0.0244768-0.00935137j 0.0211376+0.00706251j 0.00241234+0.00300446j 0.0160959+0.00767681j 0.0128492+0.0117823j 0.00607762+0.00162765j -0.0118562-0.0116836j 0.0172955-0.0129057j 0.0167058+0.00842594j -0.0138402-0.0025401j 0.0139523+0.0106322j 0.0211527-0.00348183j 0.00139341-0.0134197j -0.0144505+0.00328789j -0.00471921+4.64565e-05j -0.0181185+0.00415367j 0.0247834+0.00475638j 0.00764261+0.0156741j -0.00519168-0.0017367j 0.00211203-0.00381229j 
-0.0074124-0.00768616j -0.0128084+0.00716928j -0.0142065+0.0187552j 0.0223258+0.00740849j -0.0147528-0.000657512j -0.00740456+0.00101257j 0.0179869-0.00792941j -0.0159347-0.00238569j 0.00195746-0.0198779j 0.00421663-0.0122876j 0.0408725-0.00686196j 0.00819513-0.0341612j 0.00494093+0.0150268j -0.00480692+0.0163607j -0.00920666+0.0283839j -0.00123361+0.00729689j -0.0125366-0.0165177j 0.00726882+0.0150457j 0.0241816-0.0265938j 0.0224639-0.0127587j 0.0305974-0.012101j -0.035058-0.00772267j 0.0129883-0.0058633j -0.0226478+0.00441248j -0.0288788+0.0228142j 0.00369124-0.000554208j -0.0201503+0.0115038j 0.0392243+0.0132494j -0.0106588-0.00733558j -0.0096516-0.0020018j 0.0347218+0.00497492j 0.0492956-0.0217726j 0.00876504+0.000909663j 0.0376873-0.0142896j 0.038375-0.000423597j 0.0211036-0.00894303j 0.0756312+0.0142841j -0.00370779-0.0116361j -0.0299439-0.00780293j -0.0163256+0.00508513j -0.00535031-0.0209544j -0.0383084-0.00957003j 0.0131974+0.018438j 0.0121443+0.0109101j -0.0228187-0.0202597j 0.0276313-0.0155989j 0.000499626-0.00422862j 0.017464+0.00947311j 0.00863783-0.00396668j -0.00851644-0.00735814j -0.00111057-0.00466366j -0.011366+0.00291116j 0.0176274-0.00481986j 0.016978+0.0118889j -0.0162622-0.00595697j 0.00464298-0.0106902j 
3.99129e-05-0.00276616j -0.00293965-0.00102953j -0.00234183+0.000379437j -0.00106129+0.00225515j -0.00140001+0.00749536j -0.00329419-0.000644097j -0.00493532+0.00586971j 0.00336582-0.00742673j 0.00637642-0.0193478j 0.0335812-0.0105615j 0.00360978+0.00143416j -0.00334808-0.0166409j -0.00296804+0.00534081j 0.0105924-0.0728493j -0.0159987-0.00849381j 0.033226+0.0180613j 0.000841349-0.0239508j 0.00199354-0.054201j -0.00444021+0.00562218j -0.0106457-0.0182143j 0.00703421-0.0450513j -0.0304114+0.0161445j 0.011929-0.0294448j 0.02003-0.00730425j -0.00489663-0.0237428j -0.00723836-0.0233193j 0.0106041+0.0135634j -0.0325934-0.0228956j -0.0162771-0.0082035j 0.0358984-0.0201731j -0.019258-0.00722092j 0.0144465-0.00627014j -0.0271968-0.00289508j -0.0231378-0.00835175j 0.0284418+0.0100585j -0.00167322+0.0126193j -0.00101033-0.00520314j 0.0256636+0.00649537j 0.0030207-0.00030156j -0.0117535+0.0021822j 0.0302536+0.00531332j 0.00480486-0.00549426j -0.0148816-0.0164587j 0.000578588+0.00747855j 0.000294849-0.00260915j 0.00709126+0.00460496j -0.0169166-0.00353499j -0.00455653+0.00877789j -0.00443615-0.000903843j 0.00682468+0.00988069j 0.00671567+0.00030555j -0.00119135-0.00318053j 0.000534554-0.00112016j 0.0016089+0.00115505j -0.000969511+0.000209749j 0.000798078-0.00143344j 
0.00571407-0.000218176j -0.0036435-0.00366245j -0.0087071+0.00996198j -0.000891651+0.00785552j 0.0214167-0.0103601j -0.00454814+0.0157406j 0.0154934+0.00709235j 0.0266294+0.00783315j -0.0132798+0.0180157j 0.000941632+0.0163068j 0.0119932-0.029485j -0.00410044-0.00763031j -0.0147897-0.0329806j 0.00228364-0.00380667j -0.000341479-0.0138214j 0.00287401+0.00952088j -0.0108783+0.000471721j 0.00368359+0.000688355j -0.00480972-0.0229482j -0.00130651+0.0176379j -0.0483565-0.00401395j 0.00909122-0.00505644j 0.0293284-0.0051499j 0.00436302+0.00515844j 0.0139537-0.00344141j -0.059757-0.0114995j 0.0460766-0.00111852j -0.0142714+0.0218961j -0.04903-0.00381725j 0.0220345-0.0203151j 0.0260553-0.00726995j -0.0284381-0.0136833j -0.0221788-0.00401197j -0.00707663-0.0030222j -0.0177054+0.0119252j -0.0190319-0.0123936j -0.0142215+0.0120064j -0.0439723-0.0233708j 0.00286697+0.00202528j -0.0146741-0.00706336j -0.0103831-0.00242622j 0.0138567-0.00122084j -0.0132396-0.0154065j -0.0238171-0.00368847j 0.0215199-0.00636347j 0.0145557+0.0159697j 0.0037731+0.00503503j -0.00179436-0.0096671j -0.0148761-0.00857443j -0.0155347-0.00637226j 0.00192897+0.00990605j 0.0130265+0.00455543j -0.0022265-0.0031423j 0.000894411+0.00234064j -0.0011121-0.00434771j 0.00700714+0.00283265j 
0.00553037-0.000585801j 0.000748279-0.0053174j 0.00578799-0.00713361j -0.00904562-0.0045273j 0.00102958+0.0168353j -0.0255783+0.0105322j 0.000516649+0.024254j -0.010264-0.00190449j -0.0060859-0.0348806j 0.00462318-0.0100342j 0.00571442-0.0236628j -0.0249847+0.038906j 0.00263048+0.0186673j 0.0204384+0.0283445j -0.0127986+0.00695365j 0.0177331-0.0260222j 0.0214458-0.00455125j -0.000965574-0.0181627j -0.0189559+0.020109j -0.0101444+0.0063678j 0.0229906-0.016758j 0.0116111+0.0120957j -0.00536332+0.0136264j -0.0176501+0.00562881j -0.00882141-0.0139931j -0.0630376-0.00357256j -0.0133132+0.00215334j -0.0271928+0.000208549j 0.0287211-0.0040577j -0.0279188-0.0069469j 0.0642761-0.00605847j 0.00704263-0.013525j -0.0342536-0.0061616j 0.0188647-0.000122412j 0.0309224+0.00642134j 0.0355264+0.00838274j 0.0153842-0.00695189j 0.0226173-0.0210216j -0.0182728+3.86867e-05j -0.00336591+0.0070574j 0.00256314-0.011464j -0.0293877-0.00937576j 0.00859973+0.00597504j -0.00306837+0.00039814j 0.00060238-0.0116783j 0.00931336+0.00392286j -0.00771297-0.00251186j 0.00115034+0.00360375j -0.00799862-0.00163937j 0.00777134-0.0040374j -0.0110992-0.000844567j 0.00369473+0.00768385j -0.00084325+0.000872104j -0.00170555-0.00643199j 0.00174507-0.00405188j 0.00329269-3.93064e-05j 
0.00587922-0.00684083j -0.00575734-0.00467859j -0.00736383+0.0119918j 0.0110489-0.00166151j -0.0154854+0.00165724j 0.00170001-0.021242j -0.0161187+0.0151444j 0.00251656+0.00518784j -0.016788+0.0101618j 0.0171281+0.00847321j -0.022239-0.0141642j 0.000798953-0.00075398j -0.00968561-0.0238666j -0.00674226-0.0269871j -0.000618837-0.0416472j 0.00969145+0.00636583j 0.00417609+0.00387287j -0.00206318-0.025419j -0.00431145+0.026131j 0.0157301-0.0277483j -0.000837449-0.0234697j -0.0138084-0.0218877j -0.0376346-0.00375797j -0.0687849+0.00302964j -0.0273322-0.020978j 0.00687389+0.0162612j -0.0223446+0.0126862j 0.0280755-0.00406114j -0.0367814+0.00871811j -0.0467705+0.0228515j 0.0254923+0.0111146j 0.035158-0.00135168j 0.0406014+0.008845j -0.00603562+0.00645218j 0.000456664+0.0161104j 0.0102003-0.00339294j -0.00615579-0.00584566j 0.0223233-0.00204504j 0.0162921+0.000573635j -0.0133628-0.000791585j 0.00870497+0.0215116j 0.00426702-0.009111j -0.00239192-0.00536705j 0.000512633-0.00540852j 0.00283249-0.00222202j -0.00256859+0.00913053j -0.00103066+0.00483139j 0.00295486+0.00190781j 0.00701599-0.00312252j -0.00117546+0.00502851j 0.00425786-0.00496488j -0.0134807+0.000550597j 0.00997038+0.00123447j -0.00165297+0.0076484j 0.00121934-0.0023682j 0.00339433+4.19513e-05j 
0.00452419-0.000161413j -0.00128814-0.00163178j 0.000102525-0.00992989j -0.014902+0.0065487j 0.0203755+0.000327049j -0.0140576+0.013407j -0.00965973+0.0176907j 0.0290971+0.0055447j 0.0316678-0.0138282j 0.00730657+0.0576238j 0.00852982+0.00394068j 0.00743415-0.0258684j -0.00176608+0.0349417j 0.00466847-0.0312323j -0.00207821+0.028645j 0.0035162+0.00183188j 0.0105089-0.0106673j 0.000260028-0.00794007j -0.000799503-0.00745303j -0.0360288-0.00380129j -0.0174502-0.0128811j 0.00616874+0.0171776j 0.000898487-0.00514891j -0.0263196-0.0264502j 0.038174-0.0156433j -0.01876+0.025291j -0.0312995+0.0174351j 0.0135177+0.0016407j 0.0189427+0.00992961j -0.0103978+0.00574439j 0.00116158+0.0122744j 0.00418069-0.00660033j 0.0151839+0.0139269j 0.0378974+0.00987797j -0.0285465-0.00830381j -0.017721-0.000229267j 0.0114362+0.00641165j 0.00644369-0.00353143j 0.00648277-0.00576911j -0.000426458+0.000506393j 0.000805208+0.00523893j 0.0179517-0.00152731j -0.00597989-0.00100792j -0.0180127-0.004299j 0.0215249-0.00141112j 0.0125739+0.0278555j -0.00322647-0.000174098j -0.0194476-0.000744155j -0.0129552-0.00189028j -0.00700619+0.00582012j 0.00437808+0.0100709j 0.0131251+0.00247448j -0.00451527-7.93674e-05j -0.00293499-0.0041451j 0.00446667-0.00295101j 0.00663978+0.00416829j 
-0.00390194-0.00503716j -0.00816005+0.00751483j -0.0030351+0.0049004j 0.0115452-0.00260747j -0.0100323+0.000421946j -0.0377855+0.0226147j 0.0271675+0.0299456j 0.0116478-0.0340966j -6.62884e-05-0.00755286j -0.0139073-0.0152267j -0.0173356-0.00964455j 0.00911275+0.034141j -0.0141317-0.0380012j -0.0135529-0.0213737j 0.012787+0.0148937j 0.0160632+0.0282034j -0.00658609+0.0243703j 0.00753631-0.00239357j -0.0535323+0.027587j 0.0135665-0.0264966j 0.00984487+0.00382893j -0.000421492-0.00841913j 0.0229249+0.00276751j 0.0271923-0.00928221j -0.0420461+0.00888207j 0.0456201+0.0234224j -0.00603953+0.000326352j -0.00214379+0.0101304j 0.0123668+0.000730784j 0.0103524+0.00488192j -0.0345038-1.91276e-05j -0.0269551+0.0135459j 0.0215118+0.00914033j 0.0336805+0.017794j -0.0371509-0.0179018j 0.00413513-0.0173501j -0.00396624+0.00303568j -0.0182847-0.00790285j -0.00867657-0.00646555j 0.0174369-0.00794253j -0.00904673-0.0202756j -0.0118765+0.00189228j -0.00222001+0.0149035j -0.00834439+0.00325103j 0.0101879+0.00453156j 0.00256184-0.00257261j 0.00952206+0.00200869j 0.0136471-0.00330476j -0.00509583-0.00630807j -0.0130531-0.00390835j -0.00364513+0.00563906j -0.00222415+0.000362298j 0.0112564+0.000524261j 0.00668229+0.00570007j -0.00596501-0.00178638j 0.00391526-0.00208564j 
0.00799352+0.00374562j 0.00651379-0.00910542j 0.00323546+0.00624847j -0.00574489+0.00217888j -0.0107179+0.0175077j -0.0113785-0.0200427j -0.0174454+0.00136897j -0.0476587+0.013618j -0.0106357-0.0447138j 0.0325758-0.0287029j 0.0171531+0.0126371j 0.0334711+0.00322702j -0.00727595+0.0012021j 0.0126321+0.0309463j -0.00989234+0.0188981j 0.000285411+0.00250671j 0.00331907+0.0166891j 0.0018586+0.00345687j 0.0107621+0.00477969j 0.0254599-0.0150533j -0.0618682-0.0138914j 0.0452172+0.00155451j 0.0307056+0.0139484j -0.00736927-0.0194929j 0.00671724+0.00270264j -0.00864033+0.0163205j 0.0401652-0.0093181j 0.00697528+0.0201744j -0.0285716+0.00421239j 0.0313808-0.0169679j -0.0284063+0.0106323j -0.00147337+0.00432733j 0.0304927+0.0197688j -0.035994-0.00976981j 0.00543012-0.00876027j -0.0589265-0.0180585j 0.0460887-0.00399478j -0.00924616+0.0104743j 0.0107711-0.00882565j 0.0300119+0.0244415j 0.0161979-0.00623998j 0.00601626+0.00288094j 0.013805+0.0065107j 0.00797165+0.002939j -0.0307026-0.00565221j 0.00966076-0.0014403j -0.0230706-0.00280728j -0.0131121+0.00251297j 0.0166203+0.01584j 0.0131231-0.00103536j -0.00809123-0.00799571j -0.000120711+0.00173868j 0.000557881-0.00508865j 0.00489482+0.00986516j 0.00818297+0.00773894j -0.00597787+0.0039934j 
