0.00583433+0.0741123j 0.0134581-0.0107032j -0.0235284+0.0412072j -0.0292181+0.031788j 0.00487105-0.0530062j -0.0142071+0.00152164j 0.0120912-0.0659339j 0.0382881-0.0336753j -0.0284517+0.00924079j -0.00570273-0.00936723j -0.0188888+0.0201101j 0.00607495+0.00885714j -0.00964598+0.0224836j -0.00722868-0.00195759j -0.0390787+0.0766296j 0.0142301-0.032923j -0.0128175-0.0344294j 0.0115963-0.0345471j 0.0146214-0.0128968j -0.00720391+0.0391849j -0.0284992-0.0154799j -0.010259-0.00799532j 0.00294849-0.00117077j 0.00676531+0.00830776j -0.040967+0.0228642j -0.025527+0.0128766j 0.0108976-0.00950681j 0.00608979+0.0101167j 0.0121049-0.00080373j 0.0212438-0.025055j 0.0152183-0.00245997j -0.020434+0.00719654j -0.000121586+0.0240213j -0.00793089+0.0185909j -0.00227446-0.000764904j -0.00028382+0.00664389j 0.00159498-0.00546646j 0.0163091+0.00585128j -0.0247011+0.0278801j -0.0143359-0.0121954j 0.013649-0.00511837j -0.0124947-0.00229569j -0.00428686-0.00473406j -0.0359095+0.0146683j 0.00820553-0.0090605j 0.0506369-0.0170023j 0.0077348+0.0392018j -0.0196346+0.00784536j -0.00868418+0.0247227j 0.00891868+0.0139189j 0.0170135-0.0180609j 0.0216793-0.0049854j 0.00552343-0.0254223j -0.00474286-0.0179403j -0.0538311+0.0134208j 0.00899102-0.00605891j 0.00173318-0.005273j -0.0201029-3.22342e-05j -0.0260622-0.0141523j -0.0224137+0.0115399j 0.0369619-0.0197816j -0.103888+0.00584883j -0.0396329-0.0107591j -0.0158553+0.00934652j 0.0230535-0.037866j -0.0756265+0.0511375j 0.0691761-0.0866686j -0.00781184+0.0753792j 0.0415379-0.0254933j 0.00384804-0.0478453j 0.00298255-0.0414484j -0.0143935-0.00761166j 0.00581209-0.0144698j 0.033824+0.00127853j 0.11479-0.10395j -0.103912+0.098574j 0.114004-0.135079j -0.104234+0.0872944j 0.094211-0.0173845j 0.0161293+0.031921j 0.0552242+0.00797313j 0.0235998+0.0187403j -0.0109757-0.043278j -0.173033+0.142069j 0.0276934+0.00661674j 0.0300206+0.00560707j -0.0175807-0.00228092j -0.00395944-0.0150337j -0.0753531+0.0796117j 0.0264999-0.030228j -0.00959386-0.000162876j -0.0238734+0.060205j -0.0669066+0.0322069j -0.107985+0.200634j 0.144815+0.0202202j -0.178686+0.220682j -0.086015+0.0420748j 
0.0105511-0.0273523j 0.019738+0.00656679j -0.0278933+0.0283316j -0.0205099-0.00499375j -0.0238946+0.0315934j -0.000550456+6.57536e-06j -0.00764295-0.00794258j 0.0107109+0.0663344j 0.00977252-0.0349498j 0.000260914+0.00164664j -0.00682812+0.00704639j -0.0188543+0.0158437j -0.0102105+0.00353738j -0.0214456-0.00858506j -0.0655341-0.0417765j 0.0116037-0.00395607j -0.0259603-0.0281628j -0.039218+0.0296024j 0.0457245+0.0144725j -0.0111573+0.00174373j 0.0212391+0.0628796j -0.0221053-0.0263592j 0.00751425-0.0186733j 0.029602-0.0346416j 0.0271383+0.0122908j -0.043988-0.0155163j -0.023047+0.0506325j 0.0639432+0.0545606j 0.037185-0.0107274j -0.0528322-0.0844276j -0.00907898+0.043588j 0.00949398+0.0433335j 0.069822+0.0497454j -0.00432269-0.0485153j -0.0271704-0.0491785j -0.00825258-0.069864j 0.0747678-0.0650634j 0.0316624+0.0312288j 0.108015-0.00468569j -0.0509122+0.0238699j -0.0455518-0.017351j -0.123986-0.0628309j 0.145478+0.0346734j 0.0405148-0.0111588j -0.0016379+0.0194328j 0.010645-0.0370492j 0.13788+0.0846163j -0.0566469-0.0324517j -0.0736815-0.0164426j 0.0714977-0.0100963j 0.0608952+0.0864977j -0.0022575+0.0105908j 0.0135107-0.0841155j -0.0113845-0.0876506j 0.185595+0.0130889j 0.0630108+0.0431589j -0.0479342-0.0373782j -0.0814059-0.0867132j 0.0940691+0.0966748j 0.0228757+0.0671143j -0.0635515+0.0339145j 0.0283995-0.0068448j 0.0024319+0.0096131j 0.00851776-0.0254925j -0.00227566-0.00658432j -0.0281002+0.0524783j 0.075558-0.032885j -0.0385958+0.0257691j 0.0371195+0.0435846j -0.0295953+0.10161j 0.0151264-0.0131011j -0.0411391-0.0267106j -0.0440244-0.0685788j -0.00153329-0.0385536j 0.0389094-0.00242483j 0.0215087-0.0236766j 0.0628283+0.0364357j 0.0323392-0.0178891j 0.00586889-0.034754j -0.0628938-0.00514618j 0.0245274+0.0175348j 0.0406892+0.0259017j 0.0263477+0.0310595j -0.0510012-0.0337623j -0.010283-0.0348248j 0.0263625+0.0197777j -0.0485806-0.0282263j -0.012756-0.0441696j -0.03087-0.00614263j 0.000561929-0.015212j -0.0374058+0.00626509j -0.011525-0.0193187j -0.0347093-0.0148914j 0.0292781-0.0209745j -0.00531843+0.0192503j -0.0448193-0.0144372j 0.00188038+0.0243227j 
-0.00927664+8.1975e-05j -0.0121585+0.00498827j 0.0112563+0.00180835j -0.00628934+0.0218805j -0.0201874-0.0152496j 0.0325444+0.0170383j 0.0176509+0.0253228j 0.00321006-0.0292234j 0.00135465+0.000716246j -0.00160115+0.00827905j -0.00758481-0.0475821j 0.0206792+0.017641j 0.0267864+0.00581089j -0.0103617-0.0493386j 0.0252182-0.0128533j 0.0509755+0.0397098j -0.0338308-0.000612204j 0.103405-0.0213571j 0.0148037-0.00215051j 0.0479872-0.0134517j -0.0435568-0.0437728j 0.0542753+0.00402739j -0.0569985+0.0255108j 0.0216521+0.0338122j 0.00261405-0.0775006j -0.0416508-0.0442156j 0.0171546+0.0305144j -0.0031214-0.00647719j 0.0256215+0.0720004j 0.0171058-0.0708141j 0.0362499+0.0279212j 0.0621434+0.0319181j 0.10708+0.00742096j 0.0835062+0.0772268j 0.00431876+0.0283891j -0.154186-0.0825838j -0.158681+0.0547794j -0.0114299-0.00443879j 0.116734+0.0123424j 0.0515074+0.00786776j -0.0701608+0.0420763j 0.0236772+0.0692922j -0.0503364-0.0126126j -0.0111631+0.0437535j -0.0354825-0.0515015j -0.086308-0.0634067j -0.0274113-0.0974205j 0.0237529+0.0814068j -0.0377371-0.00953834j -0.0564133+0.17555j -0.0429789-0.0798792j 0.0274557-0.0428488j -0.0443203+0.0835625j -0.0206216+0.0542901j -0.0497385-0.0621155j -0.051857-0.00958807j 0.00284689-0.0463806j -0.0613525+0.0323909j -0.0144841-0.0307817j 0.00912586+0.0281161j -0.0216068+0.110127j -0.112197+0.0139298j 0.0483937+0.040916j 0.00979385+0.00750745j 0.00431444-0.0449853j 0.0595925-0.0129065j -0.0292042+0.0777904j 0.0397788+0.00032873j -0.0829591+0.0226495j 0.0314415-0.0726701j -0.0749993-0.0647469j -0.0732434-0.0135821j 0.0245373+0.0669685j 0.0251807+0.00724139j -0.0363056-0.00376043j 0.0110501+0.0387034j -0.0455542+0.032746j -0.0168507+0.0301488j -0.0392891+0.0152859j 0.0370895+0.0375556j -0.0217502-0.0138266j -0.00954137-0.0538771j -0.0143628-0.0385005j -0.0162536-0.00851554j -0.0283685-0.0531635j -0.0205284-0.0752036j -0.0301758-0.039466j -0.0588385-0.00369989j 0.0476741-0.0276922j -0.0294844+0.005825j -0.0257909+0.043481j -0.000607754+0.019616j -0.0039248-0.00405053j 0.0304202+0.0292639j -0.00590255-0.00146587j 0.0125194-0.027853j -0.00503256-0.00643358j 
-0.0316421+0.0260805j -0.0164106-0.00378231j 0.0510518-0.016519j 0.0116975+0.00918286j 0.0146968-0.00657016j 0.00842806+0.030248j 0.00417424+0.00551082j 0.00999376-0.00680829j 0.0134693+0.00300456j 0.00450333-0.0305054j -0.0210534+0.0147707j -0.0278715-0.0666566j -0.00022814-0.0174489j -0.010163+0.0173147j -0.0275613-0.00546498j 0.0416493-0.0165343j 0.0267335-0.00501306j 0.0440906-0.0014727j 0.0276863-0.00669077j 0.0298377-0.0260673j -0.014627+0.0254668j -0.0486974+0.00905823j -0.0303258-0.115459j -0.0341668-0.012094j 0.0863847+0.0783901j -0.0614525-0.014844j -0.0101833+0.0226791j -0.0676028+0.0217152j -0.0341075+0.0701433j 0.013946-0.0278543j -0.0347276-0.0415737j 0.0189064-0.0919137j 0.0388504+0.0270743j 0.00370912-0.00649433j -0.00662585+0.00418519j 0.00404485+0.170906j -0.00310602+0.0394231j -0.0107715+0.0216818j -0.0606771-0.113143j 0.146432+0.0330001j -0.0966312+0.154539j -0.11027+0.0824999j -0.0191984+0.0525074j -0.0151169-0.00534087j 0.10247-0.0970412j 0.0528268-0.0321889j 0.058073+0.0746278j 0.0140289+0.0500711j 0.0232077-0.0191369j -0.00141377+0.061544j 0.122303-0.0248349j 0.0098506-0.0505923j -0.161111+0.14849j -0.0771687+0.067792j -0.0330712-0.0277254j -0.0454475-0.107383j 0.0427507-0.0108083j -0.0177844-0.00101365j -0.0361456+0.0406705j 0.0283994-0.04686j -0.0307745-0.10152j 0.00345999-0.0427352j -0.00994525-0.032694j -0.019184+0.0726167j -0.0441956+0.0509303j -0.0247624-0.054562j -0.157975-0.0143238j -0.0076397-0.0355077j -0.021934-0.0274602j 0.0952565-0.0865662j 0.0673713+0.0444889j 0.00416076+0.0399429j -0.018915-0.0286938j -0.00520636-0.0220642j -0.0651888+0.0268016j 0.00537617+0.0222116j -0.0189544+0.0192131j -0.062141+0.0551729j -0.00385677+0.0203919j -0.0441536+0.0307344j 0.0478765+0.0125998j 0.0177733-0.00164546j -0.000171151-0.0136931j -0.0029787+0.00985625j 0.0257555+0.00567332j 0.019693-0.0203929j 0.00624896-0.0342852j -0.0113178-0.0340033j 0.00950905+0.0108428j -0.00739482-0.00246225j -0.0288894-0.0131892j -0.00592831+0.016796j 0.0195963+0.0159434j -0.0428572+0.035294j -0.0573145-0.0229021j 0.0286863-0.000733266j 0.00209508-0.0353453j 
-0.0189593+0.0295464j -0.0154377+0.00566093j 0.0138117-0.0177949j -0.00923591+0.0127659j 0.0246674+0.0111722j -0.0129181+0.0361516j -0.00207197+0.0439476j 0.0103613+0.0727288j 0.0753649-0.00387147j -0.0189703-0.0132883j -0.0123582-0.0294316j 0.00695334-0.00983799j 0.0668191-0.0385116j -0.00265501+0.00461266j -0.013261+0.0183999j -0.0147298-0.0293744j 0.000557623-0.0472455j -0.0284632-0.0211489j -0.003872-0.00846504j 0.0209728-0.0122102j 0.0490803-0.0312652j 0.00213159-0.0150152j -0.0448138-0.0409857j -0.000882033+0.0491384j -0.0707376+0.022814j 0.0861032-0.00513839j -0.0184021+0.0134961j -0.0749084+0.0846733j 0.00189126+0.0209021j 0.0497281+0.0132301j -0.153787+0.0256415j 0.0173825-0.0366943j 0.0812619-0.0482444j 0.0650912+0.124101j -0.0541906-0.0708525j 0.0142429+0.0538995j -0.00892593-0.018645j -0.034856-0.114386j -0.0192552-0.100595j 0.00802668-0.0850732j 0.00572697+0.0339121j -0.0678676-0.0427436j -0.0192807-0.0650645j 0.0522899+0.0306497j -0.0268368+0.0324244j 0.0503025-0.0694913j -0.0055632-0.100189j 0.0995707+0.0345306j -0.0689591-0.004696j 0.0829287+0.0102121j 0.0319508-0.0215656j 0.0105702+0.0503276j 0.0684844+0.00853391j 0.0109195+0.0251985j 0.0911326-0.0903106j 0.0307729-0.0209301j 0.00200464-0.0255162j -0.0684357+0.0279457j -0.0180021+0.0186907j 0.024353+0.0501441j 0.0179178+0.100945j -0.0776785-0.020689j -0.0587264+0.0656548j -0.00597211+0.0321047j 0.00787054-0.000479404j 0.0312996+0.0544675j -0.0634628-0.0856192j 0.024714+0.0715051j -0.021181+0.0380606j 0.0280903-0.0440214j 0.0254544+0.0431275j -0.00388073+0.0754881j -0.0065401+0.00749294j -0.0531856-0.0356557j 0.0137431-0.0285254j 0.0362836-0.0013151j -0.0429682-0.0287773j -0.0273619-0.0212755j 0.0733952-0.0104633j -0.0210703-0.00115922j 0.0161833+0.0586171j 0.0228748+0.00768015j 0.00258706+0.00236618j -0.0491824+0.0156916j 0.0426935-0.0433258j 0.0275686-0.00261867j 0.0215636-0.0328814j 0.022426-0.035809j -0.00936075+0.0508827j -0.0266443+0.00223885j -0.0326972-0.00827326j 0.00662055-0.0141266j -0.00227266+0.0323862j -0.038814+0.0376329j -0.0236042-0.0159792j 0.0348943-0.0107801j -0.0305404-0.0141741j 
-0.00656296+0.00227581j 0.00736605+0.0133717j -0.0108079-0.010329j -0.00983689-0.00615728j 0.0160473+0.00318077j -0.0145362+0.0173637j 0.0161484-0.0117119j -0.0125613-0.0219377j -0.00416103+0.0237653j -0.00320646-0.00625989j -0.033408-0.0495765j -0.00894712-0.0506111j 0.0389768+0.00992374j 0.0186663-0.00238237j -0.0118817-0.0122222j -0.0408725+0.0970776j -0.081409+0.0402045j 0.00163678-0.0148733j -0.0507265-0.0382455j -0.0334725+0.0345241j 0.0151918+0.0480018j 0.000614295+0.0023068j -0.0143151+0.0108974j -0.00148851+0.0451436j 0.00307977+0.0322286j -0.0183991-0.013758j -0.0140247-0.0661879j 0.00472123-0.0428425j 0.0742384+0.0329758j 0.0377038-0.0753225j -0.0404469-0.0102495j -0.0212517-0.0502093j -0.0723072+0.0702601j -0.0394277+0.0239185j -0.0128118-0.0139363j 0.0323061+0.03342j -0.00549647+0.00792585j -0.0280919+0.0813554j -0.0661842-0.0984667j 0.0269755+0.143347j 0.0218147+0.0118845j -0.00103617-0.242698j -0.0530215+0.0082706j 0.0492482-0.0632586j 0.0140419+0.0332108j 0.0308097+0.149081j -0.0176917+0.0705186j 0.101958-0.0190626j 0.0649833+0.0178394j -0.0673379+0.156617j -0.0221394+0.146351j -0.0354299-0.0200611j 0.0417158+0.0582498j -0.00261035+0.0485102j 0.00170697+0.0469843j -0.00471166-0.0240498j 0.0556006-0.0103021j 0.0310982-0.00983666j -0.045432+0.0151309j 0.122663-0.097156j -0.0551763+0.0202187j -0.0500025+0.0528368j -0.0115162+0.0152214j 0.0666501-0.00285552j 0.0556473-0.047928j -0.0411477+0.00156305j -0.0920181+0.0141478j 0.00723696+0.00626844j -0.00082223-0.0272329j -0.0352384-0.118561j 0.0209229+0.0368455j 0.0147412+0.0317275j 0.00458053+0.040362j -0.0260814-0.0320669j 0.00364632-0.0880637j 0.000797538+0.0433303j -0.0327267+0.00111074j 0.0274653-0.00748123j -0.00091838-0.0265839j -0.0317488-0.00744226j -0.0209564+0.0396703j -0.0295656-0.0185954j 0.0322078-0.00641451j 0.00897178+0.043173j -0.00706405-0.00326818j -0.0121969-0.0310327j 0.00376898+0.0256309j -0.0100013+0.0455061j -0.017443+0.0102622j -0.0209242+0.00336262j 0.00661324+0.0265144j -0.0336294+0.0386306j 0.0362393+0.0551019j 0.0101819+0.0142422j -0.00987995-0.00289008j -0.00184127-0.00470437j -0.00378272+0.00479896j 
0.00755316+0.0219001j 0.0159997-0.00792541j 0.0345204-0.00359714j 0.0389679-0.00126357j 0.0105147-0.00277892j -0.010972+0.00580812j -0.00123374+0.00077057j 0.0116919-0.00776629j 0.00776434+0.00482279j 0.0372144+0.00656277j 0.000190242+0.0351797j 0.0145963-0.0375929j 0.046139-0.0140835j -0.0220227+0.0236972j 0.0279101-0.0168897j -0.0321914-0.0210599j -0.0261814-0.0287926j -0.06648-0.00401291j -0.00944125-0.000714873j 0.0326887-0.0763201j 0.0250202-0.0115651j -0.000164138-0.0104387j 0.0564795-0.032693j -0.00977113-0.0608376j -0.0439268-0.0686205j 0.0610295+0.029766j -0.00937773+0.06741j 0.00842301-0.0109883j 0.0391295+0.0789182j -0.0634849+0.0233694j 0.0475729-0.0762083j 0.0852746+0.0150504j -0.019522-0.0564357j -0.120503-0.0340956j 0.0312534+0.0237875j -0.0536158+0.0196764j 0.0113681-0.00855883j -0.0753867+0.116948j 0.138777-0.0183988j 0.0237733+0.00461581j -0.0428946-0.0359582j -0.0498825+0.0439166j -0.0817709-0.0478485j -0.033294-0.00557923j -0.0567763-0.019748j -0.116152+0.023679j -0.071389+0.15264j -0.02268-0.0231013j -0.0719477-0.0267542j 0.165766+0.0686217j -0.0261001+0.0787885j -0.0230085-0.0603333j -0.0262095+0.0118762j -0.0632052-0.0502214j -0.0192443-0.0432022j 0.0102902+0.0176361j -0.067412-0.00641804j 0.0537956+0.0106157j 0.0988779-0.0274841j -0.00943559+0.097709j 0.0197608-0.0159253j -0.00514991+0.0832846j -0.155761+0.00650622j -0.0329948+0.0408028j 0.000626195-0.0421053j 0.00900013-0.0241842j -0.05778+0.0265628j 0.0237078-0.0287002j -0.000496492+0.0097175j 0.0476755-0.0126412j 0.0596686+0.0106805j -0.00804518+0.025115j -0.0190393-0.0169196j -0.0359641-0.0453804j -0.00797553+0.0342394j -0.00367192+0.0296167j 0.0168749+0.0468624j -0.0258178+0.0431973j 0.0249328-0.0269769j -0.0531606+0.0442252j 0.0429146+0.0217053j -0.011953-0.0369363j 0.0367157+0.0201134j 0.0301029-0.0257843j -0.0534901+0.00801999j -0.0115388+0.0262627j -0.0213209-0.0195044j -0.0015291-0.0319495j -0.0222646-0.00140239j -0.00247655-0.00422018j -0.0442148-0.000528097j 0.00697698-0.0210279j 0.0153191-0.00986741j -0.0443809+0.0224566j -0.011747-0.0639058j -0.0039129-0.024731j 0.00909998-0.0163926j 
0.0198534-0.00832013j -0.000773961+0.00493779j -0.0339688-0.00714645j 0.00336076-0.0113838j -0.0150875+0.0139964j 0.00450731-0.00937704j 0.0240297+0.0202142j -0.0164729+0.0227193j -0.0287761+0.00324483j -0.0208606-0.018396j -0.0294037-0.00819996j -0.0376226+0.010381j 0.00595492+0.00121253j 0.0445115+0.0194085j 0.020091+0.0354645j 0.0405602-0.0175253j -0.0348924+0.00985339j -0.0378834+0.0165235j -0.0592668-0.0410827j -0.0461409+0.0433135j -0.0383765+0.0272509j 0.108696+0.0392207j 0.00808827-0.0598586j 0.00669828+0.0694773j -0.0317175+0.0348962j -0.0169557+0.056894j -0.0989041-0.0140182j -0.0648256-0.0270711j 0.0130699+0.0290094j -0.0509056-0.00298309j 0.000722457+0.0324372j 0.083554-0.00202705j 0.00746773-0.0487937j -0.174106+0.00493376j 0.166197-0.043949j -0.120498+0.0390743j -0.176194-0.0604723j -0.0832456+0.0447325j 0.0105251-0.0660303j 0.103275+0.0232267j 0.0264316+0.0933343j -0.174704+0.0446356j -0.1835+0.00146503j -0.088413+0.109647j 0.109851+0.0166603j 0.08632-0.0179863j -0.0842067+0.0124855j 0.0115065-0.139862j 0.0264575-0.0286877j 0.000109182+0.0676304j 0.0339331+0.0946669j 0.0876898-0.0321711j 0.0235775-0.0575239j 0.0171172+0.0094571j -0.0577082+0.0196566j 0.0144574-0.0380453j -0.000388831-0.047696j 0.0562655+0.00548735j 0.00535832+0.0836981j 0.0844673-0.119829j 0.0243267+0.0776202j -0.0300281+0.0627572j -0.0301356-0.0395453j 0.0284777-0.0870613j 0.035937-0.042899j -0.0119997+0.0494265j 0.0933448+0.00220187j -0.0103454-0.0162564j -0.032422+0.0194486j -0.050695+0.0252319j 0.0212009+0.0669761j 0.0127681+0.0596163j 0.047859+0.0271732j 0.00194021-0.0209423j 0.00737325-0.0330783j 0.00873304-0.044864j -0.0488435-0.00181807j -0.0554447-0.0687951j 0.0373486-0.00761517j -0.00238763-0.00645586j -0.000207564-0.0238403j -0.0231778+0.0379008j 0.027941-0.00893925j -0.0181374+0.035176j 0.00997593+0.00914021j 0.00656845+0.0179293j -0.0168547+0.00710666j 0.00974873+0.0742235j 0.0136968+0.00730865j 0.0205576+0.0162618j 0.038466-0.000361955j 0.00685779+0.0243856j 0.00493829+0.00972162j -0.00818477-0.0260614j 0.0146882+0.00503448j -0.0059902-0.00748253j -0.0157539+0.0163405j 
-0.00482593+0.0265027j -0.0235307-0.00258722j 0.0136674-0.0304426j 0.00895505-0.00457971j 0.00686621-0.0125067j 0.0306846+0.0336848j -0.0071185+0.0212451j 0.0309235-0.0424251j -0.00626518+0.00509533j 0.0166601-0.0286761j 0.031529+0.00403968j -0.00826804+0.00203739j -0.0573803-0.00386006j -0.0307082-0.0034333j -0.00993636+0.0139347j -0.0262759+0.0564984j 0.000856087+0.0142621j 0.0450396-0.00183436j 0.0100104+0.0272357j 0.0147422-0.0155722j -0.00479778-0.00943901j -0.0482557-0.026165j -0.0514566+0.00195535j -0.0447927+0.116892j 0.0756879+0.0227067j -0.116546+0.0344528j -0.0355003+0.0295697j 0.0657463+0.0246421j -0.00708976-0.0105287j 0.0109376+0.00185315j 0.0539335-0.12641j -0.0294965-0.0250251j -0.0639641+0.0208869j 0.0879296+0.0207662j -0.00594597-0.00800253j 0.134139-0.0793349j 0.115242+0.0030086j 0.0572777-0.0020562j -0.00482843+0.0529643j -0.0842318-0.0250095j -0.024605-0.0570154j 0.0109285-0.207787j 0.0654846+0.0420793j 0.035195-0.0203165j 0.0154751+0.0276106j 0.0394417+0.0247589j 0.21358+0.0593268j -0.00822744+0.0413202j 0.00927189+0.0352794j 0.0332577-0.0395263j 0.0376225+0.0604538j -0.00638419+0.00874403j -0.00432496+0.0465726j 0.00985415+0.00418223j 0.172927+0.0282502j -0.0197249+0.0316413j -0.0126022+0.0228623j -0.0869088-0.0472099j -0.0545052-0.00983761j -0.0533444+0.048991j 0.0015641+0.0438447j 0.0709677-0.0331465j 0.0245414+0.0969535j -0.0168231-0.00486398j -0.0320413-0.0295542j 0.0551613-0.0157744j -0.00423738+0.03079j 0.00514441+0.00515529j -0.0559918+0.00789681j 0.0239826-0.00646635j -0.0263445-0.0488312j 0.0116972-0.0411341j -0.0039692+0.029716j -0.0357909+0.0100294j -0.00146898+0.0147827j 0.0219486+0.0617825j -0.00106797-0.00777462j 0.0305281+0.0306558j -0.00206878+0.0290598j 0.0326823+0.00113637j 0.0117659-0.00660674j 0.00124235-0.00511512j 0.0422933+0.0236886j 0.00972309-0.0338476j -0.00925238+0.0113758j 0.0197132-0.0145076j 0.0236362+0.0373545j -0.00130359-0.0259714j 0.0260136+0.00536877j -0.0369445+0.049728j 0.0215307+0.00455991j 0.0245263+0.00293267j -0.0141803-0.0282248j -0.0172825+0.0147031j -0.0163021-0.0167568j 0.0263994-0.00452494j 0.00921646-0.0152915j 
0.00122396-0.00997406j 0.0172772+0.00497975j -0.0118164-0.00907162j -0.0133318+0.00459295j 0.0147637+0.0166477j -0.00451274+0.00791248j -0.00436104+0.018086j 0.0795988-0.0385856j -0.0173977-0.0261434j -0.0136241+0.0255731j 0.00755914+0.0015858j -0.0270528-0.0217309j -0.0389852+0.0123785j 0.00398914+0.0124088j -0.017733+0.0159878j -0.0157117+0.00362462j -0.0368768-0.0184665j 0.0120149+0.0123274j -0.0369588-0.0433201j -0.0472849+0.022522j -0.00132532+0.0216338j 0.00827114+0.0807768j -0.0907442+0.0549846j -0.10359-0.0375075j -0.0836304+0.00581824j -0.0278056-0.00157685j 0.0408137+0.052964j 0.0863367+0.0642121j 0.0812652+0.0964503j 0.0712242-0.046344j 0.0216904-0.12657j 0.0545186-0.0890415j 0.0616491-0.10035j 0.00368537+0.00792578j 0.0423845-0.0811561j -0.0409129-0.0835841j -0.0540397+0.0595515j 0.142951+0.175272j 0.0295385+0.00375649j 0.113566+0.12551j -0.0621505+0.0416667j 0.0989309-0.118376j -0.0244394+0.145739j -0.0636958-0.00594948j 0.105583-0.0401455j -0.0519151-0.028236j 0.0557708+0.00795159j -0.0678349-0.0704331j -0.0918432-0.0271185j -0.0253012-0.095436j -0.154368-0.0211334j 0.110128-0.0680831j -0.0117057+0.048584j -0.047217+0.0812517j 0.0326515-0.0622074j -0.03939-0.0179029j -0.0230021-0.0462877j 0.0260073+0.0396898j -0.0232803+0.00474367j 0.0433536-0.0441639j 0.167915+0.113413j 0.00997154-0.0328854j 0.0945379+0.0749166j -0.0334024+0.011165j -0.0196555-0.0246597j 0.077006-0.0205495j 0.0239504-0.00326602j 0.0308747+0.00363594j -0.0632969+0.0256422j 0.0363538+0.0320316j -0.0370663-0.0389255j -0.0135635-0.00137774j -0.000975183-0.00173667j -0.0165072-0.00697827j 0.0187564+0.0184801j -0.00434091-0.00861984j -0.0128746-0.0101865j -0.0349767-0.0198399j -0.00651318-0.00751986j 0.058166+0.000968736j -0.010752-0.0669339j -0.0298165+0.0400904j -0.00507422-0.0226404j -0.0256746-0.0149638j -0.00269455+0.023805j -0.00580413-0.00715553j 0.0498653+0.0363628j 0.0116675+0.0108641j 0.0345417+0.00959055j -0.0135044+0.0617928j 0.0574585+0.00162226j 0.0132042+0.00529961j -0.00978036+0.0058457j -0.0120079-0.0379612j 0.0357537+0.017343j -0.00484805-0.00555184j -0.00351936+0.00646758j 
0.0162135-0.0106932j -0.0185177-0.00452569j -0.020802-0.00367276j -0.014085+0.0120471j -0.0246355-9.96915e-05j 0.0529509-0.0335376j 0.0257123-0.0124134j -0.044522-0.00753343j -0.0294535+0.0485357j -0.0164557+0.0122424j -0.00566441-0.0141502j -0.000325994+0.0169047j 0.027677+0.0028774j -0.0253479-0.0222369j 0.00216831-0.0223681j 0.0430737-0.0398237j -0.0279701+0.0428394j -0.0132887-0.059388j 0.0717937-0.0157766j 0.046808+0.00930966j -0.0374191+0.100572j -0.0687267+0.0407741j -0.0234234+0.046398j 0.0710557-0.106259j -0.0127242-0.00664909j -0.029464-0.00926755j 0.0122679-0.0272638j -0.0228497-0.124636j 0.00578376-0.00485105j -0.130014-0.0611225j -0.0486111-0.212009j -0.0277681-0.0273776j 0.0410196+0.00794915j 0.0755148+0.0414454j -0.00216801+0.0157413j 0.0403137+0.0645991j 0.121981+0.237055j -0.11873+0.0431182j 0.00952955-0.0784017j -0.103292+0.18161j -0.0405752-0.0375803j -0.106134-0.0172321j 0.0925294+0.0735119j 0.032353-0.0518765j -0.0113245+0.00496694j 0.0569422+0.0654308j -0.0412757+0.202448j 0.0320093+0.0742592j -0.00363348+0.0708057j 0.0243433+0.0991914j 0.0877059-0.0499681j -0.0460455-0.0485744j 0.118267+0.00163198j 0.0761949-0.0702357j 0.0362133-0.0671622j 0.115536-0.0173037j -0.00985939-0.0470996j -0.0609821-0.0449706j -0.0155506+0.0578177j 0.0174969-0.00373048j -0.086559-0.028124j 0.017897+0.0474264j -0.0264409-0.0473727j -0.0440944-0.00121055j -0.0129762-0.0550097j 0.0316493-0.0437735j 0.0529136-0.0327343j -0.0321166-0.00727555j 0.0846182+5.80495e-05j -0.0699571+0.0763438j -0.0160436+0.00781062j 0.00972928-0.0468662j -0.0339625-0.0839091j -0.0155357-0.00343441j -0.0298675-0.055948j -0.00987573-0.0158174j 0.0290611-0.0154444j -0.0243797-0.0236414j 0.0549358+0.0244353j -0.0506485+0.0105352j 0.0164752+0.0308671j -0.00406236+0.0180847j 0.00361909-0.0520041j -0.0244449+0.0231546j 0.0311947+0.00414284j -0.00326857+0.0202479j 0.0206803-0.0309167j 0.0372053-0.00506237j -0.0190581+0.000464001j -0.00334364+0.0227593j -0.0230662-0.0130722j 0.0154339-0.0025627j -0.0116026-0.0169153j 0.0112197+0.00150236j 0.0428152+0.0112586j -0.00461215+0.01377j 0.00827609-0.0119691j 
