-0.157287+0.0832594j -0.0768157-0.155812j 0.0833832-0.197716j 0.208128+0.0835531j -0.0132356-0.0151764j -0.0460148-0.0389187j -0.0255209+0.153309j 0.161317+0.0508318j 0.0564607-0.0775927j -0.00945358-0.0685607j -0.0625263-0.0279903j -0.0227437+0.0500832j -0.116057+0.00312714j -0.0404202+0.0493016j 0.0737337+0.047268j 0.0719696-0.0119905j -0.0198185-0.0984346j -0.0124762+0.0729066j 0.0845304-0.0722195j -0.0236331+0.0123297j 0.080666+0.157134j -0.0213818-0.0196151j -0.0699413-0.0277266j -0.0186985-0.110843j -0.030016+0.0046316j -0.0840274-0.0211454j 0.0253284-0.0544472j -0.0489905+0.0576797j 0.0645211-0.148616j 0.000597214-0.0117516j 0.00518125+0.0183466j 0.0473535+0.0134765j -0.0649986-0.0203308j -0.0143969-0.034113j 0.00741741-0.0121705j 0.00379831-0.0849146j -0.000968511-0.0330435j -0.0659528+0.0296505j -0.140154-0.0107487j 0.00436816+0.00108892j -0.0583085+0.017999j 0.105726-0.0578504j -0.102085-0.0234805j -0.0281451-0.01689j -0.0389694-0.0685379j 0.0608887+0.0593826j 0.0492899+0.00669846j 0.0305111-0.0476651j 0.0155401-0.00423483j -0.0438299+0.0656743j -0.0048349-0.0867604j -0.0719372-0.0306427j 0.0454537-0.0898437j -0.0818463+0.0602753j -0.0290178+0.0143012j -0.0315384-0.00894463j -0.0127267-0.0157681j 0.0153208-0.106918j 0.084141+0.00237029j -0.0259535-0.0250549j -0.0470046+0.0233364j 0.12328-0.00272839j -0.0717539-0.0482121j -0.0537263-0.106255j -0.00856597+0.0464435j 0.044177-0.0433912j -0.0237271+0.0263144j 0.0225258+0.021131j -0.0497481-0.0714046j -0.064099+0.154325j 0.0628025+0.0338163j -0.0307943+0.0979123j -0.156528-0.0404423j 0.131722-0.121116j -0.120182-0.125839j -0.178305+0.0297556j 0.0327496+0.183068j 
-0.000431446-0.00135387j 0.000971233-1.0807e-05j -0.000948366+0.00132317j -6.01664e-05-0.00218622j 0.000919964+0.00158921j -2.16628e-05-0.000840065j -5.54244e-05-0.00314613j -0.00082467-0.00124887j -0.00464298-0.00029378j 0.00148089-0.00326884j 0.00421047-0.000927212j -0.00095977-0.00299151j -0.00064898-0.00350065j -0.000160703-0.00366291j 0.0061352+0.00288888j 0.00422708+0.000579445j -0.00120838-0.00431296j 0.00485173-0.004774j 0.00148804+0.00621471j 0.00329242+0.00305638j 0.00431167+0.000797808j -0.00390819-0.00237534j 0.00264615+0.00146977j -0.000464107-0.00191736j 0.00592999+0.00165635j 0.00373795+0.00182858j 0.00274051+0.00203538j 0.00587174+0.00456757j 0.00224749-0.00323584j 9.59441e-05+0.00509008j 0.00266878-0.00338462j 0.00060208+0.000789405j 0.000225077-0.0015695j -0.000704116+0.00476368j 0.00195273+0.00172164j 0.000351812+0.00220843j -2.57209e-05+0.00230897j -0.000229341-0.000937766j -0.00103147-0.00311747j 0.00586269-0.00322964j -0.00367554-0.00524492j -0.00204371+0.00196093j 0.000904794+0.000744972j 0.00265086-0.000602631j -0.000951387+0.00206226j -0.00162296-0.00109312j -0.00600361-0.000574797j -0.000430856-0.00456214j 0.00161427-0.000914322j -0.000786899+0.00524421j -0.00210183-0.00246786j -0.00149573+0.00133786j 0.00138086+0.00120359j 0.00211531+0.000159998j 0.0024483-0.00656252j -0.00110046+0.00193393j -0.00326393-0.00232827j -0.000644415+0.00270653j 0.00361826-0.0021861j 0.000162844-0.00131622j 0.00129643-0.00362902j -0.00260948+0.000915158j -0.00288298+0.00148015j 0.0015052-0.000594459j -1.13009e-05+0.00252316j -0.000677592+0.00277503j 0.000473481+0.00186973j 0.0020716-0.000944444j 0.00198152+0.00116715j -0.000298904-0.00119865j -0.000156753-0.00389301j -0.000683884-0.00215285j -0.000379628-0.00016705j -0.00100136+0.000839451j -0.00013574+0.00123933j 7.31004e-05-0.000714123j -0.000601891+0.000158333j 
-8.13582e-05-0.000126928j 0.000330529-0.000577286j 0.000610755+0.000340269j -0.000843822+0.00057197j -0.00175378-0.000551055j -0.00108011+0.0012942j -0.000139028-0.000542259j 0.00127773+0.00205362j 0.00226338-0.000272657j 6.19658e-05+0.0012715j -0.00132889-0.00156456j 0.00361447+0.00148207j -0.0013456+3.7909e-05j 0.00165703-0.000344789j -0.00434703+0.00201967j -0.00362154+0.000640104j -0.00136298-0.00128415j 0.00283092+0.00190019j -0.00287129+0.00162644j -0.00387797-0.00187939j -0.00111831+0.0017659j 0.00278018-0.000984782j -0.00213492-0.000301209j -0.0048597-0.00255399j -0.00423143+0.00313727j 0.00311759-0.000365018j -6.06284e-05-0.00396344j 0.00309138-0.00158049j 0.000343644-0.00295697j 0.00404663-0.00125556j 0.00110347+0.00201741j -0.00127908+0.00220167j -0.000562135+8.88667e-05j 0.00316608+0.0037945j -0.00173725+0.00222322j 0.00562043-8.67435e-05j -0.00355544+0.00389675j 0.00127185+0.00124601j -0.00249089+0.00532644j -0.00390654-0.00377191j 0.00122972-0.000889116j 0.000516897+0.00263734j 0.00404439+0.00452362j 0.000134662-0.00596051j -0.000816255+0.000113338j 0.0019016-0.000252395j 0.0009776+0.00191811j 0.000277337+0.00053127j -0.000971319+0.000300675j 0.00389904+0.0010706j 0.000830092-0.000165722j 0.00343884-0.00111006j 0.00131174-0.000320256j -0.00109467+4.41214e-05j 0.000894848+0.000632939j 0.000467453-0.0031855j 0.0033525-0.0051146j -0.000305351-0.00105696j 0.000199384+0.000157504j 0.00354604+7.78126e-05j -1.24999e-05+0.00148342j -0.00071801+0.0012315j 0.00088172-0.00118171j -0.00129837+0.00231919j -0.00205797-0.00103071j 0.000580495-0.0025007j -0.000305363-0.00109257j -8.4725e-05+0.0010318j -0.00167358-0.000956761j -0.000923586-0.000273652j 0.00215823+0.00112951j 0.000540423+0.00130375j 0.000283622-0.000343169j -0.00145499-0.000450176j -0.00124371-0.000903243j 0.000564753+7.56187e-05j -0.000186381-0.000439428j 
0.000338473-0.000606962j 0.000165999-0.000501578j -0.000542562-4.12779e-05j -0.00110964+0.00239809j -0.00284735+0.00135209j -0.000287805+0.00252583j 0.000190216+0.00250442j -0.000776071+0.00212455j 0.000864862-0.00277003j 0.000702246+0.00257173j 0.00081561+0.00111319j -0.00109902+0.0035405j 0.00171331+0.004441j -0.00461527+0.00314913j 0.00125203+0.00372833j -0.00374857-0.00110456j 0.00257541+0.00228469j 0.0029389+0.00125513j -0.000173807+0.00268336j -0.00277721+0.000805485j -0.00187926-0.00257956j 0.0011256+0.0048809j -0.0022767+0.00108334j -0.00211248-0.00512641j -0.00212138+0.00248126j 0.00021647+0.00405298j -0.00130285-0.00216829j -0.000110925+0.00361187j 0.00134267-0.00390651j 0.000936942+2.36147e-05j -0.00305174+0.00291546j 0.00384771+0.00102621j 0.000985174-0.00482804j 0.00114034-0.000743736j 0.0030207-0.000965305j 0.00367679-0.000734248j -0.0030306+0.00454j -5.48986e-05+0.0033394j -0.00422666+0.00339715j -0.0027772-0.00893069j -0.00204995-0.00331043j -0.00233133+0.00478227j 0.001769-0.00239863j -0.000346973-0.00355608j 0.00229687+0.00269282j 0.0024763-0.001164j -0.00292612+0.00102896j -0.00167111+0.00114511j 0.000932835+0.000738341j 0.00107575+0.000428743j -0.000555445-0.000389034j 0.000597916-0.00302499j 0.00104422+0.000932916j -0.000752535-0.000785264j 0.00336338-0.00155214j -0.0027005-0.00488208j 0.00440303-0.00470907j 9.32368e-06-0.00254201j 0.000696013-0.00160853j 0.00336416-0.000266783j 0.00190843+0.000704477j -0.000162407+0.000292959j -0.00268558-0.00164758j -5.90882e-05+0.00115714j -0.00100483-0.000446598j 1.22014e-05-0.00296111j -0.000300608-0.000739496j 0.00213511+0.00259401j -0.00129748-0.000411256j -0.00102538+0.000117669j 0.00127115+0.00106958j 0.00341967+0.00139106j -0.00125444-0.000963485j -0.000404474-0.000475489j -0.00244271-0.00176856j 0.000643607+0.000739106j 0.000491794+1.31409e-05j 
-0.000160881-0.000267135j 0.000247046+0.000148069j -0.00014971+0.000948026j -0.000836823-0.000352309j 0.000138341-0.00200882j 0.000932824-0.000681845j -0.000904192-0.00138474j -0.00215831-0.00111788j -0.00231757+0.00253534j -0.00156688-0.000430786j -0.000119535-0.00122364j -0.000298111-0.000942062j -0.000128052-0.000270946j 0.000218902+0.00261602j -0.000295464-0.00262877j -0.00174442-0.00130411j 0.0009896-0.00420186j -0.00133164-0.00303816j -0.000681305+0.00258505j 0.00108991+0.0019656j -3.79798e-05+0.00807611j 0.00176181-0.00154057j -0.00499735-0.00152305j 0.000675042+0.0050722j 0.00615822+0.0026079j 0.00297351-0.000813704j -0.000198211+0.00252166j 0.00676738-0.00311576j -0.000380275-0.000245758j -0.00434991+0.00349232j 0.00164157+0.00051938j -0.00300556-0.00315181j -0.00584227+0.00154501j 0.00442645+0.0035535j -0.00330725+0.000466739j 0.0031116+0.00254062j -0.00373535+0.00556466j 0.00185762-0.000861339j 0.000753743-0.00125717j 0.00838568+0.00542876j -0.00487952-0.00168057j -0.000387045-0.00137754j -0.00128187+0.00111358j 0.00141152-0.00191783j -0.000668829-0.00171312j 0.00410487-0.00151174j -0.0022676-0.00265345j 0.0040555-0.0054542j -0.00187431+0.000379906j 0.00349692-0.000154714j -0.000207089-0.00130469j 0.00185962+0.00408399j 0.00461465-0.00170541j 4.23086e-05-0.000326223j -0.00287239-0.00234607j 3.16457e-05+0.0057386j -0.00166117-9.9688e-05j -0.000686796+0.000440079j -0.00166398-0.00295164j -0.000838993-0.000218186j 0.000124721+0.00047098j -0.00242598-0.000656481j 0.000310168+0.000357886j 0.00173739-0.0036592j 0.00086941-0.000254283j 0.00111044+0.00392296j -0.000486823+0.00177816j 0.00130991-0.00341139j 0.00186975+0.00169756j 0.00162876+0.000619458j -0.000182018-0.00271622j -0.000644022-0.000898376j -0.000843921+0.000342968j -0.000264714+0.00104764j 0.00163105+0.00161019j 0.000120324-0.000682471j -0.00054911-0.000259016j 
0.000273836+9.92377e-05j -8.57979e-05+0.00098534j 0.00111525+0.000482657j 0.00185319-0.00284413j 0.00283265+0.000977776j -6.06936e-05+0.00061843j -0.00108537-0.00352645j 0.00209035-0.0024186j -0.00170355+0.00160089j -0.000846946-0.00338948j 0.000943712-0.00121771j -0.000914772-0.00396164j -0.00353706-0.00516331j 0.000314794-0.0100921j 0.00329027+0.00159504j 0.00156054-0.00321627j -0.00176249+0.00172804j 0.00354264+0.00433361j 0.007273-0.000371579j 0.0028875+0.000922933j -0.000879368-0.000643503j -0.00471525-0.00223259j 0.0046212+0.00256083j 0.00110797-0.00499653j 0.00153947-0.002513j 0.00215744+0.00150232j -0.000264598+0.00458794j -0.0025673+1.15254e-05j 0.000628734+0.00069521j -0.00330944+0.00480584j 0.00341722-0.000767029j -0.00279709+6.54768e-05j -0.000326599+0.00604773j -0.00723298-0.00151496j 0.00192946+0.00205846j -0.00434061-0.00239088j 0.00731652-0.00236006j -4.37562e-05-0.000833371j 0.000715977-0.00406708j -0.00142151-0.000386327j 0.00406733+0.00136891j 8.45473e-05-0.000843045j 0.00368198+0.00536791j -0.000720574+0.000397846j -0.00365874+0.000508586j -0.0047839+0.00106355j 0.00147877-0.00109772j -0.00494395+0.00291854j 0.000902622-0.000669371j -0.00236117+0.00203057j -0.00204722+0.00116736j -0.00169737+0.00254629j -0.00221828+0.000529601j -0.00132069+0.00221628j 7.12927e-05-0.000641553j -0.000711884+0.000966312j 0.00116304+0.00191351j 0.000928782+0.00447484j 0.00263613+0.00149465j 0.00410394-0.00058965j -0.000102311-0.00246944j 0.000295719-0.000739231j -5.04749e-06+0.00236788j 0.00078397+0.00117668j -0.00160272+0.00483849j -0.00256715+0.00111639j 0.000833304+0.00141644j -0.00389154-0.000870421j 0.00295043+0.000683187j -0.00171413-0.00136887j -0.000595793-0.000397761j -0.000640246-0.00317572j 0.00173317+0.00111584j -0.000202915+0.00109115j 0.0012042-0.000194196j -6.53963e-05-0.000261379j -0.000209543-8.14366e-05j 
-0.000228205+0.000537809j 0.000258377-0.000154731j 0.00104874-0.00138834j 0.000472333+0.00101065j 0.0032068-0.00196279j -0.00242804-0.00167761j -0.000166417+0.000246751j -0.00124722+0.000506592j -0.00312141+0.00149597j -0.00301029-0.000256333j -0.00268501-0.00413714j -0.00294095-0.000241188j 0.0033366+0.00227791j -0.000878882+0.00463484j 0.000738791-0.00542903j 0.00460148+0.00223777j 0.00712375-3.36583e-05j -0.00206979-0.00284144j -0.00559942-0.00233919j 0.00365052-0.000324963j -0.00170625-0.00132905j 0.000777991+0.00865069j -0.00582932+0.00534643j 0.00675554+0.00444865j 0.00738256+0.000414062j -0.00577747-0.00438605j 0.000511198-0.000316998j 0.000571616-0.000707483j 0.000398416-0.00152053j -0.00419039+0.000483438j 0.0021633-0.00383874j 0.0029496+0.00292916j -0.00129422+8.83115e-05j 0.000109238-0.00123272j -0.00327565-0.00281907j -0.00717491-0.00156992j -0.000979389+0.00130049j -0.00327935-0.000572571j 0.00657648+0.00398132j 0.00394265+0.00132963j -0.00230237+0.00185702j -0.00204875-0.000729082j -0.00574414-0.00437735j -2.71477e-05+0.00318261j 0.00256005+0.00311853j 0.00267068+0.00345481j -0.00240959-0.00152762j 0.00291427+0.00226661j 0.000257746+9.13289e-05j -0.00307395-0.00125672j 0.00222599+0.00149407j -0.00329687+0.00125477j 0.000769714+0.00326263j -0.000621129+0.000870647j -0.00094961+0.0016944j 0.000946515-0.00315602j -0.00292417+0.00228916j -0.00187685-0.00129067j 0.0013238+0.000328526j -0.00211191+0.00101774j -0.00177953+0.000645692j -0.00242961+0.000803093j 0.00190223-0.000161711j -0.000101-0.00196041j 0.000715075-0.00183085j -0.000914048-6.41573e-06j 0.000316355-0.000511605j -0.00174082-0.000750924j 0.0009431-0.000296076j 0.00176324+0.00104866j 0.000514625+0.000856609j -0.00109514+0.000141607j 0.00123118+0.001291j 0.000796543-0.00102168j 0.00228546+0.00072791j -0.00044596-0.000643547j -0.000647891-0.000308062j 
-0.000361587-0.000310953j 0.000496649-0.00013003j 0.000415674+0.000211551j 0.000141134-0.000921036j 0.00225851+0.000543794j -0.000780074-0.00106274j 0.000221172-0.00171157j 0.00151057+0.000478463j -0.00160783+0.000414506j 0.000326851-0.0019793j 0.00139298-0.000174111j 0.000517253+0.000225481j -0.00100966-0.00335264j 0.00329313-0.00166274j 0.00129033+0.000209082j 0.000665162+0.00211381j -0.000789895-0.00127618j 0.00209276+2.44863e-05j 0.00239677+0.00048519j 0.000776868+0.000568984j 0.000970481+0.000646123j -0.000843618-0.00150387j 0.00461186+0.000991033j -0.000501208-0.00134196j 0.000650201-0.00132615j 0.00146506+0.000453851j 0.000741323-0.000463423j -0.000338225+0.000373516j -0.00051994-0.000305716j 0.000927128-0.000404946j 4.55444e-05-0.000115901j -0.000333299+0.000912528j 0.00170046-0.000186462j -0.00110308+0.00168821j 0.00117004+0.00111692j 0.000846128+0.000578367j 0.000957378-0.00112713j 0.000841477-3.3909e-05j -0.00162469+0.000722808j 0.000954478+0.000182567j -0.000912531-0.000762489j 0.0005463-3.09138e-05j 0.00133852+0.00237793j 0.00105355-0.000474713j -0.0020503+0.00012499j -0.000761662-0.000856372j -1.04417e-05+0.00043745j -0.00116224-0.000260259j 0.000613409-0.00180174j 0.00122437+0.000465359j -0.000170642-5.84602e-05j 0.00144042-8.78821e-06j -0.000246168-0.000819925j -0.000103361-0.000103214j -0.000281962-0.000690472j 0.000260157-0.000263872j 0.000615738-0.00150314j -0.000274722+0.00219731j 0.00097379-0.00127987j 9.29983e-05+5.18687e-06j 0.000143345-0.000664948j 0.000351329+0.00152297j -0.000569837+0.00046817j -0.000945564+0.000719333j -0.00102487+0.000595827j -0.00044333-0.00103936j 0.000744278+0.000335073j -0.000337375+0.000691496j 0.000625308+0.000348053j 0.000138042-0.000455809j 0.000186284+0.000420278j -0.000509342+6.04429e-06j 0.000251636-0.00021917j -0.000611376-1.32698e-07j -0.000225501+0.000171756j -0.000198696-0.000177852j -6.68142e-05+0.00019545j 
1.22028e-05+0.000332174j -0.000363427+0.000476707j -0.000257163+0.000460839j -0.000883181-0.000596056j 0.00248519+0.00160705j 2.82132e-05+3.18614e-05j 0.000544424+0.00313043j -0.000720069-0.00142869j -0.000346933-0.00154449j 0.000635209-0.00142967j 0.00195021-0.000487743j -0.00527938-0.00149538j 0.0003607+0.00268551j -0.00453399-0.000492234j 0.00308334+0.00307847j -0.00104155-0.00431029j 0.00815475+0.00532328j 0.00281471-0.00438834j 0.000782827-0.000947494j 0.000966459-0.00171382j -0.00475133-0.00322147j -0.0042061+0.00438092j -0.0015893+0.00464658j -0.000194706-0.00500787j 0.00313349-0.0037898j -0.00189835+0.00476702j -0.000866818+0.00403766j -0.00545927+0.00164494j -0.00224164+0.000637149j -0.00540661+0.00747305j -0.000332982+0.00319824j 0.00128724+0.000487685j 0.000690658+0.00284824j -0.00358397-0.00366103j 0.0022276-0.000898687j -0.000585086-0.00475739j -0.00233612+0.0018066j -0.00282767+0.00174602j 0.00343948-0.00641274j -0.0024627-0.0025912j 0.00110487-0.00115819j 0.00203317-0.000195955j 0.000125859-0.00194073j -0.00199188-0.00362213j 0.000651117-0.000770092j 0.000947014-0.00257751j 0.00138152-0.00170543j -0.00125351+0.00119681j 0.000791858+0.00205726j -0.00349526-0.00203513j -0.00224142-4.50257e-05j -0.00402634+0.00519112j -0.00134971+0.00352703j -0.000601359-0.00179436j -0.000219123+0.00013689j -0.00042216+0.00157178j 0.00127543+0.00420045j -0.000457712-0.000917024j 5.42653e-05+0.000188914j -0.000651313-0.00204694j 0.00177258-0.00110085j -0.000387107-0.00218803j -0.00116653+0.00153095j 0.00207077-0.000756181j 0.000730445+0.0025186j 0.00139678+0.00327119j 6.44289e-05-0.000258383j 0.000255869-0.000659928j 0.000435545+0.00125407j -0.000269108+0.000920521j -0.00122414+0.000341408j 0.00106105-0.00059506j -0.000524556+0.00173223j 0.000622548+0.000975919j 0.00150045+0.00183206j -0.000185839-0.000319671j -0.000105447+4.3219e-05j 
-0.000624954-0.000144884j -6.20703e-06-0.000239728j 0.00154448+0.000594353j 0.00180918-0.000290064j 0.00280656+0.00193753j -0.00144694+0.000627211j -0.00188698-0.00161259j 0.00222825+2.33735e-05j -0.00467535+0.00090096j -0.00476109-0.00193909j 0.001316-0.00201821j -0.00209619+0.00402255j -0.00112187-0.000183298j -0.00028841+0.00182567j 0.00487281+0.000814635j -0.00351894-0.000482234j 0.00388457-0.0018833j 0.00439339+0.000618525j 0.00449173+0.00331595j 0.00239554+0.00372712j -0.000436011+0.00401765j 0.00100411+0.00589611j 0.00106486+0.00577825j 0.00160774-0.00339375j 0.00859215+0.00279009j 0.00222595+0.00128185j -0.000345061+0.000368j 0.00243231+0.00114674j 0.00265249-0.00560455j -0.00524346+0.000280019j -0.00102522+0.00295378j 0.00158715-6.05433e-05j -0.00278536-0.00123681j -0.000213086+0.000860581j 0.00138079-0.000756433j 0.00126061-0.0013437j 4.03701e-05+0.00791598j 0.000966341+0.00256589j -0.00394266+0.00290319j 0.00957562-0.00263402j -0.0069909-0.00383587j -0.00366558+0.00197947j 0.00057677-0.00132039j 0.00224552-0.00407256j -0.00177983+0.00469675j 0.00304488-0.00117419j -0.00377501-0.000453649j -0.00236274+0.00146324j 0.00187923-0.000998802j 0.00188734-0.00126159j -0.000874663+0.00101175j 0.00256221-0.000342761j 0.00411128-0.000678602j -0.00364225+2.12346e-05j 0.000520822-0.00235858j -0.00163862-0.00262265j 0.00275611-0.00676841j -0.00147209+0.000755239j 0.00108759-0.0039117j 0.00403015+0.000794831j 0.000284249+4.79332e-05j -0.00147404+0.00195849j -0.00215948-0.000339713j 0.000353621-0.00016976j -0.0029999+0.00309466j 0.000576712-0.00174669j 0.00152261+0.00130976j -0.000299831+0.00010833j 0.00123245+0.000292784j 0.000344234-0.00046929j 0.00138018+0.000435804j 0.000719539-0.000118895j -0.000991091-0.000375551j -0.000317413+0.000183903j -0.000802623-0.0013652j -0.000735438+0.000100768j 0.000299377+0.000974427j 
-0.00024349-8.04038e-05j 0.000741802-1.44348e-05j -0.000453212-0.000761784j -0.00290918-0.00120308j 0.0019179-0.000217632j -0.0013924-0.000718162j 0.00253795+0.00310046j -0.00320606-0.00164109j 0.00168041-0.00172351j -0.000937959-0.000503358j 0.000950477+0.00244277j -0.0045814-0.000811084j 0.000941323-0.00183817j -0.00106666+0.000650919j 0.00158118-0.00177682j 0.000617289-0.00437491j 0.000412005+0.00196796j -0.00277341-0.00104489j 0.000972721+0.00176556j 0.00205045-0.00307587j -0.00352875-0.00112449j -0.00388863+0.00136109j -0.000419039+0.000779484j 0.0023967-0.000301159j 0.00334247-0.00392349j -0.00199223+0.00366073j -0.000533125+0.00260422j -0.00242684-0.000439869j -0.0032003+0.00226138j -0.00163115+0.00357408j -0.00182651-0.000973536j 0.000370032-0.00156189j 0.000984953-0.00136896j -0.000781404-0.00137352j 0.00225534-0.000717066j -0.00137558+0.000801791j 0.000360308-0.00201138j 0.000221811+0.000191042j 0.0021577-0.00480772j 0.00220481+0.00153563j -0.000991576+0.00068154j -0.00127142-0.00262535j -0.00203692-0.00309614j 0.000924128+0.00134682j 0.000467641-0.00128217j -0.000178664-0.00111162j -0.000328172-0.000605855j -0.00159872-0.00143095j -0.0005001-9.87376e-05j -0.00100157-0.00145733j -0.00121618+0.00153122j -0.000693443+0.00310332j -0.000420514+0.00182067j -0.000812357-0.00132766j -0.00113756+0.000496933j -0.00126873+0.00202232j 0.00172315+0.00425702j -0.00051356+0.00199176j -0.000625271+0.00110709j -0.00122207+0.00117946j 0.00261681+0.000224221j 0.000286402-0.00318255j -0.000742144+0.000948136j 0.00136226-0.000151749j 0.00104841-0.000510929j 0.000417771+0.00351906j 0.00171065+0.000645822j -1.48452e-05-0.000210592j 0.000721385+0.00173861j -0.000584771-1.71281e-05j -0.000152218-0.000930082j -9.96953e-05-0.00118037j -0.000474024+0.000982429j -0.000507698+0.00144594j 0.0014025+0.00245804j -0.000264112-0.000710414j -0.000534209+9.63232e-05j 
-0.00109861+0.00170338j -0.00193731+0.00164208j 0.00562515+0.00437115j 0.00262211-0.00601165j 0.00288015+0.0064579j 0.00820077-0.00083308j -0.000848855+0.00105029j -0.000230747-0.00551321j 0.00581422+0.00252307j -0.00488205+0.00486485j 0.00178816+0.00601815j -0.0013906+0.00151682j 0.00235501+0.0017809j -0.00246668+0.00319051j -0.00189707+0.00520255j -0.0080084+0.00269755j 0.00571082+0.00554989j 0.00282213-0.00100235j 0.00138951-0.00313447j -0.00585716+0.00714963j 0.0032332+0.00457762j 0.0013219-0.000387863j 0.000968062+0.000368191j -0.00365756-0.00127982j -0.000833381-0.00213062j 0.00252045-0.000509014j -0.00283052-0.00239332j -0.00645126+0.00193j 0.00502294+0.0083393j 0.000696103-0.00501952j -0.0070135+0.00110554j 0.00113956-0.00255763j -0.00340311-0.00181683j 0.00294784-0.00195885j -0.0009451-0.00271087j 0.00068204-0.0015639j 0.000573202+0.000990466j 0.00333149+0.0068448j 0.00166121+0.000588467j 0.00120542+0.0025882j 0.000864243+0.00136041j -0.00124668-0.000310776j -0.000392327-0.000747194j 0.00118721-0.000549047j 0.00330249-0.00277177j -7.90694e-05-0.000372929j 0.00250278-3.20061e-05j -0.000496618+0.0018713j 0.00330021-0.00133836j 0.00183533-0.000359532j 0.00141092-2.64915e-05j 0.00063292-0.0020353j -0.000478531+0.000549096j 0.000858158-0.00146609j 0.00230168+0.00387619j 0.00169372+0.00328627j 0.00172509+3.62795e-05j 0.00195354-0.00299547j -0.0031782-0.00338764j -0.000721803+0.000479054j -0.001702+0.000125935j 0.000875864+0.000380789j -0.000644414-0.00391539j -0.000722379-0.000519861j -0.000747683+0.00143084j -0.000657213-0.000363588j 0.00147383-0.00232914j 0.00072083+0.00112414j -0.00072855+0.000792886j 0.00452847-0.00183439j 0.000556348+0.00088304j -0.00175834+0.00148386j -0.0018267+0.000293419j -0.000191504+0.00144031j 0.000764665-0.000133099j -0.000692385+0.000177695j 0.000704335+0.000428462j 
-0.000442856-0.000511673j 0.00263903-0.00110602j 0.000191935-0.00369244j -0.00474034-0.000850509j 0.00590075-0.00151272j -0.00601576-0.00494571j 0.00243813-0.00366752j -0.00107083+0.00130166j -0.00198458-0.00385853j -0.000259148-0.00444659j -0.000547208-0.00274568j 0.00054331-0.00265175j -0.00197574-0.00513009j 0.00403374-0.00135459j -0.000155554-0.00239063j 0.000289225+0.0022068j 0.002588+0.00458464j 0.00334261-0.00258326j -7.59045e-05-0.00425736j 0.00254744-0.0017684j -0.00108144+0.000253334j -0.0024254-0.00394218j 0.00385862+0.000311484j -7.87948e-05-0.00115038j 0.0015671-0.00418607j -0.00480099+0.00321472j 0.00126741+0.00184998j -0.00479495-0.0036321j -0.00529003-0.000353828j -0.000169105+0.00019468j -0.00153387-0.00168324j -0.00134998+0.00348556j 0.00527157+0.00138009j -0.00264316-0.00112364j 0.00372052-0.00034083j 0.00178002+0.00159596j 0.00194709-0.0027868j -2.71473e-06+0.00030345j -0.000604782+0.000152868j -0.00161154+0.0051765j -0.001756-0.000804396j 0.000973509-0.00490288j 0.00055214+0.00386682j -0.00088207-0.00136035j -0.000451213-0.000188222j -0.000716892-0.00255476j 0.00457764+0.00042012j -0.00335948+0.00252263j -0.000300301-0.00277833j -0.000810636-0.000714124j 0.000877026+0.00158869j 0.000508718+0.00210596j -0.00300737+0.0010579j 0.000759575-0.000188196j -0.00152968+0.000675419j 0.00169506-0.000554922j -0.00190893+0.00379746j 2.61326e-05+0.00189282j 0.000565527-0.00132153j -0.00224865-0.00192702j -0.00277274-0.000758922j 0.000501449+0.00292517j 0.000329865+0.000749007j -0.00219578+0.00269874j 0.000197498-0.00289626j -0.00159632+0.00066079j 0.000622075-0.00128663j -0.00208103+0.00145687j 0.00129937-0.00105106j 0.00031707+0.000899617j 0.00113357+0.00225609j -0.00211969-8.03418e-05j 0.00280955+4.8403e-05j -0.000801972-0.00051351j 0.000332028+0.000829031j -2.80083e-06-0.000996855j -0.00104645-0.00048031j 
