-0.157287+0.0832594j -0.0768157-0.155812j 0.0833832-0.197716j 0.208128+0.0835531j -0.0132356-0.0151764j -0.0460148-0.0389187j -0.0255209+0.153309j 0.161317+0.0508318j 0.0564607-0.0775927j -0.00945358-0.0685607j -0.0625263-0.0279903j -0.0227437+0.0500832j -0.116057+0.00312714j -0.0404202+0.0493016j 0.0737337+0.047268j 0.0719696-0.0119905j -0.0198185-0.0984346j -0.0124762+0.0729066j 0.0845304-0.0722195j -0.0236331+0.0123297j 0.080666+0.157134j -0.0213818-0.0196151j -0.0699413-0.0277266j -0.0186985-0.110843j -0.030016+0.0046316j -0.0840274-0.0211454j 0.0253284-0.0544472j -0.0489905+0.0576797j 0.0645211-0.148616j 0.000597214-0.0117516j 0.00518125+0.0183466j 0.0473535+0.0134765j -0.0649986-0.0203308j -0.0143969-0.034113j 0.00741741-0.0121705j 0.00379831-0.0849146j -0.000968511-0.0330435j -0.0659528+0.0296505j -0.140154-0.0107487j 0.00436816+0.00108892j -0.0583085+0.017999j 0.105726-0.0578504j -0.102085-0.0234805j -0.0281451-0.01689j -0.0389694-0.0685379j 0.0608887+0.0593826j 0.0492899+0.00669846j 0.0305111-0.0476651j 0.0155401-0.00423483j -0.0438299+0.0656743j -0.0048349-0.0867604j -0.0719372-0.0306427j 0.0454537-0.0898437j -0.0818463+0.0602753j -0.0290178+0.0143012j -0.0315384-0.00894463j -0.0127267-0.0157681j 0.0153208-0.106918j 0.084141+0.00237029j -0.0259535-0.0250549j -0.0470046+0.0233364j 0.12328-0.00272839j -0.0717539-0.0482121j -0.0537263-0.106255j -0.00856597+0.0464435j 0.044177-0.0433912j -0.0237271+0.0263144j 0.0225258+0.021131j -0.0497481-0.0714046j -0.064099+0.154325j 0.0628025+0.0338163j -0.0307943+0.0979123j -0.156528-0.0404423j 0.131722-0.121116j -0.120182-0.125839j -0.178305+0.0297556j 0.0327496+0.183068j 
-0.00124234-0.00939063j 0.00936041-0.00156484j -0.0113914-0.0098074j 0.0114344-0.013113j 0.0170193+0.0027406j 0.00383552+0.0121124j -0.00682294-0.00707461j 0.00388823+0.007788j 0.00301181-0.0311515j -0.0185585+0.00377174j -0.000782242+0.000144966j 0.0081277-0.00707653j 0.000641751+0.00638153j 0.00785726-0.00836948j -0.0135777+0.024626j -0.0163856-0.00991522j 0.00671114+0.00769312j 0.000829273-0.0132766j -0.0155087-0.00246846j 0.000137248-0.0120862j 0.00037905+0.000152901j -0.0158434+0.00136983j -0.0046348+0.000911118j 0.00639709-0.0153404j 0.0148634-0.00774901j 0.00412642-0.0139646j 0.0233586+0.0159696j 0.0123933+0.0141462j -0.0011766-0.00685195j 0.0115737+0.00671976j 0.0205031+0.0142444j 0.00453313+0.00445688j -0.00841382-0.000994852j -0.00978805-0.00672878j -0.00843334+0.0116441j 0.00370851+0.0148954j 0.00546275-0.00395926j -0.00179618+0.00427352j 0.0106548+0.026347j 0.00891185+0.00115216j 0.00208382-0.00899471j 0.0172902-0.000677004j 0.00452947-0.0173648j 0.00234063+0.00559372j -0.00990252-0.00989474j -0.00444382+0.00913801j -0.00702193+0.0133408j 0.0119407-0.019068j 0.0172419-0.00848446j 0.0081384-0.00530286j -0.00829658+0.00885721j 0.0313991-0.00678517j -0.013742+7.65035e-05j 0.00512145+0.0117999j -0.0278994+0.0148006j -0.0329551-0.0111972j -0.00133541+0.0222988j 0.0172828+0.0364005j 0.0230507-0.0159289j -0.0112167+0.0119301j 0.00433087-0.0148658j 0.0164936+0.0124778j 0.00283492+0.011102j 0.00281309+0.00206784j 0.0115237-0.0204282j -0.020351+0.00175429j 0.0188521+0.00883565j -0.000870486+0.0140693j 0.00356806-0.00600274j -0.0131979-0.00280335j 0.00192229+0.0122909j 0.00250739-0.00887227j 0.00997575-0.00290703j 0.00336308-0.00569821j -0.00446079-0.00397898j -0.00210079+0.000367399j 0.000484249+0.00179146j 
-0.00983603-0.0130851j 0.0128882-0.00891815j 0.00117571+0.00548926j -0.00479328+0.00503922j -0.0124943+0.0218396j -0.0143482-0.00847618j 0.00613226-0.000977504j -0.00267946-0.0101726j 0.00996907-0.0112376j -0.00579077+0.00317722j 0.0137963-0.0198227j 0.0200879-0.0108846j 0.0207613+0.00846274j -0.00325321-0.0138065j 0.000364106-0.0109456j 0.00443965+0.00834594j 0.00373509-0.00167825j 0.000492878-0.00667169j 0.00113357+0.00691354j 0.00291791-0.0103283j 0.00180937-0.0187151j 0.0144948+0.0160729j -0.00779345-0.0124889j 0.00527692-0.00340149j -0.00212645-0.00344661j 0.0118547+0.0094231j 0.0108839+0.00984455j -0.00209943-0.00814494j -0.00469906-0.00732556j 0.000554147+0.00216864j 0.0119224-0.00996169j -0.0283025-0.00318866j 0.00664146+0.021401j -0.0115642+0.00193044j 0.00496778-0.00766992j -0.0104329+0.00221927j 0.00488839-0.000106108j 0.00231214+0.00354529j 0.000339331+0.00708011j 0.00450248+0.00117021j 0.00649482-0.0023012j -0.00689251+0.000619403j 0.00966878+0.0120266j -0.00361835+0.0193242j 0.00549601-0.00349966j 0.0188116-0.00382854j 0.00385018-0.0160947j -0.0041766-0.00632491j -0.00458067-0.0191784j 0.0141578-0.00766863j -0.00966269+0.00969451j -0.00153703+0.0118108j -0.00377585-0.00084958j 0.0170121+0.00617448j -0.00850614-0.00422453j -0.0159423-0.010445j -0.00176427-0.00715906j 0.0047307+0.00892043j -0.000455471+0.00222674j -0.00600775+0.00207297j 0.00672544-0.00218115j -0.00143476-0.000579299j -0.00314431-0.0183089j -0.00464101-0.00497997j -0.0151367+0.0024409j 0.00530027+0.00085332j -0.00633502+0.00655991j -0.00592451+0.0149916j 0.0173011-0.00688869j 0.00834108+0.0169943j 0.0192765-0.0131997j -0.0126348+0.00105708j -0.0156101-0.00837824j -0.00771699+0.00512142j 0.0011163+0.00964802j 0.0115695-0.0160293j -0.0164177-0.0108196j 
-0.0121712+0.0124916j -0.013731-0.012805j -0.00455538-0.0234953j 0.019486-0.00370096j -0.011553-0.00355024j -0.00726152+0.0020539j 0.0159973+0.0217348j 0.0242648-0.0164972j 0.00663159+0.00137227j -0.00428984-0.012388j 0.00363399+0.0133897j 0.00840739+0.000959775j 0.0107344+0.0117417j 0.0211496-0.000301492j 0.00770963-0.00755061j -0.00651874-0.00976879j -0.0068115+0.00503251j 0.0084437+0.00177229j -0.00527937-0.000795745j 0.00760449-0.00665637j -0.00123004-0.00678978j -0.0269174+0.00889516j 0.00275402+0.00431478j -0.0174573+0.00933726j 0.00763566-0.00171613j 0.00545609+0.00507586j -0.00479273-0.00654651j 0.00527217-0.00323102j -0.0105473+0.0106531j 0.00288959+0.0100811j -0.00173325-0.0107656j -0.00385843-0.00523262j 0.0188505-0.00625667j -9.67289e-05+0.0129436j -0.00258674-0.00440745j 0.00106457+0.00922912j -0.00095979-0.00556513j -0.00105559+0.00456976j 0.00987302+0.00966999j -0.00015364+0.0021311j -0.00422286-0.00519137j -0.00156377+0.00447951j 0.00770815+0.00762795j 0.0131742+0.00321068j 0.010721+0.00444817j 0.00138298-0.0170296j -0.0095693-0.00291813j 0.00112676-0.00152162j -0.000664575+0.00875175j 0.00191846-0.0117186j 0.017574-0.00183352j 0.00246668-0.00217406j 0.00426608-0.000233481j -0.00464968-0.0138696j 0.00425231-0.00458798j 0.0115705-0.00632837j -0.00337993+0.000840043j 0.00401622+0.00924337j -0.00596497-0.000651352j 0.00213271-0.00310656j -0.00227989-0.0111483j -0.00379075+0.00895999j 0.00667781-0.00641372j 0.0169455-0.0138727j -0.00415366-0.00433491j 0.00753175+0.00776748j -0.00704362-0.0260221j 0.00184043-0.00286028j 0.0108919+0.00495817j -0.015583+0.000300501j -0.00173971+0.0105491j -0.0112129+0.014052j -0.0114166-0.0210664j 0.0139036+0.00472693j 0.00277066-0.0174294j -0.0203449-0.00834696j -0.00951294+0.0193333j 
-0.00463304-0.0102537j 0.0108901-0.00444317j -0.0052364+0.0111812j -0.00904824-0.00571899j -0.00919842+0.0105758j -0.00703973-0.00676146j 0.00708453-0.00547599j -0.00667806-0.00689835j 0.00451997+0.00345141j 0.00271259-0.00278602j 0.00193076-0.00594823j -0.00386938+0.00592905j -0.00186744-0.00123525j -0.00437608-0.00944891j -0.000531405-0.00361219j -0.00402099+0.0016075j 0.00281562-0.00944965j 0.00318661-0.00146938j 0.000543017-0.00555976j 0.00186983-0.000661815j 0.00526993+0.0110295j -0.00641689+0.000799273j 0.00569097+0.000167457j 0.00338961-0.0029712j -0.00179305-0.00556607j -0.00734784-0.00554149j 0.00332784-8.00028e-05j -0.00687773-0.0054285j 0.00287476-0.00236147j -0.000145114+0.00622715j 0.000644843-0.00166151j 0.00667636-0.000862633j 0.0060338+0.00284769j -0.00702227+0.00139447j 0.00138434-0.000746761j 0.00607988-0.00171987j 0.00207862-0.00530649j 0.00384435+0.00162767j -0.00234519+0.0101134j -0.00523191+0.00107965j -0.0026089-0.00208154j 0.00314884-0.00420632j -0.00467222+0.000662399j 0.00359166+0.00421672j 0.00140424-0.00257341j 0.00547026+0.00264098j -0.00654269-0.00229724j 0.00411311-0.00277527j -0.00347027+0.0101444j 0.00144093+0.00126425j 0.00212741+0.00335964j -0.00145984+0.00151941j -0.00417079-0.0043121j 0.00518468-0.00587125j 0.00185428+0.0020924j -0.00682089-0.00623293j -0.00455184-0.00162936j -0.0022228+0.00171999j 0.00296837-0.00484966j -0.00208973+0.000643167j 0.00382947+0.00154888j 0.00121071-0.00179266j -0.00588821+8.0456e-05j -0.00102877-0.00262228j -0.00223179+0.00530521j 0.00482917-0.00154414j 0.00109545-0.00456709j -0.0039025+0.00212972j 0.00504093+0.0126075j 0.0108457+0.0046688j 0.00340752-0.00442289j -0.00519904+0.00509298j -0.00961084-0.00318491j -0.0137563-0.000122522j -0.000220113+0.0135853j -0.000592197-0.00965805j -0.00892998+0.000352996j 
0.000328886-0.000165335j -0.000556759+0.000763767j 0.0054245-0.00797897j 0.00459889+0.00619201j 0.00357428-0.00406046j 0.000300065+0.00372193j -0.00382065+0.00841479j 0.00537449+0.00153855j -0.000412339-0.000851258j -0.00594919-0.00198525j -0.000665648+0.00378134j 0.00843329-0.0122719j 0.0069633+0.00215397j 0.00823086+0.00146621j 0.00297449+0.00419838j -0.00370262+0.00308476j -1.12421e-06+0.00774829j 0.00286822+0.00345214j -0.00560505+0.00198604j 0.00445792-0.00948204j -0.0143454-0.00344612j -0.00207153+0.00180093j -0.00328373+0.00402877j -0.0039668+0.00666849j 0.00429917+0.00252793j 0.00281336+0.000428941j -0.00103405-0.00012449j 0.00526896-0.00481934j 0.000581333+0.00826507j 0.00378512-0.00140435j 0.00128279+0.00283365j -0.00256803-0.00377752j -0.0106157-0.00579729j 0.00726305-0.00255516j -0.000288112+0.00175152j 0.00372252+0.00391285j -0.00051588+0.00410098j -0.00214774-0.00292413j -0.003949-0.0016782j 0.00174482+0.0006073j 0.000966311-0.00144982j -0.000903481-0.000677982j -0.000135417+0.000635768j -0.00165665-0.00910998j 0.00447812+0.00477002j -0.00937966+0.00280291j 0.00145326+0.00560607j 0.00115213-0.0016647j 0.00166784-0.0150137j -0.000691728+0.00275432j -0.00579467-0.00314826j -0.00301048-0.00780177j -0.00280596+0.00432673j -0.000805636+0.00427468j 0.000647465+0.00486352j 0.00244755-0.00468772j 0.0045701-0.00289973j -0.000418634-0.00133541j 0.00208972+0.00149059j -0.00430997-0.000603065j -0.00446223+0.00753295j 0.00639338-0.00213741j -0.0012616+0.0035342j -0.0065613+0.00107288j -0.00280525+0.00190024j 0.00543647+0.00138j -0.000985129+0.0114795j -0.00310888+0.0116058j -0.00609274-0.0127145j 0.00435718-0.00337235j -0.00461735-0.013241j 0.00326646-0.00317556j 0.0127597+0.010847j -0.00577697+0.00380771j 0.00457012+0.00722211j 0.00676443-0.00290176j -0.00466233-0.00597167j 
-0.0119195+0.00712499j -0.00665338-0.0110469j 0.00460714-0.0110713j 0.0127509+0.0089946j -0.0031438-0.00354665j -0.00392714-0.00186039j -0.000750035+0.0163031j 0.0145693+0.00672276j 0.0165499-0.00499232j -0.00308739-0.00265556j 0.00199066-0.007477j 0.00586781-0.00619553j -0.0101198+0.00442722j 0.00756076+0.00115733j 0.0148573+0.000619339j 0.0112774+0.00416752j 0.00037711-0.0100907j 0.00194442+0.010187j 0.0149133+6.77927e-05j 0.00464882-0.0103306j -0.000523218-0.00521289j 0.0111949+0.0103982j -0.00594575-0.00446939j -0.00316506-0.00668233j -0.000281837+0.00314809j 0.00580234+0.00280663j -0.00845403-0.00361941j -0.00732284-0.00214998j -0.00482193-0.0035921j 0.00933484-0.00186998j 0.00528345-0.00472681j -0.0069607+0.00293193j 0.00132412-0.0186475j -0.00602763+0.0135217j 0.00242329+0.00705499j 0.00394936-0.00541033j -0.0192794-0.0106873j -0.0255133-0.00380099j -0.00767149+0.00398971j -0.00011605+8.63371e-05j -0.0174972-0.00592305j 0.00218735-0.00528211j -0.00193469-0.00848131j 0.00498741-0.00537008j -0.00779562-0.0112966j -0.00536112-0.0121155j -0.00394185+0.00741385j 0.00183622-0.00683541j -0.00479854-0.008473j 0.000855892-0.00393144j 0.0148581-0.0158154j -0.00880391+0.00440044j 0.00313869-0.0184206j -0.0203596+0.00684373j -0.00182643+0.0100863j 0.00729716-0.00742426j -0.00106332+0.000988814j 0.00183621-0.00311376j 0.0103131-0.00611879j -0.0026639-0.00254928j -0.00748405+0.00168151j 0.00742501-0.000412883j 0.000624731+0.00219567j -0.00310748-0.0114954j -2.47862e-05+0.00924106j 0.00219985-0.0030083j 0.00997213+0.00499731j 0.00960407+0.00238245j -0.0305674+0.0097412j -0.00364713+0.0102362j -0.0101488+0.00880262j 0.00247296+0.000694538j 0.0121995-0.0115637j 0.0051001-0.0065292j -0.00126353-0.00515999j -0.00574468+0.00879484j 0.00879504+0.00769448j 
-0.00410295-0.00675544j 0.0072617-0.00449378j 0.00508646-0.00523139j 0.00769326+0.004292j -0.0122168+0.00359097j -0.00415362-0.012601j -0.00388552+0.00463185j 0.00715169-0.00117732j -0.00354521-0.0139551j 0.00257667+0.00801674j 0.00497158-0.00797158j 0.00612085+0.00846061j -0.00647273+0.0175399j -0.0029392-0.00656682j 0.0100062-0.00531919j 0.00650636-0.000246713j -0.00320955+0.00087696j -0.00247576-0.000827073j 0.00309226-0.00263386j -0.0148248+0.00731194j 0.00740579+0.00458316j 0.00887153+0.00205448j -0.000953799-0.00056952j 0.00915009+0.00264785j -0.000320208-0.010228j -0.00201371-0.000410577j -0.00647982-0.0010519j 0.00156061+0.0022771j 0.00413921-0.0205949j 0.00323956+0.00915694j 0.00634938+0.0017892j -0.00146079+0.00639014j 0.0142454-0.00376016j -0.00984796+0.000485357j -0.00111648+0.00696188j 0.00872125+0.00490777j 0.00493058-0.0183367j 0.0158083+0.0103176j -0.00711969-0.0031727j -0.00140926-0.00581085j 0.00255159-0.00816931j 0.00699012+0.00625904j -0.00398744-0.0106144j 0.00665311+0.0157203j -0.0152471-0.00771926j 0.00548182-0.00453116j -0.00563136-0.0191659j -0.00222149+0.00545386j -0.00511732+0.0163041j -0.00470203+0.00672025j 0.0113185-0.00726371j -0.00551454-0.000790452j 0.016694-0.0142439j 0.00143644-0.00390341j -0.0175897-0.00502782j -0.00288413-0.00777798j -0.00259138+0.00679239j 0.00754197-0.000785301j -0.00606885-0.010783j -4.14574e-05+0.00077162j -0.0022998-0.0032894j -0.00458325+0.00226068j -0.0023177-0.00601909j -0.0154764-0.00294455j 0.0127836-0.00592634j -0.00576553-0.00464525j 0.0039408-0.00977008j 0.00817925-0.00400433j 0.00772559+0.0184088j 0.00923831+0.00394628j 0.00523082+0.00720681j 0.00330436+0.00330766j -0.0120596-0.00788667j 0.00100692-0.00807436j -0.00788263-0.00515082j -0.00589208-0.00421094j -0.00319645+0.00603657j 
0.00388058-0.00168876j 0.0013141+0.00385444j 0.00101889+0.00246797j -0.00410683+0.000817827j 0.00296165+0.00206698j -0.00407552+0.0012009j -0.00359836+0.00447944j 0.0010489+0.00212638j -0.00453039+0.000375628j -0.00130336+0.00327699j 0.00389804+0.00317639j 0.00501235+0.00082395j 0.00182961+0.00402113j -0.000483023+0.00285346j -0.00246506-0.00262676j 0.000357604-0.00542501j 0.00447865+0.0043184j 0.00321295-0.00250804j -0.00495241+0.0071935j -0.00269003+0.000798141j 0.00467347+0.00463038j -0.00198693+0.00268037j 0.00258923+0.00257394j -0.00034475+0.00368126j 0.002015+0.000750369j 0.00176188-0.00318331j -0.00083358-0.000207796j 0.00409523+0.00347046j 0.00407194+0.000561098j -0.00538348-0.0043634j -0.00289863+0.00234119j -0.0044999+0.00512554j -0.000524016-0.000981095j 0.00177929-0.00508777j -0.000219177+0.00685975j -0.00296262+0.0036566j 0.00405626-0.00138329j 0.01166+0.00268507j 0.00560006-0.0111583j -0.00355072-0.00395518j 0.00110117+0.00215637j 0.00652575+0.00291939j 0.0039297-0.00359772j 0.00168674+0.00407419j 0.00025729+0.0014117j -0.00446934-0.00196864j -3.40098e-05-0.00671735j -0.0033727+0.00650351j -0.00144032+0.00462907j -0.00729825-0.00171435j -0.00177079+0.00308973j 0.0022038+0.00429134j 0.000746431+0.00247782j 0.00822696+0.00415106j -0.00641152-0.00370323j 0.00285767+0.0055952j 0.0040392-0.000229297j 0.00448839+0.00337844j 0.00146584+0.000687241j 0.00287139-0.00358827j -0.00264285+0.00254202j 0.00240947-0.00143023j 0.00372048+5.62029e-05j -0.007369+0.011j 0.000643797-0.0016784j 0.00694577+0.00366132j 0.00034646-0.000847209j -0.00485209-4.15199e-05j 0.00296734+0.00237008j 0.00311647-0.00314624j 0.000643929+0.000460932j 0.00495031-0.00463536j 0.00429136+0.00434491j -0.00481678+0.00143098j 0.000595284+0.00409903j 0.00347691-0.00124323j -0.001666-0.0032615j 
-0.00192538+0.000362499j -0.000955375-0.00128533j 0.00660259-0.00552649j 0.00344259+0.00721073j -0.00223949-0.00933168j 0.00319085-0.00130136j -0.00288837+0.0121057j 0.0115951+0.00236464j 0.00304565-0.00342612j -0.00999775-0.00545849j 0.00470394+0.0089819j 0.00802371-0.00317701j 0.000471421+0.0114916j 0.0105003-0.00225297j 0.00707534+0.000292989j 0.00306244+0.0024602j 0.00175019+0.00875747j 0.000608138+0.00642973j -0.000852634-0.00245998j 0.00748833-0.00589307j -0.0127763+0.00040341j -0.00478441+0.00156213j 0.00616517+0.00265661j -0.00280585+0.00261645j 0.00450186-0.000592854j 0.00520658-0.00299199j -0.00693931-0.00683207j 0.0149372+0.0038929j 0.002462-0.000367667j 0.00692757-0.00256505j 0.00520792+0.0050029j -0.00826184+0.0127167j 0.00029545+0.00123871j 0.0111395-0.00565701j 0.00227595+0.00335738j -0.00625087+0.00673329j 0.00230548-0.00858459j 0.0237367+0.0155525j -0.00143989-0.0154179j 0.00569303-0.00832609j 0.00378504-0.0100356j 0.0109876+0.00968958j -0.00292026-0.00980146j 0.0038102+0.00511531j -0.00427369+0.00960047j 0.00455269-0.00223984j 0.00393439-0.00997346j -0.00267212+0.00961109j -0.00109568+0.00903829j -0.0159906+0.00243716j -0.00556708-0.00767725j 0.00159987+0.00221148j 0.00941508-0.00338977j 0.0049308+0.0174615j -0.0116763-0.00691373j -0.000581409+0.0063967j 0.00222036+0.00145381j 0.0115977-0.00939758j 0.00602949+0.00255202j -0.00217715+0.000506341j -0.00719836+0.00991254j 0.00976662+0.00677253j 0.00121674-0.0114684j -0.0171822+0.0132368j -0.00244564-0.0100528j 0.0121774+0.00354006j -0.00820938-0.000701249j -0.00313511-0.00441491j 0.0026576-0.00378738j 0.0108033-0.0100391j -0.00518308-0.00785585j 0.0066856-0.00332431j 0.00485608+0.0101903j -0.0089474+0.00244615j 0.00197876+0.00870574j 0.000485214-0.00358843j -0.00461282+0.000263826j 
0.00134911+0.00123799j -0.000958971+0.00136522j -0.00104388+0.00036857j -0.000177086-0.000596104j 3.05136e-05+0.00892603j -0.00903029-0.00236605j -0.00121594+0.000616576j -0.00202322+0.000174758j -0.00317528-0.00160143j -0.00172687+0.0069171j 0.00452764-0.00557769j 0.00977743+0.00213182j -0.00112794+0.00327247j -0.00640509+0.00643119j -0.00240017-0.00196088j -0.00506944-0.00306389j -0.00121496-0.0158598j 0.00694094-0.00570632j 0.00424418+0.0040221j 0.00279986-0.00657785j 0.00831197-0.00537136j 0.00208436+0.0031894j 0.00155753+0.00348274j -0.00413914+0.000750379j 0.000345467+0.00625609j -0.00714089+0.00104842j 0.00216979-0.00362783j -0.00121619+0.00681567j 0.00149777-0.0017358j -0.0047088-0.00334732j -0.00295693+0.00460181j -0.00403085+0.0055575j -0.00537041-1.76781e-05j 0.0017465-0.0018315j 0.00409246+0.00622766j -0.0120025+0.00135797j -0.00174453-0.00269796j 0.00226383-0.00116794j -0.00110915-0.0108782j 0.000990415+0.0030716j 0.00313658+0.00533922j 0.00466536-0.00154339j 0.0022202-0.00391277j 0.00349685-0.00110133j -2.00615e-05+0.00354303j -0.000699381-0.00267405j 0.000445094+0.00564636j -0.00259777+0.00148946j 0.00221142+0.000457489j -0.00842517-0.00353228j 0.0066946-0.00110881j 0.0120697+0.0048997j -0.00402376+0.00482277j -0.00040965-0.00215696j -0.00202087-0.00515982j 0.00837336+0.00479298j -0.00711336+0.000206358j 0.00757481-0.00101373j 0.00137509-0.00271181j -0.00216143-2.38851e-05j 0.00279163-0.00541366j -0.00107139-0.00833101j 0.00216821-0.00636197j 0.00341925+0.0115012j -0.00337974+0.000192238j 3.70014e-05-0.00334142j 0.00142014+0.00411272j -0.00265308-1.75871e-05j -0.00381363-0.003168j -0.00579277-0.00110566j -0.00108233+0.000924996j -0.00875234-0.00288338j 0.00551992-0.00894835j 0.00677278-0.00819832j -0.00778943-0.00656076j 0.00113152+0.0020597j 0.00227725-0.00097235j 
0.00224632+0.00167622j -0.000912783+0.00230289j -0.00154613+0.00621149j -0.004326+0.00128741j -0.00525363+0.00362012j -0.00204379-0.0039951j 0.00205502-0.00524059j -0.00426376+0.00181973j 0.008029+0.00217785j 0.00198657+0.00524882j 0.00560929-0.0143137j 0.00636085-0.00162864j 0.00329744+0.00240339j -0.00674773-0.000508711j 0.00445142-0.00258169j 0.000758378+0.00675257j -0.00667637-0.0153965j 0.00202121+0.005473j 0.000701565-0.0030054j 0.0108964-0.0172499j -0.000395432-0.000371881j -0.00850369+0.00114815j 0.00405679-0.00126469j -0.00885459-0.00295456j 0.00552249+0.00450056j -0.000274362+0.00316666j -0.00315981-0.00758606j -0.00271659+0.0142045j 0.00150739+0.0041065j 0.002471-0.00957235j -0.00273492+0.0033744j -0.00313844+0.0116503j 0.000899432+0.00793888j 0.0118835-0.000197428j 0.00463092-0.00249071j -0.0267939+0.00392289j -0.0048829+5.54e-06j 0.00581346-7.76334e-05j 5.00061e-05-0.00730215j 0.00580485-0.00219953j -0.00415172-0.000203292j 0.00857221+0.00388635j -0.00279483+0.00425853j 0.00410938-0.000994606j -0.000201623+0.00985233j 0.0144534-0.010729j 0.00462612+0.00762129j 0.00140637+0.00363879j 0.00532771+0.00479181j -0.0109149-0.00920831j 0.000358152-0.0066735j 0.0230584+0.00752609j -0.00189771+0.0025697j -0.00126024+0.0079274j 0.000746538-0.0114201j 0.00612763+0.0224915j -0.00561818+0.012745j 0.000253159-0.011587j 0.00978485-0.00496866j 0.000256704+0.00159513j 0.000530113-0.00693366j 0.00491694-0.00850893j -0.00114802-0.00981396j 0.0142891+0.0113363j -0.00823168-0.00479359j -0.00299255-0.009748j 0.000435253+0.00187931j 0.00347227-0.00166318j -0.00531363-0.00932798j -0.0138266-0.00356397j -0.00246854+0.013302j 0.00123258-0.0043975j 0.00587525-0.0031133j 0.00677183-0.0107336j -0.0101674-0.00535117j 0.00203104+0.00243306j 0.0035015-0.00180074j 
-0.00187417+0.00152582j -0.00174571-0.00164331j -0.00027927-0.00490861j 0.00370197-0.000464722j 0.00251001+0.00661691j -0.011244+0.000150879j -0.00143682+0.00849687j 0.00264773-0.00128368j -0.00710274+0.00347555j 0.00185496+0.00295194j -0.000790988-0.00341236j 0.0120233-0.00476501j 0.00229559+0.000622604j 0.0019033+0.0136528j -0.00831837-0.00150452j 0.00140379-0.00698439j 0.0105986+0.00920443j -0.00208036+0.00368921j -0.00490358+0.0242395j -0.00106694+0.00969094j 0.0329328+0.0011437j 0.00371502+0.0103138j 0.00355748+0.00298717j -0.000802824-0.00415142j 0.00920812-0.00191054j 0.0106495-0.00555413j 0.00397184-0.00552139j -0.00181693+0.0113797j 0.00499507-0.0043211j -0.0188427-0.00307053j -0.0114339+0.00672146j 0.000904662+0.00074677j -0.00931361-0.00237886j -0.00400736+0.00771975j 0.00969147+0.0174065j -0.000915264-0.00104542j 0.00424452+0.00322576j -0.00580481-0.00400941j 0.0039294-0.0120268j -0.0120736+0.00202939j -0.00506324+0.0138858j 0.0131282-0.00896562j 0.00636404-0.00871719j 0.00641099+0.00392058j -0.00177012-0.0102306j -0.00867788+0.00404133j -0.00348285+0.000150227j 0.00463585+0.00650228j -0.00532728+0.000742138j -0.00866322-0.00908611j 0.00639223+0.000870198j 0.00337398+0.00671486j -0.00257454+0.00375656j 0.0038969-0.00381614j -0.00271511+0.00392842j 0.00842482+0.000125347j 0.00745543-0.00499617j 0.00539365+0.0120102j 0.00540362+0.00578813j 0.0021447-0.013356j -0.0140688+0.000878089j -0.00169837-0.0126019j 0.00950364+0.00497027j 0.00307277+0.00917448j 0.0113905+0.0117884j 0.0173558-0.00843848j 0.00686762-0.00463782j -0.00830366+0.015857j 0.00692505+0.00949303j 0.00613103+0.00771221j 0.00838169-0.00536395j -0.00652564-0.00320652j 0.00160508-0.00645367j 0.0033787-0.00274201j -0.00278511-0.00394197j -0.00232963+0.00102049j 0.000503747+0.00265508j 
-0.00217082+0.00218204j -0.00242297-0.00206499j 9.02721e-05-0.00451715j 0.00373957-0.000315552j 0.00176464+0.00136725j -0.00381233+0.000322069j -0.0010855+0.00450197j 0.00175082-0.00150875j -0.0101085+0.00280175j 0.00131062+0.0128574j 0.0116196+0.00103793j 0.007187+0.00865424j -0.00906374-0.00157511j 0.00123624+0.00626952j -0.0109711+0.00129861j -0.0206781+0.00228659j -0.0162649-0.0158956j 0.00573559-0.0274594j 0.0113587-0.00554318j -0.00621645-0.000338139j -0.00127789-0.00966007j -0.000115618+0.00366984j 0.0055545+0.0142493j 9.81838e-05+0.00575927j -0.011484+0.01748j -0.00623267+0.00382963j 0.00275866+0.00173818j -0.00380576+0.00400448j -0.00674959-0.000931432j -0.0101751-0.00102951j 0.000717129-0.0103246j -0.00383039+0.00438025j -0.0129041-0.00392117j -0.00886293-0.0070302j -0.00471647+0.00625914j -0.00798178-0.00734428j -0.00616112-0.0101033j 6.40238e-05+0.00277309j -0.000185037-0.00511158j 0.00688527+0.00244375j 0.00400834-0.00146302j 0.00924666-0.000877505j -0.00375984-0.00432844j -0.00525918-0.00581935j 0.00755275+0.000221188j -0.00453131+0.00892181j -0.00684469+0.000973065j -0.00353952-0.00161554j -0.00273772-0.00298275j -0.00508331-0.00239519j 0.00954019-0.00181176j 0.00710136+0.00168366j -0.00194147+0.00305198j -0.00581693-0.00656324j -0.00304019-0.00393636j 0.000833674-0.00531918j -0.00186635+0.0052369j 0.00917784-0.00334733j -0.00709153-0.00291898j 0.00446246+0.00365156j 0.0109013-0.00143967j -0.00953493+0.00186064j -0.00443693-0.00691678j -0.00781213+0.010028j -0.0105002+0.00736886j -0.000246097+0.0125314j 0.00204682+0.0192111j -0.0226076-0.00448304j -0.00562849+0.00938706j 0.00080274-0.00357862j -0.00724037-0.00751275j -0.0141607+0.00521506j -0.000282718-0.0121415j 0.00262418-0.00168006j -0.00145266-0.00321133j -0.00181074+0.0018971j 0.00149018+0.00194383j 
