-0.000483671+1.49333e-16j -0.000103582+3.24791e-17j -0.000949552+5.26814e-18j 0.00041958-5.85352e-18j -0.000828946+1.02707e-18j -0.000872286+6.88693e-18j -0.000715754-3.09923e-19j -0.00053821-1.89892e-18j -0.00126397+6.71167e-19j -0.00103682+2.79195e-18j 0.00142475-3.68638e-18j -0.000638739+5.65878e-18j 0.00066509+1.03965e-18j -0.00208046+9.72032e-18j -0.00216466+3.14166e-17j 0.000172703-2.03682e-17j -0.000363678-1.57653e-17j 0.00124207+1.46092e-17j -0.00033407-8.45759e-18j 0.000976733+2.89259e-19j 0.000822322+7.07211e-18j 0.000522858+2.74771e-18j -7.5076e-05-2.71151e-18j -0.000122086-3.83666e-19j 0.000597401-4.41409e-18j 0.00108174+6.70011e-18j -0.000716762+4.31912e-18j 0.00285973-1.84067e-17j -5.51777e-05-5.19942e-17j -0.000708402-1.4551e-17j -0.00106106-1.99921e-17j 0.000580077-1.21758e-17j 0.000120303+6.20161e-18j 9.4105e-05+6.07558e-19j -0.000531249+2.98191e-18j -0.000827428-6.44964e-18j -0.000978035+1.18036e-17j -0.000399799-1.33464e-17j -0.00122844-4.5603e-17j 0.000351858-4.49167e-18j 7.68548e-05-2.12543e-17j 0.00215427-1.09514e-17j -0.00204384-1.4714e-17j 0.000670969-3.94276e-18j 0.000658679+8.88579e-18j 0.00139043+9.72142e-18j -0.00101178-2.39235e-18j -0.00122794-1.6301e-18j -0.000535728-1.39338e-18j -0.000706206-9.26845e-19j -0.000863078+4.92348e-19j -0.000819146+4.94421e-19j 0.000417491-4.40249e-18j 0.000941297-3.86995e-18j -0.000103223+4.37462e-17j 0.000481274-2.00656e-16j 
-1.54483e-17+4.76963e-30j -3.30836e-18+1.03737e-30j -3.03283e-17+1.68262e-31j 1.34012e-17-1.86959e-31j -2.64762e-17+3.28043e-32j -2.78605e-17+2.19966e-31j -2.28609e-17-9.89882e-33j -1.71902e-17-6.06507e-32j -4.03707e-17+2.14368e-32j -3.31156e-17+8.91736e-32j 4.5506e-17-1.17741e-31j -2.04011e-17+1.80739e-31j 2.12427e-17+3.32058e-32j -6.64489e-17+3.10463e-31j -6.91384e-17+1.00343e-30j 5.51608e-18-6.50551e-31j -1.16157e-17-5.03539e-31j 3.96714e-17+4.66612e-31j -1.067e-17-2.70132e-31j 3.11964e-17+9.23883e-33j 2.62646e-17+2.2588e-31j 1.66999e-17+8.77609e-32j -2.3979e-18-8.66044e-32j -3.89939e-18-1.22541e-32j 1.90807e-17-1.40984e-31j 3.45502e-17+2.13999e-31j -2.28931e-17+1.37951e-31j 9.13386e-17-5.87902e-31j -1.76235e-18-1.66067e-30j -2.26261e-17-4.64754e-31j -3.38898e-17-6.38538e-31j 1.85274e-17-3.88889e-31j 3.84244e-18+1.98077e-31j 3.00568e-18+1.94051e-32j -1.69679e-17+9.52409e-32j -2.64277e-17-2.05999e-31j -3.1238e-17+3.77004e-31j -1.27694e-17-4.26277e-31j -3.92359e-17-1.45654e-30j 1.12382e-17-1.43462e-31j 2.45471e-18-6.78854e-31j 6.88065e-17-3.49783e-31j -6.52793e-17-4.6996e-31j 2.14305e-17-1.2593e-31j 2.10379e-17+2.83808e-31j 4.44099e-17+3.10498e-31j -3.23157e-17-7.64107e-32j -3.92197e-17-5.20646e-32j -1.71109e-17-4.45038e-32j -2.25559e-17-2.96031e-32j -2.75664e-17+1.57254e-32j -2.61632e-17+1.57916e-32j 1.33345e-17-1.40614e-31j 3.00646e-17-1.23604e-31j -3.29689e-18+1.39724e-30j 1.53717e-17-6.40887e-30j 
0.00102373-3.16076e-16j 0.00021924-6.87448e-17j 0.00200981-1.11505e-17j -0.000888076+1.23895e-17j 0.00175454-2.17389e-18j 0.00184627-1.45768e-17j 0.00151495+6.55979e-19j 0.00113917+4.01923e-18j 0.0026753-1.42058e-18j 0.00219451-5.90939e-18j -0.00301561+7.80253e-18j 0.00135195-1.19773e-17j -0.00140772-2.2005e-18j 0.00440346-2.05739e-17j 0.00458169-6.64959e-17j -0.000365542+4.3111e-17j 0.000769755+3.33687e-17j -0.00262896-3.09217e-17j 0.000707087+1.79012e-17j -0.00206734-6.12242e-19j -0.00174051-1.49687e-17j -0.00110667-5.81577e-18j 0.000158905+5.73914e-18j 0.000258406+8.12062e-19j -0.00126445+9.3428e-18j -0.00228958-1.41814e-17j 0.00151709-9.14179e-18j -0.00605286+3.89593e-17j 0.000116788+1.1005e-16j 0.00149939+3.07985e-17j 0.00224582+4.23149e-17j -0.00122778+2.57711e-17j -0.000254632-1.31262e-17j -0.000199181-1.28595e-18j 0.00112443-6.31146e-18j 0.00175132+1.36512e-17j 0.00207009-2.49834e-17j 0.000846208+2.82487e-17j 0.0026001+9.65226e-17j -0.000744738+9.50701e-18j -0.00016267+4.49866e-17j -0.00455969+2.31795e-17j 0.00432595+3.11435e-17j -0.00142016+8.34519e-18j -0.00139415-1.88075e-17j -0.00294297-2.05762e-17j 0.00214151+5.06361e-18j 0.00259903+3.45024e-18j 0.00113391+2.9492e-18j 0.00149474+1.96175e-18j 0.00182678-1.0421e-18j 0.00173379-1.04648e-18j -0.000883656+9.31824e-18j -0.00199233+8.19107e-18j 0.00021848-9.25925e-17j -0.00101866+4.24705e-16j 
0.000438511-1.3539e-16j 9.39104e-05-2.94465e-17j 0.000860892-4.77625e-18j -0.000380404+5.30697e-18j 0.000751548-9.31176e-19j 0.000790841-6.24389e-18j 0.000648924+2.80986e-19j 0.000487957+1.72162e-18j 0.00114595-6.085e-19j 0.000940011-2.53126e-18j -0.00129172+3.34218e-18j 0.0005791-5.13042e-18j -0.00060299-9.42573e-19j 0.0018862-8.81274e-18j 0.00196255-2.84832e-17j -0.000156578+1.84664e-17j 0.000329721+1.42933e-17j -0.0011261-1.32452e-17j 0.000302878+7.66791e-18j -0.000885535-2.62251e-19j -0.000745542-6.41179e-18j -0.000474039-2.49116e-18j 6.80661e-05+2.45833e-18j 0.000110687+3.47843e-19j -0.000541621+4.00195e-18j -0.000980733-6.07452e-18j 0.000649838-3.91585e-18j -0.00259272+1.66881e-17j 5.00257e-05+4.71395e-17j 0.000642258+1.31924e-17j 0.000961989+1.81254e-17j -0.000525915+1.10389e-17j -0.000109071-5.62256e-18j -8.53184e-05-5.5083e-19j 0.000481646-2.70349e-18j 0.000750171+5.84743e-18j 0.000886716-1.07015e-17j 0.00036247+1.21002e-17j 0.00111374+4.1345e-17j -0.000319005+4.07229e-18j -6.96789e-05+1.92698e-17j -0.00195312+9.92885e-18j 0.001853+1.33402e-17j -0.00060832+3.57463e-18j -0.000597178-8.05612e-18j -0.00126061-8.81373e-18j 0.000917306+2.16898e-18j 0.00111328+1.47789e-18j 0.000485707+1.26328e-18j 0.000640267+8.40306e-19j 0.000782492-4.46377e-19j 0.000742662-4.48256e-19j -0.00037851+3.99143e-18j -0.000853408+3.50861e-18j 9.35849e-05-3.96616e-17j -0.000436338+1.81921e-16j 
2.6255e-17-8.10621e-30j 5.62271e-18-1.76306e-30j 5.15443e-17-2.85969e-31j -2.2776e-17+3.17745e-31j 4.49975e-17-5.57524e-32j 4.73501e-17-3.73842e-31j 3.88531e-17+1.68235e-32j 2.92155e-17+1.03079e-31j 6.86119e-17-3.64328e-32j 5.62814e-17-1.51555e-31j -7.73395e-17+2.00107e-31j 3.46726e-17-3.07175e-31j -3.61029e-17-5.64348e-32j 1.12933e-16-5.27646e-31j 1.17504e-16-1.70538e-30j -9.37483e-18+1.10564e-30j 1.97414e-17+8.55787e-31j -6.74233e-17-7.93029e-31j 1.81342e-17+4.59102e-31j -5.30198e-17-1.57018e-32j -4.46379e-17-3.83894e-31j -2.83822e-17-1.49154e-31j 4.07533e-18+1.47188e-31j 6.62718e-18+2.08265e-32j -3.24286e-17+2.39609e-31j -5.87196e-17-3.63701e-31j 3.89079e-17-2.34454e-31j -1.55234e-16+9.99167e-31j 2.9952e-18+2.82239e-30j 3.8454e-17+7.89871e-31j 5.75973e-17+1.08523e-30j -3.14882e-17+6.60935e-31j -6.5304e-18-3.36641e-31j -5.10828e-18-3.29799e-32j 2.88377e-17-1.61866e-31j 4.49151e-17+3.50104e-31j 5.30905e-17-6.40735e-31j 2.17022e-17+7.24478e-31j 6.66832e-17+2.47546e-30j -1.90998e-17+2.43821e-31j -4.1719e-18+1.15374e-30j -1.1694e-16+5.94472e-31j 1.10945e-16+7.98719e-31j -3.64221e-17+2.14024e-31j -3.57549e-17-4.82346e-31j -7.54767e-17-5.27706e-31j 5.4922e-17+1.29863e-31j 6.66557e-17+8.84861e-32j 2.90808e-17+7.56363e-32j 3.83348e-17+5.03118e-32j 4.68503e-17-2.6726e-32j 4.44655e-17-2.68385e-32j -2.26626e-17+2.38979e-31j -5.10962e-17+2.10071e-31j 5.60322e-18-2.37467e-30j -2.61249e-17+1.08922e-29j 
-0.000628175+1.93948e-16j -0.000134528+4.21827e-17j -0.00123324+6.84207e-18j 0.000544935-7.60234e-18j -0.00107661+1.33393e-18j -0.00113289+8.94449e-18j -0.000929595-4.02517e-19j -0.000699007-2.46625e-18j -0.0016416+8.71688e-19j -0.00134658+3.62608e-18j 0.00185042-4.78773e-18j -0.000829572+7.34942e-18j 0.000863795+1.35025e-18j -0.00270202+1.26244e-17j -0.00281138+4.08028e-17j 0.000224301-2.64535e-17j -0.000472332-2.04755e-17j 0.00161316+1.89739e-17j -0.000433878-1.09844e-17j 0.00126855+3.7568e-19j 0.001068+9.18501e-18j 0.00067907+3.56863e-18j -9.7506e-05-3.52161e-18j -0.000158561-4.98292e-19j 0.000775883-5.73286e-18j 0.00140492+8.70187e-18j -0.000930905+5.60952e-18j 0.00371411-2.3906e-17j -7.16628e-05-6.75282e-17j -0.000920047-1.88984e-17j -0.00137807-2.5965e-17j 0.000753384-1.58135e-17j 0.000156246+8.05443e-18j 0.00012222+7.89074e-19j -0.000689967+3.8728e-18j -0.00107463-8.37656e-18j -0.00127024+1.53302e-17j -0.000519245-1.73338e-17j -0.00159545-5.92275e-17j 0.000456981-5.83363e-18j 9.98163e-05-2.76043e-17j 0.00279789-1.42233e-17j -0.00265446-1.91101e-17j 0.00087143-5.12072e-18j 0.000855468+1.15405e-17j 0.00180585+1.26258e-17j -0.00131406-3.1071e-18j -0.0015948-2.11711e-18j -0.000695785-1.80967e-18j -0.000917195-1.20375e-18j -0.00112093+6.39443e-19j -0.00106388+6.42136e-19j 0.000542223-5.71779e-18j 0.00122252-5.02615e-18j -0.000134062+5.6816e-17j 0.000625062-2.60605e-16j 
2.7234e-17-8.40845e-30j 5.83236e-18-1.82879e-30j 5.34662e-17-2.96632e-31j -2.36252e-17+3.29593e-31j 4.66753e-17-5.78312e-32j 4.91156e-17-3.8778e-31j 4.03018e-17+1.74508e-32j 3.03048e-17+1.06922e-31j 7.11701e-17-3.77912e-32j 5.83799e-17-1.57205e-31j -8.02232e-17+2.07568e-31j 3.59653e-17-3.18628e-31j -3.74491e-17-5.8539e-32j 1.17144e-16-5.4732e-31j 1.21885e-16-1.76897e-30j -9.72437e-18+1.14687e-30j 2.04775e-17+8.87696e-31j -6.99372e-17-8.22598e-31j 1.88104e-17+4.7622e-31j -5.49966e-17-1.62873e-32j -4.63023e-17-3.98208e-31j -2.94405e-17-1.54715e-31j 4.22728e-18+1.52676e-31j 6.87428e-18+2.1603e-32j -3.36377e-17+2.48543e-31j -6.0909e-17-3.77262e-31j 4.03586e-17-2.43196e-31j -1.61022e-16+1.03642e-30j 3.10688e-18+2.92762e-30j 3.98878e-17+8.19321e-31j 5.97448e-17+1.12569e-30j -3.26623e-17+6.85578e-31j -6.77389e-18-3.49192e-31j -5.29875e-18-3.42096e-32j 2.99129e-17-1.67902e-31j 4.65898e-17+3.63158e-31j 5.507e-17-6.64625e-31j 2.25114e-17+7.51491e-31j 6.91695e-17+2.56776e-30j -1.9812e-17+2.52912e-31j -4.32745e-18+1.19676e-30j -1.213e-16+6.16637e-31j 1.15082e-16+8.285e-31j -3.77801e-17+2.22004e-31j -3.7088e-17-5.0033e-31j -7.82909e-17-5.47381e-31j 5.69698e-17+1.34705e-31j 6.9141e-17+9.17854e-32j 3.01651e-17+7.84564e-32j 3.97641e-17+5.21877e-32j 4.85971e-17-2.77225e-32j 4.61235e-17-2.78392e-32j -2.35076e-17+2.4789e-31j -5.30014e-17+2.17904e-31j 5.81214e-18-2.46321e-30j -2.7099e-17+1.12983e-29j 
0.000289209-8.92929e-17j 6.19363e-05-1.94207e-17j 0.00056778-3.15006e-18j -0.000250886+3.50008e-18j 0.000495664-6.14134e-19j 0.000521579-4.118e-18j 0.000427981+1.85317e-19j 0.00032182+1.13545e-18j 0.000755785-4.01321e-19j 0.000619961-1.66943e-18j -0.000851924+2.20425e-18j 0.000381931-3.38364e-18j -0.000397687-6.21651e-19j 0.001244-5.81222e-18j 0.00129435-1.87854e-17j -0.000103267+1.21791e-17j 0.000217459+9.42681e-18j -0.000742693-8.73551e-18j 0.000199755+5.05718e-18j -0.000584032-1.72961e-19j -0.000491703-4.22874e-18j -0.000312641-1.64298e-18j 4.48913e-05+1.62133e-18j 7.30009e-05+2.29411e-19j -0.000357213+2.63938e-18j -0.000646818-4.0063e-18j 0.000428584-2.5826e-18j -0.00170996+1.10062e-17j 3.29932e-05+3.10897e-17j 0.000423585+8.70072e-18j 0.000634456+1.19542e-17j -0.000346854+7.28045e-18j -7.19347e-05-3.70822e-18j -5.62696e-05-3.63286e-19j 0.000317657-1.78302e-18j 0.000494757+3.85653e-18j 0.000584811-7.05793e-18j 0.000239058+7.98039e-18j 0.00073454+2.72681e-17j -0.000210392+2.68577e-18j -4.5955e-05+1.27089e-17j -0.00128813+6.54833e-18j 0.0012221+8.79819e-18j -0.000401203+2.35756e-18j -0.000393854-5.31321e-18j -0.000831404-5.81287e-18j 0.000604986+1.43049e-18j 0.000734238+9.74708e-19j 0.000320336+8.33162e-19j 0.000422272+5.54203e-19j 0.000516073-2.94397e-19j 0.000489804-2.95636e-19j -0.000249637+2.63245e-18j -0.000562844+2.31401e-18j 6.17216e-05-2.61578e-17j -0.000287775+1.19981e-16j 
-0.000917083+2.83148e-16j -0.0001964+6.15832e-17j -0.00180043+9.98885e-18j 0.00079556-1.10988e-17j -0.00157175+1.94742e-18j -0.00165393+1.30582e-17j -0.00135713-5.87641e-19j -0.00102049-3.60052e-18j -0.0023966+1.27259e-18j -0.0019659+5.29377e-18j 0.00270145-6.98969e-18j -0.00121111+1.07295e-17j 0.00126107+1.97126e-18j -0.00394473+1.84306e-17j -0.00410438+5.95686e-17j 0.000327461-3.86198e-17j -0.000689565-2.98925e-17j 0.00235508+2.77003e-17j -0.000633425-1.60363e-17j 0.00185197+5.48461e-19j 0.00155919+1.34093e-17j 0.000991385+5.20991e-18j -0.000142351-5.14125e-18j -0.000231486-7.27464e-19j 0.00113272-8.3695e-18j 0.00205106+1.2704e-17j -0.00135904+8.18943e-18j 0.0054223-3.49007e-17j -0.000104622-9.85855e-17j -0.00134319-2.759e-17j -0.00201186-3.79067e-17j 0.00109988-2.30863e-17j 0.000228105+1.17588e-17j 0.000178431+1.15198e-18j -0.00100729+5.65396e-18j -0.00156888-1.22291e-17j -0.00185444+2.23807e-17j -0.000758054-2.53059e-17j -0.00232923-8.64672e-17j 0.000667154-8.5166e-18j 0.000145723-4.03e-17j 0.00408468-2.07648e-17j -0.00387529-2.78991e-17j 0.00127222-7.47582e-18j 0.00124891+1.68482e-17j 0.00263639+1.84326e-17j -0.00191841-4.5361e-18j -0.00232827-3.0908e-18j -0.00101579-2.64196e-18j -0.00133903-1.75738e-18j -0.00163647+9.33534e-19j -0.00155317+9.37464e-19j 0.0007916-8.3475e-18j 0.00178478-7.33775e-18j -0.000195719+8.29466e-17j 0.000912537-3.80461e-16j 
-2.21908e-17+6.85137e-30j -4.75232e-18+1.49014e-30j -4.35653e-17+2.41701e-31j 1.92503e-17-2.68558e-31j -3.80319e-17+4.7122e-32j -4.00203e-17+3.15971e-31j -3.28387e-17-1.42192e-32j -2.4693e-17-8.71222e-32j -5.79908e-17+3.0793e-32j -4.75691e-17+1.28094e-31j 6.53674e-17-1.6913e-31j -2.93053e-17+2.59624e-31j 3.05142e-17+4.76988e-32j -9.5451e-17+4.45967e-31j -9.93143e-17+1.44139e-30j 7.92361e-18-9.34489e-31j -1.66855e-17-7.23312e-31j 5.69862e-17+6.70269e-31j -1.53271e-17-3.88033e-31j 4.48123e-17+1.32712e-32j 3.7728e-17+3.24467e-31j 2.39887e-17+1.26065e-31j -3.44447e-18-1.24404e-31j -5.6013e-18-1.76025e-32j 2.74087e-17-2.02518e-31j 4.96298e-17+3.074e-31j -3.28849e-17+1.98161e-31j 1.31204e-16-8.44496e-31j -2.53154e-18-2.38549e-30j -3.25014e-17-6.67599e-31j -4.86813e-17-9.17233e-31j 2.66139e-17-5.58623e-31j 5.51949e-18+2.84529e-31j 4.31752e-18+2.78747e-32j -2.43736e-17+1.3681e-31j -3.79623e-17-2.95908e-31j -4.48721e-17+5.41549e-31j -1.83427e-17-6.12329e-31j -5.63607e-17-2.09226e-30j 1.61432e-17-2.06077e-31j 3.52609e-18-9.75145e-31j 9.88375e-17-5.02448e-31j -9.37709e-17-6.75078e-31j 3.07839e-17-1.80893e-31j 3.02201e-17+4.07679e-31j 6.37929e-17+4.46017e-31j -4.64201e-17-1.09761e-31j -5.63375e-17-7.47885e-32j -2.45791e-17-6.39278e-32j -3.24006e-17-4.25235e-32j -3.95979e-17+2.25888e-32j -3.75823e-17+2.26839e-32j 1.91544e-17-2.01985e-31j 4.31865e-17-1.77552e-31j -4.73585e-18+2.00707e-30j 2.20808e-17-9.20607e-30j 
0.000380685-1.17536e-16j 8.15267e-05-2.55635e-17j 0.000747368-4.14642e-18j -0.000330241+4.60716e-18j 0.000652443-8.08384e-19j 0.000686554-5.42053e-18j 0.000563352+2.43933e-19j 0.000423611+1.49459e-18j 0.00099484-5.28258e-19j 0.000816054-2.19747e-18j -0.00112139+2.90145e-18j 0.000502736-4.45388e-18j -0.000523475-8.18278e-19j 0.00163747-7.65062e-18j 0.00170375-2.47272e-17j -0.000135931+1.60313e-17j 0.000286242+1.24085e-17j -0.000977606-1.14985e-17j 0.000262938+6.65676e-18j -0.000768761-2.27669e-19j -0.000647229-5.56628e-18j -0.000411529-2.16266e-18j 5.90904e-05+2.13416e-18j 9.6091e-05+3.01974e-19j -0.000470199+3.47422e-18j -0.000851406-5.27349e-18j 0.000564145-3.39947e-18j -0.00225082+1.44874e-17j 4.3429e-05+4.09233e-17j 0.000557565+1.14527e-17j 0.000835133+1.57352e-17j -0.000456564+9.58325e-18j -9.46876e-05-4.88113e-18j -7.40677e-05-4.78193e-19j 0.000418132-2.34698e-18j 0.000651248+5.07635e-18j 0.000769787-9.29035e-18j 0.000314672+1.05046e-17j 0.000966875+3.5893e-17j -0.000276939+3.53528e-18j -6.04905e-05+1.67287e-17j -0.00169557+8.61956e-18j 0.00160865+1.1581e-17j -0.000528103+3.10325e-18j -0.000518429-6.99378e-18j -0.00109438-7.65148e-18j 0.000796343+1.88296e-18j 0.000966477+1.28301e-18j 0.000421658+1.09669e-18j 0.000555837+7.29497e-19j 0.000679307-3.87514e-19j 0.000644729-3.89146e-19j -0.000328597+3.46509e-18j -0.000740871+3.04594e-18j 8.1244e-05-3.44315e-17j -0.000378799+1.57931e-16j 
-3.30906e-16+1.02167e-28j -7.08659e-17+2.22207e-29j -6.4964e-16+3.60422e-30j 2.87057e-16-4.00471e-30j -5.67127e-16+7.02676e-31j -5.96778e-16+4.71172e-30j -4.89686e-16-2.12035e-31j -3.68218e-16-1.29915e-30j -8.64751e-16+4.59181e-31j -7.09343e-16+1.91012e-30j 9.7475e-16-2.52205e-30j -4.36996e-16+3.87148e-30j 4.55024e-16+7.11277e-31j -1.42335e-15+6.6502e-30j -1.48096e-15+2.14938e-29j 1.18156e-16-1.3935e-29j -2.48811e-16-1.07859e-29j 8.4977e-16+9.99495e-30j -2.28555e-16-5.7863e-30j 6.68235e-16+1.97898e-31j 5.62595e-16+4.83841e-30j 3.57716e-16+1.87986e-30j -5.13635e-17-1.85509e-30j -8.35258e-17-2.62487e-31j 4.08714e-16-3.01992e-30j 7.40073e-16+4.58391e-30j -4.90376e-16+2.95494e-30j 1.95649e-15-1.2593e-29j -3.775e-17-3.5572e-29j -4.84656e-16-9.95514e-30j -7.25928e-16-1.36776e-29j 3.96862e-16-8.3301e-30j 8.23059e-17+4.24285e-30j 6.43823e-17+4.15663e-31j -3.63456e-16+2.04008e-30j -5.66088e-16-4.41254e-30j -6.69127e-16+8.07551e-30j -2.73524e-16-9.13097e-30j -8.40442e-16-3.11995e-29j 2.40725e-16-3.073e-30j 5.25805e-17-1.45412e-29j 1.47385e-15-7.49243e-30j -1.3983e-15-1.00667e-29j 4.59046e-16-2.69746e-30j 4.50637e-16+6.07925e-30j 9.51271e-16+6.65094e-30j -6.9221e-16-1.63674e-30j -8.40096e-16-1.11524e-30j -3.66521e-16-9.53283e-31j -4.83153e-16-6.34105e-31j -5.90478e-16+3.36841e-31j -5.60422e-16+3.3826e-31j 2.85628e-16-3.01198e-30j 6.43992e-16-2.64764e-30j -7.06203e-17+2.99291e-29j 3.29265e-16-1.3728e-28j 
1.20654e-17-3.72516e-30j 2.58389e-18-8.10203e-31j 2.36869e-17-1.31416e-31j -1.04666e-17+1.46018e-31j 2.06784e-17-2.56207e-32j 2.17595e-17-1.71797e-31j 1.78547e-17+7.73115e-33j 1.34258e-17+4.73693e-32j 3.15302e-17-1.67425e-32j 2.58638e-17-6.96461e-32j -3.5541e-17+9.1958e-32j 1.59336e-17-1.4116e-31j -1.65909e-17-2.59343e-32j 5.18977e-17-2.42477e-31j 5.39982e-17-7.83699e-31j -4.30815e-18+5.08092e-31j 9.07207e-18+3.93272e-31j -3.0984e-17-3.64432e-31j 8.33349e-18+2.10978e-31j -2.4365e-17-7.21568e-33j -2.05131e-17-1.76416e-31j -1.30429e-17-6.85427e-32j 1.8728e-18+6.76395e-32j 3.04549e-18+9.57069e-33j -1.49024e-17+1.10111e-31j -2.69843e-17-1.67137e-31j 1.78799e-17-1.07742e-31j -7.1337e-17+4.59162e-31j 1.37643e-18+1.29701e-30j 1.76713e-17+3.62981e-31j 2.64685e-17+4.98709e-31j -1.44702e-17+3.03729e-31j -3.00101e-18-1.54701e-31j -2.34748e-18-1.51557e-32j 1.32522e-17-7.43848e-32j 2.06405e-17+1.60889e-31j 2.43974e-17-2.94446e-31j 9.97313e-18+3.3293e-31j 3.06439e-17+1.13758e-30j -8.77723e-18+1.12046e-31j -1.91717e-18+5.30197e-31j -5.3739e-17+2.73186e-31j 5.09842e-17+3.67047e-31j -1.67376e-17+9.83536e-32j -1.6431e-17-2.21659e-31j -3.46849e-17-2.42504e-31j 2.52391e-17+5.96781e-32j 3.06313e-17+4.06633e-32j 1.33639e-17+3.47583e-32j 1.76166e-17+2.31205e-32j 2.15298e-17-1.22818e-32j 2.04339e-17-1.23335e-32j -1.04145e-17+1.09822e-31j -2.3481e-17+9.65372e-32j 2.57493e-18-1.09126e-30j -1.20056e-17+5.00544e-30j 
-0.000350894+1.08338e-16j -7.51467e-05+2.3563e-17j -0.000688882+3.82194e-18j 0.000304397-4.24662e-18j -0.000601385+7.45122e-19j -0.000632827+4.99633e-18j -0.000519266-2.24843e-19j -0.000390461-1.37763e-18j -0.000916987+4.86919e-19j -0.000752192+2.0255e-18j 0.00103363-2.6744e-18j -0.000463393+4.10534e-18j 0.00048251+7.54243e-19j -0.00150933+7.05191e-18j -0.00157042+2.27922e-17j 0.000125293-1.47767e-17j -0.000263841-1.14375e-17j 0.000901102+1.05987e-17j -0.000242361-6.13582e-18j 0.000708601+2.09852e-19j 0.000596579+5.13068e-18j 0.000379324+1.99341e-18j -5.44662e-05-1.96715e-18j -8.85713e-05-2.78342e-19j 0.000433403-3.20234e-18j 0.000784778+4.86081e-18j -0.000519997+3.13344e-18j 0.00207468-1.33537e-17j -4.00304e-05-3.77208e-17j -0.000513932-1.05565e-17j -0.000769779-1.45039e-17j 0.000420835-8.8333e-18j 8.72777e-05+4.49915e-18j 6.82714e-05+4.40772e-19j -0.000385411+2.16332e-18j -0.000600284-4.67909e-18j -0.000709546+8.56332e-18j -0.000290047-9.68254e-18j -0.000891211-3.30841e-17j 0.000255266-3.25862e-18j 5.57567e-05-1.54196e-17j 0.00156288-7.94502e-18j -0.00148276-1.06748e-17j 0.000486775-2.8604e-18j 0.000477859+6.44647e-18j 0.00100873+7.0527e-18j -0.000734024-1.7356e-18j -0.000890844-1.1826e-18j -0.000388661-1.01087e-18j -0.000512339-6.72409e-19j -0.000626147+3.57189e-19j -0.000594275+3.58693e-19j 0.000302882-3.19392e-18j 0.000682893-2.80757e-18j -7.48862e-05+3.1737e-17j 0.000349155-1.45572e-16j 
-0.000294748+9.10029e-17j -6.31224e-05+1.97926e-17j -0.000578654+3.21039e-18j 0.00025569-3.56711e-18j -0.000505157+6.25895e-19j -0.000531568+4.19687e-18j -0.000436178-1.88866e-19j -0.000327983-1.1572e-18j -0.00077026+4.09007e-19j -0.000631834+1.7014e-18j 0.000868239-2.24646e-18j -0.000389245+3.44844e-18j 0.000405303+6.33556e-19j -0.00126782+5.92353e-18j -0.00131914+1.91452e-17j 0.000105245-1.24123e-17j -0.000221624-9.60735e-18j 0.000756916+8.9028e-18j -0.000203581-5.15403e-18j 0.000595217+1.76274e-19j 0.00050112+4.30972e-18j 0.000318628+1.67445e-18j -4.5751e-05-1.65238e-18j -7.43989e-05-2.33805e-19j 0.000364054-2.68993e-18j 0.000659205+4.08302e-18j -0.000436792+2.63206e-18j 0.00174271-1.1217e-17j -3.36251e-05-3.16851e-17j -0.000431697-8.86735e-18j -0.000646606-1.21831e-17j 0.000353497-7.41987e-18j 7.33124e-05+3.77924e-18j 5.73472e-05+3.70243e-19j -0.000323741+1.81716e-18j -0.000504232-3.93038e-18j -0.000596011+7.1931e-18j -0.000243636-8.13323e-18j -0.000748607-2.77903e-17j 0.000214421-2.73721e-18j 4.68351e-05-1.29523e-17j 0.0013128-6.67373e-18j -0.00124551-8.96668e-18j 0.000408886-2.4027e-18j 0.000401396+5.41497e-18j 0.000847326+5.92419e-18j -0.000616572-1.45789e-18j -0.000748299-9.93374e-19j -0.000326471-8.49118e-19j -0.000430359-5.64816e-19j -0.000525957+3.00035e-19j -0.000499185+3.01298e-19j 0.000254418-2.68286e-18j 0.000573623-2.35833e-18j -6.29036e-05+2.66588e-17j 0.000293287-1.22279e-16j 
