-0.00328227-2.62539e-15j -0.0011584-5.82652e-16j 0.00475719+3.16034e-17j -0.00274916-3.24189e-17j 0.00247531+8.08701e-19j 0.00520027+3.95054e-18j 0.00289353-4.07172e-18j 0.00168547+1.58044e-18j 0.00147959-2.35857e-18j 0.00494051+1.00032e-17j -0.00452298+1.09049e-17j -0.00414726-1.21302e-17j -0.00222715-1.26279e-17j 0.000943688+3.96033e-18j 0.00210993+1.84776e-17j -0.00512568-2.62576e-16j 0.00162342-1.59578e-17j 0.00179182-2.37712e-16j 0.00592114-9.92463e-17j 0.00110086-9.56219e-18j 0.00399176+3.85961e-17j -0.00236666-4.06156e-18j -0.00557766-1.24485e-17j -0.00305394+1.29843e-16j -0.00075692-1.51564e-17j 0.0030375+5.14635e-17j 0.00320961-1.23317e-16j -0.00403407+1.30587e-16j 0.00496773+2.18192e-18j 0.00191201-1.44798e-17j 0.0022763-2.97654e-17j 0.000585464+1.39123e-16j -0.000580132-1.23291e-17j 0.00153921-6.80025e-17j 0.00499937+2.00924e-17j 0.0034412+8.66763e-17j -0.00145879-2.22831e-17j 0.00344051-1.22263e-15j 0.00659312+2.72277e-15j -0.00296635-7.2415e-15j -0.00141174-6.07308e-17j 0.00346995+1.3711e-16j 0.00496221+6.81371e-18j -0.00156328+2.85866e-17j 0.000476282+1.49439e-17j 0.000503065-1.91203e-17j 0.00220801+2.40391e-17j -0.00197813+3.59738e-17j 0.00508969-3.08922e-17j -0.00364887-1.82074e-17j -0.00342736-2.30533e-17j 0.00305099+1.30345e-16j -0.000775567-3.64935e-18j -0.00307846+2.95792e-16j -0.00548248+3.88275e-17j 0.00219359-1.99865e-18j -0.00401153+2.35856e-17j 0.00103282-1.57057e-17j -0.00590414-7.55183e-17j -0.00174468-4.71499e-17j 0.00152093+1.33399e-17j -0.00499703-1.57423e-16j 0.00214078+1.29252e-17j 0.00101406-4.46979e-18j -0.00225657+5.0548e-18j -0.00411196+4.02604e-18j -0.00449491+5.71333e-18j 0.00488169-4.59491e-18j 0.0014644-3.49795e-19j 0.00168078+1.32624e-18j 0.00287822-1.83017e-17j 0.00516794-8.05014e-18j 0.0024588+2.41645e-17j -0.00273778+4.12501e-18j -0.00473425+5.50065e-18j 0.00115538+1.81508e-15j -0.00327198-8.16331e-15j 
0.000805618+6.44389e-16j 0.000284324+1.43009e-16j -0.00116763-7.75691e-18j 0.000674769+7.95706e-18j -0.000607554-1.98492e-19j -0.00127638-9.69642e-19j -0.000710203+9.99384e-19j -0.00041369-3.87911e-19j -0.000363158+5.78899e-19j -0.00121262-2.45523e-18j 0.00111014-2.67657e-18j 0.00101793+2.9773e-18j 0.000546643+3.09945e-18j -0.000231624-9.72045e-19j -0.000517871-4.53525e-18j 0.00125807+6.44479e-17j -0.000398462+3.91676e-18j -0.000439794+5.83453e-17j -0.00145331+2.43595e-17j -0.000270202+2.34699e-18j -0.000979758-9.47323e-18j 0.000580886+9.96891e-19j 0.00136901+3.05542e-18j 0.000749574-3.18693e-17j 0.000185782+3.72007e-18j -0.000745539-1.26315e-17j -0.000787784+3.02675e-17j 0.000990144-3.2052e-17j -0.00121931-5.35543e-19j -0.000469294+3.554e-18j -0.000558706+7.30577e-18j -0.000143699-3.4147e-17j 0.00014239+3.02612e-18j -0.000377793+1.66909e-17j -0.00122707-4.93158e-18j -0.000844626-2.12743e-17j 0.000358053+5.46927e-18j -0.000844456+3.00089e-16j -0.00161825-6.68292e-16j 0.000728075+1.77739e-15j 0.000346505+1.49061e-17j -0.000851681-3.3653e-17j -0.00121795-1.67239e-18j 0.000383699-7.01645e-18j -0.000116901-3.6679e-18j -0.000123475+4.693e-18j -0.000541944-5.90029e-18j 0.000485522-8.82961e-18j -0.00124924+7.58234e-18j 0.000895599+4.46892e-18j 0.000841229+5.65832e-18j -0.000748851-3.19926e-17j 0.000190359+8.95715e-19j 0.000755593-7.26008e-17j 0.00134565-9.53001e-18j -0.000538406+4.90559e-19j 0.000984609-5.78897e-18j -0.000253501+3.85489e-18j 0.00144914+1.85356e-17j 0.000428224+1.15727e-17j -0.000373305-3.27422e-18j 0.0012265+3.86388e-17j -0.000525445-3.17243e-18j -0.000248896+1.09709e-18j 0.000553864-1.24068e-18j 0.00100926-9.88173e-19j 0.00110325-1.40231e-18j -0.00119819+1.1278e-18j -0.000359429+8.58554e-20j -0.000412538-3.25518e-19j -0.000706446+4.49207e-18j -0.00126844+1.97587e-18j -0.000603501-5.93106e-18j 0.000671975-1.01246e-18j 0.001162-1.35011e-18j -0.000283583-4.45502e-16j 0.000803092+2.00365e-15j 
-0.0011277-9.02013e-16j -0.000397996-2.00184e-16j 0.00163444+1.08581e-17j -0.000944538-1.11383e-17j 0.000850451+2.77848e-19j 0.00178667+1.3573e-18j 0.000994139-1.39893e-18j 0.000579082+5.42996e-19j 0.000508347-8.10341e-19j 0.00169743+3.43681e-18j -0.00155397+3.74665e-18j -0.00142489-4.16761e-18j -0.000765189-4.33859e-18j 0.000324226+1.36066e-18j 0.000724914+6.34842e-18j -0.00176105-9.02139e-17j 0.000557765-5.48267e-18j 0.000615621-8.16716e-17j 0.00203434-3.40983e-17j 0.000378227-3.28531e-18j 0.00137146+1.32606e-17j -0.000813122-1.39544e-18j -0.00191633-4.27696e-18j -0.00104925+4.46106e-17j -0.000260057-5.20734e-18j 0.0010436+1.76815e-17j 0.00110274-4.23684e-17j -0.001386+4.48662e-17j 0.00170678+7.49651e-19j 0.000656916-4.97488e-18j 0.000782074-1.02266e-17j 0.00020115+4.77988e-17j -0.000199318-4.23595e-18j 0.000528832-2.33638e-17j 0.00171765+6.90321e-18j 0.0011823+2.97796e-17j -0.000501202-7.65586e-18j 0.00118207-4.20063e-16j 0.00226522+9.35472e-16j -0.00101916-2.48799e-15j -0.000485036-2.08655e-17j 0.00119218+4.71073e-17j 0.00170488+2.34101e-18j -0.0005371+9.8216e-18j 0.000163638+5.13431e-18j 0.00017284-6.56924e-18j 0.000758611+8.2592e-18j -0.000679632+1.23596e-17j 0.00174868-1.06137e-17j -0.00125366-6.25557e-18j -0.00117755-7.92049e-18j 0.00104824+4.47831e-17j -0.000266464-1.25382e-18j -0.00105768+1.01626e-16j -0.00188363+1.33401e-17j 0.000753658-6.86683e-19j -0.00137825+8.10337e-18j 0.00035485-5.39605e-18j -0.0020285-2.5946e-17j -0.000599426-1.61994e-17j 0.00052255+4.58324e-18j -0.00171684-5.40864e-17j 0.000735516+4.44076e-18j 0.000348403-1.5357e-18j -0.000775297+1.73669e-18j -0.00141276+1.38324e-18j -0.00154433+1.96295e-18j 0.00167722-1.57869e-18j 0.000503128-1.2018e-19j 0.00057747+4.55659e-19j 0.000988879-6.28798e-18j 0.00177556-2.76581e-18j 0.000844779+8.30227e-18j -0.000940627+1.41724e-18j -0.00162656+1.88988e-18j 0.000396958+6.23612e-16j -0.00112417-2.80469e-15j 
-0.00358496-2.8675e-15j -0.00126523-6.36384e-16j 0.00519589+3.45178e-17j -0.00300269-3.54085e-17j 0.00270358+8.83278e-19j 0.00567983+4.31486e-18j 0.00316037-4.44721e-18j 0.0018409+1.72618e-18j 0.00161603-2.57607e-18j 0.00539612+1.09256e-17j -0.00494008+1.19106e-17j -0.00452972-1.32488e-17j -0.00243254-1.37924e-17j 0.00103071+4.32555e-18j 0.0023045+2.01816e-17j -0.00559837-2.8679e-16j 0.00177313-1.74294e-17j 0.00195706-2.59634e-16j 0.00646717-1.08399e-16j 0.00120238-1.0444e-17j 0.00435987+4.21554e-17j -0.00258492-4.43612e-18j -0.00609202-1.35965e-17j -0.00333557+1.41817e-16j -0.000826722-1.65541e-17j 0.00331761+5.62094e-17j 0.0035056-1.34689e-16j -0.00440609+1.4263e-16j 0.00542585+2.38314e-18j 0.00208833-1.58151e-17j 0.00248621-3.25103e-17j 0.000639455+1.51952e-16j -0.00063363-1.34661e-17j 0.00168116-7.42736e-17j 0.0054604+2.19453e-17j 0.00375854+9.46695e-17j -0.00159332-2.4338e-17j 0.00375779-1.33538e-15j 0.00720113+2.97387e-15j -0.0032399-7.90931e-15j -0.00154193-6.63313e-17j 0.00378994+1.49754e-16j 0.00541982+7.44206e-18j -0.00170744+3.12229e-17j 0.000520204+1.6322e-17j 0.000549457-2.08836e-17j 0.00241162+2.6256e-17j -0.00216055+3.92913e-17j 0.00555905-3.3741e-17j -0.00398537-1.98865e-17j -0.00374343-2.51792e-17j 0.00333235+1.42366e-16j -0.000847089-3.98589e-18j -0.00336235+3.2307e-16j -0.00598806+4.24081e-17j 0.00239588-2.18296e-18j -0.00438146+2.57606e-17j 0.00112807-1.71541e-17j -0.00644861-8.24825e-17j -0.00190558-5.1498e-17j 0.00166119+1.45701e-17j -0.00545785-1.71941e-16j 0.0023382+1.41172e-17j 0.00110757-4.88198e-18j -0.00246467+5.52095e-18j -0.00449116+4.39732e-18j -0.00490942+6.2402e-18j 0.00533188-5.01865e-18j 0.00159944-3.82052e-19j 0.00183578+1.44854e-18j 0.00314365-1.99895e-17j 0.00564452-8.79252e-18j 0.00268555+2.63929e-17j -0.00299025+4.50541e-18j -0.00517083+6.00791e-18j 0.00126193+1.98246e-15j -0.00357372-8.91612e-15j 
-0.000981267-7.84885e-16j -0.000346316-1.74189e-16j 0.00142221+9.44814e-18j -0.000821888-9.69194e-18j 0.000740018+2.41769e-19j 0.00155467+1.18105e-18j 0.000865048-1.21728e-18j 0.000503887+4.72487e-19j 0.000442337-7.05117e-19j 0.00147701+2.99054e-18j -0.00135219+3.26014e-18j -0.00123986-3.62644e-18j -0.000665828-3.77522e-18j 0.000282125+1.18398e-18j 0.000630782+5.52407e-18j -0.00153237-7.84994e-17j 0.000485338-4.77073e-18j 0.000535682-7.10664e-17j 0.00177018-2.96706e-17j 0.000329114-2.85871e-18j 0.00119337+1.15387e-17j -0.000707537-1.21424e-18j -0.00166749-3.72159e-18j -0.000913004+3.88178e-17j -0.000226288-4.53116e-18j 0.000908088+1.53855e-17j 0.000959544-3.68667e-17j -0.00120602+3.90403e-17j 0.00148515+6.52307e-19j 0.000571614-4.32888e-18j 0.00068052-8.89864e-18j 0.00017503+4.15921e-17j -0.000173436-3.6859e-18j 0.000460163-2.033e-17j 0.00149461+6.00681e-18j 0.00102878+2.59127e-17j -0.00043612-6.66173e-18j 0.00102857-3.65517e-16j 0.00197108+8.13999e-16j -0.000886817-2.16492e-15j -0.000422053-1.8156e-17j 0.00103737+4.09903e-17j 0.0014835+2.03702e-18j -0.000467356+8.54625e-18j 0.000142389+4.46761e-18j 0.000150396-5.71621e-18j 0.000660104+7.18673e-18j -0.00059138+1.07547e-17j 0.00152161-9.23552e-18j -0.00109087-5.44327e-18j -0.00102464-6.892e-18j 0.000912122+3.8968e-17j -0.000231863-1.09101e-18j -0.000920335+8.84299e-17j -0.00163904+1.16078e-17j 0.000655794-5.97516e-19j -0.00119928+7.05113e-18j 0.000308772-4.69537e-18j -0.0017651-2.25769e-17j -0.00052159-1.40959e-17j 0.000454696+3.9881e-18j -0.00149391-4.70632e-17j 0.000640008+3.86412e-18j 0.000303163-1.33628e-18j -0.000674623+1.51118e-18j -0.00122931+1.20362e-18j -0.00134379+1.70805e-18j 0.00145943-1.37369e-18j 0.000437795-1.04574e-19j 0.000502484+3.96491e-19j 0.000860471-5.47148e-18j 0.001545-2.40667e-18j 0.000735082+7.2242e-18j -0.000818485+1.23321e-18j -0.00141535+1.64447e-18j 0.000345412+5.42634e-16j -0.00097819-2.4405e-15j 
0.00106368+8.50805e-16j 0.000375402+1.88819e-16j -0.00154165-1.02417e-17j 0.000890916+1.05059e-17j -0.00080217-2.62074e-19j -0.00168524-1.28025e-18j -0.000937701+1.31951e-18j -0.000546207-5.1217e-19j -0.000479488+7.64337e-19j -0.00160106-3.2417e-18j 0.00146575-3.53395e-18j 0.001344+3.93101e-18j 0.000721749+4.09229e-18j -0.000305819-1.28342e-18j -0.00068376-5.98802e-18j 0.00166107+8.50924e-17j -0.0005261+5.17141e-18j -0.000580672+7.7035e-17j -0.00191885+3.21626e-17j -0.000356755+3.0988e-18j -0.0012936-1.25078e-17j 0.000766961+1.31622e-18j 0.00180754+4.03415e-18j 0.000989684-4.2078e-17j 0.000245294+4.91172e-18j -0.000984356-1.66777e-17j -0.00104013+3.99631e-17j 0.00130732-4.23191e-17j -0.00160988-7.07093e-19j -0.000619622+4.69245e-18j -0.000737675+9.64602e-18j -0.00018973-4.50853e-17j 0.000188002+3.99547e-18j -0.00049881+2.20375e-17j -0.00162014-6.51131e-18j -0.00111518-2.8089e-17j 0.000472748+7.22123e-18j -0.00111496+3.96216e-16j -0.00213662-8.82365e-16j 0.000961299+2.34674e-15j 0.0004575+1.96809e-17j -0.0011245-4.4433e-17j -0.0016081-2.20811e-18j 0.000506608-9.26402e-18j -0.000154348-4.84283e-18j -0.000163027+6.1963e-18j -0.000715544-7.79032e-18j 0.000641049-1.1658e-17j -0.00164941+1.00112e-17j 0.00118248+5.90044e-18j 0.0011107+7.47083e-18j -0.000988729-4.22408e-17j 0.000251337+1.18264e-18j 0.000997631-9.58569e-17j 0.0017767-1.25827e-17j -0.000710872+6.47699e-19j 0.00130001-7.64334e-18j -0.000334705+5.08972e-18j 0.00191335+2.44731e-17j 0.000565397+1.52798e-17j -0.000492885-4.32305e-18j 0.00161938+5.10159e-17j -0.00069376-4.18866e-18j -0.000328624+1.44852e-18j 0.000731283-1.6381e-18j 0.00133256-1.30471e-18j 0.00145666-1.85151e-18j -0.001582+1.48906e-18j -0.000474565+1.13357e-19j -0.000544686-4.29791e-19j -0.00093274+5.93101e-18j -0.00167476+2.6088e-18j -0.00079682-7.83094e-18j 0.000887227-1.33679e-18j 0.00153422-1.78259e-18j -0.000374422-5.88209e-16j 0.00106035+2.64547e-15j 
-0.00134452-1.07544e-15j -0.000474517-2.38672e-16j 0.00194869+1.29457e-17j -0.00112614-1.32798e-17j 0.00101396+3.31268e-19j 0.00213019+1.61826e-18j 0.00118528-1.6679e-18j 0.000690419+6.47395e-19j 0.000606084-9.66141e-19j 0.00202378+4.09759e-18j -0.00185275+4.46699e-18j -0.00169884-4.96889e-18j -0.000912308-5.17275e-18j 0.000386563+1.62227e-18j 0.000864289+7.569e-18j -0.00209963-1.07559e-16j 0.000665003-6.53679e-18j 0.000733984-9.73741e-17j 0.00242548-4.06543e-17j 0.000450947-3.91696e-18j 0.00163514+1.58101e-17j -0.000969457-1.66374e-18j -0.00228478-5.09927e-18j -0.00125099+5.31876e-17j -0.000310057-6.20853e-18j 0.00124425+2.1081e-17j 0.00131475-5.05143e-17j -0.00165248+5.34924e-17j 0.00203493+8.93782e-19j 0.000783217-5.93137e-18j 0.000932439-1.21928e-17j 0.000239824+5.69889e-17j -0.000237639-5.05037e-18j 0.000630508-2.78559e-17j 0.00204789+8.23045e-18j 0.00140962+3.55052e-17j -0.000597565-9.12782e-18j 0.00140934-5.00827e-16j 0.00270074+1.11533e-15j -0.00121511-2.96634e-15j -0.000578291-2.48772e-17j 0.00142139+5.61644e-17j 0.00203267+2.7911e-18j -0.000640365+1.171e-17j 0.0001951+6.12145e-18j 0.000206071-7.83227e-18j 0.000904466+9.84716e-18j -0.000810301+1.4736e-17j 0.00208489-1.26544e-17j -0.00149469-7.4583e-18j -0.00140395-9.44332e-18j 0.00124978+5.33934e-17j -0.000317696-1.49488e-18j -0.00126103+1.21165e-16j -0.00224579+1.59049e-17j 0.00089856-8.18708e-19j -0.00164324+9.66137e-18j 0.000423075-6.43353e-18j -0.00241851-3.09346e-17j -0.000714675-1.9314e-17j 0.000623019+5.46444e-18j -0.00204693-6.44853e-17j 0.00087693+5.29456e-18j 0.000415389-1.83096e-18j -0.000924359+2.0706e-18j -0.00168438+1.64919e-18j -0.00184125+2.34035e-18j 0.00199969-1.88221e-18j 0.000599861-1.43286e-19j 0.000688497+5.43266e-19j 0.00117901-7.49694e-18j 0.00211694-3.29758e-18j 0.0010072+9.8985e-18j -0.00112148+1.68973e-18j -0.00193929+2.25323e-18j 0.000473279+7.4351e-16j -0.0013403-3.34394e-15j 
0.00119438+9.55345e-16j 0.000421528+2.1202e-16j -0.00173108-1.15001e-17j 0.00100039+1.17968e-17j -0.000900735-2.94276e-19j -0.00189231-1.43755e-18j -0.00105292+1.48165e-18j -0.000613321-5.75101e-19j -0.000538403+8.58253e-19j -0.00179779-3.64002e-18j 0.00164585-3.96817e-18j 0.00150914+4.41402e-18j 0.000810432+4.59511e-18j -0.000343396-1.44112e-18j -0.000767775-6.72378e-18j 0.00186517+9.55479e-17j -0.000590743+5.80684e-18j -0.000652021+8.65005e-17j -0.00215463+3.61145e-17j -0.00040059+3.47956e-18j -0.00145255-1.40446e-17j 0.000861199+1.47795e-18j 0.00202964+4.52984e-18j 0.00111129-4.72482e-17j 0.000275433+5.51523e-18j -0.00110531-1.87269e-17j -0.00116794+4.48734e-17j 0.00146795-4.7519e-17j -0.00180769-7.93975e-19j -0.000695756+5.26902e-18j -0.000828315+1.08312e-17j -0.000213043-5.0625e-17j 0.000211102+4.4864e-18j -0.0005601+2.47452e-17j -0.00181921-7.31137e-18j -0.00125221-3.15404e-17j 0.000530836+8.10852e-18j -0.00125196+4.449e-16j -0.00239915-9.90783e-16j 0.00107942+2.63509e-15j 0.000513714+2.20992e-17j -0.00126267-4.98926e-17j -0.00180569-2.47942e-18j 0.000568856-1.04023e-17j -0.000173313-5.43788e-18j -0.000183059+6.95765e-18j -0.000803465-8.74754e-18j 0.000719816-1.30904e-17j -0.00185207+1.12413e-17j 0.00132778+6.62544e-18j 0.00124717+8.38879e-18j -0.00111022-4.7431e-17j 0.000282219+1.32795e-18j 0.00112021-1.07635e-16j 0.001995-1.41288e-17j -0.000798219+7.27283e-19j 0.00145974-8.58249e-18j -0.000375831+5.7151e-18j 0.00214844+2.74801e-17j 0.000634868+1.71573e-17j -0.000553447-4.85423e-18j 0.00181836+5.72843e-17j -0.000779004-4.70333e-18j -0.000369003+1.6265e-18j 0.000821137-1.83938e-18j 0.00149629-1.46503e-18j 0.00163564-2.07901e-18j -0.00177639+1.67203e-18j -0.000532876+1.27286e-19j -0.000611613-4.82601e-19j -0.00104735+6.65977e-18j -0.00188055+2.92934e-18j -0.000894727-8.79315e-18j 0.000996243-1.50104e-18j 0.00172273-2.00162e-18j -0.000420428-6.60483e-16j 0.00119063+2.97052e-15j 
-0.00100956-8.07517e-16j -0.000356302-1.79212e-16j 0.00146322+9.72058e-18j -0.000845587-9.97141e-18j 0.000761357+2.4874e-19j 0.0015995+1.21511e-18j 0.000889992-1.25238e-18j 0.000518417+4.86111e-19j 0.000455092-7.25449e-19j 0.0015196+3.07677e-18j -0.00139118+3.35414e-18j -0.00127561-3.73101e-18j -0.000685027-3.88407e-18j 0.00029026+1.21812e-18j 0.000648971+5.68335e-18j -0.00157656-8.0763e-17j 0.000499333-4.9083e-18j 0.000551128-7.31156e-17j 0.00182122-3.05262e-17j 0.000338604-2.94114e-18j 0.00122779+1.18714e-17j -0.000727939-1.24926e-18j -0.00171557-3.8289e-18j -0.00093933+3.99371e-17j -0.000232813-4.66181e-18j 0.000934273+1.58291e-17j 0.000987213-3.79298e-17j -0.0012408+4.0166e-17j 0.00152797+6.71116e-19j 0.000588096-4.4537e-18j 0.000700143-9.15524e-18j 0.000180077+4.27914e-17j -0.000178437-3.79218e-18j 0.000473431-2.09162e-17j 0.00153771+6.18002e-18j 0.00105844+2.66599e-17j -0.000448695-6.85382e-18j 0.00105823-3.76057e-16j 0.00202791+8.37471e-16j -0.000912389-2.22734e-15j -0.000434223-1.86796e-17j 0.00106729+4.21723e-17j 0.00152628+2.09576e-18j -0.000480832+8.79268e-18j 0.000146495+4.59643e-18j 0.000154733-5.88104e-18j 0.000679138+7.39396e-18j -0.000608433+1.10648e-17j 0.00156549-9.50182e-18j -0.00112232-5.60023e-18j -0.00105419-7.09073e-18j 0.000938423+4.00916e-17j -0.000238549-1.12247e-18j -0.000946873+9.09798e-17j -0.0016863+1.19426e-17j 0.000674704-6.14745e-19j -0.00123386+7.25445e-18j 0.000317675-4.83076e-18j -0.001816-2.32279e-17j -0.00053663-1.45024e-17j 0.000467807+4.10309e-18j -0.00153699-4.84202e-17j 0.000658462+3.97554e-18j 0.000311904-1.37482e-18j -0.000694076+1.55476e-18j -0.00126476+1.23833e-18j -0.00138254+1.75731e-18j 0.00150151-1.4133e-18j 0.000450419-1.0759e-19j 0.000516973+4.07924e-19j 0.000885283-5.62925e-18j 0.00158955-2.47606e-18j 0.000756279+7.43251e-18j -0.000842086+1.26877e-18j -0.00145616+1.69189e-18j 0.000355372+5.58281e-16j -0.0010064-2.51087e-15j 
0.000304852+2.43841e-16j 0.00010759+5.41157e-17j -0.000441839-2.93527e-18j 0.000255337+3.01101e-18j -0.000229903-7.51107e-20j -0.000482992-3.6692e-19j -0.000268746+3.78174e-19j -0.000156543-1.46788e-19j -0.000137422+2.1906e-19j -0.000458866-9.29075e-19j 0.000420086-1.01283e-18j 0.00038519+1.12663e-18j 0.000206854+1.17285e-18j -8.76481e-05-3.67829e-19j -0.000195966-1.71617e-18j 0.000476064+2.43876e-17j -0.000150781+1.48213e-18j -0.000166421+2.20783e-17j -0.000549945+9.21782e-18j -0.000102246+8.88119e-19j -0.000370748-3.58474e-18j 0.000219812+3.77231e-19j 0.000518043+1.15619e-18j 0.000283644-1.20596e-17j 7.03014e-05+1.4077e-18j -0.000282117-4.77984e-18j -0.000298103+1.14535e-17j 0.000374678-1.21287e-17j -0.000461394-2.02653e-19j -0.000177584+1.34486e-18j -0.000211418+2.76456e-18j -5.43769e-05-1.29215e-17j 5.38816e-05+1.14511e-18j -0.000142959+6.31595e-18j -0.000464332-1.86615e-18j -0.000319613-8.05034e-18j 0.00013549+2.06961e-18j -0.000319548+1.13556e-16j -0.000612357-2.52887e-16j 0.000275509+6.72578e-16j 0.00013112+5.64057e-18j -0.000322282-1.27345e-17j -0.000460882-6.32845e-19j 0.000145194-2.65508e-18j -4.42363e-05-1.38796e-18j -4.67238e-05+1.77586e-18j -0.000205076-2.23271e-18j 0.000183725-3.34119e-18j -0.000472721+2.86921e-18j 0.000338901+1.69107e-18j 0.000318327+2.14115e-18j -0.000283371-1.21062e-17j 7.20333e-05+3.38945e-19j 0.000285922-2.74727e-17j 0.000509203-3.60623e-18j -0.000203737+1.85631e-19j 0.000372583-2.19059e-18j -9.59267e-05+1.45872e-18j 0.000548366+7.014e-18j 0.000162043+4.3792e-18j -0.000141261-1.23899e-18j 0.000464115+1.46212e-17j -0.000198832-1.20047e-18j -9.4184e-05+4.15146e-19j 0.000209586-4.69481e-19j 0.000381912-3.73932e-19j 0.000417479-5.30644e-19j -0.000453403+4.26767e-19j -0.000136011+3.24883e-20j -0.000156108-1.23179e-19j -0.000267324+1.69983e-18j -0.000479989+7.47683e-19j -0.000228369-2.24435e-18j 0.00025428-3.83124e-19j 0.000439709-5.10891e-19j -0.00010731-1.68581e-16j 0.000303896+7.58194e-16j 
-0.00209071-1.6723e-15j -0.000737869-3.71132e-16j 0.00303019+2.01304e-17j -0.00175114-2.06499e-17j 0.0015767+5.15119e-19j 0.00331242+2.51638e-18j 0.00184309-2.59356e-18j 0.00107359+1.00669e-18j 0.000942454-1.50234e-18j 0.00314696+6.37171e-18j -0.002881+6.94613e-18j -0.00264168-7.72658e-18j -0.00141863-8.04357e-18j 0.000601102+2.52262e-18j 0.00134396+1.17697e-17j -0.00326491-1.67253e-16j 0.00103407-1.01646e-17j 0.00114134-1.51416e-16j 0.00377159-6.32169e-17j 0.000701218-6.09083e-18j 0.00254263+2.45846e-17j -0.0015075-2.5871e-18j -0.0035528-7.92931e-18j -0.00194527+8.27062e-17j -0.000482136-9.6542e-18j 0.00193479+3.27807e-17j 0.00204443-7.85492e-17j -0.00256959+8.31802e-17j 0.0031643+1.38982e-18j 0.00121789-9.22322e-18j 0.00144993-1.89597e-17j 0.000372924+8.86171e-17j -0.000369527-7.85327e-18j 0.000980434-4.33156e-17j 0.00318445+1.27983e-17j 0.00219194+5.52102e-17j -0.000929207-1.41937e-17j 0.0021915-7.7878e-16j 0.00419962+1.73433e-15j -0.00188948-4.61262e-15j -0.000899236-3.86837e-17j 0.00221025+8.7335e-17j 0.00316078+4.34013e-18j -0.000995761+1.82088e-17j 0.000303378+9.5188e-18j 0.000320438-1.21791e-17j 0.00140643+1.53122e-17j -0.00126001+2.29143e-17j 0.00324198-1.96774e-17j -0.00232423-1.15976e-17j -0.00218313-1.46843e-17j 0.00194339+8.30261e-17j -0.000494013-2.32453e-18j -0.00196089+1.88411e-16j -0.00349218+2.4732e-17j 0.00139725-1.27308e-18j -0.00255522+1.50233e-17j 0.000657877-1.00041e-17j -0.00376076-4.81029e-17j -0.00111131-3.00331e-17j 0.000968787+8.49714e-18j -0.00318296-1.00274e-16j 0.00136362+8.23299e-18j 0.000645926-2.84712e-18j -0.00143737+3.21976e-18j -0.0026192+2.56447e-18j -0.00286312+3.63922e-18j 0.00310949-2.92682e-18j 0.000932778-2.22809e-19j 0.00107061+8.44774e-19j 0.00183334-1.16577e-17j 0.00329182-5.1277e-18j 0.00156619+1.53921e-17j -0.00174388+2.62751e-18j -0.00301558+3.50375e-18j 0.000735944+1.15615e-15j -0.00208416-5.19979e-15j 
0.000687495+5.49905e-16j 0.000242635+1.2204e-16j -0.000996425-6.61955e-18j 0.000575831+6.79036e-18j -0.000518471-1.69388e-19j -0.00108923-8.27468e-19j -0.000606069+8.52849e-19j -0.000353033-3.31033e-19j -0.00030991+4.94018e-19j -0.00103482-2.09523e-18j 0.000947368-2.28411e-18j 0.000868672+2.54075e-18j 0.000466492+2.64499e-18j -0.000197662-8.29519e-19j -0.000441938-3.87027e-18j 0.00107361+5.49982e-17j -0.000340037+3.34247e-18j -0.000375309+4.97905e-17j -0.00124022+2.07878e-17j -0.000230583+2.00286e-18j -0.000836101-8.08422e-18j 0.000495714+8.50722e-19j 0.00116828+2.60742e-18j 0.000639668-2.71965e-17j 0.000158542+3.17462e-18j -0.000636224-1.07794e-17j -0.000672275+2.58296e-17j 0.000844964-2.73524e-17j -0.00104052-4.57019e-19j -0.000400484+3.0329e-18j -0.000476785+6.23456e-18j -0.000122629-2.91402e-17j 0.000121512+2.58241e-18j -0.000322399+1.42436e-17j -0.00104715-4.20849e-18j -0.000720783-1.81549e-17j 0.000305554+4.66734e-18j -0.000720637+2.56088e-16j -0.00138097-5.70304e-16j 0.000621321+1.51678e-15j 0.000295698+1.27205e-17j -0.000726804-2.87186e-17j -0.00103937-1.42718e-18j 0.000327439-5.98767e-18j -9.97606e-05-3.13009e-18j -0.00010537+4.00489e-18j -0.000462482-5.03516e-18j 0.000414333-7.53496e-18j -0.00106607+6.47058e-18j 0.000764281+3.81366e-18j 0.000717884+4.82866e-18j -0.00063905-2.73017e-17j 0.000162448+7.64381e-19j 0.000644804-6.19557e-17j 0.00114834-8.13268e-18j -0.000459462+4.18631e-19j 0.000840241-4.94016e-18j -0.000216332+3.28966e-18j 0.00123666+1.58178e-17j 0.000365436+9.87587e-18j -0.000318569-2.79414e-18j 0.00104666+3.29734e-17j -0.000448402-2.70728e-18j -0.000212402+9.36227e-19j 0.000472654-1.05876e-18j 0.000861278-8.43282e-19j 0.000941488-1.1967e-18j -0.0010225+9.62435e-19j -0.000306728+7.32668e-20j -0.00035205-2.77789e-19j -0.000602863+3.83342e-18j -0.00108246+1.68616e-18j -0.000515013-5.06141e-18j 0.000573446-8.64012e-19j 0.00099162-1.15215e-18j -0.000242002-3.8018e-16j 0.000685339+1.70986e-15j 
