-0.00328227-2.62539e-15j -0.0011584-5.82652e-16j 0.00475719+3.16034e-17j -0.00274916-3.24189e-17j 0.00247531+8.08701e-19j 0.00520027+3.95054e-18j 0.00289353-4.07172e-18j 0.00168547+1.58044e-18j 0.00147959-2.35857e-18j 0.00494051+1.00032e-17j -0.00452298+1.09049e-17j -0.00414726-1.21302e-17j -0.00222715-1.26279e-17j 0.000943688+3.96033e-18j 0.00210993+1.84776e-17j -0.00512568-2.62576e-16j 0.00162342-1.59578e-17j 0.00179182-2.37712e-16j 0.00592114-9.92463e-17j 0.00110086-9.56219e-18j 0.00399176+3.85961e-17j -0.00236666-4.06156e-18j -0.00557766-1.24485e-17j -0.00305394+1.29843e-16j -0.00075692-1.51564e-17j 0.0030375+5.14635e-17j 0.00320961-1.23317e-16j -0.00403407+1.30587e-16j 0.00496773+2.18192e-18j 0.00191201-1.44798e-17j 0.0022763-2.97654e-17j 0.000585464+1.39123e-16j -0.000580132-1.23291e-17j 0.00153921-6.80025e-17j 0.00499937+2.00924e-17j 0.0034412+8.66763e-17j -0.00145879-2.22831e-17j 0.00344051-1.22263e-15j 0.00659312+2.72277e-15j -0.00296635-7.2415e-15j -0.00141174-6.07308e-17j 0.00346995+1.3711e-16j 0.00496221+6.81371e-18j -0.00156328+2.85866e-17j 0.000476282+1.49439e-17j 0.000503065-1.91203e-17j 0.00220801+2.40391e-17j -0.00197813+3.59738e-17j 0.00508969-3.08922e-17j -0.00364887-1.82074e-17j -0.00342736-2.30533e-17j 0.00305099+1.30345e-16j -0.000775567-3.64935e-18j -0.00307846+2.95792e-16j -0.00548248+3.88275e-17j 0.00219359-1.99865e-18j -0.00401153+2.35856e-17j 0.00103282-1.57057e-17j -0.00590414-7.55183e-17j -0.00174468-4.71499e-17j 0.00152093+1.33399e-17j -0.00499703-1.57423e-16j 0.00214078+1.29252e-17j 0.00101406-4.46979e-18j -0.00225657+5.0548e-18j -0.00411196+4.02604e-18j -0.00449491+5.71333e-18j 0.00488169-4.59491e-18j 0.0014644-3.49795e-19j 0.00168078+1.32624e-18j 0.00287822-1.83017e-17j 0.00516794-8.05014e-18j 0.0024588+2.41645e-17j -0.00273778+4.12501e-18j -0.00473425+5.50065e-18j 0.00115538+1.81508e-15j -0.00327198-8.16331e-15j 
-0.0123641-9.88965e-15j -0.00436362-2.19481e-15j 0.01792+1.19048e-16j -0.0103559-1.2212e-16j 0.00932433+3.04632e-18j 0.019589+1.48814e-17j 0.0108997-1.53379e-17j 0.00634904+5.9534e-18j 0.00557351-8.88456e-18j 0.0186106+3.76812e-17j -0.0170377+4.10781e-17j -0.0156224-4.56936e-17j -0.00838952-4.75682e-17j 0.00355481+1.49183e-17j 0.00794794+6.9604e-17j -0.0193081-9.89103e-16j 0.00611532-6.01119e-17j 0.00674966-8.95445e-16j 0.0223045-3.73854e-16j 0.00414688-3.60201e-17j 0.0150367+1.45389e-16j -0.00891506-1.52996e-17j -0.0210106-4.68925e-17j -0.011504+4.89109e-16j -0.00285126-5.70932e-17j 0.011442+1.93859e-16j 0.0120904-4.64526e-16j -0.0151961+4.91912e-16j 0.0187131+8.21916e-18j 0.00720241-5.45445e-17j 0.00857464-1.12124e-16j 0.0022054+5.24065e-16j -0.00218531-4.64428e-17j 0.00579811-2.56161e-16j 0.0188323+7.56867e-17j 0.0129628+3.26503e-16j -0.00549516-8.39387e-17j 0.0129601-4.60556e-15j 0.0248358+1.02565e-14j -0.011174-2.72782e-14j -0.00531792-2.28769e-16j 0.013071+5.16483e-16j 0.0186923+2.56667e-17j -0.00588875+1.07684e-16j 0.00179412+5.62924e-17j 0.00189501-7.2025e-17j 0.0083174+9.05537e-17j -0.00745147+1.35511e-16j 0.0191725-1.16369e-16j -0.0137451-6.8586e-17j -0.0129106-8.68401e-17j 0.0114929+4.91001e-16j -0.00292151-1.37468e-17j -0.0115963+1.11423e-15j -0.0206521+1.4626e-16j 0.00826309-7.52877e-18j -0.0151111+8.88452e-17j 0.00389057-5.91622e-17j -0.0222405-2.84472e-16j -0.0065721-1.7761e-16j 0.00572923+5.02506e-17j -0.0188235-5.93002e-16j 0.00806418+4.86884e-17j 0.00381989-1.68374e-17j -0.00850034+1.90411e-17j -0.0154895+1.51658e-17j -0.016932+2.15217e-17j 0.018389-1.73087e-17j 0.00551628-1.31765e-18j 0.00633137+4.99584e-18j 0.0108421-6.89413e-17j 0.0194672-3.03243e-17j 0.00926214+9.10259e-17j -0.010313+1.55386e-17j -0.0178336+2.07206e-17j 0.00435224+6.83727e-15j -0.0123253-3.07506e-14j 
-0.0162519-1.29994e-14j -0.00573575-2.88496e-15j 0.0235549+1.56482e-16j -0.0136123-1.6052e-16j 0.0122563+4.00422e-18j 0.0257487+1.95608e-17j 0.0143271-2.01608e-17j 0.00834548+7.82542e-18j 0.00732608-1.16783e-17j 0.0244626+4.95299e-17j -0.0223952+5.3995e-17j -0.0205349-6.00618e-17j -0.0110276-6.25259e-17j 0.0046726+1.96093e-17j 0.0104471+9.14907e-17j -0.0253794-1.30012e-15j 0.00803826-7.90138e-17j 0.00887207-1.17702e-15j 0.0293181-4.91411e-16j 0.00545085-4.73465e-17j 0.0197649+1.91106e-16j -0.0117184-2.01105e-17j -0.0276174-6.16377e-17j -0.0151214+6.42908e-16j -0.00374783-7.50459e-17j 0.0150399+2.54818e-16j 0.0158922-6.10595e-16j -0.0199744+6.46593e-16j 0.0245973+1.08036e-17j 0.00946718-7.16958e-17j 0.0112709-1.47381e-16j 0.00289888+6.88856e-16j -0.00287248-6.10466e-17j 0.00762131-3.36709e-16j 0.024754+9.94861e-17j 0.0170389+4.29171e-16j -0.0072231-1.10333e-16j 0.0170354-6.05377e-15j 0.0326454+1.34816e-14j -0.0146876-3.58558e-14j -0.00699012-3.00704e-16j 0.0171812+6.7889e-16j 0.02457+3.37376e-17j -0.00774045+1.41545e-16j 0.00235828+7.39934e-17j 0.00249089-9.4673e-17j 0.0109328+1.19028e-16j -0.00979456+1.78122e-16j 0.0252012-1.52961e-16j -0.0180671-9.01526e-17j -0.0169703-1.14147e-16j 0.0151068+6.45395e-16j -0.00384016-1.80695e-17j -0.0152428+1.46459e-15j -0.0271461+1.92251e-16j 0.0108614-9.89617e-18j -0.0198628+1.16782e-16j 0.00511394-7.77656e-17j -0.0292339-3.73923e-16j -0.00863867-2.33459e-16j 0.00753077+6.60517e-17j -0.0247424-7.7947e-16j 0.0105999+6.39983e-17j 0.00502104-2.21318e-17j -0.0111732+2.50285e-17j -0.0203601+1.99347e-17j -0.0222562+2.82891e-17j 0.0241713-2.27514e-17j 0.00725086-1.73198e-18j 0.00832224+6.56676e-18j 0.0142513-9.06197e-17j 0.0255887-3.98597e-17j 0.0121746+1.19649e-16j -0.0135559+2.04247e-17j -0.0234413+2.72361e-17j 0.00572079+8.98722e-15j -0.016201-4.042e-14j 
-0.003455-2.76355e-15j -0.00121936-6.13314e-16j 0.00500753+3.32665e-17j -0.00289384-3.41249e-17j 0.00260558+8.51259e-19j 0.00547393+4.15844e-18j 0.0030458-4.28599e-18j 0.00177417+1.66361e-18j 0.00155745-2.48269e-18j 0.0052005+1.05296e-17j -0.004761+1.14788e-17j -0.00436551-1.27685e-17j -0.00234435-1.32924e-17j 0.000993349+4.16875e-18j 0.00222096+1.945e-17j -0.00539542-2.76393e-16j 0.00170886-1.67976e-17j 0.00188611-2.50222e-16j 0.00623273-1.04469e-16j 0.0011588-1.00654e-17j 0.00420182+4.06272e-17j -0.00249121-4.2753e-18j -0.00587118-1.31036e-17j -0.00321465+1.36676e-16j -0.000796752-1.5954e-17j 0.00319734+5.41718e-17j 0.00337852-1.29806e-16j -0.00424637+1.37459e-16j 0.00522915+2.29675e-18j 0.00201263-1.52418e-17j 0.00239608-3.13318e-17j 0.000616274+1.46444e-16j -0.000610661-1.29779e-17j 0.00162021-7.15811e-17j 0.00526246+2.11498e-17j 0.00362229+9.12376e-17j -0.00153556-2.34557e-17j 0.00362156-1.28697e-15j 0.00694008+2.86606e-15j -0.00312245-7.62259e-15j -0.00148603-6.39267e-17j 0.00365255+1.44325e-16j 0.00522335+7.17227e-18j -0.00164554+3.0091e-17j 0.000501346+1.57303e-17j 0.000529539-2.01265e-17j 0.0023242+2.53042e-17j -0.00208223+3.7867e-17j 0.00535753-3.25179e-17j -0.0038409-1.91656e-17j -0.00360772-2.42664e-17j 0.00321155+1.37205e-16j -0.000816381-3.84139e-18j -0.00324046+3.11358e-16j -0.00577099+4.08707e-17j 0.00230903-2.10383e-18j -0.00422263+2.48268e-17j 0.00108717-1.65322e-17j -0.00621485-7.94924e-17j -0.0018365-4.96312e-17j 0.00160097+1.40419e-17j -0.00526-1.65708e-16j 0.00225344+1.36054e-17j 0.00106742-4.70501e-18j -0.00237532+5.32081e-18j -0.00432835+4.23791e-18j -0.00473145+6.01399e-18j 0.00513859-4.83671e-18j 0.00154146-3.68202e-19j 0.00176923+1.39603e-18j 0.00302969-1.92649e-17j 0.0054399-8.47378e-18j 0.0025882+2.54361e-17j -0.00288185+4.34209e-18j -0.00498339+5.79012e-18j 0.00121618+1.91059e-15j -0.00344417-8.5929e-15j 
-0.023861-1.90857e-14j -0.00842119-4.23568e-15j 0.0345831+2.29746e-16j -0.0199855-2.35674e-16j 0.0179947+5.87898e-18j 0.0378042+2.87191e-17j 0.021035-2.96e-17j 0.0122528+1.14892e-17j 0.0107561-1.7146e-17j 0.0359158+7.27195e-17j -0.0328805+7.92752e-17j -0.0301492-8.81823e-17j -0.0161906-9.18001e-17j 0.00686029+2.87903e-17j 0.0153384+1.34326e-16j -0.037262-1.90883e-15j 0.0118017-1.16008e-16j 0.0130259-1.72809e-15j 0.0430446-7.21486e-16j 0.0080029-6.95138e-17j 0.0290187+2.80581e-16j -0.0172048-2.95262e-17j -0.0405476-9.04961e-17j -0.0222011+9.43914e-16j -0.00550255-1.10182e-16j 0.0220815+3.74122e-16j 0.0233328-8.96471e-16j -0.0293263+9.49324e-16j 0.0361137+1.58618e-17j 0.0138997-1.05263e-16j 0.0165479-2.16384e-16j 0.00425612+1.01137e-15j -0.00421736-8.96283e-17j 0.0111896-4.94355e-16j 0.0363437+1.46065e-16j 0.0250164+6.30107e-16j -0.0106049-1.6199e-16j 0.0250113-8.88811e-15j 0.0479297+1.97936e-14j -0.0215643-5.26432e-14j -0.0102629-4.41492e-16j 0.0252253+9.96742e-16j 0.0360736+4.95333e-17j -0.0113645+2.07815e-16j 0.00346241+1.08637e-16j 0.00365711-1.38998e-16j 0.0160514+1.74756e-16j -0.0143803+2.61517e-16j 0.0370003-2.24576e-16j -0.0265261-1.32362e-16j -0.0249157-1.67589e-16j 0.0221796+9.47565e-16j -0.00563811-2.65295e-17j -0.0223794+2.15031e-15j -0.0398557+2.82262e-16j 0.0159466-1.45295e-17j -0.0291624+1.71459e-16j 0.00750826-1.14175e-16j -0.0429211-5.48992e-16j -0.0126833-3.42764e-16j 0.0110566+9.69767e-17j -0.0363267-1.14441e-15j 0.0155628+9.3962e-17j 0.00737186-3.24938e-17j -0.0164045+3.67467e-17j -0.0298925+2.9268e-17j -0.0326764+4.15339e-17j 0.0354882-3.34034e-17j 0.0106457-2.54289e-18j 0.0122187+9.64128e-18j 0.0209237-1.33047e-16j 0.0375691-5.85218e-17j 0.0178747+1.75667e-16j -0.0199027+2.99874e-17j -0.0344164+3.99878e-17j 0.00839922+1.3195e-14j -0.0237862-5.93445e-14j 
-0.087734-7.01757e-14j -0.0309637-1.55741e-14j 0.127158+8.44748e-16j -0.0734841-8.66545e-16j 0.0661642+2.16163e-17j 0.139001+1.05597e-16j 0.077343-1.08836e-16j 0.045052+4.22445e-17j 0.0395489-6.30437e-17j 0.132058+2.67381e-16j -0.120897+2.91485e-16j -0.110855-3.24236e-16j -0.0595309-3.37538e-16j 0.0252244+1.05858e-16j 0.0563975+4.93901e-16j -0.137008-7.01855e-15j 0.0433935-4.26546e-16j 0.0478947-6.35396e-15j 0.15827-2.65282e-15j 0.0294257-2.55594e-16j 0.106698+1.03166e-15j -0.0632601-1.08564e-16j -0.149089-3.32743e-16j -0.0816306+3.47066e-15j -0.0202322-4.05126e-16j 0.0811911+1.3756e-15j 0.0857918-3.29621e-15j -0.107829+3.49055e-15j 0.132786+5.8322e-17j 0.0511073-3.8704e-16j 0.0608445-7.95618e-16j 0.0156492+3.7187e-15j -0.0155067-3.29552e-16j 0.0411426-1.81768e-15j 0.133631+5.37063e-16j 0.0919821+2.31683e-15j -0.038993-5.95618e-16j 0.0919635-3.26805e-14j 0.176232+7.27788e-14j -0.0792894-1.93563e-13j -0.0377353-1.62331e-15j 0.0927504+3.6649e-15j 0.132638+1.82128e-16j -0.0417858+7.6411e-16j 0.0127309+3.99444e-16j 0.0134467-5.1108e-16j 0.0590192+6.42557e-16j -0.0528747+9.61568e-16j 0.136045-8.25737e-16j -0.0975331-4.86677e-16j -0.091612-6.16206e-16j 0.0815518+3.48408e-15j -0.0207306-9.75458e-17j -0.0822861+7.90642e-15j -0.146545+1.03784e-15j 0.0586338-5.34232e-17j -0.107227+6.30434e-16j 0.027607-4.19807e-16j -0.157816-2.01858e-15j -0.0466348-1.2603e-15j 0.0406539+3.56571e-16j -0.133569-4.20786e-15j 0.0572224+3.45487e-16j 0.0271054-1.19476e-16j -0.0603173+1.35113e-16j -0.109911+1.07615e-16j -0.120147+1.52715e-16j 0.130486-1.2282e-16j 0.0391428-9.34988e-18j 0.0449265+3.54498e-17j 0.0769338-4.89198e-16j 0.138137-2.15177e-16j 0.0657229+6.45908e-16j -0.0731798+1.1026e-16j -0.126545+1.4703e-16j 0.0308829+4.85163e-14j -0.0874589-2.18202e-13j 
0.0102473+8.19649e-15j 0.00361655+1.81905e-15j -0.014852-9.86662e-17j 0.00858291+1.01212e-16j -0.00772795-2.52477e-18j -0.0162353-1.23336e-17j -0.00903363+1.27119e-17j -0.00526205-4.93414e-18j -0.00461929+7.36348e-18j -0.0154243-3.12299e-17j 0.0141208-3.40453e-17j 0.0129478+3.78706e-17j 0.00695318+3.94243e-17j -0.0029462-1.23642e-17j -0.00658721-5.76874e-17j 0.0160024+8.19763e-16j -0.00506834+4.98204e-17j -0.00559408+7.4214e-16j -0.0184858+3.09848e-16j -0.00343691+2.98532e-17j -0.0124623-1.20497e-16j 0.00738875+1.26802e-17j 0.0174135+3.88642e-17j 0.00953442-4.05371e-16j 0.00236311+4.73185e-17j -0.00948309-1.6067e-16j -0.0100204+3.84996e-16j 0.0125944-4.07694e-16j -0.0155093-6.81199e-18j -0.00596932+4.52062e-17j -0.00710662+9.29278e-17j -0.00182783-4.34343e-16j 0.00181118+3.84916e-17j -0.00480544+2.12305e-16j -0.0156081-6.27287e-17j -0.0107435-2.70604e-16j 0.00455436+6.95679e-17j -0.0107413+3.81707e-15j -0.0205838-8.50053e-15j 0.00926096+2.2608e-14j 0.00440746+1.89602e-16j -0.0108332-4.28058e-16j -0.0154921-2.12725e-17j 0.00488056-8.92478e-17j -0.00148696-4.66549e-17j -0.00157057+5.96939e-17j -0.00689341-7.50504e-17j 0.00617574-1.12311e-16j -0.0158901+9.64458e-17j 0.0113918+5.68437e-17j 0.0107002+7.19725e-17j -0.00952522-4.06939e-16j 0.00242133+1.13933e-17j 0.00961098-9.23467e-16j 0.0171163-1.2122e-16j -0.00684841+6.23981e-18j 0.012524-7.36344e-17j -0.00322448+4.90333e-17j 0.0184328+2.35769e-16j 0.00544692+1.47202e-16j -0.00474836-4.16474e-17j 0.0156008+4.91477e-16j -0.00668355-4.03527e-17j -0.0031659+1.39547e-17j 0.00704503-1.57811e-17j 0.0128376-1.25693e-17j 0.0140331-1.78371e-17j -0.0152407+1.43454e-17j -0.00457186+1.09206e-18j -0.0052474-4.14052e-18j -0.00898583+5.71382e-17j -0.0161343+2.51326e-17j -0.00767641-7.54418e-17j 0.00854737-1.28783e-17j 0.0147804-1.71731e-17j -0.00360711-5.66669e-15j 0.0102152+2.54859e-14j 
-0.00646823-5.17374e-15j -0.00228281-1.14821e-15j 0.00937478+6.22795e-17j -0.00541765-6.38865e-17j 0.00487799+1.59367e-18j 0.0102479+7.78516e-18j 0.00570215-8.02395e-18j 0.00332148+3.1145e-18j 0.00291576-4.64793e-18j 0.00973605+1.97128e-17j -0.00891323+2.14899e-17j -0.00817283-2.39044e-17j -0.00438895-2.48851e-17j 0.00185968+7.80446e-18j 0.00415794+3.64131e-17j -0.010101-5.17446e-16j 0.00319921-3.14473e-17j 0.00353106-4.68449e-16j 0.0116685-1.9558e-16j 0.00216942-1.88438e-17j 0.00786638+7.60597e-17j -0.00466388-8.00394e-18j -0.0109916-2.45316e-17j -0.00601826+2.55876e-16j -0.00149163-2.98681e-17j 0.00598586+1.01417e-16j 0.00632504-2.43015e-16j -0.00794977+2.57342e-16j 0.00978968+4.29982e-18j 0.00376791-2.85347e-17j 0.00448579-5.86573e-17j 0.00115375+2.74163e-16j -0.00114324-2.42964e-17j 0.00303326-1.3401e-16j 0.00985203+3.95952e-17j 0.00678142+1.70809e-16j -0.00287478-4.39122e-17j 0.00678005-2.40938e-15j 0.0129928+5.36565e-15j -0.00584565-1.42705e-14j -0.00278205-1.19679e-16j 0.00683807+2.70196e-16j 0.00977881+1.34275e-17j -0.00308068+5.63344e-17j 0.000938588+2.94492e-17j 0.000991368-3.76796e-17j 0.00435122+4.73729e-17j -0.00389821+7.08921e-17j 0.01003-6.08779e-17j -0.00719068-3.58805e-17j -0.00675414-4.54301e-17j 0.00601245+2.56866e-16j -0.00152838-7.19161e-18j -0.00606659+5.82905e-16j -0.0108041+7.65156e-17j 0.00432281-3.93865e-18j -0.00790533+4.64791e-17j 0.00203534-3.09505e-17j -0.011635-1.4882e-16j -0.00343817-9.29162e-17j 0.00299723+2.62884e-17j -0.00984742-3.10227e-16j 0.00421875+2.54712e-17j 0.00199836-8.80841e-18j -0.00444692+9.96127e-18j -0.00810326+7.93395e-18j -0.00885791+1.1259e-17j 0.00962014-9.05498e-18j 0.00288582-6.89324e-19j 0.00331223+2.61356e-18j 0.00567198-3.60664e-17j 0.0101842-1.58641e-17j 0.00484545+4.76199e-17j -0.00539522+8.12898e-18j -0.00932957+1.08399e-17j 0.00227686+3.57689e-15j -0.00644795-1.60871e-14j 
0.00379703+3.03713e-15j 0.00134008+6.74029e-16j -0.00550325-3.65598e-17j 0.00318031+3.75032e-17j -0.00286352-9.35529e-19j -0.00601582-4.57011e-18j -0.00334732+4.71028e-18j -0.0019498-1.8283e-18j -0.00171163+2.72846e-18j -0.00571533-1.15719e-17j 0.00523231-1.26152e-17j 0.00479768+1.40326e-17j 0.00257643+1.46083e-17j -0.00109169-4.58143e-18j -0.00244082-2.13755e-17j 0.00592954+3.03755e-16j -0.00187802+1.84604e-17j -0.00207283+2.74993e-16j -0.00684974+1.14811e-16j -0.00127351+1.10618e-17j -0.00461778-4.46491e-17j 0.00273783+4.69854e-18j 0.0064524+1.44008e-17j 0.00353289-1.50206e-16j 0.000875627+1.75334e-17j -0.00351386-5.95345e-17j -0.00371298+1.42657e-16j 0.00466674-1.51067e-16j -0.00574682-2.52412e-18j -0.00221187+1.67507e-17j -0.00263329+3.44335e-17j -0.000677283-1.60941e-16j 0.000671113+1.42627e-17j -0.00178061+7.86673e-17j -0.00578342-2.32435e-17j -0.00398088-1.0027e-16j 0.00168757+2.57777e-17j -0.00398008+1.41438e-15j -0.00762712-3.14979e-15j 0.00343156+8.37719e-15j 0.00163314+7.02552e-17j -0.00401414-1.58613e-16j -0.00574043-7.8823e-18j 0.00180844-3.30699e-17j -0.000550977-1.72875e-17j -0.000581961+2.2119e-17j -0.00255429-2.78092e-17j 0.00228836-4.16156e-17j -0.0058879+3.5737e-17j 0.00422113+2.10629e-17j 0.00396487+2.66687e-17j -0.00352948-1.50787e-16j 0.000897199+4.22168e-18j 0.00356125-3.42181e-16j 0.00634229-4.49168e-17j -0.00253761+2.3121e-18j 0.00464065-2.72845e-17j -0.0011948+1.81688e-17j 0.00683009+8.73618e-17j 0.0020183+5.45444e-17j -0.00175946-1.5432e-17j 0.00578071+1.82112e-16j -0.00247652-1.49523e-17j -0.00117309+5.17078e-18j 0.00261047-5.84754e-18j 0.00475684-4.65745e-18j 0.00519984-6.60935e-18j -0.00564729+5.31553e-18j -0.00169406+4.04653e-19j -0.00194437-1.53423e-18j -0.00332961+2.1172e-17j -0.00597842+9.31264e-18j -0.00284442-2.79542e-17j 0.00316714-4.77194e-18j 0.00547672-6.36331e-18j -0.00133658-2.09973e-15j 0.00378513+9.44356e-15j 
0.0153768+1.22995e-14j 0.0054269+2.72962e-15j -0.0222865-1.48056e-16j 0.0128793+1.51877e-16j -0.0115964-3.78861e-18j -0.0243623-1.85076e-17j -0.0135556+1.90752e-17j -0.00789611-7.40405e-18j -0.0069316+1.10495e-17j -0.0231454-4.68629e-17j 0.0211893-5.10876e-17j 0.0194291+5.68277e-17j 0.0104338+5.91591e-17j -0.004421-1.85534e-17j -0.00988461-8.65643e-17j 0.0240129+1.23012e-15j -0.00760544+7.47593e-17j -0.00839434+1.11364e-15j -0.0277394+4.6495e-16j -0.00515734+4.47971e-17j -0.0187006-1.80816e-16j 0.0110874+1.90277e-17j 0.0261303+5.83187e-17j 0.0143071-6.0829e-16j 0.00354603+7.1005e-17j -0.0142301-2.41097e-16j -0.0150364+5.77717e-16j 0.0188989-6.11776e-16j -0.0232729-1.02219e-17j -0.00895741+6.78353e-17j -0.010664+1.39445e-16j -0.00274279-6.51764e-16j 0.00271781+5.77595e-17j -0.00721093+3.18579e-16j -0.0234211-9.41291e-17j -0.0161214-4.06062e-16j 0.00683417+1.04392e-16j -0.0161181+5.7278e-15j -0.0308875-1.27557e-14j 0.0138968+3.39251e-14j 0.00661373+2.84512e-16j -0.016256-6.42334e-16j -0.023247-3.19209e-17j 0.00732366-1.33923e-16j -0.00223129-7.00092e-17j -0.00235677+8.95752e-17j -0.0103441-1.12619e-16j 0.00926717-1.68531e-16j -0.0238442+1.44724e-16j 0.0170943+8.52983e-17j 0.0160565+1.08e-16j -0.0142933-6.10643e-16j 0.00363339+1.70965e-17j 0.014422-1.38573e-15j 0.0256844-1.81899e-16j -0.0102766+9.3633e-18j 0.0187932-1.10494e-16j -0.00483858+7.35782e-17j 0.0276598+3.53789e-16j 0.00817352+2.20888e-16j -0.00712527-6.24951e-17j 0.0234101+7.37498e-16j -0.0100292-6.05523e-17j -0.00475068+2.09401e-17j 0.0105716-2.36808e-17j 0.0192638-1.88613e-17j 0.0210578-2.67659e-17j -0.0228698+2.15263e-17j -0.00686043+1.63872e-18j -0.00787412-6.21317e-18j -0.0134839+8.57402e-17j -0.0242108+3.77134e-17j -0.011519-1.13206e-16j 0.012826-1.93249e-17j 0.0221791-2.57695e-17j -0.00541274-8.5033e-15j 0.0153286+3.82436e-14j 
-0.00380699-3.0451e-15j -0.00134359-6.75798e-16j 0.00551769+3.66557e-17j -0.00318866-3.76015e-17j 0.00287103+9.37984e-19j 0.00603161+4.5821e-18j 0.0033561-4.72264e-18j 0.00195492+1.83309e-18j 0.00171612-2.73562e-18j 0.00573033+1.16023e-17j -0.00524604+1.26483e-17j -0.00481026-1.40694e-17j -0.00258319-1.46466e-17j 0.00109455+4.59345e-18j 0.00244723+2.14316e-17j -0.0059451-3.04552e-16j 0.00188295-1.85089e-17j 0.00207827-2.75714e-16j 0.00686772-1.15112e-16j 0.00127685-1.10908e-17j 0.0046299+4.47663e-17j -0.00274501-4.71086e-18j -0.00646933-1.44385e-17j -0.00354216+1.506e-16j -0.000877925-1.75794e-17j 0.00352308+5.96907e-17j 0.00372272-1.43031e-16j -0.00467898+1.51463e-16j 0.00576189+2.53074e-18j 0.00221767-1.67946e-17j 0.00264019-3.45238e-17j 0.00067906+1.61364e-16j -0.000672874-1.43001e-17j 0.00178528-7.88737e-17j 0.00579859+2.33045e-17j 0.00399133+1.00533e-16j -0.001692-2.58453e-17j 0.00399052-1.41809e-15j 0.00764713+3.15805e-15j -0.00344056-8.39917e-15j -0.00163743-7.04395e-17j 0.00402467+1.59029e-16j 0.0057555+7.90298e-18j -0.00181319+3.31566e-17j 0.000552423+1.73329e-17j 0.000583488-2.2177e-17j 0.00256099+2.78822e-17j -0.00229436+4.17248e-17j 0.00590335-3.58308e-17j -0.0042322-2.11181e-17j -0.00397527-2.67387e-17j 0.00353874+1.51183e-16j -0.000899553-4.23275e-18j -0.0035706+3.43079e-16j -0.00635893+4.50346e-17j 0.00254427-2.31816e-18j -0.00465283+2.73561e-17j 0.00119793-1.82165e-17j -0.00684801-8.7591e-17j -0.0020236-5.46875e-17j 0.00176407+1.54725e-17j -0.00579588-1.8259e-16j 0.00248302+1.49915e-17j 0.00117617-5.18435e-18j -0.00261732+5.86288e-18j -0.00476932+4.66967e-18j -0.00521348+6.62669e-18j 0.0056621-5.32947e-18j 0.0016985-4.05714e-19j 0.00194947+1.53826e-18j 0.00333835-2.12275e-17j 0.00599411-9.33708e-18j 0.00285188+2.80275e-17j -0.00317545+4.78446e-18j -0.00549109+6.38001e-18j 0.00134009+2.10524e-15j -0.00379506-9.46834e-15j 
-0.00535467-4.28303e-15j -0.00188981-9.50533e-16j 0.00776083+5.15575e-17j -0.00448496-5.28879e-17j 0.0040382+1.31931e-18j 0.00848367+6.44488e-18j 0.00472048-6.64256e-18j 0.00274966+2.57831e-18j 0.00241379-3.84775e-18j 0.0080599+1.6319e-17j -0.00737874+1.77902e-17j -0.0067658-1.97891e-17j -0.00363335-2.0601e-17j 0.00153952+6.46085e-18j 0.00344211+3.01442e-17j -0.00836199-4.28363e-16j 0.00264844-2.60334e-17j 0.00292316-3.87802e-16j 0.00965968-1.61909e-16j 0.00179594-1.55997e-17j 0.00651212+6.29654e-17j -0.00386095-6.626e-18j -0.00909933-2.03083e-17j -0.00498217+2.11825e-16j -0.00123483-2.4726e-17j 0.00495534+8.39571e-17j 0.00523613-2.01178e-16j -0.00658115+2.13039e-16j 0.00810431+3.55957e-18j 0.00311924-2.36222e-17j 0.00371353-4.8559e-17j 0.000955121+2.26964e-16j -0.000946421-2.01136e-17j 0.00251106-1.10939e-16j 0.00815592+3.27786e-17j 0.00561394+1.41403e-16j -0.00237986-3.63524e-17j 0.00561281-1.99459e-15j 0.010756+4.44191e-15j -0.00483927-1.18137e-14j -0.0023031-9.90756e-17j 0.00566084+2.2368e-16j 0.00809531+1.11158e-17j -0.00255031+4.6636e-17j 0.000777002+2.43793e-17j 0.000820696-3.11927e-17j 0.00360212+3.92172e-17j -0.0032271+5.86874e-17j 0.00830327-5.03972e-17j -0.00595274-2.97034e-17j -0.00559136-3.76089e-17j 0.00497736+2.12644e-16j -0.00126525-5.95351e-18j -0.00502217+4.82553e-16j -0.00894406+6.33428e-17j 0.0035786-3.26058e-18j -0.00654436+3.84773e-17j 0.00168494-2.56221e-17j -0.00963196-1.232e-16j -0.00284626-7.69199e-17j 0.00248123+2.17626e-17j -0.0081521-2.56819e-16j 0.00349245+2.10861e-17j 0.00165433-7.29197e-18j -0.00368135+8.24635e-18j -0.00670821+6.56805e-18j -0.00733294+9.32067e-18j 0.00796395-7.49609e-18j 0.002389-5.70651e-19j 0.002742+2.16361e-18j 0.0046955-2.98573e-17j 0.00843092-1.31329e-17j 0.00401127+3.94217e-17j -0.00446639+6.7295e-18j -0.00772341+8.97371e-18j 0.00188488+2.9611e-15j -0.00533788-1.33175e-14j 
