-0.135005+0.0257964j 0.209225-0.0722574j -0.214952-0.117654j 0.173508-0.260993j 0.178512-0.0335873j 0.188439-0.17819j -0.0734288+0.215098j -0.224653+0.0574814j -0.0400091-0.0181293j -0.148033+0.111398j 0.254502-0.110432j -0.0713872+0.108356j -0.286261+0.0905471j -0.0248188-0.130306j 0.388802-0.055562j 0.251694-0.0948845j -0.279003+0.138247j 0.288057-0.0121684j -0.0517867-0.0869736j -0.892132+0.0488613j -0.378247-0.0326759j -0.34042+0.0623859j -0.664914+0.0859305j 0.0252274+0.0393067j -0.848926+0.0493548j -0.684575+0.249441j 0.798174-0.240608j 1.19216-0.454069j -0.0691509-0.197214j 0.709338-0.5544j 0.476363-0.327278j 0.139597-0.62385j 0.153816-0.15793j 0.412883+0.238289j 0.454427-0.334802j -0.343556+0.0968383j 0.221206-0.176781j -0.549678+0.424881j 0.50943-0.99952j 0.292329+1.86299j -0.557216-1.16605j -0.0102983+0.910142j 1.41634+0.642575j -2.7475+0.138539j 1.24518-0.905676j 1.86795-1.26888j -0.234172+0.496338j 2.23812-1.79674j -2.83102+2.2924j -0.785069+0.686678j -3.76602+3.07068j 2.39629-2.40465j 1.6019-1.06329j 3.22039-2.65781j 1.26007-1.00733j 6.97294-6.0838j 5.1926-4.60408j 0.045334-0.201182j -1.67763+1.54623j 0.190906-0.0547419j -2.00474+1.75398j -7.29496+6.45903j 1.00726-0.378266j 6.43327-5.84901j 0.254023+0.196949j 6.04073-4.99083j 2.28591-1.90554j 0.562504-0.627492j 5.78383-5.12356j -0.719286+0.600172j 8.43693-7.54462j 0.352663-0.271686j -2.30722+1.61053j -2.3319+2.26707j 0.425446-0.510554j -3.79829+4.29579j 7.13806-8.01837j -0.837922+0.99204j 2.96341-4.32627j -1.873+2.40852j 1.68102-2.41132j -2.72259+3.31797j -0.350336-0.432786j -1.58544+1.78013j 2.0097-2.18329j 0.745645-1.79108j -2.07295+1.57577j 0.410572+0.859397j 1.12585-2.29183j 2.14208-0.553558j -2.03255-0.97762j 0.973382-3.34038j 
0.141724+0.150722j 0.29557-0.221129j 0.152822+0.146752j -0.383753+0.124996j -0.455876+0.0818691j -0.724816+0.28505j -0.182043+0.317614j 1.09353-0.0625168j 0.945695-0.42734j -0.539807+0.142878j -0.996189+0.0252832j -0.354355-0.419122j 2.02782-1.64464j -0.299754-0.317947j -2.05157-0.291953j -0.619079+1.5222j -0.2132-0.531227j -1.82219+1.92318j 0.862485+0.038583j 3.36002-1.51574j 0.868742+0.0295856j 1.80519-0.865314j 0.882399-0.697844j 0.325524+0.586834j 1.18341-0.295197j 2.46968-0.99601j -2.15146+0.358926j -4.18935+0.722533j -0.98733-0.413162j -2.93994+1.17429j -0.131949+0.620498j -1.12933+0.359558j -0.714424+0.367867j -1.07058-0.0746682j -2.38029+0.628667j 0.522422-0.282502j -0.528235+0.304236j 0.847665-0.930815j -1.3408+0.540443j -0.852483-0.2088j -0.639356+0.129189j 3.23248-1.30418j 2.39654+0.222778j 0.792509-0.0861981j -6.70652-0.542495j -12.5752+1.15241j 2.35321+1.31754j -14.4256+1.89563j 19.9237-0.941977j 5.24222-0.374447j 25.343-4.11367j -17.173+1.3462j -11.581+1.2366j -23.7909+3.8956j -8.41452+1.16081j -48.6902+9.03723j -36.8735+9.41434j 0.309929+0.33811j 12.8746-2.34041j -1.87948+0.240546j 15.0333-2.01038j 50.9759-11.7167j -7.07577-0.157994j -44.9193+12.9113j 0.246511-0.230822j -40.2812+9.11505j -13.3132+3.77378j -4.77589+1.32985j -38.8162+9.77762j 4.24325+0.174197j -53.5247+15.7474j -1.76665+0.494194j 12.4102-4.27763j 12.2379-4.21211j -3.59988+1.05888j 25.4905-7.37102j -48.7845+14.6151j 9.20487-3.67538j -23.6796+8.96525j 14.8718-3.74446j -11.8167+4.88453j 23.9735-7.71807j -1.95545+1.39403j 10.2895-4.35191j -17.1531+6.39383j -2.49041+2.05692j 11.6862-4.88152j 3.7967-1.78222j -5.77194+3.52752j -3.91759+0.44247j 1.98956-1.10506j -0.20442+0.349873j 
-0.141868-0.0581253j 0.18664+0.154839j -0.434364+0.0594877j 0.429141+0.0399739j 0.206761-0.0396653j 0.689902+0.211258j -0.0811561+0.022466j -0.973635-0.548962j -0.419563+0.0854342j -0.0590483+0.604167j 0.0968405+0.770024j -0.28946-0.929826j -1.37321-1.29434j -0.878883-0.205727j 0.439869+0.720642j 0.882958+0.0185292j 0.0649386+0.40385j 0.609858+0.693267j -0.80232-0.874029j -3.03881-2.50831j -0.645284-0.806701j -1.48559-0.492678j -1.70355-0.486422j 0.297753-0.17157j -1.12012+0.43414j -2.47448-0.590982j 0.749111+0.27461j 2.38688+0.606696j 0.269304-1.09996j 2.73477+0.371413j 0.992413-0.783936j 0.978001+0.0488211j 0.450374+0.072671j 0.502612-0.181218j 1.04492-0.251959j -0.621243-0.249305j -0.0415934-0.021317j -0.363157+0.383217j 2.0667+0.378388j 1.30686+0.281328j 1.08906-0.355614j -3.46299+0.587513j -2.61149-0.338933j -0.960617+0.149163j 7.16978+1.20758j 14.3451+1.89501j -2.96374-1.51065j 17.0269+1.58201j -22.9106-3.12952j -7.29656-0.413532j -28.7836-0.862407j 18.1184+0.934223j 11.9719+0.409255j 25.5434+0.788949j 9.79165+1.76357j 54.4377+2.52656j 42.2525+0.898619j 0.902724-0.220247j -15.2009-2.35991j 3.12729+1.19154j -16.1674-1.08322j -56.9205-0.540273j 7.68802-1.08085j 48.9547-0.17587j 1.67918+1.3181j 44.8888-0.0294143j 16.2244-0.0819321j 3.77819+0.269397j 43.7931-0.689381j -4.86818-1.77561j 61.5822-4.15724j 1.82346-0.299918j -13.7998+1.66277j -13.8204-1.28122j 4.1927-1.16618j -27.9913+3.20699j 54.5222-4.39063j -8.44528+0.360221j 25.5421-4.20997j -16.6639+1.37484j 15.2047-3.17194j -26.5849+2.7993j 1.64498-1.10899j -11.1139+3.59913j 19.3507-4.07015j 1.47564-1.79916j -12.8229+2.18628j -3.9355+0.963418j 6.23786-2.56826j 4.14629-0.133158j -2.22882+0.413514j 0.154246-0.258037j 
-0.378955-0.493751j -1.3005-0.685558j -1.32032-0.698822j 1.49129-0.0598157j 0.713406+0.503277j 4.27577-0.0456776j -0.813777-0.233868j -11.2131+1.33506j -2.74736+0.464936j -1.71514-0.476991j 14.2367-2.17013j -0.359834-0.602326j -24.3312+2.68131j -7.95546+0.45079j 20.8147-3.78733j 15.0603-2.26985j 4.80389-0.685328j 14.5959-2.59504j -17.1567+3.22536j -49.0472+7.899j -10.5844+1.87225j -21.2566+2.77775j -26.2143+4.21205j 1.47949-0.763108j -21.2457+3.64181j -31.725+5.24369j 25.8513-5.16176j 47.7327-9.67539j 3.56827+0.138637j 41.9387-8.12906j 19.8969-4.92976j 34.8177-7.64516j 10.2063-2.65688j 14.4128-4.57222j 32.063-8.48724j -8.73641-5.69757j 5.75712-3.81631j -14.0705+6.64979j 40.3287+5.13984j 19.0623+5.50987j 15.4708-0.918539j -72.4583+10.4728j -51.2721-16.1146j -19.5545-4.32214j 129.799+34.5204j 264.475+39.8871j -57.0776-33.178j 321.306+39.7716j -423.553-81.8046j -127.578-22.0206j -545.04-31.7693j 366.583+35.3307j 234.38+7.00432j 477.239+46.8376j 185.679+20.054j 1052.82+59.2534j 801.278+41.0068j 12.1131+2.96682j -263.944-5.19767j 62.4408+15.1249j -323.07-17.7694j -1104.67-33.7152j 136.069+13.8236j 952.342+4.94519j 21.9714+9.21985j 859.679-2.56517j 309.624+0.1327j 82.3598-10.5195j 821.801-6.06604j -76.5771-9.8357j 1159.74-44.5115j 41.6455-3.40672j -251.695+29.3019j -286.856+9.44651j 82.4246-6.46758j -543.811+36.7701j 1034.25-65.8462j -162.244+19.6243j 502.135-49.0329j -302.677+19.5714j 281.116-37.3988j -513.609+30.8839j 43.3588-12.7344j -225.89+55.3671j 379.093-59.0381j 30.6774-30.561j -252.33+37.7371j -82.4247+18.4273j 122.077-34.3161j 78.6379+4.3319j -43.9604+8.9661j 4.84829-5.13378j 
-0.0904514+0.0194759j 0.146795-0.0876645j 0.134008-0.238677j 0.481808+0.174375j 0.329881-0.0248684j 0.886773-0.344525j -0.0083275+0.418191j -0.506583-0.155049j 0.177036+0.134773j 0.355309-0.0978436j 1.66622+0.451083j 0.658404-0.429555j -3.19195+0.218027j -0.765956-0.21296j 1.47023+0.550861j 0.669372+0.142241j 0.00407372+0.935499j 0.225413+0.180965j -1.72822-0.502541j -3.35463-0.950493j -0.876356+0.249468j -0.858934+0.527703j -2.18055-1.71181j -0.217765-0.643352j -1.15483-0.817511j -2.31622+1.17873j 0.422798+0.760636j 3.44891+1.30948j 0.568757-0.529164j 2.28996-0.587249j 0.474927-0.142495j 2.76679+0.0770581j -0.120188-0.248901j 0.54683-0.298135j 2.24705+0.313602j -0.287232-0.356533j 0.684717-0.0825834j -0.999597+0.109461j 1.95408+0.867254j 0.797251+0.597494j 1.17989+0.257651j -3.85876-0.0612436j -2.56301-1.51116j -0.980759-0.826168j 6.2687+3.4267j 12.4785+5.2367j -4.10471-2.45124j 14.7318+5.30808j -19.495-7.53204j -5.85147-2.65088j -25.5177-8.16142j 16.1388+5.39458j 12.3207+2.63884j 22.2453+8.64222j 10.2406+3.92127j 49.9992+14.8512j 37.6703+10.562j 0.332247+0.157829j -11.174-3.72115j 3.29763+1.45259j -15.4451-4.84579j -50.8609-14.735j 5.55715+3.02775j 44.8687+11.3231j 2.23667+0.620715j 40.2077+8.80924j 13.9112+3.75834j 2.61872+0.43248j 38.997+10.9447j -2.90178-2.55564j 53.9391+11.8284j 1.27681+1.31546j -10.7777-1.29113j -13.5704-2.53387j 3.10438+1.34184j -25.0469-6.30403j 47.2563+8.81188j -7.08872-1.03655j 24.8451+3.76108j -14.4419-1.01927j 13.0695+1.09245j -23.6445-3.46915j 1.4357-6.24913e-05j -11.047+0.199234j 17.124+1.52755j 1.33238-1.45347j -11.6801-1.00456j -4.30288+0.233888j 5.945-0.469026j 3.55628+1.01605j -1.72041-0.344219j 0.308803+0.0392901j 
-0.239414-0.432084j -1.22104-0.573386j -0.953645-0.65041j 1.12902+0.0916309j 0.986182+0.201407j 4.05398-0.347773j -0.417846-0.908342j -9.79509+0.652974j -3.09-0.610736j -0.859483+0.176361j 12.6038-1.27237j -0.513344-0.381962j -21.908+2.85325j -7.92136+0.143177j 20.3971-4.23319j 14.9068-2.72862j 4.84887-0.259892j 12.9732-2.38098j -16.2715+2.50532j -46.7157+6.42286j -10.2285+1.76435j -19.994+4.31851j -25.4064+3.8934j 1.16203+0.0934589j -20.5129+3.82456j -29.4705+4.66065j 25.0228-3.6568j 43.8161-8.74653j 2.52523-0.101163j 39.683-7.3655j 18.5121-5.43498j 32.5537-7.51009j 10.0433-2.29315j 12.6127-3.91558j 30.5248-7.86961j -8.62472-5.80155j 5.72278-3.51819j -13.5668+6.91684j 38.4444+5.1233j 18.4757+5.49931j 14.7594-0.846553j -69.9418+9.47003j -48.5581-16.1152j -18.3292-3.92458j 124.637+34.5752j 254.368+39.2694j -54.4649-32.1782j 308.792+38.8843j -405.798-82.2159j -121.703-21.3632j -522.004-33.9307j 350.547+36.441j 224.779+10.2936j 457.785+47.3157j 177.831+20.3897j 1011.64+61.7381j 767.425+44.6469j 9.40188+5.46291j -251.692-6.67851j 60.4013+17.2761j -310.896-18.3701j -1062.25-39.0252j 129.783+14.2392j 914.723+10.131j 21.7732+10.0071j 825.666+2.87562j 297.711+1.45012j 79.8657-12.3967j 790.356-1.08099j -75.422-10.5691j 1114.65-33.2777j 40.6704-2.85685j -241.625+27.1475j -273.997+8.0976j 76.2254-8.46009j -523.28+31.3233j 991.833-56.2243j -156.631+16.8199j 481.561-43.7184j -290.941+16.8433j 269.216-33.7j -492.832+26.0968j 40.7053-12.1142j -215.98+51.5529j 363.779-53.8896j 29.4399-28.3464j -242.509+34.4955j -79.5115+17.4169j 117.112-32.7923j 75.7867+4.75502j -42.4082+8.47053j 4.4432-5.15037j 
-0.173094+0.128151j 0.248582-0.0304195j -0.272553+0.366613j 1.00142+0.492634j -0.0749278+0.139945j 1.17475+0.0271172j 0.683734+0.0460334j -1.23212-0.190496j -0.750497-0.038072j -0.187562-1.31436j 1.35185+0.70463j 0.0668579-0.0664131j -2.54366+0.365753j -1.58575-0.242111j 1.63189+0.0913106j 1.10369+0.466032j 0.299462+0.898812j 0.794755+0.0867218j -1.68463-0.610351j -3.50094+0.586377j -1.38975-0.656461j -2.15132-0.620974j -1.10348-0.55163j 1.14819-0.00893023j -0.668603+1.09232j -1.67283-1.0795j 0.749058+0.857976j 2.70537+1.01711j 0.602446-0.011824j 2.20171+1.4596j 0.822331+0.0647246j 2.26014-0.028521j 0.502945+0.355527j 0.736739+0.23089j 1.97107+0.0147674j 0.0907437-0.328669j 0.390206+0.45105j -0.642931-0.0550631j 1.42045+1.03345j 0.189528+0.51349j 0.645287+0.100532j -1.81629-1.05679j -1.53501-0.903686j -0.654984-0.577393j 3.47483+2.7909j 7.46951+5.56322j -0.746095-1.52567j 8.52383+5.845j -10.6062-8.25229j -3.12066-2.68638j -14.1875-7.4709j 8.27496+7.59694j 5.6643+2.36942j 12.076+9.05036j 3.21761+2.25699j 28.1415+16.0902j 21.0088+12.7051j -0.7533+0.227881j -6.37807-3.61639j 1.84594+2.06717j -8.04208-5.74338j -27.1264-17.1729j 4.35005+1.27253j 23.9607+12.937j -0.313445+1.11733j 22.2645+10.9791j 9.51405+4.55324j 3.11447+1.97964j 20.0599+11.218j -2.21951-1.33241j 28.9524+14.7543j 0.688287-0.577906j -7.72388-4.11116j -7.12759-3.57792j 1.45566+1.28911j -12.806-6.7659j 24.926+13.4325j -3.87349-2.47621j 13.0511+5.68523j -6.95342-4.41407j 6.84649+3.29744j -13.2101-6.27502j 1.1672+0.942378j -5.76533-1.93179j 9.45599+3.63914j 1.17175-0.478501j -6.30647-2.16264j -2.4686-1.10708j 2.82215+0.311058j 1.54334+1.0871j -0.981559-0.971881j 0.218503+0.233037j 
-0.0806449-0.774074j -1.35851-0.726678j -0.771824-0.592422j 1.9451-0.161939j 1.3661-0.203461j 5.612-0.0565801j -0.313929-1.06488j -14.7713+0.651421j -2.76917-0.132881j -1.5351-0.491592j 19.1051-1.80089j 0.637984-0.465235j -30.9503+2.90391j -11.1212+0.628196j 25.7206-2.80895j 20.4705-2.67033j 6.28282-1.11465j 19.9806-2.06814j -21.8698+1.24772j -63.5544+7.59587j -15.3738+2.31248j -27.1986+3.20476j -34.06+3.665j 2.12291+0.240017j -26.0814+3.69517j -40.1294+5.99165j 33.1526-5.48344j 59.8351-10.2867j 3.92235-0.600569j 54.3853-8.47695j 24.8435-5.03264j 44.3503-8.00569j 13.9186-2.2921j 16.9697-5.36547j 42.2585-9.32033j -11.4771-8.02214j 8.3553-4.79459j -18.3347+8.12789j 50.4629+8.4139j 23.8128+7.98803j 19.4959-0.677414j -92.3172+9.35833j -63.5928-22.9895j -23.7251-6.06129j 163.867+49.0277j 333.55+60.01j -71.4369-44.858j 405.278+62.7876j -531.615-122.093j -160.965-33.5739j -687.43-62.9369j 461.645+58.9974j 296.852+18.6754j 602.688+78.1766j 233.537+32.4544j 1326.48+119.809j 1008.23+85.9191j 11.2542+6.61799j -331.688-19.2611j 81.4047+22.1198j -406.298-37.5914j -1392.75-87.9975j 169.296+24.8559j 1201.68+47.2184j 27.1671+14.2335j 1083.23+34.3666j 391.747+13.0403j 103.64-11.2742j 1036.52+25.5534j -98.4264-15.9882j 1463.89-5.76917j 53.651-2.09553j -318.305+26.8323j -360.975+1.62349j 100.999-7.73284j -684.687+22.771j 1302.45-39.3229j -204.814+19.0205j 632.425-40.6344j -381.966+12.4384j 354.545-34.164j -647.61+17.0067j 53.2482-13.8772j -284.169+60.3576j 478.79-57.7257j 38.2639-36.9972j -319.191+37.1762j -104.907+20.6363j 154.1-38.52j 99.1374+8.97095j -55.9077+9.08081j 5.64672-6.45288j 
-0.0405311-0.0875383j -0.195567-0.190422j -0.357668-0.0039734j 0.620939+0.0146541j 0.352551-0.288964j 1.89801-0.320842j -0.062408-0.0196431j -3.17278+0.112189j 0.0883583-0.351723j -0.0878774-0.68362j 3.48251+0.915398j -0.213987+0.138935j -4.70449+0.710909j -2.58736+0.419288j 5.44118-1.03575j 3.90782-0.406768j 1.23297+0.543094j 3.04347+1.03026j -3.85728-0.401565j -10.4814+1.20071j -2.19714+0.29023j -3.92624+0.762939j -5.43828+0.646298j 2.6789-0.137971j -4.44565+0.0340436j -7.36088+1.24193j 5.72791-0.0871451j 9.95865-2.37588j 0.930457-0.191182j 8.76949-1.56804j 4.31604-0.52288j 7.00456-1.55887j 2.40642-0.525572j 2.79838-0.837279j 6.91041-1.51667j -2.08456-1.31978j 1.1765-0.908795j -3.19392+1.58979j 8.72922+1.38606j 4.35344+1.47826j 3.32693-0.0103425j -15.7308+1.7604j -11.2581-4.18159j -4.23166-1.04561j 28.5926+8.85228j 59.3124+11.095j -12.9992-7.60105j 72.1461+11.6401j -93.7348-22.0041j -27.6268-6.47612j -120.058-12.4817j 80.694+11.8157j 52.2208+3.43211j 103.736+13.4957j 40.9968+5.3832j 233.271+22.0297j 176.776+16.3027j 3.84774+0.162298j -58.0419-4.02288j 15.1732+3.11308j -69.6744-8.01669j -241.757-17.5864j 29.4848+4.69934j 210.188+7.2562j 5.06411+2.63935j 189.401+6.69215j 68.3283+1.96036j 18.7757-1.09006j 180.57+5.27304j -16.6185-4.11021j 254.726+0.399871j 10.4314-0.341323j -56.3349+4.71052j -61.8297-0.605093j 16.5815-0.569464j -119.656+2.78146j 227.398-6.67026j -35.514+2.8281j 109.677-6.81355j -66.321+1.60075j 61.8763-5.92034j -112.449+2.60756j 9.82437-2.35401j -49.2991+9.98204j 83.0485-9.87168j 6.70561-6.36298j -55.5436+6.05065j -18.1498+3.57783j 26.8786-6.82367j 17.4863+1.57771j -9.69277+1.73093j 0.99339-1.12731j 
0.116303+0.224397j 0.288626+0.844002j 0.179108+0.427259j -1.06138-0.545481j -0.798753+0.179757j -2.98139+0.283583j 0.645988+0.0297915j 5.14029-0.324303j 0.426419-0.627528j -0.220876+0.100834j -6.24033-0.063835j 1.18897-0.918432j 9.62615-0.472558j 2.45486+0.0368495j -7.83886+0.536309j -6.2141+0.787132j -2.13714-0.63693j -4.97398-0.147297j 6.52749+0.539291j 17.5119-0.574137j 2.05281-0.0635131j 7.49947+0.121547j 8.56995-0.350427j -0.647728-0.105503j 7.20228+0.424776j 9.89008-0.382866j -8.92899+1.06021j -14.4249+1.09408j -1.12177+0.141819j -13.0828+0.48967j -4.61667+0.736979j -9.30253+0.574021j -3.57758+0.358335j -3.4427+1.33443j -9.45418+0.758171j 2.63592+1.55319j -1.60073+0.783736j 4.16559-1.05846j -9.27909-1.49451j -4.52447-1.96642j -3.32934-0.558554j 17.156-0.884974j 11.4593+5.73217j 3.94113+1.64607j -29.8642-12.6528j -62.6523-17.2601j 13.6729+10.5901j -75.7006-18.9824j 101.945+32.1056j 29.0969+9.23839j 129.741+23.6968j -87.6276-18.2305j -54.6072-6.77446j -113.899-25.0855j -44.1135-9.38885j -250.763-45.0948j -189.558-33.1019j -0.997845-2.0283j 62.7735+8.80557j -12.8502-7.22586j 75.9564+14.1259j 263.209+39.1207j -32.0115-8.27239j -226.239-29.2059j -5.80989-3.05461j -203.572-23.2379j -73.2597-8.0391j -18.5221+0.192872j -194.358-21.6287j 17.0393+5.98024j -275.685-22.1255j -9.01027-0.137867j 59.7214-0.0884603j 67.7666+5.77832j -19.2472-0.18584j 129.508+5.73227j -244.98-13.2084j 38.1309-0.88134j -118.408-2.15774j 71.7452+4.52464j -66.397+0.948217j 120.927+7.6946j -9.52403+1.34334j 52.7099-6.79444j -88.9588+3.26068j -7.44261+7.38861j 59.783-2.17037j 19.9859-2.22673j -29.2936+5.12032j -18.9501-3.46465j 10.3993-1.1959j -0.902893+0.855755j 
-0.336423+0.165303j 0.579657+0.291106j 0.375722+0.562836j -0.127012-0.331761j -0.732254-0.164231j -1.54499-0.253793j -0.166119+1.05784j 1.88596-0.362182j 0.620136-0.0295527j -0.060516+1.17024j -3.26898+1.30675j -0.149161-0.391708j 5.4044-0.600861j 2.75913+0.110048j -4.78755+0.428565j -5.30355+0.502936j -0.522551-0.314094j -4.04333+1.11581j 5.36409-1.04727j 14.1062-1.50049j 2.4713-0.0509311j 5.56179-1.46514j 7.60327-1.08137j -1.64315+0.0821957j 6.0187-0.770854j 9.28136-1.25654j -6.77272+1.62425j -14.1426+2.57807j -0.824241-0.347855j -11.8301+1.60037j -5.87864+1.76065j -10.0217+2.04178j -3.3084+0.45126j -3.3897+1.91311j -9.47078+1.96703j 3.20221+2.35504j -1.70753+1.45024j 4.07391-1.77839j -11.8437-1.62198j -5.7179-1.40517j -4.45189+0.004101j 21.5752-3.02017j 15.3203+6.09857j 5.75265+1.75625j -39.0989-12.1888j -80.8613-14.3904j 18.0505+10.6784j -97.8702-14.3716j 127.141+29.3644j 38.3217+8.37328j 164.952+12.3538j -110.791-13.1527j -70.8672-5.48469j -142.645-18.3351j -56.5871-5.1165j -315.669-26.6916j -241.891-19.6039j -2.93947-0.51324j 80.0712+3.36849j -19.1712-5.06518j 97.834+8.52821j 333.776+20.172j -40.3014-5.51595j -286.607-9.39302j -5.74899-3.55789j -261.325-5.52752j -92.0144-3.64455j -25.2112+2.27191j -248.06-5.22991j 23.608+3.77454j -351.392+2.30177j -13.8772+0.172833j 76.195-7.04146j 85.3262-0.551401j -24.1543+1.32418j 163.58-6.60577j -312.207+10.8133j 49.1682-4.78568j -152.164+10.9048j 91.5457-3.08069j -85.2212+8.89627j 155.276-3.88051j -12.9489+3.88873j 67.5882-15.1104j -114.676+14.3205j -8.8267+8.9043j 76.3329-8.7014j 24.9481-5.10646j -37.1325+9.08599j -23.9178-1.71083j 13.4047-2.4915j -1.28107+1.56606j 
-0.0493716-0.00480044j -0.0528856+0.371941j -0.174676+0.358751j 0.536859+0.0279455j 0.463428-0.291525j -0.175873-0.498013j 0.0252266+0.0374404j -1.56319-0.767483j -0.539077-0.52938j 0.789969+0.700262j 1.00938-0.0478114j 0.204046-0.206964j -0.753175+0.156561j -0.80063+0.296664j 1.85122-1.27608j 1.61101-0.359392j -0.62612-0.438797j 1.89496-0.450079j -2.36861+0.832541j -2.92288-1.00493j -1.05355+0.0119717j -0.313148+0.949211j -2.22911+0.426245j 0.700902-0.114779j -1.4117+0.245845j -2.25565-0.480838j 2.04979-0.0400308j 3.03884-0.903913j 0.297621-0.37936j 2.80331+0.155176j 0.471379+0.302418j 2.61205-0.154566j 0.570742+0.144209j 1.10079+0.00817496j 2.34775-0.170436j -0.566213-0.334969j 0.996693-0.0395225j -1.15686+0.806961j 2.34439+1.12772j 1.29848+1.08766j 1.12013-0.0442193j -4.98834-0.216988j -3.54256-1.5804j -1.26178-0.159321j 9.82455+3.94125j 19.6098+3.93245j -4.05933-2.501j 21.8846+5.64286j -29.4394-10.4899j -8.56554-2.10157j -39.2016-8.43419j 24.8589+4.64132j 16.9853+2.38483j 32.5055+6.43908j 12.6403+3.66652j 73.72+13.1173j 56.3635+8.91142j 0.160598+0.0971737j -18.2652-1.70801j 2.61581+2.52956j -23.3352-3.22076j -75.4931-11.0488j 8.49865+2.16844j 65.9998+8.59631j 1.44273+0.673021j 61.5519+4.80007j 22.961+2.0014j 5.12971-0.849089j 56.3434+7.06277j -5.92194-1.65736j 80.3977+6.77177j 4.0304+0.778719j -17.593+0.0216089j -19.6119-1.14678j 4.83534+0.0867686j -37.7879-1.57102j 72.4477+3.85315j -11.4886-0.0135437j 34.1688+0.123344j -20.7792-0.880646j 19.0822+0.113198j -35.8116-2.02974j 2.59478-0.0313627j -16.1298+1.65391j 26.7369-0.859919j 2.29825-1.68505j -17.7313+0.135298j -6.26254+1.09558j 8.32528-1.69051j 5.55532+1.07326j -3.14852+0.106349j 0.300376-0.495379j 
0.0515112-0.043976j -0.383286-0.762399j -0.0401986-0.396557j 1.579-0.262034j 0.638061-0.210731j 3.77671+0.504315j 0.414169-0.597971j -8.67462-0.294596j -1.52593-0.0532339j -0.588698+0.548635j 12.2841-1.59035j -0.375849+0.103848j -20.7896+1.78874j -7.06541+1.06454j 16.6596-1.5228j 12.6888-1.49409j 4.03194+0.471989j 12.047-2.40565j -15.1621+1.60538j -40.9085+3.89399j -9.68785+0.746239j -15.9828+2.22926j -19.9019+2.27104j 1.5147+0.033695j -16.638+1.53688j -24.1603+3.03174j 21.3668-3.02234j 37.5523-4.41619j 2.39494-0.936241j 33.2215-4.8156j 16.0576-2.76342j 26.6368-4.97898j 8.22024-1.37803j 9.86706-3.27174j 24.9827-4.66531j -6.55704-5.73519j 4.71707-2.70993j -11.1552+4.87279j 30.0085+5.86041j 14.5814+5.06348j 11.6716-0.224971j -54.5274+4.18761j -36.6419-14.1547j -13.5094-3.42978j 95.657+31.8017j 196.329+41.5262j -40.629-27.9284j 237.592+43.2746j -310.516-79.9178j -93.6639-21.6678j -402.62-48.7363j 271.197+41.8078j 172.575+15.2724j 351.465+57.2339j 137.551+23.5668j 776.474+90.2383j 592.914+67.0911j 7.86201+3.7993j -194.834-16.2559j 46.2101+14.8267j -238.841-28.5173j -816.213-72.5277j 100.278+17.2602j 702.683+45.8521j 16.4085+7.83282j 635.506+35.5784j 230.383+14.1567j 60.7215-6.58341j 608.68+30.5422j -58.5686-11.3209j 856.821+17.9065j 31.1152+0.170408j -187.147+10.4554j -210.451-5.20525j 59.3193-2.41188j -402.124+3.56765j 763.396-2.62092j -120.089+7.81272j 371.627-13.3983j -223.375+0.941859j 208.113-14.6149j -378.76+0.374915j 31.2163-8.07963j -166.62+31.2956j 279.473-27.1409j 21.8013-21.2716j -187.27+17.0413j -61.2945+10.3626j 90.2004-20.4844j 58.2894+6.6874j -32.5828+4.39361j 3.21892-3.68698j 
