0.01741-0.00878072j 0.00958483+0.0172243j 0.00392795+0.0248176j 0.0255233+0.000499478j -0.0159053+0.0120579j -0.0164892+0.00263474j -0.0267472-0.0244102j 0.0276256-0.0270418j 0.00877468-0.0174641j 0.00907361+0.00381698j 0.00749028-0.00249405j -0.0129488+0.0175873j 0.0249499+0.0205592j -0.0242122+0.0127045j 0.0131841-0.018505j 0.00504318-0.00188489j -0.00603222+0.000131486j -0.0126363-0.00295821j -0.000578082-0.00343658j -0.00703734+0.0272115j 0.0106599+0.0191081j 0.00668196-0.0110949j -0.00590132-3.03332e-05j 0.0158953-0.0128416j -0.0111878+0.00158776j -0.0119916-0.00429914j 0.00588249+0.00295086j -0.00471866+0.010326j 0.00617919-0.0065077j 0.00609753+0.00657308j -0.012454+0.0109659j -0.0274286-0.00924125j -0.00582294-0.010609j -0.00434198+0.0104946j -0.00434919+0.00643405j 0.00589625-0.00562848j -0.00168311+0.00117179j -0.0032711+0.0210648j 0.00524666+0.014845j -0.00362808-0.00705057j 0.00212026+0.00320405j -0.0110166+0.0080807j -0.00886319-0.0229822j 0.00218348-0.0141708j -0.0039067+0.00437368j -0.0021986+0.011134j -0.00236612+0.0108725j -0.00735938-0.00302439j 0.0137776+0.00933113j -0.00044816-0.0036019j 0.010432-0.0103842j 0.000827691-0.00307935j 0.00418741+0.00460426j -0.0103617+0.00601565j -0.00615487-0.0070694j -0.00572441-0.0146716j -0.00272618-0.00682303j 0.0078061+0.00822005j 0.0118634+0.00507483j 0.00220771+0.00459417j 0.00775851-0.00676688j 0.00445424-0.00255825j 0.0109636-0.0211156j -0.0125712+0.012625j 0.00158028+0.00662879j 0.00536437+0.0106577j 0.00107283+0.0265976j 0.000532864+0.00203245j -0.0262747-0.0219998j 0.0149394-0.00288896j 0.00541971+0.017343j 0.021124-0.00957435j 0.0203837+0.0428104j 0.0168496+0.0109227j -0.00734168+0.0213037j 0.0180993+0.0217409j 0.0213247-0.0177159j 
-0.000649121-0.00706846j 0.00672355-0.000122782j 0.00389021+0.0111769j 0.00933931-0.0022082j -0.0111632-0.015887j 0.00771187-0.00170649j -0.0108965-0.00273279j 0.0090871-0.00290125j 0.010911+0.00545991j 0.00380535+0.00785797j 0.00162971+0.00763191j 0.00352168+0.000290866j -0.00536777+0.00120261j -0.00709159-0.00769984j -0.00181614+0.00214663j 0.00550644+0.00246839j 0.00310998-0.00416122j -0.00561025+0.00443335j 0.00232927+0.00189369j -0.0117724-0.00303827j 0.00234083-0.00181342j 0.000110602-0.00155341j -0.00483863+0.00973092j -0.00735762+0.00342009j -0.00563639-0.000893319j -0.0037612-0.000603587j -0.00205882+0.00672033j -0.00364912+0.00841884j -0.00423717-0.00974346j 0.00503833+0.00301898j 0.0037307-0.00217493j 0.00201621-0.00671162j -0.000633097-0.00205756j 0.002274-0.00346114j 0.00154374+0.00031913j 0.00195079+0.00404681j -0.00194268-0.00095354j 0.00525369-0.00272753j 0.0119517+0.00084446j 0.0125881-0.00515817j 0.00947733+0.00348562j -0.00321847-0.0163887j 0.000805695+0.0174768j -0.0118954+0.00131147j -0.00179646+0.00646536j -0.00652444+0.0174009j 0.00496849+0.00680853j -0.0157603+0.00951649j 0.00411625+0.000969846j -0.00398999-0.000777087j -0.00300154-0.00930718j 0.00263444+0.00386959j -0.00612806-0.010166j 0.00247409+0.0123388j 0.00337573+0.00586444j 0.000953601+0.00138822j 0.00452716+0.00124918j 0.0110832+0.00673963j 0.00212763+0.00236775j -0.00914621-0.00929799j 0.00163996-0.00674642j 0.00931779+0.00237673j 0.00123075-5.13358e-05j -0.00681418-0.00374408j -0.00334378-0.00389085j -0.00553456-0.00440346j -0.00279048+0.00232749j 0.00781932-0.00315304j -0.00312079+0.00493028j 0.00764901+0.00771649j -0.00479655+0.00219683j -0.000540307-0.00313093j -0.00193658-0.00139287j 0.00790187+3.40511e-05j -0.00053936+0.00712824j 0.00574369-0.00386314j -0.00420731-0.00512715j 
-0.00428243+0.0113162j -0.0122376-0.00379113j -0.0055387-0.0105473j -0.0072555+0.00334397j 0.0104233+0.00988165j -0.0142563+0.00605666j 0.000814457-0.000928772j -0.00359807+0.00422216j -0.00294067-0.00745244j -0.0106801-0.006868j -0.00137333-0.0229365j -0.0189959+0.00932524j 0.00737579+0.011621j -0.00129826-0.0022776j -0.0068717+0.0115138j 0.00149806+0.00849666j -0.0111445-0.0178054j -0.0116827-0.00358976j -0.0146219+0.00675756j 0.00104105+0.0108064j 0.00404247-0.000595405j -0.0124132-0.00256968j -0.00488809-0.00500902j -0.011882+0.00202242j 0.00144349-0.00969563j 0.000299973+0.00542093j -0.00577593+0.00715456j 0.0085416+0.00143298j -0.0113116-0.0116067j -0.00426068+0.0074184j 0.00176962-0.0100077j -0.00410696-0.0122581j 0.000382706+0.00751091j -0.00259735+0.000541531j 0.00362576+0.00179941j -0.00124273+0.00313603j 0.00132884+0.00667642j 0.00359281+0.00251355j 0.002318-0.000938391j 0.0178863+0.00662754j -0.00576073-0.00475619j -0.00267102-0.00629027j 0.0134476+0.004303j 0.00443602-5.96106e-05j -0.0163482+0.00164706j -0.00839333-0.00729956j 0.00221886+0.0104746j -0.000439426-0.00934162j -0.00407713+0.00874814j 0.0195607-0.0124329j 0.00299156+2.08979e-05j 0.00697616+0.00658908j 0.0121509+0.00664126j 0.000695102-0.00467288j -0.0159765+0.00724351j -0.00978714-0.00363434j -0.000830112-0.00692799j -0.000740814+0.00472477j -0.00507629-0.00593458j -0.00195346+0.00470125j -0.00473704+0.0133438j 0.00027026+0.00189558j 0.00665734+0.00068087j 0.0177366+0.00696218j -0.00638447+0.0120931j -0.00267427+0.00251829j -0.0021216-0.00847126j -0.0137072+0.0076507j -0.00884095+0.00643026j -0.000557045-0.00207328j 0.00575612+0.00935633j -0.000572773-0.00345877j 0.0126342-0.00939982j -0.0102622-0.00906792j 0.00986217-0.011973j -0.0117012+0.00675102j 0.00575347+0.0126617j 
0.004093+0.00371436j -0.00316343+0.00495211j -0.00024031-0.00351343j -0.00269471+0.00519527j -0.000416709+0.0027944j -0.0113365+0.0102235j -0.0148508-0.00344593j 0.0014505-0.00469424j 0.00777419-0.00661288j 0.00781798+0.0104908j 0.00556247+0.00157972j -0.00776716+0.000927913j 0.00837303+0.00230998j 0.00302216-0.00408299j -0.00268383-0.0025229j 0.0137417+0.00830117j -0.0109166-0.00761869j -0.00247042+0.00193023j -0.00271649+0.0129918j 0.000470639+0.00365977j 0.00211319-0.0130487j 0.00663856-0.00183621j 0.00475926+0.00658997j -0.0026088-0.000848641j -0.00167544+0.00221598j -0.00843664-0.000240054j 0.00555653-0.00235828j 0.00466357+0.00191488j -0.0135934-0.0128026j -0.00652344+0.00252686j 0.0030107-0.00362016j -0.00340209-0.00552298j -0.00154132-0.0132193j -0.00247468+0.00158124j -0.00257341+0.00241588j 0.00706782+0.00117591j -0.00921341+0.00380161j 0.00317035+0.00618545j 0.00151997+0.00165721j 0.00540042-0.000104002j 0.00123843-0.00141172j -0.00377244-0.00743585j 0.00562691+0.0060323j -0.00339336-0.00159496j 0.00959311+0.00379525j -0.00519979+0.021407j 0.00288017+0.00569312j -0.00318486+0.000844309j 0.0114801+0.00655675j 0.00384037-0.00298598j -0.00228744-0.00834065j 0.0153759-0.000173612j 0.0121665+0.00107183j 0.00018803-0.00974945j 0.00390793+0.0150507j -0.00134382-0.004655j -0.00245525+0.000691792j 0.00940498+0.0122339j -0.0083101-0.00527559j -0.00126713-0.0126823j -0.00220485+0.00627491j 0.000300988-0.00533748j 0.00841062-0.00481151j -0.00994646-0.00173191j 0.000619098+0.00231182j -0.00456343+0.000626155j -0.00425645-0.00839996j -0.00910677-0.000592324j 0.00428527-0.0151939j 0.00270916-0.0061682j 0.00551403+0.00555064j -0.00337016-0.00564466j 0.0113529+0.00689116j -0.00977179+0.00319258j -0.000834819-0.00633621j 0.00176044+0.00623869j 0.00618754-0.00222403j 
-0.0029483+0.00257517j -0.00224855-0.0015753j -0.00859433+0.00160542j 0.00398665+0.00690341j -0.0158291+0.00590284j 0.00285434-0.00944813j 0.00102155+0.00716433j 0.00204329-0.0040786j 0.00267116-0.00688725j -0.00752584-0.00939037j -0.00521042+0.00899292j 0.0142083-0.00218567j -0.000617783+0.00525506j 0.0165915-0.00389068j -0.00844673-0.00448614j 0.0185326+0.020275j 0.0146864+0.00114932j -0.00585886-0.0118582j -0.00596013+0.0065337j 0.00326113-0.0152724j 0.000226627+0.003767j -0.0331445+0.00598339j -0.0164997+0.013405j -0.015213-0.0204873j -0.0120754-0.0107464j -0.0145331-0.01732j 0.0007775-0.00502777j -0.00768979+0.0165833j -0.00277556+0.0170119j -0.0125727+0.00300923j 0.00409622-0.012903j 0.0108009-0.000331958j -0.00733045-0.00305157j -0.0154723-0.0120854j -0.00372863-0.00484458j -0.00182915+0.0111199j -0.00444908-0.00939242j 0.0292755-0.0266355j -0.00266088-0.011125j -0.000810586-0.0074018j 0.0126125+0.00199827j -0.00884768-0.00131003j 0.00641401-0.00166182j 0.00803778+0.00457842j -0.00709355+0.00222198j -0.00477718+0.00709593j -0.00447573-0.00101919j -0.00321426+0.00993982j -0.00292932+0.0128472j 0.00196281-0.00771222j -0.0201852+0.00748455j 0.00562988+0.0138413j -0.00620903-0.0141565j 0.00359662-0.000445439j 0.00088565-0.0166464j -0.0186454+0.00256892j -0.0069955+0.00818701j -0.00850699-0.00376321j 0.00249571+0.00119797j -0.000611615-0.000767029j 0.00297807+1.15019e-05j -0.00381476+0.00683465j 0.000625149+0.0047734j 0.00945223-0.000223952j -0.00243522-0.0074944j -0.000708881+0.00445657j 0.00904945-0.00684433j -0.00814598+0.000377126j 0.0017739-0.00163094j -0.00525338-0.00507264j 0.0146807-0.00871872j 0.00609538+0.00874625j -0.00708312-0.00950809j 0.00397256+0.00172839j -2.67667e-05+0.000676485j -0.00324339-0.00202795j -0.00242539+0.0048193j 
-0.00218723+0.000195411j -0.000504697-0.00159089j -0.0044397+0.00994575j 0.0121672+0.00393584j -0.0122208-0.00457973j 0.0116806-0.00571558j -0.000731117+0.00748224j 0.00674726-0.00927585j -0.00723914-0.0188957j 0.00492689-0.0168339j -0.00314861-0.00433448j 0.0119816+0.00390766j 0.00238637+0.000478688j -0.00112183+0.00749567j 0.00679438+0.00198764j -0.00266266+0.00489779j -0.00179743-0.00175427j 0.00808401-0.00423725j 0.0206194-0.0112038j -0.00293821+0.006101j 0.00302776+0.00476434j -0.00241341+0.00795566j -0.013737+0.000991459j -0.0127867+0.003716j -0.00950885+0.000232599j -0.000431534+0.00476168j -0.00271795-0.00064936j -0.00617577+0.00675364j 0.00239324+0.0154549j 0.00205452+0.0107642j 0.000442721-0.00899272j -0.000790057-0.00136578j -0.000140074+0.00504529j -0.00396538-0.00516853j 0.00454922-0.00229685j -0.00279502-0.00947657j -0.00331262+0.00916092j -0.000187769-0.0151685j -0.00712435+0.00278134j 0.000292387-0.0077767j 0.0104353+0.00888464j 0.00722377+0.00016165j 0.00195258+0.0166755j 0.00816324+0.0154261j -0.0177927+0.00535876j 0.0150759-0.0080701j -0.00804921+0.00577959j -0.00647578+0.0138114j -0.0125146+0.0232376j 0.00730649+0.00831971j -0.00200863-0.00651306j -0.00758703+0.0104313j -0.00493221-0.00260217j 0.0103014+0.00121452j 0.00946009-0.00640756j -0.0133914+0.0128319j 0.00680891+0.0103663j -0.013978+0.00251369j 0.00363359-0.00296299j 0.00134155-0.00276702j 0.0127077-0.00201798j 0.0108457+0.00734494j -0.000218443+0.00597066j 0.00855927+0.00127058j -0.00133834-0.00155939j 0.00397671-0.00224201j 0.00850806-0.0113718j -0.00346477+0.000513202j -0.00816107-0.00705822j -0.00994165+0.00318722j 0.0106313-0.00239031j 0.00456996+0.0060542j -0.00520208+0.00398564j 0.0082161+0.00167232j -0.0043506+0.00924314j -0.000664374-0.000238992j -0.00010931+0.00107154j 
-0.00588786-0.00398858j 0.00431969-0.00640786j -0.00132259+0.00577474j 0.00487143+0.00071972j -0.00269976-0.0117818j 0.0100321-0.00346115j 0.00239935-0.000165157j 0.000489458-0.001219j -0.00444383+0.0057977j -0.00793309+0.000819067j 0.000259869-0.00651886j -0.00333399-0.00188034j -0.00373143-0.00537925j -0.000793681-0.00454686j 0.00398389+0.00176977j -0.00542916+0.00552371j -0.00997828+0.0117693j 0.0110958-0.00753563j 0.00866717+0.00118056j -0.0019987-0.0105309j -0.0021994-0.00016067j -0.00423031-0.00258856j -0.00204115+0.005251j 0.00098784-0.00768596j -0.00345451-0.00562663j 0.00153533-0.00306058j -0.00224241-0.00463384j -0.00535232+0.00591952j -0.00095239+0.00319863j -0.00749974+0.00874689j 0.00282556-0.00818073j 0.00383803+0.00279255j -0.00189647+0.00935583j -0.0137961-0.0053399j 0.0068002+0.00524884j -0.00541369-0.00747488j -0.00198765+0.0105415j 0.0117018-0.00502025j -0.0064396-0.00322749j 0.00954503+0.0137488j 0.00503033-0.0106116j 0.00620336-0.0069945j -0.000918582+0.00480763j 0.00660272+0.00696461j 0.0047402+0.00257303j 0.0159198-0.000965761j -0.0113272+0.0118056j -0.00402233+0.00235775j -0.000369901+0.0147484j 0.00333749+0.00644814j 0.000473194-0.00845436j -0.00833431+0.0104715j -0.00308143-0.00553229j 0.0125843+0.00343259j 0.0148978+0.000175116j -0.00789593+0.0142959j -0.0103782+0.00765949j -0.00510216+0.000570062j 0.00303847-0.00233486j -0.00679579-0.00642237j 0.0158429+0.00313001j 0.00122635+0.0119647j 0.00371732+0.00814101j 0.0102552-0.00133358j -0.0106322+0.00461737j 0.0101785-0.00561877j -0.000278595-0.00411794j 0.00513649+0.00519481j -0.00639132+0.00118479j 0.00417617+0.00624348j -0.00367423+0.0076307j -0.00663761-0.00178895j -0.00482765+0.000407004j 0.0100081-0.00386343j 0.000536616+0.00943553j 0.00122329-0.00560734j -0.00479045-0.00101503j 
-0.00360732+0.00233755j -0.00270383-0.00354926j -0.00227642-0.0167535j -0.0137683-0.00155192j 0.0133823+0.0135875j -0.00416795+0.0176255j -0.000359168+0.00149j 0.00382712+0.00968274j 0.00735559+0.0100756j -0.0141187-0.0195116j -0.00106509-0.0103876j -0.00496471+0.00669079j -0.0163081+0.0170258j -0.00857615-0.0128259j -0.00291561+0.00741759j 0.0047564-0.00138254j 0.0107017-0.0154579j 0.00262738+0.0156007j -0.0172779+0.00540794j -0.00126601-0.00902596j 0.0029578-0.018998j 0.00498744+0.00228702j -0.00491435-0.006623j -0.0194161-0.000108365j -0.00162638-0.00953024j 0.0132781-0.00444664j -0.0127972+0.00369804j 0.00131514+0.00901406j -0.00220477-0.00363434j 0.00335027-0.00523525j -0.00411649+0.00218665j -0.00720938+0.00641849j 0.0064736+0.0043812j -0.00409384-0.00894616j 0.00314758-0.00491816j 0.00116995+0.00165577j 0.00811476+0.00887284j 0.00776355-0.00895197j 0.013523+0.000577468j 0.0071444+0.0154159j -0.00801851-0.00422661j -0.00115529-0.00407707j 0.00859807-0.0133575j -0.00654036+0.00175512j -0.00652277-0.00769729j 0.00800962-0.0141094j -0.00761865-0.00280577j -0.0114643+0.00705164j 0.00602078-0.0129405j 0.00666808-0.00297305j 0.00137311+0.00205725j 0.00799661-0.00432622j 0.00964506+0.00203462j -0.00797157+0.000105043j -0.00998305+0.00517062j 0.0118623+0.00141936j 0.0109638-0.0134894j 0.00896579-0.00138476j -0.0044111+0.00238142j -0.00371846+0.0153259j -0.0179267+0.0113032j 0.00879695-0.000891621j -0.00531014-0.00512782j -0.00331178-0.00114849j 0.00566085-0.00209659j -0.00919787-0.002869j -0.00202544+0.00649199j -0.0021679+0.00339254j 0.00305538+0.00403365j 0.000676925-0.00357647j -0.0105409+0.00486057j -0.0122781-0.0184231j 0.0140052-0.0170708j -0.0149169-0.00072507j 0.00197404-0.0166678j -0.00729191-0.000347469j -0.000721177+0.00754965j 
0.00535205+0.00174796j -0.00142178+0.00526293j 0.00175711+0.00950403j 0.00649089-0.00196584j 0.00612212+0.00703839j -0.00616011-0.00316405j 0.00361137-0.008388j 0.00242067-0.00934524j -0.000465077-0.00570283j -0.0111594+0.00908986j -0.00362331-0.00239779j -0.00858151+0.00482403j 0.010869+0.0181275j -0.00537443+0.00677631j -0.00996548+0.00257575j 0.00640103+0.00241985j -0.00104442+0.00362968j -0.0062666+0.0054318j -0.00246923+0.00887172j 0.00409867+0.0131648j 0.00362559+0.0113958j -0.00634696-0.00376136j 0.00886868-0.00754829j 0.00258075-0.0157293j 0.000843306+0.00171141j -0.00247164+0.00960817j 0.00647253+0.000261855j -0.00265434-0.0080544j -0.00216605+0.00102235j -0.00479104-0.000393484j -0.0014905-0.0082897j -0.0127259-0.00321535j -0.00754514+0.00387331j -0.00723729+0.00763951j 0.00248016-0.000947819j 0.00665555-0.000966926j 0.00361633+0.00451901j -0.00607184+0.00511927j -0.00317214+0.00153958j -0.010631+0.00150221j -0.00202622-0.0125924j -0.0042787-0.00572661j 0.00087969-0.0243014j 0.00146269-0.011145j 0.00309293-0.00309082j -0.00615347+0.00565856j -0.00162133+0.00687222j 0.00629676-0.0067896j -0.000688018+0.0013657j -0.00197508-0.00536918j -0.00142079+0.000216258j -0.00353962+0.000821014j 0.00882897-0.00318916j -0.00318693-0.00361176j -0.00911609-0.00517906j -0.00594579-0.00863457j -0.00566794+0.00164656j -0.00312831+0.00561347j 0.000328054+0.00650896j 0.00635795+0.00571451j -0.0026588+0.00356547j -0.0101728-0.00149473j 0.0065858-0.00513671j -0.000730682+0.00461928j 0.00117625+0.00262048j 0.00175054+0.007417j -0.00366537+0.00545644j 0.00425133+0.00623035j -0.00688853+0.00231128j 0.00629208-0.00472079j 0.00343545+0.00255693j 0.00729602+0.000364925j 0.00414345+0.0146694j 0.00224465+4.88211e-05j 0.00296658+0.00390332j 0.00211158+0.00760258j 0.00754887-0.00247765j 
0.0010325+0.00493313j -0.00388569-0.000437256j -0.00274675-0.0187748j -0.013613+0.000321691j 0.00802808+0.0171403j 0.000867649-0.0002485j 0.0024602+0.0167277j -0.0172401+0.00519252j 0.00908275-0.00236184j -0.00994677+0.0180607j 0.00214143+0.00231474j 0.00422532-0.0130958j -0.00404232-0.00754787j 0.00902147-0.00455305j -0.0132698-0.000157659j 0.00636282-0.00497586j -0.00226038-0.00373504j 0.00175632-0.0112534j -0.0121181+0.0114159j 0.0041573-0.00297118j -0.00556225-0.0147991j -0.000381137-0.00270961j -0.00198065+0.00728836j 0.00541892-0.0161276j -0.000566768-0.012791j -0.00526405+0.00292247j 0.0082862-0.0114823j -0.0185754-0.00185596j -0.0232909-0.00410165j -0.0029991+0.0138332j -0.00369464+0.00880127j 0.00206277+0.00238357j 0.011348-0.0197588j 0.00125587-0.0175411j -0.00236693+0.0114026j 0.00499648+0.00629519j -0.00506005-0.00534018j -0.00131598+0.00557178j -0.00653893-0.0101147j 0.0227155+0.00334696j -0.00396057+0.00949522j 0.00416065-0.0171992j 0.000282065+0.00592233j 0.000110716-0.00283765j 0.00951831+0.00730799j -0.00380935+0.00350104j 0.00131679-0.00904352j -0.0132141-0.0104585j 0.0185496-0.008236j 0.0012834+0.000772616j -0.00087409-0.00107146j -0.00587745-0.00680475j -0.00408678+0.00810362j 0.00805125-0.00283002j -0.000670872+0.0123072j 0.00239946-0.0125387j 0.00468534+0.00353779j 0.0140824-0.00596781j -0.00233079-0.00100425j -0.00601948-0.0075706j 0.00083111+0.00927661j -0.00404266+0.00935741j 0.00383915-0.00262761j 0.000688705-0.00747415j 0.0017978+0.0067943j 0.00750293-0.00486894j -0.00826272+0.00159257j 0.00455916+0.00426659j 0.0051478-0.000270494j -0.00503677-0.00441918j -0.00530628-0.00708874j -0.00414315-0.00305078j -0.000207707-0.00399583j -0.0147705-0.00372475j 0.00158967-0.014582j -0.00213976-0.00174327j -0.000686129+0.00115391j 
0.00607653+0.011377j -0.0106899+0.00376937j -0.00560182-0.0160807j -0.00906718+0.00248522j 0.00129801+0.0241123j 0.00959635-0.00554083j 0.00206234+0.0158206j -0.00643776-0.00887621j 0.00612982-0.0109268j 0.00308502-0.00167766j -0.00611623-0.00119222j 0.00902091-0.00536377j -0.00728114+0.000344147j 0.00986705+0.00399862j -0.00732862-0.0100318j -0.00360573+0.00517593j 0.00847545+0.00315921j 0.0110812+9.07165e-06j 0.0067508-0.000704867j -0.00869545-0.00425823j -0.00757689-0.0109143j -0.0101412-0.00321727j -0.00686204-0.00565694j -0.00986133+0.00485549j 0.00236541-0.00207182j 0.0122386+0.000284176j -0.0051814+0.00124757j -0.00551746+0.00751368j 0.0135587+0.0152312j 9.78566e-05+0.00931724j 0.000509208+0.00455481j -0.00626443+0.0106873j -0.00418382+0.00297881j 0.00617485-0.0107389j -0.0181828-0.00104286j -0.00140179-0.0150386j 0.00421875+0.00629265j -0.00187631-0.00843236j -0.0176631+0.0092007j 0.0183059+0.0168431j -0.012408+0.000276907j 0.00507166-0.0160563j -0.00371062-0.00464749j 0.0181527-0.00364245j 0.00865359+0.00981965j -0.0101075+0.0018562j -0.0049834+0.00710475j -0.00222267-0.00827075j 0.012003+0.00825892j 0.00497315+0.0116149j -0.000935386-0.00156226j 1.68898e-05+0.00220071j 0.00362927-0.000924355j 0.00494931-0.00368574j 0.00567264-0.0062603j -0.0123241+0.00135215j -0.0189527+5.14669e-05j 0.00314281-0.00329989j -0.0100036-0.00259748j 0.0121057-0.00129774j 0.006038+0.00614913j -0.000857563-0.00204228j 0.00195168-0.010889j 0.00268192-0.00213002j 0.000371395-0.00254329j 0.0058137+0.0100867j -0.00133718-0.00920476j -0.00771744-0.00595731j 0.00354513-0.00554932j -0.0139699-0.0146135j -1.29253e-05-0.0169192j 0.00433747+0.0080953j -0.00423069-0.00490688j -0.00629915+0.00206551j -0.000250215-0.0145671j -0.00372488+0.00178815j 0.00142308+0.00351098j 
-0.000186062+0.0101695j -0.00974282-0.000109198j -0.00915645-0.0215747j -0.0168377+0.0112646j 0.00454923+0.0118261j -0.0100344+0.0154161j -0.00717976+0.00319835j -0.00149134+0.00563056j 0.00718641-0.00594369j 0.0178379-0.00553498j 0.00360987-0.0014273j -0.00613467+0.00348907j -0.00568593-0.00750101j 0.00646964-0.00830098j 0.00154469-0.0013017j 0.00517346+0.0123838j -0.00413941-0.00516314j -0.00798922+0.00737527j -0.00955061+0.00810143j -0.00326023-0.00939383j -0.00917364-0.00745801j -0.00209064+0.00458727j 0.00127711-0.0059626j -0.0112715+0.00443202j 0.001968+0.00457838j 0.00296466-0.00596965j -0.012509-0.00479688j 0.001107+0.00197646j -0.0012066-0.00158773j -0.00551724+0.00457957j 0.00300505-0.0106432j 0.00380259+0.00753428j -0.00285474+0.000335893j 0.0148269-0.00279037j -0.00814192+0.00444756j -0.00258003-0.00534351j -0.00332723+0.00819819j 0.0051187-0.0047262j -0.0035931+0.00037204j 0.00918853+0.0136488j -0.0145391+0.00865519j -0.00531948+0.00192085j -0.00151114+0.00721376j 0.00769914+0.00394314j -0.00283771+0.00301161j -0.00772404+0.00302816j 0.000717646+0.00393701j 0.00910087-0.0151532j 0.0168617+0.0115405j 0.0185768-0.00265764j 0.00500962-0.0121091j 0.017678+0.00512948j 0.0107433+0.00888757j -0.00525878-0.0100648j 0.00778813+0.0143823j -0.00235153+0.00268614j -0.00866848-0.0075441j 0.0108425-0.000620302j -0.00603162-0.0106995j -0.00246212-0.00537443j 0.00398981+0.00458073j 0.00836581+0.000644319j -0.00312747-0.00875497j -0.00346903-0.00128403j 0.00498279+0.00535615j -0.0105146-0.0034311j 0.00463382-0.0107583j -0.0147199-0.00938471j 0.0121634-0.010273j -0.00826234-0.0140024j 0.00595265-0.00596994j -0.00400843-0.00737926j 0.0129363-0.00741194j -0.0151135+0.000995277j 0.00107431-0.0186177j -0.00607554+0.00308886j 0.00285871+0.00648322j 
-0.00744995-0.00597201j 0.00430465-0.00681211j -0.000726417+0.0078405j 0.0034294-0.00215116j 0.00586168-0.017733j 0.00525046-0.00106267j -6.02878e-05-0.00654422j 0.00191317+0.00165056j -0.00563859+0.00717156j -0.0104716-0.0019374j -0.0056467+0.00220231j 0.00427469-3.98363e-05j 0.00149357+0.0076417j -0.000554519+0.00151932j 0.000344541+0.00854363j 0.00634958+0.00419551j 0.00734969+0.000608891j -0.00137367-0.00401089j -0.00448507-0.00160456j 0.00517719+0.00228756j -0.000235699+0.00199943j -0.00309237+0.00178113j 0.00701417+0.00421964j -1.89688e-05-0.00952186j 0.00813542-0.000493869j 0.00667546+0.00282085j -0.00309487-0.00878071j -0.006035-0.00487289j -0.0158444+0.000767114j -0.0101396-0.00362512j -0.00114371-0.0142918j 0.00284284-0.0015577j 0.00109041-0.000407675j -0.0181728+0.000822055j 0.0223006-0.000479168j 0.00377597-0.00511755j 0.0150898+0.0236235j 0.00211473+0.00709777j 0.00433342-0.00797313j 0.0197142+0.0126413j -0.00710381-0.0107555j -0.00397708+0.000190956j 0.00426124-0.00988171j -0.00848457+0.00936249j 2.0007e-05-0.0107425j 0.023588-0.00420316j -0.0123249+0.00546234j 0.000665927+0.00458006j -0.00305218-0.000476338j 0.00267005+0.00932105j -0.00082502-0.00249454j 0.002006+0.00172576j 0.01597+0.0069561j 0.0117688+0.00254343j 0.0075865+0.0117385j 0.00933975+0.0029025j -0.00498175+0.0095838j 0.0063095+0.00567774j 0.0116754+0.00687173j -0.00255418+0.00486691j 0.00803935-0.0112701j 0.0101865+0.0036712j 0.000243711-0.00112009j 0.0136341-0.0100749j 0.00507476+0.00397243j -0.00309615-0.0162362j 0.000440704+0.000232067j 0.00268666-0.00559601j -0.00393419+0.0130057j 0.00181918+0.0127389j -0.00443741+0.00713119j -0.00441111+0.00127388j -0.00326372-0.00674037j 0.00433443+0.000246325j -0.00349938+0.00673761j 0.0003081-0.0028295j -0.00306877-0.000146325j 
