0.01741-0.00878072j 0.00958483+0.0172243j 0.00392795+0.0248176j 0.0255233+0.000499478j -0.0159053+0.0120579j -0.0164892+0.00263474j -0.0267472-0.0244102j 0.0276256-0.0270418j 0.00877468-0.0174641j 0.00907361+0.00381698j 0.00749028-0.00249405j -0.0129488+0.0175873j 0.0249499+0.0205592j -0.0242122+0.0127045j 0.0131841-0.018505j 0.00504318-0.00188489j -0.00603222+0.000131486j -0.0126363-0.00295821j -0.000578082-0.00343658j -0.00703734+0.0272115j 0.0106599+0.0191081j 0.00668196-0.0110949j -0.00590132-3.03332e-05j 0.0158953-0.0128416j -0.0111878+0.00158776j -0.0119916-0.00429914j 0.00588249+0.00295086j -0.00471866+0.010326j 0.00617919-0.0065077j 0.00609753+0.00657308j -0.012454+0.0109659j -0.0274286-0.00924125j -0.00582294-0.010609j -0.00434198+0.0104946j -0.00434919+0.00643405j 0.00589625-0.00562848j -0.00168311+0.00117179j -0.0032711+0.0210648j 0.00524666+0.014845j -0.00362808-0.00705057j 0.00212026+0.00320405j -0.0110166+0.0080807j -0.00886319-0.0229822j 0.00218348-0.0141708j -0.0039067+0.00437368j -0.0021986+0.011134j -0.00236612+0.0108725j -0.00735938-0.00302439j 0.0137776+0.00933113j -0.00044816-0.0036019j 0.010432-0.0103842j 0.000827691-0.00307935j 0.00418741+0.00460426j -0.0103617+0.00601565j -0.00615487-0.0070694j -0.00572441-0.0146716j -0.00272618-0.00682303j 0.0078061+0.00822005j 0.0118634+0.00507483j 0.00220771+0.00459417j 0.00775851-0.00676688j 0.00445424-0.00255825j 0.0109636-0.0211156j -0.0125712+0.012625j 0.00158028+0.00662879j 0.00536437+0.0106577j 0.00107283+0.0265976j 0.000532864+0.00203245j -0.0262747-0.0219998j 0.0149394-0.00288896j 0.00541971+0.017343j 0.021124-0.00957435j 0.0203837+0.0428104j 0.0168496+0.0109227j -0.00734168+0.0213037j 0.0180993+0.0217409j 0.0213247-0.0177159j 
0.00545331+0.00283058j -0.00244188+0.00647424j 0.00293878-0.00225335j -0.00207081+0.00173805j -0.00787017+0.00505204j -0.000520907-0.000148263j 0.00331988+0.00296096j -0.0054139+0.00228605j 0.0112953+0.00152837j -0.00774542-0.0013581j -0.000895917-0.00247043j 0.00251011+0.00247612j 8.13145e-05+0.011491j 0.00603508+0.00459822j -0.0122161+0.00990678j -0.000796656+0.01271j -0.000306787+0.000793103j -0.00692273+0.00654978j 0.00319075+0.0138591j -0.00365623+0.00317277j -0.0221335-0.0122293j 0.0100684+0.00919437j -0.00405804+0.00757255j -0.00268929-0.00256599j -0.00419638-0.00304287j 0.00224983+0.00894772j 0.00640153-0.00988889j 0.0168799+0.00683205j 0.000110048-0.00283034j 0.00328424+0.00300141j -0.00652423+0.00722756j -0.00458033+0.0116114j -0.00196215-0.00909052j 0.0068594-0.00401705j -0.000301963+0.0016226j -0.00201329+0.0128146j 0.00797058+0.000520414j -0.0015728+0.00310833j 0.000950216+0.0129493j -0.00680117+0.00943441j -0.00338028+0.005853j -0.00660136-0.00729394j -0.0160166+0.00563389j 0.00439186+0.000443125j 0.00331669+0.00482992j 0.00234054+0.00180076j 0.00280855+0.00609164j -0.00249719-0.00634049j 2.13916e-05-0.00679355j 0.000523506-0.00250201j -0.00199121-0.00685711j -0.00679259+0.0015013j 0.00595687+0.00905955j -0.000980597-0.00901026j 0.00419864+0.000365744j 0.00423955-0.00547966j 0.00194023-0.00587563j -0.00487145+0.00155032j -0.000730453-0.00695513j 0.00373797+0.00637034j -0.00179215+0.00222352j -0.00356217-0.00241083j -3.02082e-05-0.00152725j 0.00095195+0.00126083j 0.00740965-0.00349195j 0.00390775+0.0116346j -0.00883608+0.000919712j -0.000109944-0.00197087j 0.00256634-0.00150781j -0.00790974-0.00217141j 0.00141287-0.00653205j 0.00225084+0.00566582j -0.00591849+0.000821636j -0.00688439-0.00013278j 0.0014278-0.0073006j 0.000303079+0.00261231j 0.0024203-0.000505433j 
-0.00711652+0.00216843j -0.00190422-0.00658057j 0.00284313+0.00306502j 0.00309704-0.00327134j 0.00284335-0.00563062j 0.00425279+0.0066501j 0.00107207-0.00292522j 0.00340127+0.00462305j -0.00728707-0.00267377j -0.00097961-0.00603656j -0.0012016+0.00542149j 0.00498535+0.0113675j 0.00481302+0.00289519j 0.0066507-0.00279004j 0.00468688+0.0099145j -0.00538376-0.00285729j 0.00689131+0.000727046j -0.020053-0.000627767j 0.00985889+0.000646151j 0.00445688-0.00084699j 4.93216e-05-0.00156058j 0.00334889+0.00369937j -0.0109449+0.00959782j -0.00124451+0.00861935j 0.00294503-0.00694805j 0.0014594+0.00516404j -0.0072857+0.00832843j 0.00675881+0.000868606j -0.0156303-0.00221708j 0.0110372+0.000938575j 0.0047976+0.00358135j -0.00139838-0.00418197j 0.00136003+0.00244907j -0.00845227-0.000815458j -0.00411225-0.00686328j -0.00298236-0.0102539j -0.00460227-0.0134018j 0.00229614+0.00128425j -0.000402599-0.00769841j 0.00286542-0.00685255j 0.00817398-0.0114475j -0.00099947-0.00575072j 0.00503515+0.00949631j -0.00251831-0.00426335j -0.00651526-0.00219132j -0.00304128-0.0115894j 0.00122354+0.00701339j 0.00385937+0.00241562j -0.00563122+0.00203619j 0.00387282+0.00138935j 0.00960797+0.00361766j -0.0106673-0.00331647j 0.000834667-0.00692256j 0.001517-0.00381114j -0.00184689+0.00267838j 0.00215093-0.00901186j 0.00148716+0.00979949j 0.00217595-0.000427902j -0.0106851-0.00447745j -0.0102585-0.0019686j -4.45069e-05+0.000730754j 0.00655799-0.00197724j 0.00361053+0.00836726j 0.0024782-0.00155133j -0.0120175+0.00392428j -0.00755314-0.00617201j 0.00261641-0.00647106j -0.00232649+0.00509263j -0.00286471+0.00201026j 0.00674316+0.00721421j -0.00405962+0.00955248j -0.00412487-0.00165076j -0.00310432-0.00366859j 0.00324344-0.00251076j 0.00218559+0.00467022j 0.000389801-0.00212461j -0.00210538-0.000304251j 
0.00246576-0.00608304j 0.00540556+0.00253686j -0.00336273+0.00112074j 0.00114207+0.00354201j -0.0112307+0.00103503j -0.00498853-0.00884272j -0.00476593+0.00194377j 0.0052647-0.00031981j 0.00598339-0.000202469j -0.00617594+0.00824996j 0.00415903-0.0076531j -0.00945629+0.00476904j -0.00467094-3.19222e-05j -0.0114021+0.0145354j -0.0013682+0.00174476j 0.0067493-0.00468662j -0.0233051+0.00771497j 0.0126686-0.011111j -0.0105841-0.0189054j 0.0129577-0.00798306j -0.0029432+0.0112328j 0.000163386-0.00118687j -0.0107431+0.000603553j -0.00307964-0.018874j 0.00575688-0.00662308j 0.000218877-0.00231312j -0.0167218-0.0126552j -0.00463869+0.0122735j 0.00381378+0.00493184j -0.00477188-0.023925j -0.00163284+0.0163735j -0.00137145-0.0060313j -0.00227396+0.00107876j 0.0178701-0.00783841j -0.000315804-0.00486902j -0.00095499+0.00736984j -0.002632+0.0148172j -0.00457097-0.00825342j 0.00816679-0.010214j -1.35711e-06-0.0114487j 0.00794538-0.00619288j -0.00141606-0.000853276j 0.00174003-0.013148j -0.00167813-0.000430979j -0.00826066+0.00515739j -0.000234444+0.00590106j -0.00953422+0.00385472j -0.0140539-0.0117727j -0.00282721+0.0013429j -0.00335873+0.00123748j 0.00943989-0.0033162j 0.00104884+0.00144444j -0.000821666+0.0010178j -0.000261961+0.000774071j 6.41557e-05+0.00433544j 0.00488116+0.00307651j -0.00126925+0.0034686j -0.0074487-0.00341346j 0.00933408-0.000251933j -0.00345463-0.001143j -0.00211994-0.00147031j 0.00347229+0.00939577j 0.00367626-0.00327149j 0.00290077+0.0029455j 0.0111131-0.00291294j 0.0118241-0.000359684j 0.00266076+0.0109077j 0.00624076-0.000933734j -0.00811232+0.00469653j -0.00183567-0.00228574j 0.00274942-0.00514036j 0.00609593-0.00339348j 0.0098862-0.000421958j 0.00233721+0.00352019j -0.00319041+0.00417805j -0.00095966+0.00172664j 0.00166082+0.00088412j 
0.00348113+0.000176426j 0.000159225+0.00418316j 0.00369711-6.22924e-05j -0.0030132+0.00202587j -0.0104759-0.00541773j 0.00378204-0.0072136j 0.00226171+0.00984593j -0.0129892+0.000888168j 0.00554401+0.00210965j -0.00420885+0.0122902j 0.00730502+0.00529236j 0.00717614+0.00481862j -0.00622454-0.00552647j 0.0122132+0.0168243j -0.0131007+0.0155749j 0.00346425+0.00147405j -0.0139446+0.0246988j -0.0042471-0.00860362j 0.00919433+0.00456678j -0.00273411+0.000111559j -0.0114443+0.0104454j 0.0147784+0.0164646j -0.00949509-0.00767269j 0.000317709+0.000634973j 9.51611e-05-0.0143778j -0.00157212-0.000625302j -0.00145967-0.0190998j 0.00311019-0.00683161j 0.00094584+0.00482407j -0.0130097-0.0138145j 0.000232976+0.00183713j -0.00156381+0.00533323j 0.00561275-0.00310205j 0.0126717+0.00112524j 0.000395303+0.00385405j -0.00971208+0.00918074j -0.00639761-0.0123743j -0.0111596-0.0033668j -0.00305768+0.00932117j -0.0133462-0.00245665j 0.00490515-0.00418216j -0.000848692-0.0107022j -0.00467028+0.00942258j -0.0181655+0.00352038j 0.0051472+0.00177433j -0.0101831-0.0100556j -0.00307559+0.00345259j -0.000453503-0.00799438j 0.00455632-0.00401683j -0.00797591+0.0101911j 0.000427988-0.00444126j 0.00578985+0.00760237j 0.00451323-0.00243324j 0.00116873+0.00437299j 0.00442152+0.000439829j -0.00298399-0.0100817j -0.00277874+0.00949847j -0.00483365-0.00270288j 0.000240585-0.00604159j 0.00593963+0.0014558j -0.00131042-0.00754885j -0.00457877+0.00944531j -0.00597632-0.0034277j -0.00328513-0.00707943j 0.00333865-0.00699262j 0.00515065+0.00209891j -0.00059535+0.00495141j 0.0046802-0.00391858j 0.00700315-0.00491141j -0.00938813-0.00101117j 0.00240363-0.0107473j 0.00280206+0.00863609j -0.0094024+0.00342103j -0.00243143+0.000119722j 0.00088952-0.00317069j 0.00117648-0.00206515j -0.00186454-0.00163746j 
0.000500808+0.00948993j -0.00918074+0.000879168j 0.00105022-0.0143907j -0.010729+0.00171028j -0.000393758+0.00781666j -0.00497061+0.000745271j 0.0116727+0.0154326j -0.0181423+0.00943524j 0.00542109+0.00349337j 0.000397558+0.00461335j -0.00832451-0.0153707j 0.000928044+0.00183306j -0.00127943-0.00332383j 0.0145166-6.76728e-07j 0.000939254+0.0124112j -0.00146254-0.00355745j 0.00803459-0.016233j 0.0090298+0.012123j 0.00516488-0.00189416j -0.00195896+0.00402435j 0.00287544-0.00578805j 0.00342763-0.000600446j 0.00761621+0.00902521j 0.00556048+0.00455768j 0.00221566-0.00430904j 0.00616557+0.0041532j -0.00355324-0.00175598j 0.0129635-0.0053441j 0.0031752-0.000599041j 0.00363371+0.00830067j -0.0070921-0.00210834j 0.00541798-0.000311582j 0.00335684+0.00146052j -0.00231508+0.00419319j -0.00447169-0.00247969j -0.000426629+0.00779858j 0.00961459+0.00196685j -0.00401258+0.00795254j -0.00977141+0.00348194j 0.00258516-0.00509076j -0.0066095-0.00356509j 0.00272391-0.0133615j -0.00473898+0.00136431j 0.00771174-0.00785466j -0.00110805-0.00395381j 0.00155599-0.00248968j 0.00661634+0.00440179j 0.00419137-0.0134522j 0.00561217-0.00455897j 0.00464879+0.00443128j -0.00433031+0.00472564j -0.00172108-0.00680582j 0.00514038-0.000229633j 0.00043432-0.00170722j -0.000992485-0.00296106j -0.00753104-0.0192742j 0.0053726+0.00273416j -0.00911325-0.00113118j -0.00878557-0.00191484j 0.00555896+0.00619409j -0.00545784+0.010612j -0.0113098+0.000623212j -0.00433726-0.000871866j 0.00944401+0.00247899j 0.00743824-0.00113301j 0.00486807+0.00859415j -0.000809702-0.00184766j 0.00264237+0.00212126j 0.000323113-0.00189674j -0.0137297-0.00106972j 0.00575748-0.008024j -0.00406903+0.00398892j -0.00131767-0.00353812j -0.0147877-0.00768918j 0.00682108-0.0148055j -0.00749892+0.00101713j 0.00148145+0.00715188j 
-0.00131301-0.00281492j 0.00157012-0.00109019j 0.00261741+0.00191683j -0.00244999-0.00219586j 0.00802388-0.00957863j -0.0102242+0.00876493j -0.00637684-0.00455595j -0.00115914-0.00299601j -0.00325769+0.00899634j 0.0161811+0.00189406j 0.00549874-0.00167184j -0.00414334+0.00149574j -0.00220511+0.00163646j -0.00255744-0.0025135j 0.0113723+0.00260997j -0.00380672+0.0027027j 0.00293468-0.00619885j 0.00526516+0.00851589j -0.00249556+0.00693295j -0.0051535-0.00197772j -0.000759156-0.00314181j 0.0131705-0.00450675j 0.00982644-0.000922237j 0.00947627+0.000216903j -0.00626772+0.00199585j -0.00772548-0.000817566j 0.00163679-0.00121146j 0.00699854-0.00693062j -0.00359535-0.010743j 0.00644327+0.00926784j -0.00381798-0.00227566j 0.0037039+0.00207764j -0.00445352+0.000253245j -0.00741869+0.00424795j -0.00167944+0.00615323j 0.000118385+0.00488647j 0.00289652-0.000582472j 0.00411605-0.0019476j -0.00319438+0.00828131j -0.000672109+0.00937417j -0.0083332-0.00244136j -0.000315368-0.000468565j -0.00387706+0.0031524j 0.00588095-0.00337466j -0.00382075+0.00210784j 0.00469845-0.00131427j 0.00315995+0.00225513j 3.85232e-05+0.00105534j 0.00747796-0.000571554j 0.00319931-0.00787709j 0.00241382-0.00231538j 0.0014619+0.000617666j -0.000546434-0.00236495j 0.0018027+0.00530898j 0.00167153+0.00314512j 0.00982964-0.00130924j -0.003204-0.00637815j 0.00652638+0.0036695j -0.00233003-0.00193635j 0.00294407-0.00500022j -0.00199391+0.00425037j -0.00360508-0.00580326j 0.0039416+0.000407788j -0.00779473+0.00148398j -0.00567157+0.00122447j 0.00322869+0.000804228j -0.00351503+0.00362177j -0.00456001-0.00214573j 0.00314432-0.00279326j 0.005471+0.00369699j -0.00704682+0.00898119j -0.00271383-0.00870173j 0.00358502+0.00104331j 0.00151709-0.0012129j -0.00168034+0.00125917j 0.00455336-0.00103955j -0.000925649-0.0039486j 
0.00180062-0.00825393j 0.0102983+0.00193938j 0.00969508+0.0141578j 0.0150506-0.00578825j -0.0107921-0.000889126j 0.0185711-0.00152354j -0.00981517-0.00453397j 0.00545291+0.00387883j 0.0150919-0.00521858j -0.0164664+0.00269001j 0.00378213+0.0157288j -0.00745339+0.00275452j 0.0122502+0.0050804j -0.0273824-0.0122324j -0.00312227+0.0186316j -0.0132805+0.00610646j 0.00467487+0.00886915j -0.00837968+0.00542836j 0.0054745-0.00177828j 0.00182765-0.00945237j 0.000508673-0.00193644j 0.00433666+0.0153813j -0.00345459+0.0131309j 0.00524704-0.00676829j -0.0174734-0.012091j 0.00417629+0.0106637j -0.000228228+0.00273184j -0.00399194-0.00145207j 0.00496703+0.00154111j -0.00915908-0.00066357j -0.0168074-0.00198099j 0.00468031+0.00498577j -0.00120371-0.00257687j -0.00317949-0.00454163j 0.00734691-0.00348384j 0.00319868-0.000852744j 0.0123244+0.00611765j 0.00114272-0.00280455j 0.0156854+0.00689268j 0.000530969-0.0112886j 0.0017085-0.00440345j 0.00710644+0.00254714j -0.00237512+0.0101554j -0.00337669-0.00562541j 0.0123712-0.00372308j -0.000139249+0.00469028j 0.00139865+0.00391717j 0.00806567-0.00400725j -0.00865494-0.01478j -0.020132+0.0039124j -0.00282701-0.00809487j -0.00382464+0.00331692j -0.000564997-0.00142368j 0.00273237-0.00219457j 0.00805366-0.00234962j -0.00378228+0.00164046j 0.00283088-0.000964701j -0.00733743+0.00751534j -0.00293199-0.00164751j -0.00524144+0.00655705j 0.00863057-0.0121806j 0.00152263-0.000492142j -0.00456717+0.00102139j -0.00779098+0.00276798j 0.00200147-0.00239793j 0.00243794+0.00738878j -0.00375209+0.0144024j 0.0154338+0.000760353j 0.000617226+0.000605568j 0.00829726+0.0101008j -0.00745752+0.00172165j -0.000523043+0.00181925j -0.00751386+0.00586622j 0.00821106+0.00400493j -0.000470184+0.00828504j 0.00787039-0.00151541j -0.00159182-0.00808563j 
0.00401421+0.00519129j -0.00364408+0.00466286j 0.0062054-0.00390066j 0.000971741+0.00294832j -0.00646329+0.0125472j 0.000178852+0.0141053j -0.0147621-0.00448581j -0.0036406+0.00746532j 0.0163987-0.00938021j 0.000500965-0.0087471j 0.00579025+0.0107512j 0.00666763-0.00332745j 0.00831959-0.00573165j -0.00832269-0.00994347j -0.00731393+0.0100721j -0.00883384-0.000881465j 0.00667596-0.0109076j -0.00612669-0.00413724j 0.00290438-0.00624512j -0.0122387+0.0123228j -0.00316906-0.00744375j 0.0110397-8.35713e-05j -0.00204098+0.0199805j -0.00596921+0.0148617j -0.0116615-0.000195036j 0.0102584+0.00168021j 0.00129589-0.00175806j 0.0133641+0.00333908j -0.00491699-0.00353266j 0.00364947+0.0169484j -0.00309387-0.00832947j -0.00746389+0.000259354j 0.00395625-0.0114915j -0.0133127+0.000864386j 0.00534483-0.0127546j 0.00162302-0.00667068j 0.00823847-0.00748587j -0.00187247+0.00932552j -0.00241864+0.0111863j -0.00246719+0.00315035j -0.000282407+0.00173444j -0.00158003+0.00503398j 0.00324885-0.00299589j -0.00656372-0.00607844j 0.00608169-0.011953j -0.00425592+0.00157233j 0.0097903-0.00495548j -0.000293626-0.00422902j 0.00925612-0.0111826j -0.00543046-0.00215523j -0.00259016-0.00404253j -0.000644068+0.0023328j 0.00717267+0.00404211j -0.00582792-0.00568096j 0.00388432+0.00106914j -0.00343187-0.00816089j 0.00961289-0.00979742j -0.00190717+0.0136253j -0.0137778-0.00601136j 0.00700228+0.00156503j 0.00280129+0.00330371j 0.000433712-0.000482331j 0.000239934-0.00641941j -0.00387015+0.00829196j 0.0098279+0.00970505j -0.00106182+0.00982874j -0.0025535-0.00271447j -0.0050208-0.00179802j 0.00385101-0.0143986j -0.00461569-0.000529416j 0.000997347-0.00085711j -0.00287562+0.00177438j 0.00083861+0.00294318j -0.00727693+0.000428608j 0.000718813-0.00648102j 0.00378549+0.00407814j 0.00427161-0.00448504j 
-0.00218753+0.00480063j -0.00434587-0.00465103j -0.00404278-0.00461344j 0.00212685-0.000440494j 0.0175869+0.00681427j 0.0046515-6.79228e-05j 0.00380578-0.00361134j 0.00418937+0.0101336j -0.00424125+0.00143791j -0.015362+0.00138897j 0.00649547-0.0115317j -0.00324248+0.0031263j 0.00690369-0.00351542j -0.0119272-0.0110381j 0.00372517+0.00292062j 0.00377531+0.00350285j 0.00195113-0.00865065j -0.000476658+0.0133191j 0.00314241+0.00564921j -0.0108958+0.00314929j -0.00475572+0.00855422j 0.00543218+0.00527636j -0.00791287+0.0106073j 0.000113953+0.00108972j -0.00482941+0.00119877j 0.00879185+0.0144262j 0.00337652+0.00416654j -0.000471278+0.00703888j -0.0113781-0.000940066j 0.0043958+0.00249927j -0.00432952-0.00460252j -0.00709132+0.00346964j 0.0145854+0.00172786j -0.00281939-0.00722429j 0.00552783-0.00763747j -0.00949015-0.00325854j 0.00939787+0.00280885j 0.00351455+0.0101812j 0.00233958+0.00609282j 0.00402798+0.00728303j -0.00387266+0.00695702j 0.000401886+0.00281368j 0.00166836-0.000723882j 0.000364892+0.00147094j -0.00723201-0.00872095j 0.0113657-0.00412561j 0.00379126+0.000901801j -0.00640004-0.00595768j -0.00850095+0.00236154j 0.0129034+0.00192745j 0.00488855-0.00457887j -0.0105116+0.001797j 0.00643039+0.00335821j 0.00188584-5.64321e-05j -0.00753039+0.000465775j 0.0067327-0.00766923j -0.00563224+0.00661402j -0.00503868+0.00326042j -0.0068175-0.00175899j 0.0034931+0.00431283j -0.00764281+0.0034755j -0.00334198-0.00404422j 0.00188101+0.00482292j 0.0069136+0.00619953j -0.00535831+0.00966244j -0.00362913-0.00604047j -0.00383687-0.00483036j -0.000665762+0.000987651j -0.00827921-0.000219534j 0.00241177+0.000571016j -0.0045868+0.0113473j -0.00738781-0.000763647j 0.00502384-0.00113789j -0.001784-0.00563308j 0.00483712-0.00499507j -0.00453229+0.00307025j 0.00228769+0.00429856j 
-0.00305522-0.00305787j 0.00349048-0.00214755j 0.00297997-0.00130079j -0.0069622+0.00333417j -0.00828077-0.00537189j 0.000366708+0.0103548j 0.00239037-0.0129398j -0.0134103+0.00117325j 0.000975663+0.0224909j -0.00401706-0.00309937j -0.0142236+0.0024813j 0.011422-0.00221293j 0.0048105+0.00836293j 0.0286796-0.0156136j 0.00850464-0.0103801j -0.000575022-0.0145689j -0.0124363+0.002736j 0.0144673-0.000411761j -0.0204004-0.005561j 0.00567069+0.00260027j 0.00482397+0.00115597j 0.00144963-0.0096291j 0.0113878+0.00396095j -0.00658099-0.00106258j 0.000287445+0.0118872j 0.00799629+0.000516362j -0.00240268-0.0149734j 0.010298+0.00842617j 0.0123206+0.00286257j 0.00372314-0.00556963j 0.00547355+0.00526426j -0.000232643-0.00524884j -0.0098589-0.00874438j 0.00378773+0.00945458j 0.00406601-0.00858721j 0.00818689+0.000872465j 0.00561042+0.00174738j -0.0119881-0.00741382j -0.00915709-0.00883431j 0.00227353+0.000962402j -0.00162669-0.00535396j -0.00253149+0.00176329j 0.000342252-0.00333979j -0.000995373+0.00828572j 0.00197345+0.0041574j 0.00460121-0.00402185j -0.00239487-0.000199872j -0.00494154+0.0103318j -0.0024759-0.00940381j 0.00230151-0.00123111j -0.00533923+0.0046708j 0.00915526-0.00527814j -0.000502378+0.00011371j -0.00568035+0.000912196j 0.00440003+0.00077714j 0.00530924+0.00905779j 0.00406869-0.00117424j 0.00360117-0.0133265j 0.00871835-0.000587793j -0.00060967+0.00359061j -0.000132116+0.00764122j 0.00655979-0.00250837j -0.00202855+0.000224474j 0.00283681-0.000110229j -0.00254331-0.000987887j 0.00666741-0.00119799j -0.00188008+0.000435688j 0.00388031+0.000434334j 0.00112392-0.000967428j -0.00200594-0.000360283j -0.00844412-0.00322542j -0.00411882-0.00447838j 0.000997508-0.00254533j -0.00336429+0.00320325j -0.000920554-0.00273544j -0.00105707-0.0019161j -0.00162657-1.31916e-05j 
-0.000571616+0.00431345j -0.00373134-0.00148955j -0.00176461+0.000177114j 0.00545937-0.00449822j 0.00533883+0.00445544j 0.00902281-0.00991035j 0.0131594+0.0124867j 0.00376811-0.000370353j -0.00774691-0.0149286j -0.00334642+0.00338317j -0.0053212-0.00267578j -0.00201562+0.00589078j -0.00406265-0.000367734j -0.00336913+0.0134848j -0.00468737+0.00990246j -0.0048778+0.00544117j 0.00240011+0.0087611j -0.00724351-0.00196219j 0.0114306-2.2089e-05j 0.00339752-0.0012161j 0.000870523+0.00281236j -0.00160786+0.00744918j -0.0102896-0.00497644j 0.0011-0.00478483j 0.00198954-0.0109405j 0.00122169+0.00437528j -0.000602565+0.00840363j -0.00423695-0.00514624j -0.00383951+0.00510031j -0.0068928-0.00425457j -0.0050784-0.00466949j 0.00159582+1.26785e-05j 0.00270492+0.0105362j 0.00313186-0.00520864j -0.00479986+0.00127225j -0.00549575+0.000790691j -0.00117995-0.00260873j 0.00136894+0.00521495j 0.000505445+0.00183652j -0.00490574-0.00756675j -0.000466721-0.00206583j 0.00235047-0.00643613j -0.000610275+0.00763347j 0.00184812-0.00519814j -0.00382849+0.00126029j -0.000121644-0.000583676j -0.000674207-0.000296651j 0.0083122-0.00968258j -0.00752476+0.00518558j -0.000519718+0.000701517j -0.0004928+0.00110184j -0.0101825+0.00261786j 0.00297968-0.00145524j 0.00912136-0.00143339j -0.00816107-0.00316463j -0.00883077-0.0117427j -0.00363104+0.0111432j -0.00673622+0.00492077j -0.00540577+0.00159805j -0.00439682+0.000873837j 0.000705577-0.00483682j -0.00461654+0.0027288j -0.00189896+0.00725154j 0.0051431-0.00167422j -0.00133724-0.00193727j -0.00441511-0.00294354j 0.00123833-0.00242993j 0.00336672+0.00312638j -0.00214643+0.00591293j 0.000683088+0.00161609j 0.00575615-0.00118977j 0.0010957+0.00914646j -0.00818975-0.00109939j 0.00273475-0.00380406j 0.00354764+0.00182128j -0.00243513-0.00132942j -0.00149609+0.00270462j 
-0.00531577-0.00461542j 0.00531387-0.00544118j 0.00280392+0.00485658j 0.00565658-0.00574441j 0.00045249-0.00189511j 0.00382655+0.00319458j 0.00687063-0.00754319j 0.00658789+0.00541125j 0.00217193+0.0109802j -0.0165283-0.00514347j -0.00264587-0.00522931j -0.00469105+0.00760184j -0.00176974+0.0050826j -0.00882637+0.0014596j 0.000842263+0.0102944j -0.00220883-0.00376226j -0.00637943+0.0127588j -0.00460065+0.00254572j -0.00678729-0.00324697j 0.00094559-0.00450791j 0.00199593+0.0137792j -0.00171882+0.00488216j -0.00519331+0.00614343j -0.0017697-0.00124336j -0.00621919-0.000786475j 0.0115829+0.00527274j -0.0136702+0.00321726j 0.00360872+0.00534583j -0.00164932+0.00398547j -0.0104109-0.000276118j -0.00503947-0.000140182j 0.00392516-0.00067472j -0.000602453+0.0073041j -0.00276885-0.00554199j 0.000455868-0.00864044j -0.0022586-0.00300964j 0.00323995+0.000447626j 0.00122416-0.00106091j 0.0126575-0.00800408j -0.00106889-0.00251584j 0.00126444-0.00589008j -0.00166938+0.00530055j -0.000338214-0.00410902j 0.00110084+0.00257213j -0.00386223-0.00187754j 0.0035938-0.00481119j -5.91435e-06-0.00141731j 0.000125515-0.00774234j -0.00425174-0.00674609j -0.00164137-0.00138871j 0.0027774-0.000129222j -0.00600079+0.00364075j -0.00300495+0.000855j 0.000845151+0.000633101j -0.002565-0.00141621j 0.00078325+0.00290621j -0.00363585-0.000563402j -0.00340941-0.000611688j 0.00646344+0.00241792j -0.00458592+0.00514519j -0.00259228+0.000218325j -0.00597132+0.00211813j -0.000303116+0.00781526j 0.00705717+0.00366308j -0.0045811-0.000128903j 0.000959272-0.00193248j -0.00159265+0.00644042j 0.00984766+0.00667287j -0.00730721+0.0104673j 0.00841903+0.0101882j -0.00697276+0.00463933j -0.00436161-0.00373172j -0.000603267-0.00376642j 0.0052691-0.00181029j 0.00343672+0.00558635j -0.000355907-0.00232507j -0.00235737+0.000578701j 
