-0.00303053+0.00107861j -0.00100547-0.0012187j 0.00590967-0.00240718j -0.0031805-0.00184634j -0.00497935+0.00300041j -0.00577535+0.000511639j -0.00476092+0.000511909j -0.00376837-0.00184953j -0.00838215+0.00428858j -0.00701611+0.00195921j 0.00953239-0.00210789j -0.00328947+0.000171967j 0.00359242-0.000123966j 0.0133644-0.00199027j 0.0128576-0.00154099j -0.00288169-1.13528e-05j -0.00244769-8.08495e-05j 0.00730977-0.000724484j 0.000177745+0.00035284j 0.00582611+0.000154479j -0.00480097-0.000638339j 0.00293402+0.000115713j -0.000206913+0.000574001j -0.000800066+5.11941e-05j 0.00414446+5.47738e-05j 0.00696112-0.000152395j 0.00466371+0.000334323j -0.0163585-0.000459468j -0.000315231-5.89459e-05j -0.0038209-8.04632e-05j -0.00527763-0.000599093j 0.00272993+0.000140212j 0.000645558+3.26401e-05j 0.00114453-0.00050498j -0.00319728-8.73515e-05j -0.00479271+0.000298269j -0.00566281-0.000217108j -0.00429452-0.000489609j -0.00604249-0.00112593j -0.00151026-7.67719e-05j -0.00865728-0.00171822j 0.00784655+0.00114573j -0.0103357-0.00230707j 0.00391441+0.000570757j 0.00439776+0.000852284j 0.00648886+0.00217773j -0.00482569-0.00175158j 0.0052551+0.00384066j -0.00370179+0.00166783j -0.00396739-0.000390803j -0.00497727-0.000453491j -0.00412029-0.00274623j 0.00318027-0.00181561j 0.00520546+0.00234205j -0.00118376+0.00137352j 0.00294843+0.00119024j 
-3.15686e-05-1.55841e-05j 0.000677023+0.00134509j -0.000778339-0.000852625j 6.71067e-05+0.000530556j 0.000520764+0.00103033j -0.0006128-0.000842573j -0.000711606-0.000235823j -7.44695e-05-0.000883961j 0.00156895+9.84188e-05j -0.00240831-0.000705772j 0.000764823+0.000907415j 0.000757266-0.000253324j 0.000721527+0.00233472j -0.002394-0.00071998j 0.00220549-0.0010245j 0.00728762+0.00283157j 0.00200145+0.00256707j -0.000265963-0.000904831j -0.00144617-0.00147785j 0.00408781+0.00112971j 0.0021182+0.000439589j -0.000561959-0.000580242j 0.00279577-0.00124495j 0.00052279+0.00201889j 0.00425418+0.00203334j 0.000926195+0.000568531j -0.00442584-0.000881516j 0.000410099+0.00114566j -0.00165521-0.000266404j 0.00136228+0.0027654j -0.00183333-0.00277209j 0.00453874+0.0033969j -0.000956072-0.000972664j 0.000523908+0.00163254j 0.000336817-0.000339627j 0.000156699-6.71978e-06j -0.00260804-0.00503013j 0.00133032+0.00196114j -0.00108115+0.00136873j 0.00480695+0.00215083j -0.00176753-0.00472033j -0.00229818-0.00295378j 0.00148098+0.000639692j 0.00109578+0.000421954j -0.00133667-0.00211719j 0.000703681+0.00012805j -0.00222179-0.00204169j -0.00087145-0.000390156j -0.000890023+0.000558919j -0.000646089-0.000122149j 0.000828955+0.000206507j 0.000382326-0.000383619j -0.000456736+0.000432304j 0.000278845-0.000961864j 0.000332031-0.000324099j -0.000749085+0.00105359j 
0.000980555-0.000520619j -0.000821412+0.000389064j -0.000163665-0.000199008j -0.000735261+0.000503999j 6.2361e-05+0.000996137j -0.00314513+0.00181012j 0.00198426-0.00125301j 0.00107209+8.75758e-05j 0.000716802+8.50017e-05j 0.00237057-0.00197068j 0.000380937-0.00169591j -0.00122158+0.00303903j -1.29695e-05-0.000144822j 0.000274955-0.00148615j 0.00127864+0.00122743j 0.00079905+0.00454922j -0.00372452+0.0037111j -0.00302365-0.00088305j -0.00187146-8.59467e-05j 0.0033758+0.00373209j 0.00205777+0.000297712j 6.47067e-05-0.00117294j -0.000556677+0.00210323j 0.000992061+0.000132527j -0.000727935+0.00325276j 0.00223295+0.000272066j -0.000260378-0.00295868j 0.00131791+0.00052269j 0.00215944-0.000781986j -0.00288357+0.00132327j -6.87095e-05-0.00275934j 0.000131499+0.00297767j -9.52829e-05-0.000405604j -0.00503615+0.000156165j 0.000505894-0.00112768j -0.00372752+0.000858697j 0.000831608-0.00389851j 0.00212323+0.00205968j 0.00109093-0.00220901j -0.000447017+0.00239477j 0.00239401-0.00209661j 0.00183853-0.00382558j -0.00193378+0.000338743j 0.00203802+0.00310937j -0.00196841+0.000276386j -0.0015042+8.99672e-05j 0.000528582-0.00155449j 0.00171289-0.000786899j 3.51216e-05-0.000758024j 0.00225977+0.000451516j -0.00162471-0.00090923j 0.00046316+0.000264996j 0.000488191+0.000253516j -0.000480538+0.000510202j -0.00101333+2.95708e-05j -0.0010818-0.000550205j 
0.000526304-0.000670372j -0.000302475+0.000500423j 0.00128914+0.000496536j -0.000615322-0.00023565j -0.000562685-0.000122371j -0.000703329-1.10998e-05j -0.0003808-0.000442024j 0.000587297-0.000472113j 0.00106155-0.000117048j -0.000526675-9.99193e-05j -0.00084508+0.000306504j 0.000861231+0.000285417j 0.00227939-0.000360472j 0.00151227-5.3122e-05j -0.000814524+0.000120902j 0.00305148-0.000704621j -0.000663981+0.000801446j -0.00418134+0.00138421j -0.000434921+0.00110309j 0.00426-0.000115059j -0.000145549-0.00137676j -0.000468337+0.000864023j -0.00170129-0.000388956j 5.02754e-05-0.000175675j 0.00134224+0.00122076j 0.00388639+8.74099e-05j -0.000415211+0.000302127j 0.00204899+0.000372248j -0.00120528-0.000282729j -0.000883545+9.08487e-05j -0.00300088+4.19152e-06j 0.000616371+1.30274e-05j -0.00126773-0.000197825j -0.00154769+0.00120927j 0.00130725+0.000758554j -3.43427e-05+0.00109578j -0.00257005-0.000378116j 0.00371376+0.000845779j 0.00224592-0.000246946j 0.000376424-0.000208948j -0.00131588-0.000686368j -0.00320501-0.00159883j -0.00120547+0.00140421j 0.00212538+0.000507828j 0.000221775+0.000462859j 0.000540549-0.000145347j 0.00064966-0.000215431j -0.00107522-0.000706617j 0.000488551+0.000159167j -0.000245889+0.000529148j -0.00065156-0.000186539j 0.000319644+0.000311953j -8.34662e-05-0.000700588j 0.000210601+0.000111735j -0.00060127+0.000477416j -5.4714e-05-0.000358364j 
0.000517744-0.000491765j -0.00189497+6.28488e-07j -0.00155444-0.000246994j -0.00103357+0.000233608j -0.000148456-0.000513746j 0.001434-0.000465364j -0.000537544+0.000619095j 0.000919875-0.000493463j -0.000908588+0.000574866j 0.000720758+0.000715639j 0.00315168-0.00423434j -0.000665648+0.0011241j -0.000531371-0.00109816j 0.000683837+0.000400379j 0.00303266+0.000660681j 0.00272789-0.00475015j -0.000829979+0.00285232j -0.00440264+0.00161102j 0.00184979-8.71533e-05j 0.00537669-0.00478756j 0.00235466-0.0018552j -0.00111407-0.00122397j 0.00105423-0.000430294j 0.00207434+0.00114423j 0.00143131-0.000822578j 0.00352906-0.0031481j -0.00346768+0.00163095j 0.00365172-0.00276439j -0.00323302+0.00285552j -0.000122752+0.00158382j -0.0021011+0.00264435j -0.000435704-0.00168175j -0.00234382+0.00172831j -0.00278994+0.00133314j 0.00303985-0.000818498j -0.00164653+0.00132556j -0.00144465+0.000591992j 0.00566107-0.00296117j 0.00204783-0.00292995j 0.00429458-0.000873028j -0.00255648+0.000685752j -0.00375316+0.000334555j -0.00222974-0.000176121j 0.00591537-0.000579903j -0.00192517+0.00231226j -0.00130456-0.000172934j -0.00376533-0.000622963j -0.000681264+0.0012407j 0.0018227-0.000752745j -0.00209579+6.65061e-05j 0.0006366-0.000640156j 0.00115897+0.00148013j 0.000857281+0.000400958j -0.000848282-0.000542657j -0.001308-9.97529e-05j -0.00103556-0.000762794j 
-0.000933777-0.000619336j 0.000208485-0.000299778j 0.000400939-0.00108362j 0.000740527+0.000670483j -0.000424485-0.000116307j 0.000460658-0.000151875j 0.000209324+0.00063828j 0.0014018+0.00129439j -0.00244371-0.00105365j -0.00288153-0.000643345j -0.00127369-0.00102511j 0.000550974-0.000182834j 0.00215531+3.75714e-05j 0.000586889-0.00114147j -0.000303829+0.00135214j 0.000455556-0.00471292j 0.00333153+0.00277561j 0.00294186+0.00459992j 0.0023922+0.000199371j 0.000190238-0.00590976j -0.00439903-0.00431309j 0.00241633+0.000494101j -0.00108854-0.00100589j -0.000188268+0.0015762j 0.00112988-0.00232583j 0.000117877-0.00329544j 0.000708365+0.00259191j 0.00314484-0.000261266j -0.000835993+0.00117365j 0.000794431+0.00139432j -0.00112897+0.00295691j -0.0011996-0.000362343j -0.000965509+0.00127043j 0.00208498+0.00306785j 0.00105132-0.000550906j 0.00302612+0.00363571j -0.00159145+0.00138456j 0.0013215-0.00379701j -0.000847268-0.000677923j 0.000625304-0.00408115j -0.00151571+0.0011806j -0.00324546+0.00232762j 0.0014478+0.00193037j 0.000815341-0.00454709j 0.00171076+0.00251209j -2.22904e-05+0.00215792j -0.00011234+0.00186373j -0.000450455+0.00131794j 0.0014307-0.00179715j 0.000333372+0.00117834j -0.000344094-0.000486885j 0.000453064-0.000841561j -0.000712976-0.000207627j 0.00028971+8.64773e-05j 0.000289554+0.00136328j 5.67405e-05-5.9798e-05j 
-0.000347586+0.000491729j -0.000138197-0.000583889j -1.71301e-05-0.000195362j 0.000458368-0.000287587j 0.000606878+0.0003067j -0.00056211-0.000260525j 0.00242883+0.00192133j -0.000936665-3.50587e-05j 0.000884007-0.000158227j 0.000299363+0.00159339j -0.000367309-0.00122527j 0.00149742+0.001124j -0.00231674-0.00251085j -0.00556721-0.000732436j 0.00510498-0.000834747j 0.00194057-0.00190361j 0.00291518-0.00030543j 0.00535502-0.00061054j -0.00276176-0.00133677j 0.00114441+0.000169017j 0.00269604+0.00277727j 0.00044731-0.001231j 0.00390313-0.000106196j 0.000472142-0.00135785j 0.00513429+0.00164062j -0.00262459-0.0022736j -0.00351002-0.000339058j 0.000398572-0.00229036j 0.000986994+0.00326371j 0.0018246+0.00110966j 0.00100699+0.00055897j 0.00596228+0.00135799j 0.00299787+0.00100457j 0.00223933-0.000342081j -0.00244169-0.00167265j 0.00136878-0.00121936j -0.00222163-0.000614192j -0.00214704-0.00120887j -0.00611999-0.00451745j 0.00337166+0.00159177j -0.00142981-0.00128241j -0.00174004+0.000507886j 0.00302394+0.000579354j -0.0011858+0.000457816j -0.00198198-0.00123014j 0.00103753-0.00113443j -0.00196577-0.00140889j 0.000745071-0.00059715j -0.00104063-0.00171344j 0.00050773+0.000935252j 0.000154849-0.00222581j 0.000845337+0.000209323j -1.28812e-06-5.84651e-05j 0.00057027+0.000876853j 0.000637746+0.000691511j 0.00015272-0.000636502j 
-9.1381e-05-0.000130622j -0.000998595+0.000496307j 0.00028612-0.000340096j -0.00108036+0.000447696j -0.00076306+0.000507589j -0.00282566-0.000504348j 0.00205728-0.000103614j 0.000601451+0.000739478j 0.00175502+0.000940323j 0.00216635+0.00271289j -0.00189412-0.000808825j 0.00034296-0.00120329j 0.000294748-0.0016715j 0.00119306+0.00040556j 3.7805e-05-0.00199197j -0.00346296-0.00452274j 0.000387022-0.0018785j 0.00018157+0.000373623j -0.00203039-0.000501165j -0.00160927-0.00420171j -0.000825804-0.000322862j -0.000601686-0.000150278j -0.00320119-0.000528744j 0.000446507-0.0002191j 0.00051015-0.00398801j -6.00578e-05-0.00160974j 0.00205039+0.00308189j -0.000501485-0.00403573j 0.00285529+0.00332669j 0.000375954-0.00133588j 0.0010098+0.00223857j 0.000589718-0.000937894j 0.000818924+0.00247681j 0.000838846-0.000919614j 0.000189875-0.00187888j 0.000698075-0.00172308j -0.000641239+0.00256311j -0.000315664-0.00315582j -0.00169032+9.37403e-05j -0.00129634-0.00473956j -0.000966837+0.00364377j -0.000265134+0.00421134j 0.00145897-0.000621816j -0.000830511-0.00190676j 0.000817858+0.000164623j 6.34089e-06-0.000937162j 0.000161468+0.00149557j 0.000371456+0.00154576j -0.000273312-0.00259561j 0.00210011+0.00220286j -0.00194485-0.0012671j 0.00135256-0.00046967j -0.000435942+0.000168924j -0.000667479+0.000230226j 0.000287446+0.000464764j -0.000993345-0.000732293j 
-0.000520758-0.00156357j -0.000416065-0.00111769j -0.00121562-0.00304314j -0.000240523-0.000580455j 0.00145367-0.000465742j 0.000716529+0.0010583j -2.3656e-05-0.00131507j 0.00183034+2.64654e-05j -0.0011045+0.000631536j -0.000539489-0.00130013j -0.00316676-0.000919488j 0.000636259+0.0038683j 0.000452205+0.000851661j -0.000532714+0.000815558j 0.000738328+0.000320213j -0.002241+0.00410468j 0.00330024+0.00028657j 0.00458714-0.00431688j -0.00141285-0.000430969j -0.00477599+0.00134846j -0.00247379+0.00109379j -0.000671147-0.00122642j 0.000234521+0.000218139j -5.07397e-05-0.00013098j -0.00311651+0.00196085j -0.00387717+0.000164984j 0.00224934-0.00252158j -0.00112937-0.0013991j 0.00154188-0.000763603j 0.000789497+0.00227566j 0.00150776-0.00253861j -0.000538351+0.00129687j 0.00257513-0.00183283j 0.00217294+0.000628236j -0.00141154-8.08918e-05j 0.00214957+0.00235823j -7.84288e-05-0.00255389j -0.00420139+0.000956247j -0.00154206+0.00112586j -0.0031039-0.000126728j 0.00244407-0.00149181j 0.00402954-0.000319331j 7.73741e-05-0.000105777j -0.00351742-4.93195e-06j 0.00124899+0.00154158j 0.000265726+0.00300368j 0.00209889+0.00124087j 0.00170152-0.000954616j -0.00189906-0.00183117j 0.00143104-0.00171889j 0.000530083+0.000218037j -0.00071353-0.000362416j -1.30404e-05+0.000926211j 0.0017158-0.00117089j -0.000317249+0.000832383j -0.000338027-2.533e-05j 
0.000484494-0.00207848j -0.000436639+0.000337761j -0.00049791-0.0014263j -0.000733927+0.000544955j 1.53436e-05-0.0011736j 0.000730138+0.00160985j 0.00148221+0.00125241j -0.000456658-0.000828335j -0.00124675-0.00129089j 0.00213954+0.00132036j 0.000896819+0.000351306j 0.00179907+0.0018011j -0.00261417-0.00637555j -0.00128375-0.00237524j 0.00251086+0.00252035j -0.00077247-0.00213402j -0.00217556-0.000662807j -0.0020883+0.00244081j 0.000295284+0.00293992j 0.00277136-0.000853406j 0.0015915+0.00288376j -9.29688e-05+0.000825249j 0.000572467+0.00485845j -0.000213106-0.00140003j 0.00204177+0.00295809j 3.0618e-05-0.00402454j -0.00107163-0.00250635j 0.00173542-0.00237813j 0.000114066+0.001426j -0.000679883-7.41802e-05j -0.00169431+0.00254156j -1.94623e-05-0.00148477j 0.000276796+0.000467297j -0.00239033-0.000986948j -8.12412e-05-0.00219891j -0.000617263-0.000977228j -0.00222434+0.00441274j 0.00260293-0.00208027j -0.000419674-0.00734951j -0.00101934+0.00329201j -0.000266105+0.00161651j -0.000579333-0.000833396j -0.000592358+0.000831934j 0.00240403+0.00349838j -0.000169377+0.000493292j 0.000351444-0.00149902j 0.00020647-0.00297886j -0.000185964-0.000734954j 0.00089703-0.000532609j 0.000621718-0.000460894j -0.000576294-0.00194544j 0.00058114+0.000820485j 0.000542182-0.000323395j 0.000579185+0.000142208j -0.00156982+0.00152965j -0.000559686+0.000123506j 
0.0014429+0.0011099j -0.000609698-0.000592997j -0.00163749+0.000759493j -0.00108591-0.00127001j 0.00171101-0.000447513j -0.0022464-0.000699523j 0.000331332-0.000563979j -0.000363969-0.000264216j 0.00292775+0.00053605j 0.001367+0.00229277j -0.00230977-0.000930182j -0.000155522+0.000757749j 0.00296373+0.00183011j 0.00105866+0.00493459j -0.00166236-0.00434624j -7.98656e-06-0.00221615j 0.00191265-0.004416j -0.00267624-0.00705326j -0.00576662-0.000440368j -0.00222047+0.00107258j 0.00260702+3.87795e-05j -0.00434108-0.00127417j -0.00301659-0.00500118j 0.00186779-0.00163839j -0.00139988-0.00309836j -0.0010223+0.00307832j 0.00124054+0.00294021j -0.00315073-0.000892276j 0.00245198+0.00159314j 0.0026713-0.00165836j -0.00138601-0.00207921j 0.00320748-0.00316677j 0.000966232-0.00100014j 0.00136732-0.00330083j -0.000970224+0.0011516j -0.00119153-0.00161946j -0.00368346-0.000887833j -0.00146311+0.00292475j 0.00194454+0.00488867j -0.00058188-0.00460774j -0.00248142+0.000283981j 0.00174899+0.00228771j -0.000960958-0.00306552j -0.00278736+0.000878941j -0.00177625+0.000627105j 0.000630791-0.000416829j -1.69478e-05+0.00342038j 0.000619651+5.70274e-05j -0.00183278+0.00101777j 3.09362e-05+0.000867284j -0.000190932-0.000951144j -0.000782565-0.000135781j 0.00105809+0.00124267j -0.000641935-0.00106061j -0.000397979-0.00219202j 0.000243339-0.000202022j 
-0.00138281+0.000651548j 0.00164192+0.0003365j 0.00214854-0.000564772j 0.00189208-0.00119901j -0.0015116+0.000745223j -0.000835099-0.00140107j 0.000883488-0.00192403j 0.00219106-0.00176019j 0.00167386-0.00339591j -0.000610763+4.87898e-05j 0.00118994+0.00394719j -0.000271093-0.00310191j -0.000764933+0.00208328j -0.00411126+0.00370737j -2.45513e-05-0.00424337j 0.00342511-0.000460133j 0.00161259-0.00308206j 0.00411042-0.00212722j -0.000813468+0.00233703j 0.00200111+0.000889397j 0.000658137-0.00116162j 0.00236194+0.0018204j 0.00239763-0.00396121j -0.000392107+0.000850009j 0.00313255-0.0028301j 0.000289803+0.00182504j -0.00138939+0.00193549j 0.000606756+0.00208184j -4.4265e-05-0.0010267j 0.000837748-0.00118404j 0.000633863-0.00122798j 0.00612848-0.00385945j 0.00304157-0.00496584j 0.00208044-0.000695075j -0.00222419+0.00277934j 0.00131018-0.00233154j -0.00170621+0.000987756j -0.00206198+0.00426935j -0.00447341+0.00706048j 0.00286938-0.000137986j -0.000341528-0.00103866j -0.00372+0.000525444j 0.00361692-0.000787107j -0.00161788+0.000804665j -0.00259072-0.00275914j 0.000935566-0.0026334j -0.00298269+0.000254554j 0.000355933-0.000431087j -0.00446772+0.00153633j 0.000377471-0.000479288j -0.000885986+0.000576795j -0.000267328-0.00204592j -0.00197599-0.000952085j 0.00364516-0.000685801j 0.00333428-0.000212512j -0.000272394+8.80088e-05j 
-0.000104843+0.00104309j -4.39301e-05-0.000277157j -0.00041349+0.000472914j 0.00132837+0.00111189j -0.000551017+0.000980972j -0.00360511-0.0010001j 0.00167779+0.00197995j 0.00316636+0.00155407j 0.000169022-0.000680517j -0.000950228+0.000125068j 0.000690535+0.000267445j -0.00338845+0.000202843j 0.00471409-0.00108277j 7.45467e-05-0.0052845j 0.00053857+0.00509478j 0.000978871+0.000813542j -0.000107065+0.00254234j 0.00131949+0.00305935j -0.000870939-0.00210409j -0.00100527+0.00252354j -0.00407989-0.00025006j 0.00265155+0.000184218j -0.00226025+0.00168052j 0.00265287+0.00344439j -0.0019974+0.001183j 0.00253624-0.000519337j 0.00196288-0.00177257j 0.00350535+0.00389148j -0.000222549+0.00170695j -0.00106886+0.00034658j 0.000160792+0.000954119j 0.000681269+0.00561931j 0.000308367+0.00221676j -0.000719887-0.000816044j 0.00128248-0.00156333j 0.000392764+0.000916864j -5.04995e-06-0.00327916j 0.00019221+0.000211574j 0.00376202-0.00240193j -0.00196231-0.000138232j 0.00144722-0.000620597j 0.00043156-0.00118751j 1.9312e-05+0.00133121j -0.00200999-0.000773965j 0.000180254-0.00220133j 0.00129344+0.00120202j 0.00179863-0.00130555j 0.00212834+0.00255442j 0.000469553-0.00233424j 0.00121874+0.0026023j 0.000470304-0.0018642j -0.000183069-0.000356474j 0.000272073+0.00031391j -0.000949038+0.00147088j 7.40891e-05+0.000223527j 0.000329099-0.00063524j 
-0.000617265+5.87459e-05j 0.000278704+0.0024878j -9.91631e-05-0.00122561j 8.9886e-06+0.00329872j 0.00107656+0.000253438j 0.00101747+0.0016887j 0.000283407+3.45052e-05j 0.00040934+0.00290998j 0.00693603-0.00182724j 0.00171706-0.000120579j -0.00329437+0.00347731j 0.00303967-0.0035002j -0.00173355+0.000305571j -0.00267275-0.00338949j 0.000214793-0.00196241j 0.00292096+0.00119687j 0.00270169+0.000157567j 0.000429377+0.00135942j -0.00517905+0.00130858j -0.000167325-0.00115102j 0.00374776-5.63479e-05j -0.00298929+0.00158808j 0.00271707+0.00208905j -0.00288891+0.00152911j 0.00437487-0.00169289j -0.000739608+0.000243759j -0.00180889+0.000560887j -0.0071816-0.00012699j 0.00160827-0.00117643j 0.00202166+0.00147259j -0.00100044-0.000807512j 0.00719633+0.00258575j 0.00526406+0.00258217j 0.00311316+0.00048851j -0.0043478-0.00198772j -6.00944e-05-0.000747432j -0.00319091-0.00160036j -0.00364937-0.00156811j -0.00636348+0.00150653j 0.000867205+0.000500848j -0.000681609+7.49627e-05j -0.00121432-0.00136306j 0.00271581-0.00137276j -0.000874831-0.00088629j 0.000748721-0.00344858j 0.000917098-0.00014739j -0.00142036-0.00257457j -0.00147783+0.000412124j -0.00339959-0.00317064j 0.00144161-0.00211157j -0.000302051+0.000700928j 0.00224466-0.00201798j -0.000163486+9.53924e-05j 0.000678584+0.00271011j 0.0010459+0.00117474j -0.00127603+0.00144683j 
-0.000385506-0.000565903j -0.000154824+0.000764409j 0.00250299+0.00207492j -0.00132909+0.000277585j -0.000316296-0.000796376j -0.00124859+0.00172083j -0.00189628+0.000962423j -0.00238839-0.000987806j 0.00314142-0.00118412j -0.0011683+0.000802342j -0.00437208+0.00305667j 0.00449467+0.000178536j 0.00415767-0.00340118j 0.0036064-0.00161852j -0.00383005-0.00100608j 0.00236266-0.000970324j 0.00138829-0.00356953j -0.00277148+0.00139434j -0.00299979+0.00258918j 0.00123525+0.00211306j -0.00182614-7.89534e-05j -0.000575446+0.00330393j -0.00458537+0.00132093j -0.00246154-0.00368101j 0.00142419+0.00334721j 0.00235184+0.000824903j 0.00146234+3.1209e-06j -0.00130132+0.000534254j 0.00098207-0.00165504j 0.00109832-0.00170379j -0.00270297-0.000220471j 0.00148411-0.000552735j -0.000492544-0.000142439j 0.00272447+0.000681589j 0.000360873-0.000999441j 0.00369016-0.000222009j -0.00482771+0.00136975j 0.00153928+0.000411304j 0.00180721-0.00266019j -0.00320182-0.000219321j -0.00253846+0.000198477j -0.000698674-0.00140711j 0.00154169+0.00286023j -0.00260796+0.000767388j 0.00188901+0.000844109j 0.00212506-0.000218237j 0.0042579+0.000484409j -0.000716996-0.00232708j -3.48755e-05+0.00132996j 0.00115783+0.000680629j 0.000101781+9.09789e-05j 0.000377683+0.000592363j 0.000356874-0.00182226j -0.0010682+0.000931589j -0.000567705+0.00107887j -7.31723e-05-9.19718e-05j 
0.000901554-0.0002456j -0.000194223-0.000806143j -0.000367842-0.00223754j -0.000481357+5.81187e-05j 0.00217279-0.000746225j -0.00114948+0.003161j 0.000159705+0.0009645j 0.00133375+0.00104648j -0.00051859-0.00431614j -0.00126371-0.00293262j -0.0042095-0.00117629j 0.000797905+0.00467846j 0.00540169-0.00116158j 0.00184056-0.000900053j -0.00248435+0.00259955j 0.00181422-0.00169911j 0.00277609+0.00173453j 0.000302906-0.000445601j -0.00377156+0.00283983j 9.96224e-05+0.00114565j -0.00280908-0.00288089j 0.000139547+0.000376796j -0.00388708-5.5801e-05j -5.08584e-05-0.000757659j -0.00172913+0.00167988j 0.000492542-0.00220735j 0.00247513-0.00128509j 0.000266182+0.00224939j 0.00205244-1.60463e-05j 0.00103998+0.00214793j -0.00287035-0.00107073j 0.00146758-0.0010891j 0.00118513-0.00223752j 0.00141711+0.000844892j -0.000881906-0.00021468j 0.00105559+0.00505274j -0.00539013-0.00146396j 0.000554604+0.00102909j 0.00309088-0.00159028j -0.00293702-0.00244022j -0.000492257-0.00192034j 0.000639554-0.000959475j -0.000864039+0.00134812j -0.00241265-6.79719e-05j -0.00061933+0.00408755j 2.24811e-05+0.00368654j 0.00317876+0.00240457j 0.00123304-0.000877974j -0.000626289-0.000377514j 0.00169423-2.97952e-05j 0.000681681-0.00207459j -0.000539144-0.000339401j 0.000154409+0.000436667j 0.000634901-0.000601348j -0.00153638+0.000294946j 0.000291273+0.000527925j 
-0.00194645+0.000863696j 0.000358837+0.000641024j 0.00341509+0.00450604j -7.6342e-06+0.00110137j -0.000955925+0.000470038j -0.00060796+0.00114693j -0.00113906+0.000591036j -0.00583142+0.00163626j 0.00170176+0.000135872j 0.000292535-0.00348123j -0.00297074+0.000527087j 0.0039892-0.00222536j -0.00205525+0.00171288j 0.00274619-0.000396705j -0.00435286-0.00285781j 0.000175487+0.00187351j -0.00273771+0.000136528j -0.000765755+0.00366865j 0.000921126+0.000768329j 0.000231575+0.00212229j 0.00149816-0.00309072j 0.00164575+0.00315871j -0.000184864-0.000403051j -0.00536678-0.00406425j 0.00353897+0.00162914j -0.00035138+0.00205207j -7.7587e-05+0.00156963j -0.0042222+0.00182419j 0.00219306-0.00246942j -0.00118418-0.00190126j 0.000823103-0.00100968j -0.0026475+0.000541817j -0.00105136+0.000336207j 0.00077236+0.00233755j -0.00132758+2.35126e-05j 3.09644e-05+0.000283142j 0.00219933+0.000399374j -0.000640699-0.000601253j -0.00403393-0.00122242j 0.000967294+0.000576473j 0.000534668-8.51074e-05j 0.000313306-0.00202899j 0.00148909+0.00307335j 0.000768455-0.00163901j 0.00163545+0.00162851j -0.00168008-0.00035566j 0.00200311+0.000989703j -0.00190863-0.00266876j 0.00195091+0.00191471j 0.000295194+0.000888212j -0.000315367+0.00129043j 0.000878659+0.000441612j 0.000326298-0.00291837j -0.00161497+0.00246864j 0.000967588+0.0012213j 0.000369862-0.000190709j 
0.0021652+0.000776438j -0.00176576+0.000103228j -0.00040837+0.00121617j 0.000409216+0.000200558j -0.00154895-0.000672698j 1.2365e-05-0.00124008j 0.00629514-0.00211698j 0.00207142+0.00286992j -0.00550294+0.000804368j -0.00252401-0.00164796j -0.00340496+0.00316726j 0.00370529-0.00280386j -0.00208259+7.21571e-05j -0.00145816+0.000211563j 0.00226747+0.00134249j -0.00468305+7.45898e-05j -0.000745657+0.00060241j 0.000306647-0.00209903j 0.00170278+0.00235263j 0.00271865+1.19533e-05j -0.00152417-0.0022775j 0.000878033-0.00206132j -0.000814233-0.000721197j -0.00305647+0.00262958j 0.00290794-0.00194761j -0.00323294+0.00201832j -7.64392e-05+0.000522605j 0.00229558+0.00370364j 0.00373471-0.0022099j -0.000286178-0.0015846j 0.000273772+0.00119769j -0.00267641-0.000501875j -0.00207-0.00276233j -0.00218863-0.00247117j -0.00141678+0.00401886j 0.0023608-3.21567e-05j 0.00229851+0.002376j 0.000248612+0.00161755j -0.00682396+0.00169912j -0.000246495-0.000162575j -0.000169137-0.000653635j -0.000926539+0.000590182j 0.0011128+0.000335429j 0.00106361+0.00133119j 0.00404217+0.00183317j 0.00159178+0.00048538j 0.00266153-0.00132102j -0.00174966-0.000653353j 0.000662547-8.36281e-05j 0.0012614+0.00175454j -0.00620337-0.00225509j 9.43568e-05-0.000830166j -0.000191955-0.000401016j 0.000346534+0.000640343j 0.000735867+9.89252e-06j 0.000355163-0.00189553j 
