-0.00303053+0.00107861j -0.00100547-0.0012187j 0.00590967-0.00240718j -0.0031805-0.00184634j -0.00497935+0.00300041j -0.00577535+0.000511639j -0.00476092+0.000511909j -0.00376837-0.00184953j -0.00838215+0.00428858j -0.00701611+0.00195921j 0.00953239-0.00210789j -0.00328947+0.000171967j 0.00359242-0.000123966j 0.0133644-0.00199027j 0.0128576-0.00154099j -0.00288169-1.13528e-05j -0.00244769-8.08495e-05j 0.00730977-0.000724484j 0.000177745+0.00035284j 0.00582611+0.000154479j -0.00480097-0.000638339j 0.00293402+0.000115713j -0.000206913+0.000574001j -0.000800066+5.11941e-05j 0.00414446+5.47738e-05j 0.00696112-0.000152395j 0.00466371+0.000334323j -0.0163585-0.000459468j -0.000315231-5.89459e-05j -0.0038209-8.04632e-05j -0.00527763-0.000599093j 0.00272993+0.000140212j 0.000645558+3.26401e-05j 0.00114453-0.00050498j -0.00319728-8.73515e-05j -0.00479271+0.000298269j -0.00566281-0.000217108j -0.00429452-0.000489609j -0.00604249-0.00112593j -0.00151026-7.67719e-05j -0.00865728-0.00171822j 0.00784655+0.00114573j -0.0103357-0.00230707j 0.00391441+0.000570757j 0.00439776+0.000852284j 0.00648886+0.00217773j -0.00482569-0.00175158j 0.0052551+0.00384066j -0.00370179+0.00166783j -0.00396739-0.000390803j -0.00497727-0.000453491j -0.00412029-0.00274623j 0.00318027-0.00181561j 0.00520546+0.00234205j -0.00118376+0.00137352j 0.00294843+0.00119024j 
-0.000222332+0.00548031j -0.00100559+0.00241919j -0.000429043+0.00240036j -0.000498292-0.0013921j -0.00251728+0.00199358j -0.00163821+0.00118796j 0.000852473-0.000724078j 0.000668263-0.0024224j 0.000200803+0.000956813j 0.000146771-0.0026048j -0.0011857+0.000844584j 0.00145956-0.00272795j 0.00085402+0.000447169j -0.000534151+0.00170314j -0.00045307+0.000117599j -0.000423508-0.00286474j -4.08713e-05+0.000355646j 0.00106001-0.000423092j -0.000257122-0.0010291j 0.000305196+0.00387063j -0.000331675+0.00146944j 0.00239733-0.0041527j 0.000617688-0.00270686j 0.00117976+0.00044688j 0.000556944-0.00277965j 0.00147764-0.000497179j 0.00175443-0.00077275j 0.000894369+0.00114873j -0.000833375-0.000506772j -0.00254755-0.000873482j -5.53813e-05+0.00229131j 0.000757028+0.000970125j -0.00024959-0.00531368j 0.000499735+0.00213382j -0.00188463+0.000652422j 0.00193804-0.00414368j 0.00321292+0.00345659j -0.000404912-0.000216332j -0.00207774+0.00256812j -0.000774177+0.00163057j 0.00100549-0.00303727j -0.00450497+0.00121656j 0.000312894+0.00310206j 0.00134704-0.0026751j -0.000739176+0.000253043j 0.00196616+2.86303e-05j 0.00198392-0.00101485j -0.000111719+0.000416434j -0.00296263-0.000150217j -0.000369918+0.000545811j -0.00326804-0.000644278j -0.00138627+0.000440708j 7.35904e-05-0.00151073j -0.00151434-0.000166138j 0.00130228-8.84041e-05j 0.000873123+0.0027531j 
-0.00491454+0.00235209j -0.003304+0.00120456j -0.000902367+0.0018286j 0.000396618+0.00125307j -0.00409447-1.76046e-05j -0.00321174+0.00231138j 0.00132184+0.000268866j 0.00287064-4.39463e-05j -0.00131469+0.00171157j 0.00139838-0.000438156j -0.00202325-0.00124477j 0.00436515-0.000160751j -0.000149015-0.000315391j -0.00106614-0.000400965j -0.000944908-0.00225493j 0.00189303-0.00113397j -0.000295672-1.95889e-05j 0.00137403-0.00155241j -3.77763e-05+0.000628165j -0.00273285+0.00272779j -0.000687998-0.000377546j 0.00488664-0.000867926j 0.00130772-0.00157534j 0.000444214-0.00122294j 0.00172231-0.000664007j 0.000453479+0.00165995j 0.00229175+0.000223568j 0.00559104-0.00295367j -0.000525603+0.00117349j -0.00213187-0.00135447j -0.000654002-0.000921138j -0.00139197+0.00253932j 0.00101072+0.000571436j 0.000921498+0.000712993j -0.0057423-0.00341791j 0.00183025-0.00154525j -0.000267449+0.00138161j -0.0044579-0.000717619j -0.00704677+0.001419j 0.00032729-0.00302791j 0.000786688+0.00176259j -0.002387-0.00439505j 0.00238358+0.000489053j 0.0023089+0.00040697j 0.00220228+0.0017349j 0.00323227+0.00113533j 0.000526016-0.000306934j 0.00428089-0.000423294j -0.000359474-0.00143705j 0.00184709+0.000322168j -0.00136003-0.00289643j 7.95175e-05-0.00074449j 0.000164125-0.0026162j -0.00192647+0.00097527j 0.000846627+0.00343131j -0.00181179+0.00132564j 
-0.00149149+0.00194712j -0.00410914-0.00159001j -0.00256928-0.0012664j -0.00311186-0.00215358j -0.00235151-0.000976942j -0.00216482-0.00218268j -0.00084781-0.000958217j 0.00193839+0.000413874j 0.00027679+0.0014154j 0.00137075-0.00140272j 0.00175343+0.00123525j 0.00144925-0.000852387j 0.0010622+0.000946051j 0.00213262+0.00484046j 0.00185288+0.00142072j 0.00125572-0.00151931j 8.59865e-05+0.000218087j 0.00365149+0.00057195j -0.000581708-0.000964749j -0.00232702+0.00235128j 0.00264985+0.00336784j 0.000358169-0.00184397j 0.000942734-0.00453443j 0.00128134+0.000771424j -0.000187422-0.00232913j -0.000599237-0.00193043j 0.00292276-0.00326452j 0.00596693+0.00396419j -0.00485556+0.00119087j -0.00386321+0.000761619j -6.30511e-05+0.00476747j -0.00123097+0.000700734j -0.0032391-0.00669884j 0.00232653+0.00461057j 0.000441949-0.000320682j 0.00188607-0.00402415j 0.00503868+0.0046334j -0.00114748-0.00371809j -0.00231384-0.000146438j 0.00200254+0.00493709j -0.000576714-0.00373671j -0.0019417+0.00394245j 0.00151404+0.00863763j 0.000978524-0.00292139j -0.000944698+0.00158747j 0.00141135+0.0016768j 0.00132963-0.00394698j -0.000673274+0.00768127j -0.00216705-0.000999291j -0.0022733+0.00242214j -0.00236313+0.000666024j -0.00210009+0.00216651j 0.00168093-0.00167732j 0.000883323-0.00287217j -0.00121576+0.00128217j 0.00185602-0.000453911j 
-0.00101085-0.000996143j 0.00114931-0.00175793j -0.000893324+0.00131815j 0.000787194-0.000303434j 0.00119909-0.00130353j -0.00104281+0.00547663j 0.00055543-0.00341774j -0.00125576+0.00136201j -0.00179203+0.00134571j 0.000207859+0.00148908j 0.000220883+0.00245929j 0.00139758-0.000128966j 0.000196252-0.000730289j -0.00087469-0.00114689j -0.00103748+8.18914e-06j -0.00015292+0.00078955j 0.000406582+0.0018978j -0.000717285+0.00193368j 0.000448477+0.0015234j -0.000763289-0.00237476j -0.00232369+0.000210368j 0.000291386-0.00123994j -0.00125396+0.00420333j -0.000446382-0.00117734j 0.00171898-0.00302035j -0.000374358+0.00346356j 0.000120825+0.000630053j -0.000576673-7.67482e-05j 0.00321572-0.00452886j 0.000575716-0.000848115j -0.00166341+0.00162165j 0.000417793+0.00215089j -0.000996449+0.00400099j -0.0024011+0.00159736j -0.000252317-0.000908797j 0.000318187+0.00373858j -0.00157993+0.00178917j 0.00281216-0.0027627j -0.000271786-0.00106526j -0.00240455-0.0016161j -0.000506712+0.000730356j 0.000846825-0.000980965j -0.000483301-0.00155201j 0.00159198+0.000887002j 0.000721497-0.000533652j -0.000847459-0.000136829j 0.00222014-0.000818691j -0.0017942-0.000941192j 0.00192543+0.000137062j 0.00355735-0.00208299j -0.00311325+0.000614127j -0.0015174-0.000123134j 0.000832682+0.000544171j -0.00164377-0.000331098j -0.000235971-0.000193024j 0.000600334+0.00054109j 
0.000149821+0.00257007j -0.000159382-0.00176056j 0.000371913+0.0034389j 0.000589747-0.00097882j 0.000329848-0.00110445j 0.0046143-0.00191007j -0.00287083+0.0031933j -0.00205567+0.00181592j 0.000536063+0.000314292j -0.000329976-0.000483259j 0.00321942-0.00381859j -0.00203389-0.000208716j -0.000151096+0.000599356j 1.32694e-05+0.00036603j -0.000593236+0.00107752j 0.00112298-0.00134613j 0.000214428-0.00228727j 0.00018545-0.00206383j 0.000797634-0.00218045j -0.00103636+0.00358845j 0.00249983+0.00166519j -0.00132961+0.000867863j 0.00336464-0.00103011j 0.000168057-0.000563234j -0.00320764+0.0012614j 0.00114432+0.00167379j -0.00156786+0.00072469j -0.00111808+0.00323993j -0.00438276-0.000613762j 0.00133255-0.00173226j 0.00139754-0.000367796j 0.000351054-0.00259502j 0.000653269+0.00197123j 0.00201265-0.00188525j -0.000468217+0.000365352j 0.000165244-0.00158129j 0.00148305-0.00102626j -0.00211338-0.000209199j 0.00236434-0.00170389j 0.00143025+0.00231777j -0.000945636+0.000101466j 0.00143813-0.00245283j -0.00149881-0.00162504j -0.00128603+0.000104991j -0.00176755+0.000375431j -0.000751058+0.00160079j -0.00200503+0.000433398j 0.000314429+0.000530415j 0.00156229+0.000919481j -0.0038906-0.00111381j 0.0040008+0.00161978j -6.80195e-05+0.00173039j 0.00136127-0.000560129j -0.00182944+0.00161676j -0.000299913-0.00154973j 0.00173077-0.000439409j 
-0.0023215+0.00494193j -0.00020875-0.00053609j -0.00232753+0.00512549j 0.00181738-0.00101616j -0.000802275-0.000528047j 0.000137367+0.000304906j -0.000493864+0.00184474j -0.000895339+0.000937744j 0.00044268+0.00158878j 0.00106865-0.000574366j 0.000928946-0.00263954j -0.00010909-0.00152433j 0.00118706+0.00127319j -0.00124021-0.000343428j -0.000798384+0.000311743j 0.00141847-0.00327989j -1.36279e-05-0.000320362j 0.000747297+0.000180592j 0.00059054-0.00282904j -0.00284847+0.00415597j 0.000520027+0.00104499j 0.00211301-0.000748692j 0.00215103-0.00122988j 0.000912846-0.00118049j 0.000446439-0.00126867j 0.0011763+0.00370099j -0.000577994+0.000607972j -0.00241525+0.00028256j -0.000136737+0.000772902j 0.00094811-0.00152624j -0.000507951+0.00240349j 0.00122666+0.00207898j 0.00198701+0.00352649j 0.000403517-0.000829291j -0.00193629+0.000731548j 0.00162407+0.000665091j 0.000780719+0.00145882j -0.000858927-0.000466162j 0.000937109-0.000493747j -0.000814698-0.000526033j 0.000974313+0.000122221j -0.00188945-0.00261016j -0.00168385-0.0013432j 0.00119908-0.00171303j -0.00121561-0.00190235j 0.000237845+0.000828674j 0.000192627+0.00169221j 9.92768e-05-0.000765998j 0.000585689-0.000808846j -0.00179694-9.68611e-05j 0.000270468-0.00107551j -0.00140724+0.000530258j 0.00169588-0.000635983j -0.0031406+0.000411169j 0.00122947-0.0005039j 0.00186221+0.00193981j 
0.00150455+0.00458862j -0.00188611+0.00586016j -0.00250578+0.00246574j -0.00111468+0.00240432j -0.00167787+0.0040758j 0.00100514+0.00176853j -0.0013638-0.000156529j 0.00264747-0.00533392j 0.0039724-0.000989343j 0.000418299-0.00300967j 0.000625438-0.000894173j -0.000998212-0.00359548j 0.000487494-0.000377979j 0.00481979-0.0025214j 0.00134217-0.00162447j -0.00205926-0.0020714j 0.000474122-0.00120123j 6.20428e-05-0.00582575j 0.000201631+0.000237456j 0.00406636+0.00390322j 0.00170691-0.00328158j -0.000602849-0.00136486j -0.00397475+0.000527048j -0.00123668+0.00135231j -0.00248055-0.000721073j 0.00157868+0.00170948j -0.00577851-0.00245913j -0.00520711-0.00867228j 0.00395655+0.00333162j 0.00289398+0.00420448j 0.00552086+0.00052104j 0.00476126-0.000536415j -0.000790345+0.000928683j 0.00377295-0.00386326j 0.0010984+0.00404149j -0.000192441-0.000975814j 0.00455037-0.00400168j -0.000980586+0.00575425j 0.00252817+0.00608641j 0.000942948-0.00129013j 0.000385973+4.79848e-05j 0.000412455+0.00179621j 0.00633153-0.00517625j -0.00214003-0.00162936j 6.84622e-05-0.00255676j 0.000632638-0.00324299j -0.00369789+0.000676114j 0.00577733-0.00426136j -0.00488823+0.000128195j 0.00117776-0.00122789j -0.000319034+0.00244855j 0.00283827+0.00127532j -0.00266366+0.000859203j -0.00262901-0.00138798j 0.00454249-0.000678381j -0.00152247-0.000588103j 
-0.000621643-4.19625e-05j -0.00123103-0.00152375j 0.000353009+0.000898272j -0.000748022-0.00110612j 5.44825e-05-0.00204424j 0.00259638+0.00478263j -0.00257478-0.0031066j 0.000727612+0.00153258j 0.000928745+0.00177799j 0.000845039+0.000884018j 0.00248864+0.00156667j -0.00016139-0.00101335j -8.97808e-05-0.000295746j 0.00101044+0.000690904j 0.000341624+0.000300889j -6.69468e-05+0.000354684j 0.00235821+0.00141304j 0.00248819+0.0016071j 0.00090647+0.000961995j -0.0013173-0.000707892j -0.000210234+0.00182314j -0.00169535-0.000305605j 0.000144797+0.00293697j -0.000103468-0.000696448j -0.00190746-0.00358549j -4.49659e-05+0.00192404j 0.000143455-0.00145065j 0.00142277-0.000279545j -0.000974741-0.00462375j -0.000724402+0.000362214j 0.00111318+0.00279106j 0.00226442+0.00125288j -0.0015789+0.00268159j 0.00137531+0.0034357j 0.000307273-0.00036855j 0.00101721+0.00115786j 0.00241107+0.00223482j -0.000284637-0.00386151j -0.000776821-0.000611017j -0.00153383+0.000994489j -0.00155319+0.000220925j 0.00141709+0.000459322j 0.00191466+0.00143558j -0.000336267-0.00115738j 0.000707924-0.00033848j -0.000630094+0.00084858j 0.000118159-0.0027016j 5.13306e-05+0.00277318j 0.000607948-0.00100859j 0.001351-0.00242217j -0.00218549+0.00296281j -0.000230969+0.00184947j 0.000176509-0.000922815j -0.000681274-0.000604563j -0.0008393+0.000418489j 0.000921766-0.000331034j 
-0.000865489+0.0014367j -0.0010874+0.00170494j 0.00287-0.00282473j -0.000153536-9.52225e-05j -0.00287494+0.00136744j 0.00642359-0.000313211j -0.00251297+0.00012198j 0.00257489-0.00208483j 0.00116994+0.000359639j 0.0012775-0.000727176j 0.000185409+0.000562589j 0.00124208-0.00130505j -0.00193787+0.000198164j -0.00196592+0.00104839j -0.00159195-0.000454766j 0.00110383+0.000940139j 0.00136547-0.00212815j 0.000765164-0.00240739j 0.00181134+0.000556828j -0.000539033+0.00121271j 0.000160258+0.00226876j 8.65615e-05-0.00103734j 0.00444289-0.000364408j -0.00127875+0.000120898j -0.00307022+0.000685946j 0.00299164-0.000988298j 0.00165829-0.000990404j 0.00127793-0.00377661j -0.00605877-0.00200921j -0.00254076+0.000377065j 0.000159403-0.00275929j 0.00129953-0.00247318j 0.00410188-0.00153698j 0.00284317+0.000400966j -0.00512301+0.00145873j 0.000973152-0.00252434j 0.000876283+8.79901e-05j -0.005502+0.00243948j -0.00321111+0.00545684j -0.00196532+0.00185366j 0.00233972+0.00158696j -0.00334685-0.00200484j 0.000620909-0.00215975j 0.000986097+0.00091487j 0.00217593-0.0010235j 0.00212101-0.000464381j -0.00217361-0.00128488j 0.00147334-0.00240212j -0.00199459-0.001014j -0.00171301-0.00425528j 0.000199211+0.00210021j 0.000910324-0.00146816j -0.00250767-0.000129753j 0.00213813+0.00215883j 0.00203914+0.00133856j -0.000657696+0.000785171j 
-0.000498446-0.00318088j -0.00216563+0.000222723j -0.00276334-0.00227876j -0.00131874+0.00217902j 0.00066838-0.00173811j 0.000317177-0.00145548j -0.00114205+0.0021677j 0.0014142+0.00272176j 0.0010565+0.00175763j 0.000708889+0.00268468j 0.00230442-0.0032771j -0.00102122+0.00100258j -6.31036e-05+0.000772118j 0.00401991-0.00152333j 0.00204627+0.00115537j 0.000953027-0.000168819j -0.000436031-0.000385949j -0.00067069-0.000546023j 0.000399316+0.000582356j -0.000301557+6.36349e-05j 0.00357657-0.00376984j -0.00195648+0.00476271j -0.00206562+0.00084589j -0.00124041+0.000253218j -0.000360234+0.00301048j -0.00176793+0.00252517j -0.0034788-0.00142197j 0.0012174-0.00665053j -0.000974133+0.00550544j 0.00193559+0.00240306j -0.000170816+0.000224072j -0.00198262+0.0024831j -0.00181574+0.00712843j 0.00131191-0.00293231j 0.0026732+0.000721641j -0.00299229+0.00434183j -0.00090268-0.00206334j -0.000387666+0.00292789j 0.00171225-0.000822553j 0.00337625-0.00313298j -0.00176804+0.00399563j 0.00479184-0.00323178j 0.0025218-0.00313875j 0.000243958+0.00169258j 0.00165254-0.00148936j -0.000313678-0.000609044j -0.00401341+0.00166374j 0.00405741+6.90931e-05j 0.00403687-0.00331952j 0.000666217+0.000499622j 0.00484793-0.00068092j 0.00204778+0.002142j -0.00034266+0.00116344j -0.000644802-0.00179656j -0.00157361+0.0010063j -0.0026711-0.00161133j 
-0.00011461-0.000920203j -0.00186518+0.00131572j -0.000238683+0.00221475j -0.00128008+0.00175713j -0.000916255-0.000873068j 0.000638832+0.00064342j -0.00264099+0.00104189j 0.00108801-0.00170277j 0.000689294-0.00228067j -0.000129028-0.00164318j 0.00150659-0.00223487j -0.00127008+0.00200214j 0.000394126-0.00135176j 0.00140967-0.00163484j 0.00200395-0.0029772j -0.00086255+0.00105726j 0.00274692-0.00105946j 0.00323958-0.00302284j -0.000913554+0.000547459j -0.00154905+0.000100057j 4.94234e-05-0.00126719j -6.80843e-05+0.00162339j 0.000594627+0.00120785j 0.00143682+0.000510637j -0.00376652-0.000157371j 0.000140667-0.00121563j -0.00228828+0.00138873j -0.000426846+0.00284745j 0.000611723-0.00154344j 0.00303999-0.000284919j 0.00687179-0.00155648j 0.00210571-0.00299801j 0.00123838-0.00108858j 0.00279094+0.00022006j 0.00344057-0.00485729j 0.00336558-0.00239231j 0.00164811-0.00365358j -0.00250961-0.00329256j -0.00155813-0.00258048j 0.00201902+0.00033149j -0.0016157+6.58398e-05j 0.00546536+0.000731051j 0.0028017+0.000728667j -0.00409231-0.000450167j -0.00313603+0.002944j -0.000694963+0.00187482j -0.0016451-0.000992717j 0.00381779+0.00274447j -0.00248948+0.000846759j 0.000636228+0.000311945j 0.00252133+0.00210169j 0.00243913+0.0011306j 0.00125017-0.000764891j -0.00307281+0.000337185j -0.000814851+0.000737408j -0.00192316-0.00181247j 
-0.00031502+0.00214376j -0.00061214-0.000695545j -0.00214902+0.00195667j -0.000550401-0.000501741j -0.000720908+0.000162856j -0.00576555+0.00140736j 0.0041231-0.000309462j -0.00063223+0.00150077j -0.00190595+0.00131225j -0.00017751+0.000921401j -0.00118159+0.000641367j 0.00210255-0.000624143j 0.00127243-0.000835991j 0.00103912+0.00012389j 1.44493e-05+0.000798173j -0.00030894-0.0018623j -0.0025246-0.000264932j -0.00103432-0.0020275j -0.00183331+0.000192189j 0.00171881+0.00400914j 0.00141558+7.80605e-05j 0.00187591-0.00172436j -0.0040202-0.00108257j 5.54523e-05-0.000820235j 0.00354071-0.000267182j -0.0018908+0.00367853j -0.00017152-0.00182406j 0.00326101-0.000346277j 0.00374387+0.00130961j -0.000576914-0.00121533j -0.00170557+0.00144528j -0.000969877+0.00262971j -0.00449551+0.00038156j -0.00123381-0.00233711j -0.00160761+0.000502485j -0.00202889-0.00095401j 0.000343646+0.00181519j 0.000945743+0.00238083j -0.00113436-0.000663054j 0.000615464-0.000684305j -0.00130716-0.000879838j 0.000398438-0.00150762j 0.00262213+0.000114823j 0.000385455+0.00245191j 0.00120054+0.000301716j 0.00168371-0.00044616j 0.00222702-8.68197e-05j 0.00167683-0.000358217j 0.00147248+0.00047603j 0.00323389+0.00295167j -0.00320514-0.00299379j -0.00130895+0.000749942j -0.000121169-0.000684676j -0.00220011-0.001738j 0.00067479+2.6406e-05j 0.00110078-5.96416e-05j 
0.000387014+0.000225995j -0.00132875+0.000600646j -0.0035905+0.00329025j -0.000172482+0.00109277j 2.88246e-05-0.00180057j 0.00169204-0.00158774j -0.000547428+0.001683j 0.000867072+0.000573777j 0.00228669-0.000291183j 0.00263789+0.000712718j 0.00270958-0.00215534j -0.00144092-0.000592559j -0.000151643-0.000978157j 0.00135299-0.00323861j 0.00310148+0.000567145j 0.000827037-0.000458268j -0.00281267-0.00100274j -0.00357416-0.0027724j 0.000877451-0.000514199j 0.00404808+0.00145927j 0.00228408-0.00038932j 0.000597182+0.00119759j 0.00184572+0.0029846j -0.000243689+0.00298332j 0.00185717+0.000967081j 0.0044241+0.00286174j -0.00508551+0.00116825j -0.00593896+0.00205989j 0.000280801-0.000674878j 0.00241599-0.00176193j -1.1675e-05+0.00113046j 0.00188083-0.00051349j 0.00222463+0.00230984j -0.00277163-0.00392281j 0.00591199-0.000243674j 0.00239257-0.000902501j 0.000945148-0.000545019j 0.00652012+0.000521132j 0.00354872-0.00348856j 0.000483076+0.00236236j 0.000444242+0.000327831j -0.000601782-0.00370665j -0.00337352-0.00362038j 0.00174079+0.00326238j -0.00407739-0.00207624j -0.00194907-0.000312973j 0.000694692-0.000260059j -0.00241886-0.00098933j -0.00137403-0.0019082j -0.00230577-0.0015958j 0.00154638-0.000856868j 0.00162953+0.00134256j 0.00296038+0.00151514j -0.003242+6.32389e-06j -0.00107627-0.000983802j -0.000364913-0.000359637j 
-0.000452987-0.000195914j -0.00049129+0.00388932j -0.000845013+0.00248813j -0.000494286+0.00282824j -0.00110767+0.000858196j -0.00285204+0.00398185j 0.000136207-0.00131305j -0.000294279-0.00249022j -0.00155834-0.000792295j -0.000884186-0.000411716j 0.00105089-0.00023513j 0.000617218-0.000281622j -0.00124887-0.00137065j 0.00141955-0.00381426j 0.000669869-0.00372521j 0.00011818+0.00111313j -0.00111798+0.000350134j -0.00344082-0.00343776j 0.000410361+0.00200811j 0.00237933-0.00102669j -0.00045935-0.000993919j 0.000385315-0.000858218j -0.00213296+0.00352372j 0.00238767+0.00128459j 0.000393196-0.00109528j -0.000746391+0.00102235j -0.00283208+0.00182855j 0.00300909+0.00049048j 0.00326093-0.00320113j 0.00154635-0.00150824j 0.00340092-0.00341734j 0.000269938-0.000825519j -0.00596054+0.00037901j -0.000866061-0.000942178j 0.000468128-0.00640614j -0.00217823-0.00449299j 9.65847e-05-0.00265245j 7.13305e-05-0.00245546j -0.00222133+0.000265354j 0.00291676-0.0018417j -0.00317576+0.0003426j 0.00454465-0.00254272j 0.0048392-0.00217594j -0.000493325+0.00335881j 0.00106139+0.00318846j 0.000188543+0.000403486j -0.00205642-0.00210919j 0.0044896+0.000208383j -0.000869833+0.00289214j 0.00411134-9.81245e-05j -0.000822444+0.000246906j 0.00279002-0.0003361j -0.000522545-0.00109936j -0.0039545-0.000259843j 0.000268521+0.000667246j -0.00342584+0.000989178j 
0.00107154-0.00107675j -0.00199368+0.00158972j 0.00235153-0.00371676j -0.00187302+7.59178e-05j -0.0014943+0.000318908j 0.00417755-0.000657618j -0.00161034-0.000604117j 0.0020217-0.00218501j 0.00056123-0.00114196j -0.000437947-0.00053841j -0.000687388+0.0020981j 0.00221076+0.000232682j -0.00159219-0.00160831j 0.00147133+0.000726463j -0.000279773-0.000251512j 0.000287375+0.00291065j -0.000218422-0.00313988j -0.000504228-0.00481397j 0.00101369+0.00293288j 0.00326194+0.00196218j 0.000422191+0.0021158j -0.000600407+0.000503558j 0.000561463+0.00103455j -0.0033263+0.000286985j -0.00156451+0.00393845j 0.00196129-0.000933357j -0.00037777-0.00260869j 0.000951117-0.00199873j -0.00274889-0.00176124j -0.000985901+0.00108149j 0.000347336-0.00387656j 1.79091e-05-0.0035793j 0.00115997-0.00435245j 0.00206608-0.00112677j -0.000110742+0.00195619j 0.00232099-0.00257212j -0.000102675-0.000688488j -0.00111047+0.0037864j -0.00115482+0.00294633j -0.000993354+0.00303393j 0.000774828-0.000186628j -0.00030514-0.0015476j 0.00154517-0.000777709j -0.00140461+0.00361748j 0.00151026+0.000657183j 0.00135613-0.000589685j -6.52683e-05-0.00167854j 0.000505921-0.00246711j -0.00237281+0.00079308j -0.000645994-0.0028018j 0.000771964+0.00153923j 0.00144224-0.000106406j -0.00187685-0.000154482j 0.00279745-8.94946e-05j 0.00034616+0.000432476j -0.00209916-0.0009672j 
0.000663198+0.00091119j 0.00119569-0.000372803j 0.00051968-0.00020793j 0.000234625-0.00103461j 0.00111391+0.00125867j -0.00143036-0.000716893j -0.000798164+0.000130116j -0.00131985-0.00132192j -0.000604406-0.0019486j -0.00115361-0.00285005j -0.000396612-0.00226778j -0.00212783+0.00159098j 0.000957298+0.00269866j 7.42362e-05+0.00295249j -0.00102166-0.00170197j -0.000817543-0.00226039j 0.00249859+0.00210107j 0.00297855+0.00227827j -0.00132873-0.00170387j -0.00310083-0.00279185j 0.000156729-0.0023686j -0.000731036-0.000776742j -0.000530051-0.004703j 0.00257284-0.00142877j -0.00266769-0.00318397j -0.00287129-0.0037037j 0.00170954+0.00190768j 0.00047424+0.00106669j 0.000339524+0.00234825j 0.000190511+0.00175195j 0.00201785+0.000896861j -0.000521256-0.00261566j -0.000800316-0.00252608j 0.0016673+0.00316621j -0.000644796-0.000306075j -0.00234483+0.00138768j 0.000801117-0.00110301j -0.00250798-0.00219323j 0.000315731+0.000987428j 0.00241095-0.00248106j -0.000704712-0.00145351j 0.000702137+0.00595021j 0.000593009+0.002675j -0.00136999-0.0052529j -0.00201722+0.00249144j -0.00127072+0.0010927j -0.0023622+0.00234341j 0.00126053+0.00256324j -0.000659381+0.00222961j -0.000739992+0.00248745j 0.000699383+0.00100721j -0.000953956-0.000414271j -0.000442959-0.000176922j 0.00085043-0.0011359j 0.000562248-0.000968071j 0.000891866-0.000119329j 
-0.00103396+0.000374129j 0.000770568-0.00294174j 0.000224389-0.00028962j 0.000461786-0.00179065j 0.000593859-0.00131124j -0.00177379+0.000718869j 0.0015563+0.000500648j -0.00237281+0.0023199j -0.00184631+0.00170485j -0.00156686+0.00252396j -7.03958e-05+0.0038851j 0.00213351-0.000345988j 0.000794225-0.00204995j -0.000755597+0.00134992j -0.00132495+0.00301729j 0.00103708+0.00121879j -0.000168834-0.00288811j 0.0022256-0.000503411j -0.000813243+0.000570705j -0.00230163+0.00595021j -0.000429893+0.00565414j 0.000334637+1.95518e-05j -0.00160912+0.00049263j -0.00139454-0.00211908j 0.00161702+0.00320778j -0.00362256+0.00250162j 0.00210369-0.00448862j 0.00325188+0.00256547j 0.000539415-0.00136714j -0.00044873-0.00160861j -0.00245252-2.84618e-05j -9.72027e-05+0.00294467j -0.00278508-0.00118267j 0.00152346-0.00107084j -0.00266947+0.00133411j 0.000931507-0.00210051j -0.00138972+0.00308445j -0.00216418+0.00198459j -5.86665e-05-0.00178666j -0.00270018+0.00337312j -0.000749112-0.00155119j 0.0023805-0.00159823j 0.00185083+0.00302001j -0.00333473+0.00283118j 0.00254334-0.000940788j 0.00209787-3.04922e-05j 0.00353425-0.00196992j -0.000401045+0.000891619j 0.0025389+0.000894206j 0.00140187+0.00140244j -0.00116523-0.0011383j -0.0026746+0.00092095j 8.44303e-05-0.00112712j 0.000868781-0.000662582j -0.000216443+0.000526672j 0.00231904-7.96385e-05j 
