-0.0049725+0.00226615j -0.00246473-0.00168608j -0.00701998+0.00329931j 0.00482264+0.00129928j 0.00328208-0.00290278j 0.00811343-0.00181696j 0.00456245+6.75438e-05j 0.00236649+5.41479e-05j 0.00184188-0.00139742j 0.00744465-0.00314923j -0.00692406+0.000990921j -0.00641885+0.00134738j -0.00260408-9.96171e-05j -8.65694e-05-0.00230352j 0.00218852-0.00278948j -0.00860223+0.00250775j -0.00355159+0.000702699j -0.00287479+0.00163092j -0.00849034+0.00278551j -0.00243908-0.000526014j 0.00557023-0.000315638j -0.00541966-0.000199294j -0.00903736+0.000125873j 0.00391169-0.00192719j -0.000699636+0.00134646j -0.0043333+0.000930663j -0.00224318-0.00286619j 0.00909703-0.00100851j 0.00492287-0.00184895j -0.00226406+0.000510729j -0.00399362-0.0009971j -0.00186254-0.000764016j -0.000984005+0.00017047j 0.0014969+0.000674116j -0.00759753-0.000169295j -0.00475215+0.000158445j -0.00248621-0.000666775j 0.00505714-0.000140367j 0.00958038+3.88982e-05j 0.00431854+0.000124156j 0.00151874-0.000620624j -0.00531006-0.000398685j 0.0068571-0.000167598j 0.00212244-0.000558273j 0.000383309+0.00156381j -0.000192787-7.41399e-05j -0.0025938+0.000822837j 0.00342435+0.000945787j -0.00726375-0.00343414j -0.00236924-0.00107814j 0.00629778-0.00141072j -0.00445065-0.00120335j 0.00103733+0.00144263j 0.00443711+0.00161375j 0.00698546+0.000153568j 0.00202424-0.000764156j 0.00576283+0.000614507j -0.00118626+0.000480528j 0.00789259+0.00300356j 0.00176076+0.00121384j -0.00144632+3.35949e-05j -0.00603568-0.00194138j -0.00255263-0.00264137j -0.00103131-0.00218919j 0.00309324-0.000236353j 0.0054922+0.00115617j 0.0059113+0.00101867j -0.00599751-0.00278643j -0.00123196-0.00135361j -0.00234877-0.000124834j -0.00403455+3.14939e-05j -0.00724812-0.00169868j -0.00269244-0.00268117j 0.00473782-0.00125601j 0.00630695+0.00325504j -0.00269272+0.00197411j 0.00488697+0.00238349j 
-0.00449228+0.00829972j -0.00173988-0.00114668j 3.80194e-05-0.000227378j -0.00215149+0.000819619j -6.79693e-05-0.00126682j 0.00230321-0.00417781j -0.00293108+0.00176866j -0.00134463+0.00135511j -0.00164378-0.00142254j 0.00273436-0.000971638j -0.00146461+0.00128627j 0.00254956-0.00360373j 0.00148542-0.000899196j 0.00137694+0.00192671j 0.00168992+0.00225985j 0.000946905-0.00410316j -0.000852416+0.00391536j -9.16574e-05-0.00299745j 0.000779159-0.000512523j -0.00175577+0.00116906j -0.00078581-0.000176823j -0.00117527+0.00428749j 0.00148327-0.00130522j -0.00159806+0.00393852j -8.20726e-05-0.00152325j -0.00279364+7.69429e-05j -0.0025209+0.00199758j 0.00223179-0.00199242j 0.00143723-0.00419956j 0.000692719-0.00325958j -0.00167592-0.00215029j -0.00226482-0.00377284j 0.00445574+0.000218807j -0.000402559+0.00479225j 6.58593e-06-0.00182505j 0.00144737+0.000509274j -0.0028329+0.00175946j -0.0013716-0.000900875j -0.000560917-0.00213578j -0.000115153+0.00116687j -0.000276582+0.000929866j -0.00115933+0.000265132j 0.00114238+0.000911722j 0.0022324-0.000964869j -0.000839295+0.00120766j -0.00417243+0.00512718j -0.00050945+0.00224743j 0.000797782+0.00121743j 0.00343452+0.00115681j -0.000404279+0.00120221j -0.00435782+0.00157119j 0.00167607-0.00048774j 0.00292433+0.00461717j 0.00648469+0.00216115j 0.00350545-0.000297081j -0.00221126-0.000431988j 0.000137506-0.00395902j -0.00107441-0.000805218j 0.000899045+0.0014008j -0.0012177-0.00256228j 0.00499155+0.000773983j -0.0016623+0.000755015j 0.0029892-0.00247863j -0.00114501-0.00378969j -0.00264085+0.000785805j 0.00237613-0.00202939j -0.00386539+9.69449e-05j 0.00169782+0.00222871j -0.00102217-0.00288714j -0.00176671-0.00174516j -0.00242279-0.00076864j 0.0045086-0.000822794j 0.00117389-0.000737839j 0.000396322-0.00397414j 0.000811938-0.000227536j -0.00399327-0.00380162j -0.0105785+0.00250482j 
-0.00118623-0.000250507j -0.00304404+0.00263308j 0.000312598+0.00253484j 0.00554997-0.00464141j 0.00348222-0.00368484j 0.00436189+0.000783049j -0.000645921-0.000479457j 0.00241479-0.00112085j 0.00422795-0.00333505j 0.000522091+0.00269971j -0.00103752-0.00149255j 0.000326354+0.00147989j -0.00262564+0.00159048j -0.00266484+0.00192902j -0.00504716+0.00451682j -0.00260981+0.0021612j -0.00316411+0.0018217j 0.0019362-0.00147774j 0.0016368-0.00183675j 0.000291791-0.00208922j -0.000638245+0.00269091j -0.00163364+0.000442667j -0.00379255+0.00302908j -9.08967e-05-0.000917185j 0.00158571-0.00272397j 0.00163808-0.00225045j -0.00336659+0.000718829j 0.000980029+0.00187261j -0.00106991+0.0029183j 0.00214791-0.00171964j 0.000653925-0.00290678j 0.00731121-0.00731143j 0.00596429+6.3245e-05j -0.00490137+0.00394112j -0.000535802+0.00068616j 0.000136432+0.00283817j 0.00199281-0.00190007j -3.97589e-05-0.00242399j -0.00370437+0.000866294j 0.000637598-0.000711057j -0.0019158+7.89805e-06j 0.0010433-0.00234221j 0.0025989-0.00340439j 0.00406069-0.000319684j -0.00120247+0.00179361j 0.00437098-0.00219555j -0.00419276+0.00290252j -0.0022222+0.000932351j 0.00239984+0.00407303j -0.00439533+0.00226918j -0.0021235+0.000881784j 0.000288984-0.000184153j -0.00715579+0.00247831j -0.0013432+0.00227823j -0.000256752+0.000215414j -0.00189487-0.000106603j -0.00014128-0.000443276j -1.86066e-05+0.00156939j -0.00481879-0.00233408j 0.00558734-0.00200184j -1.56518e-05-0.000201736j -0.00346965+0.000750573j 0.00430829+0.000526564j 0.00790638+0.00109276j 0.000460652-0.000821049j -0.00202316+0.00247312j 0.000347241-0.00289427j -0.00165751+0.00141952j 0.00518957+0.00174483j -0.00138264-0.00248035j 0.00494059-0.00172381j 0.00296992+0.00160888j 0.000325497+0.0028259j 0.00986653+0.00309392j -0.00246947+0.00329832j -0.0034377-0.00110538j 0.0014562-0.00053978j 
0.000873448+0.00468661j 3.67812e-05+0.00100983j -0.00242437-0.000485767j -0.00176267+1.51887e-05j 0.00128765-0.000668143j -0.000260093-0.00378965j 0.00169703+0.00280831j -0.00102547+0.00157812j 0.00424272+0.00137299j -2.16505e-05-0.000330005j 0.00179262+0.000978635j 0.00189896-0.000773265j 0.000921464+0.00108588j 0.000337787+0.000865724j -0.00228608-0.00143385j 0.00247774+5.72218e-05j -8.44155e-06+0.00468189j 0.00195304+0.00034071j -0.00156514-0.000592389j -0.000454219-0.000174913j -0.0014882+0.00119954j -0.00371491-0.000847466j -0.00459969-0.00242193j 0.00101238+0.00295746j 0.00226163-0.000435276j 0.00198807+0.00121742j 0.000828222+0.00130607j 0.00234451-0.00142847j 0.00184403-0.0022193j 0.00259232-0.000154127j 0.00016841+0.000383467j 0.00471732+0.000904193j -0.00144944-0.00538675j -0.00401743+0.00228226j -0.00309972-0.00112996j -0.00170746-0.00258269j -0.00343841-0.00187556j -0.000835746-0.000573299j 0.000148968+0.00222111j -0.00124584-0.000554204j 0.00212936+0.00202562j 0.000397874+0.00139957j 0.00172624+0.000560068j 0.00195922-0.00154681j -1.86428e-05-0.00242494j -0.00324998-0.000581601j -0.00594978-0.00344942j -0.00118045-0.00115131j 0.00131881-0.00337677j -0.00381849+0.000238394j -0.00440363+0.00219569j 0.00143309-0.000293561j -0.00311465-0.00176085j 0.00219023-0.00242871j 0.00269075+0.00062825j -0.00374732-0.000191413j -0.00169079+0.000293024j -0.000499935-0.00316458j 0.000194565+0.000389876j 0.00215938+0.000855521j 0.00367889-0.00199684j -1.55497e-05+0.00200636j 0.00324346+0.00114747j 9.33955e-05+0.000841011j -0.00125352-0.00420215j 0.000416438-0.000660784j -0.00148908-0.00260534j -0.00101714-0.00134032j 0.00141568+0.00228355j 0.000269052+0.00136958j -5.46228e-05+0.0033943j 0.00366546-0.00148109j 0.00176779+0.003058j -0.0016394-0.00239035j -0.0010975-0.00311805j -0.00353421+0.00176269j -0.00230792+0.00429992j 
0.00120127+0.00461185j -0.00216056+0.00311463j 0.00230974-0.00178175j 0.000893297-0.00456256j -0.00142368-0.000365133j 0.00152201-0.00375218j -0.00182892+0.00406729j 0.000202542-0.00125637j -0.00358511+0.00376071j 0.000490027-0.00167478j -0.000999851+0.00267599j -0.0024007+0.00117913j -0.00228507+0.00127776j 0.000569598+0.000949374j 0.00390359-0.000662747j -0.00437673+0.00347713j -0.00109368+0.00272888j -0.00335304+0.000712752j 0.000311003-0.00322057j 0.000300513-0.000346775j 4.48851e-05-0.000656141j 0.0061292-0.00328645j 0.00300193-0.0040037j -0.000617383+0.0025855j -0.00228497+0.000310223j -0.0017316+0.0034248j -0.00069109+0.00455704j -0.000135112+0.000271715j -0.000621139+0.00178989j -0.00381617+0.00124788j -0.00334771+0.000778006j -0.00598616+0.0019337j 0.00792715-0.00744746j 0.00299416-0.0004263j 0.00109355-0.00242586j 0.00542126-0.00209863j 0.00490189-0.00330062j -0.000382382+0.000204025j -0.00495133+0.00275368j 0.00172487-0.00157806j -0.00270063+0.00336573j -0.0024872+0.000307798j -0.000603589-0.00116934j 0.00136772-0.0016409j 0.00426351+0.000394989j 0.00672584-0.00215746j 0.00769428-0.00274245j 0.00258215-0.00120607j 0.00709052-0.00207417j 0.00115247-0.000536114j 0.000432065+0.000631851j -0.000870709-0.000259144j 0.00531433-0.00160766j 0.00399745-0.00203095j -0.00157002-0.000474338j 0.000901135-0.000279475j -0.00367847-0.00144616j 0.00395395+0.00101388j -0.00201023+0.00038688j -0.00248943+0.000215866j 0.0012074-0.000477662j -0.00182716+0.00221634j -0.00360031-0.000839376j -0.00134609-0.00159142j 0.00609093+0.000417327j -0.000777805-0.000123421j 0.00294483+0.000779472j 0.00319446-0.0015701j -0.00314506+0.000608987j -0.00426023+0.00197138j -0.00387852-9.87739e-05j 0.00101769-0.00073941j -0.00301202+0.00086835j 0.00373772-0.00451909j 0.00405595+0.000333647j -0.00494085+0.00200109j -0.00049974+0.00423971j 
0.000180015+0.000210848j 0.00170184+0.000844265j 0.00194874+0.00160805j -0.00228655-0.00194842j -0.00292253-0.00271665j -0.00129374-0.00160049j 0.000394397-0.00156912j 0.000292989-0.000444527j -0.00291258-0.00539892j 0.00188214-3.49501e-05j -0.00206192-0.000880556j 0.00306894-0.00198994j 0.00145858+0.000769392j 0.000932049+0.00233021j 0.00377043+0.00509561j 0.00312112-0.000970403j 0.00361384+0.00137008j -0.00103017-0.00255524j 6.76019e-05+0.000324458j -0.00103565-6.36163e-05j 0.00182578+0.000733878j -0.0010783+0.0041804j 0.00300915+0.00547986j 0.000346306-0.000732247j -0.00175379-0.00234156j -0.00240783-0.00291808j 0.000735461+0.000706975j 0.000360983-0.0019528j -0.000321207-0.00102775j -0.00160537-0.00368078j -0.000299684-0.0010392j -0.00520669-0.00800234j -0.00185981-0.000385397j 0.00496924+0.00538793j -0.000320563+0.00153178j -0.000452583+0.00156874j -0.00282961+0.00186059j -0.00155629+0.000437266j 0.00155883+0.000611257j -0.000671588+0.00103143j -0.000484843-0.00136539j 0.000646458-0.000656605j -0.00329909-0.00186504j -0.00229378-0.00345656j -0.000969902+0.000989222j -0.0026401+0.000415477j 0.00027119+0.00722244j 0.00025576+0.00298339j -7.6497e-05-0.000580193j 0.00254519+0.00544692j 0.00164334+0.00326984j -9.87467e-05-0.000948608j 0.00219521+0.0075751j 0.000449179+0.00096562j 0.000998311-0.00127159j -0.0011727+0.00183833j 0.00109576+0.000473033j -0.00159721+0.000273962j 0.000438367+0.00330944j -0.00161876-0.00526998j -0.00128525-0.000981469j 4.69066e-05+0.000764599j 0.00125219-0.00495219j -0.000734462-0.00687263j -0.00284388+0.0011685j 0.00325215+0.00196418j -0.00424831+0.000819275j 0.000320436+0.00244559j 0.00103419-0.00552242j -0.000302647-0.000250829j 9.29664e-05-0.00353417j -0.000895937-0.00299893j 0.00236208-0.00257197j 6.86091e-05-0.00481668j 0.00077352+0.00259118j 0.00075518+0.00207173j -0.000359717-0.00132917j 
3.21084e-05-0.00102234j 0.00220308-0.000680396j -0.000264998+0.000202072j -0.00290869+0.000924273j -0.000975949-0.00147973j 0.00302011-0.00170799j -0.000872083+0.00117551j -0.00278677+0.000286625j 0.000693661-0.00255164j 0.00135358+0.00091702j 0.00485839-0.00135388j -0.00597363+0.0022646j 0.00255231-0.00143633j 0.00331716-0.00227771j -0.00296397+0.00182281j -0.00185939-0.00028459j -0.00183716+0.00170423j 0.0024844-0.0010246j -0.00326557+0.00158335j -0.00119613+0.000521811j 0.00241981-0.0010743j 0.00318364-0.000259107j -0.000836672+0.00171136j -0.00178352+0.000628336j -0.000975992-0.000752355j 0.00159664-0.00112093j -0.000800075-0.000488853j 0.000846804-0.00098079j 0.00523187-0.00185338j 0.00329215-0.000921313j -0.00453026+0.00082352j -0.000962209-0.00156077j -0.0047203+0.00162927j -0.00373896+0.00290842j 0.00531839+0.00156697j 0.00317772+5.15428e-05j 0.000193145-0.00115011j -0.000307838+0.00126276j 0.00293081+0.000112907j -0.00112804-0.000598936j 0.00552563+0.000840978j -0.00533031+0.000320058j 0.00335608-0.000789936j 0.00265127+7.80534e-05j 0.00142899-0.000475747j -0.0044118+0.00031718j 0.00239886+0.00184513j -0.000189441+0.000759054j 0.000533125-0.000661123j -0.00190324+0.00112237j -0.00285957+6.69028e-06j 2.15106e-05+0.000733175j -0.00145845+0.00309444j 0.00128306+0.00112866j 0.00109527+0.000483287j 0.00552829+0.00283746j 1.70317e-05-0.000103934j 0.000754762-0.00042439j -0.00137687+0.000575043j 0.00164907-0.00132284j 0.00283776+0.000842857j 0.00662737+0.00116881j -0.00125669-0.00170937j 0.0032064+0.000773714j -0.00192196+0.00153898j -0.0060927-0.00211487j 0.0021605-0.000579985j -0.000434267-0.000152909j 0.00134898-0.00150726j -0.000568794+0.000766123j -0.00194826-0.0030965j 0.00470472-0.000536239j 0.00227114+0.000935908j -0.00220916-0.00146836j -0.000462247-9.82805e-06j 0.0018367+0.000745396j -0.00021086-0.00142204j 
-0.00304104-0.00139498j 0.00229525+0.00150502j 0.000583726-0.000817575j -0.0029729-0.00397339j -0.000663627-0.000857061j 0.00115936-0.0030909j 7.43119e-05+0.00100923j -0.00229219-0.00111323j 0.000588627+0.000383468j 0.000978671+0.000980151j 9.23538e-05-0.00100662j 0.0048843+0.0064652j 0.00094668+0.00305257j -0.00188764+3.86779e-05j 0.000407429+0.000754238j 0.00470645+0.00696702j -0.00134908+0.00318446j 0.00063251-7.21358e-05j -0.00113366-6.65952e-05j -0.00174144-0.0012744j -0.000317355-0.00109754j -0.00415275-0.00608153j -0.000281958-0.00127505j -0.00146907+0.000501693j 0.000749297+0.00272972j 0.000317009-0.00058133j 0.00105715+0.00272649j 0.00287611+0.00225267j 0.0041393-0.000234669j 0.0023239+0.0019287j 7.61675e-05+0.000896712j 6.92509e-05+0.000604533j -0.000771304-0.00503791j -0.00169346+0.00109575j -0.000105096-0.00473557j 0.000183702-0.00422269j -0.00335046-0.00755496j -0.000259205-0.00106205j 0.00128769+0.00344722j -0.00157934-0.00157123j 0.00129216+0.00115077j -0.000920054+0.00223597j -0.00217612-0.00129826j 0.000930348-0.0035731j 0.000875309-0.00154852j -0.00389983-0.00807502j -0.00103778-0.00656609j -0.00087171-0.00173476j 0.00184881-0.00309656j -0.00090219+0.00058799j -0.00216544-0.0013689j 0.000632083+0.00207946j -0.000659465-8.18739e-05j 0.00105881+0.00204549j 0.000456347+0.00468759j 3.60395e-05-0.00470486j 0.000353735+0.00148005j 0.00205937-0.00384412j -0.00153321+0.00430028j 0.000262596-0.00182181j 0.00170878+0.00158242j -3.807e-06-0.000751586j 0.00124706+0.00494984j 0.00200786-0.00426454j 0.00166909-0.00550093j 0.000816937+0.00539775j -0.000192228-0.00643102j -0.00120551-0.000403961j 0.00121982-0.00149998j 0.000225941+0.00246273j -0.00229134+5.30253e-05j 0.00148055+0.000200597j 0.00103834+0.00157574j 0.00146391-0.00542386j 0.00188638-0.000858501j 0.000563312+0.000141856j -0.00174198-0.00524626j 
-0.000791129+0.000699683j 0.00128669+0.00206318j 0.00074264-0.000475955j -0.00206308-0.00398877j 0.000555744-0.00045966j 0.0010888+0.00319009j -0.00218471-0.00186328j -0.000817476-0.00363609j 0.000867224+0.00122488j -0.000280836+0.00127542j 0.000108805+0.00657144j 0.000896875-0.00887223j 0.00267331+0.00392086j 0.0018563+0.00508644j -1.35374e-05-0.00480601j 0.00312243-0.00336568j -0.00156513-0.00268225j 3.5438e-05+0.00269961j -0.00113104-0.00472521j -0.0013467-0.00158079j 0.00094282+0.00273089j -0.00118362+0.00537462j -0.000326262-0.00213375j -0.00162194-0.0022508j 0.00171886-3.63948e-05j -0.000190653+0.00227937j 0.0015849-0.000655525j 0.00221143+0.00124088j 0.00203384+0.00617409j 0.000613239+0.00464054j -0.000734299-0.00684336j -0.000412055-0.000653375j -0.00153366-0.00606276j -0.00154937-0.00535539j -0.00336689+0.00586412j -0.000814958+0.00396532j -0.000646107+0.000309898j -0.00188229-0.000361253j 0.000158643+0.00347927j 0.000481366-0.0010189j -0.00207893+0.00739996j 0.000489842-0.00703741j -0.00113577+0.0058213j -0.00202461+0.00267623j 0.000967709+0.00267403j -0.00217047-0.00587187j -0.00234745+0.00252707j -0.000658693-0.000523873j 0.00117912+0.000509301j 0.000428626-0.00267387j 0.000540439-0.00412714j -0.000429716+0.000618437j -0.00185144-0.00157929j -0.000101057+0.00265156j 0.00054216+0.00255318j -0.00551255+0.0067109j 0.000981704-0.00037723j 0.000153958+0.000581638j 0.00100575-0.00078267j -0.000635159+0.00138271j -0.0011628+0.00417333j -0.00312042+0.00833404j 0.00308038-0.00118644j -0.00362418+0.00242732j -0.0021925-0.00289197j 0.00610833-0.00763989j -0.00112627+0.00240917j 0.000506877+8.0834e-05j 4.86148e-05-0.000244798j -0.000920417-0.000448216j 0.00242719-0.00280162j -0.000297267+0.00610178j -0.00161682+0.00185231j 0.00111568-0.00435161j 0.00126986-0.000554127j -0.00105185+0.0015157j -0.000753889-0.0013201j 
6.11083e-05+0.000973342j 0.000310228-0.00160549j -0.00166476+0.00296921j -3.85834e-05+0.00231633j -0.000221636-0.00216268j 0.00142494-0.00266458j 0.00148244-0.00304198j 0.00134612-0.000789791j 0.0013286-0.00377942j -0.00148152+0.00150953j 0.00133485+0.00272123j -0.00301492+0.000746848j -0.000788143+0.00379099j 0.00304999-0.00406729j 0.00252321-0.00459508j -0.00137835+0.000241699j -0.000846112-0.000262832j 0.00367353-0.00489434j -0.000324943+0.000227326j -0.000174301-0.00187351j 0.000501613+0.00028502j -0.000793688+0.00318269j 0.00149454-0.00316609j 0.00193023-0.00124761j -0.00579127+0.00542841j -0.00156067+0.00157643j -0.00547563+0.00473748j -0.00368184+0.00297397j 0.00223094-0.00281494j -0.0029956+0.00282231j 0.00536574-0.00627004j 5.35441e-05-0.000821018j 0.00132061-0.00145732j -0.00100193+0.00162298j 0.00394315-0.000437569j -0.000699564+0.000895992j 0.00201866-0.000121407j -0.00059525-0.000397921j 0.000439823-0.000222045j 0.000462964-0.000995363j -0.000521166+0.00213628j 0.00138227-0.00195279j -0.000755067+0.000815752j 0.00649904-0.00289198j -0.00736063+0.00400953j 0.000515517+0.000357711j 0.00208055-0.000222835j 0.00472507-0.00301001j 0.000196084+0.000143208j 0.000711436-0.000758564j -0.00188313+0.00213649j -0.00292653+0.00104586j 0.00406165-0.00127454j -0.00129669+0.000779443j -0.0058714+0.00243666j -0.00188806+0.00312369j 0.00127708+0.000467396j -0.000152643+0.000548585j -0.000421366-0.000855929j 0.0018685-0.00225009j 0.00297234-0.000260285j -0.000325672+0.00166688j -0.00584352+0.00248655j -0.00152139+0.00132345j -0.000363714+0.000166717j -0.000146845-0.00254124j 0.00246907+0.000128354j -0.00102198-0.00119552j 0.00470591-0.00309375j -0.00122885+5.61871e-05j 2.30209e-05-0.000779251j 0.000725156-0.00138051j 0.00332107-0.00161545j -0.000936538+0.00111258j -0.00264696+0.00102647j 0.000518571-0.000219699j -0.000833221+0.00106961j 
0.00289844+0.00205044j -0.000438901+0.000340235j -0.000913018+9.67477e-05j -0.000357144+0.000677257j -0.00057632+0.000354582j -0.00507287-0.00190982j 0.00408362+0.000100658j 0.00196536+0.00118717j 0.00126891+0.000403402j -0.00117757-0.000946759j -0.00220898-3.90946e-06j 0.00604974-0.000495885j -0.00105992+0.00130499j -0.00178082+0.000442119j 0.0023531-0.00102956j 0.00384529+0.000631388j 0.0051583+0.0011093j -0.00116693-0.000448486j 0.00137148-6.80547e-05j 0.000629507+0.000241968j -0.00208005+0.00094468j -0.00532352-5.61583e-05j -0.00171737-0.000811797j 0.00400078+0.000766271j 3.23238e-06+0.00100086j 0.000206029+0.000629059j 0.0025655+0.00191453j -0.00115081-0.00100339j -0.00426438-0.00206202j -0.00223493-0.000461398j 0.00428133+0.000902778j 0.00158024+0.000784002j -0.00139707-0.00338362j 0.00410004+0.00112983j -0.00539558-0.0020118j -0.00437335-0.00220144j -0.00356625+0.000207827j -0.000250812-0.000457022j 0.000173282+0.000823496j -0.000367229+0.000435718j -0.0019014-0.00117435j 0.00474273+0.00178587j -0.00313431-0.000897807j -0.00252224-0.00328745j -0.00304418-0.00115436j 0.00104518+0.000745246j -0.00465408-0.00205585j -0.000372899-0.00110476j -0.00248413-0.00334132j 0.00130083+0.00125551j 0.00238636+0.00364184j -0.000246664-0.00105174j 0.00042256-0.00227559j -0.00148958-0.00368719j -0.00020904-0.000865914j -0.00518396-0.00185628j -0.000360527+0.00159568j -0.00215165-0.00147509j 0.00202633+0.00126048j -0.000811006-0.000321674j -0.00162191-0.00413242j -0.00345075-0.00122135j 0.00141501+0.00114603j -0.00298666-0.00179784j -0.000997491-0.00265004j 0.00466526+0.00258151j -0.00331653-0.000716592j -0.000778604-0.000789788j 0.000593657+0.000676351j 0.00151803+0.00108709j 0.00215438+0.00418021j -0.00315063-0.00339346j 0.000752216-0.000904268j -0.0015741-0.000217767j -0.00107798-0.000936862j -0.000508596+0.00226907j 0.00137407+0.00341332j 
0.00550334+0.00210865j 5.81481e-05+0.000792125j 0.00125648-0.000473174j -0.00210079+0.000192947j -0.00145286+9.27638e-05j -0.00347688-0.0012535j -0.000339949+0.00146717j -0.00122011-4.93931e-05j 0.00019674+6.39805e-05j 0.000449175-6.79735e-05j 0.00505199+0.000169603j -0.00346502-0.00171006j 0.00440333-0.00059797j 0.00107266-0.000632762j -0.00530203-0.00144315j -0.00124257-0.00144557j 0.00231444+0.00189989j -0.00244308-0.000216183j -0.00333137-0.000397731j -0.00149966+0.00126699j 0.00102778+0.000595616j 0.00409203+0.00119884j -0.00553109-5.27184e-05j 0.00125431+0.000700949j 0.00338748+0.000105676j 0.00353228+0.00149482j 0.00544273+0.00187498j 0.00159559-0.00153611j -0.00108409-0.00151263j 0.00338242+0.00073262j -0.00723417-0.000789853j 3.54598e-07+7.36126e-05j -0.00702392-0.00412151j 0.000488358+0.0011913j -0.000602852+0.00111901j 0.000863502+7.22484e-06j -0.00131855+0.000299146j -0.000748662+0.00159511j 0.0020087+0.00178451j -0.000992164-0.00035608j 0.00540732+0.00196629j -0.0033276-0.0007324j 0.00333871+0.00068895j -0.00303171-0.00305315j 0.0038748+0.00116801j -0.00144638+0.000608333j -0.00134928+0.000877092j -0.00331173-0.00193413j -0.00136589-0.00402354j -0.00152912+0.000552774j 0.0013283+0.00283369j 0.000853416+0.000207844j -0.00277529-0.00221658j 0.000605043-0.0031115j 0.00347626+0.000436303j 0.00383304+0.00563589j -0.00111974+0.000114356j -0.000363225-0.000638793j -0.000329961-6.65763e-05j -0.000771204+0.000165473j -3.94328e-05-0.00350016j 0.00486413+0.00353576j 0.00190834-0.000495599j 0.000907686+0.00276427j -0.00227235-8.47141e-05j -0.00426986-0.00385984j -0.000423556+0.000591311j -0.000564589-0.000453092j -0.00207706-0.00049305j 0.000700447+0.00244571j 4.08849e-05+0.00100743j 0.000854593-0.00196714j -3.95335e-05-0.000368461j -0.00295848-0.00160374j 9.12535e-05-0.000365667j 0.000739307+0.00406645j 0.00305945+0.00415293j 
-0.000975095-0.000720792j -0.002343-0.00170916j 0.00288727+0.00308518j 0.00398171+0.00184314j -0.00220813-0.000207684j -0.00220803-0.000984457j -0.00336788-0.00386668j -2.59335e-05-0.00135857j -0.00506745-0.00310832j 0.00154953+0.00168504j 0.00102909-0.00135779j 0.00242784+0.00314217j 0.00307781+0.00135961j -0.00543585-0.0045711j -0.00364271-0.00351088j 0.00114078+0.000510854j -0.000866169-0.000535827j -0.00516198-0.00545015j 0.00190526+0.00129393j -0.00141533+4.19228e-06j -3.86546e-05-0.000683191j 0.00201129+0.00284444j -0.00184759-0.00150271j -0.00167408-0.0032656j 0.00557115+0.00804611j 0.00019272+0.00150235j 0.00374128+0.00611897j 0.00292001+0.00561775j -0.00405503-0.00310821j 0.00207687+0.0032639j -0.00438471-0.00835556j -0.000409268-0.000496068j 0.000307566+0.00177739j 0.00241658+0.00126252j -0.000314739-0.00518968j -0.000200545+0.0019217j -0.000151353-0.000808729j -0.000778949+0.000174461j -0.000759339-0.00233187j -0.000782764+0.000138014j 0.000185832-0.000572635j -0.000470387-0.002014j -0.000421691+0.0015846j -0.002743-0.00716977j 0.00225989+0.0105204j 0.000314562+0.00141123j -0.000472-0.00169986j -0.00231827-0.00521518j -0.000656346+0.00227141j -0.000121258-0.0012501j 0.00214636+0.00196439j 0.000757704+0.00371009j -0.000316617-0.00430495j 0.000451307+0.00316148j 0.00149008+0.00759691j 0.00124076+0.00121524j 0.00162268-0.00196723j 9.71318e-05+0.000963997j -2.87989e-05+0.000103936j -0.00253525-0.00251562j -0.000545231-0.00286946j 0.000130534-0.00124523j 0.00242464+0.0074745j 0.000595245+0.00149819j -0.000163914+0.0015543j -0.000904624+0.000906091j -0.00067413-0.0023565j -0.00134379+0.00208572j -0.002795-0.00662601j 0.000232495-9.72556e-05j -0.000242779-0.00049326j -0.00254956-0.000117512j -0.00167729-0.00521172j 0.00194168+0.00295078j 0.000508852+0.0042108j -0.000395889-0.00285321j -0.000360437+0.000215782j 
