-0.0049725+0.00226615j -0.00246473-0.00168608j -0.00701998+0.00329931j 0.00482264+0.00129928j 0.00328208-0.00290278j 0.00811343-0.00181696j 0.00456245+6.75438e-05j 0.00236649+5.41479e-05j 0.00184188-0.00139742j 0.00744465-0.00314923j -0.00692406+0.000990921j -0.00641885+0.00134738j -0.00260408-9.96171e-05j -8.65694e-05-0.00230352j 0.00218852-0.00278948j -0.00860223+0.00250775j -0.00355159+0.000702699j -0.00287479+0.00163092j -0.00849034+0.00278551j -0.00243908-0.000526014j 0.00557023-0.000315638j -0.00541966-0.000199294j -0.00903736+0.000125873j 0.00391169-0.00192719j -0.000699636+0.00134646j -0.0043333+0.000930663j -0.00224318-0.00286619j 0.00909703-0.00100851j 0.00492287-0.00184895j -0.00226406+0.000510729j -0.00399362-0.0009971j -0.00186254-0.000764016j -0.000984005+0.00017047j 0.0014969+0.000674116j -0.00759753-0.000169295j -0.00475215+0.000158445j -0.00248621-0.000666775j 0.00505714-0.000140367j 0.00958038+3.88982e-05j 0.00431854+0.000124156j 0.00151874-0.000620624j -0.00531006-0.000398685j 0.0068571-0.000167598j 0.00212244-0.000558273j 0.000383309+0.00156381j -0.000192787-7.41399e-05j -0.0025938+0.000822837j 0.00342435+0.000945787j -0.00726375-0.00343414j -0.00236924-0.00107814j 0.00629778-0.00141072j -0.00445065-0.00120335j 0.00103733+0.00144263j 0.00443711+0.00161375j 0.00698546+0.000153568j 0.00202424-0.000764156j 0.00576283+0.000614507j -0.00118626+0.000480528j 0.00789259+0.00300356j 0.00176076+0.00121384j -0.00144632+3.35949e-05j -0.00603568-0.00194138j -0.00255263-0.00264137j -0.00103131-0.00218919j 0.00309324-0.000236353j 0.0054922+0.00115617j 0.0059113+0.00101867j -0.00599751-0.00278643j -0.00123196-0.00135361j -0.00234877-0.000124834j -0.00403455+3.14939e-05j -0.00724812-0.00169868j -0.00269244-0.00268117j 0.00473782-0.00125601j 0.00630695+0.00325504j -0.00269272+0.00197411j 0.00488697+0.00238349j 
0.00184558+0.00128913j 0.000292843+0.000157242j 0.0031937-0.00115968j -0.00118952+0.00224105j -0.00183672+0.000570004j 0.000349261+0.000892968j 5.51637e-05+0.000723321j 0.00102066-0.000608619j -0.00271989-0.000119211j -0.00180403+0.000548271j -0.00117631+0.000685761j -0.00062548-0.000262857j -0.00407739-0.000874415j 0.000976728-0.000524902j 0.00285387+0.000584632j -0.000852567-0.000474851j -0.00204925-0.00132004j -0.00145243-0.000336722j -0.0026204+0.000388499j -0.00154318+0.000580577j -0.000147561+0.00206414j -0.00291504-0.000978732j -0.000628916-8.8307e-05j -0.00126363+0.000365581j 0.000345831+0.000574313j 0.00264471-0.000855671j -0.00155688-0.00162753j -0.000871748-0.000342363j -0.000576056-0.000874582j 0.0012371+0.00178017j -0.00148904-0.000827334j -0.000895617-0.00133876j 0.000556391-0.00135494j 0.000509577+0.00126618j -0.00200835-9.09659e-05j -0.00307845-0.00117925j -0.00130236-0.00134994j -0.00277437+0.000444542j 0.00406543-0.000751466j 0.00166474+0.00165473j 0.000422051+0.000993397j -0.00540599-0.00101333j -0.000233004+0.000742803j 0.00191178-0.00161995j 0.00119808-0.00379503j -0.000633967-0.00134881j -0.000511713+0.00156254j -0.00282796-0.00274273j -0.00225865+0.00037j 0.0043177+0.00099316j -0.00052552-0.000560286j 0.00592196+0.00183558j -0.00185827+0.00143255j 0.000282144+0.000708565j -0.00766941-0.0020121j -0.00155322-0.00179789j -0.00103242-0.00159738j 0.00111591-0.00127132j -0.000394191+0.00105502j -0.00344923-0.00220502j 0.00103122+0.00105746j -0.00131555+0.000388118j -0.00127544+0.00205801j 0.0038364+0.0028833j -0.000647552-0.000481671j 0.000638377-0.00172177j -0.000854556-0.000728384j 0.00143519+0.00341087j -0.00133289+0.00255676j -0.00107106-0.00352853j 0.000562373-0.000695103j 3.68317e-05-0.00112374j 0.00157878+0.00138492j 0.00249235+0.00254887j 0.00224954+0.000123285j 0.00156681-0.00276141j -0.000143388+0.00103663j 
0.00163578-0.00200278j -0.000579627-0.00213264j 0.00251675+0.000365818j 0.000492289-0.00317773j -0.00140688-0.00157285j 0.000167689+0.00197167j 0.00118657+0.000601431j 0.000602913-0.000383552j -0.00183606-0.000427343j -0.000311342+0.00152175j -0.000916564+0.000563666j -0.00177595+9.00283e-05j -0.00215881+0.000387689j 0.00219591+0.00136119j 0.00180707-0.000567786j -0.000754179+0.000429724j 0.000741618+0.000886661j -0.00171974+0.000276726j -0.0016735-0.000404841j -0.0009055+0.000866915j 0.000738453-0.000805489j -0.00140002+8.0623e-05j -0.00142546-0.0012481j -0.00167898+0.00159014j 0.000522801-0.000383402j 0.00243784+0.00158874j -0.00190679+0.000492722j -0.00118354-0.00125796j -0.00282995-0.00372285j 0.00104581-0.00154277j -0.000839392-0.00121473j -0.00391278+0.00121179j 0.00150196-0.00103727j -0.000281303+0.0019093j -0.00146501+0.000244351j -0.00132328+0.00165071j -0.000543867-0.000690907j -0.00023135+0.00261611j 0.00507905-6.47435e-05j -0.00230056-0.00210163j -0.000639037-0.00162856j -0.00300873-0.00278762j 0.00163995+0.00171428j 0.00218695-0.000333545j 0.000769642-0.00351139j 0.000837573+0.000793697j -0.00246975+0.000783501j -0.00100953+0.000789972j -7.7916e-05-0.00125535j 0.00675495+0.000115373j -0.00295551+0.0015497j 0.00467201+0.00104259j -0.000396637-0.00192567j 0.00337469+0.0025801j -0.0062107-0.00119036j -0.000143636-0.000528813j -0.00030423-0.000221457j -0.00237411-0.000374313j 0.00158368+0.00198003j -0.00328141-0.00107017j 0.00168979+0.00123861j 0.000813013+0.000127879j 0.00159142+0.00226381j 0.00154917+0.000397951j -0.00188247-0.00241962j -5.9134e-05-0.000960639j -0.00100315-0.00148958j 0.0020816+0.00185925j -0.000365753+0.00295681j -0.000365769-0.00156331j -0.000550564-0.000201127j -0.00220809+0.000748101j 0.00258178+0.000604033j -0.000676421+0.00311262j -0.0010241+0.00034074j -0.00218873-0.00143356j 0.00216988-0.000325529j 
0.000547988-0.00116495j 0.00144961+0.000241441j 0.000899948+1.64716e-05j -9.49927e-05-0.0010901j -0.0017097-0.00159036j 0.00200981+0.000570174j 0.000121701+2.65012e-06j -0.00115678-0.000229489j -0.00109439-0.000249625j 0.00126855+0.00177354j 0.00159128+0.000947741j -0.000334941+0.000134968j -0.00132999+0.000983953j 0.000512579+0.00147748j 0.00092454-0.000114638j -5.01025e-05+0.000934933j -4.49608e-05+0.000604592j 0.000316704+0.00156751j 0.00124705+0.00169778j 0.000589063+0.000796675j 0.00219069-0.000553286j -0.00184023-2.66033e-05j 0.000897744-0.000218213j -6.96381e-05+0.000825602j -0.000340072-8.22427e-05j 0.00121825-0.000691904j 0.000803751+0.0005523j 5.94315e-05+0.000282458j -0.00137266-0.000459775j 0.000125879-0.000779463j -0.000206399-3.36011e-05j 0.00048638+0.00082437j -0.000497727-0.00148997j 0.00112516+0.00114676j -2.45638e-05+0.000551332j -0.000316314+0.0017186j -0.000663818-0.000357825j 7.21681e-05-0.000191178j -0.000381366-0.00139821j -0.00167954-0.00114066j -0.000915779-0.000663635j -0.00396484-0.000743304j 0.000690229-0.000572692j 0.00109369-0.000307052j -0.00067444-0.00108583j 0.000918022+0.000450402j -0.00032247+0.000336131j 4.20165e-05+0.00205146j -0.00173811+0.00069812j -0.000453492-0.00211361j 0.000535202+0.00231514j 0.00223797-0.000636209j -0.00079636-0.00100224j 0.000445412+9.25417e-05j -0.00172421+0.00254617j -0.00255358-0.00240516j -0.000348887-0.00119188j -0.000859181+0.000751571j 0.00155495+0.00019601j -0.000802104+0.00187885j 0.000778929-5.88866e-06j 0.000666979+0.000537218j 0.000574766+0.00045031j 0.00110956-0.000184675j 0.000353089-0.000883185j -0.000824483+0.000745063j 0.000280935+0.00104076j 0.00111658-0.00161529j 0.000229863+0.000576446j -0.00102615-0.0022314j 0.000235823+0.000358801j 0.000161413+0.00246919j -0.00016509-0.000371659j 0.00071627+0.00112185j -0.000749515+0.00136197j -0.000873619+0.00028213j 0.000596794+0.000931243j 
0.00117615-0.0007098j -0.0013116-0.000752642j 0.00155821-0.000608625j 0.00127884-3.0715e-05j 0.00199169+0.00213157j -0.00310387-0.00153166j 0.000881011-0.000819618j 0.00296842+0.00247274j -9.13441e-05+0.00100139j -0.00294721-0.00142446j -0.00325367-0.00216305j -0.000263077-6.24466e-05j -0.0014327+0.000143634j 0.000306655-0.00146441j 0.000420619-0.00153417j -0.00152369+0.000288844j -0.00204499+0.00101807j -0.00215798-0.00119684j -0.00335983-0.00162971j -0.000528594-0.001329j -0.00297593-0.000282586j 0.00140957+0.00243459j -0.00236206-0.000669936j -0.000797988-0.00072196j 0.0013891+6.79092e-05j -8.65039e-05-0.00139704j -0.00280897-0.00191447j -0.000701794-0.000116014j 0.00040888+5.39882e-05j 0.00189721+3.53062e-05j 0.000194376-0.000224115j -0.00128328-0.000729078j 0.000733121+0.00269604j -0.0010331-0.00140424j -0.000748911+0.000588522j -0.00316996+3.74157e-05j 0.00018126-0.000399054j -0.00187012+0.00136412j 0.00332333+0.000219816j 0.00450813+0.00125094j 0.00133445+0.0011358j -0.00044083+0.00362411j -0.00105485+0.0032488j -0.000195614-0.000192068j 0.000388715-0.000657864j -0.00187318-0.00316156j 0.000139812-0.000518378j -0.00365489-0.000704104j 0.000410955+0.000652401j 0.00311037+0.0024044j -0.00129595-0.00222631j 0.00242595+0.000247731j 0.0006731+0.00252485j 0.000927978+0.00111154j -0.00425213-0.000532826j -0.000242173+0.00406438j -0.00228827+0.00249802j 0.00142479-0.000115157j -0.000628505-0.0017145j -0.00239107-0.00227046j 0.000826114-0.000407737j -0.00217038+0.000541847j 1.44503e-05+0.000229808j 0.000921721+0.000534507j -0.00074029+0.000131595j -0.000814166+0.000132887j -0.000517023-0.0036156j 0.00159351+0.00252487j -0.000522285+0.0017372j -0.0010369+0.00243637j -0.00072959-0.0013688j -0.0003193-0.00435463j 0.000759241+0.00251251j 0.00179225+0.00128384j -6.38412e-05-0.000367495j -0.000887743-0.00135416j 0.00047537-0.000511992j 
0.000413625-0.000481978j -0.000137437+0.0018888j 0.0020399-0.00270038j -0.00346506+0.00192044j -0.00348581+0.00109596j 0.00317398-0.00151715j 0.00101022-0.000803255j -0.00216968+0.000705166j -0.00255769+0.00090787j 0.000587876+0.000511322j 0.00193591+0.000663086j 0.000182699+0.000434933j -0.00227404+0.00139818j 0.00107934-0.00119269j 0.00181927-0.000786267j 0.000399708+0.000360994j -0.00163434-0.00126712j 7.03184e-05+0.0013281j -0.000110781+0.00277069j 0.00124659+0.000888106j 0.00124219-0.000172921j -0.00263739+0.000896475j 0.000416164+0.000616961j 0.00168523+0.000239293j -0.0012387+0.000665489j 0.00196137-0.00319949j 0.00248636-0.000173803j -0.00107736-0.000555874j -0.00203257+0.00186848j -0.00120026+0.00178914j -0.000522122+0.00132751j 0.00420839+0.000364042j -0.0036268-0.000769059j 0.00416064-0.000711037j 0.000259147+0.000552808j -0.00106623+0.00190975j -0.00208318+0.000172223j -0.00229831-0.00127361j -0.00278046-0.00178054j 0.000898872+0.00259127j -0.000451874+0.000759517j -0.00910974+0.00229028j -0.00165794-0.00137301j 0.000750422-0.00205698j -0.00240675-0.00188449j -0.00129697-3.53936e-05j 0.002257+0.000683544j -0.000545002-0.00054356j -0.00341+0.00120325j -0.00514082-0.00274735j 0.00402883+0.00224753j 0.00440486-0.00283182j -0.0011219+0.000753568j -0.00162301-0.00199724j -0.00157458+0.0036653j -0.00759749-0.00131792j -0.00344545-0.00191492j 0.00297314+0.00150799j 0.00164557-0.00126283j -0.00139702+0.0022834j 0.00127995-0.000913021j 0.000506188-0.000333842j -0.00136344-0.000217339j 0.00301592-2.6368e-05j -3.92142e-05+0.00163476j -0.000566663-7.60354e-05j 0.00130995+0.00224154j 0.00180066-0.00104183j -0.000413836-7.4371e-06j -0.0034223-0.00255149j -0.000256386-0.00017057j 0.00188215+0.00179425j -0.00108443-0.00178571j 0.00444096+0.00133131j 0.00211334+0.00201842j -0.000938772+0.000620802j -0.000401007+0.00087607j 
0.00112645+0.00175639j -0.000585393+0.00118272j 0.00079028-9.36386e-05j -0.000832686+0.00125734j 0.00321169-7.38662e-05j -0.00395959+0.00368887j -0.000937501+0.000394243j 0.00140396-0.0027841j 0.000138684+0.000445737j -0.00542172+0.000517033j -0.00211743+0.00319084j 0.000173765+0.00160937j -0.00211462-0.000590898j -0.00136041-0.00226691j -0.000492124+0.000997737j -0.000446609+0.000323651j 0.000198492-0.000766638j -0.00206395+6.2646e-05j -0.00235888+0.000410937j -0.00252278+0.00103226j -0.000497713+0.00395146j 0.00229755-0.00109589j 0.000500531+0.00213916j -0.00110635+0.0017123j -0.00141811-0.00212409j -0.00101206-0.000633639j -0.000520128+0.00208773j 0.00204314+0.000440969j 0.00259781+0.000619988j 9.93171e-05+0.000697636j -0.000139757-0.000167463j 0.00215614+0.000786829j 0.00118226-0.00173123j -0.00152539+0.00175361j 0.0010287+0.000991595j -0.00247834-0.00135803j 0.000209322-0.00218903j -0.00111136-0.00262002j -0.00207969-0.00566133j 0.00433525+7.86451e-05j 0.00232489+0.0012728j 0.00231963-0.00146793j 0.00236218-0.00153214j 0.00135446+1.29411e-05j 0.00292696-0.000134402j -0.00483843-0.00260744j -0.000812148+0.00120702j -0.000610906-0.00106655j -0.000749026+0.000601182j -0.00137687-0.00522265j -0.000181034-0.000954539j 0.00202484+0.000546066j 0.00309276+0.00245033j -0.00114831-0.00377936j -0.00088588+0.00297002j 0.00117666-0.00448902j 0.002489+0.000614277j 0.00242465-0.000369218j -0.00206571+0.000264117j -0.00098791+0.00101081j -0.00238015-0.00130411j 3.64756e-05+0.00247484j -0.00202913-0.00241094j 0.00199995+0.00248272j -0.000616778+0.00353792j 0.00163788+0.00058436j -0.0028957+0.00192141j 0.0017047+0.00092776j -0.000671996-0.00186692j 0.00204964+0.000445192j -0.000551916-0.00121828j -0.00489823-0.00279267j 0.00264819-0.00170622j 0.000740282-0.000546288j 0.00125946+0.000500681j 0.00129298-0.000825638j -0.000550046+0.000654443j 
0.00140815-0.00242797j -0.00112481+0.00274297j 0.00213601-0.00130954j -0.00162971-0.00289036j 0.00158448-0.00166442j 0.00041608-0.00267264j 0.00211079-0.00164425j -0.00167846+0.00167413j 0.000644577-0.00163828j -0.00313676-0.000252822j -0.000363171+0.000107946j 0.00141005-0.00113998j -0.000300646+0.000305515j -0.000690432-0.000721472j -0.000993978-0.00124428j -0.000174085+0.0013588j -0.00166266+0.000957474j -0.00139245+6.34401e-06j -0.00222932+0.0025032j 0.000445911-0.000422418j 0.000307522-0.000786379j 0.0015611+0.00103124j 0.000936913+0.00131752j 0.00172486-0.000758662j -0.00233716+0.000164645j -0.00090035-0.00278401j 0.00263042+0.00232292j 0.00129959-0.00166267j 0.00136045+0.00106333j 0.00039842-0.00246837j 0.00143638+0.00237712j 0.00467039+0.00600601j -0.00305599+0.000192372j 0.00101123+0.000545276j 0.00202893+0.00241571j -0.00338229+0.00287013j -0.000745724-0.000499067j -0.000348591-0.00396747j -0.00529307-0.00347297j 0.00438342+0.0021946j 0.00123604+0.00100655j -0.00321989-0.00152954j -0.00200093+0.00126343j -0.00024735+0.00172502j -0.000220823+0.00120503j -0.00491945-0.00387132j 0.00250291-0.0016494j -0.00210557+0.00340128j -0.00218934-0.00131948j -0.00707674-0.00715509j 0.000807093+0.00505312j 0.000755236+0.00144343j 0.00327478+0.00259174j -0.00160633-0.00375321j 0.00111274+0.00604633j -0.00524673-0.0048287j -0.000385013-0.00122146j 0.0016412+0.00553455j 0.0016518-0.0024174j 0.000140417+0.0012108j 0.000481997-0.00212959j -0.000506225+0.00338634j -0.000343964-0.00524455j -0.000823958+0.000444394j 0.000972609+0.00235849j -0.00192319+0.00305824j -0.000233386+0.00205754j 0.00288816-0.000964884j -0.00057034-0.00428904j 0.000613702+0.00132553j -0.00244199-0.00172559j -0.00021499-0.00151452j -0.0025835-0.000514214j 0.00201965+0.000610387j -0.00199676+0.00314663j -0.00377557+0.000654703j -0.0017677+0.000656045j 
0.000597752+0.000836623j -0.000520361+0.00553529j -0.000447613-0.00160763j -0.000469554+0.00126102j 0.00121657-0.00215345j -0.000660335-0.00132973j -0.000606122-0.00276217j 0.00246034-9.52852e-05j 6.89201e-05-0.00305923j -0.000484977+0.00238233j -0.00231817+0.00178955j 0.00030367-0.00297624j 6.06942e-05-0.00138024j -0.00157124+0.00204053j -0.00142429+0.000615956j -0.000533278+0.000417938j -0.000742163+0.00324628j -0.000804955+0.00150557j -0.00213466+0.00686214j -0.00025-0.00172185j -0.000234732+0.00394828j 0.00143933-0.00219689j 7.83961e-05+0.00416804j -0.000434888-0.00397852j 0.000395124+0.000187136j -0.00104321+0.000102615j -0.000542789+0.000911066j -0.00109947+0.00148992j 0.000356419-0.000299533j 0.000713223+0.000957858j 0.00131977+0.00050273j 0.000677015-0.00189615j 0.00150693+0.00148684j -0.000456892-0.00147982j 0.00025749+0.00129617j -0.00130595+0.00232662j -0.000854289+0.00128164j -0.000286906+0.000515389j 0.000590887+0.00119686j 0.00390211-0.00490014j 0.000964861-0.00183036j -0.000993628-0.00296983j 0.000324404+0.00542363j -0.0012484+0.0035305j -0.00144785+0.0011021j -0.00281904+0.00264569j 0.00179649-0.00411621j -0.00272732+0.00372594j -0.00258995-0.001556j 0.000571934+0.00188832j -0.00104865+0.00278001j -7.25478e-05+0.00188881j 0.00206936-0.00101203j -0.00169808+0.0025406j -0.00121897-0.000396572j 0.00310651-0.000996493j -0.000158884+0.00133947j 0.0019033-0.00130492j -0.00213497+0.00129301j -0.00328447+0.000578021j 0.00126023-0.0013639j -0.000718833+0.00268157j -0.00197629+0.00118127j -0.000356619+0.000561495j 0.00354986-0.00172095j -0.00193518+0.0013683j -0.00169195-0.000646571j 0.00212838-0.0014731j -0.000435243+9.40555e-05j 0.00372075-0.00128775j -0.00197141+0.00211471j -0.00080069-0.00127305j -0.000925183+0.00272395j 0.00174299-0.00136666j -0.000522076+0.00016135j -0.00104787-2.83237e-05j -0.00416042+0.00200356j 
-0.00103992-0.00117963j -0.000806481-0.00248145j 6.85038e-05+0.00010309j 0.000104693-0.00165536j 2.27114e-05+0.00139095j -0.000263724+0.00236684j -0.00011779+2.73235e-05j 3.6308e-06-0.0013599j -7.45098e-05+0.00190056j 0.00185783+0.000562358j 0.00054885+0.000241577j 0.00121753+0.00163817j -0.00027374+0.00326733j 0.000529112+0.000737398j 0.000221878-0.00152337j -1.13053e-05+0.00092175j 2.08887e-05+0.0012493j 0.00142631-3.49678e-06j -0.00198376-0.000283956j 0.00205942+0.000933556j -0.00214783+0.0014355j -0.00111922+0.00249832j -0.00279343+0.00121355j 0.00056279+0.00265554j 0.00418788-0.00334765j -0.000177314+0.000458936j -0.0014041+0.00152173j -0.000652453+0.00146079j -0.00146817-0.000582909j -0.0013328-0.000517665j 0.0012667-0.00158216j -0.00126603+0.000426374j 0.00091007-0.00119996j 0.00146365-0.000538094j -0.000928594+0.00219064j 0.00118848-0.00038924j -0.000857126+0.00155868j 0.0023224+0.00228415j 0.00268985-0.00332889j -0.0002669-0.00217185j 0.000762326-0.00163251j 0.000942131+0.000727843j -0.00114471-0.001216j -0.00157181-0.000893292j -0.00198412-0.00124337j 0.000743041+0.000107297j -0.00015063+0.00318005j 0.00176753-3.2426e-05j 0.00204792-5.64873e-05j 0.0032018-0.00387463j -0.00161565+0.000205963j 0.000978355-0.00406672j 0.000237883-0.00118277j 0.00359477-0.00125071j -2.4738e-05+0.00272323j 0.00394807+0.00131718j -0.00260779+0.00103038j 0.00190775+0.000275769j 0.000228627+0.000808376j -0.00243343+0.00246058j 0.0029883+0.000369158j -0.00050823-0.000916811j 0.00154892+0.000794268j 0.00222341-0.00230424j -0.00100308+0.00106591j -0.0023625-0.00122723j -8.74967e-05-0.000245932j 0.000763579-0.00213344j 0.00279217+0.00158111j -0.00143467+0.00156755j -0.000507822-0.00022129j -0.000828511+0.00131789j 0.00238819-0.0026396j -3.44898e-06+0.000184029j -5.41882e-05-0.000500211j -0.000656996+0.000850447j 0.00202074-0.00209101j 
2.41297e-05+0.00132768j 0.00130014-0.00196281j 7.44864e-05+0.00212093j -0.000126936+0.000418897j -0.00202228+0.00014946j -5.94371e-06-0.000984472j 0.000693205+0.0010857j -0.0015215+0.00143036j -0.000316071-0.000971151j 0.00114886-0.00149823j 0.00186199-0.00250667j 0.00152449-0.000502132j -0.000771496-0.00139721j -0.0016118+0.00121874j 0.00166428+0.00137126j 0.000261457-0.000723995j -0.00192104-0.00140777j 0.00273456-0.00216151j -0.00155587-0.00345777j 0.0019378+0.00013137j -0.00322868-0.000605838j -0.00270581-0.000665616j -0.00212151-0.00262256j 0.00106536+0.000141394j 0.004127+0.00104452j -0.00100652+0.00109819j 0.00195363-0.00255909j -0.00042842-0.000748614j 0.0022538-0.00110542j -0.00227767-0.000101055j 0.00319933-0.00138634j 0.0023059-0.000500985j -0.00186607-0.000126986j 0.00276536+0.000627382j -0.00207293-0.00122356j 0.000997077-0.0033025j -0.00142134-0.000427377j -0.00187012-0.00239787j 7.19962e-05+0.00254634j 0.00245942+0.00389123j 0.00261866+0.00180979j 0.000558297-0.00264129j -0.00598742-0.00188031j -0.00165812-0.000198464j 0.00203242+2.83737e-05j 0.000958288-0.001875j -0.000204738+0.0017115j 0.0029529-0.0025757j 0.00132151+0.000481865j -0.0015858+0.00244576j 0.00110395-0.00113599j -0.00066137+0.00387126j 0.000220379+0.000910445j -0.00093824-0.000231021j 0.00293139-0.0033866j 0.000770049-0.000617576j -0.00287026-0.0051681j 0.0039408+0.00329468j -0.00120954-0.000905368j 0.000885683-0.00384078j 0.000939863+0.00355858j -0.000752476-0.00104059j -0.00276714-0.00102398j 0.000543063+0.00345942j 0.00170049+0.0011575j -0.00082408-0.00163177j 0.00364674+0.000490845j -0.00274731+0.00121404j -0.00183118-0.000810793j -0.000380817-0.00138536j 0.000593404-0.00153887j 0.00271801+9.88437e-05j -0.00099462+0.00146584j -0.00230319+0.00139366j 0.000489865+0.000753578j 0.0021611-0.000828157j 0.000801362+0.000667412j 
0.00131119-1.10523e-05j -0.00129565-0.00149059j 0.00144839-0.000554974j -0.000880994+0.0014404j 0.000439182-0.000207803j 0.000805964+0.00365851j 0.000599631+0.000908924j -0.00129994+0.000202945j -6.12656e-05+0.000730998j -0.0024321+0.00172364j 0.000399284+0.000131087j -9.88749e-05-0.000912108j -0.000598922+0.00100601j 0.000626254+0.000464202j 0.000651558-0.000137725j 0.000554028-0.00054986j 0.000343589-0.000352406j -0.00144506-0.00113381j -0.000656418+0.000939832j -0.00070543-0.000639008j 0.00241333+0.00191705j 0.000592981-0.000233695j 0.000614491+0.000202649j 0.00134873+9.60236e-05j -0.00326487-0.00216189j -0.000275416+0.00152072j 0.000986631-0.00136445j 0.000514053-0.00268249j 0.00012373-0.00343013j -0.000526161+0.00267078j -0.00165268-0.00234797j 0.00203419-0.00364682j -0.0012919-0.000185384j 0.000542263-0.000495945j 0.00112478-0.000564707j -0.00181175+0.000647412j -0.000295076-6.48104e-05j -0.00426275+0.000427076j -0.00453303+0.00178605j 0.00131588-0.0024136j 0.00114577-0.00225561j -0.00144704-0.000969095j -0.000718775+0.00166478j 0.00175771-0.00086189j 0.0017813-0.00347804j -0.00336853+0.0023372j 0.000712658+0.000838631j 2.6851e-06-0.00383234j 0.00126373-0.000307811j -0.0053642+0.00366583j 0.000478144-0.00168065j 0.00201605-0.000918335j 0.00204356-0.00150445j -0.00387206-3.16202e-06j 0.00259694-0.00279184j -0.00563389-0.00120456j -0.00152229+0.00115517j 0.00271969-0.00554945j -0.0008567+0.00158497j 0.00145969-9.72106e-05j -0.000861663+0.000210837j 0.00205583+2.48639e-05j -0.00311891+0.00216439j 0.00310153-0.000479275j 0.00200804-0.000596124j 0.00250716+1.69622e-05j 0.00201711-4.18782e-05j -0.000809997+0.001906j -0.00338137+0.000108511j 4.03787e-05-0.000490978j -0.00144182+5.86492e-05j -0.00247947+0.000902089j -0.00037412-0.00186182j -0.000215655+0.00105j 0.00275394-0.000842814j 0.000284541-0.00160804j 0.00156291-0.000894933j 
-0.000148254+0.00138997j 0.00100706-0.00189149j 0.000949857+0.00200924j -0.000423342-2.20835e-05j -0.000696122+4.62066e-05j 0.000387979+0.000893906j -0.00155265+0.00154304j -0.000545404+4.59184e-05j -0.000895749+7.78872e-05j 0.000255374-0.00346277j 5.07536e-05-0.00159072j -0.00158907-0.00194078j 0.00160573-0.0011308j 0.00334969+0.000320959j 0.000603046+0.00115442j 0.000813061-0.000696479j 0.00260224-0.00172177j -0.000829621-0.00421095j 0.00339974-0.00120419j -0.00155442-0.00209298j 0.00320945+0.00158001j 0.000314588+0.000677158j 0.00322388-0.000301294j -0.00085418+0.000280986j -0.00359164-0.00455189j 0.00218917+0.00218888j 0.000777496-0.00214514j 0.00259009+0.00028158j -0.000415805-8.68426e-05j 0.000280528+0.00108349j -0.00286434-0.00464865j -0.00134996-1.94132e-05j -0.000164905-0.00078482j -0.00224777-0.000883338j 0.00192359-0.000572304j -0.000519711-0.00355322j 0.00328567+0.000114387j -0.000268952-0.00280818j -0.000159935-0.000977633j -0.0049925-2.29504e-05j -0.00265683-0.000799783j -0.00187637-0.00099558j 0.00145265+0.00154923j 0.00325275+0.00232888j 0.00275513+0.00148006j 0.00230875-0.00183654j -0.000991367+0.000387974j 0.00183706-0.00459075j -0.000356761-0.000449082j -0.000566246-0.000417637j 0.0021097-0.00112086j -0.000506493+0.00288872j -0.00284597-0.00117135j 0.000259684-0.00219475j -3.24028e-05-0.00514468j -0.00127943-0.00612404j 0.00101035+0.00194564j -0.000409406-0.00427962j 0.00156755+9.96682e-05j 0.00339767+0.000118214j -0.000740472-0.0022162j 1.00074e-05+0.000343511j 0.000631474+0.000277611j -0.00122183-3.92815e-05j -0.00133489-0.00236514j 0.00168475+0.00333776j 0.00042457-0.00134083j -0.00436266+0.00212454j -0.000678936-0.00125996j -0.000106474-0.00169412j 0.00219062+0.000623581j 0.00124709-0.000452464j -0.000233865+0.000184291j -0.00170504+0.00189903j 0.000195112+0.000691337j 0.00230871-0.000476323j 0.000675431+0.000393532j 
