-0.17579-1.09635e-13j -0.0438473-2.38407e-14j -0.0601124-2.57334e-16j -0.0704983-4.13429e-17j -0.0838355-4.88766e-17j -0.00945734-7.91884e-16j -0.0691154-1.39444e-16j 0.0404826+1.11359e-15j 0.104894+2.30718e-17j 0.0895708+1.57374e-16j -0.0249649+1.15113e-15j 0.0704937+4.47093e-16j 0.0294595+2.79444e-16j 0.144701-1.9268e-15j -0.0565572+1.18731e-14j 0.0641453-1.32042e-14j -0.0570016+4.6677e-15j -0.077434+5.03801e-14j 0.0198801+8.00433e-15j 0.00282587-6.24288e-16j 0.00783216+5.20247e-15j 0.0925197+9.48838e-15j -0.0312824-3.48673e-15j -0.00450915+2.97541e-15j -0.00180448-5.42636e-17j 0.107622+1.63175e-14j -0.0367807+1.59956e-15j -0.0769867-9.01652e-15j 0.011891-1.2133e-14j 0.00153191-4.69866e-15j 0.0664621-1.58579e-14j 0.013132-1.14967e-14j -0.0208285-1.43454e-15j 0.0579605-1.98408e-15j -0.0457384+3.36862e-15j -0.000858411+1.94418e-15j 0.0709043+6.48165e-15j -0.0338933+9.87863e-16j 0.0223281-3.68927e-15j 0.00877909+6.24149e-15j 0.0313094+3.21495e-14j -0.0726047-2.20717e-13j 0.0595611+1.12455e-15j 0.0204881-2.48799e-16j 0.0233283+8.60389e-16j 0.0354809+1.79929e-15j -0.0161191+6.50075e-16j 0.0581912+1.83039e-15j -0.0981895-1.99703e-15j -0.0208522-5.6556e-16j 0.00480252-1.0162e-15j 0.0591919+1.47059e-16j -0.0432007-1.00768e-16j -0.109737-2.2549e-16j 0.136351-7.48073e-16j -0.00508386+3.70253e-15j 
0.0024192+6.35294e-16j -0.000346214+2.95211e-16j -0.00307617+1.09532e-15j -0.00106463+3.54726e-16j 0.00144259-4.78752e-16j -0.00312452+1.13639e-15j 0.00285352-1.03104e-15j -0.000888124+4.047e-16j -0.000965947+3.58857e-16j 0.000206774-1.01729e-16j -0.000964277+2.95713e-16j 0.00017914-6.85954e-17j 0.000963978-3.39681e-16j -0.000141102+1.23332e-16j 0.00154409-7.78262e-16j -0.000913882+6.09906e-16j 0.000138741+2.25522e-16j -0.0023059+2.8214e-15j -0.00264709+1.32805e-15j 0.000298196+2.60743e-17j 0.000846841-3.38052e-16j -0.00248952+7.47365e-16j -0.00260559+8.66329e-16j 0.00139319-2.28617e-16j 0.000439172-3.00763e-16j -0.00149637+4.65109e-16j -0.000458212+5.26864e-16j -0.0021188+1.049e-15j 0.00496971-4.76648e-15j 0.00150755-8.94428e-16j -0.000850704+7.66954e-16j 0.00120543-3.13157e-16j -0.00143236+6.72249e-16j -0.00287643+8.67423e-16j 0.00173928-6.57474e-16j 0.000507515+6.7586e-17j -0.00143735+6.82009e-16j 0.0033622+1.7637e-15j 0.00118821+2.35736e-15j -0.00140331-3.65055e-16j -0.00174759-6.21054e-16j 0.00266977+7.37722e-15j -0.00174352+5.35162e-16j 0.000132541-3.25909e-17j -0.00149071+5.59436e-16j -0.00114052+3.93611e-16j 0.00154734-5.9506e-16j -0.000617843+1.25069e-16j 0.000782988-3.28489e-16j 0.00251417-9.23587e-16j -0.00309504+1.25748e-15j -0.000352644+1.98791e-16j 0.0024033-7.92062e-16j -0.0024703+9.22652e-16j -0.00262979+8.61444e-16j -0.00011359-1.31116e-16j 
-0.00561858-2.07768e-15j 0.00932953-3.84523e-16j -0.00983374+1.07179e-17j 0.00364138+4.84879e-17j -0.000192255+6.25966e-17j -0.00230473-1.83174e-17j 0.00174246-7.68441e-17j -0.0014461-1.02829e-16j -0.00468343+1.02046e-17j 0.0012003+2.67699e-16j 0.00264756+4.17455e-18j -0.000693508-2.11431e-16j -0.000527152+6.09918e-17j -0.00841713-8.2818e-17j 4.39195e-05+1.38598e-16j 0.00292473-4.5718e-16j 0.00100837-9.52176e-16j 0.00394815-2.95821e-15j 0.00255997-2.56035e-16j -0.00636423+4.94536e-16j -0.00146776+2.91739e-16j 0.00669368+1.13112e-16j 0.00658766-2.05037e-16j 0.00714802+1.26197e-15j 0.00101522+5.99281e-16j -0.00448192-6.61423e-16j -0.000661589-8.34401e-17j -0.00200111+4.33746e-16j 0.00320017-1.82997e-15j 0.00200609-5.67126e-16j -0.00123151+5.19572e-16j 0.00347078-3.96505e-16j 0.000220674+3.33887e-17j -0.000387731-2.5803e-16j -0.0119142+7.76955e-16j -0.000832805+6.67952e-16j 0.00273395-3.69088e-16j -0.00325349-1.2438e-15j 0.00107416-9.28143e-16j -0.00178732-8.69534e-16j 0.00106797+2.66083e-15j -0.00650255-1.90659e-14j -0.00491036-1.90258e-16j 0.00249842-1.50557e-16j -0.00417606-2.29123e-16j 0.00138855-1.0123e-16j 0.00210646-2.23391e-17j -7.08037e-05-7.82585e-17j -0.00192914-2.90756e-17j -0.00212289-5.11736e-17j -0.00509158+3.03585e-16j -0.00532301-1.723e-17j 0.002309+3.31052e-17j -0.00525725+4.62583e-17j 0.00372128+2.08009e-16j 0.01233-1.18979e-15j 
0.00261384+1.48343e-15j 0.000461333+2.97633e-16j 0.00258338+1.7137e-19j -0.00123048+4.79384e-17j 0.00259306-1.14373e-16j 0.00288122-1.67476e-17j -0.00372833+1.4829e-16j -0.00594175+2.53367e-16j 0.00127558-1.09229e-17j -0.00106476-4.99724e-17j -0.000826429+6.24156e-17j 0.00180507-1.56115e-17j -0.0011784-8.10383e-17j 0.00224105-7.17258e-17j -0.00377201+5.42558e-16j 0.000170379-5.27066e-16j -0.000422185+7.47194e-17j -0.000208894+2.72977e-16j -0.000676967+6.29446e-17j 0.000570885-2.68732e-16j 0.00314526-3.06135e-16j -0.00260609+1.18644e-16j 0.000360443+4.03809e-16j -0.0065333-1.42098e-15j 0.00232003-2.1805e-16j -0.00132999-2.57813e-16j -0.000358769-1.49341e-16j -0.00541432-2.99087e-16j -0.00272648+1.0143e-15j 0.000784913-1.16402e-16j -0.00306908+1.21349e-15j -0.00283354+7.12842e-16j -0.00027993+2.42535e-16j 0.00269699+3.27825e-16j 0.00202833+4.8104e-17j -4.37931e-05-3.61294e-16j -0.000263902+1.34502e-16j 0.000940713+9.88945e-16j 0.000739678+9.07512e-16j 0.00168613+8.2492e-16j -0.00146246-5.00009e-16j 0.00150447+4.8221e-15j -0.0003313+9.55158e-17j -0.000488631+1.93439e-17j 3.73832e-05-7.40597e-18j -0.00176089-6.00077e-17j 0.00205518-1.58922e-16j -0.00460862+1.14731e-16j 0.00430418-1.3009e-16j -0.00226439+1.12674e-16j 0.00460978-2.77215e-16j 0.000186475+8.1229e-18j 0.000288037-5.8987e-17j 0.000586891+3.78676e-17j -0.00326991+1.87443e-16j 0.000285221-1.87154e-16j 
-0.00289084-1.53114e-15j 6.94391e-05-3.79475e-16j -0.00475741-1.97833e-16j -0.00266905-1.53765e-16j -0.00257068+1.06188e-16j -0.00810456-5.08875e-16j 0.00611324+5.57175e-17j -0.00187457-2.19472e-16j -0.00253804-1.08113e-17j 0.00262435+1.18544e-16j -0.00142217+8.58794e-18j 0.0030205+2.15033e-17j -0.000617181+7.49092e-17j 0.00117236+7.81439e-17j 0.00141796-4.88541e-16j -0.00152896+9.08262e-16j -0.00378048+9.53177e-16j -0.000657371+4.9347e-16j -0.00101632-1.61922e-16j 0.00103089+1.31374e-16j 0.000967173+3.51818e-16j 0.00368542+1.21042e-16j -0.00420093-3.08223e-16j 0.000710132+5.73273e-16j 0.00368796+3.90864e-16j -0.00312442-6.74516e-16j -0.00165366+4.26795e-16j -0.00042233+3.96377e-16j 0.0105391-5.28909e-15j -0.000104925-7.25863e-16j 0.00294377+8.68759e-17j 0.000567393-1.98934e-16j -0.00613498-2.84879e-16j -0.00348275-5.423e-16j -0.00197046-3.24452e-17j -0.000821873+1.93936e-16j 0.00366838+2.53619e-16j 0.00199055-6.05214e-16j -0.00397202-9.97765e-16j -1.08806e-05+1.15109e-16j -0.00108251-1.08965e-15j 0.00191382+6.14436e-15j 0.00369027+6.02618e-17j 0.00231391+1.18146e-16j 0.000424037-1.35313e-16j -0.00128256-8.24709e-17j 0.00125907+2.52875e-17j 0.00202371-6.36302e-17j 0.000507742+1.71844e-16j 0.00660302+2.39418e-16j -0.00853462+1.85053e-16j 0.000458991+4.31588e-17j -0.000159761+1.54559e-16j -0.00664158-2.84445e-16j 0.00230748-2.43319e-16j 0.000546772-1.2049e-17j 
0.00354634+1.73765e-15j -0.00167429+3.13219e-16j -0.00019402-1.88292e-17j -0.00255862-6.69629e-17j 0.00153763-2.27248e-16j -0.00543356-4.96343e-16j 0.00161824+2.03617e-16j -0.00228551+1.63474e-16j 0.00111614-5.33976e-17j 0.000496149+9.51122e-17j -9.96535e-06+5.67182e-17j -0.00111162-7.46187e-17j 0.00261816+9.10159e-17j 0.00354306+9.21071e-17j -0.000723382+2.75374e-17j -0.000609262+2.09665e-17j -0.00123702+3.11475e-16j -0.00225631+2.1613e-15j -0.00425531+4.02e-16j 0.00153065+7.27036e-17j 0.0016569-1.02935e-16j -0.00280119+2.63371e-16j -0.0063415-2.28894e-16j -0.000733611+1.89155e-16j -0.000396803-2.91029e-16j 0.000261951+2.0781e-16j 0.000287034+5.35618e-16j -0.00159411+4.96827e-16j 0.00516771-2.80952e-15j 0.000489787-4.77248e-16j -0.00048739+5.19406e-16j 0.000578724+1.91079e-16j -0.00250091-7.93381e-17j -0.0023605-1.92246e-16j 0.00529322-4.28046e-16j -0.000223341-3.24826e-16j -0.00187772+6.95763e-16j 0.00503168+5.1348e-15j 0.00299883+4.74302e-15j -0.00107612-7.23151e-16j -0.00252977-2.46088e-15j 0.00590303+1.78572e-14j 0.000473252+1.67539e-16j -0.00153866+1.27501e-16j -0.00254735+7.09936e-17j -0.00279163-5.12558e-17j 0.00152725-1.79944e-16j 0.000429632+2.15933e-16j 0.00292273-1.32224e-17j 0.00493394+3.42938e-16j -0.00100581-2.27901e-16j 0.000552542+5.7519e-17j 0.00161678-9.66071e-17j -0.00263311-1.41768e-16j -0.00418941+1.07911e-16j -0.0027842+6.14575e-17j 
-0.00123559-1.12527e-15j -0.00423387-3.37781e-16j 0.0135498-1.4322e-16j 0.00185362-1.2894e-16j -0.00393652+1.77427e-16j 0.00370333+1.1739e-16j -0.00206138-7.31837e-17j 0.00493415-1.01793e-16j 0.00406152+1.3253e-16j -0.00050332-1.10589e-16j -0.00036938-7.26236e-17j -0.00127333+9.61223e-17j -0.000754671+1.41214e-16j 0.00205074+1.0109e-16j -0.00163307+2.68553e-16j -0.000626119-1.10016e-16j -0.000664852+1.52505e-16j 0.0050843-4.48247e-15j 0.00219946-1.07745e-15j 0.00329323-2.25217e-16j -0.00303619+3.55253e-17j 0.00272273-4.24763e-16j 8.86199e-05-4.49895e-17j -0.00500992-6.44567e-16j -0.00148249-5.34178e-17j 0.00514905+5.62823e-16j 0.00366759-6.65722e-16j 0.0102652-9.77592e-16j -0.00847286+5.98618e-15j -0.00621597+1.28066e-15j 0.00275058-1.77787e-15j -0.00172865-2.67534e-16j 0.00415021-2.20873e-16j 0.00392269+1.79821e-16j 0.00132576+2.22922e-16j -0.000728057-1.91967e-16j -0.000307596-8.50614e-16j -0.0053158-7.20939e-15j -0.0058921-6.81395e-15j 0.00152954+9.14029e-16j 0.004229+9.3237e-16j -0.00185011-6.72215e-15j 0.00797327-1.28736e-16j -0.00216906-7.16261e-17j 0.00547837-2.77127e-17j 0.00132592+6.57992e-17j -0.00444662+2.67054e-16j 0.0030418-6.90243e-17j -0.00202+3.74379e-17j 8.95662e-05-9.50087e-17j 0.00456635-1.23335e-16j 0.00273685-3.74734e-18j -0.0070139+1.75125e-16j 0.0108009-1.3026e-16j 0.00425224-4.13406e-16j -0.00761371+9.30507e-16j 
0.00405195+1.85889e-15j -0.00416548+4.59987e-16j 0.00732149+6.8808e-17j -0.00313188+1.69227e-17j 0.00112686-1.0013e-17j -0.00290894-1.08088e-16j -0.00077728-4.13963e-17j -0.0034656-2.61189e-17j 0.00694558-1.51785e-17j 0.00307279-5.9129e-17j -0.0011999+1.04029e-16j -0.000221426-1.38302e-17j 0.00080071+6.40061e-17j 0.00620805-1.60339e-16j -0.00397331+2.46459e-16j -0.000325576-5.00007e-17j -0.00381696+9.84526e-16j -0.00240856+2.31388e-15j -0.00605677+3.38564e-16j 0.004109-2.85429e-16j 0.00521296-1.70161e-16j -0.0039095+2.38133e-16j -0.00598189+2.25977e-16j -0.00752309-1.47033e-15j 0.000731061-4.47122e-16j 0.00322424+4.3384e-16j 0.00164942+3.06238e-16j -0.00299798-4.60745e-16j 0.00135299-8.70104e-16j -0.00288947-8.32188e-17j -0.00157075+6.95611e-17j -0.000200164+3.69944e-16j 0.00159659+5.11004e-17j -0.00062122+3.7335e-16j 0.00597137-1.00671e-16j -0.00271331-7.95932e-16j -0.00255279+2.92994e-16j 0.00366356+2.14746e-15j -3.99066e-06+2.08011e-15j 0.000489808+3.10291e-16j -0.000202212-2.07102e-15j 0.00533065+1.52214e-14j 0.00284625-5.49211e-17j -0.00140208+1.2206e-16j -0.00173687+2.85096e-17j -0.00462181-1.35123e-16j -1.81802e-05-2.99805e-17j -0.00125704-1.02887e-16j 0.00289751+1.36111e-16j 0.00385533+1.78954e-17j 0.00278348-7.57941e-17j 0.00251493-5.31103e-17j -0.00111714-2.99026e-17j 0.00301418+2.5559e-17j -0.00377197-1.44538e-16j -0.00676231+6.87015e-16j 
-0.000669687-5.56263e-16j -0.00179649-3.09244e-16j -0.000566806-3.43473e-16j -0.000301628-1.52807e-16j -0.00126146-1.64767e-17j -0.00372403-6.73072e-16j 0.00158842+1.54391e-16j 0.00424002+3.11848e-16j 0.00174732+1.61483e-16j 0.00108785+1.70162e-16j 0.00152487+2.14129e-16j -0.00283741-4.362e-16j 0.00286161+5.28435e-16j 0.00100388+1.69669e-16j 0.00216303+1.74954e-16j 0.000951672+1.20544e-16j 0.000201383-7.65704e-17j -0.000236742+1.3199e-16j -0.00156758-2.40074e-16j 0.00100899+2.28509e-16j -0.00169467+4.98153e-17j 0.00101274+2.53989e-17j -0.00289052-7.9969e-16j 0.00410009+1.65181e-15j -0.00248589-4.08369e-16j 0.00346446+9.83362e-16j 7.69327e-06+1.77699e-16j 0.00315391+3.08898e-16j 0.00237137-6.08325e-16j -0.000390479+1.80971e-16j 0.00246202-9.01585e-16j 0.00340167-1.5137e-16j 0.000837923-6.02528e-17j -0.00184931-6.10418e-16j 0.00254815+9.44763e-17j 0.000635183+2.86373e-16j -0.00127728+1.23294e-16j 0.00194503+2.92234e-15j 0.00188401+2.80493e-15j -0.00116045-8.50433e-16j 0.000204695-5.04493e-16j 0.000902111+2.7271e-15j 0.000894642-1.50441e-16j -0.00138892-1.75504e-16j -0.00251732-4.56801e-16j -0.000169579-7.57049e-17j -0.00161486-5.12464e-17j 0.00382682+4.05666e-16j -0.0028933-2.21805e-16j 0.00309005+3.99713e-16j -0.00148386-1.38324e-16j 0.000816165+6.24665e-17j 0.000194815+2.28674e-16j -0.000717106-3.86798e-16j 0.000647324-2.3899e-16j -0.0024987+8.38376e-17j 
-0.000520913-8.39518e-16j -0.00371421-3.7289e-16j 0.00026423-1.02715e-16j 0.00104947+7.62304e-17j -0.000859278+5.32264e-18j 0.00541635+5.76205e-16j 0.000330012-6.82853e-17j 0.00694768+4.81093e-16j 0.00179864+8.70619e-17j 0.000282882-1.06909e-16j -0.00284761-8.00378e-17j 0.00106917+7.58341e-17j -0.000794812-4.8289e-17j -0.0013296-4.12678e-17j 0.00410159-1.64064e-16j -0.000858449+3.53897e-16j 0.00281359+5.95783e-18j -0.00304709+2.05587e-15j 0.000350343+4.23547e-16j 0.000249342-8.00006e-17j -0.00153224-1.70296e-16j -0.00312442-3.71756e-16j 0.00278711+6.58637e-17j 0.00259367+5.05272e-16j -0.00204144-4.77256e-16j 0.0024859+6.50498e-16j -2.12836e-05-1.56589e-16j 0.0010173-5.00265e-17j -0.00311655+1.60852e-15j 0.000432516+5.05046e-16j 0.000920926-6.78931e-16j 0.001634-1.3228e-16j 0.00478655+2.50931e-16j -0.000276552-2.26424e-18j -0.000420222+2.2738e-17j 0.00162201+6.20162e-16j -0.00211012-6.61305e-16j -0.00258018-3.4361e-15j -0.00196289-2.95814e-15j -0.00106745-6.4074e-16j 0.00216141+1.3352e-15j -0.00309248-9.69221e-15j -0.00180372-9.96347e-17j 0.000356005-1.46659e-16j 0.00319765+1.95055e-16j 0.00325509+3.72183e-16j -0.00250549-1.45342e-17j 0.000692241+2.05163e-16j -0.00619269-4.8186e-16j -0.00352995-3.40085e-16j -7.99724e-05+7.95531e-17j 0.00167453+8.93645e-17j -0.000110722+3.7529e-17j 0.00403775+1.73621e-16j 0.00229919+5.36278e-17j -0.00291568+2.62796e-16j 
-0.00064647-6.9184e-16j -0.00135207-1.54843e-16j 0.00291424+3.76061e-18j 0.00115324+1.52518e-17j -0.00175002-1.24003e-16j -0.00166183-1.8429e-16j 0.00259692+1.70587e-16j 0.00353334+1.21779e-16j 0.00175896+6.10871e-17j 0.00188481+2.21913e-16j -8.46518e-05-3.10049e-17j -0.00160046-3.23987e-17j -0.000639353-1.06523e-17j -0.00166255-1.75435e-16j 0.00183724-1.76104e-16j -0.00133749+4.32015e-16j -0.000314129+1.51872e-16j 0.00257628-1.61188e-15j -0.00124524-3.03988e-16j -5.58192e-05+1.6601e-16j -0.000501268+5.30143e-17j 0.00114114+4.22939e-17j 3.14274e-06-9.08909e-17j 0.0010635+3.55696e-16j -0.00121789+7.72592e-18j 0.000836918+9.63318e-17j 0.00150538+3.18228e-17j 0.00360509+1.53493e-16j 0.00130289+2.00383e-16j -0.00230513+9.02889e-17j 0.00263265-8.70835e-16j 0.00226929-3.24028e-16j 0.00337644-5.85108e-17j -0.00100663-2.47112e-16j -0.00123542-1.42908e-16j -0.000969951+1.56264e-16j -0.000112106-3.09725e-16j -0.00247975-4.37646e-15j -0.00377333-4.24676e-15j -0.000678794-2.27997e-16j 0.00255283+1.62768e-16j 0.000209361-3.56581e-16j 0.00229776+1.28009e-16j -0.000976175-2.3181e-17j -8.08181e-05+9.37417e-18j -0.000118409+4.0136e-17j -0.00227224-3.83208e-17j 0.00291825+1.71649e-16j -0.00307844-2.36146e-16j 0.00234558+1.27361e-16j -0.00176396-1.59407e-16j 0.000549971+3.83042e-17j -0.00167389-7.04278e-17j 0.00351448+4.20406e-17j 0.00203002+1.05257e-16j -0.00261333+2.89e-16j 
-0.00276498-1.19523e-15j 0.00350353-3.31585e-16j -0.00554352-8.68425e-18j -0.00193405-8.41295e-17j 0.00100273-1.39178e-17j -0.00312796-7.21123e-17j -0.00178765-9.24384e-17j -0.00509238-8.7735e-18j 3.9178e-05+1.03685e-16j -0.000768578+5.8551e-18j -0.00107191+1.6054e-17j 0.00316789+3.16676e-17j 0.00314415+1.40729e-17j 0.00176204+1.80028e-16j -0.00329461+7.02106e-16j 0.00482623-1.47146e-15j 0.00139647-1.00128e-15j -0.000208389+6.84769e-17j -0.0015442+1.3134e-16j -0.00104811+1.53891e-16j 0.000505282+2.64528e-16j 0.0017996+1.03052e-16j -0.00160982-4.99884e-17j -0.000518824-4.9628e-17j 0.00366504+1.52187e-16j -0.00137276-2.02083e-16j -0.0023596+8.60258e-17j -0.00552075+5.75656e-17j 0.0032689-2.71915e-15j 0.00412125-7.01915e-16j -0.00261993+7.39067e-16j 0.00250356-1.69399e-16j -0.00384865+2.3486e-16j 0.00327959-8.74821e-17j -0.00241448-1.03317e-17j 0.00233712+4.1978e-16j -0.000835583-3.36078e-17j 0.00182186+3.23719e-15j 0.00315676+3.20524e-15j -4.19189e-05-2.44646e-16j -0.00402889+2.61694e-16j -0.00136028-2.37586e-15j 0.000511391+7.56332e-18j -0.00059549+8.55057e-17j -0.0018497+9.43272e-17j 0.000455062+4.41645e-17j 0.00378123-1.64984e-16j -0.00178936-4.10481e-18j 0.00177685+6.43876e-17j 0.000585819-1.47637e-18j -0.000843265+1.24273e-16j -0.00130129+4.66704e-17j 0.00147024-1.61958e-17j -0.00717808-6.94479e-17j 0.000275265+1.05766e-16j 0.00523758-6.33712e-16j 
-0.000210124+2.77238e-16j 0.00415087-3.34361e-17j -0.00714081-1.44769e-17j -0.000719807-3.15774e-17j 0.00289217-1.1759e-16j -0.000929347-7.33816e-17j -0.00230894+7.12572e-17j -0.00444288+1.87054e-16j 0.00027799+5.30282e-17j 0.00209336+1.57427e-16j 0.00232502-1.70004e-16j -0.000990089+4.07237e-17j 0.000692737+1.39054e-16j -9.19125e-05+3.06417e-17j -0.00254518+3.73891e-16j 0.00186899-3.25172e-16j -0.00125794+1.53854e-17j -0.00302459+2.31502e-15j -0.0010108+5.31941e-16j -0.00305328+2.14131e-16j 0.00306617-7.75234e-17j -0.000382932+2.80618e-16j 0.00134733-1.39566e-16j 0.00178651+2.71564e-17j -0.000596864-1.09976e-18j -0.000734071+2.1626e-16j -0.00114195+2.2988e-16j -0.00882999-2.65911e-17j 0.00204251-1.92868e-15j 0.00247514-5.26846e-16j -0.00292399+1.17475e-15j 0.000349594+4.63875e-16j -4.8757e-05+1.32142e-16j -0.00128022+1.75325e-16j -0.00153067+3.76351e-16j -0.00136486-1.26269e-16j 0.00090064+6.04723e-16j 0.00302715+6.61444e-15j 0.00683693+6.28399e-15j -0.00111811-6.77451e-16j -0.000800299+1.19028e-16j -0.000223965-6.26604e-16j -0.00689399-5.88546e-17j 0.00137829-3.03921e-17j -0.00603384+5.38196e-18j -0.00217253-9.5534e-17j 0.00295626-9.43623e-17j -0.00284501-2.48104e-17j 0.00145768-1.89813e-16j -0.00252977+8.11143e-17j 0.00085508-1.38659e-16j -0.00222951+7.22745e-17j 0.00422701-5.82404e-17j -0.00585295-1.28933e-17j -0.00268997+3.30315e-16j 0.00633593-8.71765e-16j 
0.00192038+6.17991e-16j -0.00349244+5.8223e-17j 0.00329225+4.91432e-17j -0.000865467-5.59484e-17j 0.000637529-7.85655e-17j -0.00125215+2.95748e-17j -0.000278811-6.22386e-17j 0.00259929+5.64817e-17j 0.00604543-1.16653e-17j 0.00191707-8.54824e-17j -0.000752625+4.60775e-17j -0.00190644+2.89456e-17j 0.00219587+7.18591e-17j 0.00222074+3.34888e-19j 0.000478471+1.18298e-16j 0.000650777-2.18483e-16j 0.000901276-9.62287e-17j -0.000733094+1.03843e-15j -0.00488126+3.52398e-16j 0.00135346+2.04118e-16j 0.0012318-4.96629e-17j -0.00305646-6.18658e-18j -0.00275747-9.81567e-17j -0.000546888-2.46591e-16j -0.00195858-3.8169e-16j 0.0039368+7.6512e-16j 0.000848078+1.14978e-16j -0.00113408-1.2576e-16j 0.000703118-4.70852e-16j -0.000331006+1.1945e-16j 0.000555714-8.77289e-16j 0.0039668-3.70186e-16j 0.00499834-1.0257e-17j -9.47612e-05+3.83142e-17j 0.00392869-1.8473e-16j 0.000586082+2.26603e-16j -0.00375201-3.13577e-17j 0.00128462+9.73191e-16j 0.000883454+1.01005e-15j -0.00119319-5.89845e-16j 0.000596175-9.21789e-16j 0.00224824+6.14168e-15j 0.000701344+7.32712e-17j -0.00304054+1.49072e-18j -0.00269308+1.64842e-16j -0.00131791+5.47363e-17j -0.0012566-5.35381e-17j 0.00123679+4.95448e-17j -0.00286096-2.35577e-17j 0.00183056-2.34406e-17j 0.00179856-2.42914e-17j 0.00175009+6.42849e-17j 0.000176992-7.58966e-17j 0.00289816-3.43328e-17j -0.0014099-3.30995e-17j -0.00487019+4.06396e-16j 
0.0014452+5.98293e-16j -0.000373398+2.05025e-18j -0.000402462+5.37461e-17j -0.000997833-1.23685e-16j 0.00219834-1.9105e-16j 0.00533672+1.79119e-17j -0.00528519+1.14885e-16j -0.00226096+9.57516e-17j 3.48203e-05+3.31559e-17j -0.00234522-1.02069e-16j 0.00124889-3.71272e-17j 0.000319516+2.26533e-16j -0.000831213-1.33113e-16j 0.0020815+1.7233e-16j -0.000703609+3.43675e-16j 0.000458245-2.41228e-16j 0.00131439-3.19989e-16j -0.00105916+5.51748e-16j 0.00208267+6.41136e-17j 6.42558e-05-1.31755e-17j 0.00119355-7.61464e-17j -0.00229452+8.11124e-17j 0.00217606+1.44631e-16j -0.00232497-8.91929e-16j -9.5506e-05+5.7837e-17j 0.000267758+1.08201e-16j -0.00238601-4.32769e-16j -0.00439162-2.46863e-16j -0.00496846+2.03021e-15j 0.00253017+1.89359e-16j -0.000643697+5.45617e-16j -0.00272735+4.21201e-16j -0.000308808-4.73701e-17j 0.00262219+2.68115e-16j 0.00402753-1.8792e-16j 0.00173124-2.50551e-16j 0.000756047+5.48461e-16j 0.00109635+2.94662e-15j 0.00320813+2.38168e-15j 0.00248205+1.47176e-15j -0.0016136-2.90229e-16j 0.000469855+1.90718e-15j -0.0020873+4.23152e-16j -0.00066936+6.03994e-17j -0.000596322+1.18212e-16j -2.50909e-05-8.19407e-18j 0.000360904-2.05347e-16j -0.00286356+1.80464e-16j 0.0019688-3.99847e-17j -0.0047372+1.70069e-16j 0.00615474-3.22587e-16j 0.000848529+1.45189e-16j 0.00130083-1.75324e-16j -0.00113851-1.22064e-16j -0.0026046+2.53906e-16j 0.000381462-3.20662e-16j 
-0.0018641-9.56468e-16j 0.000154385-3.01828e-16j -0.000926689+1.39161e-17j -0.00101521-1.17856e-16j -0.0017599+1.89719e-16j -0.0025404+2.30713e-16j 0.00159067-3.91458e-16j -0.00113312-2.00973e-16j -0.0015088+1.06597e-16j 0.00089682-1.47004e-16j 0.00157312-6.54054e-17j 0.000855053+6.49414e-17j -0.00180657+2.64067e-17j -2.97312e-05+1.67386e-16j 0.000840446-7.85227e-17j 0.000395155+3.03534e-16j -0.00257236+7.56805e-16j 0.000290622-2.56428e-16j 0.00100703-1.79785e-16j 0.00158893-2.40703e-16j 0.00209108+7.01785e-18j 0.00238173+1.18285e-16j -8.50955e-05+2.53565e-17j -2.22042e-05-4.09964e-17j 0.00225195+3.14203e-16j -0.00122938-3.92175e-16j -0.0022212-1.35575e-16j 0.00197215-2.69732e-16j 0.00201964-1.22246e-15j -0.000808872+1.71363e-16j 0.00190701-9.34708e-17j -0.000362664-2.48955e-16j -0.0036599-7.29479e-17j -0.0011414+1.81467e-16j -0.00115339+4.49273e-16j -0.00223182+1.85663e-17j 0.00269201+2.44903e-16j -7.75757e-05-1.57754e-15j -0.00291894-1.65402e-15j 0.00312425+1.85933e-15j -0.000937132-2.29151e-16j 0.000156424+1.01898e-15j 0.00280821+7.15249e-17j 0.00222405-2.17793e-16j 0.000106965-8.0304e-17j -0.000575188-1.62242e-17j -0.00191148+1.54227e-16j 0.00181293-2.22005e-16j 0.00145868+7.01756e-17j 0.00212575-2.35193e-16j -0.00209336+5.20395e-16j 0.000585556+1.159e-16j -0.0012211+1.06303e-16j -0.00259289-9.95897e-17j 0.00155034-2.243e-16j -3.28266e-05+3.11125e-18j 
