-0.17579-1.09635e-13j -0.0438473-2.38407e-14j -0.0601124-2.57334e-16j -0.0704983-4.13429e-17j -0.0838355-4.88766e-17j -0.00945734-7.91884e-16j -0.0691154-1.39444e-16j 0.0404826+1.11359e-15j 0.104894+2.30718e-17j 0.0895708+1.57374e-16j -0.0249649+1.15113e-15j 0.0704937+4.47093e-16j 0.0294595+2.79444e-16j 0.144701-1.9268e-15j -0.0565572+1.18731e-14j 0.0641453-1.32042e-14j -0.0570016+4.6677e-15j -0.077434+5.03801e-14j 0.0198801+8.00433e-15j 0.00282587-6.24288e-16j 0.00783216+5.20247e-15j 0.0925197+9.48838e-15j -0.0312824-3.48673e-15j -0.00450915+2.97541e-15j -0.00180448-5.42636e-17j 0.107622+1.63175e-14j -0.0367807+1.59956e-15j -0.0769867-9.01652e-15j 0.011891-1.2133e-14j 0.00153191-4.69866e-15j 0.0664621-1.58579e-14j 0.013132-1.14967e-14j -0.0208285-1.43454e-15j 0.0579605-1.98408e-15j -0.0457384+3.36862e-15j -0.000858411+1.94418e-15j 0.0709043+6.48165e-15j -0.0338933+9.87863e-16j 0.0223281-3.68927e-15j 0.00877909+6.24149e-15j 0.0313094+3.21495e-14j -0.0726047-2.20717e-13j 0.0595611+1.12455e-15j 0.0204881-2.48799e-16j 0.0233283+8.60389e-16j 0.0354809+1.79929e-15j -0.0161191+6.50075e-16j 0.0581912+1.83039e-15j -0.0981895-1.99703e-15j -0.0208522-5.6556e-16j 0.00480252-1.0162e-15j 0.0591919+1.47059e-16j -0.0432007-1.00768e-16j -0.109737-2.2549e-16j 0.136351-7.48073e-16j -0.00508386+3.70253e-15j 
-0.000201386-2.41798e-16j -0.00043631-9.86785e-17j -0.00207768+1.8888e-17j 0.000371609-2.51333e-17j -0.000534217-5.55777e-17j 0.000184971+6.07155e-17j 0.0022919-9.60773e-18j 0.00180598+2.82259e-17j -0.00187936+4.52714e-17j 0.00058089+1.4676e-16j -9.12554e-05-3.18031e-17j 0.000243415+6.09381e-17j -0.00223684-7.16983e-17j -0.0025954+6.29713e-17j 0.00291142-5.16275e-16j -0.00183056+7.38444e-16j 0.000292846+1.66552e-16j -0.000854913+5.40545e-16j 8.94311e-05+1.7332e-16j -0.00151721+1.55224e-16j 0.00138374+4.48061e-17j -0.00148887-7.37499e-17j 0.00157655-5.21392e-17j 0.00278433+3.82938e-16j -0.000781657+6.19945e-17j -0.00260762-2.72686e-16j -0.0007262+8.11678e-17j 0.00139573+3.38189e-16j 0.00137304-6.10188e-16j 0.000329444-9.21211e-17j 0.00174136-2.09456e-16j 0.00016992-2.26971e-16j -0.000359956-2.65049e-16j -0.00169618-2.27146e-16j -0.00255438+1.21236e-16j -0.00185974-1.9242e-16j 0.000966183-2.52041e-16j -0.00290061-3.8154e-15j -0.00276607-3.63801e-15j 0.000791882+5.49491e-16j 0.000137813-4.09145e-16j 0.000996306+2.92871e-15j -0.000449479+5.19526e-17j 0.00110033+9.41256e-17j 0.00129618+6.32507e-17j 0.00123693+6.65885e-17j -0.00218389-1.52965e-17j 0.00226299+6.8373e-17j -0.000873305-5.23284e-17j 0.000298188-4.73328e-17j -0.00211928+4.37515e-17j -5.42982e-05+6.16587e-17j 0.000118585-5.00278e-17j -0.000444335+1.9362e-17j 0.000809204+7.16539e-17j -8.31861e-05-1.67041e-17j 
-0.000422792+9.51425e-17j 0.00256046+1.01911e-16j -0.0006372-2.32757e-19j 0.000648663+8.74379e-17j 0.000273046+3.48736e-19j -0.000769622-1.78888e-16j 0.00124745+2.701e-17j -0.00313293+9.99613e-17j -0.00128539-1.06994e-16j 0.000894023-6.94661e-17j -0.000301761+1.58713e-16j 0.000845203-1.86398e-16j -0.00200857+1.32039e-16j -0.0018343-1.7875e-16j -0.000784325-1.42384e-16j -0.00148583+5.70631e-16j -0.00154759+4.70109e-16j 0.00283852-1.97242e-15j 0.000853603-3.67058e-16j -0.000873523+1.26559e-17j 0.000225568-6.53639e-17j 0.00267639-1.68337e-17j 0.00170694+1.09801e-16j -0.00225243-2.69197e-16j 0.00244006+4.39993e-17j -0.00259389-5.01001e-16j 0.000350693-1.47517e-17j -0.0030209+3.50795e-16j 0.00241302-1.30821e-15j -0.000540587-3.05667e-16j -0.000271944+5.17266e-16j -0.000920108+3.38347e-16j 0.000454821-2.53593e-17j -0.000425634+6.82807e-17j -0.00214954+4.40856e-17j 0.000224304+1.50818e-16j 0.00250791-1.25874e-16j 0.000215505-1.0914e-15j -0.00215598-9.1725e-16j -0.000503527-8.00748e-17j 0.00144754+3.79689e-16j -0.00100418-3.44807e-15j -0.000499394+7.32859e-17j 0.000876825-8.4538e-17j -0.00106637-9.43233e-17j -0.00178614+1.30137e-17j 0.00235093-1.92293e-16j -0.00280541+1.9487e-16j 0.000670318+6.71203e-17j -1.69263e-05+1.60263e-16j -0.00185684+9.50351e-17j -0.0011496-7.56446e-17j 0.0003878-3.23838e-17j -0.000269485-3.99802e-18j 0.000204972+5.97627e-17j 0.00293194-2.93689e-16j 
-0.000411496-5.68072e-16j 0.000368103+4.5946e-16j 0.000143257-7.10157e-17j 0.000751537+7.43583e-16j -0.000646278-5.05255e-16j -0.00236216-2.01887e-15j 0.000918301+8.78843e-16j 0.00184899+1.49114e-15j -9.47949e-05-1.70524e-16j -0.000636916-4.81945e-16j 0.00239563+1.95554e-15j -0.00212611-1.82043e-15j 0.000876087+7.33473e-16j -0.00221536-2.19271e-15j 0.0019171+1.90585e-15j 0.00224591+1.47077e-15j 0.00147927+7.72103e-16j 0.00218535+4.64072e-16j -0.00105945-1.08755e-15j 0.000229468+2.10316e-16j 0.000448443+3.4999e-16j 0.000507282+5.88046e-16j 0.000139081+1.59996e-16j 0.00325302+3.61984e-15j -0.000480046-1.19437e-16j 6.56873e-05-1.26892e-16j -0.0012489-1.12967e-15j 0.00471075+4.10853e-15j 2.21105e-05+2.94283e-16j 0.000297485+4.95482e-16j 0.00137325+2.30111e-16j 0.00350839+2.50578e-15j -0.000201677-1.31565e-16j 0.000146548-2.04525e-16j -0.000783539-9.16553e-16j -0.000964614-6.73875e-16j -0.00147003-1.44146e-15j -0.00131577-2.73871e-15j -0.000867856-2.37235e-15j 0.00189296+2.4545e-15j -0.00156576-1.53824e-15j 0.000449857+2.14784e-15j 0.00215568+1.64693e-15j -0.00097303-7.55908e-16j -0.00167961-1.50548e-15j 0.000729154+6.47376e-16j -0.00307652-2.44261e-15j 0.00376982+3.02167e-15j -0.000245278-3.20823e-16j 0.00216471+1.71054e-15j -0.00018976-3.35141e-16j -0.000284423-3.48984e-16j -0.000714518-4.90196e-16j -9.96086e-05-9.2704e-17j 0.000560013+4.75708e-16j -0.000567865-1.35661e-16j 
0.000690285+3.05045e-16j -0.000526026+1.79654e-16j -0.00322126+5.24864e-17j -0.000299062+6.25965e-17j 0.000982251-5.80155e-18j 0.00288143-1.72101e-16j -0.000660548+3.84277e-17j 0.00092227+2.41443e-17j -0.00162329+5.04922e-17j -0.000870675-1.10367e-16j -0.00175685+2.05121e-16j 0.0013745-1.17783e-16j 0.0005241+2.55748e-17j 0.000711711-6.00966e-17j 0.000175443-9.85363e-17j -0.000846286+3.68237e-16j 0.00101338+1.43792e-16j -0.00489539+3.89943e-15j 0.000947823+4.66064e-16j -0.0011588-3.26193e-17j -0.000981788+3.78205e-17j -0.00301325+5.57582e-17j 7.25784e-05-2.42295e-17j 0.00178275+3.27559e-16j -0.00162434-8.99612e-17j -0.00015073+1.28114e-16j 0.00039348-2.53053e-17j -0.00190226+3.02975e-16j -0.00108052+3.47327e-16j 0.00150401+4.2695e-17j -0.00187107+8.70961e-16j -0.00212743+7.67521e-16j -0.00116214+5.4233e-17j -0.000832998+2.61576e-16j 2.86177e-06+6.31005e-17j 0.000597553-6.20905e-17j -0.00074213-4.45289e-17j 0.000569372+2.27991e-15j 0.00312515+2.2533e-15j -0.00185357-9.11008e-16j -0.000444608-7.932e-17j -0.000403265-9.04493e-16j -0.0039637+2.5322e-16j 0.00124811-2.17672e-16j 0.00235168-2.71137e-16j 0.00180805+1.72652e-17j 0.00135334-1.43237e-16j -0.00129254+2.55577e-16j -0.000218778+1.24758e-17j -0.00273895+2.11084e-16j -0.000184202+4.8612e-17j -0.000283915-4.2823e-17j 0.00173588-5.55843e-17j -0.0013155-2.32515e-17j -0.000836574+4.93111e-17j 0.00102746-1.19197e-16j 
-5.26936e-05-1.58767e-16j -0.000469517-2.97142e-17j 0.00040582-2.27297e-17j 0.000140746-7.21048e-18j 2.4002e-05-1.92021e-17j 0.000365309-1.34535e-16j 0.00104681+9.71616e-17j 0.000381043+5.76997e-17j 0.00165003+1.55083e-16j 0.00157289+1.64941e-16j -0.00260785-4.59472e-17j 0.00134987+2.10721e-17j 2.19154e-05+2.45535e-17j 0.000150896-1.15021e-17j -0.000577407-1.29088e-16j -0.000736945+1.32696e-16j -0.000457097+1.44991e-16j -0.00117218+1.06616e-15j -0.00119584+5.57859e-17j 9.5108e-05-9.19017e-18j -0.000361764+2.8162e-17j -0.000387512+4.27446e-17j -0.000177622-3.91946e-17j -0.0012982-3.40982e-16j 0.000531354-1.29538e-16j 0.000714997+1.73965e-16j 0.00149552+1.39225e-16j -0.00239772-2.5735e-16j 0.00126791-3.75767e-16j -0.000691209-1.8868e-16j -0.00128308+3.20209e-16j 0.000455833+3.08593e-16j 0.00237125+2.55895e-16j -0.000638933+7.44811e-17j -0.00105804+4.94613e-17j 0.000566986+2.94727e-16j -0.000812188-2.14621e-16j 0.000400998-3.37266e-16j -0.000770288-2.59187e-16j -0.00232301-1.31988e-15j 0.00175783+7.30025e-16j -0.00141466-4.76818e-15j -0.00114057+2.21251e-18j 0.000472476-7.9391e-17j 0.000645183-8.99732e-17j -0.000325023-6.51302e-17j 0.00160692+5.72076e-17j -0.00193608+1.06066e-17j -0.00195082-1.89134e-16j -0.00037338+1.12106e-16j -0.00166959-7.20935e-17j 4.45175e-05+6.38936e-18j 0.000265642+8.03275e-18j 0.00161957+2.14751e-17j 0.000584556+7.08622e-17j -8.99167e-05+1.91837e-17j 
-0.00175277-8.50299e-16j 0.00174008-2.12512e-16j -0.00145462+1.99744e-17j 2.08124e-05-9.67915e-18j -0.000493854-4.02918e-17j -0.00262708+1.21851e-17j -0.00135699-2.89388e-17j -0.000159129+6.92558e-18j -9.38125e-05+4.53793e-17j 0.00100412+1.8084e-16j 0.00380451-1.46353e-16j -0.00349225-1.36761e-17j 0.000420391+6.77799e-17j 0.000251948-8.91541e-18j -0.0009066+2.51798e-17j -0.000395835+1.10801e-17j -0.000568982-3.59608e-17j 0.00297668-2.37491e-15j 0.000373526-1.86943e-16j -0.00371481+3.65029e-16j 0.000353874+1.12215e-16j 0.00232634-1.2113e-16j -0.000290512-7.14221e-17j 0.00275783+4.82814e-16j -0.00340401+6.76839e-17j -0.000694015+1.02685e-16j 0.000281423+1.63283e-16j 0.000647151-4.53309e-17j 0.000902531-4.16966e-16j 5.71853e-06-4.0065e-17j 0.00342585-7.84607e-16j 5.49509e-05-4.99142e-16j -0.000351411-1.85482e-16j 0.00072413-2.21791e-16j -0.000885354-4.18643e-17j -0.00180475-3.00356e-16j 0.00279556+2.35419e-16j -0.0025643-2.01477e-16j 0.00212624-1.87562e-16j 0.000346384+2.1377e-16j 0.000489005-9.97173e-16j 0.0030139+8.32321e-15j 0.000635409-1.90956e-16j -0.00220097+6.51014e-17j -0.00309307+5.05118e-17j -0.00051371+7.4321e-18j -0.00118669-6.85733e-18j 0.00414066-8.55432e-17j 0.000521407-7.71843e-17j 0.00139311-9.80099e-17j 0.00177982-8.4654e-17j -0.000736438+1.13455e-17j -0.000158097-7.82828e-18j -0.00278058+4.74455e-17j 0.000368629+7.61963e-17j 0.00141451-1.53624e-16j 
0.00112187+4.07043e-16j -0.0024745+8.318e-17j 0.0007834+1.62509e-17j -0.000796991-1.75184e-17j 0.000267832+5.35678e-17j 0.00139014+2.14325e-16j -0.000391862-8.79011e-17j 0.00153445-1.23294e-16j 0.000776796-1.99564e-17j -0.000427415-7.68306e-17j -0.00184376+7.13663e-17j 0.000453363+1.03298e-16j 0.000478348-1.50566e-16j 0.00201547+8.07314e-17j 0.000522524-3.05959e-16j -0.0019226+3.19521e-16j 0.00103509-9.88897e-18j -0.0015056+1.03215e-15j -0.000569792+3.45297e-16j -0.000414327+2.137e-16j -0.000866371+1.04378e-16j -0.00248562-2.47073e-16j -0.00156337+1.71225e-16j -0.000405727-3.39719e-16j -0.00170671-1.29437e-16j 0.000489091+2.52162e-16j 0.000804546+3.1297e-17j -0.000727539-2.181e-16j -0.000184957-7.60918e-17j 0.000554295+3.05103e-17j 0.000855755-3.13762e-16j -0.00102419-9.65133e-17j 0.000645481-4.46024e-17j 0.00035053-5.37135e-17j 0.00236895-1.60721e-16j 0.00131305+2.28167e-17j -0.00059856-8.78483e-18j -0.000354841+9.65461e-17j 0.000440773+1.96249e-17j -0.00123638-5.81205e-16j 0.000246068-8.35625e-16j 0.00203849+5.65401e-15j 1.48198e-06-1.23771e-16j -0.00150062+1.87772e-16j 0.00186005+2.21523e-17j 0.000754012-1.95842e-17j 0.000295165+2.09318e-17j 0.000304338-1.96e-16j -0.000929701+1.03709e-16j -0.000184338-1.84751e-16j 0.000905075+4.98756e-17j 0.00113955+9.81022e-18j 0.000144314+3.74856e-17j 0.000758936+2.31192e-17j -0.000660203-1.33455e-16j -0.00254311+3.03964e-16j 
-0.000852402-3.00575e-16j 0.00179219-7.19601e-17j 0.00057821+2.63613e-17j 0.000943979-1.76119e-17j 0.000212987-2.62897e-17j -0.00171446+1.39817e-18j 0.00049359-1.16243e-17j -0.000649021-4.23386e-17j 0.00058974+4.56267e-17j -0.00126822+1.05288e-18j -0.00146031-2.14517e-18j 0.000398201+2.77896e-17j 0.00153907+9.95057e-18j -0.00172244+8.67506e-17j -0.000164609+1.17408e-16j 0.00104314-6.47228e-16j 0.00314716-1.06471e-15j 0.00561421-3.99748e-15j -0.00140431-3.8924e-16j -0.00153376+5.10139e-16j -0.00229978+5.04824e-17j 0.00205979-1.60241e-16j 3.95414e-05+6.5173e-17j -0.000658164-2.42292e-16j 0.00164789+1.78263e-16j -0.0014951-1.59932e-16j 0.000398314-7.02418e-17j -0.000457326-1.16964e-17j 0.00193238-9.98168e-16j 0.00160706-2.93692e-16j 0.000425754-5.39026e-16j 0.00342436-5.49901e-16j 0.00193887+1.94875e-16j 0.00315778-2.95809e-16j -0.00159036-2.10996e-16j 0.00354235+9.97285e-16j -0.0012849-5.67071e-16j -0.00156003-2.31441e-15j -0.00190039-2.20893e-15j -0.00124559-8.02238e-16j -0.000375797+2.69285e-16j -0.000593964-1.73074e-15j 0.00264205-4.71865e-17j -0.00344606+1.12824e-16j -0.000852486+7.31086e-17j 0.000509052+9.10223e-18j 0.00187028+2.50735e-17j -0.000280502-1.84182e-16j -0.00135859-4.87013e-17j 0.00153888-6.0371e-17j -0.000669451-9.23346e-18j -0.000909317+1.93592e-17j -0.000347376+8.34095e-18j 0.000466944+3.29219e-17j 0.000951123+5.43833e-17j 0.00147327-1.22748e-16j 
0.00301556+1.59246e-15j -0.000466094+3.15427e-17j -0.000652405+1.10694e-16j 0.000352113-3.10371e-16j 0.000608162+6.68388e-18j -0.000580033+4.06427e-16j 0.00298871-5.04072e-16j 0.000291494-1.22399e-16j -0.00460872+4.59612e-16j -0.00255914+3.78102e-17j -0.000837602-2.43722e-16j 0.000335966+3.23933e-16j -0.000435094-2.51178e-17j -0.00189753+8.52969e-16j 0.00199708-6.35103e-16j -0.00217479+5.21529e-16j 0.00112208+5.93714e-17j -0.00163447+1.05739e-15j 8.41606e-05+3.02281e-16j -0.000194016+1.99523e-16j -0.00044499-1.21371e-16j -0.00332345-1.36096e-16j -0.00141008-8.79438e-17j 0.0019879-8.4759e-17j -0.000495133+1.80413e-16j -0.0035559-6.94439e-17j 0.00052294-4.24244e-17j 0.00431471-2.68886e-16j 0.000988666-5.37249e-16j 0.000403483+1.82628e-16j -0.000746408+6.5331e-16j -0.00184745+4.46745e-17j -0.00388092+9.83919e-18j -0.00206928+2.47397e-16j 3.38341e-05+5.71703e-16j -0.00099643+1.93854e-16j -0.00119963-4.20151e-17j -0.000410761-8.18273e-16j -0.00100882-8.15169e-16j -5.801e-05-9.38904e-17j -0.00220006-1.30934e-15j 0.00296928+9.40228e-15j -0.000125144+9.96431e-17j 0.00075152-8.57e-17j 0.00338581+2.76406e-17j 0.0013989-2.46123e-17j -0.000453159+2.59074e-16j 0.00119196-3.95461e-16j 0.00291899-1.58854e-16j 0.00180603-3.4662e-16j -0.00240028+5.32657e-16j -0.000767991+3.48128e-16j 0.000344085+2.70866e-17j -3.6124e-06-1.11066e-16j -0.00191443+3.60393e-18j -0.000855214-1.91697e-16j 
0.000198947+2.5949e-17j 0.00300437-1.17934e-15j -0.000771778+4.24043e-16j 0.002381-1.1561e-15j -0.000277679-1.12922e-17j -0.00386286+1.65078e-15j 0.00359283-1.91553e-15j 0.000697372-4.83421e-16j -0.00255729+1.60687e-15j -0.000276811+5.68944e-16j 0.00166931-7.06385e-16j -0.00223982+9.62044e-16j 0.000278615-6.38184e-17j -0.00541448+2.67772e-15j 0.00120625-8.00964e-16j 0.000818201-2.56879e-16j 0.00103488-1.13095e-15j 0.00298886-3.15029e-15j -0.00130169+4.33135e-16j -0.00190597+1.25002e-15j -8.3732e-05+1.53158e-16j 0.000890506+5.04204e-17j 0.00065231-3.53182e-16j 0.00423723-1.22503e-15j -0.000482926+6.88933e-16j -0.00289246+1.20272e-15j 0.00107605-5.63503e-16j 0.00554789-2.3932e-15j 0.00207944-1.57144e-15j -0.000707689+2.13649e-16j -0.000353926+1.16641e-16j 0.0029388-1.53871e-15j -0.000410009+2.84125e-16j -0.00146977+6.24654e-16j -0.00489317+2.5288e-15j -0.00253735+1.27691e-15j -0.00145943+3.33959e-16j -0.00256483-1.89534e-15j -0.00175262-1.99578e-15j -0.000306079+4.07135e-17j -0.000642474+3.12918e-16j 0.000319429+7.61781e-16j 0.000535652-1.87075e-16j 3.8669e-05-3.13498e-17j -0.00104072+1.15343e-16j 0.000633188-4.54415e-16j -0.00151568+7.74714e-16j 0.00318422-1.62382e-15j 0.000805207-6.10476e-16j 0.0030807-1.53912e-15j -0.00336802+1.81313e-15j -0.00255678+1.27314e-15j -0.000320677+6.87017e-17j 0.00061115-3.39269e-16j 0.000437149+1.06433e-16j 0.00222392-1.11718e-15j 
0.000850821+3.61013e-16j -0.000962377-9.35045e-17j 0.000156651+4.78254e-17j 0.00036298-9.54594e-17j 9.83394e-05+7.1047e-17j 0.00088376+3.85695e-16j 0.000252055-4.35003e-16j 0.00163835+8.66631e-17j 0.000855789+2.81692e-16j 0.00151092+1.31606e-16j 0.00211459+4.74201e-17j -0.00190248-1.13096e-16j -0.00173539+5.08941e-17j -0.0012813+2.16239e-16j 0.00194209-3.1063e-16j -0.000432168+5.02323e-16j -0.00114778+4.61371e-16j -0.00129741+7.9307e-16j -0.000184395+1.06078e-16j 0.00063782-2.55861e-16j 0.00239359+3.86593e-17j -0.00128605-1.10651e-16j 0.00178528-2.69808e-17j 0.00147195+9.6232e-17j -0.00129755-3.766e-16j 0.000938959+3.9591e-16j -0.000852042-1.76098e-17j 0.000474259-3.34445e-16j -0.00103441+2.39492e-16j -0.000968609+2.92639e-16j 0.000874074-2.55407e-16j 0.000481078-1.45784e-16j 0.00186756+7.65158e-17j -0.00224652+2.11879e-16j 0.000659426+3.72972e-16j -0.00239601-4.27581e-16j 0.000319801+2.51819e-16j 4.86988e-05-2.64279e-16j -0.000282837+1.2474e-16j 0.00149371+9.58411e-16j 0.000928376+3.07288e-17j 0.000239596+4.91737e-16j -0.00171797-1.71619e-16j 0.00130726-1.7913e-16j -0.00188997-1.03423e-16j -0.000901956-2.78488e-17j -0.00277306-5.21682e-17j 0.000987832+7.46154e-17j -0.000815606-1.08857e-16j -0.000811821-3.19723e-16j 0.000755841+4.84175e-16j 0.000511527+1.34309e-16j 0.000428137+2.15002e-17j 0.00121823+2.12808e-18j -0.000617829-8.24794e-17j -0.00124027-2.41547e-17j 
-0.000697634-2.89336e-16j 0.000713121-4.3246e-17j -0.000949662+1.32887e-16j -0.000274234+1.98518e-17j -0.000852938+8.81734e-17j -0.00346672+1.98971e-16j 0.00334021-3.57162e-16j -0.00102566-7.86664e-17j -0.00114324+6.62593e-17j 0.000538039-1.41138e-16j -0.00196192+1.21327e-16j 0.00175901-4.09647e-17j 0.000801448-6.62002e-17j 2.7901e-05+1.3791e-17j -7.30787e-05-2.2907e-16j -0.000330151+2.71883e-16j -0.0013169+4.25421e-16j 0.000490974-9.99602e-17j -0.000314602-4.60896e-17j 0.00151036-1.36051e-16j -0.00184009+2.02275e-16j 0.00264847-2.75696e-17j -0.00210567+1.81067e-16j -0.000859325+2.97247e-17j 0.00278875+6.50995e-17j -0.000516206-2.35442e-16j 0.000592107+8.75614e-17j -0.000193158+1.83236e-16j 0.0046196-2.75968e-15j -0.000616998-2.83868e-16j -0.000666942+4.38198e-16j 0.000527526+3.32834e-17j -0.00167228+2.44639e-16j -0.00157888+2.50537e-16j -0.00062171-1.45826e-16j 0.00152352+4.45825e-16j 0.000305824+7.06617e-17j 0.00277942+7.5518e-16j -0.00146606+9.51739e-16j -0.00189964-8.07495e-16j 0.000230467+3.81511e-16j -0.00125112-3.71223e-15j 0.00107337+9.50165e-17j 0.00108929-1.37593e-16j 0.000431719+3.23107e-17j -0.000917912+9.91795e-17j 0.00270965-1.74751e-16j -0.00157932+1.12405e-18j -0.000237283+9.95116e-17j 0.00271131-1.95673e-16j -0.00484253+6.3218e-16j -0.00042818+3.16016e-17j 0.000108228-4.95202e-17j -0.0011169+7.42343e-17j 0.000919454-4.81368e-17j 0.000886741-6.28987e-17j 
-0.00138156-7.3421e-16j 0.00079818-7.08532e-17j 0.000360043+9.78926e-17j 0.000414139+3.8052e-17j -0.000367487-1.1112e-17j -0.00077052-1.04548e-16j -0.0025169-6.44228e-17j 0.00131513-4.6129e-17j 0.000693303+2.55095e-17j -0.000825529-5.10671e-17j 0.00184816+5.16997e-17j -0.00257097-1.58318e-16j 0.00248652+1.05647e-16j 0.00101243-4.7034e-17j -0.00171772+3.23592e-16j 0.00112695-6.44059e-16j 0.00182137-5.15728e-16j 0.00207223-1.32474e-15j -1.64949e-05-1.41312e-16j -0.00312787+1.7777e-16j -0.00165836+1.08465e-16j 0.000776438-1.49867e-16j -0.00109912-1.11041e-16j 0.00251058+5.91968e-16j -0.00378316-8.41528e-17j 0.000845883+1.83378e-16j 0.00130294+2.38427e-18j 0.00253694+1.01817e-16j -0.00190612+1.14171e-15j 0.000467891+2.61943e-16j 0.0015402-6.04591e-16j 0.000593488-3.159e-16j 9.96793e-05-1.03111e-16j 0.00272458+5.55028e-17j -0.000627444-9.42907e-17j -0.000185044-7.29598e-17j -0.000313119-1.99132e-16j -0.00311296-4.74084e-16j 0.0030437-1.28339e-16j -0.000682081-4.01879e-16j -0.000292679-7.11859e-16j 0.00175106+5.26202e-15j 0.00122383+6.61963e-17j -0.00325128-2.26741e-16j -0.000550571-3.54752e-17j 0.00152023+1.10235e-16j -0.000873933-6.61463e-17j 0.00388289+1.77128e-16j -3.39396e-05+4.74996e-17j 0.000464787+6.25563e-17j 0.00293755+9.49193e-18j -0.000591315-6.5252e-17j -0.000853884-6.36203e-17j -0.000759333+1.56404e-17j 0.000663238+7.0876e-18j 0.000357418+3.55879e-18j 
0.000872091+6.55848e-16j 0.000786482+1.02269e-16j -0.00169102-5.58072e-17j -3.94643e-05-3.47657e-17j 0.00170765+4.2793e-17j 0.00283665+7.88224e-17j -0.00275239+2.21587e-17j -0.00107818-1.50196e-17j -0.00111847+1.63146e-17j -0.0025607-1.1239e-16j 0.000491151-7.30878e-17j 0.000285136+6.88413e-17j 0.000434865-6.6394e-18j -0.000201158+1.10751e-16j 3.31068e-05+2.28364e-16j 0.00123998-5.36735e-16j 0.00259131-5.89904e-16j -0.000359434+1.26524e-16j 0.000897458+1.28179e-17j -0.000900185-1.98287e-17j -3.83448e-05-6.37721e-17j -0.00186249-1.76726e-16j 0.00149456+2.41337e-17j 0.000399221-1.40635e-16j -9.03471e-05-5.08143e-19j -0.000868289-1.0711e-16j -0.00156749-1.68477e-16j -0.00168505-1.54172e-16j -0.00276232+1.04658e-15j 0.00274392+1.53783e-16j -0.00114525+2.49328e-16j -0.000413125+1.23692e-16j -0.000778591+1.0212e-16j 0.00206315+4.87743e-17j 0.00102626-3.98508e-17j 0.00161635+1.39047e-16j -0.000864042-4.31775e-17j -1.04232e-05+1.54822e-15j 0.00240218+1.4711e-15j 0.00108508+3.87932e-16j -0.00215982-1.62219e-16j -2.62326e-05+8.282e-16j -0.00156974-2.43321e-18j -0.000839092-4.96052e-17j -0.000105379+2.81879e-18j 0.00118388+1.48394e-17j 0.000423626+4.31212e-17j -0.00120003-3.78309e-17j 0.00125575+6.48907e-18j -0.00269785+2.97111e-18j 0.00298944-1.06195e-16j -0.000380234+2.244e-18j 0.00122938+4.85913e-17j -0.00138147-5.38637e-17j -0.00158715-1.31233e-18j 0.00153141-2.25102e-16j 
0.00327843+2.21661e-15j 0.00231555+4.93515e-16j 0.00633085+2.94249e-17j 0.00227438+4.7599e-17j 0.000437519-1.90188e-17j -0.00279619+6.01547e-18j 0.00210436-8.08509e-18j -0.00286671+4.83074e-17j -0.00318357-1.54228e-17j -0.00305206-6.03463e-17j 0.000452594-8.00312e-17j -0.00185376-2.96659e-17j -0.00031695+1.45626e-17j -0.00332853-2.60248e-17j -0.00198062+1.11499e-16j -0.00179016-1.52999e-16j 0.00110106-1.2248e-16j 0.00690176-4.88554e-15j -0.000903454-6.88127e-16j -0.00153538+1.21663e-16j -0.000874471-1.88222e-16j 6.48117e-05-3.94506e-16j -0.00147184+2.64468e-16j -0.00219961-1.3659e-16j 0.000214256+1.77922e-16j -0.00490241-9.28335e-16j 0.00355845-1.40991e-16j 0.00749078+3.6086e-16j -0.000406079+1.0128e-15j -0.0022486+2.68102e-16j -0.000703253+1.98233e-16j -0.0012883+8.47432e-17j -0.00164895-1.18342e-16j 0.00160821+7.13025e-17j -0.00207416+5.18428e-17j -0.00194202-1.6166e-16j -0.00123971-8.66177e-16j -0.00394724-5.67008e-15j -0.00388116-5.08754e-15j 0.000206402+6.89674e-17j -0.000995755-1.67449e-15j 0.00415208+1.23714e-14j 0.0047072-4.84794e-18j -0.00275172-2.97202e-17j 0.00230159+9.77658e-17j -0.000221852+1.42934e-16j -9.50098e-05-4.32902e-17j 0.00176456-2.9101e-17j 0.00544069+4.81106e-18j 0.00433821-3.17532e-17j 5.26471e-05+1.70056e-17j -0.00221161-2.15561e-17j -0.00269293-8.69031e-18j 0.00436945+7.89223e-17j -0.00166889+3.62933e-17j -0.000528939+3.92428e-17j 
