-0.347915-2.47263e-13j -0.0219705-1.26324e-13j -0.125998-7.08644e-17j -0.116756-6.06363e-16j -0.0617193-3.47738e-16j 0.152051+3.81828e-15j 0.063965-4.51917e-16j 0.144213-3.13776e-14j -0.105046+5.75686e-15j -0.260491-5.45442e-15j -0.0319703+3.33486e-15j 0.101903-6.32087e-15j 0.125763-2.02371e-15j -0.026331+7.67818e-15j 0.00686844-1.2326e-14j 0.263528-7.7307e-15j -0.177771+1.72041e-14j -0.236057-5.21795e-15j 0.0502515+3.61507e-15j 0.0182514+4.7971e-15j 0.138654-3.99707e-15j -0.0393625+3.05964e-15j 0.1829-1.54734e-15j 0.00301041-4.00262e-15j -0.0172617+7.79466e-16j 0.113552+6.73167e-15j 0.290695+4.66322e-15j -0.230028+3.1891e-15j -0.0581963+2.71765e-14j 0.062063-4.07908e-13j -0.219051-1.29096e-12j 0.10392-6.52148e-14j 0.0844817-4.92269e-14j -0.00783383-3.11199e-15j -0.0231783-1.2718e-16j -0.031111+8.38614e-16j -0.0309164-5.01899e-16j -0.00116716-3.15394e-17j 0.00764859-1.08576e-16j -0.0307-2.11689e-16j -0.0238659+1.32403e-15j 0.0552442-1.35084e-15j 0.022514+8.68468e-14j -0.0300017+1.63618e-15j -0.0212506+9.15279e-16j -0.0148341-3.92533e-16j 0.000549596+8.9368e-17j 0.0757537+1.1335e-15j -0.00200781+1.33321e-15j -0.0244061-1.01988e-15j -0.010451-3.08899e-15j 0.0103002+1.80287e-15j 0.0425085+2.91704e-15j -0.0505769+1.48347e-15j 0.0369431-6.66412e-16j -0.0747574+5.49094e-15j -0.0266732+8.00868e-15j -0.0383522+2.18707e-15j -0.0180046-2.74298e-16j -0.020163+1.52218e-15j -0.0273811-2.39643e-15j -0.0398711-1.53385e-15j 0.0240056+5.73395e-16j 0.0144145-3.12289e-16j 0.0264907-1.24591e-17j -0.00819827-3.36157e-16j 0.0308434+5.10396e-17j -0.0251038-3.55136e-16j 0.0674689+1.7164e-15j 0.0726531+1.50796e-15j -0.113851-3.85126e-14j -0.110422+1.14419e-13j 
0.000279753+4.86052e-16j 0.000327541-6.54345e-17j -0.0002189+1.85922e-16j 6.17057e-05-1.60707e-16j -0.000167002+1.78557e-17j -3.87668e-05-4.76636e-17j 8.37219e-05+7.47975e-17j -7.86244e-05+1.57508e-16j 0.000557578-8.36211e-17j 0.000514736-1.40573e-17j -0.000411944+8.15063e-17j 0.000446355+7.67122e-17j -0.00093316+1.56739e-16j 0.000221816+1.03414e-16j 0.000570199-4.03486e-17j 0.000145265-1.9671e-16j -0.000324874+1.36016e-16j 0.000635028-9.90133e-17j 0.000216344-5.80479e-17j -0.000289704-6.2147e-18j -0.000247869-6.56377e-17j -5.54332e-05+1.34039e-16j 0.000245314+1.39867e-16j 0.00077632-1.72568e-16j -0.000458945+1.1171e-16j 0.000553554+2.30095e-17j -0.000466472+1.60278e-16j 0.000454733-1.07986e-16j 0.0017374-1.52104e-16j 0.000164984-3.17493e-16j 0.000788322+4.78363e-15j 0.000385352+7.96068e-17j 0.00174177-1.46593e-15j -0.000287963+2.45568e-16j 0.00156859-2.8017e-16j -0.000897966+1.88487e-16j 0.000779529+2.09521e-16j -0.000613619-5.85245e-17j 0.000648386-6.18771e-17j 0.000842859-3.42034e-18j 0.000264471-2.19642e-16j -0.00336465+3.50497e-16j -0.0022898-8.95254e-15j 0.00110428-2.55496e-16j -0.00124053+1.49987e-16j -0.00188858+3.29854e-16j 0.00300157-4.43452e-16j -0.000433705-3.25125e-16j -0.00124079-1.49892e-17j -0.000480933+2.7648e-16j -0.000265334-5.13612e-17j 0.00168984-1.8223e-17j 0.00091435+3.39875e-16j -6.03865e-06+4.8355e-17j -0.000602826-2.53924e-16j 0.00143848-2.09099e-16j 0.000378062-3.77039e-16j -0.000133127+5.84904e-17j 0.000102789-1.85637e-18j -0.00227136+5.16571e-16j 0.00172949-3.21466e-16j -0.00120711+9.70686e-17j 0.000819206-3.55159e-16j -0.000109974+2.12709e-16j 0.00059323+3.39969e-17j 0.0010494-3.20131e-16j 0.000122954+9.02483e-17j 0.000840144-1.04793e-16j -0.00104817+2.8139e-16j 0.000255665-4.07368e-16j 0.000495976-8.04897e-16j -0.00116787+2.64008e-15j 
-0.00145084-1.31522e-15j -0.00083509-6.31152e-16j -0.0014117-2.39561e-17j -0.00123558-1.83437e-17j 0.000624808+2.77259e-17j -0.000850061+2.98904e-17j -0.000733862+4.84304e-17j 0.000988262-2.47793e-16j -0.00242246-1.51554e-16j -0.00163011+1.41347e-16j 2.90042e-05-7.57684e-17j 0.000879705+9.90711e-17j 0.00136721+1.54699e-17j 0.00125108-3.98037e-17j -0.000390711+1.25159e-16j -0.0013813+1.86619e-17j -0.000406152-3.61222e-18j -0.00226607-7.39641e-17j 0.00066029+5.21462e-17j 0.000207565-3.39772e-17j 0.000198006-4.73625e-17j 0.000605272+2.10217e-16j 0.00113321+6.74683e-17j -0.00147103+1.59452e-16j 0.00156651+5.16913e-17j 0.00116261+1.22892e-16j 0.0014878+1.03431e-16j -9.1752e-05+9.03226e-17j -0.00105928-2.67954e-16j -0.000814804+4.52591e-15j -0.000468434-2.68645e-15j 0.000496256-1.28405e-16j -0.000141272+1.57101e-16j -0.000285366+6.67763e-17j -0.00069566+1.46175e-18j 7.926e-07-2.20701e-18j -0.0010046+1.04735e-17j -0.000941767-1.85684e-17j -0.00155996+1.20276e-17j -0.00148348-9.67117e-18j -0.0015834+2.80931e-17j 0.000177956-1.88374e-16j 0.000745174+2.8892e-15j -0.00117596+6.43693e-17j -0.000287282-6.75048e-17j -4.3299e-05-3.3202e-17j -0.00105597+1.5415e-16j 0.00207533-3.73706e-17j 0.00114871+1.30924e-16j -0.0030444+1.99302e-17j 0.00041693+3.19339e-16j -0.00127738-1.04282e-16j -0.000224077+1.65124e-16j -0.000137778-1.43979e-16j 0.00124659-1.10829e-16j -0.000176443+4.72408e-17j -0.000970878+1.0081e-16j 0.000769558-1.54022e-17j -0.000866948+1.84502e-17j -0.00104604+8.67959e-17j 0.00150703+4.41723e-17j -0.00129763-9.30454e-17j 0.000327837+2.06588e-18j 4.02096e-05+4.15517e-17j 0.00116384-1.00616e-17j 0.000744277+7.98411e-18j -0.00111941-2.1134e-17j -0.00105082+3.98862e-17j 0.000178688+1.49154e-17j 0.00100416+8.97819e-18j -0.000686218+1.71107e-16j 9.11235e-05-5.7811e-16j 
0.00163518+7.78308e-16j -0.00100956+3.84713e-16j 0.000944902+2.64935e-17j 0.000138747-1.4563e-17j -0.000733516+3.4505e-18j 0.00112791+5.3063e-17j 0.00212277+1.0202e-16j -0.000167646+4.88445e-17j 0.00270378+2.15378e-16j 0.00229571-5.26199e-17j 0.000186852+1.86537e-17j 0.000325616+3.61257e-17j -0.00104382+3.76441e-17j 0.000209738-1.64552e-17j 0.000836633-4.89735e-17j 0.00126267+2.58746e-17j 0.000881257+3.44071e-17j 0.00193317+5.07074e-17j -0.000581038-9.21583e-17j -0.000566816-1.82019e-17j -0.00105135-6.81772e-17j -0.000140282-4.93722e-18j -0.000708424+1.50554e-17j 0.00219513-1.47301e-16j -0.00131229-1.64526e-16j -0.000753934-7.79345e-17j -0.000994401-1.76413e-17j -0.000487438-4.06821e-17j 0.000341891+2.55935e-16j 0.000558393-3.32638e-15j 0.00111182+6.51613e-15j -0.000591608+3.04463e-16j -0.000449558+2.41379e-16j -0.000438986+9.67876e-17j 0.000494093-8.33592e-17j -5.22604e-05+1.53579e-16j 0.00402029+1.98673e-16j -0.000663587+7.28574e-17j 0.00203088+1.07992e-16j 0.00204423+5.61972e-17j 0.000939904+5.19618e-17j 0.00212792+1.40511e-16j -0.00266038-1.04005e-14j 0.00285863-1.06621e-16j 0.00194736+5.97423e-17j 1.12999e-05+1.16829e-16j -0.000808685-1.16521e-16j -0.00168011-8.24936e-18j -0.000126431-3.02843e-17j 0.00295737+4.35872e-16j -0.00238996-6.53191e-16j 0.000887285+3.46233e-16j 0.00193469+1.50803e-16j 0.000655742+1.09344e-16j -0.00216393+8.04486e-17j 0.00171026-1.17049e-16j -1.49684e-05-2e-16j -0.00114837-1.84902e-17j 0.00168284+1.51237e-17j 0.000923306-5.69529e-17j -0.00337101-1.81703e-16j 0.00253326+2.36902e-16j -0.00134417-2.31649e-17j -0.000112391+4.61468e-17j 0.00136775-4.07476e-18j -0.00172713-1.89395e-16j 0.00405609+2.41006e-16j 1.87334e-05+6.37752e-17j 0.000770823+7.33808e-17j -0.00129683-9.50601e-17j -0.000727574+1.06625e-15j 0.0018546-3.29729e-15j 
-0.000535573-1.05693e-15j -0.00202825-6.33397e-16j -0.00208413-2.74627e-17j -0.00199875-8.93383e-17j 0.00138177+3.58466e-17j -0.000137125+1.61692e-17j 0.00292558+1.81581e-16j 0.00226044-4.74753e-16j 0.000156522+3.70731e-17j 0.0012079+9.68827e-17j 0.000935002-3.33726e-17j 0.0028037+1.90177e-16j 0.00286718+3.00657e-17j 0.00318484-1.49946e-16j 0.00112269+7.73919e-18j 6.70028e-06-4.46809e-17j 0.00140482-1.14828e-16j -0.00174749-1.40167e-17j -0.00101792-1.26753e-16j -0.00235019-1.26237e-16j -0.00157001-5.94829e-17j 0.00206303+8.30078e-16j 0.0022411+2.23177e-16j 0.00079003+5.03587e-17j -0.000216386-9.45504e-17j 0.00135129+1.21241e-16j 0.00261524+1.9424e-16j -0.000529671+4.5311e-17j -0.000407025-3.94221e-16j -0.00101033+6.02353e-15j 0.000235723+1.45647e-15j 3.84084e-05+6.25382e-17j 8.73882e-05-7.85615e-17j 9.11276e-05+5.15852e-17j -0.00013624-3.68827e-17j -6.33563e-05+9.16408e-17j 0.00381567+2.01554e-16j -0.00167323-2.82632e-17j 0.00025813-3.7858e-17j -5.51755e-05-6.42838e-17j -0.00206395-9.0037e-17j 0.00289907+2.96027e-17j -0.00298385-1.18298e-14j 0.00102581-2.47157e-17j 0.00267675+8.1802e-17j 0.00169237+1.75765e-16j -0.000840569-7.41421e-17j 0.00350363+3.02403e-16j 0.00149768+3.5919e-16j -0.00146978-1.38971e-17j -0.00144079+2.26687e-16j -0.00410471-3.63246e-16j 0.00176366+2.39808e-16j 0.00191652-1.27456e-16j 0.00200012-1.28481e-16j 0.00419168+3.14669e-16j -0.00424853-1.02125e-16j 0.000519428+1.86863e-16j 0.0026196+1.91037e-16j -0.00291773-9.03369e-17j 0.00109103+1.37682e-16j 0.00261763+2.81594e-16j 0.000936151+6.04376e-17j -0.00206989-6.44689e-17j 0.00414951+2.16931e-16j -4.57736e-06-5.83596e-17j 0.0046348+2.37422e-16j 4.02405e-05+5.72052e-17j 0.000287037+9.19433e-18j -0.00109369-1.27118e-16j -0.0015382+7.37409e-16j 0.000965208-2.27818e-15j 
-0.00141394-8.04537e-16j 0.000875827-3.26418e-16j 0.0014249+1.63649e-16j 7.03066e-05-1.52715e-17j -0.000901132-9.76058e-17j -0.000166766+6.55365e-17j -0.000924479+2.15748e-17j -1.02684e-05+4.87299e-17j -0.000318621+4.86382e-17j -0.00111877-4.81262e-17j -0.000240339-3.69807e-17j 3.04063e-05+2.64265e-17j -0.00113103-2.63849e-17j -0.000642473+2.25745e-17j 6.4042e-05+5.37254e-17j -6.0252e-05+4.84939e-17j -0.00130029+9.85516e-17j 0.000473143-1.10341e-18j 0.000778761+3.87055e-17j 0.000344386+5.02848e-17j 0.00064077-1.2666e-17j -0.000282563-6.48965e-17j 0.000462745-1.27467e-18j -0.000737886+1.00173e-16j -2.40946e-05-3.20459e-18j 4.78319e-05-9.54961e-18j -0.000826806-3.0777e-17j 0.000526502-2.45688e-17j 0.00113051-5.04826e-16j -0.00115623+7.51328e-15j -0.000722184-4.32714e-15j 0.000427368-1.88762e-16j -0.000227338-9.64521e-17j 0.00264099+3.28223e-16j -0.00211172-2.99524e-16j 0.00134517+1.18493e-16j -0.000476928+1.61299e-17j 0.000421529-4.81699e-17j 0.000835399-1.22367e-18j -0.000881802-1.58699e-16j 0.000495936-1.02319e-16j -0.0006142-5.75696e-17j 0.00183819+7.22845e-15j -0.00253523-2.51731e-16j -0.00150183-1.67615e-16j 0.00180386+3.16176e-16j 0.00177488+7.72034e-17j -0.0010957-9.06835e-17j -0.00165818-2.84708e-16j 0.00429685+1.8729e-16j 0.00243753+4.50955e-16j 0.000795578-3.20139e-17j 0.00266214+4.50909e-16j -0.00234445-2.2088e-17j 4.22088e-05+5.33049e-17j -0.00390359-1.13952e-16j -0.00118681+4.50424e-17j -0.000980664+1.31556e-16j 0.00028033-2.64822e-17j 0.00156912+1.32109e-16j -0.00127019-1.14735e-16j -0.000480321-1.42392e-16j 4.81885e-05-6.31453e-17j 0.00198144+2.78544e-16j -0.00154183-5.23568e-17j -0.000658648-1.13088e-16j -0.000397131+1.25546e-18j 0.0013779+8.87417e-17j 0.00189853+2.72158e-16j -0.00132581-2.31467e-16j -0.00125276-8.34626e-16j -0.0016296+1.89566e-15j 
1.97762e-05+4.67593e-17j 0.000453549+1.75595e-16j 0.00129362+1.50735e-16j 0.000185571-9.08059e-18j -0.000348244-6.21704e-17j -0.000372803-3.85526e-17j -0.000860042-1.09671e-16j -6.95194e-05+4.96364e-17j -0.000193919-6.18769e-17j -0.000231581-7.1349e-17j -0.00058668-4.64878e-17j -0.000205869+4.69889e-19j -0.000544584-6.09176e-17j -0.000602305-3.29044e-18j -4.84376e-05+3.64645e-17j -7.32079e-05+4.8808e-18j -0.000228781-5.14807e-17j 0.000329535+2.22669e-17j 0.000130213+3.19976e-17j 0.000216344-1.75659e-17j 0.000426382+6.09637e-17j -0.000203035-6.44425e-17j -9.71018e-05+3.61431e-17j 5.24764e-05-3.26429e-18j -0.000490417-7.19617e-17j -0.000188234+7.14192e-18j -2.62088e-05-8.93368e-18j 5.04704e-05+2.84181e-17j 0.000249288+3.13926e-17j -0.000152049+9.63669e-16j -0.000552753-3.43501e-15j 7.85564e-05-9.53917e-17j -0.00103081+4.69524e-16j 0.00206991+4.00883e-16j -0.000887389-2.11716e-16j -0.000580632+5.34503e-17j -0.00327228-3.55306e-16j -9.19362e-05-4.5181e-17j -0.00138977-1.78003e-16j -0.00133468-2.38947e-16j -0.00037827-1.48289e-16j -0.00248204-4.60855e-16j 0.00179645+7.23083e-15j -0.0027369-3.65617e-16j -0.00162199-3.85436e-16j 0.00020199+1.00999e-16j 0.00130346+2.91382e-16j -0.00116061-2.1216e-16j -0.000331294-1.95419e-16j -0.000658077-1.38021e-16j 0.00393857+1.13289e-15j 0.000286946-2.26771e-16j 1.25972e-05+2.56353e-16j -0.0013871-1.74521e-16j -0.000702769+2.6473e-17j -0.00295787-3.20331e-16j -0.000473071+4.22289e-17j 0.000771412+1.15426e-16j -0.00121701-1.98748e-16j 0.000400058+1.86675e-16j 0.00102802+1.83656e-16j -0.00239313-5.13359e-16j -0.000113295-4.55258e-17j 0.00121464+3.20511e-16j -0.00136405-2.03092e-16j 0.00138313+9.39908e-17j -0.00391961-4.75364e-16j 0.000340273+7.48168e-17j 0.000583851+1.34681e-16j -0.0013661-1.57375e-16j 0.000293251-3.46173e-17j 0.000107067-1.16169e-16j 
-0.000446378-4.41784e-16j -0.000249143-1.67296e-16j -0.00121952+4.88251e-17j -0.00022972-1.34028e-17j 0.000515707-1.87992e-17j 0.00297659+3.59322e-17j 0.00283462-1.34935e-17j -0.000405773+1.12325e-16j 0.000939819+2.80986e-17j 0.00137005-3.43642e-17j -0.00193264+6.90658e-17j 0.00142393-2.14364e-17j 0.000726106-2.60359e-17j 0.00135747-8.83249e-17j 0.00136666-1.52149e-16j 0.00202723-6.00047e-17j 0.00183403-1.59372e-16j -0.000979345+5.52137e-17j -0.000213462+3.7549e-17j -0.00014505-2.84016e-17j -0.00227202-5.90816e-18j -2.8651e-05-6.17873e-17j -0.000793301+2.85638e-17j 0.00273808-2.56254e-16j -0.00111557-2.09569e-16j 0.000167343-8.62158e-18j 0.00195865+8.37724e-17j -0.00046938+8.23515e-17j -0.000812289+3.30015e-17j -7.70733e-05+7.61566e-17j -0.000635632-3.88658e-15j -1.91366e-05-1.73432e-16j 0.000286644-1.72171e-16j -0.000709809+1.12958e-16j -0.000644702-1.14497e-16j 0.00284937+4.41046e-17j 0.00329558-2.42997e-17j -0.000800593+5.95982e-17j -0.00163879-6.18899e-17j -0.00112944-9.87876e-17j -0.00350173-1.91266e-17j -0.00178686+1.86859e-17j -0.00124969-4.7455e-15j -0.000833176-4.31421e-17j -0.000519366-8.40998e-17j 0.000302318+1.88357e-16j -0.00274352+5.55064e-17j 0.00216164+2.4858e-17j 0.00218722+3.84909e-16j -0.00178016+2.26628e-16j -0.00318419-2.15759e-16j -0.00164663+1.77523e-16j 0.00312238+3.0387e-16j 0.00043429-1.22336e-16j 0.000981144+1.98706e-17j 0.003874-1.93572e-16j -0.00230952-1.5896e-16j 0.00200131-5.56315e-17j -0.00192719+1.63869e-17j -0.000903665+2.60645e-16j 0.00373573+1.00593e-16j -0.00102267+5.62386e-18j -0.000855392-2.73608e-17j 0.00168004+6.7737e-17j 0.00207506-8.29352e-17j -0.00300463-6.50023e-17j 0.00273158-1.22735e-17j -0.000674224+6.40047e-17j -0.000352413+8.37436e-17j 0.00091476-4.95886e-17j -0.000108496+3.92838e-16j 0.000769118-1.331e-15j 
-0.00311326-1.68537e-15j 0.00144441-7.68654e-16j -8.70762e-05-2.91065e-17j 9.12376e-05+4.2093e-17j -0.000829349+1.66334e-17j 0.00116075+1.83122e-17j -0.00109272-2.98791e-17j -0.000229759+7.82513e-17j -0.00136153+7.81729e-20j -0.00235884+2.274e-17j -0.00145498+9.76184e-17j 6.09413e-05-9.59245e-17j -0.000980941+7.66268e-17j -0.00074855+5.52453e-17j 6.6722e-05-2.9386e-17j 0.000619501-3.41696e-17j -0.00187539+1.86623e-16j -0.000813291-3.35685e-17j 0.00128612+1.31419e-17j 0.000823587+1.5783e-17j 0.000760095-4.49193e-18j -0.000812957-2.20999e-16j 0.000156589-6.43799e-17j -0.00075578-1.33482e-18j 0.000364228+3.48964e-17j 0.000646226+2.09716e-17j 1.78875e-05-3.75662e-17j 0.000206596+4.23208e-17j 0.000830833-3.93343e-16j -0.000933122+6.09965e-15j -0.00161755-9.41018e-15j 0.00121929-4.59357e-16j 0.0015722-9.12796e-16j 0.00118314-6.84397e-17j -0.00179913-1.46847e-18j 0.0030326-6.98964e-17j 0.000230867-1.44391e-17j -0.000608412+1.80269e-17j -0.00105444-3.68277e-17j -0.0019682-5.46193e-17j -0.00203154-1.02788e-16j -0.00635462+6.93744e-18j 0.00102167+3.86671e-15j -0.00341898+1.00026e-16j -0.00486811-1.45363e-16j -0.00101842+1.41217e-16j 0.00160162+2.33451e-16j -0.000336002-2.0607e-17j -0.00106246-1.58964e-16j 0.00122418-1.21445e-16j 0.000205588-3.34592e-16j 0.00301483+3.05459e-16j 0.00512107+2.8696e-16j -0.00346974+3.41088e-16j -0.000247005+3.40212e-16j -0.00237118+1.32867e-16j -0.000589754+8.43818e-17j 0.000452625-9.66094e-18j -0.00354697+2.89576e-17j 1.30873e-05+1.44861e-16j 0.00311062+1.62728e-16j -0.00500338-2.22897e-16j -0.000404847+4.07533e-17j 0.00472251-1.66738e-17j -0.000740436-2.80634e-17j -0.00187443+4.17316e-17j -0.00129299+6.28933e-18j 0.000483213+5.36676e-17j 0.000878045-4.14926e-18j 0.00147257+5.82948e-17j -0.000903714-1.27856e-15j -0.00271011+3.67826e-15j 
0.000953985+4.86075e-16j -0.000394803+2.63384e-16j 0.00135757+2.13146e-17j 0.00030933-1.83392e-18j -0.000393468-2.7423e-17j -0.00196568-1.51707e-17j -0.0016905-2.21119e-17j 7.32343e-05-3.23036e-17j -0.000350483-9.17592e-17j 0.000203022+1.16184e-17j 0.000390416-6.01169e-17j -0.000689582+4.4454e-17j -0.00131929+4.97886e-18j -0.000142767-4.24834e-17j -0.000655194+1.44837e-16j -0.00244867+5.59993e-17j -0.000387592-1.06266e-17j 0.0014313-1.81846e-17j 0.000348912+1.35374e-17j -2.32429e-05+3.69813e-17j 0.000404555+3.13099e-17j 0.000139898-3.0407e-17j -0.00066243-2.14062e-18j -0.00117206+1.09801e-16j 0.000664858+1.02109e-16j -0.000391285-3.64825e-18j -0.00221101-7.13854e-17j 0.000981399-4.67796e-17j 0.000214715-4.09977e-16j -0.00098101+6.13841e-15j 0.00114616+6.89944e-15j -2.36656e-05+3.54239e-16j -0.000917046+5.14176e-16j 0.00101646+5.95399e-17j -0.000745934-1.77269e-17j -0.00053747+1.27293e-18j -0.00124933-1.35203e-17j -0.00208931-5.88889e-17j -0.00189634-8.23866e-17j -0.0017903-7.78304e-17j -0.00185949-1.0005e-16j -0.0024919-8.6939e-17j -0.000104598-5.1007e-16j -0.00207795+4.31502e-17j -0.00122573-1.06051e-16j -0.000174413+6.03022e-17j 0.00133636+1.14513e-16j 0.000736964-4.96745e-18j 0.000293275+2.33417e-17j -0.00262691-2.44681e-16j 0.00302646+7.02449e-16j -0.000623862-3.13822e-16j 0.00151255+2.15288e-16j -0.000934336+5.16931e-17j -1.48676e-05+3.11137e-17j -0.000933244+1.50418e-16j -0.00212988+1.6055e-16j 0.00100907+7.74126e-17j -0.000507912+4.9383e-17j -0.00193874+1.4046e-16j 0.00210142+5.20576e-17j -0.00259833-1.58764e-16j 0.000303577-2.24654e-17j 0.000958717+4.84938e-17j 0.00148698+5.56077e-17j 0.00207444+3.58766e-17j -0.0023749-5.30626e-17j 2.42726e-05-9.43416e-19j 0.000493679+9.92175e-18j -0.00130972-2.432e-17j -0.000510288+4.43056e-16j 0.000710126-1.40435e-15j 
-0.00191228-5.63712e-16j 0.00162745-3.45102e-16j -0.00185348-2.81174e-17j 0.0018727+6.20899e-17j 0.000229816+1.11973e-16j -0.000283629-3.25827e-17j -0.000165761-4.26167e-17j -0.000176907-4.41936e-17j 0.00155115+1.46163e-16j -0.000159049-1.08689e-16j 0.0021695-8.25233e-17j -0.00222778-8.98306e-17j 0.00127079-3.32121e-17j -0.00245021+2.61305e-16j -0.00115485-7.91702e-17j 0.00206318-3.57816e-17j -0.000574816+2.08358e-16j 0.00077478-3.91442e-18j -0.00153336-7.91599e-17j -0.000933632+5.16988e-17j 0.00203248-5.60409e-17j -0.000445451-1.05039e-16j -0.00108512-1.19208e-16j -0.000699057+1.19685e-16j -0.00152629+1.20926e-16j -0.00143451-1.31593e-16j -0.00119999-2.54669e-17j -0.000486262-1.58782e-17j -0.000375468+2.91933e-16j 0.000951689-5.95186e-15j -7.02569e-05-2.21394e-16j 0.000646789-1.16213e-16j 0.00264147-1.52794e-15j -0.00335175-2.20126e-16j 0.00240213+1.02909e-16j -0.00255112+1.64428e-17j -0.00153183-1.50044e-16j 0.000973529+1.21443e-16j 0.00197226+3.17063e-17j 0.00106514+9.66173e-17j 0.0027456+1.00857e-16j 0.00249452+7.31556e-17j -0.000703193-2.65893e-15j 0.00295522-1.1096e-16j 0.000901137+1.594e-16j -0.00146268-1.39585e-16j 0.0030361-2.58614e-16j 0.00237359-5.11988e-17j -0.00186109-2.28693e-16j -0.000970378-1.54115e-17j -0.00123896-2.54358e-16j 0.000504419+4.27705e-18j -0.00403048-5.34227e-16j 0.00121976-1.29198e-16j 0.00267572-2.84336e-16j 0.000728404-8.14122e-18j 0.00240225+1.3629e-16j -0.00222069+3.69278e-17j 0.00289275-2.44869e-17j -0.00275627+7.96104e-18j -0.000917334-7.19756e-17j 0.0021197+1.58228e-16j 0.00302181-4.63143e-18j -0.00379748-1.20083e-16j 0.000101973-1.19163e-16j 0.00302858-1.08679e-17j 0.00101989-1.48448e-16j 0.000782888-8.08092e-17j -0.00186035-1.35033e-16j 0.00259254+7.60276e-17j 8.55224e-05-1.9057e-15j -0.00392924+6.39065e-15j 
0.00315155+1.88092e-15j -0.000896324+8.22995e-16j 0.00131088+1.95901e-16j -8.50937e-05+7.58656e-17j 0.000317852-1.81956e-16j -0.000473265-4.21094e-17j -0.000480355+3.30572e-17j -0.000209911+2.19736e-16j -0.00042366+1.39423e-16j 0.000475456+1.94891e-19j -3.69219e-05+2.39843e-16j -0.000675155-1.57265e-16j -7.04693e-05-5.93715e-17j -1.17311e-05-2.59957e-16j -0.000526115-7.30035e-17j -0.00135887+2.20519e-16j 0.000793622-3.09789e-16j 0.000306564+2.67924e-16j -0.000330973-9.40149e-17j 0.000375235-1.53072e-16j -0.000156668+3.13025e-16j 7.17289e-05-9.11156e-17j -0.000306636+8.13269e-18j -0.000338764-7.12216e-17j 0.00100217-8.27628e-17j -0.000378723-1.5941e-16j 0.000209372-1.37483e-16j -0.000501258-3.14624e-16j -0.00117436+4.34369e-16j 0.00118198-7.65798e-15j 0.000237762+1.05244e-15j -0.00123461+1.89659e-17j -0.0025149+1.37685e-15j 0.000272622+1.03333e-16j 6.56361e-05+5.29091e-17j 0.000324446-2.00506e-16j -0.00107844+1.88917e-16j 0.000532385-2.37692e-16j -0.00278748-1.80168e-16j -0.000558545-8.77431e-17j -0.00187628-2.60435e-16j 0.000802803+3.3894e-16j 0.00105461+3.96978e-15j -0.000951874+1.21919e-16j 0.00167733+4.25103e-16j 0.00114462+2.13682e-16j -0.0040607-2.85111e-17j -2.72962e-05+4.18196e-16j 0.00302719+6.63679e-16j -0.0033977-3.69906e-16j 0.000569544+7.13457e-16j -0.00326173-1.02386e-15j -0.00258045-2.46143e-18j 0.00199516+4.75897e-17j -0.000263147+1.38748e-16j 0.00208529+3.31177e-16j -0.000708411-7.29401e-16j 0.00278304+3.66467e-17j -0.00148893+3.824e-16j 0.001253-3.38044e-16j 0.00184014+2.01652e-16j 0.000215061+2.9602e-16j -0.00133275+1.15013e-16j -0.00050549-3.06543e-16j -0.000315469+4.61827e-16j -0.000482583+2.68365e-16j -0.00199612+2.77215e-16j -0.00120982+6.88191e-17j -0.000761046+3.05542e-17j -0.00142659-4.12377e-16j 0.00196451+1.60425e-15j 0.00394999-5.00473e-15j 
